PassageID,Title,Author,Total termFreq,termFreq(gener),termFreq(knowledg),termFreq(law),termFreq(principl),termFreq(truth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0061800200_000021,"Sketches of the principles of government; by Nathaniel Chipman, judge of the Court of the United States for the District of Vermont.",Nathaniel Chipman,23,8.0,5.0,2.0,6.0,2.0,1793,1,1,"Rutland [Vt.] : From the press of J. Lyon: printed for the author, June, M,DCC,XCIII. [1793].",Rutland,293,male,1752,1843,False
0114400100_000062,"Discourses on the following subjects: Our Savior's conversation with the young ruler. The love of our neighbor. Christian perfection. Humility; and the temptations of a prosperous or affluent state. The imitation of God. The Kingdom of God. The nature and foundation of religious, christian and social worship. Christian sincerity. That religion and moral virtue consist in good affections. Religious knowledge. Charity as covering the multitude of sins. Christian privileges no just ground of hope. The confession and forgiveness of sins. The penitent thief. By Charles Bulkley.",Charles Bulkley,18,1.0,4.0,4.0,5.0,4.0,1752,1,1,"London : printed for John Noon, at the White Hart, near the Poultry, in Cheapside, MDCCLII. [1752].",London,430,male,1719,1797,False
0173900200_000019,"Doctor and student: or, dialogues between a doctor of divinity and a student in the laws of England: containing the grounds of those laws; together with questions and cases Concerning the Equity Thereof. The eighteenth edition. Corrected and improved, by William Muchall, gent.",Christopher St. Germain,21,1.0,5.0,8.0,3.0,4.0,1792,1,1,"Dublin : printed by James Moore, 45, College-Green, 1792.",Dublin,392,male,1460,1540,False
0463200103_000129,"Sermons translated from the original French of the late Rev. James Saurin, Pastor of the French Church at the Hague. ... . on the Attributes of God. By Robert Robinson.",Jacques Saurin,20,1.0,5.0,3.0,7.0,4.0,1796,3,6,"London : printed for J. Murgatroyd, No. 73, Chiswell Street, Moorfields. Sold also by Mr. Dilly, in the Poultry; Vernor and Hood, Birchin Lane; Button and Priestley, Paternoster-Row; Mathews, Strand; D. Walker, Holborn; Binns, Leeds; Wilson and Spence, York; Laing, Ogle, Fairbairne, Hunter, and Constable, Edinburgh, 1796.",London,391,male,1677,1730,False
0929200101_000028,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,32,1.0,5.0,19.0,4.0,3.0,1731,1,2,"London : printed for Edmund Parker, at the Bible and Crown over against the New Church in Lombard-Street, M.DCC.XXXI. [1731].",London,404,male,1632,1704,True
0227900900_000024,"The trve sentiments of America: contained in a collection of letters sent from the Hovse of Representatives of the province of Massachvtts [sic] Bay to several persons of high rank in this kingdom: together with certain papers relating to a svpposed libel on the governor of that province, ...",Thomas Hollis,18,4.0,4.0,4.0,4.0,2.0,1768,1,1,"London : printed for I. Almon, 1768.",London,161,male,1720,1774,False
0081201400_000018,"Faith encouraged, in a plain, consistent, scriptural exposition of Heb. VI.4,5,6. Heb.X.26. I John V. 16. Manifesting that the Sinners therein mentioned, are not to be look'd upon as in a desperate Condition, but as Partakers of everlasting Salvation in the Lord. And In an Impartial Scriptural Consideration of the unpardonable Blasphemy against the Holy Spirit, demonstrating the Impossibility of committing such a Transgression under the Gospel Dispensation. To which some meditations are added, on the great Design of Christ in coming into the World to save Sinners. By Matthias Maurice.","Maurice, Matthias",36,1.0,12.0,3.0,2.0,18.0,1726,1,1,"London : printed for John Clark and Richard Hett at the Bible and Crown in the Poultry, near Cheapside, M.DCC.XXVI. [1726].",London,289,male,1684,1738,False
0124200101_000170,"One hundred and seventy three sermons on several subjects and occasions. In two volumes. By Samuel Clarke, D. D. Late Rector of St. James's, Westminster. Published from the author's manuscript, by John Clarke, D. D. Dean of Sarum. ... With a preface, giving some account of the life, writings, and character of the author: by Benjamin, Lord Bishop of Salisbury.",Samuel Clarke,22,7.0,5.0,1.0,3.0,6.0,1734,1,2,"Dublin : printed by S. Powell, for Stearne Brock at the Corner of Sycomore-Alley in Dame-Street, Bookseller, M,DCC,XXXIV. [1734].",Dublin,602,male,1675,1729,True
0451900200_000037,"The argument of The divine legation fairly stated, and returned to the deists, to whom it was originally addressed. In which is shewn, That the Answers hitherto given to it are such as neither Believers nor Unbelievers can make Use of, Being irreconcilable With the general Principles of Both. By an impartial hand. To which is added, an appendix, containing letters which passed between the late Dr. Middleton and Mr. Warburton, on the Characters of Moses and Cicero. Now first published from their respective Originals.",John Towne,18,1.0,5.0,4.0,5.0,3.0,1751,1,1,"London : printed for C. Davis over-against Gray's-Inn Gate, in Holbourn, 1751.",London,199,male,1711,1791,False
0384600800_000049,"An essay on regimen. Together with five discourses, medical, moral, and philosophical: serving to illustrate the principles and theory of philosophical medicine, And point out Some of its Moral Consequences. By George Cheyne, M. D. Fellow of the Royal Society.",George Cheyne,26,6.0,12.0,3.0,2.0,3.0,1753,1,1,"London : printed for Dan. Browne, without Temple-Bar; R. Manby, on Ludgate-Hill; J. Whiston and B. White, in Fleet-Street; and A. Strahan, in Cornhill, MDCCLIII. [1753].",London,438,male,1671,1743,False
0106900601_000031,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; and, on the utility of classical learning. By James Beattie, ... In two volumes. ...",James Beattie,22,2.0,2.0,2.0,8.0,8.0,1778,1,2,"Dublin : printed for C. Jenkin, 1778.",Dublin,420,male,1735,1803,False
0905500102_000191,"A new and complete illustration of the occult sciences: or, the art of foretelling future events and Contingencies, by the Aspects, Positions, and Influences, of the heavenly bodies. Founded on Natural Philosophy, Scripture, Reason, and the Mathematics. In four parts. Part I. An Enquiry into, and Defence of, Astrology; with an interesting Discourse on Natural and Occult Philosophy-in which the Wisdom and Omnipotence of God; the intellectual Faculties of Angels, Spirits, and Men; the Order, Harmony, Sympathy, and wonderful Properties, of the Celestial and Terrestrial Worlds; the Signs, Influences, and Effects, of the Heavenly Bodies upon all animal, vegetable, and mineral, Substances; the Number of the Spheres; the Method of erecting the Horoscope to cast Nativities; and the Doctrine of Horary Questions; are clearly exemplified and explained. Part II. Examples for acquiring a Practical Knowledge of Astrology, with Rules for calculating, rectifying, and judging, Nativities; by which the Reader is enabled to discover, with Precision and Accuracy, every material Incident of his future Life and Fortune. Illustrated by a Variety of new, entertaining, and curious, Questions, lately resolved, upon every material Occurrence in public and private Life. With a Collection of the most remarkable Nativities that have been cast for Kings, Princes, and other eminent Men, by the most celebrated Professors of this Science, in all Ages of the World; with astonishing Instances of their exact Completion. Part III. Meteorological Astrology defined and explained: Wherein certain Rules are laid down for prejudging the Revolutions, Vicissitudes, and Misfortunes, with which every Part of the habitable World may be occasionally threatened. General Effects produced by great Conjunctions, Eclipses, Transits, Comets, Blazing Stars, and other extraordinary Phaenomena; with the Art of calculating Eclipses, Tides, and Weather, for any Number of Years to come. To-Which is added, A Collection of improved Tables, contrived to answer all the Purposes of Astronomical Calculations. Part IV. The Distinction between Astrology and the Diabolical Practice of Exorcism; in which the Methods used for raising up and consulting Spirits are laid open, with various instances of their Compacts with wicked Men. Account of Apparitions and Spirits; including a general Display of the Mysteries of Witchcraft, Divination, Charms, and Necromancy. Compiled from a Series of intense Study and Application, and founded on real Examples and Experience. By Ebenezer Sibly, Fellow of the Harmonic Philosophical Society at Paris. Embellished with curious copper-plates.","Sibly, Ebenezer",26,1.0,2.0,4.0,6.0,13.0,1790,2,2,"London : printed for the proprietor, and sold by C. Stalker, No. 4, Stationer's Court, Ludgate-Street, MDCCXC. [1790] [1792?].",London,539,male,1751,1800,False
0254200300_000005,"Elements of chemistry: comprehending all the most important facts and principles in the works of Fourcroy and Chaptal: With The Addition Of The More Recent Chemical Discoveries Which Have Been Made Known In Britain And ON The Continent; And With a variety of Facts and Views, Which Have Never Before Been Communicated To The World. Intended for the Use, not only of those who study Chemistry, with those professional Purposes to which this Study is commonly referred,-but also, for Farmers, Manufacturers, Dyers, And The Other Artisans Of The Chemical Arts, in general, &c. By Robert Heron.",Robert Heron,18,2.0,3.0,2.0,5.0,6.0,1800,1,1,"London : printed for T. N. Longman and O. Rees, Paternoster-Row, by J. Rider, NO. 36, Little-Britain, 1800.",London,701,male,1764,1807,False
0105500400_000041,"Practical sermons and discourses upon several subjects. By Edmund Beeston, M. A. Late Rector of Sproughton and Whatfield, and Lecturer of St. Mary Tower, Ipswich.","Beeston, Edmund",22,1.0,3.0,6.0,5.0,7.0,1739,1,1,"London : printed for William Craighton, Bookseller in Ipswich; and sold by T. Longman, at the Ship in Pater-Noster-Row [London], MDCCXXXIX. [1739].",London,435,male,1688,1735,False
0815700302_000001,"Family lectures; or, domestic divinity, being a copious collection of sermons, selected from the polite writers and sound divines, of the present century; for the use of schools on Sunday evenings, and of young students in divinity.",,21,2.0,6.0,8.0,3.0,2.0,1791,2,2,"London : printed for C. Dilly. Published as the Act directs, Jan. 18, 1791.",London,440,unknown,,,False
0777201900_000043,"An appeal to common sense in behalf of religion. By the Rev. James Oswald, D.D.","Oswald, James           1793",27,2.0,4.0,3.0,2.0,16.0,1768,1,1,"London : printed by J. Hughs; and sold by J. Wilkie, in St. Paul's Church-Yard, MDCCLXVIII. [1768].",London,407,unknown,,,False
1165900107_000067,"The works of the Right Reverend William Warburton, Lord Bishop of Gloucester. In seven volumes. ...",William Warburton,24,3.0,5.0,9.0,6.0,1.0,1788,7,7,"London : printed by John Nichols: and sold by T. Cadell, 1788.",London,458,male,1698,1779,True
0319100101_000039,The works of Iohn Locke in four volumes Volume I.,John Locke,20,3.0,2.0,7.0,4.0,4.0,1768,1,4,"London : printed for H. Woodfall, A. Millar, I. Beecroft, I. and F. Rivington, I. Whiston S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes Clarke and Collins, B. White, W. Iohnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, I. Shuckburgh, and T. Cadell. [and 18 others in London], MDCCLXVIII. [1768].",London,841,male,1632,1704,True
0336300202_000126,"An essay concerning human understanding. In four books. Witten [sic] by John Locke, Gent. ...",John Locke,21,2.0,6.0,1.0,7.0,5.0,1726,2,2,"London : printed by T. W. for A. Churchill; and Edm. Parker, at the Bible and Crown in Lombardstreet, M.DCC.XXVI. [1726].",London,382,male,1632,1704,True
0107000200_000025,"Essays, literary, moral & philosophical by Benjamin Rush, M.D. and professor of the institutes of medicine and clinical practice in the University of Pennsylvania.",Benjamin Rush,17,3.0,5.0,2.0,3.0,4.0,1798,1,1,"Philadelphia : Printed by Thomas & Samuel F. Bradford, no. 8, South Front Street, 1798.",Philadelphia,386,male,1745,1813,False
0679901500_000012,"Aphorisms of wisdom; or, A collection of maxims and observations extracted from the works of various writers upon divine subjects. [Three lines of quotations].",Emmanuel Swedenborg,30,1.0,4.0,1.0,7.0,17.0,1794,1,1,"Boston : Printed and sold by John W. Folsom, no. 30, Union-Street, M,DCC,XCIV. [1794].",Boston,212,male,1688,1772,False
1385900102_000458,"A new and complete illustration of the celestial science of astrology: or, The art of foretelling future events and contingencies by the aspects, positions, and influences of the heavenly bodies. Founded on natural philosophy, scripture, reason, and the mathematics. In four parts. Part I. An enquiry into, the defence of astrology; with an interesting discourse on natural and occult philosophy-in which the wisdom and omnipotence of God; the intellectual faculties of angels, spirits, and men; the order, harmony, sympathy, and wonderful properties of the celestial and terrestrial worlds; the signs, influences, and effects of the heavenly bodies upon all animal, vegetable, and mineral substances; the number of the spheres; the method of erecting the horoscope to cast nativities; and the doctrine of horary questions, are clearly exemplified and explained. Part II. Examples for acquiring a practical knowledge of astrology, with rules for calculating, rectifying, and judging nativities; by which the reader is enabled to discover, with precision and accuracy, every material incident of his future life and furtune. Illustrated by a variety of new, entertaining, and curious questions, lately resolved, upon every material occur...ence in public and private life. With a collection of the most remarkable nativities that have been cast for kings, princes, and other eminent men, by the most celebrated proffessors of this science, in all ages of the world; with astonishing instances of their exact completion. Part III. Meteorological astrology defined and explained: wherein certain rules are laid down for prejudging the revolutions, vicissitudes, and misfortunes, with which every part of the habitable world may be occasionally threatened. General effects produced by great conjunctions, eclipses, transits, comets, blazing stars, and other extraordinary phænomena; with the art of calculating eclipses, tides, and weather, for any number of years to come. To which is added, a collection of improved tables, contrived to answer all the purposes of astronomical calculations. Part IV. The distinction between astrology, and the diabolical practice of exorcism; in which the methods used for raising up and consulting spirits, are laid open, with various, instances of their compacts with wicked men. Account off applications and spirits; including a general display of the mysteries of witchcraft, divination, charms, and necromancy. Compiled from a series of intente study and application, and founded on real examples and experience. By Ebenezer Sibly, Astro, Philo. Embellished with curious copper-plates.","Sibly, Ebenezer",25,1.0,2.0,4.0,6.0,12.0,1784,2,2,"London : printed for E. Beetham, in Cornhill, MDCCLXXXIV. [1784].",London,1154,male,1751,1800,False
1232500801_000006,"The sum of Christianity, in four books; containing the faith, the temper, the duty, and happiness, of a true Christian, as held forth in the Scriptures. In two volumes. ... . By Mr William Dalgliesh, Minister of the Gospel at Peebles.",William Dalgliesh,26,1.0,2.0,6.0,10.0,7.0,1784,1,2,"Edinburgh : sold by W. Gray, J. Dickson, C. Elliot; and by C. Dilly, London, M.DCC.LXXXIV. [1784].",Edinburgh,439,male,1733,1807,False
0898700300_000078,"The elements of logick. In four books. Book I. Of the Original of our Ideas, their various Divisions, and the Manner in which they contribute to the Increase of Knowledge; with a Philosophical Account of the Rise, Progress, and Nature of human Language. Book II. Of the Grounds of human Judgment, the Doctrine of Propositions, their Use in Reasoning, and Division into self-evident and demonstrable. Book III. Of Reasoning and Demonstration, with their Application to the Investigation of Knowledge, and the common Affairs of Life. Book IV. Of the Methods of Invention and Science, where the several Degrees of Evidence are examined, the Notion of Certainty is fixed and stated, and the Parts of Knowledge in which it may be attained, demonstrated at large. Design'd particularly for young Gentlemen at the University, and to prepare the Way to the Study of Philosophy and the Mathematicks. By William Duncan, Professor of Philosophy in the Marishal College of Aberdeen.","Duncan, William",19,4.0,6.0,3.0,3.0,3.0,1764,1,1,"London : printed for R. and J. Dodsley in Pall-Mall, 1764.",London,374,male,1717,1760,False
1060601100_000003,"""ignorance productive of atheism, faction, and superstition;"" a sermon, preached before the University of Cambridge, on Commencement Sunday, July 1, 1798. By Thomas Rennell, D. D. Late Fellow of King's College, and Master of the Temple. Printed by the Special Desire of the Vice-Chancellor and Heads of Houses.",Thomas Rennell,19,2.0,5.0,2.0,7.0,3.0,1798,1,1,"[London] : Printed for Rivington, Bremner, Payne, and Hatchard, London; Deighton and Nicholson, Cambridge; Cooke, Oxford; and Robbins, Winchester, [1798].",London,54,male,1754,1840,False
0463901700_000012,"The sentiments of a member of the Jacobins, in France, upon the religion of reason and nature, carefully translated from the original manuscript, communicated by the author.","Jean-Baptiste du Val-de-Grâce, baron de Cloots",27,4.0,4.0,13.0,2.0,4.0,1792,1,1,"London : printed for Machell Stace, No. 11, Haymarket, 1792.",London,109,male,1755,1794,False
0340600501_000050,"The principles of natural and politic law, in two volumes, by J.J. Burlamaqui, ... Translated into English by Mr. Nugent.",Jean-Jacques Burlamaqui,40,2.0,3.0,16.0,18.0,1.0,1784,1,2,"London : printed for C. Nourse, 1784.",London,350,unknown,1694,1748,False
0108100102_000447,The works of John Locke Esq; In three volumes. The contents of which follow in the next leaf. With alphabetical tables. ...,John Locke,20,1.0,4.0,3.0,5.0,7.0,1714,2,3,"London : printed for John Churchill, and Sam. Manship, 1714.",London,676,male,1632,1704,True
1272500400_000052,"The principles of natural law. By J. J. Burlamaqui, Counsellor Of State, And Late Professon Of Natural And Civil Law At Geneva. Translated by Mr. Nugent.",Jean-Jacques Burlamaqui,40,2.0,3.0,16.0,18.0,1.0,1791,1,1,"Dublin : printed by John Rice, College-Green, 1791.",Dublin,602,unknown,1694,1748,False
0211500300_000077,The elements of logick. In four books. By W. Duncan.,"Duncan, William",19,4.0,5.0,3.0,5.0,2.0,1748,1,1,"London : printed for R. Dodsley in Pall-Mall, 1748.",London,370,male,1717,1760,False
1438100200_000030,An introduction to natural philosophy. Illustrated with copperplates. By William Nicholson. In two volumes. ...,Joseph Banks,20,2.0,5.0,3.0,8.0,2.0,1788,1,1,"Philadelphia : Printed for Thomas Dobson, at the stone house, in Second Street, between Market and Chesnut Street, MDCCLXXXVIII. [1788].",Philadelphia,604,male,1743,1820,True
0129802500_000001,Remarks on the very inferior utility of classical learning. By W. Stevenson.,William Stevenson,23,4.0,11.0,3.0,3.0,2.0,1796,1,1,"Manchester : printed, for the author, at the office of G. Nicholson, sold by H. D. Symonds, 20, Paternoster-Row, London, 1796.",Manchester,35,male,1772,1829,False
1187701200_000078,"The elements of logick. In four books. Book I. Of the Original of our Ideas, their various Divisions, and the manner in which they contribute to the Increase of Knowledge; with a Philosophical Account of the Rise, Progress, and Nature of human Language. Book II. Of the grounds of human Judgment, the Doctrine of Propositions, their Use in Reasoning, and Division into self-evident and demonstrable. Book III. Of Reasoning and Demonstration, with their Application to the investigation of Knowledge, and the common Affairs of Life. Book IV. Of the Methods of Invention and Science, where the several Degrees of Evidence are examined, the Notion of Certainty is fixed and stated, and the Parts of Knowledge in which it may be attained, demonstrated at Large. Designed particularly for young Gentlemen at the University, and to prepare the way to the Study of Philosophy and the Mathematicks. By William Duncan, Professor of Philosophy in the Marishal College of Aberdeen.","Duncan, William",19,4.0,5.0,3.0,5.0,2.0,1780,1,1,"Edinburgh : printed for J. Bell and J. Dickson; and for J. Duncan, Glasgow, M,DCC,LXXX. [1780].",Edinburgh,359,male,1717,1760,False
0208400700_000008,"The knowledge of divine things from revelation, not from reason or nature. Wherein The Origin and Obligation of Religious Truths are demonstrated: Arguments of Deists, Moralists, &c. proved to have no Foundation in Nature or Reason. The Inlets of Knowledge, The Law of Nature, The several Texts of Scripture relating to this Subject, The Works of Creation, The Eternal Fitness and Reason of Things, The Demonstrations of a Supreme Being, &c. are fully considered and explained. By a gentleman of Brazen-Nose College, Oxford; now of the diocese of Chester.","Ellis, John",21,1.0,8.0,4.0,3.0,5.0,1743,1,1,"London : printed by J. Watts: and sold by B. Dod at the Bible and Key in Ave-Mary-Lane near Stationers-Hall, J. Fletcher at Oxford, and T. Merrill at Cambridge, MDCCXLIII. [1743].",London,465,unknown,1688,,False
0654800102_000207,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: ... By the late learned John Lawrence Mosheim, ... Translated from the original, ... by Archibald Maclaine, ... In two volumes. ...",Johann Lorenz von Mosheim,21,1.0,6.0,1.0,7.0,6.0,1765,2,2,"London : printed for A. Millar, 1765.",London,689,male,1693,1755,False
0375000800_000056,"Deism and Christianity fairly consider'd, in four dialogues. To which is added a fifth upon latitudinarian Christianity. And two letters to a friend upon a book intitled, The moral philosopher. By **********","Constable, John",22,2.0,2.0,3.0,9.0,6.0,1739,1,1,"London : printed by J. Hoyles: and sold by the booksellers of London and Westminster, MDCCXXXIX. [1739].",London,338,male,1676,1743,False
0970100300_000061,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,36,9.0,11.0,0,8.0,8.0,1769,1,1,"Dublin : printed by John Exshaw, in Dame-Street, M,DCC,LXIX. [1769].",Dublin,334,male,1632,1704,True
0139804300_000008,"The nature, evidences, and importance of truth considered. A sermon preached before the University of Oxford, at St. Mary's, on St. Andrew's day, 1754. By William Parker ...","Parker, William",20,6.0,4.0,2.0,3.0,5.0,1754,1,1,"Oxford : printed at the Theatre for James Fletcher; and sold by R. Baldwin, London, 1754.",Oxford,56,male,1714,1802,False
0742401700_000032,"An examination of Dr. Reid's Inquiry into the human mind on the principles of common sense, Dr. Beattie's Essay on the nature and immutability of truth, and Dr. Oswald's Appeal to common sense in behalf of religion. By Joseph Priestley, LL. D. F. R. S.",Joseph Priestley,21,6.0,2.0,4.0,5.0,4.0,1775,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, M.DCC.LXXV. [1775].",London,432,male,1733,1804,True
1303500101_000023,"An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes.",John Locke,29,2.0,4.0,1.0,16.0,6.0,1765,1,3,"Edinburgh : printed by A. Donaldson and J. Reid. For William Coke, and Francis Shand, MDCCLXV. [1765].",Edinburgh,150,male,1632,1704,True
1643200300_000058,"An attempt to vindicate, explain, and enforce the important duty of renewing our Solemn covenants: In several sermons.","Morison, James",25,1.0,6.0,1.0,7.0,10.0,1767,1,1,"Edinburgh : Printed by David Paterson, MDCCLXVII. [1767].",Edinburgh,195,male,,,False
0516800100_000117,"A grammar of the English tongue: with the arts of logick, rhetorick, poetry, &c. Illustrated with Useful Notes; Giving the Grounds and Reasons of Grammar in General. The Whole making a Compleat System of an English Education. Published by John Brightland, For the Use of the Schools of Great-Britain and Ireland.",,20,4.0,3.0,2.0,8.0,3.0,1759,1,1,"London : printed for James Rivington and James Fletcher, at the Oxford Theatre in Pater-Noster Row, 1759.",London,315,unknown,,,False
0516700900_000122,"A grammar of the English tongue, with the arts of logick, rhetorick, poetry, &c. Illustrated with useful notes. Giving the Grounds and Reason of Grammar in General. The whole making a compleat system of an English education. For the Use of the Schools Of Great Britain and Ireland.",,20,4.0,3.0,2.0,8.0,3.0,1721,1,1,"London : printed for J. Roberts in Warwick-Lane, D. Brown, J. Wyatt, W. Taylor, J. Osborn, W. Mears, M. Boddington, C. Rivington, F. Clay, T. Corbet, J. Brotherton, M.DCC.XXI. [1721].",London,290,unknown,,,False
0777600900_000032,"An examination of Dr. Reid's Inquiry into the human mind on the principles of common sense, Dr. Beattie's Essay on the nature and immutability of truth, and Dr. Oswald's Appeal to common sense in behalf of religion. By Joseph Priestley, LL. D. F. R. S.",Joseph Priestley,21,6.0,2.0,4.0,5.0,4.0,1774,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, M.DCC.LXXIV. [1774].",London,431,male,1733,1804,True
1076900101_000025,"An essay concerning human understanding. In four books. Written by John Locke, Esq. In three volumes. ...",John Locke,24,1.0,3.0,2.0,11.0,7.0,1777,1,3,"Edinburgh : printed for J. Dickson and C. Elliot, M,DCC,LXXVII. [1777].",Edinburgh,394,male,1632,1704,True
1204301100_000004,"The importance of a deep and intimate knowledge of divine truth. A sermon delivered at an Association of Baptist ministers, and churches, at St. Albans, Hertfordshire, On June 1, 1796. By Andrew Fuller. Published at the Request of those who heard it. N. B. The Profits will be given to the Association Fund, which is principally applied to the Encouragement of Village Preaching.",Andrew Fuller,22,4.0,2.0,2.0,6.0,8.0,1796,1,1,"[London] : Sold by W. Button, Paternoster Row, and T. Gardiner, Princes-Street, Oxford-Street, [1796].",London,45,male,1754,1815,False
0555000100_000003,"Sketch of democracy. By Robert Bisset, LL.D.",Robert Bisset,20,4.0,7.0,4.0,3.0,2.0,1798,1,1,"Dublin : printed by S. Watson; Seventy-One, Grafton-Street, 1798.",Dublin,385,male,1759,1805,False
0122300800_000001,"A delineation of universal law: being An abstract of an essay towards deducing the elements of universal law, from the first principles of knowledge, and the nature of things: in a Methodical and Connected Series. In five books. I. Of Law in General. II. Of Private Law. III. Of Criminal Law. IV. Of the Laws of Magistracy. V. Of the Law of Nations. By Fettiplace Bellers, Esq;",Fettiplace Bellers,27,2.0,4.0,14.0,3.0,4.0,1754,1,1,"London : printed by J. Hughs, for R. and J. Dodsley, in Pall-Mall, MDCCLIV. [1754].",London,84,male,1687,1742,False
1543300103_000020,"The works of the late John Gregory, M.D.",John Gregory,32,8.0,2.0,12.0,8.0,2.0,1788,3,4,"[Edinburgh : printed for A. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, 1788].",Edinburgh,282,male,1724,1773,False
0438200101_000068,"A course of lectures on the principal subjects in pneumatology, ethics, and divinity: with references to the most considerable authors on each subject. By the late Rev. Philip Doddridge, D.D. The third edition. To which are now added, a great number of references, and Many Notes of Reference, to the Various Writers, on the Same Topics, who have Appeared since the Doctor's Decease. By Andrew Kippis, D. D. F. R. S. and S. A. ...",Philip Doddridge,25,2.0,3.0,3.0,4.0,13.0,1794,1,2,"London : printed for S. Crowder; T. Longman; B. Law and Son; G. G. and J. Robinson; R. Baldwin; W. Otridge; W. Richardson; F. and C. Rivington; J. Matthews; S. Hayes; W. Bent; W. Goldsmith; Vernor and Hood; D. Ogilvy and J. Speares; J. Deighton; J. Scatcherd and J. Whitaker; J. Cuthell; and Darton and Harvey, 1794.",London,515,male,1702,1751,True
0336300302_000127,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,20,5.0,5.0,1.0,5.0,4.0,1731,2,2,"London : printed for Arthur Bettesworth and Charles Hitch, at the Red Lion in Pater-Noster-Row; Edmund Parker, at the Bible and Crown in Lombard-Street; John Pemberton, at the Buck against St. Dunstan's Church, in Fleet-Street; and Edward Symon, against the Royal Exchange, in Cornhill, M.DCC.XXXI. [1731].",London,382,male,1632,1704,True
0929200101_000023,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,22,6.0,4.0,1.0,4.0,7.0,1731,1,2,"London : printed for Edmund Parker, at the Bible and Crown over against the New Church in Lombard-Street, M.DCC.XXXI. [1731].",London,404,male,1632,1704,True
0960700200_000002,"The nature and extent of intellectual liberty, in a letter to Sir George Savile, Bart. Occasioned by an error on a fundamental principle of legislation, supported by his credit and eloquence, in the debating on the Dissenting Bill, on Wednesday, March 17, 1779. By the Rev. David Williams.",David Williams,17,2.0,3.0,4.0,3.0,5.0,1779,1,1,"London : printed for J. Dodsley, Pall-Mall; W. Davis and J. Almon, Piccadilly; P. Elmsley, Strand; G. Kearsly, Fleet-Street; and E. and C. Dilly, Poultry, MDCCLXXIX. [1779].",London,41,male,1738,1816,False
0439400301_000004,"Philosophical and literary essays. By Dr Gregory, of Edinburgh. ...","Gregory, James",18,5.0,3.0,3.0,5.0,2.0,1792,1,2,"Edinburgh : sold by T. Cadell, London, and W. Creech, Edinburgh, MDCCXCII. [1792].",Edinburgh,334,male,1753,1821,False
0184900500_000008,"Sermons on various subjects. By Edward Pye Waters, A. B. Curate Of Great Barr, Staffordshire.","Waters, Edward Pye",28,3.0,2.0,11.0,10.0,2.0,1800,1,1,"Birmingham : printed and sold by T. A. Pearson, High-Street; and sold also by B. and J. White, Fleet-Street, and L. B. Seeley, Pater-Noster Row, London, 1800.",Birmingham,264,male,1770,1833,False
0821500101_000282,An account of the life and writings of John Locke Esq;,Jean Leclerc,20,5.0,5.0,1.0,5.0,4.0,1714,1,2,"London : printed for J. Clarke, and E. Curll, 1714.",London,658,male,1657,1736,False
1374900400_000005,"Remarks upon a late book, entituled, The fable of the bees, or private vices, publick benefits. In a letter to the author. To which is added, a postscript, containing an observation or two upon Mr. Bayle. By William Law, M.A.",William Law,19,1.0,3.0,2.0,7.0,6.0,1726,1,1,"London : [P]rinted for William and John Innys at the west-end of St. Paul's, 1726.",London,111,male,1686,1761,True
1501802100_000004,"A sermon on the importance of a deep and intimate knowledge of divine truth; delivered at an Association of Baptists Ministers and Churches, at St. Alban's, Hertfordshire, June 1, 1796. By Andrew Fuller. Published at the request of those who heard it.","Davis, Cornelius",22,4.0,3.0,1.0,6.0,8.0,1796,1,1,"[Elizabethtown, N.J.] : Printed by Shepard Kollock, Elizabeth-Town, New-Jersey, for Cornelius Davis, Water-Street, New-York, [1796?].",Elizabeth|New York.,36,male,1758,1831,False
0278401400_000032,"An apology for professing the religion of nature, in the eighteenth century of the Christian æra; addressed to the Right Reverend Dr. Watson, Lord Bishop of Landaff.",David Williams,20,1.0,3.0,5.0,5.0,6.0,1789,1,1,"London : printed for J. Ridgway, 1789.",London,215,male,1738,1816,False
0412800400_000048,"An essay on regimen. Together with five discourses, medical, moral, and philosophical: serving to illustrate the principles and theory of philosophical medicin, And point out Some of its Moral Consequences. By Geo. Cheyne, M. D. C. R. Ed. S. and F. R. S.",George Cheyne,29,6.0,13.0,1.0,2.0,7.0,1740,1,1,"London : printed for C. Rivington, in St. Paul's Church-Yard, and J. Leake, Bookseller in Bath, M.DCC.XL. [1740].",London,436,male,1671,1743,False
