PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(appear),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0106900602_000050,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; and, on the utility of classical learning. By James Beattie, ... In two volumes. ...",James Beattie,52,0,0,0,1.0,0,0,0,0,1.0,1.0,2.0,2.0,0,0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,2.0,0,2.0,0,2.0,4.0,2.0,3.0,1.0,1.0,0,0,2.0,2.0,1.0,0,0,1.0,1.0,1.0,0,2.0,1.0,2.0,0,1.0,0,2.0,2.0,0,1.0,0,0,1.0,0,1778,2,2,"Dublin : printed for C. Jenkin, 1778.",Dublin,499,male,1735,1803,False
0911700300_000001,"The moral miscellany: or, a collection of select pieces, in prose and verse. For the instruction and entertainment of youth.",,67,1.0,1.0,0,0,0,0,1.0,2.0,2.0,0,2.0,0,0,0,0,0,0,1.0,2.0,1.0,0,5.0,0,1.0,2.0,0,2.0,1.0,1.0,5.0,1.0,2.0,3.0,0,1.0,0,3.0,3.0,2.0,0,1.0,0,0,0,0,0,0,2.0,1.0,7.0,0,1.0,0,0,3.0,4.0,0,1.0,2.0,1787,1,1,"London : printed for A. Strahan; and T. Cadell, In The Strand, MDCCLXXXVII. [1787].",London,387,unknown,,,False
0565101000_000065,"The life of Samuel Johnson, LL.D. By Sir John Hawkins, Knt.",John Hawkins,66,1.0,0,0,2.0,2.0,2.0,2.0,0,0,1.0,0,0,1.0,0,2.0,0,3.0,3.0,1.0,1.0,0,1.0,1.0,3.0,2.0,0,2.0,0,2.0,2.0,0,3.0,0,1.0,4.0,0,0,0,0,0,0,3.0,2.0,0,1.0,0,0,3.0,0,0,0,1.0,2.0,0,2.0,0,5.0,4.0,1.0,1787,1,1,"London : printed for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 43 others in London], 1787.",London,625,male,1719,1789,False
0417500103_000034,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,65,0,1.0,1.0,1.0,2.0,3.0,0,0,0,0,2.0,0,3.0,0,0,1.0,0,1.0,2.0,0,2.0,2.0,0,3.0,1.0,0,0,0,2.0,1.0,3.0,3.0,1.0,0,1.0,0,0,2.0,11.0,0,2.0,0,1.0,0,0,0,0,2.0,1.0,0,1.0,1.0,3.0,0,0,2.0,1.0,2.0,0,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,True
0656300602_000007,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,73,1.0,0,1.0,1.0,5.0,3.0,0,1.0,2.0,0,1.0,0,4.0,0,2.0,0,0,0,0,0,1.0,0,3.0,0,1.0,0,1.0,0,1.0,2.0,0,3.0,1.0,6.0,1.0,0,0,3.0,0,1.0,0,0,4.0,0,0,0,0,1.0,0,2.0,2.0,2.0,0,0,5.0,6.0,2.0,1.0,3.0,1785,2,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,134,female,1729,1807,True
0949701402_000086,"The history of the heavens, considered according to the notions of the poets and philosophers, compared with the doctrines of Moses. Translated from the French of the Abbé Pluche, ... By J.B. de Freval, Esq; in two volumes.",Noël-Antoine Pluche,62,2.0,0,1.0,1.0,0,1.0,0,2.0,1.0,0,4.0,3.0,0,0,0,1.0,0,0,1.0,0,0,0,2.0,3.0,0,1.0,0,0,2.0,2.0,1.0,0,4.0,0,0,0,1.0,1.0,1.0,1.0,0,3.0,0,8.0,0,1.0,0,0,0,2.0,5.0,2.0,0,0,1.0,0,1.0,1.0,2.0,1741,2,2,"London : prinied [sic] for J. Osborn; and sold by C. Rivington, C. Davis, T. Longman, T. Astley, S. Austen [and 7 others in London, 1 in Bath], 1741.",London,419,male,1688,1761,False
0555300103_000905,"The new encyclopædia; or, modern universal dictionary of arts and sciences, on a new and improved plan. ... In three volumes. By William Henry Hall, Esquire. The third edition. Revised, corrected, and enlarged, with considerable additions, improvements and modern discoveries, by Thomas Augustus Lloyd, ... Illustrated with upwards of one hundred and fifty large superb copper-plates, ...","Hall, William Henry",59,1.0,3.0,0,3.0,3.0,0,0,0,1.0,1.0,0,1.0,0,2.0,0,0,1.0,1.0,1.0,0,0,2.0,1.0,1.0,4.0,0,0,2.0,4.0,3.0,0,1.0,2.0,0,2.0,0,0,0,3.0,1.0,1.0,0,0,1.0,3.0,0,1.0,0,1.0,0,0,0,0,0,1.0,0,4.0,1.0,2.0,1797,3,3,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1797?].",London,715,male,,,False
0986300301_000001,"The curate of Coventry: a tale. By John Potter, ... In two volumes. ...",John Potter,60,1.0,1.0,1.0,3.0,0,3.0,1.0,0,3.0,2.0,0,2.0,0,2.0,0,2.0,4.0,1.0,1.0,2.0,0,0,1.0,0,4.0,0,0,1.0,0,2.0,0,1.0,4.0,3.0,0,0,0,0,0,2.0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,3.0,3.0,3.0,1.0,0,1771,1,2,"London : printed for F. Newbery, 1771.",London,225,male,1754,1804,False
0702600103_000082,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,69,0,1.0,2.0,1.0,1.0,3.0,0,0,1.0,1.0,0,0,4.0,0,0,0,0,3.0,2.0,2.0,0,0,0,3.0,0,0,1.0,1.0,2.0,1.0,0,3.0,5.0,0,0,0,3.0,4.0,3.0,0,0,2.0,3.0,0,0,1.0,2.0,5.0,1.0,0,0,0,1.0,0,1.0,1.0,1.0,3.0,1.0,1787,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1787.",London,415,male,1718,1800,True
0688000400_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,64,1.0,1.0,2.0,2.0,0,2.0,0,0,0,2.0,1.0,0,1.0,0,2.0,2.0,7.0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,0,6.0,0,0,0,0,0,2.0,0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,0,0,0,1.0,1.0,0,2.0,1.0,1.0,0,2.0,4.0,1.0,0,1.0,1763,1,1,"Dublin : printed for Peter Wilson, in Dame-Street, MDCCLXIII. [1763].",Dublin,189,male,1730,1788,False
1088300900_000255,"The repository: or, half-yearly register. or, half-yearly register. Containing whatever is remarkable in the history, politics, literature and amusements, of the year 1768.",,51,0,0,1.0,3.0,0,1.0,2.0,0,2.0,1.0,1.0,0,0,2.0,0,1.0,0,0,1.0,0,0,1.0,0,1.0,4.0,0,0,0,0,1.0,0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,0,1.0,1.0,1.0,0,0,1.0,1.0,2.0,1.0,0,2.0,0,1.0,0,0,0,1.0,0,2.0,0,1769,1,1,"London : printed for T. Becket, and Co. in the Strand; J. Walter, at Charing-Cross; T. Evans, in King-Street, Covent-Garden; and Richardson and Urquhart, at the Royal-Exchange, MDCCLXIX. [1769].",London,538,unknown,,,False
0909700400_000013,"Essays: on poetry and music, AS They Affect The Mind; on laughter, And Ludicrous Composition; on the utility of classical learning. By James Beattie, LL. D. Professor Of Moral Philosophy And Logic In The Marischal College And University Of Aberdeen.",James Beattie,61,2.0,0,2.0,0,0,2.0,1.0,0,0,2.0,1.0,2.0,1.0,0,2.0,0,1.0,3.0,2.0,2.0,0,1.0,0,1.0,1.0,0,1.0,0,1.0,3.0,0,1.0,8.0,0,1.0,0,0,0,7.0,2.0,0,0,1.0,0,1.0,0,1.0,1.0,0,0,1.0,0,4.0,0,0,0,1.0,1.0,0,1778,1,1,"Edinburgh : printed for Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVIII. [1778].",Edinburgh,558,male,1735,1803,False
0268600201_000026,"The miscellaneous works of Tobias Smollett, M. D. With memoirs of his life and writings. By Robert Anderson, M. D. In six volumes. ... . Containing the adventures of Roderick Random.",Tobias Smollett,55,2.0,0,3.0,2.0,0,0,0,3.0,2.0,1.0,1.0,0,2.0,0,0,1.0,0,1.0,1.0,0,1.0,0,0,0,4.0,1.0,0,2.0,1.0,1.0,0,1.0,3.0,0,0,0,2.0,0,1.0,2.0,0,1.0,0,1.0,4.0,0,2.0,1.0,0,1.0,2.0,0,2.0,0,0,1.0,0,1.0,1.0,1796,1,6,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,570,male,1721,1771,True
0236800102_000030,"The history of modern Europe. With an account of the decline and fall of the Roman Empire; and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,59,1.0,2.0,1.0,0,0,1.0,1.0,0,0,0,2.0,0,2.0,0,0,3.0,0,2.0,3.0,0,2.0,0,2.0,1.0,0,1.0,1.0,0,5.0,1.0,8.0,0,0,0,2.0,0,1.0,0,4.0,0,0,0,0,0,4.0,2.0,2.0,0,2.0,0,1.0,0,0,0,1.0,0,1.0,0,0,1779,2,2,"Dublin : printed for Messrs. S. Price, W. Whitestone, R. Cross, E. Lynch, T. Walker, C. Jenkin, E. Cross, P. Higly, R. Moncrieffe, W. Spotswood, W. Hallhead, J. Exshaw, J. Beatty, L. White, and P. Byrne, MDCCLXXIX. [1779].",Dublin,611,male,1741,1793,False
0529900300_000020,"The origin of the distinction of ranks; or, an inquiry into the circumstances which give rise to influence and authority in the different members of society. By John Millar, Esq. Professor of Law in the University of Glasgow.",John Millar,58,2.0,2.0,2.0,3.0,0,1.0,1.0,1.0,1.0,1.0,0,0,3.0,0,0,0,1.0,0,3.0,1.0,0,0,4.0,0,1.0,0,4.0,0,3.0,0,1.0,0,0,0,0,0,1.0,0,1.0,0,0,1.0,0,0,2.0,1.0,0,4.0,1.0,0,2.0,0,2.0,0,1.0,2.0,1.0,3.0,1.0,1793,1,1,"Basil : printed and sold by J. J. Tourneisen, MDCCXCIII. [1793].",Basel,291,male,1735,1801,False
0267600201_000031,"A comparative view of the several methods of promoting religious instruction, from the earliest down to the present time; from which the superior excellence of that recommended in the Christian institutes, Particularly from the Illustration of Scripture History and Characters, is evinced and demonstrated. By Duncan Shaw, D. D. Minister at Rafford. In two volumes. ...","Shaw, Duncan",53,1.0,1.0,5.0,1.0,0,1.0,1.0,0,0,1.0,1.0,0,0,0,1.0,2.0,0,2.0,1.0,1.0,0,0,0,1.0,3.0,1.0,0,1.0,2.0,0,1.0,0,2.0,0,1.0,0,2.0,0,0,2.0,0,1.0,0,0,3.0,1.0,1.0,0,2.0,0,1.0,1.0,0,0,3.0,1.0,3.0,1.0,0,1776,1,2,"London : printed for Richardson and Urquhart, at the Royal Exchange, MDCCLXXVI. [1776].",London,273,male,1725,1795,False
0182401100_000034,"The life of Tobias Smollett, M.D. with critical observations on his works. By Robert Anderson, M. D.","Anderson, Robert",74,1.0,0,1.0,0,0,5.0,0,1.0,2.0,0,1.0,0,2.0,0,2.0,0,1.0,2.0,1.0,3.0,0,3.0,0,0,5.0,1.0,0,3.0,4.0,1.0,1.0,7.0,9.0,4.0,2.0,1.0,0,1.0,0,0,0,1.0,1.0,0,1.0,0,3.0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,1800,1,1,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,116,male,1750,1830,False
1427400102_000016,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,60,1.0,0,1.0,0,2.0,1.0,0,1.0,1.0,1.0,0,0,1.0,2.0,3.0,0,1.0,1.0,1.0,0,1.0,4.0,0,1.0,1.0,0,0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,0,0,2.0,0,0,0,0,8.0,0,1.0,0,0,1.0,0,0,2.0,1.0,1.0,0,0,3.0,1.0,0,3.0,1787,2,2,"London : printed for J. Walter, Charing-Cross; and C. Dilly, in the Poultry, MDCCLXXXVII. [1787].",London,235,female,1727,1801,True
0656300601_000001,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,62,0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,0,1.0,0,2.0,1.0,0,0,2.0,0,0,0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,2.0,1.0,0,0,0,0,1.0,0,3.0,0,2.0,1.0,6.0,0,1.0,1.0,1.0,0,2.0,1.0,1.0,0,0,7.0,2.0,5.0,0,1785,1,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,159,female,1729,1807,True
0541301304_000027,"Letters of Baron Bielfeld, secretary of legation to the King of Prussia; Preceptor to Prince Ferdinand; Chancellor of the Universitys in the Dominions of his Prussian Majesty, F. R. A. B. &c. Author of the Political Institutes. Containing original anecdotes of the Prussian court for the last Twenty Years. Translated from the German, by Mr. Hooper. ...","Bielfeld, Jacob Friedrich, Freiherr von",71,1.0,0,3.0,8.0,1.0,1.0,0,0,0,2.0,0,0,1.0,0,1.0,2.0,1.0,0,0,3.0,0,0,1.0,1.0,0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0,0,0,1.0,0,2.0,0,0,0,3.0,0,11.0,0,1.0,1.0,0,0,1.0,0,0,0,0,7.0,4.0,3.0,0,1770,4,4,"London : printed for Robinson and Roberts, at No. 25, in Pater-Noster-Row; J. Robson, in New Bond-Street; and Richardson and Urquhart, at the Royal Exchange, 1770.",London,239,male,1717,1770,False
0504100102_000093,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,60,2.0,4.0,4.0,0,1.0,1.0,0,0,0,1.0,1.0,1.0,1.0,0,0,0,3.0,2.0,1.0,0,0,0,0,3.0,0,1.0,1.0,1.0,4.0,1.0,0,3.0,1.0,1.0,2.0,0,0,0,2.0,0,0,0,0,0,10.0,1.0,0,0,0,1.0,1.0,0,0,0,0,0,5.0,0,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,True
1690600101_000089,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),61,2.0,1.0,0,7.0,1.0,2.0,1.0,0,0,0,0,0,2.0,0,2.0,0,1.0,4.0,1.0,0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,3.0,0,3.0,0,2.0,1.0,3.0,0,1.0,0,1.0,2.0,0,0,1.0,0,0,1.0,2.0,0,1.0,0,2.0,0,1.0,3.0,2.0,3.0,1.0,1782,1,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,504,unknown,,,False
0484400100_000070,Essays on rhetoric: abridged chiefly from Dr. Blair's Lectures on that science.,Hugh Blair,57,0,2.0,2.0,0,0,0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0,2.0,1.0,2.0,3.0,0,1.0,0,1.0,1.0,1.0,0,1.0,1.0,0,0,2.0,4.0,0,1.0,0,1.0,1.0,3.0,3.0,0,0,0,1.0,0,0,1.0,1.0,2.0,0,0,1.0,0,0,1.0,3.0,1.0,2.0,0,1787,1,1,"London : [pri]nted for J. Murray, NO 32, Fleet-Street, MDCCLXXXVII. [1787].",London,431,male,1718,1800,True
0680001302_000086,"Dissertations moral and critical. In two volumes. On memory and imagination. ... Illustrations on sublimity. By James Beattie, ...",James Beattie,51,0,0,2.0,4.0,1.0,5.0,1.0,0,0,1.0,3.0,0,0,0,1.0,0,1.0,2.0,0,0,0,1.0,0,0,1.0,1.0,2.0,1.0,1.0,0,1.0,1.0,2.0,1.0,0,0,1.0,1.0,0,0,1.0,0,0,1.0,1.0,0,1.0,2.0,1.0,2.0,0,1.0,0,0,1.0,0,3.0,1.0,1.0,1783,2,2,"Dublin : printed for Mess. Exshaw, Walker, Beatty, White, Byrne, Cash, and MáKenzie, 1783.",Dublin,426,male,1735,1803,False
0894600301_000001,"The select works of T. Smollet, M.D. Containing The adventures of Roderick Random, Peregrine Pickle, Launcelot Greaves, and Expedition of Humphry Clinker. In eight volumes. Revised, corrected, and altered by the author.",Tobias Smollett,55,4.0,2.0,3.0,3.0,0,1.0,0,1.0,2.0,1.0,1.0,1.0,2.0,0,1.0,1.0,0,1.0,1.0,1.0,1.0,0,0,0,4.0,0,0,2.0,0,1.0,0,0,1.0,0,1.0,0,2.0,0,1.0,2.0,1.0,1.0,0,0,4.0,0,2.0,1.0,0,0,0,0,1.0,0,4.0,0,0,0,0,1776,1,8,"Dublin : printed by the united company of booksellers, MDCCLXXVI. [1776].",Dublin,274,male,1721,1771,True
0268600201_000021,"The miscellaneous works of Tobias Smollett, M. D. With memoirs of his life and writings. By Robert Anderson, M. D. In six volumes. ... . Containing the adventures of Roderick Random.",Tobias Smollett,65,1.0,0,2.0,0,0,6.0,1.0,1.0,3.0,1.0,0,0,1.0,0,0,0,1.0,0,0,1.0,1.0,0,0,0,6.0,2.0,0,2.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,0,0,1.0,0,0,0,3.0,2.0,0,1.0,0,2.0,2.0,1.0,0,0,0,1.0,0,1.0,0,2.0,1.0,0,1796,1,6,"London : printed for J. Mundell & Co. Edinburgh; and for J. Mundell, College, Glasgow, 1796.",London,570,male,1721,1771,True
1346400100_000062,"Liberal education: Or, A practical treatise on the methods of acquiring useful and polite learning. By the Reverend Vicesimus Knox, A.M. late Fellow of St. John's College, Oxford, and now master of Tunbridge-School.",Vicesimus Knox,67,0,0,0,3.0,2.0,0,0,1.0,1.0,1.0,0,1.0,1.0,2.0,0,0,3.0,0,2.0,0,4.0,2.0,0,1.0,2.0,2.0,0,0,0,3.0,1.0,0,3.0,4.0,0,0,0,0,1.0,0,0,1.0,10.0,4.0,1.0,0,0,0,1.0,0,2.0,1.0,0,0,0,3.0,1.0,1.0,2.0,1783,1,1,"London : Printed for C. Dilly, in the Poultry, MDCCLXXXIII. [1783].",London,441,male,1752,1821,True
0045400101_000048,Bell's edition of Shakspere.,William Shakespeare,59,1.0,0,1.0,6.0,0,0,0,2.0,0,4.0,1.0,1.0,1.0,0,1.0,0,1.0,2.0,1.0,0,1.0,2.0,0,3.0,0,0,0,0,1.0,3.0,0,0,1.0,1.0,1.0,0,0,1.0,0,0,1.0,1.0,5.0,1.0,0,0,0,2.0,0,2.0,1.0,1.0,0,0,0,2.0,2.0,5.0,0,1788,1,20,"London : printed for, and under the direction of, John Bell, 1788.",London,375,male,1564,1616,True
0552000500_000002,"The history of Pompey the little. Or, the life and adventures of a lap-dog.","Coventry, Francis",69,3.0,1.0,0,3.0,5.0,5.0,0,0,0,0,0,0,1.0,1.0,0,8.0,3.0,0,0,0,0,1.0,3.0,0,1.0,2.0,0,1.0,1.0,0,3.0,0,1.0,4.0,1.0,0,1.0,1.0,0,0,0,1.0,2.0,1.0,3.0,0,0,0,1.0,1.0,0,0,0,0,0,4.0,1.0,3.0,2.0,1761,1,1,"London : printed for R. and J. Dodsley in Pallmall, MDCCLXI. [1761].",London,310,male,1725,1759,False
0681200800_000047,"The crisis. A collection of essays written in the years 1792 and 1793, upon toleration, public credit, the elective franchise in Ireland, the Emancipation of the Irish Catholics, with other interesting and miscellaneous subjects.","Mountmorres of Castlemorres, Hervey Redmond Morres, Viscount",72,0,0,1.0,11.0,0,1.0,0,1.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,3.0,1.0,0,9.0,0,0,2.0,0,0,1.0,1.0,0,2.0,1.0,9.0,1.0,1.0,0,1.0,0,1.0,0,1.0,0,0,3.0,0,3.0,1.0,0,2.0,1.0,1.0,0,0,0,4.0,1.0,3.0,1.0,1794,1,1,"London : printed for Hookham and Carpenter, New and Old Bond Street, 1794.",London,245,male,1745,1797,False
1020400200_000012,"Miscellanies; or, literary recreations. By I. D'Israeli.",Isaac D'Israeli,73,1.0,1.0,2.0,3.0,0,6.0,0,0,0,1.0,2.0,0,2.0,0,0,1.0,9.0,3.0,1.0,3.0,0,0,0,0,2.0,0,0,0,0,3.0,2.0,0,5.0,0,0,0,1.0,1.0,0,0,0,0,2.0,0,1.0,1.0,1.0,1.0,0,0,4.0,3.0,1.0,0,1.0,1.0,1.0,7.0,0,1796,1,1,"London : printed for T. Cadell and W. Davies. 1796. Entered at Stationers' Hall, [1796].",London,445,male,1766,1848,False
0937200403_000083,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,64,0,1.0,2.0,1.0,0,2.0,0,0,1.0,3.0,0,0,4.0,0,1.0,0,0,3.0,2.0,2.0,0,0,0,3.0,0,0,1.0,0,2.0,1.0,1.0,3.0,6.0,0,0,1.0,4.0,1.0,3.0,0,0,2.0,1.0,0,0,1.0,2.0,4.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,True
1097000100_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,64,1.0,1.0,2.0,2.0,0,3.0,0,0,0,2.0,1.0,0,1.0,0,2.0,2.0,7.0,0,1.0,1.0,0,0,0,1.0,0,0,1.0,0,6.0,0,0,0,0,0,2.0,0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,0,0,0,1.0,1.0,0,2.0,1.0,1.0,0,2.0,4.0,1.0,0,1.0,1762,1,1,"London : printed for R. and J. Dodsley , in Pall-Mall ; T. Durham , at the Golden Ball in the Strand ; T. Field , in Pater-Noster Row ; and J. Collyer, at No. 27, in Plough-Court, Fetter-Lane, M.DCC.LXII. [1762].",London,293,male,1730,1788,False
0478200100_000004,"The general history of Europe; and entertaining traveller. Comprising an historical and geographical account of all the empires, kingdoms, &c. in Europe, viz. Great-Britain, Ireland, Germany, Turkey, Russia, Sweden, France, Spain, Portugal, Poland, Bohemia, Prussia, Italy, Denmark, Hungary, Sardinia, Tuscany, Norway, Venice, United Provinces, Switzerland, Austria, Genoa, Geneva, Piedmont, Montserrat, Milan, Parma, Modena, and Tartary in Europe, From their first Establishment to the End of the present Year; Including a Circumstantial Relation of the Origin, Progress, and Present State of Every Kingdom; Together with their Religion, Laws, Manners, Arts, and Sciences: also the Particulars of the War Between Russia, Sweden, Germany, and the Porte; Displaying Likewise the Contest Between the French King and his Subjects; and the Late Disturbances in Holland. The Geographical Department is Illustrated with A Complete Set of Whole Sheet Maps of all the Kingdoms, on so Large a Scale as to Entitle them to the Appellation of the European Atlas. The Topography of every Country in Europe is ample and complete, giving not only an Account of Cities and Capital Towns, but also every Thing remarkable in Villages and inferior Places, their Ruins, Rivers, Lakes, Mountains, Curiosities, &c. By Percival Barlow, Esq. assisted by several gentlemen who have made the tour of Europe, and Furnished him with the Most Valuable and Authentic Informations to Enrich his Work.","Barlow, Percival",54,0,1.0,1.0,1.0,0,3.0,0,0,0,0,0,1.0,4.0,0,1.0,0,1.0,0,0,0,1.0,0,0,4.0,1.0,0,2.0,0,3.0,0,1.0,0,2.0,1.0,1.0,0,3.0,0,1.0,0,2.0,0,1.0,2.0,2.0,0,0,1.0,2.0,0,4.0,0,0,0,1.0,1.0,1.0,3.0,1.0,1791,1,1,"London : printed by and for W. and J. Stratford, No. 112, Holborn-Hill, [1791?].",London,910,unknown,,,False
0411700201_000103,Dialogues concerning education. In two volumes ...,David Fordyce,71,1.0,0,0,0,0,4.0,0,0,0,2.0,6.0,1.0,2.0,1.0,0,1.0,1.0,3.0,1.0,3.0,0,0,0,2.0,1.0,0,0,0,1.0,2.0,0,3.0,16.0,0,0,0,1.0,3.0,3.0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,2.0,0,2.0,0,2.0,3.0,0,0,0,1755,1,2,"Cork : printed for Phineas and G. Bagnell, 1755.",Cork,410,male,1711,1751,False
1291300102_000139,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,63,0,1.0,2.0,0,1.0,4.0,0,0,1.0,1.0,0,0,3.0,0,0,0,0,3.0,2.0,2.0,0,1.0,0,2.0,0,2.0,1.0,1.0,2.0,0,1.0,0,8.0,0,0,1.0,2.0,3.0,2.0,0,0,1.0,3.0,0,0,1.0,2.0,2.0,2.0,0,1.0,0,1.0,0,1.0,1.0,0,2.0,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,True
1399600100_000016,The pursuits of literature. A satirical poem in four dialogues. With notes.,Thomas James Mathias,70,1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,1.0,0,2.0,0,0,0,0,0,0,0,0,2.0,2.0,0,4.0,0,1.0,0,1.0,1.0,3.0,0,5.0,7.0,1.0,0,0,1.0,1.0,0,3.0,0,5.0,0,3.0,0,0,1.0,2.0,0,0,2.0,0,0,1.0,5.0,5.0,3.0,2.0,1798,1,1,"Dublin : Printed by P. Byrne, (108) Grafton-Street, 1798.",Dublin,344,male,1754,1835,False
1740200601_000028,"Essays moral and literary. By Vicesimus Knox, ...",Vicesimus Knox,75,0,3.0,0,0,7.0,0,0,0,5.0,0,0,1.0,2.0,0,2.0,0,1.0,1.0,0,0,2.0,0,0,1.0,1.0,0,2.0,0,2.0,5.0,0,4.0,2.0,4.0,2.0,0,0,2.0,0,0,0,0,6.0,0,1.0,0,3.0,4.0,0,0,1.0,0,0,0,3.0,3.0,1.0,1.0,3.0,1791,1,2,"London : printed for Charles Dilly, 1791.",London,370,male,1752,1821,False
