PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(carri),termFreq(child),termFreq(coast),termFreq(coloni),termFreq(condit),termFreq(countri),termFreq(dutch),termFreq(foreign),termFreq(fort),termFreq(free),termFreq(french),termFreq(gold),termFreq(hand),termFreq(human),termFreq(indi),termFreq(island),termFreq(labour),termFreq(liberti),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(pain),termFreq(person),termFreq(plantat),termFreq(planter),termFreq(present),termFreq(properti),termFreq(purchas),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(suffer),termFreq(sugar),termFreq(tortur),termFreq(trade),termFreq(trader),termFreq(traffic),termFreq(valu),termFreq(west),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors
0652201900_000011,"The trade and navigation of Great-Britain considered. Shewing that the surest way for a nation to increase in riches, is to prevent the importation of such foreign commodities as may be raised at home: That this kingdom is capable of raising within itself, and its colonies, materials for employing all our poor in those manufactures, which we now import from such of our neighbours who refuse the admission of ours. An account of the commodities each country we trade with takes from us, and what we take from them; with observations on the balance. By Joshua Gee.","Gee, Joshua, merchant",64,2.0,4.0,0,2.0,2.0,0,1.0,0,0,0,0,0,2.0,1.0,0,2.0,0,3.0,0,0,2.0,0,3.0,0,1.0,8.0,1.0,0,0,0,2.0,1.0,0,1.0,0,3.0,0,19.0,1.0,1.0,0,2.0,1767,1,1,"London : printed for J. Almon, opposite Burlington House in Piccadilly; and S. Bladon, in Pater-Noster Row, M.DCC.LXVII. [1767].",London,287,male,,,False
1203401000_000005,"The opening of the case in support of the petitions of the merchants of London and Liverpool, against the bill ""to prohibit the trading for slaves on the coast of Africa within certain limits."" By Edward Law, Esq. At The Bar Of The House Of Lords, on Tuesday, May 28, 1799.","Edward Law, 1st Baron Ellenborough",58,0,1.0,0,1.0,0,1.0,1.0,0,0,0,1.0,0,0,3.0,3.0,2.0,2.0,1.0,1.0,0,2.0,1.0,4.0,0,6.0,0,1.0,0,4.0,3.0,0,6.0,0,0,0,0,0,2.0,1.0,3.0,3.0,5.0,1799,1,1,"[London, s.n., 1799].",London,21,male,1750,1818,False
0922801800_000007,Paper respecting the slave-trade.,,51,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,4.0,0,3.0,0,4.0,1.0,6.0,1.0,2.0,0,1.0,0,3.0,0,2.0,1.0,0,6.0,2.0,2.0,1.0,2.0,0,3.0,1.0,2.0,1.0,0,1788,1,1,"[London : s.n., 1788].",London,58,unknown,,,False
1348000200_000060,"The West-India Atlas: or, A compendious description of the West-Indies: Illustrated with forty correct charts and maps, taken from actual surveys. Together with an historical account of the several countries and Islands which compose that part of the world: their discovery, situation, extent, boundaries, product, trade, inhabitants, strength, government, religion, &c. By the Late Thomas Jefferys, geographer to the king.","Jefferys, Thomas",71,0,2.0,0,7.0,2.0,0,1.0,2.0,2.0,0,0,3.0,0,1.0,0,1.0,27.0,1.0,1.0,0,1.0,0,3.0,0,0,5.0,1.0,0,1.0,0,1.0,2.0,0,2.0,0,2.0,0,1.0,0,0,1.0,1.0,1780,1,1,"London : Printed for Robert Sayer and John Bennett, Fleet-Street, M,DCC,LXXX. [1780].",London,100,male,,,False
1173401700_000003,"The speech of Mr John Talbot Campo-Bell, a free Christian-Negro, to his countrymen in the mountains of Jamaica. In two parts. To which is subjoin'd the Speech of Moses Bon Sàam, another Free Negro.","Campo-bell, John Talbot",84,6.0,3.0,2.0,2.0,7.0,0,2.0,2.0,1.0,0,0,0,0,5.0,0,3.0,4.0,1.0,0,0,5.0,0,5.0,0,0,0,0,2.0,0,0,2.0,8.0,0,0,1.0,12.0,0,9.0,0,0,1.0,1.0,1736,1,1,"London : printed for J. Roberts, near the Oxford-Arms in Warwick-Lane, 1736.",London,90,unknown,,,False
0432500700_000653,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,73,4.0,0,0,5.0,6.0,0,1.0,0,0,0,0,9.0,0,0,2.0,1.0,8.0,0,0,0,0,0,5.0,0,1.0,1.0,2.0,0,0,0,3.0,15.0,0,3.0,0,3.0,0,1.0,2.0,0,0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
1335200400_000010,"The trade and navigation of Great-Britain considered: Shewing, that the surest way for a nation to increase in riches, is to prevent the importation of such foreign commodities as may be raised at home. That this kingdom is capable of raising within itself, and its colonies, materials for employing all our poor in those manfactures, which we now import from such of our neighbours who refuse the admission of ours. Some account of the commodities each country we trade with takes from us, and what we take from them; with observations on the balance. By Joshua Gee.","Gee, Joshua, merchant",64,1.0,6.0,0,2.0,2.0,0,0,0,1.0,0,0,0,2.0,1.0,0,1.0,0,3.0,0,0,2.0,0,3.0,0,1.0,8.0,1.0,0,0,3.0,0,3.0,0,1.0,0,2.0,0,18.0,1.0,1.0,0,1.0,1755,1,1,"Glasgow : Printed by William Duncan Junior, MDCCLV. [1755].",Glasgow,182,male,,,False
0481400101_000037,"A view of England towards the close of the eighteenth century. By Fred. Aug. Wendeborn, LL.D. Translated from the original German, by the author himself. In two volumes. ...",Gebhard Friedrich August Wendeborn,67,2.0,3.0,0,2.0,0,0,1.0,0,0,2.0,2.0,0,0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,2.0,0,8.0,0,1.0,0,3.0,3.0,0,0,0,4.0,0,0,0,0,0,13.0,1.0,1.0,1.0,1.0,1791,1,2,"London : printed for G. G. J. and J. Robinson, 1791.",London,456,male,1742,1811,False
0738900300_000011,"Objections to the abolition of the slave trade, with answers. To which are prefixed, strictures on a late publication, intituled, ""considerations on the emancipation of negroes, and the abolition of the slave trade, by a West India planter."" By the Rev James Ramsey, A.M.",James Ramsay,69,1.0,1.0,0,0,2.0,0,1.0,0,0,0,5.0,1.0,0,1.0,1.0,2.0,1.0,4.0,0,0,0,1.0,3.0,1.0,0,3.0,4.0,3.0,1.0,1.0,0,23.0,0,0,1.0,2.0,0,3.0,0,0,0,3.0,1788,1,1,"London : printed and sold by J. Phillips, George Yard, Lombard-Street, MDCCLXXXVIII. [1788].",London,83,male,1733,1789,False
1262401000_000002,"An address to the people of Great Britain, on the utility of refraining from West India sugar and rum.","Fox, William",77,1.0,0,0,1.0,1.0,1.0,3.0,0,1.0,0,0,3.0,0,0,2.0,1.0,9.0,1.0,0,0,1.0,2.0,0,0,0,2.0,2.0,0,0,1.0,0,16.0,2.0,1.0,0,15.0,0,6.0,0,0,0,5.0,1791,1,1,"[London] : Sold by M. Gurney, No. 128, Holborn-Hill, and W. Darton and Co. No. 55, Gracechurch-Street, 1791.",London,12,male,,,False
0684801700_000007,"Considerations on the present peace, As far as it is relative to the colonies, and the African trade.","Roberts, John, governor of Cape Coast Castle",73,5.0,6.0,0,4.0,2.0,0,2.0,0,1.0,1.0,0,5.0,4.0,2.0,0,0,3.0,4.0,0,0,1.0,0,10.0,0,0,4.0,6.0,0,0,1.0,0,0,0,0,0,7.0,0,4.0,0,0,0,1.0,1763,1,1,"London : printed for W. Bristow, at the West End of St. Paul's Church-Yard, MDCCLXIII. [1763].",London,79,unknown,,,False
0432500700_000654,"Report of the Lords of the Committee of Council appointed for the consideration of all matters relating to trade and foreign plantations; submitting to His Majesty's consideration the evidence and information they have collected in consequence of His Majesty's order in council dated the 11th of February 1788, concerning the present state of the trade to Africa, and particularly the trade in slaves; ...",Great Britain. Board of Trade,68,2.0,1.0,0,0,6.0,0,4.0,1.0,0,0,0,10.0,0,0,0,1.0,8.0,0,0,0,0,0,4.0,0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,0,1.0,0,2.0,0,4.0,0,0,2.0,1.0,1789,1,1,"[London], 1789.",London,890,unknown,,,False
0652201900_000044,"The trade and navigation of Great-Britain considered. Shewing that the surest way for a nation to increase in riches, is to prevent the importation of such foreign commodities as may be raised at home: That this kingdom is capable of raising within itself, and its colonies, materials for employing all our poor in those manufactures, which we now import from such of our neighbours who refuse the admission of ours. An account of the commodities each country we trade with takes from us, and what we take from them; with observations on the balance. By Joshua Gee.","Gee, Joshua, merchant",80,1.0,2.0,0,0,2.0,0,1.0,2.0,7.0,0,1.0,12.0,0,1.0,0,2.0,6.0,1.0,0,0,5.0,0,0,0,0,3.0,3.0,1.0,0,1.0,2.0,1.0,0,2.0,0,18.0,0,5.0,0,0,0,1.0,1767,1,1,"London : printed for J. Almon, opposite Burlington House in Piccadilly; and S. Bladon, in Pater-Noster Row, M.DCC.LXVII. [1767].",London,287,male,,,False
1509800100_000542,"Chambers's edition. An improved system of modern Geography: or, A geographical, historical, and commercial grammar; containing the ancient and present state of all the empires, kingdoms, states, and republics in the known world. With I. The figures, motions, and distances of the planets, according to the Newtonian system and the latest observations. II. A general view of the Earth considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climates, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been observed upon the face of nature since the earliest periods of history. VIII. The history and origin of nations; their forms of government, religion, laws, revenues, taxes, naval and military strength. IX. The genius, manners, customs, and habits of the people. X. Their language, learning, arts, sciences, manufactures and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names and places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. Originally compiled By William Guthrie, Esq.",William Guthrie,48,3.0,2.0,0,3.0,0,0,3.0,1.0,0,0,1.0,1.0,0,0,2.0,0,2.0,0,0,2.0,1.0,1.0,3.0,1.0,1.0,0,1.0,1.0,0,1.0,0,6.0,3.0,3.0,0,0,0,3.0,1.0,1.0,0,1.0,1789,1,1,"Dublin : Printed by John Chambers, No. 5, Abbey-Street, M.DCC.LXXXIX. [1789].",Dublin,1032,male,1708,1770,False
1366400104_000156,"A new and complete system of universal geography; describing Asia, Africa, Europe and America; with their subdivisions of republics, states, empires, and kingdoms: the extent, boundaries, and remarkable appearances of each country; cities, towns, and curiosities of natur and art, also giving a general account of the fossil and vegetable productions of the earth. The history of man, in all climates, regions, and conditions; customs, manners, laws, governments, and religions: the state of arts, sciences, commerce, manufactures, and knowledge. Sketches of the ancient and modern history of each nation and people, to the present time. To which is added, a view of astromony, as connected with geography; of the planetary system to which the earth belongs: and of the universe in general. With a copious index annexed to each volume. Being a large and comprehensive abridgement of Universal geography. By John Payne. With additions, corrections and improvements from the latest and best authors. By James Hardie, A.M. author of The principles of Latin grammar, The American remembrancer, and universal tablet of memory &c. In four volumes. ...","Payne, John           fl. 1800",55,3.0,4.0,0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0,0,0,2.0,5.0,4.0,0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,1.0,3.0,3.0,1.0,0,2.0,0,4.0,0,1.0,0,5.0,1798,4,4,"New-York : Printed for, and sold by John Low, book-seller, at the Shakespeares Head, no. 332 Water-Street, 1798[-1800].",New York,646,unknown,,,False
0004900300_000041,"The history civil and commercial, of the British colonies in the West Indies. To which is added, an historical survey of the French colony in the island of St. Domingo. Abridged from The history written by Bryan Edwards Esq. Illustrated With A Map.",Bryan Edwards,60,4.0,0,0,7.0,0,0,6.0,2.0,0,2.0,0,1.0,2.0,1.0,0,1.0,2.0,0,0,0,1.0,4.0,2.0,0,1.0,0,0,1.0,0,1.0,1.0,6.0,1.0,0,0,0,0,8.0,3.0,1.0,0,2.0,1798,1,1,"London : printed for B. Crosby, Stationer's Court; for Mundell & Son, Edinburgh; and J. Mundell, College, Glasgow, 1798.",London,442,male,1743,1800,False
0155802200_000002,"A letter to Bryan Edwards, Esquire, containing observations on some passages of his History of the West Indies.",William Preston,53,2.0,0,0,0,1.0,2.0,4.0,0,1.0,0,0,0,0,1.0,3.0,3.0,2.0,2.0,0,1.0,2.0,1.0,4.0,0,3.0,0,0,0,1.0,0,1.0,8.0,3.0,1.0,1.0,0,1.0,0,0,2.0,1.0,2.0,1795,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, 1795.",London,38,male,1753,1807,False
1203401000_000007,"The opening of the case in support of the petitions of the merchants of London and Liverpool, against the bill ""to prohibit the trading for slaves on the coast of Africa within certain limits."" By Edward Law, Esq. At The Bar Of The House Of Lords, on Tuesday, May 28, 1799.","Edward Law, 1st Baron Ellenborough",60,2.0,2.0,0,2.0,0,1.0,3.0,0,1.0,0,0,0,0,1.0,4.0,1.0,2.0,1.0,1.0,0,4.0,1.0,2.0,0,4.0,0,0,2.0,3.0,1.0,2.0,3.0,0,0,0,0,0,12.0,2.0,2.0,0,1.0,1799,1,1,"[London, s.n., 1799].",London,21,male,1750,1818,False
0175700102_000016,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,50,0,2.0,0,0,1.0,0,0,1.0,1.0,0,0,7.0,0,0,0,2.0,6.0,1.0,1.0,2.0,1.0,0,1.0,0,2.0,1.0,6.0,2.0,1.0,0,0,2.0,1.0,1.0,1.0,2.0,0,0,1.0,0,1.0,3.0,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,False
0155801500_000004,"Notes on the two reports from the Committee of the Honourable House of Assembly of Jamaica, appointed to examine into, and to report to the House, the allegations and Charges contained in the several Petitions which have been presented to the British House of Commons, on the subject of the slave trade, and the Treatment of the Negroes, &c. &c. &c. By a Jamaica Planter.","Fuller, Stephen",59,8.0,1.0,0,1.0,2.0,3.0,1.0,0,0,0,3.0,0,0,0,1.0,0,3.0,0,2.0,0,0,2.0,7.0,0,0,0,1.0,0,0,3.0,3.0,7.0,3.0,1.0,0,1.0,0,5.0,0,0,0,1.0,1789,1,1,"London : printed and sold by James Phillips, George-Yard, Lombard-Street, M.DCC.LXXXIX. [1789].",London,63,male,1716,1808,False
0463901900_000001,"The slave-Trade indispensable: in answer to the speech of William Wilberforce, Esq. on the 13th of May, 1789. By a West-India-Merchant.","Innes, William",60,2.0,0,0,0,3.0,0,5.0,0,0,0,0,0,0,0,1.0,4.0,3.0,0,0,1.0,1.0,0,8.0,0,1.0,0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,0,3.0,0,7.0,0,0,0,6.0,1790,1,1,"London : sold by W. Richardson , Royal Exchange ; J. Murray , Fleet-Street ; and J. Debrett, Piccadilly, M.DCC.XC. [1790].",London,79,male,1720,1795,False
0127400100_000016,"A dissertation on the manners, governments, and spirit, of Africa. To which is added, observations on the present applications to Parliament for abolishing Negroe slavery in the British West Indies. By S. Hollingsworth, Author of the Present State of Nova Scotia and Canada, &c. &c.","Hollingsworth, S.",55,1.0,0,0,0,1.0,0,3.0,0,1.0,0,0,0,0,2.0,1.0,5.0,4.0,4.0,0,1.0,2.0,0,1.0,0,0,2.0,5.0,5.0,0,1.0,2.0,6.0,1.0,0,0,0,0,1.0,0,1.0,1.0,4.0,1788,1,1,"Edinburgh : printed for William Creech , Edinburgh ; and J. Stockdale, and J. Murray, London, MDCCLXXXVIII. [1788].",Edinburgh,68,unknown,,,False
0645500400_000036,"A voyage to Guinea, Brasil, and the West-Indies; in His Majesty's Ships, the Swallow and Weymouth. Describing the several Islands and Settlements, Viz-Madeira, the Canaries, Cape de Verd, Sierraleon, Sesthos, Cape Apollonia, Cabo Corso, and others on the Guinea Coast; Barbadoes, Jamaica, &c. in the West-Indies. The Colour, Diet, Languages, Habits, Manners, Customs, and Religions of the respective Natives, and Inhabitants. With Remarks on the Gold, Ivory, and Slave-Trade; and on the Winds, Tides and Currents of the several Coasts. By John Atkins, Surgeon in the Royal Navy.","Atkins, John",54,0,3.0,0,2.0,1.0,1.0,0,1.0,1.0,3.0,0,0,1.0,0,0,4.0,1.0,0,1.0,1.0,0,2.0,2.0,0,0,2.0,0,0,0,0,2.0,8.0,1.0,0,0,0,0,9.0,5.0,1.0,0,2.0,1735,1,1,"London : printed for Caesar Ward and Richard Chandler, at the Ship, between the Temple-Gates in Fleet-Street; [London] and Sold at their Shop in Scarborough, M.DCC.XXXV. [1735].",London,283,male,1685,1757,False
1017300700_000019,A country gentleman's reasons for voting against Mr. Wilberforce's motion for a bill to prohibit the importation of African negroes into the colonies.,Country Gentleman,66,2.0,1.0,0,0,2.0,1.0,1.0,0,1.0,0,0,3.0,0,0,1.0,3.0,5.0,6.0,1.0,0,0,0,10.0,0,0,3.0,0,1.0,1.0,1.0,1.0,4.0,0,0,0,3.0,0,6.0,0,0,1.0,8.0,1792,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1792.",London,79,male,,,False
1093300200_000547,"A new geographical, historical, and commercial grammar: and present state of the several Kingdoms of the World. Containing I. The Figures, Motions, and Distances of the Planets, according to the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, Curiosities, Seas, Rivers, &c. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, and Taxes. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. To Which Have Been Added The late Discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a correct set of maps.",William Guthrie,55,5.0,0,0,3.0,0,0,2.0,1.0,0,0,1.0,1.0,0,0,3.0,0,9.0,0,0,2.0,2.0,1.0,4.0,1.0,1.0,0,1.0,1.0,0,1.0,2.0,4.0,1.0,2.0,0,0,0,4.0,0,1.0,1.0,1.0,1799,1,1,"Montrose : printed for Da. Buchanan, & Jas. Morison, sold by them, J. Fairbairn, A. Constable, Edinburgh; W. Coke, Leith; J. Gillies, & J. Duncan, Glasgow and the booksellers of Dundee, Aberdeen, &c, M,DCC,XCIX. [1799].",Montrose,1120,male,1708,1770,False
0133401800_000128,"Evidence of our transactions in the East Indies, with an enquiry into the general conduct of Great Britain to other countries, from the Peace of Paris, in 1763. By Mr. Parker, of Lincoln's-Inn.","Parker, Thomas, of Lincoln's Inn",58,3.0,2.0,0,2.0,2.0,1.0,16.0,0,0,1.0,0,0,1.0,2.0,1.0,1.0,0,2.0,1.0,0,3.0,1.0,1.0,0,1.0,2.0,0,0,1.0,0,2.0,4.0,1.0,1.0,1.0,1.0,0,3.0,0,0,0,1.0,1782,1,1,"London : printed for Charles Dilly, In The Poultry, M,DCC,LXXXII. [1782].",London,350,unknown,,,False
1562800101_001486,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,67,4.0,1.0,0,3.0,5.0,2.0,1.0,0,3.0,0,0,6.0,1.0,1.0,0,0,4.0,1.0,1.0,1.0,5.0,0,2.0,0,0,2.0,0,4.0,0,0,2.0,0,0,0,0,4.0,0,9.0,0,4.0,0,1.0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,False
0452802300_000025,"The national and private advantages of the African trade considered: being an enquiry, how far it concerns the trading interest of Great Britain, effectually to support and maintain the forts and settlements in Africa; belonging to the Royal African Company of England: Shewing also that Support and Encouragement the Dutch and the French give to their respective African Companies; and that nothing less than 30,000 l. per Annum, granted by Parliament to the present Company, for a Term of Years certain can enable them to support a Competition with our Rivals in that Trade: with a Proposition to render the Interest of private Traders, and that of the Company mutually beneficial to each other. with a new and correct map. of the Coast of Africa, and all the European Settlements. Humbly inscribed to the Rt. Honble. Henry Pelham, Esq; First Lord Commissioner of his Majesty's Treasury, and Chancellor of the Exchequer.",Malachy Postlethwayt,80,2.0,3.0,0,7.0,3.0,1.0,0,0,0,3.0,0,8.0,4.0,2.0,0,0,0,0,0,0,1.0,0,11.0,1.0,0,2.0,3.0,1.0,0,4.0,1.0,0,0,0,0,1.0,0,12.0,10.0,0,0,0,1746,1,1,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVI. [1746].",London,131,male,1707,1767,False
0515700104_000026,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,53,2.0,3.0,0,2.0,2.0,0,5.0,1.0,2.0,1.0,1.0,0,1.0,1.0,2.0,0,4.0,2.0,0,0,4.0,0,1.0,0,0,5.0,0,2.0,0,3.0,0,2.0,0,2.0,0,3.0,0,1.0,0,1.0,0,0,1777,4,5,"London : printed for T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,530,male,1713,1796,True
0007700103_000112,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,71,2.0,7.0,0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,0,0,1.0,0,2.0,3.0,4.0,0,1.0,0,2.0,0,0,0,0,3.0,0,12.0,0,0,0,0,0,7.0,3.0,1.0,1.0,0,1776,3,5,"London : printed for T. Cadell, in the Strand, M.DCC.LXXVI. [1776].",London,517,male,1713,1796,True
0175600301_000325,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,52,4.0,0,0,1.0,2.0,2.0,2.0,0,2.0,0,1.0,0,0,1.0,2.0,3.0,1.0,4.0,1.0,0,0,1.0,10.0,0,0,1.0,1.0,0,1.0,0,0,5.0,2.0,1.0,0,0,0,1.0,0,0,0,3.0,1778,1,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,598,male,1741,1793,False
1321800101_000140,"The universal dictionary of trade and commerce: With large additions and imporvements adapting the same to the present state of British affairs in America, since the last Treaty of Peace made in the year 1763. With great variety of new remarks and illustrations incorporated throughout the whole: together with every thing essential that is contained in Savary's dictionary: also, all the materials laws of trade and navigation relating to these kingdoms, and the customs and usages to which all traders are subject. By Malachy Postlethwayt, Esq;.",Jacques Savary des Brûlons,63,7.0,1.0,0,0,3.0,0,8.0,2.0,0,0,0,2.0,3.0,2.0,1.0,0,1.0,1.0,0,1.0,1.0,2.0,5.0,0,0,1.0,1.0,4.0,0,1.0,0,4.0,0,1.0,0,0,0,9.0,0,2.0,0,0,1766,1,2,"London : printed for H. Woodfall, A. Millar, J. and R. Tonson, J. Rivington, J. Hinton, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, T. Longman, J. Brotherton, J. Dodsley, T. Payne, J. Robson, T. Lowndes, W. Nicoll, and J. Knox, M DCC LXVI. [1766].",London,1115,male,1657,1716,False
0072002600_000027,A review of the principal proceedings of the Parliament of 1784.,,64,2.0,2.0,0,1.0,0,0,1.0,0,0,0,0,0,0,1.0,4.0,4.0,5.0,1.0,0,2.0,0,1.0,6.0,1.0,0,1.0,1.0,2.0,2.0,0,2.0,8.0,0,0,0,0,0,7.0,0,4.0,0,6.0,1785,1,1,"London : [ printed for J. Stockdale, and ] R. Edwards, No. 142, New Bond Street, [1785?].",London,179,unknown,,,False
0652501200_000003,"A short and true account of the importance and necessity, of settling the African trade this present session of Parliament; together with a comparative view of the two schemes, Proposed to the Honourable House of Commons, viz. That for a general joynt-stock; and that for an open trade.",,66,8.0,5.0,0,2.0,0,0,0,1.0,1.0,0,0,2.0,4.0,0,0,1.0,0,0,0,0,5.0,0,1.0,0,0,5.0,1.0,0,0,1.0,3.0,9.0,0,0,0,1.0,0,9.0,6.0,0,1.0,0,1711,1,1,"[London : s.n., 1711?].",London,4,unknown,,,False
1000700103_000114,"The farmer's magazine, and useful family companion. Consisting of practical essays, ... on the different branches of husbandry, ... A miscellaneous collection of valuable family receipts, ... Useful hints and curious observations ... By Agricola Sylvan, gentleman.",,69,6.0,2.0,0,8.0,2.0,0,7.0,1.0,0,0,0,0,3.0,1.0,1.0,0,2.0,2.0,0,0,3.0,0,3.0,0,0,1.0,0,4.0,0,1.0,2.0,4.0,0,1.0,0,1.0,0,12.0,0,2.0,0,0,1778,3,5,"[London, England] : Printed for R. Snagg, no. 129, Fleet-Street, London; and R. Cruttwell, in Bath; and sold by every bookseller, stationer, and news-carrier, in the kingdom, MDCCLXXVI. [1776-1780].",London|Bath.,512,unknown,,,False
0546603200_000006,"Considerations on the trade to Africa. Together with a proposal for securing the Benefits thereof to this Nation. For Fixing and Ascertaining the Capital Stock of the Royal African Company of England. For Uniting the Creditors and Proprietors thereof in One Joint, or Common Interest. For raising the Sun of Two Hundred Thousand Pounds to be employed in the Trade and Service of that Corporation. And (by Means of a Parliamentary Allowance) for Establishing their Affairs, both at Home and Abroad, upon a solid and lasting Foundation. In a Letter to a Noble Lord: With whom that proposal was left for his Consideration the last Year, but with no Sort of Interntion that it should ever appear in Print. And a postscript: Containing, amongst other Things, The Author's Reasons for Publishing the same at this Time. By Mr. O'Connor.","O'Connor, Mr. (M.)",48,0,1.0,0,2.0,2.0,1.0,0,1.0,2.0,1.0,0,2.0,1.0,2.0,0,1.0,0,0,0,1.0,4.0,1.0,1.0,0,1.0,0,1.0,2.0,3.0,0,1.0,0,0,0,0,2.0,0,7.0,5.0,3.0,0,0,1749,1,1,"London : printed for J. Barnes, at the London-Gazette, Charing-Cross, M.DCC.XLIX. [1749].",London,53,unknown,,,False
1499400400_000007,"A cool address to the people of England, on the slave trade. ""To see the sufferings of my fellow creatures, and own myself a man."" By Thomas Maxwell Adams, Esq.","Adams, Thomas Maxwell",48,2.0,1.0,0,2.0,2.0,0,0,2.0,2.0,1.0,0,2.0,1.0,0,1.0,0,0,1.0,2.0,1.0,1.0,1.0,5.0,0,0,1.0,1.0,1.0,0,0,2.0,2.0,0,0,0,5.0,0,7.0,0,0,0,2.0,1788,1,1,"London : Printed for R. Faulder, New Bond-Street; and J. Stockdale, Piccadilly, M.DCC.LXXXVIII. [1788].",London,43,unknown,,,False
