PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(america),termFreq(board),termFreq(brought),termFreq(call),termFreq(capt),termFreq(captain),termFreq(carri),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commit),termFreq(compani),termFreq(crew),termFreq(defenc),termFreq(enemi),termFreq(fleet),termFreq(good),termFreq(island),termFreq(justic),termFreq(marin),termFreq(merchant),termFreq(monei),termFreq(nation),termFreq(order),termFreq(piraci),termFreq(pirat),termFreq(port),termFreq(privat),termFreq(quarrel),termFreq(sail),termFreq(sea),termFreq(seamen),termFreq(seiz),termFreq(ship),termFreq(taken),termFreq(thousand),termFreq(took),termFreq(trade),termFreq(trial),termFreq(vessel),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1272800300_000093,"The Remembrancer, or Impartial repository of public events. ... For the year ...",,76,3,1,3,0,1,10,6,3,0,1,0,0,0,4,0,0,0,7,0,0,0,3,2,0,5,0,0,3,1,1,2,0,0,1,5,3,0,0,1,0,9,1,1777,1,1,"London [England] : printed for J. Almon, opposite Burlington-House, in Piccadilly, M DCC LXXV. [1775]-1784.",,539,unknown,,,FALSE,"at that time commanded by Nathaniel Dowse, left Cape Henry the 14th of April lall, having on board go hogfleads of tobacco, the property of the Continental Congreis, 16 hogfleads belonging to the owners, a quantity of fuffick, flour, and some other articles, vwih which Captain Dowse was ( i45)"
0498701203_000188,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ... and a list of the acts ...",Great Britain. Parliament. House of Lords,56,0,3,6,1,0,1,1,3,2,1,1,1,0,0,0,2,1,3,0,0,2,3,0,1,4,0,0,1,0,0,0,1,6,0,5,1,0,0,2,0,1,3,1775,3,17,"London : printed for J. Almon, 1775-80.",London,541,unknown,,,FALSE,"he observed, that he should further the naval service by putting less reliance on the admiralty board , and more confidence in the captains , to throw the miscarriage in raising men off his own shoulders upon those gentlemen, and hope by that means to flelter himself from the censure"
0703500102_000079,"A general treatise of naval trade and commerce, as founded on the laws, and statutes of this realm, in which those relating to his Majesty's Customs, ... &c. are particularly considered ... The second edition, with many considerable additions, and a new preface. In two volumes. ...",,94,2,1,0,1,0,0,1,1,0,0,0,8,0,0,0,2,0,9,0,1,3,3,0,3,0,13,10,6,0,0,0,7,0,1,15,4,0,0,0,1,1,1,1753,2,2,"[London] : In the Savoy: printed by Henry Lintot; for J. Brotherton, J. Walthoe, S. Birt, C. Osborn, [and 9 others in London], 1753.",London,513,unknown,,,FALSE,"Port ; but this is underftlod only in Places where no legal Judgement can be obtained. And therefore if a Ship shall be on a Voyage to America , c. and in her way she is attacked by a Pirate , but in the Attempt the Pirate is overcome; by"
0676700302_000020,"The office and authority of a justice of peace: collected out of all the books, whether of common or statute law, hitherto written on that subject. ... Digested under alphabetical titles. To which are added English precedents, of indictments, warrants, &c. ... The twelft edition, corrected, amended and continued down to this present year; ... By W. Nelson, ... In two volumes. ...",William Nelson,78,0,0,5,0,0,0,2,2,0,0,0,4,0,0,1,0,0,8,0,2,0,1,1,0,2,3,11,1,0,0,0,2,4,1,15,2,0,0,3,0,6,2,1745,2,2,"[London] : In the Savoy: printed by H. Lintot, (assignee of Edward Sayer, Esq;) for T. Woodward, J. Walthoe, R. Ware, S. Birt [and 7 others in London], 1745.",London,590,male,1652,,FALSE,"lay violent Hands on his Commander, to hinder him from defending his Ship , &rc. or hffall confine the Master, or endeavour to make any Revolt in the Ship ; such Person Shall be talken to he a Pirate , che that Lets forth a Pirate , or doth aid,"
0397300100_000210,"Lex mercatoria rediviva: or, a complete code of commercial law. Being a general guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, OR Agents. With an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce o the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Compiled from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fifth edition, considerably enlarged, and improved, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend.",Thomas Mortimer,69,2,1,3,1,1,0,0,2,0,0,2,0,0,0,1,0,0,3,0,0,3,6,2,1,1,2,14,1,0,0,0,4,2,0,12,2,0,1,1,0,1,0,1792,1,1,"London : printed for R. Baldwin; T. Longman; B. Law; S. Crowder; T. Cadell; G. Robinson, and Co. T. Evans; F. and C. Rivington; J. Sewel; D. Steel; E. and R. Brooke; W. Otridge; Whieldon and Butterworth; and W. Lowndes, MDCCXCII. [1792].",London,1049,male,1730,1810,FALSE,"all the Merchandizes put on board the same with an Intent to trade vvith any Pirate , shall be forfeited, one Moiety to the King, and the other to the Informer, to be recovered in the High Court of Admiralty. S. 3 All Persons declared Accessaries, by 1 X and"
0935500102_000232,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain to the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,77,1,0,4,2,1,0,0,2,0,0,0,2,2,5,0,0,0,6,0,4,0,4,0,2,6,3,12,0,2,0,4,2,0,1,2,4,0,3,1,1,0,1,1761,2,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, G. Kearsley, H. Woodfall, W. Strahan, J. Rivington, R. Baldwin, W. Owen, W. Johnston, J. Richardson, B. Law and Co. G. Krith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ware and Son, M.DCC.LXI. [1761].",London,536,male,1661,1725,TRUE,"Orford by the earl of Bellamont, and to the earl of Romney by colonel Hewetfon, which was all he knew of them. He had no intruaions public or private from any of the adven turcrs, except sailing orders from the earl of Bellamont, by which he was direted to pursue"
1184400600_000179,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents. Containing an account of our trading companies and colonies, with their Establishments, and an Abstract of their Charters; the duty of consuls, and the Laws subsisting about Aliens, Naturalization and Denization. To which is added, a state of the present general traffick of the whole world ; describing the Manufactures and Products of each particular Nation: And Tables of the Correspondence and Agreement of the European Coins, Weights, and Measures, with the Addition of all others that are known. Extracted from the works of the best writers both at Home and Abroad; more especially from those justly celebrated ones of Messieurs Savary; improved and corrected by the author's own observations, during his long Continuance in Trade. The whole calculated for the Use and Service of the Merchant, Lawyer, Senator, and Gentleman. The third edition, with large additions. By Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar.",Wyndham Beawes,65,0,1,0,1,0,0,1,2,0,0,0,6,0,0,0,4,0,1,0,1,2,2,1,2,0,7,10,2,0,0,0,4,0,1,9,3,0,0,0,1,3,1,1771,1,1,"London : printed for J. Rivington, T. Longman, B. Law, S. Crowder, T. Becket, T. Cadell, Robinson and Roberts, and R. Baldwin, M.DCC.LXXI: [1771].",London,928,male,,,FALSE,"and her Loading by remaining a Slave, they are no way obligated to contribute to his Redemption, as is Capture was occaioned by his own Folly in being so decoyed. A Ranfmn promised to a Pirate , is not bnding'by the Civil Law, therefore no Wrong is created by not"
0875700101_000048,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",66,0,0,2,1,1,0,0,4,4,0,1,0,1,0,0,2,9,1,1,0,1,2,2,1,1,0,0,6,1,0,4,2,1,0,9,2,3,1,1,0,1,1,1786,1,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,511,male,,,FALSE,"Navarre, at the same time appeared off the Isle of Wight; but unable to make good his landing there, he sailed towards Devonshire, and directed his force against Dartmouth; but the country people flying to arms, drove him back to his Ships with considerable loss. The commander, together with two"
0144000102_000088,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ...",David Hume,49,1,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,3,2,0,1,3,2,0,3,2,0,0,1,1,4,2,2,3,2,2,1,0,1,0,0,2,3,1773,2,8,"London : printed for T. Cadell, 1773.",London,516,male,1711,1776,TRUE,"enrage Balliol by these indignities, to engage him in rebellion, and to assume the dominion of the state as the punishment of his treason and fe. lony. Accordingly Balliol, though a prince of a soft and gentle spirit, returned into Scotland highly provoked at this usage, and determined at all"
0172500402_000072,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,66,0,1,0,1,3,0,1,0,0,1,0,3,0,0,1,0,0,3,1,0,1,2,0,0,1,9,10,4,0,0,0,5,2,0,10,2,0,0,0,3,2,0,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"Land. This Statute doth not alter the Offence of Piracy , put leaves it as it was before, viz. "" Felony only by the Civil Law; but giveth a Trial according to the Common-law, and inflifts Pains of Death, cas if the Offenders had been convicted of any Felony done"
0663700100_000839,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,61,0,2,2,1,1,0,1,1,0,1,0,2,0,0,1,0,0,3,0,0,0,2,0,0,1,8,15,4,0,0,0,3,1,0,3,1,0,0,3,1,4,0,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,FALSE,"viiit and when any such court of admiralty is called hipboard, or on land, the king's commission being read, the president, and the rest of the court, shall an oath impartially to try the prisoner; who plead not guilty, witnesses hall be produced by the rer which may be crofs"
0181400501_000068,An historical account of the rise and progress of the colonies of South Carolina and Georgia. In two volumes. ...,Alexander Hewat,68,0,1,0,1,0,0,3,0,2,1,1,0,0,3,1,1,0,2,4,1,0,2,5,2,2,0,9,0,0,0,2,4,0,0,4,3,1,3,7,0,0,3,1779,1,2,"[London] : Printed for Alexander Donaldson, London, 1779.",London,356,male,1739,1824,FALSE,"be judged most conducive to its peace and prosperity. The assembly, in answer, ex pressed great satisfaction with appointing a man o so good a characder to that high office; but, at tih same time, were not insensible of the oppression o their landlords, nor of the many hardflhips they"
1461901002_000101,"An Impartial history of the war in America, between Great Britain and the United States, from its commencement to the end of the war: exhibiting a circumstantial, connected, and complete account of the real causes, rise, and progress of the war, interspersed with anecdotes and characters of the different commanders, and accounts of such personages in Congress as have distinguished themselves during the contest. With an appendix, containing a collection of interesting and authentic papers, tending to elucidate the history. Illustrated with beautiful copper plates. ...","Hodge, Robert",50,1,1,0,1,0,0,3,2,2,0,4,1,0,2,0,1,0,1,0,0,2,1,0,2,3,1,0,2,2,0,0,0,1,0,6,3,0,1,3,0,2,2,1781,2,3,"Boston : Printed by Nathaniel Coverly and Robert Hodge, at their office in Newbury-Street, M.DCC.LXXXI[-M,DCCLXXXIV] [1781-1784]].",Boston,454,male,1746,1813,FALSE,"ruinous in its ultimate e£ sets, had for the present a flattering appearance. -- For this substitute, including all the traffic appertaining to, or consequent of the war , as well as the commercial speculations which arose by licensed exception or evasion of the several restraining as of parliamenc, afforded"
0977300103_000267,"The whole law relative to the duty and office of a Justice of the Peace. Comprising also the authority of parish officers. By Thomas Walter Williams, Esq. of the Inner Temple, Barrister at Law. In four volumes. ...",Thomas Walter Williams,79,0,0,4,1,1,0,2,2,0,0,0,0,1,0,2,3,0,8,0,0,1,7,2,0,0,2,18,4,0,0,0,3,4,1,7,0,0,0,4,0,1,1,1793,3,4,"London : printed for G. G. J. & J. Robinson, Paternoster-Row, and C. & G. Kearsley, Fleet-Street, 1793-95.",London,800,male,1763,1833,FALSE,"to it, from being triedfor high treafi.. i, 2, 3 aolf by thefaidjaatite 11 &. 12 Will. 3 C 7, if ay cor Captain r ft ea mander of any Jhip, or any mnariner, fall in any place where men betiria the admiral hath juridirioin, betray his. truil, and turn"
0673500502_000065,"A voyage to the East-Indies; began in 1750; with observations continued till 1764; including authentic accounts of the Mogul government ... of the religions in India; ... general reflections on the trade of India. Of the European settlements, ... Illustrated with views drawn on the spot. By John Henry Grose. In two volumes.","Grose, John Henry",52,1,0,2,0,1,0,0,1,5,1,0,0,2,0,1,0,3,0,1,0,2,1,0,2,0,1,1,1,0,0,5,5,0,0,3,0,0,2,2,0,8,1,1766,2,2,"London : printed for the author; and sold by S. Hooper, 1766.",London,484,male,1750,1783,FALSE,"different accounts are given of this family, which we are told is derived from Samboo Angria, by extraction a Caffree, born in an island of the gulf of Ormus, and by religion a Mahometan, who was shipwrecked on the coast near Choul, in an Arabian vessel , in 1643 It"
1116200114_000874,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,63,0,0,3,0,0,0,0,2,0,0,0,5,0,0,2,1,0,2,0,0,1,2,0,1,0,8,11,2,0,0,0,6,4,2,2,1,0,0,1,0,4,3,1798,14,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,813,unknown,,,FALSE,"and the tomb ofthemirocles'. The' port of the Pirag'uis his een namied Porto Hone from the marble lion seen in the'chart, and also Porto idrac. The licri' has been defciribcd as a piece of ad iniirable sculpture, io feet high', ari as reposing on its Linder parts. It was pierced,"
1373100101_000240,"The History of France, from the earliest times, till the death of Louis Sixteenth. From the French of Velly, Villaret, Garnier, Mezeray, Daniel, and other eminent historians; with notes, critical and explanatory; by John Gifford, Esq. And continued from the above period, until the conclusion of the present war, by a citizen of the United States. ...","Historical Society of Delaware, MWA",45,2,0,0,0,0,0,0,2,2,0,0,1,0,0,1,1,3,3,0,0,2,1,0,2,2,1,0,1,2,3,1,1,3,2,1,1,1,2,0,0,3,1,1796,1,4,"Philadelphia : Printed for A. & J.G. Henderson, by Bioren & Madan, 1796[-1798].",Philadelphia,1174,unknown,,,FALSE,"to Arragon; to thlis the brother of the king of France readily assented, on receiving the hand of margar et, eldest daughter to Charles the Lame, and the valuable dowry of the important counties of anjou and maine. A. D. 1292 to 1294.] But the tranquillity eftabliihed by this accommodation"
0144300103_000079,"Lives of the admirals and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest Accounts of Time; and clearly proving, by a continued Series of Facts, our uninterrupted Claim to, and Enjoyment of, the Dominion of our Seas. Interspersed With many curious Passages relating to our Discoveries, Plantations, and Commerce. The whole supported by proper Authorities. By John Campbell, Esq; ...",John Campbell,63,3,0,3,1,0,0,3,4,0,0,1,1,2,6,0,0,0,8,0,1,0,1,1,2,1,2,6,0,2,0,3,1,0,1,3,2,1,3,0,1,0,0,1750,3,4,"London : printed for T. Waller, at the Crown and Mitre, opposite to Fetter-Lane, Fleet-Street, MDCCL. [1750].",London,487,male,1708,1775,FALSE,"the whole undertaking, should iaife fx thousand pounds for the expense of the voyage. The king was o well pleased with the thing, and thought it of Co great consequence, as well as of so much benefit, to the public, that he likewise promired to contribute, and therefore a tenth"
0378000700_000020,"The sailor's companion, and merchantman's convoy. Shewing the military power of the Lord High-Admiral, And The Duty and Conduct of all Superior and Inferior Officers of the Royal Navy of Great-Britain. Also The State of the Navy in the Year 973. the Reign of King Edgar, and in 1171. King Henry the Second's Time, who fitted out a Fleet of 400 Sail to reduce Ireland, with the Success of that Expedition: Also an Account of the Fleets that were fitted out by the succeeding Kings; and a List of the Navy as it stood on the first Day of July, 1740. Likewise A Dissertation on the Honour of the Flag; and on the British Right to the Sovereignty of the Seas: With seasonable Remarks in Relation to the Fishery on the Coasts, being monopoliz'd by Foreigners: Together with several useful and curious Particulars mention'd in the Table annex'd. By J. Cowley, Author of The Description of the Windward Passage, &c.","Cowley, John",81,0,0,1,2,0,0,1,4,0,0,0,1,0,0,0,8,2,0,0,0,2,1,0,2,1,1,1,6,4,0,0,3,0,2,20,6,0,1,0,2,3,7,1741,1,1,"Dublin : printed for G. Ewing, Bookseller, at the Angel and Bible in Dame-Street, MDCCXLI. [1741].",Dublin,169,unknown,,,FALSE,"but ought to be restored to the first Owners, on paying Salvage to those who recovered her after being plundered and left as atorefaid. 6 Vice admirals have no Right or Interest in Prizes brought in by Ships of War , or Privateers commifiornd by the Admiralty. 7 The Captors"
0678400300_000171,"A general treatise of the dominion of the sea: and a compleat body of the sea-laws: Containing What is most Valuable on that Subject in Antient and Modern Authors; And particularly the Antient Laws of the Rhodians and Romans; those of Oleron, Wisbuy, and other Countries; with Curious Notes and Observations. As also That Excellent Body of Sea Laws lately publish'd in France: With a Collection of Marine Treaties concluded during the last Century. Together with Several Discourses about the Jurisdiction and manner of Proceeding in the Admiralty of England, both in Criminal and Civil Matters, and Adjudg'd Cases in several Courts concerning Trade and Navigation. In all which are explain'd at large, the Laws and Customs of Merchants, and of the Courts in Cases of Bottomry, Insurances, Charter-Parties, Bills of Lading, Pyracy, and of Letters of Marque and Reprizal. To which is subjoin'd, An Appendix concerning the present State and Regulations of the Admiralty and Navy. The third edition, with large additions, and improvements. And a new appendix, containing several eminent lawyers opinions in important marine cases; a Comparison of the English and French Conduct in their Sea Affairs; an Essay concerning the Navy of England, taken from Mr. Pepis's, Mr. Burchet's, and other Authentick Memoirs; an Abstract of all the Acts of Parliament relating to the Marine; particularly, that for Establishing Articles and Orders for the Regulating and better Government of the Fleet, &c.","Justice, Alexander",78,0,0,0,0,2,0,2,0,0,1,0,10,0,0,1,0,0,6,1,0,1,2,0,0,0,8,6,4,0,0,0,7,3,0,13,3,0,1,0,2,5,0,1710,1,1,"London : printed for the executors of J. Nicholson; J. and B. Sprint in Little Britain; and R. Smith, under the Piazza of the Royal Exchange, [1710?].",London,788,unknown,,,FALSE,"the Force of the said Aft, the same is inquired of, heard Rich. Bing and determined according to the Course of the Common-law, as ey's caer. if the Offence had been committed at Land, Stat. i. r 2 cap. 7 os  bidg. All Piracies , Felonies and Robberies committed"
0172500402_000070,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,103,0,0,0,1,0,0,1,3,0,0,0,7,0,0,0,2,0,9,0,0,3,3,2,2,1,18,8,7,0,0,1,8,0,1,19,4,1,0,0,0,1,1,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"with the King of England, (hall commit Piracy on the Ships or Goods of the Engliib, the same is Felony, and punishable by Virtue of that Ad; as it was adjudged where the Captain of a French Man of War and diverse others, attacked four Merchant Ships going from the"
0684900601_000012,"Naval and military memoirs of Great Britain, from the year 1727, to the present time. By R. Beatson, Esq. Author of the political index to the histories of great britain and ireland. ...",Robert Beatson,51,4,0,4,1,0,0,4,1,1,1,0,0,0,3,1,0,3,3,1,0,0,3,0,1,1,0,1,1,0,0,1,2,1,0,2,2,1,0,0,0,5,3,1790,1,3,"London : printed for J. Strachan, No 67. Strand; and P. Hill, Edinburgh, 1790.",London,501,male,1742,1818,FALSE,"his Majesty's fleet . His place at the Admiralty Board was supplied by Sir Charles Wager; and Sir John Jennings was appointed Rear admiral of Great Britain. The conduct of the Emperor of Morocco towards the British Consul at Sallee, and his detention of the hip Eagle, determined our Ministry"
1202700104_000091,"The statutes at large, from Magna Charta, to the twenty-fifth year of the reign of King George the Third, inclusive. With a copious index, and appendix, consisting of obsolete and curious acts, some of which were never before printed. By Owen Ruffhead, Esq. A new edition, in ten volumes, revised, corrected, and continued, by Charles Runnington, Esq. Barrister at Law.",Owen Ruffhead,71,0,1,0,3,1,0,2,0,0,2,0,0,1,0,0,2,0,7,0,0,1,3,2,0,2,1,5,6,0,0,0,6,5,2,16,0,0,0,0,2,1,0,1786,4,14,"London : printed by Charles Eyre and Andrew Strahan, printers to the king's most excellent majesty; and by William Woodfall and Andrew Strahan, law printers to the king's most excellent majesty, MDCCLXXXVI. [1786].",London,669,male,1723,1769,FALSE,"of King HENRY the Eighth, which is hereby declared to be and continue in full Force; anything in this present Adt contained to the contrary notwithstanding. XI And foralinuch as it will also conduce to the suppressing of Robberies on the Sea , if due Encourage'  be given, and"
0172500402_000120,"A general treatise of naval trade and commerce, as founded on the laws and statutes of this realm. ...",,78,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,2,0,10,0,0,1,3,0,2,5,4,6,3,3,0,1,2,0,1,15,4,0,0,5,0,1,3,1738,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of Edw. Sayer, Esq;) for E. Symon; and J. Crokatt, 1738-39.",London,497,unknown,,,FALSE,"to be used, and what exceeding the Commission will be Piracy 215 -- -- In whom the Property of a Ship and Goods taken , thall be 217 The Letters of Reprisal make no War 219 Letters Patent for especial Reprisals granted against the States of Holluad ibid. A ireolamalation"
0121000101_000008,"The tyburn chronicle: or, villainy display'd in all its branches. Containing an authentic account of the lives, adventures, tryals, executions, and last dying speeches of the most notorious male factors. Of all Denominations, who have suffered for Bigamy, Forgeries, Highway-Robberies, House-Breaking, Murders, Perjury, Piracy, Rapes, Riots, Sodomy, Starving, Treason, And other the most enormous Crimes. The Whole being the most faithful Narrative ever yet Published of the various Executions, and other Punishments, In England, Scotland, and Ireland, From the year 1700, to the present time.",,64,0,0,4,0,0,0,6,4,0,0,1,1,0,5,0,0,1,6,0,1,0,6,1,3,1,1,5,0,2,0,3,1,0,2,2,3,0,4,0,0,1,0,1768,1,4,"London : printed for J. Cooke, at Shakespear's - Head, in Pater - noster Row, [1768].",London,437,unknown,,,FALSE,"of Admiralty: butthe affairs of the nation being then in a perplexed situation, and great difficulties found in manning the fleet , the board though they approved of the affair, did nothing to advance it. Colonel l.evingfton, taking care to inform himself of all that patsed, and finding the matter"
1317900300_000107,"The history of the lives and extraordinary adventures of the most famous pyrates, highwaymen, murderers, street-robbers, &c. Also a genuine account of the voyages, travels and plunders of each particular hero, with an exact description of every engagement, robbery, murder, &c.",Daniel Defoe,77,2,0,17,0,2,1,5,1,4,0,0,0,0,2,0,0,2,4,2,0,0,0,3,1,1,0,3,0,10,0,1,1,0,1,4,1,0,4,3,0,1,1,1772,1,1,"Portsmouth : Printed and sold by R. Carr, corner of the Grand Parade, MDCCLXXII. [1772].",Portsmouth,481,male,1660,1731,TRUE,"on board , which accordingly went with the quartermaster, who told the Captain that they had no design on him, but were going against the Moors, and came in for provision; he replied they could get none there, and the best way was to be gone: however, the quartermaster went"
0470800300_000043,"The laws of shipping and insurance, with a digest of adjudged cases; containing the acts of parliament relative to shipping, insurance and navigation; Together With the Laws for the Government of the Navy, and An Account of the Jurisdiction of the Admiralty Courts. With the determinations of the courts of justice on trials concerning shipping, insurance, Losses, Averages, Bottomry, Barratry, &c. &c. from Trinity term 1693, to Michaelmas term 1774. With the Reporters Names and References. To which are added A Table and Index of the Titles of the Acts, the Names of the Cases, and-the Matter contained therein. By Thomas Parker, of Lincoln's-Inn.","Parker, Thomas, of Lincoln's Inn",74,2,0,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,1,10,4,1,0,0,5,12,0,0,0,0,3,4,0,4,2,1,0,3,0,11,0,1775,1,1,"London : printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty; for T. Cadell, in the Strand; T. Evans, in Pater-Noster-Row; and Brotherton and Sewell, in Cornhill, 1775.",London,630,unknown,,,FALSE,"or persons who fiall be guilty thereof, shall in all rc iilcds be deemed and puniflcd as pirates as aforesaid. 2 AND be it further ena&ced by the authority aforeftid, That every slip or vessel which hlall be fitted out with a design to trade with, or supply or correspond"
0235600700_000002,"The history and lives of all the most notorious pirates, and their crews, from Capt. Avery, who first settled at Madagascar, to Capt. John Gow, ...",Daniel Defoe,82,0,1,2,1,1,12,1,0,0,0,0,2,0,19,0,1,0,1,0,0,0,1,3,1,0,8,11,4,0,0,0,1,0,0,5,3,0,0,0,3,1,0,1765,1,1,"London : printed for C. Hitch; R. Ware; and S. Crowder, 1765.",London,143,male,1660,1731,TRUE,"i) careen their/hips and of the fe veralflations they hover about to look for prey. And now reader, if this /fallprove any advan iage or pleasure to thee, Ifall think my time well frtit: For thieves of all kinds are villainous, but, .: e to be compared to the villainy"
0189301201_000286,"A civil, commercial, political, and literary history of Spain and Portugal. By the late Wyndham Beawes, Esq. his Majesty's Consul for near Thirty Years at Cadiz and Seville. In two volumes. ...",Wyndham Beawes,67,3,1,3,0,1,0,3,2,1,0,0,1,0,2,0,7,0,2,1,1,1,1,0,2,4,0,1,3,0,0,0,3,0,0,7,5,0,0,2,0,6,4,1793,1,2,"London : printed for R. Faulder, New Bond Street; E. Jeffrey, Pall-Mall; B. Law, Avemary Lane; and J. Sewell, Cornhill, MDCCXCIII. [1793].",London,596,male,,,FALSE,"Documents, shall be permitted to pass freely, although they go to an Enemy's Port , or from such a one to any others, if they carry nothing suspicious or contraband; in which Denomination, all Eatables of any sort whatsoever are to be comprised, if bound to any Place of the"
1229500102_000089,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,53,2,0,0,0,1,0,0,2,1,0,0,2,0,1,1,1,3,3,0,0,4,1,0,4,1,0,0,2,2,4,2,2,3,3,3,1,0,1,0,0,1,2,1767,2,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,519,male,1711,1776,TRUE,"same time to the same spring: There ensued a quarrel for the preference : A Norman, drawing his dagger, attempted to slab an Engliflhman; who, grappling with him, threw his adverlary on the ground; and the Norman, as was pretended, falling on his own dagger, was aila. This scuffle between"
0988400102_000221,"Lives of the British admirals: containing a new and accurate naval history, from the earliest periods. By Dr. J. Campbell. With a continuation down to the year 1779, ... Written under the inspection of Doctor Berkenhout. The whole illustrated with correct maps; and frontispieces ... In four volumes. ...",John Campbell,62,3,0,3,1,0,0,3,3,0,0,0,2,2,6,0,0,0,5,0,1,0,5,1,1,1,2,4,0,2,0,3,1,0,2,3,2,1,4,0,1,0,0,1779,2,4,"London : printed for Alexander Donaldson, 1779.",London,568,male,1708,1775,FALSE,"and since the public could iot immediately bear the expense, or consequently undertake the intended expedition, it might not be amiss if some few persons of diftiition should venture on carrying it into execution at their own expense. This too was attended with much difficulty; but at last it was"
