PassageID,Title,Author,Total termFreq,termFreq(action),termFreq(ancient),termFreq(charact),termFreq(composit),termFreq(descript),termFreq(divin),termFreq(epic),termFreq(geniu),termFreq(god),termFreq(hero),termFreq(heroic),termFreq(histori),termFreq(imagin),termFreq(incid),termFreq(languag),termFreq(machineri),termFreq(manner),termFreq(marvel),termFreq(merit),termFreq(natur),termFreq(necess),termFreq(personag),termFreq(place),termFreq(plan),termFreq(plot),termFreq(poem),termFreq(probabl),termFreq(reader),termFreq(speci),termFreq(style),termFreq(sublim),termFreq(uniti),termFreq(varieti),termFreq(vers),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0402300500_000007,Essays on song-writing: with a collection of such English songs as are most eminent for poetical merit.,John Aikin,45,0,5,3,3,0,0,1,2,0,1,1,2,0,0,5,0,7,1,0,6,0,0,0,1,0,0,0,1,2,1,1,0,1,1,1774,1,1,"Warrington : printed by William Eyres, for Joseph Johnson, No. 72, St. Paul's Church-Yard, London, MDCCLXXIV. [1774].",Warrington,305,male,1747,1822,FALSE,"scrupulous rejection of pieces really beautiful though somewhat faulty in regularity. The reader will easily perceive, and I hope make proper allowances for several instances of equivocal arrangement, which from this cause I have not been able to avoid. II II E S S A Y o N BAL LADS"
0504100102_000128,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In two volumes. ...",Hugh Blair,37,3,3,2,2,3,0,6,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,6,0,0,0,1,1,0,0,0,1783,2,2,"London : printed for W. Strahan; T. Cadell; and W. Creech, in Edinburgh, 1783.",London,553,male,1718,1800,TRUE,"Love, and the like, it may be safely pronounced, that they form the worst machinery of any. In description they are sometimes. allowable, and may serve for embeliihment; but they should. never be permitted to begar any share in the action of the Poem . For being plain and declared"
1012700100_000007,"The adventures of Telemachus, the son of Ulysses. In twenty-four books. With the Adventures of Aristonous. Written by the Archbishop of Cambray. Done into English from the last Paris (which is the only genuine) edition, by Mr. Is. Littlebury and Mr. A. Boyer. With priviledge of his Majesty the King of Poland and Elector of Saxony. Reprinted at the second time according to the London's edition, and carefully purg'd of the errors of the former.",François Fénelon,55,4,2,0,0,0,4,7,0,5,6,1,0,0,1,0,1,2,4,1,4,0,0,1,0,0,7,3,0,0,0,1,0,1,0,1749,1,1,"Iena : for Theodore William Ernest Guth, 1749.",Jena,579,male,1651,1715,TRUE,"them on so artfully, as that everything may appear Natural : Thus wce are neither unea/y, nor infiufpenfj, nor taken of from the principal objcq of Heroic Poetry, lvhich is lrnfrudion, to attend an imaginary Intrigue, and fabulous lnravellng. This is allolvable in a Romance lvhere the main dejlen is"
0300401003_000066,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,39,0,0,1,1,0,1,3,3,1,0,0,0,1,1,0,4,0,1,0,2,0,2,1,0,0,12,0,2,0,0,2,0,1,0,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"The Poem , for instance, opens with a voyage of Henry's to England, and an interview between him and Queen Elizabeth; though every one knows that Henry never was in England, and that these two illustrious personages never met. In facts of such public notoriety a fiction like this shocks"
0250900402_000080,"The poems of Ossian. Translated by James Macpherson, Esq; In two volumes. ...",James Macpherson,32,1,2,0,1,2,1,2,1,4,2,1,0,2,0,1,1,2,0,1,1,0,0,0,0,0,3,1,1,0,0,2,0,0,0,1773,2,2,"London : printed for W. Strahan; and T. Becket, in the Strand, Bookseller to their Royal Highnesses the Prince of Wales and Bishop of Osnabrugh, MDCCLXXIII. [1773].",London,429,male,1736,1796,TRUE,"of a superior nature to ghosts are sometimes alluded to, which have power to embroil the deep; to call forth winds and forms, and pour them on the land of the stranger; to overturn forests, and to send death among the people. We have prodigies too; a flhower of blood;"
0482900101_000005,Orlando furioso: translated from the Italian of Ludovico Ariosto; with notes: by John Hoole. In five volumes. ...,Ludovico Ariosto,35,0,0,1,1,1,0,3,3,0,1,0,0,1,2,0,0,2,0,1,1,0,0,1,1,0,8,0,1,0,1,1,3,1,1,1799,1,5,"London : printed for Otridge and Son; R. Faulder; J. Cuthell; J. Walker; R. Lea; Ogilvy and Son; Lackington, Allen, and Co. ; Cadell and Davis; T. N. Longman; W. I. and J. Richardion; and Vernor and Hood, 1799.",London,460,male,1474,1533,FALSE,"seemed not: to have: bferved: any SEIECTIO1 in their thoughts and images.. Dante, Petrarch, Boc cacio, Ariosto, make very sudden: transitions from the fublime.to the ridiculous... Chaucer, in his Temple of Mars, among many pi'tures, hasbrought in a strange line: The coke is scalded for all.his long ladell. Again, As"
0871300101_000008,"The adventures of Telemachus, the son of Ulysses. In XXIV books. Written by the Archbishop of Cambray. To which is added, the adventures of Aristonous, done into English by Mr. Littlebury and Mr. Boyer. Adorn'd with twenty-four plates, and a map of Telemachus's Travels. All curiously Engraven by very good Hands. ...",François Fénelon,54,6,2,0,0,0,3,6,0,3,5,2,0,0,1,0,1,0,4,1,6,0,0,2,0,0,7,3,0,0,0,2,0,0,0,1749,1,2,"London : printed for J. Brotherton, W. Innys, R. Ware, J. Walthoe, W. Meadows, T. Cox, J. and P. Knapton, S. Bitt, G. Hitch, T. Astley, S. Auston, J. Hedges, J. Osvarn, and J. Ward, MDCCXLIX. [1749].",London,280,male,1651,1715,TRUE,"distress. In the Odyssey, ulyfle: ravelln. comes among the Phceacians, relates tc them his adventures; and those islanders, who wen great lovers of fables, charmed with his tales, furnish him with a ship to return home; which unravelling is plain and natural . In the aeneid, Turnus is the only"
1143300802_000082,"The poems of Ossian. Translated by James Macpherson, Esq; In two volumes. ...",James Macpherson,34,3,2,0,1,2,1,2,1,4,3,1,0,2,0,1,1,2,0,1,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0,1784,2,2,"London : printed for W. Strahan; and T. Cadell, In The Strand, MDCCLXXXIV. [1784].",London,429,male,1736,1796,TRUE,"but to the general current of a superstitious imagination in all countries. The description of Fingal's airy hall, in the poem called Berrathon, and of the ascent of Malvina into it, deserves particular notice, as remarkably noble and magnificent. But above all, the engagement of Fingal with the spirit of"
0937200403_000052,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,53,4,0,4,2,0,0,10,1,0,3,0,0,0,1,0,0,2,0,0,5,0,3,1,1,1,10,2,1,2,0,0,0,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"awful and august; he must often be tender and pathetic; he must give us gentle and pleating fccnes of love, friendship, and aftction. The more an Epic Poem abounds with fittuations which awaken the feelings of humanity, the mnore intcrcfting it is; and these form, always, the favourite pafiges of"
0569600101_000067,"The complete dictionary of arts and sciences. In which the whole circle of human learning is explained, And the Difficulties attending the Acquisition of Every Art, Whether Liberal or Mechanical, are Removed, in the most easy and familiar manner. Among the various Branches of Literature explained in this Work are the following, viz. Agriculture Algebra Anatomy Architecture Arithmetic Astronomy Botany Catoptrics Chemistry Chronology Commerce Conics Cosmography Dialling Dioptrics Ethics Fluxions Fortification Gardening Gauging Geography Geometry Grammar Gunnery Handicrafts Heraldry History Horsemanship Husbandry Hydraulics Hydrography Hydrostatics Law Levelling Logic Maritime And Military Affairs Mathematics Mechanics Merchandize Metaphysics Meteorology Music Navigation Optics Painting Perspective Pharmacy Philology Philosophy Physic Pneumatics Rhetoric Sculpture Series Statics Statuary Surgery Surveying Theology, &c. The theological, philological, and critical branches, by the Rev. Temple Henry Croker, A. M. Chaplain to the Right Honourable the Earl of Hillsborough. The medicinal, anatomical, and chemical, by Thomas Williams, M. D. The mathematical by Samuel Clark, Author of an Easy Introduction to the Theory and Practice of Mechanics. and the other parts by several gentlemen particularly conversant in the Arts or Sciences they have undertaken to explain.","Williams, Thomas, M.D.",63,15,0,0,0,0,0,8,0,0,9,2,2,0,2,0,0,3,1,0,0,0,2,0,1,0,12,0,2,0,0,0,4,0,0,1764,1,3,"London : printed for the authors, and sold by J. Wilson & J. Fell, Pater-Noster Row; J. Fletcher & Co. St. Paul's Church-Yard; J. Coote, Pater-Noster Row; Mess. Fletcher & Hodson, Cambridge; and W. Smith & Co. Dublin, MDCCLXIV. [1764].",London,687,unknown,,,FALSE,"or fable of the poem . Critics generally distinguish tw o kinds, the principal, and the incidental. The principal action is what is generally called the fable, and the incidental an episode; See episode. As poems are divided into epic and dramatic, so each of there has also its particular"
0618000103_000062,Of the origin and progress of language. Vol.III.,"James Burnett, Lord Monboddo",52,0,1,2,2,3,0,0,0,6,2,7,1,1,0,4,0,2,0,0,1,0,0,0,0,0,2,3,1,1,3,8,0,0,2,1786,3,3,"London : printed for T. Cadell, In The Strand; and J. Balfour, Edinburgh, MDCCLXXXVI. [1786].",London,486,male,1714,1799,FALSE,"had flood thus:  God said, Let there be light, and it was so.' Accordingly Mil tont, in translating the pafrage into verse , has not neglected this beauty; Let there be light, said God , and forthwith light Aethereal, first of things, quintessence pure, Sprung from the deep. B."
0870000105_000110,"The works of Alexander Pope, Esq. complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor. A new edition, in five volumes. To which is annexed the life of the author, compiled from Original Manuscripts, with a Critical Essay on his Writings and Genius. By Owen Ruffhead, Esq.",Alexander Pope,45,1,0,1,6,0,0,2,6,0,1,0,2,7,0,1,0,1,0,1,2,0,0,0,2,0,4,0,3,2,1,1,0,1,0,1769,5,5,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, B. White, T. Caslon, T. Longman, B. Law, Johnson and Payne, S. Bladon, T. Cadell, and the Executors of A. Millar, MDCCLXIX. [1769].",London,466,male,1688,1744,TRUE,"METEMPSYCHOSIS; and was, indeed, a mode of it, and, of course, a very considerable part of the pagan theology: so that we are not to wonder if several grave writers made collctions of them, such as Nicander, Boeus, calll/ihcnes, Dorotheurs, rtheorlorus, Parthenius, and Adrian the sophist. Of what kind these"
0702600103_000069,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,40,2,1,1,1,0,0,2,0,1,0,1,2,3,1,0,3,1,1,0,5,0,0,2,0,1,0,9,1,1,0,0,1,0,0,1787,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1787.",London,415,male,1718,1800,TRUE,"men succeed in their designs, punishment is made always to attend them; and misery of one kind or other, is shown to be unavoidably connected with guilt. Love and admiration of virtuous characters , compafion for the injured and the distressed, and indignation against the authors of their fuffierings, are"
0213900200_000053,The lives of the English poets: and a criticism on their works. By Samuel Johnson.,Samuel Johnson,38,3,0,2,0,1,0,1,0,0,3,2,1,1,1,1,1,2,3,0,2,1,0,0,0,0,8,3,2,0,0,0,0,0,0,1795,1,1,"London : printed for R. Dodsley, Pall-Mall, MDCCXCV. [1795].",London,530,male,1709,1784,TRUE,"his own nature . Abdiel and Gabriel briel appear occasionally, and ast as every incident requires; the solitary fidelity of Abdiel is very amiably painted. Of the evil angels the charaeters are more diversified. To Satan, as Addison observes, such sentiments are given as suit the moos exalted and mosi"
1154100103_000118,"The works of the Right Honourable Joseph Addison, Esq; In four volumes. ...",Joseph Addison,59,3,0,6,1,0,1,2,0,2,3,3,0,1,1,0,0,3,0,0,5,0,0,3,0,1,12,1,3,1,0,0,0,7,0,1721,3,4,"London : printed for Jacob Tonson, at Shakespear's-Head, over-against Katharine-Street in the Strand, MDCCXXI. [1721].",London,627,male,1672,1719,TRUE,"days or hours. * But of this more particularly hereafter., *spe&. 1 N ® 273 Saturday, January 12 -- -- Notandi unt tibi Mores. Hor. H AVAVING examined the Action of Paradise Lost, let us in the next place confider the Actors. This is Arrijfotle's method of considering, first the"
0382100102_000121,"Essays philosophical and moral, historical and literary. By W. Belsham. In two volumes. ...",William Belsham,40,1,0,0,0,1,1,9,2,1,2,0,0,1,1,1,2,0,3,0,4,0,0,1,1,0,7,1,0,0,0,0,0,1,0,1799,2,2,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1799.",London,575,male,1752,1827,FALSE,"limited as to duration, but may be extended to any period consonant to the general laws by which the whole is regulated. This is a concise and faithful filmmary of the famous Critique of Aristotle, so far as it relates to the Epopee. Nor have the modern critics been able"
1291300102_000125,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,33,2,0,3,2,2,1,3,1,1,0,0,1,2,1,2,0,0,0,2,1,1,0,1,1,0,3,0,0,0,1,0,1,1,0,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"he was able to raise so complete and regular a structure; and to fill his poem with filch a variety of incidents . Dry and harsh paffaget sometimes occur. The' author appears, upon some 6ccafiois, a metaphysician ada divine , rather than a poet. But the general tenor of his"
0357500300_000258,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University, of Edinburgh.",Hugh Blair,51,1,0,1,5,0,0,13,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,0,1,0,8,0,1,3,0,0,8,0,0,1784,1,1,"Philadelphia : Printed and sold by Robert Aitken, at Pope's Head in Market Street, MDCCLXXXIV. [1784].",Philadelphia,479,male,1718,1800,TRUE,"the ob jec, which all mankind are formed to admire; and, therefore, Epic Poems are, and must be, favourable to the cause of virtue. Valour, Truth, Justice, Fidelity, Friendflfip, Piety, Magnanimity, are the objeas which, in the course of such Compositions , are presented to our minds, under the most"
0728801500_000026,"Lælius and Hortensia; or, thoughts on the nature and objects of taste and genius, in a series of letters to two friends.","Stedman, John           1791",33,0,0,1,4,0,0,6,0,1,0,0,0,0,2,0,4,0,1,1,3,0,1,1,0,1,4,0,1,0,0,1,0,1,0,1782,1,1,"Edinburgh : printed for J. Balfour; and T. Cadell, London, M,DCC,LXXXII. [1782].",Edinburgh,564,unknown,,,FALSE,"from another of the arts, this conduct in authors is akin to that of Horace's musician, who, in place of diversifying his airs, thrums constantly on one or two chords *. When this opposition of characters is northeast gleced by the novelist, the dramatist, or, T in -* -- --"
0300401003_000067,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,37,1,0,4,2,2,1,3,1,1,0,0,1,2,0,2,0,0,0,2,1,0,0,1,1,0,2,0,0,0,1,6,1,0,2,1798,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,389,male,1718,1800,TRUE,"The Author appears, upon some occasions, a Metaphysician and a Divine , rather than a Poet. But the general tenor of his work is interesting; he seizes and fixes the imagination ; engages, elevates, and affects us as we proceed; which is always a sure test of merit in an"
1291300102_000106,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,35,0,1,1,1,1,0,7,2,0,2,1,1,0,1,0,0,2,0,0,0,0,0,1,3,0,4,0,2,1,1,0,0,1,2,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"fly away as a dream, and shall not g( be found; yea, he shall be chased away, as a vision of ""s the night. The eye also which saw him, shall see him ""t no more; they which have seen him, hall say, where C is he He stall suck"
1291300102_000127,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,40,1,2,0,0,0,0,2,0,2,0,1,3,3,1,0,2,1,1,0,5,0,0,1,0,1,1,9,1,0,0,0,1,1,1,1789,2,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,412,male,1718,1800,TRUE,"in a natural and probable manner . For we muss observe, that the natural and the probable muff always be the basis of tragedy; and are infinitely more efentia! there, than in epic poetry. The objeat f the epic poet; is to excite our admiration by the Pecital of heroic"
0103300501_000015,"Paradise lost, by John Milton; with notes, selected from Newton and others, to which is prefixed, the life of the author. With a critical dissertation, on the poetical works of Milton, and Observations on his Language and Versification. by Samuel Johnson, L.L.D.",John Milton,40,3,0,2,0,2,0,1,0,0,3,2,1,2,0,0,1,2,3,0,2,1,0,0,0,0,9,3,1,0,0,2,0,0,0,1796,1,2,"London : printed for J. Parsons, 21, Paternoster Row, 1796.",London,326,male,1608,1674,TRUE,"and no otherwise offensive than as they are wicked. The other chiefs of the celestial rebellion are very judiciously discriminated in the First and Second Books; and the ferocious character of Moloch appears, both in the battle and the council, with exact consistency. To Adam and to Eve are given,"
1111200300_000001,"The adventures of Telemachus, the son of Ulysses. By the Archbishop of Cambray. Translated into English by Mr. Des Maizeaux, F.R.S.",François Fénelon,41,4,1,1,0,0,0,7,0,1,5,2,1,2,1,0,0,1,1,0,2,0,0,1,2,0,5,1,0,0,0,1,2,0,0,1779,1,1,"London : printed for J. F. and C. Rivington, S. Crowder, T. Longman, T. Caslon, G. Keith, B. Law, T. Lowndes, J. Johnson, F. Newbery, W. Goldsmith, and T. Beecroft, MDCCLXXIX. [1779].",London,442,male,1651,1715,TRUE,"A,"" 17 armed t, /-'- /.. THE ADVENTURES OF TELEMACHUS, THE SON of ULYSSES. B y THE ARCHBISHOP ofcambray. Translated into ENGLISH by Mr. DES MAIZEAUX, F. R. S. The SEVENTH EDITION, corrected. LONDON. Pnrntcl for I. F. and C RIVINGTCON, S. crowntnr, T. LONGMAN, T. CA slon, G. KEITH,"
0484400100_000073,Essays on rhetoric: abridged chiefly from Dr. Blair's Lectures on that science.,Hugh Blair,38,1,1,0,1,3,0,0,2,1,0,0,0,0,1,6,1,0,1,2,6,0,0,2,0,2,0,0,0,1,3,1,1,1,1,1787,1,1,"London : [pri]nted for J. Murray, NO 32, Fleet-Street, MDCCLXXXVII. [1787].",London,431,male,1718,1800,TRUE,"in order to be moved and agitated; and if the poet cannot reach the heart, he can have no tragic merit ; and we must leave his play not only with coldness, but under an uneasy disappointment. To paint and to excite passion are the prerogatives of genius . They"
0191701600_000003,Notes upon the twelve books of Paradise lost. Collected from the Spectator. Written by Mr. Addison.,Joseph Addison,51,1,0,3,1,0,1,2,0,2,3,2,0,1,1,0,0,1,0,0,6,0,0,2,0,1,11,1,4,1,0,0,0,6,1,1731,1,1,"London [i.e. The Hague] : printed for the Company, [1731].",The Hague,137,male,1672,1719,TRUE,"of courage.in which they excel. In Short, there is icarce a speech or action in the Iliad, which the Reader may not ascribe to the person that speaks or acts, without feeing his name at the head of it. HOMER does not only out lhine all other Poets in the"
0417500103_000058,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,35,1,3,3,1,0,0,4,1,0,5,0,1,1,1,1,1,0,0,0,1,0,0,0,2,0,6,0,0,0,1,0,1,1,0,1796,3,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,390,male,1718,1800,TRUE,"the same time, there are some defects which muss be acknowledged in the Odyssey. Many scenes in it fall below the majesty which we naturally expet in an Epic Poem . The last Twelve Books, after Ulysses is landed in Ithaca, are, in several parts, tedious and languid; and though"
1116300115_000250,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,51,2,0,2,0,2,0,11,1,0,6,0,0,1,2,0,0,1,0,0,4,0,1,1,2,0,10,0,2,1,1,0,0,1,0,1798,15,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,801,unknown,,,FALSE,"important and infirudive; to fill it with suitable incidents ; to enliven it with a variety of characters and of descriptions ; and, throughout a long work, to maintain that propriety of sentiment, and that elevation of style , which the epic character requires, is unquestionably the higllhe effort of"
0036900800_000070,Essays on rhetoric: abridged chiefly from Dr. Blair's lectures on that science.,Hugh Blair,35,2,1,1,3,1,0,0,0,0,0,0,2,1,1,0,1,1,0,0,5,0,1,3,0,2,0,3,1,1,0,0,3,1,1,1785,1,1,"London : printed for J. Murray, NO 32, Fleet-Street, MDCCLXXXV. [1785].",London,548,male,1718,1800,TRUE,"the two forms of Tragedy and Comedy. Of the two, tragedy is the most dignified; as great and serious objets interest more than little and ludicrous ones. The one has a reference to the palflons, the virtues, the crimes, and the sufferings of mankind; the other rests on their humours,"
0740200104_000092,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,65,1,0,16,1,0,1,1,0,2,3,3,0,1,1,0,0,2,0,0,6,0,0,2,0,1,13,1,2,1,1,0,0,6,0,1793,4,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,435,unknown,,,FALSE,"we generally call them in English, the Fable arid the Characters . HOMIER has excelled all the heroic poets that ever wrote in the multitude and variety of his charaters. Every god that is admitted into his poem , acts a part which would have been suitable to no other"
0382100203_000064,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,37,1,2,1,0,1,0,8,3,4,0,0,0,1,1,2,3,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,1,0,2,1785,3,3,"London : printed for W. Strahan; T. Cadell; and W. Creech in Edinburgh, 1785.",London,413,male,1718,1800,TRUE,"ideas, and Pagan mythology; but it is so conduced, that the Pagan Gods appear to be the TRUE Deities, and Christ and the Blessed Virgin, to be subordinate agents. One great scope of the Portuguese expedition, our Author informs us, is to propagate the Christian faith, and to extirpate Ma"
0136701400_000159,"The pleasing companion, or guide to fame, in the sciences of logic, ... metaphysics, ... and the art of poetry, ... exemplified in a judicious selection, from the works of Milton, Pope, Butler, Virgil, ...",John Newbery,44,6,0,1,0,1,0,6,0,0,2,1,0,0,1,0,0,4,0,1,2,1,0,0,0,0,6,2,2,0,1,1,0,3,3,1798,1,1,"London [i.e. York?] : printed for A. Millar, W. Law, and R. Cater, 1798.",York,491,male,1713,1767,TRUE,"feigned, representing, lome glorious and fortunate Acion, that is distinguished by [ 45 I, by a variety of wonderful, yet probable and pleasing Events, and delivered in verse by way of Narration, in a sublime and flowing Style , to form the Manners , and inflame the Mind with the"
1282300102_000122,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,40,1,0,1,1,6,0,5,0,0,0,1,2,2,3,0,0,1,0,0,2,0,0,0,3,0,6,0,1,0,2,1,1,1,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"chivalry. With all the beauties of description , and of poetical style , Tasso remarkably abounds. Both his descriptions , and his style , are much divertfiled, and well fuit ed to each other. In describing magnificent objects, his ityle is firm and majestic; when he descends to gay and"
1034600101_000044,"The lives of the most eminent English poets. With critical observations on their works. By Samuel Johnson. A new edition, corrected. In four volumes. ...",Samuel Johnson,39,1,0,1,0,2,0,1,1,0,3,1,1,2,0,0,1,2,3,0,4,1,0,0,0,0,9,3,1,0,0,2,0,0,0,1794,1,4,"London : printed for T. Longman, B. Law, J. Dodsley, H. Baldwin, J. Robson, [and 34 others in London], 1794.",London,444,male,1709,1784,TRUE,"the avern ger of their transgression. At last they feel Ihelter in his mercy, soften to repentance, and melt in supplication. Both before and after the Fall, the superiority of Adam is diligently sustained. Of the probable and the marvellous , two parts of a vulgar epic poem , which"
0321800700_000163,"The poems of Ossian, the son of Fingal. Translated by James Macpherson, Esq;",James Macpherson,33,5,0,1,2,0,1,3,0,0,1,3,0,1,2,0,0,1,0,0,1,0,0,1,0,1,3,0,1,1,1,0,3,1,0,1792,1,1,"Edinburgh : printed for J. Robertson, No. 39, South Bridge-Street, MDCCXCII. [1792].",Edinburgh,447,male,1736,1796,TRUE,"Fingal, that it must be perceived by every reader . It is a nore complete unity.than what aries : from relating the actions of one man, whichl the greek j critic justly censures as imperfet; it is, the unity of oneienter' prise, the deliverance of Ireland from the invasion of"
0229100105_000043,"The works of Samuel Johnson, LL.D. A new edition, in six volumes. With an essay on his life and genius, by Arthur Murphy, Esq.",Samuel Johnson,38,2,0,1,0,2,0,1,1,0,3,1,1,3,0,0,1,2,3,0,3,1,0,0,0,0,9,1,1,0,0,2,0,0,0,1793,5,6,"Dublin : printed for Luke White, 1793.",Dublin,577,male,1709,1784,TRUE,"Of theprobable and the marvellous , two parts of.; a vulgar, epic poem , which immerge the critic in .deep.confiiderationri the Paradie Los? requires little to be said. it'.cohtains.tlhe history of a miracle, of Creation and Redemption; it .displays the, power: and the mercy of the Supreme Being.; the. probabley"
0478500102_000002,"The whole critical works of Monsieur Rapin, in two volumes. ... Newly translated into English by several hands.",René Rapin,53,3,3,4,0,0,1,4,8,0,0,1,0,1,0,2,0,3,3,0,5,0,0,1,0,0,6,4,0,2,1,0,1,0,0,1706,2,2,"London : printed for H. Bonwicke. T. Goodwin, M. Wotton, B. Tooke. S. Manship, 1706.",London,533,male,1621,1687,FALSE,"A Preacher ver unfit to reprove the Faults of others, if he does not correct his own. XXXII Saoced Eloguence ought to fuipport itself by Simplicity and gdbd Sense, wirhoutt too m: uch ftudled Artifice. XXXIII The t; re Elogqience of the Pulpit is to insinuate the same Thought by"
0314900102_000072,"The poems of Ossian. Translated by James Macpherson, Esq. In two volumes. ...",James Macpherson,36,2,0,2,0,3,0,2,2,0,3,0,0,1,2,0,0,2,0,0,3,0,1,1,0,0,3,0,2,1,1,3,0,2,0,1796,2,2,"London : printed for A. Strahan and T. Cadell: and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell), 1796.",London,384,male,1736,1796,TRUE,"nature . - Art, nitura potentior omni. - Eft Deus in nobis, agitante calefcimus illo. It is necessary here to observe, that the beauties of Ossian's writings cannot be felt by those who have given them only a single or a hasty perusal. His manner is so different from that"
0097400202_000110,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,42,0,0,3,1,0,0,3,7,2,1,0,1,3,0,3,3,1,0,1,5,0,0,0,1,0,3,1,0,0,0,1,0,2,0,1779,2,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,422,male,1694,1778,TRUE,"happily that mixture of the purity of our language , with the obsolete dialet spoken above two hundred years before, did not long maintain its ground. Some of his epistles are still imitations of Boileau, and are not composed of notions sufficiently clear, nor of acknowledged truths: truth only is"
