PassageID,Title,Author,Total termFreq,termFreq(adjoin),termFreq(amus),termFreq(appear),termFreq(art),termFreq(bank),termFreq(beauti),termFreq(beautifulli),termFreq(bend),termFreq(broken),termFreq(build),termFreq(canva),termFreq(cascad),termFreq(catch),termFreq(chiefli),termFreq(colour),termFreq(confid),termFreq(cours),termFreq(cover),termFreq(degre),termFreq(eleg),termFreq(examin),termFreq(exquisit),termFreq(ey),termFreq(fall),termFreq(feet),termFreq(fide),termFreq(fine),termFreq(follow),termFreq(form),termFreq(gener),termFreq(genuin),termFreq(give),termFreq(grandeur),termFreq(hang),termFreq(hill),termFreq(hollow),termFreq(idea),termFreq(landscap),termFreq(littl),termFreq(magnific),termFreq(mention),termFreq(natur),termFreq(nobl),termFreq(object),termFreq(open),termFreq(overhung),termFreq(paint),termFreq(painter),termFreq(part),termFreq(peculiar),termFreq(pictur),termFreq(picturesqu),termFreq(produc),termFreq(rang),termFreq(retir),termFreq(river),termFreq(rock),termFreq(romant),termFreq(rule),termFreq(scene),termFreq(seat),termFreq(spot),termFreq(sublim),termFreq(surround),termFreq(travel),termFreq(tree),termFreq(vari),termFreq(varieti),termFreq(view),termFreq(walk),termFreq(water),termFreq(white),termFreq(wind),termFreq(wood),termFreq(woodi),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0894800501_000041,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. Third edition. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New Forest, Near Lymington.",William Gilpin,86,0,0,5,0,0,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2,2,0,2,2,1,1,0,4,0,4,0,1,1,0,1,0,0,0,0,4,2,0,1,0,1,0,3,4,5,0,3,0,2,0,0,4,1,1,1,9,0,1,0,2,1,0,1792,1,2,"London : printed for R. Blamire, Strand, 1792.",London,291,male,1724,1804,TRUE,"and had seen every part of this country, singled out the scenery of this lake for it's peculiar beauty . And unquestionably it is, in many places, both beautiful , and romantic ; particularly along it's eastern, and southern shores: but to give it preeminence may be paying it perhaps"
1510500201_000012,"A descriptive account of a part of the island of Jamaica: with remarks upon the cultivation of the sugar-cane, throughout the different seasons of the year, and chiefly considered in a picturesque point of view; also observations and reflections upon what would probably be the consequences of an abolition of the slave-trade, and of the emancipation of the slaves. By William Beckford, Esq. author of Remarks on the situation of Negroes in Jamaica. In two volumes.","Beckford, William",67,0,0,3,0,1,6,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,2,2,0,1,0,0,2,0,1,2,1,2,0,3,0,3,0,0,0,3,3,0,0,2,1,0,0,3,1,2,0,3,0,0,1,1,0,4,0,4,1,0,0,0,1,0,1,1790,1,2,"London : printed for T. and J. Egerton, Whitehall, M,DCC,XC. [1790]",London,470,unknown,,,FALSE,"management of Negroes, than the revision and amendment of those laws in Jamaica which pressed so much upon their bodily feelings, and mental afflitions: and it would have refleaed more honour upon those who live so much in the community of slaves, if those alterations had been the spontaneous effects"
0655500400_000014,"Three successive tours in the north of England, and great part of Scotland. Interspersed with descriptions of the scenes they presented, and occasional observations on the state of society, and the Manners and Customs of the People. By Henry Skrine, Esq. of Warley in Somersetshire.",Henry Skrine,83,0,0,1,0,1,5,1,0,1,1,0,2,0,0,0,0,1,2,0,0,0,0,2,2,0,0,2,0,2,0,0,0,1,0,8,1,0,1,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,2,0,2,8,1,0,4,1,0,0,4,2,0,0,1,5,2,4,0,0,7,0,1795,1,1,"London : printed by W. Bulmer and Co., and sold by P. Elmsly, Strand, 1795.",London,197,male,1755,1803,FALSE,"roar it creates. The road from hence soon began to grow mountainous, and abounded with all the spectacles peculiar to that kind of country, among which a prodigious variety of torrents, tearing their way in every direction down the hills on each side, were not the least admirable. The first"
0085100302_000066,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,106,0,0,3,0,2,3,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,3,1,0,4,4,1,2,0,0,0,0,1,4,1,0,1,0,2,4,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,10,10,0,0,0,1,8,0,2,5,3,4,0,5,8,0,1769,2,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,381,unknown,,,FALSE,"a dark seat of which, in allusion to the rural scene before it, hade of poplars. The houle appears in the centre of a has the following lines from Virgil: large swelling lawn, bullied with trees and thicket. The pleasing variety of easy swells and hollows bounded -- - Hic"
0497400600_000009,"New description of Blenheim, the seat of his Grace the Duke of Marlborough. Containing a full and accurate account of the paintings, tapestry, and furniture; a picturesque tour of the gardens and park; and every other circumstance connected with the subject, that can afford either information or entertainment. A new and improved edition. Embellished with an elegant plan of the park, &c.",William Fordyce Mavor,78,0,0,3,0,2,3,0,1,0,1,0,2,1,0,0,0,1,1,0,2,0,0,2,2,1,1,1,0,2,0,0,1,0,0,2,0,0,1,2,0,1,1,1,1,4,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,0,3,0,2,0,12,0,0,2,3,3,2,1,3,0,1793,1,1,"London : printed for T. Cadell, in the Strand; E. Newbery, St. Paul's Church Yard; and Jackson, Fletcher and Cooke, Oxford, MDCCXCIII. [1793].",London,140,male,1758,1837,FALSE,"their aged arms display, And quivering fan beams shed a partial day; Long vistas hooting from the wondering eyes , And bloom perennial pour unnnmber'd dyes! See flower crowned FLORA spread her lucid train, And give to BEAU T Y all the smiling plain; While sylvan PAN, amid the shady"
0138400400_000027,"A guide from Glasgow, to some of the most remarkable Scenes in the Highlands of Scotland, and to the falls of the Clyde. By James M`nayr.","M'Nayr, James",75,0,0,2,0,2,3,0,1,1,2,0,2,0,0,0,0,2,0,0,0,0,1,0,8,5,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,5,5,1,0,2,2,2,1,4,1,3,0,0,2,1,1,0,1,4,0,1797,1,1,"Glasgow : printed in the Courier Office, 1797.",Glasgow,253,male,1757,1808,FALSE,"were brown and bare, Nor tree , nor shrub, save broom, swas three, Or brambles wild or withered frn, And hre and there a prickly thorn; But now with verdure bright., they shine. The glens adorned ith lusty pir., And spreading oaks, northwest form . ssume; while orchards breathe their"
0440500400_000045,"Observations on modern gardening, illustrated by descriptions. To which are added, I. An essay on design in gardening. II. Letters describing the Lake of Killarney, and Mucruss Gardens: by William Ockenden, Esq; late Member for Great Marlow.","Whately, Thomas",84,0,0,3,0,2,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,5,2,0,0,0,0,1,2,3,4,0,1,0,1,0,0,2,2,1,3,2,0,0,2,0,0,0,1,1,2,1,0,1,0,3,0,4,0,1,0,4,0,2,4,6,2,0,2,7,0,1770,1,1,"Dublin : printed by John Exshaw, in Dame-Street, MDCCLXX. [1770].",Dublin,334,male,,,FALSE,"quite across the view , and displays all its extent, and all its varieties . A broad river , issuing from the lake, passes under a bridge of five arches near the outlet, then directs its course towards the wcod, and flows underneath it. On the fide of the hill"
0620300300_000003,"Description of Nuneham-Courtenay, in the county of Oxford.",,78,2,0,0,1,2,1,1,2,1,2,0,0,1,1,1,0,0,1,0,0,0,0,2,2,0,1,0,2,6,1,0,1,0,0,1,1,0,0,0,0,2,4,0,1,1,0,2,1,3,1,0,1,0,1,0,3,0,0,0,1,0,1,0,0,0,7,0,2,6,2,1,1,0,4,0,1797,1,1,"[Oxford?] : [s.n.], MDCCXCVII. [1797].",Oxford,67,unknown,,,FALSE,"raise, Near to the oak where Whitehead oft reclined, Where all that nature robed by art displays, With chamns congenial, foeth'd his poliih'd mind. Let Faihioa' votaries let the"" sons of fire"" The genius of that modest Bard despise, Who bade discretion regulate his lyre, Studious to please, but scorning"
0807900202_000061,"The works in verse and prose, of William Shenstone, Esq; most of which were never before printed. In two volumes, with decorations. ...",William Shenstone,94,1,0,2,0,1,3,0,0,1,1,0,4,0,1,0,0,0,1,0,0,0,0,2,0,0,4,2,0,1,0,0,2,0,1,3,2,3,0,1,2,4,1,3,0,0,0,1,0,3,0,0,0,0,0,1,0,0,2,0,10,8,1,0,0,0,6,1,3,2,1,1,0,3,5,0,1764,2,2,"London : printed for R. and J. Dodsley in Pall-Mall, MDCCLXIV. [1764].",London,389,male,1714,1763,TRUE,"HENCE we proceed to the (N 31) rustic building before mentioned , a slight and unexpen five edifice, formed of rough unhewn stone, com rnonly called here the Temple of Pan; having a trophy of the Tibia and Syrinx, and this inscription over the entrance, Pan primus calamos cera conjungere"
0497800400_000011,"A guide to the lakes, in Cumberland, Westmorland, and Lancashire. By the author of The antiquities of Furness.","West, Thomas",71,0,0,2,0,2,1,1,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,1,2,3,5,0,0,0,0,1,0,3,4,0,0,2,0,1,1,0,2,0,2,0,1,0,1,1,1,1,0,0,0,1,1,0,0,2,1,0,0,1,1,1,1,1,5,0,1,1,0,9,0,1796,1,1,"London : printed for W. Richardson, under the royal exchange; J. Robson, and W. Clarke, New Bond Street; and W. Pennington, Kendal, 1796.",London,334,male,,,FALSE,"Fleming's ae count of that family has it, M. S. L A. 132 The head of the Harrington family, Sir John Harrington, in the reign of Edward I. was of Aldingham, and lived at gleafton catle, in Fur: : : and died in an advanced age, in 1347; and is"
0495200201_000013,"A descriptive account of the island of Jamaica: with remarks upon the cultivation of the sugar-cane, ... also observations and reflections upon what would probably be the consequences of an abolition of the slave-trade, and of the emancipation of the slaves. By William Beckford, Esq. ... In two volumes. ...","Beckford, William",73,0,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,0,0,0,2,1,0,2,1,0,2,0,2,0,1,0,1,1,0,0,0,5,1,0,1,0,0,0,2,3,4,0,6,0,0,2,3,1,1,3,5,3,1,0,0,2,1,0,1790,1,2,"London : printed for T. and J. Egerton, 1790.",London,469,unknown,,,FALSE,"venture to imitate; and yet uncommon objects are equally subjects of common expression. The moon lights in Jamaica are particularly brilliant; but as it is reckoned VOL. I. C per. ( i8) pernicious to be exposed to the dews with which they are attended, there are but few people who"
0593000100_000127,"A journey made in the summer of 1794, through Holland and the western frontier of Germany, with a return down the Rhine: to which are added Observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland. By Ann Radcliffe.",Ann Radcliffe,79,0,0,3,1,6,2,1,1,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,3,2,1,1,3,0,1,0,1,3,0,0,1,3,0,0,1,0,1,2,0,0,0,1,0,0,0,0,2,0,1,0,2,0,3,1,0,2,0,0,2,1,0,1,0,7,2,2,9,0,1795,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCV. [1795].",London,508,female,1764,1823,TRUE,"little else than walls of rocky fells, starting from its margin. Continuing on the precipice, at some height from the shore, the road brought us, after three miles, to the poor village of Wythburn, and soon after to the foot of Dunmail Rays, which, though a considerable ascent, forms the"
0084902000_000008,A tour of the river Wye and its vicinity. Enriched with two engravings.,,81,0,0,5,0,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,1,0,1,0,0,5,0,1,2,1,1,4,0,0,1,3,0,0,4,1,1,0,0,0,0,3,0,0,1,3,0,0,7,7,0,0,5,1,1,2,0,0,0,1,1,2,0,4,0,0,2,1,1798,1,1,"London : printed for G. Sael, No. 192, Strand; and sold by Mrs. Poole and Son, Chester, [1798].",London,117,unknown,,,FALSE,"has been said, that "" nature is ""always great in design : "" in this place, he may be said to colour from the harmony of the whole. We ascended the hill , to contemplate the scene , and survey the savages of time. The creeping ivy, as though it"
0645400200_000013,"New description of Blenheim, the seat of his Grace the Duke of Marlborough: containing a full and accurate account of the paintings, tapestry and furniture; a picturesque tour of the gardens and park; and a General Description of the China Gallery, &c. With a preliminary essay on landscape gardening.",William Fordyce Mavor,80,0,0,3,0,2,3,0,1,0,1,0,2,1,0,0,0,1,1,0,1,0,0,3,2,1,0,1,0,2,0,0,0,0,0,4,0,0,2,3,0,1,1,1,2,4,0,0,0,0,0,2,0,0,2,0,2,0,0,0,4,1,2,0,0,0,10,0,0,3,3,2,1,1,3,1,1800,1,1,"London : printed by J. Crowder, Warwick-Square, for Cadell and Davis, strand; and E. Newbery, St. Paul's Church-Yard: and sold by all booksellers in town and country, 1800.",London,154,male,1758,1837,FALSE,"through the grove: but to proceed in the regular tour, we take that near the southeast angle; and, after being embosomed in trees for a few paces, the scene opens to the left, but soon shuts with aggravated gloom. the trees become so thick and umbrageous, that the meridian sun"
0076400500_000020,"A guide to the lakes, in Cumberland, Westmorland, and Lancashire. By the author of The antiquities of Furness.","West, Thomas",91,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,1,5,1,5,1,0,0,0,0,0,0,2,2,2,0,0,9,0,0,1,3,0,2,0,1,1,2,0,0,1,1,0,0,3,8,1,0,6,0,0,0,1,3,4,1,0,5,0,8,1,1,2,0,1780,1,1,"London : printed for Richardson and Urquhart, under the Royal Exchange; J. Robson, New Bond Street; and W. Pennington, Kendal, 1780.",London,300,male,,,FALSE,"it join the Rothay .below Amblefide.. The parts of this catarat are noble . The deep dark hue of the rocks In the gloomy bom of a narrow glen, just visible by day, and the foaming water tinged with a hue of green caught from the trees and shrubs that."
0671700800_000028,"A companion to the watering and bathing places of England. containing their amusements, curiosities, antiquities, seats in their vicinities, chief inns, and distances from London. To which are added, a medical analysis of their mineral waters; observations on the air, &c. and a dissertation On the external and internal Use of Sea-Water, and Warm and Cold Bathing; pointing out the diseases in which the marinf fluid is admissible and efficacious.",,75,0,0,3,1,1,4,1,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,1,0,4,4,2,0,1,1,0,3,1,1,2,0,1,0,1,3,0,1,1,3,0,0,0,0,1,0,0,0,1,0,0,2,5,1,0,2,2,0,1,0,0,1,0,1,1,2,3,0,2,4,0,1800,1,1,"London : printed by D. Brewman, Old Bailey; for H. D. Symonds, Paternoster Row, 1800.",London,197,unknown,,,FALSE,"Dale is seen, in two different ways, in all its beauty , L 3 Four Fourteen miles from Matlock is the seat of the ancient Curzon family, called Kedlelton. Lord Scarsdale built the present elegant stone erection in i761-an object of much admiration. The Inn at Kedlefton is much attended,"
1040100202_000002,"Observations relative chiefly to picturesque beauty, made in the year 1776, on several parts of Great Britain; particularly the High-Lands of Scotland. ... . By William Gilpin, A.M. Prebendary of Salisbury; and Vicar of Boldre in New-Forest, near Lymington.",William Gilpin,78,0,0,2,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,2,1,0,9,3,0,2,1,0,1,0,2,5,0,1,0,3,0,1,0,0,0,2,4,2,2,1,0,1,0,1,1,0,3,4,1,0,1,0,2,1,3,3,0,0,0,0,1,1,0,1789,2,2,"London : printed for R. Blamire, Strand, M.DCC.LXXXIX. [1789].",London,225,male,1724,1804,TRUE,"reflux of it's tides; but flows boldly up the countryt, winds round vast Jfretches cf hills , and mountains; and makes deep inroads into the land, as if it were it's natural channel. There cannot be a better comment upon this pasage, than the western coast of Scotland; which may"
1211000200_000039,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",99,0,0,4,1,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,4,2,0,0,2,0,0,0,2,1,1,2,1,5,0,1,0,0,2,6,0,0,0,3,1,0,0,0,1,1,1,0,1,0,6,2,3,0,0,0,12,0,2,5,1,6,0,2,7,0,1771,1,1,"London : printed for T. Payne, at the Mews-Gate, MDCCLXXI. [1771].",London,268,male,,,FALSE,"when it appears again; and gliding then between little groups of trees , loses itself at lass in a piece of water just below. The end of this sequestered spot opens to a pretty landikip, which is very irm ple;  for the parts are but few, and all the"
0593000100_000128,"A journey made in the summer of 1794, through Holland and the western frontier of Germany, with a return down the Rhine: to which are added Observations during a tour to the lakes of Lancashire, Westmoreland, and Cumberland. By Ann Radcliffe.",Ann Radcliffe,77,0,0,3,0,2,1,1,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,1,2,4,0,1,2,0,1,2,0,6,0,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,0,4,0,0,5,1,1,0,2,0,1,1,0,4,0,5,2,2,5,1,1795,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCV. [1795].",London,508,female,1764,1823,TRUE,"infig, nificance, when they are seen over the wide channel of the lake; they are neither large enough to be grand, or wooded enough to be beautiful . To the north, or head of Windermere, however, the tameness of its general character disappears, and the scene soars into grandeur ."
0972400700_000056,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",79,0,1,3,1,1,6,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,2,0,3,0,0,1,2,0,0,0,0,2,1,4,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,2,1,3,3,1,0,7,1,4,0,1,0,1,0,1,2,3,0,0,3,5,0,1770,1,1,"Dublin : printed for James Williams, at No. 5, in Skinner-Row, M,DCC,LXX. [1770].",Dublin,239,male,,,FALSE,"important to a riding, that buildings muff sometimes be ereaed for that purpose only; but they should be such as by an a&tual effe&c adorn or dignify the scene ; not those little flight deceptions which are too well known to succeed, and have no merit if they fail; for"
0152201000_000083,"Ambulator: or, a pocket companion in a tour round London, within the circuit of twenty five miles: describing whatever is most remarkable for antiquity, grandeur, elegance, or rural beauty: Including New Catalogues of Pictures; and Illustrated by Historical and Biographical Observations: To which are Prefixed Concise Description of the Metropolis, and a Map of the Country Described.",,93,0,0,4,1,3,2,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,3,0,0,3,1,0,1,1,5,8,0,0,2,3,0,0,2,0,0,4,1,0,0,2,0,0,0,1,0,3,4,0,1,0,3,3,2,0,0,0,3,0,3,3,1,4,0,2,7,0,1796,1,1,"London : printed for J. Scatcherd, Ave Maria Lane, [1796].",London,334,unknown,,,FALSE,"whole does the highest credit to the taste and skill of the architect, Mr. John Plaw. Although Paddington is now contiguous to the metropolis, there are many rural spots in the parish, which appear as retired as if at a distance of many miles. From this place acanal is making,"
0606300300_000015,"A guide to the lakes, in Cumberland, Westmorland, and Lancashire. By the author of The antiquities of Furness.","West, Thomas",78,0,0,0,1,1,4,1,1,0,0,0,0,1,0,0,0,1,1,0,2,0,0,3,0,1,4,2,1,0,0,0,1,0,3,3,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,6,0,0,2,2,0,1,2,0,3,0,3,5,0,5,2,1,7,0,1799,1,1,"London : printed for W. J. and J. Richardson, Cornhill; J Robson, and W. Clarke, New Bond Street; and W. Pennington, Kendal, 1799.",London,325,male,,,FALSE,"fr: ai! peninsula rushes into the lake on the left, crowned with a finale tree , enter the grove, and pass a gate, and bridge that crosses a finall rivulet. lo ok for a fragment of dark co lourc2 rock on the margin of the : ater, and near II"
0510500200_000044,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",94,0,0,4,1,3,3,0,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,5,3,0,2,1,0,1,1,4,6,0,0,0,3,0,0,2,1,0,6,1,0,0,2,0,0,0,0,0,2,4,0,1,0,3,1,2,0,0,0,4,2,3,3,1,3,0,2,7,0,1770,1,1,"London : printed for T. Payne, at the Mews-Gate, MDCCLXX. [1770].",London,264,male,,,FALSE,"by the Mole. Large valleys descending in different direcions towards the river , break the brow into separate eminences; and the gardens are extended along the edge, in a semicircular form , between the winding river which describes their outward boundary, and the park which fills up the cavity of"
0843500200_000051,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",84,0,0,4,1,1,4,0,0,2,3,0,1,0,1,0,0,0,0,0,4,0,0,1,1,0,4,0,0,1,1,0,1,0,0,2,3,2,0,2,1,0,0,2,2,5,0,0,0,3,0,1,1,0,0,2,0,0,0,0,6,0,2,0,0,0,3,1,1,5,1,5,0,1,3,0,1777,1,1,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVII. [1777].",London,268,male,,,FALSE,"of view which is also a beautiful spot , yet if in such a garden they hold be wanting, the elegant , picturesque , and various scenes within itself, almost supply the deficiency. This is the character of the gardens at Stow: for there the views in the country are"
0180700301_000040,"Observations, relative chiefly to picturesque beauty, made in the year 1772, on several parts of England; particularly the mountains, and lakes of Cumberland, and Westmoreland. ... . By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre, in New-Forest, Near Lymington.",William Gilpin,86,0,0,5,0,0,6,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,2,0,0,3,2,0,2,2,1,1,0,5,0,4,0,1,1,0,2,0,0,0,0,4,1,0,3,0,1,0,3,4,4,0,3,0,0,0,0,2,1,1,1,9,0,1,0,2,1,0,1786,1,2,"London : printed for R. Blamire, Strand, M.DCC.LXXXVI. [1786].",London,290,male,1724,1804,TRUE,"happier illustration. Nothing conveys an idea of beauty more strongly, than the lake; nor of horror, than the mountains; and the former lying in the lap of the latter, expresses in a strong manner the mode of their combination. The late Dr. Brown, who was a man of taste, and"
0843500200_000019,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",81,0,0,4,0,3,1,0,2,1,4,0,1,0,1,0,0,2,1,0,2,0,0,0,1,0,3,1,0,2,1,0,1,0,1,1,2,0,1,2,1,0,1,2,2,1,0,0,0,2,1,0,1,0,0,0,7,0,0,0,4,0,1,0,0,0,4,0,2,3,0,6,0,1,4,0,1777,1,1,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVII. [1777].",London,268,male,,,FALSE,"magnificence , in ome where elegance . [ 76 31- elegance chiefly prevails, a bridge with a co lonade, or otler ornamental fru&ure upon it, is charaaerifticall y proper'; and it has a peculiarity , which recommends it to manyfituations. The colonade is alone a perseet independent objet, which may"
1266200401_000075,"A tour in Ireland: with general observations on the present state of that kingdom. Made in the years 1776, 1777, and 1778. and brought down to the end of 1779. By Arthur Young, Esq; F. R. S. Honorary Member of the Societies of Dublin, York and Manchester; the Oeconomical Society of Berne; the Palatine Academy of Agriculture, at Manheim, and the Physical Society at Zurich.",Arthur Young,122,0,0,1,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3,0,7,2,0,5,0,1,7,0,0,2,4,1,0,1,3,1,4,0,0,0,2,0,0,0,0,2,0,1,4,0,0,5,0,2,1,1,0,6,0,4,8,0,8,0,0,17,2,1780,1,2,"Dublin : printed by George Bonham, for Messrs. Whitestone, Sleater, Sheppard, Williams, Burnet, Wilson, Jenkin, Wogan, Vallance, White, Beatty, Byrn, and Burton, M.DCC.LXXX. [1780].",Dublin,464,male,1741,1820,TRUE,"turn to the left, about o20 yards to the edge of the hill , where the whole domain lies beneath the point of view . It is a promontory, three miles long, proieaing into the lake, a beautiful aembiage of wood and lawn, one end a thick hade, the other"
0661000300_000045,"Observations on modern gardening, illustrated by descriptions.","Whately, Thomas",81,0,0,4,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,0,2,0,0,4,2,0,0,0,0,0,1,2,3,0,1,1,2,0,0,2,2,3,7,1,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,2,0,1,0,4,0,0,3,6,3,0,2,7,0,1770,1,1,"London : printed for T. Payne, at the Mews-Gate, MDCCLXX. [1770].",London,264,male,,,FALSE,"and almost level, and touches the very margin of the water ; the wood which secludes all view into the country, is composed of the most elegant trees , [ 189 ] trees , full of the lightest greens, and bordered with ihrubs and with flowers.; and though the place"
0170300301_000028,"Observations, relative chiefly to picturesque beauty, made in the year 1776, on several parts of Great Britain; particularly the High-Lands of Scotland. ... . By William Gilpin, A. M. Prebendary of Salisbury; and Vicar of Boldre in New-Forest, Near Lymington.",William Gilpin,81,0,1,7,0,0,2,0,0,0,0,2,1,0,1,6,0,2,0,2,0,2,0,7,2,0,1,1,0,4,1,0,0,1,0,1,0,1,3,2,0,0,6,1,5,1,0,1,1,0,0,0,2,0,1,2,2,0,0,0,2,1,1,0,0,2,0,0,2,0,1,0,0,0,0,0,1789,1,2,"London : printed for R. Blamire, Strand, M.DCC.LXXXIX. [1789].",London,253,male,1724,1804,TRUE,"of the spruce kind, which we thought the most picturesque , we had ever fen. They were indeed a stately progeny of pines; With all their flating foliage richly robed. If Dunkeld appeared more the retired seat pleasure; blair caftle, especially in it's ancient form , was more the residence"
0097500502_000060,"The works, in verse and prose, of William Shenstone Esq; in three volumes. With decorations. ...",William Shenstone,105,0,0,3,0,1,3,0,1,1,1,0,1,0,0,0,0,0,2,0,1,0,0,3,2,0,6,2,2,2,0,0,1,0,2,5,0,0,1,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,7,0,0,1,1,9,1,0,2,6,8,2,5,7,0,1791,2,3,"London : printed for J. Dodsley in Pall-Mall, 1791.",London,345,male,1714,1763,TRUE,"(No 26) Walk , and proceed immediately to a seat where the water is seen very advantageously at full length; which though not large, is so agreeably shaped, and has it's bounds so well concealed, that the beholder may receive less pleasure from many lakes of greater extent. The margin"
0603500200_000009,"Observations on the River Wye, and several parts of South Wales, &c. relative chiefly to picturesque beauty; made in the summer of the year 1770, second edition. By William Gilpin, M. A. Prebendary of Salisbury; and Vicar of Boldre in New Forest, near Lymington.",William Gilpin,78,0,1,2,2,3,2,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,1,1,0,3,0,1,3,1,0,1,1,1,3,0,0,2,1,1,1,2,0,1,0,0,1,1,1,2,0,0,1,0,0,4,4,0,0,8,0,0,0,0,0,0,1,0,5,0,4,0,0,1,5,1789,1,1,"London : printed for R. Blamire, in the Strand, M.DCC.LXXXIX. [1789].",London,180,male,1724,1804,TRUE,"forms the fide fcreen on the left; and is the grand feature of the view . It is not a broad, fractured face of rock ; but rather a woody hill , from which large projections, in two or three places, burit out; rudely hung with twifling branches, and shaggy"
