PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(bridg),termFreq(cafe),termFreq(caus),termFreq(cent),termFreq(church),termFreq(citi),termFreq(citizen),termFreq(colleg),termFreq(common),termFreq(contain),termFreq(counti),termFreq(court),termFreq(crown),termFreq(earl),termFreq(england),termFreq(equal),termFreq(exchang),termFreq(follow),termFreq(ftreet),termFreq(gener),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(king),termFreq(laid),termFreq(land),termFreq(lane),termFreq(late),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(london),termFreq(market),termFreq(mayor),termFreq(merchant),termFreq(mile),termFreq(monei),termFreq(number),termFreq(offic),termFreq(order),termFreq(oxford),termFreq(parliament),termFreq(person),termFreq(port),termFreq(pound),termFreq(price),termFreq(print),termFreq(receiv),termFreq(return),termFreq(royal),termFreq(sea),termFreq(set),termFreq(sever),termFreq(societi),termFreq(taken),termFreq(town),termFreq(ward),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0141000800_000011,"The new history, survey and description of the city and suburbs of Bristol, or complete guide, And informing and useful Companion for the Residents and Visitants of this ancient, extensive and increasing City, The Hotwells and Clifton. Being the most authentic, particular, and comprehensive Account of Bristol hitherto published. To which are added Descriptions of Towns, Seats and Curiosities in the Vicinity, and of the Cities of Bath and Wells; brief Biography of eminent Natives of Bristol; memoirs of Chatterton the Poet; And a large, elegant Copper-Plate Plan of the City, Hotwells and Clifton.","Heath, George, Rev",66,1,0,6,0,0,0,4,5,2,1,0,0,0,0,0,0,0,0,2,0,4,2,0,0,2,2,5,0,1,0,0,0,0,1,3,2,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,4,1,9,1,0,0,1794,1,1,"Bristol : printed, published and sold by W. Matthews, at No. 10, Broad-Mead near Union-Street, and sold by the booksellers of Bristol, Hotwells and Bath, 1794.",Bristol,116,unknown,,,FALSE,"two were lent to the receptacle for insane persons at the Fiflponds. 1748 The Sheds on the Back for the Corn market were finished. 175o. An earthquake in London , and felt also here. Two Ships arrived with two Whales at sea mill Dock. This trade not answering, has not"
0143600100_000035,"A new history of London, from its foundation to the present year. By question and answer. Containing, Among many other interesting Particulars, I. A curious account of the foundation, name and extent, of London and Westminster. II. History of London bridge. III. An ample account of the tower of London and its curiosities, together with the prices paid for seeing them. IV. History of the cathedral church of St. Paul, and its curiosities. V. An account of the dreadful fire of London, and the Monument. VI. History of Westminster Abbey, with a circumstantial description of the tombs, monuments, and other curiosities to be seen there; with the stated price, for seeing them. Vii. An account of the city of Westminster and its bridge. Viii. The public halls and buildings of the cities of London and Westminster. IX. The churches of London and Westminster, remarkable for their architecture. X. The hospitals and other publick charities. XI. The civil government of London, courts of justice, &c. XII. An account of the palaces, remarkable houses, prisons, societies, companies, &c. &c. &c. Being a useful Companion for Strangers and Foreigners, desirous of being acquainted with the Curiosities of this great Metropolis. Embellished with Eight elegant Copper-Plates, and a Plan of London, with the New Buildings to the present year. The second edition. By the Rev. George Reeves, M. A.","Reeves, George, Rev",104,0,0,6,0,0,0,6,5,0,0,7,4,0,2,0,0,0,0,0,2,8,1,0,10,3,1,0,0,2,0,0,0,2,4,0,1,1,0,1,0,2,1,0,1,4,0,1,0,0,0,0,0,1,0,2,0,0,0,25,1,1764,1,1,"London : printed for G. Kearsly, W. Griffin, J. Payne, W. Nicoll, and J. Johnson, [1764].",London,223,unknown,,,FALSE,"for thefe.and other purposes. Q; How are the females of them employed? A. In knitting, spinning, needlework, laundry work , iktchen business, c. to make them useful houfe fervants, in families that will take them .in. Q What is the common diet? A. It is plain and wholesome, and their"
0271500900_000632,"A new history of London, including Westminster and Southwark. To which is added, a general survey of the whole; Describing The Public Buildings, Late Improvements, &c. Illustrated with copper-plates. By John Noorthouck.",John Noorthouck,76,1,0,0,0,2,0,3,2,1,3,2,0,0,1,0,1,2,0,0,0,0,2,2,3,4,7,2,0,1,0,2,0,0,5,0,1,0,0,3,0,3,4,2,9,0,2,0,2,0,0,0,0,0,0,1,0,1,0,1,1,1773,1,1,"London : printed for R. Baldwin, No. 47, Pater-Noster Row, MDCCLXXIII. [1773].",London,1004,male,1746,1816,FALSE,"Are ordered to collet their urine for the king's salt petre works , x54. Arc fined for the killing Dr. Lamb, 156 Refuse to assist the Cih king against the Scots Covenanters, 162 Riots of, CI against the clergy, 163 Their petition to the Cl king , 164, note. Turn"
0635200502_000362,"A new and compleat survey of London. In ten parts. I. All the Publick Transactions and Memorable Events, that have happened to the Citizens, from its Foundation, to the Year 1742. II. A particular Description of the Thirteen Wards on the East of Walbrook. III. Of the Twelve Wards on the West of Walbrook. IV. A Political Account of London; Parallels between this and the most celebrated Cities of Antiquity, as well as the Modern Great Cities of Europe, Asia and Africa. V. An historical Account of the City Governments, Ecclesiastical, Civil and Military. VI. A full Account of the great and extensive Commerce of the City; and of the several Incorporations of the Arts and Mysteries of the Citizens. Vii. Of the present State of Learning in this City. Viii. History and Antiquities of Westminster; its Government, Ecclesiastical and Civil. IX. Of the several Parishes and Liberties in the County of Middlesex, within the Bill of Mortality. X. Of the Borough of Southwark, and Places contiguous in the County of Surry. In two volumes. ... . By a citizen, and native of London.","Citizen, and native of London",97,3,0,2,0,0,0,1,12,4,1,1,0,0,3,3,0,0,0,1,0,0,0,2,0,1,5,0,0,1,0,0,0,0,21,1,3,1,0,2,2,1,1,0,2,0,0,0,1,0,1,2,2,0,0,1,0,1,0,15,0,1742,2,2,"London : printed for S. Lyne, at the Globe in Newgate-Street; and J. Ilive, in Aldersgate-Street, MDCCXLII. [1742].",London,595,unknown,,,FALSE,"first begun to be erected in the Northern and Eastern Roads of this City . 1740 ori. 29 The Lord Mayor's Coach first drawn by six stately Horses. 1741 All the Aldermen below the Chair appointed Justices of the Peace, and those above to be of the Quorum. F I"
1699700105_000144,"The Town and country magazine; or Universal repository of knowledge, instruction, and entertainment. For the year ...",Thomas Chatterton,51,0,0,1,0,0,0,1,4,1,4,1,1,1,0,0,0,1,0,0,0,0,0,1,2,3,5,0,0,0,1,0,0,0,2,1,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,3,1,0,1769,5,27,"London [England] : printed for A[rchibald]. Hamilton, junr. near St. John's-Gate, [1769- ].",London,756,male,1752,1770,TRUE,"to Caverfham, so ty two milts in veined by a b.iiif, and four conna elngth, ard from Lleydon to Farting bles, but sends no members to parlia don twenty six in breadth, making a. ment. bout one hundred and thirty in circum Fairford stands on the Coln, over Ference, within"
0143900202_000047,"The world in miniature: or, the entertaining traveller. Giving an account of every thing necessary and curious; As to Situation, Customs, Manners, Genius, Temper, Diet, Diversions, Religious and other Ceremonies; Trade, Manufactures, Arts, and Sciences; Government, Policies, Laws, Buildings; Beasts, Birds, Fishes, Plants, Drugs; Cities, Mountains, Rivers, and other Curiosities, belonging to each Country. ... . With several curious and useful tables. The second edition much enlarg'd: also the addition of a new sett of cutts. By Mr. John Fransham, of Norwich.","Fransham, John",68,0,1,1,0,0,0,0,1,0,7,3,0,0,7,0,1,1,0,1,0,1,0,0,0,2,5,0,0,1,1,2,0,1,3,0,2,0,1,2,4,5,0,0,0,2,0,2,0,0,0,0,3,0,0,3,3,0,2,0,0,1741,2,2,"London : printed, and sold by John Torbuck, in Clare Court, near Drury Lane; Mess. Astley and Austen, in St. Paul's Church yard; T. Osborne, in Gray's-Inn; A. Millar, in the Strand; and J. Hodges and T. Harris, on London Bridge, 1741.",London,298,unknown,,,FALSE,"of Canterbury. In Warwick Lane is the College of p'h)ficians, a fine Building, with a spacious Court , an Amphitheatre over the Gate for anatomical Lecures, and a, good Library of Books. The Number of Physicians belonging to this College ought not to exceed eighty. Grefham college in Bij', opfgate"
0418400100_000050,"The new, complete, and universal history, description, and survey of the cities of London and Westminster, the Borough of Southwark and the parts adjacent. ... By a society of gentlemen, the whole revised, corrected, and improved, by William Thornton, ...",,64,0,0,1,0,0,1,1,8,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,5,0,2,0,1,1,1,0,5,1,5,2,1,0,1,1,1,0,0,1,1,4,3,0,3,1,1,0,0,3,0,0,1,0,0,1784,1,1,"London : printed for Alex. Hogg, 1784.",London,646,unknown,,,FALSE,"By toll railed at the city gates, and duties on the river of Thames, westward of the' bridge - 8 By tfallage, duties arising From the narkets of Wfclcheap, Grass Chirche and Wool Chirchchawe, tmid annual frottnge of the butchers of london 41 By the p[rduce of Qucenhithe - 37"
1061800700_000006,"The chester guide: or, an account of the antient and present state of that city. Containing a concise Description of its Antiquities, Fortifications, Churches, Government, Trade, Fairs, Streets, Lanes, and Rows, Charitable Foundations, Markets, Inns, Gentlemens Seats in its Environs, Remarkable Prospects, &c. Including a List of the Earls of Chester; together with the Times of going out and coming in of the Posts, Post Coaches, Machines, Waggons, Carriers, the Rates of Chairs, Carmen, &c. Likewise the Distances of the neighbouring Market Towns and Places, Gentlemens Seats, &c. To which is added, a directory: containing an alphabetical list of the clergy, merchants, tradesmen, &c. in the city and market towns in the county.",,63,0,0,0,0,0,0,0,4,1,0,1,1,1,2,0,1,1,1,4,1,0,4,0,2,5,2,0,2,0,1,1,0,0,0,1,3,1,3,0,0,2,1,0,2,1,2,5,0,0,1,0,1,0,0,3,0,1,0,0,1,1781,1,1,"Chester : printed and sold by P. Broster, in the Exchange, [1781].",Chester,142,unknown,,,FALSE,"LEG. XX W. stamped on them; some few Coins of the Emperors Hadrian; and Trajan; also Horns, and Instruments of Sacrifice. Passing through the Wfatergate, (which was the Gate formerly held by the Earls of Derby,) under the City Walls, on the right Hand is Crane Street, lately built; on"
0085100301_000078,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,58,0,0,3,0,0,0,1,7,1,1,0,1,0,1,0,0,0,0,2,1,3,1,0,2,6,0,3,0,0,2,0,0,0,5,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,1769,1,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,469,unknown,,,FALSE,"three women, who have each an allowance of two shillings and sixpence a week, and gowns once in three years. 16 A Bridewell, between wvine fireet and St. James's; and, adjoining to it, a work house , called Whitehall. 17 An old almshouse without temple gate, inhabited by fourteen poor"
1763300202_000612,"A modern, authentic and complete system of universal geography. Including all the late important discoveries made by the English, and other celebrated navigators of various nations, in the different hemispheres; ... To which is added a complete guide to geography, astronomy, ... Also, a particular description of ... the new colony formed at Port Jackson and Norfolk Island ... By the Rev. Thomas Bankes, ...","Bankes, Thomas  				 1744",65,0,1,4,0,0,0,3,3,0,2,1,0,0,3,0,0,1,4,1,0,0,1,0,1,4,3,1,0,2,1,1,0,1,8,0,1,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,1,0,2,1797,2,2,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York: and by all other booksellers in England, Scotland, and Ireland, [1797?]",London,586,unknown,,,FALSE,"river at a place where it is 1, 223 feet broad, which is above 300 feet broader than at London bridge . On each fide is a fine balluffrade of stone, with places of shelter from the rain. This magnificent ftruaure was begun in 1738, and finished in 1750 blackfriars"
0141300200_000012,"Geography epitomiz'd: or, the London gazetteer. Being a geographical and historical treatise of Europe, Asia, Africa, and America. Wherein the several Empires, Kingdoms, Principalities, States, Provinces, Islands, Counties, Bishopricks, and chief Cities of the whole World are particularly Describ'd; Their Extents, Situations, &c. Together with a concise Account of the Inhabitants, their Behaviour, Manners, Politicks, Religion, &c. The Rivers of Note, Productions of Soil, Rarities of Nature, and Riches of the respective Countries: Likewise the Crown-Revenues, Ways of Government, Forces, Antiquity, &c. of every State: With a particular Description of King George's Dominions in Germany. To which are added, an introduction to geography, and Knowledge of the Globe, and Three Tables. The First of Distances from London, to the most considerable Cities and Market-Towns in England and Wales, Answering to a Map of Roads; The Second of all the Cities and Towns in Great-Britain; and the Third of Foreign Towns.",G. J.,99,0,0,1,0,0,0,5,10,0,1,0,9,7,3,1,0,3,0,1,0,0,0,0,1,7,11,0,3,1,0,1,0,0,2,6,1,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,13,1,1,1718,1,1,"London : printed for Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard; Jer. Batley and Tho. Warner in Pater-Noster-Row; and J. Sackfield in Lincolns Inn Square, 1718.",London,277,unknown,,,FALSE,"aifies, and contains in length 57 Miles and i breadth 31, computed to be 1, 150ooo Acres 0o Land , and has about 4o, coo Houses . LEICESTERSHIRE, bounded dn the Eafl wit] lincoln/hire, North with Nottinghamnhire, Wei with l'iarruick, and South with Northaus, pion/iire. - It is famous for"
0436000100_000605,"A display of heraldry. By John Guillim, Pursuivant at Arms. The sixth edition. Improv'd with large additions of many hundred coats of arms, under their respective Bearings, with good Authorities from the Ashmolean Library, Sir George Mackenzie, &c. With his tract of precedency, containing all his rules, observations, Arguments, and chief Instances. To which is added, A treatise of honour military and civil, According to the Laws and Customs of England. By Capt. John Logan. Illustrated with the arms, crests. , Supporters, and Motto's of the royal family, and nobility: The Arms of the Sees of the English Bishops, and several of the Gentry. Together With the proper Habits of the different Degrees of the Nobility of England, and the Emblems of the chief Orders of Knighthood in Europe; all fairly engraven on Copper Plates. Also an exact list of the baronets, from their first Creation to this present Time; and most of their Arms Blazon'd. With an Account of the Customs, Government, and Privileges of the City of London, the other Cities of England, and Shire-Towns of each County, and their Arms. Likewise a supplement of scarce tracts relating to the office of arms, taken from Authentick Copies. and A dictionary, explaining the several terms used by heralds, in English, Latin and French. With proper tables to the whole.",John Guillim,86,0,0,0,0,0,0,1,10,5,1,5,1,0,17,0,1,1,1,1,0,0,0,2,1,3,5,1,2,0,0,3,0,1,0,1,8,0,0,2,0,2,0,0,1,0,2,0,0,0,0,1,1,0,1,2,0,0,0,3,0,1724,1,1,"London : printed by T. W. for R. and J. Bonwicke and R. Wilkin, in St. Paul's Church-Yard. And J. Walthoe and Tho. Ward, in the Temple, MDCCXXIV. [1724].",London,929,male,1565,1621,FALSE,"and other Churches for Divine Service; its Inns of Court and Chaincery; its Royal Exchange built by Sir Thl om Grrbanm; A 2  its I. _ its Culitor houfe; its Tower, which. contains a p.ilace, a Prison, Mint, Armoury, wa(liobe, and Artillery; its gild hiali, where the Lord Mayor"
0085700100_000052,"The present state of Great Britain, and Ireland, Being A Complete Treatise of Their several Inhabitants; their Religion, Policy, Manufactures, Customs, Government and Commerce. Of the Britons Original: Their Sciences, and Arts; Nobility and People, and Strength by Sea and Land. With a large Description of London; and a curious Abstract of each King's Reign from Ecbert, to the End of George I. Also His Majesty's German dominions, and genealogy of his family. The whole consisting of four parts. To which are added lists of all the offices in England, Scotland, and Ireland; with their whole Establishment, Civil, Military and Ecclesiastical. Done in a New Method, Regular, Copious, and Correct. The eleventh edition. Begun by Mr Miege; and now greatly improved, revised and completed to the present time, by Mr. Bolton.",Guy Miège,72,3,0,0,1,1,1,0,1,0,13,4,0,0,8,0,0,1,0,1,0,0,0,1,1,3,1,0,0,2,0,3,0,0,3,0,1,0,1,1,3,0,2,1,3,1,0,0,1,0,1,0,2,0,0,2,4,1,0,0,0,1748,1,1,"London : printed for J. Brotherton, G. Strahan, R. Ware, J. Clarke, C. Hitch, and J. Hodges, MDCCLIVIII. MDCCLIVIII [1748].",London,719,male,1644,1718,FALSE,"The The beca'irr, or Sni. s, are commonly of the longest tland ing in the houfc, to whom the Govenment thereof iscommit ted. Out of which Number , a t eafurer is chosen yearly, who receives , diiburfes, and accounts for all Moneys belonging to the houe, and is chiefly"
1242500300_000001,"The london directory for the year 1768. Containing an alphabetical list of the names and places of abode of the merchants and principal traders of the cities of London and Westminster, the Borough of Southwark, and their Environs, with the Number affixed to each House. Also A List of the Lord Mayor and Court of Aldermen of the City of London, with the Wards over which they preside. To which is added, A Correct List of the Inns from which the several Stages and Waggons set out, with the particular Days and Hours of the Day, and Fares paid by Passengers. Illustrated with a large map of London.",,75,2,0,1,0,0,0,0,5,0,1,1,1,0,7,0,0,0,0,0,3,4,0,0,1,4,0,0,0,8,0,0,0,0,6,0,3,7,0,0,2,1,2,0,0,1,0,0,1,1,1,0,1,1,3,2,0,1,2,2,0,1768,1,1,"London : printed for J. Payne, No. 54, Paternoster-Row, [1768].",London,122,unknown,,,FALSE,"/ . - , vt HE LONDON DIRECTORY For the YEAR 1768 CONTAINING An ALPHABETICAL LIST OF THE NAMES and PLACES OF ABODE of the MERCHANTS and PRINCIPAL TRADERS of the Cities of LONDON and WESTMINSTER, the Borough of SOUTHWARK, and their Environs, with the Number affixed to each House"
0082504200_000001,"The beauties of the royal palaces: or, a pocket companion to Windsor, Kensington, Kew, and Hampton Court. Also, a compendious gazetteer, of the towns, villages, villas, and remarkable places, within sixteen miles of Windsor. Describing Whatever is most Remarkable for Antiquity, Grandeur, or Rural Beauty; With Historical and Biographical Remarks. Illustrated with a map. To which are added, Short Sketches of the Lives of the most eminent painters; likewise, select descriptive poems.",,61,3,0,0,1,0,0,1,0,0,1,0,1,1,3,0,1,0,0,0,0,2,1,2,1,0,2,0,0,2,2,1,0,0,1,0,3,0,3,0,0,1,4,0,1,0,0,0,3,1,0,0,5,0,0,1,0,0,10,2,1,1798,1,1,"Windsor : printed and sold by C. Knight, Castle-Street, [1798].",Windsor,328,unknown,,,FALSE,"<< ,, <?.. w jwv a ciby r.. putusw^v.9, southeast, by hie aot.st~rs.wii y. - I: : ;;;;; .51i : S: si.ss 1.: .TI.. ·- I __ I 9- -- --; ` _; _- : recru: : · -- .-_; · · -- : - ·=·; r ·: S; i:"
1024700101_001009,"A dictionary of the world: or, a geographical description of the Earth; with an historical and biographical account of its principal inhabitants, From the Earliest Ages to the Present Time. Including whatever is most useful in Geography, and most interesting in Sacred and Profane History. Containing a Description of the Continents, Islands, Empires, Kingdoms, States, Provinces, Mountains, Cities, Principal Towns, Seas, Lakes, Rivers, &c. Together with an Account of the Lives of the Patriarchs, Primitive Fathers, Emperors, Kings, Popes, Legislators, Great Generals, Admirals, Painters, Statuaries, Historians, Divines, Orators, Poets, Philosophers, Lawyers, Physicians, Learned Women, &c. With their principal Works and best Editions. The goegraphical part by R. Brookes, M.D. and the historical and biographical part by Joseph Collyer.",Joseph Collyer,61,2,0,0,0,1,0,1,1,1,4,0,0,1,1,0,0,3,0,3,2,0,2,0,0,3,4,0,0,0,2,0,0,0,4,0,0,4,1,4,0,1,1,1,1,1,0,1,2,2,0,0,2,0,0,3,0,0,1,0,1,1772,1,2,"London : printed for T. Carnan and F. Newbery junior, at Number 65, in St. Paul's Church-Yard, MDCCLXXII. [1772].",London,586,male,1748,1827,FALSE,"b: la' luadraitra. 3 Exercitationes geomertriae; and several pieces in the Philosophical Tranlfaions and _ournal des Sfavans. He died in 1675 GREGORY (DAVID) nephew of the preceding, was born at Aberdeen, and educated there and at Edinburgh, where he was professor of mathematics. In 1684, he published at Edinburgh, in"
1237400200_000275,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",64,2,0,0,0,0,0,0,1,1,6,1,1,0,1,0,1,0,1,1,0,0,1,2,0,1,4,1,2,0,0,2,5,0,5,0,1,0,0,1,1,0,1,1,0,1,0,0,0,2,1,1,2,1,0,1,9,0,0,1,1,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"legal way or right whatsoever, have been ""heretofore refpeaively had, obtained, or en"" "" as if the same were separately, singly, "" and nominally, in and by these presents cx "" pressed, named, declared, granted , and manifested. And further, we will, and by there presents we do, for us,"
0669300101_000131,"The history of London from its foundation to the present time: Containing I. The original Constitution of London: The ancient and present State of its several Wards, Churches, Parishes, Liberties, and Districts: Accounts of all the Religious Foundations in London and its Suburbs, before the Reformation: The Names of all the Streets, Squares, Courts, Lanes, &c. within the City and Suburbs: With curious Calculations touching the Number of its Inhabitants; and Parallels between London and many of the most celebrated ancient and modern Cities; whereby it will appear that the Inhabitants of London, at present, are almost equal in Number to those of the Cities of Paris, Amsterdam, and Rome together, and superior in Number to any one City in the World. II. Historical and particular Accounts of the City Governments, Ecclesiastical, Civil, and Military, in all their Branches: With the several Charters, rendered into English; wherein are set forth their many great and valuable Privileges, Immunities, and numerous Benefactions. III. Accounts of the several Incorporations of Merchants and Trades; shewing the Institutions of their respective Companies; with their ancient Rights, Privileges, and Coats of Arms. IV. Accounts of the present State of Learning, and of the Colleges, Schools, Inns of Court, Common-Pleas, King's-Bench, Chancery, Exchequer, High Court of Parliament, &c. V. Full and particular Accounts of all the Hospitals, Alms-Houses, and other Charitable Foundations, within the City and the Parts adjacent. VI. The ancient and present State of the Tower, and of the Curiosities therein contained. Also an Account of Sir Hans Sloane's Collection, lately purchased by Parliament. And Including The several Parishes in Westminster, Middlesex, Southwark, &c. within the Bill of Mortality. By William Maitland, F. R. S. and Others. Illustrated With a Complete Set of the Churches, Palaces, Publick Buildings, Hospitals, Bridges, &c. within and adjacent to this great Metropolis: The Plans of London, exhibiting its Appearance before the Fire; in its Ruins after that Conflagration in 1666; and as it is now rebuilt and extended: And a Map of all the Villages and Country within ten Miles Circumference: Exactly drawn, and curiously engraved on One Hundred and Twenty Copper-Plates, by the best Hands, and on so large a Scale, that each Plate could not be sold separate for less than One Shilling. And Improved With a great Variety of Authentick Pieces, relating to the Progressive Alterations it has undergone from its first Foundation, both in its Political, Ecclesiastical, and Commercial State; and describing those Charitable Foundations, and other Additional Buildings, with which it has been lately adorned, and increased to such a prodigious Extent. By which Means All the Defects in the former Edition of this Work, and in other Authors on this Subject, are supplied, their Errors corrected, and the History brought down, with great Care and Impartiality, to the present Time. In two volumes. Vol. I.","Maitland, William",104,0,1,0,0,7,0,0,14,10,0,1,1,5,0,0,0,0,0,0,3,1,1,4,0,2,6,2,2,0,2,0,8,1,6,1,8,0,0,4,0,0,0,0,3,1,0,6,0,0,1,1,0,0,1,0,0,0,1,0,0,1756,1,2,"London : printed for T. Osborne and J. Shipton, in Gray's-Inn; and J. Hodges, near London-Bridge, MDCCLVI. [1756].",London,725,male,1693,1757,FALSE,"under which Appellation the City of London was included; of which John Gifors the Mayor , Aldermen, and Sheriffs of the City , were made ac i.ib.horn. quainted, and at the same Time interrogated by lol.; 24 the Privy-council, sitting at the White Friars, in fleet ftreet , if they"
