PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(bake),termFreq(beat),termFreq(boil),termFreq(bread),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cloth),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(dry),termFreq(egg),termFreq(fine),termFreq(flour),termFreq(flower),termFreq(grate),termFreq(half),termFreq(heat),termFreq(hot),termFreq(hour),termFreq(juic),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(liquor),termFreq(littl),termFreq(mace),termFreq(melt),termFreq(milk),termFreq(mix),termFreq(nutmeg),termFreq(orang),termFreq(ounc),termFreq(oven),termFreq(pan),termFreq(peel),termFreq(pepper),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quart),termFreq(quarter),termFreq(red),termFreq(sauc),termFreq(set),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(syrup),termFreq(togeth),termFreq(turn),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0901200400_000062,"The complete family-piece: and, country gentleman, and farmer's best guide. In three parts. ... With a complete alphabetical index to each part.",,215,1,4,9,6,6,8,3,1,1,2,2,5,2,7,1,9,5,2,2,9,12,0,1,5,3,0,1,0,0,11,2,5,5,7,8,5,0,0,2,3,1,2,0,16,1,4,0,1,2,1,0,5,8,0,7,1,6,4,0,1,1741,1,1,"London : printed for C. Rivington; S. Birt; T. Longman; C. Hitch; and J. Clarke, 1741.",London,594,unknown,,,FALSE,"Qan. tity of beef fuct finely shred and a Nutmeg grated , a lit. tie Salt, some Currants, ard then beat some Eggs in a 1 te Sack, and some Sugar , and mix all together , and knead it as stiff as for Manchet, and make it up in"
0246300300_000050,"Five hundred new receipts in cookery, confectionary, pastry, preserving, conserving, pickling; and the several branches of these arts necessary to be known by all good housewives. By John Middleton, Cook to his Grace the late Duke of Bolton. Revised and recommended by Mr. Henry Howard.","Middleton, John, cook",167,1,1,3,13,4,9,1,3,2,1,4,1,1,0,2,5,2,4,3,3,4,0,3,3,2,1,4,5,3,8,0,2,1,1,1,1,1,0,3,1,3,1,0,6,1,1,0,5,2,4,1,1,9,2,5,1,8,5,2,3,1734,1,1,"London : printed for Tho. Astley, at the Rose against the North Door of St. Paul's, MDCCXXXIV. [1734].",London,263,unknown,,,FALSE,"of the Apples; then lirain it, and take to a Pint of this Liquor three quarters of a Pound of the berf Loaf sugar ; boil it quick till it Jellies; firain the Jelly into a Pan ; squeeze in Orange and Lemon Juice add : a Grain of Musk"
0541800600_000022,"The new experienced English-Housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. written purely from her own practice by Mrs. Sarah Martin, Many Years Housekeeper to the Late Freeman Bower Esq. of Bawtry. Being an entire new collection of original receipts which have Never Appeared in Print, in Every Branch of Cookery, Confectionary, &c.","Martin, Sarah, housekeeper",206,2,7,12,7,3,4,2,3,1,2,3,2,1,1,4,5,7,4,1,2,16,0,1,3,4,0,2,4,0,7,2,1,1,4,1,3,8,3,0,1,0,2,2,19,1,8,1,1,3,1,1,0,13,0,4,0,4,5,6,1,1795,1,1,"Doncaster : printed for the authoress by D. Boys. And sold by Mess. F. & C. Rivington, St. Paul's Church-Yard, London. MDCCXCV. (entered at Stationers' Hall.), [1795].",Doncaster,209,female,,,FALSE,"sugar beat and sifted, mix there well together in thejuice of lemons , and half a pint of the hest brandy, a tea cup full of white wine , put it close down into an earthen pot , put a tea fpoonfull of salt, cover it with a paper dipped"
0223500700_000037,"The family jewel, and compleat housewife's companion: or, the whole art of cookery made plain and easy. In a Method entirely new, and suited to every Capacity; calculated for the Preservation of Health, and on the Principles of Frugality, including Things useful, substantial and splendid. Containing compleat Directions in Marketing, and other Branches of Housewifry, and above 400 Receipts. In Cookery, Pastry, Pickling, Preserving, Candying, Potting, Collaring; great Variety of Puddings, Soops, Broths, Sauces, Cake Soop for the Pocket; Jellies, Creams, Syrups, Cakes, and other Confectionary; English Wines; Cyder, Mead, Vinegar, Verjuice, Katchup; Brewing fine Beer and Ale; how to preserve a Stock of Yeast in the scarcest Season; to keep Ale very fine, and to restore sour or ropy Beer to Perfection; to dress British Pickled Herrings several Ways; also to dress a Turtle to the greatest Perfection, as in the Indies; Mrs. Stephens's Receipt for the Stone; Dr. Mead's and others, for the Bite of a mad Dog; Sir Hans Sloane's for sore Eyes; Receipts for Daffy's and Stoughton's Elixir, with the Prices of the Ingredients; Extracts from a curious Treatise on the Disorders of the Teeth, and their Cure; how to preserve Guns, Grates, and Metals from Rust; to clean Plate, China, Gold and Silver Lace; to take Iron-Moulds or Mildew out of the finest Linnen or Lace; to make a Liquor for curling the Hair, which changes it to an agreeable Colour; also the incomparable Lip Salve; with an effectual Method to clear a Room from Bugs; and many other very useful Directions for Servants of different Stations. Being the Result of Forty Years Experience, and an attentive Observation on all the Books of Cookery that have ever yet been published. With an index directing to every receipt. By Mrs. Penelope Bradshaw, Housekeeper Forty Years to a Noble Family of Great Taste, but Proper Oeconomy. The seventh edition. With remarks by a London pastry-cook, of long and extensive Practice. Also an Addition of about 200 Receipts, and a Bill of Fare for every Month in the Year; with the Manner of placing the Dishes.",Penelope Bradshaw,193,3,0,1,9,2,11,4,2,1,6,3,0,4,1,1,7,2,3,1,0,8,1,3,5,3,1,2,8,3,10,1,3,1,0,5,1,0,1,5,3,6,6,1,8,1,7,0,3,1,3,1,2,0,0,4,1,5,9,8,2,1754,1,1,"London : printed for R. Whitworth, at the Feathers in the Poultry, MDCCLIV. [1754].",London,155,female,,,FALSE,"and firained, I Half a Pint of Claret, a little lemon juice , a Pound of Butter , a little Flour , with ome Shrimps tossed 5 up in it; pour this on the Fish; garniih it with. lemon peel . ||. A Turbut, or Halliut boiled .] When you"
0292900400_000079,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant, in the Kingdom. Containing, proper directions for the choice of all kinds of provisions. Instructions for trussing Poultry. Roasting and boiling all Sorts of Butcher's Meat, Poultry, Game, and Fish. Baking, Broiling, and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings-Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pastics. Cakes, Custards, Jams, and Jellics. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments, Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made wines, cordial waters, and malt liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellisifed With A Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraven on Thirteen Copper-Plates. By John Farley, Principal Cook At The London Tavern.","Farley, John",281,3,8,17,10,1,11,0,1,1,5,1,6,4,5,0,9,12,2,4,7,17,1,0,6,3,3,4,5,0,9,0,8,5,9,3,11,3,3,0,1,0,5,0,21,3,7,0,0,0,0,0,5,11,0,5,0,7,8,2,9,1796,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law, No 13, Ave-Maria-Lane; and G. and T. Wilkie, Paternoster-Row, [1796].",London,499,unknown,,,FALSE,"the bottom of the difn. Then beat eight yolks of eggs and two whites , near half a pound of fiigar, and half a pound of -, elted butter . Beat all well'together, pour in al your sweet; cats, and bake it something less than an hour in a moderately"
1025100800_000106,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops aud Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whipt. Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and Useful receipts, And a Copious Index. By a lady.",Hannah Glasse,226,0,7,10,11,5,16,1,3,2,2,3,4,2,13,0,6,3,2,0,4,15,0,3,8,1,3,1,2,0,7,0,5,5,4,6,0,3,5,2,1,0,4,1,14,3,7,1,0,0,2,1,2,6,0,5,4,0,6,0,5,1770,1,1,"London : printed for W. Strahan, J. and F. Rivington, W. Johnston, L. Davis, T. Longman, R. Baldwin, W. Owen, J. Hinton, B. White, S. Crowder, T. Caslon, Hawes and Co W. Nicoll, J Robson, T. Becket, T. Davies. J. Wilkie, Robinson and Roberts, J. Almon, J. Knox, T. Cadell, W. Cornish, R. Dymott, H. Gardner, B. Domville, S. Bladon, G. Pearck, and W. and J. Richardson, 1770.",London,442,female,1708,1770,TRUE,"pan or dish you bake it in, and then pour in your mixture. It will take an hour and a half baking ; but the oven must not be too hot . If you lay a good thin cruft round the bottom of the dill or lides, it will be"
0461100100_000094,"The London and country cook: or, accomplished housewife, containing practical directions and the best receipts in all the branches of cookery and housekeeping ; ... and illustrated with forty-nine large copper plates. By Charles Carter, ...","Carter, Charles",178,3,4,3,8,4,8,1,0,1,1,2,4,2,0,2,9,2,0,7,6,11,0,1,6,1,4,2,1,2,9,3,3,5,3,5,0,0,2,2,1,3,3,1,6,3,4,0,6,0,1,2,1,4,0,2,1,4,6,2,1,1749,1,1,"London : printed for Charles Hitch; Stephen Austen, and John Hinton, 1749.",London,420,unknown,,,FALSE,"a turkey's egg . Let the water boil , and throw them in, half an hour will boil them. For sauce , melt butter with a little sack, lay the dumplings in a dill, pour the sauce over them, and strew sugar all over the dilb. Thee are very pretty"
0195400500_000111,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,236,2,10,12,7,5,12,1,2,1,1,2,5,2,5,0,8,5,4,2,4,18,0,6,7,1,5,1,0,0,16,0,6,8,9,1,4,1,2,2,2,0,7,0,8,1,5,0,1,1,1,0,1,6,0,6,3,3,8,1,5,1767,1,1,"London : printed for A. Millar, R. Tonson, W. Strahan, T. Caslon, T. Durham, and W. Nicoll, M.DCC.LXVII. [1767].",London,452,female,1708,1770,TRUE,"change put in a few currants. To nake an crdinany bread pr: dding. TAKE two halfpenny rolls, slice them thin, cruft and all, pour over them a pint of new milk boiling hot , cover them close , let it flanj Ibme hours to soak; then beat it well with"
0510901200_000028,"The complete English cook; or, the art of cookery made plain and easy : Which far exceeds any Thing of the Kind yet Published. Containing, Directions For Marketing, Boiling, Hashing, Stewing, Roasting, Broiling Frying, Baking, &c. For Making Soups, Puddings, Pies, Tarts, Cakes, Custards, Cheese Cakes, Creams, Jellies, Syllabubs, Ragouts, Wines, &c. &c. With the order of a bill of fare, for each month, in the manner the Dishes are to be placed upon the Table. By A. Braidley.","Braidley, A.",193,1,6,4,7,3,8,1,1,3,2,0,2,0,1,2,9,3,7,0,3,13,0,0,7,1,1,0,3,0,12,0,2,4,6,4,4,6,8,1,2,2,3,2,12,1,6,1,3,1,0,1,1,4,0,5,2,4,6,1,1,1786,1,1,"London : printed for the author; and sold by B. Law, Ave-Maria-Lane; and W. Phorson, Berwick, 1786.",London,155,unknown,,,FALSE,"frall cakes, put them ontins, let them. in a warm place to rise, then wash them over with egg , ftrcw.them with carraway comfits, and bake them in a quick oven for half an hour . To make Wigs.. Rub ten ouncesof butter , and ten ounces . of (uga"
0239601000_000063,"The modern art of cookery improved; or, elegant, cheap, and easy methods, of preparing most of the dishes now in vogue; ... by, Mrs. Ann Shackleford, ... To which is added, an appendix; containing a dissertation on the different kinds of food, their nature, quality, and various uses. By a phycisian [sic]. And a marketing manual, ... By the editor.","Shackleford, Ann",192,2,5,4,7,2,3,1,0,0,5,1,10,7,8,1,4,8,1,3,3,7,1,1,1,1,6,1,5,1,5,0,1,3,4,2,3,1,4,1,3,0,6,0,12,5,1,1,0,2,0,1,9,9,0,4,1,7,2,4,2,1767,1,1,"London : printed for J. Newbery; and F. Newbery, 1767.",London,330,female,,,FALSE,"Pct. BOIL half a pound of rice in a quart of milk , till it is tender, then heat it well in a mortar,. with two ounces of almonds blanched; boil a ouart of cream with two spoonfuls of grated bread , and let it be rrear cold ; beat"
0461100100_000051,"The London and country cook: or, accomplished housewife, containing practical directions and the best receipts in all the branches of cookery and housekeeping ; ... and illustrated with forty-nine large copper plates. By Charles Carter, ...","Carter, Charles",204,3,0,1,11,2,10,4,1,2,2,2,3,8,8,0,3,7,0,6,4,13,0,2,4,2,10,1,2,1,17,1,2,3,2,2,1,1,0,2,3,4,4,0,5,1,2,1,6,1,4,5,4,4,0,6,1,6,2,2,0,1749,1,1,"London : printed for Charles Hitch; Stephen Austen, and John Hinton, 1749.",London,420,unknown,,,FALSE,"of fellery tender, then cut them about two inches long, all the white part, put it into a ifuce pan with half a pint of cream , a piece of 2 butter ISO. For DECEMBER, ii \s(v{pi ^\^, .\1 ^ 'in, \\ I, ; -- -- -- -- -- --"
0490400600_000041,"The compleat housewife: or, accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,215,0,2,8,6,2,13,2,1,1,3,2,4,3,5,0,12,7,1,2,6,9,0,3,4,0,1,0,0,0,14,4,4,1,5,5,4,5,0,1,1,3,1,1,16,3,6,0,4,1,0,4,3,10,0,6,1,4,4,1,6,1739,1,1,"London : printed for J. and J. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1739].",London,421,female,,,FALSE,"and put in sugar , and a little falc; when tis almost cold , put in ten or twelve eggs , take out four of the whites : Butter the dish . An hour will bake it. Searce sugar over it. Buttered Crumns. pu T a piece of Butter into"
0094700700_000049,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice ... Consisting of several hundred original receipts, most of which never appeared in print. ... By Elizabeth Raffald. A new edition. In which are inserted some celebrated receipts by other modern authors.",Elizabeth Raffald,244,2,5,11,14,6,7,1,2,3,7,1,6,4,4,0,12,5,2,0,10,16,0,3,10,0,4,4,3,0,4,0,0,6,6,5,0,6,5,1,1,0,7,0,9,1,7,2,4,1,0,1,1,7,0,8,1,2,6,6,5,1795,1,1,"London [i.e. York?] : printed for A. Millar, W. Law, and R. Cater, 1795.",York,408,female,1733,1781,FALSE,"the same offugar, grate a small nutmeg , and the rind of half a lemon , work them well together for half an hour , then put in half a pound of currans well wahed and cleaned , mix them well together , butter your cloth and tie it up,"
0521400300_000084,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Presepves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,182,3,3,2,7,3,10,4,3,3,0,3,2,5,3,1,4,2,4,0,0,6,0,7,4,2,11,1,6,1,6,3,1,0,1,4,0,0,1,8,2,3,4,0,6,0,6,2,8,2,2,3,2,1,0,3,0,2,5,5,2,1760,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, P. Davey and B. Law, [1760].",London,442,female,1708,1770,TRUE,"a quarter of a pound of vermicella. Stir all together , have some hog's guts nice and clean , fill them only half full, and as you put in the ingredients here and there, put in a bit of citron; tie both ends of the gut tight, and boil them"
1039400400_000128,"The lady's complete guide; or, cookery in all its branches. Containing the most approved receipts, ... To which is added, ... The complete brewer; ... Likewise The family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",177,1,7,6,5,0,6,1,0,0,3,3,4,6,6,1,5,6,1,1,1,11,0,0,4,0,11,1,5,1,10,4,2,0,2,2,0,3,4,3,2,3,4,0,8,1,5,1,1,0,1,2,2,7,1,2,0,3,2,1,5,1791,1,1,"London : printed for G. Kearsley, 1791.",London,516,female,,,FALSE,"the inside of them, and when they are half baked , fill them. Another way. To half a pound of flour , put six ounces of butter , the yolks of two eggs , and three spoonfuls of cream . Mix them together , and let themlftand a quarter of"
0972600500_000034,"The country housewife, and lady's director, for every month of the year. Both in the Frugal Management of the House, and in the Delights and Profits of the farm. Containing the whole art of cookery, laid down in a great Variety of the Best and Cheapest Receipts for Dressing all Sorts of Flesh, Fish, Fowl, Fruits, and Herbs, which are the Productions of a Farm, or any foreign Parts. Likewise The best Methods to be observed in Brewing Malt Liquors, and Making the several Sorts of English Wines. The Arts of Pickling, Preserving, Confectionary, Pastry, &c. &c. Together with a few of the Most approved and efficacious Medicines, proper to be kept in every private Family. Published for the Good of the Public. By R. Bradley, Professor of Botany in the University of Cambridge, and Fellow of the Royal Society.",Richard Bradley,186,4,4,5,4,4,15,0,1,0,2,2,5,2,1,0,8,3,9,0,5,6,0,0,1,3,1,1,2,3,11,2,1,7,2,5,1,0,3,2,0,2,4,0,8,3,2,0,1,3,4,1,1,7,0,4,1,5,6,3,6,1762,1,1,"London : printed for W. Bristow, the West-End of St. Paul's Cathedral, and C. Ethrington, at York, 1762.",London,358,male,1688,1732,FALSE,"white wine , sliced Ginger, whole Pepper ., Mace , and an Onion; when it begins to slew, about a quarter of an Hour will do it; then take out the herbs and Onion, and put in a little ihred Parsley, the Juice of a Lemon , a few Spoonfuls"
0556300702_000046,"The lady's companion. Containing upwards of three thousand different receipts in every kind of cookery: And Those the best and most fashionable; Being Four Times the Quantity of any Book of this Sort. I. Making near two Hundred different Sorts of Soops, Pottages, Broths, Sauces, Cullises, &c. after the French, Italian, Dutch, and English Way; also making Cake Soop for the Pocket. II. Dressing Flesh, Fish, and Fowl; this last illustrated with Cuts, shewing how every Fowl is to be truss'd. III. Directions for making Ragoos and Fricaseys. IV. Directions for Dressing all Manner of Kitchen Garden Stuff, &c. V. Making two Hundred different Sorts of Puddings, Florendines, Tanzeys, &c. which are four Times the Number to be met with in any other Book of this Kind. VI. The whole Art of Pastry, in making upwards of two Hundred Pies, (with the Shapes of them engraven on Copper-Plates) Tarts, Pasties, Custards, Cheese-Cakes, Yorkshire Muffins, &c. Vii. Receipts for all Manner of Pick ing, Potting, Collaring, &c. Viii. For Preserving, making Creams, Jellies, and all Manner of Confectionary, with particular Receipts for making Orgeat and Blanc Manger. IX. Rules and Directions for setting out Dinners, Suppers, and grand Entertainments. To which is added, bills of fare for every month in the year. Also directions for brewing beers, Ales, &c. making all Sorts of English Wines, Cyder, Mum, Metheglin, Vinegar, Verjuice, Catchup, &c. With the receipts of Mrs. Stephens for the stone; Dr. Mead for the Bite of a Mad Dog; the Recipe, sent from Ireland, for the Gout; Sir Hans Sloane's Receipt for Sore Eyes; and the Receipt for making Tar Water.",,242,2,3,6,3,2,13,1,0,0,1,0,18,2,2,0,13,5,10,1,7,12,0,4,1,0,5,1,0,0,9,5,3,3,5,11,4,4,2,14,1,0,8,1,9,7,2,0,0,2,2,1,5,13,0,6,2,1,7,0,3,1753,2,2,"London : printed for J. Hodges; and R. Baldwin, at the Rose, in Pater-Noster Row, 1753.",London,427,unknown,,,FALSE,"Cream being pretty thick, fice. Manchet fine , and lay it over the Bottom of a Dish ; then )our on ome of the Cream , then lay in more Bread , and lo the like three or four Times till the Dill is full; garnish he Dish with carved"
0580400600_000161,"The lady's complete guide; or cookery and confectionary in all their branches. Containing the most approved receipts, ... To which is added, ... the complete brewer; ... also the family physician; ... By Mrs. Mary Cole, ...","Cole, Mary, cook",221,4,3,14,11,1,10,0,0,1,8,0,8,0,2,0,9,8,6,3,5,11,0,3,1,2,3,2,6,0,9,1,2,3,3,3,8,4,1,2,3,0,4,0,16,3,5,0,0,2,1,0,4,4,0,4,0,8,2,1,7,1789,1,1,"London : printed for G. Kearsley, 1789.",London,609,female,,,FALSE,"off the fire, beat the yolks of eight eggs , and put to them a spoonful of orange flower water , to prevent the cream from cracking. Stir them in by degrees as your cream cools, put the pan over a slow fire, sir it carefully one way till it"
0283500500_000044,"The compleat housewife: or, accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And also Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disorder'd, and the salt Water failed; never before made publick: fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,218,1,3,10,13,0,9,0,1,2,3,2,10,1,6,0,10,5,3,6,6,7,0,4,6,0,0,1,2,1,15,1,5,1,8,7,7,2,4,0,1,0,6,2,8,2,2,0,1,2,1,1,2,7,0,9,1,7,3,0,1,1741,1,1,"London : printed for J. and H. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1741].",London,394,female,,,FALSE,"together , and put it in a dish with puff pafte, the oven not too hot ; scrape sugar on itjuff before it goes into the oven . to make a Cztiard Pudding. T ACHE a pint of cream , and mix with it six eggs well beat , two"
0268800700_000064,"The housekeeper's instructor; or, universal family cook. Being an ample and clear display of the art of cookery In All Its Various Branches. Containing Proper Directions for Dressing all Kinds of Butcher's Meat, Poultry, Game, Fish, &c. Also, The Method of preparing Soups, Hashes, and Made Dishes; With The Whole Art of Confectionary, Pickling, Preserving, &c. Likewise The making and keeping in Persection British Wines; And Proper Rules For Brewing Malt Liquor, As well for Family Consumption as the Regale of private Visitants. To Which IS Added, The Complete Art of Carving, Illustrated With Engravings, Explaining, by proper References, the Manner in which the Young Practitioner may acquit himself at Table with Elegance and Ease. Also, bills of fare for every month in the year; With Copper-Plates, displaying The Best Manner of decorating a Table; Whereby every Person will be enabled to add to the Art of Cookery the proper Disposition of each Article in its respective Season. Together with directions for marketing, and the management of the kitchen and fruit-garden. The Whole formed on so New a Plan, that the Inexperienced will be instructed, and the professed Cook receive that Information which has never been made known by any preceding Publication. By William Augustus Henderson, Who has made the Culinary Art his Study for upwards of Forty Years.","Henderson, William Augustus",218,0,3,8,15,0,9,3,0,1,1,1,4,3,4,1,7,9,3,2,2,17,1,0,7,2,5,2,5,0,5,1,6,2,8,1,6,4,3,1,2,0,5,0,13,3,6,0,0,0,1,0,2,7,0,6,1,11,3,1,5,1790,1,1,"London : printed and sold by W. and J. Stratford, Holborn-Hill, [1790?].",London,491,unknown,,,FALSE,"saucepan, as in that cafe they will then be heavy, arid be sure to keep the water boiling all the time. When they are enough take them up, and lay them in your dih, with melted butter in a boat, Norfolk Dlmplins. TAKE half a pint of'milk, two eggs ,"
