PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(appear),termFreq(arch),termFreq(art),termFreq(author),termFreq(bilhop),termFreq(bishop),termFreq(book),termFreq(born),termFreq(build),termFreq(built),termFreq(cafe),termFreq(chancellor),termFreq(chapel),termFreq(charg),termFreq(church),termFreq(clergi),termFreq(colleg),termFreq(common),termFreq(court),termFreq(dean),termFreq(death),termFreq(degre),termFreq(divin),termFreq(earl),termFreq(fellow),termFreq(follow),termFreq(gave),termFreq(god),termFreq(grant),termFreq(hall),termFreq(head),termFreq(honour),termFreq(hous),termFreq(king),termFreq(land),termFreq(late),termFreq(law),termFreq(learn),termFreq(left),termFreq(littl),termFreq(live),termFreq(london),termFreq(master),termFreq(near),termFreq(north),termFreq(number),termFreq(order),termFreq(oxford),termFreq(person),termFreq(power),termFreq(present),termFreq(queen),termFreq(school),termFreq(sever),termFreq(societi),termFreq(statut),termFreq(univers),termFreq(valu),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0599700100_000012,"The present state of the universities and of the five adjacent counties, of Cambridge, Huntington, Bedford, Buckingham and Oxford. By Mr. Salmon, Author of Modern History. I. A Description of the County and City of Oxford, and of the Seats of the Nobility and Gentry. II. A Description of the Colleges, and other Publick Buildings in Oxford. III. An Abstract of the History of that University continued down to the present Times. IV. An Account of the Magistrates and Officers in the University, and the Method of obtaining Degrees. V. An Abstract of the Royal Grants, Charters and Acts of Parliament made in Favour of the University. VI. Remarks on University Education, and a College Life, with the Expences attending it.",Thomas Salmon,85,0,1,2,1,0,0,1,1,1,1,3,0,1,5,0,0,0,14,3,4,0,0,1,1,1,7,0,1,0,0,7,0,2,1,3,2,0,0,1,0,0,1,1,1,0,3,2,1,4,0,0,2,2,2,0,0,0,1,0,0,1744,1,1,"London : printed for the sole benefit of the author, and sold by J. Roberts in Warwick-Lane, 1744.",London,479,male,1679,1767,FALSE,"bowling green on one Side of it. This College was founded by William Patten, of Wainfleet in Lincolnjhire, usually called Wainfleet from the aid Village, where he was born : He was educated in Winchejfer School , from whence he was sent to New College in Oxon: Having taken the"
0381900900_000095,"The lives of the English bishops from the Restauration to the Revolution. Fit to be opposed to the aspersions of some late writers of secret history. N.B. The author being advised to discontinue publishing this work in parts, and to complete the same in the subsequent publication, has comply'd therewith, and accordingly the following sheets in succinct order finish the design, and give an account of the lives of the rest of the bishops of the province of Canterbury, as also of those of the province in York.","Salmon, Nathaniel",69,1,2,3,2,4,1,5,0,1,0,0,0,1,2,2,5,0,6,0,0,1,1,3,4,1,3,2,1,0,0,1,0,0,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,1,2,1,1,0,0,1733,1,1,"London : printed for J. Roberts, in Warwick-Lane, M.DCC.XXXIII. [1733].",London,415,male,1675,1742,FALSE,too great to be attempted here. He is said to have been worn out with pains and care employed for the public. He was buried in the Divinity Chapel under the Dean's Seat. His Writings are; In laudcm lmfilces Carmen Snabicum. The Life of Dr. Hcny Harnmond. The Vanity of
0957000200_000027,"A new pocket companion for Oxford: or guide through the university; containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Pictures, Heroglyphics, and all Other Curiosities in the University. with an Historical Account of the Foundation of the Several Colleges, and their Present State. To which are added, descriptions of the buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham, and Stow, the Seats of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt, and the Marquis of Buckingham. A new edition, corrected, much enlarged, and adorned with a plan of the university and city, and six other plates.",,91,1,0,0,0,0,0,3,0,0,1,2,0,3,2,0,5,0,15,3,1,2,0,0,0,1,5,1,3,0,1,7,0,0,0,6,1,1,0,0,1,1,1,0,3,1,1,1,2,0,0,0,0,1,5,4,3,1,2,0,0,1799,1,1,"Oxford : printed for J. Cooke, near the Clarendon Printing House, [1799].",Oxford,163,unknown,,,FALSE,"the spacious Common Room, in which over the chimney-piece is an cxcellent Bust, by Ryfbrack, of Dr. Busby, formerly Malter of Weffminfter School , and a considerable Benefantor to the College . Round the room are the Pictures of several of the Masters of isle same School , and other"
1219400800_000026,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, Statues, Busts, Pictures, the Hieroglyphicks at Magdalen College, and all other Curiosities, in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, correct lists of the chancellors, high-stewards, Vice-Chancellors, Professors, Lecturers, &c. With Perspective Views of Radcliffe's Library, Magdalen College New Building, New College from the Garden, Peckwater Square, and the inner Quadrangle of All-Soul's College.",,105,6,1,1,1,0,0,4,2,0,2,1,0,2,5,0,3,0,17,0,4,0,0,0,1,0,4,1,7,0,0,3,0,0,1,3,3,2,0,0,0,2,0,0,0,5,1,2,0,5,1,0,3,0,0,3,4,1,4,0,0,1756,1,1,"Oxford : printed for R. Clements , near the Theatre ; and sold by R. Baldwin, in Pater Noster-Row, London, 1756.",Oxford,126,unknown,,,FALSE,"with their Arms blazoned, signed by the kiings at Arms; and several other Curiosities, particularly an ancient Manuscript History of the Bible in French, finely decorated with curious Paintings, given by General Oglethorpe, who was a Member of the College . They show here also the genuine Crosier of the"
1685700700_000025,"A Pocket companion for oxford: Or, Guide through the university. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, busts, pictures; the hieroglyphics at Magdalen College, and all other curiosities in the University. With an historical account of the foundation of the colleges, their history, and present state. With lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, professors, lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of the buildings, the tapestry, paintings, sculptures, temples, gardens, and all other curiosities at Blenheim, Ditchley, and Stow, the seats of His Grace the Duke of Marlborough, the Right Honourable the Earl of Litchfield, the Right Honourable the Earl Temple, and other considerable houses in the neighbourhood.",,95,1,1,1,1,0,0,7,2,0,4,2,0,1,6,0,4,0,12,0,4,0,0,0,1,1,3,1,6,0,0,1,0,0,2,2,2,1,0,0,0,1,0,0,0,4,1,2,0,4,0,0,5,0,0,2,4,4,2,0,0,1766,1,1,"Oxford : Printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-noster-Row, London, 1766.",Oxford,147,unknown,,,FALSE,"College ; and also a very valuable Collecion of the first Editions of the Claflicks. They fhlew here also the genuine Crofter of the Founder, a Piece of very curious Workmanship, little impaired by Time. This College was founded in the Year 1516, by Dr. Richard Fox, a Native of"
1124900700_000029,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a plan and other copper-plates. To which are added, correct descriptions of th buildings, the Tapestry, Paintings, Soulptures, Temples, Gardens, and all other curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,106,1,0,0,0,0,0,4,1,0,2,1,0,5,3,0,1,0,15,0,1,0,0,0,0,1,5,0,3,0,0,24,0,1,2,4,2,4,0,2,0,0,0,1,0,2,2,5,0,2,1,0,2,1,1,1,1,2,3,0,0,1769,1,1,"Oxford : printed for Daniel Prince, near the Clarcndon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1769.",Oxford,146,unknown,,,FALSE,"anciently called Gloucfler Hall , from the Penedidine Monks of gloucejier, who educated their Pupils here in Academical Learning . On the Suppreffin of Religious Houles, this was vestcd in King Heny7 v111. who ranted it to Dr. Robert King , the first Bishop of Oxford , for a Palace"
1289101800_000021,"A new pocket companion for Oxford: or, guide through the University; containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, pictures, hieroglyphics, and all other curiosities in the University. With an Historical Account of the foundation of the several Colleges, and their present state. To which are added, descriptions of the buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham, and Stow, the seats-of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt, and the Marquis of Buckingham.",,87,0,0,1,1,0,0,2,1,0,4,1,0,1,2,0,1,0,17,1,2,1,0,0,0,0,8,0,2,0,3,4,0,0,3,5,1,3,0,1,0,1,0,0,0,1,1,4,1,1,0,0,1,2,0,1,4,2,2,1,0,1800,1,1,"Oxford : printed for J. Cooke, near the Clarendon Printing-House, 1800.",Oxford,160,unknown,,,FALSE,"c. The whole number about 70 Visitor. The Chancellor of the University . EXETER COLLEGE . THIS College is situated opposite Jesus College , the front whereof is 220 feet long; in the centre of which is a magnificent Gate and Tower. The composition of each front (viz. that towards"
1097401500_000025,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges ; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a Plan and other Copper-Plates. To which are added correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough. The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,85,1,1,1,0,0,0,2,1,0,2,2,0,3,6,0,3,0,15,0,2,0,0,0,0,1,5,0,1,0,0,1,0,0,2,4,1,2,0,0,0,0,0,0,1,2,1,2,0,1,1,0,5,0,1,0,3,7,3,0,2,1765,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1765.",Oxford,147,unknown,,,FALSE,"Chapel is at the West end of the first Court , and is likewise the Parish Church , viz. the Church of the Collegiate Parish, or the Collegiate Parish Church , of St. John baptij de Merton. It is one of the largest and best proportioned Gothic Structures in the"
0140200600_000053,"Antiquitates Sarisburienses: or, the history and antiquities of Old and New Sarum: collected from original records, and early writers. With an appendix. Illustrated with Two Copper-Plates.",Edward Ledwich,71,0,0,0,1,1,0,2,3,2,0,0,0,1,3,0,3,0,6,2,1,3,2,3,2,2,3,2,0,0,0,2,0,1,1,1,1,1,3,2,0,1,1,2,1,1,0,0,0,5,0,0,0,1,2,1,0,0,2,0,0,1777,1,1,"Salisbury : printed and sold by E. Easton: sold also by J. Wilkie, No. 71, St. Paul's Church-Yard. W. Cater, No. 274, and S. Hayes, No. 92, Holborn, London, M.DCC.LXXVII. [1777].",Salisbury,350,male,1738,1823,FALSE,"or, a Philosophical Inquiry concerning Language and Universal Grammar. London , 8vo. Of this the learned Dr. Lowth, now Lord Bishop of Oxford , gives the following character. "" Thole who would enter more deeply into this subjec, (of grammar) will find it fully and accurately handled with the greatest"
1289101800_000027,"A new pocket companion for Oxford: or, guide through the University; containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, statues, pictures, hieroglyphics, and all other curiosities in the University. With an Historical Account of the foundation of the several Colleges, and their present state. To which are added, descriptions of the buildings, Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, Heythrop, Nuneham, and Stow, the seats-of His Grace the Duke of Marlborough, The Right Honourable the Earls of Litchfield, Shrewsbury, and Harcourt, and the Marquis of Buckingham.",,91,1,0,0,0,0,0,2,0,0,2,2,0,3,2,0,6,0,11,2,1,1,0,0,0,1,5,1,3,0,1,13,0,0,0,6,1,1,0,0,1,1,1,1,4,2,1,1,1,1,0,0,2,3,2,2,1,0,2,0,0,1800,1,1,"Oxford : printed for J. Cooke, near the Clarendon Printing-House, 1800.",Oxford,160,unknown,,,FALSE,"Cardinal's di`gracc, little more being built than the east, south, and part of the west fides of the great Quadrangle, and the Kitchen. And as to the foundation itself, whatever it might be at that time, tis certain it was afterwards lefl'ned, and the form of it altered two or"
0971100303_000159,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,95,0,0,0,1,0,0,2,5,0,3,2,0,10,0,1,1,0,6,1,2,0,2,2,0,4,1,0,0,0,0,1,4,1,0,1,1,3,0,3,2,0,1,0,0,0,1,1,5,3,1,1,2,1,2,2,0,3,13,0,0,1749,3,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,551,unknown,,,FALSE,"Form of a Roman H, and is said to contain the greatest Number of Books of any Library in Europe, except that of the yatican, and that of Paris; a Catalogue whereof is printed, being itfelfa Folio of no mean Size : Sir Thomas Bodlev, at his Death , which"
0130201300_000008,"The foreigner's companion through the Universities of Cambridge and Oxford, and the adjacent counties. Describing The several Colleges, and other Public Buildings. With An Account of their respective Founders, Benefactors, Bishops, and other Eminent Men educated in them. By Mr. Salmon.",Thomas Salmon,99,0,0,0,1,4,0,23,2,0,1,2,0,1,3,0,2,0,9,1,0,2,0,0,1,1,5,0,3,0,0,1,0,1,2,1,0,5,0,1,0,0,1,2,5,1,0,4,0,2,0,0,3,2,1,1,3,1,1,0,0,1748,1,1,"London : printed for William Owen, at Homer's Head, near Temple-Bar, in Fleet-Street. And sold by the booksellers in Cambridge, Oxford, and London, M.DCC.XLVIII. [1748].",London,184,male,1679,1767,FALSE,"in Esex, and Books to the Library; Sir Robert Hitcham, Knt. Matthew wre n, Master of St. Peter's College , and Bishop of El, built the Chapel , and endowed it with the Manor of Hardwick in cambridgejhire to keep it in Repair; Thomas Scotals Rotheram, Master , built the"
0245500200_000023,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, statues, busts, pictures, and all other curiosities, in the university. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, Correct Lists of the Chancellors, High-Stewards, Vice-Chancellors, Professors, Lecturers, &c. With perspective views of Radcliffe's Library, Magdalen College new building, New College from the Garden, and Peckwater Square.",,93,2,0,1,0,0,0,4,1,0,4,1,0,0,6,0,0,0,11,0,5,1,0,0,0,0,5,0,1,0,1,6,0,2,3,3,4,3,0,1,1,1,0,0,2,0,6,3,0,2,0,0,4,0,0,2,3,1,2,1,0,1753,1,1,"Oxford : sold by R. Clements, near the Theatre; and by R. Baldwin, in Pater-Noster-Row, London, [1753?].",Oxford,128,unknown,,,FALSE,"Eight; that the Number of the Scholars might crrcfpond (as himself expreies it in his Statutes ) to that of the Fellows . The principal Benefactor to this College was Dr. Bathurjl, formerly President, who expended 19gcz. in building their beautiful Chapel , and erected the North and West Sides"
0782400400_000014,"A description of the university, town, and county of Cambridge: containing an account of the colleges, churches, and public buildings, their founders, benefactors, eminent men, libraries, pictures and curiosities. A list of the heads of colleges, professors, university officers, annual prizes, college livings, terms, and other useful tables. A description of the seats, rivers, &c. in the county, with a list of members, militia officers, and quarter sessions. Directions concerning the posts, roads, stage coaches, waggons, &c. to and from Cambridge. Illustrated with neat views of the public buildings. This edition contains near one third more than any former one, with a new Plan of the Town.",,85,0,0,0,0,1,1,1,2,0,1,1,1,0,6,0,2,0,14,0,1,1,0,0,1,1,10,1,4,1,0,3,0,2,1,2,0,1,0,1,0,0,2,1,5,1,1,2,0,0,0,0,2,3,3,0,4,1,0,0,0,1796,1,1,"Cambridge : printed by J. Burges Printer to the University; for J. Deighton, Cambridge, 1796.",Cambridge,176,unknown,,,FALSE,"Heroologia. 6 Lancelot Andrews, Bp. of Winchester, with Arms, 16 18 7 Nic. Felton, Bp: of Ely, with arms, - length. atat 60 8 Ralph Brownrig, Bp. of Exeter, 1642 4 9 John Bradford, the Martyr, 155 Fell, copied from a print in Holland's Heroologia. COLLEGE PARLOUR. io. Roger Long,"
0313800401_000089,"The ancient and present state of the University of Oxford. Containing I. An Account of its Antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An Account of its Colleges, Halls and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes and Privileges relating thereunto in General; and of their Visitors and their Power, &c. III. An Account of the Laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added, The Method of Proceeding in the Chancellor's Court. With an appendix and index to the Whole. By John Ayliffe, L. L. D. and Fellow of New-College, in Oxford. ...",John Ayliffe,101,2,3,0,0,2,0,8,5,0,1,3,0,0,5,0,3,0,15,1,3,0,3,0,2,0,7,1,6,0,2,2,1,1,3,0,1,2,0,1,0,0,1,0,0,0,1,1,2,3,1,1,2,0,0,1,1,3,1,0,0,1723,1,2,"London : printed for W. Mears, at the Lamb without Temple-Bar; and J. Hooke, at the Flower-de-Luce against St. Dunstan's Church in Fleetstreet, MDCCXXIII. [1723].",London,551,male,1670,1732,FALSE,"hereon. But in Edw. Ill's Reign this Library being in a ruinous State, William Rede, Bishop of Ciicbeflcr, repaired the same, and gave 25 Manuscripts thereunto, besides a Legacy at the Time ofhis Death . And then several Benefa aors (among whom were Though. Yrentyngham, Bishop of Exon, and John"
0312600801_000119,"The antient and present state of the University of Oxford. Containing I. An account of its antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An account of its colleges, Halls, and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes, and Privileges relating thereunto in general; and of their Visitors and their Power, &c. III. An account of the laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added the Method of Proceeding in the Chancellor's Court. With an appendix and index to the whole. By John Ayliffe, L. L. D. and Fellow of New-College in Oxford.",John Ayliffe,80,1,2,1,0,1,0,1,0,1,3,0,0,1,1,0,2,0,9,1,0,2,1,0,1,0,6,0,0,0,2,10,0,1,1,3,2,0,0,3,0,2,0,0,3,0,1,1,0,7,2,0,0,0,2,0,1,1,3,1,0,1714,1,2,"London : printed for E. Curll, at the Dial and Bible against St. Dunstan's Church in Fleetstreet, 1714.",London,551,male,1670,1732,FALSE,"him an Education in the Rudiments of Learning , ent him to Oxford to perfec his Studies. there, and placed him either in Lincoln or Oriel College ; for both these Societies claim the Honour of him. Some say, that he was sirs of Lincoln, and then of Oricl; which"
0313800401_000085,"The ancient and present state of the University of Oxford. Containing I. An Account of its Antiquity, past Government, and Sufferings from the Danes, and other People, both Foreign and Domestick. II. An Account of its Colleges, Halls and Publick Buildings; of their Founders and especial Benefactors; the Laws, Statutes and Privileges relating thereunto in General; and of their Visitors and their Power, &c. III. An Account of the Laws, Statutes and Privileges of the University, and such of the Laws of the Realm which do any wise concern the same; together with an Abstract of several Royal Grants and Charters given to the said University, and the Sense and Opinion of the Lawyers thereupon. To which is added, The Method of Proceeding in the Chancellor's Court. With an appendix and index to the Whole. By John Ayliffe, L. L. D. and Fellow of New-College, in Oxford. ...",John Ayliffe,93,1,0,0,0,0,0,3,4,0,3,6,0,1,3,0,2,0,12,0,1,0,1,0,2,0,7,0,4,0,0,8,1,0,2,1,3,1,0,1,1,1,1,0,1,1,2,3,0,2,2,0,4,0,1,1,4,0,2,0,0,1723,1,2,"London : printed for W. Mears, at the Lamb without Temple-Bar; and J. Hooke, at the Flower-de-Luce against St. Dunstan's Church in Fleetstreet, MDCCXXIII. [1723].",London,551,male,1670,1732,FALSE,"The Scholars of this Society firtf inhabited Old Balliol Hall , on the Area whereof was lately built a Dwelling House called Hammonds inn; after that Devorgilla (as aforesaid) had them translated to St. estlary Hall , then situated near the southwest Corner of the present Quadrangle; to which, by"
0971100303_000152,"A new description of Berkshire, Buckinghamshire, Cambridgshire, Cheshire, Cornwal, Cumberland, The Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, Essex. Containing, I. A particular survey, both geographical and historical of each county. II. An ample and accurate Account of all the Boroughs, Market-Towns, Villages, Rivers, Royal-Palaces, Noblemen's and Gentlemen's Seats. III. The Fairs, Trade, Commerce, and Product of each County. IV. Of the Rarieties both Natural and Artificial. V. Of the eminent Persons Born, or who have resided in them, and of the extraordinary Events that have happen'd in the same.",,79,1,0,0,0,1,0,2,0,1,7,0,0,1,2,0,3,0,7,2,0,0,1,0,1,3,4,0,1,0,1,1,0,1,1,8,0,2,1,1,2,2,0,2,0,1,1,4,1,3,1,0,0,1,2,3,0,1,2,0,0,1749,3,3,"London : printed for James Coreett, near West-Smith-Field, [i.e. Corbett], and sold by the booksellers in town and country, 1749.",London,551,unknown,,,FALSE,"better Church to preach in when it is finished. The last Church which deserves our Attention, is that of St. John's, which serves as a Chapel to Alerlon College ; this is a handsome old Gothic Building , said to be the bell proportioned Church in Town, and better adorned"
1097401500_000029,"A pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges ; the Gardens, Statues, Busts, Pictures; the Hieroglyphics at Magdalen College, and all other Curiosities in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. With Lists of the Chancellors, High-Stewards, Vice-Chancellors, Proctors, Heads of Colleges, Professors, Lecturers, &c. Adorned with a Plan and other Copper-Plates. To which are added correct descriptions of the Buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, and all other Curiosities at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough. The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple, And other considerable Houses in the Neighbourhood.",,104,1,0,0,0,0,0,5,1,0,2,1,0,3,4,0,1,0,17,0,1,0,0,0,0,0,6,0,3,0,1,21,0,0,3,4,1,4,0,2,1,0,0,1,0,2,3,2,0,2,0,0,2,2,1,1,1,2,3,0,0,1765,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; John Rivington, in St. Paul's Church-Yard, and R. Baldwin, in Pater-Noster-Row, London, 1765.",Oxford,147,unknown,,,FALSE,"the North well Angle; the Chapel and Hall to be in the Front of the College , the first on the Right, and the other on the Left , at the Entrance of the Gate, and to extend Westward to the Library; the Dimcnfions of the Chapel and Hall to"
1223600300_000021,"A new pocket companion for Oxford: or, guide through the University. Containing an accurate description of the public edifices, the buildings in each of the colleges; the gardens, Statues, Pictures, Hieroglyphics, and all other Curiosities in the University. With an Historical Account of the Foundation of the several Colleges, their History and present State. Adorned with a Plan of the University and City, and other Plates. To which are added, descriptions of the buildings, the Tapestry, Paintings, Sculptures, Temples, Gardens, &c. at Blenheim, Ditchley, and Stow, The Seats of His Grace the Duke of Marlborough, The Right Honourable the Earl of Litchfield, The Right Honourable the Earl Temple.",,87,2,0,1,1,0,0,4,1,0,4,2,0,1,3,0,1,0,16,2,2,1,0,0,0,0,10,0,1,0,1,6,0,0,3,4,1,1,0,0,0,0,0,0,0,0,1,3,1,2,0,0,2,3,0,1,2,2,1,1,0,1790,1,1,"Oxford : printed for Daniel Prince, near the Clarendon Printing-House; and sold by John Rivington, in St. Paul's Church-Yard, London, [1790?].",Oxford,164,unknown,,,FALSE,"for educating the Novices ofgloce/er Monastery. It was founded A. D. 1283, by John Gifard, Baron of Brimsfld. When suppressed, at the Reformation, it was converted into a Palace for the Bishop of Oxford ; but was Coon afterwards ere/ted into an Academical Hall , by Sir Thomas White, the"
0917600600_000214,"Magnæ Britanniæ notitia: or, the present state of Great-Britain ; With diverse remarks upon The Ancient State thereof. By John Chamberlayne, To which is added, A General List of all the Offices and Officers employed in the several Branches of his Majesty's Government, Ecclesiastical, Civil, Military, &c. in England and Scotland, with the subordinate Offices and Officers placed under the grand Offices, to whose Direction and Disposal they immediately appertain: As also Lists of the Housholds of the Prince of Wales, the Princess Dowager the Duke, and the Princesses, With His Majesty's Royal Privilege.",John Chamberlayne,106,1,0,0,1,0,0,1,2,1,2,0,0,7,1,0,3,2,9,0,0,3,1,0,0,1,1,0,9,0,7,0,0,1,1,6,6,8,0,0,1,0,0,0,1,3,0,0,0,2,0,3,1,2,0,1,0,1,16,1,0,1755,1,1,"London : printed for S. Birt, A. Millar, C. Hitch and L. Hawes, C. Bathurst, G. Hawkins, E. Withers, B. Dod, J. and J. Rivington, W. Johnston, J. Ward, M. and T. Longman, R. Withy, R. and J. Dodsley, and M. Cooper, MDCCLV. [1755].",London,819,male,1666,1723,FALSE,"granted to the University of glafg6v. The said most Reverend Prelate likewi'e procured a Charter, under the Great seal of Scotland, of most ample Privileges to this University , from King James II dated at Sterlirg, z2tiril, 1453' The Bishop a'.o, with Consent of the Dean and Chap. ter, gave"
1219400800_000027,"A pocket companion for Oxford. Containing, an accurate description of the public edifices, the buildings in each of the colleges, the gardens, Statues, Busts, Pictures, the Hieroglyphicks at Magdalen College, and all other Curiosities, in the University. With an Historical Account of the Foundation of the Colleges, their History, and present State. To which is prefix'd, correct lists of the chancellors, high-stewards, Vice-Chancellors, Professors, Lecturers, &c. With Perspective Views of Radcliffe's Library, Magdalen College New Building, New College from the Garden, Peckwater Square, and the inner Quadrangle of All-Soul's College.",,100,3,2,0,0,0,0,4,0,0,6,2,0,2,2,0,3,0,12,0,4,1,1,0,0,0,8,0,6,0,1,4,0,0,1,6,2,6,0,0,2,0,0,2,1,1,3,3,0,1,1,0,6,1,1,1,0,0,1,0,0,1756,1,1,"Oxford : printed for R. Clements , near the Theatre ; and sold by R. Baldwin, in Pater Noster-Row, London, 1756.",Oxford,126,unknown,,,FALSE,"ooo 1 Anno 1604 to purchase Efrates for two additional Ones, to be sent from Eton School . Besides these, there are now four other Scholarships founded by Mr. Henry Jackson, late of this College . In the Eleaion of a Warden, the Fellows choose three Persons , whom they"
0359500400_000029,"Oxoniensis academia: or, the antiquities and curiosities of the University of Oxford. Giving an account of all the public edifices, both ancient and modern, particularly the Colleges and Halls, with their Chapels and Libraries; their most remarkable Curiosities and antique Customs; Parish Churches, Public Schools, Theatre, Musaeums, and Printing-House. Also the College Gardens, and Physic Garden, and other Places in the University. Together with lists of the founders, public benefactors, governors, and Visitors of the several Colleges and Halls; also Portraitures of famous Scholars and Statesmen; whose Pictures are plac'd in the Long-Gallery, with their Titles and Characters. Also Lists of the Chancellors, High-Stewards, Burgesses, Vice-Chancellors, Proctors, Professors, Lecturers, Public Orators, Keepers of the Archives and Musaeums, Public Registers and Public Librarians of this University. By John Pointer, M. A. Rector of Slapton in the County of Northampton, and Diocese of Peterborough.",John Pointer,85,1,0,0,0,1,0,3,1,2,0,3,0,3,3,0,5,0,13,0,0,1,0,0,3,1,6,1,6,0,1,5,0,0,0,4,2,1,0,0,2,0,0,0,3,1,0,0,1,1,0,0,1,1,4,0,1,1,3,0,0,1749,1,1,"London : printed for S. Birt, in Ave-Maria Lane; and J. Ward, in Little Britain. Sold also by J. Fletcher, and J. Barrett, at Oxford; and T. Merrill, at Cambridge, 1749.",London,271,male,1668,1754,FALSE,"Pam ner, of the following Annuities, To 1 To 4 Pensioners, each - -- - 9 To 3 Foundation scholars, each - 3 To the Moderator at Divinity Disputations, 3 To he Catechetic le&turer, - - 2 107.. d. o 0 o 0 6 8 o o To the Dean's"
