PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(church),termFreq(civil),termFreq(common),termFreq(confid),termFreq(constitut),termFreq(continu),termFreq(countri),termFreq(court),termFreq(crown),termFreq(differ),termFreq(england),termFreq(equal),termFreq(follow),termFreq(form),termFreq(free),termFreq(gener),termFreq(god),termFreq(govern),termFreq(governor),termFreq(hand),termFreq(hous),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(liberti),termFreq(live),termFreq(manner),termFreq(mean),termFreq(nation),termFreq(natur),termFreq(noth),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(principl),termFreq(provinc),termFreq(public),termFreq(reason),termFreq(rule),termFreq(sever),termFreq(societi),termFreq(state),termFreq(taken),termFreq(think),termFreq(true),termFreq(verb),termFreq(war),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0038403100_000011,"A letter to a clergyman, Relating to his sermon on The 30th of January: Being a compleat Answer to all the sermons that ever have been, or ever shall be, preached, in the like Strain, on that Anniversary. By a lover of truth, who wishes the perpetual peace and prosperity of Great-Britain.","Coade, George",92,0,2,0,2,0,1,1,1,6,0,1,0,2,0,2,0,0,2,1,1,1,10,2,2,0,5,0,0,8,1,2,0,1,3,6,0,0,0,1,0,7,2,4,1,5,1,0,1,3,2,0,2,0,0,0,0,0,0,0,0,1760,1,1,"London : printed for G. Kearsley, at the Golden Lion, in Ludgate Street, MDCCLX. [1760].",London,132,unknown,,,FALSE,"his Adversaries could have hoped for: I mean , by his pafring a Bill, where lyle divefled himself of the Power of dissolving, or so much as proroguing, them, without their own Consent. Thus he subverted the Constitution of his Country , to his own Prejudice; as he had afore"
0173300400_000002,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at Schools, Colleges, or the Universities, or privately educated, Attorneys Clerks, and other Persons; Whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the Law Dictionary.",Giles Jacob,144,0,2,0,2,2,4,6,0,1,1,0,2,2,1,4,0,1,1,0,7,6,1,0,0,1,9,0,2,50,1,0,0,0,2,2,0,0,1,6,0,2,4,1,0,0,3,0,0,5,4,2,0,1,3,0,1,0,1,0,0,1767,1,1,"London : printed by His Majesty's Law-Printers, for H. Woodfall and W. Strahan, P. Uriel at the Inner Temple Gate, and T. Caslon near Stationers Hall, 1767.",London,215,male,1686,1744,FALSE,"Nature is the Law now used in every State . Fsrtefcue de Laud. Leg. Angl. Cap. 16 The Laws of England are divided into three Sorts. i. The Common Ealu, which is taken for the Law of England simply, without any other Law whatsoever, before any Statute was enaced to"
1288900300_000005,"A letter from the Right Honourable Lord Carysfort, to the Huntingdonshire Committee.","Carysfort, John Joshua Proby, Earl of",87,1,0,0,1,0,0,2,1,7,1,1,0,1,1,3,1,0,2,1,1,0,2,0,0,1,2,1,0,5,2,0,1,2,5,1,1,1,1,8,3,14,0,2,4,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1780,1,1,"London : printed for J. Almon, opposite Burlington-House, Piccadilly, MDCCLXXX. [1780].",London,20,male,1751,1828,FALSE,"by a fair eleetion, a full and equal representation of the people ; to limit the number of placemen in Parliament ; and to bring the Representative to account with his corifituents, for the faithful discharge of his trust, by frequent elections. I have already remarked, that it would be"
0481801000_000005,"Things necessary to be settled in the province of Quebec, either by the King's proclamation, or order in Council, or by act of Parliament.",Francis Maseres,94,0,1,1,1,0,0,0,1,3,0,1,0,3,3,1,6,2,1,1,3,0,5,3,1,0,3,0,8,1,1,0,1,2,0,1,0,1,0,0,0,2,8,2,0,0,2,10,3,6,1,0,0,0,1,4,0,0,0,0,0,1772,1,1,"[London?, 1772?].",London,20,male,1731,1824,FALSE,"for their representatives in the assembly; and therefore, to the end that the treedom of their election may not be too much refrained, it seems reasonable that they hold be allowed to choose some repre Bit : he mem fentatives of that religion. But the members of the council are"
1444700600_000004,"Observations on a pamphlet, entitled, Thoughts on the cause of the present discontents. By Catherine Macaulay.",Catharine Macaulay,72,1,4,1,0,0,0,0,4,4,1,0,1,1,0,0,4,0,3,1,0,0,3,2,0,0,1,0,0,0,1,0,0,2,1,1,1,1,0,4,1,5,1,5,6,1,1,0,5,1,1,0,1,0,1,0,1,0,0,0,0,1770,1,1,"London : Printed for Edward and Charles Dilly in the Poultry, MDCCLXX. [1770].",London,18,female,1731,1791,TRUE,"any sense engaging in the diipute. Equally averse is the author of the Cause of the present Discontents against every other constitutional proposition for the remedying the growing evils of our government , as against the orthodox principle of rotation.; a place bill would set the executive power at variance"
0979400201_000109,"Lectures on the practice of the law of Scotland; in two volumes; by Walter Ross, ...","Ross, Walter",89,0,0,1,2,0,3,1,0,1,4,1,6,0,1,3,2,0,9,0,3,0,2,0,0,0,5,0,0,12,0,0,1,1,1,1,1,2,4,1,1,1,3,2,2,1,3,1,0,1,1,1,0,2,1,0,0,0,0,1,0,1792,1,2,"Edinburgh : printed for Bell & Bradfute, and Elpingston Balfour, 1792.",Edinburgh,527,male,1738,1789,FALSE,"circumstance of that matter may be found in the decisions of the Court , during the lait century, and in our writers upon the institutions of the law . It is enough to observe, that these consequences were equally penal, equally terrible, as in the outlawry or fugitation for the"
0250103400_000005,"A letter from the Right Honourable Lord Carysfort, to the Huntingdonshire Committee.","Carysfort, John Joshua Proby, Earl of",87,1,0,0,1,0,0,2,1,6,1,1,0,1,1,2,0,1,2,1,1,0,2,0,0,2,3,1,0,7,3,0,1,2,5,1,1,1,1,6,3,13,0,2,4,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,1780,1,1,"London : printed for J. Almon, opposite Burlington-House, Piccadilly, MDCCLXXX. [1780].",London,19,male,1751,1828,FALSE,"with his constituents, for the faithful discharge of his trust, by frequent elections. I have already remarked, that it would be abfurd'to hope for any effectual reformation from a corrupt Parliamenit. The people must work their own salvation. Every rifeafere of public benefit must spring from them. No Minister, however"
1314203000_000005,"The Judgment of whole kingdoms and nations, concerning the rights, power, and prerogative, of Kings, and the rights, priviledges, and properties, of the people: Shewing, the nature of government in general, both from God and man. An account of the British Government, and the rights and priviledges of the people in the time of the Saxons, and since the conquest. The government which God ordain'd over the children of Israel; and that all magistrates and governors proceed from the people, by many examples in scripture and history, and the duty of magistrates from scripture and reason. An account of eleven emperors, and above fifty kings depriv'd for their evil government. The rights of the people and Parliament of Britain, to resist and deprive their King; for evil government, by King Henry's Charter, and likewise in Scotland, by many examples. The prophets and ancient Jews were strangers to absolute passive-obedience: resisting of arbitrary government is allow'd by many examples in scripture, by most nations, and by undeniable reason. A large account of the revolution; with several speeches, declarations, and addresses, and the names and proceedings of ten bishops, and above sixty peers, concern'd in the revolution before King James went out of England. Several declarations in Queen Elizabeth's time of the clergy in convocation, and the Parliament who assisted and justified the Scotch, French, and Dutch, in resisting of their evil and destructive princes.",,116,0,4,1,0,0,0,4,0,0,0,0,3,1,1,0,1,0,3,0,1,8,11,2,0,1,4,0,1,16,1,0,1,0,2,7,2,1,0,1,0,7,4,8,0,4,1,1,5,1,2,1,3,0,1,1,0,0,0,0,0,1716,1,1,"Dublin : Re-printed by Tho. Hume, and sold by P. Campbell, at the Bible on the lower end of Cork-Hill, 1716.",Dublin,106,unknown,,,FALSE,"hence it is, that the Hoeife of Commons , among other Capacities in which they sit and ad, are by the Confii tution to be the great Inquefi of the Kingdom, to search into all the Oppressions and Injustices of the King's Ministers; so the House of Lords, among their"
0909800702_000120,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, Esquire. ...","Henry St John, 1st Viscount Bolingbroke",78,0,5,0,0,1,2,2,0,5,1,2,0,2,2,3,0,1,3,1,0,0,2,2,0,1,3,2,1,1,0,0,1,1,4,2,0,0,0,1,0,4,1,4,4,3,0,1,2,0,0,0,0,2,1,0,0,0,4,1,0,1793,2,5,"Dublin : printed by P. Byrne, Grafton-Street, M.DCC.XCIII. [1793].",Dublin,547,male,1678,1751,TRUE,"Since this pe LI L the history of France is the history of one slate under a more uniform and orderly government ; the hifiory of a monarchy wherein the prince is possessor of me, as well as lord of all the great fieffes: and, the authority of many tyrants"
1535801501_000027,"Miscellanies in prose and verse. In two volumes. By Jonathan Swift, D.D. and Aexander Pope, Esq; to which are added several poems, and other curious tracts not in any former impression.",Alexander Pope,92,0,1,1,1,3,2,1,0,1,1,0,1,0,1,3,2,0,1,1,2,0,6,0,0,0,3,0,0,1,1,0,1,2,5,3,0,1,3,0,7,5,2,6,1,5,2,0,3,1,0,1,0,5,0,5,1,0,0,0,0,1732,1,2,"London : London printed, and re-printed in Dublin, by and for Sam Fairbrother, bookseller in Skinner-Row, opposite to the Tholsel, MDCCXXXII. [1732].",Dublin,384,male,1688,1744,TRUE,"Emperors, but many modern Princes of Europe; such as Peter the Cruel, Philip the Second of Spain, yohn Bafilovits ofmufco.vy; and in our own Nation , King john, Richard the Third, and Henmy the Eighth. But there cannot be equal Absurdities supposed in maintaining the contrary Opinion, because it is"
0040900600_000005,"Essays on the following interesting subjects: viz. I. Government. II. Revolutions. III. The British Constitution. IV. Kingly Government. V. Parliamentary Representation & Reform. VI. Liberty & Equality. Vii. Taxation. and, Viii. The present war, & the stagnation of credit as connected with it. By John Young, Minister of the Gospel at Hawick.","Young, John, minister of the Gospel at Hawick, in Scotland",96,0,0,4,1,1,2,1,1,1,2,1,0,2,1,2,2,1,4,0,4,2,12,0,0,0,3,0,0,8,2,0,0,0,6,0,1,1,0,0,1,15,2,1,0,0,2,0,3,0,1,0,2,1,0,0,2,0,0,0,1,1794,1,1,"Glasgow : printed and sold by David Niven, Bookseller, Trongate, 1794.",Glasgow,162,male,,,FALSE,"does not follow from this maxim, that after a particular form of government has been set up, and continued for ages, with the consent of the body of the people , the people have a right to abolish it, and set up another, as often as they please. It has"
0064303000_000033,"Remarks on the history of England. From the minutes of Humphry Oldcastle, Esq;","Henry St John, 1st Viscount Bolingbroke",82,2,0,0,1,3,1,0,0,0,1,0,2,2,2,3,1,0,2,1,0,0,4,1,1,1,5,0,0,5,6,2,1,1,3,0,0,0,0,3,4,6,0,5,1,1,1,0,1,0,0,2,0,2,1,1,1,0,2,0,0,1747,1,1,"London : printed for R. Francklin, in Russel-Street, Covent-Garden, M,DCC,XLVII. [1747].",London,351,male,1678,1751,TRUE,"of converting into ordinary Alds of the Government those heavy Taxes, which ought never to be felt by the People , unless upon the mnofl extraordinary Occasions. That they ought to be laid in Time of War , neither was, nor ever could be doubted. That they were equally necessary"
0707301600_000001,A vindication of the Test-Act; or the right of Protestant dissenters to be admitted into all civil offices; fully and impartially consider'd. By a Member of the House of Commons.,"Croft, Archer, Sir",94,1,0,1,2,3,1,2,0,0,0,1,0,0,0,1,3,3,3,1,2,6,7,0,1,1,0,0,0,9,5,0,2,0,1,7,1,3,0,1,1,0,2,4,0,0,2,0,3,2,0,0,3,2,1,5,1,0,0,0,0,1736,1,1,"London : printed for T. Cooper, at the Globe in Pater-Noster-Row, MDCCXXXVI. [1736].",London,38,male,1684,1753,FALSE,"7 !·~~~~~ ·: ~ 2- : · A /5/ 4/.^  ll, VINDICATION OF THE TEST act; X OR THE R I G H T OF PROTESTANT DISSENTERS To be admitted into all CIFIL OFFICES ; Fully and impartially Considered. By a Member of the HOUSE OF COMMONS . LONDON:"
0554702800_000038,"Report of Committee of Secrecy of the House of Commons. Ordered to be printed 15th March, 1799.",Great Britain. Parliament. House of Commons,86,0,0,0,0,0,1,1,0,3,0,4,0,0,1,1,2,1,4,1,1,2,5,0,0,1,0,1,1,1,1,1,0,1,8,2,0,2,1,2,1,7,6,4,2,0,2,2,0,2,0,0,8,0,1,0,0,0,1,0,1,1799,1,1,"London : printed for John Stockdale, Piccadilly, 1799.",London,110,unknown,,,FALSE,"2d. Delegates from County Committees in other Provinces will be received, if such Province do not contain Two County Committees. NATIONAL COMMITTEE. That when Two Provincial Committees are formed they (hall elect Five Persons from each by Ballot to form a National Committee. Societies first Meetings in November, February, May,"
0991300102_000073,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",96,1,0,2,5,0,1,2,0,13,1,1,2,2,0,1,0,2,0,0,1,1,1,0,0,1,2,0,0,1,2,0,1,3,5,2,2,0,0,11,0,9,1,8,1,0,0,0,2,0,2,0,2,1,0,1,1,0,1,1,0,1754,2,5,"London : printed in the year, 1754.",London,537,male,1678,1751,TRUE,"conduct, as all other men are, to God , to their own consciences, to the tribunal of public fame, and to no other. But the commons are accountable to another tribunal, as well as to these, to that of their conffituents; before which they mufl frequently appear , according to"
0120200300_000072,"Jura Anglorum. The rights of Englishmen. By Francis Plowden, Esq. Conveyancer, of the Middle Temple.",Francis Plowden,112,0,0,0,0,7,8,1,2,4,0,0,0,3,5,10,1,0,4,1,0,0,5,0,1,0,15,1,0,12,1,0,4,0,0,3,0,1,1,2,0,3,1,0,3,3,1,0,1,1,1,0,0,1,3,1,0,0,0,1,0,1792,1,1,"Dublin : printed by George Bonham, No. 68, South Great George Street, M.DCC.XCII. [1792].",Dublin,637,male,1749,1829,FALSE,"vote was required by the constitution to entitle or qualify a person to wear the crown of these realms, I know of no better nor surer ground to form a history of our constitution upon, than the different forms of oaths, which have been tendered to and taken by our"
0761200100_000068,"Remarks on the history of England. By the Right Honourable Henry St. John, Lord Viscount Bolingbroke.","Henry St John, 1st Viscount Bolingbroke",80,0,1,0,1,1,0,1,1,2,1,3,0,1,0,1,0,0,2,2,3,1,6,0,1,0,4,1,1,3,3,0,1,0,5,1,0,0,1,6,0,3,2,2,4,2,3,0,1,0,0,2,0,0,1,3,1,0,0,1,1,1780,1,1,"London : printed for T. Cadell, in the Strand, [1780?].",London,353,male,1678,1751,TRUE,"Rome was the capital of the world ; that the pope was independent of all powers on earth; that kings and emperors were liable to be deposed by the plenitude of his authority . The pope waa believed by many, on his word ; and there were were more, who"
1139500600_000002,"A letter to the people of Great-Britain, in answer to that published by the American Congress.",,92,0,3,7,3,0,3,4,0,2,1,5,0,1,1,0,2,1,1,1,2,0,9,0,0,4,1,0,0,3,0,0,0,1,0,0,1,0,0,3,0,5,2,2,3,0,1,9,1,0,0,4,1,2,1,0,2,0,0,0,0,1775,1,1,"London : printed for F. Newbery, Corner of St. Paul's Church-Yard, MDCCLXXV. [1775].",London,58,unknown,,,FALSE,"made against every proposition, it folltws, that even of thole places which were represented, such only could be bound whose representatives have conented to the law or tax imposed; since if the general principle , as before nentioned, were TRUE , it would be highly unjust to include thole in"
1048000900_000002,"A letter addressed to the delegates from the several congregations of Protestant dissenters who met at Devizes on September 14, 1789.",George Huntingford,97,0,10,3,3,0,5,1,0,1,0,2,0,5,1,0,1,1,4,1,3,1,4,2,0,2,6,0,0,2,3,0,1,0,2,3,0,8,0,0,1,3,7,1,0,0,6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1789,1,1,"Salisbury : printed and sold by E. Easton; sold also by Messrs. Wilkie, No 71, St. Paul's Church-Yard, London, 1789.",Salisbury,30,male,1748,1832,FALSE,"deny? Many of the Dissenters the writer of this esteems; all of them he is disposed to treat with respect: difference of opinion operates not on liberal minds in private life to the diminution of good neighbourhood, social converse, and active friendship, To the deserts of Individuals be given the"
0503100500_000145,"Jura Anglorum. The rights of Englishmen. By Francis Plowden, Esq. Conveyancer, of the Middle Temple.",Francis Plowden,84,0,1,0,0,1,3,2,0,2,0,1,1,2,3,1,0,0,2,2,1,2,2,0,0,4,2,0,0,3,1,0,0,3,2,2,0,0,0,7,1,4,4,8,3,0,5,0,0,0,2,0,2,1,0,0,3,0,1,0,0,1792,1,1,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar, MDCCXCII. [1792].",London,645,male,1749,1829,FALSE,"47r. Papal encroachments, 225 Parental power , 79 Pardoning, prerogative of, 306 Parijfies, their boundaries limited, 298 Parliament , every a of parliament the aa of the people of England , and vice versa, 164 zxl. - - - lex & consuetudo, 454 - -- power of, 451.. sovereignty of,"
0212000101_000039,"The misscellaneous [sic] works of the Right Honourable Henry St. John, Lord Viscount Bolingbroke. ...","Henry St John, 1st Viscount Bolingbroke",79,0,5,1,0,1,2,2,0,4,0,2,0,4,1,3,0,1,3,1,0,0,2,1,0,3,3,1,1,1,0,0,1,0,4,2,0,0,0,1,0,4,0,4,2,3,1,1,2,1,0,2,0,0,1,0,0,0,7,1,0,1768,1,4,"Edinburgh : printed for A. Donaldson, and sold at his shops in London and Edinburgh, 1768.",Edinburgh,368,male,1678,1751,TRUE,"who seems to have been neither a greater hero nor a greater politician than Henry the sixth; and even then by the vigour and union of the French nobility in his service. Aster Lewis came to the crown , Edward the fourth made a (hew of carrying the war again"
1057500900_000003,"Letter the first addressed to the delegates from the several congregations of Protestant dissenters who met at Devizes on September 14, 1789.",George Huntingford,93,2,1,0,4,6,6,2,0,3,0,4,0,0,3,6,1,1,1,0,0,4,2,0,1,0,0,0,0,1,4,0,0,0,3,3,2,2,1,0,0,0,3,3,1,0,8,0,3,3,0,0,3,1,0,3,0,0,0,1,1,1790,1,1,"Salisbury : printed and sold by E. Easton; sold also by Messrs. Wilkie, No 71, St. Paul's Church-Yard, London, 1790.",Salisbury,33,male,1748,1832,FALSE,"than in the principle . Not in the principle for will any man say, that such a proceeding contradicts any right that is properly religious? For such an objetion there seems no assignable ground. Every man is left at full liberty to worship God , at the times and according"
0644600101_000397,"The history of the Puritans or Protestant non-conformists, from the Reformation under King Henry Viii. to the Act of Toleration under King William and Queen Mary: with an account of their principles, their attempts for a further reformation in the Church; and the lives and characters of their most considerable Divines. In Two Volumes. By Daniel Neal, M. A.",Daniel Neal,101,1,0,0,5,1,1,2,1,3,1,0,0,1,4,6,0,0,1,0,0,1,1,0,2,6,13,0,0,6,2,0,0,1,4,2,0,0,2,16,2,1,1,1,2,1,1,0,2,2,0,0,0,2,0,1,1,0,0,1,0,1754,1,2,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row, and J. Waugh and W. Fenner, at the Turk's-Head in Lombard-Street, MDCCLIV. [1754].",London,955,male,1678,1743,FALSE,"them. If the constitution was then entire, and the mofi cofiderable grievances redreftid. If the laws in being were afief ficient Jecurity against the return of popery and arbitrary power , and there was good reason to believe those laws would have their tree courlfe; then the king's arguments are"
0651400300_000060,"An inquiry, into the nature of subscription to the thirty-nine articles. I. How far is it consistent with the Natural Rights of Mankind? II. How far is it consistent with the Powers of the Human Mind? III. How far is it consistent with the Principles of the British Constitution? IV. How far is it consistent with the Doctrines and Precepts of Christianity? By G. Dyer, A.B. Late Of Emmanuel College Cambridge;",George Dyer,99,0,0,3,0,12,4,3,1,6,1,1,2,0,1,6,1,1,2,1,1,2,5,0,2,0,2,0,0,12,3,0,0,0,1,8,0,0,0,3,0,4,1,1,0,1,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1790,1,1,"[London?] : Printed for the author, [1790?].",London,368,male,1755,1841,FALSE,"us: s the term, r 215 ] elates of the people , by this breach of trull, they for \ the power the people put into their hands , for quite contrary ends, and it devolves to the people AND it is clear, that this is the judgement of the"
0147101200_000005,"The trve sentiments of America: contained in a collection of letters sent from the Hovse of Representatives of the province of Massachvsetts Bay to several persons of high rank in this kingdom: together with certain papers relating to a svpposed libel on the governor of that province, and a dissertation on the canon and the fevdal law.",Thomas Hollis,85,1,2,0,1,0,0,1,0,4,1,1,1,1,0,1,1,0,0,7,2,0,1,1,0,4,0,0,2,9,1,0,2,1,2,4,0,0,1,6,0,5,1,3,3,1,2,7,0,2,1,0,0,2,0,0,0,0,0,0,0,1769,1,1,"Dublin : printed for J. Millikin, in Skinner-Row, 1769.",Dublin,117,male,1720,1774,FALSE,"the prerogative of the sovereign, is a strong inducement to the House , when new grievances happen, to implore your repeated aid. Conscious of their own disposition, they rely upon that candour which is a diftinguihed mark of your cha ra&er. And however they may have been re erefented to"
1455700202_000044,"Institutes of natural law: being the substance of a course of lectures on Grotius De jure belli et pacis, read in S. John's College Cambridge. By T. Rutherforth. D.D. F.R.S. Archdeacon of Essex, &c. &c. &c. Vol. I[-II]. ...",St. John's College (University of Cambridge),114,2,3,1,0,0,8,1,1,13,0,2,0,0,1,0,0,1,4,0,0,0,6,2,1,0,10,2,0,0,2,0,1,3,2,1,1,0,2,1,4,12,5,11,0,2,0,0,1,3,0,0,1,1,0,0,1,0,0,2,0,1799,2,2,"Whitehall [Pa.] : Printed for William Young, bookseller and stationer, no 52 South Second-Street, Philadelphia, M,DCC,XCIX. [1799].",Whitehall|Philadelphia.,652,unknown,,,FALSE,"of mutual fubje~ion between the king and the people , that the people are obliged to obey him, when he governs well, but that he, in his turn, becomes inferior to them, when he governs otherwise. He is here speaking of monarchical constitutions in particular; but what he says will"
0298901400_000008,"An essay on the first principles of government; and on the nature of political, civil, and religious liberty. By Joseph Priestly [sic], LL.D. F.R.S.",Joseph Priestley,104,1,4,2,5,0,0,0,1,0,0,2,0,0,0,1,3,0,4,1,3,0,12,2,1,2,1,0,0,5,4,0,1,0,3,3,2,0,1,1,0,5,1,12,2,0,3,0,7,0,1,0,4,2,0,0,2,0,0,0,0,1768,1,1,"Dublin : printed for James Williams, 1768.",Dublin,225,male,1733,1804,TRUE,"situation of things was such, that his death could not be voted by the whole nation , or their representatives solemnly assembled for that purpose. Such a transaction would have been an immortal honour to this country , whenever the superstitious notion of the sacredness of kiigly power shall be"
0212000102_000067,"The misscellaneous [sic] works of the Right Honourable Henry St. John, Lord Viscount Bolingbroke. ...","Henry St John, 1st Viscount Bolingbroke",74,0,1,0,0,1,2,1,1,3,2,2,1,2,0,1,0,0,2,2,1,1,4,0,0,0,5,1,1,3,2,0,0,0,3,2,0,0,1,4,1,3,2,2,3,4,3,0,1,0,0,2,0,0,0,1,1,0,0,1,1,1768,2,4,"Edinburgh : printed for A. Donaldson, and sold at his shops in London and Edinburgh, 1768.",Edinburgh,322,male,1678,1751,TRUE,"longer an ancient and undoubted right and inheritance, but derived them from the permilion and toleration of the crown , and declared them liable to be retrenched at the will of the Prince ; and which, by necefeary consequence, changed at once the nature of the English conllitution, from that"
0452801900_000055,"A dissertation upon parties; in several letters to Caleb D'Anvers, Esq; Dedicated to the Right Honourable Sir Robert Walpole.","Henry St John, 1st Viscount Bolingbroke",78,0,1,0,0,2,1,1,0,13,0,1,0,2,1,0,1,1,2,3,2,0,8,0,0,2,1,0,0,0,7,0,1,1,1,2,0,1,0,0,2,0,0,2,1,1,2,0,2,1,2,0,1,3,0,1,2,0,0,2,1,1754,1,1,"London : printed for R. Francklin, in Russel-Street, Covent-Garden, M.DCC.LIV. [1754].",London,382,male,1678,1751,TRUE,"endeavour, both in speculation and practice, to elude and pervert the forms , and to ridicule and explode the fpi rt of this constitution ; these men are enemies, open and avowed enemies to it, and by consequence to British liberty , which cannot be supported on any other bottom."
0414100200_000062,"The arch-Deacon's examination of candidates for holy orders, according to the history, canons, and articles of religion of the Church of England and Ireland. By Arthur St. George, D.D.","St. George, Arthur           1772",94,0,0,1,2,4,2,1,1,1,0,1,0,0,0,1,1,0,1,0,0,6,7,1,1,0,2,1,0,11,1,3,5,0,1,7,1,2,0,0,0,0,3,5,0,0,2,0,6,3,0,1,1,1,1,1,0,0,3,0,2,1740,1,1,"Dublin : printed by S. Powell, and sold by R. Owen, Bookseller in Skinner-Row, MDCCXL. [1740].",Dublin,383,unknown,,,FALSE,"which God , who hath promised to be evermore with his Church , will not deny to those who are worthy of his Vocation, to inspire them with divine Grace and Virtue, to be able to go through with the Work of their Profession, unto which they are thus dedicated"
0114800500_000214,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The fourth edition, improved and enlarged; the astronomical part by James Ferguson, F. R. S.",William Guthrie,99,2,1,1,0,1,1,6,0,2,1,1,3,3,1,11,0,0,0,0,4,0,4,1,2,3,12,1,1,6,0,0,0,0,2,1,0,3,0,7,0,3,0,2,1,0,0,0,4,0,0,1,1,4,1,1,0,0,0,0,0,1774,1,1,"London : printed for J. Knox, No. 148, near Somerset-House, in the Strand, MDCCLXXIV. [1774].",London,755,male,1708,1770,FALSE,"discouragements are detrimental to England herself, and beneficial to her natural enemies. Whatever truth there may be in this complaint, it is certain that the Irish have carried their inland manufactures, even those of luxury, to an amazing height, and that their lords lieutenants, and their court , have of"
0057002800_000007,"The judgment of whole kingdoms and nations, concerning the rights, power, and prerogative of kings, and the rights, priviledges, and properties of the people: ...",,106,0,3,1,0,0,0,4,0,1,0,0,3,1,0,0,1,0,3,0,1,6,10,2,0,1,5,0,2,14,1,0,1,0,2,6,2,1,0,1,0,6,4,6,0,3,1,1,5,2,1,0,3,0,1,1,0,0,0,0,0,1714,1,1,"London : printed for, and sold by T. Harrison, 1714.",London,76,unknown,,,FALSE,": So it belongeth to our Parliaments , as being cne of the great Ends, as well as Reasons , for which they ought to be frequently called and assembled, to inquire into, and to punish the Crimes of Judges, and all others employed by, and under the King ,"
0369800700_000058,"An essay on the history of civil society. By Adam Ferguson, LL. D. Professor of Moral Philosophy in the University of Edinburgh.",Adam Ferguson,80,2,2,2,0,0,3,1,1,0,2,4,0,0,1,0,2,0,3,1,0,0,4,2,1,0,4,1,0,1,1,1,0,0,8,0,0,1,2,0,0,1,3,4,1,2,1,1,2,0,0,0,3,2,0,2,0,0,8,0,0,1768,1,1,"London : printed for A. Millar and T. Cadell, in the Strand; and A. Kincaid and J. Bell, Edinburgh, MDCCLXVIII. [1768].",London,440,male,1723,1816,TRUE,"given him a military leader, and to resign his personal freedom in the field, from the same magnanimity with which he maintains it in the political deliberations of his country , has yet to learn the moult important lefton of civil society , and is only fit to occupy a"
