PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(art),termFreq(azur),termFreq(beauti),termFreq(blaze),termFreq(blue),termFreq(bright),termFreq(carbuncl),termFreq(cave),termFreq(cavern),termFreq(cloud),termFreq(colour),termFreq(columnar),termFreq(crystal),termFreq(dark),termFreq(deep),termFreq(diamond),termFreq(earth),termFreq(emerald),termFreq(fine),termFreq(finest),termFreq(form),termFreq(garnet),termFreq(gem),termFreq(glass),termFreq(gold),termFreq(golden),termFreq(great),termFreq(green),termFreq(hard),termFreq(heaven),termFreq(hue),termFreq(hyacinth),termFreq(indi),termFreq(jasper),termFreq(jewel),termFreq(light),termFreq(lustr),termFreq(mine),termFreq(mountain),termFreq(necklac),termFreq(onyx),termFreq(opal),termFreq(pebbl),termFreq(pellucid),termFreq(polish),termFreq(preciou),termFreq(purpl),termFreq(rai),termFreq(red),termFreq(rubi),termFreq(sapphir),termFreq(silver),termFreq(size),termFreq(stone),termFreq(ting),termFreq(tint),termFreq(topaz),termFreq(transpar),termFreq(valu),termFreq(variou),termFreq(view),termFreq(wear),termFreq(white),termFreq(yellow),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0197600102_000702,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other remarkable Places throughout the World. Illustrated with above three hundred copper-plates, engraved by Mr. Jefferys, Geographer to His Majesty. The whole extracted from the best authors in all languages. By a society of gentlemen.",Society of Gentlemen,73,2,0,0,3,0,0,1,0,0,0,0,7,1,0,0,2,0,0,0,3,1,1,1,6,0,0,0,2,0,1,0,0,9,2,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,10,2,0,0,0,1,0,1,0,0,2,2,0,0,0,9,1763,2,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLXIII. [1763].",London,1118,unknown,,,FALSE,". HYACINTH , nracikas, in botany, a genus of the hexandria mor.cgynia caf: of plants, the fowver of which ccnfifss of a finle comparulated petal, divided into ixt reexa teg : s at je bob: thi £ó l:; o H Y A isa rgundifh capsule, lightly ridged with three corners,"
1086800103_000209,"The British magazine and review; or, Universal miscellany of arts, sciences, literature, history, biography, entertainment, poetry, politics, manners, amusements, and intelligence foreign and domestick, ...","Wood, W.",54,4,1,0,2,0,1,2,0,0,0,1,2,0,1,0,0,0,0,1,0,1,4,0,5,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,2,0,5,1,2,2,0,0,1,0,0,0,0,4,1,0,1,2,0,0,0,0,2,0,1782,3,3,"[London [England] : printed for Harrison and Co. no. 18, Paternoster-Row ..., 1782-1783].",London,503,male,1782,1783,FALSE,"after the rest; but, on the contrary, he led thebritih fleetano there way directly from the enemy. By these instances of mifconduc and neglect, a glorious opportunity was lost of doing a moult essential service to the state, and the honour of the Britifl navy was tarnished. On the i"
0367300400_000017,"Theophrastou tou Eresiou peri Ton Lithon biblion. Theophrastus's history of stones. With an English version, and notes, including the modern history of the gems described by that author; and of many other of the Native Fossils. To which are added, two letters: I. On the colours of the sapphire and turquoise. II. Upon the effects of different menstruums on copper. Both tending to illustrate the Doctrine of the Gems being coloured by Metalline Particles. The second edition; enlarged by the addition of a Greek index of all the Words in Theophrastus. Also observations on the new Swedish acid, and of the Stone from which it is obtained; and with an idea of a natural and artificial method of fossils. By Sir John Hill.",Theophrastus,84,2,0,0,2,0,1,1,8,0,0,0,6,0,0,0,1,4,0,0,2,0,0,7,10,1,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,2,8,1,0,0,0,1,1,0,0,1,1,1774,1,1,"London : printed for the author, in St. James's-Street: and sold by L. Davis, in Holborn; Nourse, in the Strand; White, in Fleet-Street; Cater, in Holborn; Bell, in the Strand; Fletcher, at Oxford; Woodyer, at Cambridge; and Bell, at Edinburgh, MDCCLXXIV. [1774].",London,392,male,,287,FALSE,"as no Gem ever was, or ever will be found 6 [ 75 ] and of such a Kind, that when held against the y Sun, it resembles that of a burning Coal. This Stone is extremely valuable, one of a very small Size being valued at forty Aurei. It"
0165700402_000026,"Physical and chemical essays; translated from the original Latin of Sir Torbern Bergman, Knight of the Order of Wasa, Professor of Chemistry at Upsal, &c. &c. &c. By Edmund Cullen, M.D. Fellow of the Royal College of Physicians at Dublin. To which are added notes and illustrations, by the translator. ...",Torbern Bergman,67,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,15,4,0,0,6,2,9,1,1,0,2,2,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,1,0,1,2,0,1,0,0,1,0,1784,2,2,"London : printed for J. Murray, No 32, Fleet-Street; Balfour and Co. W. Gordon, and J. Dickson, at Edinburgh; and L. White, at Dublin, M.DCC.LXXXIV. [1784].",London,534,male,1735,1784,FALSE,"different degrees of fusibility: fixed alkali attracts siliceous earth very powerfully, but scarcely afts upon argillaceous earth or lime; hence it is with difficulty it as upon the gems in which not only the siliceous earth is in finall quantity, but is also closely united with the other principles; yet"
0510500114_000141,"Magazine of natural history. Comprehending the whole science of animals, plants, and minerals; divided into distinct parts, the characters separately described, and systematically arranged. By E. Sibly, ...","Sibly, Ebenezer",60,0,0,0,2,0,1,0,0,0,0,2,6,0,1,1,0,9,1,0,0,0,3,0,1,1,0,0,0,3,2,0,0,1,0,0,0,1,3,0,1,0,1,0,2,0,2,1,0,1,1,0,1,0,1,1,0,0,0,4,1,4,0,0,0,1,1794,14,14,"London : printed for the proprietor, and sold by Champante & Whitrow, and at the British Directory-Office, Ave-Maria-Lane, St. Pauls, [1794-1808].",London,737,male,1751,1800,FALSE,"yellow , alternating in various manners, generally in concentric circles: it loses its colour in the fire, and cracks and breaks if the heat be sudden or violent: it is the hardest of all its genus. Specific gravity from e. to a26. The value of this substance in jewellery dependo"
1199600101_000024,"The botanic garden; a poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. With philosophical notes.",Erasmus Darwin,65,1,0,0,0,2,1,1,0,0,0,1,1,0,2,1,0,6,5,0,1,0,3,0,2,1,0,1,6,0,1,0,0,0,0,0,0,7,0,0,1,0,2,2,0,0,1,2,0,1,0,1,1,1,0,4,0,1,0,3,0,2,0,0,0,0,1791,1,2,"London : printed for J. Johnson, St. Paul's Church-Yard. MDCCXCI. Entered at Stationers Hall.), [1791].",London,365,male,1731,1802,TRUE,"gravities, heat being the heaviest of them, electricity the next heavy, and magnetism the lightest, it is evident that by the quick revolution of the earth the heat will be accumulated most over the line, elearicity next beneath this, and that the magnetifin will be detruded to the poles and"
1424300102_000507,"A new and complete dictionary of trade and commerce: Containing a distinct explanation of the general principles of commerce; an accurate definition of its terms; an ample illustration of the laws and customs of all commercial states, with respect to mercantile affairs, in general; including the several treaties of commerce actually subsisting at this time between the different powers of Europe. A particular description of the different productions of art and nature, which are the basis and support of commerce; particularly distinguishing the growth, product, and manufactures of Great Britain and its colonies. An extract specification and valuation of all foreign coins, with easy concise tables for reducing them to the British standard. An historical and critical account of all public and private companies, and of all public banks and funds, with the nature of their securities. An abstract of the bye-laws and customs of all ports and harbours; with a description of the office and duty of consuls, agents, and other persons residing in foreign parts, for the protection of the commerce of their respective nations. Also observations on the present state of our foreign commerce, and of the new manufactures established and brought to perfection of late years in Great Britain, of which no account has hitherto been given in any other commercial dictionary. By Thomas Mortimer, Esq; His Majesty's Vice-Consul for the Austrian Netherlands.",Thomas Mortimer,68,0,1,1,1,0,3,0,0,0,0,0,7,2,0,2,0,0,0,0,1,0,1,0,4,0,1,0,5,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,3,0,0,2,0,0,5,2,4,1,0,3,0,0,0,0,0,1,0,0,5,8,1766,2,2,"London : Printed for the author; and sold by S. Crowder, at the Looking-Glass; and J. Coote, at the King's Arms, in Pater-noster-row; and J. Fletcher, in St. Paul's Church-yard, MDCCLXVI. [1766].",London,553,male,1730,1810,FALSE,"usaler the name of white sapphires . The pebble sapphires ofth Eaf1.. Indies are more valuable than the columnar a those us Pegi are all of this kind. .We have Come pebble and lo'nie columnar or cryllalliform fapjihires.ft'om Cananor, .akid4: ibe island of Ceylon, which are often very Ifine; sind"
0544900203_000572,"A supplement to Mr. Chambers's Cyclopædia: or, universal dictionary of arts and sciences. In two volumes. ...",Ephraim Chambers,71,3,0,0,2,0,4,1,3,0,0,0,5,0,0,0,2,0,1,0,0,0,0,9,5,0,0,0,1,0,1,0,0,1,1,0,3,1,0,0,1,0,0,0,0,0,1,0,0,0,10,3,0,0,0,3,2,0,0,0,1,1,0,0,5,1,1753,1,1,"London : printed for W. Innys and J. Richardson, R. Ware, J. and P. Knapton, T. Osborne, S. Birt [and 10 others in London], 1753.",London,521,male,1680,1740,FALSE,"the brightnefi of the ruby , as well in its polished as in its native or rough late. Thee are the determinate charaers by which the garnt is to be known from all the other red gpu. Among our lapidarie and jewellers , genuine gr Wr, according to thetr diffient"
0489200102_000011,"Cyclopædia: or, an universal dictionary of arts and sciences; ... By E. Chambers, F.R.S.",Ephraim Chambers,56,2,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,5,0,2,2,0,2,1,1,2,0,0,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,4,5,0,0,0,2,1,0,1,3,0,0,1,1,0,5,0,0,1,0,1738,2,2,"London : printed for D. Midwinter, A. Bettesworth and C. Hitch, J. Senex, R. Gosling [and 12 others in London], 1738.",London,,male,1680,1740,FALSE,"grandees retrench somewhat every day out of their table, out of them dress, equipage, c. to appear the more magnificent in Lanterns. They are adorned with gilding, sculpture, painting, japanning, c. and as to their size , it is extravagant; same are from 25 to 30 foot diameter: they represent"
1010400100_000975,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,62,0,0,1,3,0,4,1,0,0,0,0,7,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,0,4,6,8,0,1,3,0,0,0,2,1,0,0,0,2,1,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"Turkilh Archipelago, situated 40 miles S. E. of Melos, and 20 miles S. W. of Morgo, being 35 miles in circumference. The whole island seems to be a pumice rone rock, covered over with a foot of vegetable earth , and was railed out of the sea by a volcano,"
0682000101_000052,"An essay towards a system of mineralogy. By Axel Frederic Cronstedt, ... Translated from the original Swedish, with annotations, and an additional treatise on the blow-pipe. By Gustav von Engestrom, ... The second edition, greatly enlarged and improved, by the addition o the modern discoveries; and by a new arrangement of the articles, by John Hyacinth de Magellan, ... In two volumes. ...",Gustav Engeström,71,4,0,0,1,0,1,0,0,0,0,0,8,0,0,2,0,0,1,0,2,0,0,0,2,1,0,0,0,3,2,0,0,0,0,0,0,3,0,0,2,0,0,10,0,1,0,2,1,2,3,1,0,0,1,7,0,0,1,3,2,0,0,0,2,3,1788,1,2,"London : printed for Charles Dilly, 1788.",London,485,male,1738,1813,FALSE,"opaque fchoerls of Sweden to pofilts the same elearic qualities of the Tourmaline; but could not find any pellucid ones with the same property. The Editor. stones stones are not in the least eletric; However, on being rubbed, they become electric in their fides, like other diaphanous gems . 3"
0367400402_000694,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other Remarkable Places throughout the World. Illustrated with above three hundred copper-plates, curiously engraved by Mr. Jefferys, Geographer and Engraver to his Royal Highness the Prince of Wales. The whole extracted from the best authors in all languages. By a society of gentlemen. ...",Society of gentlemen,70,1,0,0,3,0,0,2,0,0,0,0,7,1,1,0,2,0,0,0,4,0,1,1,6,0,0,0,1,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,9,3,0,0,0,3,0,1,0,0,2,1,0,0,0,7,1754,2,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLIV. [1754].",London,1084,unknown,,,FALSE,"cutti gei all' a i.lrier's lodje, otlieriific s alld a crjcrn. See tie article (cacrtn. 31utlikr L sis LD. n mraet own n tihe svelt ltding o Yo ir t: w!ti Ilvl,. a 34',, 0t: la;.  3;,. His C - r H y A [ 1668 ] iiuxing ofa"
1158400100_000016,"A history of the materia medica. Containing descriptions of all the substances used in medicine; their Origin, their Characters when in Perfection, the Signs of their Decay, their Chymical Analysis, and an Account of their Virtues, and of the several Preparations from them now used in the Shops. By John Hill, M. D. Member of the Royal Academy of Sciences at Bourdeaux.",John Hill,75,1,0,1,6,0,7,1,0,0,0,0,12,0,0,0,3,0,4,2,3,0,1,0,3,2,2,0,0,8,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,3,2,0,0,1,0,0,0,0,0,2,1751,1,1,"London : printed for T. Longman, C.Hitch and L.Hawes, in Pater-Noster Row; A. Millar, opposite Catharine-Street in the Strand; and J. and J. Rivington, in St. Paul's Church-Yard, MDCCLI. [1751].",London,916,male,1714,1775,FALSE,"throw over the Mixture such a Quantity of a flux Powde made of Tartar and common Glass powdered, as will cover it a quarter of an Inch deep . Copper melted with Zink makes the yellow Metal we call Brass, this Operation is usually performed not with pure Zink, but"
1158400100_000163,"A history of the materia medica. Containing descriptions of all the substances used in medicine; their Origin, their Characters when in Perfection, the Signs of their Decay, their Chymical Analysis, and an Account of their Virtues, and of the several Preparations from them now used in the Shops. By John Hill, M. D. Member of the Royal Academy of Sciences at Bourdeaux.",John Hill,71,1,0,0,6,0,0,2,0,0,0,2,6,0,0,0,0,0,1,1,3,1,2,0,1,0,0,0,0,3,2,0,0,0,3,6,1,1,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,3,11,0,0,0,1,1,1,0,0,6,0,1751,1,1,"London : printed for T. Longman, C.Hitch and L.Hawes, in Pater-Noster Row; A. Millar, opposite Catharine-Street in the Strand; and J. and J. Rivington, in St. Paul's Church-Yard, MDCCLI. [1751].",London,916,male,1714,1775,FALSE,"to all the Agate Kind, and in all Probability they really do belong as much to one as to another of them; but those who have left us any particular Charaters of the Stone meant, have all joined in giving those which belong to the common white Agate with white"
0649900302_000012,"Of microscopes, and the discoveries made thereby. Illustrated with many copper-plates. By Henry Baker, ... In two volumes. ...",Henry Baker,59,5,0,0,1,0,0,0,0,0,0,0,5,0,10,0,0,3,0,4,0,0,2,0,2,1,1,0,0,0,4,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,3,0,0,0,2,1,0,1,3,1,0,2,1,0,0,0,0,0,0,1785,2,2,"London : printed for J. Dodsley, 1785.",London,509,male,1698,1774,FALSE,"even through all the Changes that happen, and by their Trans cles of such Salts become arranged in certain determined Figures. according to their refpeaive Kinds, by juxtaposition, Accretion or Apposition, and not by any Protrusion or Lhooting forward, in the Manner of the Growth of Plants. And therefore though"
0811300400_000024,"The botanic garden; a poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. With philosophical notes.",Erasmus Darwin,65,1,0,0,0,2,1,1,0,0,0,1,1,0,2,1,0,6,6,0,1,0,2,0,2,1,0,1,6,0,1,0,0,0,0,0,0,7,0,0,1,0,2,2,0,0,1,2,0,1,0,1,1,1,0,5,0,1,0,3,0,1,0,0,0,0,1791,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard. MDCCXCI. Entered at Stationers Hall, [1791].",London,587,male,1731,1802,TRUE,"discoveries in magnetism both in refpecc to experiment and theory; the latter consists of vague conjeecures the more probable of which are perhaps those of Elpinus, as they affimulate it to eletricity. One conjecure I shall add, viz. that the polarity of magnetism may be owing to the earth's rotatory"
1305500105_000069,"A new and accurate system of natural history; Containing, I. The history of quadrupedes, including amphibious animals, frogs, and lizards, with their propertics and uses in medicine. II. The history of birds, with the method of bringing up those of the singing kind. III. The history of fishes and serpents, including sea-turtles, crustaceous and shell-fishes; with their medicinal uses. IV. The history of insects, with their properties and uses in medicine. V. The history of waters, earths, stones, fossils, and minerals; with their virtues, properties, and medicinal uses: to which is added, the method in which linnus has treated these subjects VI. The history of vegetables, as well foreign as indigenous, including an account of the roots, barks, woods, leaves, flowers, fruits, seeds, resins, gums, and concreted juices; as also their properties, virtues, and uses in medicine; together with the method of cultivating those planted in gardens. By R. Brookes, M.D. author of The general practice of physic. In six volumes.",Richard Brookes,82,0,0,0,0,0,0,0,0,0,0,1,10,0,2,0,1,0,0,9,0,0,2,0,7,1,6,1,1,8,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,8,1,0,3,5,1,1,0,1,1,5,1763,5,6,"London : Printed for J. Newbery, at the Bible and Sun in St. Paul's Church-Yard, MDCCLXIII. [1763].",London,464,male,1721,1763,FALSE,"itself. If this method be practised judiciously, counterfeit emeralds may be produced as good as those of America. The PRASIUILS or PRASSITE, is by many thought to be the matrix of an Emerald , and perhaps not improperly, becadfe it is sometimes found withml it; for the greener parts that"
0510500114_000131,"Magazine of natural history. Comprehending the whole science of animals, plants, and minerals; divided into distinct parts, the characters separately described, and systematically arranged. By E. Sibly, ...","Sibly, Ebenezer",77,3,0,0,0,0,3,0,0,0,0,0,11,0,3,0,1,0,0,9,1,0,3,0,5,1,0,0,0,14,5,0,1,1,0,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,1,2,0,0,2,1,0,0,0,0,0,1,1794,14,14,"London : printed for the proprietor, and sold by Champante & Whitrow, and at the British Directory-Office, Ave-Maria-Lane, St. Pauls, [1794-1808].",London,737,male,1751,1800,FALSE,"degree. By the blowpipe it dlok its transparency ; and is afterwards fused into a wbitt enamel. Specific gravity 3-06. Contains silex 36, alumine 19, glucine 15, oxyd of iron 3 Of all minerals this i most easily divisible into latnina. There is only one known variety in the form"
0682000101_000047,"An essay towards a system of mineralogy. By Axel Frederic Cronstedt, ... Translated from the original Swedish, with annotations, and an additional treatise on the blow-pipe. By Gustav von Engestrom, ... The second edition, greatly enlarged and improved, by the addition o the modern discoveries; and by a new arrangement of the articles, by John Hyacinth de Magellan, ... In two volumes. ...",Gustav Engeström,83,2,0,0,0,0,3,0,0,0,0,0,8,0,0,0,1,1,0,0,2,0,4,0,4,1,0,0,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7,7,0,0,2,1,0,16,3,3,0,0,0,2,1,1788,1,2,"London : printed for Charles Dilly, 1788.",London,485,male,1738,1813,FALSE,"lose its blue colour in the fire. Those which are but little tinged , are called white sapphires . The sapphire is seldom found of a very deep blue colour , and free from parallel flaws which run through it[2i]''... : :  -: -:. SECT. [z] The fine hard"
1021600100_000029,"An essay towards a system of mineralogy: by Axel Fredric Cronstedt. Translated from the original Swedish, with notes, by Gustav von Engestrom. To which is added, A treatise on the pocket-laboratory, Containing An Easy Method, used by the Author, for Trying Mineral Bodies, written by the translator. The whole revised and corrected, with som additional notes, by Emanuel Mendes da Costa.",Gustav Engeström,56,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,8,3,4,1,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,1,1,1,0,2,2,0,0,1,1,0,1,0,6,0,0,1,2,6,0,0,0,0,0,1770,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, MDCCLXX. [1770].",London,373,male,1738,1813,FALSE,"latter circumstance they are called Labora: and it may be observed, that for cutting the ruby , fpinell, ballas, and chrysolite, the oil of * This species is very seldom found alone in form of veins, and still more rarely as constituting the substance of whole mountains ; but is"
0965400100_000024,"The botanic garden; a poem, in two parts. Part I. Containing the economy of vegetation. Part II. The loves of the plants. With philosophical notes.",Erasmus Darwin,66,1,0,0,0,2,1,1,0,0,0,1,1,0,1,1,0,6,5,0,1,0,4,0,2,1,0,1,6,0,1,0,0,0,0,0,0,7,0,0,1,0,2,2,0,0,1,2,0,1,0,1,1,1,0,5,0,1,0,3,0,2,0,0,0,0,1791,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard. MDCCXCI. Entered at Stationers Hall.), [1791].",London,590,male,1731,1802,TRUE,"and mag netifin the lightest, it is evident that by the quick revolution of the earth the heat will be accumulated most over the line, electricity next beneath this, and that the magnetism will be detruded to the poles and axis of the earth , like the atmospheres of common"
1025300102_000011,"Cyclopædia: or, an universal dictionary of the arts and sciences; ... By E. Chambers, F.R.S. The fifth edition. In two volumes. ...",Ephraim Chambers,63,2,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,4,0,2,2,0,2,1,1,2,0,0,1,0,3,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,4,5,0,0,0,1,1,0,1,10,0,0,1,1,0,5,0,0,1,0,1741,2,2,"London : printed for D. Midwinter, W. Innys, C. Rivington, A. Ward, J. and P. Knapton, [and 12 others all in London], 1741-43.",London,993,male,1680,1740,FALSE,"of their dress, equipage, c. to appear the more magnificent in lanterns. They are adorned with gilding, sculpture, painting, japanning, c. and as to their size , it is extravagant; some are from 25 to 30 foot diameter: they represent halls, and chambers, and two or three such machines together"
0254501000_000007,"A syllabus of a course of lectures in chemistry, read at the Museum, Oxford. By Martin Wall, M.D. Public Reader in Chemistry.",Martin Wall,66,0,5,0,0,0,2,0,0,0,0,0,4,0,3,0,0,2,8,1,0,0,3,1,1,13,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,1,0,0,5,0,0,1,1,0,2,0,0,2,0,1782,1,1,"Oxford : printed for D. Prince and J. Cooke, MDCCLXXXII. [1782].",Oxford,65,male,1747,1824,FALSE,A. Of Sand. Some of it's Species and Varieties shown. B. Of Pebble .. EGYPTIAN Pebble .. Falkland i/land Pebble .. Agate. J Onyx .. Sardonyx.. Carnelian. n. Chalcedony. a. Opal .. Mocbo.. Breccia Silicea or Plumpud ding Stone . A general Account of these Species. C Of QUARTZ. The
0689500110_000700,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,63,2,1,0,2,0,0,1,0,0,0,0,7,1,1,0,0,1,0,0,3,1,3,0,4,0,2,0,3,0,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,1,2,1,0,11,0,2,0,0,0,0,3,1778,10,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,1237,unknown,,,FALSE,"to extend the top malt shrouds, so as to form a greater angle with the malt, and thereby give additional support to the latter. It is fnftained by certain timbers fixed across the hounds or shoulders of the mall, and called the trejfle trees and croi treef. Besides the use"
1448700200_000004,"One thousand valuable secrets, in the elegant and useful arts, collected from the practice of the best artists, and containing an account of the various methods of engraving on brass, copper and steel. Of the composition of metals. -- of varnishes. Of mastichs, cements, sealing wax. Of the glass manufactory. Various imitations of precious stones and French paste. Of colours and painting, useful for carriage painters. Of painting on paper. Of compositions for limners. Of transparent colours. Of colours to dye skins and gloves. To colour and varnish copper-plate prints. Of painting on glass. Of colours of all sorts, for oil, water and crayons. Of preparing the lapis lazuli. To make ultramarine. Of the art of guilding. The art of dying woods, bones, &c. The art of casting in moulds. Of making useful sort of ink. The art of making wines. -- Of making vinegars. Of liquors, essential oils, &c. Of confectionary. Of preparing various kinds of snuffs. Of taking out spots and stains. Of fishing, angling, bird-catching, and a variety of other curious, entertaining and useful articles.","Stephens, Thomas",97,2,3,0,1,0,7,2,0,0,0,0,25,0,0,1,0,0,0,0,8,0,0,0,1,5,2,0,1,7,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,7,4,2,1,1,2,0,0,0,4,0,1,0,0,1,3,1795,1,1,"Philadelphia : Printed for B. Davies, no. 68, Market Street, and T. Stephens, no. 75, South Second-Street, 1795.",Philadelphia,413,unknown,,,FALSE,"enamel, turquaire colour 95 44 How to prepare the f~cories of copper for the above purpose ib. 43 To make blue enamel 9 46* To make green enamel ib, 47 To make a black thining enamel. 48 To make an enamel, purple colour 97 49 Another ib, 50 A yellow"
1021600100_000021,"An essay towards a system of mineralogy: by Axel Fredric Cronstedt. Translated from the original Swedish, with notes, by Gustav von Engestrom. To which is added, A treatise on the pocket-laboratory, Containing An Easy Method, used by the Author, for Trying Mineral Bodies, written by the translator. The whole revised and corrected, with som additional notes, by Emanuel Mendes da Costa.",Gustav Engeström,77,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,1,13,1,0,0,0,11,0,2,0,0,0,2,0,7,0,0,0,1,0,2,1,0,0,0,0,0,0,2,0,1,3,1,0,4,5,0,0,0,3,1,0,1,2,0,0,0,0,1,3,1770,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, MDCCLXX. [1770].",London,373,male,1738,1813,FALSE,"]iiamond, Adamas gemma, Which, X Of allftones, is the hardest. 2, Is: cornmnly clear, or transparent :; which qulit; y, however, may, perhaps, only be Igg ta itscryftalsi but not to.the; rock it felf ftfpn which they have their origin. 3, It., specific gravity is nearest 3, 500 When: br.uglr"
