PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(appear),termFreq(arriv),termFreq(attack),termFreq(battl),termFreq(believ),termFreq(board),termFreq(boat),termFreq(captain),termFreq(command),termFreq(continu),termFreq(council),termFreq(court),termFreq(dutch),termFreq(enemi),termFreq(engag),termFreq(england),termFreq(fail),termFreq(fight),termFreq(fleet),termFreq(follow),termFreq(forc),termFreq(form),termFreq(french),termFreq(gun),termFreq(half),termFreq(head),termFreq(hip),termFreq(kill),termFreq(king),termFreq(know),termFreq(land),termFreq(left),termFreq(line),termFreq(littl),termFreq(mile),termFreq(morn),termFreq(near),termFreq(night),termFreq(observ),termFreq(offic),termFreq(order),termFreq(rear),termFreq(receiv),termFreq(sail),termFreq(sea),termFreq(sever),termFreq(ship),termFreq(signal),termFreq(squadron),termFreq(tack),termFreq(taken),termFreq(think),termFreq(took),termFreq(troop),termFreq(vice),termFreq(war),termFreq(weather),termFreq(wind),termFreq(wound),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1365800101_000159,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,93,10,0,2,0,3,0,3,1,7,2,1,1,2,0,6,4,1,0,1,1,1,1,1,6,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,1,2,4,0,1,0,1,4,0,2,0,3,0,1,1,1,1,2,1796,1,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,580,male,1711,1776,TRUE,"which was broken by the first shock : Then the whole squadron entered the harbour, through a prodigious fire from the enemy's thips and batteries. There lass, however, wbre soon flormed and taken by the grenadiers who had been landed . The great thips lay against: the forts at each"
0181301001_000097,"The life of Her late Majesty Queen Anne, as well before her accession to the throne as after. Together with All the Transactions of her Reign, relating either to the Proceedings of Parliament or Convocation, to Peace or War, the Union of the two Kingdoms, and such other Events as are requisite to render her History complete. Wherein her conduct during the last four years of her reign is not only vindicated, but shewn to be most beneficial and Glorious to Europe in general, and to her own Kingdoms in particular.",Thomas Salmon,95,6,0,1,1,2,0,3,1,3,3,0,2,1,1,2,1,1,0,0,11,1,1,0,6,1,0,2,0,0,4,0,3,1,1,0,0,2,0,3,0,0,4,2,1,4,0,0,4,2,3,1,3,0,0,2,0,3,0,1,1,1721,1,2,"London : printed for Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXI. [1721].",London,520,male,1679,1767,FALSE,"rested some hours; and that night caused their Baggage to pass the Danube, and sent their horse towards Ulm. The next morning before break of day they marched with their Infantry, and passed the Danube at Lavingen; and the Elecor sent orders to his troops in a/burxg to quit that"
1309600103_000036,"The naval history of Great Britain; With the lives of the most illustrious admirals and commanders, deduced from the first establishment of the British marine, and interspersed with accounts of the most important discoveries made in the several parts of the world, from the earliest account of time to the year 1761. Containing particularly the lives of Sir Peter Warren, Admiral Edw. Vernon, Rt. Hon. Ed. Boscawen. With an account of the galtant actions of the admirals Lord Viscount Howe, Lord Hawke, Sir Charles Saunders, George Pocock, Richard Tyrrell. Likewise of the Captains Sir James Douglas, George Elliott, Coningshy Norbury, Arthur Forrest, James Gilchrist, John Lockart Ross. Ornamented with twenty-three copper plates, representing the most eminent naval commanders, with maps of the four quarters of the globe, and elegant engravings, by the most eminent artists, of the most signal engagements of the British Navy. Likewise an historical account of the conquests of Senegal, Goree, Guadaloupe, Quebec, &c. The whole being a compleat naval history, brought down to the reign of King George the Third. The second edition. By John Barrow, Esq; Vol. I.",John Barrow,118,4,0,1,1,0,0,3,1,13,8,1,0,0,1,3,2,0,1,0,6,2,2,0,10,10,1,0,2,3,0,0,0,1,0,1,0,1,1,0,1,0,2,1,2,5,2,0,7,1,1,1,5,0,3,0,1,5,1,1,0,1776,3,4,"London : Printed for T. Lowndes, No. 77, in Fleet-Street, MDCCLXXVI. [1776].",London,359,male,,,FALSE,"break the threadd our narrative, previously to mention an eventwn happened near the mouth of the channel, bet the fleet commarnded by admiral Aylmer, · as squadron of French .sips. This brave commander was cruising in I soundings with aconfiderable force , .to see all th veral fleets of outward"
0011000103_000831,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,104,10,0,1,0,3,1,0,1,6,2,1,1,0,2,11,1,0,0,1,1,0,2,0,5,1,0,1,3,3,0,0,0,1,2,1,0,3,1,4,0,2,1,3,1,2,1,3,9,0,1,0,1,0,0,0,1,2,1,4,3,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"being give way. very strong, and several of the ships of the admiral's , rear admiral Byng's, and rear admiral Dilkes division's being forced to go out of the line , for want of liot, the battle fell very heavy on the admiral's own ship , the St. George, and"
1100900900_000060,"Britannia triumphant: or, An Account of the Sea-Fights and Victories of the English nation, from the earliest times, down to the conclusion of the late war, under the following noted Commanders, viz. Earl of Cumberland, Sir Francis Drake, Sir Walter Raleigh, Prince Rupert, Duke of Albemarle, Duke of York, Commodore Howe, Admiral Osborn, Commodore Keppel, Sir Edward Hawke, Lord Anson, Admiral Cornish, Admiral Pococke, Sir George Rooke, Admiral Boscawen, General Draper, Commodore Moore, General Wolfe. To which is prefixed, a large introduction, Containing the History of Navigation, from the earliest Accounts to the present Time; with the Lives of the most noted Admirals. By a society of naval gentlemen. Adorned with the heads of the admirals.",Society of naval gentlemen,111,11,1,2,2,1,0,4,1,6,3,0,1,2,4,1,0,1,0,0,7,2,5,0,5,0,0,1,1,0,1,0,5,0,0,0,0,2,2,1,1,4,3,4,2,2,1,2,3,0,4,0,3,0,1,0,2,5,1,1,0,1766,1,1,"London : sold by R. James, in the Strand, MDCCLXVI. [1766].",London,280,unknown,,,FALSE,"that they might he fit for ervice. This done, he was ordered with the first fair wind , to repair to such a fation off the Groync, where he might receive best intelligence of the enemy . The twelfth of May, Sir John got clear of the land , with"
0974300101_000256,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,111,10,0,0,0,3,0,1,0,1,2,1,0,0,7,3,5,0,0,2,12,0,0,1,5,2,2,1,4,0,2,0,0,1,5,1,0,1,1,0,1,0,4,7,0,4,0,2,3,3,3,4,2,0,0,0,1,0,1,3,0,1758,1,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,539,male,1661,1725,TRUE,"turned to the east, and stood so long there, that it brought over the Dutch fleet , and also brought about our great ( hips . By this means, our whole fleet was joined; so that Tourville's design of getting between the several squadrons that composed it was lost. The"
0091200503_000008,"The naval chronicle: or, Voyages, Travels, Expeditions, Remarkable Exploits and Atchievements, Of the most Celebrated English Navigators, Travellers, and Sea-Commanders, From the Earliest Accounts to the End of the Year 1759: By whose Wisdom, Conduct, and Intrepidity, the most useful and important Discoveries have been made, and the British Commerce extended, thro' Asia, Africa, and America: The many Conquests they obtained over the Spaniards, French, and other Nations: The unparalelled Hardships and Sufferings they underwent by Shipwreck, Famine, and the Treachery and Cruelty of their Enemies. With A Description of the Religions, Governments, Customs, Manners, Commerce, and Natural History of the several Nations they visited, conquered, or had Dealings with. Including The Lives of the most Eminent British Admirals and Seamen, who have distinguished themselves by their Bravery and Love of Liberty. In Three Volumes. Adorned with Cuts.",,114,10,0,3,1,0,0,3,0,1,0,1,1,0,3,2,0,1,2,0,7,0,5,1,4,2,0,0,1,5,1,0,3,1,1,1,0,1,1,1,0,4,2,0,4,3,0,3,8,1,5,0,4,0,1,0,5,6,0,2,3,1760,3,3,"London : printed for J. Fuller, Bookseller, at his Lotrery-Office, Newgate-Street; I. Pottinger, Pater-Noster-Row J. Cooke, in May-Fair; and J. Ross, Middle-Row, Holborn, M.DCC.LX. [1760].",London,499,unknown,,,FALSE,"Town never discovered them till they were just upon it, and though' they fired very thick from the Place, yet the Confederates took little Notice of it. The French Admiral , Mons. Cbateau Renaud, had taken all human Precautions to secure his Fleet . It being resolved in a Council"
1139400203_000102,"Lives of the admirals, and other eminent British seamen. Containing their personal histories, and a detail of all their public services. Including a new and accurate naval history from the earliest Account of Time; and, clearly proving by a continued Series of Facts, our uninterrupted Claim to, and Enjoyment of the Dominion of our Seas. Interspersed With many curious Passages relating to our Discoveries, Plantations, and Commerce. The whole supported throughout by proper Authorities. By John Campbell, Esq; ...",John Campbell,129,16,0,1,4,4,0,0,1,7,0,2,0,0,3,5,2,0,2,1,0,1,0,1,5,5,0,0,0,0,0,0,0,1,5,1,1,0,4,3,0,1,2,5,2,8,1,1,23,1,2,1,1,0,1,0,2,2,0,1,0,1748,3,4,"Dublin : printed for George and Alexander Ewing, at the Angel and Bible, and William Smith, at the Hercules in Dame-Street, and George Faulkner, in Essex-Street, MDCCXLVIII. [1748].",Dublin,337,male,1708,1775,FALSE,"both Places, he formed a Design of attacking Petit Guavas; but, before he could execute it, he had Intelligence that Monsieur duca/e was in the Neighbourhood of Hispaniola, with a Squadron of French Ships , with an Intent to settle the adiento in Favour of the French , and to"
0144400204_000075,"The general history of the late war: containing it's rise, progress, and event, in Europe, Asia, Africa, and America and exhibiting the state of the belligerent powers at the commencement of the war; their Interests and Objects in its Continuation; and Remarks on the Measures, which led Great Britain to Victory and Conquest. interspersed with The Characters of the able and disinterested Statesmen, to whose Wisdom and Integrity, and of the Heroes, to whose Courage and Conduct, we are indebted for that Naval and Military Success, which is not to be equalled in the Annals of this, or of any other Nation. And with accurate descriptions of the seat of war, the Nature and Importance of our Conquests, and of the most remarkable Battles by Sea and Land. Illustrated with A Variety of Heads, Plans, Maps, and Charts, Designed and Engraved by the best Artists. ... . By the Rev. John Entick, M.A. and other gentlemen.",John Entick,119,6,2,0,0,2,0,3,0,5,2,2,0,0,0,1,3,1,0,0,4,0,2,1,5,14,3,0,2,2,1,0,2,0,3,5,2,1,2,2,0,5,2,1,0,6,0,1,9,2,4,0,3,1,1,0,0,1,0,2,3,1779,4,5,"London : printed for Edward and Charles Dilly. in the Poultry, M.DCCLXXIX. [1779].",London,490,male,1703,1773,FALSE,"was got almost the length of Ceuta, when the Gibraltar made a signal , about Discover, eight in the evening of the 1 7th of July, that the ed * jaw A. D. saw 14 sips to' the eastward of that place. Ad. 759, tniral Bofcawen lost not a moment:"
0387300700_000051,Public characters of 1799-1800. To be continued annually.,,105,9,0,0,1,0,0,2,0,3,7,1,0,0,0,4,3,1,2,0,11,3,0,2,4,2,0,0,2,2,0,0,1,1,4,1,0,2,1,2,0,2,3,3,3,3,2,1,3,1,2,1,1,0,2,0,2,0,0,2,3,1799,1,1,"Dublin : printed for J. Moore, No. 45, College-Green, 1799.",Dublin,441,unknown,,,FALSE,"and thirty two wet .lied. Our numbers ae, the boatswain and thirteen killed . and the gunner and thirty-three wounded : the former aind two eamrren died on the 27th. I have given my thanks to the officers and crew of his Majesty's ship for their firm and spirited behaviour;"
0294600400_000007,"The life of Sir John Leake, Knt. Admiral of the Fleet, &c. By Stephen Martin-Leake, Esq; Clarenceux King of Arms.","Leake, Stephen Martin",107,4,0,2,0,3,0,1,0,10,3,2,1,0,3,1,2,1,0,1,9,4,2,0,6,2,0,0,1,1,12,0,6,0,1,0,0,1,0,1,0,2,2,0,1,3,1,0,5,2,2,1,1,0,0,1,0,3,0,2,1,1750,1,1,"London : printed, MDCCL. [1750].",London,474,male,1702,1773,FALSE,"of War , and some of King james'sfriends proposed to go over to the Coast of Hclland, and wait the coming out of the Dutch Fleet : This indeed would have done the Bulinefs, but, by a great Majority of the Captains , it was resolved, to continue where they"
1394400108_000033,"A new and impartial history of England, From the invasion of Julius Cæsar, to the signing of the preliminaries of peace, in the year 1762. By John Barrow, Esq.;",John Barrow,106,7,0,0,0,1,0,1,3,7,2,1,3,0,1,7,2,0,1,0,14,1,2,1,3,4,0,3,0,0,2,0,2,1,0,0,0,4,3,5,0,1,3,2,1,2,0,0,2,2,2,1,1,0,2,0,0,3,0,2,1,1763,8,10,"London : Printed for J. Coote, at the King's Arms, in Pater-noster Row, MDCCLXIII. [1763]",London,364,male,,,FALSE,"correfpondcuce with the enemies of p hilip V. the TRUE TRUE king of Spain. But some prisoners that were taken assuring the prince and the admiral , that in the city there were five to one for king Charles; and that, upon the landing any forces , they wouild compel"
0424000200_000068,"History of Great Britain, from the revolution to the accession of the House of Hanover. By W. Belsham.",William Belsham,98,11,1,0,2,2,0,0,2,2,2,2,0,1,5,5,2,0,0,2,6,1,1,1,3,4,0,1,3,1,1,0,0,0,2,0,0,3,2,1,0,2,7,1,0,3,2,1,7,1,2,0,0,0,0,1,1,0,0,1,0,1798,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,575,male,1752,1827,FALSE,"engaged in every plot against the Government for the last thirty years. The Bishop of Rochester was confined to his own house, and the Lords Brudenel and Fanfhaw secured. The train bands of London and Weftninfler were armed.by the Queen's direction, and (he reviewed them in person. And the grand"
0003200500_000058,"A just, genuine, and Impartial history Of the Memorable sea-fight, in the Mediterranean: Between the Combined Fleets of France and Spain, And the Royal Fleet of England, Under the Command of the two Admirals Mathews and Lestock: Together with The Proceedings that have been had, since their Return Home, in Relation to the solemn and publick Enquiry that has been made into their Conduct on that Occasion. Faithfully collected, as well from printed Pieces, as original Papers and Letters, and methodically digested into one regular Narrative. By an Impartial Hand.",Impartial hand,115,9,0,0,1,0,0,3,2,4,2,2,0,0,0,6,5,1,0,0,6,0,0,0,3,3,2,0,0,3,1,0,0,0,4,1,3,2,2,5,0,0,3,0,0,7,1,1,10,7,3,1,0,1,1,0,2,0,0,5,3,1745,1,1,"London : printed for the author, and sold by R. Walker, MDCCXLV. [1745].",London,260,unknown,,,FALSE,"of us, distant 7 Leagues; we had then the Wind at E. N. E. upon which we bore away after them with all the Sail we could crowd. At Seven we saw the Somerset engaged with one of the Spanifl Ships that by A, : cidcnt had fallen in with"
1117200108_000634,"Biographia Britannica: or, the lives of the most eminent persons who have flourished in Great Britain and Ireland, from the earliest ages, down to the present Times: Collected from the best Authorites, both Printed and Manuscript, and digested in the manner of Mr Bayle's Historical and critical dictionary. ...",,123,13,0,0,0,2,0,1,0,4,4,2,2,0,7,3,5,0,0,1,7,2,3,0,9,2,1,2,1,0,2,0,1,1,2,3,0,1,2,1,0,1,5,3,1,3,0,4,9,2,3,0,0,1,0,0,2,4,0,1,0,1747,3,1,"London : printed for W. Innys, W. Meadows, J. Walthoe, T. Cox, A. Ward, J. and P. Knapton, T. Osborne, S. Birt, D. Browne, T. Longman and T. Shewell, H. Whitridge, R. Hett, C. Hitch, T. Astley, S. Austen, C. Davis, R. Manby and H. S. Cox, C. Bathurst, J. and R. Tonson and S. Draper, J. Robinson, J. Hinton, J. and J. Rivington, and M. Cooper, MDCCXLVII. [1747].",London,730,unknown,,,FALSE,"so little expected it, that he had sent no cruizers to the westward. He put to Tea, however, with such ships as he had, and flood to the southeast on midfummer day, leaving his orders , that all the English and Dutch ships which could have notice (hold follow him."
0250303100_000004,"The British navy triumphant! Being copies of the London Gazettes extraordinary; containing the accounts of the glorious victories obtained, ... over the French fleet, by Admiral Lord Howe, ... 1794; the Spanish fleet, by Admiral Sir J. Jervis, ... 1797; the Dutch fleet, by Admiral A. Duncan, ... 1797; and again over the French fleet, by R. Adm. Sir H. Nelson, ... 1798.",,146,11,1,1,1,0,0,6,0,3,3,0,0,0,2,8,1,0,1,0,1,2,0,1,0,0,1,1,5,20,0,0,4,0,3,0,2,3,4,2,2,5,1,1,1,0,2,0,3,5,6,1,3,0,0,0,4,0,0,2,23,1798,1,1,"Oxford, 1798.",Oxford,27,unknown,,,FALSE,"Boatswain, wounded . Mr. Joseh Wixon, Master's Mate, wounded . Since dead. Captair. major William Norris, Marines, killed . Mr. ames Godench, midl(ipman, killed . Commodore Nelson, bruiled, but not obliged to quit the Deck. Mr. Carrington, Boatswain, wounded in boarding the San Nicolas. Mr. Thomas Lund, Midihipman, wounded ."
1051900100_000293,"A complete history of the most remarkable transactions at sea, from the earliest accounts of time to the conclusion of the last war with France. Wherein Is given an Account of the most considerable Naval-Expeditions, Sea-Fights, Stratagems, Discoveries, and Other Maritime Occurrences that have happen'd among all Nations which have flourished at Sea: And in a more particular manner of Great Britain, from the time of the Revolution, in the Year 1688, to the aforesaid Period. Adorn'd with Sea-Charts adapted to the History. With an exact Index of the Names of all the Places where any considerable Battel has been fought, in any Part of the World. In five books. By Josiah Burchett, Esq; Secretary of the Admiralty.",Josiah Burchett,126,10,0,0,0,0,1,1,0,3,2,2,0,0,3,5,2,0,0,2,3,1,0,0,8,3,4,0,0,2,0,1,0,0,3,3,0,5,4,4,0,0,5,2,0,3,0,2,20,4,5,1,1,0,0,0,0,0,4,6,1,1720,1,1,"London : printed by W. B. for J. Walthoe in the Temple Cloysters, and J. Walthoe junior against the Royal Exchange in Cornhill, MDCCXX. [1720].",London,910,male,1666,1746,FALSE,"that his should not be tpread until the French (who had the Weather gauge) were come as near as they thought convenient. At this time Admiral Allemonde, who commanded the edutch Squadron , was sent to to tack , and get Westward of the French as Coon as any of"
0091200503_000010,"The naval chronicle: or, Voyages, Travels, Expeditions, Remarkable Exploits and Atchievements, Of the most Celebrated English Navigators, Travellers, and Sea-Commanders, From the Earliest Accounts to the End of the Year 1759: By whose Wisdom, Conduct, and Intrepidity, the most useful and important Discoveries have been made, and the British Commerce extended, thro' Asia, Africa, and America: The many Conquests they obtained over the Spaniards, French, and other Nations: The unparalelled Hardships and Sufferings they underwent by Shipwreck, Famine, and the Treachery and Cruelty of their Enemies. With A Description of the Religions, Governments, Customs, Manners, Commerce, and Natural History of the several Nations they visited, conquered, or had Dealings with. Including The Lives of the most Eminent British Admirals and Seamen, who have distinguished themselves by their Bravery and Love of Liberty. In Three Volumes. Adorned with Cuts.",,106,7,1,0,1,5,0,0,0,1,2,1,1,0,2,10,4,0,0,0,3,1,1,1,2,2,1,2,0,1,0,0,2,0,4,3,1,5,2,6,0,1,1,6,2,1,1,3,4,3,0,0,0,0,1,0,1,2,2,5,1,1760,3,3,"London : printed for J. Fuller, Bookseller, at his Lotrery-Office, Newgate-Street; I. Pottinger, Pater-Noster-Row J. Cooke, in May-Fair; and J. Ross, Middle-Row, Holborn, M.DCC.LX. [1760].",London,499,unknown,,,FALSE,"the Enemy's Cannon. It being Sunday, all the Women were at their Devotion, in a little Chapel, about four Miles from the Town; so that our Men were between them and their Husbands, which was a very great Inducement to the Citizens, to oblige the Governor to capitulate. Things Things"
0007400104_000011,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",130,13,0,5,2,2,0,0,0,1,1,2,0,0,3,5,3,1,0,1,5,1,5,0,11,5,0,0,4,0,0,0,0,1,4,1,1,0,2,3,0,0,0,6,3,6,1,0,16,1,3,2,0,0,0,0,0,9,0,1,0,1795,4,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,469,unknown,,,FALSE,"his convoy, and arrived lase at Portimnouth on the loth day of novem' ber, in the fanme yea,. The endeavours of the brave Admiral Benbow, however, were not crowned with the like success. He was detached with a squadron of ten sail by the Earl of Pembroke, in the latter"
0011000103_000829,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,106,9,1,0,1,3,0,0,3,8,4,1,0,0,2,8,0,1,0,0,3,0,0,1,2,4,1,3,0,2,1,0,3,0,3,2,1,4,1,1,0,1,3,5,2,0,1,1,5,4,0,0,1,0,2,0,1,1,1,3,2,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"Catholic Majesty; which he rejeacing with great obitinacy, alleging, that the garrison had taken an oath of fidelity to their natural lord King Philip V and that, as faithful and loyal fubjecds, they would sacrifice their lives, in defence of the city; the admiral gave orders , the 22d, in"
1051900100_000270,"A complete history of the most remarkable transactions at sea, from the earliest accounts of time to the conclusion of the last war with France. Wherein Is given an Account of the most considerable Naval-Expeditions, Sea-Fights, Stratagems, Discoveries, and Other Maritime Occurrences that have happen'd among all Nations which have flourished at Sea: And in a more particular manner of Great Britain, from the time of the Revolution, in the Year 1688, to the aforesaid Period. Adorn'd with Sea-Charts adapted to the History. With an exact Index of the Names of all the Places where any considerable Battel has been fought, in any Part of the World. In five books. By Josiah Burchett, Esq; Secretary of the Admiralty.",Josiah Burchett,123,6,1,1,1,4,0,0,1,3,2,1,1,1,4,6,5,0,0,0,8,1,0,0,15,2,1,3,0,0,1,0,0,1,4,2,0,2,3,1,1,1,2,1,0,4,0,4,16,2,2,0,0,0,1,0,0,3,1,4,0,1720,1,1,"London : printed by W. B. for J. Walthoe in the Temple Cloysters, and J. Walthoe junior against the Royal Exchange in Cornhill, MDCCXX. [1720].",London,910,male,1666,1746,FALSE,"Lordship sailed the twenry fourth, early in the "":   r."" ."" with the Wind at E. N. E. and ftnod to the S. E. thee'""; "";  .*'''. having been fecn the Day before, by the Scouts lately sent our, on the Back of the Ifc of llihr;"
0875800105_000183,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",115,6,2,5,3,0,0,2,0,4,6,3,0,0,0,4,2,0,0,1,6,0,5,1,10,4,1,1,2,2,1,0,2,0,0,0,0,1,0,1,0,4,0,2,1,4,1,0,13,1,2,0,2,0,1,3,0,2,0,1,3,1786,5,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,705,male,,,FALSE,"ships Ships with those of inferior force ; commodore Ho. tham of the Preston, a fifty gun ship , fell in with the Tonnant of eighty guns , which he attacked with great intrepidity, about the same time that the Renown was engaging the Languedoc; but night intervening, he too"
0705400104_000805,"The history of England, written originally in French by Rapin de Thoyras: translated into English, with additional notes; and continued from the Revolution to the accession of King George II. By N. Tindal, M. A. Late Rector of Alverstoke in Hampshire, and Chaplain to the Royal Hospital at Greenwich: with the reign of George the II: by T. Smollett, M.D. And an index to each volume. ... Illustrated and Embellished with Portraits of the Kings, Queens, and illustrious Personages, Monuments, Great-Seals, Coins, naval and military Engagements, &c. and Maps of the different Parts of the World, where the Important Events of this History took Place.",Tobias Smollett,117,13,1,0,2,1,1,1,2,7,1,1,0,0,0,8,1,0,2,3,0,3,0,0,7,9,0,1,9,0,2,0,0,1,4,1,0,1,1,3,0,0,2,4,2,2,2,0,7,0,1,1,0,0,1,1,2,4,0,2,0,1789,4,5,"London : printed by and for John Harrison No. 115, Newgate-Street; and sold by all the book-sellers in Great-Britain and Ireland, MDCCLXXXIX. [1789].",London,801,male,1721,1771,TRUE,"the King's Evil onme particular persons in private;  and, three weeks after, December 19,  Yeftcr dav, about twelve at noon, her majesty was pleased to touch at Sr. James's about twenty persons afflicted with the King's Evil.' Again, at Bath, Ottober 6, A great number of perolns coming"
1272400402_000070,"The Remembrancer, or Impartial repository of public events. ... For the year ...",,99,7,2,2,3,1,0,1,0,3,4,0,0,0,0,8,1,0,1,0,7,0,1,1,3,5,1,0,1,0,1,0,3,1,5,1,0,1,1,1,0,3,1,4,0,3,2,0,6,4,2,3,0,0,0,3,0,0,0,2,0,1780,1,1,"London [England] : printed for J. Almon, opposite Burlington-House, in Piccadilly, M DCC LXXV. [1775]-1784.",,415,unknown,,,FALSE,"combat, I made the signal to my ships to haul their wind , and I determined to make the belt of my way to the Cape. We were then ofi St. Nicholas Mole N. N. E. at ten leagues diifancc. One of the enemy's Ships appeared to us to have"
0160501000_000062,"A history of all the real and threatened invasions of England, from the landing of Julius Cæsar, to the present period; including the descent on the coast of Wales, in the year 1797, and the late attempt of the French in Bantry Bay; ... To which is added, an appendix, containing a mode of defending the kingdom, with an epitome of military horsemanship, and general tactics; ...","Stuart, C.           1794           fl. 1794",108,13,0,1,1,0,0,5,0,1,2,0,0,0,5,5,2,0,1,0,4,1,0,0,0,7,1,1,6,3,1,0,4,0,3,0,2,1,2,1,2,0,1,1,1,0,1,3,11,2,2,1,1,0,0,0,5,0,0,1,3,1798,1,1,"Windsor : printed and sold by C. Knight: sold also in London, by J. Walker; C. Crosby; J. Bell, and T. Wright, 1798.",Windsor,278,unknown,,,FALSE,"a line on the larboard tack to receive him, the wind at N. W. As the British Admiral approached, he made the iignal for the squadron to florten fail , in order to connee them; soon after he saw thi land berween Camperdown and Egmont, about nine miles to leeward"
1261800300_000013,"An impartial history of the late glorious war, from it's commencement to it's conclusion; containing an exact account of the battles and sea engagements; together with other remarkable transactions, in Europe, Asia, Africa, and America: with the characters of those wise and upright statesmen, who plann'd, and the illustrious Heroes, (by whose Courage and Conduct, together with the unparalell'd Bravery of our Land and Sea Forces,) Great-Britain obtained a Series of Victories, scarcely equalled in the Annals of this, or any other Nation. with remarks on the peace, the State of Parties When it was Concluded, and an account of the inhabitants, extent, product, trade and importance, of the places ceded to Great-Britain.",White Kennett,110,9,3,1,1,2,0,1,0,6,0,1,2,0,0,9,4,0,0,0,5,2,0,2,4,2,0,0,0,1,0,0,2,0,7,2,0,2,0,0,2,1,4,3,0,2,1,2,9,2,4,1,1,0,1,0,0,1,1,4,3,1767,1,1,"London : printed for N. Young, under the Royal-Exchange, 1767.",London,389,male,1660,1728,FALSE,"by i. captain Hervey off Minorca.. On the 19th he arrived within"" sight of Mahone, and feeing British colours Aill .flying n St. Philip's castle, with. several bomb batteries playing on it from different.quarters, where the Frenchbannerwas displayed. he detached captain Hervey to the harbour's mouth with a letter to"
0775000500_000007,"The life and glorious actions of the Right Honourable Sir George Rook, Kt. Sometime Admiral of the English Fleet, Vice-Admiral of England, &c. Containing a faithful relation of the many signal services performed by him for the good of his country and Posterity: Collected from Letters, Private Memoirs, &c.",,109,12,0,0,0,1,0,2,1,2,0,0,2,0,3,6,3,0,0,1,8,0,2,0,0,1,0,0,2,0,0,0,1,1,1,1,1,3,2,3,0,3,1,2,0,9,2,1,13,0,4,1,1,1,0,0,4,5,1,2,0,1713,1,1,"London : sold by W. Bray, 1713.",London,147,unknown,,,FALSE,"lay becalmed. The next Day 7the feb he Scous discovered Two of the Fleet disco - nemy's Ships , and chasing them er'din - ili somewhat after Noon, the Lagos Bay atham came up with One of them, by sir Geo, Ship of Seventy Guns , and en Rook, aged"
