PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(america),termFreq(american),termFreq(armi),termFreq(assembl),termFreq(author),termFreq(bodi),termFreq(boston),termFreq(britain),termFreq(british),termFreq(burk),termFreq(charter),termFreq(coloni),termFreq(colonist),termFreq(congress),termFreq(constitut),termFreq(continent),termFreq(countri),termFreq(crown),termFreq(declar),termFreq(england),termFreq(foreign),termFreq(franklin),termFreq(gener),termFreq(govern),termFreq(governor),termFreq(hancock),termFreq(hous),termFreq(independ),termFreq(intoler),termFreq(king),termFreq(liberti),termFreq(massachusett),termFreq(parliament),termFreq(patriot),termFreq(peopl),termFreq(power),termFreq(principl),termFreq(provinc),termFreq(rebellion),termFreq(right),termFreq(state),termFreq(taxat),termFreq(tea),termFreq(time),termFreq(treason),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0553800400_000154,"The american geography; or, a view of the present situation of the United States of America. Containing astronomical geography; geographical definitions, discovery, and general description Of their Boundaries; Mountains; Lakes; Bays, and Rivers; Natural History; Production; Population; Government; Agriculture; Commerce; Manufactures; and History. - A concise account of the War, and of the important Events which have succeeded: A Particular Description of Kentucky, the Western Territory, the Territory South of Ohio, and Vermong: Of their Extent; Civil Divisions; Chief Towns; Climates; Soils; Trade; Character; Constitutions; Courts of Justice; Colleges; Academies; Religion; Islands; Indians; Literary and Humane Societies; Springs; Curiosities; Histories; Mines; Minerals; Military Strength, &c. With a view of the British, Spanish, French, Portuguese, and Dutch Dominions, on the Continent, and in the West Indies. By Jedidiah Morse, A.M.",Jedidiah Morse,76,0,1,5,0,2,0,0,3,3,2,0,1,9,0,1,0,0,2,2,1,2,0,0,3,4,2,0,0,0,0,2,0,5,7,1,6,0,0,4,0,2,2,0,0,3,0,0,1,1794,1,1,"London : printed for John Stockdale, Piccadilly, 1794.",London,656,male,1761,1826,FALSE,"that all the colonies would concur to tfop all importations from Great Britain . Most of the colonies entered into spirited - Ramsay's Hitory, p. 99 24= spirited resolutions on this occasion, to unite with Massachusetts in a firm opposition to the unconstitutional measures of the parliament . The first"
0488800101_000065,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,72,0,1,5,0,2,0,0,1,9,0,0,0,7,1,0,0,0,2,2,0,1,2,1,1,3,1,0,1,0,0,2,0,2,3,0,0,2,0,4,0,5,1,0,4,6,1,0,2,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"proportion, viz. If Britain on account of the war , raises three Shillings in the pound to its land tax, then the Colonies to add to their lait general provincial peace tax, a sum equal to one fourth part thereof; and if Britain on the same account pays four ihillings"
0550800100_000060,"A collection of essays and fugitiv [sic] writings. On moral, historical, political and literary subjects. By Noah Webster, Jun. Attorney at law. [Three lines of quotations in French].",Noah Webster,83,0,3,7,0,3,0,1,3,1,3,0,0,11,0,0,1,0,0,1,1,1,1,0,2,5,2,0,0,1,0,2,1,0,10,0,5,0,1,0,0,3,0,2,6,3,0,2,1,1790,1,1,"Printed at Boston : for the author, by I. Thomas and E.T. Andrews. At Faust's Statue, no. 45, Newbury Street, MDCCXC. [1790].",Boston,437,male,1758,1843,TRUE,"on the colonies for supplies of men and money, or by voluntary contributions. But no sooner was peace concluded, than the English parliament resumed the plan of taxing the colonies ; and tojuftify their attempts, said, that the money to be raised, was to be appropriated to defray the expense"
0071801000_000013,"An appeal from the new to the old Whigs, in consequence of some late discussions in Parliament, relative to the Reflections on the French Revolution.",Edmund Burke,64,0,4,7,2,2,1,2,0,2,0,5,1,1,1,0,1,0,1,0,1,4,3,2,1,1,0,0,0,0,0,1,3,0,1,0,2,1,1,0,1,2,1,1,0,4,0,1,3,1791,1,1,"Dublin : printed by M. Mills, for P. Byrne, J. Moore, G. Burnett, W. Porter, W. Jones, P. Wogan, A. Grueber, J. Jones, W. Sleater, R. M`alister, J. Rice, G. Draper, R. White, and A. Porter, M.DCC.XCI. [1791].",Dublin,143,male,1729,1797,TRUE,"of this point at very great length; and from nine several heads of presumption, endeavoured to prove the charge upon that people not to be true. If the principles of all he has said and wrote on the occasion, be viewed with common temper, the gentlemen of the party will"
0334500102_000101,"History of Great Britain, from the revolution to the session of parliament ending A.D. 1793. By W. Belsham. In four volumes. ...",William Belsham,75,0,4,7,0,1,3,0,2,6,0,2,0,6,0,4,0,0,1,1,1,2,0,0,4,3,1,0,2,0,0,5,0,0,5,0,0,2,2,2,1,4,0,1,1,1,0,1,0,1798,2,4,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,481,male,1752,1827,FALSE,"Mr. Burke his Character. Proceedings in America . General Congress convened at Philadelphia. Fitfl Petition of the Congress to the King . Mlemorlable Speech of Lord Chatham on moving to withdraw the Troops from Boston . Petitions presented to Parliament agaii7 the jvar, consigned to the Conmmittee Gs oblivion. Parliament"
0899600201_000065,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,66,0,1,4,0,2,0,0,1,1,6,0,3,13,0,0,4,1,0,0,1,0,0,2,0,5,0,0,2,0,0,0,0,2,3,0,1,3,2,2,0,1,0,1,1,3,0,0,1,1793,1,2,"Dublin : printed for William Jones, 1793.",Dublin,329,male,1749,1815,FALSE,"banr a comparison with the incft, finiflled pcrfiolmance that nncient or modern times have, pilduced. In his inltro(ldutioll to this adlnirab.le fpcecci, 1w 1775 he examined and explained the natural and accidental cir, .-. -- --  cumflances of the colonies , with reipeac to situation, resources, number, population, commerce,"
0488800101_000040,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,91,0,2,2,0,0,0,0,6,3,1,0,7,2,0,0,5,0,4,1,0,0,0,0,4,6,6,0,0,1,0,1,3,2,5,0,8,8,2,5,0,0,3,0,3,0,1,0,0,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"The people of Boston alleged, in vindication of their conduct, that the tea was a weapon aimed at their liberties , and that the same principles of felf prefervation which justify the breaking of the assassin's sword uplifted for deftrution, equally authorised the deftruaion of that tea which was the"
0488100800_000011,"The congress canvassed: or, an examination into the conduct of the delegates, at their grand convention, held in Philadelphia, Sept. 1, 1774. Addressed to the merchants of New-York. By A. W. farmer, author of Free thoughts, &c.",Samuel Seabury,79,0,2,2,0,0,3,0,1,7,0,0,0,5,1,2,1,1,1,1,1,3,0,0,0,5,1,0,0,3,0,9,1,1,5,0,3,4,0,5,0,2,3,0,0,3,0,1,2,1775,1,1,"[London] : New-York, printed: London reprinted for Richardson and Urquhart, 1775.",London,60,male,1729,1796,FALSE,"the regulations of the Congres, to the: subversion of the laws, the disturbance of the peace, the oppression of ithe inhabitants, and the destruction of; the. property of the province in which you live? Besides, are you sure, that while you are f pporting the authority of. the Congress ,"
1093800600_000013,"The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress. The ninth edition. To which is now added, a further refutation of Dr. Price's State of the national debt.",James Macpherson,67,0,3,6,0,3,1,0,0,2,1,0,1,3,0,7,0,0,0,1,2,3,0,0,4,3,1,0,5,2,0,2,1,0,4,0,0,2,2,1,1,1,0,1,1,1,2,0,0,1776,1,1,"London : printed for T. Cadell, in the Strand, MDCCLXXVI. [1776].",London,133,male,1736,1796,TRUE,"Law in Canada. The former have either very treacherous memories, or they change without any ceremony their opinions with their situation. Under the Administration of the Earl of Chatham, Mr. Morgan, Lord Shelburne's Secretary, was sent privately to America , as Commissioner, to settle and regulate a new code for"
0488800101_000068,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,58,0,2,2,0,0,2,0,1,7,3,0,2,5,3,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,2,1,9,0,1,2,2,2,0,1,1,1,1,1,0,0,2,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"London. "" That whatever specious pretences were offered, they were all hollow, and that to get a larger field on which to fatten a herd of worthless parasites, was all that was intended."" With this convietion, founded on personal observations, as well as the testimony of his esteemed friend, who,"
0031302200_000031,"Bibliotheca Americana; or, a chronological catalogue of the most curious and interesting books, pamphlets, state papers, &c. upon the subject of North and South America, from the earliest period to the present, in print and manuscript; for which research has been made in the British Musaeum, and the most celebrated public and private libraries, reviews, catalogues, &c. with an introductory discourse on the present state of literature in those countries.",Leman Thomas Rede,88,0,6,12,1,0,3,0,0,8,3,3,0,13,0,2,2,0,1,0,1,2,0,0,1,2,0,0,5,1,0,0,1,0,0,0,2,0,3,1,1,3,1,8,0,1,0,1,0,1789,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly ; J. Sewell, Cornhill ; R. Baldwin and J. Bew, Paternoster-Row ; and E. Harlowe, St. James's-Street, MDCCLXXXIX. [1789].",London,271,male,1754,1810,FALSE,"An Answer to a Pamphlet, entitled, Taxation no Tyranny. Octavo. is. 6d. Almond. Tyranny Unmasked: an Answer to a late Pamphlet, entitled Taxation no Tyranny. Octavo. is. 6d. Flexney. Aa 2 Taxation ( 180) Taxation Tyranny: addressed to Samuel Johnson, L L D. Octavo. 2s. Bew. The Pamphlet entitled Taxation"
1698200200_000121,An abridgment of the history of England; from the invasion of Julius Cæsar to the death of George the Second. By Dr. Goldsmith. And continued by an eminent writer to the present time.,Oliver Goldsmith,71,0,1,1,1,1,1,2,8,2,2,0,0,5,0,3,0,0,2,1,1,5,0,1,3,1,1,0,1,3,0,3,0,0,4,0,6,1,0,3,0,2,0,1,4,0,0,1,0,1791,1,1,"Dublin : printed for John Rice, 1791.",Dublin,408,male,1728,1774,TRUE,"of taxation . The parliament of Great Britain in sifted upon its right of taxing them by its own proper authority . The colonies denied this right , and said that they could not be legally taxed without their own confentt; and rather than submit to any taxes otherwise imposed,"
0214700501_000038,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,74,0,7,5,0,1,0,1,1,3,1,0,0,1,2,0,0,0,5,0,2,0,0,0,0,3,3,0,1,0,0,0,5,1,4,2,3,1,1,2,0,3,0,2,12,2,0,0,0,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"endangered liberty once more excited a alarm from New hampfhire to Georgia. The first of pofiti position to the execution of the scheme adopted by the Eaft india company began with the American merchants. They saw a profitable branch of their trade likely to be lost, and the benefits of"
0806800102_000070,"A history of England, in a series of letters from a nobleman to his son. To which are added, two letters on the study and biography of ancient and modern British historians. ...",Oliver Goldsmith,67,1,0,2,7,1,0,1,1,2,4,0,0,2,4,4,0,2,1,0,3,0,1,0,8,1,2,2,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,4,2,1793,2,2,"London : printed for G. G. J. and J. Robinson, W. Goldsmith Scatcherd and Whitaker, W. Bent and G. and T. Wilkie, 1793.",London,328,male,1728,1774,TRUE,"the few that were afterward permitted to go, were obliged to leave all their effelts behind them. In resentment of this usage, the congress prohibited all connecion or commerce with such places as had not yet revolted from their allegiance to the mother country . L he province of New"
0787200301_000045,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,71,0,2,4,0,2,1,2,4,2,0,0,0,2,0,3,0,1,3,0,2,1,0,0,4,0,1,0,1,0,0,0,3,1,3,1,5,1,1,8,0,7,2,0,1,2,0,0,1,1795,1,2,"Dublin : printed for William Jones, 1795.",Dublin,329,male,1749,1815,FALSE,"tome certain issue, and our liberties fixed upon a permanent foundation, this desirable end can only be accomplished by a free communication of entiments, and a sin. cere and fervent regard for the interests of our common country ."" The several counties readily complied with the requef of the inhabitants"
0214700501_000051,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,79,0,3,3,0,2,0,3,1,1,1,0,1,9,0,5,4,1,2,1,3,1,0,0,2,1,1,0,0,0,0,0,4,1,2,0,5,1,2,5,0,12,2,0,0,0,0,0,0,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"colonies though formerly agitated with local prejudices, jealousies and aversions, were led to assemble together in a general diet, and to feel their weight and importance in a common union. Within four months from the day on which the first intelligence of the Boston port bill reached America , the"
0787200301_000069,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,61,0,1,2,0,0,0,0,0,3,3,0,5,3,4,1,0,0,1,0,0,0,1,2,0,2,0,0,1,0,0,1,4,1,8,0,1,1,3,4,0,2,1,1,1,1,0,0,3,1795,1,2,"Dublin : printed for William Jones, 1795.",Dublin,329,male,1749,1815,FALSE,"and by leaving the provinces to govern themselves, in their internal concerns, but the British ministry could not brook the idea of relinquithing their claim to internal legislation for the colonies , and especially to alter and amend their charters . The first was for communicating the vital principles of"
0215100101_000210,"An historical geographical, commercial, and philosophical view of the American United States, and of the European settlements in America and the West-Indies. By W. Winterbotham. In four volumes. With numerous engravings. ...",William Winterbotham,68,0,6,5,2,1,1,0,2,1,1,0,5,8,1,3,2,0,2,1,1,1,0,0,0,4,0,0,0,1,0,1,1,0,5,0,1,3,0,2,0,5,0,1,0,1,0,0,0,1795,1,4,"London : printed for the editor; J. Ridgway , York-Street ; H. D. Symonds , Paternoster Row ; and D. Holt, Newark, [1795?].",London,597,male,1763,1829,FALSE,"the operation of such Acts of the Briiir. Parliament as are, bona fde, restrained to the regulation of our external commerce, for the purpefe of securing the commercial advantages of tl whole Empire to the Mother- country , and the commercial benefits of its refpelive members, excluding every idea of"
0699001400_000001,"Reflections on the present combination of the American colonies against the supreme authority of the British legislature, and their claim to independency. With an Appendix, Containing Remarks on the Character and Trial of John the Painter, and the Advice he gave to Commissioner Gambier, as he was carrying to the Place of Execution. By a real friend to legal liberty and the constitution.",Real Friend to Legal Liberty and the Constitution,59,0,3,5,0,0,3,0,0,0,2,0,2,4,1,1,1,1,0,1,1,1,0,0,1,1,4,0,0,2,0,3,2,0,1,2,1,2,1,1,3,0,2,0,3,4,0,0,0,1777,1,1,"London : printed for J. Wallis, Ludgate-Street, MDCCLXXVII. [1777].",London,102,unknown,,,FALSE,"REFLECTIONS Ott H PRESENT COMBINATION O F T HE AMERICAN COLONIES . [Price One Shilling. 9 / REFLECTIONS ON THE PRESENT COMBINATION OF THE AMERICAN COLONIES AGAINST THE SUPREME AUTHORITY OF THE BRITISH LEGISLATURE, AND THEIR CLAIM TO INDEPENDENCY . WITH AN APPENDIX, Containing Remarks on the Charaaer and Trial"
1365900105_000056,"The history of England, from the Revolution to the end of the American war, and Peace of Versailles in 1783. In six volumes. Designed as a continuation of Mr. Hume's History. By T. Smollett, M.D. and others. ...",David Hume,63,0,1,3,0,2,1,0,3,3,2,0,2,5,3,0,0,0,4,1,3,0,0,0,2,1,2,0,1,0,0,1,0,2,3,0,2,3,0,1,0,4,1,0,4,3,0,0,0,1796,5,6,"Philadelphia : Printed for Robert Campbell & Co. by Henry Sweitzer, M.DCC.XCVI-M.DCC.XCVIII. [1796-1798].",Philadelphia,512,male,1711,1776,TRUE,"farther into their country than four miles. The expedition also appeared exceedingly unjust, as well as cruel to the officers employed in carrying it on. The cause of the Caribs was taken up by opposition; but while both parties were preparing for the usual fury of debate, intelligence arrived of"
0488800101_000024,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,86,0,4,3,0,3,1,0,0,2,2,0,1,11,1,0,1,0,2,1,1,3,0,0,6,4,0,0,2,1,0,2,7,0,1,1,6,5,0,1,0,6,1,4,0,1,2,0,0,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"not determine what course to pursue. By degrees they recovered their recollection. Virginia led the way May 28, in opposition to the stamp aa. Mr, Patrick Henry 1765 brought into the House of Burgesses of that Colony , the following resolutions, which were substantially adopted: Resolved, That the first adventurers,"
0488800101_000032,"The history of the American revolution. By David Ramsay,... A new edition. In two volumes. ...",David Ramsay,65,0,3,3,0,4,0,0,1,4,1,0,0,6,1,0,2,0,4,0,0,2,0,0,1,2,4,0,5,2,0,0,0,2,3,1,0,1,0,1,0,6,2,0,0,0,3,0,1,1793,1,2,"London : printed for John Stockdale, 1793.",London,368,male,1749,1815,FALSE,"was kept alive by the successive irritations, which have been mentioned, there was, particularly in Massachusetts , a species of warfare carried on between the royal governors , and the provincial assemblies . Each watched the other with all the jealousy, which strong distrust could inspire. The latter regarded the"
0702000104_000126,"History of the war with America, France, Spain, and Holland; commencing in 1775 and ending in 1783. By John Andrews L.L.D. In four volumes with portraits maps and charts. ...",John Andrews,85,0,8,8,1,0,3,0,1,16,4,1,0,3,0,2,0,0,3,2,1,1,1,0,3,2,2,0,1,1,0,1,0,0,5,0,2,0,0,0,0,2,1,1,2,0,0,2,5,1785,4,4,"London : published by His Majesty's royal licence and authority. For John Fielding Pater Noster Row and; and John Jarvis in the Strand, MDCCLXXXV. [1785]-86.",London,501,male,1736,1809,FALSE,"288 Address of parliament for the American war , debated 21o ~- - 230 Allen, Col. an American officer, takes Crown Point and Ticonderoga, - 297 American war , causes of the, 24 british America cn dowed with great privileges, 25.- Its trade employs a great number of Ships, 28.-"
0116600100_000260,"A new system of modern geography: or, a geographical historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climates, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names and Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S.",William Guthrie,79,0,7,1,0,2,0,0,4,1,3,0,1,5,2,0,1,0,1,5,0,5,0,0,2,7,4,0,0,1,0,3,0,0,0,0,3,1,0,4,0,1,0,3,10,1,0,0,1,1786,1,1,"London : printed for C. Dilly In The Poultry; and G. G. J. and J. Robinson, Pater Noster Row, MDCCLXXXVI. [1786].",London,1012,male,1708,1770,FALSE,"the assembly of New York, which gave great umbrage in America . Another scheme which was also adopted, of appointing the governors and judges in the colonies to be paid by the crown , and not by the provincial as femblies, as heretofore, occasioned likewise much difcor tent in America"
0183200201_000068,"The history of the American revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,69,0,1,2,0,2,0,0,1,5,2,0,5,6,0,0,1,0,1,2,1,0,0,6,0,2,0,0,1,0,0,0,3,1,7,0,1,3,1,3,0,1,1,0,4,2,0,1,3,1790,1,2,"London : printed in the year, 1790.",London,372,male,1749,1815,FALSE,"followed, or the empire would be divided and ruined."" lhefe hints were hanlded about axiongft ministers, and conferences were held on them. The result was on the 4th of February 177 communicated to Dr. Franklin , in the presence of Dr. Fothergill and David Barclay, which as far as concerned"
1519700101_000208,"A geographical, commercial, and philosophical view of the present situation of the United States of America: comprehending a description of the United States ... To which is prefixed, a general account of the discovery of America, by Columbus; general description of the whole continent of America, and the numerous tribes of American Indians, their manners, customs, &c. &c. And to which is added, a view of the present state of the Spanish, French, English and Dutch possessions in America and the West-India islands. Also, an appendix, containing various interesting and valuable papers and instructions relative to cultivating tobacco, rice, maize, sugar, maple tree. &c. In four volumes. Illustrated with numerous large maps, charts, and plates. ... By the Rev. W. Winterbotham.","Stephens, Thomas",66,0,1,1,2,3,0,0,0,3,2,0,2,3,1,0,1,0,3,3,1,2,0,4,1,2,10,0,0,2,0,1,2,1,0,1,4,2,0,4,0,1,0,0,1,2,0,0,0,1795,1,4,"New-York : Printed by Tiebout & O'Brien, for J. Reid, L. Wayland, and C. Smith. And sold by Thomas Stephens, no. 57, South Second Street, Philadelphia, and all other booksellers throughout the United States, 1795[-1796].",New York|Philadelphia.,615,unknown,,,FALSE,"mindr ofr thle people , and were ·mrde flablervicint to important purposes. The anniverifary of it was obf'verve with grealt fatemnity·. Eloquent Orators were lurcceffively employdc to deliver an allnual oration, to, ptreerve the rememb~rrance of It frefhu in their iitids. On thref occasions the bletfings of liberty the hlorrors"
0175700102_000309,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,59,0,4,2,1,1,3,1,0,3,1,0,0,4,0,2,2,1,2,0,2,1,1,0,3,1,0,0,2,1,0,2,1,0,3,0,2,1,0,3,1,3,1,1,0,0,0,1,2,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,FALSE,"motion was made from the Admiralty in the committee of supply, that twenty-eight thousand seamen, including six thousand, six hundred; and sixty five marines, should be voted for the service of the ensuing year. This was accompanied with a general outline of the service to which the navy would be"
0214700501_000052,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,72,0,4,3,4,0,1,0,1,2,0,0,2,10,1,4,2,0,5,1,2,1,0,0,0,4,0,0,0,4,0,1,1,0,5,0,0,4,0,1,0,3,1,3,0,2,0,0,0,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"Britifl parliament , they were entitled to a free and exclusive power of legflation in their L vlt .i 1 774 several provincial legifatures, in all cafes of taxation and ^^ internal polity, subjea only to the negative of their sovereign. They then run the line, between the fuprenmacy of"
1267801000_000010,The rights of Great Britain asserted against the claims of America: being an answer to the declaration of the General Congress.,James Macpherson,70,0,2,6,0,0,0,0,2,2,2,0,1,2,0,10,4,0,1,2,1,3,0,0,4,7,1,0,0,1,0,1,0,0,2,1,1,4,1,2,1,3,0,0,0,1,2,0,0,1776,1,1,"[London] : [s.n.], Printed in the Year MDCCLXXVI. [1776].",London,96,male,1736,1796,TRUE,"Yet the Congress stigmatise with the name of injustice, a coercive statute rendered absolutely necessary by the shameless depredations of the inhabitants of Boston ( () Rofron; and which statute, they themselves had it in their power to terminate, in an instant, by doing an aa of common justice. With"
0175700102_000272,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,74,0,4,1,1,2,0,0,0,2,3,0,2,4,0,4,1,0,4,2,2,1,1,0,1,4,0,0,0,2,0,2,4,0,3,0,4,4,1,1,0,7,0,2,1,2,0,0,2,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,FALSE,"lost anyf cofthee rights ; .hat the foundation of Englifl liberty , and of all free governments , is a right in the people to participate in their legislative council.; .and they proceeded to slew, That as the colonils are not, and fronl various causes, cannot be represented in the"
0359500300_000056,"The life of Edmund Burke. Comprehending an impartial account of his literary and political efforts, and a sketch of the conduct and character of his most eminent associates, coadjutors, and opponents. By Robert Bisset, ...",Robert Bisset,61,0,5,3,0,2,1,1,0,1,3,5,0,5,0,2,1,0,1,0,1,0,1,3,0,2,0,0,2,0,0,1,1,0,1,2,1,0,2,2,1,5,4,0,0,0,0,0,2,1798,1,1,"London : printed and published by George Cawthorn; and sold also by Messrs. Richardson; J. Hatchard, and J. Wright, 1798.",London,617,male,1759,1805,FALSE,"on sycb an occasion as this, whbicb is the notoriolus evidence of q weak cause, and whose miscbiefs, we are persuaded, will be as tran. .ient as its efforts were intemperate. ife only take the liberty , therefore, of adding our sincere wishes, that you mnayfill your distinguished place in"
0214700501_000065,"The history of the American Revolution. By David Ramsay, ... In two volumes. ...",David Ramsay,75,0,1,3,0,5,1,1,0,7,0,0,0,15,0,4,2,1,2,1,1,2,0,2,1,1,1,0,2,0,0,1,0,0,4,0,1,0,1,1,0,3,0,3,2,3,0,0,3,1791,1,2,"London : sold by J. Johnson and J. Stockdale, 1791.",London,375,male,1749,1815,FALSE,"submitted to the restraints imposed on their less favoured neighbours, so as to be equal flarers of their fate. The indulgence granted to New-york, in being kept out of this restraining bill, was considered by some as a premium for her superior loyalty. Hier assembly had refused to approve the"
1077101000_000301,"Elements of geography, and of natural and civil history. Containing, I. The Order of the Spheres. II. The Economy of the Sublunary Works of Creation, inanimate and living. III. Picturesque and general Sketches of the different Parts of the Earth; and the varied Appearances and Manners of it's Inhabitants. IV. The Rise, Revolution, and Fall, of the principal Empires of the World. V. Changes through different Ages in the Manners of Mankind. VI. Vii. Viii. IX. Description of the different Quarters of the World; Europe, Asia, Africa, and America. Their Divisions into Countries, Provinces, &c. Their Climates, Soils, Animals, Plants, Minerals, Mountains, Rivers, Lakes, Canals, Commerce, Manufactures, Curiosities, Schools, Learning, Literati, Religious Professions, Language, Government, History, &c. By John Walker.","Walker, John",78,0,1,4,0,2,0,0,5,4,4,0,1,10,0,2,1,0,0,3,0,1,0,0,3,4,2,0,0,0,0,4,0,1,6,0,7,0,0,5,0,3,0,0,3,1,0,1,0,1797,1,1,"Dublin : printed and sold by Thomas Morton Bates, 89, Coombe. nearly opposite Meath-Street, 1797.",Dublin,638,male,1759,1830,FALSE,"stored, the consignees being restraincd from offering the tea for falc. In other provinces , the ships were sent back without discharging their cargoes. But in Boston the tea was adcually destroyed. Sensible that no legal measures could prevent it's being landed, and that if once landed, it would be"
0726901800_000001,"The examination of Joseph Galloway, Esq; late Speaker of the House of Assembly of Pennsylvania. Before the House of Commons, in a committee on the American papers. With explanatory notes.",Great Britain. Parliament. House of Commons,74,0,7,5,2,2,0,0,1,2,1,0,0,5,0,4,1,0,3,1,4,0,1,0,1,1,0,0,2,11,0,0,0,1,0,0,5,1,1,3,1,2,1,0,1,3,0,0,1,1779,1,1,"London : printed for J. Wilkie, No. 71, in St. Paul's Church-Yard, MDCCLXXIX. [1779].",London,86,unknown,,,FALSE,"M I N A T O OF JOSEPH GALLOWAY, Esq - SPEAKER of the.. ouse of assembuij of PENNSYLVANIA. BEFORE THE HOUSE Or COMMONS, IN A COMMITTEE ON THE AMERICAN PAPERS. WITH EXPLANATORY note.i LONDON: Printed forj.w I, KIR, No. 71, in St. Paul's churchyard. M DCC LXXIX [Price Two"
0806800102_000068,"A history of England, in a series of letters from a nobleman to his son. To which are added, two letters on the study and biography of ancient and modern British historians. ...",Oliver Goldsmith,66,0,7,3,0,2,4,1,1,5,1,0,1,7,1,4,0,0,0,1,1,0,0,1,4,1,4,0,1,0,0,0,0,0,3,0,1,0,0,4,2,1,2,0,0,1,0,1,1,1793,2,2,"London : printed for G. G. J. and J. Robinson, W. Goldsmith Scatcherd and Whitaker, W. Bent and G. and T. Wilkie, 1793.",London,328,male,1728,1774,TRUE,"their preparations. 'he cin._: ref, confiftiing of fifty-one dclegates, Spt. 4 nmet at j hiladtlphia, and commenced with 4 an addrteis to the governor , in which they 774' deprecgted his endeavours to reduce them into submission by force. 'he governor retaliated with complaints of their hostilities, and the violation"
