PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(appurten),termFreq(arabl),termFreq(barlei),termFreq(belong),termFreq(bushel),termFreq(clover),termFreq(contain),termFreq(crop),termFreq(drill),termFreq(expenc),termFreq(experi),termFreq(farm),termFreq(farmer),termFreq(feed),termFreq(feet),termFreq(field),termFreq(foil),termFreq(gave),termFreq(grass),termFreq(half),termFreq(heir),termFreq(held),termFreq(hous),termFreq(improv),termFreq(land),termFreq(late),termFreq(littl),termFreq(manor),termFreq(manur),termFreq(meadow),termFreq(measur),termFreq(oat),termFreq(parcel),termFreq(parish),termFreq(pastur),termFreq(perch),termFreq(piec),termFreq(plant),termFreq(plough),termFreq(pound),termFreq(produc),termFreq(profit),termFreq(quarter),termFreq(rent),termFreq(return),termFreq(rood),termFreq(seed),termFreq(societi),termFreq(sow),termFreq(squar),termFreq(tenement),termFreq(town),termFreq(turnip),termFreq(valu),termFreq(wheat),termFreq(wood),termFreq(worth),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1107400101_000055,"The farmer's tour through the East of England. Being the register of a journey through various counties of this Kingdom, to enquire into the state of agriculture, &c. Containing, I. The particular Methods of cultivating the Soil. II. The Conduct of live Stock, and the modern System of Breeding. III. The State of Population, the Poor, Labour, Provisions, &c. IV. The Rental and Value of the Soil, and its Division into Farms, with various Circumstances attending their Size and State. V. The Minutes of above five hundred original Experiments, communicated by several of the Nobility, Gentry, &c. With Other Subjects that tend to explain the present State of English Husbandry. By the author of the Farmer's letters, and the Tours through the North and South of England. In Four Volumes. ...",Arthur Young,83,16,0,0,2,0,1,2,1,7,0,0,0,3,2,4,0,1,0,1,2,0,0,0,2,4,3,0,1,0,1,0,0,2,0,0,0,0,0,0,7,1,1,3,2,2,0,0,2,0,1,0,0,1,4,0,2,0,0,2,1771,1,4,"London : printed for W. Strahan; W. Nicoll, No. 51. St, Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, Edinburgh, MDCCLXXI. [1771].",London,545,male,1741,1820,TRUE,"5 quarters . hey give but one earth for peas fowr xo pecks; never hoe; the mean. produce z2 bu&els. They Cow no bean. 3 for For turnips they plough from four to six times; some are hoed, but very badly; none done completely, and yet the hoed are better"
0958500102_000076,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,112,21,0,0,3,0,10,2,0,5,2,0,2,0,1,0,4,4,0,0,4,3,0,0,0,0,6,0,0,0,4,0,0,1,0,0,0,0,1,13,4,0,5,1,2,0,0,2,2,0,3,0,0,0,7,0,0,0,0,0,1770,2,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,475,male,1741,1820,TRUE,"it is stirred again; at ladyday, harrowed with heavy harrows. Then drills are made with a common plough , 4 inches deep; the distance various in different fields , from 18 inches to three feet , for the sake of experimentally knowing the best; but chiefly three feet . The"
0800000114_000152,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",101,3,0,0,1,0,2,4,0,11,3,0,0,3,4,0,0,1,0,0,6,2,0,0,0,5,6,1,3,0,1,0,0,7,0,11,0,0,0,0,1,1,11,0,0,0,0,0,6,0,1,0,0,3,1,1,1,0,1,0,1791,14,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,656,male,1754,1835,FALSE,"and drawn by 2 hoses though, in breaking up {iss ground, 3 horses, and ev sometimes 4, together with a driver, are still employ Over all the hard land in the parish , the common Scot plough is ased, which agrees belt with the nature of soil, it being in"
0282700200_000003,"General view of the agriculture of the county of Cardigan, with observations on the means of its improvement. Drawn up From the Communications of Thomas Lloyd, Esq. and of the Rev. Mr. Turnor. For the consideration of the Board of Agriculture and Internal Improvement.","Turnor, Rev. Mr.",82,7,0,0,5,0,4,1,1,5,0,0,1,1,0,0,2,3,0,0,1,9,0,0,0,0,2,1,2,0,3,0,4,3,0,0,1,0,0,1,4,6,1,1,3,1,0,0,1,0,2,0,0,0,4,0,2,0,0,0,1794,1,1,"London : printed by W. Smith, M.DCC.XCIV. [1794].",London,35,unknown,,,FALSE,"and suffering it to remain all the summer, fullof cough grass , and other noxious weeds, can be called fal lowing, we have fallows. Manures . lime and half rotten dung are the manures chiefly in use. The quantity of lime from three to. five cart loads: each cart contains"
0958500103_000065,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,74,4,0,1,5,0,6,3,0,3,0,0,0,1,2,1,2,0,0,0,1,3,0,0,2,0,2,0,2,0,1,1,0,3,0,0,0,0,7,0,3,0,0,0,0,1,1,0,1,0,5,3,0,0,3,1,4,2,0,0,1770,3,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,489,male,1741,1820,TRUE,"the Wrekin, you look down upon a very beautiful variety of unequal ground; all waving cultivated enclosures, finely scattered with houses , villages, c. the pools appearing in broken lheets among the wood in the valley: At the bottom of the slope is a kind of river, but the end"
0179800900_000090,"General view of the agriculture of the county of Northumberland, with observations on the means of its improvement; drawn up for the consideration of the Board of Agriculture and Internal Improvement, by J. Bailey and G. Culley.",George Culley,79,5,0,2,2,0,6,2,1,5,0,0,0,0,0,0,0,1,0,0,6,4,0,2,1,4,5,2,3,0,0,0,2,1,0,1,0,2,1,2,1,4,1,0,0,1,0,0,1,0,0,1,0,3,0,2,1,1,0,3,1797,1,1,"Newcastle : printed by Sol. Hodgson; and sold by Mess. Robinson, Paternoster-Row, and G. Nicol, Pall-Mall, London, 1797.",Newcastle upon Tyne,338,male,1735,1813,FALSE,"SECT. 4 wvecfly maarkets. There are weekly markets at eight different towns in Westmoreland; but the only one of any note, is held at kenjall. The next in point of consequence is held at Appleby, the county town . SECT. 5 comntierce. The commerce of weltmorel.nd is not yet so"
0070200103_000056,"A six months tour through the North of England. Containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. In four volumes. ...",Arthur Young,89,18,0,7,2,0,1,1,0,2,0,0,0,3,4,1,1,0,0,0,9,1,0,0,0,0,5,0,0,0,3,0,0,2,0,0,0,0,0,0,2,1,2,2,2,6,0,0,0,0,2,1,0,0,2,2,4,0,0,3,1770,3,4,"London : printed for W. Strahan; W. Nicoll, No 11. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, MDCCLXX. [1770].",London,450,male,1741,1820,TRUE,"value of the hoed crop 35s. per acre , but the unhoed ones only 20 s. which one would apprehend a sufficient argument even to convince farmers themselves. They use them chiefly for sheep. Clover they sow with spring corn, mow it but once, and gain about two tonne of"
0958500103_000040,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,89,11,0,3,3,0,6,2,0,3,0,0,0,3,1,0,0,0,0,1,6,3,0,0,2,2,4,2,3,0,2,0,1,4,0,0,0,0,0,0,7,2,0,2,0,2,1,0,0,0,5,0,0,3,0,0,3,0,1,1,1770,3,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,489,male,1741,1820,TRUE,"four, five, six, and some of nine hundred tonnes burden, lay their broad fides to the quays, and goods are hoisted out of them, even into many of the warehouses of the merchants. A little out of the town is a very pretty new walk, spread on one fide with"
0800100118_000125,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",126,16,0,2,15,0,0,2,0,7,0,0,0,3,2,0,0,2,0,0,8,1,0,0,1,0,7,1,1,0,2,0,0,12,0,1,1,0,0,2,7,3,5,2,0,0,11,0,3,0,0,0,0,0,1,0,8,0,0,0,1791,18,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,668,male,1754,1835,FALSE,"passed over in silence, were they not generally supposed to be the remains of a castle, the residence of Sir John the Gralam, who fell in the battle of Falkirk, defending the liberty of his country, against the ambition of Edward. Present Appearance. the present appearance of the parili is"
0958500102_000033,"A six months tour through the North of England: containing, an account of the present state of agriculture, manufactures and population, in several Counties of this Kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Accounts of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings, &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed With Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects; Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. La seule vol de se procurer un corps complet Agriculture, seroit, sans doute, de rassembler les diverses observations quaeroient fourni dans chaque province. Encyclopedie. In Four Volumes. ...",Arthur Young,92,11,0,1,4,0,6,3,0,1,0,0,2,3,0,2,0,2,0,0,4,3,0,0,1,4,5,1,1,0,1,0,1,6,0,0,0,0,0,0,4,0,1,0,2,0,0,0,1,0,7,0,0,0,2,1,11,0,0,1,1770,2,4,"London : printed for W. Strahan; W. Nicoll, No 51. in St. Paul's Church-Yard; B. Collins, at Salisbury; and J. Balfour, at Edinburgh, M.DCC.LXX. [1770]-71.",London,475,male,1741,1820,TRUE,clover Wheat . 21.-15 o 3 rape Oats . 22.-11r 20 peas Rape. 23-0 I 0 Vetches and 23-10 I o -- Wheat - then Cabb. 24.- 9 3 22 beans Ditto. 25.-i I 2 x4 buck . wheat Ditto. 26.-13 3 o fallow Ditto. 27 i I I2 fallow
0799600101_000057,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",92,5,0,5,6,0,0,2,0,3,0,0,0,2,3,0,0,2,0,0,4,0,0,0,2,3,14,0,1,0,3,0,1,8,0,8,0,0,0,0,2,0,2,0,0,3,0,0,2,0,1,0,0,1,1,0,5,2,0,1,1791,1,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,530,male,1754,1835,FALSE,"in repair by the county, The roads are made and repaired by the fatute labour commuted. The people, in general, luppofe that turnpike roads would be of advantage. Some farmers in this parish pursue improvements with spirit but the climate ltruggles against them. Plantations of wood in this part of"
0242300202_000059,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,96,10,0,1,8,0,14,1,0,3,0,0,0,2,0,0,0,1,1,0,1,1,0,0,2,0,8,0,2,0,2,0,0,6,0,0,0,0,1,1,7,0,0,1,2,0,0,0,1,0,10,1,0,0,2,1,5,0,1,0,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"light, glowing, brilliant style; extremely pleaing, though not perfectly natural. Slabs very elegant, the glasses large, and the frames of both very neatly carved and gilt. A dreffing room, 2 square ; and a bedchamber, 22 by 21 The new kitchen gardens are excellently disposed, kept in admirable garden husbandry,"
0242300201_000110,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,88,12,0,5,3,0,6,1,0,2,0,0,0,3,1,1,0,2,0,0,6,4,0,0,2,0,4,0,3,0,1,0,0,5,0,0,0,0,0,0,5,1,0,3,0,4,0,0,2,0,3,0,0,0,1,1,5,1,1,0,1770,1,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,429,male,1741,1820,TRUE,"tuscan vases. Two antique bronzes; Cerberus and another. In the centre a model of the horse at cbaring cro/s. In the wing of the house is an apartment called the Musaeum; where is treasured much learned lumber; among other food for an antiquarian, are King Atheltan's tomb. Irs. Ceres. bafs"
0185300103_000012,"Letters and papers on agriculture, planting, &c. selected from the correspondence-book of the Society instituted at Bath, for the encouragement of agriculture, arts, manufactures, and commerce, within the Counties of Somerset, Wilts, Glocester, And Dorset, the City and County of Bristol. Vol.III.",Bath and West of England Society,79,1,0,0,3,0,0,1,0,7,1,0,1,0,3,3,0,5,0,0,2,0,0,0,0,0,5,0,3,0,5,0,0,3,0,0,1,0,0,0,3,0,1,4,1,2,1,0,5,1,4,0,0,0,7,1,3,0,0,2,1791,3,3,"Bath : printed, by order of the Society, by R. Cruttwell; and sold by C. Dilly, Poultry, London, and by the booksellers of Bath, Bristol, Salisbury, Glocester, Exeter, &c. &c., MDCCXCI. [1791].",Bath,463,unknown,,,FALSE,"chaff, and straw, for the, fable; oat chaff, and fraw, for, the dry cattle; and ftubblc ftraw, for littering down the cow yard ; turnips or cabbages, as green. proven, der for milch or fattening cattle from December to the end of March; * tares from thence to May; --"
0242300202_000055,"A six months tour through the north of England. Containing, an account of the present state of agriculture, manufactures and population, in several counties of this kingdom. Particularly, I. The Nature, Value, and Rental of the Soil. II. The Size of Farms, with Account of their Stock, Products, Population, and various Methods of Culture. III. The Use, Expence, and Profit of several Sorts of Manure. IV. The Breed of Cattle, and the respective Profits attending them. V. The State of the Waste Lands which might and ought to be cultivated. VI. The Condition and Number of the Poor, with their Rates, Earnings &c. Vii. The Prices of Labour and Provisions, and the Proportion between them. Viii. The Register of many curious and useful Experiments in Agriculture, and general Practices in rural Oeconomics communicated by several of the Nobility, Gentry, &c. &c. Interspersed with Descriptions of the Seats of the Nobility and Gentry; and other remarkable Objects: Illustrated with Copper Plates of such Implements of Husbandry, as deserve to be generally known; and Views of some picturesque Scenes, which occurred in the Course of the Journey. Experiments on Rearing and Fattening of Hogs. As laid before the Society of Arts, &c. In three volumes. ...",Arthur Young,94,11,0,1,7,0,10,1,0,2,0,0,0,5,0,3,1,1,0,0,1,5,0,0,3,0,4,0,0,0,2,0,0,6,0,0,0,0,0,0,6,1,1,1,3,2,2,0,0,0,7,0,0,0,3,0,4,0,0,1,1770,2,3,"Dublin : printed for P. Wilson, J. Exshaw, H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, J. Holy, jun. J. Williams, W. Colles, J Porter, C. Ingham, and T. Walker, MDCCLXX. [1770].",Dublin,414,male,1741,1820,TRUE,"A scythe, 3s. A plough , i. 8s. A spade, 3s. 6d. A harrow, i1. is. The layiig the shares and coulters, and keeping the ploughs , c. in order, also the carts, and shoeing the horses, the blacksmiths do for 20os. a horse, and the iron: If iron not"
0759300102_000107,"A course of experimental agriculture: containing an exact register of all the business transacted during five years on near three hundred acres of various soils; including a variety of experiments on the cultivation of all sorts of grain and pulse, both in the old and ne methods; the raising large crops of turneps, cabbages, carrots, potatoes, &c. and several plants not usually cultivated, as food for cattle; and the application of them to feeding or fattening of oxen, cows, horses, hogs, sheep, &c. Also the management of the artificial grasses, particularly Clover, Lucerne, Sainfoine, Burnet, &c. in the Broad-Cast, Drilling, and Transplanting Methods; and their Uses in Feeding several Sorts of Cattle. The Culture of Madder. A particular Comparison between the Old and New Husbandry. The Management of Pasture Lands. On Ploughing, Harrowing, and other Operations of Tillage, relative to the Season, Number, Depth, &c. On the general Feeding and Fattening of Cattle on various Articles of Food; the Expences, Profit, Quantity eat, &c. The Implements of Husbandry, their Defects, Improvements, &c. With other subjects of importance to the country gentleman and farmer. The whole stated in near two thousand original experiments. In two volumes. ...",Arthur Young,99,4,0,0,3,0,0,12,0,11,0,0,6,2,3,1,0,2,0,1,3,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,4,0,3,2,5,12,0,2,0,3,1,0,2,0,0,0,1,3,3,0,1,1,1770,2,2,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXX. [1770].",London,833,male,1741,1820,TRUE,"9 ¼ - - 1 17 9^7 I 1 2 i1 OBSERVATIONS. This crop is a very great one, but the expenses of the manure ran so high, that great as it was, yet is it insufficient to repay such an expenditure. But the wrong balance of such an account"
0853600102_000001,"The northern farmer: or select essays on agriculture; adapted to the soil and climate of the northern counties of England, Scotland, and Ireland. ...",,82,0,0,2,3,0,0,4,5,4,1,0,1,7,10,3,0,2,0,0,4,0,0,0,0,4,3,0,0,0,7,2,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,5,0,0,2,1778,2,2,"Carlisle : printed by John Milliken: - sold by Stanley Crowder, Pater-Noster Row, London; T. Slack, Newcastle on Tyne; Luke Whyte, and George Burnet, Booksellers, Dublin, M.DCC.LXXVIII. [1778].",,645,unknown,,,FALSE,", . ~~~~~1 N okttern farmerk:. 8 EL EC 1 S SA Y sieiect ts ON .G R C L T R E; A D A P T E 1d To the SOIL nd CLYMAT OF THE,!, ORTI1IERN COUNTIES 0 P I ngland, SCOTLAND, AND IRELAND' V 0 L U"
0521000302_000068,"Present state of husbandry in Scotland. Extracted from Reports Made to the Commissioners of the Annexed Estates, and Published by their Authority. In two volumes. ...","Wight, Andrew",114,7,0,0,6,0,0,8,0,16,2,0,0,2,3,2,0,5,0,0,1,2,0,0,0,3,9,0,1,0,0,0,0,7,0,0,1,0,0,0,4,3,3,2,0,0,0,0,2,0,6,0,0,0,13,0,5,0,0,1,1778,2,2,"Edinburgh : printed for W. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, MDCCLXXVIII. [1778].",Edinburgh,520,unknown,,,FALSE,"upon the whole, is a profit ; as by fallow ing after the green crops , viz. peas or clover , the land is put in far higher condition than if oats had been taken, and will produce a great deal more wheat . This plan is not observed by"
0680600100_000035,General view of the agriculture of the county of Lincoln; Drawn up for the consideration of the Board of Agriculture and Internal Improvement. By the Secretary to the Board.,Arthur Young,183,7,0,0,17,0,19,2,0,23,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,11,1,0,0,1,0,0,17,0,0,1,0,1,0,3,0,2,0,17,0,0,1,16,0,11,0,0,0,6,0,20,0,0,1,1799,1,1,"London : printed by W. Bulmer and Co. for G. Nicol, Pall-Mall, Bookseller to His Majesty, and the Board of Agriculture; and sold by G. G. and J. Robinson, Paternoster-Row; J. Sewell, Cornhill; Cadell and Davies, Strand; W. Creech, Edinburgh; and John Archer, Dublin, M,DCC,XCIX. [1799].",London,482,male,1741,1820,TRUE,"6 quarters ; average under 4 Wheat seed 3 bushels , crop 2 to 3 quarters . Mr. Hanisson has had 5 quanersofbeansclearto market. Henry Dalton, Esq. at Knaith, and others his neighbours, on the sand district which rises from the Trent, Barley seed 4 bushels , crop 5 quarters"
1270400200_000003,"General view of the agriculture of the County of Nottingham, with observations on the means of its improvement. By Robert Lowe, Esq. Drawn up for the consideration of the Board of Agriculture and Internal Improvement.","Griggs, of Kelvedon",101,4,0,0,7,0,3,11,1,3,1,0,0,2,1,0,0,1,0,0,5,1,0,0,0,1,9,0,2,0,2,0,0,4,0,0,1,0,0,0,5,3,1,0,1,0,0,0,10,0,2,0,0,0,15,0,5,0,0,0,1794,1,1,"London : printed by C. Clarke, MDCCXCIV. [1794].",London,129,unknown,,,FALSE,"full of rabbits, having a narrow river running through it, with a small boggy close or two. But now, be. sides a magnificent mansion, and noble lake and river, with extensive plantations, which will be particularly noticed hereafter, above 2000 acres are brought into a regular and ex. cellent course"
0696400600_000021,"The farmer's kalendar; or, a monthly directory for all sorts of country business: containing, plain instructions for performing the work of various kinds of farms, in every season of the year. Respecting Particularly The buying, feeding, and selling Live Stock. The whole Culture of Arable Crops. The Management of Grasses. The oeconomical Conduct of the Farm, &c. By an experienced farmer.",Arthur Young,83,7,0,0,3,0,1,3,0,4,1,0,0,3,5,6,0,0,0,0,4,2,0,0,0,3,10,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1,3,0,1,0,0,4,0,6,0,0,1,5,1,3,0,1,0,1771,1,1,"London : printed for Robinson and Roberts, No. 25, in Pater-Noster-Row; and J. Knox, at No. 148, in the Strand, MDCCLXXI. [1771].",London,433,male,1741,1820,TRUE,"SAINFOINE. THERE are several parts of this kingdom, in which the farmers could not possibly pay half their present rents  without the use of this grass . On dry' limestone and chalky soils, or on any very dry, found land , no matter how poor, it will thrive to"
0521000302_000051,"Present state of husbandry in Scotland. Extracted from Reports Made to the Commissioners of the Annexed Estates, and Published by their Authority. In two volumes. ...","Wight, Andrew",82,3,0,0,4,0,1,5,0,10,1,0,1,4,2,1,1,0,0,0,1,1,0,0,0,3,5,1,1,0,0,0,0,6,0,0,5,0,0,0,4,3,0,1,0,0,1,0,4,0,3,0,0,0,5,0,5,0,0,0,1778,2,2,"Edinburgh : printed for W. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, MDCCLXXVIII. [1778].",Edinburgh,520,unknown,,,FALSE,"simple, and easily moved. I was highly pleased with its operation. It well deserves to be made public; because everything in husbandry that saves expense, is beneficial to the landlord as well as to the tenant. At Salton, and at Hermnon, fhell marl is found. That at Hermifton lies on"
1319300200_000037,"General view of the agriculture of the Northern Counties and Islands of Scotland; Including the counties of Cromarty, Ross, Sutherland, and Caithness, and the islands of Orkney and Shetland. With observations on the means of their improvement. By Sir John Sinclair, bart. Drawn up for the consideration of the Board of Agriculture and Internal Improvement.","Sir John Sinclair, 1st Baronet",86,4,0,3,5,0,0,4,0,9,0,0,0,1,3,1,0,3,0,0,6,0,1,0,0,0,4,1,1,0,7,0,0,10,0,1,2,0,0,0,4,0,1,1,0,0,1,0,1,0,3,0,0,0,2,0,7,0,0,0,1795,1,1,"London : Printed by Colin Macrae, 1795.",London,347,male,1754,1835,FALSE,"to lay their farms into grass , which they let ini pasture for the season at from zos. to 46s. per acre . Thle grasses usually sown, either for hay or pasture , are red and wh~iite clover , with a mixture of ray grass and rib grass . Thle"
