PassageID,Title,Author,Total termFreq,termFreq(1757),termFreq(1758),termFreq(america),termFreq(armi),termFreq(attack),termFreq(austrian),termFreq(bohemia),termFreq(britain),termFreq(british),termFreq(brunswick),termFreq(camp),termFreq(campaign),termFreq(cannon),termFreq(command),termFreq(countri),termFreq(cumberland),termFreq(daun),termFreq(dominion),termFreq(duke),termFreq(elector),termFreq(empir),termFreq(england),termFreq(english),termFreq(europ),termFreq(ferdinand),termFreq(forc),termFreq(franc),termFreq(frederick),termFreq(french),termFreq(gener),termFreq(germani),termFreq(hanov),termFreq(hungari),termFreq(imperi),termFreq(invad),termFreq(kill),termFreq(king),termFreq(lost),termFreq(majesti),termFreq(marshal),termFreq(militari),termFreq(order),termFreq(peac),termFreq(poland),termFreq(pragu),termFreq(princ),termFreq(prison),termFreq(prussia),termFreq(prussian),termFreq(queen),termFreq(repuls),termFreq(russia),termFreq(russian),termFreq(saxoni),termFreq(sieg),termFreq(silesia),termFreq(territori),termFreq(thousand),termFreq(treati),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
1261800300_000057,"An impartial history of the late glorious war, from it's commencement to it's conclusion; containing an exact account of the battles and sea engagements; together with other remarkable transactions, in Europe, Asia, Africa, and America: with the characters of those wise and upright statesmen, who plann'd, and the illustrious Heroes, (by whose Courage and Conduct, together with the unparalell'd Bravery of our Land and Sea Forces,) Great-Britain obtained a Series of Victories, scarcely equalled in the Annals of this, or any other Nation. with remarks on the peace, the State of Parties When it was Concluded, and an account of the inhabitants, extent, product, trade and importance, of the places ceded to Great-Britain.",White Kennett,89,0,1,0,5,1,3,3,2,0,0,3,0,0,0,1,0,6,1,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,16,0,10,0,0,0,1,0,0,1,0,8,3,0,0,0,1,1,5,3,1,1,2,2,1,1767,1,1,"London : printed for N. Young, under the Royal-Exchange, 1767.",London,389,male,1660,1728,FALSE,"mos effectual; and their aforesaid Majesties have thought  proper, that a convention should be made thereupon, in or;; to declare and ascertain their reciprocal intentions in this  relect; for which purpofa they have appointed and autho  rized their respective ministers, wvho after having communi'  to each"
0575800102_000066,"A collection of all the treaties of peace, alliance, and commerce, between Great-Britain and other powers, from the revolution in 1688, to the present time. In two volumes. ...",Great Britain,92,1,0,1,8,1,0,0,1,1,3,0,0,0,2,2,0,0,2,1,1,1,6,1,0,2,3,6,0,0,1,1,2,0,1,0,0,7,0,7,0,1,3,3,1,0,2,0,3,4,1,0,2,0,2,0,0,0,0,0,1,7,1772,2,2,"London : printed for J. Almon, 1772.",London,502,unknown,,,FALSE,"into shereditary dominions in Germany , who, at the head an army entirely cbmpofed of Germans, was ordered to ipole the march of those forces , which his Majesty , in afuance of his engagements, ent to the afffilance of his llies who were attacked in their dominions . N"
1259000602_000095,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,81,0,0,0,9,4,1,1,0,0,0,1,3,0,3,1,0,1,0,0,0,1,0,1,1,1,4,0,0,3,10,0,1,0,0,0,0,2,0,1,2,1,1,0,1,0,7,1,3,4,0,0,0,2,2,1,1,0,3,0,2,1,1796,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVI. [1796].",London,447,male,1752,1827,FALSE,"Prussia left his whole train of artillery in the hands of the Russians . This, however, was soon replaced from the arfcnal at Berlin; and by his indefatigable diligence in recruiting his army , which was farther firengthened by the recall of General Klcift from Poecrania, he soon retrieved his"
0102100400_000110,"The life of William Augustus Duke of Cumberland. Containing a circumstantial and historical account of the times for the last forty-four years. By Andrew Henderson, ...",Andrew Henderson,78,1,2,2,7,1,0,0,0,3,0,2,0,0,2,4,3,1,0,5,0,1,0,0,1,0,0,0,0,5,1,2,3,0,0,0,1,6,0,1,2,0,0,0,0,0,3,0,3,1,0,2,0,1,2,0,1,1,1,0,3,4,1766,1,1,"London : printed for J. Ridley; Z. Stuart; W. Richardson and L. Urqhuart [sic]; and the booksellers in Westminster-Hall, 1766.",London,413,male,1734,1775,FALSE,"an ally and of the Hanoverians at a convenient season: but of all this the convention deprived him. Aa THE LIFE L I F E O F W I L L I A. M DUKE OF CUMBERLAND . BOOK XI CONTENTS. The Hanoverians take up Arms, Battles in Saxony ,"
0334500101_000205,"History of Great Britain, from the revolution to the session of parliament ending A.D. 1793. By W. Belsham. In four volumes. ...",William Belsham,98,0,0,0,13,5,1,0,0,0,0,2,3,0,4,0,0,1,0,0,0,1,0,0,0,6,3,0,0,5,13,1,1,0,0,0,1,0,0,1,5,0,2,0,1,0,12,0,1,2,0,2,0,4,3,1,1,0,1,0,1,1,1798,1,4,"London : printed for G. G. and J. Robinson, Paternoster-Row, MDCCXCVIII. [1798].",London,526,male,1752,1827,FALSE,"situation as at the beginning of the campaign . That monarch was deservedly regarded, both by friends and foes, as a prodigy of fortitude, genius, and courage: but his uncommon abilities only served to prolong the war ; : and the inhabitants of the Empire at large, who would have"
0014700105_000054,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,77,0,0,0,6,1,0,1,2,0,0,0,1,0,1,4,0,0,1,2,1,2,1,0,0,0,2,3,0,2,2,0,3,2,0,1,0,4,0,0,1,1,2,0,0,0,1,0,3,3,2,0,1,1,2,0,2,1,7,1,3,4,1794,5,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,392,male,1721,1771,TRUE,"to effect the ruin of the house of Branden. burgh: And therefore she had, no doubt, set bounds to the prosecution of her schemes in concert with the court of Vienna: But herdefigns against Hanover amounted to absolute conquest: In pursuance of there, she sent an army of one hundred"
0792300202_000034,"A complete history of the origin and progress of the late war, from its commencement, to the exchange of the ratifications of peace, between Great-Britain, France and Spain: On the 10th of February, 1763. And to the Signing of the Treaty at Hubertsberg, between The King of Prussia, the Empress-Queen, and the Elector of Saxony, On the 15th of the same Month. In which, All the Battles, Sieges, Sea-Engagements, and every other Transaction worthy of public Attention, are faithfully recorded; with political and military Observations. In two volumes.",,81,0,0,0,8,4,1,1,0,0,1,3,1,0,2,0,0,6,1,4,0,0,0,0,2,2,2,1,0,3,4,0,0,0,0,0,1,4,0,3,3,0,0,0,0,0,5,2,1,5,0,0,0,0,1,1,1,0,2,1,2,3,1764,2,2,"London : printed for J. Knox, near Southampton Street, in the Strand, MDCCLXIV. [1764].",London,414,unknown,,,FALSE,"fuprifed, that the friends of the house of Austria hold have exulted so much, especially as the stroke which his prussian majesty now received, was of much worse consequences to his cause, than the capture of the saxon army , in the year i756, was to that of his enemies."
0805800103_000142,"The general history of the late war; containing it's rise, progress, and event, in Europe, Asia, Africa, and America. And exhibiting the state of the belligerent powers, at the commencement of the war; ... And with accurate descriptions of the seat of war, ... By the Rev John Entick, M.A. and other gentlemen.",John Entick,99,0,0,0,8,3,8,1,0,0,0,2,0,2,3,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,2,6,1,2,0,0,0,0,0,0,7,4,1,8,0,1,0,2,2,1,2,0,2,0,4,2,1765,3,5,"London : printed for Edward and Charles Dilly, 1765-66.",London,510,male,1703,1773,FALSE,"Here also his Majesty was reinforced with 5000 men, under the command of General Kleist, whom he recalled from Pomerania. When Soltikoff began to move, instead of Ruffianl taking the rout for Brandenburg, he marched fur iun h. there into Silcfia, with part of his army , joined M. Daun's"
0109900400_000098,"The life and actions of Frederic the victorious King of Prussia, Elector of Brandenburg, Grand-Chamberlain of the Empire, &c.&c. Compiled from original memoirs and documents, and adorned with the necessary plates, maps and plans.",,85,1,1,0,9,0,1,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,2,2,0,1,1,0,0,21,0,1,3,0,0,0,1,3,4,1,0,4,1,1,0,1,4,5,3,0,0,4,1,0,1758,1,1,"London : printed for and sold by J. Wilkie, behind the Chapter-House, in St. Paul's Church-Yard; and G. Burnet, without Temple-Bar, 1758.",London,486,unknown,,,FALSE,"assault 212, 213 Remarkable Circumftanceat taking this City, 214 The King's Letter to Prince Leopold, upon this Conquest, 215 Marihal Belleije's Plan for placing the Elecor of Bavaria on the Imperial Throne ibid. 2 16 His His Negotiations at the Courts of Germany , 217 A Plot discovered for poisoning"
0294801302_000011,"Memoirs of the life and reign of Frederick the Third, King of Prussia. By Joseph Towers, L. L. D. In Two Volumes. ...",Joseph Towers,95,0,0,0,4,1,0,4,0,0,0,0,0,0,3,1,0,0,0,0,3,7,2,0,1,0,2,3,5,0,2,2,0,0,1,1,0,10,0,2,1,2,1,1,4,0,1,0,6,4,0,0,2,0,4,0,1,0,0,4,6,4,1788,2,2,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXVIII. [1788].",London,519,male,1737,1799,FALSE,"peace , the treaty of Weft' ll the laws and constitutions of the em.. and every tie by which the members of the Germanic body are united "".' THREE imperial decrees were likewise published against the king of Prussia . In one of there, as head of the empire ,"
0015300104_000051,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,94,2,0,0,5,7,5,0,0,0,0,4,0,3,1,0,0,3,1,0,0,0,0,0,0,2,4,0,0,0,4,0,0,0,2,0,2,7,0,6,2,0,2,0,0,7,3,0,2,9,0,1,0,0,0,4,0,0,3,0,3,0,1790,4,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXC. [1790].",London,520,male,1721,1771,TRUE,"artillery, placed on redoubts and batteries erected on the most advantageous polls. Every accessible part of the camp was fortified with lines and heavy pieces of battering cannon , and the foot of the hills secured by difficult defiles. Yet, strong as this situation might appear, formidable. as the Austrian"
0414700500_000050,The history of the war of seventeen hundred and forty one. By M. de Voltaire. In two parts.,Voltaire,82,0,0,0,2,3,2,2,0,0,0,1,0,1,1,1,0,0,0,3,2,0,0,0,0,0,0,2,1,3,7,0,0,1,0,0,0,13,0,0,0,0,0,0,2,2,8,0,4,2,3,0,0,1,2,3,2,1,1,0,1,5,1756,1,1,"London : printed for J. Nourse at the Lamb opposite Katherine-Street in the Strand, MDCCLVI. [1756].",London,260,male,1694,1778,TRUE,"and two whole companies perished by the springing of the mines. This This attack was commanded by the marquis de Brun, lieutenant general , with the duke de Randan, and M. de Courtomer, major generals , and M. de Berville, brigadier. The duke d'ayen was there as the king's aid"
0897100100_001241,"A new and complete history of England, from the first settlement of Brutus, upwards of one thousand years before Julius Cæsar, to the year 1795. Comprising an Accurate Account of the Revolutions, Conquests, Wars, Battles, Sea-Fights, Blockades, Bombardments, Sieges, Skirmishes, Fortifications, Treaties, Acquisitions, Discoveries, Settlements, Treasons, Plots, Conspiracies, Assassinations, Civil Commotions, Inundations, Earthquakes, Storms, Hurricanes, Constitution, Laws, Charters, Corporations, Privileges, Immunities, Government, Religion, Customs, Manners, Commerce, Inventions, Arts and Sciences, Learning, Antiquities, Naval & Military Transactions, &c. With Every Circumstance Worthy of Being Recorded in the British Annals; Forming a chronological detail of the Transactions of all the monarchs Have Swayed the Sceptre of Britain; Wherein their Characters are properly delineated, with equal Impartiality and Disinteresle iness; Whether exalted by their Virtues or execrated for their Vices, remarkable for their Courage or detested for their Pusiltanimity. Also, biographical anecdotes of admirals, generals, Statesmen, Patriots, Historians, Orators, &c. Whose superior Abilities have immortalized their Names, and contributed to the Honour and Dignity of their Country. The Whole carefully pruned of the Errors of preceding Historians; their Party-Prejudices, Absurdities, and fabulous Details removed for the more solid Recital of Historical Facts, confirmed by the Evidence of the most authentic Authors; containing, for the Space of near Three Thousand Years, whatever is deserving of being recorded in a Work of so much Importance as the History of Great-Britain. By Charles Alfred Ashburton, Esq.","Ashburton, Charles Alfred",81,0,0,1,7,3,1,2,0,0,0,1,1,0,1,3,1,0,3,1,4,0,1,0,3,0,4,3,0,3,4,0,2,0,0,2,0,4,0,0,0,0,2,1,0,1,0,0,4,1,1,0,0,0,3,0,1,0,2,3,2,5,1795,1,1,"London : printed and sold by W. and J. Stratford, No. 118, Holborn-Hill, [1795].",London,1050,unknown,,,FALSE,"drawn out in the following manner. England opposed France in America , Asia, and on the ocean, France attacked Hanover on the continent of Europe *. Then again Aultria had their aims on the dominions of Prussia , and drew the elector of Saxony into the same designs. In tlefc"
0154900500_000021,"The history of the first ten years of the reign of George the Third, King of Great Britain, &c. from his accession to the throne, in 1760, to the conclusion of the third session of the thirteenth Parliament of Great Britain, in 1770; to Which is Prefixed, A Review of the War, Which was Terminated by the Peace of Paris, in 1763.",Robert Macfarlan,97,0,0,0,10,5,4,1,0,0,0,1,0,0,2,1,0,10,0,0,0,0,0,0,0,1,5,1,0,1,6,0,0,0,0,0,1,7,1,0,0,1,3,0,1,0,6,0,2,3,0,0,0,5,4,3,3,0,5,0,3,1,1783,1,1,"London : printed for the author, and sold by T. Evans in Paternoster-Row, MDCCLXXXIII. [1783].",London,402,male,1734,1804,FALSE,"whole country . Before his arrival, however, the Prufflans had forced them to abandon all, except Dresden. The generals Finck and Wunfch, as well as prince Henry, had given them such severe blows as obliged them to retire. The Russians soon after retreated into Poland , and left the king"
0097400203_000078,"The age of Louis XIV. To which is added, an abstract of the age of Louis XV. Translated from the last Geneva edition of M. de Voltaire, with notes, critical and explanatory, by R. Griffith, Esq. ...",Voltaire,70,1,0,0,5,1,4,2,0,0,1,0,0,0,0,0,1,0,0,1,0,2,1,2,1,0,0,3,0,2,1,1,1,0,0,0,0,8,3,0,1,0,0,1,1,0,1,1,6,1,1,0,3,5,2,0,3,0,0,0,1,2,1779,3,3,"London : printed for Fielding and Walker, Paternoster-Row, MDCCLXXIX. [1779].",London,318,male,1694,1778,TRUE,"General obtained a victory over the Heiflans and Hanoverians the year following, and it was'hardly mentioled. We have already * November, 1', 7 rit is against Colonel D.: jlach that one La Beaumelie has been yieafed to rail. in a little book entitled Mes Ptcies, as well as against the"
0249100800_000115,"The history of the late war; from the commencement of hostilities after the peace of Aix-la-Chapelle, 1748, Comprehending An authentic Account of the Military Operations And Naval Engagements In Different Parts Of The World; Together with the Ministerial Negotiations Of The Several Courts Of Europe, During That Period: compiled chiefly from original papers of the best authority. By Richard Rolt, Author of The History of the General War which Began in 1739, and Ended in 1748. Vol. I.",Richard Rolt,97,0,1,2,1,2,0,0,4,1,0,0,0,0,0,3,0,0,0,1,0,0,1,1,3,0,0,8,0,1,2,4,5,2,0,1,0,4,0,8,0,0,0,1,1,0,1,0,4,4,4,0,2,2,0,0,1,1,0,11,3,7,1766,1,1,"London : printed for T. Waller, in Fleet-Street, MDCCLXVI. [1766].",London,440,male,1724,1770,FALSE,"so when attacked upon our account."" On the contrary, it was alleged,  that Hanover was safe "" from any invasion; because the king of Prussia , and the em prefs queen of Hungary , had laid an interdiction upon any so ""reign troops entering Germany . It might be"
0870600300_000127,The history of my own times. Part I. Translated from the French by Thomas Holcroft.,Frederick II of Prussia,91,0,0,0,3,0,3,3,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,3,0,1,3,1,0,0,9,0,0,0,0,0,4,3,2,1,2,4,3,3,0,0,2,3,0,3,0,13,0,4,11,1789,1,1,"London : printed for G.G.J. and J. Robinson, Paternoster - Row, M.DCC.LXXXIX. [1789].",London,613,male,1712,1786,TRUE,"king of Poland , deprived of his revenues, no longer had money to pay his troops . He could not expec the Russians would be in motion before the spring: he felt how ineffecual this succour was, and the necessity of the moment obliged him to consent to peace ."
0007400106_000052,"The naval and military history of the wars of England; including, the wars of Scotland and Ireland. In Which IS Given, An accurate and lively Description of the Sieges, Battles, Bombardments, Sea Engagements, Expeditions, and extensive Conquests of the British Arms, in all Quarters of the Globe. With A Variety Of Interesting and extraordinary Anecdotes of Military Skill and Intrepidity, heroic Adventures, brilliant Exploits, martial Atchievements, and memorable Actions of the British Warriors. Calculated To inspire the Rising Generation with Magnanimity and Virtue, and to Impress on their Minds the generous Ardour and Noble Emulation of their Ancestors. None But The Brave Deserve The Fair. ... . Ornamented With Elegant Copper-Plates.","Mante, Thomas",92,0,0,0,8,7,5,2,0,0,1,4,0,1,1,1,0,6,0,0,0,3,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,8,1,1,2,0,5,0,0,0,5,0,2,6,0,1,0,1,3,0,5,0,2,0,1,0,1795,6,8,"London : printed for the author, and sold by Champante and Whitrow, Jewry-Street, Aldgate; and at the British directory office, Ave-Maria-Lane, St. Paul's, [1795-1807].",London,465,unknown,,,FALSE,"of Saxony . The prince was at this time sorely pressed by Marshal Count Daun . As soon as the king had left Bohemia in the manner already related, M. Daun , considering that it would have been to no purpose to follow him, resolved to turn his arms towards"
1093300200_000359,"A new geographical, historical, and commercial grammar: and present state of the several Kingdoms of the World. Containing I. The Figures, Motions, and Distances of the Planets, according to the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, Curiosities, Seas, Rivers, &c. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, and Taxes. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. To Which Have Been Added The late Discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a correct set of maps.",William Guthrie,87,0,0,0,4,0,0,3,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,1,0,0,2,2,0,5,3,1,0,2,5,1,1,7,0,4,1,0,0,0,2,3,2,0,3,3,7,0,0,1,3,0,1,0,0,5,1,5,1799,1,1,"Montrose : printed for Da. Buchanan, & Jas. Morison, sold by them, J. Fairbairn, A. Constable, Edinburgh; W. Coke, Leith; J. Gillies, & J. Duncan, Glasgow and the booksellers of Dundee, Aberdeen, &c, M,DCC,XCIX. [1799].",Montrose,1120,male,1708,1770,FALSE,"said had been wrongfully dismembered from his family. The king of Spain and the eletor of Bavaria set up claims direaly incompatible with the pragmatic fanaion and in this they were joined by France ; though all thofi powers had solemnly guaranteed it. The imperial throne, after a considerable vacancy,"
0856900600_000013,"A museum for young gentlemen and ladies: or, a private tutor for little masters and misses. Containing a variety of useful subjects, and in particular, I. Directions for Reading with Elegance and Propriety. II. The ancient and present State of Great Britain; with a compendious History of England. III. An Account of the Solar System. IV. Historical and Geographical Description of the several Countries in the World; with the Manners, Customs, and Habits of the People. V. Tables of Weights and Measures. VI. The seven Wonders of the World. Vii. Prospect and Description of the burning Mountain. Viii. Dying Words and Behaviour of great Men, when just quitting the Stage of Life; with many other useful Particulars, all in a plain familiar Way for Youth of both Sexes. With Letters, Tales, and Fables, for Amusement and Instruction; illustrated with Cuts.",,82,0,1,0,7,3,1,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1,1,5,1,2,2,2,0,9,2,1,0,0,0,1,1,6,2,1,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,3,1,0,4,0,3,1,1784,1,1,"London : printed for T. Carnan, at the Bible and Sun, No. 65, in St. Paul's Church-Yard; and B. C. Collins, in Salisbury, [1784].",London,178,unknown,,,FALSE,"laid Siege to Leipzig, and were confident of carrying that important City. This greatly alarmed his F a Prussian ( () Prufflan majery. He contrived his Meafares so artfully, as to appear before the Place, when he was least expected. Vanquished as he was, the Terror of his Arms raised"
0137100101_000080,Posthumous works of Frederic II. King of Prussia. ...,Frederick II of Prussia,79,0,0,0,5,0,1,3,0,0,0,0,3,0,1,1,0,0,0,0,1,0,1,0,0,0,2,2,0,4,1,0,0,0,1,0,0,8,0,0,3,0,1,0,1,3,6,0,4,2,4,0,3,0,3,2,2,1,4,1,4,1,1789,1,13,"[London : printed for G.G.J. and J. Robinson, 1789].",London,603,male,1712,1786,TRUE,"by which prince Charles profited to repass the Rhine, at Beinheim, over his bridges, which he destroyed by break of day. The French highly vaunted of this affair; but it was mere rhodomontade. The loss on either fide did not amount to six hundred men; and prince Charles peaceably continued"
1474900109_000055,"The history of England, from the earliest dawn of record to the peace of MDCCLXXXIII.   By Charles Coote, LL.D. of Pembroke College, Oxford; author of Elements of the grammar of the English language.","Coote, Charles",80,0,0,0,7,5,2,1,0,0,0,4,1,0,3,0,0,2,1,4,0,0,0,0,0,4,1,1,0,3,5,0,0,1,0,0,2,5,1,1,1,0,1,0,1,0,4,3,0,4,1,1,0,6,0,1,0,0,0,0,2,1,1796,9,9,"London : printed for T.N. Longman, Paternoster-Row, 1796.",London,550,male,1761,1835,FALSE,"6 Account of the Trial of Lord. George Sackyille. which whiich he particularised, in a public declaration, as A, B. .noft deserving of praise. The principal Britith officers whom he specified on this occasion, were Waldegrave and Kingiley. He complimented the marquii of Granby at the expense of lord George"
0294801302_000054,"Memoirs of the life and reign of Frederick the Third, King of Prussia. By Joseph Towers, L. L. D. In Two Volumes. ...",Joseph Towers,83,0,1,0,6,2,3,2,0,0,0,2,1,0,7,0,0,6,1,0,0,3,0,0,0,0,1,0,4,0,7,0,1,0,0,0,1,9,0,1,3,2,2,0,0,0,4,0,2,3,0,0,0,6,2,0,0,0,0,0,1,0,1788,2,2,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXVIII. [1788].",London,519,male,1737,1799,FALSE,"Prussian majesty the request of general Brown [Y], who was 4'' Anecdotes and charaaerifiics of Frederick the Great, Tol. II p. 25, 26 *4 London Mag. ut supra, from the London Gazette. 43 Anecdotes and charaaeriftics of Frederick the Great, vol. I. p. 141 [Y] General Brown, who was second"
0400900102_000087,Memoirs of the kings of Great Britain of the House of Brunswic-Lunenburg. By W. Belsham. ...,William Belsham,97,0,0,0,10,1,7,0,0,0,0,2,1,2,0,2,0,4,0,0,0,1,0,1,0,0,2,0,0,0,13,0,0,0,1,0,1,10,0,0,4,1,1,0,0,0,6,1,2,3,0,0,0,5,2,1,4,0,4,0,4,1,1800,2,2,"London : printed for G. G. and J. Robinson, Paternoster-Row; by S. Hamilton, Falcon-Court, Fleet-Street, 1800.",London,416,male,1752,1827,FALSE,"winter quarters, leaving leaving the enemy in possession of the whole country eafiward of the mwefer. The King of Prussia , on his part, had made surprising exertions during the whole of this campaign . Whilst the two grand hostile armies remained strongly entrenched in the neighbourhood ofdrefden, General Laudohn"
0180900100_000070,"A view of the reign of Frederick II. of Prussia; with a parallel between that prince and Philip II. of Macedon. By John Gillies, ...",John Gillies,70,0,0,0,1,0,3,1,0,0,0,1,1,0,4,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,4,0,0,1,0,1,0,7,0,3,0,0,3,1,1,0,7,1,3,2,1,0,3,3,2,2,3,1,0,0,2,1,1789,1,1,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCLXXXIX [1789].",London,514,male,1747,1836,FALSE,"Prussian Majesty , moved by friend which slip and gratitude towards this amiable but Fredrick endea ill adviled prince , ventured, in the most devours to licate manner, to warn him of his danger. preent. Peter answered his letter in the following terms "" My glory requires that I should"
1650400105_000049,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,76,0,0,0,5,2,4,1,0,0,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,3,2,0,1,3,2,0,2,1,1,1,5,1,4,0,1,3,0,0,0,5,1,3,1,2,0,0,0,1,1,1,1,5,3,2,0,1794,5,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,246,male,1741,1793,FALSE,"ten thousand Austrians , under Pala vicini, refoived to attempt the relief of the place. He accordingly advanced, with a superior force , and attacked the French and Spaniards in their entrenchments. But, after an 39 They had the boldness to clamber up rocks of an incredible height, mounted with"
0897100200_000789,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",99,0,0,0,9,4,1,0,0,2,0,1,0,0,4,0,5,0,1,11,2,0,1,1,0,0,3,1,0,11,3,3,1,1,2,0,1,6,1,1,0,0,2,1,1,0,2,1,2,0,1,1,0,0,2,2,0,1,4,2,1,0,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"a gracious speech from the throne, acquainting the two houses with his intention of leaving the kingdom for a short time; he then no. minated a regency to administer the affairs of government during his absence, and the next day em. barked on board the Caroline yacht for Holland. On"
0181500303_000009,"The history of France, from the first establishment of that monarchy to the present revolution. ...","Hereford, Charles John Ann",72,0,0,0,3,1,3,1,1,1,0,1,4,1,3,1,2,0,1,3,0,0,0,0,0,1,7,4,1,2,2,1,0,1,0,0,0,4,0,0,4,0,0,1,1,0,3,0,0,0,1,2,0,0,2,1,2,0,4,1,1,0,1790,3,3,"London : printed for G. Kearsley, No. 46, Fleet Street, 1790.",London,401,male,,,FALSE,"remained inactive during the rest of the campaign ; while the French reduced by stratagem or force Tournay, Oudenarde, Ath, Dendermond, Ghent, Offend, Nieuport, and the principal fortified places through Austrian Slanders. The success of the house of Bourbon in Italy was equally rapid; Don Philip and marshal Maillebois pressed"
