PassageID,Title,Author,Total termFreq,termFreq(blood),termFreq(bodi),termFreq(boil),termFreq(bread),termFreq(cafe),termFreq(cold),termFreq(colour),termFreq(common),termFreq(countri),termFreq(differ),termFreq(drink),termFreq(dry),termFreq(duti),termFreq(eat),termFreq(end),termFreq(fine),termFreq(follow),termFreq(fruit),termFreq(gallon),termFreq(gener),termFreq(glass),termFreq(god),termFreq(half),termFreq(hall),termFreq(hand),termFreq(head),termFreq(heat),termFreq(import),termFreq(inch),termFreq(juic),termFreq(kind),termFreq(leav),termFreq(liquor),termFreq(littl),termFreq(manner),termFreq(mean),termFreq(mix),termFreq(month),termFreq(nation),termFreq(natur),termFreq(offic),termFreq(oil),termFreq(order),termFreq(ounc),termFreq(person),termFreq(pound),termFreq(produc),termFreq(proper),termFreq(quantiti),termFreq(receiv),termFreq(spirit),termFreq(sugar),termFreq(taken),termFreq(togeth),termFreq(water),termFreq(white),termFreq(wine),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1151500800_000092,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Wrote purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: consisting of near nine hundred original receipts, most of which never appeared in Print. Part I. Lemon Pickle, Browing for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The fifth edition. With three copper plates of a curious new-invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, and Two Plans of a Grand Table of Two Covers. By Elizabeth Raffald.",Elizabeth Raffald,107,0,1,11,0,0,7,0,0,0,0,2,0,0,0,0,3,0,0,10,0,1,0,5,0,2,0,0,0,0,4,0,2,6,1,0,0,2,3,0,0,0,1,0,5,0,8,0,0,0,0,0,5,0,3,12,4,1,0,8,1776,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster-Row, 1776.",London,414,female,1733,1781,FALSE,"the acid part of the ale will rise to the top immediately, and issue out at the bung hole, but, if the calk be not full, the part that should fly out will continue in, and weaken the body of the ale, be sure you don't fail filling up your"
0773300400_000097,"The complete housewife: or, accomplished gentlewoman's companion. Being a collection of upwards of seven hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With Copper Plates, curiously engraven, for the regular Disposition or Placing of the various Dishes and Courses. And Also, Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stevens's Medicine for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Persons were disordered, and the salt Water failed; never before made public; fit either for private Families, or such public-spirited Gentlewomen as would be beneficent to their poor Neighbours. With Directions for Marketing. By E. Smith.",Eliza Smith,95,2,0,8,0,0,1,0,0,0,1,5,0,0,0,2,3,0,1,7,0,1,0,7,0,1,0,0,0,0,3,0,0,5,2,1,0,0,4,0,0,0,0,1,1,0,7,0,0,1,0,0,9,0,3,8,1,9,0,1,1766,1,1,"London : printed for J. Buckland, H. Woodfall, J. Rivington, R. Baldwin, W. Johnston, T. Longman, B. Law, C. Rivington, T. Lowndes, C. and R. Ware, S. Bladon, and W. Nicoll, 1766.",London,388,female,,,FALSE,"things in the stein, 205 tie; cork your bottles well, and at three months end it will be fit to drink . In the same manner is currant and raspberry wine made; but cherry wine differs , for the cherries are not to be bruised, but stoned, and put the"
0094802200_000033,"The compleat city and country cook: or, accomplish'd housewife. Containing, Several Hundred of the most approv'd Receipts in Cookery, Confectionary, Cordials, Cosmeticks, Jellies, Pastry, Pickles, Preserving, Syrups, English Wines, &c. Illustrated with Forty-Nine large Copper Plates, directing the regular placing the various Dishes on the Table, from one to four or five Courses: Also, Bills of Fare according to the several Seasons for every Month of the Year. Likewise, The Horse-Shoe Table for the Ladies at the late Instalment at Windsor, the Lord Mayor's Table, and other Hall Dinners in the City of London; with a Fish Table, &c. By Charles Carter, Lately Cook to his Grace the Duke of Argyle, the Earl of Pontefract, the Lord Cornwallis, &c. To which is added by way of appendix, Near Two Hundred of the most approv'd Receipts in Physick and Surgery for the Cure of the most common Diseases incident to Families: The collection of a Noble Lady Deceased. A Work design'd for the Good, and absolutely Necessary for all Families.","Carter, Charles",91,0,0,2,0,0,3,0,0,0,0,2,1,0,0,0,3,0,0,8,0,1,0,3,0,9,0,1,0,2,2,0,3,1,3,0,0,2,1,0,0,0,0,0,7,0,10,0,0,0,1,1,7,1,1,8,4,4,0,0,1732,1,1,"London : printed for A. Bettesworth and C. Hitch; and C. Davis in Pater-Noster Row: T. Green at Charing-Cross; and S. Austen in St. Paul's Church-Yard, M.DCC.XXXII. [1732].",London,336,unknown,,,FALSE,"two hazel nuts. When it is perfectly clear and 0 fine , fine , rack it off into other Bottles, and put Ci tron flowers into the Bottles. Dr. Butler's Cordial Ylater. TAKE the Flowers of Clove gilliflowers, Srock gilliflowers, Pinks, Cowslips and Marygolds, of each six Handfuls ; the"
0223600800_000067,"The house-Keeper's pocket-book; and compleat family cook. Containing about seven hundred curious and uncommon receipts, in Cookery, Pastry, Preserving, Pickling, Candying, Collaring, &c. With plain and easy Instructions for preparing and dressing every Thing suitable for an Elegant Entertainment, from Two Dishes to Five or Ten, &c. And Directions for ranging them in their proper Order. To which is prefix'd, Such a copious and useful Bill of Fare of all manner of Provisions in Season for every Month of the Year, that no Person need be at a Loss to provide an agreeable Variety of Dishes, at a moderate Expence. With Directions for making all Sorts of Wines, Mead, Cyder, Shrub, &c. and distilling Strong-Waters, &c. after the most approv'd Method. Concluding with many excellent Prescriptions, of singular Efficacy in most Distempers incident to the Human Body; extracted from the Writings of the most eminent Physicians. By Mrs. Sarah Harrison, of Devonshire. with the Addition of Four Hundred Genuine Receipts, sent to the Author by several worthy Persons.","Harrison, Sarah",113,0,0,9,2,0,4,0,0,0,0,0,0,0,0,0,3,0,1,8,1,0,0,12,0,1,0,0,0,0,4,0,0,4,2,1,0,2,1,0,0,0,0,0,2,0,13,0,0,2,0,1,15,1,5,8,2,8,0,1,1739,1,1,"London : printed for R. Ware, at the Bible and Sun in Amen-Corner, Warwick-Lane, [1739].",London,286,female,1733,1777,FALSE,"fill a twelve Gallon Rundlet. To make Gooseberry Wine . A K E your Gooseberries when full ripe, break them, and put to them the same Quantity of boiling Water ; put them into a Tub, and let them stand tight and forty Hours, then firain it through a Linen"
0905300200_000094,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, and Dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: Consisting of near nine hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Dessert of Spun Sugar with Directions to set out a Table, in the most elegant Manner, and in the modern Taste; Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III: Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The tenth edition. With an Engraved Head of the Author; Also Two Plans of a Grand Table of Two Covers; and A curious new invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal. By Elizabeth Raffald.",Elizabeth Raffald,97,0,0,6,0,0,4,0,1,0,0,0,3,0,0,1,2,0,0,9,0,0,0,8,0,3,1,0,0,0,2,0,2,6,1,0,0,2,4,0,0,0,0,0,11,0,11,0,0,2,0,0,3,1,3,2,2,4,0,3,1786,1,1,"London : printed for R. Baldwin No. 47, in Pater-Noster-Row, MDCCLXXXVI. [1786].",London,411,female,1733,1781,FALSE,"close up two days, then run it through a jelly bag and bottle it for ule. To make WALNUT CATCHUP. TAKE green walnuts before the hell is formed, and grind them in a crab mill, or pound them in a marble mortar, squeeze out the juice through a coarse cloth,"
1396001200_000099,"One thousand valuable secrets, in the elegant and useful arts, collected from the practice of the best artists, and containing an account of the various methods of engraving ... and a variety of other curious, entertaining and useful articles.",,86,0,0,3,1,0,0,0,0,0,1,1,5,0,0,1,1,0,1,2,0,0,0,2,0,0,0,3,0,0,1,0,2,2,1,1,1,0,1,0,0,0,4,2,3,0,12,0,1,3,0,3,2,0,0,10,4,12,0,0,1795,1,1,"Philadelphia : printed [by W. W. Woodward] for B. Davies, and T. Stephens, 1795.",,415,unknown,,,FALSE,"black berries which grow among hedges are also very good. to make vinegar, but .they mnuft be used while red, before they are ripe'; then put them in the wine and heat this to whiteness , arid proceed in the same manner as you do with pyrethra, ginger, and long"
1378000200_000164,"The art of cookery, made plain and easy; Which far exceeds any thing of the kind yet published. Containing, I. How to roast and boil to perfection every thing necessary to be sent up to table. II. Of made-dishes. III. How expensive a French cook's sauce is. IV. To make a number of pretty little dishes for a supper or side-dish, and little corner-dishes for a great table. V. To dress fish. VI. Of soops and broths. VII. Of puddings. VIII. Of pies. IX. For a lent dinner; a number of good dishes, which you may make use of at any other time. X. Directions to prepare proper food for the sick. XI. For captains of ships; how to make all useful things for a voyage; and setting out a table on board a ship. XII. Of hogs-puddings, sausages, &c. XIII. To pot and make hams, &c. XIV. Of pickling. XV. Of making cakes, &c. XVI. Of cheese-cakes, creams, jellies, whip-syllabubs, &c. XVII. Of made wines, brewing, French bread, muffins, &c. XVIII. Jarring cherries and preserves, &c. XIX. To make anchovies, vermicella, catchup, vinegar, and to keep artichokes, french beans, &c. XX. Of distilling. XXI. How to market; the seasons of the year for butchers meat, poultry, fish, herbs, roots, and fruit. XXII. A certain cure for the bite of a mad dog. By Dr. Mead. XXIII. A receipt to keep clear from buggs. To which are added, by way of appendix, one hundred and fifty new and useful receips, and a copious index. By a lady.",Hannah Glasse,78,0,0,5,1,0,1,0,0,0,0,1,4,0,1,1,1,0,0,5,0,2,0,1,0,4,0,1,0,0,1,0,1,1,6,0,0,1,3,0,0,0,0,0,7,0,4,0,0,1,1,0,1,0,7,6,6,3,0,1,1765,1,1,"London : Printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, T. Durham, and W. Nicoll, M.DCC.LXV. [1765].",London,418,female,1708,1770,TRUE,"grains; of cinnamon sixty grains, or yellow and white farnders, of each a quarter of an ounce , shavings of hearts hom an ounce ; take ninte oranges, and put in the peel; then cut them in small pieces; pour upon these two quarts of the best Rhenish, or the"
0306500500_000185,"The practical physician; or, medical instructor. Pointing out remedies for the various diseases of mankind: With Directions for the Preservation of Health. Specifying the Causes, Symptoms, proper Regimen, and Method of Cure of the Different Disorders incident to the Human Body. Adapted to the use of private families; Though conveying equal Information to the Scientific. Together with observations on diet, air, and exercise. The Effects of the Passions, And their Influence on the Production and Prevention of Disease. Including, Medical Advice to Women, on Pregnancy, Child-Birth, &c. And Ample Instructions to Parents and Nurses, Respecting the Disorders of Children. By Lewis Mansey, M. D. Assisted by Communications from the most respectable Practitioners, and the Productions of the most celebrated Medical Writers, whose Names are cited.","Mansey, Lewis",88,1,1,9,0,1,1,0,2,0,0,0,2,0,0,0,2,0,2,0,1,1,0,3,0,0,0,2,0,0,1,1,3,2,1,2,0,2,0,0,1,0,1,0,9,0,5,0,3,3,0,0,10,3,1,10,0,2,0,0,1800,1,1,"London : printed by W. Stratford. Crown Court, Temple Bar. For J. Stratford, No. 112, Holborn-Hill, [1800].",London,641,unknown,,,FALSE,"and Brandiy. COMMON water and brandy, without the addition of anything else, will, in many cafes , answer very well as a collv!ium. The proportion may be, an ounce of brandy to five or six ounces of water . Bathe the eyes with it night and morning. CONFECTIONS, CONSERVES, and"
0366900500_000077,"The universal cook; or, lady's complete assistant. ... By John Townshend, ...","Townshend, John, master of the Greyhound Tavern, Greenwich",97,0,0,7,0,0,4,0,0,0,1,2,0,0,0,0,6,0,0,8,0,0,0,4,0,0,0,1,0,0,6,0,0,4,2,1,1,3,4,0,1,0,0,0,1,0,9,0,0,1,0,0,6,1,5,4,3,8,0,4,1773,1,1,"London : printed for S. Bladon, 1773.",London,325,unknown,,,FALSE,"and it will run two or three days together without hurting the tree; then put in a pin to flop jt, and the next year you may draw as much from the same hole; put to every gallon of the liquor a quart of good honey, and sir it well"
0825800500_000013,"The complete family-piece: and, country gentleman, and farmer's, best guide. In three parts. ... With a complete alphabetical index to each part.",,91,0,1,3,0,1,2,0,0,0,0,4,2,0,0,1,1,1,0,2,0,0,0,12,0,6,0,0,0,0,3,0,3,2,2,0,0,6,0,0,0,0,4,0,10,1,3,0,0,2,0,0,1,1,5,5,4,3,0,0,1737,1,1,"London : printed for A. Bettesworth and C. Hitch; C. Rivington; S. Birt; T. Longman; and J. Clarke, 1737.",London,600,unknown,,,FALSE,"of a large Nutmeg every Day about an Hour before Dinner. Continue taking it for a Week together . A Receipt to cure the Evil. Take Mercurius Dulcis i Diam, Antimony revived half a Dram. You may give of this Medicine three, four, or five Graitis, according'to the Age: or"
0094802100_000103,"Valuable secrets concerning arts and trades: or approved directions, from the best artists, for the Various Methods Of engraving on Brass, Copper, or Steel. Of the Composition of Metals. -of Varnishes. Of Mastichs, Cements, Sealing-Wax. &c. &c. Of the Glass Manufactory. Various Imitations of Precious Stones, and French Paste. Of Colours and Painting, useful for Carriage Painters. Of Painting on Paper. Of Compositions for Limners. Of transparent Colours. Colours to dye Skins or Gloves. To colour or varnish Copper-Plate Prints. Of Painting on Glass. Of Colours of all Sorts, for Oil, Water, and Crayons. Of preparing the Lapis Lazuli, to make Ultramarine. Of the Art of Gilding. The Art of dying Woods, Bones, &c. The Art of Casting in Moulds. Of making useful Sorts of Ink. The Art of making Wines. Of the Composition of Vinegars. Of Liquors, Essential Oils, &c. Of the Consectionary Business. The Art of preparing Snuffs. Of taking out Spots and Stains. Art of Fishing, Angling, Bird-Catching, &c. And Subjects curious, entertaining, and useful. Containing upwards of one thousand approved receipts relative to arts and trades.",,107,0,0,7,1,0,1,0,0,0,1,3,1,0,0,1,3,0,0,0,1,2,0,7,0,2,0,0,0,0,3,0,0,4,0,1,0,2,0,0,0,0,2,0,4,0,13,0,1,2,0,2,8,0,4,25,3,3,0,0,1775,1,1,"London : printed and sold by Will. Hay, Printer and Bookseller to the Society of Artists of Great Britain, at the Shop next Door to their Exhibition-Hall, near Exeter Charge, Strand, MDCCLXXV. [1775].",London,353,unknown,,,FALSE,"for drinking . * A sort of four grape used in France as a fine acid in faucet XIX Ti XIX To maak orgtat . water . Take one ounce of melon seed, with three vweet and three bitter almonds. Pound all together in a marble mortar, adding a few"
1228100300_000088,"The complete confectioner; or, housekeeper's guide: to a simple and speedy method of understanding the whole art of confectionary; the various ways of preserving and candying, dry and liquid, All Kinds of Fruit, Nuts, Flowers, Herbs, &c. And the Method of keeping them Fresh And Fine All The Year Round; The Different Ways Of Clarifying Sugar; With Directions for making Fruit Pastes, Bomboons, Pastils, Compotes, Fruit Ices, Cream Ices, Marmalades, Jellies, Jams, Cakes, Puffs, Biscuits, Tarts, Custards, Cheesecakes, Sweetmeats, Fritters, Creams, Syllabubs, Blanc-Mange, Flummeries, Ornaments for grand Entertainments, Dragees, Syrups of all Kinds, Nicknacks and Trifles for Desserts, Strong Cordials, Oils, Simple Waters, Milk Punch that will keep 20 Years, and All Sorts of English Wines. Also, the art of making artificial fruit, With the Stalks in it, so as to resemble the natural Fruit. To which are added, some bills of fare for desserts for private families. By Mrs. H. Glass, author of The art of cookery, with considerable additions and corrections, by Maria Wilson.",Hannah Glasse,96,0,1,0,0,0,2,1,1,0,4,1,1,0,0,2,5,0,2,4,1,0,0,3,0,1,0,1,0,1,2,0,1,3,2,0,0,0,1,0,2,0,1,0,0,1,5,0,3,0,0,4,1,0,2,6,3,25,1,2,1800,1,1,"London : printed by J. D. Dewick, Westmoreland Buildings, Aldersgate Street, and sold by R. Dutton , Birchin Lane ; West and Hughes , Paternoster-Row ; and all other booksellers, 1800.",London,404,female,1708,1770,TRUE,"must be careful to get the best; .the water in London will not. be proper , unless put for some time in earthen vessels, to. settle itself. Fine spring water is mnost proper if it cal be readily, got. Be cgrceful not to let it stand too long before you"
0425901000_000057,"A treasure of easy medicines, briefly comprehending approved and specific remedies for almost all disorders of the human body. Extracted from the most celebrated Writings both of the antients and moderns, and Digested in Alphabetical Order. Licensed and Recommended by The Royal College of Physicians. Published originally in Latin, by John Cruso, Pharmacop. To which are now added, large annotations, with a glossary and general index.","Cruso, John           1701",87,0,0,6,0,0,2,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,0,0,5,0,6,1,2,2,0,3,3,0,0,0,1,0,12,0,6,0,0,3,0,2,2,6,3,3,2,3,0,0,1771,1,1,"London : printed for W. Faden, in Fleet-Street; B. Law, in Ave-Maria-Lane; J. Wilkie, in St. Paul's Church-Yard; and C. Heydinger, in the Strand, MDCCLXXI. [1771].",London,309,unknown,,,FALSE,"is four ounces , twice or thrice a day. Phartnaccp, Batean. Aretfa, SORREL. Fumaria, FUMITORY. naa/trtiunm Ayuaticum, WAT'IER - CRESSES. Take of thejuice of each of these, four ounces . Let them stand together in a clofe ftipped vcfsel; after fettling, let the patient take six ounces of the clear"
0094802200_000038,"The compleat city and country cook: or, accomplish'd housewife. Containing, Several Hundred of the most approv'd Receipts in Cookery, Confectionary, Cordials, Cosmeticks, Jellies, Pastry, Pickles, Preserving, Syrups, English Wines, &c. Illustrated with Forty-Nine large Copper Plates, directing the regular placing the various Dishes on the Table, from one to four or five Courses: Also, Bills of Fare according to the several Seasons for every Month of the Year. Likewise, The Horse-Shoe Table for the Ladies at the late Instalment at Windsor, the Lord Mayor's Table, and other Hall Dinners in the City of London; with a Fish Table, &c. By Charles Carter, Lately Cook to his Grace the Duke of Argyle, the Earl of Pontefract, the Lord Cornwallis, &c. To which is added by way of appendix, Near Two Hundred of the most approv'd Receipts in Physick and Surgery for the Cure of the most common Diseases incident to Families: The collection of a Noble Lady Deceased. A Work design'd for the Good, and absolutely Necessary for all Families.","Carter, Charles",113,0,0,4,0,0,2,0,1,0,0,1,0,0,0,1,7,0,2,10,0,4,0,2,0,1,0,0,0,0,3,0,0,12,2,0,1,0,3,0,0,0,0,0,2,0,10,0,0,0,1,0,13,1,5,9,4,8,0,4,1732,1,1,"London : printed for A. Bettesworth and C. Hitch; and C. Davis in Pater-Noster Row: T. Green at Charing-Cross; and S. Austen in St. Paul's Church-Yard, M.DCC.XXXII. [1732].",London,336,unknown,,,FALSE,"then pour it off from the Lees and work it in that Vessel as long as it will work , then stop it up for six or eight Months ; at which time, if it be fine , you may bottle it off, and it will keep a Year or"
0283500100_000160,"The cooks and confectioners dictionary: or, the accomplish'd housewives companion. Containing I. The choisest Receipts in all the several Branches of Cookery; or the best and newest Ways of dressing all sorts of Flesh, Fish, Fowl, &c. for a Common or Noble Table; with their proper Garnitures and Sauces. II. The best Way of making Bisks, Farces, forc'd Meats, Marinades, Olio's, Puptons, Ragoos, Sauces, Soops, Pottages, &c. according to the English, French, and Italian Courts. All Sorts of Pickles III. All Manner of Pastry-Works, as Biskets, Cakes, Cheese-Cakes, Custards, Pastes, Patties, Puddings, Pyes, Tarts, &c. IV. The various Branches of Confectionary; as Candying, Conserving, Preserving, and Drying all sorts of Flowers, Fruits, Roots, &c. Also Jellies, Composts, Marmalades, and Sugar-Works. V. The Way of making all English potable Liquors; Ale, Beer, Cyder, Mead, Metheglin, Mum, Perry, and all sorts of English Wines: Also Cordials, and Beautifying Waters. VI. Directions for ordering an Entertainment, or Bills of Fare for all Seasons of the Year; and setting out a Desert of Sweet-Meats to the best Advantage: With an Explanation of the Terms us'd in Carving. According to the Practice of the most celebrated Cooks, Confectioners, &c. in the Courts of England, France, &c. and many private and accomplish'd Housewives. The second edition with additions. Revised and recommended by John Nott, late Cook to the Dukes of Somerset, Ormond and Bolton; Lord Lansdown and Ashburnham.","Nott, John, Cook",74,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,3,0,0,2,0,2,0,3,0,1,0,2,0,0,2,0,4,3,5,1,1,1,1,0,1,0,3,0,4,0,6,0,0,0,1,1,8,0,3,5,3,3,0,0,1724,1,1,"London : printed by H. P. for C. Rivington, at the Bible and Crown, in St. Paul's Church-Yard, [1724].",London,631,unknown,,,FALSE,"in fresh Butter till they are brown and crisp; then take them out, and lay them in a heated Difl; let them before the Fire to keep; pour off the Butter you fred them in. Then in other Butter fry Sage and Parsley crilp, and lay them on your Roaches."
0264200300_000115,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made plain and easy to the understanding of every housekeeper, cook, and servant in the kingdom. Containing, Proper Directions for the Choice of all Kind of Provisions. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game and Fish. Sauces for every Occasion. Soups, Broths, Stews, & Hashes. Made Dishes, Ragoos, and Fricassees. All Sorts of Pies and Puddings. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving The Preparation of Hams, Tongues, and Bacon. The whole Art of Confectionary. Tarts, Puffs, and Pasties Cakes, Custards, Jams, and Jellies. Drying, Candying and Preserving Fruits, &c. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, Containing Considerations on Culinary Poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different months of the Year; Marketing Tables, &c. &c. Also, A Bill of Fare for every Month in the Year. By John Farley. Principal Cook at the London Tavern.","Farley, John",115,0,0,7,1,0,4,0,0,0,1,0,0,0,0,0,4,0,0,10,0,0,0,8,0,1,0,0,0,0,2,1,3,6,3,0,0,3,2,0,0,0,0,0,4,0,9,0,0,3,0,0,7,0,4,15,4,11,0,2,1783,1,1,"Dublin : printed for Messrs. Price, Sleater, Lynch, Whitestone, Burnet, Walker, White, Moncrieffe, Beatty, Burton Byrne, Perrin, and Cash, MDCCLXXXIII. [1783].",Dublin,368,unknown,,,FALSE,"you do do not let any stalks in. To every quart of flowers put one gallon of water , and three pounds of loaf fu gar. Boil the water and sugar a quarter of an hour, then pour it on the flowers, and let it work three days; Then firain"
0222800700_000085,"The compleat housewife: or, accomplished gentlewoman's companion: being a collection of upwards of five hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, a collection of near two hundred family receipts of medicines: viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficient to their poor Neighbours. By E---- S----",Eliza Smith,85,1,0,6,0,0,3,0,1,0,0,8,1,0,1,0,4,0,0,1,0,1,0,5,0,6,1,1,0,0,1,0,2,0,2,0,0,3,0,0,0,0,5,0,9,0,3,0,0,0,0,1,1,0,5,6,3,2,0,2,1728,1,1,"London : printed for J. Pemberton, at the Golden Buck, overagainst St. Dunstan's Church in Fleet-Street, M.DCC.XXVIII. [1728].",London,354,female,,,FALSE,"have a piece of Lead made like a Slickftone; then between them two grind white Lead and Sallet oil till tis very fine , put it in a Gallipot for use. If the Piles are inward, cut a piece of old Tallow candle and dip it in this Ointment, and"
0643500200_000013,"The toilet of Flora; or, a collection of the most simple and approved methods of preparing baths, essences, pomatums, powders, perfumes, and sweet-scented waters. With receipts for cosmetics of every kind, that can smooth and brighten the Skin, give Force to Beauty, and take off the Appearance of Old Age and Decay. for the use of the ladies.",Pierre Joseph Buchoz,99,0,1,3,1,0,2,0,0,0,0,0,1,0,0,2,2,0,0,1,0,2,0,4,0,4,2,0,0,0,1,0,1,2,1,0,0,2,1,0,0,0,0,1,12,0,6,1,0,6,3,3,1,0,4,22,5,2,0,0,1779,1,1,"London : printed for J. Murray, No. 32, Fleet-Street; and W. Nicoll, St. Paul's Church Yard, MDCCLXXIX. [1779].",London,282,male,1731,1807,FALSE,"Roses, bruised;. three ounces of Orange Flowers; a quarter of a pound of clove july flowers, Sy ringo Blossoms, Tuberoses, and Tops of Mint in Flower; and thirty drops of Quintessence of mulk seed. The latter, however, need not be added till the time of distillation, which mull not be"
0688400300_000008,"A new translation of the Pharmacopoeia of the Royal College of Physicians of London, of the year 1787; with notes, critical and explanatory; Doses of the Several Preparations; Likewise A Table of the Quantities of Opium and Quicksilver in the Compound Medicines which Contain them, and a List of the New Names; Together with Latin and English Indexes. By an apothecary.",Apothecary,83,0,0,6,0,2,0,1,4,2,0,0,1,0,0,1,1,0,1,2,0,1,0,4,2,0,0,5,0,0,4,3,0,4,0,1,2,2,0,0,0,0,1,2,2,0,2,0,5,4,0,6,0,2,0,8,0,2,0,0,1789,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXXIX. [1789].",London,309,unknown,,,FALSE,"M. twentyounces. Mix them; let the dregs subside, and pour off the liquor clear, or strain it. SUCCUS BACCE SAMBUCI SPISSA. TUS. INSPISSATED JUICE OF THE ELDERBERRY. Take of the juice of elder berries, pressed out and clarified, two pints. Evaporate Evaporate it in a bath of water saturated with"
0490201000_000032,Tippermalluch's receipts. Being a collection of many useful and easy remedies for most distempers. Written by that worthy and ingenious gentleman John Moncrieff of Tippermalluch.,"Moncrief, John, apothecary",81,5,0,4,2,0,3,0,1,0,0,6,2,0,3,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,3,0,2,3,3,0,0,4,1,0,0,0,2,0,4,0,0,0,0,2,0,1,3,6,2,8,4,1,0,0,1775,1,1,"[Leith] : Printed for W. Coke, bookseller in Leith, MDCCLXXV. [1775].",Edinburgh_fLeith,139,unknown,,,FALSE,"and wet in vinegar and water , fora long space, till lie begin to treib'e, then put him in his bed. Hyiterica paflio, fj ocation of the other. A goblet of water and vinegar mixed given to the paient. for the cholerc pafion. A little cup full of oxicratu: n"
