PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(articl),termFreq(author),termFreq(bread),termFreq(cafe),termFreq(common),termFreq(corn),termFreq(countri),termFreq(differ),termFreq(edit),termFreq(england),termFreq(export),termFreq(fell),termFreq(fold),termFreq(foot),termFreq(gener),termFreq(grain),termFreq(greater),termFreq(half),termFreq(import),termFreq(increas),termFreq(kind),termFreq(king),termFreq(labour),termFreq(land),termFreq(larg),termFreq(late),termFreq(law),termFreq(london),termFreq(market),termFreq(monei),termFreq(natur),termFreq(order),termFreq(penc),termFreq(peopl),termFreq(person),termFreq(pound),termFreq(present),termFreq(price),termFreq(print),termFreq(produc),termFreq(profit),termFreq(proport),termFreq(public),termFreq(purchas),termFreq(quantiti),termFreq(quarter),termFreq(rate),termFreq(sale),termFreq(set),termFreq(sever),termFreq(shill),termFreq(tax),termFreq(trade),termFreq(valu),termFreq(weight),termFreq(wheat),termFreq(work),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0236100203_000003,"The memoirs and secret negotiations of John Ker, of Kersland, Esq; Part IIId and last. To which is added, A Copy of the Information exhibited by the Attorney-General against the First Part of these Memoirs. Published by his express direction.",John Ker,76,2,1,1,0,1,1,1,1,0,1,0,1,2,2,0,1,4,0,0,3,4,0,0,1,3,0,1,1,0,1,0,4,0,0,4,5,0,0,1,10,0,0,0,0,0,0,1,1,1,0,0,2,1,0,3,1,0,1,6,2,1726,3,3,"London : [s.n.], Printed in the Year, M.DCC.XXVI. [1726] [1727].",London,404,male,1673,1726,FALSE,"own, or check the the Progress of any of our Manufadures, is a visible Disadvantage, and necessarily tends to the Ruin of Multitudes of People . Having premised thus far in Relation to Trade in general , and made it evident that there are several Ways of Trading advantageous to"
1214401500_000039,"Hints to gentlemen of landed property. To which are added supplementary hints. By Nathaniel Kent, Of Fulham.",Nathaniel Kent,78,1,0,3,0,4,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,4,0,0,10,3,1,0,2,0,1,0,1,0,4,1,0,5,3,4,0,2,2,3,0,0,1,1,4,0,0,0,2,0,0,2,0,1,3,4,1799,1,1,"London : printed for G. Nicol, J. Walker, Longman and Rees, and Cadell Jun. and Davies, 1799.",London,303,male,1737,1810,FALSE,"per yard - 6 2' X, .~, ~~ !~, 8- 19 9 -. sd: :; -'-: "" "" forward 8i i9 9 - ""Ten rquare and an half of tiling, at Il. 2s. per square - IX ti o !' r Inside paititions lathed, and plastered, on both fides -"
0019400101_000075,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,115,3,0,0,0,2,0,1,2,0,1,0,2,0,0,0,0,2,3,0,2,0,1,1,4,2,0,1,0,0,0,1,11,0,1,4,0,0,2,9,20,0,0,0,3,0,0,2,11,0,0,1,0,10,0,0,1,4,8,0,0,1791,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCI. [1791].",London,508,male,1723,1790,TRUE,"improvements, gradually become dearer and dearer. BUT if, on the other hand, the supply of the metal should increase nearly in the same proportion as the demand, it would continue to pur. chase or exchange for nearly the same quantity of corn , and the average money price of corn"
0026203001_000089,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, ... In three volumes. ...",Adam Smith,119,1,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,2,0,0,10,0,0,7,4,0,1,0,0,3,2,2,3,1,0,0,1,10,19,0,6,3,1,0,5,12,2,2,0,0,0,1,1,0,7,0,4,0,0,1776,1,3,"Dublin : printed for Messrs. Whitestone, Chamberlaine, W. Watson, Potts, S. Watson [and 15 others in Dublin], 1776.",Dublin,396,male,1723,1790,TRUE,"of a very perishable nature , it is impossible to accumulate together the produce of many different seasons. Such are the greater part of rare and singular birds and fifies, many different sorts of game, almost all wild fowl, all birds of passage in particular, as well as many other"
1272900100_000087,"Essays on the spirit of legislation, in the encouragement of agriculture, population, manufacture, and commerce. Translated from the original French, which gained the premiums offered by the Oeconomical Society of Berne, in Switzerland, for the best compositions on this subject.","Reid, William",85,1,0,1,0,0,2,1,10,4,3,0,4,9,0,0,0,1,5,1,0,0,7,1,0,5,2,0,0,0,0,2,1,0,1,0,0,0,2,0,5,0,1,2,2,1,1,0,1,2,0,0,0,0,0,1,3,0,3,0,0,1800,1,1,"Newark [N.J.] : Printed for William Reid, by Pennington & Gould, --M,DCCC.-- [1800].",Newark,507,unknown,,,FALSE,"raise that of labour with it, it has been proved, that in the course of the 64 years that have passed from 1689 to 1752, the price of wheat has diminished 8s. d. a quarter . which can only be accounted for by an increase of culture, animated and encouraged"
0551601800_000023,"An enquiry into the prices of wheat, malt, and occasionally of other provisions; of Land and Cattle, &c. as sold in England, from the year 1000 to the year 1765; Computed according to the Winchester Measure, and to the present Standard of English Coin, Divided into Periods of Ten Years each, and also into Periods of Circumstances.",Michael Combrune,84,0,0,0,0,0,0,2,0,2,0,0,4,3,1,0,0,6,2,1,1,2,1,0,3,1,6,0,1,0,3,0,4,0,1,1,4,1,1,0,7,0,1,0,0,1,2,0,8,1,0,0,0,0,2,5,1,0,4,0,1,1768,1,1,"London : printed for and sold by T. Longman, (at No. 39,) in Pater-Noster-Row, M,DCC,LXVIII. [1768].",London,126,male,,,FALSE,2 1660 z. 3 li. 1 5 4a Mean price of there 1 518 2 4 TO ten years t -- -- -- -- -..... -- -- -- -- -- -- -- ( 53) Peace Reigned or OBSERVATIONS. War The commonwealth's six pences were the firt milled money in Eng
0026600102_000015,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,113,0,0,0,0,0,1,0,12,6,2,0,0,7,0,0,0,5,6,0,0,13,2,0,2,1,0,0,0,2,0,11,3,0,0,0,2,0,1,2,11,0,1,0,3,1,0,0,5,1,0,0,0,2,1,1,3,0,6,0,0,1785,2,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,554,male,1723,1790,TRUE,"would employ more labour . Their real wealth, their real revenue, therefore, would be the same as at present , though it might be ex prefect by afinaller quantityof silver; and they would neither be disabled nor discouraged from cultivating corn as much as they do at present . On"
0062200501_000099,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,92,3,0,0,0,0,2,3,1,7,0,0,2,2,0,0,0,1,0,2,2,2,0,0,1,0,0,1,0,0,0,5,3,1,1,2,0,0,1,11,15,0,2,0,2,0,4,3,1,2,0,0,1,5,0,0,2,0,1,1,0,1799,1,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies in the Strand, MDCCXCIX. [1799].",London,509,male,1723,1790,TRUE,"England . In consequence of these regulations, the market for English wool, instead of being somewhat extended in consequence of the improvement of England , has been confined to the home market , where the wool of several other countries is allowed to come into competition with it, and where"
0606500502_000041,"An authentic narrative of the oppressions of the islanders of Jersey. To which is prefixed a succinct history of the military actions, constitution, laws, customs, and commerce of that island. ...",John Shebbeare,76,3,0,0,0,1,0,1,11,0,1,0,1,4,1,0,0,5,3,0,1,2,2,1,2,0,1,0,1,0,0,1,0,0,5,1,1,2,2,0,7,0,0,0,1,1,1,3,0,0,0,0,2,1,2,0,0,0,5,0,0,1771,2,2,"London : printed for S. Hooper, No. 25, Ludgate-Hill, M.DCC.LXXI. [1771].",London,490,male,1709,1788,FALSE,"there flalls. The power of letting them is in the viscount; and the price of each, which was a few years since not more than forty shillings , is now railed to sixteen pounds . This augmentation operates like an insular tax on the inhabitants. The butchers remember that sum"
0316400100_000012,"A vindication of commerce and the arts; proving that they are the source of the greatness, power, riches and populousness of a state. Being an examination of Mr. Bell's Dissertation upon populousness, read in the Schools, and honoured with the Lord Viscount Townshend's Prize, by the University of Cambridge. Wherein Mr. Bell's Calumnies on Trade are answered, his Arguments refuted, his System exploded, and the principal causes of Populosity assigned. With a large appendix, Containing Remarks on that part of the Estimate of the Manners and Principles of the Times, which relates to Trade and Commerce. By I---- B----, M.D.","Temple, William, of Trowbridge",119,2,0,0,4,1,4,2,1,0,0,0,3,0,0,0,0,1,0,0,7,1,4,0,0,28,4,0,0,0,0,1,8,0,0,1,1,0,1,3,11,0,1,0,1,0,5,0,1,0,0,0,0,4,2,2,7,0,5,3,0,1758,1,1,"London : printed for J. Nourse at the Lamb opposite Katherine-Street in the Strand, MDCCLVIII. [1758].",London,151,unknown,,,FALSE,"at eight billings or ten Shillings a bushel,. labour as dear as at present , and other commodities for the mouth very dear. Here provisions, c. were advanced to six or eight times their former price , and yet money not increased above a third. 3 On the other hand,"
0533301400_000003,"An address to the plain sense of the people, on the present high price of bread.",,81,1,0,1,0,2,0,0,3,2,1,0,1,1,0,0,0,3,1,1,0,3,2,1,0,1,1,0,0,1,0,0,1,1,0,0,3,3,0,6,13,0,4,0,2,0,2,2,0,1,0,0,0,0,2,2,1,3,9,0,0,1800,1,1,"London : printed for J. Wright, Piccadilly, by S. Gosnell, Little Queen Street, Holborn, [1800].",London,16,unknown,,,FALSE,"when the war could not have had any great effet, the price of wheat was ex cellively high; and in the years 1797 and 1798, when that influence, we Should suppose, would have considerably increased , it was, perhaps, even lower than those who wiih to encourage its growth could"
1212600602_000015,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L. L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of His Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,102,0,0,0,0,0,1,0,11,5,2,0,0,6,0,0,0,5,5,0,0,13,2,1,1,1,0,0,0,2,0,10,1,0,0,0,1,0,1,0,10,0,1,0,3,1,0,1,4,1,0,0,0,2,1,1,4,0,5,0,0,1793,2,2,"Dublin : printed by William Porter, for G. Burnet, L. White, W. Wilson, P. Byrne, W. McKenzie, J. Moore, and W. Jones, M.DCC.XCIII. [1793].",Dublin,559,male,1723,1790,TRUE,"they got would bof more value , would buy irore goods of all other kinds , and would employ more labour . Their real wealth, their real revenue, thereforei would be the same as at profent, though it might be ex prelled by a smaller quantity of silver and they"
0190900401_000076,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow.",Adam Smith,109,0,0,0,1,0,0,0,4,1,2,0,0,5,0,0,0,0,2,9,0,2,11,1,0,0,1,0,0,0,0,1,2,4,0,8,1,0,0,4,15,0,1,0,1,0,0,8,4,0,0,0,2,4,0,0,4,1,8,2,0,1784,1,3,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIV. [1784].",London,510,male,1723,1790,TRUE,"them it is computed at six ihillings and eight pence the quarter , in the other at five billings and eight pence only. In 152, six shillings and eight pence contained only two ounces of silver tower weight , and were equal to about ten (billings of our present money"
0101702600_000028,"A view of real grievances, with remedies proposed for redressing them; humbly submitted to the consideration of the legislature.",Powell,80,0,0,0,0,5,2,1,10,4,0,0,1,1,0,0,0,1,0,2,1,2,3,3,0,2,2,0,0,3,0,1,2,2,0,0,1,2,0,1,5,0,0,1,3,0,0,3,1,1,1,1,1,0,0,3,1,0,5,2,0,1772,1,1,"London : printed for the author, and sold by Messrs. Dodsley, Millan, Baldwin, and the booksellers of York, Bristol, Exeter, Norwich, Lynn, &c., MDCCLXXII. [1772].",London,389,unknown,,,FALSE,"Labour of providing himself with Clothing. Fromhenceit appears that it is a TRUE Saying, That Hands will follow and create Work . For few Comers will want more Assistance, in many Respects, from the Inhabitants of ( 2 /) of the Country they come inr, than they can give to"
0586100800_000018,"Three tracts on the corn-trade and corn-laws: Viz. 1. A short Essay on the Corn-Trade and the Corn-Laws, containing, a general relation of the present method of carrying on the Corn-Trade, and the Purport of the Laws relating thereto in this Kingdom, first printed in 1758. 2. Considerations on the Laws relating to the Importation and Exportation of Corn, being an inquiry what alteration may be made in them for the benefit of the Public, wrote in the beginning of the year 1759. 3. A Collection of Papers relative to the Price, Exportation, and Importation of Corn, with some Observations and Calculations, shewing what the Nation may be supposed to have gained by giving the Bounty on the Exportation, what the quantity of each sort of Corn annually Consumed, Exported, Imported, and Grown may amount to, and the Proportions they severally bear each to the other. to which is added, a supplement. Containing several papers and calculations which tend to explain and confirm what is advanced in the foregoing tracts.","Smith, Charles",79,0,0,0,1,1,1,1,13,1,1,0,1,1,0,0,0,1,4,0,1,2,1,0,0,0,0,0,1,3,1,2,0,2,0,0,3,1,0,5,5,0,0,0,1,0,4,7,3,1,1,0,0,0,1,2,0,0,6,0,0,1766,1,1,"London : printed for the author, and sold by J. Brotherton, at the Bible in Cornhill, M.DCC.LXVI. [1766].",London,239,male,1713,1777,FALSE,"thought at that time, did much harm, in that many of the Farmers took the hint to wait for the higher price , and that the Dealers being threatened with prosecutions under Laws of which many of them had never heard, proceded with grat caution; whereby the circulation in the"
0019400101_000099,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,97,3,0,0,0,0,3,3,1,7,0,0,0,2,0,0,0,1,0,2,2,2,0,0,1,0,1,1,0,0,0,3,3,2,2,1,0,0,1,11,18,0,2,0,2,0,4,3,1,1,1,0,0,9,0,0,2,0,1,1,0,1791,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXCI. [1791].",London,508,male,1723,1790,TRUE,"the Irish can work up but a small part of their own wool at home, and are, therefore, obliged to send a greater proportion of it to Great Britain, the only market they are allowed. I HAVE not been able to find any such authentic records concerning the price of"
1267500103_000018,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. And F. R. S. Of London And Edinburgh: One Of The Commissioners Of His Majesty's Customs In Scotland; And Formerly Professor Of Moral Philosophy In The University Of Glasgow. ...",Adam Smith,111,0,0,0,0,0,1,0,10,11,5,0,0,13,0,0,0,3,3,1,0,8,0,0,1,2,1,0,0,1,0,10,1,0,0,2,2,0,0,0,9,0,0,0,1,0,0,2,6,3,1,0,0,5,0,5,0,0,4,0,0,1791,3,4,"Basil : printed [by J. J. Tourneisen] for J. J. Tourneisen; and J. L. Legrand, MDCCXCI. [1791].",Basel,368,male,1723,1790,TRUE,"to extend the market for the home growth, not that for the growth of foreign countries . II. The trade of the merchant exporter of corn for foreign consumption, certainly does not contribute directly to the plentiful supply of the home market . It does so, however, indirectly. From whatever"
0582400106_000060,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq. ...",David Hume,75,0,0,2,2,3,0,1,3,0,2,1,2,1,1,0,0,1,0,0,0,0,4,0,0,0,2,0,0,1,2,2,2,1,2,3,0,0,0,8,10,0,0,1,0,2,2,0,1,0,0,0,0,6,1,0,3,0,1,0,2,1770,6,8,"London : printed for T. Cadell, (successor to A. Millar) in the Strand, MDCCLXX. [1770].",London,636,male,1711,1776,TRUE,"obliged to change it into a land tax . T lie THE price of corn , during this reign, and by consequence, Appendix. that of the other necessaries of life, was no lower, or was rather higher, than at present . By a proclamation of James, establishing public magazines, whenever"
1032400106_000153,"Museum rusticum et commerciale: or, Select papers on agriculture, commerce, arts, and manufactures.",,106,1,0,0,0,0,2,0,11,2,3,0,9,2,0,0,0,1,0,1,0,2,1,1,0,0,8,1,0,0,0,0,3,0,1,0,5,0,0,2,5,0,2,3,2,5,1,1,5,1,0,0,0,5,0,13,2,0,5,0,0,1766,6,6,"London [England] : printed for R. Davis, in Piccadilly; J. Newberry, in St. Paul's Church-Yard; and L. Davis and C. Reymers, in Holborn, MDCCLXIV.-MDCCLXVI. [1764-1766].",London,479,unknown,,,FALSE,"that have a small extent of territory, such as Holland. As the policy of the Dutch, in this refpeet, has been greatly magnified, and their example recommended for England , it may be proper to take notice here, that their circumstances being very different , what is necessary to one,"
1554000235_000013,"Annals of agriculture, and other useful arts. Collected and published by Arthur Young, Esq. F.R.S. secretary to the Board of Agriculture, honorary member of the societies of Dublin, Bath, York, Salford, Oditam, South ... Kent, and Essex; the Philosophical and Literary society of Manchester; the Veternary College of London; the Economical Society of Berne; the Physical Society of Zurich; the American Society of Massachusetts; the Palatine Academy of Agriculture at Manheim; the Imperial Economical Society established at Peterburgh; the Royal and Electoral Economical Society of Celle; associate of the Society of Agriculture at Paris; and corresponding member of the Royal Academy of Agriculture at Florence; and of the Patriotic Society at Milan. Vol. XXXV.",Arthur Young,77,0,2,1,0,5,0,1,6,3,1,0,0,1,0,0,0,6,2,0,1,2,3,0,0,0,4,1,2,0,1,1,0,0,0,0,1,0,2,4,6,0,2,0,1,1,0,2,1,2,0,0,0,1,0,1,0,1,9,0,0,1800,35,35,"Bury St. Edmund's : Printed, for the editior, by J. Rackham, Angel Hill; and sold by Richardson, Royal Exchange, London, 1800.",,671,male,1741,1820,TRUE,"in the flour trade , might devise such means as would prevent the consumer paying more than the intrinsic worth of such mixed flour. Indian corn , 1 believe, does not answer in the form of bread , and there is no economy in giving potatoes that form; a good"
0062200502_000084,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,113,0,0,0,0,0,1,0,9,6,5,0,0,14,0,0,0,5,3,0,0,11,1,0,1,1,1,0,0,3,0,10,1,0,0,1,3,0,0,0,9,0,0,0,1,1,0,1,7,2,1,0,0,6,0,4,0,0,5,0,0,1799,2,3,"London : printed for A. Strahan; and T. Cadell jun. and W. Davies in the Strand, MDCCXCIX. [1799].",London,531,male,1723,1790,TRUE,"laws Rill further increased those C I AP. V dulics. tiet distress which, in years of scarcity, the Rfrit execution of those laws might have brought upon the people , would probably have been very rreat. But, upon such occasions, its execution was generally suspended by temporary statutes, which permitted,"
0551601800_000021,"An enquiry into the prices of wheat, malt, and occasionally of other provisions; of Land and Cattle, &c. as sold in England, from the year 1000 to the year 1765; Computed according to the Winchester Measure, and to the present Standard of English Coin, Divided into Periods of Ten Years each, and also into Periods of Circumstances.",Michael Combrune,85,2,0,0,1,1,0,2,2,1,0,0,2,2,0,0,2,4,5,0,0,2,0,0,8,2,5,0,0,1,0,1,7,0,0,0,3,0,1,1,7,0,0,0,0,0,3,0,6,0,1,0,1,0,1,5,1,1,3,0,1,1768,1,1,"London : printed for and sold by T. Longman, (at No. 39,) in Pater-Noster-Row, M,DCC,LXVIII. [1768].",London,126,male,,,FALSE,"money £. 8 percent. A great plague: paflure land in great request: the sowing of grain War with neglected: number of eamen in the merchants service lo, ooo: nine Waarn wit tenths of the trade of England , wool and woollen goods. A revere charlei.s nd winter. An at passed"
1596800601_000075,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL.D. and F.R.S. of London and Edinburgh: one of the commissioners of His Majesty's customs in Scotland; and formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes.",Adam Smith,109,3,0,0,0,2,0,1,2,0,1,0,2,0,0,0,0,2,3,0,2,0,0,1,4,2,0,1,0,0,0,1,11,0,1,4,0,0,3,8,21,0,0,0,2,0,1,2,10,0,0,0,0,6,0,0,1,4,8,0,0,1789,1,3,"London : printed for A. Strahan; and T. Cadell, in the Strand, M DCC LXXXIX. [1789].",London,509,male,1723,1790,TRUE,"demand, it would continue to purchase or exchange for nearly the fime quantity of corn , and the average money price of corn would, in spite of all improvements, continue. very nearly the iame. T' EASE three seem to exhaull: all the pofflible combinations of events which can happen in"
1528500100_000038,"An enquiry into the prices of wheat, malt, and occasionally of other provisions; of land and cattle, &c. As sold in England, from the year 1000 to the year 1765; computed according to the Winchester measure, and to the present standard of English coin. Divided into periods of ten years each, and also into periods of circumstances.",Michael Combrune,86,2,0,0,0,2,1,1,9,1,0,0,5,13,0,0,1,1,3,1,0,1,1,1,1,1,3,3,0,1,0,2,1,0,1,0,1,1,0,1,13,0,0,1,1,0,0,2,4,0,0,0,1,0,1,1,0,0,3,0,0,1769,1,1,"Dublin : Printed by Boulter Grierson, printer to the King's Most Excellent Majesty, M,DCC,LXIX. [1769].",Dublin,128,male,,,FALSE,fitrong Fine Woollen Butter Foot soldier Acow 7 7 oaturkey o 40 oo Muto 2 o colours o o j o a5 Anox 8 A cock or 1 3 Veal 2 3 Brownfmiall £. o 27 o Cheese seamen Atheepx ~ ~ ~ C 6 oae z)or so scarlet Ioo
1019802600_000011,"Considerations on the effects which the bounties granted on exported corn, Malt, and Flour, have on the Manufactures of the Kingdom, and the true Interests of the State. With a postscript, containing Remarks on a Pamphlet lately published, intituled, Thoughts on the Causes and Consequences of the present high Price of Provisions.","Lowe, George",95,0,0,1,0,1,0,0,6,3,0,0,2,6,0,0,0,2,1,1,0,0,0,3,0,0,0,0,2,1,0,3,3,2,0,0,1,1,0,0,12,0,2,0,1,0,1,0,11,4,0,0,1,5,0,5,5,0,9,0,0,1768,1,1,"London : printed for T. Cadell (successor to Mr. Millar) opposite Catherine-Street, in the Strand, MDCCLXVIII. [1768].",London,111,unknown,,,FALSE,"farming business cannot be in a thriving fate unless wheat is at five Shillings a bushel, the reader may require ny reasons for estimating the shipping price of our wheat at five and twenty stillings a quarter in the ordinary course of the trade of exportation : and as it"
0026700101_000076,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. In three volumes. ...",Adam Smith,131,2,0,0,0,3,0,1,0,0,3,0,1,2,0,0,0,2,3,0,1,2,1,1,2,0,0,1,0,0,0,0,9,0,0,8,0,0,3,7,25,0,0,0,2,0,0,3,12,0,0,0,1,18,0,0,1,5,12,0,0,1786,1,3,"London : printed for A. Strahan, and T. Cadell, in the Strand, MDCCLXXXVI. [1786].",London,511,male,1723,1790,TRUE,"times a moderate price of grain , than the prices of fqme particular years which have generally been recorded by historians and other writers on account of their extraordinary dearness or cheapness, and from which, therefore, it is difficult to form any judgement concerning what may have been the ordinary"
0622300400_000005,"Seasonable considerations upon the corn-trade, as it respects the land-owner, the tenant or farmer, the miller, and baker; and the poor and labouring part of the people, throughout the whole nation; wherein The common Practice of buying Corn by Sample is impartially consider'd; And the Primary or only Causes of the late High-Price of Corn fairly laid open. And some Methods humbly offer'd to the Consideration of Parliament to prevent the same Calamity hercaster; with A free Examination of some Parts of two curious Letters in the Gentleman's Magazine for February and March last, for continuing the Bounty on Exportation of Corn. And Also of a Paper sign'd Britanicus in the London Evening-Post, of October 6th 1757, against those Canibals the Corn-Dealers, &c. With a short appendix, Shewing an Easy Method whereby the Poor may if they please reduce the Price of Wheat-Corn; and Some proper Observations on Poplicola, a sanguine Writer in the London Evening-Post of October 25th. 1757. By a true born Englishman and lover of his country.",True born Englishman and lover of his country,76,0,0,0,0,1,1,2,10,2,0,0,0,3,0,0,0,0,5,1,0,0,1,0,0,2,2,1,4,0,1,5,7,0,0,2,3,0,0,0,5,0,0,3,1,1,2,3,1,0,0,1,1,1,0,0,0,0,4,0,0,1757,1,1,"London : printed for, and sold by H. Cook, at the South Entrance of the Royal-Exchange, and by S. Creswell, bookseller in Nottingham, 1757.",London,66,unknown,,,FALSE,"and I believe that grain before there were any French mills here, was ordinarily advanced to 2s. 6d. per itrike. At the time, when it was only 4 pence , Lands were very cheap and money very scarce in the nation; a lit. tie of it purchased a great deal"
0040101800_000002,"A letter to a member of Parliament. Proposing amendments to the laws against forestallers, ingrossers, and regraters. And recommending means to prevent for the future Extravagant high prices of corn in this Kingdom. And also Giving reasons for repealing, or at least Altering, the law allowing bounty-money on the exportation of whea t to Foreign Parts.",C. L.,113,0,0,0,0,8,3,0,9,1,0,0,0,4,0,0,0,1,16,0,0,5,1,0,0,0,1,2,1,5,0,14,0,0,0,0,0,4,0,2,10,0,0,1,0,4,4,5,1,3,1,0,2,0,0,1,0,0,4,0,0,1757,1,1,"London : printed for T. Longman in Pater-Noster-Row, [1757].",London,27,unknown,,,FALSE,"the Farmer to keep their Grain till they fn.11 send for it. Thus less Grain comes to Market ; the Price of it rites; and if other Farmers flould bring to Market a Quantity on such Rise, there Dealers in Corn may, by throwing in more Corn so as to"
1685000102_000007,"The Tribune, a periodical publication, consisting chiefly of the political lectures of J. Thelwall.","Ramsey, W.",102,1,0,3,5,2,0,2,0,2,1,1,1,0,0,0,0,0,0,1,1,0,8,0,0,9,0,0,0,0,1,2,9,0,2,3,0,0,5,6,13,0,0,0,3,0,1,2,0,0,0,0,1,4,0,1,6,5,0,1,0,1795,2,3,"London [England] : printed for the author, and sold at the lecture-room, Beaufort-Buildings: and by the following booksellers: D.I. Eaton, Newgate-Street: Smith, Portsmouth-Street, Lincoln's-Inn-Fields; and Burks, Crispin-Street, Spitalfields, 1795-1796.",London,408,unknown,,,FALSE,"passes with greater facility from hand to hand, and that in consequence of that quick circulation he can adduce an additional reason for the increased price of the necessaries and luxuries of life -- or in other words for the decreased value of money . All this is true. But"
0753300200_000071,"An inquiry into the corn laws and corn trade of Great Britain, and their influence on the prosperity of the Kingdom. With suggestions for the improvement of the Corn Laws. By the late Alexander Dirom, Esq. of Muiresk, in the County of Aberdeen. To which is added, a supplement, By Mr William Mackie of Ormiston in East Lothian, Bringing down the Consideration of the Subject to the Present Time; Investigating the Cause of the present Scarcity; and suggesting Measures for promoting the Cultivation of the Waste Lands; and for rendering the Produce equal to the increasing consumption of the Kingdom.","Mackie, William",93,1,0,1,0,3,0,1,8,4,0,0,3,3,0,0,0,1,4,2,2,2,9,0,0,4,13,2,0,4,0,0,0,0,1,0,0,0,0,3,5,0,1,1,1,0,0,3,1,4,0,0,0,0,3,0,1,0,1,1,0,1796,1,1,"Edinburgh : printed [by Alex Chapman and Co] for William Creech; and G. Nicoll, Pall Mall; and J. Sewell, Cornhill; London, 1796.",Edinburgh,330,unknown,,,FALSE,"Britain has been tripled since the period that the largest quantity of surplus grain was exported ; the increase of wealth and luxury has also been very great, and if we allow that the number of horses kept for pleasure have increased in the same proportion , the additional numbers"
0743700400_000050,"A recital of intelligence acquired in the years 1789, 90, 91, and 92, chiefly relating to the fraudulent exportation of debenture goods; ... Containing also a plan for checking such abuses in future, delivered to George Rose, Esq; ...",William Barker Daniel,96,0,0,0,1,0,0,0,16,5,0,0,0,5,0,0,0,0,0,3,0,3,0,1,0,7,1,0,0,0,0,6,6,1,0,0,2,0,1,0,11,0,2,2,2,0,2,2,2,0,0,2,0,6,4,1,1,0,1,0,0,1795,1,1,"London : printed by John Bell, British Library; and sold by Cadell and Davis; Debrett; Faulder; Egerton; Robinsons; Richardson; and Ogborne [sic], 1795.",London,185,male,1754,1833,FALSE,"the atual state of the crop. Even upon this very moderate supposition, the great body of the people , over and above contributing the tax which pays the Bounty of five shillings upon every quarter of Wheat exported , must pay another of four shillings upon every quarter which they"
