PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(appoint),termFreq(arm),termFreq(armi),termFreq(articl),termFreq(britain),termFreq(brother),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(common),termFreq(council),termFreq(countri),termFreq(court),termFreq(crown),termFreq(duke),termFreq(duti),termFreq(earl),termFreq(england),termFreq(english),termFreq(forc),termFreq(franc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hous),termFreq(ireland),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(london),termFreq(manner),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(reason),termFreq(receiv),termFreq(reign),termFreq(salt),termFreq(scot),termFreq(scotland),termFreq(sever),termFreq(state),termFreq(taken),termFreq(trade),termFreq(treati),termFreq(union),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1229600108_000176,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,106,1,0,2,0,1,3,0,0,1,1,2,0,2,4,1,5,3,0,6,5,2,0,0,2,2,1,2,1,17,4,1,3,1,0,0,0,1,1,2,4,0,0,0,5,0,3,7,0,1,1,0,2,2,2,0,0,0,1,0,1,1767,8,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,515,male,1711,1776,TRUE,"attaints Monmouth, 219 grantsfarther supplies, ib. isdiffolved, 234 called by the prince of Orange, under the name of a convention, 299 settles the crown on his highness, and the princess his spouse, 309 Parliament , Scots , recognises the maid of Norway, heiress of that crown , II 250 agreement"
0686600100_000009,"Transactions during the reign of Queen Anne; from the union, to the death of that princess. By Charles Hamilton, Esq;","Hamilton, Charles",81,1,1,1,0,0,4,1,2,0,1,0,1,0,3,0,0,4,0,0,2,1,1,0,1,1,0,2,0,1,3,2,0,0,0,2,3,0,2,3,1,1,3,3,2,1,2,2,0,0,2,0,3,5,1,2,1,1,3,5,0,1790,1,1,"Edinburgh : printed for William Creech, and P. Hill; - and for A. Strahan, and T. Cadell, London, MDCCXC. [1790].",Edinburgh,356,male,1738,1800,FALSE,"at last by the Parlia anunion. ments of England and Scotland , had appointed commissioners out of both nations to treat of an Union . Commr In April i706, those commifioners met fionets Jto at the cockpit, Whitehall, and in their fit seethe aries. tings to the 23d of July"
0617200100_000127,"The history of Great Britain during the reign of Queen Anne. With a dissertation concerning the danger of the Protestant succession; and an appendix, containing Original Papers. By Thomas Somerville, D. D. F.R.S.E. One Of His Majesty's Chaplaine In Ordinary, And Minister At Jedburgh.","Somerville, Thomas",84,1,0,0,0,0,3,0,0,2,0,0,3,3,0,1,2,0,2,0,1,3,0,2,2,2,0,3,0,0,2,2,2,0,2,0,1,2,1,7,1,2,0,0,1,2,0,1,0,0,0,1,1,11,1,0,1,2,2,5,4,1798,1,1,"London : printed for A. Strahan; and T. Cadell Jun. and W. Davies, in the Strand, 1798.",London,702,male,1741,1830,FALSE,"illicit pracices, with refpeat to the public revenue, as well as their own private fortunes. On the ground of this representation, a bill passed in that house to fubjedc all the goods imported into Scotland , under the circumstances described, to the prohibitions and the duties enacted by the English"
0145700101_000133,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,100,0,0,0,2,0,0,0,1,1,0,1,5,3,1,2,8,0,0,5,7,1,0,1,0,3,1,3,2,4,5,1,3,5,2,0,2,2,2,4,0,1,1,6,1,1,1,0,0,3,1,0,0,2,0,0,2,0,1,0,3,1791,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, Pater-Noster-Row, MDCCXCI. [1791].",London,523,male,1721,1771,TRUE,"He communicated to the Commons 1 letter , written by the Earl of Melfort to his brother , -;. the Earl of Perth, Governor to the pretended Prince of Wales. It had been mislaid by accident, and came to London in the French mail. It contained a scheme for another"
0750100702_000116,"A general history of Ireland. From the earliest accounts to the present time. By John Huddlestone Wynne, Gent. Author of the history of the British Empire in America, &c. &c. ...",John Huddlestone Wynne,93,2,0,0,0,1,0,3,0,0,2,2,0,2,1,2,3,1,1,2,3,0,0,0,2,3,1,5,8,7,5,1,2,0,0,1,1,0,4,5,3,1,1,1,0,0,4,2,0,1,4,0,0,1,2,0,1,1,0,1,0,1772,2,2,"London : printed by Edward Cox: for George Riley, in Curzon Street, May Fair, MDCCLXXII. [1772].",London,397,male,1743,1788,FALSE,"upon others of their religion. -- -- And having engaged in an as fociation again: f the pretender to the throne, and all his abettors, they next proceeded to vote the earl of Anglesea an enemy to the king and kingdom , for having advild the late queen to break"
0875800104_000003,"The naval, Commercial, and General History of Great Britain; including the lives of the admirals, and other Illustrious Commanders and Navigators, from the earliest times to the present. With a great Number of beautiful Copper-Plates and accurate Maps. To each volume is prefixed a political and illustrative preface; And to the whole a copious Index. By Frederick Hervey, Esq. Editor of the New System of Geography in two volumes, folio. In five volumes. ...","Hervey, Frederic",80,1,0,0,0,0,0,7,0,1,0,2,1,1,1,2,1,1,2,1,1,1,0,2,0,0,0,2,1,9,1,1,0,0,2,1,1,2,0,5,1,1,1,0,1,0,1,1,0,2,3,2,0,2,0,5,2,2,4,1,1,1786,4,5,"London : printed for J. Bew, No. 28, Pater-Noster Row, M,DCC,LXXXVI. [1786].",London,513,male,,,FALSE,"Another consequence is, that it destroys the morals of a people , by furnishing the means which enable the crafty to dupe the honest and un fufpe&ting, and holding out to manklind the profpe&6 of acquiring wealth by a shorter road than indftry and the exercise of talents provide; .but"
0160900300_000010,"A catalogue for the year 1764, of the libraries of the Rev. Mr. Wood, of the Isle of Wight; the Rev. and learned Dr. Umfrevile; Peter Davall, Esq; late Accomptant-General; William Bussiere, Esq; Surgeon to King William and Queen Mary, Queen Anne, King George the First and Second, and many others, lately deceased; Containing above One Hundred Thousand Volumes, Of the most Scarce and Valuable Books, Manuscripts, Prints, Books of Prints, &c. In all Languages, Arts and Sciences, viz. The Histories, Antiquities, Laws and Customs of the various Nations of the known World, with the most eminent Voyages and Travels; A Capital Collection of Prints and Books of Prints, by the greatest Masters of the Italian, French and Flemish Schools; A Noble Collection of Antient Manuscripts on Vellum; The Pompous Editions of the Greek and Roman Classics, Lexicons and Critics. A Large Collection of Authors on Antiquity, Medals, Mathematicks, Physic, Surgery and Natural History; The Antient and Modern Authors of the Histories and Antiquities of Great Britain and Ireland; Great Numbers of the Fathers and Ecclesiastical Writers; Several Magnificent Bibles in Various Languages; With near a Complete Collection of Common Law. Several of the Books are on large Paper, in Morocco, and other rich Bindings. Which will begin to be sold (the lowest Prices printed in the Catalogue, without any Abatement, for ready Money only) at T. Osborne's, in Gray's Inn, this day, and, for the Conveniency of the Nobility and Gentry who live at a Distance, will continu daily selling to the 1st of January, 1765. Catalogues may be had at all the chief Cities and noted Towns in Europe, and at the Place of Sale; where may be had Money for any Library or Parcel of Books, Prints, Books of Prints and Manuscripts. As the Proprietor has been at great Expence in purchasing these several Libraries, which excels most Collections in the Value and Number of Volumes it contains, he hopes that it deserves a particular Regard from the Learned. - There are likewise to be disposed of, the Manuscript Sermons of the Rev. Mr. Harris of Hornchurch and Rumford, and some other eminent Divines.","Osborne, Thomas",101,0,0,0,1,0,4,0,0,3,0,1,1,1,1,0,0,3,0,10,5,1,0,2,1,0,1,7,1,10,0,0,0,5,0,2,0,1,3,7,0,6,0,1,0,2,2,3,1,1,0,1,1,1,2,0,2,1,2,2,2,1764,1,1,"[London : s.n., 1764].",London,476,male,,,FALSE,"examined on Oath at Committees, where no particular Persons have been complained of new made Paribhes by Act of "" Parliament - Ads of Attainder and Reversal of Attainders - Delinquents taken in Custody for Breach of Privilege and other Misdemeanours - Colts given on Appeals how recoverable The Man."
0141700108_000153,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,103,2,0,1,0,1,0,0,1,1,0,0,0,1,1,1,3,1,0,2,3,2,0,2,1,2,2,0,0,6,2,1,3,1,2,3,1,0,0,9,2,5,2,0,0,1,5,2,0,0,4,0,0,4,0,10,4,3,1,0,5,1790,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1790.",London,568,male,1711,1776,TRUE,"grants of monopolies by Elizabeth, 439 Death of queen Elizabeth, 447 Review cf the fate of, during her reign , 451 Compared with the Turkilh government , 459 Bad fate of morals, and remiss execution ofjuftice, during her reign , 469 Sirs eltablilhment of the Ealt India company, 477 An"
0393200502_000101,"An history of the Christian church, from the earliest periods to the present time; by G. Gregory, ... In two volumes. ...",George Gregory,86,2,1,2,1,2,0,0,0,0,4,4,0,1,1,3,1,1,0,0,4,3,0,4,0,0,1,0,2,3,3,0,2,1,0,0,1,3,3,4,4,2,1,0,0,2,1,9,0,2,1,0,2,1,2,0,0,0,0,1,1,1795,2,2,"London : printed for C. and G. Kearsley, 1795.",London,581,male,1754,1808,FALSE,"with precipitation, and theaffo ciated nobles in a panic abandoned the capital and fled to Stirling. They were animated to hope by the exhortations of Knox, and it was determined to/folicit the aid of Elizabeth of England , who, exasperated on many accounts against the court of France , promised"
0189900503_000100,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",96,1,1,2,1,7,2,0,0,1,1,0,1,2,0,1,0,0,0,2,1,0,1,0,0,1,1,4,1,10,3,0,0,1,4,0,2,0,1,10,0,1,0,2,1,1,0,1,1,0,1,0,10,1,0,3,1,2,8,0,1,1751,3,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,483,unknown,,,FALSE,"might be kept on foot and maintained until the Supplies of a Par iament might be had. Then he commanded the Reasons to be laid before them that had induced him to levy an Army against the Scots , and also the particular Demands of the Scots . The Result"
1107200108_000153,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq. ... . A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,109,2,0,1,0,1,0,0,1,1,0,0,0,1,1,2,3,1,0,1,3,2,0,2,1,2,2,0,0,5,1,1,3,1,3,3,1,0,0,10,3,5,2,0,0,1,5,2,0,0,4,0,0,4,0,14,5,3,1,0,5,1792,8,8,"Edinburgh : printed for G. Mudie, J. Elder, A. Guthrie, J. Hunter, J. & J. Fairbairn, T. Brown, J. Guthrie, Lawrie and Symington, J. Watson, & Co. and C. Elliot, Edinburgh: W. Coke, Leith, and W. Anderson, Stirling, M,DCC,XCII. [1792].",Edinburgh,565,male,1711,1776,TRUE,"Francis Drake, 234 Seminaries founded abroad for the education of Englifl Catholics, 236 Eftabliflment of the court of ecclelialtical conimiffion, 262 Preparations for refilting the Spanish invincible armada, 334 The armada deftrnyed, 343 Enormous grants of monopolies by Elizabeth, 439 Dlath of Queen Elizabeth, 447 Review of the (late of,"
0014700102_000061,"The history of England, from the Revolution to the death of George the Second. Designed as a continuation of Mr. Hume's History. In six volumes. By T. Smollett, M.D. ...",Tobias Smollett,81,0,2,1,0,0,3,1,0,0,0,1,3,1,1,0,0,1,1,1,5,2,1,2,2,1,2,4,0,0,4,0,1,0,1,1,3,1,0,7,0,0,2,0,1,1,1,5,0,3,0,0,4,2,1,0,2,1,1,4,0,1794,2,6,"London : printed for J. Parsons, No. 21, Paternoster-Row, 1794.",London,400,male,1721,1771,TRUE,"the diet of Germany was composed of princes and fates, among whom three different perfua ions prevailed; io that two sorts of discipline might very well ifbfilt under one legislature. It there was any danger on either fide, it threatened the Scots muclh more than the English , as five"
0683800103_000063,"An abridgement of The history of England. Being a summary of Mr. Rapin's History and Mr. Tindal's continuation, From the Landing of Julius Caesar, to the Death of King George I. With The Characters of the Kings at large, the State of the Public Revenues, Exchequer, and Coins, at and after the Conquest; and also lists of the Peers created in each Reign, Knights of the Garter and Bath, Baronets, Bishops, Chancellors, Chief-Justices, Judges, and Admirals, to the Present Times. Illustrated With the heads and monuments of the Kings, Queens, &c. On Seventy copper plates. ...","Tindal, Nicolas",99,2,0,3,0,0,3,4,0,0,0,0,5,0,1,1,0,2,3,0,3,0,3,5,1,2,1,4,0,2,0,1,1,0,2,0,1,2,1,4,0,7,0,0,0,6,2,7,0,2,0,0,0,2,1,2,0,1,9,2,1,1747,3,3,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVII. [1747].",London,495,male,1687,1774,FALSE,"at Utrecht receive , 1713 by the posta printed protestation of the Pretender, addressed to all Kings , Princes , U'c. May 5 The peace is proclaimed at London , with the usual ceremonies. 6 Baron Kirchner, the Imperial Miniser, quits Utrecht. The treaties of peace and commerce are laid"
0011000103_001181,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,128,0,2,2,1,4,0,0,1,0,0,0,0,1,0,1,1,3,0,1,6,6,1,5,0,3,0,3,4,15,0,1,0,1,2,1,1,2,0,13,1,5,0,1,1,1,3,1,0,0,0,0,8,14,2,6,1,0,0,0,3,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"... ...-.. -- -- -- -- -- ..·.... -- -. ·..... L.. g. -- --.. I -- -- O or AB RIGEMENT VOL. III. Sir John Owen's execution suspended. Page 6 The execution of duke Hamilton, lord Capel and others. D. T ie Prince of Wales assumes the title of"
0312700400_000046,"The flowers of modern history; comprehending, on a new plan, the most remarkable revolutions and events, As well as the most Eminent and Illustrious Characters, of Modern Times; with a view of the Progress of Society and Manners, Arts and Sciences, from the irruption of the Goths and Vandals and other Northern Nations, upon the Roman Empire, to the conclusion of the American war. Designed for the improvement and entertainment of youth. By the Rev. John Adams, A.M.",John Adams,88,0,0,0,0,1,2,1,0,1,0,0,2,1,0,2,1,4,1,0,6,1,2,1,3,3,0,4,0,1,7,0,3,0,1,0,5,0,0,4,0,1,1,0,3,0,1,1,0,1,0,0,1,4,1,0,4,3,1,8,1,1789,1,1,"Dublin : printed by Zacharia Jackson, for Messrs. Grueber and M'allister, NO. 59, Dame-Street, M.DCC.LXXXIX. [1789].",Dublin,325,male,1750,1814,FALSE,"advancing, and never losing one advantage, which he had gained. To this general was opposed, on the fide of France , the duke of Burgundy, grandson of the king ; a youth more qualified to grace a court , than to conduct an army . The marshal Boufflers, a man"
0008100108_000150,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,105,1,0,1,0,1,2,1,0,0,0,1,0,0,1,1,2,1,0,1,2,3,0,4,3,4,2,0,0,4,2,0,3,1,0,2,1,0,0,7,1,4,6,0,2,1,3,5,0,0,6,0,0,3,1,9,5,4,1,0,3,1789,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1789.",London,565,male,1711,1776,TRUE,"Committed to the Tower, 412 Tried, ib. Executed to please the people , ib. England ; see Britain , and the several kingdoms which composed the baxon heptarchy. See also its princes under their refpecive names. When united into one kingdom , i. 59 66 Divided into shires, c. 92"
0004500402_000088,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,89,1,0,1,0,0,6,2,0,2,1,0,2,1,3,0,0,1,6,2,5,4,0,8,1,0,3,3,0,0,2,0,1,0,0,1,5,0,0,1,1,3,2,0,1,1,0,2,1,0,0,0,1,1,2,0,0,4,4,3,1,1796,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,581,male,1721,1771,TRUE,"period of time granted to the Emperor for consideration. § XXV A day being appointed by the Commons to deliberate upon the treaty of commerce, very jufi and weighty objections were made to the eighth and ninth articles , importing, That Great britain and France should mutually enjoy all the"
0984700100_000065,"Geography and history. Selected by a lady, for the use of her own children.",Lady,93,0,1,0,0,2,0,3,2,0,0,1,0,0,0,1,1,3,2,1,6,6,0,3,3,1,0,0,2,9,2,1,1,0,4,0,0,0,0,2,0,7,1,1,0,0,1,6,0,1,3,0,1,3,1,1,3,0,2,1,4,1794,1,1,"Southampton : printed and sold by T. Baker. For B. Law, Ave-Maria-Lane, Ludgate-Street. [London], MDCCXCIV. [1794].",Southampton,400,female,,,FALSE,"of Naseby; in which King Charles is totally defeated. 1648 The peace of Wefiphalia. Civil war of the Frond, at Paris. 1649 Charles I. beheaded, by Cromwell, at Whitehall, January 30, aged 49 1651 The battle of Worcester. 1652 The firt war between the English and Dutch. 1654 Cromwell afftlmes"
0070100103_000199,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,79,0,1,1,0,2,1,0,0,1,0,2,1,2,1,2,1,1,0,1,1,1,1,0,2,2,1,9,1,5,2,0,1,1,1,0,0,1,3,5,1,3,0,2,2,2,0,0,0,2,3,0,3,1,1,1,0,0,3,1,0,1757,3,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,555,male,1721,1771,TRUE,"levellers. He said his intention was to conceal himself for Ibme time, even from the knowledge of his friends; nevertheless, he earnestly wished for peace ; and declared, he would contribute all that lay in his power , for the satisfaction of all parties . Lafily, he desired to be"
0778300200_000071,"Report on the events and circumstances, which produced the union of the Kingdoms of England and Scotland; On the Effects of this great National Event, on the reciprocal Interests of both Kingdoms; and on the political and commercial influence of Great-Britain, in the balance of power in Europe.",John Bruce,107,0,1,2,0,0,6,1,0,0,0,3,0,0,4,3,1,1,1,0,5,5,1,0,0,2,0,0,0,0,3,0,2,1,0,0,3,2,0,12,7,1,2,0,1,1,0,2,0,0,0,1,2,10,0,0,0,2,6,13,0,1799,1,1,"[London, s.n., 1799].",London,1017,male,1745,1826,FALSE,"which used to pass under the great feal; and until such feal be appoint . ed by her Majesty, the present great feal of Scotland to be used for such purposes: The privy feal, signet, caffet, signet of the justiciary courts , quarter feal, and the seals of Courts in"
0070100104_000149,"A complete history of England, deduced from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D. ...",Tobias Smollett,79,0,0,3,0,0,0,0,1,0,0,1,1,1,0,3,1,5,0,3,2,1,2,2,1,1,0,1,1,3,5,1,2,2,2,0,2,0,2,6,2,2,1,1,0,1,2,5,0,1,0,0,0,1,1,0,0,1,1,2,3,1757,4,4,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre, in Pater-Noster Row, MDCCLVII. [1757]-58.",London,703,male,1721,1771,TRUE,"established; and for the maintenance of the succession to the crown , as fettled by the claim o, right; ail for the preservation and lec riry of the public peace . And feeing rwefe ends are fully answered by her maeity's fuccefion to the throne, we eonceive orfelves not now"
1208900100_000100,"The history of England, from the Revolution to the present time, in a series of letters to the Reverend Doctor Wilson, Rector of St. Stephen's, Walbrook, and Prebendary of Westminster. By Catharine Macaulay. Vol.I.",Catharine Macaulay,106,0,0,1,0,2,0,1,0,0,0,0,6,1,0,3,4,2,0,6,1,1,0,6,2,1,4,6,2,7,0,2,1,0,0,0,4,0,3,7,0,6,2,0,2,0,2,2,0,2,0,0,2,6,0,1,0,0,5,0,3,1779,1,1,"Dublin : printed for John Exshaw, No. 86, and William Hallhead, No. 63, Dame-Street, M.DCC.LXXIX. [1779].",Dublin,463,female,1731,1791,TRUE,"268; proclaimed in Scotland by the Earl of Mar, 279; - lands in Scotland , and is crowned at Scoon, 283; flies to France , 284; - his declaration addrefied to the nation , 325 Prirce of Wales; see J'ales. Princes , few ever existed who were equal to the"
0241901100_000007,"The British empire in Europe: part the first, containing an account of the connection between the kingdoms of England and Ireland, previous to the year 1780. To which is prefixed an historical sketch of the state of rivalry between the kingdoms of England, and Scotland, in former times. By John Lewis de Lolme, ... The second and third parts contain accounts of the changes which have, since the year 1780, been effected in the constitution of Ireland, ...",Jean-Louis de Lolme,109,1,0,0,3,1,2,0,0,1,0,0,0,2,5,0,9,1,0,0,12,5,0,4,0,2,0,2,0,0,4,2,1,1,0,0,3,0,2,7,2,0,0,1,2,0,0,5,0,0,0,0,3,12,0,0,1,3,2,3,5,1787,1,1,"London : printed for the author; and sold by Benjamin White and Son; and J. Robson and W. Clarke, 1787.",London,159,male,1740,1806,FALSE,"made, were looked "" on as the betrayers of their Country ; and they were so exposed to -' popular fury, that some of those who studied to flop this tide, 1' were brought in danger of their lives. The Presbyterians were so ,"" overawed with this, that though they"
0805100701_000022,"The history of the state and sufferings of the Church of Scotland, from the Restoration to the Revolution. ... The second edition corrected, with additions. By William Crookshank, ... In two volumes. ...","Crookshank, William",96,0,1,3,0,5,0,1,2,0,0,3,1,2,0,2,0,4,0,3,6,1,0,1,4,0,0,2,1,8,3,0,1,0,0,1,5,1,4,8,2,1,0,1,1,0,3,0,1,2,0,0,2,5,2,0,1,0,1,1,0,1751,1,2,"Edinburgh : printed for Andrew Stevenson writer, and sold by him at his house, 1751.",Edinburgh,486,male,1712,1769,FALSE,"and affiff ance desired, was, for both nations to enter into a mnutual covenant and league, which was loon drawn up and approved of, and sent into England by the hands of lord Iaitland, afterwards duke of Lauderdale, and Mr. Hen. - ~~dcrj dil/n and Mr. Gillespie, where it met"
0450200102_000037,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,80,0,3,1,0,0,1,1,0,0,0,0,3,1,2,0,0,1,1,1,4,1,1,2,1,2,2,3,0,2,4,0,1,1,1,0,4,2,0,6,0,1,2,1,1,2,0,5,0,3,0,0,3,1,1,0,2,1,1,4,0,1793,2,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCIII. [1793].",London,577,male,1721,1771,TRUE,"lrslb sufficient to oppose the general enacting claue. Or rough. th: the other hand, the Whigs promoted it with such C HA p. zeal that it passed by a majority of one hundred _. and fourteen, before the others had recolleted, lo. themselves from the surprise which the structure oflockhart."
0004500401_000153,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,68,0,0,3,0,2,0,1,1,0,0,1,1,1,1,2,0,5,0,3,1,1,2,2,4,1,0,1,1,3,2,1,0,0,1,0,1,1,2,2,2,1,0,1,0,0,3,1,0,0,0,0,0,1,0,3,1,1,1,2,4,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"judicature called the session: a third declaring this meeting of Parliament legal; and forbidding any person to disown, quarrel with, or impugn the dignity and authority thereof, under the penalty of high treason: a fourth for securing the TRUE Protestant religion and Presbyterian church government : a fifth for a"
0163400108_000213,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself.",David Hume,100,1,0,2,0,1,0,4,0,0,1,0,1,2,2,2,6,2,0,6,8,2,2,2,0,2,0,0,0,11,2,1,3,0,2,1,2,0,2,4,0,0,0,1,0,0,2,2,0,1,0,0,7,2,2,1,4,0,2,0,2,1791,8,8,"London : printed for T. Cadell: and sold by T.N. Longman, 1791.",London,568,male,1711,1776,TRUE,"her garter supposed to be the occasion of inltituting the order of the garter, II 448 -- -, eal of, besieges Orleans, III 138 Killed before the town, 139 -- -, earl of, instances of gcnerallhip in, at the battle of Blore heath, III 2o4. Taken by queen Margaret at"
0550600101_000009,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,106,1,0,0,0,0,1,0,0,4,0,0,3,0,1,0,1,3,1,1,4,5,2,6,3,0,1,1,2,9,3,0,2,0,0,2,2,0,0,1,3,4,0,0,4,2,3,0,1,0,0,0,1,1,0,5,2,2,8,1,10,1800,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin [by H. Baldwin and son], No. 47, in Pater-Noster-Row. MDCCC. (H. Baldwin and Son, Printers, New Bridge-Street.), [1800].",London,526,male,1721,1771,TRUE,"The Princes of the empire, assembled in the diet, solemnly exhorted the Emperor to declare war against the French King , who had committed numberless infractions of the treaties of Muntler, Ofnabruck, Nimeguen, and the truce; invaded their country without provocation, and evinced himself an inveterate enemy of the holy"
0004500401_000133,"The history of England, from the Revolution to the death of George the Second. (designed as a continuation of Mr. Hume's History.) In five volumes. By T. Smollett, M.D. ...",Tobias Smollett,101,0,0,0,2,0,0,0,1,1,0,1,4,3,1,2,9,0,0,5,8,1,0,1,0,3,1,4,2,4,5,1,3,5,2,0,2,2,2,5,0,1,1,6,1,0,1,0,0,2,1,0,0,2,0,0,2,0,1,0,3,1796,1,5,"London : printed for T. Cadell, in the Strand; and R. Baldwin, No. 47, in Pater-Noster-Row, MDCCXCVI. [1796].",London,520,male,1721,1771,TRUE,"Earl of Melfort to his brother . -- the Earl ofperth, Governor to the pretended Prince of Wales. It had been mislaid by accident, and came to London in the French mail. It contained a scheme for another invasion of England , together with some reflections on the characer of"
0125800401_000215,"A new geographical, historical, and commercial grammar; and present state of the several Kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Large Maps, Engraved by Mr. Kitchin, Geographer. The second edition. In two volumes. ...","Paraire, John",121,0,2,1,1,0,1,4,0,0,1,1,6,5,1,1,3,0,3,1,10,0,0,0,5,3,3,2,11,11,4,2,5,1,0,0,3,3,0,7,0,0,4,0,2,3,0,0,0,1,1,0,0,1,1,4,1,2,0,0,0,1771,1,2,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,489,unknown,,,FALSE,"of Ireland , and the king's file was no other than Dominus Hibernia, Lord of Ireland , till the 33d year of king Henry VIII when he afumed the title of king , which is recognised by a of parliament in the same reign . But, as England and Scotland"
