PassageID,Title,Author,Total termFreq,termFreq(aaron),termFreq(accord),termFreq(behold),termFreq(bring),termFreq(brought),termFreq(children),termFreq(citi),termFreq(command),termFreq(countri),termFreq(deliv),termFreq(earth),termFreq(eat),termFreq(egypt),termFreq(evil),termFreq(face),termFreq(faith),termFreq(father),termFreq(fear),termFreq(forth),termFreq(gave),termFreq(god),termFreq(hall),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(hous),termFreq(israel),termFreq(jacob),termFreq(judah),termFreq(king),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(left),termFreq(mose),termFreq(nation),termFreq(offer),termFreq(pass),termFreq(peac),termFreq(peopl),termFreq(pharaoh),termFreq(power),termFreq(priest),termFreq(prophet),termFreq(return),termFreq(river),termFreq(sea),termFreq(servant),termFreq(set),termFreq(took),termFreq(tribe),termFreq(turn),termFreq(voic),termFreq(water),termFreq(word),termFreq(work),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0333800100_000723,"An illustration of the Holy Bible, containing the sacred text of the Old Testament and the New; together with the Apocrypha. The Notes and Comments Are selected from the best Annotators, whereby The Sublime Passages are pointed out, and Some Mis-Translations rectified.",,108,0,0,6,2,2,6,14,1,1,1,1,0,2,4,2,0,1,2,1,0,6,0,8,0,0,3,1,0,2,6,0,5,3,0,0,6,1,0,0,0,2,2,0,3,0,1,1,1,2,0,0,0,3,0,0,2,1,0,1,2,1771,1,1,"Birmingham : printed at the Verulam Press, by Nicholas Boden, M,DCC,LXXI. [1771].",Birmingham,1259,unknown,,,FALSE,"20 Which halt set signs and wonders in the land of Egypt , even unto this day, and in Israel , and amongst other men; and hast made thee a name, as at this day; 21 And hast brought forth thy people Israel out of the land'of Egypt with signs,"
1089002300_000139,"The book of common prayer, and administration of the sacraments, And Other Rites And Ceremonies Of The Church, According To The Use Of The Church Of England: together with the Psalter, OR Psalms Of David, Pointed AS They Are To BE Sung OR Said In Churches.",Church of England,88,2,1,0,0,4,1,0,0,0,2,1,1,3,0,0,0,2,0,4,3,2,0,2,0,0,1,1,1,1,2,3,0,3,0,0,10,2,1,2,1,0,0,0,8,0,1,0,1,0,1,2,5,0,1,1,2,0,3,5,2,1800,1,1,"Cambridge : printed by John Burges, Printer To The University; and sold by F. & C. Rivington, J. White, and J. Mawman, in London; and J. & J. Merrill, in Cambridge. MDCCC. Cum Privilegio, [1800].",Cambridge,383,unknown,,,FALSE,"evermore. 5 Remember the marvellous works , that he hath done : his wonders, and the judgements of his mouth; 6 0 ye seed of Abraham his servant : ye children of Jacob . his chosen. 7 He is the Lord our God : his judgements are in all the"
1561100201_000076,The Holy Bible containing the Old and New Testaments Newly translated out of the original tongues and with the former translations diligently compared & revised. By His Majesties special command appointed to be read in churches[.],,107,8,0,1,2,7,3,0,1,0,0,2,1,4,2,1,0,0,0,1,1,8,1,4,1,1,0,2,1,0,5,0,0,0,0,3,5,2,0,7,1,3,0,1,16,0,1,0,0,0,0,0,1,0,1,0,2,2,1,0,4,1759,1,2,"Oxon : Printed by Thomas Baskett, printer to the University, [1759].",Oxford,882,unknown,,,FALSE,"whosoever doeth a.. any work therein, that foal hall be 5.3a4. cut off from amongit his people .. 5 Six days may work be done, but in the seventh is the sabbath of reit, eb. 1- holy to the LORD: whosoever done,. eth any work in the fabbath day, he"
1004800600_000010,An introduction to the reading of the Holy Bible. By a lady.,"Mayne, Lady",93,2,1,0,0,3,4,0,3,2,1,0,0,5,1,0,0,0,1,0,1,16,0,0,0,1,0,0,1,0,2,1,1,9,0,0,2,1,2,8,0,0,0,0,4,7,1,1,0,0,2,1,1,2,0,0,3,1,2,0,0,1775,1,1,"London : printed for F. Knight, St. James's-Street, MDCCLXXV. [1775].",London,126,female,,,FALSE,"Sort of Mischief; to be very modest C and and civil, and to do everything we are bid by those who are set over us, if it is not contrary to the Commands of God . Then they will love us, and God will love us too, and we shall"
1746900102_000216,"An historical, critical, geographical, chronological, and etymological dictionary of the Holy Bible, in three volumes. ... The whole ... illustrated with above one hundred and sixty copper-plates. ... To which is annexed, Bibliotheca sacra, or a copious catalogue of the best editions and versions of the Bible; ... Written originally in French, by ... Augustin Calmet, ... And now translated into English, ... by Samuel D'Oyly, ... and John Colson, ...",Antoine Augustin Calmet,89,0,2,0,4,1,3,0,1,2,2,0,0,6,0,1,0,6,0,0,2,7,7,3,1,4,0,1,1,0,3,1,0,1,1,1,3,2,0,4,0,1,1,0,2,5,0,1,0,1,0,1,0,0,2,0,0,1,3,1,0,1732,2,3,"London : printed for J. J. and P. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay [and 3 others in London], 1732.",London,867,male,1672,1757,FALSE,"that were sent to secure him. But Mofis himself acquaints us with ndne of these Particulars; for he tells his own Story thus n. At that Time Mof's being grown tip, went to visit his Brethren, and was a Witness of those Hardfihips that the Egyptian tafk mafters made them"
0065300200_001018,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be read in Churches.",,99,1,1,2,0,3,3,0,0,0,2,0,0,11,1,1,0,12,0,0,1,12,0,3,1,1,2,1,1,3,3,4,0,2,0,1,4,0,0,7,0,2,0,0,2,3,0,0,2,0,0,0,0,1,1,0,2,1,0,1,1,1753,1,1,"Oxford : printed by Thomas Baskett, Printer to the University, MDCCLIII. [1753].",Oxford,1096,unknown,,,FALSE,"and wisdom in, L the sight of Pharaoh king of Egypt ; and he,; n"" made him governor over Egypt , and all his "" t house . ir Now there came a dearth over all the land of Egypt and Chanaan, and great affliction and our fathers found no"
0065200900_000070,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues; and With the former Translations diligently Compared and Revised. By His Majesty's special Command. Appointed to be read in Churches.",,101,7,0,1,1,6,2,0,1,0,0,2,1,4,2,1,0,0,0,1,1,7,5,4,1,1,0,2,2,0,4,0,0,0,1,2,6,0,0,5,1,2,1,1,12,0,1,0,0,0,0,0,1,1,1,0,3,2,1,0,4,1725,1,1,"Oxford : printed by John Baskett, Printer to the University, MDCCXXV. [1725].",Oxford,789,unknown,,,FALSE,"thee sweet spice, flaae, and keep: for it u a ign between me and you enycha, and galbanum; theft sweet spices throughuut your generations that ye may with pure frankincene : of each hal know ctht I amthelord that doth fan here he a like weight. difie you. 5h And"
0065100100_000761,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations Diligently compared and revised, By His Majesty's special Command. Appointed to be read in Churches.",,96,1,0,2,0,1,2,0,0,0,3,0,0,10,2,1,0,8,0,1,3,14,0,3,1,1,2,1,0,3,3,5,0,1,0,2,4,0,0,6,1,2,0,0,2,2,1,0,2,0,0,0,0,1,0,0,2,1,0,1,1,1771,1,1,"Oxford : printed by T. Wright and W. Gill, Printers to the University: and sold by S. Crowder, in Pater-Noster Row, London; and by W. Jackson, in Oxford, [1771].",Oxford,1003,unknown,,,FALSE,"a 6 And God spake on his wife, That hi Ghost, seed should sojourn in a frange land ; an canor, that they should bringthem into bondage licolas and entreat them evil four hundred years 7 And the nation to whom they ial offles: be in bondage will I judge,"
1477900200_000051,"The Holy Bible, containing the Old and New Testaments: together with the Apocrypha: translated out of the original tongues, with the former translations diligently compared and revised, by the special command of King James I, of England. With marginal notes and references. To which are added, an index, and an alphabetical table of all the names in the Old and New Testaments, with their significations.","Andrews, Ebenezer Turrell",107,6,2,3,2,0,5,0,1,0,2,0,0,6,2,0,0,1,0,1,0,7,0,2,0,0,0,0,0,0,6,1,0,3,1,1,5,0,0,13,0,0,1,0,11,10,0,0,1,1,1,0,2,1,1,0,1,1,0,1,5,1791,1,1,"United States of America. Printed at the press in Worcester, Massachusetts : by Isaiah Thomas. sold by him in Worcester; and by him and Company, at Faust's Statue, no. 45, Newbury Street, Boston, MDCCXCI. [1791]",Worcester|Boston.,1363,male,1766,1851,FALSE,"israel , Let my people go, that they may hold a feast unto me m the wilderness kring 2 And Pharaohfaid, a Who is the LORD, ""'?"". Jub. that I thlouldd obey his voice to let israel go? I know not the LORD, neither will I 3 And they said,"
0065700102_000182,"The holy Bible, containing the Old and New Testaments, Translated Out Of The Original Tongues, And With The Former Translations Diligently Compared And Revised. With select notes. Vol. I. Appointed to be Read in Churches.",,91,0,1,3,3,0,4,3,0,1,0,2,0,1,0,0,0,3,0,1,0,4,5,2,1,2,2,0,1,5,8,2,4,0,2,0,3,1,0,0,2,0,1,0,3,0,0,1,0,1,1,1,0,4,1,0,6,2,2,1,1,1795,2,2,"London : printed by M. Ritchie, for John Parsons, Paternoster Row, MDCCXCV. [1795].",London,996,unknown,,,FALSE,"the Lord our God . 7 For thus saith the Lord; Sing with gladness for Jacob , and Ihout among the chief of the nations : publifi ye, praise ye, and say, O Lord, save thy people the remnant of Israel . 8 Behold , I will bring them from"
0074000200_000820,"The holy Bible, containing the Old Testament and the New: Newly Translated out of the Original Tongues, and With the former Translations diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Church.",,90,1,0,0,0,3,2,0,0,0,2,0,0,10,2,0,2,7,0,1,2,7,1,4,1,2,2,1,0,3,2,4,0,2,0,2,3,0,0,2,1,1,0,0,3,3,1,0,2,0,0,1,0,2,1,0,2,0,0,4,1,1714,1,1,"Edinburgh : printed by James Watson, One of the Printers to the Queen's Most Excellent Majesty, MDCCXIV. [1714].",Edinburgh,942,unknown,,,FALSE,"topraer, and t the minllryofthe word . them evil f fourhundredyears. f El ¶ S And the aying pleased thwhole multi 7 And the nation to whom they ( hall be in .i; : -,. tune: and they chose Stephen, f a man full of bondage, will Ijudge, said God"
1529700100_000050,"The Holy Bible, containing the Old and New Testaments: Newly translated out of the original tongues: and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,102,1,0,5,4,1,5,0,0,0,1,0,0,8,0,1,0,4,0,3,0,15,1,6,0,1,1,0,1,0,4,2,0,1,2,0,5,1,0,7,0,0,1,1,4,2,0,0,0,3,2,0,1,0,1,0,1,3,2,1,0,1752,1,1,"Oxford : Printed by Thomas Baskett, printer to the University, MDCCLII. [1752].",Oxford,1298,unknown,,,FALSE,"Draw not nigh hither : * put dheoffo thy thoes from off thy feet, for the pl~ace .eo.whe~reon thou ftandeft is holy ground. St moreover he said, _ I am the God of thy face : for g he was afraid to look upon gods 7 4 And the lord"
0056100204_000063,"Sacred literature: shewing the holy scriptures to be superior to the most celebrated writings of antiquity, by the testimony of above five hundred witnesses, and also by a Comparison of their Several Kinds of Composition. In Twelve Books. To which are Added, Epistles and Extracts, from some of the Most Early of the Christian Fathers. The Whole Intended not only to recommend the Bible as superior to all other Books, but as a moral and theological Repository for Christians of every Rank and Degree. In four volumes. By the Revd. David Simpson, M.A.","Simpson, David",95,1,1,1,0,2,1,1,1,0,0,2,2,3,0,1,0,7,1,0,1,14,1,3,1,1,1,3,4,7,4,1,0,0,1,0,4,1,0,1,2,2,0,1,3,0,1,0,4,0,0,0,0,0,1,0,1,2,1,4,1,1788,4,4,"Birmingham : printed and sold by M. Swinney. Sold also by Dilly, Buckland, Matthews, Scollick, Trapp, London; Spence, York, Bulgin, Bristol; Clarke, Manchester; Bayley, Macclesfield; and all other booksellers in town and country, MDCCLXXXVIII. [1788].",Birmingham,680,male,1745,1799,FALSE,"you of your brethren, like unto me; him shall ye hear . This is he that was in the church in the wilderness with the angel that spake to Ahim : n the mount Sina, i and with our fathers : who received the lively oracles to, give unto us:"
0879900100_000111,"The book of common prayer and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of The Church of England: Together with the Psalter, or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,88,1,1,0,0,3,1,0,0,0,2,1,1,3,0,1,0,2,0,4,2,1,0,2,0,0,2,1,2,1,2,3,0,3,0,0,10,2,1,1,1,0,0,0,9,0,1,0,1,0,1,3,5,0,1,1,2,0,3,5,2,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, MDCCLXIII. [1763].",London,1261,unknown,,,FALSE,"of the earth , and the ungodly tllall come to an end : praise thou the Lord, O my soul, praise the Lord. MORNING PRAYER. Psalm CV Colfitemizni Domino. Give thanks unto the Lord, and call upon his Name: tell the people what things he hath done. a O let"
0056100204_000159,"Sacred literature: shewing the holy scriptures to be superior to the most celebrated writings of antiquity, by the testimony of above five hundred witnesses, and also by a Comparison of their Several Kinds of Composition. In Twelve Books. To which are Added, Epistles and Extracts, from some of the Most Early of the Christian Fathers. The Whole Intended not only to recommend the Bible as superior to all other Books, but as a moral and theological Repository for Christians of every Rank and Degree. In four volumes. By the Revd. David Simpson, M.A.","Simpson, David",121,0,0,5,3,2,9,0,0,0,2,0,1,5,0,2,0,5,1,3,1,17,2,2,0,3,0,0,1,0,7,2,0,1,1,0,5,1,1,16,0,0,2,0,3,8,0,1,0,0,0,0,0,0,1,0,2,0,6,0,0,1788,4,4,"Birmingham : printed and sold by M. Swinney. Sold also by Dilly, Buckland, Matthews, Scollick, Trapp, London; Spence, York, Bulgin, Bristol; Clarke, Manchester; Bayley, Macclesfield; and all other booksellers in town and country, MDCCLXXXVIII. [1788].",Birmingham,680,male,1745,1799,FALSE,"flags, she sent her maid to fetch it. And .when he had opened it, the saw the child: and behold the babe wept. And ihe had compassion on him, and said, This is one of the Hebrew's children . Then said his ifier to Pharaoh's daughter, mhall I go and"
1688000100_000744,"The Holy Bible, containing the Old Testament and the New: Newly translated out of the original tongues, and with the former translations diligently compared and revised, by His Majesty's special command. Appointed to be read in churches.",,91,1,0,2,1,3,1,0,0,1,2,0,0,5,1,2,3,6,0,1,2,13,1,2,1,3,1,0,4,0,0,3,0,0,0,2,6,1,0,3,1,1,0,0,3,0,1,2,1,0,0,1,0,2,0,0,1,1,0,5,1,1768,1,1,"Cambridge : Printed by John Archedacon printer to the University; and sold by John Beecroft, John Rivington, Benjamin White, and Edward Dilly, in London; and T. & J. Merrill, in Cambridge, 1768.",Cambridge,1031,unknown,,,FALSE,"them, and said, It is not reason that we thould leave the word Of God , and serve tables. 3 Wherefore, brethren, look ye out among you fetven men of honest report, full of the Holy Gholt, and wijldo~, whom we may appointover this butiners. 9 But we will give"
1302700900_000139,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of England: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches.",Church of England,90,2,1,0,0,4,0,0,0,0,1,1,1,3,0,0,0,2,1,4,4,2,0,3,0,0,1,1,1,1,2,2,0,1,0,0,13,2,1,3,1,1,0,0,5,0,0,0,0,0,1,4,4,0,1,1,4,1,3,5,2,1781,1,1,"Oxford : Printed at the Clarendon Press, by W. Jackson and A. Hamilton, printers to the University: and sold at the Bible Warehouse in Paternoster Row, London, MDCCLXXXI. [1781].",Oxford,366,unknown,,,FALSE,of his covenant and proof hiis house : and ruler of all mile : that he made to a thou his fubftace; land generations; 2 z That he might inform 9 Even the covenant that he his princes after his will : and made with Abraham : and the teach
0059900100_000064,"The protestant's family Bible. Containing the Old and New Testament, with the Apocrypha, illustrated by explanatory notes. With a compleat concordance, and general index. By a Society of Protestant Divines.",,135,15,2,1,5,0,9,0,4,0,0,0,0,13,0,0,0,2,0,2,2,5,1,3,1,0,3,0,0,0,8,1,0,4,1,1,7,0,0,15,0,0,1,0,3,19,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1780,1,1,"London : printed for Harrison and Co. No. 18, Paternoster-Row, [1780].",London,1264,unknown,,,FALSE,"the sons of Korah; Affir, and Eikanal, llaac, and to Jacob ; and I will give it to you for an iand Abialaph: these ae the families of the Korhites. heritage: I atit the LORD. 25 And Eleazar Aaron's lon took him on: of the 9 And Moses spake so"
0073900102_000299,"The holy family Bible, containing the scriptures of the Old and New Testament. and the Apocrypha at large, with Concise Explanatory notes, on all the Difficult Texts of Scripture. Wherein the Objections of Infidels are obviated, and the obscure Passages explained to the meanest Capacity. Illustrated with copper plates. By the Rev. Alexander Fortescu, D. D. Rector of Structor, Author of the Devout Christian's Family Instructor, and of Preparatory Devotions for the first receiving the Lord's Supper.","Fortescu, Alexander",76,2,2,0,1,1,4,1,1,0,0,1,1,0,0,0,1,0,1,0,3,2,0,1,0,2,3,2,2,0,5,2,1,2,1,0,3,2,0,2,2,1,0,1,10,0,1,0,2,0,0,0,0,2,0,2,1,2,0,1,2,1777,2,2,"Winchester : printed and sold by J. Wilkes, by Appointment of the Proprietor, MDCCLXXVII. [1777].",Winchester,649,unknown,,,FALSE,"the number of the tribes of Israel . 12 He set a crown of gold upon the mitre, wherein was engraved Holiness , an ornament of honour, a costly work , the desire of the eyes, goodly and beautiful. 13 Before him there were none such, neither did ever any"
0073900302_000066,"The holy Bible, containing the Old and New Testaments; Translated out of the Original Tongues, and With the former Translations diligently compared and revised, by his Majesty's Special Command. Appointed to be Read in Churches.",,105,0,2,6,2,2,6,12,1,1,1,1,0,2,4,2,0,2,2,1,0,6,1,8,0,0,3,1,0,2,5,0,3,3,0,0,7,1,0,0,0,2,1,0,3,0,1,1,1,1,0,0,0,2,0,0,2,1,0,1,2,1796,2,2,"Cambridge : printed by John Archdeacon and John Burges, Printers to the University; and sold by C. Dilly, F. & C. Rivington, and B. & J. White, in London; and J. & J. Merrill, in Cambridge, MDCCXCVI. [1796]-98.",Cambridge,1094,unknown,,,FALSE,"the purchase unto Baruch the son of Neriah, I prayed unto the LORD, saying, 17 Ah Lord GOD ! behold , thou hast made the heaven and the earth by thy great power and stretched out arm, and there is nothing too hard for thee: 18 Thou fheweft lovingkind ness"
1159300100_000338,"The Holy Bible, containing the Old Testament and the New: ...",,106,0,1,0,0,2,3,4,6,0,1,0,0,2,2,0,0,5,1,0,0,6,1,2,1,0,0,1,0,5,10,0,3,16,0,0,3,1,2,0,0,11,1,1,1,1,0,3,2,0,1,1,1,1,2,1,1,0,0,0,0,1719,1,1,"Oxford : University of Oxford: printed by John Baskett, 1719.",Oxford,842,unknown,,,FALSE,"from.da out all the: land , and went up to saiaria; and be mafcus: so Urijah the priests made it, against fieged it three. years.. - king Ahaz came from Damascus. 6 [ a In the ninth year of Hofhea,. the king of' Chap; Iz And when the king was"
1682500200_000053,"The Holy Bible, Containing the Old testament and the New: newly translated out of the original tongues, and with the former translations diligently compared and revised. By His Majesty's special command. Appointed to be read in churches.",,119,6,5,2,5,0,9,0,0,0,2,0,0,8,2,0,0,3,0,0,1,6,3,2,1,1,1,0,0,1,10,2,0,4,1,1,8,0,0,14,0,0,1,0,4,10,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,1712,1,1,"Edinburgh : Printed by the heirs and successors of Andrew Anderson, printers to the Queen's Most Excellent Majesty, MDCCXII. [1712].",Edinburgh,916,unknown,,,FALSE,"LORD, and said, LORD, wherefore hast thou Jo evil entreated this people ? why is it that thou halt sent me? 23 For since I came to Pharaoh to speak in thy Name, he hath done evil to this people ; t neither hall thou delivered thy people at all."
0188600100_001269,"The holy Bible, containing the Old and New Testaments; and also the Apocrypha: Translated out of the Original Tongues, with annotations.",,91,5,1,0,0,0,1,0,3,0,1,0,0,9,0,0,0,2,0,0,0,11,0,2,0,0,0,1,1,0,1,4,1,1,0,1,3,2,0,12,0,0,1,0,3,9,0,1,0,2,1,3,1,1,0,1,1,1,3,1,0,1788,1,1,"Birmingham : printed by Pearson and Rollason, MDCCLXXXVIII. [1788].",Birmingham,1571,unknown,,,FALSE,"of On. Here begin the seven vears of famine. Jacob tends his ten ions to buy corn in Egypt . jotelh imprisons them as spies but are released on condition of bringitng belljam{li, and Simeon is kept as a pledge. Jacob hardly persuaded to part with Ben ia tiln1. Joseph"
1572000600_000140,"The book of common prayer, and administration of the sacraments, and other rites and ceremonies of the church, according to the use of the Church of Ireland: Together with the Psalter or Psalms of David, pointed as they are to be sung or said in churches; and the form or manner of making, ordaining, and consecrating of bishops, priests, and deacons.",Church of Ireland,88,2,1,0,0,4,1,0,0,0,2,1,1,3,0,0,0,2,0,4,3,2,0,2,0,0,1,1,1,1,2,2,0,3,0,0,10,2,1,2,1,0,0,0,8,0,1,0,1,0,1,3,5,0,1,1,2,0,3,5,2,1773,1,1,"Dublin : Printed by the executors of David Hay, assignee of the Late Boulter Grierson, printer to the King's Most Excellent Majesty, MDCCLXXIII. [1773].",Dublin,631,unknown,,,FALSE,"5 Remember the marvellous works that he hath done : his wonders, and the judgement of his mouth; 6 0 ye seed of Abraham his servant   children of Jacob his chosen. 7 He is the Lord our God : his judgments are in all the world. 8 He"
1526200100_000690,"The Holy Bible, translated from the Latin vulgat: Diligently compared with the Hebrew, Greek, and other editions in Divers languages. The Old Testament, first published by the English College at Doway, A.D. 1609. And the New Testament. First published by the English College at Rhemes, A.D. 1582. With annotations, references, and an histroical and chronological index.",,108,0,3,2,1,4,0,1,2,0,2,2,1,2,5,2,0,4,0,0,0,15,1,4,2,0,1,1,1,3,5,0,0,6,1,0,5,1,1,2,1,0,1,0,3,0,1,0,3,1,0,0,3,1,0,0,1,9,0,3,1,1791,1,1,"Dublin : Printed by Hugh Fitzpatrick, for Richard cross, No. 28, Bridge-street, M.DCC.XCI. [1791].",Dublin,1299,unknown,,,FALSE,"the Lord foretold by Moses his servant : who brought our fathers out of the land of Egypt , to give us a land flowing with milk and honey, as at this day. a I And we have not hearkened to the voice of the Lord our God according to"
0078100100_000052,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues, And with the former Translations Diligently Compared and Revised. By His Majesty's Special Command. Appointed to be Read in Churches.",,107,9,5,2,5,0,9,0,1,0,0,0,0,8,0,0,0,3,0,0,1,5,3,3,1,1,1,0,0,1,6,2,0,4,1,0,7,0,0,6,0,0,1,0,1,8,0,0,1,0,5,0,0,0,3,0,1,0,3,0,0,1729,1,1,"Edinburgh : printed by John Mosman and William Brown, the assigns of James Watson deceast, His Majesty's Printers, MDCCXXIX. [1729].",Edinburgh,1055,unknown,,,FALSE,"a strong hand hall he let them go, and with a strong hand Shall he drive them out of his land . 2 And God spike unto Moses , and said unto him, am the LORD: 3 And I appeared unto Abraham, unto Isaac, and unto Jacob , by the"
0070900200_000043,"The holy Bible, containing the Old and New Testaments: Newly Translated out of the Original Tongues; and With the former Translations Diligently Compared and Revised. By His Majesty's special Command. Appointed to be read in Churches.",,102,4,0,3,1,0,2,0,0,0,0,0,0,9,0,0,1,2,0,1,0,10,1,9,0,1,2,0,0,0,2,1,0,3,1,8,3,1,0,5,0,0,2,1,5,3,0,0,0,4,1,0,1,1,3,0,1,5,2,2,1,1742,1,1,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street, MDCCXLII. [1742].",Dublin,1025,unknown,,,FALSE,"the elders of Israel 6 g And the lord laid furthermore together, and lay unto them, The unto him, Put now thine hand into LORD God of your fathers , the God of thy bosom; and he put his hand into Abraham, of Ilaac, andof Jacob , aphis bolbm: and"
1456400900_000056,"The Word of God the best guide to all persons, at all times, and in all places: Or, A collection of scripture-texts. Plainly shewing such things as are necessary for every Christian's knowledge and practice. By the Author of The common-prayer-book the best companion. Done form the third edition, in which are very large additions and improvements throughout the whole book. To which is added, an abridgment of the history of the Bible.","Howell, William",118,0,0,0,0,1,6,4,1,3,0,0,0,9,0,0,1,2,1,0,1,11,0,0,0,0,0,1,0,0,13,5,5,13,0,0,5,3,0,3,1,1,0,0,2,1,2,1,5,1,0,1,0,3,0,11,1,0,0,0,0,1778,1,1,"Dublin : Printed by James and Richard Byrn. No. 18, Sycamore-Alley, near Dame-Street, MDCCLXXVIII. [1778].",Dublin,275,male,1656,1714,FALSE,"and a very wicked People ; particularly the Inhabitants of Sodom (where Chap. XIX Lot dwelled) were so wicked, and had committed Sins to horrible, that God destroyed that City , as that he had brought Lot, with his Wife and Daughters, out of it. Fire from Heaven fell down"
1639700100_001010,"The Holy Bible, Containing the Old & New Testaments: With arguments prefixed to the different books: and moral & theological observations at the end of every chapter Composed by the reverend ... Doctor of Divinity and one of the ministers of the church at Neuschatel in Swisserland. Translated in the desire of and recommended by the Society for Propagating Christian Knowledge.",Jean-Frédéric Osterwald,96,1,1,2,0,3,3,0,0,0,2,1,0,5,1,1,1,10,0,0,1,14,1,5,1,1,3,2,2,4,2,2,0,1,0,0,3,0,0,8,0,2,0,0,2,1,0,0,3,0,0,0,0,0,2,0,2,1,0,1,1,1793,1,1,"Berwick : Printed by and for John Taylor, MDCCXCIII. [1793].",,1016,male,1663,1747,FALSE,"the sons of Emmor the father of Sychem. 17 But when the time of tle promise drew nigh, which God had sworn to Abraham, the people grew and multiplied in Egypt , 18 Till another king arose, which knew not Joseph. x9 The same dealt fubrillv with our kindred, and"
0879900100_000198,"The book of common prayer and administration of the sacraments, and other Rites and Ceremonies of the Church, According to the Use of The Church of England: Together with the Psalter, or Psalms of David, Pointed as they are to be sung or said in Churches.",Church of England,151,14,2,3,4,0,5,0,3,0,0,0,0,14,0,0,0,1,0,2,0,3,3,5,1,0,5,0,0,1,4,0,0,2,2,0,7,0,0,11,0,0,0,0,3,21,0,0,1,0,14,0,1,1,1,0,7,0,10,0,0,1763,1,1,"London : printed by Mark Baskett, Printer to the King's most Excellent Majesty; and by the assigns of Robert Baskett, MDCCLXIII. [1763].",London,1261,unknown,,,FALSE,"of Before Amminadab, sister of Naalhon to wife; and The Christ bare him Nadab and Abihu, Eleazar and Ithamar. cir. 1530 24 And the sons of Korah; Affir, and Elkanah, and Abiafaph: these are the families of the Korhites. z5 And Eleazar Aaron's ion took him one of the daughters"
1229100102_000346,The holy Bible ornamented with engravings by James Fittler from celebrated pictures by old masters. The letter press by Thomas Bensley.,,99,1,3,2,0,3,1,4,0,0,1,1,0,5,0,1,0,7,0,0,3,14,0,6,2,2,3,4,2,4,2,1,0,0,0,1,2,1,0,4,0,2,0,0,3,0,1,0,4,0,0,1,0,0,1,0,2,3,0,1,1,1795,2,2,"London : published by R. Bowyer, Historic Gallery, Pall Mall, & J. Fittler, No. 62, Upper Charlotte Street, 1795.",London,859,unknown,,,FALSE,"I have seen the affliction of my people which is in Egypt , and I have heard their groaning, and am come down to deliver them. And now come, I will send thee into Egypt .. ss This Moses whom they refused, saying, Who made thee a ruler and a"
0074100700_000033,"Exodus. A corrected translation: with notes, critical and explanatory. By William Hopkins, B. A. Vicar of Bolney, and Master of the Grammar-School of Cuckfield, Sussex.","Hopkins, William",104,8,2,2,2,6,3,0,3,0,0,1,1,5,0,0,0,0,0,1,1,6,0,2,0,0,2,1,7,0,5,0,1,0,2,0,5,1,0,9,1,4,0,1,9,0,1,2,0,0,0,0,0,1,0,2,1,0,0,0,6,1784,1,1,"London : printed for J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXXIV. [1784].",London,181,male,1706,1786,FALSE,"halt make it a perfume, a confection after the. art of an apothecary, tempered together, pure and holy . 5 26 And 26 And thou fialt beat some of it very small, and put of it before the testimony in the tabernacle of the congregation, where I will meet with"
