PassageID,Title,Author,Total termFreq,termFreq(africa),termFreq(african),termFreq(america),termFreq(annual),termFreq(black),termFreq(british),termFreq(brought),termFreq(carri),termFreq(charter),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(compani),termFreq(countri),termFreq(cruel),termFreq(dutch),termFreq(european),termFreq(export),termFreq(foreign),termFreq(fort),termFreq(franc),termFreq(french),termFreq(gambia),termFreq(gold),termFreq(hand),termFreq(human),termFreq(import),termFreq(indi),termFreq(inhabit),termFreq(king),termFreq(labour),termFreq(majesti),termFreq(manner),termFreq(merchant),termFreq(nation),termFreq(nativ),termFreq(negro),termFreq(number),termFreq(object),termFreq(peopl),termFreq(plantat),termFreq(poor),termFreq(portugues),termFreq(price),termFreq(properti),termFreq(public),termFreq(river),termFreq(sea),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(slaveri),termFreq(sold),termFreq(sugar),termFreq(taken),termFreq(thousand),termFreq(tobacco),termFreq(trade),termFreq(trader),termFreq(treat),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1236701302_000053,"The history of America containing the geographical, political, and commerical [sic] state of that continent: in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. du Bosque late Historographer to the French King. In two volumes. ...",Malachy Postlethwayt,111,5,7,0,0,2,4,0,5,1,3,3,3,16,1,0,0,0,0,1,3,1,2,0,2,1,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,1,0,0,1,0,1,0,0,0,0,6,0,0,2,1,0,0,20,12,0,0,1771,2,2,"London : printed by James Lowndes in Paternoster-Row, MDCCLXXI. [1771].",London,391,male,1707,1767,FALSE,"in the preceding papers, be obvious to every onre, who has attended to the matter. BUT beforelopen myself explicitly upon thisoccafion, I crave leave to premise the following particulars, viz. I. That while no means can be found to supply our colonies with white people sufficient to perform the laborious"
0452802300_000001,"The national and private advantages of the African trade considered: being an enquiry, how far it concerns the trading interest of Great Britain, effectually to support and maintain the forts and settlements in Africa; belonging to the Royal African Company of England: Shewing also that Support and Encouragement the Dutch and the French give to their respective African Companies; and that nothing less than 30,000 l. per Annum, granted by Parliament to the present Company, for a Term of Years certain can enable them to support a Competition with our Rivals in that Trade: with a Proposition to render the Interest of private Traders, and that of the Company mutually beneficial to each other. with a new and correct map. of the Coast of Africa, and all the European Settlements. Humbly inscribed to the Rt. Honble. Henry Pelham, Esq; First Lord Commissioner of his Majesty's Treasury, and Chancellor of the Exchequer.",Malachy Postlethwayt,102,11,10,1,0,0,1,0,2,0,0,2,0,10,1,0,1,0,1,3,5,0,1,0,1,1,0,1,0,0,0,2,1,0,1,7,0,8,0,0,0,5,0,0,1,0,1,0,0,5,1,0,0,0,1,0,0,1,14,2,0,0,1746,1,1,"London : printed for John and Paul Knapton, at the Crown in Ludgate-Street, MDCCXLVI. [1746].",London,131,male,1707,1767,FALSE,"THE i National and Private ADVANTAGES OF THE africadn TRADE / CONSIDERED: BE IN G A N E N Q U IR Y, How far it concerns the RADING INTEREST of Great Britain, effeaually to Support and Maintain The FORTS and SETTLEMENTS in AFRICA , BELONGING TO THE OYAL AFRICAN"
1218600100_000346,"A new geographical, Historical, and Commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a new and correct set of maps, Engraved by Mr. Kitchin.",William Guthrie,71,6,4,0,0,0,0,0,1,0,4,0,1,0,5,0,3,4,0,0,1,0,1,1,2,1,2,1,0,3,0,0,0,2,0,0,4,2,1,0,0,0,0,1,1,0,0,2,3,3,4,1,0,0,1,0,1,0,5,0,0,0,1770,1,1,"London : printed for J. Knox, at No 148, near Somerset-House, in the Strand, MDCCLXX. [1770].",London,728,male,1708,1770,FALSE,"reduced to perfe&t deserts, as the name of the latter denotes. In those countries , on the other hand , where there is plenty of Water, and particularly where the rivers overflow the land part of the Yar, as in Abyssinia, the productions of nature, both of the animal M"
0018300500_000067,"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the second.",Tobias Smollett,96,5,3,1,2,0,8,0,0,0,7,4,2,6,0,0,0,0,0,1,8,1,0,0,0,3,0,1,1,0,0,0,4,0,3,1,0,1,0,0,0,2,0,0,2,0,0,0,0,8,0,4,0,0,1,1,3,0,10,1,0,2,1767,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, MDCCLXVII. [1767].",London,491,male,1721,1771,TRUE,"the beginning of this fef, Mor sion the lord Barrington, as Tecretary at war , in daunt. formed the house, by his majesty's command,. that lieutenant-general Sir John Mordaunt, a member of that house, was in arrest for disobedience of his majesty's orders, while employed on the late expedition to"
0007700103_000113,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,67,3,1,1,1,0,0,0,3,0,6,1,0,1,1,0,3,3,0,0,1,1,0,1,4,1,0,4,1,0,0,0,0,0,0,4,0,2,2,0,0,0,0,3,2,1,1,1,0,4,0,2,0,0,1,0,0,0,4,0,0,3,1776,3,5,"London : printed for T. Cadell, in the Strand, M.DCC.LXXVI. [1776].",London,517,male,1713,1796,TRUE,"mark is only the fortieth part of an ideal value, which they callpiece. THIS word, from the time the Europeans have frequented Africa , is become the numerical term of all things that bear the greatest value. The price price of each species of merchandise imported thi B o o"
1408100102_000139,"A general history of the British Empire in America: containing an historical, political, and commercial view of the English settlements; including all the countries in North-America and the West-Indies, ceded to Great-Britain at the Peace of Paris. Also, a full and perspicuous account of all the military operations in these countries, during the last and former wars. In two volumes. ... The second edition. By Mr. Wynne.",John Huddlestone Wynne,75,1,1,1,2,4,0,0,0,0,0,6,1,0,4,3,0,3,0,0,0,0,0,0,0,2,2,1,1,2,0,5,0,3,0,2,1,3,6,0,1,1,1,0,0,1,0,0,0,1,0,7,3,0,0,0,2,0,1,0,2,1,1776,2,2,"London : printed for Richardson and Urquhart under the Royal-Exchange, 1776.",London,555,male,1743,1788,FALSE,"regions which now supply America with that species of commodity, as it may be called, ever come to be inhabited by a wife, civilised, and well policied people , this commerce would, no doubt, from that sra be at an end; and our adventurers in that business would be constrained"
1266000102_000389,"A political survey of Britain: being a series of reflections on the situation, lands, inhabitants, revenues, colonies, and commerce of this island. Intended to Shew That we have not as yet approached near the Summit of Improvement, but that it will afford Employment to many Generations before they push to their utmost Extent the natural Advantages of Great Britain. In two volumes. By John Campbell, L. . D. ...",John Campbell,68,1,2,3,1,0,1,4,2,0,1,3,5,2,4,0,0,0,3,1,1,0,1,0,2,0,0,2,1,0,0,1,0,0,2,1,1,3,2,1,0,2,0,0,0,0,0,1,0,2,3,0,0,0,1,0,2,1,5,0,0,0,1774,2,2,"London : printed for the author; and sold by Richardson and Urquhart, at the Royal Exchange; J. Wilkie, in St. Paul's Church-Yard; T. Cadell, P. Elmsley, and T. Becket, in the Strand; J. Walter, and T. Durham, at Charing-Cross; J. Dodsley, Pall-Mall; and L. Davis, Holborn, MDCCLXXIV. [1774].",London,791,male,1708,1775,FALSE,"up here are for the most Part re exported . lhence it appears that the Amount of this Trade ., which viewed in this Light only is very considerable, muss be esteemed so much clear Profit to the Nation , which is more than can be said of many others!."
1562800101_000131,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,80,1,0,12,0,2,1,0,1,0,0,7,2,1,1,0,1,2,1,2,0,3,4,0,1,1,0,0,1,0,0,3,0,1,0,0,0,4,2,0,2,3,0,2,1,1,1,0,0,0,2,0,3,0,3,1,0,1,6,0,0,0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"world among them in colonies , a good judgement may be made how greatly, the general traffic and navigation of Europe depends upon America . And, indeed, it is worth observation, that the trade from the several mother kingdoms, interested AM E t s6] ltrered in America , to their"
0299201200_000011,"A letter from a merchant of the city of London, To the R---t H----ble W---- P---- Esq; Upon the Affairs and Commerce of North America, and the West-Indies; Our African Trade; the Destination of Our Squadrons and Convoys; New Taxes, and the Schemes proposed for raising the extraordinary Supplies for the current Year.",Merchant of London,79,3,3,0,2,0,1,0,3,0,6,4,1,4,0,0,0,0,2,0,4,0,3,0,3,2,0,0,1,0,0,0,0,1,0,0,1,6,0,0,0,1,0,0,2,0,1,0,0,3,0,3,0,1,8,1,0,0,7,1,0,1,1757,1,1,"London : printed for J. Scott, at the Black Swan, in Pater-Noster-Row 1757.",London,97,unknown,,,FALSE,"be surprising that they Should be in so defenceless a Situation, when only 1o, ooo0; a Year has been paid for their Maintenance, (except threeyears i6, oool.) since the Coflutflttion of the new Company , : when the Royal African Company estimated at'a Tinme they were 130, 0 L in,"
0215100104_000137,"An historical geographical, commercial, and philosophical view of the American United States, and of the European settlements in America and the West-Indies. By W. Winterbotham. In four volumes. With numerous engravings. ...",William Winterbotham,72,1,1,2,2,0,0,2,3,0,1,1,0,3,0,0,7,1,1,0,0,0,2,0,1,1,1,0,3,3,0,1,0,0,0,3,0,2,1,0,0,0,0,0,1,2,1,1,1,2,3,1,0,0,2,0,3,2,7,0,0,3,1795,4,4,"London : printed for the editor; J. Ridgway , York-Street ; H. D. Symonds , Paternoster Row ; and D. Holt, Newark, [1795?].",London,556,male,1763,1829,FALSE,"contain five thousand whites, and fifteen thousand negroes . The fides of the mountains are laid out in very pretty settlements , but they have neither springs nor river . They raise here sugar and tobacco ; and this island, as veil as Curaflou, is engaged in the Spanith contraband"
1093300200_000624,"A new geographical, historical, and commercial grammar: and present state of the several Kingdoms of the World. Containing I. The Figures, Motions, and Distances of the Planets, according to the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, Curiosities, Seas, Rivers, &c. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations; their Forms of Government, Religion, Laws, Revenues, and Taxes. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. To Which Have Been Added The late Discoveries of Dr. Herschell, and other eminent Astronomers. Illustrated with a correct set of maps.",William Guthrie,68,1,1,2,0,1,1,0,1,0,2,6,0,0,2,0,6,0,1,0,0,0,3,0,1,1,0,0,1,2,0,0,0,1,0,0,1,4,2,0,1,2,1,1,0,0,0,6,2,1,1,3,0,0,3,0,0,1,3,0,1,2,1799,1,1,"Montrose : printed for Da. Buchanan, & Jas. Morison, sold by them, J. Fairbairn, A. Constable, Edinburgh; W. Coke, Leith; J. Gillies, & J. Duncan, Glasgow and the booksellers of Dundee, Aberdeen, &c, M,DCC,XCIX. [1799].",Montrose,1120,male,1708,1770,FALSE,"and partly on account of that dreadful scourge the yellow fever, to abandon this ifland'altogther. Only one refle&tion we shall make from the above facts, which is, that the situation of these unhappy negroes , men as well as their masters, and who have as good a right to the"
0151104400_000006,"Substance of the speech of His Royal Highness the Duke of Clarence, in the House of Lords, on the motion for the recommitment of the slave trade limitation bill, on the fifth day of July, 1799. (published at the Request of the West India Merchants and Planters, and the Mercantile Interest of Liverpool.)",Great Britain. Parliament. House of Lords,81,6,2,0,2,2,4,2,4,0,3,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,5,5,2,0,1,1,0,2,3,3,4,7,3,0,0,1,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,4,1,0,0,1799,1,1,"London : printed by C. Whittingham, Dean Street, Fetter Lane; and sold by F. and C. Rivington, St. Paul's Church Yard, [1799].",London,70,unknown,,,FALSE,"Trade with Africa . Even lmr. Ste .eens allows, that Blacks are carried into Turkey, ( 31) key, for the purposes of state, of luxury, and even for the seraglios of Muslims. As to the fact, I will admit that gentleman to be right; but he is erroneous as to"
1562800101_001494,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,110,6,1,5,1,0,0,1,3,1,0,3,1,3,0,0,0,0,1,1,0,6,11,0,4,1,0,6,2,0,1,2,0,0,0,1,0,9,3,0,0,0,1,0,1,0,0,0,2,1,1,0,0,1,11,1,1,0,14,3,0,0,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"1 An exemption from all local and provincial inland duties of any kind, upon their goods and merchandise in France , as aifo from all duties for merchandise exported to Africa , wherewith to purchase negroes , gold , ivory, c. which, considering the number of (hips they employ in"
1478900602_000028,"The history of America: containing the geographical, political, and commercial state of that continent; in which is given a succinct account of the trade, customs and policy of the French nation, and the foundation they have laid for obtaining the sole dominion in those colonies. Translated from the French of Mons. Du Bosque, late historographer to the French King. In two volumes.",Malachy Postlethwayt,97,1,1,4,1,0,0,0,4,0,11,1,2,6,0,0,3,0,0,2,0,1,8,0,5,1,0,0,0,0,3,0,5,0,5,0,1,5,2,0,0,0,0,0,3,0,1,2,1,0,5,1,0,0,0,2,1,1,6,2,0,0,1770,2,2,"London : printed by George Cave and William Jordon, in St. Paul's Church Yard, MDCCLXX. [1770]",London,386,male,1707,1767,FALSE,"the river Loire, bound to Guinea, they shall be under the Ga famre [ 84 ] same reffriaions as those bound to the French american islands, according to the arret of council 23 September, I71o. And, with respect to the wines of Bordeaux, we will and ordain, that they are"
1010400100_000113,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,97,1,3,0,1,0,7,3,2,0,1,1,2,3,1,0,1,0,11,0,0,8,1,0,5,0,0,6,2,1,0,1,0,0,2,3,1,1,0,0,0,3,1,1,0,0,0,0,0,1,0,1,0,0,4,0,0,6,12,0,0,0,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"already manufactured, such as those brought from the Eafl Indies , and buying such commodities as are brought from Turkey to keep the poor at work. The Eafl India trade has been eremed to be of little advantage to the British nation ; for though great quantities of cloth, lead,"
1240800600_000290,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several Kingdoms of the World Is so Interspersed As to render the Study of Geography both Entertaining and Instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions and Memorable Events. Together with An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishopricks, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated With a Set of Twenty-Three New Maps of the several countries. Drawn by the Direction of Mr. Salmon, and Engraved by Mr. Jefferys, Geographer to His Majesty.",Thomas Salmon,72,0,2,1,1,2,0,0,2,0,2,0,0,0,6,1,2,1,0,1,0,0,0,0,2,0,0,0,0,4,1,1,0,0,0,0,5,3,1,0,4,1,1,8,0,0,0,3,1,0,1,5,0,0,5,0,1,1,3,0,0,0,1766,1,1,"Dublin : printed for P. Wilson, J. Exshaw, T. Dyton, H. Bradley, and M. North, M.DCC.LXVI. [1766].",Dublin,693,male,1679,1767,FALSE,"the more Southern Provinces of Brasil, there is no Country between the Tropics where the Heats are more tolerable, or the Air more healthful, than this, being constantly refrefied with Breezes from the Sea , and abounding in Lakes and Rivers , which annually overflow their Banks; and, in the"
0680300102_000524,"The history and survey of the cities of London and Westminster, Borough of Southwark, and parts adjacent. Containing, I. The Original Foundation, and the Antient and Modern State thereof. II. An exact Description of all the Wards, Parishes, Parish-Churches, Palaces, Halls, Hospitals, Publick Offices, Edifices, and Monuments, of any Account, throughout the said Cities, Borough, &c. III. A particular Account of the Government of the said Cities, &c. Ecclesiastical, Civil and Military; of all the Charters, Liberties, Privileges, and Customs; and of all the Livery and other Companies, with their Coats of Arms. IV. Lists of all Offices and Officers of His Majesty's Revenues and Household, and those of the rest of the Royal Family; together with the Salaries thereunto belonging. V. The Antiquities of Westminster-Abbey, with a Description of the Monuments, Tombs, &c. VI. A View and Description of the Mansion-House, and Westminster-Bridge. In which is introduced Sir William Dugdale's History of St. Paul's Cathedral from its Foundation: Beautified with various Prospects of the Old Fabrick, which was destroyed by the Fire of London, 1666. As also the Figures of the Tombs and Monuments therein, as they stood in September, 1641, with their Epitaphs neatly imitated, which were defaced in the Grand Rebellion; with an Account of the Foundation and Structure of the New Church till finished. To which is prefixed the Effigies of Sir William Dugdale. The whole being an improvement of Mr. Stow's, and other historical writers and surveys. Dedicated to Sir Crisp Gascoyne, Knt. By a gentleman of the Inner-Temple.",John Stow,93,1,2,0,1,0,0,2,4,2,2,0,0,15,0,0,0,0,2,2,2,0,0,0,2,1,0,1,1,0,1,2,0,0,1,2,1,4,2,0,0,5,0,0,4,0,1,0,0,2,0,2,0,1,1,1,1,0,20,2,0,0,1753,2,2,"London : printed for M. Cooper, at the Globe in Pater-Noster-Row; W. Reeve, Fleet-Street; and C. Sympson, at the Bible in Chancery-Lane, MDCCLIII. [1753].",London,937,male,1525,1605,FALSE,"would advance a further Stock, sus fanturcd at home, c. ficient to support and improve the said Trade in So that their Trude did not only produce every Branch thereof. an annual Dividend of certain Profits to all the HERE follows what Improvements this Corn particular Adventurers in the Joint"
0464201000_000004,"Remarks on the slave trade, and the Slavery of the Negroes. In a series of letters.",Africanus,72,4,3,1,1,0,0,0,2,0,5,0,3,1,5,2,0,3,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,4,0,2,2,5,1,0,1,0,0,1,0,0,0,0,1,0,0,6,4,0,0,1,0,0,5,0,0,3,1788,1,1,"London : printed and sold by J. Phillips, George-Yard, Lombard-Street; and sold also by T. Payne and Sons, Meuse-Gate, Charing-Cross; and Chase and Co. Norwich, MDCCLXXXVIII. [1788].",London,89,unknown,,,FALSE,"inland countries , and are said to send off annually from these parts 15, 00o slaves . At Benguela, about ten degrees and an half south latitude the Slave Trade ends. From the local account of negroe land and the coast of Guinea, arises one general obfervation that the manners"
0432000100_000553,"Lex mercatoria rediviva: or, the merchant's directory. Being a complete guide to all men in business, Whether AS Traders, Remitters, Owners, Freighters, Captains, Insurers, Brokers, Factors, Supercargoes, Agents, Containing an account of our mercantile companies; of our colonies and factories abroad; of our Commercial Treaties with Foreign Powers; of the duty of consuls, and of the Laws concerning Aliens, Naturalization, and Denization. To Which IS Added, a sketch of the present state of the commerce of the whole world; describing the Manufactures and Products of each particular Nation; with Tables of the Correspondence and Agreement of their respective Coins, Weights, and Measures. Extracted from the works of the most celebrated British And Foreign Commercial writers. The whole equally calculated for the Information and Service of the Merchant, Lawyer, Member of Parliament, and private Gentleman. By the late Wyndham Beawes, Esq; His Britannick Majesty's Consul at Seville and St. Lucar. The fourth edition, considerably improved, enlarged, and altered to render it suitable to the present Time, by Thomas Mortimer, Esq; Formerly his Majesty's Vice Consul at Ostend, and Author of several Commercial Treatises.",Thomas Mortimer,84,5,3,0,1,0,0,1,2,0,9,0,2,2,3,0,1,2,3,1,0,2,8,0,1,0,0,1,0,2,1,0,0,0,0,3,1,2,0,0,0,0,0,1,0,2,0,1,3,3,1,0,0,0,1,0,5,0,9,0,2,0,1783,1,1,"London : printed for J. Rivington, and Sons, T. Longman, B. Law, S. Crowder, T. Cadell, G. Robinson, J. Sewel, and R. Baldwin, MDCCLXXXIII. [1783].",London,973,male,1730,1810,FALSE,"thousand foreign Families, which Trade had drawn there, though he supposes it principally aries from the Sale of the Prize Goods, continually bringing in by their Privateers. The Country produces plenty of Corn, besides the other Commodities peculiar to Barbary, and their Imports consist of Gold and Silver Stuffs, Damaks,"
1163900102_000030,"The history, civil and commercial, of the British colonies in the West Indies: in two volumes. By Bryan Edwards, ...",Bryan Edwards,66,2,2,0,1,0,2,1,0,0,3,1,1,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,5,1,1,4,0,1,1,1,0,2,0,0,0,0,0,2,10,0,2,1,1,0,1,7,1,0,2,1793,2,2,"London : printed for John Stockdale, 1793.",London,503,male,1743,1800,FALSE,"the chl: f, which the ai)pcals to; : s a proof of free birth, and : nkrts that her lather hadi a plantation of cu n, yams, and tobacco , and polnflld many fl, vcs. of io of violence, oppression, and fraud among the natives towards each other. Without doubt,"
0663700100_000769,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants.",Richard Rolt,70,4,0,2,0,3,0,2,1,0,1,2,2,3,6,0,1,2,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,2,0,1,0,11,1,0,2,1,1,1,0,0,0,4,1,2,0,2,0,1,1,1,0,1,0,0,1,1,1756,1,1,"London : printed for T. Osborne and J. Shipton; J. Hodges; J. Newbery; G. Keith; and B. Collins, MDCCLVI. [1756].",London,926,male,1724,1770,FALSE,"of the city of L, iloin \ who are governed by a mafler, two warnlns, 18; fliints, and 48 liverymen; whose fine is 3 1 6 a. and 8 d. but having no hall, they tranifat their.lbulincl( in Guildhall. ili: s'ls. itwo capls, cor piinif, at the werl end of"
1741800108_000218,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,64,3,3,1,0,0,1,1,2,0,3,2,2,1,3,1,0,2,1,1,0,0,0,0,1,0,2,1,1,1,2,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,2,0,0,0,1,8,0,0,1,0,0,1,8,1,0,0,1797,8,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,795,unknown,,,FALSE,"f gether in a large plain, where, by our fnrgeons, they o are thoroughly examined, and that naked, both men t and women, without the lead! dillintion or modesty. s Those which are approved as good, are set on one fide; t in the meanwhile a, burning iron, with thie"
1146100700_000002,"The national and private advantages of the African trade considered. With a correct map of Africa, and all the European Settlements. By the late Malachy Postlethwayte, Author of the Dictionary of Trade and Commerce.",Malachy Postlethwayt,78,5,1,1,0,2,0,1,0,0,0,3,2,0,10,1,1,1,2,1,0,1,1,0,2,0,1,0,0,0,0,3,0,0,1,6,1,4,0,1,2,6,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,10,0,1,2,1772,1,1,"London : printed for William Otridge, Bookseller, behind the New Church in the Strand, M.DCCLXXII. [1772].",London,136,male,1707,1767,FALSE,"prepoffeiled against this Trade , thinking it a barbarous, inhuman, and unlawful Traffc for a Christian Country to Trade in Blacks ; to which I would beg leave to observe; that though the odious Appellation of Slaves is annexed to this Trade , it being called by some the Slave"
0231300500_000079,"A history of the law of shipping and navigation. By John Reeves, Esq. Author Of ""the History Of The English Law.""","Reeves, John",80,1,2,4,0,0,1,3,0,0,0,3,0,2,3,0,0,4,4,3,2,1,1,1,0,0,0,8,2,2,3,0,3,2,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,4,0,0,0,1,2,0,1,10,0,0,0,1792,1,1,"Dublin : printed by Thomas Burnside, for Messrs. E. Lynch, P. Wogan, P. Byrne, J. Moore, W. Jones, R. Mcallister, H. Watts, And J. Rice, 1792.",Dublin,469,male,1752,1829,FALSE,"some foreign sloop, schooner, or other vessel, not having more than one deck, and not exceeding the burden of seventy tonnes, and mufl be owned and navigated by the fubjetts of some so reign European sovereign, or itate (a); and the same description of persons and Whips may export from"
0600600500_000004,"The African trade, the great pillar and support of the British plantation trade in America: ...",Malachy Postlethwayt,115,6,5,2,0,0,1,0,0,0,0,10,1,6,0,0,1,0,1,1,1,7,12,0,3,0,0,6,1,0,0,3,0,0,0,2,0,18,0,0,0,5,0,0,1,0,0,0,0,2,1,0,0,0,5,0,0,1,12,0,0,1,1745,1,1,"London : printed for J. Robinson, 1745.",London,47,male,1707,1767,FALSE,"America ; and yet very little enhance it to the French Planter. Still further to encourage the cheap and plentiful Importation of Negroes into the French Colonies , France has exempted their African Company from one half of the Duty on all such Goods of the Produce of their Sugar"
