PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(appear),termFreq(believ),termFreq(child),termFreq(court),termFreq(daughter),termFreq(earl),termFreq(end),termFreq(enter),termFreq(famili),termFreq(father),termFreq(fortun),termFreq(friend),termFreq(gener),termFreq(gentleman),termFreq(hand),termFreq(happi),termFreq(hear),termFreq(heard),termFreq(heart),termFreq(herself),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(knight),termFreq(know),termFreq(ladi),termFreq(late),termFreq(leav),termFreq(left),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(mean),termFreq(mind),termFreq(miss),termFreq(night),termFreq(old),termFreq(person),termFreq(poor),termFreq(prai),termFreq(present),termFreq(return),termFreq(room),termFreq(servant),termFreq(sure),termFreq(think),termFreq(thought),termFreq(told),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0012800602_000011,"The novelist: or, a choice selection of the best novels. By J. H. Emmert. ... . Containing Sir Charles Grandison and Tom Jones.","Emmert, J. H. (Johann Heinrich)",68,0,2,2,1,1,0,1,0,2,1,2,0,1,0,6,2,0,0,0,0,1,0,0,0,0,1,2,3,0,2,2,0,0,1,1,1,3,0,1,1,5,0,0,3,1,2,1,2,1,2,2,2,1,0,2,0,2,0,2,1792,1,2,"Gottingen : printed for Vandenhoeck and Ruprecht, 1792-93.",Göttingen,309,unknown,,,FALSE,"employed in perfuadihg the lanilord, the other was no lets earnest with Mr. Adamt:; whom he advised to bring his aiion immediately,  oferving, that the assault'  the wife , was in law:, the afiault'of the h iband; for they were ut dne person   he he was"
0280900400_000047,Religious courtship: being historical discourses on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in reigion [sic] with one another. With an appendix ...,Daniel Defoe,92,0,1,4,1,0,2,0,2,0,4,6,0,0,0,4,1,1,0,0,0,1,1,1,1,0,0,5,6,0,2,1,0,2,1,1,0,7,2,1,3,0,0,7,1,0,3,1,1,0,0,0,1,2,3,5,1,1,0,5,1774,1,1,"London : printed for L. Hawes, W. Clark, and R. Collins, T. Caslon, and S. Crowder, 1774.",London,360,male,1660,1731,TRUE,"as the youth go now. Wife . But I can tell you more news than that , of( () of him, he is become the mor pious, serious, religious gentleman in all the country. Fit. You surprise me indeed, now. ivife I assure you, tis no copy of his countenance;"
0562001400_000017,"The orphans; or, generous lovers. An opera, in three acts. Published for the benefit of the widows and orphans of the soldiers who fell in Holland. By Henry Shepherd, Esq. Capt. in the 49th Reg.","Shepherd, Henry",86,1,0,1,3,0,3,0,0,0,2,6,0,6,1,1,3,0,1,3,3,0,2,2,3,0,1,4,1,0,1,1,5,1,3,3,4,0,1,1,4,1,2,2,0,3,2,2,1,0,0,0,1,0,0,0,0,0,0,1,1800,1,1,"London : printed by C. Clarke, Northumberland Court, Strand. for T. Egerton, Military Library, Whitehall, 1800.",London,102,unknown,,,FALSE,"must stand her friend , if she be not hanged. cic. Thinking that two poor babes, without the treasures intended to accompany them, would be but a poor present , and that I might be roughly rewarded for my pains; I laid them secretly in the garden house , which"
0028600102_000024,"Chit-Chat: or, natural characters; and the manners of real life, represented in a series of interesting adventures. In two volumes. ...",,69,2,1,0,2,0,0,0,0,0,0,4,0,3,0,1,1,0,1,3,0,3,0,2,0,0,0,2,1,1,1,1,2,0,1,0,1,2,1,0,1,8,0,1,1,1,1,0,1,2,3,0,3,1,2,1,1,2,0,4,1755,2,2,"London : printed for R. and J. Dodsley, at Tully's Head, in Pall-Mall, MDCCLV. [1755].",London,232,unknown,,,FALSE,"the maid to ask at the inn for Mrs. Gaston, and to make all the inquiries Ihe could about her. As soon as she had dispatched her servant , she returned to her friends , hoping to learn some tidings of young Aston, from Welford; supposing he must have seen,"
0033100603_000012,"Louisa Forrester; or, characters drawn from real life. In three volumes. ...",,82,0,2,1,0,0,1,0,0,2,1,0,1,4,0,0,0,2,1,4,0,0,4,8,2,0,1,4,6,2,0,1,0,0,0,2,1,4,3,1,0,7,0,1,3,0,1,1,0,0,2,1,3,1,1,0,0,2,0,1,1789,3,3,"London : printed for W. Lane, Leadenhall-Street, M.DCC.LXXXIX. [1789].",London,219,unknown,,,FALSE,"heard mention made of you from ""a friend in that county, and I have from acquaintance near Wiloughby "" Castle, that I long to fee."" "" No, "" Madam , I have not a foot of land in "" that county."" ""Well, Sir, but you have connex ( ions there."
0094300200_000040,"The dramatick works of Sir Richard Steele. Containing the following comedies, viz. The funeral; or, grief a-la-mode. The tender husband; or, the accomplish'd fools. The lying lover; or, the lady's friendship.",Richard Steele,82,0,0,1,0,0,0,0,1,0,1,0,2,0,1,3,2,1,1,1,3,1,0,0,0,0,1,3,6,1,1,0,0,0,6,1,2,8,3,3,1,0,0,0,1,2,3,1,0,3,2,0,2,2,1,0,1,1,1,8,1723,1,1,"London : printed for J. T. And sold by Bernard Lintot between the Temple-Gates in Fleet-Street, 1723 [1722].",London,270,male,1672,1729,TRUE,"Flattery and Admiration. Niece. No -- ince there is room for Fancy in a Piture, I would be drawn like the Amazon ihale/ris, with a Spear in my Hand , and an Helmet on a Table before me at a distance behind let there be a Dwarf, holding by the"
0440300101_000039,"Woman as she should be; or, memoirs of Mrs. Menville. A novel. In four volumes. By Mrs. Parsons, ...",Eliza Parsons,79,1,0,3,4,0,1,0,0,1,0,4,3,1,1,0,1,0,0,1,2,0,1,4,2,0,0,2,0,0,1,4,0,0,0,1,2,1,0,1,2,5,1,0,0,7,2,0,1,3,0,2,2,0,1,1,3,1,1,5,1793,1,4,"London : printed for William Lane, at the Minerva, and sold by E. Harlow, 1793.",London,282,female,1738,1811,TRUE,"insult you; and I am very sure , neither the softness of your disposition, nor your prudence, will deserve to meet any ill treatment. Your situation is so delicate, that I dare not. presume to advise you relai tive to Miss Shepherd; but I will speak frankly my sentiments of"
0739200100_000016,"The history of Joshua Trueman, Esq; and Miss Peggy Williams.",,80,1,1,4,0,0,2,0,0,1,2,6,1,0,0,2,0,0,0,2,2,2,0,3,1,0,0,1,5,0,1,1,0,0,3,2,0,3,0,2,0,9,0,1,0,3,0,0,1,2,2,1,2,3,2,0,1,0,0,5,1755,1,1,"Dublin : printed by A. Reilly, for the booksellers, MDCCLV. [1755].",Dublin,339,unknown,,,FALSE,"his daughter ; telling her, the might reserve what she thought proper for her new chamber maid. Mr. Trueman was desired to read the catalogue aloud, and Miss let him go on without interruption, till he came to two pictures in miniature.  Whose are they ?' The asked "
0377000700_000020,"The accomplish'd rake: or, the modern fine gentleman. Being the genuine memoirs of a certain person of distinction.",Mary Davys,74,2,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,4,2,0,0,2,1,1,0,2,3,5,0,2,2,0,1,5,0,3,3,1,0,0,3,2,0,0,1,0,1,2,1,0,4,2,1,2,1,4,1,1,3,1756,1,1,"London : printed for A. Stephens; F. Noble; W. Bathoe; and J. Noble, 1756.",London,262,female,1674,1731,FALSE,"my Honour is engaged, and I know you Ladies hate a Coward, I will therefore condu&t you to the Chair, and permit me to wilh you a good Morning. The young Lady was soon at home, where fle found Miss Friendly full of Wonder, what was become of her and"
0555804300_000011,"Amelia, or, the distress'd wife: a history founded on real circumstances. By a private gentlewoman.","Justice, Elizabeth           1752",72,0,2,0,2,0,1,0,0,0,2,2,1,5,0,2,0,0,0,2,1,3,0,0,1,0,0,3,2,0,2,3,0,0,4,1,0,2,1,0,1,0,0,2,2,1,0,0,3,2,1,2,2,4,1,1,3,1,1,3,1751,1,1,"London : printed for the authoress, and sold by Mr. Dodsley in Pall-Mall ; Mr. Osborne in Gray's-Inn ; Mr. Dodd in Ave-Mary-Lane ; Mr. Willock at the Royal-Exchange ; Mr. Leake at Bath; and by Mr. Thurlborne, at Cambridge, 1751.",London,258,female,,,FALSE,"for he said, ihe should have what the wanted; but, as the expeted, the Bill did not come. Amelia went to her Father , and took as much Money as would pay the Rent, promising to repay it, when flme hold have a Remittance from rork: She went directly to"
0072803000_000007,Sir John Cockle at Court. Being the sequel of The king and the miller of Mansfield. A dramatick tale. By R. Dodsley.,Robert Dodsley,75,0,0,2,2,1,4,0,0,2,0,0,1,1,0,1,0,0,3,1,1,0,3,2,1,7,0,3,1,0,1,0,0,1,1,3,0,3,1,0,0,1,0,2,0,1,5,3,2,2,1,1,2,1,1,0,1,3,1,2,1738,1,1,"Dublin : re-printed by George Faulkner, Mcddxxxviii[1738].",Dublin,30,male,1703,1764,TRUE,"15) Sir vojn. Sir, I am not used to these Things, I don't uiiderfiand em at all; but, let's see. Sir John readr. A Poem in praise of the incomparable Sincerity, and uncommon Honesty, of the worthy Sir Jchn Cockle, c. Sir tohn. Enough, enough; a Poem in praise of"
1081200900_000015,"The tender husband; or, the accomplished fools. A comedy. By Sir Richard Steele. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, by permission of the managers.",Richard Steele,84,0,0,1,0,0,0,0,1,1,1,0,3,1,0,3,1,2,1,1,3,1,0,0,0,0,1,4,6,1,1,0,0,0,4,1,2,10,4,3,1,0,0,0,2,2,3,1,0,1,2,0,3,1,1,0,0,1,1,8,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCI. [1791].",London,90,male,1672,1729,TRUE,"Venus. Niece. I leave these particulars to your own fancy. Capt. Please, madam , to uncover your neck a little ; a little lower still a little , little lower. Niece. I'll be drawn thus, if you please, sir. Capt. Ladies , have you heard the news of a late"
1240602003_000060,"The history of Miss Betsy Thoughtless, in four volumes. ...",Eliza Haywood,81,1,0,1,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,3,1,1,0,0,3,0,0,5,8,0,1,3,0,0,1,2,1,7,3,2,0,12,0,2,0,2,0,1,0,1,2,1,3,1,2,0,1,0,1,2,1751,3,4,"London : printed by T. Gardner, and sold at his printing-office at Cowley's-Head, facing St. Clement's Church, in the Strand; and by all booksellers in town and country, M,D,CC,LI. [1751].",London,293,female,1693,1756,TRUE,"girl,  my lady ! why, madam ,  don't you know what's done today ?'-  Not I,  replied she: -  prithee what  doff mean What done ?'-  Lord,  madam ,  said Nanny,  I wonder you  should not know ic; -"
0314600104_000098,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. ...",Samuel Richardson,75,3,0,0,0,0,2,0,0,1,3,1,1,2,1,3,0,0,1,0,1,2,1,1,1,0,0,4,5,2,1,0,1,0,1,0,3,0,2,0,0,1,0,0,4,0,6,1,2,1,0,1,2,4,4,1,2,0,1,2,1774,4,8,"London : printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox, M.DCC.LXXIV. [1774].",London,382,male,1689,1761,TRUE,"invited himself  home with me. And when there, he acquainted  me with the whole of the unhappy affair that had made made them all so uneasy.. Till then i knew itonn^,  ly by report; for, intimate as we were, I, forborye  to speak of what was"
0016500501_000010,"The unhappy wife, a series of letters, by a lady. In two volumes. ...",Lady,84,0,1,1,3,0,4,0,0,0,3,3,4,3,1,1,0,2,0,1,0,1,0,0,1,0,0,0,9,2,1,2,1,6,1,4,1,0,2,0,2,8,0,3,2,0,0,0,0,1,1,0,2,2,0,1,1,0,0,3,1770,1,2,"London : printed for F. Newberry, the corner of Ludgatestreet, St. Paul's Church yard, and J. Smith, No. 15. Paternoster-Row, M.DCC.LXX. [1770].",London,174,female,,,FALSE,"and waited on Mr. Drab with his grandchild, but that old wretch carried his resentment beyond the grave; bid the maid begone, and carry the brat to the Foundling Hospital, where he intended to leave part of that fortune which his daughter had lost by her disobedience. The maid left"
0100500403_000058,"The history of Miss Betsy Thoughtless, in four volumes. ...",Eliza Haywood,83,1,1,1,0,1,0,0,1,0,0,1,1,0,0,2,0,0,1,3,1,2,0,0,3,0,0,4,9,0,0,3,0,0,2,2,1,8,3,2,0,13,0,3,0,2,0,1,0,1,1,1,1,1,2,0,1,0,1,2,1751,3,4,"Dublin : printed for Oliver Nelson, at Milton's-Head in Skinner-Row, MDCCLI. [1751].",Dublin,167,female,1693,1756,TRUE,"but pry, is your Lady at home?' -  0, · dear Madam ,  fai the Girl,  my Lady ! -  why, Madam , don't you know what's done to * ?'-' Not I, replied he: - prithee what 4 dost mean ? - What's done?' -"
0797200122_000524,The novelist's magazine. ...,,75,0,0,1,2,0,1,0,0,1,0,0,0,1,0,0,5,1,2,1,0,3,1,1,3,0,0,3,3,1,0,0,0,0,4,0,1,7,1,3,2,3,1,1,1,3,0,1,0,1,1,1,0,1,2,0,3,2,0,6,1787,22,23,"London : printed for Harrison and Co., 1780-88.",London,699,unknown,,,FALSE,"modesty apologised for having lection does not carry me so far back; so rudely broke in upon me.  My de'  I believe that lady ,  pointing to sign, Madam ,  said ihe, was to have theltranger, canteilyou.' Theyolng · requested the honour of speaking a few"
1294200100_000108,"Conclusion of the memoirs of Miss Sidney Bidulph, As prepared for the Press By the late editor of the former part. Volume III.",Frances Sheridan,73,1,3,4,2,0,1,0,0,2,0,0,0,0,0,1,1,1,2,1,2,1,0,1,1,0,0,6,1,0,1,4,1,0,1,0,2,3,0,0,1,1,0,1,0,5,2,1,1,1,0,1,1,4,4,0,1,2,1,3,1767,1,1,"Dublin : printed for G. Faulkner, in Parliament-Street, M.DCC.LXVII. [1767].",Dublin,343,female,1724,1766,TRUE,"are at dinner together. She begged I would go to them; said ihe was very sorry I had disturbed myself to come to her; and that Mrs. Spill man would be so kind as to sit with her till we had done dinner, when she should be glad to join"
0410700100_000047,"Religious courtship: being historical discourses on the necessity of marrying religious husbands and wives only: as also of husbands and wives being of the same opinions in religion. With an appendix, Of the Necessity of taking none but Religious Servants; and, A Proposal for the better managing of Servants.",Daniel Defoe,84,0,0,2,1,0,2,0,2,0,3,5,0,1,0,3,1,1,0,1,0,1,0,0,0,0,0,5,5,1,1,1,0,2,1,1,0,8,2,1,3,0,2,7,2,0,2,1,0,0,1,0,2,2,2,2,1,0,0,6,1775,1,1,"London : printed for Bernard Lintot, in the Strand, M.DCC.LXXV. [1775].",London,333,male,1660,1731,TRUE,"see me. [Upon this foot the discourse ended for that time; and all thoughts of the match for the eldest daughter with the son of that gentlewoman being laid aside for the present , the old lady , at parting, in a very friendly manner, invited the young ladies to"
0568800105_000058,The spectator. ...,,77,2,0,2,0,1,3,0,0,0,2,2,2,2,1,1,2,1,1,2,3,0,0,1,2,0,2,2,2,1,0,0,2,2,1,2,2,0,1,0,1,2,0,5,1,0,0,0,0,0,0,0,2,4,5,0,3,0,4,3,1778,5,8,"London : printed for Richard Eyres, No. 186, Fleet-Street, and sold by all other booksellers in Great Britain and Ireland, MDCCLXXVIII. [1778].",London,96,unknown,,,FALSE,"of minding what was said, by the company, was whitlling to himself in a very thoughtful mood, and playing with a cork. I jogged Sir Aldreto Freeport who sat between us; and as we were both observing him, wefaw the knight (hake his head, and heard him say to himself,"
0019900202_000036,"Frederic & Caroline, or the Fitzmorris family. A novel. In two volumes. By the author of Rebecca, Judith, Miriam, &c. ...","Foster, E. M.",70,0,1,0,2,0,1,0,0,0,0,1,3,0,0,1,0,1,1,0,1,1,7,2,3,0,0,3,1,0,0,0,1,1,1,1,1,2,5,0,0,4,0,2,0,5,2,0,1,1,1,0,1,2,4,1,1,1,0,3,1800,2,2,"London : printed at the Minerva-Press, for William Lane, Leadenhall-Street, 1800.",London,298,male,,,FALSE,"his heart (hall your virtues be foftered your cares fllall be hushed on his bofom you (hall indeed be the pride, the support of his declining life . In the as fecion of my children will ] seek consolation. My Frederic will yet be happy ; on him will I"
0552900105_000058,The spectator. ...,,79,2,0,2,0,1,2,0,0,0,2,2,2,3,1,1,2,1,1,2,3,0,0,1,2,0,2,2,2,0,0,0,2,2,1,2,1,0,1,0,1,2,1,6,1,0,0,0,0,0,0,0,3,5,5,0,3,0,4,3,1775,5,8,"London : printed for C. Bathurst; W. Strahan; J. Rivington; T. Davies; J. Hinton: L. Davis; T. Lowndes; Hawes, Clarke, and Collins; J. Dodsley; B. White; T. Longman; B. Law; S. Crowder; E. & C. Dilly; T. Caslon; J. Robson; W. Flexney; T. Becket; J. Johnson; W. Grissin; H. Baldwin; W. Nicoll; J. and T. Bowles; J. Knox; J. Ridley; R. Horsfield; G. Robinson; F. Newbery; T. Cadell; W. Otridge, and E. Johnston, MDCCLXXV. [1775].",London,440,unknown,,,FALSE,"before. N 359 Tuesday, April 22, oiva leelna lupum sequitur, lupus ipse capellam; flo entemn cytifiwi sequitur lafciva capella. vir G. Ed. 6 V 63 The greedy lioness the wolf pursues, The wolf the kid, the wanton kid the browze. DRYDEN, A S we were at the Club last night"
0363400102_000044,"Caroline; or, the diversities of fortune : a novel. In two volumes. ...","Hughes, Anne",66,0,1,1,1,0,1,0,1,3,1,1,3,1,0,1,0,0,1,0,1,3,1,0,3,0,0,2,0,2,4,0,0,0,2,1,2,1,2,0,2,2,1,0,0,1,0,1,3,2,0,1,1,2,1,0,2,4,0,3,1787,2,2,"Dublin : printed by M. Graisberry, for Messrs. Gilbert, White, Byrne and H. Whitestone, 1787.",Dublin,295,female,,,FALSE,"be thieves who have .taken this method of get tting into the house . Run down and tell John to know who they are before he opens the hall : door,"" away. ran the housekeeper with the fwifthefs of. fear, but in a. few moments returned with all the joy"
0273302000_000008,"Amusement hall; or, an easy introduction to the attainment of useful knowledge. By a lady.",Lady,88,0,0,0,2,0,2,0,1,3,0,11,4,2,0,0,0,4,2,1,0,1,0,2,2,0,0,1,3,0,4,2,4,0,1,1,4,7,3,2,0,1,0,2,2,1,0,0,2,1,0,0,2,2,1,1,0,0,0,4,1794,1,1,"London : printed for and sold by T. Gardiner, No 19, Princes-Street, Cavendish-Square: sold also by T. Chapman, No. 151, Fleet-Street J. Mathews, Strand; W. Button, and M. Trapp, Pater-Noster-Row; and J. Martin, Jun. No. 432, Oxford-Street, 1794.",London,141,female,,,FALSE,"dearly, if you will nike her well. MIRS. SMITH. miy sweet fellow, I will do all in my power to make your mamma happy . WILLIAM (running up to her.) Then you shall have twenty kisses. MRS. SMITH. Will you, Miss , be so obliging as to inform your mamma"
0783300701_000045,"The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams. Written in imitation of the manner of Cervantes, ... By Henry Fielding, Esq. In two volumes. ...",Henry Fielding,70,0,1,2,1,0,1,0,0,1,2,2,1,0,1,3,2,0,1,1,0,3,0,0,0,0,0,2,7,0,0,3,0,0,2,1,0,5,0,1,1,5,0,2,1,0,1,2,1,2,3,1,1,1,1,0,2,0,0,3,1794,1,2,"London : printed for, and sold by H. D. Symonds, 1794.",London,260,male,1707,1754,TRUE,"fellow to come in. L Madam ,  says Slipslop,  I am sure no one can iefute another coming into a stagecoach'  don't know , Madam ,  says the Lady ,  I am not imuch tfied to flage coaches, I seldom travel in them.' That may"
0739200100_000125,"The history of Joshua Trueman, Esq; and Miss Peggy Williams.",,68,2,1,0,0,0,2,0,0,0,0,1,1,5,0,2,1,3,0,2,2,1,1,2,0,0,0,2,4,0,0,1,0,1,1,1,3,1,1,1,0,5,0,0,0,0,0,0,3,3,1,1,1,2,4,1,2,2,0,1,1755,1,1,"Dublin : printed by A. Reilly, for the booksellers, MDCCLV. [1755].",Dublin,339,unknown,,,FALSE,"his friend .' Dear madam ,  said Trueman,  it is from your friendship that I hope for hap'  your lovely daughter has forgiven all my fol'  let me entreat you not to force her to render me. wretched, by recalling that forgivenes :. a mutual, consent"
0615000701_000020,The rambler. ...,Samuel Johnson,77,1,0,1,0,1,1,0,3,0,2,3,0,1,1,3,0,0,0,5,0,0,1,1,2,0,0,1,5,3,0,0,2,2,2,2,3,5,0,2,1,2,0,0,0,1,3,0,1,2,3,0,0,0,3,0,4,1,0,3,1784,1,4,"London : printed for W. Strahan, J. Rivington and Sons, B. Collins, T. Longman, B. Law, C. Dilly, T. Carnan, J. Robson, G. Robinson, T. Lowndes, T. Cadell, W. Cater, H. Baldwin, T. Newbury, J. Knox, J. Bew, J. Nichols, W. Goldsmith, J. Murray, T. Evans, W. Fox, and J. Macqueen, MDCCLXXXIV. [1784].",London,328,male,1709,1784,TRUE,"the cheerful menials see, Gay with the (mile of bland equality No social care the gracious lord disdains; Love prompts to love , and reverence reverence gains. Tr the RAMBLER. S IR, S you seem to have devoted your labours to virtue, I cannot forbear to inform you of one"
0942301000_000047,"Religious courtship: being historical discourses on the necessity of marrying religious husbands and wives only; as also, of husbands and wives being of the same opinions in religion with one another. With an appendix: Shewing The Necessity of taking none but Religious Servants; and, a Proposal for the better managing of Servants.",Daniel Defoe,100,0,1,5,0,0,3,0,1,0,4,6,0,0,0,5,0,1,0,3,0,1,1,2,1,0,0,4,6,0,3,1,0,2,1,0,0,8,1,0,2,0,0,5,3,1,2,1,1,0,0,0,2,3,1,11,1,2,0,5,1797,1,1,"Glasgow : printed by David Niven, Bookseller, MDCCXCVII. [1797].",Glasgow,273,male,1660,1731,TRUE,"So you would say indeed if you knew all her conduct, and knew the person too. Wife If it be rot improper, I should be glad to know the person . Fa. Madam , I fhioud be loth to lnme him to his p ejt: - dice; ard, if you"
0696101401_000046,The modern miniature. A novel. In two volumes. ...,,81,1,0,0,1,0,1,0,0,1,4,0,2,2,0,1,0,1,0,2,0,2,1,2,3,0,0,2,8,0,2,2,0,1,1,1,1,1,3,1,0,17,0,2,2,0,2,1,1,0,0,1,1,1,0,0,0,2,0,4,1792,1,2,"London : printed for T. Hookham and J. Carpenter, Old and New Bond-Street, 1792.",London,298,unknown,,,FALSE,"dissemble any longer, and the next morning ordered everything to be got in readiners for their departure, resolving to stay with Mrs. Wood till their own house was fit to receive them. As the family were sat at breakfast, they were surprised by Miss Bridget and her filter entering the"
0414001000_000048,"Religious courtship: being historical discourses on the necessity of marrying religious husbands and wives only. As also of husbands and wives being of the same opinions in religion with one another. With an appendix of the Necessity of taking none but Religious Servants, and a Proposal for the better managing of Servants.",Daniel Defoe,90,1,1,4,0,0,3,0,1,0,4,4,0,0,0,6,0,1,0,3,0,1,0,2,1,0,0,3,6,0,2,0,0,2,1,1,2,5,1,0,2,0,0,6,2,1,2,1,1,0,0,0,2,2,1,6,1,2,0,6,1750,1,1,"London : printed for J. Hodges, at the Looking-Glass, over-against St. Magnus Church, London-Bridge, M.DCC.L. [1750].",London,364,male,1660,1731,TRUE,"first, and. then, perhaps, he might, choose his R eligion. Wife . Nay then, either he had, no Conduct or no Affection for her. G 5 a. * She repeats what ibe had said to the young Dauthter, ( 1i6) Fa. As to the last; he not only professed a"
1143300600_000041,"The dramatic works of Sir Richard Steele, Knt. Containing, The funeral. The tender husband. The lying lover. The conscious lovers.",Richard Steele,81,0,0,1,0,0,0,0,1,1,1,0,2,0,0,3,1,2,1,1,3,1,0,0,0,0,1,3,6,1,1,0,0,0,6,1,3,8,3,3,1,0,0,0,1,2,3,0,0,2,2,0,3,1,1,0,1,1,1,8,1760,1,1,"London : printed for J. and R. Tonson, S. Crowder, T. Caslon, T. Lownds, H. Woodgate, and S. Brookes, MDCCLX. [1760] [1768?].",London,303,male,1672,1729,TRUE,"your Helmet, to slew that Love should have a Part in all gallant Actions. Niece. That Circumfiance may be very pieturefque. Cler. Here, Madam , shall be your own pi&ure. here the Palfrey, and here the Dwarf- -- - Dwarf iruft be very little , or wve hant have room"
0849600302_000038,Ellen and Julia. A novel in two volumes. By Mrs. Parsons. ...,Eliza Parsons,99,0,3,1,0,0,3,0,0,3,1,2,3,3,0,2,1,3,1,0,0,2,2,2,0,0,0,0,15,1,0,0,1,1,2,1,1,3,0,0,3,11,2,0,1,0,1,3,6,3,0,0,2,1,0,0,0,0,1,8,1793,2,2,"London : printed for William Lane, at the Minerva-Press; and sold by E. Harlow, 1793.",London,302,female,1738,1811,TRUE,"her company. Perhaps I might recollect some others equally. entitled to our refpet, but I have not now time; in the room I dare say I can point out some excellent contraifs, if you are desirous of light and shade. No, answered Julia, I will hear nothing that will lessen"
0009000501_000029,"Amelia. By Henry Fielding, Esq. In three volumes. Embellished with engravings. ...",Henry Fielding,71,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,4,2,2,1,1,0,2,3,0,0,0,1,0,1,0,1,5,1,1,1,2,2,5,0,2,2,1,1,3,0,2,1,3,1,0,7,0,1,4,1793,1,3,"London : printed for C. Cook, No. 17, Pater-Noster-Row, [1793?].",London,210,male,1707,1754,TRUE,"fine, were clean ald wholesome, and much drier than her own. I seconded this motion so vehemently, that Amelia, though he declared herself under no apprehension of catching cold, (fle hath, indeed, the belt constitution in the world ) at last consented, and I retired without doors, under a shed,"
0889700101_000064,"The history of Sir Charles Grandison. In a series of letters. By Mr. Samuel Richardson, ... In eight volumes. ...",Samuel Richardson,67,3,0,2,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,3,2,1,0,1,0,0,0,4,4,0,1,1,2,1,2,0,1,1,1,0,3,2,3,0,1,1,2,1,2,2,0,0,2,1,2,4,2,1,0,1,1776,1,8,"Edinburgh : printed by William Darling, 1776.",Edinburgh,358,male,1689,1761,TRUE,"her but myself. I left her not, continued Miss Graudifon, till eleven; and the housekeeper, and my maid, sat up in her room all the rest of the night . I arose before my usual time to attend her. I slept not well myself. I did nothing but dream of"
1073700100_000006,"The fatal marriage; or, the innocent adultery. A tragedy. By Mr. T. Southern.",Thomas Southerne,81,2,0,2,3,0,1,0,1,1,2,4,1,2,0,2,1,0,3,2,1,0,0,2,0,3,0,4,3,0,1,1,0,2,2,1,4,0,5,1,0,0,0,3,0,4,2,0,0,1,1,0,2,3,0,0,1,1,1,5,1722,1,1,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, 1722.",Dublin,86,male,1660,1746,TRUE,"look you, nurse, I know you of old : by your good will you would have a finger in every bodies pie, but mark the end on't; if I am called to account aboutit, I know what I have to say. nmurje. Marry come up here; say your pleasure, and"
1620100600_000016,"[The] Hermit. A novel. By Miss Minifie, author of Barford-Abbey, The cottage, &c.",Susannah Gunning,72,0,0,2,2,0,4,0,0,2,0,1,0,3,0,2,1,2,0,0,2,1,2,2,1,0,0,2,7,1,1,0,4,1,3,3,2,0,1,0,2,3,0,2,0,0,0,1,2,1,1,0,1,0,2,1,1,0,1,2,1770,1,1,"Dublin : Printed for James Williams, at No. 5, in Skinner-Row, M,DCC,LXX. [1770].",Dublin,237,female,1740,1800,TRUE,"them, informing her lad yship L V i, a would spend the next day with hmlis Cowntrry. WHEN the chariot stopped at the door, doeor Edgcome presented his hand , and helped the Ladies to alight. I ou GHT to alk my readers pardon for not introducing this worthy gentleman"
0479000501_000004,"The wedding ring; or, history of Miss Sidney. In a series of letters. In three volumes. ...",,74,3,3,1,2,0,1,0,0,2,1,3,1,0,0,2,1,4,0,2,0,1,0,0,1,0,0,3,3,0,0,1,2,0,5,0,2,2,2,0,3,0,1,1,0,5,0,0,1,0,2,1,0,3,1,0,3,0,2,3,1779,1,3,"London : printed for F. Noble; and J. Noble, 1779.",London,230,unknown,,,FALSE,"you are cer itainly to take what itep you please; -- but, for heaven's sake do not make ity' future happiness and welfare, the cause of your marriage."" ""My marriage (the interrupted) will be produetive of many advantageous circumstances in your favour. Being entirely my.own, mlftrefs, I have nobody ,"
