PassageID,Title,Author,Total termFreq,termFreq(barbauld),termFreq(beauti),termFreq(breast),termFreq(burn),termFreq(charm),termFreq(coleridg),termFreq(collin),termFreq(crabb),termFreq(creat),termFreq(deep),termFreq(eastern),termFreq(emot),termFreq(even),termFreq(fair),termFreq(fanci),termFreq(feel),termFreq(fire),termFreq(friend),termFreq(gaze),termFreq(geniu),termFreq(gloom),termFreq(glow),termFreq(heart),termFreq(heaven),termFreq(imagin),termFreq(joi),termFreq(jone),termFreq(love),termFreq(man),termFreq(melancholi),termFreq(mind),termFreq(mountain),termFreq(muse),termFreq(music),termFreq(natur),termFreq(night),termFreq(orient),termFreq(pain),termFreq(power),termFreq(repos),termFreq(schiller),termFreq(smith),termFreq(soft),termFreq(solemn),termFreq(song),termFreq(soul),termFreq(sound),termFreq(still),termFreq(sublim),termFreq(sweet),termFreq(thee),termFreq(thou),termFreq(thy),termFreq(view),termFreq(wild),termFreq(written),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0398402300_000032,"Poems. Namely, The English orator; an address to Thomas Pennant, Esq. An ode on the susceptibility of the poetical character; twenty sonnets; an epistle to a college friend; and The lock transformed. With notes on The English orator. By Mr. Polwhele.",Richard Polwhele,61,0,1,1,1,1,0,0,0,0,0,0,0,1,2,3,3,0,2,1,2,1,1,4,0,0,2,0,2,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,2,3,0,1,1,1,2,2,8,2,1,1,2,1791,1,1,"London : printed for T. Cadell, In The Strand, and C. Dilly, In The Poultry, [1791].",London,243,male,1760,1838,FALSE,"That Nature pouring oil the pensive Ear, Bids echoe back her vernal Songs o'erpall, And breathe a Requiem over the cloling Year All, who could think, while Pity loves to fceal From every Cadence of your melting Strain, All, who could think fuclh little Breasts could feel Ungentle Strife, or"
0157202601_000040,The travels of Cyllenius. A poem. In sixty-six cantos. ...,"Dickinson, Charles",86,0,0,2,0,3,0,0,0,0,3,0,0,4,1,2,0,3,1,2,0,0,2,2,4,0,2,0,3,0,1,3,2,1,0,0,3,0,0,2,0,0,0,1,1,1,0,1,5,2,0,4,6,16,2,0,0,1,1796,1,2,"London : printed for the author, 1796.",London,444,male,1780,1796,FALSE,"the solemn fillnefs of the scene. Through fplangled meads, and awe infpiring groves, By wayward fancy led enchanted roves; Where Dian faintly sheds a glimmering ray And moves the lone companion of his way; wthere not a sound pervades the lirftening ear; Unless the wakeful bird perchance be near To"
1049400400_000020,The revenge of Guendolen.,"Carysfort, John Joshua Proby, Earl of",76,0,1,4,2,4,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,5,0,0,4,0,8,0,0,2,0,0,1,0,1,0,1,1,0,0,0,3,1,2,2,0,4,0,3,5,4,3,1,0,0,6,1786,1,1,"[London? : s.n., 1786?].",London,111,male,1751,1828,FALSE,"for their theme was love . They sung how first the fweetly painful fires Steal unsuspected to the virgin's heart : Then her soft breast what strange emotions heave! What burning blushes tinge her glowing cheek! i35 She sighs, but yet she knows not why she sighs; She blushes, yet"
0094100101_000331,"Elegant extracts: or, useful and entertaining pieces of poetry, selected for the improvement of young persons: being similar in design to Elegant extracts in prose.",,67,0,1,2,1,1,0,0,0,0,0,0,0,1,2,2,1,2,0,2,0,0,0,1,5,1,4,0,5,1,0,3,1,0,0,5,2,1,1,4,1,0,0,0,1,1,4,1,0,1,0,1,1,2,2,1,0,2,1796,1,2,"London : printed for T. Longman, B. Law, J. Johnson, C. Dilly, G. G. & J. Robinson [and 25 others in London], 1796.",London,562,unknown,,,FALSE,"radiance, or the virgin's forth Blooming wvith.rofy imiles, they see portrayed That uncreated beauty , which: : The mind supreme. They also feel her charms  Enamoured; they partake'the eternal joy . For as old Memnon's image, long renowned By fabling Nilus, to the quiverinrtouch Of Titan's ray, with each"
1541000901_000004,"Meditations and contemplations. In two volumes. Containing, vol. I. Meditations among the tombs; Reflections on a flower-graden; and, A descant on creation. Vol. II. Contemplations on the night; Contemplations on the starry heavens; and, a winter-piece. By James Hervey, A.M. late Rector of Weston-Favell, in Northamptonshire. The fifteenth edition.",James Hervey,76,0,0,0,1,2,0,0,0,0,1,0,0,0,2,1,1,2,1,0,1,1,3,2,2,1,2,0,2,3,1,1,1,2,0,2,3,0,0,1,0,0,0,0,2,2,6,0,2,0,1,3,1,16,2,1,0,1,1760,1,2,"London : printed for John Rivington, W. Strahan, James Rivington and J. Fletcher, R. Baldwin, W. Johnston, G. Keith, S. Crowder, P. Davey, and B. Law, E. Dilly, and T. Caslon, MDCCLX. [1760].",London,324,male,1714,1758,TRUE,"from these Scenes below, Ardent the Maker's Praise to show, His sacred Contemplations soar, And teach our Wonder to adore. Now he surveys the Realms beneath, The Realms of Horror, - and of Death; Now. entertains his vernal Hours In flowery Walks, and blooming Bowers; Now hails the black brow'd"
0903100103_000035,"The lady's poetical magazine; or, Beauties of British poetry.",Harrison and Co.,71,0,0,2,0,3,0,0,0,0,1,0,0,1,2,3,1,0,1,2,0,3,0,2,1,0,3,0,4,0,2,2,0,2,0,0,3,0,0,3,1,0,0,1,2,0,4,0,0,1,0,2,2,10,3,1,0,3,1781,3,4,"London [England] : printed for Harrison and Co. no. 18, Paternoster-Row, 1781-1782.",London,491,unknown,,,FALSE,"pour  Your streams of wrath, and hurl your bolts no more. · For pangs fullain'd, oblivion's all I crave; o 0 let my soul forget them in the grave! * Alas! forgive the wretch your judgments doom; · Dark are your ways, I wander in the gloom , "
1196200100_000022,The pleasures of imagination. A poem. In three books.,Mark Akenside,76,0,4,0,1,2,0,0,0,0,1,0,0,1,4,1,2,0,0,1,0,2,0,3,5,0,3,0,6,4,0,2,0,0,3,3,0,0,0,3,1,0,0,1,0,3,5,3,0,3,2,2,2,2,0,1,0,0,1744,1,1,"Dublin : printed by and for George Faulkner, MDCCXLIV. [1744].",Dublin,97,male,1721,1770,TRUE,"lines converge: the fainter parts retire; The fairer eminent in light advance; And every image on its neighbour smiles. A while he hands, and with a father's joy Contemplates. Then with Promethean art, 4x1 Into its proper vehicle he breathes .The fair conception; which imbodied thus, And permanent, becomes to"
0094100101_000435,"Elegant extracts: or, useful and entertaining pieces of poetry, selected for the improvement of young persons: being similar in design to Elegant extracts in prose.",,59,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,0,0,1,3,1,0,5,0,1,2,1,0,1,2,1,0,0,0,3,2,1,0,0,1,1,1,2,1,3,0,1,0,3,6,1,1,0,3,1796,1,2,"London : printed for T. Longman, B. Law, J. Johnson, C. Dilly, G. G. & J. Robinson [and 25 others in London], 1796.",London,562,unknown,,,FALSE,"Of idiot notes impertinently long. But he the Muse's laurel justly stares, A poet be, and touched with Heaven's own fire , Who with bold rage, or solemn pomp of sounds , lnflames, exalts, and raviihes the soul ; Nosw tender, plaintive, sweet almost to pain , In love dissolves"
0089000400_000044,"The poems of Mark Akenside, M.D.",Mark Akenside,94,0,1,4,1,3,0,0,0,0,0,0,0,1,2,1,1,0,4,0,0,2,0,1,2,0,2,0,3,0,1,1,1,5,1,5,0,0,2,8,0,0,0,2,0,2,2,1,3,0,2,5,10,14,0,0,0,1,1772,1,1,"London : printed by W. Bowyer and J. Nichols: and sold by J. Dodsley, in Pall Mall, MDCCLXXII. [1772].",London,397,male,1721,1770,TRUE,"nature no kind power To sooth affltiaon's lonely hour? To blunt the edge of dire disease, And teach these wintery ihades to please Come, Cheerfulness, triumphant fair ; Shine through the hovering cloud of carer O sweet of language, mild of mien, 0 virtue's friend and pleasure's queen, Assuage the"
0264100400_000063,"The conquest of Canäan; a poem, in eleven books.",Timothy Dwight IV,83,0,0,2,0,3,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,3,3,0,3,0,5,0,2,3,0,0,1,1,0,0,1,1,2,0,0,4,2,0,4,2,4,0,1,5,1,15,1,3,0,4,1788,1,1,"[London] : Hartford, New-England: printed MDCCLXXXV. London: reprinted for J. Johnson, No 72, St. Paul's Church-Yard, 1788.",London,363,male,1752,1817,FALSE,"be trod, Nor love , nor Irad, steal thy heart from God. And mull the hours in ceaseless anguish roll? 61; Mutl no soft funihine cheer my clouded soul ? Spring charm around me brightest scenes, in vain? And Youth's angelic visions wake to pain ? Oh come once more,"
0394600106_000014,A collection of poems in six volumes. By several hands. With notes.,Robert Dodsley,78,0,0,2,0,2,0,0,0,0,1,0,0,0,2,3,1,0,6,1,0,1,0,1,3,2,2,0,5,3,0,2,0,7,0,1,1,0,3,2,1,0,0,2,0,0,3,0,1,0,3,4,1,7,0,1,3,1,1782,6,6,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXXII. [1782].",London,386,male,1703,1764,TRUE,"the Tuscan flood, In the bright dawn of her illustrious day Rome sixed her Temple to the healing God. Here flood his altars, here his arm he bared, And round his myfic staff the ferpetit twined, Through crowded portals hymns of praise were heard, And victims bled, and sacred seers"
0153002600_000025,"Philomela: or, poems by Mrs. Elizabeth Singer, ( now Rowe, ) of Frome in Somersetshire.",Elizabeth Rowe,94,0,1,2,1,6,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,5,3,0,3,0,13,0,1,3,0,2,1,0,0,0,3,1,1,0,0,4,0,2,4,1,2,0,1,6,6,7,3,0,0,4,1737,1,1,"London : printed for E. Curll, at Pope's-Head, in Rose-Street, Covent-Garden, MDCCXXXVII. [1737].",London,209,female,1674,1737,TRUE,"known, By her famed Verses Beauties , and her Own. Heedless She roved; for nor the murmuring Sound Of the smooth Waves, nor Flowers that decked the Ground,, Nor the Birds tender Songs could charm the Fair , Or ease her gloomy Thoughts and melancholy Care. Atlaft She cries, Fond"
0618200101_000113,"The miscellaneous works of Hugh Boyd, the author of the letters of Junius. With an account of his life and writings, by Lawrence Dundas Campbell. ...",Hugh Boyd,81,0,0,0,0,2,0,0,0,1,0,0,1,2,0,0,1,2,5,0,2,0,3,4,1,0,3,0,7,1,0,2,0,0,1,2,0,0,3,3,0,0,0,2,1,1,2,2,1,1,2,0,6,15,1,1,0,0,1800,1,2,"London : printed for T. Cadell, Junior, and W. Davies, in the Strand; by R. Noble, in the Old-Bailey, 1800.",London,617,male,1746,1794,FALSE,"Where fiines conferl, Matilda of tonight. Maternal shines, whilst in their sphere of love , Her little satellites around her move. biefl with her bright example, we aspire, To catch the sparks of Virtue's sacred fire . The thought that elevates, the hope that glows With lively sympathy, tle heart"
0331500800_000007,"An essay on painting, in a poetical epistle to an eminent painter. With notes. To which is added an epistle to a friend, on the death of John Thornton, Esq. and an ode, inscribed to John Howard, ... By William Hayley, Esq.",William Hayley,93,0,5,0,0,5,0,0,0,0,0,0,1,0,4,2,2,1,1,2,2,0,1,2,0,0,1,0,2,0,0,2,0,2,0,5,0,0,1,4,0,0,0,3,0,2,1,0,3,2,1,4,1,25,3,2,0,1,1781,1,1,"Dublin : printed by Pat Byrne Dublin, 1781.",Dublin,111,male,1745,1820,TRUE,"more of Englifl Race, 265 With fair ANGELICA our foreign Grace, Who paints, with Energy and Softness joined, The fond Emotions of the female Mind ; And CIPRIANI, whom the Loves surround, And sportive Nymphs in Beauty's Cefus bound: 270 For him those Nymphs their every Charm display, For him"
0111501400_000010,Miscellaneous poems.,,92,0,0,3,2,2,0,0,0,0,0,0,0,0,1,0,1,2,5,0,0,2,0,1,4,1,5,0,4,1,2,4,0,0,0,0,2,0,4,2,0,0,0,3,0,1,4,1,2,0,2,3,7,14,2,1,1,3,1800,1,1,"Manchester : printed at the office of W. Shelmerdine and Co. No. 5, Hanging-Ditch, [1800?].",Manchester,144,unknown,,,FALSE,"espied the holy MAN , In contemplation wrapped and thus began, ""How now, OLD DAD, to mirth and pleasure dead! What musty thoughts employ thy plodding head' 63 Or art thou conjuring now among the stars, Casting nativities, or dreadful wars? If thou by them canst future things foretell, Peep"
0154201600_000064,"The conquest of Canäan; a poem, in eleven books. By Timothy Dwight. [Two lines from Pope].","Babcock, Elisha",98,0,3,1,0,4,0,0,0,0,0,0,1,1,3,2,0,1,0,1,0,2,0,3,2,0,6,0,11,0,0,5,1,0,2,1,0,0,1,1,0,0,0,6,0,1,5,1,1,0,5,3,1,19,0,1,0,3,1785,1,1,"Hartford : Printed by Elisha Babcock, M,DCC,LXXXV. [1785].",Hartford|Hartford.,323,male,1753,1821,FALSE,"from ancient darkness sprung, In living pride, immortal tapers hung: The lamp on high an endless lufire ihed, And earth's broad pavement all beneath was spread. Prom distant hills, red flames began to rise, Topped the tails towers, and climbed the kindling (kies: Tnick ftrea.n'd the transient stars; and all"
0674501700_000005,"The pleasures of memory, a poem, in two parts. By the author of ""an ode to superstition, with some other poems.""",Samuel Rogers,59,0,0,2,0,0,0,0,0,1,0,0,0,5,3,2,0,0,1,2,1,1,4,1,2,0,2,0,2,0,0,4,0,2,0,1,2,0,0,1,0,0,0,3,0,1,1,2,3,2,2,0,1,1,1,1,0,2,1792,1,1,"London : printed for T. Cadell, in the strand; and C. Dilly, in the Poultry, MDCCXCII. [1792].",London,74,male,1763,1855,FALSE,"that bofom fpring of rapture flows, Which only Virtue, tranquil Virtue, knows. 20 When ( 33) When Joy's bright fun has shed his evening ray, And Hope's delusive meteors cease to play; When clouds on clouds the smiling prospect close, Still through' the gloom thy star serenely glows : Like"
0370600500_000005,"Poems by Thomas Townshend, Esq.","Townshend, Thomas, of Gray's Inn",85,0,1,3,0,4,0,0,0,2,1,0,1,1,2,1,1,3,0,1,0,0,0,0,3,0,5,0,6,0,0,0,0,0,2,0,1,1,0,2,0,0,0,2,0,2,2,7,0,0,3,2,10,9,0,6,0,1,1791,1,1,"Dublin : printed for Richard White, (number Twenty) Dame-Street, M.DCC.XCI. [1791].",Dublin,119,unknown,,,FALSE,"Teian poet sung; And mid thy joys , 0! let me feel Fair Virtue's belt and highest zeal, Never wandering from her spotless way, The purest breast can be most gay. Come, let new joys fast thronging crowd, Since life is but an evening cloud, Ruddied by Youth's parting ray,"
0146600800_000004,Poems by William Kendall.,"Kendall, William",96,0,4,1,0,4,0,1,0,0,1,0,0,0,1,1,2,4,0,0,0,2,2,1,1,0,3,0,7,0,0,1,0,5,0,0,1,0,2,2,0,0,0,2,0,6,4,1,0,0,4,7,0,23,1,0,1,1,1793,1,1,"Exeter : printed by R. Trewman and Son, for G. G. J. and J. Robinson, London; and G. Dyer, Exeter, M,DCC,XCIII. [1793].",Exeter,125,male,,1816,FALSE,"The glow of summer spread New beauties sparkled over her face But all my passion fled Thus, vernal roses sweeter seem Whecn morn's first blushes rise, Than when the sun's maturer beam Illumes meridian skies! To IV To JULIA. T HI curious eye that oft unfolds The secret shades of"
1031000400_000095,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. A new edition, corrected and enlarged. To which are prefixed two essays: I. On elocution. II. On reading works of taste. By William Enfield, LL.D. Embellished with four copper plates.",William Enfield,71,0,3,2,1,0,0,0,0,1,4,0,1,2,1,0,2,0,1,1,1,0,0,4,4,1,4,0,7,2,0,1,3,2,0,3,3,0,1,1,0,0,0,0,1,3,2,0,4,0,1,0,0,0,1,2,0,1,1799,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard; By whom only the genuine and complete Edition is published, 1799.",London,451,male,1741,1797,FALSE,"but sights of bliss; All various Nature pressing on the heart : An elegant sufficiency, content, Retirement, rural quiet, friendship, books, Ease and alternate labour, useful life, Progressive virtue, and approving Heaven . These are the matchless joys of virtuous love : And thus their moments fly. The Seasons thus"
0601201300_000005,"Poetical sketches, by Ann Batten Cristall.",Ann Batten Cristall,72,0,0,3,4,1,0,0,0,0,0,0,0,0,3,1,5,0,0,1,0,1,5,9,1,1,2,0,2,1,0,3,0,0,1,1,2,0,2,3,0,0,0,1,1,3,1,1,2,1,3,0,1,4,0,0,0,2,1795,1,1,"London : printed for J. Johnson, St. Paul's Church yard, 1795.",London,203,female,1769,1848,FALSE,"of frefh fallen how'rs. Of lively grace, and dimpled smiles, Slim CYNTHIA, the refined, Came, with neat PHILLIS, full of trickfome wiles; While SILVIUS ftroll'd behind, Chased by the marble hearted ROSALIND: The loud and witty large mouth MADGE, With her obsequious servant HODGE. Blithe from the mill, which briskly"
0276800200_000010,"Miscellaneous poems, by Anne Francis.",Anne Francis,71,0,1,1,0,1,0,0,0,0,2,0,0,0,3,1,0,3,1,1,0,0,1,1,2,0,4,0,3,2,3,4,0,0,2,3,1,0,1,0,0,0,0,1,1,2,1,3,0,1,2,3,1,12,1,1,0,1,1790,1,1,"Norwich : printed for the author: sold by T. Becket and R. Baldwin, London ; Yarington and Bacon, Norwich, and W. Page, Holt, MDCCXC. [1790].",Norwich,286,male,1738,1800,FALSE,"us climb, Ruled by the iron hand of time, - To realms, aethereal, bright R. B. F. ODE, ( 69) O D E, On the Arrival of His Royal Highness Prince WILLIAM OF GLOUCESTER, at the University of Cambr; nde. FAIR Science! wave thy golden hair; Deck with smiles thy"
0496300200_000043,The British album. A collection of poems. [Three lines of anonymous verse].,Robert Merry,84,0,1,2,1,2,0,0,0,0,2,0,0,0,0,1,2,4,0,2,0,1,3,7,1,0,1,0,4,0,0,3,0,0,1,1,2,0,2,0,2,0,0,4,1,3,3,0,5,0,1,3,4,15,0,0,0,0,1793,1,1,"[Boston] : Printed at the Apollo Press, in Boston, by Belknap and Hall. Sold at their office State Street, and at the several bookstores, MDCCXCIII. [1793].",Boston,336,male,1755,1798,FALSE,"write, but AN N A twas alone Lured down his guardian Goddess from her throne; Who wliill Ihe poured the richeil of her ifore, And charmed his heart with bright poetic lore, Phophetic, thus his future hift'ry read, And wreathed it in the laurels for his head: Bb2 ""If i'lfe,"
0622101102_000011,The works of James Thomson. With his last corrections and improvements. In four volumes. ...,James Thomson,68,0,3,0,1,1,0,0,0,0,1,0,0,3,1,2,0,1,1,0,1,1,1,3,0,2,0,0,3,2,0,1,1,3,1,3,0,1,0,1,1,0,0,2,0,1,5,2,1,0,1,2,3,10,1,0,0,1,1775,2,4,"London : printed for John Donaldson. Sold by T. Wilson, at York; A. Smith, Halifax; D. Akenhead, Newcastle; W. Boyd, Dumfries; W. Darling, Edinburgh; L. Flin, Dublin, and W. Anderson, Stirling, 1775.",London,267,male,1700,1748,TRUE,"names. 250 O GREECE! thou sapient nurse of Finer Arts! Which to bright science blooming Fancy bore, Be this thy praise, that Thou , and Thou alone, In these hast led the way, in these excelled, 255 Crowned with the laurel of atrenting Time. IN thy full language, speaking mighty"
1109000600_000005,The pleasures of memory. In two parts. With some other poems.,Samuel Rogers,64,0,0,1,0,1,0,0,0,1,0,0,0,4,2,2,0,0,2,1,2,1,4,1,2,0,2,0,2,1,0,2,0,0,0,0,2,0,0,1,0,0,0,3,0,1,1,2,3,1,4,5,1,3,2,1,0,3,1795,1,1,"Boston : Printed by Manning and Loring, for David West, no. 36, Marlborough-Street, 1795.",Boston,125,male,1763,1855,FALSE,"relates to man and the animal world, the Poem concludes with a conjecture, that superior beings are blefl with a nobler exercise of this faculty. T HE P L E A S U R E S 0 F M E M O R Y. PAR T II SWEET MEMORY, wafted"
1603500401_000002,"Meditations and contemplations. In two volumes. Containing, Vol. I. Meditations among the tombs. Reflections on a flower-garden; and, A descant on creation. Vol. II. Contemplations on the night. Contemplations on the starry heavens; and, A winter-piece By James Hervey, A.M. Rector of Weston-Favel, in Northamptonshire.",James Hervey,99,0,2,3,0,2,0,0,0,0,0,0,0,1,1,1,1,1,4,1,2,1,3,6,1,0,0,1,2,2,0,2,1,0,0,5,3,0,0,1,0,0,0,1,1,2,2,1,5,1,3,4,0,30,2,0,0,0,1774,1,2,"Paisley : printed and sold by Alex. Weir; John Tait, and James Brown, Booksellers in Glasgow, M DCC LXXIV. [1774].",Paisley,442,male,1714,1758,TRUE,"warm the heart ; o trace the genial source, we nature call, And prove the GOD of nature friend of all; HERVET for this his mental landscape drew, And fketch'd the whole creation out to view . Th' enamelled bloom, and variegated flower, Whose crimson changes with the changing hour;"
1110800200_000005,The pleasures of memory. The sixth edition. With some other poems.,Samuel Rogers,60,0,0,2,0,1,0,0,0,1,0,0,0,3,1,2,1,0,2,1,2,1,3,1,2,0,2,0,2,1,0,3,0,0,0,0,2,0,0,1,0,0,0,2,0,1,1,2,3,1,1,5,1,3,2,1,0,3,1794,1,1,"London : printed for T. Cadell, in the Strand; and C. Dilly, in the Poultry, MDCCXCIV. [1794].",London,126,male,1763,1855,FALSE,"the ri; lhtcr past.: gcs of life; events, the most distress iig in their immediate consequences, are often Jliriihed in remembrance with a degree of enthu iafim. But the world and its occupations give a mechanical impulse to the passions, which is not very favourable to the indulgence of this"
0163900500_000010,"Poetic laurels for characters of distinguished merit; interspersed with Poems, Moral and Entertaining: dedicated to his Royal Highness George Prince of Wales, By Maria and Harriet Falconar, authors of a collection of poems, and slavery, a tract.","Falconar, Harriet",83,0,1,2,0,0,0,0,0,0,0,0,1,1,7,2,6,3,0,2,0,0,4,2,4,0,2,0,2,1,0,4,0,4,0,7,1,0,0,0,0,0,0,1,0,2,8,0,2,0,3,0,1,4,1,1,1,3,1791,1,1,"London : printed at the Logographic Press; and sold by J. Walter, No 169, Piccadilly, opposite Old Bond Street, M.DCC.XCI. [1791].",London,103,female,,,FALSE,"simplicity and truth Adorn the song of timid youth : Though' Elegance neglect my claim, And Fancy grant not what I choose, Make me but CLAUDIO's Laureate Muse , And I shall need no prouder name. G 2 Oh, ( 52) Oh, Albion! haply yet on eagle wing, With eye"
0394201600_000026,The works in verse of Mark Akenside M.D.,Mark Akenside,72,0,2,1,1,1,0,0,0,1,3,0,0,0,3,4,2,1,0,0,1,0,0,1,4,0,3,0,5,2,0,5,2,0,1,5,1,0,1,4,2,0,0,0,0,1,2,1,2,2,0,1,1,3,2,1,0,0,1773,1,1,"Dublin : Thomas Ewing, 1773.",Dublin,387,male,1721,1770,TRUE,"review of seasons past, Fair offices of friendship, or kind peace, 95 Or public zeal, may then thy mind well pleased Recall these happy studies of our prime. From heaven my firains begin. From heaven descends The flame of genius to the chosen breat, And beauty with poetic wonder joined,"
0579100100_000009,Poems by David Robertson.,"Robertson, David           1784           fl. 1784",62,0,3,1,0,2,0,0,0,0,0,0,0,1,0,3,3,2,1,0,1,1,4,4,2,0,4,0,1,1,0,2,0,2,0,0,0,1,0,1,1,0,0,2,0,1,3,0,1,0,1,0,1,6,0,1,1,4,1784,1,1,"Edinburgh : printed for W. Creech, MDCCLXXXIV. [1784].",Edinburgh,86,unknown,,,FALSE,"Innocence and Beauty join Thy hand, O Tenderness! amid the hallowed scene. Remote in Fancy's haunt reclined, Simplicity, with charms refined, Wakes thy foft breathing lyre: In tender soul enchanting song , Still may her Bards thy theme prolong, Responsive to the notes of yonder woodland choir. With Poesy, by"
1031500300_000052,"The young gentleman and lady's poetical preceptor: being a collection of the most admired poetry: selected from the best authors. Calculated to form the Taste to Classic Elegance; And, while it Delights the Fancy, to Improve the Morals, and to Harmonize the Heart. To the whole is subjoined notes, Giving some Account of the Works of the various Authors, from which the Selection is made.",,72,0,1,0,0,4,0,0,0,0,3,0,0,1,2,3,0,0,3,0,1,2,1,4,1,0,2,0,0,1,1,3,0,1,1,0,0,0,0,3,1,0,0,1,1,3,0,1,2,0,2,5,1,12,1,1,0,3,1795,1,1,"Coventry : printed and sold by M. Luckman. Sold also by Brooke and Macklin, Champante and Whitrow, Stationers, London; and by the editor, Adderbury, Oxfordshire, [1795?].",Coventry,322,unknown,,,FALSE,"firm purfuue Retain the sweet simplicity of youth And all thy virtue dictates, dare to do. Still scorn, with conscious pride, the mask of art; On vice's front let fearful caution low'r; And teach the diffident, discreeter part Of knaves that plot, and fools that fawn for power So, round"
0220900100_000022,The pleasures of imagination. A poem. In three books.,Mark Akenside,81,0,5,1,1,2,0,0,0,0,1,0,0,1,4,1,2,0,0,1,0,1,0,4,6,0,2,0,8,4,0,2,0,0,3,4,0,0,0,3,1,0,0,1,0,3,5,3,1,3,2,2,1,2,0,1,0,0,1748,1,1,"Dublin : printed by and for George Faulkner, MDCCXLVIII. [1748].",Dublin,108,male,1721,1770,TRUE,"attract the soul By that expressive semblance, while in sight Of natures great original we scan 420 The lively child of art; while line by line, And feature after feature iwerefer To that sublime exemplar whence it stole Those animating charms . Thus beauty's palm Betwixt em wavering hangs: applauding"
0866300300_000009,"The pleasures of imagination. By Mark Akenside, M.D. To which is prefixed a critical essay on the poem, by Mrs. Barbauld.",Mark Akenside,75,0,2,2,1,0,0,0,0,1,1,0,0,1,3,2,1,2,0,1,1,0,0,0,5,1,4,0,8,2,0,4,4,0,0,5,1,0,1,5,1,0,0,0,0,1,2,2,0,2,1,1,1,2,3,1,0,0,1794,1,1,"London : printed for T. Cadell, junior, and W. Davies, in the Strand, by R. Noble, in the Old Bailey, [1794?].",London,201,male,1721,1770,TRUE,"wreath before. From heaven my itrains begin; from hearv descends The flame of genius to the human breast , And love and beauty , and poetic joy And inspiration. Ere the radiant fun Sprang from the east, or mid the vault of night The moon suspended her ferener lamp; Ere"
0146600800_000002,Poems by William Kendall.,"Kendall, William",91,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,6,1,1,0,0,2,0,4,0,0,3,0,7,0,0,2,0,2,1,0,3,2,2,2,2,0,0,2,0,9,3,3,0,0,1,6,2,17,0,2,0,1,1793,1,1,"Exeter : printed by R. Trewman and Son, for G. G. J. and J. Robinson, London; and G. Dyer, Exeter, M,DCC,XCIII. [1793].",Exeter,125,male,,1816,FALSE,"voice prepares Diviner measures, softer airs. Swift from their haunts, on slender wing, The Fairy bands delighted spring! In crowds they fly no lingering sprite Of all the shadowy tribes of night , In dripping cave, or mossy cell, Remains to weave the wonted spell. Retired within a veiling cloud"
0577200700_000009,"Poems: containing The retrospect, odes, elegies, sonnets, &c. By Robert Lovell, and Robert Southey, of Baliol College, Oxford.",Robert Southey,78,0,4,3,0,4,0,0,0,0,0,0,1,2,1,2,0,1,0,0,2,2,1,2,0,0,3,0,5,3,0,1,0,5,1,2,0,0,1,1,0,0,0,3,1,1,5,2,5,0,0,4,0,8,1,0,0,1,1795,1,1,"Bath : printed by R. Cruttwell, and sold by C. Dilly, Poultry, London, MDCCXCV. [1795].",Bath,126,male,1774,1843,TRUE,"their woods the savage throng, Nursed up in slaughter, and inured to blood; [ 54 J Fierce as their torrents, wily as the snake That sharps his vcnom'd tooth in every brake, Aloft the dreadful tomahawk they rear; Patient of hunger, and of pain , Close in their haunts the"
0628801001_000041,"American poems, selected and original. Vol. I.",,65,0,2,2,2,1,0,0,0,0,0,0,0,1,3,1,0,1,1,0,1,1,2,0,3,0,2,0,2,0,0,0,1,2,1,1,1,0,1,1,1,0,0,2,0,1,4,0,1,0,3,2,0,14,1,1,1,1,1793,1,1,"Litchfield [Conn.] : Printed by Collier and Buel. (The copy-right secured as the act directs.), [1793].",Litchfield,320,unknown,,,FALSE,"this gay delusion flew, A dreary desert oped to view Where noug'it but thorns the cheerless heath supplied, Where Hope swift fled, and Expectation died. But ALFRED lives amid a world of night , Each hour beguiles hi.l of a freo& delight; ""Chill Penury's"" fiends, with angry afpe& lour Round"
