PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(appoint),termFreq(armi),termFreq(articl),termFreq(author),termFreq(borough),termFreq(cafe),termFreq(citi),termFreq(committe),termFreq(common),termFreq(concern),termFreq(continu),termFreq(council),termFreq(counti),termFreq(court),termFreq(crown),termFreq(declar),termFreq(earl),termFreq(england),termFreq(forc),termFreq(gener),termFreq(govern),termFreq(grant),termFreq(hall),termFreq(hous),termFreq(ireland),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(land),termFreq(law),termFreq(letter),termFreq(liberti),termFreq(majesti),termFreq(matter),termFreq(meet),termFreq(member),termFreq(nation),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(parti),termFreq(peac),termFreq(peer),termFreq(peopl),termFreq(person),termFreq(petit),termFreq(power),termFreq(present),termFreq(privileg),termFreq(proce),termFreq(reason),termFreq(return),termFreq(scotland),termFreq(sever),termFreq(statut),termFreq(taken),termFreq(vote),termFreq(war),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0514900107_000117,"A complete history of England, from the descent of Julius Cæsar, to the Treaty of Aix la Chapelle, 1748. Containing the Transactions of One Thousand Eight Hundred and Three Years. By T. Smollett, M.D.Volume the first.",Tobias Smollett,101,0,4,0,1,4,0,0,0,1,3,0,0,1,0,11,0,2,0,5,1,2,1,0,2,6,0,3,10,4,0,4,1,0,1,0,0,2,1,2,1,4,0,1,3,4,3,0,1,2,0,1,0,0,2,1,1,1,2,2,0,1758,7,11,"London : printed for James Rivington and James Fletcher, at the Oxford-Theatre; and R. Baldwin, at the Rose, in Paternoster-Row, MDCCLVIII. [1758]-60.",London,516,male,1721,1771,TRUE,"t' tv eighlh, iy of December, the ccmmons h: v i< conficdered the report of their com nmirtee, p. Ted an at for ere., ing a high court o""iu : ice, impe tt t h tr the king , by the name or ch: les b: u: r, for ivaing"
0922200400_000263,"A new and compleat history and survey of the cities of London and Westminster, the borough of Southwark, and parts adjacent; from the earliest accounts, to the beginning of the year 1770. ...",,101,1,2,7,0,1,0,0,5,1,4,1,3,7,0,3,1,1,0,2,1,5,6,1,1,4,1,1,1,1,2,4,0,1,0,0,0,0,1,3,3,8,0,2,0,0,2,0,6,2,0,0,0,1,1,0,0,1,1,2,0,1769,1,1,"[London], 1769.",London,790,unknown,,,FALSE,"their sham power into his hands, he was, by the officers of the army , chose "" Oliver Crom  well, Proteaor of the Commonwealth es England , Scotland , and Ireland ; "" after which he was inttalled in weilminfier hall . The Lord mayor, aldermen, and recorder attended"
0897100200_000584,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",94,0,1,0,1,0,0,0,4,3,7,1,0,1,2,1,0,2,0,0,0,1,0,0,0,6,3,0,5,2,1,1,0,1,3,1,1,4,0,0,0,8,1,0,1,2,1,7,2,6,7,1,1,0,0,2,0,0,2,1,0,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"high a breach of privilege , and a sufficient guard wherein they may confide, for which both houses jointly, and this house by itself, have been humble suitors to his majesty , and cannot yet obtain."" This committee was treated in the city with the greatest respect, having a guard"
1474800106_000200,"The history of England, from the earliest dawn of record to the peace of MDCCLXXXIII.   By Charles Coote, LL.D. of Pembroke College, Oxford; author of Elements of the grammar of the English language.","Coote, Charles",82,1,1,1,0,0,1,0,1,0,6,1,1,3,1,0,0,2,3,1,1,0,0,1,0,6,2,1,1,2,0,3,2,4,0,0,4,4,6,0,3,1,0,1,4,0,2,0,1,3,0,0,0,1,1,1,0,0,3,1,0,1796,6,9,"London : printed for T.N. Longman, Paternoster-Row, 1796.",London,703,male,1761,1835,FALSE,"repugnant to his repeated profeifions, and to subversive of law and liberty , that even William, though he had lately exhibited some specimens of violence and injuffice, reje~ted it as an extravagant idea. It was at length resolved in his council , that an assembly of peers th old be"
0358200104_000029,"The history of the Puritans or Protestant non-conformists, From The Reformation To The Death of Queen Elizabeth: with an account of their principles; their Attempts for a further Reformation in the Church; their Sufferings; and the Lives and Characters of their principal Divines. By Daniel Neal, M. A.",Daniel Neal,79,0,1,2,1,1,0,0,3,0,1,0,1,5,3,2,0,0,0,4,1,1,4,0,0,1,2,2,1,1,0,3,0,3,0,0,0,2,2,4,0,6,0,1,0,0,3,0,2,4,1,0,0,0,3,2,2,1,1,1,1,1738,4,4,"London : printed for Richard Hett, at the Bible and Crown in the Poultry, M.DCC.XXXII. [1732].",London,678,male,1678,1743,FALSE,"mv nenrt of te Commonwealth of England , Scotland , and ofgern Ireland . It appoints the Government to be in a single west. Person ; - That the single. Person be the General , O. CROMWELL, whose Style and Title bhould be, His Highness, Lord prote!or of the Commonwealth"
1229900100_000406,"Journals of the House of Commons. From November the 26th, 1782, In the Twenty-Third Year of the Reign of King George the Third, to March the 24th, 1784, In the Twenty-Fourth Year of the Reign of King George the Third.",Great Britain. Parliament. House of Commons,80,0,0,1,0,0,2,2,1,1,1,2,1,2,4,3,0,4,1,0,0,1,0,3,2,10,1,0,1,3,0,2,0,0,7,1,1,1,0,2,2,2,0,1,3,0,3,1,0,1,1,0,2,1,0,3,0,0,0,0,0,1785,1,1,"[London] : Printed [by Henry Hughs] by order of the House of Commons, [1785?].",London,1088,unknown,,,FALSE,"and Tin Ores within those Counties ; and Representing to the i loufe, that the Con ouse of Commons . A. 1783 fumption of Copper and Lead in the different Branches of Manufacure within this Kingdom , and the Exportation thereof, has greatly increased within a few Years last past,"
1370600101_000157,"An history of the life of James Duke of Ormonde, from his birth in 1610, to his death in 1688. Wherein is contained an account of the most remarkable affairs of his time, ... In two volumes. To which is added, for the satisfaction of the curious, in another volume, a ver valuable collection of letters, ... By Thomas Carte, M.A. Vol. I.",Thomas Carte,103,0,2,0,0,2,0,0,0,5,7,2,0,2,0,5,1,1,1,8,0,2,2,0,0,7,5,2,5,2,0,0,3,0,5,1,2,0,2,2,2,5,3,2,0,2,1,0,3,0,1,0,1,3,0,0,0,3,0,0,1,1736,1,1,"London : printed for J. J. and P. Knapton; G. Strahan; W. Innys and R. Manby; F. Giles; T. Wotton, 1736.",London,695,male,1686,1754,FALSE,"1641 ""< used and exercised in England ; and that all other the Courts of justice, "" and all Magiffrates, Judges , Officers and fubjeas of any estate, degree, qua""' ""' or condition whatsoever, of the laid Realm of Ireland , are liable to the "" resolutions, orders and judgement"
0213100400_000009,"The geography of England: Done in the Manner of Gordon's Geographical Grammar, Each County being consider'd under the following Heads: viz. The Name, situation, air, soil, Commodities, Rivers, Chief Towns, Noblemen's Seats, Curiosities Natural and Artificial, Remarkable Persons, Various Particulars. To each County is Prefix'd A compleat Mapp from the Latest and Best Observations, shewing the Chief Towns, Parks, Rivers and Roads, both direct and across. Also A Separate Mapp of England, of the Roads, Of the Channel, and a Plan of London. Likewise, By Way of Introduction, A Clear and Distinct View of our Constitution, And every Branch of the Legislature.",,120,0,0,1,0,0,0,3,1,0,6,1,0,0,0,5,4,0,1,1,3,1,1,2,0,12,0,1,8,1,2,15,0,3,0,0,1,1,3,1,1,3,0,2,4,6,4,0,7,3,4,0,1,0,0,2,1,0,2,2,0,1744,1,1,"London : printed for R. Dodsley, at Trully's Head in Pall [Mall], M,DCC,XLIV. [1744].",London,363,unknown,,,FALSE,"Customs of the Nation , is an Abftraa of the bell Laws formerly in force among the Saxons, Danes and Normans. There Laws , as they sprung up from the Customs of a free People , are admirably well adapted to secure Liberty and Property, and consequently ought to be"
0481100112_000052,"The Parliamentary or constitutional history of England; from the earliest times, to the restoration of King Charles II. ... By several hands.",Great Britain. Parliament,114,0,2,4,1,2,0,1,2,1,9,1,0,1,0,10,0,4,1,1,1,1,0,0,1,5,1,3,3,3,0,1,1,0,9,0,0,3,0,3,4,11,0,1,0,1,9,1,1,3,1,1,1,2,0,3,0,0,0,0,0,1761,12,24,"London : printed for J. and R. Tonson, and A. Millar; and W. Sandby, 1761-63.",London,487,unknown,,,FALSE,"and the Authority thereof, now resides; and therefore, in Performance of the Duty and Trust reposed in them by the Kingdom , whom they represent, did exhibit their humble Advice and Petition to his Majesty , with the Reasons inducing them thereunto, to revoke the said Proclamation; and, with all"
0953900700_000262,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",108,0,1,1,2,0,0,0,1,12,1,1,0,0,1,1,0,0,7,0,5,7,0,0,0,12,5,0,4,1,4,2,3,0,0,0,0,3,0,2,5,3,0,2,0,1,3,1,1,3,0,0,1,0,2,0,0,2,5,1,2,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"sat in a grand Committee upon the Ordinance against Heresies. Report of the Marquis of Ormond's Propositions. That he desired Supplies and Moneys for the For Ormond' ces with him, and that he would either come to P'ropii' London, or go beyond Sea, or firve in Ireland , ""' as"
0010900102_001111,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,83,1,1,2,0,1,0,1,0,0,0,1,0,2,0,1,0,2,1,7,1,0,2,1,0,0,1,0,3,4,2,4,1,0,3,0,1,3,1,2,4,10,2,1,1,0,0,0,3,0,1,0,2,0,6,0,1,2,1,0,0,1732,2,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,986,male,1685,1743,FALSE,"they replied to Affairs of the Scots proposition of uniting the two national Scotland . churches, made their answer (which was no less amp. 390- biguous than the demand) a tool, which they might use or not, as occasion required. It is certain, there was a strict correspondence between some"
0848700325_000102,"Modern history; or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. By Mr. Salmon. Vol.XXV. Contains Part of the Reign of Queen Anne; with Remarks on Bishop Burnet's History of that Reign.",Thomas Salmon,97,1,0,0,5,0,0,1,0,0,0,1,2,3,0,1,1,2,0,4,0,0,1,0,1,2,0,0,0,7,1,4,2,1,3,1,2,0,1,0,4,10,0,1,9,2,1,2,0,4,1,2,2,0,8,0,1,2,1,0,0,1734,25,25,"London : printed for Tho. Wotton, at the Three Daggers and Queen's Head against St. Dunstan's Church; J. Shuckburgh, at the Inner-Temple-Gate; both in Fleet-Street: and T. Osborne, in Gray's-Inn, MDCCXXXIV. [1734].",London,482,male,1679,1767,FALSE,"ift of dmay, declare rlis present Parli. ""ment to be the firs Parliament of Grea, "" Britain, the present Parliamentof, :; in! "" may be so on the part of Eigl: ta,  and th C sixteen Peers and the forty fiye Cunoioner "" for Scotland to sit with them."
1237400200_000373,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",86,0,3,2,0,0,0,0,3,1,4,1,2,3,1,3,0,1,2,3,2,5,2,0,0,2,0,1,1,5,1,0,0,0,2,1,2,0,0,0,4,3,0,1,0,2,3,3,2,2,1,2,0,4,3,1,0,1,0,1,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"them!elvcs in defence of the government . The ministry were no sooner informed of Cope's defeat, than they ient orders for three battalions of guards, and tiiven regiments of infantry to return from Slanders; and these being joined by the six thousand Dutch troops lately arrived, began their march to"
1729300104_000407,"Historical collections of private passages of state. Weighty matters in law. Remarkable proceedings in five Parliaments. Beginning the sixteenth year of King James, Anno 1618. And ending the fifth year of King Charls, Anno 1629. Digested in order of time, and now published, By John Rushworth of Lincolns-Inn, Esq;",John Rushworth,108,0,0,0,0,0,0,1,1,1,6,2,0,1,5,0,0,1,0,2,2,0,0,1,0,16,4,0,5,4,1,1,0,0,7,2,0,2,0,1,5,8,0,2,2,0,2,8,0,4,1,0,0,3,0,1,1,1,3,1,0,1721,4,8,"London : Printed by Tho. Newcomb for George Thomason, at the Sign of the Rose and Crown in St. Paul's Church-Yard, M.DCC.XXI. [1721].",London,855,male,1612,1690,FALSE,"such others as he, were hanged up. The said Sampson being brought into the House , acknowledged he might speak those Words, being in Drink; so being withdrawn, it was Ordered he should be sent back to the Justices of Peace , to be tent to the House of corre&ion."
0190100105_000157,Mr. Rushworth's Historical collections abridg'd and improv'd. ...,John Rushworth,97,0,2,3,2,0,0,0,0,5,9,0,0,3,2,1,0,0,0,1,2,1,0,3,2,6,0,1,4,1,1,2,1,0,0,0,1,1,1,4,4,10,0,1,1,0,5,0,5,1,0,1,0,0,1,3,1,1,1,3,0,1703,5,6,"London : [s.n.], Printed in the Year M.DCC.VIII. [1708].",London,631,male,1612,1690,FALSE,"Ld Ma or, Aldermen, and don. Common Council , to appoint Persons to dig any Quantity of Turf or Peat in any enclosed Paitures, Commons or waft Grounds (not being Gardens, Orchards, or Wdlks) whether then, or hereafter sequestered, or on the Lands belonging to the King , Queen, or"
0933300108_000198,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes, illustrated with plates. By David Hume, Esq. A new edition, with the author's last corrections and improvements. To which is prefixed, a short account of his life, written by himself. ...",David Hume,108,1,7,9,0,1,0,1,0,3,3,0,0,1,0,2,0,1,1,0,3,2,0,3,0,2,4,0,21,1,0,3,1,1,0,0,1,0,1,0,2,2,1,0,0,3,0,5,2,1,3,0,0,1,3,2,0,3,6,1,0,1791,8,8,"London : printed for T. Cadell: and sold by T. Longman, 1791.",London,564,male,1711,1776,TRUE,"of, and her declared no lions of the proper objets of its attention, 181 Laws pasl'd this felliol of, 183 A spirited speech of Peter Wentworth, a commoner , in f.lvour of liberty of speech in 225 Petitions the queen for chuirc reflbrmation, inltcad of proceeding on the bill introduced"
0349800117_000110,"The parliamentary or constitutional history of England; being a faithful account of all the most remarkable transactions in Parliament, from the earliest times. Collected from the journals of both Houses, the records, ... By several hands. ...",Great Britain. Parliament,91,0,0,8,0,1,0,0,6,1,2,1,0,1,0,3,0,4,0,2,1,3,1,0,1,5,1,0,4,3,0,0,1,3,4,0,0,2,0,1,3,7,5,0,0,1,1,0,1,0,2,0,0,1,1,2,0,1,2,3,2,1755,17,24,"London : printed; and sold by Thomas Osborne; and William Sandby, 1751-61.",London,505,unknown,,,FALSE,"House of  Commons lilt quietly: Yet it was resolved by that Party , that the two Speakers and the Friends of thie Armiv L old fly tilither, which they did; the An. 14 Ca. c1. thehoufes notwithstanding sat, chose new Speak i64s.  ers, revived the Committee of Safety,"
1094400500_000057,"A catalogue of very curious and valuable books, containing, among many others equally good, in folio. Roberts's Atlas Racolta di Statue da Rossi Beaumiester Architectura Pseffel Templi Columna Trajana & Ant. 2 vol Atlas, par Le Fer Perelle's Views Schenk's Views Ruins of Balbec, Russia Vaillainti Numismata Sandrarti Sculpturae Vet. cum Arte Pictoriae, edit. opt. - rar. Machini del Ramelli Atlas, par De Lisle Catesby's Carolina, 2 vol. ... Russia The Bishop's Bible, 1568 Patrick, Lowth, Whitby, and Arnold, 7 vol Chambers's Dictionary, 2 vol Iohnson's Dictionary, 2 vol Martland's London, 2 vol. best edit. Rapin, with Heads and Monuments, 2 vol Biograph. Britannica, 7 vol ... Fabricii Biblioth. Graeca, 14 vol Livius Crevier, 6 vol Diogenes Laertius, 2 vol Homerus Barnesii, 2 vol Harleian Miscellany, 8 vol Pope's Homer's Odyssey, 5 vol Philos. Transactions abridged, 11 vol Knyghtes of the Table rounde, bl. letter Edwards's Birds and Gleanings, 7 vol Coryat's Crudities Pope's Works and Life, 5 vol -Shakespear, 6 vol Swift's Works and Letters, 12 vol Milton, by Baskerville, 2 vol ... Smollet's Hist. and Contin. 6 vol Robertson's Charles V. 6 vol. &c. &c. Also A Large Collection of Scarce and Curious Pamphlets. Catalogues of which may be had separately. The whole will be daily selling till the 25th of March, 1770, for Ready Money only, at the Prices mentioned in the Catalogue, by Thomas Davies, Bookseller, in Russel-Street, Covent-Garden.",Thomas Davies,103,0,1,2,1,1,0,1,0,2,8,4,0,1,1,0,0,8,1,3,0,1,0,0,1,5,3,0,5,2,0,2,5,0,5,0,0,2,0,0,0,12,3,2,0,2,0,5,1,4,1,0,1,0,2,3,0,0,1,1,0,1770,1,1,"[London : s.n., 1770].",London,185,male,1712,1785,FALSE,"are in at present , 1641, 6d 963 Downfall of old common council men, being their great Repulse at Guildhall on Friday last, cc. c. compoked by John Bond, Is 1641 964 Copy of the labs Declaration agreed upon by the Committee of the House of Commons appointed to sit"
0145600200_000365,"The history of the troubles of Great Britain: containing a particular account of the most remarkable passages in Scotland, from the year 1633 to 1650. With an exact Relation of The Wars carried on, and the Battles fought by the Marquis of Montrose. (all which are omitted in the Earl of Clarendon's History.) Also, A full Account of all the Transactions in England during that Time. Written in French by Robert Monteth of Salmonet. To which is added, The true Causes and favourable Conjunctures Which contributed to the Restoration of King Charles II. Written in French by D. Riordan de Muscry. Translated into English by Captain James Ogilvie.","Menteith, Robert",129,0,3,2,1,0,0,0,2,1,10,2,0,1,0,0,0,9,2,3,0,3,0,0,0,17,2,0,24,1,1,0,1,0,0,0,2,3,0,1,4,6,0,2,2,1,4,4,1,2,0,0,3,0,2,0,0,0,5,2,0,1735,1,1,"London : printed for G. Strahan at the Golden Ball, over against the Royal Exchange in Cornhill; and R. Williamson near Gray's-Inn-Gate, Holbourn, MDCCXXXV. [1735].",London,587,unknown,,,FALSE,"englijh Cominiflioners at newcas/lle 248; adjourn 258; meet the 6th of March 1648, 372; their Answer to the Petition of the Clergy 373; their Declaration about the i)eftnce of Religion, and the King's i'erfon 375; they refiul to deliver up Captain wvoglan, c. to the enig lij/l Cominllionlcrs 381; send"
1544300100_000262,"A new geographical, historical, and commercial grammer; and present state of the several kingdoms of the world. Containing I. The figures, motions, and distances of the planets, according to the Newtonian system, and the latest observations. II. A general view of the Earth, considered as a planet; with several useful geographical definitions and problems. III. The grand divisions of the globe into land and water, continents and islands. IV. The situation and extent of empires, kingdoms, states, provinces, and colonies. V. Their climate, air, soil, vegetable productions, metals, minerals, natural curiosities, seas, rivers, bays, capes, promontories, and lakes. VI. The birds and beasts peculiar to each country. VII. Observations on the changes that have been any where observed upon the face of nature, since the most early periods of history. VIII. The history and origin of nations: their forms of government, religion; laws, revenues, taxes, naval and military strength; orders of knighthood; &c. IX. The genius, manners, customs, and habits of the people. X. Their language, learning; arts, sciences, manufactures, and commerce. XI. The chief cities, structures, ruins, and artificial curiosities. XII. The longitude, latitude, bearings, and distances of principal places from London. To which are added, I. A geographical index, with the names of places alphabetically arranged. II. A table of the coins of all nations, and their value in English money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. the astronomical part by James Ferguson, F.R.S. To which have been added; the late discoveries of Dr. Herschell, and other eminent astronomers. Illustrated with a correct set of maps, engraved from the most recent observations and draughts of geographical travellers.",William Guthrie,111,1,1,0,0,1,1,0,0,0,5,0,1,4,0,2,2,2,1,9,0,4,4,0,1,3,13,1,10,5,0,6,1,0,3,1,0,2,4,3,0,8,1,0,2,2,0,0,1,2,0,0,0,0,1,1,1,1,0,0,0,1796,1,1,"London : Printed for Charles Dilly, in the Poultry; and G.G. and J. Robinson, in Pater-Noster Row, M.DCC.XCVI. [1796].",London,1037,male,1708,1770,FALSE,"public buildings of this kingdom , I must not forget the numerous barracks where the soldiers are lodged, equally to the ease and conveniency of the inhabitants. COMMERCE AND .MANUFACTURES.] What I have said of England under this head, is in a great measure applicable to Ireland . Her exports"
1173000402_000048,"The world in miniature: or, the entertaining traveller. Giving an account of every thing necessary and curious; As to Situation, Customs, Manners, Genius, Temper, Diet, Diversions, Religious and other Ceremonies; Trade, Manufactures, Arts and Sciences, Government, Policies, Laws, Religions, Buildings, Beasts, Birds, Fishes, Plants, Reptiles, Drugs, Cities, Mountains, Rivers, and other Curiosities belonging to each Country. In Two Volumes. Adorned with Figures of the Habits of most Nations in the World; and several curious and useful tables. By Mr. John Fransham, of Norwich.","Fransham, John",88,0,1,1,0,0,5,1,1,0,2,0,2,1,0,8,4,0,0,2,2,1,2,0,0,1,1,2,6,0,0,2,0,0,1,2,2,1,0,4,2,4,0,2,7,0,1,0,1,2,0,0,0,0,7,1,1,0,3,2,0,1740,2,2,"London : printed, and sold by John Torbuck, in Clare-Court near Drury-Lane, [1740].",London,240,unknown,,,FALSE,"Merchants. The 14 i; - corporated Trades are, Chirurgeons, Gold fiiths, Skinners, Furriers, ihammer men, Wrighrs, Masons, Tailors, Bakers, Butchers, cord wainers, Weavers, Wakers, i. e. Fullers, and bonnet makers, i. e. Cay -- m. kers. The Magistrates are chosen annually R z upon upon futefday next after amichaelmas day,"
0144600103_000015,The history of England from the accession of James I. to that of the Brunswick line. ... By Catherine Macaulay.,Catharine Macaulay,80,0,2,0,0,2,0,0,0,0,2,3,1,1,2,7,0,2,5,1,2,1,2,1,1,7,0,1,4,2,1,1,0,0,1,0,0,0,0,1,2,3,0,0,1,1,1,3,4,0,3,0,1,0,2,0,3,1,1,1,0,1763,3,8,"London : printed for J. Nourse; R. and J. Dodsley; and W. Johnston, 1763-83.",London,472,female,1731,1791,TRUE,"A repeal of the branch of a statute primo Elizabeth,,, concerning commissioners for causes ecclesiastical. 12 A fubftdy granted to the King , of tonnage and poundage. 13 An a for the securing of such moneys as shall be due to the inhabitants of the county of York, and other"
0355700400_000037,"The life of Oliver Cromwell, Lord-Protector of the Commonwealth of England, Scotland, and Ireland. Impartially collected from the best historians, and several original manuscripts.",Isaac Kimber,89,1,1,4,0,0,0,0,3,2,3,0,1,2,0,2,0,3,0,1,1,1,0,0,0,6,0,0,10,1,0,0,2,1,1,2,1,3,1,1,2,7,2,3,0,0,4,1,0,3,0,1,1,3,2,1,0,1,2,1,1,1755,1,1,"London : printed for J. Brotherton, at the Bible, next Tom's Coffee-House, Cornhill, MDCCLV. [1755].",London,432,male,1692,1755,FALSE,"the himself, northern parts in peace and quietness, came him and leav self before Pomfret; and having ordered the several ing Lam posts for a close siege, which put a flop to their it, marches thus for Lndon. thus ranging abroad, he left major- general Lam. o bert, who was"
