PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(author),termFreq(believ),termFreq(bitter),termFreq(bodi),termFreq(charact),termFreq(common),termFreq(curl),termFreq(envi),termFreq(fame),termFreq(gener),termFreq(hand),termFreq(hate),termFreq(heart),termFreq(idea),termFreq(judgement),termFreq(ladi),termFreq(libel),termFreq(liberti),termFreq(low),termFreq(malic),termFreq(manner),termFreq(merit),termFreq(opinion),termFreq(piqu),termFreq(poem),termFreq(point),termFreq(power),termFreq(print),termFreq(privat),termFreq(public),termFreq(publish),termFreq(read),termFreq(satir),termFreq(satyr),termFreq(scandal),termFreq(scribbler),termFreq(spirit),termFreq(vain),termFreq(vers),termFreq(vice),termFreq(wit),termFreq(work),termFreq(write),termFreq(wrong),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0226300103_000027,"The poetical works of Alexander Pope, with his last corrections, additions, and improvements. From the text of Dr. Warburton. With the life of the author. Cooke's pocket edition. ... . Embellished with superb engravings.",Alexander Pope,32,0,4,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2,2,1,2,0,1,2,0,1,1,0,1,0,0,0,0,0,4,0,0,2,1,0,1800,3,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; And sold by all the Booksellers in Great-Britain and Ireland, [1800].",London,219,male,1688,1744,TRUE,"But as to his pique against people of quality, the lame Journalif doth not agree, but faith, (May 8, 1728,) "" He had, by fbme means or "" other, the acquaintance and fiiendlhip of the whole "" body of our nobility."" However contradieiory this may appear, Mr. Dennis and Gildon,"
1778900100_000076,"The life of Alexander Pope, Esq. Compiled from original manuscripts; with a critical essay on his writings and genius. By Owen Ruffhead, Esq.",Owen Ruffhead,27,1,0,0,0,0,2,2,0,1,0,1,0,0,1,0,0,5,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,2,1,0,1,0,0,0,0,1,1769,1,1,"London : printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, W. Johnston, [and 8 others in London], 1769.",London,461,male,1723,1769,FALSE,"or commend. "" Know, all the distant din that world can keep, "" Rolls over my Grotto, and but fooths my sleep. "" There, my retreat the best Companions grace, "" Chiefs out of war, and Statesmen out of place."" The conscious pride likewise with which he speaks of his"
0088901900_000103,"Works of the author of The pursuits of literature, consisting of I. Pursuits of literature, A Satirical Poem In Four Dialogues. II. A translation of the passages from Greek, Latin, Italian, and French writers, quoted in The Prefaces And Notes To The pursuits of literature. III. The imperial epistle from Kien Long, Emperor Of China, to Geo.III. King Of Great Britain, &c. IV. The shade of Alex. Pope, Esq. on the banks of the Thames, a satirical poem, Occasioned Chiefly, But Not Wholly, BY The Residence Of Henry Grattan, At Twitnam, In Nov. 1798.",Thomas James Mathias,39,2,1,1,0,0,1,3,0,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,3,1,1,5,0,1,1,0,1,0,1,0,2,1,0,1,2,4,0,0,1799,1,1,"Dublin : printed for J. Milliken, 32, Grafton-Street, 1799.",Dublin,750,male,1754,1835,FALSE,"And idly busy in my choice perplexed, Throw Dr. Warbprton refused to admit it: no common edition what. soever of Pope has admitted it. It is printed only in a vulgar appendix in two volumes. But if Mr. Pope had acually described every nymph in the seraglio of ""the pious"
1240900700_000053,"The Dunciad, in three books, written in the year 1727. With notes variorum, and the Prolegomena of Scriblerus.",Alexander Pope,33,1,2,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,5,0,1,3,0,1,0,2,0,0,0,3,0,0,0,2,0,1735,1,1,"[London, 1735].",London,201,male,1688,1744,TRUE,"i728, price i s. Others of an elder date, having lain as waste paper many years, CCC were upon the publication of the Dunciad brought out, and their Authors betrayed by the mercenary Booksellers (in hope of some poil; bility of vending a few) by advertising them in this manner"
0439300200_000004,"The poems and miscellaneous compositions of Paul Whitehead; with explanatory notes on his writings, and his life written by Captain Edward Thompson. With a head of the author, from a painting by Mr. Gainsborough.",Paul Whitehead,37,0,4,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,1,0,2,0,0,0,4,0,1,2,1,2,0,0,1,0,1,0,3,0,1,2,1,2,1,0,1777,1,1,"London : printed for G. Kearsley, in Fleet Street, and J. Ridley, in St. James's Street, MDCCLXXVII. [1777].",London,249,male,1710,1774,FALSE,"pieces which he gave to the world, that drew him any fame , were, The State Dunces, and Manners , a Satire . The first was written in 733, and inscribed to Mr. POPE; the lafi was publifned in 1738 These compositions very early declare our Author's Political principles, which"
0447300102_000090,The works of Mr. Alexander Pope. Volume II.,Alexander Pope,33,1,5,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,2,0,4,0,1,2,1,1,2,0,0,0,1,1,0,0,0,0,1,1,1,0,1735,2,2,"London : printed by J. Wright, for Lawton Gilliver at Homer's Head in Fleetstreet, MDCCXXXV. [1735].",London,536,male,1688,1744,TRUE,"small opening made in one of their dikes by a tingle Wa ter rat, and lately much endangers by certain wjorns breeding in their Piles. However, that such is not seriously the judgement of our Poet, but that he conceiveth better hopes from the Diligence of our Schools, from the"
0675101900_000061,"Works of the author of The pursuits of literature, consisting of I. Pursuits of literature, Consisting Of I. Pursuits Of Literature, A Satirical Poem In Four Dialogues. II. A translation of the passages from Greek, Latin, Italian, and French writers, Quoted In The Prefaces And Notes To The Pursuits Of Literature. III. The imperial epistle from Kien Long, Emperor Of China, To Geo. III. King Of Great Britain, &C. IV. The shade of Alexander Pope, Esq. ON The Banks Of At The Thames, A Satirical Poem, Occasioned Chiefly, But Not Wholly, BY The Residence Of Henry Grattan, At Twitnam, In Nov. 1798.",Thomas James Mathias,43,1,2,1,0,0,0,2,2,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,2,0,4,0,7,1,4,1,0,1,0,0,0,0,0,0,2,1,0,1799,1,1,"Dublin : printed for J. Milliken, 32, Grafton-Street, 1799.",Dublin,448,male,1754,1835,FALSE,"more; -"" "" He will not be commanded!"" Macbeth. As I have now brought my Poem to the conclusion which I intended, it is proper snd, as I think, refpe6tful to offer some considerations to the public , for whose use it was written. No imitation of any writer or"
1350400106_000076,"The spectator, in eight volumes.",,34,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,2,3,2,1,0,1,0,3,1,0,0,0,1,2,2,2,0,1791,6,8,"Glasgow : printed by David Niven; for J. Duncan, J. & M. Robertson, Dunlop, & Wilson, J. & W. Shaw, R. Farie, A. Orr, A. M'Goun, and A. Macaulay, Glasgow.-J. Dickson, E. Balfour, P. Hill, J. Hunter, and J. & J. Fairbairn, Edinburgh; and W. Coke, Leith, Anno 1791.",Glasgow,308,unknown,,,FALSE,"hope, here proved, that the love of money 6 prevents all immorality and vice ; which if you will not C allow, you muss, that the purfixit of it obliges men to a the same kind of life as they would follow if they were "" really virtuous; which is"
0771100900_000001,"Roscius: or, a critical examination, into the merits of all the principal performers, belonging to Norwich Theatre. For the last season. By D. Pinn.","Pinn, D.",41,2,0,0,0,0,0,0,0,3,5,1,2,1,0,0,0,0,0,0,0,2,0,8,0,1,0,1,1,1,1,1,0,1,2,0,3,0,0,0,1,0,2,1,1,0,1767,1,1,"Norwich : printed and sold by S. White, Magdalen-Street; and by the booksellers in town, MDCCLXVII. [1767].",Norwich,22,unknown,,,FALSE,"R 0 S sg A P OEMN. [Price One Shilling. ] a .c·do.8teoo·&4~.too.. 9ooe.. cod E D O. 11 .oocn.0.ikroo4ito~e~tpib4o O bo .4. Te end, D I V 1 0n. ROS C I U S: 0 R, A CRITICAL EXAM I NATION, INTO THE MERITS of all the principal PERFORMERS,"
1483500803_000015,The works of Alexander Pope Esq; vol. III. Part I. Containing the dunciad now first published according to the complete copy found in the year MDCCXLI.,Alexander Pope,29,1,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,1,4,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1743,3,3,"London : Printed for R. Dodsley, and sold by T. Cooper, 1743.",London,254,male,1688,1744,TRUE,"like manner for his virtuous difpolition, and gentle bearing by the ingenious mr. WIALTER HART, in this apofirophe: "" CO ever worthy, ever crowned with praire! ""t Blessed in thy byfe and blessed in all thy lays. "" Add, that the Siffers every thought refine, C And even thy Ihfe"
1734400200_000079,"The dunciad, in four books. Printed according to the complete copy found in the year 1742. With the prolegomena of scriblerus, and notes variorum. To which are added, several notes now first publish'd the hypercritics of aristarchus, and his dissertation on the hero of the poem.",Alexander Pope,38,0,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,8,0,0,1,0,1,3,1,1,0,2,0,1,0,2,0,0,1,1,1,1743,1,1,"London : Printed for M. Cooper at the Globe in Pater-noster-row, MDCCXLIII. [1743].",London,257,male,1688,1744,TRUE,"Laureate (Letter to Mr. Pope, p. 9.) "" Though I "" grant the Dunciad a better poem of its "" kind than ever was writ; yet, when I read "" it with tho!e vaia glorious encumbrances of "" Notes and Remarks upon it, c - is "" amazing, that you,"
0088800403_000086,"The works of Alexander Pope, Esq; ... . Containing his Juvenile poems, translations, and imitations; with notes and illustrations.",Alexander Pope,35,1,3,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,5,1,1,2,0,1,2,2,0,0,1,1,0,0,1,0,1,1,1,0,1789,3,6,"Edinburgh : printed by James Donaldson, M,DCC,LXXXIX. [1789].",Edinburgh,280,male,1688,1744,TRUE,"glorious anccfors, poitj oj tlis rer!m, by clipping, coining, defacing the images, mixing their own bate allay, or otherwise falsifying the same; which they publifi, utter, and vend as genuine: the said ha berdafhers having no right thereto, as neither heirs, executors, adminiifrators, assigns, or in any sort rela:; d"
1475200106_000074,The spectator.,,34,1,6,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,2,2,1,0,1,1,4,1,0,0,0,0,1,2,2,0,1718,6,8,"London : printed for J. Tonson, at Shakespear's-Head, over against Katharine-street in the Strand, M DCC XVIII. [1718].",London,323,unknown,,,FALSE,"past, and that my Devotion iall. * bly declined as Age , which is dull and unwiedly, camel upon me. * I have, I hope, here proved, that the Love of Money C prevents all Immorality and Vicei which if you will not * allow, you muss, that the Pursuit"
0902100105_000094,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements; As they were delivered to the Editor a little before his Death: Together with the commentaries and notes of Mr. Warburton.",Alexander Pope,42,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,16,0,2,1,0,1,1,1,0,0,0,4,0,0,0,2,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLL [1751].",London,373,male,1688,1744,TRUE,"better to preserve them as they are, than to change them for fictitious names; by which the satire would only be multiplied, and applied to many instead of one. Had the hero, for instance, been called Codrus, how many would have affirmed him to have been Mr. T. Mr. E."
1154200104_000034,"A collection of the English poets, containing the poetical works of Pope. Dryden. Swift. Prior. Gay. Shenston. Pomfret. Gray & Littleton. Thomson. Young. In twenty volumes. ...",,38,1,2,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,2,1,2,3,0,0,0,1,1,0,4,0,0,3,1,1,1,1776,4,20,"Aberdeen : printed for, and sold by J. Boyle, M.DCC.LXXVI. [1776].",Aberdeen,191,unknown,,,FALSE,"but could not fpcak: Lost was the Nation's Sense, nor could be found, While the long solemn. Unison went round: Wide, and more wide, it fpread.o'er all the realm; - Even Palinurus nodded, at the Helm: The Vapour mild o'cr each Committee crept; Unfinished Treaties in each Office ftlpt;. And"
1000300300_000029,"The works of Alexander Pope, Esq; Vol. IV. Part III. Containing the third part of Letters.",Alexander Pope,29,0,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,5,1,0,0,0,0,3,0,0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,2,0,1,1,1742,1,1,"London : printed for R. Dodsley, and sold by T. Cooper, MDCCXLII. [1742].",London,245,male,1688,1744,TRUE,"themselves. It was much in my hopes that you intended us a winter's visit, but lafl week I repented that wifil, having been alarmed with a report of your lying ill on the road from Ireland; from which I am just relieved by an assurance that you are till at"
0226000900_000096,The works of Mr. Alexander Pope: containing his epistles and satires: with some never before printed.,Alexander Pope,33,1,1,0,0,1,0,0,6,0,2,1,0,0,0,1,0,3,1,0,0,1,3,0,0,0,1,0,0,3,1,1,0,1,0,0,1,1,0,0,0,0,0,3,0,0,1737,1,1,"London : printed by J. Wright for J. Knapton, L. Gilliver, J. Brindley, and R. Dodesley [sic], 1737 [1742].",London,710,male,1688,1744,TRUE,"quoque principibuspermixtum agnovit Achivis conjfitit e lacrymans. xuis jam locus, inguit, Achate I Ro regio in terris nojtri non plena laboris? VE R. 48 And the frejh vomit run for ever green.] A parody on those of a late noble author , His bleeding arm had furnijh'd all their rooms,"
0239000102_000059,"The beauties of Pope, or, useful and entertaining passages selected from the works of that admired author; as well as from his translation of Homer's Iliad and Odyssey, &c. ...",Alexander Pope,46,0,10,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,1,5,1,4,1,1,0,0,1,0,0,0,2,0,4,3,0,0,1796,2,2,"London : printed for G. Kearsley, No. 46, Fleet Street, 1796.",London,375,male,1688,1744,TRUE,"tongue, and, what is mole for the honour of our language, it has been taught to express with ele · gance the great of their poets in each nation. The illiterate among our own countrymen may  letrn to judge from Dryden's Virgil of the most  perse Epic performance."
0304800300_000076,"Gulliveriana: or, a fourth volume of miscellanies. Being a Sequel of the Three Volumes, published by Pope and Swift. To which is added, Alexanderiana; or, A Comparison between the Ecclesiastical and Poetical Pope. And many Things, in Verse and Prose, relating to the latter. With an ample Preface; and a Critique on the Third Volume of Miscellanies lately publish'd by those two facetious Writers.",Jonathan Smedley,54,0,7,1,0,2,0,4,0,0,2,2,4,0,0,0,3,0,1,0,0,0,0,0,2,0,2,1,1,0,1,4,2,0,4,0,1,0,0,0,0,0,1,7,0,2,1728,1,1,"London : printed for J. Roberts, at the Oxford Arms in Warwick-Lane, M.DCC.XXVIII. [1728].",London,388,male,1671,1729,FALSE,"different Studies: But I have a most flowing and extensive Benevolence; and when I assert the Pights, or avenge the Wrongs , of Mankind, as I at from the first Principles of Nature, whatever the Cause may be which I make my Concern, none can say, I a out of"
0861700105_000020,"The works of Alexander Pope, Esq. In nine volumes, complete. With notes and illustrations by Joseph Warton, D.D. and others. ...",Alexander Pope,31,1,1,0,1,0,0,0,1,0,3,1,2,0,0,1,0,0,0,0,0,1,2,0,3,0,2,0,1,0,0,0,0,0,3,0,1,1,0,2,2,0,0,1,1,0,1797,5,9,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, J. Nichols [and 13 others in London], 1797.",London,376,male,1688,1744,TRUE,"I think there be neither impiety nor irreligion in the conduat of his Tale, yet surely it was impossible for a man really penetrated with a serious sense of Religion, ever to prevail on himself to expose the abuses of it in the manner he has done. * The Travels"
0902100105_000043,"The works of Alexander Pope Esq. In Nine Volumes Complete. With his last corrections, additions, and improvements; As they were delivered to the Editor a little before his Death: Together with the commentaries and notes of Mr. Warburton.",Alexander Pope,33,0,4,0,0,1,0,0,4,0,2,0,0,0,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,2,1,1,0,0,1,0,2,2,0,0,2,0,0,3,0,0,1751,5,9,"London : printed for J. and P. Knapton, H. Lintot, J. and R. Tonson, and S. Draper, MDCCLL [1751].",London,373,male,1688,1744,TRUE,"C These times though' many a Friend bewail, ""These times bewail not I. "" But when the World's loud praise is thine, ""And spleen no more shall blame, CC When with thy Homer thou shalt shine ""In one established fame : Earless on high, flood unabashed De Foe, And Tutchin"
0800400802_000028,"A view of society and manners in France, Switzerland, and Germany: with anecdotes relating to some eminent characters. By John Moore, M.D. In two volumes. ... . Strenua nos exercet inertia: navibus atque Quadrigis petimus bene vivere. Quod petis, hic est. Hor.",John Moore,32,1,2,1,1,0,1,2,0,0,0,1,0,0,1,0,0,1,1,0,0,2,2,0,1,0,1,0,0,0,1,2,0,1,2,0,0,2,0,0,1,0,2,1,2,0,1783,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,453,male,1729,1802,FALSE,"circumtfanccs argue great magnanimity. Berlin, though not a fortified, is certainly a very military town. When all the soldiers of the garrison are present, they amount to 30, 0 In their general condua they are quiet, and the police of the town is pretty well regulated. Yet there are some"
0346200501_000026,"Poems of Dr. Jonathan Swift, Dean of Saint Patrick's, Dublin. In two volumes. ...",Jonathan Swift,35,0,1,0,0,0,0,1,0,1,3,0,2,0,2,0,0,0,2,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,5,2,4,0,1774,1,2,"Glasgow : printed by Robert & Andrew Foulis, printers to the university, M.DCC.LXXIV. [1774].",Glasgow,192,male,1667,1745,TRUE,"before my matter comes from prayers; And see now, it strikes ten, and I hear him coming up fairs:. Whereof I could say more to your verses , if I could write written hand : And so I remain, in a civil way, your servant to com. mand, MIARY. DR."
0088800403_000088,"The works of Alexander Pope, Esq; ... . Containing his Juvenile poems, translations, and imitations; with notes and illustrations.",Alexander Pope,46,0,8,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,4,0,0,15,0,1,0,0,3,0,1,0,0,0,3,0,0,0,2,0,1789,3,6,"Edinburgh : printed by James Donaldson, M,DCC,LXXXIX. [1789].",Edinburgh,280,male,1688,1744,TRUE,"rules of the ancients, and ftriaeft idea of the moderns, is critically such but also with regard to the heroical disposition and high courage of the writer, who dared to ffir up such a formidable, irritable, and implacable tace of mortals. There may arise some obscurity in chronology from the"
0184600703_000087,"The lives of the poets of Great Britain and Ireland, to the time of Dean Swift. Compiled from ample materials scattered in a variety of books, and especially from the Ms. Notes of the late ingenious Mr. Coxeter and others, collected for this Design, by Mr. Cibber. In four volumes. ...",Theophilus Cibber,48,0,10,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,2,0,7,0,0,7,1,1,2,2,0,0,0,1,0,0,2,0,1,1,1,1,1753,3,5,"London : printed for R. Griffiths, at the Dunciad in St. Paul's Church-Yard, MDCCLIII. [1753].",London,359,male,1703,1758,FALSE,"Horace, printed in 4to. London 1671, and dedicated to his dear sister Mrs. Stanhope Hutchinson. This play was frft finished in 1665, but in his prefatory epistle he tells us,  that neither at that time, nor for several years after, was it intended for the public view, it being"
0443501001_000045,The works of the Reverend Dr. Edward Young. In six volumes. Carefully compared and corrected by the author's edition. ...,Edward Young,53,1,1,0,0,0,1,1,0,1,6,1,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,1,1,1,3,2,3,5,0,1,0,0,0,0,0,7,3,7,0,1774,1,6,"Edinburgh : printed for Alex. Donaldson. Sold at his shop, London; and at Edinburgh, 1774.",Edinburgh,186,male,1683,1765,TRUE,"faults are crimes, your crimes are double died. What is a scandal of the firit renown, But lettered knaves, and atheists in a gown? Tis harder far to please than give offence; The least mifconduc damns the brightest sense: Each flallow pate that cannot read your name, Can read your"
1591200600_000081,"Select poetical works of Alexander Pope, Esq. Miscellanies, on various subjects. Satires and epistles of Horace imitated. The Dunciad, with notes and index.",Alexander Pope,37,0,4,0,0,0,1,0,3,0,1,0,1,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,9,0,1,1,0,1,0,1,0,0,0,6,0,0,0,1,0,1785,1,1,"Glasgow : Printed by Andrew Foulis, printer to the University, M.DCC.LXXXV. [1785].",Glasgow,407,male,1688,1744,TRUE,"Advertilement by  fames Moore smrith,. Flying poft, April i3. Verses against Dr. Swift, and against Mr. P -- s Homer. By f.01dmri~von. Daily Journal, April a3. Letter about the Translation of the Character of Therlites in Homer. By Thomas Cooke, c. Milk's Weekly Journal, April. A Letter of Leris"
1609000107_000035,"The works of the Reverend Dr. Jonathan Swift, dean of St. Patrick's, Dublin. With an account of his life and writings. As also, historical and explanatory notes, and a great number of original pieces, in verse and prose. The whole properly digested. In eleven neat pocket volumes, printed in a new beautiful silver type.",Jonathan Swift,30,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,3,0,0,3,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,2,0,1,1,1762,7,11,"Dublin : Printed by George Faulkner, MDCCLXII. [1762].",Dublin,337,male,1667,1745,TRUE,"of obur lying ill on the Road from ireland'; from iwhich I arn just relieved by an Alfurance that you are fill at Sir Arthur Achefon's*, Planting and Buildiing two Things that I erivy you for, besides ao Third, which is the Society of a valuable Lady : I c0oncludi"
0422900104_000074,"The works of Alexander Pope, Esq; In eight volumes. With his last corrections, additions, and improvements. Together with all his notes.",Alexander Pope,34,1,2,0,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,2,0,1,3,2,0,0,1,1,1,0,2,0,1,0,1,0,1770,4,8,"Edinburgh : printed by and for Martin & Wotherspoon, M.DCC.LXX. [1770].",Edinburgh,265,male,1688,1744,TRUE,"DECL ARATI O N WHEREAS certain Haierdaffers of Points and Par. ties, being instigated by the spirit of Pride, and as iuming to themselves the name of Critics and.reforers, have taken upon them to adulterate the common and current sense of our GI r; ous Ancestors, Poets of t;. Rain,"
0433200109_000031,"The works of Alexander Pope, Esq. In nine volumes, complete. With his last corrections, additions, and improvements: together with the commentaries and notes of his editor.",Alexander Pope,30,0,1,1,0,2,0,1,0,2,0,1,0,1,0,0,0,4,1,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,2,0,1,1,1769,9,9,"Dublin : printed for G. Faulkner, and A. Bradley, MDCCLXIX. [1769]-70.",Dublin,356,male,1688,1744,TRUE,"with a Report of your lying ill on the Road from Ireland; from which I am jus re lieved by an Afrurance that you are till at Sir 4.' Planting and Building; two Things that i envy you for, befdes a third, which is the Society of a valuable Lady"
0089800704_000074,"The works of Alexander Pope, Esq. In six volumes, complete. With his last corrections, additions, and improvements; together with all his notes.",Alexander Pope,39,1,3,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,13,0,4,1,0,0,0,3,1,0,0,0,0,1,1,2,0,1767,4,6,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXVII. [1767].",Edinburgh,280,male,1688,1744,TRUE,"in pieces which mujid he been qurit in haste, very few perhaps ever re visel: d, and nsle intendedfor the eye of the public . - ~ A CAT A catia [ 224 ] A C .AT A L O G U E: OF THE. Surreptitious and *incorre ..Edliions .of"
0273900302_000001,"The works of Alexander Pope, Esq; Vol. II. Containing his epistles, &c.",Alexander Pope,46,1,5,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,2,2,2,2,0,0,0,2,3,4,2,3,5,1,1739,2,2,"London : printed for R. Dodsley, and sold by T. Cooper in Pater-Noster-Row, MDCCXXXIX. [1739].",London,239,male,1688,1744,TRUE,"THE WORKS OF ALEXANDER POPE, Esq; VOL. If. Containing his EPISTLES, cl O 1) N N: Printed for R. Dos LAY, and sold by T. cooper in poter ofter rswu. , >towivxsrs THE AUTHOR TO THE READER. A lrl I had to say of my twi itings is contained in"
0797500102_001484,"An universal history of arts and sciences: ... The whole extracted from the best authors in all languages, ... By ... Dennis De Coetlogon, ...","De Coetlogon, Dennis",35,0,2,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0,1,1,9,1,0,0,0,3,3,1,0,1,0,1745,2,2,"London : printed and sold by John Hart, 1745.",London,1346,unknown,,,FALSE,"Moderns, more particularly denotes the Stage, or Place whereon the Drama or Play is exhibited; answering to the Proscenium of the Ancients. In its full Latitude, however, the Theatre includes the whole Playhouse: In which Sense it is a spacious Room or Hall, Part whereof is taken up by the"
1206400105_000092,"The works of Alexander Pope Esq. In nine volumes. With his last corrections, additions, and improvements; ... together with the commentaries and notes of Mr. Warburton.",Alexander Pope,36,0,4,0,0,0,1,0,6,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,7,0,0,2,0,1,0,1,0,0,0,4,0,0,1,1,0,1753,5,9,"Dublin : printed for George Faulkner, A. Moore, and A. Bradley, 1753 [1764].",Dublin,333,male,1688,1744,TRUE,"the complaint of the aforesaid Libels and Ad"" "" was forged and untrue; that all mouths "" had been silent, except in Mr. Pope's praise; and nothing against him publifled, but by Mr. Theo"" "" Sawnev. in blank verse , occasioned by the Dunciad; with a Critique on that poem"
0226900205_000090,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements; As they were delivered to the Editor, a little before his Death. Together with the commentary and notes of Mr. Warburton.",Alexander Pope,34,1,8,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,5,0,0,1,1,1,2,0,0,0,1,0,1,1,1,0,0,1,1,1,1757,5,9,"London : printed for A. Millar, J. and R. Tonson, H. Lintot, and C. Bathurst, MDCCLVII. [1757].",London,349,male,1688,1744,TRUE,"computation may be about a C hundred thousand in there kingdoms of England and Ireland, not to mean the species of bad writers were ranged in classes, and initial letters of names prefixed, for the mofl part at random. But such was the Number of poets eminent in that art,"
0089100205_000043,"The works of Alexander Pope Esq. In nine volumes, complete. With his last corrections, additions, and improvements: together with the commentary and notes of his editor.",Alexander Pope,32,0,3,0,0,1,0,1,5,0,1,0,0,0,0,0,0,3,2,0,0,1,3,0,0,0,0,0,0,2,1,1,1,0,1,0,1,2,0,0,1,0,0,2,0,0,1770,5,9,"London : printed for C. Bathurst, W. Strahan, J. and F. Rivington, R. Baldwin, W. Johnston, T. Caslon, T. Longman, B. Law, Johnson and Davenport, T. Davies, T. Cadell, and W. and J. Richardson, MDCCLXX. [1770].",London,357,male,1688,1744,TRUE,"was a broken bookseller, and abusive scribbler : he writ Neck or Nothing, a violent satire on some ministers of state, a libel on the Duke of Devonlhire and the Bishop of Peterhorouzb, etc. VE.. 148., lnd Tulhin f.agrant from the fcowrge] John Turchin, author o;; ome isle verses ,"
0587700303_000077,"The critical and miscellaneous prose works of John Dryden, now first collected: with notes and illustrations; an account of the Life and writings of the author, grounded on original and authentick documents; and a collection of his letters, the greater part of which has never before been published. By Edmond Malone, Esq. ... . Part I.",Edmond Malone,31,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,1,1,0,0,4,0,2,1,1,0,0,0,1,0,1,0,1,0,1800,3,4,"London : printed by H. Baldwin and Son, New Bridge-Street, for T. Cadell, Jun. and W. Davies, in the Strand, M,DCCC. [1800].",London,540,male,1741,1812,FALSE,"Beza; or that it was a Hugonot minister, otherwise called a presbyterian, (for our church abhors so devilish a tenet,) who first writ a treatise of the lawfulness of deposing and murdering Kings of a different persuasion in religion: but I am able to prove. from the doctrine of Calvin,"
