PassageID,Title,Author,Total termFreq,termFreq(afterward),termFreq(area),termFreq(armi),termFreq(bilhop),termFreq(bishop),termFreq(black),termFreq(check),termFreq(colleg),termFreq(colour),termFreq(crown),termFreq(differ),termFreq(equal),termFreq(fourth),termFreq(game),termFreq(guard),termFreq(held),termFreq(judg),termFreq(king),termFreq(knave),termFreq(knight),termFreq(length),termFreq(mean),termFreq(merci),termFreq(order),termFreq(pawn),termFreq(piec),termFreq(plai),termFreq(present),termFreq(queen),termFreq(rook),termFreq(root),termFreq(rule),termFreq(squar),termFreq(street),termFreq(trade),termFreq(white),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0668400500_000026,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",284,1,0,0,0,27,3,7,0,0,0,0,0,7,7,0,0,0,49,0,22,0,0,0,0,59,2,2,0,42,23,0,0,32,0,0,1,1773,1,1,"London : printed for J. Nourse, and P. Vaillant, M.DCC.LXXIII. [1773].",London,151,male,1726,1795,FALSE,"moving of this Pawn muf convince you, that it had been better to push your King's Pawn two Steps, because (as you can easily perceive) his Pawn hinders the Union of your King's and Queen's Pawns in front. i4 B. The ( 20) B. The King's Knight at his Bishop's"
1115600104_000297,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,92,1,0,0,0,1,2,6,0,3,0,3,0,2,7,3,0,0,15,0,5,0,0,0,2,7,14,3,0,10,7,0,1,0,0,0,0,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"on the fourth black holfe fiomd the. corner of the board, in the firlf and lower rank; and the black king is to be placed on the fourth while house on the opposite, or adversary's end of the board. The queens are to be placed next to the kings ,"
0090701000_000008,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",307,3,0,0,0,31,1,4,0,0,0,1,0,8,6,0,0,0,54,0,22,0,0,0,0,62,1,2,0,59,22,0,2,29,0,0,0,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"his queen's biflhop's fourth square . 1i. B. The queen's bishop's pawn , one move. W. The queen , at the adverse king's rook's fourth square . 12 B. The queen's knight's pawn , two lteps. W. The king's knight's pawn , one flep. 13 B. The king's rook's pawn"
0668400500_000022,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",203,2,0,0,0,12,2,9,0,0,0,0,0,2,4,0,0,0,38,0,22,0,1,0,0,28,0,5,0,26,25,0,1,25,0,0,1,1773,1,1,"London : printed for J. Nourse, and P. Vaillant, M.DCC.LXXIII. [1773].",London,151,male,1726,1795,FALSE,"(dl This Move is of great Consequence to him, because it hinders you from attacking his King's Knight with your Queen's Bishop , which would have enabled you to separate his Pawns by changing one of your Rooks for one of his Knights , and in this cafe the Advantage"
0090701000_000016,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",306,1,0,0,0,36,1,7,0,0,0,0,1,13,7,0,0,0,45,0,37,0,0,0,0,33,0,6,1,58,24,0,1,35,0,0,0,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"rook's fide. (d) i2. W. The queen's bishop , at the adverse king's knight's fourth square . (e) B. The king's rook's pawn , one move. 13 W. The queen's bishop , at his king's rook's fourth square . B. The queen , at her home. 14 W. The queen's"
1183800800_000009,"Chess made easy. New and comprehensive rules for playing the game of chess; with examples ... To which is prefixed a pleasing account of its origin; ... and the morals of chess, written by ... Dr. Franklin.",Benjamin Franklin,338,0,0,0,0,21,6,14,0,0,0,0,0,15,6,0,0,0,68,0,41,0,1,0,0,42,0,1,0,47,24,0,0,40,0,0,12,1797,1,1,"London : printed for H. D. Symonds; and Champante and Whitrow, [1797?].",London,71,male,1706,1790,TRUE,29 W. The pawn takes again (u). B. The queen at her fourth square (wu). 30 TF. The queen takes the queen . B. The pawn takes the queen . 31 rv. The bishop takes the pawn in his way. B. The knight at his third square . 32 7r.
0418300300_000017,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",335,2,0,0,0,39,9,12,0,0,0,0,0,3,3,0,0,0,55,0,38,0,0,0,1,28,0,2,0,55,34,0,0,52,0,0,2,1791,1,1,"London : printed for F. Wingrave, successor to Mr. Nourse, in the Strand, 1791.",London,151,male,1726,1795,FALSE,Pawn one Move. 22 W. The Queen at her Knight's third Square . B. The King's Knight at his Bishop's 3d Square . 23 W. The King's Bishop takes the Pawn . B. The Queen at her Bishop's second Square . 24 TW. The Queen's Pawn one Step. B. The
1259000400_000018,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",324,2,0,0,0,33,8,12,0,0,0,0,0,2,3,0,0,0,51,0,33,0,0,0,1,34,0,2,0,58,35,0,0,47,0,0,3,1787,1,1,"London : printed for C. Nourse, in the Strand, M.DCC.LXXXVII. [1787].",London,155,male,1726,1795,FALSE,"Queen's Knight's Pawn one Move. B. The Pawn takes the Pawn . 21 W. The Queen's Rook's Pawn one Move, to hinder him from sustaining his Queen's Biflhop's Pawn . B, The Queen's Knight's Pawn one Move. 22, W. The Queen at her. Knight's third Square . B. The King's"
0477200300_000017,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",327,2,0,0,0,35,6,10,0,0,0,0,0,4,3,0,0,0,50,0,36,0,0,0,1,36,0,2,0,60,33,0,0,47,0,0,2,1750,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.L. [1750].",London,154,male,1726,1795,FALSE,"Queen's Knight's Pawn two Steps. B. The Queen's Bishop's Pawn one Move. 20 W. The Queen's Knight's Pawn one Move. B. The Pawn takes the Pawn . 21 W. The Queen's Rook's Pawn on Move, to hinder him from sustaining his Queen's Bishop's Pawn . B. The Queen's Knight's Pawn"
1259000400_000026,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",313,1,0,0,0,15,6,3,0,0,0,0,0,8,8,0,0,0,56,0,28,0,0,0,0,56,0,3,0,32,51,0,0,42,0,0,4,1787,1,1,"London : printed for C. Nourse, in the Strand, M.DCC.LXXXVII. [1787].",London,155,male,1726,1795,FALSE,"Pawn less, you have the best of the Game by the bituation. 15 t. ( '5) I W'. The King castles on his Queen's Side. B. The King at his Rook's Square . 16, W. The King's Rook at the black King's Knight's fourth Square . B. The King's Knight's"
0090701000_000003,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",302,0,0,0,0,33,1,9,0,0,0,0,0,11,7,0,0,0,54,0,33,0,1,0,1,39,0,2,0,50,19,0,1,39,0,0,2,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"( [ i2 ] 38 W. The king's bishop's pawn , one move. B. The rook , at its king's bishop's square . ·..- - 39 W. The knight gives check at the fourth square of his king's bishop . B. The king , at his knight's second square ."
1183800800_000011,"Chess made easy. New and comprehensive rules for playing the game of chess; with examples ... To which is prefixed a pleasing account of its origin; ... and the morals of chess, written by ... Dr. Franklin.",Benjamin Franklin,166,2,0,0,0,19,2,2,0,0,0,0,0,2,12,0,0,0,23,0,11,0,0,0,4,41,5,15,1,16,7,0,1,3,0,0,0,1797,1,1,"London : printed for H. D. Symonds; and Champante and Whitrow, [1797?].",London,71,male,1706,1790,TRUE,"queen . B. The king takes the queen . 22 Y. The bishop takes the rook , and with the superiority of a rook , besides a good situation, will easily win the game . REFLEC. REFLECTIONS on GAME THE FIRST. (a) THIS pawn is played two moves, for two"
0668400500_000013,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",219,0,0,0,0,14,7,3,0,0,0,0,0,5,11,0,0,0,38,0,23,0,0,0,1,35,1,5,1,36,12,0,0,26,0,0,1,1773,1,1,"London : printed for J. Nourse, and P. Vaillant, M.DCC.LXXIII. [1773].",London,151,male,1726,1795,FALSE,"Square . [Y. The Queen at the black Queen's 4th Square . 19 & x9.; L The Oueen's Knight at his King's 2d Squarel h, 7 The Queen at the black Queen's 3d Square , : 20 2 The Queen's Bishop at his Queen's 2d Square ,  W. The"
0090701000_000024,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",226,2,0,0,0,33,4,0,0,0,0,2,2,3,11,0,0,0,43,0,23,0,0,0,3,39,3,6,0,32,5,0,0,14,0,0,1,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"pawn , against which the first attacks are generally formed. (h) As the black may play two other different ways, we will hereafter on that account make two different parties, under the name of Variable. C He hinders you from eftabli(hing two pawns in a front line, and occupying the"
0477200300_000029,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",309,0,0,0,0,28,26,16,0,0,0,0,0,10,1,0,0,0,43,0,18,0,0,0,0,15,1,2,0,30,53,0,0,55,0,0,11,1750,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.L. [1750].",London,154,male,1726,1795,FALSE,i5. W. The King at his Queen's second Square . B. The Queen's Knight at his ( Queen's second Square . t 6 7w. The Rook takes the Rook C B. The Rook retakes the Rook . 17 [i. The Queeri at her King's Square . B. The Rook at
0312600701_000024,"Analysis of the game of chess. By Mr. Philidor. A new edition, improved and greatly enlarged. To which is added, several parties, played by the author blindfold, against three adversaries.","Philidor, Francois Danican",120,0,0,0,0,13,5,3,0,0,0,2,1,5,12,0,0,0,16,0,6,0,0,0,1,15,3,7,1,3,2,0,0,23,0,0,2,1790,1,2,"London : printed for P. Elmsly, in the Strand, MDCCXC. [1790].",London,232,male,1726,1795,FALSE,check . Bl. The P. takes the P. 45 Wh. The P. retakes the P. Bl. The K. at his own square . 46 If:. The R. at the adverse K. Kt. second square . Bl. The R. at its K. R. third square . 47 WM. The K. at
0930300100_000011,"The compleat gamester: or, instructions how to play at all manner of usual, and most gentile games, either on cards, dice, billiards, trucks, bowls, or chess. Also the arts and misteries of riding, racing, archery and cock-fighting. To which is added, the game at basset. With a Discourse of Gaming in general. The Description of a Gaming Ordinary, and the Character of a Gamester. With a song on the Game at Piquet. All Regulated by the most Experienc'd Masters.",Charles Cotton,90,0,0,0,0,5,5,10,0,2,0,1,0,2,6,4,0,0,14,0,9,0,0,0,1,13,3,2,0,4,4,0,0,0,0,0,5,1710,1,1,"London : printed for Charles Brome, at the Gun, the West End of St. Paul's-Church, [1710].",London,199,male,1630,1687,FALSE,"contrary crying)ort, Jfhort, when he hath overbowled as far. How Senflefs these Men appear when they are Ipeaking Sense to their Bowls putting confidence in their entreaties for a good Cast! It is the belt discovery of humours, especially in the loferswhere you may observe fine variety of impatience, whilit"
0435700600_000024,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",217,1,0,0,0,30,1,2,0,0,0,0,0,7,12,0,0,0,32,0,18,0,1,0,1,49,2,4,0,29,4,0,0,21,0,0,3,1762,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.LXII. [1762].",London,151,male,1726,1795,FALSE,"Square . B. The Knight takes the Queen's Pawn , and wins afterwards the Party. -.... :, ...A A ( It) A NEW OBSERVATION UPON THE Gambit called Cunninghams. I have already shown, that the Attack of that Gambit is far from being good, since the Defence must win every"
0435700600_000017,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",330,2,0,0,0,38,7,10,0,0,0,0,0,2,3,0,0,0,48,0,39,0,0,0,1,36,0,2,0,59,33,0,0,48,0,0,2,1762,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.LXII. [1762].",London,151,male,1726,1795,FALSE,Rook's Pawn one Move. B. The q.een's Knight at his Bishop's square . 19 W. The Queen's Knight's Pawn two steps. B. The Queen's Bishop's Pawn one Move. 20 t7. The Queen's Knight's Pawn one Move. B. The Pawn takes the Pawn . 21 1t. The Queen's Rook's Pawn one
0668400500_000029,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",304,0,0,0,0,24,25,17,0,0,0,0,0,6,1,0,0,0,42,0,16,0,0,0,0,16,1,2,0,34,53,0,0,56,0,0,11,1773,1,1,"London : printed for J. Nourse, and P. Vaillant, M.DCC.LXXIII. [1773].",London,151,male,1726,1795,FALSE,15 W. The King at his Queen's second Square . B. The Queen's Knight at his Queen's feqond Square . 16 W. The Rook takes the Rook C B. The Rook retakes the Rook . 7. W. The Queen at her King's Square ; B. The Rook at the white
0688800103_000419,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,72,0,0,0,0,4,3,3,0,4,1,6,0,2,4,1,1,0,13,0,5,0,0,0,0,5,7,0,0,5,4,0,0,1,0,0,3,1778,3,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,858,unknown,,,FALSE,"jurifdiclion within its own precinas; and that in so high a degree, that the earls held parliaments, confifing of their barons and tenants, which were not bound by the acts of the English parliament: but this exorbitant power of the palatinates was at last reduced by Henry VIII however, all"
0477200300_000010,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",317,0,0,0,0,27,6,9,0,0,0,1,0,10,6,0,0,0,57,0,32,0,0,0,1,55,1,1,1,49,30,0,0,31,0,0,0,1750,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.L. [1750].",London,154,male,1726,1795,FALSE,"take the Pawn by the way. This rjroins )yor Pawns again, and makes them invincible. -35 15 B. The Queen's Bishop's Pawn takes it passing by. W. The Rook's Pawn retakes the Pawn . 16 B. The Queen's Knight's Pawn one Move. W. The Queen's Bishop at his King's third"
1183800800_000008,"Chess made easy. New and comprehensive rules for playing the game of chess; with examples ... To which is prefixed a pleasing account of its origin; ... and the morals of chess, written by ... Dr. Franklin.",Benjamin Franklin,189,0,0,0,0,9,3,1,0,0,0,0,0,5,9,1,0,0,40,0,20,0,0,0,0,29,5,9,0,31,11,0,0,15,0,0,1,1797,1,1,"London : printed for H. D. Symonds; and Champante and Whitrow, [1797?].",London,71,male,1706,1790,TRUE,"for for even a piece , or a pawn or two; it being well known among good players, that he who begins the attack, and cannot maintain it, being obliged to retire, generally loles the game . A player flould never be fond of changing without reason; because the adverlary,"
0083501100_000040,"The compleat gamester: in three parts. Containing, I. The court gamester: Or, Full and Easy Instructions for playing the Games of Ombre, Quadrille, Quintille, Picquet, Basset, Faro, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards, viz. Whist, All-Fours, Cribbidge, Put, Lue, Brag, &c. With several diverting Tricks upon the Cards. Also Rules for playing at All the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. Written for the Use of the Young Princesses, by Richard Seymour, Esq;","Seymour, Richard, Esq",368,0,0,0,0,28,18,20,0,1,0,0,0,0,6,0,0,0,77,0,42,0,0,0,0,24,0,5,0,34,35,0,0,49,0,0,29,1739,1,1,"London : printed for E. Curll, at Pope's Head, in Rose-Street, Covent-Garden; and J. Hodges, at the Looking-Glass, on London-Bridge, 1739.",London,333,unknown,,,FALSE,"pawn in his queen's knight's 3d square . And the white must play in three moves, will give a check , and mate to the black king . White , the king's knight gives a check in the white king's knight's 4th square . Black , the rook takes the"
0090701000_000042,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",302,0,0,0,0,15,3,26,0,0,0,0,0,14,5,0,0,0,67,0,13,0,0,0,2,11,0,3,0,54,26,0,0,61,0,0,2,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"had played his king to his bishop's third square , you must then have given check with your rook , and at the next move pushed your pawn . T IV [ 280 3 8 W. The king , at the adverse king's second square . (g) B. The rook"
0550300700_000040,"The compleat gamester: in three parts. Containing, I. The court gamester: In Three Parts. Containing, I. The Court Gamester: Or, Full and Easy Instructions for playing the Games of Ombre, Quadrille, Quintille, Picquet, Basset, Faro, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards, viz. Whist, All-Fours, Cribbidge, Put, Lue, Brag, &c. With several diverting Tricks upon the Cards. Also Rules for playing at all the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. Written for the Use of the Young Princesses, by Richard Seymour, Esq;","Seymour, Richard, Esq",384,0,0,0,0,29,19,20,0,1,0,0,0,0,5,0,0,0,81,0,42,0,0,0,0,20,0,5,0,41,38,0,0,52,0,0,31,1750,1,1,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus Church, London-Bridge, [1750].",London,334,unknown,,,FALSE,"king's bishop's 3d square . the king's pawn in his king's 4th square . Black , the king in his 3d square . the king's pawn in his king's 4th square . the queen in the white queen's rook's 4th square . the queen's rook in his queen's knight's 2d"
0090701000_000043,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",248,0,0,0,0,18,4,6,0,0,0,0,0,13,14,0,0,0,78,0,16,0,0,0,0,20,0,3,1,21,8,0,0,43,0,0,3,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"J N O T E S. (b) It is this move which enables you to win the game , because you force him to play his king under his pawn . C As his pawn cannot make a queen , you muss make a good use of this instant to"
0090701000_000031,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",204,1,0,0,0,14,1,2,0,0,0,0,0,5,2,0,0,0,39,0,34,0,0,0,1,31,3,5,1,26,15,0,0,23,0,0,1,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"10 W. The queen's bishop takes the bishop . B. The queen retakes the bishop . II W. The queen's knight , at his rook's third square . (i) B. The king's knight's pawn , two moves.(k) [ 203 ] N O T E S. (e) The taking of your"
0477200300_000024,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",213,0,0,0,0,29,2,3,0,0,0,0,0,8,13,0,0,0,31,0,16,0,1,0,1,49,2,4,0,29,4,0,0,19,0,0,2,1750,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.L. [1750].",London,154,male,1726,1795,FALSE,"called Cunningham. I have already hewn, that the Attack of that Gambit is far from being good, since the Defence must win every way when tolerably well performed; three Pawns well condu6ted cannot be less than equivalent to a Piece : But the sure way to win is, when the"
0674200200_000039,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,94,1,0,0,0,6,6,2,0,0,0,0,1,5,2,0,0,0,19,0,2,0,1,0,0,6,4,5,0,7,5,0,0,15,0,0,7,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"have a ncey Deal'  If the younger hand takes in five&cards, it is the Loss of thegame, unless the elder hand hasleft two Cards. XI. ifthe elder hand calls forty-one for his Point, which happens to be a Quart major, and it is allowed ~- '. to to be"
1229600300_000015,"The history of chess, together with short plain and plain instructions, by which any one may easily play at it without the help of a teacher.",Robert Lambe,100,0,0,0,0,3,6,4,0,0,0,0,0,0,9,2,0,0,11,0,4,1,1,0,0,11,4,6,0,17,3,0,1,10,0,0,7,1765,1,1,"London : printed for J. Wilkie in St Paul's Church-Yard, and G. Frier at the bible in Bell-Yard, Temple-Bar, 1765.",London,151,male,1712,1795,FALSE,"crowd your game . Beware es a Fork, or a check by discovery. A fo.as N A FORK is, when an adverse Pawn muff take one of your Pieces , by landing upon a Square of the next line, between two of them. A CHECK by discovery is, when your"
0090701000_000009,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",284,0,0,0,0,34,2,6,0,0,0,0,2,10,7,0,0,0,47,0,32,0,0,0,0,40,2,3,0,36,30,0,0,33,0,0,0,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"upon him: but, as he could play his queen at his bishop's second square , we will make of that move the fubjeat of a back game . () When you have two bodies of pawns separated, you must always strengthen the strongest fide, by uniting at the centre as"
0435700600_000026,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",278,1,0,0,0,28,2,7,0,0,0,0,0,6,5,0,0,0,50,0,24,0,0,0,0,56,1,2,0,41,21,0,0,33,0,0,1,1762,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.LXII. [1762].",London,151,male,1726,1795,FALSE,"that it had been better to push your King's Pawn two Steps, (becaufi as you can easily i erceive) his Pawn hinders the Union o.t' your King's and Queen's Pawns in front. ( 122) B. The King's Knight at his Bishop's third Square (b). 6 ft. The Queen's Knight at"
1229600300_000013,"The history of chess, together with short plain and plain instructions, by which any one may easily play at it without the help of a teacher.",Robert Lambe,108,0,0,0,0,2,6,9,0,0,0,0,0,6,2,0,0,0,24,0,6,1,1,0,0,9,5,1,0,8,6,0,0,15,0,0,7,1765,1,1,"London : printed for J. Wilkie in St Paul's Church-Yard, and G. Frier at the bible in Bell-Yard, Temple-Bar, 1765.",London,151,male,1712,1795,FALSE,"this the way mull be open to them. 19 WHEN the Cannon takes, there must be one man, either a friend, or a foe between it, and the adversary whom it takes. The Chinese say that the intermediate man is a carriage to the Cannon, And one Cannon can serve"
0312600702_000003,"Analysis of the game of chess. By Mr. Philidor. A new edition, improved and greatly enlarged. To which is added, several parties, played by the author blindfold, against three adversaries.","Philidor, Francois Danican",134,1,0,0,0,12,2,9,0,0,0,0,0,4,4,0,0,0,18,0,14,0,0,0,0,22,4,4,0,14,6,0,0,18,0,0,2,1790,2,2,"London : printed for P. Elmsly, in the Strand, MDCCXC. [1790].",London,186,male,1726,1795,FALSE,R. Bl. The K. Kt. at his B. third square . C 12 If.. Q P. one move. B!. The K. B. at his Kt. second square . 13 n. The Q.B. P. one move. (d) B!. The K. B. takes the K. Kt. (e) 14 ]155. The Q. B.
0090701000_000018,"Analysis of the game of chess; a new edition, greatly enlarged. By A. D. Philidor.","Philidor, Francois Danican",272,1,0,0,0,21,0,7,0,0,0,0,0,5,5,0,0,0,44,0,33,0,0,0,1,39,5,6,0,44,33,0,1,27,0,0,0,1777,1,1,"London : printed for P. Elmsley, in the Strand, MDCCLXXVII. [1777].",London,316,male,1726,1795,FALSE,"If he did not sacrifice his bishop , you would undoubtedly win the game ; but losing him, and preserving three pawns for that piece , he must become your conqueror by the strength of his pawns , provided he is not too laity in pushing them forwards, before he"
0619200801_001078,"The new royal encyclopædia; or, complete modern dictionary of arts and sciences, on an improved plan. Containing a new, universal, accurate, and copious display of the whole theory and practice of the liberal and mechanical arts, and all the respective sciences, ... In three volumes. ... By William Henry Hall, ... assisted by other learned and ingenious gentlemen.","Hall, William Henry",69,0,0,1,0,3,3,1,0,3,0,4,0,2,7,1,0,0,12,0,5,0,0,0,1,5,8,1,0,5,4,0,0,1,0,0,2,1788,1,3,"London : printed for C. Cooke, [1788].",London,713,male,,,FALSE,"jaundices and drptile,. It is a powerful diu lelic, and reconmncnded in the gris sl and luine. clhielss, a niolt ancient and univcrl.l game ; and whiijhi, it, b.c. C HE be played well, requires much judgement and attention: ihe common opinion is, that it was invented by Palamedes at"
0680500600_000039,"Hoyle's games improved; being practical treatises on whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, Billiards, and Goff or Golf: In which are contained, the method of betting at those games upon equal or advantageous Terms; including the laws of each, as settled and agreed to, at Brookes's, White's, D'Aubigny's, the Scavoir Vivre, Miles's, Payne's, and other Fashionable Houses &c. Revised and corrected by Charles Jones, Esq. A new edition enlarged.",Edmond Hoyle,105,0,0,0,0,5,6,2,0,0,0,0,1,5,2,0,0,0,20,0,3,0,1,0,0,10,5,4,0,7,6,0,0,21,0,0,7,1790,1,1,"London : printed for J. F. and C. Rivington, T. Payne and Son, R. Baldwin, B. Law, W. Goldsmith, W. Lowndes, E. Newbery, S. Bladon, G. and T. Wilkiz, and C. Stalker., 1790.",London,301,male,1672,1769,FALSE,"of equal Value. XIII Cart blanche counts first, and conss quently saves Piques and Repiques: It also pique and repiques the Adversary, in the same Manner, as if.thofe Points were reckoned in any other Way. XIV Cart blanche reckons before any Thins else; but need not be shown till the"
0435700600_000029,Chess analysed: or instructions by which a perfect knowledge of this noble game may in a short time be acquir'd. By A. D. Philidor.,"Philidor, Francois Danican",300,0,0,0,0,25,26,18,0,0,0,0,0,10,1,0,0,0,45,0,17,0,0,0,0,9,1,1,0,25,55,0,0,55,0,0,12,1762,1,1,"London : printed for J. Nourse, and P. Vaillant, in the Strand, M.DCC.LXII. [1762].",London,151,male,1726,1795,FALSE,check . 15 W. The King at his Queen's second Square . B. The Queen's Knight at his Queen's second Square . 16 W. The Rook takes the Rook C B. The Rook retakes the Rook . 7. W. The Queen at her King's Square . B. The Rook at
