PassageID,Title,Author,Total termFreq,termFreq(add),termFreq(answer),termFreq(articl),termFreq(better),termFreq(book),termFreq(clock),termFreq(commit),termFreq(copi),termFreq(deliv),termFreq(follow),termFreq(form),termFreq(hand),termFreq(hear),termFreq(heard),termFreq(know),termFreq(land),termFreq(late),termFreq(learn),termFreq(leav),termFreq(letter),termFreq(line),termFreq(littl),termFreq(love),termFreq(mean),termFreq(morn),termFreq(morrow),termFreq(note),termFreq(oath),termFreq(observ),termFreq(page),termFreq(peopl),termFreq(person),termFreq(read),termFreq(refer),termFreq(scriptur),termFreq(sens),termFreq(servic),termFreq(text),termFreq(think),termFreq(true),termFreq(vers),termFreq(word),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1638500700_000001,"A New literal translation, from the original, of the Apostle Paul's first and second Epistles to the Thessalonians. With a commentary and notes. By James Macknight, D.D. one of the ministers of Edinburgh, and author of a harmony of the Gospels, &c.",James Macknight,58,1,1,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,2,1,0,5,0,0,2,0,0,6,0,0,6,0,0,12,0,4,0,0,2,0,2,0,5,2,1787,1,1,"London : Printed for the author: and sold by G.G.J. and J. Robinson, Paternoster-Row; T. Cadell and P. Elmsly, in the Strand; and J. Bell and C. Elliot, Edinburgh, MDCCLXXXVII. [1787].",London,166,male,1721,1800,FALSE,"ONE OF THE MINISTERS OF EDINBURGH, AND AUTHOR OF A HIARMONY OF THE GOSPELS, CA N EW7 /7 CI PAUL S Second TO THE ANS. WITH A CO M: ME]NTARY ann NOTE S. By JAMES MACKNIGHT, D. D. LON DON: PRINTED FOR THE AUTHOR: AND SOLD BY G. G. J."
1602100600_000034,"Watts's compleat spelling-book: In three parts. Part I. Containing Mr. Munday's new improvements for the right accenting of words, in variety of tables from one to seven syllables; with praxes on words of different syllables: also portions of scripture, from the Psalms, proverbs, and New Testament. Part II. Containeth the principles and rules of pronouncing our mother tongue, both in prose and verse, in great variety of examples, containing sure and easy directions for reading. Part III. Lessons for children, out of the historical parts of scripture; with a short history of England, from the Norman conquest, to His Present Majesty's accession to the Throne: as also Mr. Clark's directions for writing the round hand, and round text, and the Italian hand; with several other things for the improvement of children, as well as those of riper years. The whole being generally approved of, was compiled and designed for the use of schools, in Great-Britain and Ireland.",Isaac Watts,81,1,1,0,0,6,0,0,0,0,1,0,1,0,0,2,0,0,1,2,4,3,2,0,1,0,0,0,0,2,1,1,1,14,0,0,1,0,0,1,4,2,18,11,1770,1,1,"Dublin : Printed for James Williams, at No. 5, in Skinner-Row, MDCCLXX. [1770].",Dublin,313,male,1674,1748,TRUE,"but on the Word bsavy : Yet it happens to have a Sort of Beauty in it here, to keep thle natural Accent, and thereby you show the Heaviness of the Sluggard more emphatically, while he suffers not the Verse to run fvwift, and smooth, and harmonious. Thus let Poesy"
0080800900_000025,"An examination of Mr. Hutchinson's Remarks and Mr. Catcott's answer to the Observations on his sermon, preached before the Corporation of Bristol. In which The Pernicious Consequences of their Notions, to all Revealed Religion, together with their Pride and Uncharitableness is fully shewn; the Integrity of the Hebrew Text is so proved, that no one in this Age ought to presume to make any Alterations; and the Authority of the Masorites in Adding of Vowels and Accents to the Consonants is vindicated. By the author of the Observations. Hutchinson's Remarks, Page 4. Mr. Catcott has a bad State of Health, hath a numerous School to take Care of, has not the Books necessary on this Occasion, and is too far off to know Men, and the Circumstances of Things necessary to explain these Observations. And, Page 11. and 12. They have retained one, and made him the Cat's Foot to venture Burning for them, to help them out if he could, or to bear the Blame. One would take him to be one that knows nothing, but a School-Master finding Fault with another, for not right or wrong Observing his Master's Rules, and treats him as they do Boys with his Ipse dixits. Thus also, The Cat's Foot, Page 5, and 149.",Arthur Bedford,60,0,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,4,0,0,0,0,3,8,0,1,1,0,3,1,0,4,2,1,2,14,2,1738,1,1,"London : printed for W. Innys and J. Manby, C. Rivington, J. Clarke in Duck-Lane, T. Longman, and J. Hodges in London: W. Cossley, and P Browne in Bristol; A. Piesley in Oxford; W. Thurlbourn in Cambridge; and E. Palmer, widow in Glocester, MDCCXXXVIII. [1738].",London,110,male,1668,1745,FALSE,"26, and 27 e Observations , page z. f Sermon, page 16 g lid. hanrwer, page 73 i D Art Poetici. I Cermon, jaec 14! Answer , afge 73 r Observations , page z. which changes "" the Future enfe into the Preterimperfeu. To confute this, he artfully leaves out"
0808600500_000172,Sermons.,"Temple, Anthony",57,1,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,3,0,0,2,0,0,0,0,1,3,0,1,20,0,1,0,0,6,1,4,0,3,1,1795,1,1,"York : printed at the Office of T. Wilson and R. Spence, York, [1795?].",York,481,male,1723,1795,FALSE,"that either the Greek church in general, or those very writers, whose evidence is appealed to, accounted this the TRUE reading ; for which he gives unanswerable reasons. He shows how easy it was to interpret  by Oeo? or or, and how impossible it was to make o or"
0672401202_000073,"Isaiah. A new translation; with a preliminary dissertation, and notes critical, philological, and explanatory. By Robert Lowth, D. D. F. R. SS. Lond. and Goetting, Lord Bishop of London.",Robert Lowth,80,2,0,0,0,0,0,0,19,1,0,0,1,0,2,1,3,1,0,0,0,2,0,0,0,0,0,3,0,0,0,2,1,14,0,0,4,0,5,1,5,2,11,0,1795,2,2,"London : printed by J. Nichols, for T. Cadell; and sold by T. Cadell, jun. and W. Davies, (successors to Mr. Cadell), In The Strand, MDCCXCV. [1795].",London,415,male,1710,1787,TRUE,"dung] 515, ""that C they niay eat,"" as our translation literally. renders it. But Syr. reads 5hn, "" that they may not eat; "" perhaps rightly, and afterward nimnw, or nwnl, to the same purpose. 17 and of vineyards] The other copy , 2 Kings XVIII 32 adds here: """
0078100300_000001,"Explanatory notes upon the New Testament. By John Wesley, M. A. Late Fellow of Lincoln College, Oxford.",John Wesley,47,1,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,4,1,0,0,2,2,0,0,0,3,0,1,0,1,1,3,0,0,3,1,5,4,1,1,2,4,1755,1,1,"London : printed by William Bowyer, MDCCLV. [1755].",London,777,male,1703,1791,TRUE,"h 1 i dv 2 A 1/7(. KY tn r ipj e. <yb~~, ~/ i EXPLANATORY O T UPON E S /1 s. The New Testament. B Y JOHN WESLEY, MALATE Fellow of Lincoln College, Oxford. 1 a; >~~ LONDON, Printed by WILLIAM BOWYER. MDCCLV. N P R E F"
1253700400_000037,"An essay on the Lord's Supper: wherein is shewn, the nature and end of that sacrament; The Obligation to frequent it; The Insufficiency of the Excuses usually brought for absenting from it; The proper Dispositions for receiving it; And the Advantages of a worthy Reception. Suited to the Meanest Capacity: Together with Notes, explaining the Texts of Scripture, and illustrating several other Particulars, relating to this Holy Ordinance. To which are added, prayers, thanksgivings, meditations, and Directions, to assist the Devout Christian in the due Discharge of that Great Duty. By a gentleman of Clapham in Surry.",Gentleman of Clapham in Surry,46,1,0,1,2,1,0,0,0,0,2,2,0,1,0,1,0,2,0,0,0,1,0,1,1,1,0,12,0,3,1,0,2,4,2,1,0,0,0,1,1,1,1,0,1749,1,1,"London : printed and sold by M. Mechell, at her Printing-Office, the King's Arms, in Fleet-Street. Sold also by Messrs. Longman and Shewell, C. Hitch, T. Astley, R. Ware, S. Birt, B. Dod, J. and J. Rivington, W. Meadows, J. Davidson, J. Hodges, P. Vaillant, M. Chastel, and J. Woodyer, M.DCC.XLIX. [1749].",London,134,unknown,,,FALSE,"a full Repast, accompanied even with some Degree of Intemperance. I am apt to think that the z2 and 22 Verses of this Chapter ought to be read in a Parenthesis, whereby the Connexion and Reasoning of the Apostle will appear much plainer. I fill only add , That whether"
0042902900_000001,"A collection of texts of scripture, with short notes upon them: and some other observations against the principal popish errors.",,52,0,0,0,0,1,0,0,0,2,2,0,2,0,1,3,0,0,1,1,0,0,1,1,1,0,0,2,0,3,0,1,0,2,2,12,3,1,6,4,0,0,0,0,1766,1,1,"Dublin : printed for Thomas Ewing, in Dame-Street, M,DCC,LXVI. [1766].",Dublin,215,unknown,,,FALSE,"S: - A COLLECTION OF Texts of Scripture , WITH Short notes upon them: AND Some other OBSERVATIONS Against the Principal POPISH ERRORS. IMPRIMATUR. Julii 8 GUIL. NEEDHAM D U B L I N: Printed for THOMAS EWING, in Dame street. M, DCC, lxvyi -3 THE EPISTLE T H E"
0102900104_000008,The lives of the most eminent English poets; with critical observations on their works. By Samuel Johnson. In four volumes. ...,Samuel Johnson,35,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,3,0,1,2,2,1,1,0,1,4,0,0,2,0,0,3,0,0,1,1,2,1,0,3,1,0,1783,4,4,"London : printed for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, C. Dilly, J. Dodsley, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, G. Robinson, T. Cadell, J. Nichols, E. Newbery, T. Evans, P. Elmsly, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, W. Nicoll, J. Murray, S. Hayes, W. Fox, and J. Bowen, MDCCLXXXIII. [1783].",London,488,male,1709,1784,TRUE,"ascribed, that Homer has fewer passages of doubtful meaning than any other poet either in the learned or in modern languages. I have read of a man, who being, by his ignorance of Greek, compelled to gratify his curiosity with the Latin printed on the opposite page , declared that"
0051900200_000030,"On the scriptures, being a view of the truth and importance of the holy scriptures, and of the unity of design and harmony of doctrine in the Old and New Testaments. Intended To Encourage the Study of the Scriptures in the English Translation of the Bible. To which is annexed a sermon preached at the visitation of the Archdeacon of Stafford. By William Jesse, M. A. Chaplain to the Earl of Glasgow.","Jesse, William",56,0,1,0,1,3,0,0,2,1,0,0,1,1,1,0,1,0,1,0,0,0,4,0,1,2,0,0,0,1,0,1,0,14,0,13,0,1,1,1,2,0,0,2,1799,1,1,"London : printed for T. Beckett, Pall-Mall, MDCCXCIX. [1799].",London,390,male,1737,1814,FALSE,"of godliness! If we read a chapter on the Sunday evening, we satisfy our confcicnces with this occasional exercise; or, we read some of the historical parts of the Scriptures , now and then, as an entertainment. But, this dipping occasionally into the Bible, turning to some favourite passages, and"
0452700302_000165,"An essay on the composition of a sermon. Translated from the original French of the Revd. John Claude, Minister of the French Reformed Church at Charenton. with notes, by Robert Robinson. The third edition. In two volumes. ...","Claude, Jean",63,1,1,1,2,5,0,1,0,0,0,3,1,0,1,1,0,0,1,0,0,0,0,0,3,1,0,0,0,1,0,0,1,21,1,8,0,0,3,0,0,5,1,0,1788,2,2,"London : printed for T. Scollick, in the City-Road; and T. Wilson and R. Spence, York, M,DCC,LXXXVIII. [1788].",London,640,male,1619,1687,FALSE,"seem, in argumentative preaching it is proper to quote texts for authority, and to name chapter and verse for the auditors to look, turn down, and examine leisurely: bua in applicatory sermons, a; ila his of Mr. Claude, it ieens moult eligible to urge plain well known passages i; hout"
0384200602_000081,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",51,0,1,0,2,0,0,1,4,0,2,2,1,0,0,0,1,1,0,1,0,5,0,1,0,0,0,0,0,0,5,0,2,8,0,0,4,0,2,1,2,0,4,1,1779,2,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,561,male,1741,1797,FALSE,"28 is his own corporal frame, the human microcosm, a name often beftow'd on it. At 18 of the next page is a very excellent reading , appearing only in the sirs quarto; and from the folio's is one at 92, 2 that, if judges shall cast an eye on"
0278200402_000087,"The state of the printed Hebrew text of the Old Testament considered. A dissertation in two parts. Part the first compares I Chron. XI with 2 Sam. V and XXIII; and Part the second contains observations on seventy Hebrew Mss, With an Extract of Mistakes and Various Readings. By Benjamin Kennicott, M. A. Fellow of Exeter College.",Benjamin Kennicott,41,0,0,1,1,0,0,0,2,0,0,0,0,1,0,0,0,1,3,0,2,0,1,0,0,0,0,1,0,1,1,3,0,2,2,2,0,1,7,0,0,2,7,0,1753,2,2,"Oxford : printed at the Theatre: and sold by Mr. Clements and Mr. Fletcher, in Oxford; Mr. Birt, Mess. Rivington and Mr. Dodsley, in London; Mr. Thurlbourn and Mr. Merril, in Cambridge; Mr. Leake, in Bath; and Mr. Score, in Exeter, MDCCLIII [1753].",Oxford,644,male,1718,1783,FALSE,"this correction to be right, we must allow, that the Heb. text may be corrected upon con jesure: I would ask - Have not other ancient authors been corrected upon conjecture also? And have not the learned thought many such corrections to be very satisfactory?? then, the word conjecture must"
0672301800_000001,"The song of Solomon paraphrased: with an introduction, containing some remarks on a late new translation of this sacred poem; also, a commentary, and notes critical and practical. (written in the year 1769.)",,52,0,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,1,4,1,2,1,1,3,1,0,0,5,0,3,2,0,0,13,0,2,2,0,2,2,0,1,0,0,1775,1,1,"Edinburgh : printed for Drummond at Ossian's Head; and W. Hay, near Exeter-Exchange, London, M,DCC,LXXV. [1775].",Edinburgh,180,unknown,,,FALSE,"THE SONG of SOLOMON PARAPHRASED: WITH A C 0 M M E N T A R Y, AND NOTES CRITICAL AND. PRACTICAL. [PRICE 2s. 6d. sewed. J SONG OF SOLOMON PARAPHRASED: WITH AN INTRODUCTION, CONTAINING Some REMARKS on a late New Translation of this SACRED POEM; ALSO, A COMMENTARY, AND"
0794500123_000075,"The plays of William Shakspeare. With the corrections and illustrations of various commentators. To which are added, notes by Samuel Johnson and George Steevens. A new edition. Revised and augmented (with a glossarial index) by the editor of Dodsley's collection of old plays.",William Shakespeare,41,0,0,0,1,1,2,3,2,0,0,0,2,0,1,0,0,1,0,0,0,1,2,2,1,0,0,1,0,2,0,0,0,7,0,0,2,0,2,1,0,1,5,1,1802,23,23,"Basil : printed and sold by J. J. Tourneisen, M.DCCCC. [i.e. 1799-1802].",Basel,296,male,1564,1616,TRUE,"beauty, like a dial hand , Steal fio hiis ftiure, and.no pace perceived; , So )our fevet hue, which methinks Jlill dotlhfand, t Hath Inotion, and mine eye may be deceived."" In the clocks of the lill age there was, I think , in tte middle of the dlal plate"
0384200602_000073,"Notes and various readings to Shakespeare, Part the first; containing, All's well that ends well, Antony and Cleopatra, As you like it, Comedy of Errors, Coriolanus, Cymbeline, Hamlet, 1. Henry IV, 2. Henry IV. ...","Collins, John",51,0,0,1,4,0,0,0,5,0,3,1,0,1,0,0,0,1,0,0,0,5,1,0,3,0,0,1,0,2,5,0,0,6,2,0,0,1,1,0,0,1,7,0,1779,2,3,"London : printed by Henry Hughs, for the author, [1779-80].",London,561,male,1741,1797,FALSE,"a corruption: And so fhouldfword be, which that same quarto gives for"" andin 1 20; tale thyfwrord is not a phrase for that place: moderns have fall en in with it, for the only sake of avoiding what is indeed a fault the concurrence of diverse words of like sound."
0108702900_000004,"Goliath slain with his own sword; being a few strictures upon a tract lately published by Mr. John Marsom, intitled ""the universal restoration of mankind, examined and proved to be a doctrine inconsistent with itself, Contrary To The Scriptures, and subversive of the Gospel of Jesus Christ, &c."" In a letter to the author, by John Cue.","Cue, John, Protestant discoverer",49,1,1,0,0,4,0,0,2,0,4,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,2,0,0,3,0,1,11,3,0,1,0,3,0,3,0,2,2,1794,1,1,"London : printed for the author, and sold by J. Parsons, No. 21 Paternoster-Row, [1794].",London,88,unknown,,,FALSE,"Whitby's grand objection,  founded on John III 36 but not finding  in his dialogues a  single word cited from him, or a reference made to any of his works, it created a suspicion that there was good reason for this fupprcffion,"" clave you n ver read this"
0332900200_000002,"Explanatory notes upon the New Testament. By John Wesley, M. A. Late Fellow of Lincoln-College, Oxford.",John Wesley,43,0,1,0,0,2,0,1,1,1,0,1,0,1,0,0,0,1,2,0,0,1,1,1,2,0,0,2,0,4,0,0,0,1,0,2,1,0,1,0,0,1,8,7,1788,1,1,"London : printed for the author: and sold at the New-Chapel, City-Road, and by all the Booksellers in Town and Country, M,DCC,LXXXVIII. [1788].",London,916,male,1703,1791,TRUE,"more I have abridged: omitting that part which wa; purely critical, and sriving thle fubltance of the reit Those various readings lilkewife which he las showed to have a vast majority of ancient copies and translations on their fide, I have without scruple incorporated with the text : which after"
0251400500_000007,"A critical commentary upon the book of the wisdom of Jesus the son of Sirach. Being a continuation of Bishop Patrick and Mr. Lowth. By Richard Arnald, B. D. Rector of Thurcaston in Leicestershire.",Richard Arnald,48,2,1,0,3,5,0,0,7,0,3,0,1,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,2,1,2,0,2,2,3,0,1,4,1748,1,1,"London : printed for the author, by W. Bowyer. And sold by J. and P. Knapton in Ludgate-Street, S. Birt in Ave-Mary-Lane, W. Thurlbourn in Cambridge, Mr. Martin and Mr. Brice at Leicester, and Mr. Ward and Mr. Ayscough at Nottingham, MDCCXLVIII. [1748].",London,275,male,1700,1756,FALSE,"accustoming themselves to a foreign Language, they fiiout1i forget their own. And this will appear the more probable, as we learn hor Philo, Yc fephus, and the Apocryphal Writings , particularly the Books of liaccabees, f!fltoni, and this of Ecclefiajiicus, in which frequent Allusion is made to Grecia, Rites and"
0330000600_000059,"The life of the Right Reverend Dr. White Kennett, Late Lord Bishop of Peterborough. With several original letters Of the late Archbishop of Canterbury, Dr. Tennison, The late Earl of Sunderland, Bishop Kennett, &c. And some curious original papers and records, never before publish'd.","Newton, William",44,2,1,0,1,0,0,0,1,2,1,0,2,1,0,2,0,2,0,2,1,0,2,0,0,0,0,0,0,0,2,0,0,5,0,1,0,2,1,4,4,0,3,2,1730,1,1,"London : printed for S. Billingsley at the Judge's-Head in Chancery-Lane; and sold by J. Roberts in Warwick-Lane; and T. Cox under the Royal-Exchange, M.DCC.XXX. [1730].",London,311,male,,,FALSE,"with the greatest Air of Modesty"" "" Sincerity, that ever breathed in Pa"" "" and concluding, _- It cannot be "" avoided, but my Lord of Canterblur must come to know this my Resolution; and, T I ""I think , the sooner the better . Let me in., "" treat"
0315700102_000650,"An exposition of the New Testament, in three volumes: in which The Sense of the Sacred Text is given; Doctrinal and Practical Truths are set in a plain and easy Light, Difficult Places Explained, Seeming Contradictions Reconciled; Whatever is Material in the Various Readings, and the several Oriental Versions, is observed. The Whole illustrated with Notes taken from the most ancient Jewish Writings. ... By John Gill.",John Gill,47,0,0,0,1,0,0,1,1,1,1,0,0,1,1,6,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,4,1,4,1,0,2,1,2,1,2,0,7,1,1746,2,3,"London : printed for the author; and sold by Aaron Ward, at the King's-Arms in Little-Britain, M.DCC.XLVI. [1746]-48.",London,800,male,1697,1771,FALSE,"God, his perfections, which reached far and near; this the Apostle el'pcially his wisdom, power, and goodness; so seems to allude to, in 2 Cor. X 13, 14, i5, i6. that the Gentiles were not without hearing of God, where lie speaks of the measure, line , and rule, of"
0776900500_000034,"Book-Keeping methodiz'd: or, a methodical treatise of merchant-accompts, according to the Italian form. Wherein the theory of the art is fully explained, and reduced to Practice, by variety of suitable Examples in all the branches of trade. To which is added, A Large Appendix, Containing I. Descriptions and specimens of the Subsidiary Books used by merchants. II. Monies and Exchanges, the nature of Bills of Exchange, Promissory Notes, and Bills of Parcels. III. Precedents of Merchants Writings, peculiar to England, Scotland, and common to both. IV. The Commission, Duty, and Power of Factors. V. A short History of the Trading Companies in Great Britain, with an account of her exports and imports. VI. The produce and commerce of the Sugar Colonies; with a specimen of the accompts kept by the factors of store-keepers; and an explication of wharf and plantation accompts. Vii. The produce and commerce of the Tobacco Colonies; with a specimen of the accompts usually kept by the store-keepers. Viii. The method of keeping accompts proper for Shopkeepers or Retailers. IX. A dictionary, explaining abstruse words and terms that occur in merchandise. By John Mair, A.M.","Mair, John",60,0,0,7,0,5,0,0,0,0,4,3,1,0,0,0,2,0,0,2,10,2,0,0,2,0,0,1,0,3,3,0,1,0,3,0,0,0,1,1,0,0,4,5,1763,1,1,"Edinburgh : printed by W. Sands, A. Murray, and J. Cochran, for W. Sands, A. Kincaid & J. Bell, and A. Donaldson, MDCCLXIII. [1763].",Edinburgh,436,male,1702,1769,FALSE,"on the right: below which land the articles , with the word To prefixed on the Dr fide, and the word By on the Cr fide. Upon the margin are recorded the dates of the articles , in columns allotted for that purpose. Some form another column next after that"
0047001300_000029,"The integrity of the Hebrew text, and many passages of Scripture, vindicated from the objections and misconstructions of Mr. Kennicott. By Julius Bate, M.A.",Julius Bate,40,0,0,0,1,0,0,0,2,0,1,0,1,2,1,1,0,0,2,1,0,0,2,0,4,0,0,0,0,0,0,1,0,2,1,2,1,0,4,2,3,3,2,1,1754,1,1,"London : printed for E. Withers, at the Seven Stars, in Fleetstreet, opposite to Chancery-Lane, MDCCLIV. [1754].",London,232,male,1711,1771,FALSE,"he sent his Orders by the proper Officers, whom 1.n0, R may refer to, without their being mentioned; as l""lb' and ti so often stand alone, when it is not necessary to say who was the speaker one faid one told, when one only was the Speaker; and theyfaid, when"
0417701000_000002,"A letter to the Reverend Mr. Geo. Lewis, chaplain to the Honourable the East-India-Company, at Fort St. George: giving an account of the method of instruction used in the charity-schools of the church, call'd Jerusalem, in Tranquebar; ... translated from the Portugueze-copy printed at Tranquebar.","Gründler, Johann Ernst",57,0,1,2,0,5,1,0,0,0,0,0,1,0,2,0,0,0,11,3,3,0,3,0,2,2,0,0,0,0,0,1,0,8,0,1,0,0,1,0,0,1,3,6,1715,1,1,"London : printed and sold by J. Downing, 1715.",London,38,male,1677,1720,FALSE,"the School, learn the princi tal Texts or Proofs out of the Nevw Tejfi ?. B X  mcnt~ -4 ment, which. are gathered according to the Order of each Chapter, and written in a Book for that Purpose, taking notice withal of the Doctrines contained in them. From Eight"
1155300800_000005,"The divinity of Christ and his atonement, the only foundation of the Christian's hope and plea at the throne of grace. In which the heresy of Arianism and Sabellianism, maintained by the Rev. R. Elliot, A. B. in his late Publications, are fully refuted by Scripture Evidence; in a second letter to him, being a reply t o His Answers, Intitled, Scripture sufficiency, &c. By J. W.","Weir, John",58,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,5,0,0,0,0,3,5,1,9,0,2,2,3,0,7,4,2,5,4,0,1774,1,1,"London : printed and sold by G. Keith , Gracechurch-Street ; W. Nicolls , St. Paul's Church-Yard ; J. Mathews , near Hungerford-Market, Strand ; and W. Watts, near the Tabernacle, Moorfields, M.DCC.LXXIV. [1774].",London,71,male,1765,1774,FALSE,"the above texts . Fifthly. you say, in page 3, "" i John. V 7 "" hath been already explained in pages o -- "" i66. of your Test of Sousid Dotrine."" In trefe pages you labour hard to explain away the obvious sense of this and all the parallel"
0697200800_000063,"A practical exposition of the Church-Catechism: in several discourses on all the parts of it. By Matthew Hole, B. D. Sometime Fellow of Exeter College in Oxford, now Vicar of Stokegursy in Somersetshire.",Matthew Hole,54,0,1,2,1,0,0,2,1,2,0,6,2,1,1,2,0,0,3,0,0,0,0,6,2,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,10,5,1708,1,1,"London : printed for J. Morphew near Stationers Hall, M.DCC.VIII. [1708].",London,707,male,1639,1730,FALSE,"edified in Love and Charity. Experience. teaches us, that Religion hath a mighty Influence upon the Hearts and.lives of Men, in which Unity begets Peace and Love , where - as Hatred and Animosity are the natural Effets of Division; and tis evident that the Harmony of Faith and Worship."
0042400202_000069,"The works of the Right Reverend and learned Dr. Francis Hare, Lord Bishop of Chichester. ...",Francis Hare,51,2,2,0,1,1,0,0,0,1,0,1,0,2,0,2,0,0,4,0,0,0,3,0,5,0,0,0,0,0,1,0,1,2,0,2,6,0,5,1,3,0,4,2,1746,2,4,"London : printed by E. Owen in Amen-Corner, MDCCXLVI. [1746].",London,476,male,1671,1740,FALSE,"been made the cornerstone of the new Scheme; and yet what can be more TRUE ? Has not his Sermlon been the Occasion of all the present Disputes concerning Church authority? And is not this Notion, the Foundation he has laid, of the Doarines delivered in it? Is not this"
0047200200_000047,"Remarks, critical and illustrative, on the text and notes of the last edition of Shakspeare.",Joseph Ritson,52,2,0,0,3,0,0,0,3,0,2,0,3,1,0,1,0,0,2,0,2,3,1,5,3,0,0,2,0,1,0,0,1,8,0,0,0,0,2,2,2,1,2,0,1783,1,1,"London : printed for J. Johnson in St. Pauls Church-Yard, MDCCLXXXIII. [1783].",London,249,male,1752,1803,FALSE,"consorted with the jthmorous night. Mr. Steevens brings some instances from other authors to prove that Shakespeare means humid: and mr. Malone, who is remarkable for the pertinence, propriety, and real importance of his learned and ingenious remarks, adds the following note : ""Again, in Measure for .leisure: ""The vraporou"
0333601800_000032,"Remarks on Mr. Lindsey's dissertation upon praying to Christ. In which The Arguments he there proposes, against the Lawfulness of all religious Addresses to the Lord Jesus, are examined. With an appendix, containing some Observations on the Introduction to a free and serious Address to Christians, lately published. Also a second letter to the Rev. Mr. Jebb, (now Dr. Jebb,) being a reply to his letter, which was subjoined, as a Postscript, to Mr. Lindsey's Dissertation.",Robert Findlay,40,2,0,1,0,3,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,6,0,1,1,0,2,2,2,3,4,1,1781,1,1,"London : printed by Galabin and Baker; and sold by S. Crowder, Pater-Noster-Row; B. White, Fleet-Street; and H. Payne, Pall-Mall, M.DCC.LXXXI. [1781].",London,136,male,1721,1814,FALSE,"doihonour to Jesus, that all men may receive his gospel, and be made virtuous and happy for ever by; it, instead of being a grateful ascription amidst a persuasion of his discernment thereof, mult appear, to ( 9r) to all who are not under some unhappy bias and prepossession, a"
0518500804_000048,"A new account of the confusion of tongues: and of the infinite benefits design'd and occuring thereby to the succeeding races of men. The names and the attributes of the Trinity of the Gentiles: or, The Aleim of the Gentiles. Their Substance, Mechanism, Joint Powers, Actions, Effects, and The Services for their Actions Reclaimed by Scripture. With Occasional Observations and Reflections. Vol.IV. By J.H.",John Hutchinson,50,0,1,0,1,1,0,0,1,1,2,1,0,0,0,2,0,4,6,0,0,0,1,0,2,0,0,1,1,1,0,2,2,0,1,4,1,0,0,1,1,0,7,5,1749,4,4,"London : printed for J. Hodges, at the Looking-Glass over-aginst St. Magnus's Church, London Bridge, 1749.",London,574,male,1674,1737,FALSE,"to save Trouble Trouble; because, if they believed either, and had any Value for the Knowledge in the Scriptures , they would pursue the Study of the Original, and either confider the Method proposed, and so recommended, to acquire the Knowledge of them that Way, or also study the drabic,"
0047001400_000119,"A vindication of the Holy Bible, wherein the arguments for, and objections against, the divine original, purity and integrity of the scripture, are proposed and considered. By Samuel Mather, A.M.",Samuel Mather,75,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,0,3,0,0,1,18,1,3,1,1,6,0,6,1,11,4,1723,1,1,"London : printed for John and Barham Clark, at the Bible and Crown, in the Poultry, near Cheapside, MDCCXXIII. [1723].",London,426,male,1674,1733,FALSE,"readings from the quotationswhich some fathers make, who sometimes trmied to their memories for the expressions which they use, 3 The proportion of faith is to be observed , and the agreement. of scripture ; that reading is to be preferred which is most consonant thereto. Let any one but"
0980800101_000019,"An essay on the composition of a sermon. Translated from the original French of the Revd. John Claude, ... With notes. By Robert Robinson. In two volumes. Volume the first.","Claude, Jean",47,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,2,3,0,2,0,0,1,0,0,0,1,1,1,0,5,8,0,7,2,0,2,2,1,1779,1,1,"Cambridge : printed by Francis Hodson: sold by J. Buckland, London; and T. Fletcher, Cambridge, 1779.",Cambridge,553,male,1619,1687,FALSE,"z there -4 example, Should you take there words of 2 Cor. i. g. Blefed be God, the father of our Lord efits cbrijf, the father of mercies and the God of all comfort, and flop here, you would include'a complete sense : but it would not be the apostle's"
