PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1501900500_000080,"An historical disquisition concerning the knowledge which the ancients had of India; and the progress of trade with that country prior to the discovery of the passage to it by the Cape of Good Hope. With an appendix, containing observations on the civil policy--the laws and judicial proceedings--the arts--the sciences--and religious institutions, of the Indians. By William Robertson, D.D. R.F.S. Edin. Principal of the University, and historiographer to His Majesty for Scotland.","Young, William",56,2,0,0,0,1,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,4,5,0,0,0,0,4,0,1,0,0,1,1,0,4,1,0,2,0,0,3,0,4,0,3,0,0,1,0,0,0,0,0,3,0,0,0,0,1,1,0,1,1,0,2,1,0,1,0,0,1,0,1792,1,1,"Philadelphia : Printed by William Young, bookseller, no. 52, Second-Street, the corner of Chesnut-Street, M,DCC,XCII. [1792].",Philadelphia,417,male,1755,1829,FALSE,"the second ethics; the third physics, or the knowledge of nature . With respect to the early progress in cultivating each of these sciences in India, we are in possession of fads which merit attention. BU T, prior to the consideration of them, it is proper to examine the ideas"
0031900200_000034,Various essays by Sylviana Sola.,"Sola, Sylviana",62,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2,0,0,1,0,4,1,1,8,0,0,1,1,1,4,0,2,0,2,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,9,2,0,0,1,0,0,1,0,3,0,1752,1,1,"[London?] : Printed for the author in, 1752.",London,372,unknown,,,FALSE,"frill worse, disguises Falhood! for we must first of all discover , by our own Sagacity, the Truth that lies between the two different Parts of a Proposition, the Subject , and the Attribute, whether one of these may be truly ffirmed of the other, or not, there intermediate -136"
0999300100_000056,"Essays. On the nature and immutability of truth, in opposition to Sophistry and Scepticism. On poetry and music, as they affect the Mind. On laughter, and ludicrous composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,60,1,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,1,1,2,0,1,0,0,0,0,3,4,0,3,1,0,1,0,0,5,0,0,1,1,0,6,0,5,1,5,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1776,1,1,"Edinburgh : printed for William Creech, MDCCLXXVI. [1776].",Edinburgh,783,male,1735,1803,FALSE,"however powerful, to deceive him. - It is easy to see, that such doctrines must lead to sophistry, or to universal feepticifin, or rather to both. For if a demonstrated conclusion may be FALSE for anything I know to the contrary, an axiom may be so too : my belief"
1299500102_000042,"The history of America. By William Robertson, D.D. Principal of the University of Edinburgh, historiographer to His Majesty for Scotland, and member of the Royal Academy of history at Madrid.",William Robertson,69,2,0,0,0,0,0,0,0,1,0,0,9,0,0,1,1,0,1,0,1,0,0,2,7,0,0,0,1,5,1,0,3,1,0,0,0,5,2,0,3,2,1,0,0,3,0,1,0,0,2,0,0,0,0,0,1,1,1,1,1,3,1,0,0,1,0,0,3,0,0,0,0,0,1,1787,2,3,"Vienna : Printed for F.A. Schræmbl, corner in the Karnthner-Street, Nro. 1053, 1787.",Vienna,530,male,1721,1793,TRUE,"respecting rude nations has been the objet of. greater curiosity than their religious tenets and rites; and none, perhaps, has been so imperfectly understood, or represented with so little fidelity. Priests and mijionaries are the persons who have had the best opportunities of carrying on this inquiry, among the most"
0113900500_000025,"Sermons preached before the university of Oxford at St. Mary's in the year M DCC XC. at the lecture founded by the late Rev. John Bampton, M. A. Canon of Salisbury. By Henry Kett, M. A. Fellow of Trinity College.",Henry Kett,49,1,0,0,0,0,0,2,1,0,1,0,2,1,0,1,0,0,0,1,3,0,0,2,0,0,0,0,0,0,2,0,0,1,2,1,1,1,1,0,0,0,0,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,2,1,0,0,3,1,1,0,0,1,0,1791,1,1,"Oxford : sold by J. Fletcher; D. Prince and J. Cooke; Merril, Cambridge: Mess. Rivington, St. Paul's Church-Yard [London]; Egertons, Whitehall; Payne, Mews-Gate; and Nicol, Pall-Mall, London, MDCCXCI. [1791].",Oxford,345,male,1761,1825,FALSE,"of the evangelical scheme. Yet the last injuntion of the Decalogue was liable to be fettered by a partial interpretation, and made subservient to the contracted views of local prejudice. Thou shalt not covet the poffeions of thy neigbour, might literally be understood as a prohibition of such desires only,"
0508700102_000011,"Elements of the philosophy of the human mind. By Dugald Stewart, ...",Dugald Stewart,65,0,11,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,2,5,0,0,1,2,0,0,0,1,3,0,0,2,0,0,1,0,2,2,0,1,2,4,1,0,1,0,2,0,1,0,0,0,0,1,0,0,0,4,0,0,1,0,0,4,0,0,0,2,0,0,3,0,0,1,1814,2,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh, 1792-1827.",London,564,male,1753,1828,FALSE,"his axioms , or to the place which he has assigned to them in his Elements. On the contrary, he is of opinion , that a collection of such maxims is not without reason prefixed to a mathematical system ; in order that learners, "" having in the beginning perfect"""
0050700204_000063,"Essays and treatises on several subjects. In four volumes. By David Hume, Esq; ... . Containing Essays, Moral, Political, and Literary.",David Hume,56,5,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,2,0,1,1,0,0,2,0,3,0,6,0,0,1,0,0,1,0,0,1,0,0,0,0,4,1,0,1,1,1,0,0,1,0,0,0,2,0,1770,4,4,"London : printed for T. Cadell (successor to Mr. Millar) in the Strand; and A. Kincaid and A. Donaldson, at Edinburgh, MDCCLXX. [1770].",London,372,male,1711,1776,TRUE,"place of HERCULES, THESEUS, HECTOR, romulus, is now supplied by DOMINIC, FRANCIS, ANTHONY, and BENEDICT. Instead of the derru&tion of monsters, the subduing of tyrants, the defence of our native country; whippings and faitings, cowardice and humility, abject fublnif sion and slavish obedience, are become the means of obtaining celerlial"
0166300300_000005,"An inquiry into the state of medicine, on the principles of inductive philosophy. With an appendix; containing Practical Cases and Observations. By Robert Jones, M.D.","Jones, Robert, M.D.",62,2,0,0,0,1,0,0,0,0,0,0,2,1,2,3,1,0,0,0,2,0,0,1,0,0,1,0,0,1,5,0,1,0,0,0,0,6,1,0,3,0,0,8,2,5,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,1,1,0,0,1781,1,1,"Edinburgh : printed for T. Longman, and T. Cadell, London; and C. Elliot, Edinburgh, MDCCLXXXI. [1781].",Edinburgh,392,unknown,,,FALSE,"great fountain of error in the profession, and the lawful mother of those perfidious debasers of thumnn reason in it, the Dogmatists and Empi rics. The characeriftic of the one, is the adoption of rules, without proper data to establish them; that of the other, is a singular propensity to"
0129802500_000008,Remarks on the very inferior utility of classical learning. By W. Stevenson.,William Stevenson,79,3,1,1,0,0,0,0,0,0,0,0,1,1,0,0,5,0,1,0,6,0,0,2,0,0,1,0,0,10,2,3,0,0,0,1,0,7,0,0,0,1,1,3,1,5,2,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,3,0,0,0,1,0,1,2,2,1,1,1796,1,1,"Manchester : printed, for the author, at the office of G. Nicholson, sold by H. D. Symonds, 20, Paternoster-Row, London, 1796.",Manchester,35,male,1772,1829,FALSE,"it was conducted, and the result which it produced. There is a strong probability that children would learn the most striking and important facts of nature , and the common and first principles of science, with more pleasure, readiness, and advantage, than they, in general , learn the grammars and"
0631600400_000010,"An inquiry into the original of our ideas of beauty and virtue. In two treatises. I. Concerning beauty, order, harmony, design. II. Concerning moral good and evil.",Francis Hutcheson,73,0,1,1,0,0,0,2,0,0,0,1,3,3,0,0,0,1,0,2,8,0,0,1,3,9,0,1,2,1,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,1,0,7,7,2,4,0,0,0,0,0,0,0,0,1753,1,1,"London : printed for R. Ware, J. and P. Knapton, T. and T. Longman, C. Hitch and L. Hawes, J. Hodges, J. and J. Rivington, and J. Ward, M,DCC,LIII. [1753].",London,335,male,1694,1746,TRUE,"observing the Dionance which would arise from tacking Parts of different Tunes together as one, although' both were separately agreeable. A like Unijormity is also observable among the bajes, r'nors, Trebles of the same Tune. THERE is indeed observable, in the best Compositions, a mysterious Effet of Di cords: They"
1267700203_000007,"The historical, biographical, literary, and scientific magazine. The history of Europe, for the year 1799. With an obituary and biographical sketches of persons deceased in that year, &c. &c. By Robert Bisset, LL.D. With the assistance of other literary gentlemen. ...",Robert Bisset,57,1,0,2,0,1,1,1,0,0,0,1,2,1,0,3,1,1,0,0,2,4,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,1,5,2,0,0,3,2,1,1800,3,3,"London : printed and published by G. Cawthorn , British Library, NO. 132, Strand, Bookseller To Her Royal Highness The Princess Of Wales : sold also by Messrs. Richardson , Royal-Exchange ; H. D. Symonds, J. Wallis, West and Hughes , Paternoster-Row ; J. Wright , Piccadilly ; P. Hill, Edinburgh; and all the booksellers in town and country, [1800?].",London,604,male,1759,1805,FALSE,"have been expected after the shocks occasioned by so many internal levolutions, and so many foreign wars. The great events which happened then have not hitherto spent their force. The political principles and maxims then established still continue to operate. The id as concerning the balauce of power, then introduced"
0295400903_000002,The Rambler. In four volumes. ...,Samuel Johnson,55,3,0,1,0,0,0,0,0,2,0,0,0,2,1,1,0,2,2,0,2,1,0,1,0,0,0,0,1,2,0,2,1,0,1,0,1,4,0,1,0,0,0,2,0,1,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,2,0,1,2,0,3,0,3,1785,3,4,"Dublin : printed by D. Graisberry, for Luke White, 1785.",Dublin,325,male,1709,1784,TRUE,"._______^~ most are forgotten, because they never deserved to be remembered, and owed the honours which they once obtained, not to judgement or to genius , to labour or to art, but to the prejudice of faetion, the itratagem of intrigue, or the servility of adulation. Nothing is more common"
0255800400_000028,"An inquiry into the causes of the infidelity and scepticism of the times: with occasional observations on the writings of Herbert, Shaftesbury, Bolingbroke, Hume, Gibbon, Toulmin, &c. &c. By John Ogilvie, D.D.","Ogilvie, John",54,3,0,1,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1,0,0,1,2,0,1,0,0,3,0,1,0,0,0,0,0,4,0,0,1,0,0,1,1,1,2,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,2,0,2,2,1,0,2,1,0,1,1783,1,1,"London : printed for Richardson and Urquhart, Front of the Exchange; and W. Gordon, W. Creech, and J. Dickson, Edinburgh, M,DCC,LXXXIII. [1783].",London,487,male,1732,1813,FALSE,"abovementioned, this proficiency ought in a great measure to be ascribed. As the best evidence of this fat, I hall compare in certain striking circumstances the present slate of nations in which the sacred volumes are read and examined iniverfally, with .that of countries wherein Jlc common use of them"
1271500200_000037,"Sermons on several subjects. By the Right Reverend Beilby Porteus, D. D. Bishop of Chester.",Beilby Porteus,57,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,1,0,1,0,2,1,1,0,0,0,3,1,0,1,1,0,0,0,7,0,0,2,0,3,2,0,3,0,3,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,2,0,1,2,1,0,3,2,1787,1,1,"London : printed for T. Payne and Son, at the Mews Gate, and T. Cadell, in the Strand, MDCCLXXXVII. [1787].",London,434,male,1731,1809,FALSE,"themselves on those great models; and (as one, who well understood what originality was, cxpreftes himself) they will perceive that, "" a TRUE genius is not any bold writer , who breaks through the rules of decency to distinguish hirfelf by the singularity of his opinions ; but one who,"
0963200300_000003,"Dialogues on the nature, design, and evidence, of the theological writings of the Hon. Emanuel Swedenborg, With a brief account of some of his philosophical works.","Clowes, John",76,2,0,2,0,1,1,2,0,2,0,1,1,4,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,1,3,1,0,0,0,0,0,11,0,0,0,2,0,4,0,1,4,2,0,0,0,0,0,1,0,1,1,0,4,3,0,2,0,0,2,0,0,0,1,2,0,0,5,3,0,1795,1,1,"London : printed and sold by R. Hindmarsh, Printer To His Royal Highness The Prince Of Wales, Old-Bailey, [1795].",London,291,male,1743,1831,FALSE,"to explain Experimental Philosophy by Geometry and Chemistry. VII New Observations and Discoveries on Fire and on Iron, but more particularly on the Nature of elementary Fire, together with a new Form for conftruting of Chimneys. VIII A new Method of discovering the Longitude, whether at Sea or on Land,"
0420400201_000149,"The advantage and necessity of the Christian revelation, shewn from the state of religion in the ancient heathen world: ... To which is prefixed, a preliminary discourse on natural and revealed religion. In two volumes. By John Leland, D.D. ...",John Leland,54,2,0,0,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,4,0,0,0,0,0,4,1,4,2,0,1,1,0,1,2,0,2,0,0,3,0,1,0,4,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2,3,1,1768,1,2,"London : printed by W. Richardson and S. Clark; for J. Dodsley, and T. Longman, 1768.",London,525,male,1691,1766,FALSE,"and when polite literature and the liberal arts were in their highest elevation. It would argue great arrogance in us to suppose, that we have a more comprehensive reach of thought, greater penetration and force of reason , than those sublime genius's , which have been the admiration of all"
0256700700_000001,"The theology of Plato, compared with the principles of oriental and Grecian philosophers. By John Ogilvie, D.D. F.R.S.E.","Ogilvie, John",57,5,0,0,0,0,1,1,0,1,0,1,0,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,1,1,0,4,0,0,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,7,0,0,0,1,0,2,3,0,3,2,0,0,0,3,0,1,1793,1,1,"London : printed for J. Deighton, Holborn, MDCCXCIII. [1793].",London,228,male,1732,1813,FALSE,"T' HE T H E Q L O G Y THEOLOGY F P L A T O, COMPARED WITH tkt PRIN CI P L ES OF ORIENTAL AND GRECIAN PHILOSOPHER S. _. -',, By JOHN OGILVIE, D. F.R.S.E. Kal F;, sl pn 3oio, my' eaoox oyxu nax wyx k'%t E"
0991100102_000002,"The philosophical and mathematical commentaries of Proclus; surnamed, Plato's successor, on the first book of Euclid's elements. And his life by Marinus. Translated from the Greek. With a preliminary dissertation on the Platonic doctrine of ideas, &c. By Thomas Taylor. ...",Proclus,52,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,1,0,0,2,1,0,0,4,0,0,4,0,0,0,0,1,3,0,0,1,0,0,0,0,0,5,2,1,1,3,2,0,0,0,1,0,0,1789,2,2,"London : printed for the author: and sold by T. Payne and Son; B. White and Son; L. Davis; J. Robson; T. Cadell; Leigh and Co. G. Nicol; R. Faulder; and T. and J. Egerton, 1788-89.",London,445,male,410,485,FALSE,"irradiations of his powerful genius . And I desire nothing so much as that others may experience similar eftfcts from this admirable work . I only add, that the study of this second part is absolutely necessary to a perfect comprehension of eiu clid's method and meaning; and to the"
0367000400_000002,"The knowledge of the heavens and the earth made easy: or, the first principles of astronomy and geography explain'd by the use of globes and maps: with a solution of the common problems by a plain scale and compasses as well as by the globe. Written several years since for the use of learners. By I. Watts.",Isaac Watts,53,3,0,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,2,0,1,0,0,0,0,3,0,0,1,3,3,3,0,0,0,0,1,0,0,1,1,1,0,1,0,3,4,2,1728,1,1,"London : printed for J. Clark and R. Hett at the Bible and Crown in the Poultry near Cheapside ; E. Matthews at the Bible in Pater-noster Row, and R. Ford at the Angel in the Poultry near Stocks-Market, M,DCC,XXVIII. [1728].",London,253,male,1674,1748,TRUE,"a Minute of their Time, nor change their appointed Circuits in several thousands of Years! When we muse on there things we may lose ourselves in holy Wonder , and cry out with the Psalmist, Lord, what is Man that thou art mindful of hih, and the Son ( VII)"
0382100101_000042,"Essays philosophical and moral, historical and literary. By W. Belsham. In two volumes. ...",William Belsham,58,1,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,0,1,2,0,0,1,1,1,2,0,0,1,3,3,1,0,0,0,0,13,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,2,1,1,0,1,1,0,1,2,0,0,1,1,2,0,1799,1,2,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1799.",London,415,male,1752,1827,FALSE,"but that it was the deified fuper angelic spirit, which became incarnate, which suffered and died upon the cross. This hypothesis, however, flood in direc opposition to the plainest evidence both of scripture and antiquity. It had never before been doubted but that the scripture uniformly represented Christ as a"
0783700103_000062,"Emilius and Sophia; or, a new system of education. Translated from the French of Mr. J. J. Rousseau, Citizen Of Geneva. By the translator of Eloisa.",Jean-Jacques Rousseau,62,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,4,4,0,0,0,1,2,2,2,1,0,0,1,0,5,0,0,1,1,1,2,0,4,2,1,0,1,0,0,1,3,0,0,1,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,2,3,0,1783,3,4,"London : printed by H. Baldwin. Sold by T. Becket, In Pallmall; and R. Baldwin, In Pater-Noster-Row, MDCCLXXXIII. [1783].",London,296,male,1712,1778,TRUE,"is said that she preserved all the good qualities of our's; theyboaft of her sincerity, her integrity, the constancy of her attachments, and her fidelity in point of friendihip. In short , to crown her reputation, they say that she became a perse man: Be it so. But with all"
0032000400_000004,"Dialogues concerning natural religion. By David Hume, Esq.",David Hume,57,0,0,0,0,1,1,2,0,0,0,0,2,0,1,1,0,0,0,0,3,1,0,1,1,0,0,0,0,2,0,0,0,1,1,1,0,10,0,0,1,0,1,0,0,4,0,5,1,0,4,0,0,0,1,0,2,0,2,0,0,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1779,1,1,"London : [s.n.], M.DCC.LXXIX. [1779].",London,259,male,1711,1776,TRUE,"view , it furnishes invincible arguments against itself; and that we could never retain any conviction or assurance, on any subject , were not the sceptical reasonings so refined and subtle, that they are not able to counterpoise the more solid and more natural arguments derived from the senses and"
0035900102_000081,"Emilius; or, an essay on education. By John James Rousseau, ... Translated from the French by Mr. Nugent. In two volumes. ...",Jean-Jacques Rousseau,58,2,1,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,4,2,0,4,2,0,0,0,1,3,2,3,1,0,0,0,0,4,0,0,1,0,1,1,0,3,2,1,0,1,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,1763,2,2,"London : printed for J. Nourse and P. Vaillant, 1763.",London,443,male,1712,1778,TRUE,"those that inspire them; those, in short , who are most difficult in owning their sentiments, are in other respects the truest, the sincerest, the most constant in all their engagements, and on whom, generally speaking, you may most safely depend. I know but one person that could be quoted"
1039300301_000158,"Studies of nature. By James-Henry-Bernardin de Saint-Pierre. Translated by Henry Hunter, D. D. minister of the scots church, london-wall. In two volumes. ...",Jacques-Henri Bernardin de Saint-Pierre,64,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,1,1,0,0,1,3,1,1,0,1,1,1,0,4,0,1,4,3,0,0,0,3,0,3,1,1,0,0,1,0,2,0,0,2,1,0,1,1,0,0,3,1,1,1,0,0,1,1,2,3,1,1798,1,2,"Dublin : printed for, P. Byrne, No. 108, Graftonstreet, 1798.",Dublin,769,male,1737,1814,FALSE,"from his cradle, none of the presents of Nature , no soft fleece, no plumage, no defensive armour, no tool, for a life so painful and so laborious; and he is the only being who invites the Gods to his birth, to his nuptials, and to his funeral obsequies. However"
1546500101_000002,The philosophical principles of natural and revealed religion. Unfolded in a geometrical order. By the Chevalier Ramsay author of The travels of Cyrus.,Andrew Michael Ramsay,66,1,1,4,0,0,0,4,0,0,1,0,2,0,5,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,0,1,0,1,1,0,7,0,0,1,3,0,2,0,6,0,6,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,2,0,0,0,0,0,0,1,2,0,1751,1,2,"London : Sold by J. & P. Knapton, in Ludgate-street; T. Longman, C. Hitch, in Pater-noster-row; J. Ward, near the Royal-exchange; A. Millar, J. Nourse, St. Paterson, D. Wilson, in the Strand; J. Millan opposite to the Admiralty-Office, & R. Dodsley in Pall-Mall. Edinburgh: Sold by Mess. Kincaid, Hamilton, Gordon, & Ross. Dublin: Sold by J. Smith, & R. Main, MDCCLI. [1751].",London,560,male,1686,1743,TRUE,"ideas , the moult perfet schemes we can form of God and Nature are no doubt looked upon by angelical minds, as the childish discourses of little babes, according to the expression of a fine poet; S' Superior beings when of late they saw  A mortal man unfold all"
0403500200_000001,"The rule of life: in select sentences, collected from the greatest authors, antient and modern.",,62,3,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,3,0,1,0,0,3,2,1,3,2,0,1,1,0,3,0,0,1,0,0,1,4,2,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,1,0,2,0,1,1,1755,1,1,"London : printed: and sold by J. Hinton, at the King's-Arms, in Newgate-Street, M.DCC.LV. [1755].",London,309,unknown,,,FALSE,"THE RULE of LIFE: IN SELECT SENTENCES , COLLECTED FROM The greatest AUTHORS , Ancient and Modern. KNOW THYSELF. Del. Orac.. The FIFTH EDITION, Improved. LONDON, Printed: And Sold by J. H N T o N, at the King's. Arms, in Newgate street. M. DCC. LV P R E F"
0664500102_000057,The rambler. In three volumes. ...,Samuel Johnson,54,4,0,1,0,0,0,0,0,2,0,0,0,2,0,1,0,2,1,0,2,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,1,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,2,0,1,2,0,3,0,3,1794,2,3,"London : printed for T. Longman, B. Law and Son, H. Baldwin, C. Dilly, G. G. and J. Robinson, T. Cadell, J. Nichols, F. and C. Rivington, W. Goldsmith, H. Murray, W. Otridge, W. Lowndes, S. Hayes, R. Faulder, G. and T. Wilkie, P. Macqueen, B. Collins, Hookham and Carpenter, Darton and Harvey, Vernor and Hood, Cadell jun. and Davies, and R. Jameson, MDCCXCIV. [1794].",London,466,male,1709,1784,TRUE,"of his antagonists, and dogmatism has delighted in the gradual advances of his authority , the immutability of his decrees, and the perpetuity of his power. -- Non ol itlnna dedit Doctumentafors majora, Iqutnfragili kco Starent fiierb i. Insulting chance never called with louder voice, On swelling mortals to be"
1057500500_000044,"Siris: a chain of philosophical reflexions and inquiries concerning the virtues of tar water, And divers other Subjects connected together and arising one from another. By the Right Rev. Dr. George Berkeley, Lord Bishop of Cloyne, And Author of The Minute Philosopher.",George Berkeley,69,4,0,5,0,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,7,4,0,1,0,0,6,0,2,0,2,0,0,0,0,1,0,0,0,2,1,1,0,0,2,2,0,2,2,0,0,0,0,1,1,2,4,2,1747,1,1,"[London] : Dublin printed, London re-printed, for W. Innys, and C. Hitch, in Pater-Noster-Row, and C. Davis in Holbourn, MDCCXLVII. [1747].",London,176,male,1685,1753,TRUE,"source of life and being. There is, it must be owned, a mixture of obscurity and prejudice in human speech and reasonings . This is unavoidable, since the veils of prejudice and error are slowly and singly taken off one by one. But if there are many links in the"
0989800203_000002,The rambler. In four volumes. ...,Samuel Johnson,56,3,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,2,2,0,2,1,0,1,0,0,0,0,1,2,0,2,1,1,1,0,1,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,1,0,1,0,2,0,0,0,1,0,0,1,1,0,2,0,1,2,0,3,0,3,1785,3,4,"Dublin : printed by D. Graisberry, for J. Jones, No. 39, College-Green, MDCCLXXXV. [1785].",Dublin,323,male,1709,1784,TRUE,"in magnificent obscurity, moro mofl are forgotten, because they never deserved to be remembered, and owed the honours which they once obtained, not to judgement or to genius , to labour or to art, but to the prejudice of fation, the stratagem of intrigue, or the servility of adulation. Nothing"
0614700103_000002,The rambler. ...,Samuel Johnson,52,4,0,1,0,0,0,0,0,2,0,0,0,2,1,0,0,2,1,0,2,1,0,0,0,0,0,0,1,2,0,1,1,1,1,0,1,2,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,2,0,2,0,1,1,0,3,0,3,1789,3,4,"London : printed for J. Rivington and Sons, T. Longman, B. Law, H. Baldwin, Robson and Clark, C. Dilly, G. G. J. and J. Robinson, T. Cadell, T. Carnan, J. Nichols, J. Bew, W. Goldsmith, J. Knox, J. Murray, W. Otridge, W. Lowndes, S. Hayes, G. and T. Wilkie, W. Fox, P. M'queen, B. Collins, E. Newbery, and R. Jameson, MDCCLXXXIX. [1789].",London,326,male,1709,1784,TRUE,"to the eye of vanity, how many ideal converts have elevated zeal, how often wit has e?; ulted in the eternal infamy of his an tag2ronis, .nd dogmatilm has delighted in the gradual advances of his authority , the immutability cf his cacrges, and the perpetuity of his power, --"
1170100600_000002,"The leading doctrines of the gospel stated and defended. A sermon, preached before the Society in Scotland for Propagating Christian Knowledge, at their anniversary meeting In The High Church Of Edinburgh, Thursday, May 29. 1794. By John Snodgrass, D. D. one of the ministers of paisley. To which is added, an appendix, containing an abstract of the proceedings of the Society, and of their expenditure, from Dec. 1. 1794.","Snodgrass, John",61,0,0,0,0,0,0,3,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,6,3,0,1,0,0,3,0,0,1,2,1,1,0,2,1,3,2,1,0,0,0,1,1,0,1,3,0,0,0,0,0,0,3,1,1,1,1,1,2,1,0,2,0,1794,1,1,"Edinburgh : printed by John Paterson, MDCCXCIV. [1794].",Edinburgh,117,male,1744,1797,FALSE,"After which, I shall endeavour to show, that the effet which it produces, upon all who cordially receive it, is so divinely great and excellent, that, instead of / 6) of being aflamed of it, there is the highefi reason to glory in it. First of all, however, it will"
