PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(alembert),termFreq(author),termFreq(book),termFreq(celebr),termFreq(composit),termFreq(diderot),termFreq(eleg),termFreq(encyclopaedia),termFreq(franc),termFreq(french),termFreq(friend),termFreq(gener),termFreq(geniu),termFreq(god),termFreq(govern),termFreq(helvetiu),termFreq(human),termFreq(king),termFreq(knowledg),termFreq(law),termFreq(letter),termFreq(literari),termFreq(literatur),termFreq(majesti),termFreq(merit),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(opinion),termFreq(pari),termFreq(persecut),termFreq(philosoph),termFreq(philosophi),termFreq(polit),termFreq(principl),termFreq(progress),termFreq(public),termFreq(reason),termFreq(reign),termFreq(religi),termFreq(religion),termFreq(rousseau),termFreq(societi),termFreq(superior),termFreq(talent),termFreq(thought),termFreq(truth),termFreq(univers),termFreq(virtu),termFreq(voltair),termFreq(wit),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0316400400_000009,A defence of the constitution of England against the libels that have been lately published on it; particularly in Paine's pamphlet on the Rights of man.,,51,2,0,3,1,1,0,0,0,0,1,1,2,0,0,3,2,0,1,0,0,5,1,0,0,0,0,0,2,0,1,1,2,4,0,0,2,0,1,3,0,1,2,1,2,1,0,0,1,2,0,2,0,0,0,0,1791,1,1,"London : printed for R. Baldwin, Pater-Noster Row, M.DCC.XCI. [1791].",London,73,unknown,,,FALSE,"TRUE spirit of ancient and philosophical toleration.. Aristotle was accused of impiety, for rome philosophical assertions, contrary to, the religion of the Athenians, that he celebrated Hermias (his brother in law ) as a God , with a hymn; and caused his statue to be placed in the Delphian Temple"
0036100800_000009,"A father's legacy to his daughters. By John Gregory, M.D. F.R.S. Late Professor of Medicine in the University of Edinburgh, and First Physician to his Majesty in Scotland. To which is Prefixed An Account of the Life of the Author.",John Gregory,63,2,0,5,1,0,1,0,1,0,0,1,0,1,1,0,0,0,3,0,4,1,1,0,0,0,1,5,0,2,0,0,0,3,0,1,5,0,1,2,0,0,4,1,0,0,3,0,0,0,5,0,0,1,4,3,1788,1,1,"Edinburgh : printed for A. Strahan, and T. Cadell, London; and W. Creech, Edinburgh, MDCCLXXXVIII. [1788].",Edinburgh,194,male,1724,1773,FALSE,"the amusement of his solitary ""hours,"" employed himself in the composition of that admirable tract, entitled, A Father's Legacy to his Daughters; a work , which, though certainly never intended by its author for the public eye, it would have been an unwarrantable diminution of his fame, and a capricious"
0091500109_000259,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,52,2,0,3,2,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,3,1,1,0,1,0,1,1,2,0,0,1,0,4,1,0,2,0,0,0,3,0,0,0,1,2,0,0,0,0,5,5,0,3,1799,9,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,651,male,1747,1822,FALSE,"1"" A Discourse upon the Contests and Dissensions between the Nobles and Commons in Athens and Rome,"" the scope of which seems to have been to throw discredit upon the impeachments then carrying on by the House of Commons against some of the Whig leaders, to which party Swift was"
0091500108_000252,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,46,2,0,2,1,1,0,0,1,0,2,1,1,2,2,0,0,0,0,0,1,0,3,0,0,1,1,2,1,1,0,0,0,2,3,0,0,0,1,0,0,0,4,1,0,0,0,0,0,3,1,1,1,3,0,1,1799,8,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,722,male,1747,1822,FALSE,"in Languedoc. After the acession of Lewis XVI lie was made first almoner to His Majesty , and translated from Puy to the archiepiscopal see of Vienne in Dauphine. In both these sees he discharged the duties of his episcopal function with the greatest assiduity, and displayed unwearied zeal, in"
0533900119_000201,"The annual register, or a view of the history, politics, and literature, for the year 1776.",,42,1,0,2,1,1,0,0,1,0,3,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,3,0,0,0,2,1,3,0,2,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,2,1777,1,1,"London : printed for J. Dodsley, 1777.",London,622,unknown,,,FALSE,"hi tion, but contributed little to his Sytlem of Morals , much altere general reputation as an author , and imprbved; and along with and ill lets to his profit; and his these several new moral , critical small patrimony. being now almot and political effavs. spent, he was glad"
0180200300_000001,"Miscellanies: literary, philosophical and moral. Vol.I. Containing, I. Observations on the Literature of the Primitive Christian Writers. II. Reflections suggested by the Character of Pamphilus of Caesarea. III. Hints respecting the State and Education of the People. IV. Thoughts on the Origin of Human Knowledge, and on the Antiquity of the World.",Thomas Christie,65,2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,4,1,0,0,1,6,7,0,0,4,4,0,1,0,0,3,0,1,0,6,0,0,0,1,3,1,1,0,0,2,1,4,1788,1,1,"London : printed for the author, by J. Nichols: and sold by G. Nicol, Bookseller To His Majesty, In Pall-Mall; and J. Johnson, ST. Paul's Church-Yard, MDCCLXXXVIII. [1788].",London,355,male,1761,1796,FALSE,"MI SCELLANI; ES: L I T E R A R Y, PHILOSOPHICAL AND MORAL . VOL. I. C N T A I N C I. Observations on the III Hints respecting the Literature of the Primitive State and Education of the Christian Writers . People. II Reflesions fuggefied IV Thoughts"
1105500300_000003,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,59,0,0,5,1,2,1,0,1,0,0,0,3,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,0,2,1,0,0,1,4,2,3,0,3,1,0,1,2,0,1,3,2,0,3,1,5,0,0,3,0,2,1771,1,1,"Edinburgh : printed for A. Kincaid & J. Bell; and for E. & C. Dilly, in the Poultry, London, MDCCLXXI. [1771].",Edinburgh,594,male,1735,1803,FALSE,"the grounds of them; and many more, swayed by the fashion of the times, have greedily adopted its conclusions, without any knowledge of the premises, or any concern about them. An attempt therefore to expose this pretended philosophy to public view, in its proper colours, will not, I hope, be"
0091400105_000099,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,50,1,0,2,1,1,1,0,1,0,3,4,0,2,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,4,0,1,2,2,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,2,0,8,1,1,1799,5,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,647,male,1747,1822,FALSE,"extent of his erudition, and his sagacity in applying it. Ruhnkenii Elsg. ib6. Hemsitrhusii. a. HENAO, GABRILL Dr, a learned Spaniah Jesuit in the seventeenth century, was born in the year 1611 He entered ilto the order at Salamanca, when he was about listeen years of a -. and spent"
0240200203_000010,"History the interpreter of prophecy, or, a view of scriptural prophecies and their accomplishment in the past and present occurrences of the world; with Conjectures Respecting their Future Completion. By Henry Kett, B. D. Fellow of Trinity College, Oxford, and One of his Majesty's Preachers at Whitehall. In three volumes. ...",Henry Kett,46,0,0,0,1,1,0,1,0,0,2,0,0,2,0,1,2,0,0,1,0,2,1,0,2,0,0,1,0,1,2,2,0,1,4,1,0,0,3,0,0,0,2,0,2,2,0,0,0,1,1,3,1,1,2,0,1799,3,3,"Oxford : printed for Messrs. Hanwell and Parker; and J. Cooke; and sold by C. and J. Rivington, St. Paul's Church-Yard ; Robson, Bond-Street ; Egerton, Whitehall ; Cadell and Davies, Strand ; and Hatchard, Piccadilly, London, MDCCXCIX. [1799].",Oxford,360,male,1761,1825,FALSE,"legislation."" "" All ideas ofjuftice and injustice, his fats, I am not disposed to subscribe to all his opinions , and to confound, as he too often has done, the cause of Christianity with that of Popery. We may however trace the origin of Freemasonry to the Dionvfiacs of Asia"
0995901600_000005,"A discourse on the study of the law of nature and nations; introductory to a course of lectures on that science, Delivered in Lincoln's Inn Hall, in the Years 1799 and 1800, In Pursuance Of AN Order Of The Honourable Society Of Lincoln's Inn. Third edition, corrected and enlarged. By James Mackintosh, Esq. Of Lincoln's Inn, Barrister At Law.",James Mackintosh,63,2,0,1,0,2,0,0,0,0,0,1,1,3,1,0,0,0,3,0,0,6,0,0,1,1,1,3,0,5,2,0,0,3,3,2,4,1,0,2,0,1,0,0,0,0,0,0,2,0,2,0,3,5,1,1,1800,1,1,"London : printed [by S. Gosnell] for T. Cadell, Jun. and W. Davies , In The Strand ; J. Debrett , Piccadilly ; and W. Clarke, Portugal Street, Lincoln's Inn, 1800.",London,74,male,1765,1832,FALSE,"with the attainment of that exact and various learning which is generally the portion only of the rcclufe student. He was diftinguiflhcd as an advocate and a magifrate, and he composed the mofi valuable works on the law of his own country; he was alnoft equally celebrated as an historian,"
0515500105_000165,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected. ...",William Russell,47,2,0,2,0,2,3,0,4,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,1,0,4,0,1,1,3,4,1,0,0,0,1,2,0,0,0,1,1,2,1,0,0,1789,5,5,"London : printed for G. G. J. and J. Robinson, Paternoster-Row; and A. Hamilton, jun. Falcon-Court, Fleet-Street, 1789.",London,560,male,1741,1793,FALSE,"literature of his country by a new species of .tion, in his enchanting Csntcs Ar, aitx. Miore philosophical than the common novel, and less prolix than the romance, they combine inftruaion and amusement in a manner perhaps superior to every other species f fancifil composition . Nor must I, in"
1428500101_000006,"Sermons on the chief doctrines and duties of the Christian religion, in their natural order. By William Dalgliesh, D.D. Minister of Peebles.",William Dalgliesh,107,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,3,0,0,0,4,4,0,0,0,0,0,2,2,9,0,0,0,8,12,0,13,1,0,2,0,3,8,0,1,0,1,0,3,4,2,0,0,1,7,2,1799,1,4,"Edinburgh : printed for the author, by J. Ruthven and Sons. Sold by W. Creech, J. Dickson, and other booksellers, Edinburgh; Brash and Reid, Glasgow; and C. Dilly, London, M.DCC.XCIX. [1799].",Edinburgh,463,male,1733,1807,FALSE,"the superstitions of his country; and. unable to inftrua men in the knowledge of the TRUE God , and of the TRUE religion , directed his chief attention to the laws and duties of civil society . Of the learned among the Egyptians, some acknowledged the Deity to have formed"
1244100101_000082,"Essays moral and literary. By Vicesimus Knox, M. A. Late Fellow Of ST. John's College, Oxford.",Vicesimus Knox,56,3,0,1,3,0,2,0,2,0,0,0,0,3,2,0,0,0,2,0,0,0,2,2,3,0,2,4,3,4,0,0,0,2,0,1,0,0,1,2,0,0,0,0,1,0,0,2,1,0,2,0,0,3,0,3,1787,1,2,"London : printed for Charles Dilly, In The Poultry, MDCCLXXXVII. [1787].",London,389,male,1752,1821,TRUE,"usually found in works of genius , written at different periods by those who could not pofiibly imitate each other. The pii lofopher gladly seizes the phenomenon, as it tends;  elucidate a curious truth refpcaing the human mind , that that all men of nearly equal faculties fal into"
0456700100_000234,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. XIII. A General Index. With a table of the coins of all nations, and their value in English money. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The third edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.","Paraire, John",57,2,0,0,0,0,0,0,1,0,8,7,0,1,2,0,3,0,3,0,0,0,2,1,0,0,1,1,1,1,0,0,0,2,2,2,1,0,0,0,2,1,4,0,0,1,1,0,0,3,0,0,0,1,0,3,1771,1,1,"London : printed for J. Knox, at No. 148, near Somerset-House, in the Strand, MDCCLXXI. [1771].",London,751,unknown,,,FALSE,"regne ienne. 7a volknte fit faile en la trr eiroe ar cie. Donne nous a; zjourd'iuy notre pain squotiice. Pardmi neus nos offnces, cr: m: nrus pearaonnons a ceux qui nous ont oecez. eit "" oun indui print en tentficrn, mai; ncrys der dcire du al: car a tci tni"
0309800402_000008,"A residence in France, during the years 1792, 1793, 1794, and 1795; described in a series of letters from an English lady: with general and incidental remarks on the French character and manners. Prepared for the press by John Gifford, Esq. Author of the History of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c. In two volumes.",English Lady,43,0,0,0,3,0,0,0,1,0,0,1,1,1,0,0,2,0,2,0,1,0,1,0,0,0,0,1,3,1,1,1,0,5,3,1,1,0,1,0,0,1,4,1,1,0,1,1,0,0,1,2,0,0,0,0,1797,2,2,"London : printed for T. N. Longman, Paternoster Row, 1797.",London,493,female,,,FALSE,"L at : : : : ici hc purpose of the day. confum consummation to which the labours of modern philosophers have o long tended. Ye Shaftefturys, Bolingbroles, Voltaires , and multi add the name of Gibbon, behold yourselves inscribed on the regiters of same with a Laplanche, a Chenier,"
0557200101_000049,"Essays moral and literary. By Vicesimus Knox, ... In three volumes. ...",Vicesimus Knox,55,2,0,0,3,0,0,0,3,0,0,0,0,3,3,0,0,0,1,0,0,0,0,1,1,0,3,2,2,1,2,0,0,3,5,1,1,0,0,1,0,1,0,0,2,1,1,0,2,0,0,0,0,9,1,0,1793,1,3,"London : printed for Charles Dilly, 1793.",London,501,male,1752,1821,TRUE,"preacher solely to gratify their curiosity, and derive amusement! Bad indeed must be the book and the sermon, from which any man may not, if he will, receive some hint, which, when seriously refleced on, would lead to improvement. But our want of humility, and our idea that fubjetes, which"
1262000101_000066,Memoirs illustrating the history of Jacobinism. A translation from the French of the Abbe Barruel. ...,"Middlebury College, MWA",51,0,0,2,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,4,0,5,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,0,0,3,1,0,0,1,2,0,2,0,1,4,0,7,0,4,1799,1,4,"Hartford : Printed by Hudson & Goodwin for Cornelius Davis, no. 94, Water-Street, New York, 1799.",Hartford|New York.|Elizabeth.,1275,unknown,,,FALSE,"French people were, the more she minister superintend 40o ing the press, should have enforced the laws enacted to repress thelicentioufnefs of it, which, on the contrary, he favoied with all his power. His condemnation is recorded in the encomiums of the conspirators, it was he, they said, who broke"
0065004700_000031,"Further thoughts on the present state of public opinion; being a continuation of A timely appeal to the common sense of the people of Great Britain in general, and of the inhabitants of Buckinghamshire in particular, on the present situation of affairs. By J. Penn, Esq.",John Penn,47,0,0,1,0,0,3,0,0,0,0,0,2,1,3,0,1,0,1,0,2,0,0,0,2,0,3,1,1,1,3,0,1,1,3,0,2,1,1,1,0,0,0,0,1,0,1,1,1,2,2,0,1,0,1,2,1800,1,1,"London : printed for J. Hatchard, Bookseller to her Majesty, No. 173, Piccadilly; by W. Bulmer and Co. Cleveland-Row, St. James's, 1800.",London,202,male,1760,1834,FALSE,"proportion to our weakness; and the weakest of all are the most sensible to their effect. But it is unworthy of the grave philosopher to give way to this seduction, and pronounce accordingly a biassed opinion upon the claims of individuals. I do not say that active, does not submit"
0986400101_000050,"Essays moral and literary. By Vicesimus Knox, M.A. late Fellow of St. John's College, Oxford. In two volumes. ...",Vicesimus Knox,58,2,0,0,1,0,0,0,3,0,0,0,0,4,3,0,0,0,1,0,0,0,0,1,1,0,3,2,1,0,2,0,0,5,5,1,1,0,1,1,0,0,0,0,1,2,1,0,2,0,0,0,0,10,1,3,1793,1,2,"New-York : Printed by T. Allen. bookseller and stationer, no. 12, Queen-Street, --1793--",New York,355,male,1752,1821,TRUE,"is the best criterion of its merit ; and that sentiment or feeling, after all that has been urged by theoretical critics, is the ultimate and infallible touchstone to appreciate with preciiion the works of taste and genius . Theoretical criticism constitutes indeed a very ingenious species of writing; but"
0999300100_000106,"Essays. On the nature and immutability of truth, in opposition to Sophistry and Scepticism. On poetry and music, as they affect the Mind. On laughter, and ludicrous composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,53,2,0,2,1,0,0,0,1,0,0,4,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,2,1,3,1,0,0,7,0,0,1,1,0,2,0,0,3,3,1,1,1,2,0,0,2,0,0,3,0,2,1776,1,1,"Edinburgh : printed for William Creech, MDCCLXXVI. [1776].",Edinburgh,783,male,1735,1803,FALSE,"Rousseau as a, moral writer of TRUE genius , that I mention his name in this place. Sensibility of heart, a talent for extensive and accurate observation, liveliness and ardour of fancy, and a style copious, nervous, and elegant , beyond that of any other French writer , - are"
0467000401_000007,A review of the characters of the principal nations in Europe. In two volumes. ...,John Andrews,50,0,0,2,0,3,1,0,2,0,1,9,0,0,2,0,0,0,1,0,1,0,0,1,0,0,2,0,1,1,3,0,0,1,0,2,0,0,1,0,0,0,0,0,1,2,1,1,2,0,0,1,1,1,2,4,1770,1,2,"Dublin : printed for P. and W. Wilson, J. Potts, J. William, W. Colles, and T. Walker, 1770.",Dublin,195,male,1736,1809,FALSE,"ob!ig ed to bear witness to. There does not certainly exist a People more celebrated on that Account, and who yet make a less Parade of their Bravery, and are more inclined to a peaceable Demeanour; of which no completer Argument can be adduced, than the friendly pacific Life led"
0518100501_000041,"Essays moral and literary. By Vicesimus Knox, ... In two volumes. ...",Vicesimus Knox,41,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,6,0,0,0,0,0,0,0,1,0,3,1,3,1,0,2,1,1,3,2,1,0,0,0,1,1,1,1,0,1,0,0,2,1,0,0,0,2,1795,1,2,"London : printed for Charles Dilly, 1795.",London,366,male,1752,1821,TRUE,"the polite modern philobspher, has been taught to associate the idea of dullness with a sermon, and would fear the imputation of prejudice, if he were to profess a belief of the received religion , and conform his actions to its precepts. His creed is formed from the opinions of"
0007900200_000005,"The history of the revolution in France. Translated from the French of J.P. Rabaut, Member Of The National Convention, by James White, Esq.",Jean-Paul Rabaut Saint-Étienne,66,4,0,0,0,0,0,0,0,0,6,3,0,0,2,0,3,0,2,1,0,2,2,0,0,0,1,7,0,0,3,0,0,2,3,1,3,3,1,5,4,2,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1793,1,1,"London : printed for J. Debrett, Piccadilly, M.DCC,XCIII. [1793].",London,394,male,1743,1793,FALSE,"was set up at court; for public opinion was not yet in being, her evere tribunal was not yet erected. Bon-ton was the title given to that law , so often capricious, and perpetually despotic, which a few women, and womanish men, caused to be executed imperiously by the boyiih"
0133800701_000008,"The life of Voltaire, by the Marquis de Condorcet. To which are added, Memoirs of Voltaire, written by himself. Translated from the French. In two volumes. ...",Jean-Antoine-Nicolas de Caritat de Condorcet,57,0,0,1,0,0,0,0,0,0,2,1,0,2,2,0,0,0,1,0,1,0,4,1,4,0,3,2,0,0,4,0,1,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,7,1,4,1,3,1790,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, M.DCC.XC. [1790].",London,512,male,1743,1794,FALSE,"to the judgement of the author but of his critics, and was more fuccefsfil. But when, long after, the philofoplher's three blows of the hatmmer had unknowingly taught the audience not to hiss when the canon was fired' if Adelaide, at a time when the play was againf aaed in"
1128101303_000015,"The chinese spy; or, emissary from the court of Pekin, commissioned to examine into the present state of Europe. Translated from the Chinese. In six volumes. ...",Ange Goudar,56,1,0,7,4,0,1,0,0,2,1,0,0,1,1,0,2,0,0,1,1,4,1,1,0,0,0,3,0,1,0,5,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,1,1,1,3,0,4,0,3,1766,3,6,"Dublin : printed for P. Wilson, J. Exshaw, S. Cotter, E. Watts, J. Potts, and J. Williams, MDCCLXVI. [1766].",Dublin,171,male,1720,1791,FALSE,"of the profane theatres: their manner of living gives less offence, been i'en only througha grate: their directors alone can give them leave to go out and to this privilege they add that of corrupting them. L E T. L E T T E R XXXII Qhe Mandarin cham pi"
0106900601_000100,"Essays on the nature and immutability of truth, in opposition to sophistry and scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; and, on the utility of classical learning. By James Beattie, ... In two volumes. ...",James Beattie,52,0,0,2,2,1,0,0,1,0,0,3,1,1,2,0,0,0,5,0,0,0,0,0,0,0,0,2,1,2,1,0,0,4,0,0,2,1,0,4,0,0,2,2,1,0,2,2,2,0,2,0,0,3,0,1,1778,1,2,"Dublin : printed for C. Jenkin, 1778.",Dublin,420,male,1735,1803,FALSE,"for their talents and if you can, tq HUME, and HOBBES, and MALEBRANCHE, and LEIBNITZ, and SPINOSA. If, while you learned wisdom from the former, your heart exulted within you, and rejoiced to contemplate the sublime and successful efforts of human intellect; perhaps it may now be of use, as"
0934100201_000053,"Essays moral and literary. By Vicesimus Knox, M. A. the Sixth Edition. In Two Volumes. ...",Vicesimus Knox,59,1,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,2,0,0,0,1,1,3,0,3,3,1,2,2,0,0,2,0,3,1,0,1,1,0,0,1,0,1,1,0,0,2,1,1,0,1,4,2,8,1785,1,2,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXV. [1785].",London,373,male,1752,1821,TRUE,"too much, when they allow none but themselves to give sentence on the merit of a work of elegant literature . A polite and classical scholar, who has not immersed himself in the profundities of modern metaphysics, is, in my opinion , completely qualified for the office of a critic."
1104800200_000003,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,67,0,0,10,2,1,1,0,1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,0,0,1,5,2,4,0,2,1,0,1,2,0,1,3,2,0,5,1,5,0,0,3,0,1,1772,1,1,"London : printed for Edward and Charles Dilly, in the Poultry; A. Kincaid and W. Creech, and J. Bell, Edinburgh, MDCCLXXII. [1772].",London,514,male,1735,1803,FALSE,"superior talents , and superior virtue , are always entitled, Every friend to civil and religious liberty, every lover of mankind, every admirer of sincerity and simple manners, every heart that warms at the recollection of distinguished virtue , mull confider LOCKE as one of the most amiable, and most"
0025900900_000003,"An essay on the progress of human understanding. By J. A. O'Keeffe, M. D. A. M.","O'Keeffe, J. A.",55,1,0,1,2,0,0,0,0,0,0,2,0,0,0,1,2,0,5,0,3,2,0,1,1,0,0,1,1,4,0,2,0,2,2,3,1,4,0,4,0,2,2,0,1,0,1,1,0,0,1,0,0,0,0,2,1795,1,1,"London : printed by V. Griffiths, and sold by Griffiths and Co. No. 169 Strand., 1795.",London,60,unknown,,,FALSE,"de Philofophie Morale , in S. Ouvres a Berlin, 1753 2 T. 8 5 Ant. le Grand, Homme sans Passions. A la Haye, 1762 6 La Nature et fes Loix. Par A. B. G. V A Paris , 1793 La Republiqup des Feliciens. A Paris , 1793 IN ( XIII)"
0818500300_000003,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,63,0,0,9,2,1,1,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,4,2,4,0,2,1,0,0,2,0,1,1,1,0,5,1,3,0,0,3,1,2,1773,1,1,"Dublin : Thomas Ewing, MDCCLXXIII. [1773].",Dublin,374,male,1735,1803,FALSE,"and I am convinced, that their author , if he had lived to see the inferences that have been drawn from them, would have been the first to declare them absurd, and would have expunged them from his works with indignation. BERKELEY was equally amiable in his life, and equally"
0741200200_000003,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie. LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,63,0,0,9,2,1,1,0,1,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,4,2,4,0,2,1,0,0,2,0,1,1,1,0,5,1,3,0,0,3,1,2,1773,1,1,"London : printed for Edward and Charles Dilly, in the Poultry; and A. Kincaid and W. Creech, Edinburgh, MDCCLXXIII. [1773].",London,518,male,1735,1803,FALSE,"object, are but few, and, compared with the extent and importance of his othtr writings, extremely inconsiderable. I object to them, because I think them erro lieus and dangerous; and I am convinced, that that their author , if he had lived to see the inferences that have been drawn"
0364000204_000027,"Tales of the castle: or, stories of instruction and delight. Being Les veillees du chateau, written in French by Madame la Comtesse de Genlis, Author of the Theatre of Education, Adela and Theodore, &c. Translated into English by Thomas Holcroft,",Stéphanie Félicité du Crest de Saint-Aubin,70,2,0,9,0,1,0,0,0,0,0,0,1,0,5,0,0,0,1,2,0,0,1,0,1,0,1,0,0,4,3,0,0,2,3,0,0,0,3,5,1,0,3,0,0,3,0,1,1,2,0,8,1,2,3,1,1787,4,5,"London : printed for G. G. J. and J. Robinson, No. 25, Pater-Noster-Row, 1787.",London,258,female,1746,1830,TRUE,"suppose, said he, I shall print both my Epistle and his Reply. Indeed! I would not advise you. No! Why so, prithee? It does not teem, to me, proper to print one's own eulogium. Oh! do not fear; this is a well eftblilhed custom. An Author may not only print,"
0618200102_000083,"The miscellaneous works of Hugh Boyd, the author of the letters of Junius. With an account of his life and writings, by Lawrence Dundas Campbell. ...",Hugh Boyd,45,0,0,3,1,1,0,0,2,0,0,1,2,0,3,0,0,0,0,0,1,1,2,1,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1,0,1,0,1,2,1,1,0,2,0,0,3,2,0,4,0,2,1800,2,2,"London : printed for T. Cadell, Junior, and W. Davies, in the Strand; by R. Noble, in the Old-Bailey, 1800.",London,495,male,1746,1794,FALSE,"will naturally occur to the admirers of ROUSSEAU , as a work brilliant with original beauty, and animated with peculiar genius . Such, it must be owned, is the judgement extorted from many, by the rich elegance of tfyle, and the warmth of of colouring and imagery, with which this"
