PassageID,Title,Author,Total termFreq,termFreq(attent),termFreq(author),termFreq(book),termFreq(brandi),termFreq(chocol),termFreq(coffe),termFreq(coffeehous),termFreq(compani),termFreq(convers),termFreq(dai),termFreq(drink),termFreq(even),termFreq(frequent),termFreq(gentlemen),termFreq(grand),termFreq(half),termFreq(home),termFreq(hous),termFreq(humour),termFreq(knowledg),termFreq(laid),termFreq(laughter),termFreq(liberti),termFreq(london),termFreq(music),termFreq(new),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(place),termFreq(politician),termFreq(proprietor),termFreq(public),termFreq(publish),termFreq(punch),termFreq(read),termFreq(room),termFreq(sage),termFreq(societi),termFreq(tabl),termFreq(tatler),termFreq(tea),termFreq(thought),termFreq(town),termFreq(wit),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1261700800_000030,"Letters from a Moor at London to his friend at Tunis. Containing an account of his journey through England, with his Observations on the Laws, Customs, Religion, and Manners of the English Nation. Likewise remarks on the public charities, with curious memoirs relating to the life of Mr. Sutton, Founder of the Charter-House. A description of Bedlam, with serious reflections on self-murder. The whole interspersed with historical remarks and useful observations.",Moor at London,41,0,0,0,0,1,0,1,2,0,1,2,1,1,0,0,0,0,5,0,1,0,0,0,6,0,2,1,0,1,6,0,0,1,0,1,0,1,0,2,1,0,0,0,4,0,0,1737,1,1,"London : printed; and sold by F. Noble , at Otway's Head in St. Martins Court, St. Martins Lane; and the Corner of Cranbone Street, Leicester-Fields ; and T. Davies, in Duke's Court near the Meuse, [1737?].",London,278,unknown,,,FALSE,"to censure or approve all acions of slate, as they appear for the good of the commonwealth, or destructive to it. I have seen several of the very lowest clas of mankind standing round a cobbler's ftall to hear the learned sole mender debate upon every paragraph in a political"
0892300200_000003,"The yearly chronicle for M,DCC,LXI. Or, a collection of the most interesting and striking essays, letters, &c. which appeared in the St. James's chronicle for that year. To which is added, a diary of the most remarkable events. The Whole serving as A Complete Register of the Politics, News, Literature, &c. of that Period.","Baldwin, Henry",24,0,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,2,0,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,1762,1,1,"London : printed for T. Becket and R. Griffiths, in the Strand; L. Davis and C. Reymers, in Holborn; R. Davis, in Piccadilly; T. Davies, in Russel-Street; T. Lownds, in Fleet-Street; and C. Henderson, at the Royal-Exchange, M,DCC,LXII. [1762].",London,499,male,1734,1813,FALSE,"in order to make an attempt at wit , humour , or sense. I,. In the third place , I found an insurmountable difficulty to prevail on myself to insist, that this volume would be an universal Enchiridion, or ready guide to all persons of whatever age, rank, or condition,"
1417500106_000077,The Spectator. In eight volumes. Carefully corrected.,,41,0,0,0,0,0,1,2,0,1,2,0,0,1,1,0,2,0,0,0,1,0,0,0,1,0,8,5,0,1,1,2,0,1,0,0,5,0,0,0,0,0,0,2,3,0,1,1785,6,8,"Edinburgh : printed by D. Paterson, for W. Coke bookseller, Leith, M DCC LXXXV. [1785].",Edinburgh,304,unknown,,,FALSE,"tiiardrb bomirin m nobvirdtil abui a. fitinatl natute is fnd 6f ntiorlty. Zl iste is to hiufmour tha miy count~lpryiea which f ain Inre nfihined~ to wonbrder atthan there generi hr a embs. : thire are atbout half a dlozen ingeriiods men, toliv'e'ver plintblyu upbn this ariefrtyr obftheir I'dllow *teyt"
0063400700_000001,"The case of the coffee-men of London and Westminster. Or, an account of the impositions and abuses, put upon them and the whole Town, by the present set of news-writers. With The Scheme of The Coffee-Men, for setting up News-Papers of their own; And some Account of their Proceedings thereupon. By a coffee-man.",Coffee-man,52,0,0,0,0,0,3,1,1,0,2,0,0,1,3,0,0,1,2,0,2,0,0,0,2,0,5,4,3,6,1,0,0,4,1,0,0,0,0,0,0,0,0,1,5,0,4,1728,1,1,"London : printed by and for G. Smith, in Princess-Street, Spittlefields: and sold by J. Marshal at the Bible in Newgate-Street, [1728].",London,40,unknown,,,FALSE,"0.9 , ( T H E OF THE COFFEE men OI LONDON and WESTMINTER. O R, AN ACCOUNT O F T H E IMPOSITIONS and ABUSES, put upon Them and the whole TOWN , by the prierent Set of N E Wt S w R I Y E R S."
0888200101_000065,The spectator. ...,,32,1,1,0,0,0,0,3,0,0,2,0,0,2,1,0,3,1,1,1,0,0,1,0,2,0,0,4,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,1753,1,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,339,unknown,,,FALSE,"Lady, who sat as far on her Lefthand, and told her with a Whisper, that might be heard all over the Pit, We must not expeto see Balloon tonight. Not long after, calling out to a young Baronet by his Name, who sat three Seats before me, fly al.cd him"
0243500205_000028,"The works of Samuel Johnson, LL.D. Together with his life, and notes on his Lives of the poets, by Sir John Hawkins, Knt. In eleven volumes. ...",Samuel Johnson,33,1,2,3,0,0,0,2,2,2,4,0,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,1,0,2,1787,5,11,"London : printed for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 36 others in London], 1787.",London,453,male,1709,1784,TRUE,"properly be compared to the infernal regions, for the facility of its entrance, and the difficulty with which authors return from it; yet there is this difference, that a great genius can never return to his former state, by a happy draught of the waters of oblivion, I am I"
0148502600_000002,"A trip through London: containing observations on men and things. ... To which is added a brief and merry character of Ireland, by a Berkshire gentleman ...","Jones, Erasmus",37,0,2,0,0,0,0,2,5,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,1,0,2,5,2,1,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1728,1,1,"London : printed, and sold by J. Roberts, J. Shuckburgh, J. Pote; and S. Jackson, 1728.",London,63,male,,,FALSE,"the Use of their Limbs, and proceed to Business. A Commoner once being overturned in his Chariot in King's street, went immediately to the Hvuje, and in very lively Terms remonstrated against the Badness of the Ways, secting forth the pernicious Consequences that migit attend their not being speedily re"
0572400706_000040,"The new and complete Newgate calendar; or, villany displayed in all its branches. Containing new and authentic accounts of all the lives, adventures, exploits, trials, executions and last dying speeches, confessions, (as well as letters to their relatives never before published) of the most notorious malefactors and others of both sexes and all denominations, who have suffered death and other exemplary punishments for murders, burglaries, felonies, horse-stealing, bigamy, forgeries, highway robberies, footpad robberies, perjuries, piracies, rapes, riots, mobbing, sodomy, starving to death, sheep stealing, swindling, high-treason, petit-treason, sedition, and other misdemeanors. Interspersed with notes, reflections, and remarks, arising from the several subjects, moral, useful, and entertaining. Including the transactions of the most remarkable prisoners, tried for high treason at the Old Bailey, viz. Hardy, Horne Tooke, Thelwall, &c. Likewise the trials of Watt, Downe, Palmer, Fitzgerald, Margarott, &c. &c. at Edinburgh for High Treason, Sedition, Libels, &c. &c. Comprehending also, all the most material passages in the sessions papers for a long series of years; together with the ordinary of Newgate's Account of the capital convicts; and complete narratives of all the most remarkable trials Also a great variety of the most important lives and trials never before published in any former work of the kind. The whole containing the most faithful narratives ever yet published of the various executions, and other exemplary punishments, which have happened in England, Scotland, and Ireland, from the year 1700, to the end of the year 1795. Properly arranged from the records of court. By William Jackson, Esq. Of the Inner-Temple, barrister at law; assisted by others. ... Illustrated with upwards of sixty most elegant copper plates.","Jackson, William           1795",36,0,0,0,0,0,2,1,2,1,0,1,2,1,3,0,0,1,1,0,0,1,0,4,2,0,0,0,0,2,1,0,0,0,0,1,1,5,0,0,0,0,0,0,0,4,0,1795,6,6,"London : printed for the proprietors : published by Alex. Hogg, [1795].",London,382,unknown,,,FALSE,"appear favourable to the delendant, its full weight, while they viewed the evidence of the prufecution with great caut !n, Mr. John Buchanncn was, he said, in the cos see room of the London coffce hliufe, where; about fiven o'clock in the evening the defendant and Mr. l'igott cuame ir,"
1765400102_000041,"The Tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Joseph Addison,30,0,0,0,0,0,1,1,0,1,2,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1,2,1,3,1,1,0,1,0,0,2,0,1,0,0,0,1,3,1,0,0,1759,2,4,"London : printed for Jacob and Richard Tonson, 1759.",London,488,male,1672,1719,TRUE,"of the perfect agreement of their tempers, have  thought upon an expedient to prevent their  separation, and cannot think any so effeaual  (since it is common for love to destroy friend'  as to give up both their liberties to the  same person in marriage. The"
0201600101_000002,The spectator. ...,,32,2,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,5,1,0,3,1,0,4,1,0,2,2,0,0,1,0,0,1,0,0,2,1753,1,9,"London : printed for J. and R. Tonson and S. Draper, MDCCLIII. [1753].",London,347,unknown,,,FALSE,"would net make use of my Coral till they had taken away the Bells from it. A S for the rest of my Infancy, there being nothing in it remarkable, I hall pass it over in Silence. I find, that, during my Nonage, I had the Reputation of avery sullen"
0055800800_000001,"The nonpareil; or, the quintessence of wit and humour : being a choice selection of those pieces that were most admired in the ever-to-be-remember'd Midwife; or, old woman's magazine. Pieces which (as a celebrated Author observes) will stand the Test of all Ages, and live and be read 'till Time is no more. To which is added An index to mankind; or, Maxims selected from the Wits of all Nations. For the Benefit of the present Age and of Posterity. Interspersed with some Axioms in Life, and seasonable Reflections by the same Author. With A Preface by her good Friend the late Mr. Pope. Catopsicon, in his Discourse on the Genius of Nations, observes, that most of the celebrated Pieces published in Britain in the Year 1751, and 1752, were written by old Women, as a Proof of which he quotes this valuable Work.",Christopher Smart,37,0,5,0,0,0,2,1,0,0,0,0,1,2,1,1,0,0,0,2,0,0,0,0,3,0,0,0,0,2,2,1,0,2,2,0,1,0,3,0,0,0,0,0,1,3,2,1757,1,1,"London : printed for T. Carnan, in St. Paul's Church-Yard, M.DCC.LVII. [1757].",London,320,male,1722,1771,TRUE,"T H E THE NONP AREI L OR, THE QUINTESSENCE of WIT and HUMOUR : BEING A choice Selection of those Pieces that were most admired in the ever to be remembered MIDWIFE; or, Old WOMAN's MAGAZINE. Pieces which (as a celebrated Authorobferves) will sand the Test of all Ages,"
1765400101_000077,"The Tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Joseph Addison,27,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,1,2,1,3,0,0,0,1,2,1,1,0,0,0,0,2,1,0,1,1759,1,4,"London : printed for Jacob and Richard Tonson, 1759.",London,440,male,1672,1719,TRUE,"company , before my eye was diverted by ten thousand gimcracks round the room , and on the ceiling. When my firfit astonishment was over, comes to to me a Sage of a thin and meagre countenance i which afpet made me doubt, whether reading or fretting had made it"
0673800200_000199,"The works of John Fothergill, M.D. Member Of The Royal College Of Physicians, And Fellow Of The Royal Society, Of London; Fellow Of The Royal College Of Physicians In Edinburgh; And Corresponding Member Of The Royal Medical Society Of Paris, And Of The American Philosophical Society At Philadelphia. With some account of his life. By John Coakley Lettsom.",John Fothergill,33,0,0,3,0,0,4,2,2,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,2,1,0,0,0,1,0,2,0,1,0,0,0,2,0,0,0,1,1784,1,1,"London : printed for Charles Dilly, in the Poultry, M.DCC.LXXXIV. [1784].",London,771,male,1712,1780,FALSE,"the first who has particularly described it is Prosper Alpinus, in his History of the Egyptian Plants, published at Venice in 59i, whose description we have in Parkinson's Theatre of Plants, p. 622, chap. 79 as follows: Arbour Bos, cum fruf7ufuo buna, the Turk's berry drink . Alpinus, in his"
0255400206_000035,The world. By Adam Fitz-Adam. ...,Edward Moore,33,0,0,0,0,0,0,2,1,2,3,0,1,2,0,0,0,1,1,0,2,0,0,0,0,0,1,4,0,1,1,1,0,3,0,0,1,2,0,0,1,0,0,0,0,0,3,1755,6,6,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXVII. 1755- [1757].",London,331,male,1712,1757,FALSE,"only claiming their heads as my constant see, that by frequent diffetions and examinations into the several brains, I may at last discover and remedy the cause of so unnatural a propensity. And that nothing may be wanting to make my scheme complete, I propose agreeing with a coroner by"
1765400101_000001,"The Tatler; or, lucubrations of Isaac Bickerstaff, Esq; ...",Joseph Addison,37,0,3,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3,5,1,3,1,0,0,1,4,0,1,0,0,0,0,0,0,0,3,2,3,1759,1,4,"London : printed for Jacob and Richard Tonson, 1759.",London,440,male,1672,1719,TRUE,", .M, wdal · -- -- -= -- -- ha T II E A T LE Or, LUCUBRATIONS of ISAAC BICKERSTAFF, VOLUME the FIRST. Esq; LONDON : Printed for J A C o B and RICHARD MDCCLIX. ton so 0 T O Mr, MA TNWAR ING. SIR, T HE Rate"
0965400201_000015,The spectator. ...,,38,1,1,1,0,0,0,1,0,1,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,6,0,1,1,0,0,1,1,0,1,0,0,1,1,0,3,1,0,2,2,1766,1,8,"London : printed for A. and B. Tonson and T. Draper, MDCCLXVI. [1766].",London,373,unknown,,,FALSE,"of the club. X None shall be admitted into the club that is of the famne trade with any member of it. XI None of the club Ilall have his clothes, or shoes made or Inended, but by a brother member. XII No nonjuror.lhall be capable of being a member."
0059501200_000005,"A particular narrative of what has happened relative to a paper published in the 51st vol. of the Philosophical transactions, entitled, An account of a remarkable operation on a broken arm, &c. In which the Principal Facts are proved by Evidence. By Charles White, F. R. S. Member of the Corporation of Surgeons in London, And Surgeon to the Manchester Infirmary.",Charles White,44,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,1,1,0,0,0,0,1,3,0,0,5,0,2,1,0,0,6,5,0,5,1,0,5,0,0,0,1,1,0,0,1762,1,1,"London : printed for and sold by Mess. Hitch and Hawes, Booksellers in Pater-Noster-Row: and T. Anderton Bookseller and Printer, in, Manchester, MDCCLXII. [1762].",London,51,male,1728,1813,FALSE,"Pupil might have readily succeeded. I have frequently seen Mr. Burchall successfully perform much more difficult operations, and cannot therefore help attributing his hesitation in the midst of this, to his having no good opinion of the contrivance, and to his going about it therefore with a less degree of"
0386000502_000062,"Essays moral and literary. By Vicesimus Knox, M.A.",Vicesimus Knox,29,1,0,1,0,0,0,1,0,2,0,0,3,0,1,0,0,0,0,0,2,0,0,2,0,1,1,1,2,2,0,2,0,2,1,0,1,0,0,2,0,0,0,1,0,0,0,1784,2,2,"London : printed for Charles Dilly, 1784.",London,408,male,1752,1821,TRUE,"this Paper was published , Tragedy has become fashionable. I mean not to claim the merit of producing this change; but I cannot help feeling a fatisfafion in it, as it is certainly conducive to national reformation. No. CXXIV ON THE INFLUENCE OF POLITICS, AS A SUBJECT OF CONVERSATION )"
0201300204_000063,The world. By Adam Fitz-Adam. ...,Edward Moore,27,1,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,2,0,2,1,1,0,2,0,1,2,1,0,0,1,0,0,1,0,0,2,1761,4,4,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXI. [1761].",London,347,male,1712,1757,FALSE,"a very knowing bowy in all family concerns) to bestow upon me, as she waits at table , her whole etcck of intelligence; which if I had a mind to be personal , would contribute greatly to the entertainment of these papers . I ought not to conceal that I"
0568001200_000005,"A true state of the differences subsisting between the proprietors of Covent-Garden Theatre; in answer to a false, scandalous, and malicous manuscript libel, exhibited on Saturday, Jan. 23, and the two following Days; and to a printed narrative, signed by T. Harris and J. Rutherford. By George Colman.",George Colman the Younger,53,0,6,0,0,0,2,6,0,0,6,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,12,0,4,0,0,1,5,0,0,0,1,0,0,2,0,0,1,0,0,0,1768,1,1,"London : printed for T. Becket, in the Strand; R. Baldwin, in Paternoster-Row; and R. Davis, the Corner of Sackville-Street, Piccadilly, MDCCLXVIII. [1768].",London,67,male,1762,1794,TRUE,"have exposed a paper (endorsed"" "" narrative of tranfarions relative to Covent Garden theatre"") that was by accident left on Saturday morning on one of your tables . You are required immediately to eal it up, and send it by the bearer. Your humble servant, S -- ystr, May tmoninb"
0894700107_000039,"The select works of T. Smollet, M.D. Containing The adventures of Roderick Random, Peregrine Pickle, Launcelot Greaves, and Expedition of Humphry Clinker. In eight volumes. Revised, corrected, and altered by the author.",Tobias Smollett,35,0,0,0,0,0,1,1,2,0,0,1,5,1,0,1,4,1,1,0,0,0,0,0,2,1,0,0,3,0,2,0,1,3,0,1,0,0,0,0,2,0,1,0,0,1,0,1776,7,8,"Dublin : printed by the united company of booksellers, MDCCLXXVI. [1776].",Dublin,230,male,1721,1771,TRUE,"increase of this enormous mass; but they may be all relblved into the grand source of luxury and corruption About five and twenty years ago, very few, even of the most opulent citizens of London , kept any equipage, oreven any servants in livery. Their tables produced nothing but plain"
0507200202_000097,The spectator. ...,,36,0,0,1,0,0,2,1,1,2,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,1,1,1,3,5,2,0,0,1,0,0,0,1,0,0,0,0,1,2,4,0,1,1747,2,8,"London : printed for J. and R. Tonson and S. Draper, MDCCXLVII. [1747].",London,430,unknown,,,FALSE,"Tea and Coffee without Suair, and not receive from any Person whatsoever anything above mere Ncceffarics. As we in er.g!and are a sober People , and gene rai incined rathler to a certain Bafthulnefs of Bela viour viour in Public , it is amazing whence tome Fello come whom one"
1594501500_000087,"Magnæ Britanniæ Notitia: Or, The present state of Great Britain; with diverse remarks upon the ancient state thereof. By John Chamberlayne, Esq; the thirty-third edition of the south part, called England; and the twelfth of the north part, called Scotland. To which is added, a compleat list of the Queen's houshold; as also those of their Royal Highnesses the Prince and Princess of Wales, the Duke of Cumberland; their Highnesses the Princess Emelia, the Princess Carolina the Princess Mary, and Princess Louisa. In two parts. With His Majesty's royal privilege.",John Chamberlayne,27,0,0,3,1,1,1,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2,1737,1,1,"London : Printed for D. Midwinter, B. Motte and C. Bathurst, A. Ward, T. Wotton, S. Birt, H. Lintot, and J. and R. Tonson, 1737.",London,797,male,1666,1723,FALSE,"well composed. Their Their Ingenuity will not allow them to be excellent at the, Cheatr, but they are (ubie& in that Point rather to take than rvwe; and supposing others to be as open hearted as them. elves. are many times in Treaties over matched by them whom they over"
0896900400_000078,"A voyage to Arabia Folix Through the Eastern Ocean and the Streights of the Red-Sea, being the first made by the French in the years 1708, 1709 and 1710. Together with A Particular Account of a Journey from Mocha to Muab, or Mowahib, the Court of the King of Yaman, in their Second Expedition, in the Years 1711, 1712, and 1713. Also a narrative concerning the tree and fruit of coffee. Collected from the Observations of those who made the last Voyage; and an Historical Treatise of the Original and Progress of Coffee, both in Asia and Europe. Translated from the French. To which is added, an account of the captivity of Sir Henry Middleton at Mokha, by the Turks, in the year 1612; and his Journey from thence to Zenan, or Sanaa, the Capital of the Kingdom of Yaman, with some Additions, particularly relating to that Country and the Red-Sea.",Jean de la Roque,37,0,1,2,0,1,15,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,3,0,0,1732,1,1,"London : printed for E. Symon, over-against the Royal-Exchange, in Cornhill, 1732.",London,394,male,1661,1745,FALSE,"Coffee , who live in Societies , or who are not in a Condition to appear handsomely at the public Coffeehouses . And now' I talk of Men of Quality, let me observe, that it was through' their Encouragement ment that Coffeehouses first came in Fashion, and that we see"
0485400106_000011,"The spectator. ... The ninth edition: to which is added, a large preface to the Spectators and Guardians, never before published in any of the small editions.",,34,1,1,0,0,0,4,3,1,0,2,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,3,0,0,2,1,3,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,1728,6,8,"Dublin : printed by and for George Grierson, at the Two Bibles in Essex-Street, MDCCXXVIII. [1728].",Dublin,372,unknown,,,FALSE,"London and Westminster, and to ramble up and down a whole Day together, in order to make myself acquainted with the Opinions of my ingenious Countrymen. By this means I know the Faces of all the principal Politicians within the Bills of Mortality; and as every coffee houfehas some particular"
1298400100_000085,"The whole proceedings on the King's commission of the peace, Oyer and Terminer, and Gaol Delivery for the City of London; and also the gaol delivery for the county of Middlesex; held at Justice Hall in the Old Bailey, on Wednesday the 4th of December 1793, and the following days; being the first session in the mayoralty of The Right Hon. Paul Le Mesurier Esq. Lord Mayor of the City of London. Taken in short-hand by Manoah Sibly, Professor of Short-Hand, No. 35, Goswell-Street, And Published by Authority.",Great Britain. Sessions (City of London and County of Middlesex),28,2,0,0,0,0,0,2,4,1,0,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,1,3,0,1,0,0,0,2,0,2,1,1,0,0,0,0,0,1,0,0,0,1793,1,1,"London : printed and published by Henry Fenwick, No. 63, Snow Hill, 1793-94.",London,1334,unknown,,,FALSE,"see lome person interrupt me Yes, they drank. the King. 2 That did not interrupt me ?- It was done to that effet. .. Was nothing else done ?- I see Mr. Newman interrupt you. Q. Was this before or after I addrefted the company ?- It was before. 2:"
0586401302_000069,The lucubrations of Isaac Bickerstaff Esq; |...,Joseph Addison,31,0,1,1,0,0,0,2,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,1,0,1,0,0,3,0,0,0,4,1,1,2,0,1,1,1713,2,2,"London : printed: and to be deliver'd to subscribers, by Charles Lillie perfumer, at the Corner of Bean-Ford-Buildings in the Strand; and John Morphew near Stationers-Hall, MDCCXIII. [1713].",London,474,male,1672,1719,TRUE,"is nothing in Women so graceful and becoming as Mo deity: It adds Charms to their Sex. Without it Simplici: y and Innocence appear rude, Reading and good benfe masculine, Wit and Humour lafcivi us. This is so necessary a Qualification for ple.fing, that the loose Part of Womankind, whole"
0085801100_000011,"Roach's London pocket pilot, or stranger's guide through the metropolis by the directions of which all the advantages of this great city are positively secured and every avoidable inconvenience & misfortune as positively prevented. Intended as a companion to The fortnight' ramble &c. In which the nobleman, Gentleman, Herclumt. Iradcoman, & Mechanic, will find necessary advice & admonilion and by the perusal of which mankind in general will be benefilled.","Roach, John           1796           fl. 1796",40,0,0,0,0,0,2,5,1,0,2,1,1,0,0,0,1,0,7,0,1,0,0,0,3,0,0,0,1,4,1,0,1,4,0,0,0,2,0,0,1,0,0,0,1,0,1,1796,1,1,"London : printed by & for J. Roach Russell Court, [1796].",London,102,unknown,,,FALSE,"making gjod a harvest among the ignorant countrymen, with whom he had address enough to insinuate himlfelf. B. 2lik C 40 j Like the colonel, mentioned in our introductlioc, le was certainly much gifted by nature, and with all his intuitive qualities, possessed a degree of courage that often made,"
1206600101_000028,The rambler. In four volumes. ...,Samuel Johnson,32,1,1,3,0,0,0,2,2,2,4,0,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,1,1,0,2,1756,1,4,"London : printed for A. Millar, in the Strand; J. Hodges; J. and J. Rivington; R. Baldwin; and B. Collins, MDCCLVI. [1756].",London,292,male,1709,1784,TRUE,"is is this difference, that a great genius can never return to his former slate, by a happy draught of the waters of oblivion. I AM now, Mr. Rambler, known to be an author , and am condem, ed. irreversibly condemned, to all the mireries of high reputation. The first"
0063400700_000004,"The case of the coffee-men of London and Westminster. Or, an account of the impositions and abuses, put upon them and the whole Town, by the present set of news-writers. With The Scheme of The Coffee-Men, for setting up News-Papers of their own; And some Account of their Proceedings thereupon. By a coffee-man.",Coffee-man,41,0,0,1,0,0,4,1,0,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,4,8,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,1,4,0,0,1728,1,1,"London : printed by and for G. Smith, in Princess-Street, Spittlefields: and sold by J. Marshal at the Bible in Newgate-Street, [1728].",London,40,unknown,,,FALSE,People be pleaied to confider who they are that really serve the Purposes of the 4dvertfers.: Who they are that circulate an Advertisement and direct it toits proper Ends. Is anything due on this Account to the Genius or Dexterity of' the Proprietor of a Paper ? Or is it
0516200106_000077,The spectator. ...,,43,0,5,0,0,0,1,2,0,1,2,0,0,1,0,0,2,0,0,1,1,0,0,0,0,0,8,3,0,1,0,2,0,3,0,0,8,0,0,0,0,0,0,0,2,0,0,1750,6,8,"London : printed for J. and R. Tonson and S. Draper, [1750?].",London,329,unknown,,,FALSE,"flories; and then we deserve the punishment to which the writer of the libel is fuaject. I ihau here add the words of a modern author . St. Gregory, upon excommunicating thnfe writers who had diionoured Caflorius, dces not except thofie ho read their q or'ks; because, says he, if"
1424101302_000073,"Travels through Germany. Containing observations on customs, manners, religion, government, commerce, arts, and antiquities. With a particular account of the Courts of Mecklenburg. In a series of letters to a friend, By Thomas Nugent, LL.D Fellow of the Society of Antiquaries. In two volumes.",Thomas Nugent,38,0,1,1,0,0,2,0,5,3,2,0,3,1,3,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,3,0,0,3,0,0,0,2,0,1,1768,2,2,"Dublin : printed for H. Saunders, W. Sleater, D. Chamberlaine, J. Potts, and J. Williams, MDCCLXVIII. [1768].",Dublin,277,male,1700,1772,FALSE,"returned to Schwerin. I then paid : £ visit to baron Zulow, and chatted with him a good part of the evening . From thence we adjourned to court, and found the prince and princesses going to supper. The company were very merry; princers Ulrica talked now and then a"
1100700502_000052,"The weekly miscellany. Giving an account of the religion, morality, and learning of the present times. By Richard Hooker of the Temple, Esq;",William Webster,29,1,2,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,2,1,0,2,1,0,0,0,0,0,2,1,1,2,1738,2,2,"London : printed for the author; and sold by C. Jephson, Printer, next Door to the Vine Tavern, near Pye-Corner, in West-Smithfield, MDCCXXXVIII. [1738].",London,506,male,1689,1758,FALSE,"than paid you the Credit you have given me, by establishing the Reputation of your Paper ; and, unless you itop __ NQ 73- the Progress of your own Fame, by iupprefling my future Efiays, I shall soon put it out of the Power of all your disappointed Correspondents to"
1171300101_000015,"The spectator, in eight volumes. ...",,41,1,1,1,0,0,0,1,0,2,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,6,0,1,1,0,0,1,0,0,1,0,0,2,1,0,3,2,0,2,3,1791,1,8,"Glasgow : printed by David Niven; for W. Creech, Bell and Bradfute, J. Dickson, W. Laing, A. Guthrie, J. & J. Fairbairn, and T. Duncan, Booksellers, Edinburgh. Anno, 1791.",Glasgow,323,unknown,,,FALSE,"ancient Greek author ., C N Io. M ONDAY, March 12.. < - < ..>..... )* .r."" Non aliter quai qi'adveto vixjfiimniie Icmob Reni; giis Jfihigit: i brachia forts re; it, Atque ilum in prcrps prono rapit el;, veu1s ntnv!. VIRG. Georg.. 2 2 So the boat's brawny crew the"
0147303901_000028,The rambler. In four volumes. ...,Samuel Johnson,29,1,0,1,0,0,0,2,2,2,3,0,1,2,0,0,1,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,2,1767,1,4,"London : printed for A. Millar; W. Strahan; J. Rivington; J. Newbery; R. Baldwin; S. Crowder; and Co. T. Caslon; B. Law; M. Richardson; and B. Collins, MDCCLXVII. [1767].",London,291,male,1709,1784,TRUE,"to put to silence in the lame manner; and, on the fourth, those whom I had entertained the first day came again, having, in the perusal of the remaining part of the book , discovered so many forcible sentences and masterly touches, that it was impossible for me to bear"
