PassageID,Title,Author,Total termFreq,termFreq(amurath),termFreq(arm),termFreq(armi),termFreq(asia),termFreq(bajazet),termFreq(centuri),termFreq(citi),termFreq(conquer),termFreq(constantinopl),termFreq(countri),termFreq(court),termFreq(dominion),termFreq(eastern),termFreq(emperor),termFreq(empir),termFreq(europ),termFreq(famili),termFreq(govern),termFreq(grand),termFreq(holi),termFreq(imperi),termFreq(long),termFreq(mahomet),termFreq(majesti),termFreq(militari),termFreq(ottoman),termFreq(peac),termFreq(persia),termFreq(power),termFreq(princ),termFreq(provinc),termFreq(reign),termFreq(religion),termFreq(saracen),termFreq(second),termFreq(son),termFreq(sultan),termFreq(taken),termFreq(tartar),termFreq(tartari),termFreq(throne),termFreq(treati),termFreq(turk),termFreq(turkish),termFreq(valour),termFreq(vizier),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0034800106_000001,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; Volume the Seventh. A New Edition.",Edward Gibbon,47,4,0,0,0,5,0,0,0,4,0,1,0,0,4,3,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,2,0,0,3,2,1,0,0,1,2,1,2,1,0,0,4,1790,6,6,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,540,male,1737,1794,TRUE,"THE HISTORY H I S T O R Y OF THE DECLINE AND FALL OF THE ROMAN EMPIRE . By EDWARD GIBBON, Esq VOLUME THE TWELFTH. A NEW EDITION.,! L O NDO N: PRINTED FOR A. STRAHAN; AND T. CADELL, IN THE STRAND. M DCC XC TABLE OF CONTENTS OF"
0819900103_000271,"The lives of the fathers, martyrs, and other principal saints: compiled from original monuments, and other authentick records: Illustrated with the Remarks of judicious modern Criticks and Historians. ...",Alban Butler,63,0,0,3,6,0,0,3,1,1,2,0,1,0,3,1,0,1,0,0,2,0,1,1,0,0,1,0,3,1,7,0,1,1,5,0,4,6,0,0,1,0,0,4,2,0,0,1,1756,3,4,"London : [s.n.], Printed in the year M.DCC.LVI. [1756].",London,1097,male,1710,1773,FALSE,"age the Turks from Great Tartary were often intermixed in the armies of the Muslims in Asia , (o that the lii.lorianis of those tinies; call the same people sometimes Iurlks, and fonietilnes Saracens , till these latter were entirely subdued by the former: though properly these infidels are generally"
0145500101_000097,"An epitome of history; or, a concise view of the most important revolutions and events, which are recorded in the histories of the principal empires, Kingdoms, States, and Republics, now subsisting in the world: also their Forms of Government: Accompanied with short Accounts of the different Religions. In Two Volumes. By John Payne, ... . The Second Edition, revised and considerably enlarged.","Payne, John",84,0,3,2,0,0,0,4,1,1,1,1,1,0,9,8,3,1,2,3,1,2,0,0,0,0,3,7,0,4,1,0,1,0,0,1,0,1,0,0,0,0,1,5,9,1,0,7,1795,1,2,"London : printed for J. Johnson, St. Paul's Church Yard; and Berry, Rogers, and Berry, Hanover Square, New York, [1795].",London,436,unknown,,,FALSE,"to near 30 sail. The Russians had only ten ships of the line, and five frigates. The Turkish fleet being thus ahnihilated, it might have been expected that the Russian admiral would have Shaken the Ottoman empire to its very foundations that he would have put it to the proof"
1124400101_000211,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America; ... The whole embellished ... with copper plates. By Charles Theodore Middleton, Esq. assisted by several gentleme ...","Middleton, Charles Theodore",61,6,0,7,1,5,0,3,2,1,4,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0,2,0,1,0,7,0,2,0,0,1,0,1,1,0,0,0,0,8,2,0,0,1,1778,1,2,"London : printed for J. Cooke, 1778-1779.",London,637,unknown,,,FALSE,"Amnurath, however, survived this viaory but a short time; for a Chrifian soldier pretending to beg his life of him, took an opportunity of tfabbing him with a dagger which he had concealed under his clothes, of which wound the sultan immediately died, in the year 1373 Amurath was succeeded"
0097400302_000091,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,65,1,0,0,0,0,2,0,3,2,1,0,0,0,3,8,1,1,6,0,0,0,2,0,0,0,4,0,3,8,4,3,1,1,0,0,0,2,0,0,1,1,0,4,3,0,0,0,1780,2,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,400,male,1694,1778,TRUE,"their own territories than the emperors of Persia Persia and India. And yet it would be very erroneous to imagine, that the territories of those princes are by their constitution subject to a despotic government . All the histories of modern nations, except perhaps those of England and Germany, lead"
0593400101_000122,"A new history of the East-Indies, ancient and modern. In two volumes ...","Guyon, M. l'abbé (Claude-Marie)",61,0,3,3,2,0,1,1,1,1,3,0,2,0,1,2,0,0,0,0,0,0,0,7,0,0,0,0,6,1,2,2,0,4,2,0,1,6,0,1,0,1,0,4,0,2,0,2,1757,1,2,"London : printed for R. and J. Dodsley, 1757.",London,484,unknown,,,FALSE,"consult the fifth volume of Bernard Picard, who has handled tha: fubiect with a good deal of erudition. damental damental principle which Mahomet had given his new disciples, to defend his tenets against all gainsayers by force of arms , promising the honour of martyrdom to all who (hold die"
0116900200_000110,"The new universal traveller. Containing a full and distinct account of all the empires, Kingdoms, and states, in the known world. Delineating, not only their situation, climate, soil, and Produce, whether Animal, Vegetable, or Mineral, but comprising also an interesting detail of the manners, Customs, Constitutions, Religions, Learning, Arts, Manufactures, Commerce, and military force, Of All The Countries that have been visited by Travellers or Navigators, From the Beginning of the World to the Present Time. Accompanied With A Description of all the celebrated Antiquities, and an accurate History of Every Nation, from the Earliest Periods. The Whole being intended to convey a clear Idea of the Present State of Europe, Asia, Africa, and America, in every Particular that can either add to useful Knowledge, or prove interesting to Curiosity. B J. Carver, Esq. Author of Travels through Interior Parts of North America.",Jonathan Carver,52,0,0,1,1,0,1,1,0,1,1,0,2,2,1,3,2,0,0,0,1,0,0,2,0,1,0,0,5,2,0,4,2,1,7,0,1,2,2,2,0,2,0,1,0,0,0,1,1779,1,1,"London : printed for G. Robinson, in Paternoster-Row, MDCCLXXIX. [1779].",London,731,male,1710,1780,FALSE,"Ayeflal, he again had recouife to a revelation in defence of' his conlilut. Such were the trianfaotions, both public and private, of this cxtraor. li'ary personage; a m; an in whose character an austere hypocrisy was joined to a licentious indulgence in pleasure; who. appears to have obtained credit from"
0683900901_000057,"The history of the reign of the Emperor Charles V. With a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century. By William Robertson, D. D. Late Principal of the University of Edinburgh, and Historiographer to his Majesty for Scotland. In Four Volumes. Vol. I.",William Robertson,56,0,0,0,1,0,2,1,1,1,3,1,1,1,2,5,2,1,6,0,0,1,1,0,0,0,2,0,0,7,3,1,2,0,0,0,0,3,0,0,1,1,0,1,4,0,0,1,1800,1,4,"Glasgow : printed by and for Chapman and Lang, 1800.",Glasgow,318,male,1721,1793,TRUE,"that their real power bore no proportion to this high prerogative. A well compa&ed and vigorous confederacy could not be formed of such dissimilar itates. The weaker were jealous, timid, and unable either to assert or to defend their just privileges. The more powerful were apt to assume and to"
0109600902_000119,"Mr. Gibbon's History of the decline and fall of the Roman Empire, Abridged. In Two Volumes. ...",Edward Gibbon,56,2,1,2,1,0,0,0,0,0,1,0,1,0,0,2,1,2,1,0,0,0,1,2,0,0,3,0,0,2,5,0,3,2,0,3,4,3,0,0,0,2,1,4,3,2,0,2,1790,2,2,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,571,male,1737,1794,TRUE,"of the Hungarian king was pierced by. the javelin of the Turkish sultan ; 4 the fallen prince was intfantly transfixed by the spears of the infantry; and as a Turkish soldier proclaimed, "" Hungarians, behold the head of "" your king !"" his troops saw, trembled, and fled. Huniades"
1618000101_000277,"A new and authentic system of universal geography, antient and modern: All the late important discoveries made by the English, and other celebrated navigator of various nations, in the different hemispheres, from the celebrated Columbus, the first discoverer of America, to the death of our no less celebrated contryman Captain Cook, &c. and containing a genuine history and description whole world, as consisting of empires, kingdoms, states, republics, provinces, continents, Islands, oceans, &c. with the various countries, cities, towns, promotories, capes, bays, peninsulas, isthmusses, gulphs, rivers, harbours, lakes, mountains, volcanos, deserts, &c. Europe Asia, Africa, and America: together with their respective situations, extent, latitude, longitude, boundaries, climate, soil, natural and artificial curiosities, mines, metals, minerals, trees, shrubs, fruits, flowers, herbs, and vegetable productions. With an account of the religion, laws, customs, manners, genius, habits amusements, and ceremonies of the respective inhabitants: their arts, sciences, manufactures, trade, commerce, military and civil governments, &c. also exact descriptions of the various kinds of beasts, birds, fishes, amphibious creatures, reptiles, infects, &c. together with a complete history of every empire, kingdom, and state. Also an account of the most remarkable battles, sieges, sea-fights, and various revolutions that have taken place in different parts of the world. The whole forming an authentic and entertaining account every thing worthy of notice throughout the whole face of nature, both by land and water. In which is introduced, to illustrate the work, a considerable number of the most accurate whole sheet maps, forming a complete atlas. To which is added a complete guide to geography, astronomy the use of the globes, maps, &c. with an account of the rise, progress, and present state, of navigation, throughout the known world. Likewise containing every important, interesting, and valuable discovery throughout the whole of Captain Cook's voyages round the world. Together with those of the modern circumnavigators, particularly byron, carteret, wallis, clerke, gore, King, forrest, and Wilson. Also containing a particular account of the Pelew Islands. And the latest accounts of the English colony of botany bay: with a particular description of Port Jackson, Norfolk Island, &c. where the convicts are now settled. The whole forming a complete collection of voyages and travels. By the Rev. Thomas Bankes, vicar of dixton, in monmouthshire and author of the christian's family Bible. Edward Warren Blake, Esq. Alexander Cook, Esq. and Thomas Lloyd. Embellished with near two hundred beautiful engravings, consisting, of views, antiquities, customs, ceremonies, &c. together with whole sheet maps, plans, charts, &c. executed in a much superior stile than any work of the like kind that has ever appeared in this kingdom.","Bankes, Thomas           1744",73,0,0,6,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,4,0,0,0,2,0,0,3,4,2,1,7,0,5,0,0,0,0,1,1,1,0,3,3,13,5,0,2,4,1788,1,2,"London : Printed for C. Cooke, No. 17, Pater-Noster-Row, and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Shefield, Shrewsbury, Worcester, Winchester, York: and by all other booksellers in England, Scotland, and Ireland., [1788].",London,623,unknown,,,FALSE,"the last emperor , was advanced to the throne in 1687 In the beginning of this reignthe duke of Bavaria took Belgrade; prince Lewis, of Baden, obtained a victory over the Turks at Bosnia; and the Venetians extended their frontiers in Greece and Dalmatia. This run of ill luck induced"
1372600300_000020,"An Introduction to history antient and modern. Wherein the rise and fall of states and empires, from the earliest account to the present times are pointed out; as also, the principal revolutions and alterations of government, designed for the instruction of the young gentlemen of the academy at heath, near Wakefield, Yorkshire. To which is added, an account of that academy.",,64,0,0,2,0,4,0,1,2,0,1,1,2,2,4,10,0,4,3,1,0,1,0,0,1,0,2,1,1,2,4,4,1,1,0,0,2,1,0,1,0,1,0,2,0,0,0,2,1749,1,1,"London : Printed for J. and J. Rivington, in St. Paul's Church-yard, MDCCXLIX. [1749]",London,221,unknown,,,FALSE,"Empire , it fell to the Share of the Southeast lencidian Kings of Syria; then it became a Rmantr Province ,; and, upon the Fall of the Gresek Empire , became subject to the Irurks, who are now in pofet~lion of it. Pr,,, 4 anits~omus made some Struggle ages, to"
0547500107_000010,"A summary of universal history from the creation to the present time. In letters from a father to his son. By Francis Dobbs, Esq. Member for the Borough of Charlemont, in Ireland. ...",Francis Dobbs,51,4,0,1,1,1,1,2,0,2,3,1,1,1,2,4,0,2,2,0,1,0,0,0,0,0,0,0,0,2,4,1,0,0,1,0,4,4,0,3,0,0,0,2,0,1,0,0,1800,7,9,"London : printed for the author [by S. Gosnell], and sold by S. Sael and Co. No. 192, Strand, 1800.",London,256,male,1750,1811,FALSE,"prisoner, and Sigismund escaping with difficulty. Bajazet now made an agreement with John the nephew of Manuel, who was the son of Andronicus, and the elder branch of the royal family , his father being dead. The terms were, that he hold surrender Constantinople and be contented with Peloponnefus. This"
0822401100_000048,"A compendious geographical and historical grammar: exhibiting a brief survey of the terraqueous globe; And Shewing, The Situation, Extent, Boundaries, and Divisions of the various Countries; their Chief Towns, Mountains, Rivers, Climates, and Productions; their Governments, Revenues, Commerce, and their Sea and Land Forces; Likewise, The Religion, Language, Literature, Customs, and Manners of the respective Inhabitants of the different Nations: And Also, A Concise View Of At The Political History Of The Several Empires, Kingdoms, And States. Embellished with maps.","Mair, John",60,1,0,0,0,0,0,0,1,3,0,0,2,0,2,4,0,0,1,1,1,0,0,0,0,0,2,0,2,2,4,2,3,1,3,1,6,7,2,1,0,1,0,3,0,0,0,4,1795,1,1,"London : printed for W. Peacock NO. 18, Salisbury Square, 1795.",London,447,male,1702,1769,FALSE,"but little from that of the Turks . It is observed, however, that the Moors and Arabians, who at present make up the bulk of the people, are here much more superstitious and zealous in points of religion , than the Mohammedans in Turkey. The former have their Santos, or"
0086700108_000024,"Beauties of nature and art displayed, in a tour through the world; ... Illustrated and embellished with copper plates.",,83,0,0,4,2,2,0,7,0,5,1,0,2,1,9,5,1,1,1,0,0,0,0,11,0,0,0,0,0,3,6,3,2,0,0,0,6,1,2,0,0,2,0,5,1,0,0,0,1774,8,13,"London : printed for G. Robinson, in Pater-Noster-row,  1774-75.",London,231,unknown,,,FALSE,"tome little mahometan princes in Asia , made preparations for the siege of Constantinople ; upon which the Greek emperor , conrfantine, solicited the aid of all Christian princes , to defend his capital against the Turks , which was however taken by form the zo'h of May, 1453; Constantine"
0818000203_000031,"The works of M. de Voltaire. Translated from the French. With notes, historical, critical, and explanatory. By T. Francklin, D.D. Chaplain to his majesty, and late Greek Professor in the University of Cambridge. T. Smollett, M.D. and others.",Voltaire,50,0,1,0,1,0,2,0,2,1,1,0,0,0,3,1,6,0,2,0,0,0,1,2,0,2,2,1,1,2,2,2,1,2,0,0,1,2,0,2,0,0,0,5,2,0,0,0,1778,3,35,"London : printed for S. Crowder, T. Longman, J. Wilkie, Carnan and Newbery, G. Robinson, R. Baldwin, J. Johnson, F. Newbery, W. Goldsmith, T. Evans, and W. Fox, MDCCLXXVIII. [1761-1781].",London,314,male,1694,1778,TRUE,"his prcdeceitbrs."" Since that cime the Ottoman emperors have always made one patrial ch, who is called the oecumcnicalpatriarch, and the pope another, who is ca'icd the Latin patriarch. Each of these patriarchs is taxed by the divan in a certain sum, which he pays as a xaifom orbis flock."
1153200501_000058,"The history of the reign of the Emperor Charles V. With a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century. In two volumes. By William Robertson, D. D. Principal of the University of Edinburch, and Historiographer to His Majesty for Scotland. ...",William Robertson,52,0,0,1,1,0,1,1,1,1,3,1,1,1,1,4,1,1,7,0,0,1,1,0,0,0,2,0,0,5,4,1,1,2,0,0,0,3,0,0,1,1,0,1,2,0,0,1,1762,1,2,"Dublin : printed for W. Smith, A. Leathley, G. Faulkner, S. Powell, P. Wilson , J. Exshaw, H. Saunders, W. Whitestone, W. Sleater, L. Flin, E. Lynch, D. Chamberlaine, J. Potts, D. Hay, J. Hoey, jun. J. Williams, J. Mitchell, W. Colles, J. Milliken, C. Ingham, and J. Porter, Booksellers, MDCCIXII. [1762-71].",Dublin,527,male,1721,1793,TRUE,"eafv to account for the want of bedm ink concord and uniformity, conspicuous in its councils and p.hfe of proceeding. That flow, dilatory, difiruflful and irrc at""ing with vigw)ur. [SS] NOTE XLI K 4 solute sect.iii. solute spirit, which characterises all its deliberation, _yv will appear natural in a body,"
0344700200_000007,"The present state of the Ottoman empire. Containing A More Accurate And Interesting Account Of The Religion, Government, Military Establishment. Manners, Customs, And Amusements, Of The Turks Than Any Yet Extant, Including A Particular Description Of The Court And Seraglio Of The Grand Signor. And Interspersed With Many Singular And Entertaining Anecdotes. Translated from the French manuscript of Elias Habesci, Many Years Resident At Constantinople, In The Service Of The Grand Signor.","Habesci, Elias",63,0,0,3,0,0,2,0,0,0,0,0,0,0,3,8,0,1,4,0,2,0,0,3,0,1,5,0,1,4,1,1,1,2,5,0,2,0,1,0,1,1,0,6,3,1,0,1,1784,1,1,"London : printed for R. Baldwin, NO. 47, Pater-Noster Row, MDCCLXXXIV. [1784].",London,469,unknown,,,FALSE,"limi te sense signified no more than high prieft, but in his person it comprehended the idea of King, Priest, and Prophet; and as none of his successors could support a claim to these three characters, an attempt was made after his death to separate the offices, and to dispose"
0091300201_000221,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,57,8,3,1,2,1,0,0,0,1,0,1,0,0,4,1,1,0,1,1,0,0,1,3,0,1,1,1,0,0,3,1,3,2,0,0,4,8,1,0,0,0,0,2,0,0,0,1,1799,1,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,569,male,1747,1822,FALSE,"on the day appointed, so that the assassin, by mistake, killed the friend whom Amru had sent in his stead. Amru died in his government of Egypt, in the caliphate of Moawiyah, A. D. 663, Hegir. 43, greatly esteemed by all his countrymen. His early offence in satirising Mahomet gave"
0515400202_000046,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected. ...",William Russell,59,0,1,2,1,6,0,1,0,3,1,1,3,0,3,2,1,1,0,0,0,2,1,0,0,0,1,1,1,0,7,0,1,1,0,0,4,3,2,2,0,0,0,5,0,0,0,2,1789,2,5,"London : printed for G. G. J. and J. Robinson, Paternoster-Row; and A. Hamilton, jun. Falcon-Court, Fleet-Street, 1789.",London,591,male,1741,1793,FALSE,"IX order to create a body of devoted troeps, thst might fervc a; the immediate guards of his person and dignity, the sultan commanded his officers to seize annually, as the imperial property, the third part -. P; chymer.. DU.I; A 3 Ibid. Of of the young males, taken in"
0497600102_000046,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern Kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son.",William Russell,53,3,0,1,0,3,1,2,0,4,0,0,0,0,3,6,0,0,0,0,0,3,1,0,0,2,1,3,0,1,1,0,1,1,0,1,4,0,1,1,0,0,2,3,1,1,0,2,1794,2,5,"London : printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,497,male,1741,1793,FALSE,"money, he was bought off by the famous treaty of Eftaplu, the particulars of which I fiali afterwards have occasion to mention. Maximilian now alone remained of all thole hostile powers ; and he was content to conclude a peace , on obtaining rcfiitution ofartois, Franche Comte, and Carolois, which"
0186100103_000024,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,54,4,0,5,1,0,0,0,0,1,1,0,0,0,7,2,0,1,1,6,0,0,0,1,0,0,2,0,1,3,2,0,2,0,0,1,1,1,1,1,0,2,1,0,0,1,5,0,1787,3,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,400,male,1730,1791,FALSE,"the new Ao captain bashaw All (for they had deposed Gumir) with the fleet to besiege Afoph. As to himself, he remained at Constantinople . One of the first ats of rigour which the vizier exrcutroa of Gumir. made use of, was against Gurnir the Persian, who f had been"
0116800301_000199,"A new and complete system of geography. Containing a full, accurate, authentic and interesting account and description of Europe, Asia, Africa, and America ; as Consisting Of Continents Islands Oceans Seas Rivers Lakes Promontories Capes Bays Peninsulas Isthmusses Gulphs, &c. And Divided Into Empires, Kingdoms, States, and Republics. Together With Their Limits, Boundaries, Climate, Soil, Natural and Artificial Curiosities and Productions, Religion, Laws, Government, Revenues, Forces, Antiquities, &c. Also the Provinces, Cities, Towns, Villages, Forts, Castles, Harbours, Sea-Ports, Aqueducts, Mountains, Mines, Minerals, Fossils, Roads, Public and Private Edifices, Universities, &c. contained in each: And all that is interesting relative to the Customs, Manners, Genius, Tempers, Habits, Amusements, Ceremonies, Commerce, Arts, Sciences, Manufactures, and Language of the Inhabitants. With an accurate and lively Description of the various Kinds of Birds, Beasts, Reptiles, Fishes, amphibious Creatures, Insects, &c. Including The Essence of the most remarkable Voyages and Travels that have been performed by the Navigators and Travellers of different Countries, particularly the late Discoveries in the South Seas, and the Voyages towards the North Pole, with every Curiosity that hath hitherto appeared in any Language respecting the different Parts of the Universe. Likewise Many curious and interesting Circumstances concerning various Places, communicated by several Gentlemen to the Authors of this Work. Also A Concise History of every Empire, Kingdom, State, &c. with the various Revolutions they have undergone. To which will be added, A New and Easy Guide to Geography, the Use of the Globes, &c. with an Account of the Rise and Progress of Navigation, its Improvements and Utility to Mankind. The whole embellished and enriched with upwards of One Hundred most elegant and superb Copper Plates, engraved in such a Manner as to do infinite Honour to the respective Artists by whom they are executed. These Embellishments consist of Views, Maps, Land and Water Perspectives; Birds, Beasts, Fishes, &c. as also the various Dresses of the Inhabitants of different Countries, with their strange Ceremonies, Customs, Amusements, &c. &c. By Charles Theodore Middleton, Esq. assisted by several gentlemen eminent for their Knowledge in the Science of Geography.","Middleton, Charles Theodore",61,3,0,5,1,1,0,2,0,1,1,0,1,0,3,0,4,1,1,0,1,0,0,0,0,0,3,0,3,0,5,0,2,0,0,0,3,9,2,3,0,0,0,5,0,0,0,1,1777,1,2,"London : printed for J. Cooke, at Shakespear's-Head, No. 17, in Pater-Noster-Row, MDCCLXXVII. [1777].",London,603,unknown,,,FALSE,"prisoners, upon the delivering up Damietta, and paying such an immense sum of money as almost drained France of its treasures. About this time an amniy of Tartars , under the con duet of Haalon, came down like a torrent from the northward, and took Baghdad, Aleppo, Damascus, and Iconium."
0186100103_000002,"The history of the Turkish, or Ottoman Empire, from its foundation in 1300, to the Peace of Belgrade in 1740. To Which IS Prefixed AN Historical Discourse ON Mahomet And His Successors. Translated from the French of Mignot, by A. Hawkins, ...",Vincent Mignot,45,3,1,2,1,0,0,0,0,2,1,0,0,0,2,2,1,0,0,2,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,1,2,1,2,5,1,2,0,4,1,0,2,1,1787,3,4,"Exeter : printed and sold by R. Thorn. Sold also by J. Stockdale, Piccadilly, and Messrs. Scatcherd and Whitaker, Ave-Maria-Lane, London, MDCCLXXXVII. [1787].",Exeter,400,male,1730,1791,FALSE,"Mahud, the eldest son of the last khan, to succeed to the throne of his father. The Tartars had always adhered to this nomination; but this time, these warlike people would fain take advantage vantage of the supposed weakness of the empire , J.C.64.; to shake off the yoke. They"
0361101000_000020,"The principles of the Christian religion compared with those of all the other religions, and systems of philosophy, Which Have Hitherto Appeared In The World: Wherein The Excellency, And Superiority, Of The Former Are clearly proved; Not Only For conducting Mankind, as rational Creatures, through this transitory Life; But For preparing them to enter into a Place of Happiness and Bliss, in that immortal State which must necessarily follow. By J. Stephens, Esq.","Stephens, J., Esq",71,0,0,0,1,0,0,0,3,0,1,1,2,1,2,11,0,0,5,0,1,0,1,4,0,0,2,0,1,7,4,2,3,5,0,1,1,4,0,0,0,0,0,5,1,1,0,1,1777,1,1,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXVII. [1777].",London,355,unknown,,,FALSE,"professed to reform their manners, as wellas their principles; and taught, that Holy alone, of all Mahomet's followers, ought to be owned and believed as his TRUE Successor; which has made the Persians ever since regard the Turks as heretics, as the Turks do them. This artful enthusiast gained so"
1264700300_000300,"A new, royal, and complete system of universal geography, antient and modern; Including All the late important Discoveries made by the English, and other celebrated Navigators of various Nations, in the different Hemispheres, From The Celebrated Columbus, the First Discoverer of America, to the Death of our no less celebrated Countryman Captain Cook, &c. And containing a genuine history and description of the whole world, AS Consisting Of Empires, Kingdoms, States, Republics, Provinces, Continents, Islands, Oceans, &c. With The Various Countries, Cities, Towns, Promontories, Capes, Bays, Peninsulas, Isthmusses, Gulphs, Rivers, Harbours, Lakes, Mountains, Volcanos, Deserts, &c. Throughout Europe, Asia, Africa, And America: Together With Their respective Situations, Extent, Latitude, Longitude, Boundaries, Climates, Soil, natural and artificial Curiosities, Mines, Metals, Minerals, Trees, Shrubs, Fruits, Flowers, Herbs and vegetable Productions. With an Account of the Religion, Laws, Customs, Manners, Genius, Habits, Amusements, and Ceremonies of the respective Inhabitants: Their Arts, Sciences, Manufactures, Trade, Commerce, Military and Civil Governments, &c. Also exact Descriptions of The various Kinds of Beasts, Birds, Fishes, amphibious Creatures, Reptiles, Insects, &c: Together With A Complete History of every Empire, Kingdom, and State. Also An Account of the most remarkable Battles, Sieges, Sea-Fights, and various. Revolutions that have taken Place in different Parts of the World. The Whole Forming AN Authentic And Entertaining Account Of Every Thing Worthy Of Notice Throughout The Whole Face Of Nature, Both by Land And Water. To which is added, A complete Guide to Geography, Astronomy, the Use of the Globes, Maps, &c. With AN Account Of the Rise, Progress, and present State of Navigation throughout the Known World. Likewise containing every important, interesting, and valuable Discovery throughout the Whole of Captain Cook's Voyages Round the World. Together with those of other Modern Circumnavigators, particularly Byron, Carteret, Wallis, Clerke, Gore, King, Forrest, and Willson. Also containing a particular Account of the Pelew Islands, &c. By the Rev. Thomas Bankes, Vicar of Dixton, in Monmouthshire, And Author of the Christian's Family Bible. Edward Warren Blake, Esq. Alexander Cook, Esq. and Thomas Lloyd. Embellished with near tw hundred beautiful engravings, consisting of Views, Antiquities, Birds, Fishes, Reptiles, Customs, Ceremonies, besides Whole Sheet Maps, Plans, Charts, &c. executed in a much superior Stile than any Thing that has ever appeared in this Kingdom.","Bankes, Thomas",59,8,0,5,1,5,0,1,2,1,2,0,2,0,2,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,8,0,2,0,0,1,4,2,0,0,0,0,0,5,2,0,0,0,1790,1,1,"London : printed for C. Cooke , NO. 17, Pater-Noster-Row ; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Ipswich, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Oxford, Salisbury, Worcester, York; and by all other booksellers in England, Scotland, and Ireland, [1790?].",London,1192,unknown,,,FALSE,"and the Christians; but suppressing these, lie tranfporced his army into Europe , where he took many places from the Gree e e cia ASIA .] Eianemiperor,  particularly Adrianople, · whichi he subdued in 1362, and made the capital o of all his Asiatic aid E: uropean dominions ."
