PassageID,Title,Author,Total termFreq,termFreq(appli),termFreq(art),termFreq(children),termFreq(cloth),termFreq(consumpt),termFreq(contriv),termFreq(cotton),termFreq(engin),termFreq(fabric),termFreq(hand),termFreq(improv),termFreq(invent),termFreq(iron),termFreq(labour),termFreq(machin),termFreq(machineri),termFreq(manner),termFreq(manufactur),termFreq(mechan),termFreq(method),termFreq(mill),termFreq(number),termFreq(oper),termFreq(patent),termFreq(peopl),termFreq(power),termFreq(present),termFreq(price),termFreq(proport),termFreq(quantiti),termFreq(raw),termFreq(silk),termFreq(skill),termFreq(steam),termFreq(us),termFreq(valu),termFreq(water),termFreq(wheel),termFreq(women),termFreq(wool),termFreq(woollen),termFreq(work),termFreq(workmen),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1594500600_000002,"Reasons for encouraging the linnen manufacture of Scotland, and other parts of Great-Britain. Humbly submitted to Parliament. By the Author of the interest of Scotland consider'd, &c.",Patrick Lindsay,63,0,0,1,1,3,0,4,0,0,2,5,0,0,7,0,0,1,3,0,0,0,1,0,0,6,1,1,3,1,1,0,4,1,0,4,3,0,0,1,1,5,1,2,1735,1,1,"London : Printed for J. Peele, at Locke's Head in Amen-Corner, Pater-Noster-Row, M.DCC.XXXV. [1735].",London,66,male,1686,1753,FALSE,"to as great a Value as those we buy from them, ournational Wealth, and ofcoiifequence our People , must daily diminnih. Provisions are too bulky, and their Price at foreign Markets too precarious and uncertain to be relied on as an Article in foreign Trade; nevertheless the pra&icalknowledge of Agriculture"
0606900500_000038,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",70,0,0,4,0,1,0,8,0,4,1,0,0,0,1,2,2,0,9,0,0,1,4,0,0,4,0,0,4,0,1,1,9,0,0,1,0,0,0,4,1,0,8,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,411,male,1735,1821,FALSE,"273 4 Ditto, undyed 63, 496 1j3 There appears from the cuflom.houfe books to have been no exportation of silks , or mixtures of silks , till the year i781. An account of silk , and mixtures of silk and worsted, exported from Ireland for three years: 1781 lbs. oz."
0603700201_000031,"Observations made in a journey through the western counties of Scotland, in the autumn of M.DCC.XCII. Relating to the scenery, antiquities, customs, ... and literature of these parts. By Robert Heron. In two volumes.",Robert Heron,68,1,2,0,1,0,0,13,0,2,1,3,2,0,7,0,4,1,13,2,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,7,0,0,0,0,0,0,2,2,1799,1,2,"Perth : printed for W. Morison, Perth, and Stewart & Meikle, and John Murdoch, Glasgow, 1799.",Perth,418,male,1764,1807,FALSE,"of manufacture , and the use of machinery instead of hands , -- is this, -- that the manufacturing merchants who employ them, can now afford to pay them higher wages, although the necessaries of life rise not in price , in proportion to the augmentation of their wages. When"
1022500402_000011,A view of the present state of Derbyshire; with an account of its most remarkable antiquities; Illustrated by an Accurate Map and Plates. In two volumes. ... . By James Pilkington.,"Pilkington, James",54,0,0,0,4,0,0,4,0,0,4,0,1,4,0,3,0,1,5,0,0,0,5,0,1,3,0,1,0,0,5,0,2,0,0,4,0,0,1,0,3,1,1,1,1789,2,2,"Derby : printed and sold by J. Drewry; sold also by J. Johnson, No. 72, St. Paul's Church-Yard: and J. Deighton, Holborn, London, M,DCC,LXXXIX. [1789].",Derby,471,unknown,,,FALSE,"since the expiration of the patent , which he obtained for the exclusive use of his invention . The number of machines , which are now worked in this county, is 16, and the hands employed by them may be computed at 3000, A considerable quantity of cotton is likewise"
0529500104_000408,"An historical and chronological deduction of the origin of commerce, from the earliest accounts. Containing an history of the great commercial interests of the British Empire. To which is prefixed, an introduction, exhibiting a view of the ancient and modern state of Europe; of the importance of our colonies; and of the commerce, shipping, manufactures, fisheries, &c. of Great-Britain and Ireland; and their influence on the landed interest. With an appendix, containing the modern politico-commercial geography of the several countries of Europe. Carefully revised, corrected, and continued to the present time. In four volumes. ...",Adam Anderson,59,0,0,2,0,0,0,12,1,0,3,2,0,0,1,1,2,0,2,1,0,5,0,0,0,0,4,0,1,0,5,3,0,0,0,0,3,4,0,2,3,0,2,0,1787,4,4,"London : printed at the Logographic Press, by J. Walter, Printing-House Square, Blackfriars, and sold by J. Robson, T. Payne and sons, B. White and Son, L. Davis, B. Law, R. Baldwin, T. Becket, P. Elmsly, W. Otridge, J. Johnson, C. Dilly, W. Richardson, W. Flexney, W. Goldsmith, J. Bew, T. Evans, G. and T. Wilkie, T. Whieldon, W. Lowndes, J. Debrett, Scatchard and Whitaker: also by L. White, Dublin, Elliot and Gordon, Edinburgh; and Dunlop and Wilson, Glasgow, MDCCLXXXVII. [1787-1789].",London,776,male,1692,1765,FALSE,"Manchefcer cottons , velverets and muslins, millinery, fadlery, fationary, upholrfery, household furnitur, turnery, tin ware, musical and mathematical instruments; the value of which goods being estimated at about 24, 1 As it may with propriety be objected to. the foregoing statement, that although goods to the .above amount have been"
0593100301_000025,"Observations made in a journey through the western counties of Scotland; in the autumn of M,DCC,XCII. Relating to the scenery, antiquities, customs, ... and literature of these parts. By Robert Heron. In two volumes. ...",Robert Heron,68,0,5,0,1,0,0,6,0,1,5,6,2,0,10,0,1,1,9,2,0,0,2,1,0,0,0,0,2,1,2,2,0,0,0,7,0,0,0,0,0,0,0,2,1793,1,2,"Perth : printed by R. Morison junior. For R. Morison and son; Bell and Bradfute, Edinburgh; and Vernor and Hood, London, 1793.",Perth,396,male,1764,1807,FALSE,"Indoflan co operates to pro. mote the same ends. Let us confider, how much more labour our own artisans would be able to per. form, and how much less they would require for their sustenance, if they should never intoxicate thlimfclves with strong liquors, should use no animal food, and"
1363500101_000160,"Memoirs of wool, woolen manufacture, and trade, (Particularly in England) from the earliest to the present times; with occasion notes, dissertations, and reflections. By John Smith, LL.B. In Two volumes.","Smith, John",65,0,4,0,1,0,1,0,4,0,3,1,6,0,10,0,0,0,5,0,1,2,1,0,0,4,0,1,5,0,2,0,1,0,0,2,1,0,0,0,1,2,7,0,1765,1,2,"London : printed for B. Law in Ave-Mary-Lane, M,DCC,LXV. [1765].",London,464,male,,,FALSE,"himself what vast Numbers of both. Sexes, and all Ages, are employed in that Manufacure, and had their sole Dependanee thereon, he would probably have changed his. Opinion. i2. That this Manufaaure of Silk hath. inereafed very much in this. Age, notwithitanding these Difficulties, is an undeniable Proof again1f what"
1489200106_000229,"The Commercial and agricultural magazine, for ...",,36,2,3,0,1,0,1,3,1,0,0,3,2,1,0,2,0,1,3,0,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,3,0,0,0,0,1,1,1,0,1799,6,6,"London [England] : printed and published by Vaughan Griffiths, Paternoster-Row, [1799-1802].",London,495,unknown,,,FALSE,"i~ir. Editor, your humble Servanlt, Mlanrchfer, June 2r/s, isoz. S. R, ON FRAUDS IN THE SALE: OF HORSES. To the Editor of the Commrerial and .dgricutltural Magazine. Sl a, · Afarch I 5th, I Soz.' OWING to the many frauds which are daily praatired in the fate of horses, anld"
0575600200_000097,Political essays concerning the present state of the British Empire; particularly respecting I. Natural advantages and disadvantages. ... VI. Commerce.,Arthur Young,69,0,1,0,0,1,1,0,3,0,3,1,1,0,9,9,0,0,3,0,1,2,7,0,0,4,0,1,3,2,0,0,0,0,0,9,0,2,0,0,0,0,2,4,1772,1,1,"London : printed for W. Strahan; and T. Cadell, 1772.",London,555,male,1741,1820,TRUE,the Rate without labour ; - because we diminish the means of subsisting but by a labour burtheifome to liberty; because the length of apprenticeships deprives all the manufacures of an infinity of fubjecs necessary to them; - because the privileges and monopolies of foreign commerce prevent an increase of
0960701000_000026,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield. Part the first.","John Baker Holroyd, 1st Earl of Sheffield",73,0,0,4,0,1,0,8,0,3,1,0,0,0,1,2,1,0,9,0,0,1,4,0,0,4,0,0,1,0,3,3,14,0,0,1,0,0,0,4,1,0,7,0,1785,1,1,"London : printed for J. Debrett, 1785.",London,334,male,1735,1821,FALSE,"557 15 Manufacured silk - i5, 786 7 Raw silk - 4', 793 2 1 Thrown, died - 96 14 Ditto, undved 44, 65o i33 The quantity of silk imported - into Ire Five years average quantity of raw and thrown silk imported into England, viz. 1779, 80, 81, 82,"
0743700700_000055,"A treatise on poverty, its consequences, and the remedy. By William Sabatier, Esq.","Sabatier, William",47,1,0,0,0,1,0,1,5,0,0,1,1,0,3,3,1,0,2,8,0,1,1,1,0,3,5,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,2,0,1797,1,1,"London : printed for John Stockdale, Piccadilly, 1797.",London,333,unknown,,,FALSE,"that annually; because they generally are people of circumscribed ideas, persons of little or no education, and often by indirectly, at leafr, furnishing the articles of consumption , become interested in increasing the expenses. They are chosen annually, and scarcely become acquainted with the duties of their office before they"
0939601500_000016,"An essay on the manufactures of Ireland, in which is considered, to what manufactures her natural advantages are best suited; And What Are The Best Means Of Improving Such Manufactures. By Thomas Wallace, Of The King's Inns, Dublin, And M. R. I. A.","Wallace, Thomas, M.R.I.A.",57,0,0,1,0,0,0,3,0,1,1,3,1,1,6,0,7,0,10,0,1,0,1,6,0,3,0,0,0,1,0,1,0,3,0,1,0,0,0,0,0,1,1,4,1798,1,1,"Dublin : printed by Campbell and Shea, NO. 7, Pitt-Street, 1798.",Dublin,361,unknown,,,FALSE,"is not the thing itself. This'muft be acquired by the workman from praciice, regulated by the best rules; and the longer F this 68 this pracice is continued, and the more LI mited is the object on which it operates , the more perf d will that skill become. Hero"
0960701000_000027,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield. Part the first.","John Baker Holroyd, 1st Earl of Sheffield",71,1,0,0,0,1,0,18,0,1,0,0,0,0,3,2,3,0,6,0,0,1,1,1,0,2,0,3,10,2,0,5,2,0,0,3,2,1,0,0,0,0,3,0,1785,1,1,"London : printed for J. Debrett, 1785.",London,334,male,1735,1821,FALSE,"old, and the wages so low as six pence per week, and from that price to thirteen pence per week, in some places. The machinery moves smoother, if kept constantly at work ; it therefore goes day and night, and consequently requires conitant attendance. The The field for this manufacture"
0497700101_000280,"Travels during the years 1787, 1788, & 1789; undertaken more particularly with a view of ascertaining the cultivation, wealth, resources, and national prosperity of the kingdom of France. The second edition. ... . By Arthur Young, Esq. F.R.S. Secretary to the Board of Agriculture; Honorary Member of the Societies of Dublin, Bath, York, Salford, Odiham, and Kent; the Philosophical and Literary Society of Manchester; the Veterinary College of London; the Oeconomical Society of Berne; the Physical Society of Zurich; the Palatine Academy of Agriculture at Manheim; the Imperial Oeconomical society Established at Petersburgh; the Royal and Electoral Oeconomical Society of Celle; Associate of the Royal society of Agriculture at Paris; and Corresponding Member of the Royal Academy of Agriculture at Florence; and or the Patriotic Society at Milan.",Arthur Young,57,0,0,0,5,2,0,5,0,11,1,0,2,0,1,2,0,2,2,1,0,2,2,0,0,0,0,0,8,0,0,0,0,0,0,2,2,1,0,0,4,1,1,0,1794,1,2,"London : printed for W. Richardson, Royal-Exchange, 1794.",London|Bury St. Edmunds.,639,male,1741,1820,TRUE,"undertaking, the alarm of our commerce increases every day, and becomes a real evil by a most active sale of every article of English manufacure, which can enter into competition with our fabrics . There is not an article of habitual consumption with which England has not filled all the"
0599200600_000045,Public characters of 1799-1800. To be continued annually.,,38,0,3,0,0,0,1,0,1,0,1,5,1,0,2,2,1,1,2,3,1,3,0,2,0,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0,0,2,0,1799,1,1,"London : printed for Richard Phillips, No. 71, St. Paul's Church Yard, by T. Gillet, Salisbury Square; and sold by Thomas Hurst, Paternoster-Row; Carpenter and Co. Old Bond-Street; John Ginger, 169, Piccadilly; E. Balfour, Edinburgh; J. Archer, Dublin; and by All Booksellers, [1799].",London,583,unknown,,,FALSE,"in statu ilmn.an. ii icl pupillu i are remarkable for unexceptionable conduct. Mr. Farish never committed himself before the public as an author; but has chosen his path rather along the "" sequestered vale"" of science. Few per. sons, sons, however, are better known, or more respected for their talents."
0293701200_000037,"A course of experimental philosophy. By J. T. Desaguliers, L L. D. F. R. S. Chaplain to his Grace the Duke of Chandos. Vol. I. Adorn'd with thirty-two copper-plates.",John Theophilus Desaguliers,67,6,1,0,0,0,2,0,12,0,3,0,1,0,0,5,1,2,1,2,0,1,0,0,0,0,8,0,0,1,0,0,5,1,0,3,0,6,1,0,0,0,4,1,1745,1,1,"London : printed for W. Innys, T. Longman and T. Shewell, and C. Hitch, in Pater-Noster Row; and M. Senex, in Fleetstreet, M.DCC.XLV. [1745].",London,529,male,1683,1744,FALSE,"Engines are applied for the Conveniency of delivering the Water , and not to gain any Degree of Force; for we always lose some- -- much as is employed to move the Parts of the Engine , which cannot be applied to one another without a Frition that spends some"
0169000300_000070,"A view of the United States of America, in a series of papers, written At Various Times between the years 1787 and 1794; by Tench Coxe, of Philadelphia, Commissioner of the Revenue. Interspersed With Authentic Documents: The Whole Tending To Exhibit The Progress And Present State Of Civil And Religious Liberty, Population, Agriculture, Exports, Imports, Fisheries, Navigation, Ship-Building, Manufactures, And General Improvement.",Tench Coxe,47,1,2,1,3,0,0,3,0,0,1,0,0,1,1,1,0,0,8,0,0,3,3,1,0,0,0,0,0,1,3,2,2,0,0,2,0,0,2,1,1,4,0,0,1795,1,1,"[London] : Philadelphia; printed 1794: London, re-printed for J. Johnson, in St. Paul's Church-Yard, 1795.",London,526,male,1755,1824,FALSE,"c. rlard cargoes of the coasting and other trading vcl s. The person, from whom this information w... _""ceived, produced documents to how the m gltude of some of the regular trades among which were o, ooo dozen pair of cotton and wool cards, much the greater part of which"
1267700202_000182,"The historical, biographical, literary, and scientific magazine. The history of Europe, for the year 1799. With an obituary and biographical sketches of persons deceased in that year, &c. &c. By Robert Bisset, LL.D. With the assistance of other literary gentlemen. ...",Robert Bisset,56,1,0,0,1,0,0,1,5,0,4,1,3,7,0,4,2,1,0,0,2,0,0,3,1,1,3,1,0,1,4,0,0,0,1,4,0,2,0,0,0,0,3,0,1800,2,3,"London : printed and published by G. Cawthorn , British Library, NO. 132, Strand, Bookseller To Her Royal Highness The Princess Of Wales : sold also by Messrs. Richardson , Royal-Exchange ; H. D. Symonds, J. Wallis, West and Hughes , Paternoster-Row ; J. Wright , Piccadilly ; P. Hill, Edinburgh; and all the booksellers in town and country, [1800?].",London,446,male,1759,1805,FALSE,"of the working end of the great beam, when it is in motion, into two or more parts, and in causing each to operate in a direction, at light angles to each other, or at an angle approaching to a right one. lthe power of the engine may be resolved"
0504000200_000008,"The trial of a cause instituted by Richard Pepper Arden, Esq; his Majesty's Attorney General, by writ of scire facias, to repeal a patent granted on the sixteenth of December 1775, to Mr. Richard Arkwright, for an invention of certain instruments and machines for preparing silk, cotton, flax, and wool for spinning; before the Honorable Francis Buller, One of the Judges of his Majesty's Court of King's Bench, At Westminster-Hall, on Saturday the 25th of June 1785.",Richard Arkwright,62,0,0,1,0,0,1,7,0,0,4,1,5,0,0,7,1,1,4,0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,0,4,1,0,2,1,1,0,2,0,1785,1,1,"London : printed for Hughes and Walsh, Inner Temple-Lane, M,DCC,LXXXV. [1785].",London,192,male,1732,1792,FALSE,"us have seen in the infancy of this manufacture , it is done in a great degree by putting the cotton upon one card with teeth, and taking another and combing it off; this sort of operation used to be performed by the hand , with a card in each"
0026600101_000005,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,64,2,1,0,0,0,0,0,1,0,3,5,5,0,8,7,2,1,2,0,3,0,1,1,0,1,1,0,1,0,6,0,0,0,0,2,0,0,0,0,0,0,9,2,1785,1,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,515,male,1723,1790,TRUE,"manufatures are performed, exceeds what the human hand could, by those who had never seen them, be supposed capable of acquiring. SECONDLY, the advantage which is gained by saving the time commonly lost in passing from one sort of work to another, is much greater than we should at first"
1242401101_001288,"The new royal encyclopædia; or, complete modern universal dictionary of arts and sciences. On a new and improved plan. ... Containing a copious digest and display of the whole theory and practice of the liberal and mechanical arts. ... Including ... information that is contained in Chambers's cyclopædia, the Encyclopædia Britannica, and the French encyclopedie. ... In three volumes. ... By William Henry Hall, ... The second edition. Revised, corrected, and considerably enlarged, by Thomas Augustus Lloyd, ... Illustrated with ... copper-plates, ...","Hall, William Henry",56,0,0,1,0,0,0,7,3,0,3,5,4,0,0,2,5,0,0,1,2,4,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,6,1,2,2,0,2,0,1791,1,3,"London : printed for C. Cooke: and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1791?].",London,744,male,,,FALSE,"way. A lill nore expeditious method of carding, however, by wrhlt are commonly called oylinlhur calri, was tlon as terswr.ds itvcnted, and is that which is notw lmolt commonlly prac tilde but as several perfuns lay claim to this invelntion, it is not cafy to detcrnrine to wholml il particular"
0982100500_000014,"A voyage to Madagascar, and the East Indies. By the Abbe Rochon, Member of the Academies of Sciences of Paris and Petersburgh, Astronomer of the Marine, Keeper of the King's Philosophical Cabinet, Inspector of Machines, Money, &c. Translated from the French. Illustrated with an accurate map of the island of Madagascar. To which is added, a Memoir on the Chinese trade.","Rochon, Alexis",50,0,6,0,1,0,0,3,0,0,1,2,2,1,2,1,1,2,3,1,0,0,0,1,0,3,0,1,0,1,0,1,2,1,0,9,2,0,0,1,0,0,2,0,1792,1,1,"London : printed for G.G.J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,547,male,1741,1817,FALSE,"to give us a knowledge of the prod uaions of Madagascar, will be no less useful to commerce than to the improvement of arts and manufaatures. There are, doubtless, few countries in the world where navigators can find, in greater abundance, and at less expense, refreshments of every kind. It"
1205001600_000004,"Particular consequences of Mr. Orde's Irish resolutions to the landed, manufacturing, and trading interest of Scotland; ---- and general consequence of them to the British Empire.",,48,0,0,2,2,0,0,7,0,4,4,0,0,0,2,1,3,0,4,0,0,0,0,1,0,0,1,0,1,0,0,2,6,0,0,0,1,1,0,2,1,0,2,1,1785,1,1,"[Edinburgh?, 1785].",Edinburgh,8,unknown,,,FALSE,"three first of the above advalntagcs beyond England, and partaking with her in the fourth, nmuf beat Britain, and confe qu!ntly Scotland, in the American and West Indian trade? GENERAL. ( s) GENERAL CARRYING TRADE. THE GENERAL CARRYING trade muft stand or fall with the At of Navigation, whllic alone"
0529500104_000438,"An historical and chronological deduction of the origin of commerce, from the earliest accounts. Containing an history of the great commercial interests of the British Empire. To which is prefixed, an introduction, exhibiting a view of the ancient and modern state of Europe; of the importance of our colonies; and of the commerce, shipping, manufactures, fisheries, &c. of Great-Britain and Ireland; and their influence on the landed interest. With an appendix, containing the modern politico-commercial geography of the several countries of Europe. Carefully revised, corrected, and continued to the present time. In four volumes. ...",Adam Anderson,45,0,0,0,0,0,0,7,0,4,0,0,3,0,1,1,2,1,4,0,0,0,0,3,0,0,2,0,2,0,1,1,2,0,0,0,7,1,1,0,1,1,0,0,1787,4,4,"London : printed at the Logographic Press, by J. Walter, Printing-House Square, Blackfriars, and sold by J. Robson, T. Payne and sons, B. White and Son, L. Davis, B. Law, R. Baldwin, T. Becket, P. Elmsly, W. Otridge, J. Johnson, C. Dilly, W. Richardson, W. Flexney, W. Goldsmith, J. Bew, T. Evans, G. and T. Wilkie, T. Whieldon, W. Lowndes, J. Debrett, Scatchard and Whitaker: also by L. White, Dublin, Elliot and Gordon, Edinburgh; and Dunlop and Wilson, Glasgow, MDCCLXXXVII. [1787-1789].",London,776,male,1692,1765,FALSE,"paid, - 1 30, 0 0 o Profits, at Iol. percent. including charges of merchandise, 35, 0 0 o Total 369, 620 o o Some years previous to thlis period, an event lappceicd whlich portended a coniderable revolution in till manufaciures of Great britain. ithis was the invention of Mlr."
0488103000_000038,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",66,0,0,4,0,1,0,8,0,4,1,0,0,0,1,2,2,0,6,0,0,1,4,0,0,4,0,0,2,0,1,1,10,0,0,1,0,0,0,4,1,0,8,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,405,male,1735,1821,FALSE,"an average of three years, ending 25th March, 1783: Ribbons - 1, 864 o Manufatured silk - 22, 626 3i Raw - - 51, 29 L Thrown, dyed - - 273 41 Ditto, undyed - 63, 496 131 There appears from the cuflom houfe books to have been no exportation"
0799700105_000156,"The statistical account of Scotland. Drawn up from the communications of the ministers of the different parishes. By Sir John Sinclair, Bart. ...","Sir John Sinclair, 1st Baronet",55,0,1,2,3,1,0,4,0,0,0,3,0,0,0,0,1,1,11,0,0,2,2,1,0,0,1,1,0,0,5,0,0,0,0,2,1,1,0,2,4,1,4,1,1791,5,21,"Edinburgh : printed and sold by William Creech; and also sold by J. Donaldson, and A. Guthrie, Edinburgh; T. Cadell, J. Stockdale, J. Debrett, and J. Sewel, London; Dunlop and Wilson, Glasgow; Angus and Son; Aberdeen, M,DCC,XCI. [1791].",Edinburgh,597,male,1754,1835,FALSE,"merchants having, of late, turned their attentio; i more to improve the manufiiufcres, which had been begun among them, and to eflablifll nc oilcs, 00o ones, which promise to be a source of much more permanent wealth than the other. Hence an event, which for a time diminished, and, it"
0555300102_000310,"The new encyclopædia; or, modern universal dictionary of arts and sciences, on a new and improved plan. ... In three volumes. By William Henry Hall, Esquire. The third edition. Revised, corrected, and enlarged, with considerable additions, improvements and modern discoveries, by Thomas Augustus Lloyd, ... Illustrated with upwards of one hundred and fifty large superb copper-plates, ...","Hall, William Henry",56,1,1,0,1,0,3,17,1,0,2,2,3,0,0,4,0,1,1,0,5,0,0,1,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,3,0,2,0,1797,2,3,"London : printed for C. Cooke; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge, Coventry, Chester, Derby, Exeter, Gloucester, Hereford, Hull, Ipswich, Leeds, Liverpool, Leicester, Manchester, Newcastle, Norwich, Nottingham, Northampton, Oxford, Reading, Salisbury, Sherborn, Sheffield, Shrewsbury, Worcester, Winchester, York; and by all other booksellers in England, Scotland, and Ireland, [1797?].",London,767,male,,,FALSE,"if a decree be obtained for the defendant, coits are allowed, by frat. 4 and 5 Anne, C i6. COTICE' or COTISE', in heraldry, is the fourth part of the bend; which, with us , is seldom or never born but in couples, with a bend between them. See the"
1597401300_000006,"Report of the secretary of the treasury of the United States, on the subject of manufactures. Presented to the House of Representatives, December 5, 1791.",United States. Treasury,45,0,0,1,0,0,0,4,0,3,0,1,3,0,5,4,3,0,1,0,0,2,3,4,0,0,2,0,1,1,1,1,0,0,0,1,0,1,0,2,0,0,0,1,1793,1,1,"London : Printed for J. Debrett, opposite Burlington-House, Piccadilly, 1793.",London,136,unknown,,,FALSE,"number amuong which thle attentionis diffrate; Bd. d. The acconomyij of time, by avoiding the loss of i.:, incidentt to a frequenrlt Ltralitionl from one operation to another of a dilffren~t nature. Thlis depends on various circumltnaces the tfdrrlaulh idelf, thle orderly d~ilpoitionl of the impkcme nts, machines , and"
1229700100_000994,"Journals of the House of Commons. From November the 26th, 1778, In the Nineteenth Year of the Reign of King George the Third, to August the 24th, 1780, In the Twentieth Year of the Reign of King George the Third.",Great Britain. Parliament. House of Commons,62,2,0,0,0,0,0,10,0,0,0,2,1,1,0,12,3,1,5,0,0,1,2,0,6,0,0,3,1,0,0,0,0,0,0,2,0,1,3,0,0,0,6,0,1781,1,1,"[London] : Printed [by Henry Hughs] by order of the House of Commons, [1781?].",London,983,unknown,,,FALSE,"occasioned the Introdution of the Callicoe Manufactory, and improved the Quilting That the Linen Manufactory has very considerably decreased during the same Period that the Cotton Manufacory has been supported, by the Use of the Machines , without which, that Manufactory must have sunk as well as the Linen; and"
1266000102_000171,"A political survey of Britain: being a series of reflections on the situation, lands, inhabitants, revenues, colonies, and commerce of this island. Intended to Shew That we have not as yet approached near the Summit of Improvement, but that it will afford Employment to many Generations before they push to their utmost Extent the natural Advantages of Great Britain. In two volumes. By John Campbell, L. . D. ...",John Campbell,49,1,0,0,0,0,1,0,5,0,1,5,2,1,1,4,0,0,0,1,2,2,0,2,0,1,1,2,0,2,1,0,0,0,1,1,1,4,2,0,0,0,4,1,1774,2,2,"London : printed for the author; and sold by Richardson and Urquhart, at the Royal Exchange; J. Wilkie, in St. Paul's Church-Yard; T. Cadell, P. Elmsley, and T. Becket, in the Strand; J. Walter, and T. Durham, at Charing-Cross; J. Dodsley, Pall-Mall; and L. Davis, Holborn, MDCCLXXIV. [1774].",London,791,male,1708,1775,FALSE,"laborious Workmen . 3 in most other Cafes is unpopular with, usc. The Dexterity shown in adapting Machines to a Variety of Intentions, which have been introduced in many new Undertakings, that might otherwise have proved impracticable, does great Honour as well to this Country, as to the present Age."
1279201200_000030,"Observations on the manufactures, trade, and present state of Ireland. By John Lord Sheffield.","John Baker Holroyd, 1st Earl of Sheffield",73,1,0,0,0,1,0,18,0,0,0,0,0,0,3,2,2,0,8,0,0,1,1,1,0,3,0,2,9,2,0,6,5,0,0,3,2,1,0,0,0,0,2,0,1785,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, M.DCC.LXXXV. [1785].",London,369,male,1735,1821,FALSE,"general, be obtained nearly at the same price in Ireland, in Britain, and in France, and so far the competition will be fair; but the burdens of Britain give Ireland an advantage The price of cotton in Ireland was lately about i Bd. Englith, which is about an halfpenny dearer"
0079700500_000028,"The new Bristol guide: containing its antiquities, deduced from the best authorities: historic annals from William the Conqueror 1066 to 1799; Progress, Present State, Navigation, Trade, Buildings, Public Edifices, Churches, Chapels, Meeting-Houses, Schools, Hospitals, Charities, and Other Particulars, Informing and Useful to Travellers, and those who visit or reside in this ancient and extensive City. Also, Distinct and Improved accounts of the hotwells and Clifton Descriptions of Cities, Towns, Seats, Antiquities and Curiosities In the Vicinity, and Counties of Glocester and Somerset. Brief Biography Of some Eminent Natives of Bristol: memoirs of Chatterton the juvenile Poet, &c. To Which are Added, List of Bankers; Regulation of General and Penny Posts; of Hackney Coaches; and Directions for passing the Severn, at Aust and the New Passages.","Heath, George, Rev",41,0,0,0,2,1,1,1,1,0,2,1,2,2,0,0,0,0,2,0,0,2,2,0,4,0,1,1,1,0,2,0,1,0,0,2,0,1,2,0,0,2,5,0,1799,1,1,"Bristol : printed by and for R. Edwards, Broad-Street: and sold by Barry, and Emery and Adams, High-Street ; Fenley, Broadmead ; Reed, and James, Wine-Street; Matthews, Quay; Smart, Broad-Street; King, Quay-Street; Bryan, Corn-Street; and by all other Booksellers. 1799.",Bristol,198,unknown,,,FALSE,"gate, on the lame d.ys. At Vigour and co.'s glasshouse in St. thomas ftreet, window glass is made every Monday and Saturday in the morning; and at the Crown glafs houie in St. Philip's on the lame days. The glass trade has been a very considerable manufac -- tory for"
