PassageID,Title,Author,Total termFreq,termFreq(appear),termFreq(baron),termFreq(bodi),termFreq(bond),termFreq(children),termFreq(common),termFreq(court),termFreq(daughter),termFreq(death),termFreq(debt),termFreq(declar),termFreq(deed),termFreq(defend),termFreq(dower),termFreq(estat),termFreq(executor),termFreq(father),termFreq(feme),termFreq(fine),termFreq(god),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(hous),termFreq(husband),termFreq(know),termFreq(land),termFreq(law),termFreq(leas),termFreq(life),termFreq(live),termFreq(love),termFreq(marri),termFreq(marriag),termFreq(monei),termFreq(parti),termFreq(person),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(rent),termFreq(tenant),termFreq(term),termFreq(widow),termFreq(wife),termFreq(wive),termFreq(woman),termFreq(women),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0979800101_000961,"The complete conveyancer; or, the theory and practice of conveyancing in all its branches. The practical part consisting of Precedents of every Kind that the Practisers of the Law of every Denomination can possibly have Occasion to consult in the Course of Business. Particularly under the following heads, viz. Acknowledgments Acquittances Acts of Parliament relating to Conveyancing Affidavits Agreements of all Kinds Annuities Appointments Articles Assignments of all Kinds Awards Bargain and Sale Bills Bonds of all Kinds Certificates Charter-Parties Collateral Securities Compositions of Creditors Conditions Confirmations Consent Consideration Copartnership Copyhold Precedents Covenants Declarations Deafeasances Demise Deputations Disclaimer Distribution Distress Enfranchisement Exceptions Exchange Feoffments Fines Gift (deeds of) Grants Indemnity Indorsements Inrollment of Deeds Jointures Leases of all Kinds Lease and Release Letters of Attorney Letters of Licence Limitations of Uses Licence Livery of Scizin Memorials Mortgages Orders Partition Petitions Presentation Provisoes Receipts Recitals Reconveyances Recoveries Releases Resignations Revocations Separation (deeds of) Settlements Surrenders Uses Warrants of Attorney Warrants Will, &c. The theoretical part consists of the law of conveyancing; or, the Various Methods of acquiring and conveying Estates, both real and personal. A new edition in three volumes, with additions and improvements. By William Newnam, of the Inner Temple, Esq. and Others.",William Newnam,118,0,0,1,0,2,2,0,8,4,1,1,1,0,0,12,1,5,6,0,0,2,1,1,0,12,0,8,1,0,8,1,0,0,3,9,0,3,10,0,0,0,3,3,2,7,0,0,0,0,1788,1,3,"London : printed for S. Bladon, in Pater-Noster-Row, [1788].",London,714,male,,,FALSE,", i a L; :, h p, ii C r 8 ini sl."" -... Agreenient for Freight - ditto Page 143 ibid. atlnuititiei. Grant of an Annuityin Consideration offaithful Service _ _- 144 ditto, to commence after Death ofgrantor, with Power of Revocation - - 145 Covenant to grant an"
0409400101_000299,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, Late of Gray's Inn, Esq; In three volumes. Published with notes and references, and Two Tables to each Volume; one of the Names of the Cases, the other of the Principal Matters: By his son William Peere Williams, of the Inner Temple, Esq; The fourth edition, with additional references to the Proceedings in the Court, and to later Cases, by Samuel Compton Cox, of Lincoln's Inn, Esq; ...",William Peere Williams,116,0,0,1,0,6,0,1,10,8,0,1,1,1,0,2,1,5,0,2,0,1,2,4,0,6,0,7,0,2,8,6,0,2,4,2,0,0,16,0,0,3,4,7,0,1,0,1,0,1,1787,1,3,"London : printed by his Majesty's law printers, for E. Brooke, (successor to Messrs. Worrall and Tovey) in Bell-Yard, Temple-Bar, MDCCLXXXVII. [1787].",London,719,male,1664,1736,FALSE,"fltould leave no heir male by the marriage , and fiould leave a daughter or daughters , then the trustees were to raise portions pay. able to daughters at twenty-one or marriage ; provided that if the husband Should die without leaving a daughter living at his death , then"
0500700102_000249,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,101,0,0,3,0,6,0,3,1,3,1,0,3,0,4,8,3,3,0,0,0,0,0,6,0,7,0,12,1,0,5,3,0,0,5,4,0,1,2,0,1,0,3,2,4,6,0,0,0,1,1740,2,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Osborne, 1740.",London,836,male,1664,1736,FALSE,"be pefesrredi t it3lj egar ttjtreto0 By the'statute I yac. 2 cap. 17 if after the. death of the Father , any of his Children small die Intestate without Wife or Children , every Brother and Sister and their Rc presentatives shall have an equal Share with the Mother. The"
0676300100_000398,"The touch-stone of common assurances: or, a plain and familiar treatise, opening the learning of the common assurances, or conveyances of the kingdom: by William Sheppard, ...","Sheppard, William           1675?",111,0,0,0,1,0,0,0,0,3,0,0,6,0,1,8,1,0,1,6,0,13,1,3,1,14,0,5,0,5,4,1,0,1,2,0,1,0,1,0,1,6,4,2,0,17,0,0,0,2,1784,1,1,"[London] : Printed by W. Strahan, and W. Woodfall: for P. Uriel, Inner-Temple Lane; E. Brooke; T. Whieldon; and A. Critchet, 1784.",London,546,unknown,,,FALSE,"term in remainder, how far good. 238 Of arent when suspended, not good. 239 Of a reversion, where it will pass though not named in a deed . 74 Of a reversion with an exception, where good. 76 May be of a reversion, by the name of a remainder, et"
0171800900_000047,"A treatise of common recoveries, their nature and use. To which is added the case of Page and Hayward more fully Reported than in any other Book extant: and also a case between the late Earl of Derby, and the coheirs of his elder brother. With Precedents for amending Fines and Recoveries: And a Complete Table to the Whole. By N. Pigott, Esq; late a Barrister of the Inner-Temple. The third edition; wherein the Text and the Table are revised and corrected: In the Margin are added Notes and References, with some Cases which have been adjudged since the Author wrote. By Serjeant Wilson.",Nathaniel Pigott,143,1,8,8,0,0,5,0,3,0,0,1,0,0,1,2,0,0,9,7,0,2,0,9,0,19,0,13,1,2,8,0,0,2,1,1,1,1,0,0,0,0,20,2,0,15,0,0,1,0,1792,1,1,"Dublin : printed by James Moore, No. 45, College-Green, 1792.",Dublin,242,male,1661,1737,FALSE,"inot iffle in tail; alier of tenant in see a recovery binds him, though no tenant . Page S, 33 If an efiranger that has nothing is made tenant with the TRUE tenant , it hurts not. a4 Lessee for another's life makes a lease for years, and died, and"
0500600101_000049,"Reports of cases argued and determined in the High Court of Chancery, and of some special cases adjudged in the Court of King's Bench: collected by William Peere Williams, ... In two volumes. ...",William Peere Williams,104,0,0,2,0,4,0,1,2,1,0,0,6,0,0,8,0,0,3,0,0,5,0,2,0,10,0,5,2,2,6,0,0,2,4,0,3,1,15,2,0,2,3,1,1,10,0,1,0,0,1740,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Osborne, 1740.",London,883,male,1664,1736,FALSE,"Judges were against him, conceiving that a Power by Will to dispose of Lands , or to sell Lands , equally enables the Devisee to pass the see fimple; I shall therefore ads mit, upon the Foot of these two Authorities, that an express Estate for Life being devised to"
0120600900_000069,"A treatise of laws: or, a general introduction to the common, civil, and canon law. In three parts. I. The Common Law of England; illustrated in great Variety of Maxims, &c. Also the Use of this Law; with References to Statutes, in all Cases. II. Of the Civil Law, intermix'd with the Law of Nations, and its Use here in England; and a Parallel between the Civil Law and Common Law. III. The Canon Law, and Laws Ecclesiastical; containing the Authority, and Rights of the English Clergy; Of Patrons of Churches; Courts Ecclesiastical, Trials, &c. The Whole Adapted To the Use of Students, and Practisers of the Law; Students of the Universities; Civilians, Proctors, Ecclesiasticks, and all young Gentlemen. By Giles Jacob. gent.",Giles Jacob,132,0,0,0,1,0,4,0,0,3,0,0,1,0,10,11,1,0,0,0,1,2,2,1,0,12,0,13,5,4,16,1,0,1,5,0,0,2,0,2,0,4,7,7,0,11,0,5,0,0,1721,1,1,"[London] : In the Savoy: printed by Eliz. Nutt and R. Gosling, (assigns of Edw. Sayer, Esq;) for T. Woodward, at the Half Moon against St. Dunstan's Church in Fleetstreet, MDCCXXI. [1721].",London,561,male,1686,1744,FALSE,"the Rent , c. where the Estate may be divided: But not upon a Reversion on a Lease for Life , c. made before Marriage ; for of that the Husband hath neither Seisin in Deed nor in Law . Where no Division can be made, a Woman must be"
0997300502_000104,"The second part of the The modern conveyancer, or, conveyancing improved. In two volumes. Being a choice collection of presidents [sic], on most occasions, drawn after the manner of conveyancing now in use. ... With an exact table to the whole.",,82,0,0,0,4,1,0,2,2,1,4,2,2,1,0,2,3,3,2,1,0,0,0,1,0,11,0,1,2,2,0,1,0,1,1,13,1,2,1,0,3,1,0,0,1,10,0,0,0,0,1716,2,2,"London : printed for John Walthoe, and John Walthoe, Jun., 1716.",London,381,unknown,,,FALSE,"17 For Daughters Portions and Maintenance, ibid. 18 Power sir Husband to charge the Wife's Jointure after her Death for Daughters Portions, ibid. 19 The Wife's Father covenants to pay the Portion upon executing the Settlement, with Interest till paid, 3s 20 The Husband to release upon Payment, ibid. 21"
0639900600_000057,"The laws respecting women, as they regard their natural rights, or their connections and conduct; in which their interests and duties as daughters, wards, heiresses, spinsters, sisters, wives, widows, mothers, legatees, executrixes, &c. are ascertained and enumerated: also, the obligations of parent and child, And the Condition of minors. The Whole laid down according to the Principles of the Common and Statute Law, explained by the Practice of the Courts of Law and Equity, and describing the Nature and Extent of the Ecclesiastical Jurisdiction. In which are inserted a great Variety of curious and important Decisions in the different Law Courts, and the Substance of the Trial of Elizabeth Duchess Dowager of Kingston, on an Indictment for Bigamy, before the House of Peers, April 1776. In four books.",,118,0,0,0,0,0,1,1,1,2,1,0,0,0,0,4,2,1,1,0,0,2,3,4,0,20,0,4,2,10,2,1,0,4,3,2,0,3,1,1,0,5,2,8,0,25,0,2,0,0,1777,1,1,"London : printed for J. Johnson, No. 72, St. Paul's Church-Yard, MDCCLXXVII. [1777].",London,489,unknown,,,FALSE,"the husband only; but such actions as disaffirm property, as trespass, trover, c. muf be brought in the joint names of husband and wife , because they are founded in tort made before coverture w. But in all cafes where the wife hall not have the thing when it is"
1367500200_000017,"An essay on the learning respecting the creation and execution of powers: and also respecting the nature and effect of leasing powers; In which the doctrine of the judgment delivered by the Court of King's Bench, in the case of Pugh and the Duke of Leeds, and the principal authorities for and against it, are considered. By John Joseph Powell, Esq. barrister at law, of the Inner Temple.",John Powell,91,1,1,1,0,0,1,1,8,1,3,2,2,0,0,7,4,3,3,1,0,0,0,3,0,7,0,1,4,3,3,2,0,2,2,0,0,2,19,0,1,0,2,0,0,1,0,0,0,0,1799,1,1,"London : Printed by A. Strahan, law-printer to the King's Most Excellent Majesty, for J. Butterworth, Fleet-Street, 1799.",London,660,male,1755,1801,FALSE,"fee to his sister, the other to qualify it in such a manner as that her husband should have no power over it. The last was contrary to the rules of law . The Court would therefore carry. into execution the first intention and reject the other. If a power"
0997100101_000160,"The accomplish'd conveyancer. Containing the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances of estates, with every Thing belonging to them; proved by many Law Cases and Resolutions thereupon. And also All Manner of Precedents made Use of in Conveyancing, under the Heads of Bargain and Sale, Gifts, Grants, Articles, Special Conditions, Covenants, Exchanges, Deeds of Partition, Partnerships, Special Releases, Letters of Attorney, Licences, Bills of Sale, Charter-Parties of Affreightment, Leases, Settlements of Leases; and also of personal Estates, Annuities, Money in Funds, &c. instead of Jointures of Lands, &c. The second edition, corrected; with additions. By Giles Jacob, Gent. In three volumes.",Giles Jacob,103,0,0,0,5,7,1,3,0,4,0,0,8,0,1,3,1,1,0,2,0,2,1,0,0,4,0,6,1,2,2,0,0,0,7,17,1,1,0,0,2,4,6,2,0,8,0,1,0,0,1750,1,3,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty, for Dan. Browne, at the Black Swan without Temple-Bar; and John Shuckburgh at the Sun, next the Inner-Temple-Gate, Fleet-Street, 1750.",London,556,male,1686,1744,FALSE,"a Mortgage 22 Bargain and Sale of a Jewel 223 Bargain and Sale of Timber 225 Bargain and Sale of Underwood 226 Bargain and Sale of a Reversion 228 Bargain and Sale of Lands to be enrolled 229 Bill of Sale of Cattle and Goods, to indemnify a Man against"
0503500100_000466,"A new law-dictionary: containing the interpretation and definition of words and terms used in the law; and also the whole law and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The seventh edition. The Law-Proceedings being done into English, with Great Additions and Improvements, to this Time. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,116,0,2,1,0,0,0,1,0,2,0,0,2,0,2,3,0,0,4,33,0,1,3,3,0,11,0,14,0,1,5,1,0,2,0,0,1,3,0,0,1,2,6,2,0,6,0,3,1,0,1756,1,1,"[London] : In the Savoy: printed by Henry Lintot, Law-Printer to the King's most Excellent Majesty; for R. Ware, T. Osborn, H. Lintot, C. Hitch and L. Hawes, J. Hodges, A. Millar, John Rivington, H. S. Cox, James Rivington and J. Fletcher, J. Ward, R. Baldwin, W. Johnston, M. and T. Longman, C. Corbett, P. Davey and B. Law, T. Casson, and M. Cooper, MDCCLVI. [1756].",London,844,male,1686,1744,FALSE,"Rents , cor of anything, whereof a Pracipe quod faciat lies, as Customs, Services, e. or whereof a Praecipe quod permittat, or Prvcoipe quod teneat may be brought. z in/i. 5 3 And almoll any Kind of Contra may be made and expressed by a Fine , as by a"
0231401200_000050,"The general laws of estates; or, freeholder's companion: containing the laws, statutes, and customs relating to freehold and other estates, whereby all Country Gentlemen and Freeholders may know their Rights thereto, and Qualifications to be Members of Parliament, Electors, Justices of Peace, and Jurymen; and to kill Game, erect Dovecotes, &c. In which is compriz'd the whole law of tenures of lands, and to whom they fall and descend, or otherwise belong, on any Alteration, from the Estate in Fee-Simple, down to Estates for Life, and Years, and also Copyholds; adapted to the Use of all Lords, Landlords and Tenants. With a full and compleat abstract of the new Act of Parliament concerning distresses for rent, Replevins and Ejectments, &c. and several other late popular Statutes. Likewise some very useful precedents of deeds and writings, applicable to this Work.",Giles Jacob,106,0,0,1,4,2,1,3,1,3,0,0,0,0,5,3,0,0,2,5,0,1,0,3,0,19,0,8,5,2,5,1,0,2,6,0,0,1,0,0,0,0,2,3,0,13,0,5,0,0,1740,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for Aaron Ward at the King's Arms in Little-Britain, MDCCXL. [1740].",London,439,male,1686,1744,FALSE,"delivers up the Bond thereupon, and the Jointure is defeated; the Jointure may be made good out of the Personal Estate , there being no Lands , nor any Creditors: For the Delivery up of the Bond by a Feme Covert, could no Way bind her. In a Covenant that"
0348601900_000102,"The practick part of the law: shewing the office of an attorny, and a guide for solicitors in all the courts of Westminster. Viz. The Courts of Chancery, King's Bench, Common Pleas and Exchequer, with the manner of their Proceedings in any Action Real, Personal or Mixt, from the Original to the Execution. As also the practice of the courts in the city of London, Court of Admiralty, Ecclesiastical Courts, and other Inferior Courts in the Country. With the exact table of fees of all the said courts at Westminster as they were delivered into the House of Commons, with the abstract of the Parchment and Paper Act by Order of the Queen and Council.",,105,0,0,1,0,1,0,11,2,0,0,0,0,0,5,2,3,1,0,0,0,4,2,7,0,20,1,8,2,4,1,0,0,4,2,2,0,0,0,0,0,0,3,3,3,8,0,5,0,0,1702,1,1,"London : printed by the assigns of Richard and Edward Atkins, Esquires; for John Walthoe, in Vine-Court, Middle Temple, adjoining to the Cloysters, 1702.",London,762,unknown,,,FALSE,"in trust, and he took the Profit, and left it to his Wife , and Ihe married again; they two were sued in this Court , and yet neither as Executor nor Administrator to her first Husband , as in Ackrand's Cafe, Ttbil 1o6. a4 As to the Suit by"
0283800100_000138,Baron and feme. A treatise of the common law concerning husbands and wives. ...,,124,1,9,0,0,0,3,0,0,1,2,0,1,0,0,1,2,0,14,2,0,2,1,0,0,19,0,2,4,1,1,0,0,1,1,2,0,2,3,1,3,10,4,5,0,24,0,0,2,0,1719,1,1,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edward Sayer, Esq;) for John Walthoe, 1719.",London,492,unknown,,,FALSE,"34 Plea by Estoppel, 35' Nil dhinet pleaded to Ation for Arrears of Rent , 3 j8 Marriage averred ibid. Release pleaded in Arifmpfit 3 9 Divorce pleaded ibid. and 381 Outlawry pleaded 360 Where the Parol Shall demur for the Nonage of the Wife or not 36 Pleadings in"
0407200200_000005,"The laws respecting landlords, tenants, and lodgers, laid down in a plain and easy manner; and in which all technical Terms of Law are familiarly explained; Together with many Practical Directions Concerning Leases, Assignments, Surrenders, Agreements, Covenants, Repairs, Waste, &c. &c. Demand and Payment of Rent, Distress, and Ejectment; as collected from the several Reports And Other Books Of Authority, up to the commencement of the present Hilary term, 1795. Containing also distinct treatises ON The Various Kinds Of Estates, Particularly Estates for Life, for Years, and Copyhold Estates. With an appendix of precedents, Comprising a great Variety of the most approved Forms of Leases, Assignments, Surrenders, Covenants, Notices To Quit, Receipts For Rent, And Precedents In Distress. The Whole interspersed with Notes and References adapted to the Use of the Profession. To which are also added, Cautions and Directions relative to the Hiring and Letting of Houses and Apartments; particularly in the Metropolis of London.","Bird, James Barry",100,1,0,1,0,0,3,0,0,3,2,0,0,0,4,11,2,0,0,1,0,1,0,1,0,3,0,5,2,3,17,3,0,1,5,0,1,1,0,1,0,5,12,2,1,3,0,5,0,0,1795,1,1,"London : printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn, [1795].",London,127,male,,,FALSE,"cafe Executor , cof the death of his lelfor, between the quarter.days appointed omf leo' rest for rendering his rent , might lawfully quit the premises tenant for life  without paying any since the last quarter day; but this un dc'th. reasonable privilege was remedied by Iz Go, 2"
0571400900_000081,"The law of uses and trusts: collected and digested in a proper order, from the reports of adjudg'd cases, in the courts of law and equity, and other books of authority. Together with a treatise of dower. ...",Jeffrey Gilbert,75,0,0,0,1,2,0,1,0,1,0,4,2,0,4,4,2,9,2,0,0,1,1,3,1,4,0,8,2,0,5,0,0,2,2,1,0,2,0,0,0,3,1,1,0,5,0,0,0,1,1734,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for R. Gosling, 1734.",London,524,male,1674,1726,FALSE,"2 Ierlo 2 Vern. 19 2 Ferz. 28 S.. de creed. A Man bought Copyhold Lands of the Nature of Borough Englfh, in the Name of his eldest Son, but there was no Declaration of Trust in Writing but the Plaintiff would have had it a Trust; for the Father"
0121301000_000040,"A treatise of common recoveries, their nature and use. To which is added the case of Page and Hayward more fully Reported than in any other Book extant: and also a case between the late Earl of Derby and the coheirs of his elder brother. With Precedents for Amending Recoveries: And a Complete table to the Whole. By N. Pigott, Esq; late a Barrister of the Inner Temple. Non mihi Soli Laboravi, sed omnibus Exquirentibus Scientiam.",Nathaniel Pigott,152,1,8,8,0,0,8,0,3,0,0,1,0,0,1,3,0,0,9,6,0,2,0,9,0,16,0,16,3,2,10,0,0,2,1,1,1,1,0,1,0,0,22,2,0,15,0,0,0,0,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for J. Shuckburgh, at the Sun near the Inner Temple Gate in Fleet-Street, MDCCXXXIX [1739].",London,251,male,1661,1737,FALSE,"Judgement, it is good; and if comes to the Land by his own A, cannot abate the Writ; aliter if by AIN Law , as Difcent. If there is no Tenant , the Demandant cannot sue Execution against him, nor he against Vouchee; and Estoppels, though of Record, bind not"
0120300101_000153,"The accomplish'd conveyancer. Containing, the nature and kinds of deeds and instruments used in conveyancing: and an abridgment of the law relating to all sorts of conveyances and deeds in general, ... By Giles Jacob, ...",Giles Jacob,112,0,0,0,2,6,0,1,0,6,0,0,17,0,2,4,1,1,0,1,0,1,6,0,0,4,0,9,5,3,4,0,0,0,6,7,3,1,2,0,3,3,6,1,0,7,0,0,0,0,1714,1,3,"[London] : In the Savoy: printed by J. Nutt, assignee of Edward Sayer Esq; for B. Lintott, 1714-15.",London,519,male,1686,1744,FALSE,"it, 3z2 Conditionforpaying of Moniesrand accounting fr ·' Rents , received by Virtue of a Letter of At,,  b ibid. Condition topay Money according to a Deed of M9mogage, 3w4 Condition to pay Money according to a Proviso in a Mortgage, and for Performance of Cove', ,,  "
0503000101_000165,"The practical register: or, a general abridgement of the law, as it is now practised in the several courts of Chancery, King's Bench, Common Pleas and Exchequer, ... Together with all the rules of the said courts brought down to the year 1719. Collected by the author, John Lilly, ... In two volumes. The second edition. In which are comprized the rules of the ... courts, brought down to ... 1735, and likewise ... all the cases ...","Lilly, John",120,1,1,0,5,3,0,0,5,1,2,0,0,1,0,7,3,0,4,2,0,0,0,5,2,30,0,1,2,0,2,2,0,2,4,2,1,5,1,0,0,0,0,1,2,23,0,0,0,0,1735,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Walthoe; D. Midwinter; T. Ward and C. Wicksteed; F. Clay; and A. Ward, 1735.",London,897,male,,,FALSE,"itlt if it is assigned without the Husband's Privity, he may dispose of it. Ibid. 8 R Saraon anti Jrene mortgage the Wife's Land ; Redeeming a Mort the Husband pays off Part of the Principal, and gauge. afterwards borrows the same Sum again upon the same Mortgage, the Heirs"
0977900102_000271,"Cases argued and adjudged in the High Court of Chancery. Published from the Manuscripts of Thomas Vernon, Late of the Middle Temple, Esq; By order of the High Court of Chancery. Vol. I.","Vernon, Thomas",100,0,0,1,2,2,0,2,4,2,2,0,2,0,0,6,2,3,0,5,0,0,0,3,0,7,0,10,1,3,2,0,0,0,19,4,1,3,0,0,0,0,1,0,3,8,0,1,0,1,1726,2,2,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North-Side of College-Green, MDCCXXVI [1726].",Dublin,959,male,1654,1721,FALSE,"stand. Page i86 Agreement on Marrizge. marriagearticles for fettling Lands varied, by decreeing an Estate to one for Life , with Remainder in Tail to his Ilfue, instead of an eftate tail to him. 13 A Woman on her Marriage agrees to have no Part of her Husband's personal Estate"
1267900100_000355,"Reports of cases argued and determined in the High Court of Chancery, with some few in other courts. By Charles Ambler, Esq. one of his Majesty's counsel at Law, and Attorney General to the Queen.",Great Britain. Court of Chancery,62,2,0,0,0,0,1,3,3,1,3,1,1,2,2,4,1,5,1,0,0,0,0,1,0,1,0,2,1,1,4,0,0,0,4,1,2,1,1,0,3,2,4,2,1,1,0,0,0,0,1790,1,1,"Dublin : printed for Chamberlaine and Rice, E. Lynch, L. White, P. Byrne, W. M'Kenzie, J. Moore, J. Jones, Grueber and M`allister, G. Draper, W. Jones, J. Milliken, H. Watts, and R. White, M,DCC,XC. [1790].",Dublin,930,unknown,,,FALSE,"he See le 98 One promises if the widow of the intestate would permit him to be joined with her in the ad minifiration, to make good the deficiency of assets to pay debts ; held binding, and not within the itatute of frauds 330 PROVISO. i. Proviso to restrain"
0977700300_000035,"The law of wills, codicils, and revocations. With plain and familiar instructions for executors, administrators, devisees, and legatees. Including great variety of forms of wills and codicils, Adapted to the Circumstances of Persons of all Ranks and Situations, who would wish to devise or bequeath their Property legally and securely, and prevent vexatious Law Suits among their surviving Relatives and Friends. Including the modern Decisions and Acts of Parliament on these Subjects, down to michaelmas term, 1800. To which is added, a clear and distinct account of the law's disposal of the estates of those who die intestate or without a will. Calculated for the use of the public in general, as well as the professors of the law. With ample Instructions for obtaining Probate of Wills, and Letters of Administration. The second edition with additions. By Eardley Mitford, Esq. Conveyancer.","Mitford, Eardley",90,0,0,0,0,0,2,1,0,3,4,0,0,0,1,4,11,3,1,1,0,6,1,2,0,3,0,5,3,0,5,4,0,1,0,0,1,6,2,1,0,4,6,1,2,4,0,2,0,0,1800,1,1,"London : printed by W. Stratford, Crown-Court, Temple-Bar; for J. Stratford, No. 112, Holborn-Hill, 1800.",London,121,unknown,,,FALSE,"the 31 H. vill. though that is the only statute in print. Thole are mentioned in Mr. Robinson's book on gavelkind, page 75 Borough Another of those customs is the custom that prevails in English. diverse ancient boroughs, and therefore called Borough English, whereby the youngest son shall inherit the"
0173300400_000023,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at Schools, Colleges, or the Universities, or privately educated, Attorneys Clerks, and other Persons; Whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the Law Dictionary.",Giles Jacob,83,0,0,2,1,0,3,1,0,0,4,1,2,1,0,0,2,1,0,0,0,3,1,2,1,5,1,7,8,2,1,0,0,2,3,1,2,6,1,0,0,6,2,1,0,2,0,3,0,5,1767,1,1,"London : printed by His Majesty's Law-Printers, for H. Woodfall and W. Strahan, P. Uriel at the Inner Temple Gate, and T. Caslon near Stationers Hall, 1767.",London,215,male,1686,1744,FALSE,"in speaking for his Advantage. Co. Lit. 6 7 Anmbiguum Paflurm contra venditorem interpre. tandum eft: An ambiguous Deed or contraa is to be expounded against the Seller or Grantor. So that if a maj having awarren in his Lands , grants the same Land for Life , without mention."
0231800700_000002,"The attorney's compleat pocket-book: or, new magazine of law for clerks, and universal conveyancer. Containing choice and approved precedents of acknowledgments, acquittances, affidavits, Agreements, Appointment, Assignments, Awards, Bargains and Sales, Bonds, Covenants, Disclaimers, Distress for Rent, Fines and Recoveries, Grants, Leases, Letters of Attorney, Letters of Licence, Memorials. Mortgages, Notices, Petitions, Releases, Separation, Marriage-Settlements, Uses, Wills, &c. Drawn by Mr. Ward, and others the most eminent counsel in England.",,77,1,0,0,12,0,2,0,0,1,3,0,2,2,1,2,2,1,0,0,0,1,0,0,1,0,0,2,1,6,2,2,0,1,5,12,0,4,1,0,1,2,1,2,1,2,0,1,0,0,1791,1,1,"Dublin : printed for Elizabeth Lynch, No. 6, Skinner-Row, 1791.",Dublin,277,unknown,,,FALSE,"served the jubpina is either dead or absconds, - - - ib. That defendant absconds to avoid being served with a writ of fuiepna, - - 24 Where two .fhabpran's served on many defts, ib. That defendant lives near Dublin, to get afubftna returnable immediately, - - ib. Of service"
0501400200_000090,"An institute of the laws of England; or, the laws of England in their natural order, according to common use. Published for the Direction of Young Beginners, or Students in the Law; and others that desire to have a General Knowledge in our Common and Statute Laws. In four books. By Thomas Wood, L. L. D. and Barrister at Law. The fourth edition corrected. To which is added Some thoughts concerning the study of the laws of England in the two universities, (which is not in the English Edition) by the same Author.",Thomas Wood,128,0,0,0,1,0,3,0,0,1,0,0,1,0,11,15,2,0,0,1,1,6,0,1,1,8,0,9,4,3,26,3,0,0,3,0,1,1,0,1,0,4,7,5,0,6,0,3,0,0,1724,1,1,"Dublin : printed by J. Watts, and sold opposite the Watch-House, on the North Side of College-Green, MDCCXXIV. [1724].",Dublin,718,male,1661,1722,FALSE,"satisfaction of her Dower in the Deed or Devise. 6 It may be made either before or after Marriage . If made before, the Wife cannot waive it, and claim her Dower at the Common - law ; otherwise if it is made after Marriage . This Statute does not"
