PassageID,Title,Author,Total termFreq,termFreq(accompani),termFreq(act),termFreq(agreeabl),termFreq(air),termFreq(art),termFreq(band),termFreq(choru),termFreq(compos),termFreq(composit),termFreq(concert),termFreq(concerto),termFreq(effect),termFreq(express),termFreq(fugu),termFreq(grand),termFreq(handel),termFreq(happi),termFreq(harmoni),termFreq(hear),termFreq(heard),termFreq(heaven),termFreq(holi),termFreq(imit),termFreq(impress),termFreq(instrument),termFreq(italian),termFreq(joi),termFreq(manner),termFreq(measur),termFreq(movement),termFreq(music),termFreq(opera),termFreq(overtur),termFreq(part),termFreq(passion),termFreq(perform),termFreq(pleas),termFreq(power),termFreq(prais),termFreq(recit),termFreq(represent),termFreq(sing),termFreq(solo),termFreq(song),termFreq(sound),termFreq(time),termFreq(tone),termFreq(trumpet),termFreq(violin),termFreq(vocal),termFreq(voic),termFreq(word),termFreq(written),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
1016800104_000217,"A general history of music, from the earliest ages to the present period. To which is prefixed, A dissertation on the music of the ancients. By Charles Burney, Mus.D. F.R.S. ...",Charles Burney,69,1,0,0,1,1,1,0,8,2,2,1,1,1,0,0,1,0,1,0,1,0,0,1,0,2,2,0,1,0,0,8,14,2,2,0,10,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1776,4,4,"London : printed for the author: and sold by T. Becket, Strand; J. Robson, New Bond-Street; and G. Robinson, Paternoster-Row, MDCCLXXVI. [1776]-89.",London,711,male,1726,1814,TRUE,"the late King of Prussia. Music , according to Telemann, was extremely honoured and cherished at BERLIN in the beginning of the present century, at which time he heard two operas of John Bononcini performed there. Hiis friends contrived to secrete him in the room during the exhibition with great"
0545400500_000010,"Anecdotes of George Frederick Handel, and John Christopher Smith. With select pieces of music, composed by J. C. Smith, never before published.",William Coxe,66,0,0,0,1,2,0,0,3,5,2,0,2,2,0,0,11,0,3,0,2,2,0,0,0,3,1,0,0,0,0,8,0,0,0,2,3,0,1,1,0,0,0,0,1,5,0,0,0,0,2,2,2,0,1799,1,1,"London : printed by W. Bulmer and Co. Sold by Cadell and Davies, Strand; E. Harding, Pall-Mall; Birchall, music-seller, Bond-Street; and J. Eaton, Salisbury, 1799.",London,105,male,1747,1828,FALSE,"the dulcet notes that breathe ""From flute or lyre, ""The deep base rolls its manly melody, ""Guiding the tuneful choir: ""So thou, Humanity, shalt lead along "" The accordant passions in this moral song , "" And give one mental concert , truest harmony ."" To the literary world he"
0730700200_000017,"An account of the musical performances in Westminster-Abbey, and the Pantheon, May 26th, 27th, 29th; and June the 3d, and 5th, 1784. In commemoration of Handel. By Charles Burney, Mus. D. F. R. S.",Charles Burney,60,0,0,0,1,0,1,0,1,1,1,2,1,0,1,1,6,0,0,0,3,0,0,0,0,1,3,0,1,0,1,3,9,0,2,0,10,0,1,0,1,0,0,0,0,0,4,0,0,1,0,0,4,0,1785,1,1,"London : printed for the benefit of the Musical Fund; and sold by T. Payne and Son, at the Meuse-Gate; and G. Robinson, Pater-Noster-Row, MDCCLXXXV. [1785].",London,240,male,1726,1814,TRUE,"in which he usually introduced an extempore fugue , a diapafon piece, or an adagio, manifesting not only the wonderful fertility and readiness of his invention, but the most perfect accuracy and neatness of execution (b). It was in the summer of 1733, that he went to the uni, verfity"
0689000105_000094,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,59,0,0,0,1,0,1,0,3,1,1,5,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,5,7,0,4,1,9,0,0,0,0,0,0,5,0,0,3,0,0,4,0,0,1,1,1778,5,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,927,unknown,,,FALSE,"which are the ingredients commonly used, there are other very fine ones which care and lkill may prepare. Very fine red may be made from gold, and one not much inferior to that from iron; a very fine green from brass or copper; a iky colour from silver, and a"
0584300101_000153,"The spectator, with illustrative notes. To which are prefixed the lives of the authors: comprehending Joseph Addison, Sir Richard Steele, Thomas Parnell, John Hughes, Eustace Budgel, Lawrence Eusden, Thomas Tickell, Alexander Pope. With critical remarks on their respective writings. A new edition. By Robert Bisset, L.L.D. Author Of The Life Of Burke, &c. &c.",,79,0,0,0,2,1,0,1,2,1,1,0,0,2,0,0,0,0,2,4,0,0,0,1,0,1,10,0,1,0,0,14,5,0,1,2,0,2,0,0,4,0,2,0,2,3,0,8,0,0,0,4,3,0,1799,1,8,"London : printed and published by Geo. Cawthorn, British Library, NO. 132, Strand; sold also by Messrs. Richardson, Royal-Exchange; W. West, and J. Wallis, Paternoster-Row; J. Hatchard and J. Wright, Piccadilly; and P. Hill, Edinburgh, 1799.",London,494,unknown,,,FALSE,"now no longer an absurdity; when it was impossible for a hero in a desert, or a princess in her closet, to speak anything unaccompanied with musical instruments . But however this Italian method of ating in recita tivoi might appear' at first hearing , I cannot but think., it"
0056600300_000084,"Essays on philosophical subjects. By the late Adam Smith, LL. D. Fellow of the Royal Societies of London and Edinburgh, &c. &c. To which is prefixed, An account of the life and writings of the author; by Dugald Stewart, F. R. S. E.",Adam Smith,84,2,0,5,1,1,0,0,2,3,0,2,5,3,0,0,0,1,4,0,2,0,0,3,0,5,0,0,0,4,0,12,0,0,8,1,1,0,2,0,0,0,0,0,2,8,5,0,0,0,1,0,1,0,1795,1,1,"Dublin : printed for Messrs. Wogan, Byrne, J. Moore, Colbert, Rice W. Jones, Porter, and Folingsby, 1795.",Dublin,445,male,1723,1790,TRUE,"part of the merit of those compositions . Without any imitation , instrumental Music can produce very considerable effects ; tiiough its powers over the heart and affections are, no doubt, much inferior to those or vocal Music , it has, however, considerable powers ; by the sweetness of its"
0013904300_000172,A dictionary of music. Translated from the French of Mons. J. J. Rousseau. By William Waring.,Jean-Jacques Rousseau,67,0,0,0,0,0,0,0,3,0,4,1,0,1,0,2,0,0,4,0,0,0,0,0,0,5,0,0,0,0,2,10,2,0,5,0,0,0,1,0,0,0,3,0,0,4,6,1,0,2,2,4,5,0,1775,1,1,"London : printed for J. French, No. 47, opposite Hatton-Garden, Holborn, [1775?].",London,470,male,1712,1778,TRUE,"degree to arrive at the natural concord of the note of the bass, which las born the suspension. III Every suspension cyphered ought to be saved in descending, except the tingle sensible note, which is tlaved in rising. By the method of these precautions there is no suspension but what"
0901300101_000053,Eloisa: or a series of original letters collected and published by J.J. Rousseau. Translated from the French. ...,Jean-Jacques Rousseau,89,0,0,1,5,4,0,0,1,3,0,0,0,6,0,1,0,1,7,0,1,0,0,4,2,0,3,0,0,1,0,13,2,0,0,2,3,1,8,0,2,0,1,0,1,3,1,3,0,0,0,7,2,0,1769,1,4,"London : printed for T. Becket and P. A. De Hondt, 1769.",London,355,male,1712,1778,TRUE,"How entirely your worthy brother was in the right! and in what unaccountable ignorance have I lived, concerning the productions of that charming art ! It gave me but little pleasure, and therefore I thought it naturally impotent. Music , I said, is a vain sound , that only flatters"
0452900700_000011,"Under the direction of His Grace the Duke of Leeds. Concert of Antient Music, Wednesday, February 7, 1798.",Concerts of Antient Music,94,0,4,0,3,0,2,20,0,0,10,4,0,0,0,4,13,0,0,1,2,2,0,0,0,0,0,0,1,0,0,2,0,3,0,0,4,0,3,1,3,0,0,0,10,0,0,0,1,0,1,0,0,0,1798,1,1,"[London : s.n., 1798].",London,191,unknown,,,FALSE,"Nice: Che un' altra ingannatrice E' facile a trovar. CHORUS . (BELSA ZZAR.) Handel . See from his post EUPHRATES flies, The stream withdraws its guardian wave, Fenceless the queen of cities lies. ( 11) SEMI chorus . Why, faithless river, dolt thou leave Thy charge to hostile arms a"
0797500102_000815,"An universal history of arts and sciences: ... The whole extracted from the best authors in all languages, ... By ... Dennis De Coetlogon, ...","De Coetlogon, Dennis",96,2,0,0,2,3,0,5,1,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,10,0,0,10,0,3,1,0,0,0,0,3,0,1,4,1,1,0,1,9,21,7,0,1745,2,2,"London : printed and sold by John Hart, 1745.",London,1346,unknown,,,FALSE,"principal Parts , there is, in a Concert , what we call Chorus , which is, when at certain Periods of a Song , the whole Company are to join the Singer, in repeating certain Couplets or Verses. The Word Choro, or Chorus , is often met with, in itead"
0013905200_000048,"A new musical grammar, and dictionary: or, a general introduction to the whole art of musick. In four books. Teaching, I. The Rudiments of Tones, Diatonick, and Semitonick; according to the Gamut. - With Rules for Tuning the Voice, and Beating of Time; the Nature of Keys, and Transposition; and of all other Characters used in Musick. II. Containing such plain and easy Directions as are necessary for Tuning, and Playing on, the Organ, Harpsichord, Bass Viol, Violin, Hautboy, Flute, Bassoon, &c. - With Songs and Lessons in great Variety; in 2, 3, and 4 Parts. - With Rules for Tuning of Bells, and Pricking of Chime-Barrels, &c. And the Structure of an Organ considered, in all its curious Branches: And a Feeling Scale of Musick for such as are blind. III. The Theory of Sound, from its Natural Causes: Or, A Philosophical, and Mathematical Dissertation thereon; in a concise and easy Method, &c. Together with the Principles of Practical Musick: Or, the most Authentick Rules of Composition, either in 2, 3, 4, 5, 6, 7, or 8 Musical Parts: Shewing the Allowed Passages of all Concords, and Discords; and the Contrivance of Fuge, or Canon, in great Variety. IV. The Musicians Historical, and Technical Dictionary; explicating above 550 of the most useful Terms that generally occur in Musick; as they are taken from the Greek, French, Latin, and Italian Writers. With an Account of Instruments, and their Inventors, &c. The Whole is extracted from the best Authors, both Ancient, and Modern; and methodically digested to every Capacity. - With a Preface prefactory; and a Table to the Whole. This Book the Grounds of Musick doth contain, The Organ, Hantboy, Viol, and Flute explain: How Bells are Tun'd; and how the Chimes do play; And cheerful Songs, to drive dull Cares away, &c The third edition, with large additions. By William Tans'ur, Senior, Musico-Theorico.",William Tans'ur,80,0,0,2,6,2,0,2,0,2,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,4,0,0,1,0,0,3,0,0,8,1,2,2,0,0,1,0,6,1,3,9,8,1,1,0,3,4,2,0,1756,1,1,"London : printed by Robert Brown, for James Hodges, near London-Bridge. Also, sold by the author; and by his son, late Chorister of Trinity-College, Cambridge, [1756].",London,188,male,1699,1783,FALSE,"the Score itself. pfaffonato pafionately, moving, and affecing. Pafepied a very brick lively Air . pa/ioral a soft Air , sung like Shepherds, c. Pavin a very grave Spanisf Dance. pau/e a Rest, or Note of Silence. Pedals keys of Organs, played by the Feet. Per by. Per ogni Tempo"
1016800103_000198,"A general history of music, from the earliest ages to the present period. To which is prefixed, A dissertation on the music of the ancients. By Charles Burney, Mus.D. F.R.S. ...",Charles Burney,49,1,0,0,3,3,0,0,1,6,1,2,0,1,3,0,0,0,1,0,1,0,0,0,0,2,1,0,2,0,0,6,0,0,1,0,1,0,0,0,2,0,0,1,0,0,2,0,0,5,1,1,0,1,1776,3,4,"London : printed for the author: and sold by T. Becket, Strand; J. Robson, New Bond-Street; and G. Robinson, Paternoster-Row, MDCCLXXVI. [1776]-89.",London,679,male,1726,1814,TRUE,""" art and admirers of his talents, for which lie often received ""three, four, and frve guineas. And so great were his encourage"" ""514 515 "" ment and profits in this species of traffic, that he printed four several books of Ayresjfr the Fiolin, in the same form and size."""
1081100901_000078,"Apollo's cabinet: or the muses delight. An accurate collection of English and Italian songs, cantatas and duetts, set to music for the harpsichord, violin, German-Flute, &c. With twelve duettos for two French horns, composed by Mr. Charles. And instructions for the voice, violin, Harpsichord or Spinet, German-Flute, Common-Flute, Hautboy, French-Horn, Basson, and Bass-Violin. Also, a compleat musical dictionary, and several hundred English, Irish and Scots songs, without the music. ...",,73,0,0,0,4,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,3,0,1,10,6,1,10,0,0,0,0,0,1,0,0,0,2,2,3,0,1,1,0,2,16,0,1757,1,2,"Liverpool : printed by John Sadler, in Harrington-Street, M.DCC.LVII. [1757].",Liverpool,353,unknown,,,FALSE,"c. OBOE, or OBOY, is a Hautboy, or Hoboy. OCTAVA, or OTTAVA, an oave; a term in music , otherwise called an eighth or an interval of eight sounds . OMNES, all; of much the same use and signification in music as the word Tutti. OCTAVINA, a kind of small"
1737800104_000096,"A general history of the science and practice of music, by Sir John Hawkins. In five volumes.",John Hawkins,63,0,1,0,6,2,2,0,4,5,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,4,6,4,5,0,4,0,0,0,1,0,0,1,0,1,6,0,0,3,0,0,0,0,1776,4,5,"London : printed for T. Payne and Son, at the Mews-Gate, MDCCLXXVI. [1776].",London,550,male,1719,1789,FALSE,"in sallies of original wit, and told a story with admirable humour. There are the particulars of his life and general character, it now remains to speak of him as a musician. At the time when Lully was placed at the head of the little band * of violins ,"
0541500702_000007,"A comparative view of the state and faculties of man with those of the animal world. By John Gregory, M.D. F.R.S. Professor of Medicine in the University of Edinburgh, and First Physician to His Majesty in Scotland. In two volumes. ...",John Gregory,76,2,0,0,5,1,0,0,4,8,0,0,0,4,4,0,0,0,5,0,1,0,0,0,1,3,0,0,2,1,0,11,0,0,5,3,3,0,0,0,0,0,0,0,1,1,5,1,0,0,2,2,1,0,1774,2,2,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXIV. [1774].",London,212,male,1724,1773,FALSE,"too of rural life, and the variety of images with which it fills the imagination, have as beneficial an influence upon Genius, as they have upon the dispositions of the heart. The country, and particularly the paitoral countrie, are the favourite.receffes of Poetry and Music . THE introduetion of harmony"
0730700200_000027,"An account of the musical performances in Westminster-Abbey, and the Pantheon, May 26th, 27th, 29th; and June the 3d, and 5th, 1784. In commemoration of Handel. By Charles Burney, Mus. D. F. R. S.",Charles Burney,52,0,0,0,0,2,1,0,3,2,1,0,0,0,5,1,7,0,1,1,0,0,0,1,0,1,0,0,2,0,0,6,2,2,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1785,1,1,"London : printed for the benefit of the Musical Fund; and sold by T. Payne and Son, at the Meuse-Gate; and G. Robinson, Pater-Noster-Row, MDCCLXXXV. [1785].",London,240,male,1726,1814,TRUE,"to the king of Prussia on the German flute, in his own Life, written by himself, speaking of the state of Music in England when he was there, 1727, says, that the greatest performer then on the harpsichord and organ in London, was HANDEL ; on the violin , Geminiani;"
0622301101_000044,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,76,0,1,1,3,2,0,0,1,1,0,0,0,9,0,1,0,1,1,1,1,0,0,2,2,0,5,0,1,2,0,10,2,0,1,3,2,0,3,0,2,0,3,0,2,4,1,1,0,0,0,5,2,0,1761,1,4,"Dublin : printed for James Hunter, 1761.",Dublin,248,male,1712,1778,TRUE,"imitated the operas which were then then quite common in Italy, we have beheld them, thirty or forty years behind us, copying, mutilating and spoiling our ancient compositions , just as other nations do by their fashions. Whenever they boast of their chansons, they pronounce their own condemnation; for if"
0823500100_000032,An essay towards a rational system of music. By John Holden. Entered in Stationers-Hall.,"Holden, John           18th cent           18th cent",88,1,0,0,3,0,0,0,0,1,0,1,0,7,0,1,0,0,2,0,0,0,0,0,0,3,1,0,7,0,11,8,3,0,10,0,8,0,0,0,1,0,2,1,1,1,8,0,0,2,0,0,5,0,1770,1,1,"Glasgow : printed for the author. London: sold by R. Baldwin, in Pater-Noster-Row, MDCCLXX. [1770].",Glasgow,166,unknown,,,FALSE,"Lento, flow. A movementc nearly tle same as Largo. .8a, but. , ia/1?/ofo, or .a/l/n/cfo, majestic. A slow movement , with a bold and cmiphatical manner . jalen, or a/leno, ie s. As n,,,, iji/', ices strong, or not so loud; 7menn' ali, ro, lejs gry. mezzo, half. As tc;"
0452900800_000003,"Under the direction of the Earl of Chesterfield. Concert of Antient Music, Wednesday, February 13, 1799.",Concerts of Antient Music,97,0,6,0,4,0,0,17,0,0,2,5,0,0,0,4,15,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,9,0,1,1,14,6,0,0,2,0,0,0,0,0,1799,1,1,"[London : s.n., 1799].",London,171,unknown,,,FALSE,"nations tremble at the dreadful sound , Heaven thunders, tempests roar, and groans the ground. Da Capo. XND 1 THZ SCOWD ONCXT. (No. 3.) UNDER THE DIRECTION OF Lord GREY DE WILTON. Concert of ancient m itte, FRIDAY, MARCH 1, 1799 ACT I. OVERTURE and CHORUS . () e (Saul.)"
0013904300_000078,A dictionary of music. Translated from the French of Mons. J. J. Rousseau. By William Waring.,Jean-Jacques Rousseau,64,1,0,1,6,1,0,0,2,2,0,0,1,0,8,1,0,0,3,1,1,0,0,2,0,1,0,0,1,0,3,1,2,0,12,0,0,0,0,1,0,0,1,0,0,2,1,6,0,0,0,1,1,1,1775,1,1,"London : printed for J. French, No. 47, opposite Hatton-Garden, Holborn, [1775?].",London,470,male,1712,1778,TRUE,"a semi tone and it is then called superfluous fourth, or triton, because its interval has three full tones : it has only two tones , that is, one tone , and two semi tones in the diminished fourth; but this last interval is banished from the harmony , and"
0111601300_000025,A comparative view of the state and faculties of man with those of the animal world.,John Gregory,73,0,0,0,2,2,0,0,2,2,0,1,2,6,0,0,1,0,4,1,1,0,0,0,0,2,1,0,2,1,1,22,0,0,2,4,3,0,1,0,0,0,0,0,4,1,1,0,0,0,3,1,0,0,1768,1,1,"Dublin : printed for W. Sleater, D. Chamberlain, J. Potts, J. Williams and W. Colles, MDCCLXVIII. [1768].",Dublin,258,male,1724,1773,FALSE,"superior to any cf tli! ( 47) the kind we have yet heard ; though' by the delicacy of the airs in his slow movements , he displays a Genius capable of fllining in a very superior style of Music . T THOU'GI Music , considered in its use iful"
1081100901_000072,"Apollo's cabinet: or the muses delight. An accurate collection of English and Italian songs, cantatas and duetts, set to music for the harpsichord, violin, German-Flute, &c. With twelve duettos for two French horns, composed by Mr. Charles. And instructions for the voice, violin, Harpsichord or Spinet, German-Flute, Common-Flute, Hautboy, French-Horn, Basson, and Bass-Violin. Also, a compleat musical dictionary, and several hundred English, Irish and Scots songs, without the music. ...",,83,0,0,2,4,0,0,4,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,1,4,9,0,0,5,0,4,0,0,0,0,0,4,0,4,3,8,2,0,7,0,0,11,0,1757,1,2,"Liverpool : printed by John Sadler, in Harrington-Street, M.DCC.LVII. [1757].",Liverpool,353,unknown,,,FALSE,"Vil'ra, a finiall tenor or Viol. ALTO cio, a linmll tenor Violin . ALTO coeartanrc, the tenor of the little chorus , or the tenor that sings or playa throughout. G g 2 AL . ^ C A .r 3 t ; 3 6],, _?."" "" r A ALTO Ripiano,"
0607900400_000050,"The present state of music in France and Italy: or, the journal of a tour through those countries, undertaken to collect materials for a general history of music. By Charles Burney, Mus. D.",Charles Burney,56,4,0,0,0,2,0,0,4,3,1,0,0,2,0,0,0,1,0,0,3,0,0,2,0,4,1,0,0,1,0,2,1,0,1,1,4,1,0,0,3,0,1,0,2,0,4,2,0,1,1,3,0,1,1771,1,1,"London : printed for T. Becket and Co. in the Strand, MDCCLXXI. [1771].",London,413,male,1726,1814,TRUE,"accomplishment;  btt being left by his father with only a frihll fortune, which was soon dissipated,  he was forced to make it his profefioon. - ihe was but seventeen when he compofed'hki"" first opera at Vienna. I have often^ re ceived great pleasure from his compositions ; he"
0937500300_000042,"Essays. On poetry and music, as they affect the Mind. On laughter, and Ludicrous Composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,73,3,0,2,0,3,1,0,1,0,0,0,1,1,0,0,1,0,0,2,2,1,0,0,0,2,0,0,0,0,0,6,0,0,2,0,4,1,1,0,0,0,3,0,8,4,0,2,0,1,2,7,12,0,1776,1,1,"Edinburgh : printed for William Creech, Edinburgh; and for E. & C. Dilly, London, MDCCLXXVI. [1776].",Edinburgh,566,male,1735,1803,FALSE,"to me to consult their own honour as little as the rational entertainnent of others. For what is there to elevate the mind of that composer , who condemns himself to set music to insipid doggerel? handel's genius never soared to heaven , till it caught strength and fire from"
1112600400_000004,"Concerts of antient music, under the patronage of Their Majesties; as performed at the New Room, King's Theatre, Haymarket. 1797.",Concerts of Antient Music,96,1,4,0,3,0,0,16,0,0,2,2,0,0,0,0,19,2,1,1,0,4,3,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,2,5,7,0,4,0,12,1,0,0,0,0,0,1,1,0,1797,1,1,"London : printed for W. Lee, by Sampson Low, Berwick Street, [1797].",London,130,unknown,,,FALSE,"d'atnor, E di contento. RECIT . Mr. SALE. (JOSHUA.) Handel : THUS far our cause is favour d by the Lord; Advance, purfue jehovah is the word . RECIT . dccomp. Mr. N1ELD. O THOU bright orb. great ruler of the day! Stop thy swift course, and over Gideon slay."
1775600200_000010,"An essay on musical expression. By Charles Avison, ...",Charles Avison,74,0,0,1,4,9,0,3,3,8,0,0,0,5,2,0,0,0,5,0,1,0,0,1,0,2,0,1,3,0,2,10,0,0,1,1,4,0,1,0,0,0,0,2,0,1,1,0,0,0,0,2,1,0,1752,1,1,"London : printed for C. Davis, 1752.",London,145,male,1709,1770,FALSE,"the ancient Greeks, cor whether it was actually capable of producing those wonderful Effeats related of it, we cannot absolutely determine; feeing all the Uses of their enharmonic Scale are totally lost; and of their musical Characers, which should have conveyed to us their Art , no Traces anywhere to"
1269900700_000073,The complete dictionary of music. Consisting of a copious explanation of all words necessary to a true knowledge and understanding of music. Translated from the original French of Mons. J. J. Rousseau. By William Waring.,Jean-Jacques Rousseau,73,1,0,2,2,0,0,0,2,0,0,0,1,10,0,0,0,0,6,1,0,0,0,0,2,1,1,0,1,4,3,3,0,0,8,2,0,0,1,0,1,0,2,0,0,6,5,3,1,1,0,1,2,0,1779,1,1,"London : printed for J. French, No. 47, opposite Hatton-Garden, Holborn; and Fielding and Walker, Pater-Noster Row, [1779].",London,474,male,1712,1778,TRUE,"and thus unites the phrases in the air , as ideas are united in a discourse. Harmony , examined in this manner , furnishes the composer with variety in expression , which escapes him when he seeks for expression in one harmony alone; for then, instead of animating the accent,"
0871500800_000053,"Thoughts, in prose and verse, started, in his walks. By John Hope.","Hope, John",57,1,0,2,0,0,0,1,1,0,3,0,0,2,0,0,0,0,0,2,3,0,0,0,0,4,0,0,1,0,2,11,1,0,0,0,3,1,0,0,0,0,1,4,2,1,2,3,0,5,0,1,0,0,1780,1,1,"Stockton : printed by R. Christopher: and sold at London by W. Goldsmith, Pater-Noster-Row ; Richardson and Urquhart, Royal Exchange ; John Donaldson, No. 188, Strand ; and T. Durham, Charing Cross, 1780.",Stockton-on-Tees,364,male,1739,1785,FALSE,"it away before them like so many stage dancers. it is highly impolite for such a small number to take up the Music , and the whole floor of a Room, from the refc of the company; and let them dance ever so well (which to them, perhaps, may appear"
0062600900_000016,"A musical dictionary: containing a full explanation of all the terms made use of in the historical, theoretical, and practical parts of music: Also Explanations of the Doctrines of Ancient Music, and Mathematical and Philosophical Inquiries into the Nature of Sound with regard to Intervals, Concords, and Discords: Together with A full Description of all the various Kinds of Musical Instruments (not contained in any other Dictionary). The whole carefully abstracted from the best Authors in the Greek, Latin, Italian, French, and English Languages, By James Grassineau, Gent. A New Edition, to which is added An Appendix, selected from the Dictionnaire de Musique of M. Rousseau: Containing All the New Improvements in Music since the first Publication of this Dictionary.","Grassineau, James",82,1,0,3,3,4,0,0,2,5,2,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,3,0,0,11,0,0,13,0,1,0,0,0,0,0,2,0,3,2,2,6,0,1,0,3,5,0,1769,1,1,"London : printed for J. Robson, Bookseller, at the Feathers in New Bond Street, MDCCLXIX. [1769].",London,379,male,1715,1769,FALSE,"this the Italians call Ceda, it serves only to cnd the piece, which, without it, might be carried on to infinity. cod A, in ancient compositions is when one part continues on a Iound which is it's cadence, while the others proceed to modulate for 4, 5, 6, -8, or"
0643700400_000309,"The new annual register, or general repository of history, politics, and literature, for the year 1785. To which is prefixed, a short review of the state of knowledge, literature, and taste, in this country, from the accession of Henry the Fourth, to the accession of Henry the Seventh.",,50,3,1,0,1,0,0,0,2,5,0,2,0,0,1,0,4,0,0,3,3,0,0,0,0,0,2,0,2,0,1,2,1,0,2,0,2,2,0,0,0,0,0,0,1,2,5,0,0,1,1,1,0,0,1786,1,1,"London : printed for G.G.J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,786,unknown,,,FALSE,"any ty, pleasing . This Handel aa i ino ample and superior manner ; being possessed, in his middle age and full vigour, of every refinement and perfecion of his time : uniting the depth and. elaborate contrivance of his own country, with Italian elegance and facility; as he seems,"
1690800107_000154,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),51,1,0,0,3,0,1,0,2,1,0,0,2,1,0,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,7,3,1,1,4,0,1,1,0,0,2,0,1,1,3,0,2,0,1,1,0,4,1,0,1785,7,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,512,unknown,,,FALSE,"repetition of the subject in the accompaniment , has a pleating effeot: the movement upon the whole is not to coherent as we would with; a few flraggling thoughts oub trude themselves, and not without the evidence that they are out of place; yet there are not beauties wanting to"
1694000500_000064,"An essay on practical musical composition, according to the nature of that science and the principles of the greatest musical authors. By Augustus Frederic Christopher Kollmann, organist of His Majesty's German Chapel at St. James.",Augustus Frederic Christopher Kollmann,71,0,0,0,0,0,0,0,5,1,1,1,3,0,0,3,0,0,5,0,1,0,0,0,0,25,0,0,0,0,1,4,1,0,3,0,3,0,1,0,0,0,0,2,1,0,0,0,0,7,2,0,0,1,1799,1,1,"London : Printed for the author, (Friary, St. James's palace,) and to be had of him; at Mr. Dale's, No. 19, Cornhill, and No. 132, Oxford Street;-at Messrs. Longman, Clementi, and Co. No. 26, Cheapside;-at Mr. Smart's, the corner of Argyll Street, Oxford Street; and at the other principal music shops; also at Mr. Low's, No. 7, Berwick Street, Soho, M,DCC,XCIX. [1799].",London,197,male,1756,1829,FALSE,"as well as the nature and qualities of the Pieces to be composed , cannot enable a Composer to write for every instrument passages that are particularly adapted to it, (that is to say, passages which show the powers and qualities of an instrument to advantage, and yet are not"
