PassageID,Title,Author,Total termFreq,termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0297100100_000168,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,62,1,1,0,2,1,1,1,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,2,1,1,0,0,5,4,7,1,0,0,1,0,0,3,2,1,0,1,5,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,"Substance or Attribute; because, when taken separately, they signify nothing at all. If it be asked, What sorts of words are most, and what least, .necessary; the following answer may be collected from what has been evinced in the course of this long investigation. The Noun, Pronoun, Verb, Participle, adjeetive,"
0297100100_000188,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,54,3,2,0,3,2,1,0,0,0,0,2,0,2,1,0,1,1,0,1,2,0,0,1,0,5,0,1,0,0,2,1,0,0,1,1,2,0,0,0,1,0,0,0,1,0,3,0,0,1,2,0,0,0,2,0,1,1,3,3,1,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,"and of elevated minds , display, both in your countenance "" and voice, the eloquence which your fubjeet inspires. Be diftina and grave in your. "" manners ; let your carriage be firm and graceful; and abstain from all mean and low "" expressions. Somejongleurs find fault with everything, but"
1766800201_000165,"The works of Sir William Temple, Bart. in two volumes. ... To which is prefix'd Some account of the life and writings of the author.","Sir William Temple, 1st Baronet",70,0,1,0,1,2,0,1,0,0,0,4,0,2,1,0,0,1,1,2,0,0,0,1,0,2,3,0,2,0,1,0,3,2,4,0,0,1,0,5,10,0,5,0,0,0,1,0,0,0,0,4,1,1,0,0,3,1,4,0,0,1720,1,2,"London : printed for A. Churchill, T. Goodwin, J. Knapton, R. Smith, B. Tooke, J. Round, J. Tonson, O. Lloyd, W. Meres, T. Woodward and F. Clay, 1720.",London,479,male,1628,1699,FALSE,"TRUE and general End was but the Help of Memory, in preserving that of Words and of a&tions, which would otherwise have been lost, and soon vanith away, with the transitory Passage of humane Breath and Life . Before the Discourses and Disputes of Philosophers began to busy or amuse"
0894700200_000015,"Letters from a father to his son, on various topics, relative to literature and the conduct of life. Written in the years 1792 and 1793, by J. Aikin, M.D.",John Aikin,55,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,2,3,2,3,2,0,0,1,0,5,5,0,0,0,2,0,1,0,0,1,5,3,1,1,1,0,0,1,2,0,0,0,0,2,0,0,1795,1,1,"Dublin : printed by Robert Marchbank, for John Millken, 32, Grafton-Street, 1795.",Dublin,259,male,1747,1822,FALSE,"the conceits and quaintnefles in the dialogue of some of the Italian pastoral diamas, by violating congruity, offend against TRUE taste . Yet, in fact, to refine the language of shepherds from all admixture of grossness, and to decorate it with the simpler graces of sweetness and purity, is almost"
0733301000_000005,"A plan for the conduct of female education, in boarding schools. By Erasmus Darwin, M. D. F. R. S. Author of Zoonomia, and of the Botanic Garden.",Erasmus Darwin,78,1,0,0,1,6,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,8,1,2,1,1,1,2,1,1,1,0,11,1,2,0,0,0,0,0,0,7,0,3,0,1,1,0,1,0,0,0,0,0,5,0,0,11,1797,1,1,"Derby : printed by J. Drewry; for J. Johnson, St. Paul's Church-Yard, London, 1797.",Derby,128,male,1731,1802,TRUE,"which that art possesses, besides the delineation of visible objects in rest or in action. These emblems however are not to be so easily acquired by descriptions alone, nor so easily remembered by young pupils; as when prints of antique statues, or medallions, or when cameos, or impressions of antique"
0831400101_000059,"The observer: being a collection of moral, literary and familiar essays. By Richard Cumberland, Esq. The fifth edition, newly arranged. To which is added, an entire translation of ... The clouds. In six volumes. ...",Richard Cumberland,81,0,2,0,1,6,5,1,2,0,0,1,0,0,0,2,0,0,1,0,1,1,1,0,2,1,0,1,0,1,3,2,1,2,10,6,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,6,0,6,1,0,0,1,2,1,6,1798,1,6,"London : printed for C. Dilly, 1798.",London,311,male,1732,1811,TRUE,"with a tragical cata firophe; to fubjets of this sort perhaps the epistolary mode of writing may be best adapted, at least it seems to give a more natural Scope to pathetic descriptions; but there can be no doubt that fables replete with humorous situations, charateriftic dialogue, and busy plot,"
1133400301_000113,"Essays moral and literary. By Vicesimus Knox, M.A. A new edition. In two volumes. ...",Vicesimus Knox,64,0,4,0,0,6,0,0,1,3,0,0,0,4,0,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,2,5,0,1,0,0,1,1,0,2,1,0,1,0,7,1,1,2,0,0,1,1,1,4,1,0,0,2,1,1,3,1786,1,2,"Dublin : printed for R. Marchbank, 1786.",Dublin,368,male,1752,1821,TRUE,"shall think myself usefully employed in attempting to point out a few methods which may contribute to excite it. The flint mull be struck in a proper manner , and with proper materials, before the latent lpark can be elicited. Instead of exercising the understanding only at a very early"
0937500300_000011,"Essays. On poetry and music, as they affect the Mind. On laughter, and Ludicrous Composition. On the utility of classical learning. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,59,1,2,0,3,2,1,1,0,1,1,4,1,2,0,1,0,1,1,0,0,1,1,0,0,1,0,2,0,1,3,2,0,0,6,0,1,0,1,1,3,4,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,3,0,0,0,1776,1,1,"Edinburgh : printed for William Creech, Edinburgh; and for E. & C. Dilly, London, MDCCLXXVI. [1776].",Edinburgh,566,male,1735,1803,FALSE,"won"" "" (as Horace calls them) which were believed in the heroic ages ; as well as the demons and enchantments of Tafio, which may be supposed to have obtained no small degree of credit among the Italians of the sixteenth century, and are suitable enough to the notions that"
0326900500_000001,The old English baron: a gothic story.,Clara Reeve,59,0,0,0,1,1,1,3,0,1,0,0,0,0,0,3,0,1,2,0,0,1,1,0,0,0,2,1,0,2,4,1,2,1,2,2,0,1,0,0,1,2,1,1,0,1,5,0,0,0,1,7,0,0,1,0,0,4,1,1,0,1789,1,1,"London : printed for Charles Dilly in the Poultry, M,DCC,LXXXIX. [1789].",London,276,female,1729,1807,TRUE,"i c ~?11s OFL ·., ~ ~ C FR ONTI'PIE C E. v me an cderaesd' mle, northeast n'~ ar. and (d lr c J, at'e' /tlazta~ as k It' -- -. Aaye 93 THE OLD ENGLISH BARON: A GOTHIC STORY . THE FOURTH EDITION. ^.^ L 7 \. LONDON:."
1044800200_000006,"The reflector: representing human affairs, as they are; and may be improved.","Shaw, Peter",73,0,1,0,1,1,0,2,0,0,0,3,1,0,0,0,0,2,2,0,0,1,0,1,0,2,1,0,1,0,2,0,2,10,4,0,2,1,1,2,1,0,1,0,2,0,7,0,0,0,0,0,0,0,0,0,6,4,8,1,0,1750,1,1,"London : printed for T. Longman, in Pater-Noster-Row, MDCCL. [1750].",London,394,male,1694,1763,FALSE,"they are; with all their Virtues and Vices, Follies and Absurdities about them; and the Ways be shown, of correcting our Errors and Frailties, o as to make Virtue and Beneficence predominate over Vice Vice and Mischief; enable the Good to check the Bad, and thus prepare the Way for"
1128700103_000087,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,63,0,1,0,1,0,3,0,0,1,2,0,0,3,0,1,0,0,3,0,2,3,0,0,0,3,0,0,1,0,2,1,1,3,5,0,0,0,4,2,3,0,0,2,1,0,0,1,1,5,1,0,0,0,1,0,1,1,1,2,1,1783,3,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert, Walker, Exshaw, White, Beatty, Burton, Byrne, Parker, and Cash, M,DCC,LXXXIII. [1783].",Dublin,426,male,1718,1800,TRUE,"and comic in one piece , we are every now and then interrupted by unnatural thoughts , harsh expressions, a certain obscure bombast, and a play upon words, which he is fond of pursuing: and these interruptions to our pleasure too frequently occur, on occasions, when we would least with"
0137000402_000177,"M. Fabius Quinctilianus his Institutes of eloquence: or, the art of speaking in public, ... Translated into English, ... with notes, critical and explanatory, by William Guthrie, Esq; in two volumes. ...",Quintilian,62,0,1,0,4,0,2,0,0,0,1,0,0,1,0,1,0,2,1,1,0,0,0,1,0,2,3,0,3,0,8,0,0,1,1,3,2,0,1,0,1,0,0,2,2,1,2,0,1,2,1,1,2,1,0,0,0,3,4,0,0,1756,2,2,"London : printed for T. Waller, 1756.",London,587,male,35,96,FALSE,"to have availed himself. We Should then have an Opportunity to admire the creative Wonders of his Genius ; and how his Touch can convert into Gold that which was Brass, Copper, nay, Lead, in the Hands of others. We should then be enabled to diltinguish between what is Sense,"
0182401100_000037,"The life of Tobias Smollett, M.D. with critical observations on his works. By Robert Anderson, M. D.","Anderson, Robert",65,3,0,0,2,0,6,0,0,1,0,0,0,0,0,1,4,1,2,1,1,3,0,1,0,0,3,0,0,1,2,2,1,5,3,2,0,1,2,0,0,2,0,0,0,2,4,0,2,0,0,0,0,0,2,0,4,1,0,0,0,1800,1,1,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,116,male,1750,1830,FALSE,"manner of his master Le Sage; but he has deviated from his model, in representing the hero of the piece , not as an agreeable libertine, but as a profligate adventurer , utterly devoid of principle, and in conducting him through scenes , which, if not altogether unexampled in modern"
0534000124_000273,"The annual register, or a view of the history, politics, and literature, for the year 1781.",,42,1,2,0,1,1,1,1,0,0,2,2,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,2,0,0,0,1,0,1,0,1,1,2,1,0,0,3,0,1,1,0,0,1,3,0,0,1,0,0,0,0,2,0,1782,1,1,"London : printed for J. Dodsley, 1782 [1783].",London,605,unknown,,,FALSE,"this ambition of being compli mceted for beauty, to be an idle and unpardonable levity, totally incenfiflent with her high ilation nd charaaer. As she conquered di nations with her arms, it mat iers not what were the triumphs of her eyes. Of what confe quence.was the complexion of the"
1013200201_000069,"The polite repository; or, amusing companion: a selection of tales, histories, adventures, anecdotes, from the best modern publications. With a variety of originals, Instructive and Entertaining we cull the choicest. ... . Part the First.",,78,0,0,0,7,1,2,1,2,0,0,0,0,1,0,4,1,2,3,0,2,2,0,1,5,2,2,2,0,0,0,1,0,2,6,3,0,0,0,1,0,1,0,0,3,0,1,0,0,0,0,4,0,3,0,0,2,4,0,0,7,1791,1,2,"London : printed for William Lane, at the Minerva. Scadenhall street, 1791-92.",London,586,unknown,,,FALSE,"from a thorough knowledge of the world and the human heart . The language is correct, and the whole story conducted with simplicity, and kept within the limits of probability . YOUNG YOUNG LADIES FRIEND, by Mrs. Rowfon, author of laitoria. Lane. 2 vols. Price 5s.fewed. THIS is a performance"
1282300102_000127,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,70,1,0,0,3,0,1,1,0,1,1,0,0,0,2,5,0,3,3,0,3,3,0,1,0,0,3,0,1,0,1,3,0,2,5,0,0,0,1,0,3,6,0,0,0,2,0,1,1,2,1,1,0,1,0,0,5,0,1,2,0,1793,2,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,464,male,1760,1839,FALSE,"great a trial of the author's profound knowledge of the human heart . No kind of writing has so much power, when happily executed, to raise the firongeft emotions. It is, or ought to be, a mirror in which we behold our feives, and the evils to which we are"
0934100201_000028,"Essays moral and literary. By Vicesimus Knox, M. A. the Sixth Edition. In Two Volumes. ...",Vicesimus Knox,67,0,6,0,0,5,1,0,0,2,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,2,1,1,0,1,3,0,2,3,3,1,0,0,1,0,1,0,0,6,2,2,1,3,2,0,0,1,0,0,0,4,2,1,1,3,1785,1,2,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXV. [1785].",London,373,male,1752,1821,TRUE,"than i.! the ollentation of opulence. A very diltinguiflied and honourable part of his chai:, r.ctr was his utter detellation of deccit. lie abhicrred i. a lie. A circumstance which renders the charge of du piicitv improbable. That he appeared little aflccled i. ith his friend Cicero's misfortunes, is not"
0433000102_000024,"The works of Samuel Johnson, LL.D. A new edition, In twelve volumes. With an essay on his life and genius, by Arthur Murphy, Esq. Volume the First.",Samuel Johnson,60,0,0,0,2,1,3,1,0,0,0,1,1,0,0,0,1,0,5,0,1,2,1,0,1,2,7,2,2,1,3,2,2,0,3,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,4,0,1792,2,12,"London : printed for T. Longman, B. White and Son, B. Law, J. Dodsley, H. Baldwin, J. Robson, J Johnson, C. Dilly, T. Vernor, G. G. J. and J. Robinson, T. Cadell, J. Nichols, R. Baldwin, N. Conant, P. Elmsly, F. and C. Rivington, T. Payne, W. Goldsmith, R. Faulder, Leigh and Sotheby, G. Nicol, J. Murray, A. Strahan, W. Lowndes, T. Evans, W. Bent, S. Hayes, G. and T. Wilkie, T. and J. Egerton, W. Fox, P. M.`queen, Ogilvie and Speale, Darton and Harvey, G. and C. Kearsley, W. Millar, B. C. Collins, and E. Newbery, MDCCXCII. [1792].",London,446,male,1709,1784,TRUE,"yet, thus unafited by interest or paffon, they have past through variations of taste and changes of manners , and, as they devolved from one generation to another, have received new honours at every transmission. But because human judgement , though it be gradually gaining upon certainty, never becomes infallible;"
0735000303_000147,The universal catalogue for the year ...,,61,0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,2,3,0,0,0,0,2,2,0,1,5,3,0,0,1,0,0,2,0,4,1,1,2,1,0,4,1,1,0,2,0,0,2,4,0,2,2,1772,3,3,"London [England] : printed for the proprietors, and sold by J. Bell, near Exeter-change in the Strand, [1772-1774].",London,428,unknown,,,FALSE,"choice is of no consequence tohim -- -' the larger the bottle, the stronger the ather, and moa' efficacious its effets.' -- Considerate creature! jmonthly review. 1299 The EARL f/douglas. Vide article 285 The talents of the celebrated Countess Danois, for this species ofcompofition, are universally known. Her romances ,"
0846100101_000076,"The plays of William Shakspeare. In fifteen volumes. With the corrections and illustrations of various commentators. To which are added, notes by Samuel Johnson and George Steevens. The fourth edition. Revised and augmented (with a glossarial index) by the editor of Dodsley's collection of old plays.",William Shakespeare,60,0,0,0,2,1,3,1,0,0,1,1,1,0,1,0,1,0,6,0,2,1,0,0,1,3,6,0,2,1,0,0,1,0,5,0,0,1,0,0,0,2,0,0,1,1,1,0,2,2,1,1,0,4,0,0,0,1,1,2,0,1793,1,15,"London : printed [by H. Baldwin] for T. Longman, B. Law and Son, C. Dilly, J. Robson, J. Johnson, T. Vernor, G.G.J. and J. Robinson, T. Cadell, J. Murray, R. Baldwin, H. L. Gardner, J. Sewell, J. Nicholls, F. and C. Rivington, W. Goldsmith, T. Payne, Jun. S. Hayes, R. Faulder, W. Lowndes, B. and J. White, G. and T. Wilkie, J. and J. Taylor, Scatcherd and Whitaker, T. and J. Egerton, E. Newbery, J. Barker, J. Edwards, Ogilvy and Speare, J. Cuthell, J. Lackington, J. Deighton, and W. Miller, M.DCC.XCIII. [1793].",London,738,male,1564,1616,TRUE,"agitated, and the whole system of life is continued in motion. In the writings of other poets a characer is too often an individual; in those of Shakespeare it is commonly a species . It is from this wide extension of design that so much inftrution is derived. It is"
0772700401_000036,"Letters on the improvement of the mind. Addressed to a young lady. To which are added, miscellanies in prose and verse. By Mrs. Chapone. The third edition. ...",Hester Chapone,66,1,3,0,0,4,1,0,1,2,1,0,0,0,1,3,0,0,3,0,2,1,1,0,0,1,3,0,0,1,1,5,0,4,2,1,2,0,0,2,0,0,0,0,5,0,1,0,2,2,0,0,1,1,0,0,0,4,1,0,3,1777,1,2,"Dublin : printed for the United Company of Booksellers, M.DCC.LXXVII. [1777].",Dublin,129,female,1727,1801,TRUE,"objects of this itudy ard all the ftipendous : orks' of te Allmiglhty ld!id' that lie within the reach of our observation. In the works of man perfection is aimed at, but it can only be found in thoe of the Creator.. The cont: inplatiori of perfection smult p'rocdce dclight"
0039100500_000055,"Pleasing reflections on life and manners with essays, characters, & poems, moral & entertaining; principally selected from fugitive publications.",,77,0,2,0,1,0,2,1,0,0,2,0,0,0,1,2,0,7,2,0,0,1,2,4,0,0,0,2,2,1,2,1,1,0,5,2,0,1,0,0,0,1,0,0,8,4,2,0,0,0,1,0,0,3,2,0,1,0,2,1,8,1788,1,1,"London : printed for S. Hooper, No. 212 High Holborn 1st: Jany:, 1788.",London,321,unknown,,,FALSE,"ap. plause. Young people generally burden their memories with a great number of dates, names, and events ; and provided they can but repeat what they have heard or read , they are generally esteemed for their knowledge . A young man who finds himself applauded on such occasions, is"
0386000501_000113,"Essays moral and literary. By Vicesimus Knox, M.A.",Vicesimus Knox,69,0,5,0,3,3,0,0,0,2,0,0,0,8,0,4,0,0,2,0,3,0,0,0,0,0,0,1,2,0,2,1,1,3,3,0,1,0,1,2,2,0,0,0,5,0,2,2,0,0,1,1,0,2,2,0,0,2,1,1,1,1784,1,2,"London : printed for Charles Dilly, 1784.",London,372,male,1752,1821,TRUE,"discover how they were capable of producing a tolerable harmony. Yet the seats of Timotheus, though aitonifh Ing, are thought by many not to have been fabulous. He, indeed, who looks into the opera houfe, after reading Dryden's Ode, will be induced, from the vacant countenance and sleepy eye, to"
0341200800_000002,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,60,1,1,0,2,0,3,0,0,0,2,1,0,1,0,2,2,6,0,0,1,1,0,0,0,1,0,0,1,0,6,0,0,0,0,0,1,0,1,1,5,1,1,2,2,1,0,0,0,1,1,0,2,1,1,0,2,4,1,0,1,1780,1,1,"London : printed for J. Collyer, No. 7, in White Lion Row, Islington, sold by J. Dodsley in Pall-Mall, J. Rivington & sons, St. Paul's Church Yard, B. Law, Ave Mary Lane, T. Longman, R. Baldwin, G. Robinson, J. Bew and T. Evans, Pater-Noster Row. MDCCLXXX, [1780].",London,296,male,1730,1788,FALSE,"a. droll fellow, a kind of buffoon. But to those who have perused the Bible with so little sense of its beauties, as to make a sin of this undertaking, I have nothing to say; they musc be void of taste , and to reason with, them would be as"
0312700400_000069,"The flowers of modern history; comprehending, on a new plan, the most remarkable revolutions and events, As well as the most Eminent and Illustrious Characters, of Modern Times; with a view of the Progress of Society and Manners, Arts and Sciences, from the irruption of the Goths and Vandals and other Northern Nations, upon the Roman Empire, to the conclusion of the American war. Designed for the improvement and entertainment of youth. By the Rev. John Adams, A.M.",John Adams,57,1,2,0,1,0,3,0,0,0,1,0,0,7,0,1,0,4,0,0,0,0,1,0,0,1,1,0,1,0,4,1,1,0,1,1,1,0,2,0,0,0,2,1,0,3,2,0,0,1,2,0,3,1,1,0,1,1,2,2,0,1789,1,1,"Dublin : printed by Zacharia Jackson, for Messrs. Grueber and M'allister, NO. 59, Dame-Street, M.DCC.LXXXIX. [1789].",Dublin,325,male,1750,1814,FALSE,"Voltaire, "" but genius belonged to the last."" Had no other man of genius appeared, lie himself would have furnished proof of the falsity of this fiiertion, and in more departments than one. If the Henriade is inferior to the Iliad, it is at least the finest poem of the"
0548200105_000164,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,56,0,3,0,1,0,2,0,0,0,2,0,1,7,0,1,0,3,1,0,0,0,1,1,0,1,1,0,1,0,5,1,0,0,1,1,1,0,1,1,0,0,1,0,0,3,3,0,0,1,2,0,3,1,1,0,0,1,2,1,0,1786,5,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,563,male,1741,1793,FALSE,"extent of his knowledge . ""MUCH has been written in this age ,"" says Voltaire, "" but genius belonged to the last."" Had no other man of genius appeared, he himself would have furnished proof of the falsity of this affettion, and in more departments than one. If the Henriad"
0957800103_000083,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,62,0,1,0,1,0,2,0,0,1,3,0,0,4,0,1,0,0,3,0,2,3,0,0,0,3,0,0,1,0,2,1,1,3,5,0,0,0,2,2,3,0,0,2,1,0,0,1,2,5,1,0,0,0,0,0,1,1,1,2,1,1790,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1790.",London,418,male,1718,1800,TRUE,"is fond of pursuing; and these interruptions to our pleasure too frequently occur, on occasions when we would least wish to meet with them. All these faults, however, Shakespeare redeems, by two of the greateit excellencies which any Tragic Poet can possess; his lively and diversified paintings of character ;"
0894800100_000001,"Belisarius. By M. Marmontel, Member of the French Academy.",Jean-François Marmontel,62,0,0,0,2,1,2,2,0,0,0,0,2,2,0,0,0,2,2,0,2,3,0,0,0,1,0,0,2,0,4,0,2,0,0,2,3,0,3,3,0,0,0,3,1,0,2,0,2,1,0,0,0,2,0,0,0,7,0,4,0,1767,1,1,"London : printed for and sold by P. Vaillant, in the Strand; and by Robinson and Co. in Paternoster Row, MDCCLXVII. [1767].",London,253,male,1723,1799,TRUE,"BELISARIUS . B Y M. MARMONTEL, Member of the French Academy. Non miror, ft quando impetum capit (DEUS) spec tandi 3lagnos Viros colluiffantes cum aliqu cala mitrate. SENECA DE PROVID. THE SECOND EDITION. *1 LON DON: Printed for and Sold by P. VAILLANT, in the Stratd d And by robxnson"
0557200102_000022,"Essays moral and literary. By Vicesimus Knox, ... In three volumes. ...",Vicesimus Knox,72,0,4,0,1,6,0,0,0,3,0,0,0,8,0,1,0,1,1,0,3,0,0,0,0,0,0,1,1,0,2,4,0,3,0,0,1,0,0,2,1,0,1,0,8,0,2,2,0,0,1,1,1,4,1,0,0,2,1,1,4,1793,2,3,"London : printed for Charles Dilly, 1793.",London,500,male,1752,1821,TRUE,"communicating good in an effectual and extensive manner to the world at large? Not to wish for such a condition as this, nor to be thankful for it when it has fallen to ourselves or our children, is a degree of ingratitude disgraceful to humanity . And if it be"
0363400700_000001,"The old English baron: a gothic story. Embellished with eight elegant engravings, from new designs.",Clara Reeve,58,0,0,0,1,1,1,4,0,1,0,0,0,0,0,3,0,1,2,0,1,1,1,0,0,0,2,1,0,2,4,1,2,1,2,2,0,0,0,0,1,2,1,1,0,1,5,0,0,0,1,5,0,0,1,0,0,4,1,1,0,1799,1,1,"London : printed for C. Dilly, In The Poultry, MDCCXCIX. [1799].",London,286,female,1729,1807,TRUE,"Frontiipiecc . < ab Iy - = -- - -- - - - - - --, -, 1/ THB OLD ENGLISH BARON: A GOTHIC STORY . EMBELLISHED WITH EIGHT ELEGANT ENGRAVINGS, FROMI NEW DESIGNS . THE SIXTH EDITION. : ~lonbon: PRINTED FOR. C DILLY, IN THE POULTRY. M DCC XCIS."
0948300101_000015,The plays of William Shakspeare. Volume the first; containing Life...Preface...Farmer's Essay...Tempest. Two Gentlemen of Verona.,William Shakespeare,61,0,0,0,8,1,1,0,2,0,3,1,0,1,1,1,0,1,2,0,2,0,1,2,0,2,1,0,0,0,0,2,0,1,1,1,1,1,0,1,0,1,1,0,4,1,0,0,0,3,0,2,0,1,1,0,0,2,1,6,0,1800,1,12,"London : printed by T. Bensley, Bolt Court, Fleet Street, for Vernor and Hood, Poultry; E. Harding, Pall-Mall; and J. Wright, Piccadilly, 1800.",London,311,male,1564,1616,TRUE,"such an audience was under the necessity of looking round for strange events and fabulous tranfaetions, and that incredibility, by which maturer knowledge is offended, was the chief recommendation of writings , to unskilful curiosity. Our author's plots are generally borrowed from novels ; and it is reasonable to fuppole,"
0373700101_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,51,2,1,0,3,0,2,0,1,2,1,1,0,2,0,1,0,0,1,0,1,1,0,0,0,0,5,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,4,0,3,1,0,2,2,0,1,0,4,0,0,0,0,1777,1,2,"London : printed for J. Coote, No. 14, Red Lion-Street, Clerkenwell, M.DCC.LXXVII. [1777].",London,293,male,1721,1771,TRUE,", <>4h E HE ^ D V E NT U RES O F RODERICK RANDOM. E: genus 3 virtus , nisi cuz re, vilioralga e L HOR In TWO VOLUMES. V OL 1 A, N E W E D I T I 0 N. L ONDO N: Printed for J."
0484400100_000057,Essays on rhetoric: abridged chiefly from Dr. Blair's Lectures on that science.,Hugh Blair,65,1,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,2,2,0,2,0,0,0,3,1,2,0,1,0,3,1,0,2,3,5,0,0,0,0,7,0,2,0,0,0,6,0,0,0,2,0,0,0,0,0,0,2,8,3,0,1787,1,1,"London : [pri]nted for J. Murray, NO 32, Fleet-Street, MDCCLXXXVII. [1787].",London,431,male,1718,1800,TRUE,"Bishop berkcliy's ii': cs aic abiicat and yet perspicuous. 0 6 EPIS EPISTOLARY WRITING . TN epiflolary writing we expea familiarity and ease; and much of its charm depends on its introducing us into some acquaintance with the writer . Its fundamental requisites are nature and fiuplicity, sprightliness and wit."
0514600400_000031,"An essay on the history of civil society. By Adam Ferguson, LL. D. Professor of Moral Philosophy in the University of Edinburgh.",Adam Ferguson,62,0,6,0,1,0,2,0,0,0,1,3,1,4,0,3,2,4,4,1,3,1,0,1,0,0,1,0,1,3,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0,0,0,0,1,0,1,1,0,1789,1,1,"Basil : printed by J. J. Tourneisen, MDCCLXXXIX, [1789].",Basel,434,male,1723,1816,TRUE,"has nothing to offer that is entitled to credit. The Greek fable accordingly conveying a characer of its authors , throw. light on some ages of which no other record remains. The superiority of this people is indeed in no circumstance more evident than in the rain of their fictions"
