PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(ag),termFreq(alexandria),termFreq(ancient),termFreq(build),termFreq(built),termFreq(charact),termFreq(column),termFreq(countri),termFreq(cut),termFreq(egypt),termFreq(egyptian),termFreq(empir),termFreq(emploi),termFreq(figur),termFreq(granit),termFreq(height),termFreq(hieroglyph),termFreq(inhabit),termFreq(king),termFreq(knowledg),termFreq(languag),termFreq(long),termFreq(marbl),termFreq(monument),termFreq(nile),termFreq(peopl),termFreq(pharoah),termFreq(poster),termFreq(pyramid),termFreq(red),termFreq(rock),termFreq(roof),termFreq(ruin),termFreq(sepulchr),termFreq(sphinx),termFreq(stone),termFreq(strabo),termFreq(templ),termFreq(time),termFreq(travel),termFreq(upper),termFreq(variou),termFreq(wall),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1123200112_000045,"The beauties of nature and art displayed, in a tour through the world; containing I. A General Account of all the Countries in the World, remarkable for either Natural or Artificial Curiosities; their Situation, Boundaries, Extent and Divisions; their Rivers, Air, Soil, Chief Cities, &c. II. A particular Account of the most curious natural Productions of each Country, in the Animal, Vegetable, and Fossil Kingdoms; of remarkable Mountains, Caverns, and Volcano's; of Medicinal and other singular Springs; of Cataracts, Whirlpools, &c. III. An Historical Account of the most remarkable Earthquakes, Inundations, Fires, Epidemic Diseases, and other public Calamities, which have, at different times, visited the Inhabitants. IV. Extraordinary Instances of Longevity, Fertility, &c. among the Inhabitants; together with an Account of their most celebrated Inventions, Discoveries, &c. V. Particular Descriptions of the most remarkable Public Buildings, and other singular Productions of Art. VI. Curious Remains of Antiquity; remarkable Laws, Customs, and Traditions of the Inhabitants; together with a Summary View of the most extraordinary Revolutions among them. Illustrated and embellished with copper plates. Vol. I.",,63,1,0,0,1,6,4,0,1,0,1,1,3,0,3,4,0,4,1,0,1,0,0,2,0,1,0,0,0,0,11,0,2,0,0,1,5,3,0,0,1,2,1,1,0,1,1,1763,12,14,"London : printed for J. Payne, at the Feathers, in Pater-Noster-Row, M.DCC.LXIII. [1763]-64.",London,222,unknown,,,FALSE,"deceased might long remain about their refpeaive bodies, not to animate or quicken them, but only as attendants or guardians, unwilling to leave their former habitations: and upon the same account they deposited them in the moult durable buildings , endeavouring thereby, as far as they Were able, to render"
0002700101_000030,"A general history of the world, from the creation to the present time. Including All the Empires, Kingdoms, and States; their Revolutions, Forms of Government, Laws, Religions, Customs and Manners; the Progress of their Learning, Arts, Sciences, Commerce and Trade; Together with Their Chronology, Antiquities, Public Buildings, and Curiosities of Nature and Art. By William Guthrie, Esq; John Gray, Esq; and others eminent in this branch of literature. Volume I.","Gray, John",56,0,0,1,3,0,1,0,2,3,0,4,2,1,0,0,1,2,2,4,0,0,0,1,1,0,3,0,0,0,0,4,1,0,4,0,1,0,4,6,2,1,0,0,2,0,0,1764,1,12,"London : printed for J. Newbery, R. Baldwin, S. Crowder, J. Coote, R. Withy, J. Wilkie, J. Wilson and J. Fell, W. Nicoll, B. Collins, and R. Raikes, MDCCLXIV. [1764].",London,580,male,1724,1811,FALSE,"fitta Egypt is situated between the 4sth and 53 degrees of longi; tion and tudc east from the Azores, and the 23d and 32d degrees of north extent. latitude, being bounded on the south by Ethpia, on the north by the Meediterranean sea, on the east by the Red tea"
0334200601_000051,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government, and Religion; with the descent of Louis IX. at Damietta, extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",63,0,3,0,4,1,6,0,0,0,1,3,5,0,0,0,0,0,2,0,1,1,1,1,6,1,0,0,0,0,12,0,1,0,0,1,1,2,3,0,2,1,2,0,0,2,0,1799,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, 1799.",London,457,male,1750,1788,FALSE,"first seen in France. This caliph, who caused science to flourish, and had the best Greek and Roman m orks translated into Arabic, wishing to know the interior of this aftonilfing edifice, had it opened. Be these opinions as they may, we cannot doubt but the opening of the pyramic"
0114800500_000350,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruins, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To which are added, I. A geographical index, with the Names of Places alphabetically arranged. II. A table of the coins of all nations, and their Value in English Money. III. A chronological table of remarkable events from the creation to the present time. By William Guthrie, Esq. Illustrated with a New and Correct Set of Maps, Engraved by Mr. Kitchin, Geographer. The fourth edition, improved and enlarged; the astronomical part by James Ferguson, F. R. S.",William Guthrie,62,1,0,4,3,2,2,0,2,2,1,9,3,0,1,0,0,3,0,1,1,1,0,1,2,0,4,0,0,0,4,1,2,0,3,0,0,1,0,1,1,0,0,0,1,4,1,1774,1,1,"London : printed for J. Knox, No. 148, near Somerset-House, in the Strand, MDCCLXXIV. [1774].",London,755,male,1708,1770,FALSE,"up all the manuscripts that survived the general conflagration relating to astronomy, medicine, and some useless parts of philosophy, but they had no tate for the Greek arts of architecture, culpture, painting, or poetry, and learning was confined to their own courts and colleges, without ever finding its way back"
0236201000_000191,"Elements of geography, with the principles of natural philosophy, and sketches of general history. Containing I. The figure of the earth, and the Elements of Mechanics and Astronomy. II. The Oeconomy of the Sublunary Works of Creation, Living and Inanimate. Cohesion, Gravity, Magnetism, Electricity, Optics, Phonics, Pneumatics, Meteors, Hydrostatics, &c. the Structure of Fossils, Anatomy of Plants and Animals. III. Picturesque and General Sketches of the different Parts of the Earth, and the varied Appearances and Manners of its Inhabitants, both Man and Brute. With an Account of J. Cook's last Voyage, which, in accounting for the peopling of the remote Parts of the World, may serve the most incredulous as a Cord to bind together all the Nations of the Earth in one great Family, descended from one common Stock. Also, The History of Slavery, ancient and modern. IV. The Rise, Revolutions and Fall of the Principal Empires of the World. In which the Jewish History is, as the most important, most fully entered into; with a particular Account of the Siege and final Destruction of Jerusalem. V. Changes through different Ages in the Manners of Mankind. In which the Idolatry of the Ancients, the Testimonies of the Primitive Christians, and the Gothic and Feudal Manners, with the gradual Refinement of Europe therefrom, are particularly described. VI. Vii. Viii. IX. Descriptions of the different quarters of the world, Europe, Asia, Africa, and America. Their Divisions into Countries, Provinces, &c. their Climates, Soils, Animals, Plants, Minerals, Mountains, Rivers, Lakes, Canals, Commerce, Manufactures, Curiosities, Schools, Learning, Literati, Religious Profession, Language, Government, History, &c. Illustrated With Ten Copperplates. BY John Walker, Teacher of the Classics and Mathematics, Usher's Island, Dublin. Being principally the substance of a course of lectures addressed to his pupils.","Walker, John",50,1,0,1,2,2,1,0,1,5,3,5,0,2,0,0,1,1,0,0,0,0,2,0,3,0,4,0,1,0,3,0,2,1,1,0,1,0,0,1,0,1,0,0,1,1,3,1788,1,1,"Dublin : printed for the author, and sold by Robert Jackson, Meath-Street. also, by James Phillips, George-Yard, Lombard-Street, London, and Joseph Crukshank, Philadelphia, M,DCC,LXXXVIII. [1788].",Dublin,411,male,1759,1830,FALSE,"visible it is hollow within, and the apartments are lined with highly polished granite : It is ascended by circular lteps on the outside, and the entrance into it is at the height of about forty-eight feet, where travellers discharge pifiols to dislodge the bats which frequent these places in"
0145800400_000020,"Report of the Commission of Arts to the First Consul Bonaparte, on the antiquities of Upper Egypt, and the present state of all the temples, palaces, obelisks, statues, tombs, pyramids &c. Of philoe, syene, thebes, tentyris, latopolis, memphis, heliopolis, &c. &c. From the cataracts of the nile to cairo: with an accurate description of the pictures with which they are decorated, and The Conjectures that may be drawn from them, respecting the Divinities to whom they were consecrated. Translated from the French of Citizen Ripaud, Librarian to the Institute of Egypt.",Louis Ripault,59,0,0,1,2,0,2,0,4,1,0,3,4,0,1,0,5,3,0,0,2,0,0,1,2,1,0,1,0,0,10,0,0,0,3,3,0,3,0,4,2,0,0,0,0,0,1,1800,1,1,"London : printed for J. Debrett [by S. Gosnell], opposite Burlington House, Piccadilly, 1800.",London,109,male,1775,1823,FALSE,"the name of Fa youm, determine its situation to have been near the Arab city, called Medinet el Fars: In the defile which leads from the province of Bsni fouef to that of Fayoum, there are the remains of the two large pyramids of Haonara and Illahon. They are at"
1265800502_000012,"A collection of curious observations on the manners, Customs, Usages, different languages, government, Mythology, Chronology, Ancient and Modern Geography, Ceremonies, Religion, Mechanics, Astronomy, Medicine, Physics, Natural History, Commerce, Arts, and Sciences, of the several nations of Asia, Africa, and America. Translated from the French, first printed at Paris in 1749. by John Dunn, Chaplain to the Rt. Hon. the Earl of Galloway. ...",Claude François Lambert,53,1,0,3,2,0,2,0,0,0,0,2,3,0,0,1,0,0,4,0,8,0,0,1,3,0,1,0,0,0,1,0,1,0,2,4,1,1,1,5,4,0,0,0,1,1,0,1750,2,2,"London : printed for the translator, MDCCL. [1750].",London,427,male,1705,1765,FALSE,"of the Corinthian order. It is ninety-nine feet high, including its pedestal and cornice; the. pedestal is fourteen feet high, and contains 828 cubic feet; the chapiter is eleven feet high, and contains 3347 cubic feet; so that the whole makes 3683 feet cubic; the cubic foot of granate weighs"
1372700101_000511,"A new system of geography: or, A general description of the world. Containing a particular and circumstantial account of all the countries, kingdoms, and states of Europe, Asia, Africa, and America. Their situation, climate, mountains, seas, rivers, lakes, &c. The religion, manners, customs, manufactures, trade, and buildings of the inhabitants. With the birds, beasts, reptiles, insects, the various vegetables, and minerals, found in different regions. Embellished with a new and accurate set of maps, by the best geographers; and great variety of copper-plates, containing perspective views of the principal cities, structures, ruins, &c. By D. Fenning, (Author of the Royal English dictionary, the use of the globes, the young algebraist's companion, &c.) J. Collier, (Author of the Letters from Pelicia to Charlotte; and translator of the Messiah, from the German of Mr. Klopstock.) and others.",Joseph Collyer,60,1,0,0,2,4,2,0,2,0,2,4,0,0,1,2,3,1,4,0,0,0,0,1,1,1,4,0,0,0,1,2,2,0,2,0,0,2,0,9,0,1,0,0,6,0,0,1764,1,2,"London : Printed for S. Crowder, at the Looking-Glass, in Pater-noster-Row; and sold by Mr. Jackson, at Oxford; Mr. Merril, at Cambridge; Mess. Smith, in Dublin; and all other booksellers in Great Britain and Ireland, MDCCLXIV. [1764].",London,584,male,1748,1827,FALSE,"variety of animals, which are painted in very beautiful colours; and among them is a man sitting in a kind of boat, with a circle round him. This temple seems to have been used as a church, there beini Ilome Coptic inscriptions on the walls . At Etfou, where was"
1101700301_000057,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",44,0,0,1,2,1,2,0,1,0,1,3,1,0,2,0,1,0,2,0,1,0,0,1,0,2,1,2,0,0,7,1,2,0,1,0,2,2,0,1,2,0,0,0,1,0,1,1786,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,593,male,1750,1788,FALSE,"fpolted with it; and the lafl is specklcd with red . The granite of the two former kinds was employed in the construction of the tombs. The other was made use of for columns and obclifks. (k) Diodorus Siculus, lib. i. fcst. 2 that that an eagle having carried off"
1743000100_000354,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. ... By William Guthrie, Esq. Illustrated with a correct set of maps, engraved by Mr. Kitchen, ... The seventh edition, improved and enlarged; the astronomical part by James Ferguson, F.R.S.",William Guthrie,63,1,0,4,5,3,2,0,2,2,1,8,2,0,1,0,0,3,0,1,1,0,0,1,2,0,5,0,0,0,3,1,2,0,3,0,0,1,0,1,2,0,0,0,1,4,1,1782,1,1,"London : printed for Charles Dilly; and George Robinson, 1782.",London,774,male,1708,1770,FALSE,"Their antiquity is beyond the researches of hitory itself, and their original uses are till unknown. The basis of thelargeft covers eleven acres of ground, and its perpendicular height is 500 feet, but if mieafured obliquely to the terminating point, 700 feet. It contains a room thirty-four feet long ,"
0138000503_000023,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to, and illustrative of, the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,67,3,0,0,0,2,1,1,5,0,1,0,2,0,0,4,6,6,6,0,0,0,0,2,5,0,0,1,0,0,2,3,0,1,2,0,0,3,0,4,2,0,0,0,5,0,0,1793,3,5,"London : printed for the author; and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1793-1794].",London,259,male,1754,1824,FALSE,"marble in the antique taste. Crossing there majestic avenues we come to four porticoes, each thirty feet wide, fifty-two in height , and one hundred and fifty in length. The entrance into these is through pyramidal gates, and the ceiling is formed of stones of an aftoniflhing size, supported by"
0002600100_000177,"Primitive history, from the creation to Cadmus. By W. Williams, Esqr. Formerly of St. John's College, Cambridge.","Williams, William           1785",61,2,1,0,2,0,6,0,0,0,0,2,3,0,0,0,0,0,3,0,1,0,0,4,1,0,5,0,0,0,6,0,1,0,1,0,2,2,7,6,2,0,1,0,0,1,2,1789,1,1,"Chichester : printed and sold by J. Seagrave, 1789.",Chichester,625,unknown,,,FALSE,"the third, by my cerinus or Cherinus. a fychis, who seems to be Strabo's Suchos, built one of brick. Didorus Diodorus says the great Pyramid was ereaed 1ooo years before his age . This extreme care about unconscious carcasses arose from the Egyptian notion of the foul's return to its"
0004300300_000167,"Outlines of a philosophy of the history of man; translated from the German of John Godfrey Herder, by T. Churchill.",Johann Gottfried Herder,64,1,1,0,2,1,2,3,2,2,0,3,8,0,1,2,0,0,4,0,2,0,0,0,0,2,1,4,0,0,8,0,2,0,0,0,0,5,0,3,3,0,0,1,0,1,0,1800,1,1,"London : printed for J. Johnson, St. Paul's Church-Yard, by Luke Hansard, Great Turnstile, Lincoln's-Inn Fields, 1800.",London,658,male,1744,1803,FALSE,"as they improved the land? The account Diodorus gives of their southern descent, though intermingled with various fables of his Ethiopia, is not only probable in the highest degree, but the sole key to an explanation of this people , and it's singular agreement with some distant nations in the"
0138000503_000019,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to, and illustrative of, the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,51,1,1,0,7,0,1,1,1,1,0,2,5,0,0,1,0,1,2,0,1,1,1,2,0,0,0,0,0,1,6,0,1,2,0,1,0,1,0,2,1,1,1,2,0,1,2,1793,3,5,"London : printed for the author; and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1793-1794].",London,259,male,1754,1824,FALSE,"Hindostan, whose waters are conveyed to the most distant regions of that country , and into whole fream the expiring Hindoo plunges, in the rapturous hope of gliding See jm. Br, -- an; ; anl?'fis, vol. II. p. 3, on. Dr. p. o, is' Tr; .Ls, p.. 7o. [ 94"
0207400200_000453,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruing, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer.",William Guthrie,60,1,0,3,3,2,3,0,2,2,1,9,3,0,1,0,0,3,0,1,1,1,0,1,2,0,2,0,0,0,4,1,2,0,3,0,0,1,0,1,1,0,0,0,1,4,1,1785,1,1,"London : printed for Charles Dilly, in the Poultry; and G.G.J. and J. Robinson, in Pater-Noster Row, 1785.",London,972,male,1708,1770,FALSE,"way back to Egypt . The lower race of califs, especially those who called themselves califs of Egypt , disgraced human nature; and the Turks have riveted the chains of barbarous ignorance which they imposed. All the learning therefore pofieffed by the modern Egyptians conifts in arithmetical calculations for the"
0418300100_000528,"By the King's royal license and authority. A new royal authentic and complete system of universal geography antient and modern: Including All the late important Discoveries made by the English, and other celebrated Navigators, of various Nations, in the different Hemispheres; and containing a complete genuine history and description of the whole world. As Consisting of Empires, Kingdoms, States, Republics, Provinces, Continents, Islands, Oceans, &c. with the Various Countries, Cities, Towns, Promontories, Capes, Bays, Peninsulas, Isthmusses, Gulphs, Rivers, Harbours, Lakes, Aqueducts, Mountains, Volcanos, Caverns, Deserts, &c. &c. throughout Europe, Asia, Africa and America: together with Their respective Situations, Extent, Latitude, Longitude, Boundaries, Climates, Soil, natural and artificial Curiosities, Mines, Metals, Minerals, Trees, Shrubs, the various Kinds of Fruits, Flowers, Herbs and vegetable Productions. with as Account of The Religion, Laws, Customs, Manners, Genius, Tempers, Habits, Amusements, and singular Ceremonies of the respective Inhabitants: their Arts, Sciences, Manufactures, Learning, Trade, Commerce, Governments, &c. Also exact Description of The various Kinds of Beasts, Birds, Fishes, amphibious Creatures, Reptiles, Insects, &c. peculiar to each Country; including every Thing curious, as related by the most eminent Travellers and Navigators, from the earliest Accounts to the present Time. Likewise The Essence of the Voyages of the most enterprising Navigators of different Nations and Countries, from the celebrated Columbus, the first Discoverer of America, to the Death of our no less celebrated Countryman Captain Cook, &c. &c. Together with A concise History of every Empire, Kingdom and State. Including An Account of the most remarkable Discoveries, Settlements, Battles, Sieges, Sea-Fights, and various Revolution that have taken place in different Parts of the World. The Whole forming an authentic and entertaining Account of every thing worthy of Notice throughout the whole Face of Nature, both by Land and Water. With a great Variety of curious Articles, communicated by Gentlemen who have travelled in various Parts, and by Captains of Ships, &c. none of which ever appeared in Print before. To which is added, A Complete Guide to Geography, Astronomy, the Use of the Globes, Maps, &c. With an Account of The Rise, Progress, and present State of Navigation throughout the Known World. Published by the Royal Licence and Authority of His Britannic Majesty King George III. And containing every important, interesting, valuable and entertaining discovery throughout the whole of Captain Cook's voyages Round the World. Together with those of all other Made as well as Antient Circumnavigators round the Globe, particularly those of Byron, Mulgrave, King, Clerke, Gore, Carteret, Wallis, Bougainville, &c. (performed by Order of his Britannic Majesty) As well as all other Modern Navigators and Travellers who have published their Discoveries in the various Languages throughout the World. By the Reverend Thomas Bankes, Vicar of Dixton in Monmouthshire, and Author of the Christian's Family Bible. Edward Warren Blake, Esq. and Alexander Cook, A. M. Teacher of Geography, Astronomy, and Navigation.","Bankes, Thomas",53,2,0,1,2,0,0,0,2,3,1,8,1,1,0,0,3,0,1,1,0,0,0,3,0,2,1,1,0,0,4,1,2,0,1,0,0,2,0,2,1,1,4,1,1,0,0,1790,1,1,"London : printed for J. Cooke, No. 17, Pater-Noster-Row, [1790?].",London,1104,unknown,,,FALSE,"are very numerous, especially in the Mendefian mouth, pulse the fish, which makes them take refuge in little ponds full of weeds: as soon as they are got into these ponds they cannot escape, because the filherrren shut up the entrance into the lake with nets. The fithermen, who reap"
0175500701_000027,"Letters on Egypt, containing, a parallel between the manners of its ancient and modern inhabitants, its Commerce, Agriculture, Government and Religion; with the descent of Louis IX. at Damietta. Extracted from Joinville, and Arabian authors. Translated from the French of M. Savary. In two volumes. ...","Savary, M. (Claude Étienne)",56,0,0,1,0,0,1,0,0,3,1,3,3,0,2,1,1,1,3,0,0,2,0,0,2,3,3,4,0,0,0,0,0,0,2,0,2,1,3,5,2,0,0,0,0,1,6,1787,1,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVII. [1787].",London,488,male,1750,1788,FALSE,"of Grand Cairo, and three from the reparation of the Nile . Heliopolis possessed a temple of the Sun, where, in a particular enclosure the sacred ox was fed. This ox was adored here by the name of Mnevis, as he was at Memphis by that of Apis. The credulous"
0558000700_000319,"A new geographical grammar, and complete gazetteer; upon an Improved, Enlarged, and Scientific Plan. Wherein Those Parts of Astronomy which are connected with Geography, the Use of both Globes, and The Nature, Use, and Construction of Maps, are minutely explained; and the Continents of Europe, Asia, Africa, and America, with their Islands, including all the valuable Discoveries made in the most remarkable Voyages and Travels through both Hemispheres, copiously described: Together with the Rise, Progress, and Present State of all the Empires, Kingdoms, and States in the known World; with respect to Situation, Extent, Climate, Soil, Produce, Government, Power, Opulence, Trade, Manufactures, Genius, Language, Manners, Customs, Religions, &c. Embellished and Illustrated with A New Set of Maps and other Engravings accommadated to this Work. To which are added, the elements of chronology. and A Copious List of remarkable Events, with their Dates, from the earliest Account of Time to the Present. By William Gordon, of the Mercantile Academy, and Author of the Universal Accountant, &c. &c. &c.","Gordon, William",54,1,0,1,3,2,4,0,1,5,0,8,3,1,1,0,2,0,0,1,2,0,1,0,1,1,1,1,1,0,2,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,4,1789,1,1,"Edinburgh : printed for Alexander Guthrie No 25, South Bridge Street,. Anno, 1789.",Edinburgh,635,male,1763,1809,FALSE,"lambs a year . In this country it is said that there are 200, 0 oxen daily employed in raising water for their grounds. The Tprks oblige the Egyptians to ride on asses, and of these they have an excellent breed. Their breed of horses is also fine: They walk"
0130400303_000043,"Indian antiquities: or, dissertations, relative to the ancient geographical divisions, the pure system of primeval theology, the grand code of civil laws, the original form of government, and the various and profound literature, of Hindostan. Compared, throughout, with the religion, laws, government, and literature, of Persia, Egypt, and Greece. The whole intended as introductory to the history of Hindostan, upon a comprehensive scale. ...",Thomas Maurice,71,1,0,0,14,5,1,0,7,0,0,4,4,0,0,0,0,0,2,0,0,0,0,1,2,1,1,0,0,0,7,0,0,1,5,0,0,3,0,6,0,3,1,0,1,1,0,1794,3,5,"London : printed for the author, and sold by W. Richardson, under the Royal-Exchange, M.DCC.XCIV. [1794].",London,269,male,1754,1824,FALSE,"in the Indian Style of Building than those of Geza. Ruins of maedinet habu, the ancient Memnonium; - of Fjfnay, the old Latopolis; - of Komombu, the ancient Ombos; - of As fouan, the ancient Syene, with its celebrated folflitial Well; - of the Temple of the Serpent Cnuphis, or"
0171101101_000053,"Travels in Egypt and Nubia. By Frederick Lewis Norden. F.R.S. Captain of the Danish navy. Translated from the original Published by command of his Majesty the King of Denmark: and enlarged with observations from ancient and modern authors, that have written on the antiquities of Egypt, By Dr. Peter Templeman.",Frederic Louis Norden,80,0,0,0,4,2,3,3,0,2,1,5,1,0,0,0,0,1,9,1,0,1,0,1,0,1,1,2,0,0,20,0,1,0,2,1,0,1,1,2,12,1,0,0,0,0,1,1757,1,2,"London : printed for Lockyer Davis and Charles Reymers in Holborn; Printers to the Royal Society, MDCCLVII. [1757].",London,197,male,1708,1742,FALSE,"which firetches from eaf to wet. ""IN all the pyramids there are very deep wells cut in the rock , square, as I have seen in more than ten."" p. 84 Of of materials, that was necessary for them, renders the impossibility extremely manifeit. The perfection, with which the last"
1101700302_000021,"Letters on Egypt, with a parallel between the manners of its ancient and modern inhabitants, the present State, the Commerce, the Agriculture, and Government of that Country; and an account of the descent of St. Lewis at Damietta: extracted from Joinville, and Arabian authors. Illustrated with maps. By Mr. Savary, Author of the Life of Mahomet, and Translator of the Coran. In two volumes. ...","Savary, M. (Claude Étienne)",49,0,0,0,1,1,1,0,4,0,2,2,4,0,2,0,5,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,3,0,1,0,0,1,3,4,0,3,0,0,2,0,3,1786,2,2,"London : printed for G. G. J. and J. Robinson, Pater-Noster-Row, MDCCLXXXVI. [1786].",London,629,male,1750,1788,FALSE,"common habitation ""of the Ethiopians and Egyptians . The "" latter occupy a hamlet similar to that of ""Elephantina in point of size and con \vo0.. II C i""' uaion. ""ftrution. It has temples , in one of which the sparrow hawk of Ethiopia is ""held sacred."" The isle of"
1513900101_000225,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables.",,59,0,1,0,1,4,3,0,1,2,1,1,1,0,0,2,0,0,1,1,5,0,0,0,6,0,0,1,0,1,1,0,0,2,2,4,0,6,1,1,1,0,2,1,3,2,1,1744,1,7,"Dublin : printed by and for George Faulkner, in Essex-Street, M.DCC.XLIV. [1744-1745].",Dublin,1121,unknown,,,FALSE,"seems, twenty seven 1, The first of these writers tells us, that the halls were vaulted, and had an equal number of doors opposite to one a: nother, six C opening to the north, and six to the south, all encompassed by the same wall ; that there were three"
0515100103_000333,"The universal traveller: or, a compleat description of the several nations of the world. Shewing, I. The Situation, Boundaries, and Face of the respective Countries. II. Number of Provinces and Chief Towns in each. III. The Genius, Temper, and Habits of the several People. IV. Their Religion, Government, and Forces by Sea and Land. V. Their Trafick, Produce of their Soil, Animals, and Minerals. VI. An Abstract of the History of each Nation. Brought down to the present Time. And illustrated with a great variety of maps and cuts. By Mr. Salmon.",Thomas Salmon,59,1,1,0,2,1,2,2,1,1,2,11,4,1,2,0,0,1,1,0,3,0,0,1,1,2,1,0,0,1,5,0,2,0,0,0,0,4,0,0,1,1,1,0,0,1,2,1752,3,3,"London : printed for Richard Baldwin, at the Rose in Pater-Noster-Row, M.DCC.LII. [1752].",London,879,male,1679,1767,FALSE,"Name should not ic 1) 1ujul!h; Irn'tiojic 449 EGYPT . Of th Pharos, Lucliys; th, __ I -- -- -- -- -- -- -- -- -- -- -- -- n ill 5 X, , Y PT. in the Infcriptioh of an Edifice so capable of immortalising him. What we read"
1285000102_000170,"A new history of the Holy Bible, from the beginning of the world, to the establishment of Christianity. With answers to most of the controverted questions, Dissertations upon the most remarkable Passages, and a Connection of Profane History all along. To which are added, Notes, explaining difficult Texts, rectifying Mis-Translations, and reconciling seeming Contradictions. The whole illustrated with proper maps. By the Reverend Thomas Stackhouse, A. M. Vicar of Beenham in Berkshire. In six volumes. ...",Thomas Stackhouse,56,1,0,0,0,2,5,0,0,2,1,3,1,0,1,1,0,1,0,1,3,0,0,3,4,1,0,1,0,0,4,1,1,2,0,3,0,5,0,1,1,1,2,1,3,0,0,1748,2,6,"Dublin : printed for Edward and John Exshaw at the Bible on Cork-Hill, M,DCC,XLVIII. [1748].",Dublin,481,male,1680,1752,FALSE,"he holds * On this Platform Proclus suppose that the Egyptian Priests made their Afironomical Observations: But it is far from being probable, that there Struaures were designed for Observatories and it is scarce to be conceived, that the Priests would take the Pains to ascend so high, when they"
