PassageID,Title,Author,Total termFreq,termFreq(advantag),termFreq(africa),termFreq(america),termFreq(american),termFreq(britain),termFreq(british),termFreq(carri),termFreq(claim),termFreq(coast),termFreq(coloni),termFreq(commerc),termFreq(commod),termFreq(compani),termFreq(consider),termFreq(control),termFreq(countri),termFreq(cultiv),termFreq(cultur),termFreq(dutch),termFreq(east),termFreq(empir),termFreq(europ),termFreq(exclus),termFreq(foreign),termFreq(govern),termFreq(grant),termFreq(hold),termFreq(holland),termFreq(increas),termFreq(indi),termFreq(india),termFreq(inhabit),termFreq(island),termFreq(land),termFreq(law),termFreq(manner),termFreq(nation),termFreq(nativ),termFreq(navig),termFreq(negro),termFreq(parliament),termFreq(peopl),termFreq(place),termFreq(plantat),termFreq(planter),termFreq(price),termFreq(produc),termFreq(regul),termFreq(servant),termFreq(settlement),termFreq(ship),termFreq(slave),termFreq(sold),termFreq(subject),termFreq(territori),termFreq(time),termFreq(tobacco),termFreq(trade),termFreq(traffic),termFreq(west),termFreq(work),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0012200300_000147,"A new and accurate history of South-America: Containing A particular Account of some Accidents leading to the Discovery of the New World; of the Discovery made by Columbus, and other Adventurers; of the several Attempts made to find out a North-East and North-West Passage; and what Parts of America are subject to the different European Powers. With a full description of the Spanish Provinces of Chili, Paraguay, Peru, and Terra Firma. Of Guiana; particularly of Surinam belonging to the Dutch, and of Cayenne belonging to the French; of Brazil, subject to the Crown of Portugal; of that Part of Paraguay possessed by the Jesuits, where they have established a New Monarchy; and of the various Nations of Indians throughout this extensive Territory: As also of all the most remarkable Islands adjacent to its Coasts. Including the Geographical, Natural, Political, and Commercial History of every Province: With the Religion, Manners, and Customs of the Inhabitants. With Dissertations on the British, Spanish, Portuguese, French, Dutch, and Indian Settlements. By Mr. Rolt.",Richard Rolt,87,1,1,4,2,1,0,1,0,2,9,3,3,0,1,0,6,1,0,2,1,1,2,0,0,1,0,0,0,2,0,0,3,4,1,1,0,4,3,1,0,0,7,2,5,0,0,1,1,0,3,0,0,0,0,0,0,0,4,0,1,1,1,1756,1,1,"London : printed for T. Gardner, at Cowley's Head, facing St. Clement's Church in the Strand; and sold by all the booksellers in Great-Britain and Ireland, M.DCC.LVI. [1756].",London,590,male,1724,1770,FALSE,"first found the Americans : though this ought not to be alleged against the Britons in particular; because the same may be said of all the northern nations in general, till they were refined by the Roman polity, or improved by the doctrine of christianity. Betides, when Cefar discovered Britain"
0408200300_000033,"A history of the law of shipping and navigation. By John Reeves, Esq. Author of ``the History of the English Law.''","Reeves, John",126,0,7,18,0,2,1,1,0,0,1,1,1,13,0,0,4,0,0,0,2,0,2,2,5,0,6,0,0,0,4,4,0,4,3,2,0,0,0,1,0,0,0,9,1,0,0,0,0,0,1,8,0,0,1,2,0,0,15,3,2,0,0,1792,1,1,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar; and J. Sewell, Cornhill, M,DCC,XCII. [1792].",London,579,male,1752,1829,FALSE,"from the islands and ports, havens, cities, creeks, towns, and places of Asia, Africa , and America , or any of them beyond the Cape of Bona Jfpcrianiza to the Straights of Magellan, where any trade or traffic of merchandise is or may be used or had (a). These places"
0800701100_000029,"Observations, occasioned by the attempts made in England to effect the abolition of the slave trade; shewing, the manner in which negroes are treated in the British Colonies In The West-Indies: and also, some particular remarks on a letter Addressed To The Treasurer Of The Society For Effecting Such Abolition, from the Rev. Robert Boucher Nicholls, Dean Of Middleham, By G. Francklyn, Esq.","Francklyn, Gilbert",83,3,0,2,3,5,0,0,1,0,3,1,4,0,1,0,2,3,0,1,0,0,1,0,1,3,1,0,0,0,1,6,1,6,4,1,2,1,0,0,1,0,1,1,1,8,0,5,2,0,0,1,1,0,0,0,0,1,1,0,3,0,0,1789,1,1,"[London] : Kingston, Jamaica, printed. London: reprinted at the Logographic Press, and sold by J. Walter, No. 169, Opposite Bond Street, Piccadilly; C. Stalker, Stationer's Court, Ludgate Street; and W. Richardson, under the Royal Exchange, M.DCC.LXXXIX. [1789].",London,106,unknown,,,FALSE,"enabled him so successfully to oppose the injudicious and ill grounded apprehensions of ome nwetll India planters and merchants, that they would be deprived of the commerce of America , unless it was permitted to the Americans to import the commodities the planters stand in need of, in American bottoms,"
0750300102_000064,"Britain's commercial interest explained and improved; in a series of dissertations on several important branches of her trade and police: Containing A Candid Enquiry into the secret Causes of the present Misfortunes of the Nation. With Proposals for their Remedy. Also The great Advantages which would accrue to this Kingdom from an Union with Ireland. By Malachy Postlethwayt, Esq; Author of the Universal Dictionary of Trade and Commerce, &c. ...",Malachy Postlethwayt,81,2,5,2,1,0,0,0,0,4,2,3,0,0,1,0,8,2,0,1,2,0,2,0,0,0,0,0,0,1,0,1,3,2,1,0,1,1,1,1,4,0,6,2,0,1,0,6,0,2,1,1,1,1,0,0,0,0,3,1,3,2,0,1757,2,2,"London : printed for D. Browne, without Temple-Bar; A. Millar, in the Strand; J. Whiston and B. White, and W. Sandby, in Fleet-Street, MDCCLVII. [1757].",London,563,male,1707,1767,FALSE,"extraordinary great, that is discovered in several countries distant and remote from each other; as in Fez, Tunis, Abyssinia, or Ethiopia; and [ 265 ] and it is allowed to be the finest copper in the whole world. ON the northern coafis they have such plenty of corn, that their"
0519700108_000115,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Revised, augmented, and published, in ten volumes, by the Abbé Raynal. Newly translated from the French, by J. O. Justamond, F.R.S. With a new set of maps Adapted to the Work, an a copious index. In Eight Volumes. ...",Guillaume Thomas François Raynal,85,0,1,5,13,1,2,0,0,0,3,0,0,3,0,0,0,1,0,1,1,0,1,0,0,5,1,0,0,1,2,5,1,6,1,1,0,0,0,1,3,1,2,0,2,1,0,0,0,0,5,0,1,1,0,1,1,0,7,0,3,0,1,1783,8,8,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXXIII. [1783].",London,460,male,1713,1796,TRUE,"settlement at Balm. bangan drilro.e 4, 1 3; Tneir possessions and trade in Bengal, 14;. 148 Remar'; on the general affairs of their India com. pany, 164 The terr!o ial rower of the East - india company precarious, t 6 Their adminitiration corrupted, iso. Art ncculfd of nminoclzizir.g rice during"
1173300400_000031,"Letters concerning the trade and manufactures of Ireland, principally so far as the same relate to the making iron in this kingdom, and the manufacture and export of iron wares, in which certain facts and arguments set out by Lord Sheffield, in his Observations on the trad and present state of Ireland, are examined. By Sir Lucius O'Brien, Bart. With a letter from Mr. William Gibbons of Bristol, to Sir Lucius O'Brien, Bart. and his answer. To which is added, the resolutions of England and Ireland relative to a commercial intercourse between the two kingdoms.","O'Brien, Lucius Henry, Sir           1795",116,0,2,2,0,18,7,3,0,2,7,2,1,1,0,0,9,0,0,0,0,1,0,2,5,0,1,0,0,0,3,1,0,1,0,7,2,0,0,1,0,2,0,2,3,0,0,5,6,0,4,2,0,0,1,0,7,0,2,0,4,0,0,1785,1,1,"London : printed for John Stockdale, Opposite Burlington House, Piccadilly, M,DCC,LXXXV. [1785].",London,99,unknown,,,FALSE,"Hope to the Straits of Magellan, should be imported into each kingdom from the other reciprocally, under the same regulations , and at the same duties (if subjet to duties) to which they would be liable when imported directly from the country or place from whence the same may have"
0474700108_000090,"The Parliamentary register; or, history of the proceedings and debates of the House of Commons; ...",Great Britain. Parliament. House of Lords,76,0,2,0,0,1,0,0,1,0,5,1,0,0,1,0,3,8,0,0,0,0,1,0,1,1,2,1,0,0,2,1,0,0,8,0,1,2,0,0,8,2,0,0,2,1,0,0,1,0,0,0,4,0,2,2,1,0,5,2,3,0,1,1797,8,12,"London : printed for J. Debrett, 1797-1802.",London,707,unknown,,,FALSE,"and which it was its duty to put an end to, by an immediate aboli: ion of this most murderous tralic; and he considered that abolition of the Africantraffic as the preliminary to, and indeed the sin. qua i: n for the impro; .rtcent of the condition of the negroes"
0940400500_000018,"The speech of the Right Hon. Charles James Fox, in the House of Commons, on the Irish resolutions, on Thursday, May 12, 1785, to which is added an authentic copy of the resolutions, as originally proposed and now altered by Mr. Chancellor Pitt.",Great Britain. Parliament. House of Commons,120,1,1,3,0,16,8,5,0,1,6,2,1,1,0,0,9,0,0,0,1,3,0,1,6,0,1,0,0,0,4,0,0,1,1,5,1,0,0,0,0,3,0,1,2,0,0,7,5,0,5,2,0,0,3,0,8,0,3,0,3,0,0,1785,1,1,"London : prinied [sic] for J. Debrett, 1785.",London,101,unknown,,,FALSE,"ot both countries . 2 That a full participation of commercial advantages Should be permn.ently secured to Ireland, whenever a provision equally permanent and secure shall be made by the Parliament of that kingdom, towards defraying in proportion to its growing prosperity, C 89 ] protperityi the necessary expenses in"
0012200300_000165,"A new and accurate history of South-America: Containing A particular Account of some Accidents leading to the Discovery of the New World; of the Discovery made by Columbus, and other Adventurers; of the several Attempts made to find out a North-East and North-West Passage; and what Parts of America are subject to the different European Powers. With a full description of the Spanish Provinces of Chili, Paraguay, Peru, and Terra Firma. Of Guiana; particularly of Surinam belonging to the Dutch, and of Cayenne belonging to the French; of Brazil, subject to the Crown of Portugal; of that Part of Paraguay possessed by the Jesuits, where they have established a New Monarchy; and of the various Nations of Indians throughout this extensive Territory: As also of all the most remarkable Islands adjacent to its Coasts. Including the Geographical, Natural, Political, and Commercial History of every Province: With the Religion, Manners, and Customs of the Inhabitants. With Dissertations on the British, Spanish, Portuguese, French, Dutch, and Indian Settlements. By Mr. Rolt.",Richard Rolt,70,1,1,1,1,4,1,5,0,1,3,3,2,0,0,0,5,0,0,1,0,0,2,0,2,1,0,0,0,4,1,1,2,0,0,0,0,1,2,1,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,1,2,6,1,0,2,4,1756,1,1,"London : printed for T. Gardner, at Cowley's Head, facing St. Clement's Church in the Strand; and sold by all the booksellers in Great-Britain and Ireland, M.DCC.LVI. [1756].",London,590,male,1724,1770,FALSE,"lord of the navigation and trade of the Atlantic Ocean; which gave occasion to a very warm dispute between Elizabeth queen of England, and Don Sebastian king of Portugal; wherein it was apparent, that his Portuguese majesty had not acquired fach a dominion, by right of occupation, or otherwise, wife."
0408200300_000109,"A history of the law of shipping and navigation. By John Reeves, Esq. Author of ``the History of the English Law.''","Reeves, John",101,0,5,7,0,5,6,3,0,0,10,0,3,1,0,0,1,0,0,0,2,0,3,0,4,0,0,0,0,0,2,2,1,6,6,1,0,0,0,5,0,0,0,5,10,0,1,0,0,0,0,1,0,0,1,5,1,1,2,0,1,0,0,1792,1,1,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar; and J. Sewell, Cornhill, M,DCC,XCII. [1792].",London,579,male,1752,1829,FALSE,"imported into, and exported friom, the Free Ports in the i/ lands of Jamaica, Grenada, Dominica, and New Providence, by foreign Jflips, owned and navigated by the subjects of some foreign European sovereign or slate, or by persons inhabiting any country under the do ninion of some foreign European sovereign"
1173300400_000037,"Letters concerning the trade and manufactures of Ireland, principally so far as the same relate to the making iron in this kingdom, and the manufacture and export of iron wares, in which certain facts and arguments set out by Lord Sheffield, in his Observations on the trad and present state of Ireland, are examined. By Sir Lucius O'Brien, Bart. With a letter from Mr. William Gibbons of Bristol, to Sir Lucius O'Brien, Bart. and his answer. To which is added, the resolutions of England and Ireland relative to a commercial intercourse between the two kingdoms.","O'Brien, Lucius Henry, Sir           1795",148,3,2,2,0,15,11,2,0,2,10,1,1,2,0,0,4,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0,9,5,0,0,2,0,11,4,0,10,0,0,1,7,0,11,10,0,0,2,0,3,0,7,0,1,0,1,1785,1,1,"London : printed for John Stockdale, Opposite Burlington House, Piccadilly, M,DCC,LXXXV. [1785].",London,99,unknown,,,FALSE,"of the present settlement , that the laws for regulating trade and navigation , so far as relates to the securing exclusive privileges to the ships and mariners of Great Britain and Ireland, and the British colonies and plantations , and so far as relates to the regulating and restraining"
0007700103_000033,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. Translated from the French of the Abbé Raynal, by J. Justamond, M. A. In Five Volumes. ...",Guillaume Thomas François Raynal,77,3,2,2,2,1,1,5,0,2,3,1,1,0,2,0,5,1,0,1,1,0,1,1,3,2,1,1,0,0,2,0,0,1,0,3,0,4,1,0,2,0,0,3,0,0,0,1,0,0,1,0,1,1,2,0,2,0,6,0,0,2,3,1776,3,5,"London : printed for T. Cadell, in the Strand, M.DCC.LXXVI. [1776].",London,517,male,1713,1796,TRUE,"might easily be multiplied in the climates that are fittest for them. The excessive dearness of cochineal, and the great demand there is for it everywhere, points out to Spain the necessity of multiplying it. BUT the cultivation of the vine and the olive tree, which is allbwed only in"
1134800501_000080,"A summary, historical and political, of the first planting, progressive improvements, and present state of the British settlements in North-America. ... By William Douglass, M.D. ...","Douglass, William",82,0,1,5,1,2,0,2,0,0,8,1,2,0,2,0,1,0,0,1,0,0,6,1,3,0,0,0,0,0,1,3,0,3,1,0,0,3,1,0,1,4,0,1,8,0,0,4,0,0,2,1,1,0,0,0,3,4,2,0,1,0,2,1749,1,2,"Boston, New-England : Printed and sold by Rogers and Fowle in Queen-Street, MD,CC,XLIX. [1749-1752].",Boston,278,male,1691,1752,FALSE,"excepting the four and half per Ct. in Barbados and the leeward f/ lands ; the King's colle&ors are the Receivers, and also receive the Plantation Duties laid on by adc of Parliament 1673, as not appropriated for the U LI of the Treaiuries of the several Plantations , but"
0793300400_000011,"Opinions on interesting subjects of public law and commercial policy; arising from American independence. ' 1. The Question Answered-Whether the Citizens of the United States are considered by the Law of England as Aliens; what Privileges are they entitled to within the Kingdom; what Rights can they claim in the remaining Colonies of Britain. ' 2. The Regulations for opening the American Trade considered; Faults found; and Amendments proposed: How the late Proclamations affect the United States discussed: Objections pointed out; and Alterations suggested. ' 2. How far the British West Indies were injured by the late Proclamations fully investigated; the Amount of their Wants discovered; Modes of Supply shewn: And the Policy of admitting the American Vessels into their Ports amply argued. ' 4. An Enquiry how far a Commercial Treaty with the United States is necessary, or would be advantageous: What the Laws of England have already provided on this Subject; and the fundamental Laws of the United States compared with them. By George Chalmers, author of political annals of the revolted colonies, and of An estimate of the comparative strength of Britain.",George Chalmers,73,0,0,0,7,5,1,0,0,1,4,5,0,0,0,0,3,0,0,1,0,2,1,1,2,0,0,0,1,0,3,3,0,1,0,3,1,3,0,0,0,1,1,0,2,2,0,0,4,0,0,1,1,1,0,1,0,0,6,2,3,0,0,1784,1,1,"London : printed for J. Debrett, opposite Burlington-House, Piccadilly, 1784.",London,199,male,1742,1825,FALSE,"proclamations has the trade between Great Britain and the United States been opened and encouraged on the part of this nation . In the wide circle of commerce , complicated as it is by the taxes and restrictions which avarice and jealousy have imposed, there is not to be found"
1562800101_001524,"The universal dictionary of trade and commerce, translated from the French of the celebrated Mosieur Savary, Inspector-General of the manufactures for the King, at the Custom-House of Paris: with large additions and improvements, incorporated throughout the whole work; which more particularly accomodate the same to the trade and navigation of these kingdoms, and the laws, customs, and usages, to which all traders are subject. By Malachy Postlethwayt, Esq;",Malachy Postlethwayt,81,2,1,5,5,1,0,1,0,1,4,2,1,2,1,0,2,0,0,0,0,0,4,0,4,1,0,0,1,6,1,0,0,4,0,2,0,0,0,2,1,0,0,0,1,2,0,0,1,0,1,1,0,1,1,1,1,0,14,0,1,0,2,1757,1,2,"London : printed for John Knapton, in Ludgate-Street, M DCC LVII. [1757].",London,1069,male,1707,1767,FALSE,"000, or thereabouts, whereof about two thirds are shipped to Holland , Hamburg, Spain, and other foreign markets; and the English have increased from about 45, 0 to no more than 70, 0 hogsheads within that time , of which they now lend but little to foreign markets, although they"
1267500104_000108,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, L L. D. And F. R. S. Of London And Edinburgh: One Of The Commissioners Of His Majesty's Customs In Scotland; And Formerly Professor Of Moral Philosophy In The University Of Glasgow. ...",Adam Smith,90,2,0,3,0,2,0,3,0,0,3,2,1,10,0,0,7,1,0,1,4,3,2,2,1,5,1,0,1,3,2,4,0,0,0,0,0,2,1,0,0,1,3,0,0,0,2,1,1,0,2,0,0,0,0,2,1,1,8,0,0,1,1,1791,4,4,"Basil : printed [by J. J. Tourneisen] for J. J. Tourneisen; and J. L. Legrand, MDCCXCI. [1791].",Basel,462,male,1723,1790,TRUE,"Debt, public, the origin of, traced, IV 3o6. Are accelerated by the expenses attending war, 308 Account of the unfunded debt of Great Britain , 3 12 The funded debt, 3 Aggregate and general funds, 317 Sinking fund, 19 327 Annuities for terms of years , and for lives, 320"
0064301400_000023,"In honour to the administration. The importance of the African expedition considered: with copies of the memorials, ... The whole as planned and designed, by Malachy Postlethwayt, ... To which are added, observations, illustrating the said memorials, ...",Malachy Postlethwayt,85,2,4,1,0,1,0,4,0,8,3,8,1,1,1,0,7,0,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,1,1,2,5,0,1,2,1,0,0,1,0,0,3,2,4,0,0,0,3,1,6,2,1,0,0,1758,1,1,"London : printed by C. Say; and sold by M. Cooper, 1758.",London,125,male,1707,1767,FALSE,"in the christian religion; which has greatly civilised them. There is another town here called Arebo, which was formerly a place of great trade in slaves , as well for other nations as for the Portuguese; but, at present, the Portuguese have the chief, if not the only commerce here,"
1010400100_000013,"A new dictionary of trade and commerce, compiled from the information of the most eminent merchants, and from the works of the best writers on commercial subjects, in all languages. Containing, among other Things, I. An Account of all the natural Productions, which are conducive to Trade, throughout the World. II. The different Manufactures established in each particular Country. III. Explanations of all the Terms used in Commerce. IV. Explanations of the principal Terms of Geography, Astronomy, and Navigation, so far as they are connected with Trade. V. An exact Account of the Coins, Weights, and Measures in use throughout the World, reduced to the English Standard. VI. A Description of the Established Banks, Trading Companies, and Staple Commodities, of different Countries. Vii. The State of the British Trade, National Debt, Funds, Customs, Excise, and other Taxes. Viii. The Laws relative to Trade and Commerce. For the Use of the Merchants and Tradesmen of Great Britain, as well as of private Gentlemen. By Mr. Rolt, with the assistance of several eminent merchants. The second edition, with the addition of a new and accurate set of maps of the world, Europe, Asia, Africa, and North and South America, by Mr. Bowen.",Richard Rolt,94,1,11,1,0,3,1,0,0,7,0,3,1,12,2,0,3,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,3,1,2,0,0,1,2,1,1,1,1,6,2,0,0,0,0,0,3,4,1,0,1,2,0,1,7,0,0,0,4,1761,1,1,"London : printed for G. Keith, at the Bible and Crown, in Grace-Church-Street; S. Crowder, at the Looking-Glass, and H. Woodgate and S. Brooks, at the Golden Ball, in Pater-Noster-Row, MDCCLXI. [1761].",London,926,male,1724,1770,FALSE,"are some Christians on the seacoasts on almost every fide of Africa ; but there are an inconsiderable number, compared either with the Pagans or Mahomedans. There are also some Jews in the north of Africa , who manage all the remaining trade of that country . But it is"
0498500201_000117,"Great-Britain's commercial interest explained and improved: in a series of dissertations on the Most Important Branches of her Trade and Landed Interest. With An Essay, shewing the great Advantages which would certainly accrue to England, from an Union with Ireland. Also a clear view of the State of our Plantations in America, Their Constitution, Trade, and Revenues, with A certain Method to encrease their Commerce and Strength. By Malachy Postlethwayt, Esq; In Two Volumes.",Malachy Postlethwayt,89,1,2,7,1,3,7,3,0,0,8,4,1,1,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,1,0,1,0,5,0,2,0,3,0,2,2,2,3,0,0,0,0,0,0,5,0,0,3,1,1,0,8,1,1,0,2,1759,1,2,"London : printed for W. Owen, at Homer's Head near Temple-Bar, MDCCLIX. [1759].",London,573,male,1707,1767,FALSE,"tendency to promote and advance the prosperity of our foreign American rivals in trade , ought to be put a flop to. The British northern colonies in America carrying on a commerce with the French and the Dutch islands there, have proved very detrimental to the kingdom. this has been"
0424400300_000001,"The history civil and commercial, of the British colonies in the West Indies. To which is added, an historical survey of the French colony in the island of St. Domingo. Abridged from The history written by Bryan Edwards. Esq. Illustrated with a map.",Bryan Edwards,97,1,2,0,0,2,3,0,1,3,6,0,0,1,0,0,2,0,0,0,0,0,1,0,0,4,3,0,0,0,3,0,4,11,3,0,3,3,7,1,12,1,2,0,1,1,0,2,3,0,1,1,2,0,0,0,1,0,3,0,3,0,0,1799,1,1,"London : printed for Crosby and Letterman , Stationer's Court, near Paternoster Row ; for Mundell and Son, Edinburgh; and J. Mundell, College, Glasgow, 1799.",London,384,male,1743,1800,FALSE,"H ST RHE HISTORY CIVIL AND COMMERCIAL, OF THE BRITISH COLONIES IN THE WEST INDIES . To which is added, AN HISTORICAL SURVEY or tile FRENCH COLONY IN THE ISLAND OF ST. DOMINGO. ABRIDCGD FROM THE HISTORY WRITTEN By BRYAN EDWARDS. esq. ILLUSTR~TED if7th 1 ALP. LONDON: Printed for CROSBY"
0408200300_000029,"A history of the law of shipping and navigation. By John Reeves, Esq. Author of ``the History of the English Law.''","Reeves, John",101,0,3,3,0,3,1,1,1,1,3,0,0,0,1,0,4,1,0,0,0,0,0,0,2,1,2,0,0,0,1,0,5,9,7,3,1,0,1,4,0,3,0,0,15,0,0,1,1,0,1,0,0,0,2,6,2,0,8,0,1,0,3,1792,1,1,"London : printed for E. and R. Brooke, Bell-Yard, Temple-Bar; and J. Sewell, Cornhill, M,DCC,XCII. [1792].",London,579,male,1752,1829,FALSE,"only to the present inhabitants , who were restrained from alienating to any but the king's fubjecs; and the capitulation was made not with the French king, but only with the inhabitants . THE right of sovereignty, therefore, was wholly changed, and the whole island was the king's acquisition by"
0026600102_000197,"An inquiry into the nature and causes of the wealth of nations. By Adam Smith, LL. D. and F. R. S. of London and Edinburgh: One of the Commissioners of his Majesty's Customs in Scotland; and Formerly Professor of Moral Philosophy in the University of Glasgow. ...",Adam Smith,87,0,0,2,0,2,0,4,0,0,3,4,1,11,0,0,6,0,0,1,3,1,2,4,1,4,1,0,1,3,2,4,0,0,1,1,0,2,1,1,0,0,1,0,0,0,2,0,3,0,2,0,0,0,0,1,0,1,8,0,1,1,1,1785,2,2,"Dublin : printed for W. Colles, R. Moncrieffe, G. Burnet, W. Wilson, C. Jenkin, L. White, H. Whitestone, P. Byrne, J. Cash, W. M`Kenzie, M DCC LXXXV. [1785].",Dublin,554,male,1723,1790,TRUE,"of competition, 130 Their internal regulations , combinations against the public, 132 Are injurious, evem to the members of them, ibid. The laws of, obftrut the free circulation of labour, from one employment to another, 139 -- -- -- The origin of, i. 395 Are exempted by their privileges from"
0040501702_000012,"Tracts, on various subjects, chiefly relating to East-India affairs. Published at different periods, by John Prinsep. ...",John Prinsep,82,1,0,0,0,2,0,0,0,0,3,1,0,1,3,0,0,3,1,0,4,0,0,0,0,0,0,0,0,4,4,8,1,4,1,0,1,1,0,0,2,1,0,3,0,4,2,1,1,0,1,0,2,0,1,1,1,2,7,0,5,1,4,1800,2,2,"[London?, s.n., 1800?].",London,259,male,1746,1830,FALSE,"to be keeping the balance even, until motives of political in terell Shall have influenced a determination on which fide to throw the preponderance. In comparing together the interells of this kingdom in our dependencies of the Eift and West indies , both objects appear of great magnitude; indeed, as"
0446500200_000003,"An inquiry into the effects of putting a stop to the African slave trade, And of Granting Liberty to the Slaves in the British Sugar Colonies. By the Author of The Essay on the Treatment and Conversion of African Slaves in the British Sugar Colonies.",James Ramsay,87,2,8,2,3,2,1,2,0,5,7,3,4,0,2,0,2,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,0,2,0,2,1,0,0,2,0,0,1,1,1,0,0,0,5,4,0,1,0,2,1,8,0,4,0,1,1784,1,1,"London : printed and sold by James Phillips, in George-Yard, Lombard-Street, 1784.",London,43,male,1733,1789,FALSE,"might be Iupplied with that commodity . The avarice with which we crowded the slave ships , and the caution that felf prefervation made necessary to guard against their rising during the voyage, have destroyed in almost every infftance a considerable proportion. The Icaibning of them in our islands has"
0175700102_000018,"The history of America, from its discovery by Columbus to the conclusion of the late war. With an appendix, containing an account of the rise and progress of the present unhappy contest between Great Britain and her colonies. By William Russell, Esq. of Gray's-Inn. ...",William Russell,83,2,0,1,0,0,0,3,0,4,5,1,5,1,1,0,3,2,2,0,0,0,1,1,0,0,0,1,0,1,0,0,2,5,2,0,1,0,0,1,0,0,0,5,1,4,3,3,0,0,1,4,1,1,0,1,5,0,7,0,0,1,1,1778,2,2,"London : printed for Fielding and Walker, No. 20, Pater-Noster-Row, MDCCLXXVIII. [1778].",London,627,male,1741,1793,FALSE,"is no harbour here, and the hips, which cannot safely winter upon the coast , are obliged to take shelter at Fort Royal. But those disadvantages are corpen sated by the conveniency of the road of St. Peter's, for the loading and unloading of goods; and by its situation, which"
0191002400_000009,"The resolutions of England and Ireland relative to a commercial intercourse between the two kingdoms. Containing, I. The Eleven Resolutions of the House of Commons of Ireland. II. Resolutions of the Commons relative to the Adjustment of the commercial Intercourse between Great Britain and Ireland, as amended by the Lords. III. A Bill for finally regulating the Intercourse and Commerce between Great Britain and Ireland, on permanent and equitable Principles, for the mutual Benefit of both Kingdoms, as brought into the House of Commons on Tuesday, August a, 1785, by the Right Honourable William Pitt.",,141,0,4,6,0,6,6,5,0,5,12,3,1,4,0,0,7,0,0,0,1,0,0,4,2,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,0,6,2,0,11,0,0,5,2,0,17,0,0,0,2,0,8,0,4,0,4,0,0,1785,1,1,"London : printed for John Stockdale, opposite Burlington House, Piccadilly, M,DCC,LXXXV. [1785].",London,29,unknown,,,FALSE,"lavy. And be it farther declared by the authority aforesaid, That it stall be held and adjudged to be a fundamental and essential condition of the present settlement , that the people of Ireland now, and at all times to come, (hall have the benefit of trading to and from"
0885000102_000108,An introduction to merchandize. Containing a compleat system of arithmetic. A system of algebra. ... In two volumes. ...,"Hamilton, Robert",86,0,0,1,3,5,2,6,0,0,9,0,3,1,4,0,4,1,1,0,0,0,1,1,0,0,0,0,0,1,4,0,4,0,0,0,1,0,1,1,2,0,0,1,1,2,0,2,0,0,1,4,1,0,0,0,0,5,10,0,1,0,2,1777,2,2,"Edinburgh : printed for the author; sold by T. Cadell, London, and John Balfour, Edinburgh, 1777-79.",Edinburgh,378,male,1743,1829,FALSE,"most extensive distillery. Fromn their fisheries of cod and xrackeral, they exported about 25000 tonnes annually; and they carried on the whale fifhery with success. They built ships , not only for their own trade , but for sale; which were cheaper than the European, by reason of the plenty"
0014800306_000159,"A philosophical and political history of the settlements and trade of the Europeans in the East and West Indies. By the Abbé Raynal. To which is added, The revolution of America. By the same author. A new translation. With notes, Large Additions and Improvements, and a Copious Index. ...",Guillaume Thomas François Raynal,88,2,2,3,1,0,0,2,0,2,6,7,1,3,0,1,1,0,0,4,1,0,1,0,0,2,0,0,0,0,0,7,0,4,1,0,2,2,1,3,1,0,1,0,1,0,1,7,0,0,6,0,1,0,0,0,0,0,10,0,1,0,0,1782,6,6,"Edinburgh : printed for W. Gordon, W. Gray, J. Bell, J. Dickson, & P. Anderson, Edinburgh; W. Anderson, Stirling; J. Duncan, & Dunlop & Wilson, Glasgow; Angus & Son, Aberdeen; & E. Wilson, Dumfries, M,DCC,LXXXII. [1782].",Edinburgh,464,male,1713,1796,TRUE,"ir, 163 Become the sole masters of Ceylon; with an account of the several articles of trade carried on here; of which cinnamon is the principal article: to which is ihbjoined the expense of supporting this settlement , and the system of government introduced into it by the Dutch ,"
