PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(appli),termFreq(attend),termFreq(begin),termFreq(bleed),termFreq(blood),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(cold),termFreq(continu),termFreq(cure),termFreq(danger),termFreq(degre),termFreq(differ),termFreq(diseas),termFreq(disord),termFreq(drink),termFreq(fever),termFreq(follow),termFreq(frequent),termFreq(gener),termFreq(happen),termFreq(head),termFreq(heat),termFreq(increas),termFreq(inflamm),termFreq(kind),termFreq(littl),termFreq(matter),termFreq(mean),termFreq(medicin),termFreq(method),termFreq(natur),termFreq(observ),termFreq(occas),termFreq(open),termFreq(oper),termFreq(pain),termFreq(patient),termFreq(person),termFreq(physician),termFreq(prevent),termFreq(produc),termFreq(proper),termFreq(purg),termFreq(quantiti),termFreq(remedi),termFreq(remov),termFreq(sever),termFreq(small),termFreq(sometim),termFreq(symptom),termFreq(taken),termFreq(ulcer),termFreq(urin),termFreq(violent),termFreq(warm),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0269500102_000026,"An abridgement of Baron Van Swieten's Commentaries upon the aphorisms of the celebrated Dr. Herman Boerhaave, ... Concerning the knowledge and cure of diseases. By Colin Hossack, ... In five volumes. ...","Swieten, Gerard, Freiherr van",107,1,1,0,1,0,3,4,3,0,2,2,0,3,0,3,1,2,1,2,20,2,0,0,0,1,6,5,1,1,0,2,0,2,4,6,0,1,0,0,0,1,1,2,1,0,1,1,2,2,2,0,2,4,0,0,0,2,4,1,1,1773,2,5,"London : printed for Robert Horsfield; and Thomas Longman, 1773-75.",London,388,male,1700,1772,FALSE,"in the comment to Aph; iic, that there is a certain degree of cohesion required in our healthy fluids. whl n this cohesion is by xny cause so increased , as not to yield to the acion of the heart and arteries, it is then called a lentor, or viscidity,"
1700800400_000023,"The Best and easiest method of preserving uninterrupted health to extreme old age: Established upon the justest laws of the animal oeconomy, and confirmed by the suffrages of the most celebrated practitioners among the antients and moderns. From a manuscript found in the library of an eminent physician lately deceased, and by him intended as a legacy to the world.",,115,3,1,0,0,1,0,2,3,1,2,6,1,4,3,0,4,1,4,2,10,0,3,5,0,2,1,0,1,5,0,1,1,2,0,2,2,0,2,0,0,6,1,1,1,1,0,0,2,2,1,0,2,4,4,1,0,2,1,2,9,1748,1,1,"London : Printed by order of his executors, and sold by M. Cooper at the Globe in Pater-noster-Row, MDCCXLVIII. [1748].",London,216,unknown,,,FALSE,"This Kind of Fever is in itself entirely free from Danger , since it is no less universally than effe&tually cured by Abstinence, and the Use of diluting Liquors. A burninm Fever generally proceeds from the same Causes , and may for tile most part, if it is not of"
1231800400_000024,"The family physician, containing some of the most approved receipts and opinions, of Sydenham, Tissot, Fothergill, Buchan, Harris, Mead, Sampson, Elliot, Cooke, &c. &c. Arranged alphabetically, and designed as an assistant for all labouring under diseases; but more especially for Those Whose Circumstances Will Not Afford Them The Benefit Of Applying To Gentlemen Of The Physical Faculty.",,113,0,0,0,2,1,7,8,3,3,1,6,2,2,0,2,0,6,0,3,2,0,2,2,2,5,2,0,1,1,2,0,0,1,0,0,0,3,2,2,3,8,3,0,2,0,0,1,4,0,1,0,2,5,2,2,0,2,1,1,3,1798,1,1,"London : printed for the booksellers, 1798.",London,206,unknown,,,FALSE,"the retum; pregnancy; a spasm or contraction of the neck of the bladder; clotted blood in the bladder itself; a swelling of the hoemorrhoidal veins, c. In these cafes a bougie may be used by any cautious hand, and will often succeed. In all obftruaions of urine , the body"
1487000500_000079,"Domestic medicine; or, The family physician: being an attempt to render the medical art more generally useful, by shewing people what is in their own power both with respect to the prevention and cure of diseases. Chiefly calculated to recommend a proper attention to regimen and simple medicines. By William Buchan, M.D. [Four lines in Latin from Cicero].","Aitken, Robert",109,2,2,1,1,1,2,2,2,0,3,4,2,1,7,1,0,8,0,4,2,0,5,4,0,1,2,1,6,1,2,1,0,2,0,0,0,4,0,0,3,9,0,1,0,1,3,2,1,0,2,2,1,1,3,2,0,0,1,3,0,1772,1,1,"Philadelphia : Printed [by John Dunlap] for and sold by R. Aitken, at his book-store, nearly opposite the London-Coffee-House, in Front-Street, [1772?].",Philadelphia,379,male,1735,1802,FALSE,"may be taken three or four times a day. It is impossible to say how long this medicine thould be continued , as the cure is sooner performed in some than others; but, in general , it requires a cponi derable time to produce any lasting effeis. .DR. Cheyne says,"
0153500500_000037,Advice with respect to health. Extracted from Dr. Tissot.,Samuel-Auguste Tissot,93,0,0,1,2,1,3,1,0,4,1,2,1,0,3,1,0,2,1,2,5,0,2,3,2,0,2,0,4,1,6,0,0,1,0,1,0,1,0,1,3,7,3,0,0,1,0,2,2,1,2,1,3,5,2,3,0,2,1,0,1,1793,1,1,"London : printed by G. Paramore, North-Green, Worship-Street; and sold by G. Whitfield, at the Chapel, City-Road; and at the Methodist preaching-houses in town and country, 1793.",London,231,male,1728,1797,FALSE,"difordeis of the same name, are a pulse less hard, less strong, more quick, with a foulness or bitterness in the mouth, the heat is. harp and dry, the patient feels a heaviness, an uneasiness about his stomach and loath ings, his complexion is less red, it is, a little"
0824600300_000290,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, physically applied to the cure of all disorders incident to mankind. To which are annexed, rules for compounding medicine according to the True System of Nature: forming a complete family dispensatory, And Natural System of Physic. Beautified and enriched with engravings of upwards of four hundred and fifty different plants, And a Set of Anatomical Figures. Illustrated With Notes And Observations, Critical And Explanatory. By E. Sibly, Fellow of the Harmonic Philosophical Society at Paris; and Author of the Complete Illustration of Astrology.",Nicholas Culpeper,107,0,0,2,2,2,2,1,4,1,3,0,3,2,2,2,0,6,1,1,3,1,1,4,0,0,0,1,8,0,3,1,0,3,0,3,2,3,2,1,4,8,1,0,0,1,3,1,0,0,1,0,4,0,1,0,0,3,3,1,6,1789,1,1,"London : printed for the proprietors, and sold by Green and Co. 176, Strand, MDCCLXXXIX. [1789].",London,783,male,1616,1654,FALSE,"is to be avoided. If however the vomiting should prove violent , lukewarm water , or small pofret, may be drunk, to cleanse the stomach. Afterwards the patient may take fifteen, twenty, or twenty-five, drops of liquid laudanum in a glass of cinnamon water . This may be repeated every"
0167000600_000171,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,103,1,1,3,2,2,2,1,1,3,0,2,1,0,4,0,0,6,1,1,9,0,4,7,1,0,1,1,4,0,3,0,1,3,0,3,1,1,0,0,4,2,1,0,3,0,2,1,2,0,1,0,1,3,2,1,0,1,0,4,5,1791,1,1,"London : printed for A. Strahan; T. Cadell in the Strand; and J. Balfour, and W. Creech, at Edinburgh, MDCCXCI. [1791].",London,764,male,1729,1805,FALSE,"and water to it. A suppression of the lochia, or usual discharges after delivery, and the milk fever , must be treated nearly in the same manner as an inflammation of the womb. In all these cafes , the safes course is plentiful dilution, gentle evacuations, and fomentations of the"
0195700200_000031,"Medical inquiries and observations. To which is added an appendix, containing observations on the duties of a physician, and the methods of improving medicine. By Benjamin Rush, M. D. Professor of Chemistry in the University of Pennsylvania.",Benjamin Rush,107,0,10,0,2,2,0,0,1,4,1,1,4,1,1,1,2,5,7,1,3,1,4,5,0,3,2,0,3,2,1,1,2,1,0,1,2,0,1,0,2,3,1,1,1,2,1,5,0,1,2,2,0,3,4,0,0,0,1,1,2,1789,1,1,"[London] : Philadelphia, printed. London, reprinted for C. Dilly, in the Poultry, MDCCLXXXIX. [1789].",London,257,male,1745,1813,FALSE,"suppuration, which, notwithstanding the liberal use of bark and wine, proved fatal in the course of twelve days. In the months of June and July r788, a number of people were affeeted by sudden swellings, not only of the lips, but of the cheeks and throat. At the same time"
0357100200_000052,"Physiologia: or, the doctrine of nature, comprehended in the origin and progression of human life; the vital and animal functions; diseases of body and mind; and Remedies Prophylactic and Therapeutic. By Thomas Frewen, M. D. Of Lewes, in Sussex.",Thomas Frewen,122,0,0,1,1,0,5,7,2,3,5,0,1,4,0,1,1,1,7,2,0,0,3,6,1,9,1,1,1,3,2,1,1,3,0,4,0,0,0,0,13,4,2,0,2,0,1,2,1,1,2,0,1,3,1,0,1,0,8,2,1,1780,1,1,"London : printed for J. Bew, in Pater-Noster-Row; and W. Lee, jun. at Lewes, MDCCLXXX. [1780].",London,500,male,1704,1791,FALSE,"often turgid. Some women are very subjet to this psin, as a symptom of the approach of the catamenia; on the eruption whereof, it diminishes People of a plethoric habit, are more subject than others to this painful disorder ; and, in general , young people, more than those in"
0218402600_000230,"The entire works of Dr Thomas Sydenham, newly made English from the originals: Wherein The History of Acute and Chronic Diseases, and the Safest and most Effectual Methods of treating them, are faithfully, clearly, and accurately delivered. To which are added, explanatory and practical notes, from the best medicinal writers. The second edition, revised, corrected, and enlarged with several additional notes. By John Swan, M.D.",Thomas Sydenham,106,1,0,1,1,4,1,4,1,0,4,4,2,6,0,1,3,3,0,0,15,0,1,2,1,2,1,1,1,0,0,4,0,1,2,3,1,2,0,2,2,1,2,1,1,2,1,4,2,1,0,0,1,1,8,2,0,1,1,0,0,1749,1,1,"London : printed for Edward Cave, at St. John's Gate, M.DCC.XLIX. [1749].",London,751,male,1624,1689,FALSE,"latent, remote, and absolutely inexplicable causes of diseases , tihe shape and bulk of the coniti: uent parts of medicines , and tieir manner of operating , Itudying the mathematics, and endeavouring to account for what pants in the human bod), by applying the pr nciples of this Icience thereto,"
0257500300_000083,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a display of their medicinal and occult properties, ... Forming a complete family dispensatory, ... Beautified and enriched with engravings ... Th medical part. By E. Sibly, ...",Nicholas Culpeper,113,0,1,5,1,2,12,8,3,5,0,2,2,3,2,1,0,6,0,3,2,0,1,3,0,1,0,0,1,0,2,0,2,1,0,0,1,2,3,1,3,8,1,0,1,1,2,0,2,0,1,0,1,2,3,1,1,0,4,2,4,1795,1,1,"London : printed for the author, and sold at the British Directory-Office; and by Champante and Whitrow, [1795?].",London,264,male,1616,1654,FALSE,"utmost service. It i'slikewife beneficial in inflammations of the liver and spleen, and often in the goutandrheumatifm. In all diseases where bleeding is necessary, a spontaneous discharge of blood from the nose is of much more service than the same quantity let with a lancet. Whenever bleeding at the nose"
0239600200_000103,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With An Appendix, containing a Dispensatory for the Use of Private Practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,110,0,0,2,1,2,1,2,2,3,3,3,1,0,1,0,0,7,2,5,0,0,2,2,0,0,2,0,2,0,1,3,3,4,1,4,2,1,3,0,4,7,0,0,1,0,3,5,1,0,1,0,1,2,1,2,0,3,6,4,4,1781,1,1,"Dublin : printed by D. Graisberry, for Messrs. Sleater, Whitestone, Chamberlaine, Williams, and Moncrieffe, M,DCC,LXXXI. [1781].",Dublin,590,male,1729,1805,FALSE,"cannot be discharged outwardly, the danger is great. When a fchirrus of the liver ensues, the patient , if he observes a proper regimen, may nevertheless live a number of years tolerably easy; but if he indulges in animal food and strong liquors, or takes medicines of an acrid or"
0132700102_000035,"A new practice of physic; wherein the various diseases incident to the human body are orderly described, their causes assign'd, their diagnostics and prognostics enumerated, And the Regimen proper in each deliver'd; With A Competent Number of Medicines for every Stage and Symptom thereof, Prescribed after the Manner Of the most Eminent Physicians among the Moderns, and particularly those of London. The whole formed on the Model of Dr. Sydenham, and compleating the Design of his Processus Integri. In two volumes. By Peter Shaw, M.D.","Shaw, Peter",110,0,3,1,2,1,1,2,0,5,7,1,4,2,2,0,0,0,7,0,9,0,0,3,3,1,1,2,4,1,1,2,1,2,0,1,3,0,0,0,3,2,0,0,0,0,8,2,1,3,0,0,1,4,4,0,2,1,4,2,1,1728,2,2,"London : printed for J. Osborn and T. Longman, at the Ship in Pater-Noster-Row, M.DCC.XXVIII. [1728].",London,334,male,1694,1763,FALSE,"symptoms , after the time of deli M m very; very; to remedy which, tis usual to order a galbanum plaster to be applied to the navel; and to put the patient into a course of anti hyfteric medicines , after the manner observed in the hy. freric passion; with"
0659300800_000030,"Elements of the practice of physic, in two parts. Part I. Containing, the natural history of the human body. Part II. The history and methods of treating fevers, and internal inflammations. By Geo. Fordyce, M. D. F. R. S. Senior Physician to St. Thomas's Hospital, and Reader on the Practice of Physick, in London.",George Fordyce,119,0,1,1,1,1,3,3,1,1,3,4,2,4,0,1,1,7,0,1,6,2,4,2,0,1,1,4,10,0,0,3,0,1,3,1,0,0,1,0,4,7,0,0,1,4,0,0,1,2,0,2,1,8,12,0,0,1,2,0,0,1777,1,1,"London : printed for J. Johnson, at No. 72, in St. Paul's Church Yard, MDCCLXXVII. [1777].",London,374,male,1736,1802,FALSE,"pectoral herbs. (B) By defending the mucous membrane from the salts contained in the mucus so secreted, with mucilaginous, or oily medicines . (No. 30.) R amygd.decort. Sj Gum. Arabic gjfs Mel. - - giv Aq; Font. - lbij m Ft. S. A. Emulfio bibat poculum frequenter . Or, (No."
0773400300_000072,"Boerhaave's aphorisms: concerning the knowledge and cure of diseases. Translated from the last edition printed in Latin at Leyden, 1728. With useful observations and explanations.",Herman Boerhaave,92,0,0,1,1,2,1,1,0,1,2,1,4,4,1,2,0,2,0,2,5,1,0,2,1,0,3,0,6,3,2,0,1,2,1,1,0,2,0,0,6,1,0,0,1,1,0,2,3,2,1,0,2,1,3,0,0,5,3,4,2,1735,1,1,"London : printed for A. Bettesworth and C. Hitch, in Pater-Noster Row; and W. Innys and R. Manby, at the West End of St. Paul's, MDCCXXXV. [1735].",London,469,male,1668,1738,FALSE,"made apt to fall off easily and quickly; which is done with Fomentations, Gargles, Glyfters; which ought to be made of warm , loosening, emollient, detersive Liquors; and by its sufficient Stay moiftning, and resisting Putrefation. 3 As Ibon as the Crut is falln, Anodynes, softening and at the same"
0306500500_000043,"The practical physician; or, medical instructor. Pointing out remedies for the various diseases of mankind: With Directions for the Preservation of Health. Specifying the Causes, Symptoms, proper Regimen, and Method of Cure of the Different Disorders incident to the Human Body. Adapted to the use of private families; Though conveying equal Information to the Scientific. Together with observations on diet, air, and exercise. The Effects of the Passions, And their Influence on the Production and Prevention of Disease. Including, Medical Advice to Women, on Pregnancy, Child-Birth, &c. And Ample Instructions to Parents and Nurses, Respecting the Disorders of Children. By Lewis Mansey, M. D. Assisted by Communications from the most respectable Practitioners, and the Productions of the most celebrated Medical Writers, whose Names are cited.","Mansey, Lewis",121,2,2,5,2,2,2,2,3,4,0,2,1,0,4,1,0,8,1,3,11,0,2,2,1,0,0,0,2,1,0,1,3,0,1,2,3,0,2,0,0,11,2,1,5,0,2,2,2,0,3,2,5,4,0,2,0,0,2,2,1,1800,1,1,"London : printed by W. Stratford. Crown Court, Temple Bar. For J. Stratford, No. 112, Holborn-Hill, [1800].",London,641,unknown,,,FALSE,"twelfth, because the bark prevents the retrocession of the morbid matter . If the fever should assume new vigour, at the turn of the disease , and there appears danger of suffocation, the patient flould be bled according to his strength, and bliftering plaifters should be applied to prevent the"
0580300600_000108,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,93,0,0,2,0,2,2,1,1,0,5,1,1,0,1,1,0,4,0,4,1,2,4,2,1,0,1,1,9,0,2,2,0,3,0,2,1,0,1,1,3,6,0,0,0,1,2,0,0,1,1,0,2,1,2,0,2,5,2,2,5,1794,1,1,"London : printed for A. Strahan and T. Cadell, London; and J. Balfour, and W. Creech, Edinburgh. Sold also by T. Cadell Junr, and W. Davies, (successors to Mr. Cadell,) in the Strand, MDCCXCIV. [1794].",London,788,male,1729,1805,FALSE,"kept easy, quiet, and free from cold , as long as any symptoms of inflammation remain. medicine . bleeding is generally necessary, especially at the beginning . Ten or twelve ounces may be let from the arm or foot with a lancer, and if the pain and inflammation continue ,"
0195700100_000101,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. By William Buchan, M.D. Of the Royal College of Physicians, Edinburgh.",William Buchan,94,0,1,2,0,2,2,0,0,0,3,1,1,0,1,1,0,3,0,3,1,1,5,2,1,0,1,1,9,0,3,2,0,3,0,3,1,0,1,1,3,8,1,0,0,1,2,0,1,1,1,0,2,1,2,0,2,6,1,2,5,1772,1,1,"London : printed for W. Strahan; T. Cadell in the Strand; and A. Kincaid & W. Creech, and J. Balfour, at Edinburgh, MDCCLXXII. [1772].",London,794,male,1729,1805,FALSE,"may be diftinguifned from the colic by the pain being seated farther back, and by the difficulty of passing urine , which is a constant symptom of the former, but does not always happen in the latter. REGIMEN. Everything of a heating or Sftimulating nature is to be avoided. The"
1043000300_000312,"The compleat family physician; or, universal medical repository. Containing the Causes, Symptoms, Preventions, And Cures, Of all the various Maladies to which Human Nature is subject, from the Birth to the Grave. Including The Diseases peculiar to Seamen, as well as those of particular Climates; such as the East and West Indies, Coast of Guinea, Greenland, Newfoundland, &c. with the proper Methods of treating Lunaticks, and Persons who are subject to Fits of any Kind. - And the best and most approved Preservatives against Epidemick and Contagious Diseases; such as the Plague, Putrid Fevers, Gaol Distemper, and other Infections. Together with An Account of all the celebrated Spas-Not only of this Country, but such others also, as are of great Repute in other Parts of the World, and the Waters of which are usually imported into these Kingdoms; with some Observations on the Virtues and Efficacy of Sea Water and Bathing. Likewise, Strictures on Quackery in general; and a candid Examination of the respective Merits of James's Powder, Norton's Drops, Ormskirk Powder, Ward's Drops, And Other Popular Medicines. With a full Account of the various Kinds of Poisons, both Animal, Vegetable, and Mineral; and the best Methods of counteracting their respective Effects. - Also, the Means to be made use of for restoring Drowned or Strangled Persons, as published by the Humane Society; and the Plan of Dr. Hawes, Secretary to that benevolent Institution, for preventing Persons being buried Alive. To which is added, The family surgery. Containing Directions for treating Green and Old Wounds; proper Stypticks for immediately stopping the Blood in all Cases; and infallible Applications for the Cure of the Bite of Mad Animals, as well as the Bite or Sting of venomous Animals and Insects. With some approved Receipts for the Cure of Ringworms, Warts, Corns, Bruises, Carbuncles, &c. and Directions for managing the Eyes, Ears, Teeth, Nails, &c. so as to prevent Blindness, Deasness, and Lameness in the Feet. Also, The proper Methods of making and using Salves, Ointments, Pills, Cataplasms, Poultices, Fomentations, Embrocations, &c. &c. Together with The compleat British herbal. And A List of all such Drugs, Chymicals, &c. as are directed to be used in the different Preparations, with their Prices at Apothecaries Hall, London. The Whole Forming A Compleat Body Of AtDomestick Medicine, Calculated As well to assist Gentlemen of the Faculty, as for the Use of private Families; and in which the utmost Care is taken to recommend such Remedies as are most plain and simple, and of Course the least expensive, and readiest to be procured. By Hugh Smythson, M.D. Late Student at the University of Leyden. When, on the Bed of loath'd Disease, With streaming Eyes, Affection sees A Child, a Husband, Wife, or Friend, And fears the much-lov'd Victim's End; How sighs the sympathetick Heart, For Knowledge in the Healing Art! How fears, lest Want of Skill prevent The kind Assistance fondly meant! No more, by anxious Dread possess'd, Shall Terror fill the friendly Breast; Whilst in our Labours are combin'd The healing Arts of all Mankind.","Smythson, Hugh",102,1,4,2,0,3,1,0,1,6,0,2,4,0,0,0,1,4,3,1,5,2,3,2,3,0,0,1,2,3,0,5,0,4,1,1,0,0,3,0,0,7,0,0,0,1,3,6,2,0,2,1,0,1,4,1,3,1,0,1,1,1781,1,1,"London : printed for Harrison and Co. No 18, Paternoster-Row, MDCCLXXXI. [1781].",London,1056,unknown,,,FALSE,"than ordinary, a repetition of the mercurial medicine and purge may contribute to remove this ymp tom and promote the eruption. If, during the appearance of the feverish symptoms , or before, the patient's mouth filould happen to be affected by the mercury, the farther use of that medicine must"
0491201800_000023,"Nature's assistant to the restoration of health; to which is added, a short treatise on the venereal disease; Also an Essay on Gleets, Seminal Weaknesses, and A Destructive Habit of a Private Nature. By J. Hodson, M.D.","Hodson, James",105,0,1,3,0,0,0,0,2,5,0,2,2,4,1,1,0,0,1,4,1,2,0,2,1,0,2,1,5,1,5,0,2,3,1,0,2,1,1,2,1,5,2,1,1,0,6,2,0,3,3,0,0,2,4,1,0,3,2,1,10,1791,1,1,"London : printed by E. Hodson , Bell-Yard, Temple-Bar. Sold by J. Deighton , Holborn ; J. Matthews , Strand ; and all other booksellers in Great-Britain , [1791].",London,168,male,,,FALSE,"that heat , finart, and inflammation , experienced in venereal cafes . instructions. some people inveigh strongly against the parade, as they falsely term it, of application for advice in these cafes . But he only betrays his ignorance who asserts that the most copious gezeral in.fru&tions may not in"
0493301600_000030,"Nature's assistant to the restoration of health in a Variety of Complaints. To which is added, an address to parents, tutors, and schoolmasters; with Advice to Young Men and Boys, Respecting a Destructive Habit of a Private Nature. By J. Hodson, M.D. Author of Several Valuable Theological Tracts.","Hodson, James",94,0,5,6,2,2,2,0,1,1,0,1,1,2,0,0,0,1,1,1,0,1,1,4,1,0,2,1,3,1,6,1,1,0,1,1,2,1,2,1,4,3,1,0,1,0,1,3,1,1,1,0,1,1,5,2,4,0,3,3,3,1794,1,1,"London : printed by E. Hodson , Bell-Yard, Temple-Bar. Sold by J. Deighton , Holborn ; J. Matthews , Strand ; T. Tutt , Royal-Exchange ; and all booksellers in Great-Britain, Ireland, and America , [1794].",London,194,male,,,FALSE,"the second stage, because, it is in general preceded by an inflammation and discharge, It is likewise a criterion whereby to determine the disease to be venereal, and to judge of the propriety and necessity of administering mercury, which can never safely be done if there are none of the"
0029400300_000018,"The complete English physician; or, an universal library of family medicines. Containing a new and approved selection of efficacious prescriptions and remedies, (made Use of by the Faculty) For the Cure of all Disorders to which the Human Body is liable. Together with plain and easy Directions for the Use or Application of those Remedies, with Safety, in Private Families. The Whole calculated to administer the most valuable Assistance in the Prevention and Cure of every Disease and Malady incident to Both Sexes. Including Important Observations, from the most eminent Authorities, on proper Regimen and simple Medicines. Also, other Medical Remarks worthy the Attention of Mankind in general; Tending to restore Health and prevent Illness through every Stage of Life. By George Alexander Gordon, M.D.","Gordon, Geo. Alex. (George Alexander)",103,1,1,0,1,2,2,2,3,2,1,1,0,1,3,0,1,2,0,1,6,0,1,6,0,2,1,1,2,0,2,2,3,0,1,5,2,1,4,2,1,9,0,0,1,0,0,3,4,0,0,0,1,2,4,4,0,1,3,1,4,1785,1,1,"London : printed for Alex. Hogg, No. 16, Pater-Noster-Row, [1785?].",London,119,unknown,,,FALSE,"their full, the patient's food Should be, as i said before, light, and of a cooling nature . Bread boiled with equal. quantities of milk and water , apples roated, or boded with milk, and Iwretened with sugar, panado, c. buttcr milk, on the decline of the difeaie, may be"
0758900400_000272,"Culpeper's English physician; and complete herbal. To which are now first added, upwards of one hundred additional herbs, with a Display of their Medicinal and Occult Properties, Physically Applied to The Cure of all Disorders incident to Mankind. To which are Annexed, Rules for Compounding Medicine according to the True System of Nature: Forming a complete family dispensatory, and natural system of physic. Beautified and enriched with engravings of upwards of Four Hundred and Fifty different Plants, And a Set of Anatomical Figures. Illustrated with notes and observations, Critical and Explanatory. By E. Sibly, M. D. Fellow of the Harmonic Philosophical Society at Paris; and Author of the Complete Illustration of Astrology.",Nicholas Culpeper,114,0,2,4,4,2,2,1,3,1,3,0,4,2,0,0,0,4,1,1,1,1,4,6,1,0,1,1,4,0,3,0,0,3,1,2,0,3,1,1,6,12,0,1,0,1,3,2,0,0,1,0,2,2,5,0,0,0,2,4,6,1794,1,1,"London : printed for the author, and sold at the British Directory Office, Ave-Maria-Lane; and by Champante and Whitrow, Jewry-Street, Aldgate, [1794?].",London,711,male,1616,1654,FALSE,"occasioned by any cause that can be removed by force, quicksilver is not only a proper medicine , but the best that can be adminifterecl, as it is the fittest body we know for making its way through the intestinal canal. 36 OF 149 150 culpeper's ENGLISH PHYSICIAN ; OF"
0308000100_000142,"The entire works of Dr Thomas Sydenham, newly made English from the originals: Wherein the History of Acute and Chronic Diseases, and the Safest and most Effectual Methods of Treating them, Are Faithfully, Clearly, and Accurately delivered. To which are added, explanatory and practical notes, from the best medicinal writers; with others by the translator. Further illustrating the principal Matters, and teaching the Practice of Inoculation, the Use of Chalybeats, and Mineral Waters, with the Remedies and Regimen proper for nephritic Patients. The fifth edition, with all the notes inserted in their proper places. By John Swan, M.D.",Thomas Sydenham,105,0,0,4,2,0,11,3,0,2,1,0,1,4,0,0,1,1,2,2,4,2,2,3,2,0,1,0,2,2,1,1,1,5,4,1,2,0,1,0,2,2,1,0,1,0,2,5,4,3,1,0,2,0,1,3,0,0,2,3,5,1769,1,1,"London : printed for F. Newbery, at the Corner of St Paul's Church Yard, M,DCC,LXIX. [1769].",London,723,male,1624,1689,FALSE,"prescribed by any other author: it fliou!l rather seem to incrcale the pain and inflammation than mitigate them, at least in a filiple efipelai. Hcifler recommends digefiive pwiuders, made oft flvers oj'clder', liquorice root, prrpasred chalk, cerufs, and myrrh, mixed together in eoual quantities , with the addition of a"
0580300500_000162,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the use of private practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,125,0,4,1,2,3,0,0,0,0,0,1,1,3,2,5,5,9,3,2,0,0,3,5,0,0,7,2,2,1,1,3,0,1,2,3,2,1,1,0,10,7,2,1,0,0,2,0,0,0,1,0,2,5,7,0,1,4,2,1,5,1792,1,1,"London : printed for A. Strahan; T. Cadell in the Strand; and J. Balfour, and W. Creech, at Edinburgh, MDCCXCII. [1792].",London,780,male,1729,1805,FALSE,"insec. tion, which might have been easily removed , is often converted into an obstinate, and sometimes incurable malady. Another unfavourable circumfiance attending this disease is, that it assumes a variety of different hiapes, and may with more propriety be called an assemblage of diseases , than a single one."
0492000500_000028,"Medical instructions towards the prevention, and cure of chronic or slow diseases peculiar to women: especially, those proceeding from over-delicacy of habit called nervous or hysterical; from Female Obstructions, Weakness, and inward Decay; a diseased state of the Womb, or critical change of Constitution at particular Periods of Life; in which, their Nature is explained, and their Treatment, by Regimen, and simple Medicines, divested of the Terms of Art, is clearly laid down, for the use of those affected with such Diseases, as well as the Medical Reader. By John Leake, M. D. Member of the Royal College of Physicians, London; and Physician to the Westminster Lying-in Hospital.",John Leake,99,0,1,0,1,0,3,1,3,2,1,1,1,1,0,0,0,1,4,2,1,0,1,3,1,1,1,1,5,2,2,0,0,2,3,2,0,3,0,0,8,5,0,0,0,4,4,0,3,3,0,1,1,0,2,3,3,8,1,1,2,1777,1,1,"London : printed for R. Baldwin, in Pater-Noster-Row, M.DCC.LXXVII. [1777].",London,451,male,1729,1792,FALSE,"such complaints, than hose in England. On this occasion , the - lai raft might part with a little of that mistaken modesty which can answer no good purpose, but on the contrary, tends to injure their health. The urine , when too long retained in the bladder, may prove"
0165000200_000084,"Domestic medicine: or, a treatise on the prevention and cure of diseases by regimen and simple medicines. With an appendix, containing a dispensatory for the Use of Private Practitioners. By William Buchan, M. D. Fellow of the Royal College of Physicians, Edinburgh.",William Buchan,125,1,2,1,2,2,3,1,3,6,1,2,2,1,1,0,0,7,0,3,17,0,5,7,0,0,3,0,2,3,1,0,1,3,0,2,0,1,2,0,0,12,4,0,1,0,1,4,0,0,0,0,1,4,6,1,2,0,1,2,1,1776,1,1,"London : printed for W. Strahan; T. Cadell in the Strand ; and J. Balfour, and W. Creech, at Edinburgh, MDCCLXXVI. [1776].",London,787,male,1729,1805,FALSE,"from cotton rubbed upon the skin as mentioned above, or by introducing a little of the larp humour which dirills from the eyes of the patient into the blood . It is agreed on all hands that sich patients as have been inoculated had the disease very mildly; we therefore"
