PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(believ),termFreq(better),termFreq(bring),termFreq(brother),termFreq(care),termFreq(death),termFreq(enter),termFreq(exit),termFreq(faith),termFreq(father),termFreq(fear),termFreq(fellow),termFreq(friend),termFreq(gentleman),termFreq(god),termFreq(hand),termFreq(head),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(hope),termFreq(hous),termFreq(king),termFreq(know),termFreq(ladi),termFreq(leav),termFreq(letter),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(madam),termFreq(marri),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(natur),termFreq(night),termFreq(noth),termFreq(old),termFreq(plai),termFreq(pleas),termFreq(poor),termFreq(prai),termFreq(run),termFreq(self),termFreq(servant),termFreq(speak),termFreq(sure),termFreq(think),termFreq(thought),termFreq(true),termFreq(wife),termFreq(woman),termFreq(word),termFreq(world),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpt
0829500500_000122,"The works of the late ingenious Mr. George Farquhar: containing all his letters, poems, essays, and comedies publish'd in his life-time. The Comedies are Illustrated with cuts representing the principal Scenes in each Play.",George Farquhar,81,1,3,0,0,1,1,0,6,0,0,3,1,1,1,1,0,1,1,2,2,2,0,0,0,1,9,0,0,1,1,0,3,3,3,0,0,0,1,0,2,9,0,2,2,3,2,0,0,1,2,1,0,0,1,1,3,2,1,1711,1,1,"London : printed for Bernard Lintott, at the Cross-Keys between the two Temple-Gates in Fleet-Street, [1711].",London,587,male,1677,1707,TRUE,"to do you a Mil; chief, ask my Pardon immediately. Bis. I do, Sir, I only miltook the Word . Dr. Cry then, ha' you got ever a Handkerchief? Bis. Yes, Sir. dur. Cry then, handsomely; cry like a Queen in a Tragedy. [She, pretending to cry, bluri.s ott a"
1255200301_000075,"Plays, Written by Sir John Vanbrugh. In Two Volumes. ... Containing The Relapse, or Virtue in Danger. The Provoked Wife. Esop, in Two Parts. ... Containing The Confederacy. The False Friend. The Mistake.",John Vanbrugh,78,0,1,1,0,0,1,0,2,0,1,2,2,0,0,1,1,0,1,0,0,1,0,1,0,6,10,1,0,2,0,0,0,1,2,2,2,2,2,1,1,2,0,1,0,6,1,0,1,2,1,1,2,2,2,2,5,0,3,1719,1,2,"London : printed for J. Tonson and M. Wellington, and sold by William Taylor at the Ship in Pater-Noster-Row, M.DCC.XIX. [1719].",London,325,male,1664,1726,TRUE,"with the old Gentleman , that one word from you would set us all right again. If he will have her a Wife , in the name of Venus let him provide her a handsome Husband, and not throw her into the Paws of a thing that Nature in a"
1293700201_000056,"The dramatick miscellany: consisting of the new plays, both tragedies and comedies, which have been written in the years 1718, 1719, 1720. In three volumes. To be continued annually. ... . Containing Love in a Veil, by Mr. Savage. The Coquette, or the English Chevalier; by Mr. Molloy. The Artful Wife, 'tis well if it takes, by Mr. Taverner. The Earl of Warwick, or the British Exile; by Mr. Tolson.",,82,1,1,0,0,0,0,0,2,2,1,0,0,2,0,0,0,1,1,1,1,3,2,0,0,6,22,1,0,1,2,0,2,2,2,1,0,1,0,0,1,0,0,2,2,1,1,1,1,1,1,6,2,0,1,2,2,0,0,1721,1,3,"London : printed for T. Jauncy, at the Angel without Temple-Bar, M.DCC.XXI. [1721].",London,423,unknown,,,FALSE,upon the nasty Fellow . Sir Fran. At this rate your Ladifhip is not to be pleased . Har. I am a little Curious. Lady Abs. She has but an indifferent Opinion of what you call Love . Sir Fran. Gadfo! Now I have hit upon it.what think you of
1143900101_000107,"The works of Mr. Francis Beaumont, and Mr. John Fletcher; in seven volumes. Adorn'd with cuts. Revis'd and corrected: with some account of the life and writings of the authors.","Fletcher, John",105,0,0,2,1,0,1,0,3,3,2,0,1,1,1,3,2,0,0,0,2,0,2,1,0,3,30,5,0,0,0,1,9,2,1,0,2,2,0,0,1,2,0,3,0,6,0,0,0,0,1,2,0,0,1,4,0,2,3,1711,1,7,"London : printed for Jacob Tonson, at Shakespear's Head over-against Chatherine-Street in the Strand, MDCCXI. [1711].",London,558,male,1579,1625,FALSE,"determine Sir: You fhallknow all: Call Mr. Well ford there: That Gentleman I mean to make the Model of my Fortunes, and in his chaft Embraces keep alive the memory of my lost lovely Loveless: He is somewhat like him too. El. Ls. Then you can love ? Lady ."
0584200300_000003,Isabella; or the fatal marriage: a tragedy. Altered from Tho. Southern.,Thomas Southerne,75,1,2,1,1,1,1,0,0,0,1,4,1,0,2,2,1,2,1,1,0,0,2,0,3,1,1,1,0,3,2,1,4,0,3,1,1,1,1,0,1,2,0,2,2,2,1,0,0,2,0,4,3,1,0,1,1,3,3,1774,1,1,"Edinburgh : printed and sold by J. Robertson, M,DCC,LXXIV. [1774].",Edinburgh,59,male,1660,1746,TRUE,"the gifts at good times are better than the wages: it would do well to be reformed. Samp. But what is the business, Nurse? you have been in the family before I came into the world ; what's the reason, pray , that this daughter in law, who has so"
0157400110_000054,"A collection of the best English plays. Vol. I. Containing, Julius Cæsar; Macbeth; Hamlet; Othello: by Mr. Wm. Shakespear.",,76,1,1,3,1,0,0,0,2,1,1,0,0,4,3,2,0,0,0,0,1,1,3,1,0,3,0,0,2,1,1,0,1,12,0,3,3,1,0,0,3,1,1,2,0,2,0,0,1,0,1,5,3,0,0,1,1,1,2,1712,10,10,"The Hague : printed for T. Johnson, bookseller at The Hague, 1711-22.",The Hague,409,unknown,,,FALSE,"his Thoughts ; I fliou'd not like a Man with confined Thoughts , it flews a Narrowness of Soul. Constancy is but a dull fleepy quality at belt, they will hardly admit it among the manly Virtues nor do I think it deserves a Place with Bravery, Knowledge, Policy, Justice,"
0047603200_000019,"The school for scandal; a comedy; as it is performed at the Theatres-Royal, in London and Dublin.",Richard Brinsley Sheridan,75,1,1,1,0,2,0,0,3,6,0,0,0,1,1,1,0,0,0,0,0,2,1,0,0,7,7,5,0,1,2,0,0,2,0,1,1,0,0,0,2,3,2,2,2,1,1,0,3,2,1,3,0,1,1,1,3,1,0,1781,1,1,"Dublin : [s.n.], Printed in the Year M.DCC.LXXXI. [1781].",Dublin,82,male,1751,1816,TRUE,"is, ihe is now in the room. Charles. The devil fle is where? Sir Peter. Hush, hulh behind the screen. Charles. I'll have her out. Sir Peter. No, no, no, no. Charles. Yes. Sir Peter. No. Charles. By the Lord I will. so now for it. Both run up to"
0451400107_000044,"Mr William Shakespeare his comedies, histories, and tragedies, set out by himself in quarto, or by the players his fellows in solio, and now faithfully republish'd from those editions in ten volumes octavo; with an introduction: whereunto will be added, in some other volumes, notes, critical and explanatory, and a body of various readings entire.",William Shakespeare,79,1,1,1,0,0,2,0,2,1,1,0,3,0,3,1,2,0,1,2,0,4,1,0,4,6,2,2,0,2,2,3,3,4,0,0,0,1,1,0,1,0,1,3,2,3,0,0,1,5,0,2,1,0,0,2,1,1,0,1768,7,10,"London : printed by Dryden Leach, for J. and R. Tonson in the Strand, [1768].",London,369,male,1564,1616,TRUE,"paragon'd oath world . CAM. So please your highness, The queen being absent, tis a needful fitness That we adjourn this court till further day: Meanwhile must be an earnest motion Made to the queen, to call back her appeal She intends unto his holiness. Kin. "" I may perceive,"""
1217301800_000003,"Wit without mony, a comedy.",John William Fletcher,67,3,0,2,0,2,1,1,1,1,0,2,1,2,1,1,0,0,0,0,2,1,1,2,1,6,1,1,0,1,0,1,2,0,0,0,4,0,1,0,0,1,1,2,1,2,2,1,0,2,1,3,0,0,2,4,1,2,0,1734,1,1,"London : printed for J. Tonson; and sold by W. Feales at Rowe's Head, the Corner of Essex-Street in the Strand, MDCCXXXIV. [1734].",London,72,male,1579,1625,FALSE,"Sir. Val. I do not think of these things: a Ser. Please you Sir, I have Gold here for you. Val. Give it me, drink that and commend me to thy Master; look you, Uncle, do I beg these? U nc. No sure , tis your worth, Sir. Val. Tis"
0047300107_000024,"The works of Shakespear, from Mr. Pope's edition. ... . Containing, The Tempest. A Midsummer-Night's Dream. The Two Gentlemen of Verona. The Merry Wives of Windsor.",William Shakespeare,74,1,0,2,0,1,0,4,3,2,0,4,0,0,2,1,2,3,1,1,2,0,0,0,4,4,0,1,3,4,0,1,0,4,0,1,0,1,2,1,1,2,0,2,2,1,1,0,2,2,1,1,2,0,1,1,0,0,0,1768,7,9,"Birmingham : printed and sold by Robert Martin; and by R. Goodby, in Sherborne, M. Morgan in Lichfield, T. Smith in Wolverhamton, A. Donaldson in London, R. Bond in Glocester, and by all country booksellers, MDCCLXVIII. [1768].",Birmingham,346,male,1564,1616,TRUE,"anything. Lear. No seconds? all myself? Why, this would make a man a man of salt; To use his eyes for garden water pots, And laying autumn's dull. I will die bravely, Like a smug bridegroom. What? I will be jovial: Come, come, I am aking. y Maters, know you"
0741300400_000018,"The works of Mr. Henry Ward, comedian. Consisting of dramatick pieces, poems, prologues, epilogues, epigrams, epitaphs, songs, tales, &c. Particularly The Happy Lovers; or, The Beau Metamorphos'd. A Ballad Farce. The Petticoat - Plotter; or, More Ways than one for a Wife. A Farce. The Widow's Wish; or, An Equipage of Lovers. A Farce. The Lucky Thought; or, The Child laid to the wrong Father. Advice to an aspiring young Lady. Miss Giggle's Wish. The Mock Lover. Love and a Mutton Chop. A Receipt to make Love. The Peevish Quadriller. Broken Courtship; or, The Couple pleas'd. On being Expell'd a Lady's Company. On two young Ladies Ironing their Linnen. A Ploughman's Ditty to a Country Curate. An humourous Epistle, from Miss Polly Wou'd-be, to Miss Betty Forward. A short (but true) Description of London. Great Noses and little Mouths, &c. &c. &c.","Ward, Henry, comedian",74,0,1,1,0,1,3,0,3,1,0,0,2,2,2,2,0,2,0,2,3,0,0,0,0,5,5,1,0,0,5,1,1,3,2,2,0,0,0,0,2,5,2,0,0,1,1,0,2,2,2,2,0,0,0,0,1,2,2,1746,1,1,"London : printed for the author, by T. Gardner, at Cowley's Head, opposite St. Clement's Church in the Strand, M,DCC,XLVI. [1746].",London,135,male,,,FALSE,"wicked little lying thing; you shall never lie with me again. Bell. Miss is not grown up to her Dissimulation yet; therefore I believe her, and, I fancy, Madam , if you could but prevail upon yourself to speak Truth, we should come to a right Un derfianding. Belin. Then"
0335301000_000020,"The atheist: or, the second part of The soldiers fortune. By Mr. Tho. Otway.",Thomas Otway,92,1,0,0,1,0,1,2,2,1,0,1,1,2,3,0,0,2,0,6,0,1,1,2,0,4,14,0,0,2,2,0,4,12,0,1,1,1,0,1,0,1,0,1,1,0,4,0,1,1,2,3,2,0,1,4,2,0,0,1735,1,1,"London : printed for W. Feales, at Rowe's Head, the Corner of Essex-Street in the Strand ; A. Bettesworth, in Pater-Noster-Row ; F. Clay, at the Bible, R. Wellington, at the Dolphin and Crown, and C. Corbett, at Addison's Head, all without Temple-Bar ; and J. Brindley, at the King's Arms in New Bond-Street, MDCCXXXV. [1735].",London,118,male,1652,1685,TRUE,"the Devil can be the meaning ofthis now? I am not to be murdered, I hope , after all this Ceremony and Preparation? Dared. Murdered, in the Devil's Name! Here is great fear of being murdered, truly. Lady . Come, Sir, sit down, Sir. Beau. Madam , I'll obey you."
0450900302_000065,"The dramatic works of Colley Cibber, Esq. In five volumes. Containing Love's Last Shift. Woman's Wit. Love Makes a Man. She would and she would Not.",Colley Cibber,80,0,0,2,0,0,2,1,2,2,0,0,0,1,2,1,0,1,0,1,2,3,2,0,0,4,9,1,0,2,1,1,1,10,0,0,0,0,2,0,0,3,0,2,2,2,0,1,2,1,1,4,0,0,0,2,2,1,4,1777,2,5,"London : printed for J. Rivington and Sons, C. Bathurst, T. Longman, T. Lowndes, T. Caslon, W. Nicoll, and S. Bladon, M.DCC.LXXVII. [1777].",London,366,male,1671,1757,TRUE,"I can't say I do -- They came away, an't like your honour ; but I did not see .them pay for any thirig, And so after that -- - Enter Hartshorn. Harf. Young Miss Notable is come to wait upon your ladyship. La. Wrong. Here, come into the next"
0072101100_000019,"The school for scandal. A comedy. As it is acted at the Theatre, Smoke-Alley, Dublin.",Richard Brinsley Sheridan,77,0,1,1,0,5,0,0,3,2,0,1,0,0,0,1,0,1,0,0,1,0,2,1,0,6,8,3,0,0,5,1,0,1,1,0,1,2,0,0,3,4,1,2,0,1,1,0,1,1,1,1,1,2,1,2,3,2,3,1793,1,1,"[Dublin] : Printed for the booksellers, M,DCC,XCIII. [1793].",Dublin,126,male,1751,1816,TRUE,"the old gentleman found out that he has got a young wife ; or, what is worse, has the lady found out that he has got an old husband. Jos. For shame, brother . CHAR. Tis TRUE , I did once fufpea her ladyship had a partiality for me, but"
0393900200_000012,"A woman's revenge: or, a match in Newgate. A comedy. As it is acted at the New Theatre in Lincoln's-Inn-Fields. By Mr. Bullock.",Christopher Bullock,71,1,0,2,0,0,4,0,7,2,0,1,1,1,1,0,0,1,0,0,1,0,3,0,0,5,2,1,0,2,1,1,3,6,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,3,6,0,0,2,2,0,0,2,1715,1,1,"London : printed for E. Curll; and J. Pemberton, against St. Dunstan's Church in Fleet-Street; and J. Brown, and W. Mears, without Temple-Bar, [1715].",London,70,male,1690,1724,FALSE,"waits Enter mether Gryphon, and Freeman. Tree. Now what a Devil is this Woman -- [aside. Cor. Call a Coach this minute and you, Sir, I muss beg to wait on me. Free. Where ever you command this was lucky l[sid ] [Exeunt. Scene the Street: Enter Wizard. Pis. There"
1514800300_000019,"The relapse: or, Virtue in danger. A comedy. Being the sequel to the fool in fashion. As it is acted at the Theatres in London and Dublin.",John Vanbrugh,68,0,0,2,1,0,2,0,0,1,1,3,1,0,0,1,1,0,1,1,0,4,3,0,0,3,3,2,0,0,1,0,4,2,3,2,0,1,0,0,0,4,1,0,2,3,1,1,1,2,0,1,1,0,1,1,2,0,4,1759,1,1,"Dublin : Printed for Sarah Cotter, under Dick's Coffee-House in Skinner Row, 1759.",Dublin,100,male,1664,1726,TRUE,"Honour be not coming again to you; now if I were iire you would behavte ylour self handfemely, and not disgrace me that have brought you up, I'd leave you alone together. Mip., That's my bell Nudie, do as you wuou'd be lone by; truss us together this once; and"
0579800202_000094,"Plays written by Sir John Vanbrugh. In two volumes. Vol.I. Containing The relapse; ... The provok'd wife. Esop, ... Vol.II. Containing The confederacy. The false friend. The mistake. A journey to London. The provok'd husband.",John Vanbrugh,77,0,2,1,0,0,0,0,3,0,0,0,0,1,1,2,0,2,2,1,4,1,2,0,0,5,9,1,2,1,4,1,0,7,2,2,2,1,0,1,2,0,1,2,1,3,0,0,1,0,1,2,0,0,1,1,0,1,1,1730,2,2,"London : printed for J. Tonson, and J. Watts; and for J. Darby, A. Bettesworth, and F. Clay; in trust for Richard, James, and Bethel Wellington, 1730.",London,332,male,1664,1726,TRUE,"Star and what d'ye callum Ribbon, lead me to my Chair, with his Hat under his Arm all the way! Hold up, says the Chairman, and so, says I, my Lord, your Humble Servant . I furpofe, Madam , says he, we shall see you at my Lady uadtrille's! Ay,"
0835000900_000007,"The west Indian. A comedy. By Richard Cumberland, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane and Covent-Garden. Regulated from the prompt-books, By Permission of the Managers.",Richard Cumberland,68,1,1,1,0,1,1,0,5,1,0,1,0,1,0,2,0,0,0,0,1,4,1,5,0,2,4,0,0,1,2,1,1,5,0,2,2,0,0,0,0,1,0,0,0,2,1,0,2,3,3,1,1,0,2,1,1,2,2,1792,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCII. [1792].",London,104,male,1732,1811,TRUE,"a church, if he dare insult the poverty of a man of honour . Full. Have a care what you do; remember there is such a thing in law as an assault and battery; ay, and such trifling forms as warrants and indictments. D Dud. Go, sir; you are too"
0834800700_000013,"She wou'd and she wou'd not; or, the kind impostor. A comedy. By Colley Cibber, Esq. Adapted for theatrical representation, as performed at the Theatres-Royal Drury-Lane and Covent-Garden. Regulated from the prompt-books, By Permission of the Managers.",Colley Cibber,71,1,2,1,0,0,0,0,1,1,1,2,0,1,4,3,0,1,1,0,0,0,0,1,0,5,2,1,6,2,2,0,3,1,4,0,2,1,0,1,1,4,1,1,1,1,0,0,2,0,1,2,0,2,0,3,0,2,0,1792,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, Bookseller to His Royal Highness the Prince of Wales, MDCCXCII. [1792].",London,113,male,1671,1757,TRUE,"thou art modest But, sirrah, we have more work for ye: you must get in with the servants , attack the lady's woman ; there, there's ammunition, rogue! [Gives him maoney.] now try if you can make a breach into the secrets of the family. Trap. Ah, sir, I warrant"
0304802402_000003,"The works of Mr. Charles Shadwell: containing, The Fair Quaker of Deal; or, The Humours of the Navy. The Humours of the Army. Irish Hospitality; or, Virtue Rewarded. The Plotting Lovers; or, The Dismal Squire. ...","Shadwell, Charles",76,0,0,0,2,4,3,0,4,1,2,4,1,0,8,1,0,0,0,2,1,0,1,2,0,4,3,1,2,0,1,2,3,6,1,0,1,1,0,1,0,0,0,1,4,1,0,0,1,1,2,0,0,0,0,1,1,0,2,1720,2,2,"Dublin : printed for George Risk and Joseph Leathley in Dames-Street, and Patrick Dugan on Cork-Hill, Bookseller, 1720.",Dublin,309,male,,,FALSE,"muftget it one way or other. Au. She is most excellently Good -- - and notwithstanding her Misfortunes are great, I'm I'm sure she'd scorn a thing that's ill, her Hasband has left her in a deplorable Condition you are an indulging Parent, and have put it into my Power"
0919601200_000006,"The maid of the mill. A comic opera. By Isaac Bickerstaff. Adapted for theatrical representation, as performed at the Theatres-Royal, Drury-Lane, and Covent-Garden. Regulated from the prompt-book, by permission of the managers.",Isaac Bickerstaffe,84,0,0,0,1,0,5,0,0,0,0,2,0,1,1,0,1,3,0,2,0,4,5,2,0,4,3,3,0,0,4,2,3,4,4,1,1,1,0,0,2,1,1,3,0,1,0,0,1,1,3,5,1,1,2,1,2,0,2,1791,1,1,"London : printed for the proprietors, under the direction of John Bell, British Library, Strand, bookseller to His Royal Highness the Prince of Wales. MDCCXCI. [1791].",London,86,male,1733,1812,TRUE,"piece of a cit myself, as I may say, for my great grandfather was a dry salter. D Te. And yet, madam , you condescended to marry my papa. L Syc. Well, if I did, miss, I had but five thousand pounds to my portion, and Sir Harry knows I"
0237700101_000085,"The works of Mr. Thomas Southerne. ... . Containing, The Loyal Brother: Or, The Persian Prince. The Disappointment: Or, The Mother in Fashion. Sir Anthony Love Or, The Rambling Lady. The Wives Excuse: Or, Cuckolds make Themselves.",Thomas Southerne,67,0,1,1,1,2,1,0,2,1,0,1,1,2,1,2,0,1,0,1,0,5,1,0,0,5,0,1,0,0,3,4,5,4,2,1,0,1,0,1,1,0,0,1,0,2,0,0,2,0,1,3,1,0,2,1,1,1,0,1721,1,2,"London : printed for J. Tonson, B. Tooke, M. Wellington, and W. Chetwood, MDCCXXI. [1721].",London,355,male,1660,1746,TRUE,"must appear to the World , only in that Rank of Honour which you are pleased to maintain, Mr. ri. Why, Madam , you have as handsome an Equipage as any Man's Wife in Town, that has a Father alive. Mrs. Fri. This must not put me off. I see"
0687401100_000007,"The inconstant: or, the way to win him. A comedy. As it is acted at the Theatre-Royal in Drury-Lane: by Her Majesty's servants.",George Farquhar,82,0,1,2,0,0,1,0,2,3,5,3,0,2,1,2,0,0,0,1,3,0,3,0,0,1,3,2,0,0,3,0,0,11,3,0,2,1,1,0,1,10,2,1,0,1,0,1,0,3,0,2,0,0,1,0,3,0,1,1728,1,1,"London : printed for J. Knapton, G. Strahan, and B. Lintot, [1728].",London,87,male,1677,1707,TRUE,"play book another. He should. have my Consent to buy the Wed ding ring, and the next nioment would I laugh in his Face. Ori. 0 my Dear, were there no greater Tie upon my Heart , than there is upon my Conscience, I would loon throw the contrat out"
0341400900_000003,"The provok'd husband; or, a journey to London. A comedy. As it is acted at the Theatres-Royal in Drury-Lane and Covent Garden. Written by the late Sir John Vanbrugh and Mr. Cibber.",John Vanbrugh,94,0,0,1,0,3,1,0,3,2,0,0,0,0,1,0,0,0,1,1,2,2,2,1,0,5,22,2,0,0,1,0,2,6,0,1,0,0,0,0,4,0,1,1,1,1,0,0,2,3,3,3,2,3,4,2,3,2,0,1765,1,1,"London : printed for T. Lowndes, in Fleet-Street, MDCCLXV. [1765].",London,95,male,1664,1726,TRUE,"can you complain of? Lady Tcwin. Oh! nothing in the least: Tis TRUE , you have heard me say, I have owed my Lord Lurcher an Hundred Pounds these three Weeks but what then - a Husband is not liable to his Wife's Debts of Honour , you know --"
1136300108_000025,"The works of Mr. William Shakespear; in eight volumes. Adorn'd with cutts. Revis'd and corrected, with an account of the life and writings of the author, by N. Rowe, Esq; to this edition is added, a table of the most sublime passages in this author.",William Shakespeare,73,2,0,0,1,0,2,0,5,3,1,0,0,1,2,1,6,2,1,1,1,0,1,3,1,6,1,2,0,1,0,1,4,0,1,2,2,2,0,1,1,1,0,0,1,1,0,0,1,3,2,1,0,1,1,1,0,0,2,1714,8,8,"London : printed for J. Tonson: and are to be sold by J. Knapton and D. Midwinter, A. Betsworth [sic], W. Taylor, T. Varnam and J. Osborn, and J. Browne, 1714.",London,417,male,1564,1616,TRUE,"foolish changeling , athercock Will straight Discourse unto Sir Lancelet, The Form and Tenor of your Teslament. Nor (tand to pause of it, be ruled by me: What will ensue, that shall you quickly see. Flow. Come let's about it; if that a Will, sweet Kit, Can get the Wench,"
0457400105_000065,A select collection of old plays. Volume the First.,,77,0,1,2,0,2,0,0,2,2,2,0,1,1,2,2,0,1,1,2,2,0,0,1,0,9,2,0,0,2,2,1,4,2,1,4,0,2,0,0,0,2,0,1,0,1,0,0,0,0,5,5,2,1,0,3,1,2,1,1744,5,12,"London : printed for R. Dodsley in Pall-Mall, M.DCC.XLIV. [1744].",London,359,unknown,,,FALSE,"He doted on the picure that hung out Upon thy cheeks to please his humorous eye; Not on the part I loved , which was thy heart , And as I thought , thy virtues. a.m"". 0, my lord! These words wound deeper than your sword could do. Vas. Let"
1428000407_000034,"The New English theatre, Vol. VII. Provoked husband, drummer, love makes a man, careless husband, funeral.",,77,0,2,1,0,0,0,0,4,0,0,0,0,1,1,2,0,2,2,1,3,1,2,0,0,5,7,1,2,2,4,1,1,6,2,2,2,1,0,2,2,0,2,2,1,3,0,0,0,0,0,2,0,0,1,1,0,1,2,1777,7,7,"London : Printed for J: Rivington and Sons, J: Dodsley. J: Longman, J: Lowndes, G: Robinson &c., 1777.",London,414,unknown,,,FALSE,"Shall make some lord, or duke, my prize; * And then, O! how I'll tyrannise, "" With a fhand by -- clear the way. III * 0! then for every new delight, * For equipage and diamonds bright, * Quadrille, and plays , and balls, all night ;  0,"
1567500104_000121,"The works of Shakespear. In six volumes. Collated and corrected by the former editions, By Mr. Pope.",William Shakespeare,81,1,1,1,0,0,2,0,3,0,1,0,2,0,3,1,2,1,1,1,1,4,1,1,4,6,2,2,0,3,2,3,2,4,0,0,0,1,1,0,1,0,1,3,2,3,0,0,1,6,0,2,0,0,1,2,0,2,0,1725,4,6,"London : Printed for Jacob Tonson in the Strand, MDCCXXV. [1725].",London,548,male,1564,1616,TRUE,"person in this court, But by particular consent proceeded Under your hands and seals. Therefore go on; For no dislike i'th' world against the person Of our good Queen, but the sharp thorny points Of my alleged reasons drive this forward. Prove but our marriage lawful, by my life And"
0566300400_000051,"A catalogue of the pictures, &c. in the Shakspeare Gallery, Pall-Mall.",Shakspeare Gallery,81,1,1,1,1,0,2,0,2,1,1,0,3,0,3,1,2,1,1,2,1,4,0,0,4,5,3,1,0,2,2,3,4,5,0,0,0,1,1,0,2,1,1,2,1,3,0,0,0,6,0,2,1,0,0,3,0,0,0,1794,1,1,"London : printed for the proprietors, and sold at the place of exhibition, M,DCC,XCIV. [1794].",London,261,unknown,,,FALSE,"sun, and showers, There had made a lasting spring. Everything that heard him play , Even the billows of the sea, Hung their heads , and then lay by. In sweet music is such art ; Killing care , and grief of heart , Fall asleep, or hearing, die Enter"
0211901200_000017,"She wou'd, and she wou'd not: or, the kind impostor. A comedy, as it is now acted at the Theatre-Royal in Drury-Lane, by her Majesties servants. Written by Mr. Cibber.",Colley Cibber,72,0,1,1,0,0,3,0,5,0,2,2,0,2,0,4,0,0,0,2,1,0,1,0,0,5,1,1,0,2,3,4,0,3,4,2,0,2,0,0,0,1,1,3,2,0,1,1,2,3,1,2,1,0,1,1,0,0,1,1714,1,1,"London : printed by R.B. for W. Mears at the Lamb, J. Brown at the Black-Swan without Temple-Bar, and J. Woodward in Fleetstreet, 1714.",London,119,male,1671,1757,TRUE,"so at last, you see, there is such a Plague, that - I don't know - one does not care to be rid of'em neither. prf. A very generous Confefion i Hfp. Well, Madam , now you know me thoroughly, I hope you'll think me as fit for a Husband"
0129100102_000011,"Poems and plays. By Mrs. West, Author of ``a Tale of the Times,'' ``a Gossip's Story,'' &c. &c. ...",Jane West,80,0,1,2,0,2,2,0,3,3,0,1,0,0,1,3,0,0,0,1,0,1,3,1,0,2,4,0,3,0,3,0,4,5,0,0,3,1,0,0,2,2,0,0,4,3,1,0,1,0,5,4,2,1,1,0,1,4,0,1799,2,4,"London : printed by C. Whittingham; for T. N. Longman and O. Rees, Paternoster-Row, 1799.",London,252,female,1758,1852,FALSE,"Then Miss Beverley is not the person you suspected? COLONEL WILFORD. No! Miss Beverley is not the person I suspected. 72 TIFFANY. And I am to give the message. to my lady , Miss Seymour? COLONEL WILFORD. Yes! you are to give the message to Miss Seymour; and tell my"
1466000300_000014,The King and the Miller of Mansfield. A dramatic tale. As it was acted at the Theatre-Royal in Drury-Lane. By R. Dodsley.,Robert Dodsley,72,1,1,0,0,0,1,0,2,1,1,0,0,4,1,1,0,0,1,1,1,3,1,1,10,3,1,1,0,1,1,3,0,2,1,0,0,1,0,0,0,3,0,1,2,5,0,1,2,1,0,3,1,1,0,1,3,1,2,1751,1,1,"London : Printed for the author at Tully's-Head, Pall Mall, MDCCI. [1701].",London,59,male,1703,1764,TRUE,"extraordinary indeed. Sir, I am obliged to you for your kind II i'n tions; your Wit and your Poetry may be very inc, ior aught I know ; but a little more coinmmion Scnf, I bclicv., could do you no hirm.l. King . He is not to be flattered, I"
0047601200_000002,"Miss in her teens: or, the medley of lovers. A farce. In two acts. As it is perform'd at the Theatre-Royal in Covent-Garden.",David Garrick,75,0,2,1,0,0,0,0,4,1,2,0,0,2,1,1,0,1,3,1,0,4,2,2,0,5,5,0,0,0,1,3,1,0,0,1,0,0,0,0,1,4,1,2,1,2,2,0,2,0,3,2,0,0,2,4,3,0,3,1747,1,1,"London : printed for J. and R. Tonson and S. Draper in the Strand, [1747].",London,46,male,1717,1779,TRUE,"that pass; but I've forgot the Word , Sir - Miss Biddy -- Capt. Bellair - Puff. A young Lady of Wit, Beauty, and Fifteen thousand Pounds Fortune - but, Sir - Capt. What do you say, Puss? Puff. If your Honour pleases to confider that I had a Wife"
1773900600_000024,The funeral; and The tender husband: comedies. Written by Mr. Steele.,Richard Steele,71,1,2,1,2,1,0,1,3,1,0,1,1,3,3,3,0,1,2,0,0,0,0,0,0,1,7,4,0,0,0,1,0,10,0,2,0,0,1,0,1,0,0,0,1,2,1,2,3,0,0,3,2,0,1,1,1,0,1,1712,1,1,"London : printed for J. T. [i.e. Jacob Tonson] And sold by Owen Lloyd, 1712.",London,180,male,1672,1729,FALSE,"Art of Insensibility Iput you out of Countenance, tho'you were prepared for an ill Reception -- Tat. Oh! Madam -- how juffly are you formed for what is now fallen to you, the Empire of Mankind -- - wyid. O Sir, that puts me out of all my inf~enc~bili ty"
