PassageID,Title,Author,Total termFreq,termFreq(accent),termFreq(ancient),termFreq(art),termFreq(author),termFreq(beauti),termFreq(church),termFreq(composit),termFreq(forc),termFreq(form),termFreq(geniu),termFreq(god),termFreq(greek),termFreq(harmoni),termFreq(heart),termFreq(hymn),termFreq(iambic),termFreq(imag),termFreq(imagin),termFreq(imit),termFreq(italian),termFreq(kind),termFreq(languag),termFreq(littl),termFreq(lord),termFreq(lyre),termFreq(lyric),termFreq(manner),termFreq(measur),termFreq(melodi),termFreq(modern),termFreq(music),termFreq(natur),termFreq(number),termFreq(od),termFreq(open),termFreq(opera),termFreq(part),termFreq(peopl),termFreq(pleasur),termFreq(poem),termFreq(poetri),termFreq(public),termFreq(rule),termFreq(sacr),termFreq(sentiment),termFreq(short),termFreq(sing),termFreq(song),termFreq(sound),termFreq(speak),termFreq(spiritu),termFreq(stroph),termFreq(style),termFreq(sublim),termFreq(sung),termFreq(syllabl),termFreq(thought),termFreq(time),termFreq(varieti),termFreq(vers),termFreq(vocal),termFreq(voic),termFreq(word),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1736000200_000028,"An essay on musical expression. By Charles Avison, organist in Newcastle. The second edition, with alterations and large additions. To which is added, a letter to the author, concerning the music of the ancients, and some passages in classic writers, relating to that subject. Likewise, Mr Avison's reply to the author of remarks on the essay on musical expression. In a letter from Mr. Avison, to his friend in London.",Charles Avison,69,0,2,1,0,0,0,0,0,0,0,0,3,0,0,2,1,0,1,0,0,2,5,0,0,0,0,0,2,1,5,10,0,2,8,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,8,0,2,1,2,1,0,2,0,1753,1,1,"London : Printed for C. Davis, opposite Gray's-Inn-Gate, in Holborn, MDCCLIII. [1753].",London,269,male,1709,1770,FALSE,"part of Theoretical Music . The Harpsichord takes no notice of them, not being divided for that purpose; but though in this and in some other refpeas it be defective, it hath the advantage of being a very praticable and a most agreeable Infirument, and of accommodating itself well enough"
0912600600_000011,"The history of the belles lettres, and of the arts and sciences, from their origin, down to this present time. Translated from the French of M. Juvenal de Carlencas. With a compleat alphabetical index.",Félix de Juvenel de Carlencas,74,0,2,1,3,1,1,0,1,0,2,0,2,0,1,1,0,1,2,3,0,0,5,3,0,0,7,3,0,0,1,0,2,1,4,0,0,1,0,1,3,4,0,1,0,0,0,0,1,1,1,0,0,2,1,0,0,1,4,2,1,0,0,2,1,1740,1,1,"London : printed for John Duncan Bookseller in St. Martin's Court, near Leicester-Fields, 1740.",London,351,male,1679,1760,FALSE,"mournful Descriptions. Pindar surpassed all the Lyric Poets in the Greatness of the Design, in the Variety of  Thoughts , in the Boldness of the Figures, and in the happy Turn of Expression: Free from the ordinary Ties and Rules of Speech, he moves and astonishes with his Cadences"
0605400601_000006,"Select odes of Pindar and Horace, translated: together with some original poems; accompanied with notes, critical, historical, and explanatory. By the Rev. William Tasker, A.B. In three volumes. ...",Pindar,88,0,0,0,2,1,0,0,0,2,0,0,3,3,0,1,1,0,0,2,0,1,1,1,0,0,2,6,5,0,5,0,0,4,18,0,0,1,0,0,0,4,0,2,0,0,0,1,0,0,0,0,6,1,0,2,2,0,0,1,9,0,0,0,1,1790,1,3,"Exeter : printed for the author. And sold by J. Johnson; J. Bell; and J. Fowler, in London; and by R. Trewman and Son, in Exeter, 1790-93.",Exeter,271,male,516,437,FALSE,"which, in every repetition, in the same ode , consists of the same number of lines; and which answer to each other, in the same manner as the corresponding lines of the firophe and antistrophe: though no two lines of the same cpode are alike. This is the cafe in"
0862500130_000007,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,61,1,1,2,0,2,0,0,2,0,1,3,0,5,0,2,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,4,1,0,0,0,1,1,0,2,2,0,3,1,2,1,1,1790,30,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,354,male,1709,1784,TRUE,"flights of arrows from the Parthian bows, When twanging firings first ihoot them on the foes. Thus have I sung the nature of the bce; mwhile Cfar, towering to divinity, The frighted Indians with his thunder awed, And claimed their homnge, and commenced a god ; I flourished all the"
0740200106_000033,"The spectator. A new edition in eight volumes; with Illustrative Notes. To which are prefixed the lives of the authors, by Robert Bisset, A. M. ...",,75,0,2,3,0,4,1,1,1,3,0,1,0,0,2,4,0,0,1,0,1,2,4,2,0,0,1,2,0,0,0,8,1,0,1,0,2,1,2,2,0,2,0,0,1,0,0,0,4,0,2,0,0,4,0,0,0,2,2,1,0,1,0,4,0,1793,6,8,"London : printed for G. Robertson No 221, Piccadilly, J. Cuthell. No 24, Middle Row, Holborn, J. Lackington No 47 and 48 Chiswell Street Moorfields, and Messrs. Bell & Bradfute, Edinburgh, [1793-94].",London,396,unknown,,,FALSE,"notes prolong; ""apoi.lo listens, and approves the song ."" TOPE. ON HYMNS . I AM very sorry to find, by the opera bills for this day, that we are likely to lose the greatest performer in drafiatic music that is now living, or that perhaps ever appeared upon a stage."
1760400102_000048,"Travels of Anacharsis the Younger in Greece, during the middle of the fourth century before the Christian æra. By the abbé Barthelemi, ... Translated from the French. In four volumes, and a fifth containing maps, plans, views, and coins, ...",Jean-Jacques Barthélemy,64,1,6,3,0,0,0,0,2,1,0,1,0,1,1,2,0,1,0,1,0,3,1,1,0,1,0,0,0,1,1,7,1,3,0,0,0,2,0,0,0,4,0,1,1,2,0,1,1,1,0,0,0,0,1,0,0,0,1,1,4,1,1,3,0,1796,2,5,"London : printed for G. G. and J. Robinson, 1796.",London,535,male,1716,1795,FALSE,"prcgrefs, it has for. fiited the noble prix ilege of infirucing men, and rendering them better. It is not the firil time , said I, that I have heard these complaints, but I have more frequently seen them treat. ed as chimerical. Some sigh over the corruption of music ,"
1016700601_000182,"A general history of music, from the earliest ages to the present period. To which is prefixed, A dissertation on the music of the ancients. By Charles Burney, Mus.D. F.R.S. ...",Charles Burney,63,0,2,2,1,1,0,0,0,1,1,1,5,0,0,1,0,2,0,2,0,2,1,1,0,1,0,2,0,2,2,9,3,0,0,0,0,0,1,1,0,4,0,0,0,2,1,0,3,0,1,0,0,0,1,1,0,0,2,0,1,1,1,1,0,1776,1,4,"London : printed for the author: and sold by T. Becket, Strand; J. Robson, New Bond-Street; and G. Robinson, Paternoster-Row, MDCCLXXVI. [1776]-89.",London,594,male,1726,1814,TRUE,"and the voluptuous gaiety of all his songs is so charaateriflic, that his fyle and manner have had more imitators than Pindar. Ana creontics are zxpeded to be as joyous and sportive, as Pins) The reaons which he alleges in proof of this passion giving birth to Verse and Melody"
0262800101_000034,"A course of the belles lettres: or the principles of literature. Translated from the French of the Abbot Batteux, Professor of Rhetoric in the Royal College of Navarre, at Paris. By Mr. Miller. In four volumes. ...",Charles Batteux,105,0,1,1,0,0,0,1,0,4,0,0,1,1,0,0,2,0,0,0,0,7,0,0,0,1,2,2,5,0,0,0,1,10,2,0,0,2,0,0,1,2,0,2,0,0,6,1,1,0,0,0,3,0,0,3,13,2,2,0,21,0,0,5,0,1761,1,4,"London : printed for B. Law and Co. T. Caslon, J. Coote, S. Hooper, G. Kearsly, and A. Morley, MDCCLXI. [1761].",London,397,male,1713,1780,FALSE,"of cadence, which terminates them at one and the same time , in the mort. suitable manner . Here ends the first period, to this succeeds another, which introducing a new thought , should consequently appear upon a new model too. So that harmonious or numerous prose, although' bound by"
1206500400_000001,"The carmen seculare of Horace, translated into English verse. By the Rev. W. Tasker, A. B. Author of the ode to the Warlike Genius of Great Britain, ode to curiosity, elegy on garrick, congratulatory ode to Admiral Keppel, &c. &c. &c.",William Tasker,58,0,2,0,2,0,0,1,1,1,1,3,0,0,0,3,0,0,0,1,2,0,2,0,0,0,1,0,3,0,1,3,0,1,7,0,0,2,0,1,2,1,2,1,1,0,0,1,2,2,0,0,0,1,0,2,0,0,2,0,2,0,1,0,0,1779,1,1,"London : for the author, printed at Laidler's Office, Princes-Street, Leicester-Fields; and sold by Dodsley, Pall-Mall; Bew, Pater-Noster-Row; Becket, Corner of the Adelphi; Richardson and Urquhart, Exchange; Kearsley, Fleet-Street; Ridley, St. James's Street; and W. Davis, Piccadilly, MDCCLXXIX. [1779].",London,20,male,1740,1800,FALSE,"THE CARMEN S E C U L AR E F H 0 R A C E, TR A N S L A T E D INTO ENGLISH V E R S E. THE SECOND EDITION, WITH ADDITIONS, AND NOTES CRITICAL AND EXPLANATORY. PRICE ONE SHILLING. T H E THE CARMEN"
0387700800_000076,"The polite correspondence: or, rational amusement; being a series of letters, philosophical, poetical, historical, critical, amorous, moral, and satyrical. Wherein Are introduc'd a great Variety of instructive and delightful Incidents, both in Prose and Verse. Among those of the Entertaining Kind, are, The Story of Alonzo and Elvira, - of Torquatus and Melissa - of Belinda and Adolphus. Remarkable Story of a Scottish Lady, - another of a Divine who married a Shrew. History of Sophronia, - of Phaon and Eliza - of Honoria and Myrtillo. - of Celadon. Adventures of a Foot-Boy. Pleasant Story of a Romish Monk, - of Pope Innocent XI. A strange Story of a Turkish Slave. An odd Story of a Criminal in the Inquisition, - Remarkable Accident in a Conclave. A short History of the Mounts of Piety, or legal Lumber Houses. Story of pretended Magician at Naples, - an Indian Tale, &c. &c. Poetry. A Birth-Day Ode, - Verses on the Power of Love. - The Bracelet, a Poem, - Life, an Elegiac Poem, - Verses on Hope, in the Manner of Spencer. - An Instance of British Poetry. 1200 Years old, - A Specimen of Saxon Poetry, - of Danish Poetry, - and several Specimens from various Nations - Verses by a Jesuit on the Death of his Cat, - A Poem in the Manner of Phaedrus, &c.",John Campbell,69,0,1,1,1,0,0,1,1,3,1,0,2,2,0,1,0,0,2,0,0,3,4,1,0,0,1,1,3,0,1,2,2,2,1,1,0,0,1,1,4,5,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,4,0,6,0,0,4,1,1750,1,1,"London : printed and sold by John Atkinson, in Lincoln's-Inn; S. Birt, in Ave-Mary-Lane; John Hinton, in Pauls-Church-Yard; J. Marshall, in Newgate-Street; John Clark, in Duck-Lane; Geo Strahan, in Cornhill; T. Harris, and J. Hodges, on London-Bridge; and T. Wright, in Exeter-Change. 1750?].",London,452,male,1708,1775,FALSE,"own Island, 1 mean, what if we made some Search after the Bards in Armnorica, or Britain in France, might we not chance to meet with Ibmething worth our Labour? Betides, it would be opening a new Field, and though' we might do little , yet those who came after"
1016700602_000183,"A general history of music, from the earliest ages to the present period. To which is prefixed, A dissertation on the music of the ancients. By Charles Burney, Mus.D. F.R.S. ...",Charles Burney,92,3,2,2,1,0,2,8,0,0,0,0,0,3,0,0,0,0,0,2,2,1,0,5,0,1,4,0,0,3,2,8,0,2,0,0,0,7,0,0,0,6,0,1,0,0,1,3,4,0,0,0,0,1,0,0,0,1,8,0,2,0,0,7,0,1776,2,4,"London : printed for the author: and sold by T. Becket, Strand; J. Robson, New Bond-Street; and G. Robinson, Paternoster-Row, MDCCLXXVI. [1776]-89.",London,612,male,1726,1814,TRUE,"a d, d all Inlaruments played vitb kyj, uso mil. of[ t76o. 1ith.1vtriety ofurbsnlen m.w. h Riwrt. Ai to the. Flute, an dit, .os s, s a .a xi.[a. 4 s513 We are told (n) that Sir Thomas Wyatt was the first who introduced Italian numbers into English versification: this"
0258001100_000062,"Dissertations on the English language: with notes, historical and critical, to which is added, by way of appendix, an essay on a reformed mode of spelling, with Dr. Franklin's arguments on that subject. By Noah Webster, Jun. Esquire. [Two lines in Latin from Tacitus].",Benjamin Franklin,77,4,0,3,1,3,1,0,0,2,0,0,1,1,0,0,3,0,0,1,0,5,2,1,0,0,0,2,4,1,0,1,1,0,0,0,0,1,2,0,0,5,0,1,0,1,1,1,2,1,0,0,0,0,0,1,5,0,1,0,8,0,2,8,0,1789,1,1,"Printed at Boston : for the author, by Isaiah Thomas and Company, MDCCLXXXIX. [1789].",Boston,407,male,1706,1790,TRUE,"averred, Who could rob a poor bird of her young: And I loved her the more when I heard Such tenderness fall from her tongue."" U 2 THE THE Amphibrachic measure , in which there is a long syllable between two short ones, is best adapted to lively comic sub"
0937200403_000033,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,96,0,0,0,0,0,0,3,0,4,1,2,1,0,0,2,0,0,0,0,0,7,0,0,0,1,7,1,0,0,2,6,3,1,23,0,0,3,0,2,3,11,0,0,1,2,0,0,4,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,1793,3,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,416,male,1718,1800,TRUE,"accorta, C vergognl; ndo, Rizzofi tollo, C i fior lafcib cadere; In tanto io piu ridca del suo roflore, 311a piu s'arrofiii dcl rifo mio. AMIN TA. arrto II Sc. II I p110 -- I PROCEED next to treat of Lyric Poetry , Lt E T. XXX=X. or the Ode"
0651901800_000069,"Letters from Edinburgh; written in the years 1774 and 1775: containing some observations on the diversions, customs, manners, and laws, of the Scotch nation, during a six months residence in Edinburgh.",Edward Topham,69,2,1,1,2,2,0,2,0,2,4,0,0,3,2,0,0,0,1,2,0,1,3,0,0,0,0,1,1,0,2,9,2,0,0,0,0,2,0,0,1,0,1,0,1,2,0,1,1,1,2,0,0,2,0,0,0,1,2,1,1,2,1,4,0,1776,1,1,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXVI. [1776].",London,396,male,1751,1820,FALSE,"all the more brilliant scenes of public life, where real genius ought to [ 368 to be exerted, have retired without honour, and been satisfied with obscurity. Nay, so far has this fashion been carried, that a * Gentleman hall travel into a remote country, the language of which he"
0734100104_000141,The works of Sir William Jones. In six volumes. ...,William Jones,61,3,3,0,0,2,0,0,0,0,0,0,3,3,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,2,1,5,3,0,2,0,0,1,0,2,1,7,0,0,1,1,0,0,1,5,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1799,4,6,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; and R. H. Evans (successor to Mr. Edwards), No. 26, Pall-Mall, MDCCXCIX. [1799].",London,629,male,1746,1794,FALSE,"or differ from each other, except as they are graver, or more acute: but in the regular scale each interval assumes a proper eharacter, and every note fiands related to the first or principal one by various proportions. Now aferies of sounds relating to one leading note is called a"
1282500100_000197,"Essays on the nature and immutability of truth in opposition to Sophistry and Scepticism; on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the utility of classical learning. By James Beattie, L L. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,76,1,0,2,1,2,0,0,0,0,0,0,1,5,0,0,3,0,0,3,0,1,4,0,0,0,0,2,4,0,0,2,4,3,1,0,0,3,0,0,1,5,0,0,0,2,0,0,1,2,2,0,0,1,0,0,0,0,0,6,6,2,5,1,0,1777,1,1,"Edinburgh : printed for the author: and sold by Edward and Charles Dilly, in London; and William Creech, Edinburgh, M.DCC.LXXVII. [1777].",Edinburgh,776,male,1735,1803,FALSE,"thoroughly reconciled. Moreover, in poetry , as in music , Rhythm is the source of much pleasing variety ; of variety tempered with uniformity, and regulated by art : insomuch, that, notwithstanding the likeness of one hexameter verse to another, it is not common, either in Virgil or in Homer,"
0865000201_000087,"The method of teaching and studying the belles lettres; or an introduction to languages, poetry, rhetorick, history, moral philosophy, physicks, &c. With Reflections on Taste; and Instructions with regard to the Eloquence of the Pulpit, the Bar, and the Stage. The whole illustrated With Passages from the most famous Poets and Orators, Ancient and Modern, with Critical Remarks on them. Designed more particularly For Students in the Universities. By Mr. Rollin, Late Principal of the University of Paris, Professor of Eloquence in the Royal College, and Member of the Royal Academy of Inscriptions and Belles Lettres. Translated from the French. The seventh edition. ...",Charles Rollin,71,0,0,1,0,3,2,1,2,2,0,0,1,2,0,2,0,1,0,0,1,0,4,0,0,0,0,3,4,0,3,1,1,3,2,1,0,2,0,0,1,5,0,4,0,0,2,0,1,0,0,0,0,1,1,0,3,0,2,2,6,0,0,1,0,1770,1,4,"London : printed for W. Strahan, J. and F. Rivington, R. Baldwin, L. Hawes and W. Clarke and R. Collins, R. Horsfield, W. Johnston, W. Owen, T. Caslon, S. Crowder, B. Law, Z. Stuart, Robinson and Roberts, and Newbery and Carnan, M.DCC.LXX. [1770].",London,360,male,1661,1741,TRUE,"have a folcmnityii their march, have a longer measure , with(, t over laity, or precipitate motions, and which end with noble fall, supported by the gravity of the /ponde'. On the other hand, odes and songs , which form sort of poetry full of images , and were ulbally"
1736000200_000015,"An essay on musical expression. By Charles Avison, organist in Newcastle. The second edition, with alterations and large additions. To which is added, a letter to the author, concerning the music of the ancients, and some passages in classic writers, relating to that subject. Likewise, Mr Avison's reply to the author of remarks on the essay on musical expression. In a letter from Mr. Avison, to his friend in London.",Charles Avison,69,0,0,1,0,1,2,5,0,0,1,0,0,2,1,0,0,0,2,1,2,4,1,2,0,0,1,3,0,0,1,7,1,0,0,0,0,3,0,1,1,2,2,0,0,1,0,0,5,0,0,0,0,0,0,3,0,3,3,2,1,2,1,0,1,1753,1,1,"London : Printed for C. Davis, opposite Gray's-Inn-Gate, in Holborn, MDCCLIII. [1753].",London,269,male,1709,1770,FALSE,"midst of it. I HAVE just hinted this unaccountable Condut of the Italian Composers, by Way of Contrast to a Condut as remarkably ridiculous in our own; I mean, our "" Tosi on the florid Song . p. 91 G 2 Manner Manner of setting one single trifling Air, repeated"
0247400800_000043,"The elements of speech. By John Herries, A. M.","Herries, John           1781",70,2,3,3,0,0,0,1,0,0,2,0,0,4,4,0,0,0,0,1,1,0,5,1,0,1,1,0,0,1,1,12,3,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,0,3,2,0,0,0,0,0,4,1,0,0,0,2,3,1,0,1773,1,1,"London : printed for Edward and Charles Dilly, MDCCLXXIII. [1773].",London,280,unknown,,,FALSE,"shrieking, or even talking, in the dreams of a delirious fever, or in a violent fit of hysterics! Go to the houses of Bedlam. Hear the ravings of the madmen. Their voice is scarcely human. Our ears are grated, and our blood runs cold at the sound ! Behold likewise"
1601500600_000015,Observations on the correspondence between poetry and music. By the Author of An enquiry into the beauties of painting.,Daniel Webb,82,5,2,1,0,0,0,1,3,2,2,0,0,1,0,0,2,2,1,5,0,0,5,0,0,0,3,0,5,0,2,17,2,0,0,0,0,4,0,0,1,2,0,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1,2,0,0,3,0,1769,1,1,"Dublin : Printed for James Williams, at No. 5, in Skinner-Row, M.DCC.LXIX. [1769].",Dublin,156,male,1718,1798,FALSE,"Cyllables, music takes no notice of quantities otherwise than by lengthening .or shortening the duration f A word , therefore, of two tyllables hath no advantage, in point of maovement, over two monosyllables thrown into the am~e measure . But eight vredes out of ten, throughout our belt poems ,"
0450800400_000078,"Bibliotheca technologica: or, a philological library of literary arts and sciences. Viz. I. Theology; or the first Principles of Natural Religion. II. Ethics, or Morality; the Doctrine of Moral Virtues. III. Christianity; or the Substance of the Christian Religion. IV. Judaism; or the Religion and State of the Jews. V. Mahometanism; or the Life, Religion, and Polity of Mahomet. VI. Gentilism; or the Deities and Religion of the Heathen. Vii. Mythology; or an Explanation of Fabulous Histories. Viii. Grammar and Language, particularly of the English Tongue. IX. Rhetoric and Oratory; or the Art of speaking eloquently. X. Logic; or the Art of Reasoning and Persuasion. XI. Ontology; or the Science of Being abstractedly considered. XII. Poetry; or the Art of making Verses or Poems. XIII. Criticism; or Art of judging well of Men and Things. XIV. Geography; or a Description of the World. XV. Chronology; or the Doctrine of Time. XVI. History; with the Original of Nations and Kingdoms. XVII. Physiology; or Science of Natural Philosophy. XVIII. Botany; or the Doctrine of Plants and Vegetables. XIX. Anatomy; or a Description of the Parts of an human Body. XX. Pharmacy; or the Art of making Medicines. XXI. Medicine; or the Theory of Physic and Diseases. XXII. Polity and Oeconomics; or the Doctrine of Society and Government. XXIII. Jurisprudence; or the Knowledge of Law or Right. XXIV. Heraldry; or Art of Blazoning Coat-Armour. XXV. Miscellanies: An Account of the Mathematical Arts and Sciences. By Benjamin Martin.",Benjamin Martin,79,0,1,1,0,1,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,2,0,0,0,1,4,5,0,1,0,0,1,3,15,0,0,3,0,0,4,6,0,1,0,0,1,0,3,2,0,0,3,1,0,1,0,0,1,2,6,0,0,3,0,1776,1,1,"London : printed for the author, and sold by W. Owen, M.DCC.LXXVI. [1776].",London,534,male,1705,1782,TRUE,"all its structure laid, And all directed to some certain end, ] And verse on verse perpetually depend, And all concerted ere one line be penned. No glittering points, nor any nice conceit, Should load the Elegy with foreign weight; Passion and nature here avow their right, And with disdain"
0541500702_000009,"A comparative view of the state and faculties of man with those of the animal world. By John Gregory, M.D. F.R.S. Professor of Medicine in the University of Edinburgh, and First Physician to His Majesty in Scotland. In two volumes. ...",John Gregory,103,0,1,3,0,1,2,1,1,0,5,0,0,1,1,0,0,0,0,9,0,2,0,3,0,0,0,0,1,0,1,23,2,0,0,1,0,1,1,0,0,4,0,0,0,6,0,1,10,1,0,0,0,3,2,0,0,0,2,5,0,2,3,4,0,1774,2,2,"London : printed for J. Dodsley in Pall-Mall, M.DCC.LXXIV. [1774].",London,212,male,1724,1773,FALSE,"to the modulation. This is one great cause of the lightness and want of variety of the French Music , which they in vain endeavour to cover and supply by laboured and complex ac companyments. As vocal Music is the first and most natural Music of every country, it is"
0035501100_000028,"A comparative view of the state and faculties of man with those of the animal world. By John Gregory, M. D. F. R. S. Professor of Medicine in the University of Edinburgh, and First Physician to His Majesty in Scotland.",John Gregory,81,0,3,3,0,1,0,0,0,2,2,0,1,1,1,0,0,1,3,0,0,1,2,0,0,1,0,0,1,8,2,14,2,0,0,1,0,0,3,1,1,3,0,0,0,2,0,0,2,4,0,0,0,2,3,0,0,0,7,2,0,0,0,1,0,1798,1,1,"London : printed for T. Cadell, Jun. and W. Davies, Strand, 1798.",London,322,male,1724,1773,FALSE,"fabric of its religion, morals, and policy, will view them in a very different light, and see the necessity of preserving their Music in the utmost degree of simplicity. In faa, when the lyre , in process of time , acquired forty strings, when Music came to be a complicated"
1173600301_000051,"Eloisa: or, a series of original letters collected and published by Mr. J. J. Rousseau, Citizen Of Geneva. Translated from the French.",Jean-Jacques Rousseau,87,3,1,4,0,0,0,3,1,0,0,1,0,7,5,0,0,2,2,3,3,0,3,3,0,0,0,0,1,4,0,13,1,0,0,0,3,0,0,3,0,1,0,0,0,2,1,1,0,4,2,0,0,1,0,0,0,1,1,0,0,0,5,2,0,1784,1,3,"London : printed by H. Baldwin: sold by R. Baldwin, In Pater-Noster Row; and T. Becket, In Pall-Mall, MDCCLXXXIV. [1784].",London,346,male,1712,1778,TRUE,"a poor rake: but I no sooner took my pen to write to you, than found myself gradually recover. Yet I muss endeavour to sleep a few hours. Come with me, my sweet friend, and do not leave me whilst I slumber: but, whether thy image brings me pain or"
0875200200_000007,"Antiquities sacred and profane: or, a collection of Curious and Critical Dissertations on the Old and New Testament. Necessary for all those who desire to have a thorough Knowledge of the Holy Scriptures. Done into English from the French, with Notes, by a Clergyman of the Church of England. Illustrated with copper plates.",Antoine Augustin Calmet,85,0,2,3,1,6,0,0,0,0,0,3,4,1,1,2,0,0,1,0,0,0,1,1,1,0,0,4,2,0,1,4,1,3,2,0,0,2,0,0,0,5,0,0,1,1,0,0,5,0,4,0,0,0,1,1,1,1,0,4,9,0,0,6,0,1724,1,1,"London : printed for J. Roberts, near the Oxford-Arms, in Warwick-Lane; S. Wilmot, in Oxford; and C. Crownfield, in Cambridge, M.DCC.XXIV. [1724].",London,42,male,1672,1757,FALSE,"of Variety of beautiful Tropes and Figures everywhere Thine resi; nf throughout the whole Book of Psalms, though' the Number is nor the Pfalwm, io great in the historical Psalms, as in those that consist of Prayers and Exhortations. In the xcifl Psalm, one ofthofe that are the most familiar"
0608400900_000019,"Comus, a mask: presented at Ludlow Castle 1634, before the Earl of Bridgewater, Then President Of Wales. By John Milton. To which are added, L'Allegro and il penseroso, and Mr. Warton's account of the origin of Comus.",John Milton,75,1,2,0,0,1,0,3,0,1,1,1,1,0,0,0,1,0,1,0,0,2,5,0,1,0,0,1,1,0,2,1,2,0,2,1,0,4,0,1,4,5,0,0,0,1,5,0,1,0,2,0,0,2,1,0,1,0,5,5,7,0,0,0,0,1799,1,1,"London : printed by T. Bensley, Bolt Court, Fleet Street; for E. Harding, Pall Mall; and W. West, Paternoster Row, 1799.",London,125,male,1608,1674,TRUE,"Paradise Lost, which, I think, is not human enough to touch the common feelings of humanity, as poetry ought to do; the Divine Personages he has introduced are of too high a kind to act any part in poetry , and the scene of the action is, for the greater"
0584300106_000033,"The spectator, with illustrative notes. To which are prefixed the lives of the authors: comprehending Joseph Addison, Sir Richard Steele, Thomas Parnell, John Hughes, Eustace Budgel, Lawrence Eusden, Thomas Tickell, Alexander Pope. With critical remarks on their respective writings. A new edition. By Robert Bisset, L.L.D. Author Of The Life Of Burke, &c. &c.",,70,0,2,3,0,4,0,1,1,2,0,1,1,0,2,5,0,0,1,0,1,2,2,2,0,0,1,2,0,0,0,8,1,0,1,0,2,1,2,1,0,2,0,0,1,0,0,0,4,0,2,0,0,4,0,0,0,0,2,1,0,1,0,4,0,1799,6,8,"London : printed and published by Geo. Cawthorn, British Library, NO. 132, Strand; sold also by Messrs. Richardson, Royal-Exchange; W. West, and J. Wallis, Paternoster-Row; J. Hatchard and J. Wright, Piccadilly; and P. Hill, Edinburgh, 1799.",London,398,unknown,,,FALSE,"foi sxsay, Mtisonsls eu.aifyso V i s f""°z csir' w.es. HON. ILIAD. 1 472 ""With hymns divine the joyous banquet ends "" The p.eans lengthened till the sun descends; "" The Greeks restored the grateful notes prolong ""arollo listens, and approves the song ."" POPE. ON HYMNS . I AM"
0865700104_000272,"Cyclopædia: or, an universal dictionary of arts and sciences. ... By E. Chambers, F.R.S. With the supplement and modern improvements, incorporated in one alphabet. By Abraham Rees, ... In four volumes. ...",Abraham Rees,100,1,11,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,1,2,0,6,14,1,3,0,0,0,3,0,0,0,2,0,2,0,0,3,0,2,3,0,0,0,0,0,4,7,0,0,3,8,1,2,8,0,1786,4,1,"London : printed for J. F. and C. Rivington, A. Hamilton, T. Payne and Son, W. Owen, B. White and Son [and 24 others in London], 1786-88.",London,697,male,1743,1825,FALSE,"with the fourth, c. RHYMIFS, ajifnant. See ASSONANT. RHYNE, in Botany, a name used by some authors for the camphor tree. ri hyiics, RHIPTICS, pusrtixa, in Medicine, detergent remedies, or cleansers. See I)ETERGENT. RHY HMI, RHYTHMUS, pubotao, in Music , the variety in the mnovcment, as to the quickness or"
0429701100_000026,"The laws of poetry, as laid down by the Duke of Buckinghamshire in his Essay on poetry, by the Earl of Roscommon in his Essay on translated verse, and by the Lord Lansdowne on Unnatural flights in poetry, explain'd and illustrated.",Charles Gildon,89,0,6,4,1,0,0,2,2,0,1,0,1,3,1,0,0,0,0,3,2,2,1,0,1,0,0,0,0,0,6,14,1,2,3,0,0,0,1,1,1,4,0,1,0,0,0,1,7,6,0,0,0,0,1,0,0,0,1,0,1,0,1,7,0,1721,1,1,"London : printed for J. Morley, next Door to the Swan and Hoop Tavern, in Cornhill, MDCCXXI. [1721].",London,370,male,1665,1724,FALSE,"as they are fine. My Lord's doarine about the song is perfefly agreeable to reason, and the pracice of the ancients , particularly of Anac; aeon, in whose sings all those conditions here re choir are perfecly observed, at least, as far as the two languages can admit. I know"
