PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(answer),termFreq(appear),termFreq(argument),termFreq(author),termFreq(believ),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(certain),termFreq(christ),termFreq(christian),termFreq(church),termFreq(concern),termFreq(confid),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evid),termFreq(faith),termFreq(gener),termFreq(god),termFreq(ground),termFreq(holi),termFreq(human),termFreq(idea),termFreq(judg),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(life),termFreq(light),termFreq(love),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(opinion),termFreq(person),termFreq(power),termFreq(principl),termFreq(proof),termFreq(prove),termFreq(reason),termFreq(receiv),termFreq(religion),termFreq(rule),termFreq(scriptur),termFreq(sens),termFreq(spirit),termFreq(suppos),termFreq(think),termFreq(true),termFreq(truth),termFreq(word),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0821500101_000505,An account of the life and writings of John Locke Esq;,Jean Leclerc,115,1,0,0,1,0,1,1,2,0,1,1,0,0,0,1,0,2,1,2,6,0,4,3,0,1,4,0,1,1,0,0,1,1,0,6,0,1,0,12,1,1,0,2,6,3,7,17,3,1,1,1,2,1,0,7,1,2,4,0,1714,1,2,"London : printed for J. Clarke, and E. Curll, 1714.",London,658,male,1657,1736,FALSE,"of it here yourself, against the Article of Life and Immortality, that Christ hath brought to light through the Gospel; and neither was, nor could be made out by natural Reason without Revelation? But you will say, you speak only of the Soul; and your words are, That it is"
0361300200_000049,"The importance of the doctrine of the Holy Trinity asserted, in reply to some late pamphlets. By Daniel Waterland, D. D. Late Chaplain in Ordinary to his Majesty, and Master of Magdalen College, Cambridge.",Daniel Waterland,97,0,0,1,0,4,1,0,2,2,7,2,1,8,0,0,4,3,0,6,6,1,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,6,1,2,0,1,0,1,1,6,6,2,1,1,2,2,0,0,1,2,1,3,1,1800,1,1,"Cambridge : printed by J. Burges, printer to the University; sold by J. Deighton, and J. Nicholson, Cambridge; F. & C. Rivington, London; and J. Cooke, Oxford, 1800.",Cambridge,535,male,1683,1740,FALSE,"though we claim not in iallibility, yet we do claim certainty sufficient to guard again if scepticism or heresy, and to maintain suit authority . The author of the Sober and charitable dif iifjition, intimates, as before said, that we dif clairn infallibility in words , but in fact avow"
0135900100_000049,"Discourses on important subjects. By the late Reverend Edward Stone, A. M. Formerly Fellow of Wadham-College, Oxford. Revised for the press by the author, and published by his son, the Reverend Edward Stone, A.M. chaplain to The Rt. Hon. Lord Viscount Hampden, and Rector of Hartwell, and Horsendon, Bucks.","Stone, Edward",124,0,0,3,0,2,0,0,2,0,0,0,0,0,0,3,0,4,0,3,0,3,2,0,0,4,2,6,0,4,2,0,0,3,1,1,0,1,4,12,0,1,1,9,2,12,1,12,3,8,2,1,4,0,2,0,0,2,0,2,1784,1,1,"Oxford : printed for J. and J. Fletcher, in the Turle; and sold by Messrs. Rivington, in St. Paul's Church Yard, London, M,DCC,LXXXIV. [1784].",Oxford,431,male,1743,1811,FALSE,"Ideas , it still proceeds to abltracd others, and infer the Duties of Reverence, Love , Gratitude, Thanksgiving, Resignation, oaedience, and every other Part of pious Devotion. Thus, are we indebted for the whole Sum and Subitance of natural Religion to the Powers of Reason ; and it is called"
1747900101_000362,"The works of the most Reverend Dr. John Tillotson, ... containing two hundred sermons and discourses, on several occasions. ... Being all that were printed after His Grace's decease; now collected into two volumes. Together with tables to the whole: ... Published from th originals by Ralph Barker, ...",John Tillotson,108,10,0,1,2,0,6,0,0,0,1,3,6,0,3,2,0,4,1,0,0,1,11,1,4,4,0,1,1,0,1,0,1,1,0,1,1,2,0,5,2,0,0,6,2,0,1,3,0,5,1,1,1,2,0,0,2,2,3,3,1722,1,2,"London : printed for Benjamin Tooke, John Pemberton, and Edward Valentine; Jacob Tonson, and James Round, 1722.",London,794,male,1630,1694,FALSE,"us what shall be the fate of those who are offended at him; Whosoever shall fall on this stone, Jhallbe broken; but upon whomsoever it jhallfall, it Shall grind him to powder. And therefore well might he say here in the text, Blefed is he whosoever shall not be offended"
0043201200_000007,"Wit against reason: or, the protestant champion, the great, the incomparable Chillingworth, not invulnerable. Being a treatise, in which are laid open the noble adventures, ... of that immortal man in defence of the Bible, ... By H. E.",Edward Hawarden,118,0,1,0,1,1,7,1,1,0,1,1,3,10,1,0,1,7,0,5,4,0,9,1,6,0,0,2,3,0,0,0,0,0,0,4,1,0,0,0,1,1,2,0,4,4,2,0,0,4,2,14,3,0,0,1,5,1,3,0,1735,1,1,"Brussels [i.e.London] : printed in the year of our Lord, 1735.",London,182,male,1662,1735,FALSE,"TO TRUE BELIEVERS , all things necessary to Salvation, are evidently contained in the Holy Scripture ; but not IN REGARD TO INFIDELS. For this is fofafe, not to say so wicked, that no one ever advanced it in the Catholic Church . II The Principle above menti on'd, may"
0265300200_000002,A treatise of civil power in ecclesiastical causes: shewing that it is not lawful for any power on earth to compel in matters of religion. The author John Milton. First printed anno M.DC.LIX.,John Milton,121,3,0,2,1,0,5,1,0,2,1,1,4,7,1,0,0,3,0,0,1,2,11,2,4,1,0,7,6,1,2,0,0,2,0,4,1,1,0,1,1,0,0,0,0,0,1,5,2,11,3,11,0,3,0,2,2,1,2,0,1790,1,1,"London : re-printed for J. Johnson, ST. Paul's Church-Yard, MDCCXC. [1790].",London,55,male,1608,1674,TRUE,"iend still the christian libertie which we enjoy, but will incite them also to enlarge it, if in ought they yet straighten it. To them who perhaps hereafter, less experienced in religion , may come to govern or give us laws , this or other such, if they please,. maybe"
0928500104_000085,"An ecclesiastical history, antient and modern, from the birth of Christ, to the beginning of the present century: in which The Rise, Progress, and Variations of Church Power are considered In their Connexion with the State of Learning and Philosophy, and the Political History of Europe during that Period. By the late learned John Lawrence Mosheim, D. D. And Chancellor of the University of Gottingen. Translated from the original Latin, And accompanied with Notes and Chronological Tables, by Archibald Maclaine, D.D. In five volumes. To the whole is added an accurate index. A new edition. ...",Johann Lorenz von Mosheim,90,2,1,2,1,0,1,1,0,0,0,4,0,0,2,1,2,7,1,1,0,1,4,0,3,2,0,2,0,1,2,0,3,0,0,1,0,1,3,7,0,0,3,5,1,0,0,4,0,2,4,3,1,1,1,0,2,3,3,1,1774,4,5,"London : printed for T. Cadell, in the Strand, MDCCLXXIV. [1774].",London,561,male,1693,1755,FALSE,"reason . According to this representation of things, it is not the Holy Scripture , which declares clearly, and expressly, what we are to believe concerning the nature , counsels, and perfecions of the Deity; but it is human reason , which flews us the system of religion that we"
0679201700_000006,A solemn appeal to the understanding of Christians; in favour of revealed religion. By James Low. A. M. Minister of the Scotch-Church at Rotterdam.,"Low, James",107,1,0,0,0,1,0,0,0,1,0,0,2,1,1,2,0,6,1,1,4,2,4,0,1,2,0,3,2,5,0,0,1,2,0,1,3,1,0,2,0,0,1,2,3,0,1,8,2,1,7,3,1,6,2,0,3,16,1,0,1799,1,1,"Rotterdam : printed for L. Bennet, MDCCXCIX. [1799].",Rotterdam,76,male,1759,1817,FALSE,"BUT, after all, the Truth is discernible. The exhortation to "" try the Spirits  supposes there is some rule we are to proceed by and a certainty of acquiring our desired end . THE 1: 35 ] Ta E query, then, will turn - What is this sure rule"
1723102200_000014,"The doctrine of the trinity, As usually explained, inconsistent with scripture and reason; and the pernicious consequences, that attend such misrepresentations of Christianity, set forth. In a letter to the author of the late vindication of the doctrine of the Trinity, in two parts.",Robert Clayton,100,1,0,2,2,1,1,3,0,0,0,0,0,3,0,1,0,3,0,3,0,2,4,0,0,0,1,1,4,0,1,0,0,1,0,4,2,2,2,4,6,1,0,0,4,2,0,10,1,1,1,5,7,4,3,1,0,2,4,0,1754,1,1,"London : Printed for J. Shuckburgh, at the Sun, between the Temple-Gates, in Fleet-Street, MDCCLIV. [1754].",London,78,male,1695,1758,FALSE,"speak plainly, in Words of a, fixed and acknowledged Meaning , they supply Materials to overturn their whole Syfitem. After this, I think , it may properly be put to you, whether a Man deserves hard Names for dissenting from an Opinion , when he sees, what he cannot but"
1743600300_000039,"Reflections on the late Lord Bolingbroke's Letters on the study and use of history; especially so far as they relate to Christianity, and the holy scriptures, ... The second edition, corrected. By John Leland, ...","Leland, John",82,1,2,1,1,2,0,0,0,1,1,2,4,1,0,1,2,6,1,1,1,3,6,0,3,0,1,1,1,1,2,0,1,0,2,0,2,1,1,2,0,0,2,3,1,0,1,2,0,1,0,7,2,0,0,1,2,0,1,4,1753,1,1,"Dublin : printed for Robert Main, 1753.",Dublin,158,male,1691,1766,FALSE,"cannot be denied by any Theist; and should for this purpose appoint a code to be published, containing docrines and laws ; it may be juilly qucftioned, whether it could possibly be made so clear and explicit, as that all men in ail ages should agree in their sense of"
1115900109_000201,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,102,1,0,0,0,1,1,0,0,0,0,2,7,5,1,1,2,5,3,2,8,1,6,0,2,1,0,0,4,2,0,3,0,2,0,3,2,1,0,1,0,3,2,2,2,0,0,0,0,3,4,2,0,6,0,2,1,2,3,3,1798,9,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,833,unknown,,,FALSE,"qualifications which constitute a regular minister of the New Tcftarnent, are, a firm belief in the gospel, a principle of sincere and unaffected piety, a competent flock of knowledge , a capacity for leading devotion and communicating instruction, a serious inclination to engage in tile important employment of promoting the"
0117700100_000081,"The character of the Rev. James Hervey, M. A. Late Rector of Weston Favel, in Northamptonshire, considered, as a man of genius and a preacher -As a Philosopher and Christian United-As a Regenerate Man-As a Man endowed with the Dignity and Prerogatives of a Christian-As a Man of Beautiful Virtue and Holiness. By John Ryland, M.A.",John Collett Ryland,94,0,0,0,2,1,0,0,0,0,0,3,0,0,2,0,0,7,0,3,0,1,2,0,1,4,4,3,1,1,2,1,1,2,3,3,2,1,2,3,1,0,0,1,9,0,1,8,1,1,3,1,1,1,0,0,1,6,1,3,1790,1,1,"London : printed by W. Justins, Blackfriars, for R. Thompson, No. 326, Oxford Street. And sold by H.D. Symonds, Paternoster-Row, and Murgatroyd, Chiswell-Street, M,DCC,XC. [1790].",London,448,male,1723,1792,FALSE,"that he wrote the letter from Biddeford, marked No. I. in the Appendix to this book. Hervey had ten thousand prejudices to surround and poison his understanding: prejudices arising from words : arising fi-om the difficulty and obscurity of things: prejudices arising from bad or improper books, and artful and"
1341000104_000033,"Sermons on several subjects, by Zachary Pearce, ... Published from the original manuscripts, by John Derby, ...",Zachary Pearce,96,4,1,0,0,1,0,1,0,1,1,0,2,0,0,0,2,5,0,1,2,0,6,1,6,3,0,0,1,0,0,0,0,1,0,0,1,7,4,1,1,2,3,3,1,3,1,5,4,2,1,1,1,11,1,0,1,2,1,0,1778,4,4,"London : printed for G. Robinson; J. Robson, and J. Walter, 1778.",London,404,male,1690,1774,FALSE,"the result of choice and reason , they are moral virtues; and as the influences of the holy Ghost contribute to producie them, they are in the language of the Sciipture, fruits of the Spirit ; they'are, to speak in the same figure, fruits of that seed which God hath"
0251500403_000118,"A defence of natural and revealed religion: being an abridgment of the sermons preached at the lecture founded by the Honble Robert Boyle, Esq; by Dr. Bentley Bp. Kidder Bp. Williams Bp. Gastrell Dr. Harris Bp. Bradford Bp. Blackhall Dr. Stanhope Dr. S. Clarke Dr. Hancock Mr. Whiston Dr. Turner Dr. Butler Dr. Woodward Mr. Derham Dr. Ibbot Bp. Leng Dr. J. Clarke Archd. Gurdon Dr. Burnet Dr. Berriman. In four volumes. With a general index. By Gilbert Burnet, Vicar of Coggeshall, Essex.",,107,0,1,1,1,4,0,0,0,0,4,0,4,0,7,2,3,0,0,4,5,1,3,2,1,2,0,0,1,1,0,0,0,0,0,1,0,2,0,5,1,4,1,0,1,4,1,8,1,3,1,3,1,0,1,2,3,10,0,7,1752,3,4,"London : printed for Charles Hitch and Lacy Hawes, at the Red-Lion, in Pater Noster-Row, MDCCLII. [1752].",London,530,unknown,,,FALSE,"against such a Method. And yet some pretend to aftlre us, that Assent given to what we don't understand, though' supported by the greatest Authority , is repugnant to the Nature of a rational Being; and consequently, that the Obedience of Faith , and a Resignation of Understanding, are a"
0820200102_000369,"A defence of natural and revealed religion: being a collection of the sermons preached at the lecture founded by the Honourable Robert Boyle, Esq; (from the year 1691 to the year 1732.) ... In three volumes. ...",,103,0,0,1,1,2,7,2,2,0,0,0,4,0,0,3,0,2,1,1,5,0,12,1,2,1,0,1,1,3,0,0,1,0,1,0,0,1,0,4,3,0,0,3,4,3,2,8,1,3,1,1,1,0,4,4,1,3,0,2,1739,2,3,"London : printed [by Charles Ackers] for D. Midwinter, R. Wilkin, A. Bettesworth and C. Hitch, J. and J. Pemberton, W. Innys and R. Manby [and 14 others in London], 1739.",London,884,unknown,,,FALSE,"be more precarious than the Supposition, or more incredible than the Truth of these Things, or more worthy of our Indignation than the Attempts of Men to persuade us to believe them? Can we bear to think , that Men fhlould deem us capable of entertaining such senseless and absurd"
1231800600_000074,"Logick: or, the right use of reason in the enquiry after truth. With a variety of rules to guard against error, in the Affairs of Religion and Human Life, as well as in the Sciences. By Isaac Watts, D.D.",Isaac Watts,100,0,0,0,3,1,4,0,0,0,0,0,0,0,3,0,1,2,0,6,2,0,5,1,0,2,0,2,0,2,0,0,3,2,0,3,0,2,4,1,0,2,1,3,5,2,3,6,3,2,5,3,9,0,1,0,0,5,0,1,1763,1,1,"London : printed for J. Buckland, and T. Longman, in Pater-Noster-Row; J. Waugh in Lombard-Street; E. Dilly in the Poultry; and T. Field in Cheapside, M.DCC.LXIII. [1763].",London,374,male,1674,1748,TRUE,"6, dential Principles of Judgement. It would be too tedious to give a Specimen of them all in this Place. Those, which are of the most universal Use to us both as Meni and as chrifjians, may be' found in' the following Chapter among the Rules of Judgement about particular"
0253500700_000062,"A view of the principal deistical writers that have appeared in England in the last and present century; with observations upon them, and some account of the answers that have been published against them. In several letters to a friend. By John Leland, D.D.",John Leland,93,0,0,1,3,5,2,0,3,1,0,1,2,0,1,0,0,2,0,7,6,1,3,0,1,1,0,1,2,1,6,0,0,0,1,3,2,3,1,3,2,0,0,2,4,3,0,5,5,1,2,0,1,1,1,0,0,3,0,0,1754,1,1,"London : printed for B. Dod at the Bible and Key in Ave-Mary-Lane near Stationers-Hall, MDCCLIV. [1754].",London,506,male,1691,1766,FALSE,"religious and moral nature . Our believing or disbelieving disbelieving them, is very much influenced LETTER by the good or bad dispositions of our minds , X and must have a great effect upon the practice. v And therefore in these cafes to receive and embrace there truths may be"
0298902400_000002,"A letter to Dr. Priestley: occasioned by his History of the corruptions of Christianity; wherein his Socinian errors are fully confuted, by arguments drawn from the Holy Scriptures. By Edward Sheppard, A. B. rector of Bettiscomb, Dorset. Didst thou not sow good seed in thy field, whence then hath it tares?","Sheppard, Edward",95,0,0,1,1,5,4,1,0,0,0,6,6,2,0,1,0,5,0,1,3,0,2,2,1,3,1,0,1,0,1,2,0,0,0,0,1,1,2,1,0,2,3,0,0,2,6,6,1,7,0,3,0,0,3,2,1,3,0,2,1783,1,1,"Bath : printed and sold by S. Hazard, Cheap-Street - sold also by T. Mills, Wine-Street, Bristol, and most of the booksellers in town and country, 1783.",Bath,47,unknown,,,FALSE,"Protelfant dilffenter you have gone off your proper ground . Suppose you could prove the point, that the primitive christians did not believe the atonement, the Godtead of Christ , c. which you have by no means done, or can do: you have asserted it; but to assert without proof"
1063200200_000073,"Logick: or, the right use of reason in the enquiry after truth. With A Variety of Rules to guard against Error, in the Affairs of Religion and Human Life, as well as in the Sciences. By Isaac Watts, D.D.",Isaac Watts,115,0,1,0,2,0,5,0,1,0,1,3,1,0,0,0,1,6,0,6,2,1,13,0,0,2,4,2,4,1,0,0,1,3,0,2,2,3,2,2,0,0,0,4,8,0,2,15,2,2,0,1,1,0,0,0,2,1,2,4,1755,1,1,"London : printed for T. and T. Longman, and J. Buckland in Pater-Noster-Row; S. Oswald in the Poultry; J. Waugh and W. Fenner in Lombardstreet; and J. Ward in Cornhill, M,DCC,LV. [1755].",London,375,male,1674,1748,TRUE,"the Bible. In Matters of revealed Religion , that is, Christianity , 7udaifm, c. which we could never have known by the Light of Nature , the Word of God is our only Foundation and chief Light ; though' here our Reafan mufl be used both to find out the"
1096100300_000102,"Alciphron: or, the minute philosopher. In seven dialogues. Containing, an apology for the Christian religion, against those who are called free-thinkers. By the Right Rev. Father in God, George Berkeley, D. D. Late Lord Bishop of Cloyne.",George Berkeley,102,1,1,3,2,2,2,0,0,1,1,3,2,0,0,0,0,0,0,2,7,0,1,5,0,0,0,0,2,5,2,0,0,5,0,2,0,1,4,8,4,0,0,2,5,6,1,4,0,1,2,0,3,1,4,1,0,3,0,3,1757,1,1,"Dublin : printed for William Williamson, Bookseller, at Mecaenas's Head in Bride-Street, MDCCLVII. [1757].",Dublin,383,male,1685,1753,TRUE,"is a clear point that they relied on the Authority of those who declared themselves eyewitnesses of the Miracles and Resurrection of Christ . It is a clear point, that those professed eyewitnesses suffered much for this their Attestation, and finally sealed it with their Blood. It is a clear"
0427500700_000081,"A review of ecclesiastical establishments in Europe. Containing Their History; with a Candid Examination of their Advantages and Disadvantages, both Civil and Religious: An Attempt to desine the Extent of Civil Legislation, respecting Ecclesiastical Objects; with A Discussion of the Question, ``should Religious Tests be made a Rule of Law, in conferring Civil Rewards, or in inslicting Civil Punishments?'' And an essay tending to shew both the political and moral necessity of abolishing exclusive establishments, with answers to some principal objections. By the Rev. Mr. William Graham, Newcastle.","Graham, William",93,0,3,2,0,1,2,2,0,0,0,3,3,10,2,0,0,1,2,1,7,0,7,0,0,2,1,1,1,1,3,0,0,1,0,2,3,2,1,4,0,0,0,0,4,1,1,1,1,2,0,3,0,2,1,0,2,3,3,1,1796,1,1,"London : printed for G. G. and J. Robinson, Paternoster-Row; Vernor and Hood, Birchin-Lane; J. Gray, Glasshouse-Street; J. Cooke, Oxford; J. Ogle, Edinburgh; and D. Niven, Glasgow, M.DCC.XCVI. [1796].",London,302,male,1737,1801,FALSE,".ialifications, neither would the use nor even the necessity of confessions cease; nor would the moral obligations to subscription be diflblved; nor, in fine, would these consequences, enumerated in the objection follow. in order to this, a proof of the following proposition Shall be attempted. I. The TRUE principle ,"
0372101500_000022,An inquiry concerning faith.,,75,2,2,2,2,1,3,0,3,0,1,2,3,0,2,1,2,1,0,3,4,1,3,0,0,0,0,1,1,1,0,1,2,0,0,0,1,1,2,1,1,3,2,1,0,4,1,1,2,2,0,1,1,0,2,0,0,1,3,1,1744,1,1,"London : [printed for John and Paul Knapton?, 1744?].",London,112,unknown,,,FALSE,"and if so, he has, by Virtue of our Saviour's Promise, a Covenant Right to Eternal Life . that the Covenant is conditional is most certain : were it otherwise, it could not be called a Covenant. But to say that actual Belief in Christ is, literally speaking, an ejfential"
0504800108_000069,"Tracts. Printed and published by the Unitarian Society for promoting Christian knowledge and the practice of virtue. Vol. I. Containing, three tracts, By Joseph Priestley, LL.D. F.R.S.",Unitarian Society for Promoting Christian Knowledge and the Practice of Virtue,102,0,1,6,2,1,2,0,2,0,1,1,4,2,0,1,2,4,0,3,0,0,1,1,0,3,0,1,3,2,0,0,1,4,0,0,1,0,1,7,0,1,2,3,0,0,3,3,1,12,0,4,1,0,3,0,4,2,0,6,1791,8,13,"London : [s.n.], printed, MDCCXCI. [1791]-1802.",London,310,unknown,,,FALSE,"to the (pinions of others, as to reject what all churches re ttive, the divine mission of Christ , and the evidences fr the truth of the scriptures , ought not at other times to suppose the churches , much less any parti ilar one, better able to judge of"
0116200400_000056,"The laws and liberties of the Gospel: or, the duties and privileges common to all Christians, explained and recommended in several practical discourses. Designed To promote Christian Truth and Charity, Peace and Unity. By Gilbert Michell, M. A. Rector of Bredsall, near Derby.","Michell, Gilbert",103,2,0,3,3,3,3,0,0,1,0,2,1,1,1,2,1,6,0,2,9,2,11,1,0,3,0,3,1,0,0,1,0,0,0,2,0,1,0,0,0,0,2,1,3,2,3,7,1,9,2,0,1,0,1,1,2,2,0,1,1737,1,1,"London : printed for John Noon, at the White Hart in Cheapside, near Mercers Chapel, M.DCC.XXXVII. [1737].",London,387,male,1687,1758,FALSE,"of them to conform ourselves to the divine will, however manifested or declared unto us; Until we have, at least, formed some general resolution to this purpose, we cannot truly say that we have any manner of religion . 2 As the text implies, that men ought to resolve upon"
1116600700_000076,"Reliqui? juveniles: miscellaneous thoughts in prose and verse, on natural, moral, and divine subjects; written chiefly in younger years. By I. Watts, D.D.",Isaac Watts,103,0,0,1,0,1,10,3,1,0,0,1,2,0,2,0,1,3,2,3,3,2,5,1,1,3,1,0,1,3,0,4,4,0,1,0,0,1,1,2,1,0,1,3,0,1,0,6,1,8,4,0,0,2,1,0,2,4,0,6,1742,1,1,"London : printed for James Brackstone, at the Globe in Cornhill, MDCCXLII. [1742].",London,372,male,1674,1748,TRUE,"Men and Philolbphers, and whole Countries, believe it, though' there was not a Syllable of Truth in it, says he, and tis scarce possible that it should be TRUE . Hie believes yet again, that there silly Men were sometimes Cheats and impo/iors, who practised the greatest Subtilities and Artifice"
0179300103_000059,"Several discourses preached at the Temple church. By Tho. Sherlock, D. D. Late Master of the Temple. Now Lord Bishop of London. Vol. III.",Thomas Sherlock,90,0,0,0,1,1,1,1,1,0,0,2,3,0,0,1,2,1,1,1,1,2,13,1,3,0,0,2,0,3,0,1,2,0,0,0,2,0,1,5,1,0,0,1,4,0,1,5,2,2,1,3,0,7,4,1,1,1,2,2,1755,3,3,"London : printed for J. Whiston and B. White at Boyle's-Head, W. Owen at Homer's-Head, both in Fleet-Street, and E. Baker at Tunbridge, M.DCC.LV. [1755].",London,397,male,1678,1761,FALSE,"do fuiffciently show, that the Wisdom which we are encouraged to alk for, is no other than the Grace promised under the Gospel: For the Declaration of God's Purpose to give this Wisdom, which is nowhere declared but in the Gospel, must be supposed , before the Immutability of his"
1089100300_000006,"An essay on fundamentals; with a particular regard to the doctrine of the ever-blessed trinity. With an appendix, concerning the true import of the phrase, Son of God, as 'tis applied to Christ. To which is annex'd, The resurrection of Christ prov'd, and vindicated, against the most Important Objections of the Antient Jews, or Modern Deists; and his Disciples shewn to be sufficient Witnesses of the Fact. In a sermon preached at Trowbridge, In the County of Wilts. Both by James Foster, D.D.",James Foster,73,1,0,1,1,0,3,0,1,1,1,0,3,0,0,0,1,2,0,2,2,0,6,0,2,2,0,1,0,2,0,2,0,1,2,1,0,1,1,3,2,2,3,0,0,1,1,1,0,2,0,1,3,1,1,2,2,5,1,2,1754,1,1,"London : first printed in the year MDCCXX, now reprinted by J. Noon, in Cheapside, near the Poultry; A. Millar, in the Strand; and J. Ward, in Cornhill, MDCCLIV. [1754].",London,100,male,1697,1753,FALSE,"less to entertain it, till they had maturely and deliberately weighed and considered things, made the narrowest scrutiny into the merits of the cause , and hadjoin'd with these sincere endeavours, solemn and repeated addresses to the God of light and knowledge , for infitrufion and information : If we"
0627401900_000005,"The evils arising from misapply'd curiosity. A sermon preached before the University of Oxford, at St. Mary's on Sunday March 9. 1760. By Thomas Griffith, ...","Griffith, Thomas           1723 or 4",78,1,0,2,4,2,0,0,0,3,1,1,3,3,0,1,0,1,0,0,2,1,3,1,0,1,0,1,2,2,0,1,0,1,1,3,0,0,0,1,3,3,1,0,3,1,0,3,2,2,1,1,2,2,2,1,0,5,3,1,1760,1,1,"Oxford : printed at the Theatre for S. Parker; and sold by J. Rivington, London, 1760.",Oxford,29,unknown,,,FALSE,"be? If Men would always remember [ 17 ] member one obvious Diftintion, that what is above our Reason is not on that Account contrary to Reason , They would not surely fall into such Absurdities. There is Nothing dark, mysterious, or incomprehensible in the Grounds , Principles or Proof"
0476900500_000002,"A plea for the divinity of our Lord Jesus Christ. In a pastoral letter addressed to a congregation of protestant dissenters, at Cambridge.",Robert Robinson,97,1,1,0,3,0,3,0,0,1,1,6,4,2,0,0,1,6,0,3,2,0,11,3,0,1,4,1,1,1,1,5,0,0,1,2,1,1,0,5,1,1,0,1,1,1,0,6,0,1,0,0,1,0,0,3,1,4,1,3,1776,1,1,"Cambridge : printed by and for Fletcher and Hodson: sold by G. Keith, in Gracechurch-Street; E. and C. Dilly, in the Poultry; J. Buckland, and S. Crowder, Pater-Noster-Row, London, M.DCC.LXXVI. [1776].",Cambridge,110,male,1735,1790,FALSE,"its likeness in all the Creator's unbounded empire, so that it would never be in the power of this intelligent being, with all his know . ledge, to filcct a creature, and to say of it, This being fubfilts exactly as the Supreme Being subsists. Now, according to our notion,"
0389701400_000011,"The inspiration of the holy scriptures asserted and explained: in three dissertations. In which A plain and rational Solution is attempted to be given to the following Enquiries. I. What Scriptures are divinely inspired? II. In what Sense the Holy Scriptures are so? And III. What Proof we have of it? By John Kiddell. Of Tiverton, Devon.","Kiddell, John, dissenting minister",97,0,1,1,1,1,2,0,1,1,2,0,4,0,0,0,1,5,2,2,1,3,7,2,2,2,0,0,0,3,0,3,0,0,0,0,2,1,1,2,1,0,0,1,2,0,0,2,1,2,1,9,1,6,0,0,0,8,7,3,1779,1,1,"London : printed for Edward and Charles Dilly, in the Poultry, M.DCC.LXXIX. [1779].",London,75,unknown,,,FALSE,"with a full and comprehensive knowledge of all truth : and so under the influences of this divine inspiration, and the impulse of this divine spirit , they taught and wrote. Having thus explained t. yo with all the precision and clearness, of which I am capable; in what sense"
0371200101_000151,"The history of the Church of Christ. ... . Containing the Three First Centuries. By Joseph Milner, M. A. Master of the Grammar School in Kingston upon Hull.",Joseph Milner,84,0,1,1,1,0,0,0,1,0,0,0,4,4,1,0,3,4,1,1,1,5,2,1,1,0,0,0,1,2,0,1,2,1,0,0,4,2,1,3,2,0,2,1,0,1,2,1,1,2,1,4,1,4,2,2,0,4,2,3,1794,1,4,"York : printed by G. Peacock, and sold by C. Dilly in the Poultry, and J. Mathews in the Strand, London; J. and J. Merrill, Cambridge; W. Tesseyman and J. Todd, York; T. Browne and R. Millson, Hull; and J. Binns, Leeds, MDCCXCIV. [1794]-1809.",York,611,male,1744,1797,FALSE,"ground this censure. He did nothing in general without the clergy and people. He was ever sedulous in promoting the good of the whole. The episcopal charater itself, through the gradual growth of fuperitiion, though as yet at no very blameable height in the church , was naturally growing up"
1372100300_000002,"On establishments in religion, and religious liberty. A sermon preached before the University of Cambridge, on Sunday, July 1, 1792, being the Commencement- Sunday, By Robert Thorp, D.D. archdeacon of Northumberland, and rector of Gateshead.","Thorp, Robert, Archdeacon of Northumberland",109,0,1,1,1,5,1,1,2,0,0,2,1,9,1,0,2,1,5,1,1,2,4,0,4,3,0,0,0,0,8,0,2,0,0,1,7,2,2,3,2,0,0,1,3,0,1,1,1,9,0,5,2,0,0,2,3,1,5,0,1792,1,1,"Cambridge : Printed by J. Archdeacon printer to the University; for J. & J. Merrill, Cambridge; T. Cadell, Strand, J. Deighton, Holborn, London; J. Fletcher, Oxford; W. Charnley, D. Akenhead, and R. Fisher, in Newcastle upon Tyne, MDCCXCII. [1792].",Cambridge,20,unknown,,,FALSE,"ef·feaually the laws of religion , and procure them a better and more universal reception amnong .mankind. without being liable to the imputation of making religion ; an engine of the itate, we may affirm, that,. in return for the protecion it receives ,, religion communicates to the sl ate"
