PassageID,Title,Author,Total termFreq,termFreq(bacon),termFreq(bake),termFreq(beat),termFreq(beef),termFreq(boil),termFreq(bone),termFreq(bread),termFreq(brown),termFreq(butter),termFreq(clean),termFreq(close),termFreq(cold),termFreq(cover),termFreq(cream),termFreq(cut),termFreq(dish),termFreq(egg),termFreq(fat),termFreq(fine),termFreq(flour),termFreq(fry),termFreq(gravi),termFreq(half),termFreq(herb),termFreq(hot),termFreq(hour),termFreq(lai),termFreq(larg),termFreq(lemon),termFreq(littl),termFreq(mace),termFreq(meat),termFreq(mix),termFreq(nutmeg),termFreq(onion),termFreq(pan),termFreq(pepper),termFreq(pickl),termFreq(piec),termFreq(pint),termFreq(pot),termFreq(pound),termFreq(quarter),termFreq(roll),termFreq(round),termFreq(salt),termFreq(sauc),termFreq(season),termFreq(serv),termFreq(slice),termFreq(small),termFreq(spoon),termFreq(sugar),termFreq(sweet),termFreq(togeth),termFreq(veal),termFreq(water),termFreq(white),termFreq(wine),termFreq(yolk),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1025100800_000027,"The art of cookery, made plain and easy; which far exceeds any thing of the kind yet published. Containing, I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner-Dishes for a great Table. V. To dress Fish. VI. Of Soops aud Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheese-Cakes, Creams, Jellies, Whipt. Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and Useful receipts, And a Copious Index. By a lady.",Hannah Glasse,206,6,0,6,4,7,2,3,3,13,1,3,3,4,0,7,5,4,2,2,5,2,6,4,6,2,4,2,2,4,10,5,5,0,7,1,2,6,0,8,3,1,0,1,5,0,5,6,1,0,1,3,1,0,3,8,2,2,2,2,4,1770,1,1,"London : printed for W. Strahan, J. and F. Rivington, W. Johnston, L. Davis, T. Longman, R. Baldwin, W. Owen, J. Hinton, B. White, S. Crowder, T. Caslon, Hawes and Co W. Nicoll, J Robson, T. Becket, T. Davies. J. Wilkie, Robinson and Roberts, J. Almon, J. Knox, T. Cadell, W. Cornish, R. Dymott, H. Gardner, B. Domville, S. Bladon, G. Pearck, and W. and J. Richardson, 1770.",London,442,female,1708,1770,TRUE,"in an ounce of barley or rice, if you like it. Cover it close , and let it stew till it is tender, take out the herbs , spices and bread , and have ready fried a French roll cut in four. Dish up all together , and send it"
0549000100_000102,"The new art of cookery, according to the present practice; being a complete guide to all housekeepers, on a plan entirely new; consisting of thirty-eight chapters. ... By Richard Briggs, many years cook at the Globe Tavern Fleet-Street, the White Hart Tavern, Holborn, an now at the Temple Coffee-House, London.","Briggs, Richard",233,0,1,2,1,9,0,0,4,6,5,3,0,5,3,5,2,6,4,8,6,4,2,15,7,1,6,1,1,14,9,4,1,6,3,5,8,8,1,7,11,1,2,4,0,2,10,2,5,0,0,0,1,0,6,1,2,4,3,2,4,1792,1,1,"Philadelphia : Printed for W. Spotswood, R. Campbell, and B. Johnson, M,DCC,XCII. [1792].",Philadelphia,578,unknown,,,FALSE,"fnall pieces , slit the head in two, throw away the bloody 264 part of the neck, pepper salt , and flour them, and fry them of a nice brown in fresh butter ; pour out the fat and put in a pint of gravy , a bundle of sweet"
0776200300_000031,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and Littlecorner-Dishes for a great Table V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. Tomake Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad-Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,189,1,4,5,1,7,1,2,2,8,2,1,1,3,0,6,3,9,3,3,4,2,7,5,1,2,4,8,3,2,14,4,2,1,4,5,5,5,1,3,1,0,3,3,2,3,6,5,0,0,2,0,2,0,1,4,3,4,0,1,5,1763,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, B. Law, and A. Hamilton, M.DCC.LXIII. [1763].",London,444,female,1708,1770,TRUE,"mace , a little pepper and salt ; slew all these in a quarter of a pint of good gravy , and thicken it with a piece of butter rolled in flour , or yolks of eggs , which you please: let it be cold before you put it in,"
1546600100_000043,"The Complete family-piece: and, country gentleman, and farmer's, best guide. In three parts. Part I. Containing, a very choice and valuable collection of near eight hundred well-experienced practical family-receipts in physick and surgery; cookery, pastry and confectionary, with a complete bill of fare for every month in the year, and instructions for placing the dishes on a table; for pickling and preserving all sorts of fruits, tongues, hams, &c. for distilling and fermenting of all compound, simple waters and spirits; for making mum, cyder, and perry, mead and metheglin; and for making and preserving all sorts of excellent English wines; with good and useful instructions for brewing fine, strong, good, wholesome and palatable drinks, as beers, ales, &c. in small quantities, and at easy rates, for the use of all private families; with divers other useful and valuable receipts interspersed through the whole, particularly Dr. Mead's for the cure of the bite of a mad dog: many of which were never before printed, and the others experimentally taken from the latest and very best authorities; and being all regularly taken from the latest and very best authorities; and being all regularly digested under their proper heads, are divided into six different chapters. Part II. Containing, I. Full instructions to be observed in hunting, coursing, setting and shooting; with an account of the several kinds of dogs necessary for those diversions, and receipts for the cure of all common distempers to which they are liable; as also receipts for the cleaning and preserving of boots, fire-arms, &c. II. Cautions, rules and directions to be taken and observed in fishing, with the manner of making and preserving of rods, lines, floats, artificial flies, &c. and for chusing and preserving several sorts of curious baits. III. A full and complete kalender of all work necessary to be done in the fruit, flower, and kitchen gardens, green-house, &c. with the produce of each, in every month throughout the whole year. Part III. Containing, practical rules, and methods, for the improving of land, and managing a farm in all its branches; with several curious receipts for brinning, liming and preparing wheat, barley, oats, &c. for sowing; excellent receipts for destroying of rats and mice; a great number of choice receipts for the cure of all common distempers incident to all sorts of cattle; and a complete kalender of all business necessary to be done in the field, yard, &c. by the farmer, in every month throughout the year. With a complete alphabetical index to each part. The whole, being faithfully collected by several very eminent and ingenious gentlemen, is now first published, at their earnest desire, for the general benefit of mankind.",,186,2,3,1,3,5,7,1,1,7,0,1,2,1,0,10,3,5,1,3,2,5,3,5,2,2,2,7,2,3,8,1,8,2,2,3,2,8,2,6,2,3,2,1,5,2,8,4,6,4,3,2,0,0,4,1,1,2,2,0,3,1736,1,1,"London : Printed: and sold by C. Rivington, at the Bible and Crown in St. Paul's Church-yard, 1736.",London,516,unknown,,,FALSE,"rub it well in, and let it lie three Weeks, rubbing and turning it every Day; then few it up in a Cloth, and hang it in your Chimney to dry; turn it upside down every Day, that the Brine do not fettle: Boil it in pump water till tis"
0094700600_000026,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, And dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: Consisting of near nine hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pyes, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. The seventh edition. With Three Copper Plates of a curious new-invented Fire Stove, wherein any common Fuel may be burnt instead of Charcoal, and Two Plans of a Grand Table of Two Covers. By Elizabeth Raffald.",Elizabeth Raffald,191,4,0,2,1,9,3,1,1,3,3,2,2,1,3,6,5,7,4,6,2,0,4,7,2,2,2,8,2,5,12,2,1,4,3,0,2,6,5,0,3,2,2,0,7,1,7,1,1,2,2,4,3,0,2,1,5,4,2,4,6,1780,1,1,"London : printed for the author, and sold by R. Baldwin, No. 47, in Pater-Noster-Row, 1780.",London,410,female,1733,1781,FALSE,"You may add wine , morels, truffles, or what you please, to make it good and rich. o dress a CALF's HEAD SURPRISE. DRESS off the hair of a large calf's head as directed in the mock turtle, then take a sharp pointed knife and raise off the skin, with"
0649101200_000049,"The london art of cookery, and housekeeper's complete assistant. On a new plan. Made Plain and Easy to the Understanding of every Housekeeper, Cook, and Servant in the Kingdom. Containing, Proper Directions for the Choice of all Kinds of Provisions. Instructions for trussing Poultry. Roasting and Boiling all Sorts of Butchers Meat, Poultry, Game, and Fish. Baking, Broiling and Frying. Sauces for every Occasion. Soups, Broths, Stews, and Hashes. Ragoos and Fricassees. Made Dishes, both plain and elegant. All Sorts of Pies and Puddings. Pancakes and Fritters. Proper Instructions for dressing Fruits and Vegetables. Pickling, Potting, and Preserving. The Preparation of Hams, Tongues, and Bacon. To keep Garden Stuffs and Fruits in Perfection. The whole Art of Confectionary. The Preparation of Sugars. Tarts, Puffs, and Pasties. Cakes, Custards, Jams, and Jellies. Drying, Candying, and Preserving Fruits, &c. Elegant Ornaments for Entertainments. Instructions for Carving. Necessary Articles for Sea-Faring Persons. Made Wines, Cordial Waters, and Malt Liquors. To which is added, an appendix, containing considerations on culinary poisons; Directions for making Broths, &c. for the Sick; a List of Things in Season in the different Months of the Year; Marketing Tables, &c. &c. Embellished with a Head of the Author, and a Bill of Fare for every Month in the Year, elegantly engraved on thirteen copper-plates. By John Farley, principal cook at the London Tavern.","Farley, John",205,7,0,3,1,7,1,7,1,7,0,1,0,1,1,3,2,7,4,1,5,1,7,10,2,2,4,11,2,10,12,2,2,4,3,0,4,6,2,3,5,1,2,2,4,2,6,1,2,1,3,4,2,0,7,0,4,4,1,1,7,1789,1,1,"London : printed for J. Scatcherd and J. Whitaker, No 12, B. Law; No 13, Ave-Maria-Lane; and G. and T. Wilkie, St. Paul's Church-Yard, [1789].",London,512,unknown,,,FALSE,"or ten minutes over a slow fire, and then pour in a quart of boiling water or broth. Cover it close , and let it stew two hours very softly. Then take out the tieet breads , keep them hot , strain the gravy , slim all the fat off,"
0521400100_000027,"The compleat housewife: or accomplish'd gentlewoman's companion: being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, a collection of above three hundred family receipts of medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stevens's Medicines for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Person was disorder'd, and the salt Water failed; never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,174,3,0,1,3,10,0,2,4,7,1,0,3,2,4,2,1,5,2,1,3,1,3,6,5,1,1,2,2,3,7,1,3,2,2,3,4,5,7,3,7,1,8,1,5,0,8,1,2,0,2,3,1,2,1,4,2,5,3,2,1,1742,1,1,"London : printed for J. and H. Pemberton, at the Golden Buck, against St. Dunstan's Church in Fleetstreet, [1742].",London,407,female,,,FALSE,"and work them well together with a pint of water that has been boiled , and is perfectly cold : If you put in no herbs , slice a penny white loaf in cream , and steep it all night, and work it in well with your saufage meat ,"
0867100100_000026,"The art of cookery made plain and easy. To which are added, one hundred and fifty new receipts, a copious index, and a modern bill of fare, for each Month, in the Manner the Dishes are placed upon the Table. By H. Glasse.",Hannah Glasse,217,1,0,5,4,2,1,1,2,11,0,1,1,2,1,13,4,2,5,3,6,3,6,9,3,2,2,8,3,2,21,1,3,1,2,3,7,7,1,8,6,0,3,3,8,0,6,4,2,1,1,6,1,0,2,6,2,1,2,4,2,1774,1,1,"Edinburgh : printed for Alexander Donaldson: and sold at his shop (no. 48.) in St. Paul's Church-Yard, London; and at Edinburgh, M,DCC,LXXIV. [1774].",Edinburgh,493,female,1708,1770,TRUE,"ce, half an onion cut finall, a little piece of lemon peel cut ftnall, a bundle of fwect herbs , it little pepper iand salt , n piece of butter rolled in * little flour . Set 1) 3 tluin: them on a slow fire: when they begin to simmer,"
0556301200_000094,"The english art of cookery, according to the present practice; being a complete guide to all housekeepers, on a plan entirely new; consisting of Thirtyeight Chapters. Containing Proper Directions for Marketing, and Trussing of Poultry. The making Soups and Broths. Dressing all sorts of Fish. Sauces for every Occasion. Boiling and Roasting. Baking, Broiling, and Frying. Stews and Hashes. Made Dishes of every sort. Ragous and Fricasees. Directions for dressing all sorts of Roots and Vegetables. All Sorts of Aumlets and Eggs. Puddings, Pies, Tarts, &c. Pancakes and Fritters. Cheese-Cakes and Custards. Blanc'mange, Jellies, and Syllabubs, Directions for the Sick. Directions for Seafaring Men. Preserving, Syrups, and Conserves. Drying and Candying. All sorts of Cakes. Hogs Puddings, Sausages, &c. Potting, and little cold Dishes. The art of Carving. Collaring, Salting, and Sousing. Pickling. To keep Garden Vegetables, &c. A Catalogue of Things in Season. Made wines and Cordial Waters. Brewing. English and French Bread, &c. With Bills of Fare for every Month in the Year. By Richard Briggs, Many Years Cook at the Globe-Tavern, Fleet-Street, the White-Hart Tavern, Holborn, and now at the Temple Coffee-House, London.","Briggs, Richard",198,6,1,2,2,5,0,2,2,4,0,4,0,2,2,5,6,9,5,3,3,1,11,3,3,1,5,5,7,2,8,2,6,5,1,0,6,8,1,4,4,0,2,1,4,1,3,6,3,0,3,3,1,0,4,0,6,1,3,3,8,1798,1,1,"Dublin : printed for P. Byrne, No. 108, Grafton-Street, 1798.",Dublin,580,unknown,,,FALSE,"force meat , roll a Sheet out like a paste and put a thin layer of fat bacon on the forcemeat, then put in squab pigeons, as many as you want to fill the patty pan , and season them with pepper and ailt; lay over them a sweet bread"
0965700100_000026,"The experienced English housekeeper for the use and ease of ladies, housekeepers, cooks, &c. written purely from practice; dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper. consisting of several hundred original receipts, most of which never appeared in Print. Part I. Lemon Pickle, Browning for all Sorts of made Dishes, Soups, Fish, plain Meat, Game, made Dishes, both hot and cold, Pies, Puddings, &c. Part II. All Kinds of Confectionary, particularly the Gold and Silver Web for covering of Sweetmeats and a Dessert of Spun Sugar; with Directions to set out a Table in the most elegant Manner, and in the Modern Taste, Floating Islands, Fish Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling; with two most valuable Receipts, one for refining Malt Liquors, the other for curing Acid Wines; and a correct List of every Thing in Season for every Month in the Year. By Elizabeth Raffald.",Elizabeth Raffald,203,3,0,1,1,13,4,4,2,3,2,2,3,1,3,9,3,8,2,6,2,1,6,7,1,3,3,8,1,4,14,1,1,3,2,0,3,5,7,1,2,1,1,0,8,2,6,1,1,1,4,4,1,0,3,1,12,3,1,2,6,1799,1,1,"London [i.e. York?] : printed for A. Millar, W. Law, and R. Cater, Anno 1799.",York,416,female,1733,1781,FALSE,"a toffing pan , thicken it with a lump of butter rolled in flour , when. it has boiled a few minutes, put in the yolks of si s eggs well beat , and mixed with half a pint of 4 creanm 87 cream , but do not let it:"
0094600300_000077,"The British housewife: or, the cook, housekeeper's, and gardiner's companion. Calculated for the Service both of London and the Country; And directing what is necessary to be done in the Providing for, Conducting, and Managing a Family throughout the Year. Containing a general account of fresh provisions of all Kinds. Of the several foreign Articles for the Table, pickled, or otherwise preserved; and the different Kinds of Spices, Salts, Sugars, and other Ingredients used in Pickling and Preserving at Home: Shewing what each is, whence it is brought, and what are its Qualities and Uses. Together with the Nature of all Kinds of Foods, and the Method of suiting them to different Constitutions; a bill of fare for each month, the Art of Marketing and chusing fresh Provisions of all Kinds; and the making as well as chusing of Hams, Tongues, and other Store Dishes. Also Directions for plain Roasting and Boiling; and for the Dressing of all Sorts of Made Dishes in various Tastes; and the preparing the Desert in all its Articles. Containing a greater Variety than was ever before publish'd, of the most Elegant, yet least Expensive receipts in Cookery, Pastry, Puddings, Preserves, Pickles, Fricassees, Ragouts, Soups, Sauces, Jellies, Tarts, Cakes, Creams, Custards, Candies, Dry'd Fruits, Sweetmeats, Made Wines, Cordials, And Distillery. To which are annexed, the art of carving; and the Terms used for cutting up various Things; and the polite and easy Manner of doing the Honotors of the Table: The whole Practice of Pickling and Preserving: And of preparing made Wines, Beer, and Cyder. As also of distilling all the useful Kinds of Cordial and Simple Waters. With the Conduct of a Family in Respect of Health; the Disorders to which they are every Month liable, and the most approved Remedies for each. And a variety of other valuable particulars, necessary to be known in All Families; and nothing inserted but what has been approved by Experience. Also the Ordering of all Kinds of profitable Beasts and Fowls, with respect to their Choice, their Breeding and Feeding; the Diseases to which they are severally liable each Month, and Receipts for their Cure. Together with the Management of the pleasant, profitable, and useful Garden. The Whole embellished with a great Number of curious copper plates, shewing the Manner of Trussing all Kinds of Game, wild and tame Fowls, &c. as also the Order of setting out Tables for Dinners, Suppers, and Grand Entertainments, in a Method never before attempted; and by which even those who cannot read will be able to instruct themselves. By Mrs. Martha Bradley, late of Bath: Being the Result of upwards of Thirty Years Experience.",Martha Bradley,173,1,0,4,1,6,1,3,4,6,4,1,1,3,4,9,3,5,2,6,3,2,2,1,4,1,0,3,1,2,6,3,1,7,5,3,1,2,2,4,2,2,5,4,3,0,4,1,1,0,2,5,4,3,4,9,0,2,2,1,2,1760,1,1,"London : printed for S. Crowder and H. Woodgate, at the Golden Ball in Paternoster Row, [1760?].",London,755,female,,,FALSE,"clean , lay the Steaks regularly in it, and grate some Nutmeg over them; then put in an Onion cut to Pieces , a Bunch of sweet Herbs , some Lemon Peel cut finall, a Lump of Bu: ter rolled in Flour , and about a quarter of a Pint"
0541600200_000026,"The compleat housewife: or accomplish'd gentlewoman's companion. Being A Collection of upwards of Six Hundred of the most approved Receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With Copper Plates, curiously engraven, for the regular Disposition or Placing of the various Dishes and Courses. And also Bills of Fare for every Month in the Year. To which is added, A Collection of above Three Hundred Family Receipts of Medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stephens's Medicine for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Persons were disordered, and the salt Water fail'd; never before made publick; fit either for private Families, or such publick-spirited Gentlewomen as would be beneficent to their poor Neighbours. With Directions for Marketing. By E. Smith.",Eliza Smith,198,1,0,6,1,9,3,2,1,8,0,2,0,3,2,3,1,5,1,1,4,8,3,5,2,4,4,4,2,4,11,3,8,1,4,2,4,5,3,6,6,0,0,6,6,0,7,2,5,2,4,0,2,0,0,5,6,3,2,3,3,1753,1,1,"London : Printed for R. Ware, S. Birt, T. Longman, C. Hitch, J. Hodges, J. and J. Rivington, J. Ward, W. Johnston, and M. Cooper, M.DCC.LIII. [1753].",London,430,female,,,FALSE,"and a few capers and samphire shred; when it is hot through, thicken it up with a piece of fresh butter rolled in flour ; toast sippets, and lay in your diff, and pour your meat on them: garnish with lemon . To hah a Lamb's Pumice. O I L"
1077900800_000037,"The experienced English housekeeper, for the use and ease of ladies, housekeepers, cooks, &c. Written purely from practice, dedicated to the Hon. Lady Elizabeth Warburton, Whom the Author lately served as Housekeeper: consisting of several hundred original receipts, most of which never appeared in print. Part I. Lemon Pickle, Browning for all Sorts of Made Dishes, Soups, Fish, Plain Meat, Game, Made Dishes both hot and cold, Pies, Puddings, &c. Part II. All Kinds of Consectionary, particularly the Gold and Silver Web for covering of Sweet-Meats, and a Desert of Spun Sugar, with Directions to set out a Table in the most elegant Manner and in the modern Taste, Floating Islands, Fish-Ponds, Transparent Puddings, Trifles, Whips, &c. Part III. Pickling, Potting, and Collaring, Wines, Vinegars, Catchups, Distilling, with two most valuable Receipts, one for refining Malt-Liquors, the other for curing Acid Wines, and a correct List of every Thing in Season for every Month in the Year. By Elizabeth Raffald.",Elizabeth Raffald,185,3,1,2,1,7,2,1,6,6,1,2,0,2,3,2,5,4,3,3,3,1,12,7,1,2,5,4,4,4,13,2,2,3,1,2,4,6,3,4,3,0,0,0,1,1,3,3,2,2,0,3,2,0,1,3,4,5,5,6,4,1789,1,1,"London : printed for the booksellers, MDCCLXXXIX. [1789].",London,410,female,1733,1781,FALSE,"an hour roasting by a mo4erate fire; make a good brown gravy ftuce, pour it upon your dish , take the bacon off, and lay in your fowl, and I; rvc it up; garnish with  pickles , mluflh rooms, or oyficrs. lt is proper for a iide difh for"
0395400100_000018,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published, Containing I. How to Roast and Boil to Perfection every Thing necessary to be sent up to Table. II. Of Made Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and little Corner dishes for a great Table. V. To dress Fish. VI. Of Soups and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a number of good Dishes, which you may make Use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. To make Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Season of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain cure for the Bite of a Mad Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,199,1,1,3,4,7,0,0,4,6,1,3,1,5,3,7,3,4,0,6,4,3,9,5,3,2,3,5,5,1,12,3,6,2,2,2,7,3,1,11,1,1,2,0,7,1,2,6,1,1,0,2,2,0,1,3,5,7,3,3,3,1775,1,1,"London : printed for a company of booksellers, and sold by L. Wangford, in Fleet-Street, and all other booksellers in Great Britain and Ireland. Be careful to observe (mrs. Glass being dead) that the Genuine Edition of her Art of Cookery is thus signed, by W. Wangford, [1775?].",London,345,female,1708,1770,TRUE,"but there are few fiomachs it agrees with, therefore seldom make use of it. to make Gravy . IF you live in the country, where you cannot always have gravy meat , when your nmeat comes from the butcher's ttke a piece of beef , a piece of veal ,"
0776200300_000049,"The art of cookery, made plain and easy; which far exceeds anything of the kind yet published. Containing, I. How to Roast and Boil to perfection every Thing necessary to be sent up to Table. II. Of Made-Dishes. III. How expensive a French Cook's Sauce is. IV. To make a Number of pretty little Dishes for a Supper or Side-Dish, and Littlecorner-Dishes for a great Table V. To dress Fish. VI. Of Soops and Broths. Vii. Of Puddings. Viii. Of Pies. IX. For a Lent Dinner; a Number of good Dishes, which you may make use of at any other Time. X. Directions to prepare proper Food for the Sick. XI. For Captains of Ships; how to make all useful Things for a Voyage; and setting out a Table on board a Ship. XII. Of Hogs Puddings, Sausages, &c. XIII. To pot and make Hams, &c. XIV. Of Pickling. XV. Of making Cakes, &c. XVI. Of Cheesecakes, Creams, Jellies, Whip-Syllabubs, &c. XVII. Of made Wines, Brewing, French Bread, Muffins, &c. XVIII. Jarring Cherries and Preserves, &c. XIX. Tomake Anchovies, Vermicella, Catchup, Vinegar, and to keep Artichokes, French Beans, &c. XX. Of Distilling. XXI. How to Market; the Seasons of the Year for Butchers Meat, Poultry, Fish, Herbs, Roots, and Fruit. XXII. A certain Cure for the Bite of a Mad-Dog. By Dr. Mead. XXIII. A Receipt to keep clear from Buggs. To which are added, by way of appendix, one hundred and fifty new and useful receipts, and a copious index. By a lady.",Hannah Glasse,209,3,1,3,0,6,0,1,2,9,0,5,0,5,2,7,4,6,2,4,2,1,8,6,5,0,4,11,1,4,12,4,4,2,3,4,4,6,1,8,4,0,1,5,5,5,7,5,4,0,1,3,1,0,4,3,4,1,1,1,4,1763,1,1,"London : printed for A. Millar, J. and R. Tonson, W. Strahan, T. Caslon, B. Law, and A. Hamilton, M.DCC.LXIII. [1763].",London,444,female,1708,1770,TRUE,"It is a pretty genteel dill; or for change lay one pigeon in the middle, the rest round , and flewed spinach between; poached eggs on the spinach. Garnish with notched lemon and orange cut into quarters , and have melted butter in boats. Pigeons floved. TAKE a small cabbage"
0274700500_000026,"The compleat housewife: or, accomplish'd gentlewoman's companion. Being a collection of upwards of six hundred of the most approved receipts in Cookery, Pastry, Confectionary, Preserving, Pickles, Cakes, Creams, Jellies, Made Wines, Cordials. With copper plates curiously engraven for the regular Disposition or Placing the various Dishes and Courses. And Also Bills of Fare for every Month in the Year. To which is added, a collection of above three hundred family receipts of medicines; viz. Drinks, Syrups, Salves, Ointments, and various other Things of sovereign and approved Efficacy in most Distempers, Pains, Aches, Wounds, Sores, &c. particularly Mrs. Stephens's Medicine for the Cure of the Stone and Gravel, and Dr. Mead's famous Receipt for the Cure of a Bite of a mad Dog; with several other excellent Receipts for the same, which have cured when the Persons were disordered, and the salt Water fail'd; never before made publick; fit either for private Families, or such publick-spirited Gentle-Women as would be beneficent to their poor Neighbours. By E. Smith.",Eliza Smith,196,2,0,7,1,11,5,2,2,8,0,1,0,3,2,4,2,5,1,1,3,8,2,5,2,2,3,3,2,4,13,3,8,1,4,3,4,4,3,7,6,0,0,5,5,0,5,4,4,2,1,0,2,0,0,5,5,3,2,3,3,1750,1,1,"London : printed for R. Ware, S. Birt, T. Longman, C. Hitch, J. Hodges, J. and J. Rivington, J. Ward, W. Johnston, and M. Cooper, M.DCC.L. [1750].",London,433,female,,,FALSE,"quarter of a pint of the liquor they are boiled in, a few spoonfuls of walnut liquor, or a little elder vinegar, a little catchup, pepper , fait, and nutmeg , the brains a little boiled and chopt, with half a spoonful of flour and a piece of butter as"
