PassageID,Title,Author,Total termFreq,termFreq(ag),termFreq(appear),termFreq(art),termFreq(band),termFreq(beauti),termFreq(bosom),termFreq(bright),termFreq(brocad),termFreq(buckl),termFreq(charm),termFreq(coat),termFreq(corset),termFreq(curl),termFreq(dress),termFreq(embroid),termFreq(face),termFreq(fashion),termFreq(femal),termFreq(fine),termFreq(flow),termFreq(form),termFreq(gentlemen),termFreq(glass),termFreq(glitter),termFreq(gold),termFreq(hair),termFreq(handsom),termFreq(hat),termFreq(head),termFreq(hoop),termFreq(human),termFreq(lace),termFreq(ladi),termFreq(linen),termFreq(lip),termFreq(long),termFreq(loos),termFreq(manner),termFreq(paint),termFreq(powder),termFreq(preciou),termFreq(ribbon),termFreq(ruffl),termFreq(show),termFreq(silk),termFreq(silver),termFreq(size),termFreq(sleev),termFreq(ti),termFreq(vain),termFreq(velvet),termFreq(waist),termFreq(wig),termFreq(wore),termFreq(wrought),termFreq(young),termFreq(youth),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1585500159_000247,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,89,0,0,0,1,5,0,0,2,0,0,0,0,0,12,3,0,0,0,1,0,2,0,0,0,8,0,5,0,4,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,6,22,0,2,0,0,0,0,0,2,0,0,0,1783,59,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,959,unknown,,,FALSE,"Prince Regent, there were present, the Princess Augusta, the Duke and Duchess of York; the Duke of Kent; the Duke and Duchess of Gloucester; Prince Leopold, the Ministers of State; the Foreign Ambassadors; the Duke of Wellington; the Speaker of the House of Commons; and a great number of ilther"
1505800102_000020,"A voyage to South-America: describing at large the Spanish cities, towns, provinces, &c. on that extensive continent, the genius, customs, manners, and trade of the inhabitants; together with the natural history of the country, and an account of their gold and silver mines. Undertaken by command of His Majesty the King of Spain, By Don George Juan, and Don Antonio de Ulloa, both Captains of the Spanish Navy, Members of the Royal Societies of London and Berlin, and corresponding members of the Royal Academy at Paris. Translated from the original Spanish. Illustrated with copper-plates.",Antonio de Ulloa,49,0,3,0,0,2,0,0,0,1,0,0,0,0,6,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,10,1,2,0,1,2,1,0,0,0,2,0,0,0,1,1,5,2,0,2,0,0,0,0,0,0,1765,2,2,"Dublin : printed for Alexander Ewing in Dame-street, 1765.",Dublin,344,male,1716,1795,FALSE,"lasses very great; for the dle of all sorts of cloth being eing allowed, every one wears whatever he can purchase. thr mechanic dressed in a tiffule, equal to anything that an be worn by a more opulent person. tihey all greatly kafietne clothes, and it may be said without"
0438200300_000024,"The outlines of a new commentary on Solomon's Song. Drawn by the help of instructions from the east, and containing I. Remarks, on its General Nature. II. Observations, on detached Places of it. III. Queries, concerning the Rest of this Poem. By the author of Observations on divers passages of scripture.",Thomas Harmer,45,0,1,0,0,1,1,0,1,0,0,0,0,0,4,3,0,1,0,2,0,0,0,0,0,6,2,0,0,2,0,1,0,2,0,0,2,0,4,3,0,1,1,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,1775,1,1,"London : printed for J. Buckland, in Pater-Noster Row, MDCCLXXV. [1775].",London,404,male,1714,1788,FALSE,"to the common opinion, on account of that of Solomon himself. But if it was of tome other ancient King of that People, it muff nevertheless be supposed coniiderably to illulfrate this Song concerning Solomon. OB SOUTHEAST RVAT ION I. The sirs thing I would take notice of is this"
0384301400_000005,"The progress of dulness, or the rare adventures of Tom Brainless. By the celebrated author of Mc. Fingal.","Ranlet, Henry",40,0,1,4,0,1,0,0,0,1,1,1,0,1,3,0,2,2,0,0,0,4,1,0,0,0,0,0,1,1,0,1,1,2,0,0,1,0,0,0,1,0,0,2,2,0,1,1,1,0,1,0,1,0,0,0,0,1,1794,1,1,"[Exeter, N.H.] : Printed at Exeter, by Henry Ranlet, and sold at his office, also, by most of the booksellers in Boston, 1794.",Exeter,67,male,1762,1807,FALSE,"And whores and muses hold alliance. Not those so blessed, for ease and sport, Where wealth and idleness resort, Wh: e free from censure and from shame, Tley fck cf learning, but the name, Their cri r call degrees and sizes Atoned b zi L sacrifices; mwhere kin i. -"
1584800145_000198,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,55,0,0,0,0,0,0,0,0,2,0,0,0,0,5,3,1,6,0,0,0,0,1,0,0,3,1,0,5,2,0,1,5,1,0,0,3,0,0,0,0,0,0,0,0,7,3,0,2,2,2,0,0,0,0,0,0,0,1783,45,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1048,unknown,,,FALSE,"Mr. Gleaner, ja your poetical capacity, might dinate an epitaph; but chordls of your lyre would vibrate in vain . Fashion hiad no feeling for the · poor buckle makers. Strong petitions were presented on the fub~jeat, in 1790, to the prince of Wales, and the dukte and duchess sf"
0589601300_000010,"The new Bath guide: or, memoirs of the B-r-d family. In a series of poetical epistles.",Christopher Anstey,38,0,1,0,0,0,0,0,0,1,1,2,0,1,3,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,0,0,2,0,1,0,0,0,1,1,3,2,0,0,0,3,0,0,0,2,0,0,2,0,1767,1,1,"London : printed for J. Dodsley in Pall-Mall; and Fletcher & Hodson in Cambridge, MDCCLXVII. [1767].",London,177,male,1724,1805,FALSE,"Verse that Fate will meet, Nor mhall I take it ill; But grant, ye Gods! that I may eat That Fowl, when dressed by GILL. These are your TRUE poetic Fires That dressed this fairy Grill, Even while I eat the Muse inspires, And tunes my Voice to GILL. When"
1585200152_000384,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,47,0,3,1,0,0,2,0,0,0,0,0,0,0,7,2,0,1,0,1,0,2,0,0,0,1,1,3,4,0,0,0,6,0,0,0,0,1,1,0,0,0,2,0,0,3,0,1,3,0,0,0,2,0,0,0,0,0,1783,52,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1047,unknown,,,FALSE,"in the most elegant manner , and round the dress is a light and elegant embroidery of a similar pattern. The sleeve , which is white satin, is made very full, and ornamented with an epaulette embroidered to correspond with the corners on the robe; the bosom is trimmed round"
0772600200_000003,"The new Bath guide: or, memoirs of the B-r-d family. In a series of poetical epistles.",Christopher Anstey,37,1,0,2,2,2,0,0,1,0,2,0,0,0,3,0,0,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,3,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,1773,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXIII. [1773].",London,178,male,1724,1805,FALSE,"to bathe in the water. 6 But ( 7) But PRUDENCE is forced every day to ride out, For he says (he wants thoroughly jumbling about. Now it happens in this very house is a lodger, Whose name's nicodenmzus, but some call himrocert And ROCER's so good as my filler"
1263400700_000002,"The art of dancing, a poem. In Three Canto's.",Soame Jenyns,53,0,1,4,0,6,0,2,0,1,6,0,0,0,4,0,0,0,0,2,1,2,0,0,3,1,0,0,0,0,1,0,2,0,0,1,0,2,0,2,1,0,0,1,1,1,0,1,0,2,1,0,1,0,0,0,0,3,1744,1,1,"London : printed for M. Cooper, at the Globe, in Pater-Noster-Row, MDCCXLIV. [1744] [1743].",London,54,male,1704,1787,FALSE,"But you, that oft in circling Dances wheel, Thin be your yielding Sole, and low your Heel: Let no unwieldy Pride your Shoulders press, But airy, light, and easy be your Dress Let not the Sword, in silken Bondage tied , An useless Weight, hang lugging at your Side; No"
0583300102_000033,"The history of women, from the earliest antiquity, to the present time; giving some account of almost every interesting particular concerning that sex, among all nations, ancient and modern. By William Alexander, M.D. In two volumes. ...","Alexander, William",57,1,2,1,0,2,1,0,0,1,3,1,0,3,9,1,3,2,0,2,0,0,0,1,0,1,4,0,0,0,0,0,0,8,0,1,0,0,2,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1779,2,2,"London : printed for W. Strahan, and T. Cadell, in the Strand, MDCCLXXIX. [1779].",London,360,male,,,FALSE,"on of which, they were scarcely less dextrous than the ladies of the first rank and fashion at Versailles. But with all these loads of finery, the ancients were firangcrs to elegance, and even to convenience, in their dress . In the times we are speaking of, the Greeks had"
1279000401_000071,"Ingenious and diverting letters of a lady's travels into Spain; describing the devotions, nunneries, humour, Customs, Laws, Militia, Trade, Diet, and Recreations of that people. Intermix'd with great variety of modern adventures, and surprizing accidents: being the truest and best Remarks extant, on that Court and Country. The ninth edition. With the addition of a letter of the state of Spain, as it was in the year 1700. By an English gentleman. In two volumes.",Madame d'Aulnoy,44,0,0,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,0,2,0,0,0,3,0,5,3,0,0,4,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,3,0,1,1,0,2,0,0,1,1,3,0,1722,1,2,"London : printed for E. Bell, J. Darby, A. Bettesworth, F. Fayram, J. Pemberton, J. Hooke, C. Rivington, F. Clay, J. Batley, and E. Symon, M.DCC.XXII. [1722].",London,324,female,1651,1705,FALSE,"carry them, without tearing out the Hole of their Ears. To which they add whatever they think pretty. I have seen some have good large Watches hanging there, others Padlocks of precious Stones, and even your fine wrought English Keys; ant little: Bells. They also carry upon their Sleeves ,"
0675200100_000011,"The new Bath guide: or, memoirs of the B-n-r-d family. In a series of poetical epistles.",Christopher Anstey,35,0,0,0,1,1,1,0,0,1,1,3,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,4,0,0,1,2,0,0,2,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1800,1,1,"London : printed by C. Whittingham, Dean Street, Fetter Lane, for the associated booksellers, Vernor and Hood, J. Cuthell, Ogilvy and Son, J. Walker; Lackington, Allen, and Co. J. Nunn, Otridge and Son, and R. Lea, 1800.",London,167,male,1724,1805,FALSE,"border, Puts each odoriferous plant in its order; The myrtle lie ranges, the rose and the lily, With iris, and crocus, and data down dilly; Sweet peas and sweet oranges all he disposes At once to regale both your eyes and your noses: Long reigned the great Nash, this omnipotent"
0091701302_000021,"A voyage to South America. Describing at large, the Spanish cities, towns, provinces, &c. on that extensive Continent. Interspersed throughout with reflexions on whatever is peculiar in the religion and civil policy; in the Genius, Customs, Manners, Dress, &c. &c. of the several Inhabitants; whether Natives, Spaniards, Creoles, Indians, Mulattoes, or Negroes. Together with the natural as well as commercial history of the country. And an account of their Gold and Silver Mines. Undertaken by Command of the King of Spain, By Don George Juan, and Don Antonio de Ulloa, oth Captains of the Spanish Navy; and Members of the Royal Societies of London and Berlin; and of the Royal Academy at Paris. Translated from the original Spanish. Illustrated with copper plates. In two volumes.",Antonio de Ulloa,49,0,3,1,0,3,0,0,0,0,2,0,0,0,5,1,0,1,1,0,0,1,0,0,1,2,2,2,0,1,0,0,3,7,2,0,3,0,3,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1760,2,2,"London : printed for L. Davis and C. Reymers, against Gray's-Inn-Gate, Holbourn; Printers to the Royal Society, MDCCLX. [1760].",London,441,male,1716,1795,FALSE,"are so common an ornament, that betides their necklaces, they also wear about their neck rosaries, the beads of which are of pearls, either separate or set in clusters to the size of a large filbert; and those which form the cross are frill larger. BESIDES diamond rings, necklaces, girdles,"
0100300600_000010,"The new Bath guide: or, memoirs of the B-r-d family. In a series of poetical epistles.",Christopher Anstey,49,0,2,0,0,8,0,4,0,1,5,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,3,0,1,2,0,2,0,0,0,1,1,2,1,0,0,0,2,0,0,1,1,0,0,1,1,1766,1,1,"[London] : Sold by J. Dodsley; J. Wilson & J. Fell; and J. Almon, London; W. Frederick, at Bath; W. Jackson, at Oxford; T. Fletcher & F. Hodson, at Cambridge; W. Smith, at Dublin; and the booksellers of Bristol, York, and Edinburgh, 1766.",London,103,male,1724,1805,FALSE,"Ruffles , and black Solitair? And what can a Man of TRUE Fashion denote, Like an Eli of good Ribbon tied under the Throat? My Buckles and Box are in exquisite Tafe; The one is of Paper, the other of Pafle; And lure no Camryeur was ever yet seen, Like"
1258600101_000443,"A concise system of modern geography, or, a description of the terraqueous globe, Exhibiting A Distinct View of All Nations; In which is given An historic Account of their Origin, their relative Situations, their political Constitutions, their Laws, their Religions, their natural Productions, their Arts, their Manufactures, their Commerce, their Taxes, their Revenues, and their relative Strength by Sea and Land. To which is prefixed, a large introduction, including, 1. A general Exhibition of the Solar System, together with a Synoptical View of the Diameters, Mean Distances, Annual Periods, and Diurnal Rotations of the several Planets. 2. A Description of the Figure and Motion of the Terraqueous Globe, viewed as a Part of the Planetary System. 3. A Description of the Artificial Terrestrial Globe, with all its Furniture, serving to elucidate the various Phaenomena occasioned by the Earth's annual and diurnal Revolutions. 4. An Account of the grand Divisions of the Earth into Continents and Islands, Oceans and Seas. Throughout the whole is interspersed a rich apparatus of maps and synoptical schemes. ... . By J. Vint.","Vint, J. (John)",45,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,3,3,1,0,0,1,0,0,1,1,4,0,2,1,0,1,3,3,0,0,2,0,6,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1800,1,2,"Newcastle upon Tyne : printed by K. Anderson, in the side, 1800-08.",Newcastle upon Tyne,824,unknown,,,FALSE,"and sets it to ights with the dexterity of a proticfcd fr: zeur. He squires her to every place ihe visits, either on business or pleaflire, and, by dedicating his whole time to her, renders hiinfelf necessary to her occasions In flior, of all the coxcorrbs on the face of"
1584800145_000031,"The Weekly entertainer; or Agreeable and instructive repository. Containing a collection of select pieces, both in prose and verse; curious anecdotes, instructive tales, and ingenious essays on different subjects.",,100,0,5,0,0,6,0,0,0,0,0,1,0,0,9,9,0,0,0,3,0,2,1,0,0,22,0,0,0,7,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,14,0,3,0,0,11,0,0,2,0,0,0,1783,45,59,"Sherborne [Dorset, England] : printed by R. Goadby and Co., M.DCC.LXXXIII. [1783]-1819.",Sherborne,1048,unknown,,,FALSE,"with rich silver cords and talffls, thle train, oranke coloured velvet anid silver tiifue. Prinrefs Amnelia. -- An apricot coloured petticoat, with em. broidered wreathl of filerlc hops at the bottom; black velvet drapery, with an embhroidered border, forming an elegant mteath of silver hops; the girounld work of the"
0141300402_000104,"Curious observations upon the manners, customs, usages, different languages, government, Mythology, Chronology, Antient and Modern Geography, Ceremonies, Religion, Mechanics, Astronomy, Medicine, Physics, Natural History, Commerce, Arts, and Sciences, of the several nations of Asia, Africa, and America. Translated from the French of M. L'Abbé Lambert. Vol. I.",Claude François Lambert,54,0,3,2,0,2,0,0,0,1,0,0,0,0,7,2,0,0,0,0,1,1,1,0,1,7,2,0,0,4,0,0,1,3,0,0,2,0,0,3,0,2,0,0,0,3,2,0,0,0,0,0,1,0,0,1,2,0,1753,2,2,"London : printed for G. Woodfall, at the King's-Arms, Charing-Cross; W. Russel, at Horace's-Head, without Temple-Bar; and W. Meyer, in May's-Buildings, St. Martin's-Lane, [1753].",London,423,male,1705,1765,FALSE,"When he goes abroad, he is always accompa need by a crowd of nobility and courtiers. His equipage is the mofl fplencid imaginable; arms, harness of the horses, the flags, umbrellas, sans, and all the other ensigns of royalty, glitter with the greatest splendour of imperial dignity. The princes and"
1282600202_000027,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,44,0,3,0,0,0,0,0,1,2,0,2,0,0,2,1,0,1,0,2,0,0,0,0,0,10,0,1,1,2,0,0,4,1,0,0,1,0,0,0,0,0,0,1,1,4,2,0,0,0,0,2,0,0,0,0,0,0,1768,2,2,"Dublin : printed and sold by T. Dyton, at Newton's Head, in Dame-Street, M,DCC,LXVIII. [1768].",Dublin,368,male,1721,1771,TRUE,"be afhained to wear. -- I believe they will .: fit you as they are -- -- if not, there are plenty 4 of tailors in France. -- -- Let us take a short  trip to Paris, and provide ourselves in all other necessaries, then set out for England,"
0095200600_000048,"The life of John Earl of Stair, containing his birth and education; his negotiations at Warsaw, Paris and the Hague; the articles of the Union, and of the Peace of Utrecht; his magnificent entry into Paris, ... the whole interspersed with the characters of some remarkabl persons, among whom that of the young Chevalier.",Andrew Henderson,87,0,1,0,0,0,0,0,0,1,0,1,0,0,0,5,1,0,0,6,0,2,3,2,0,7,0,0,4,1,0,0,16,0,1,0,0,0,2,0,0,0,1,0,0,1,24,0,2,0,0,5,0,0,0,1,0,0,1748,1,1,"Lonon [sic] : printed for the author, and sold by A. Henderson; and by M. Mechell, [1748?].",London,260,male,1734,1775,FALSE,"bowed their Knee before him as he went forth into the Streets; for the Populace of France are very averse to a War with the briti/h Nation. His House was a Receptacle for the Poor, and he generally had the most fubitantial Dishes prepared for them; yea, and he himself"
0115000101_000427,"Universal geography formed into a new and entire system; describing Asia, Africa, Europe, and America; with their Subdivisions of Empires, Kingdoms, States, and Republics: The Extent, Boundaries, and remarkable Appearances of each Country; Cities, Towns, and Curiosities of Nature and Art. also giving a general account of the Fossil and Vegetable Productions of the Earth, and of every Species of Animal: the history of man, in all Climates, Regions, and Conditions; Customs, Manners, Laws, Governments, and Religions: the state of arts, sciences, commerce, Manufactures, and Knowledge. Sketches of the Ancient and Modern History of each Nation and People, To which is added, a short view of astronomy, as Connected with Geography, of the Planetary System to which the Earth belongs; and of the Universe in General. by John Payne. With a Set of Maps, drawn from the best Materials, every one of which is very Neatly Coloured; And a great Variety of Copper-Plates. ...","Payne, John",48,3,5,1,0,2,1,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,0,0,0,2,3,0,0,2,0,0,0,4,1,0,3,0,0,1,1,1,0,0,0,3,2,0,1,0,0,1,2,0,0,0,0,0,1791,1,2,"London : printed for the author, and sold by J. Johnson, No 72, St. Paul's Church Yard, and C. Stalker, Stationer's Court, Ludgate Street, MDCCXCI. [1791].",London,703,unknown,,,FALSE,"P. 13 CH AP, A S I A; 0 ARABIA. t 266 I C A * Of TU R K E SECT. I. Of its Situation, Extent, ad Divisions. URKEY in ASIA, which once formed a great part 1 of the eastern empire, - and was pretty generally enlightened by"
1542300104_000160,"Modern history: or, The present state of all nations. Describing their respective situations, persons, habits, buildings, manners, laws and customs, religion and policy, arts and sciences, trades, manufactures and husbandry, plants, animals and minerals. Vol. IV. The third part of the present state of Europe. Containing the present state of Spain and Portugal, with an abstract of the history of these kingdoms down to the year 1730. Also the present state of the British Isles, beginning with that part of Great Britain call'd England, describing the face of the country, the mountains, forests, seas, rivers, fisheries, soil, vegetables, and the several species of animals it produces. 2. The persons and habits of the natives. 3. Their genius and temper, virtues and vices. 4. Their diet, rural sports and other diversions. 5. Their husbandry and gardening: and 6thly and lastly, treats of the several ancient divisions of England, and the modern division of it into circuits and counties, and herein more particulary of the country of Middlesex and city of London, shewing the ancient as well as present state of that metropolis. With an account of the several charitable societies in London; shews how plentifully the town is supply'd with all manner of provisions; and treats of the reception strangers and others meet with; with a variety of other matter necessary towards forming a just notion of the place and people; likewise a description of its various inhabitants, from the nobleman down to the mechanick, their several employments and diversions; treating particulary of plays, and play-houses, masks, gaming, assemblies, mutick-meetings, the ring, the park, &c. As also of the state of the great trading companies. Illustrated with several curious copper-plates of the most remarkable buildings and habits; with maps of the several countries described in this volume, accurately drawn, according to the georgraphical part of this work. By Herman Moll.",Thomas Salmon,67,1,1,0,0,2,0,0,0,0,0,1,0,0,2,1,1,0,1,2,0,0,3,0,0,0,10,0,0,6,0,2,1,3,0,0,7,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,11,2,0,2,0,1739,4,4,"Dublin : Printed by and for George Grierson, printer to the King's Most Excellent Majesty, at the King's-Arms and Two Bibles in Essex-Street, 1739.",Dublin,569,male,1679,1767,FALSE,": 80th the one and the other werefo thick of Hair that they were troublesome. Young Gentlemen and Officers that used the Field, finding long wigs very inconvenient there, and derpiting the common bob, hit upon a medium, which was at first a long Wig tied up; and every one,"
1690900112_000359,"The European magazine, and London review; containing the literature, history, politics, arts, manners and amusements of the age. By the Philological Society of London.",Philological Society (Great Britain),44,1,1,0,1,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,0,3,5,0,0,3,0,0,0,0,0,1,2,0,1,0,0,6,3,0,1,0,0,0,1,1,0,1782,12,86,"London [England] : printed for John Fielding No. 23, Pater Noster Row; John Debrett, opposite Burlington House, Piccadilly; and John Sewell, No. 32, Cornhill, [1782]-1826.",London,532,unknown,,,FALSE,"latt in ances of a cushion under the head . The life of Thomas Broke sergeant alt arms to lenry VIII 15 18, in Broxborne chur ch, as three pedliment hleaddrefrs witih ver y longs Eppets before andl behindl, while other ladies ave only the lapi~pers in front, : Ind"
1720900900_000001,"A catalogue of the entire cabinet of Greek, Roman, British, Saxon, English and Scottish coins and medals, various antiques, pictures, sulphurs, and other curiosities, together with the wearing apparell of John Sivright, esquire, (late captain in the second troop of Horse-Guards) deceased. Which will be sold by auction, by Paterson and Eve, at Essex House in Essex Street in the Strand, on Friday May the 27th, 1768, and the following day. To begin each day precisely at twelve o'clock. To be viewed on Wednesday the 25th, and to the time of sale. Catalogues may be had gratis at Essex House aforesaid.","Paterson and Eve (Booksellers : Strand, London, England)",57,0,0,0,1,0,0,0,2,0,0,3,0,0,2,2,0,0,0,1,0,0,0,0,0,11,2,0,3,0,0,0,5,0,3,0,0,0,0,0,1,0,0,1,0,11,3,0,0,2,0,3,1,0,0,0,0,0,1768,1,1,"[London : s.n., 1768].",London,16,unknown,,,FALSE,"[No . 24, 1768.3 CATALOGU. OF T. E. ENTIR e CA BIN E T i,. O F G.RE ek, romans RI TI .S H, S A X 0 N, E NGLI H and S d O T.TI S ti coi as andq M ED AS A; rtous AN'T UE; S,"
1237200400_000020,"Anecdotes, bons-mots, and characteristic traits of the greatest princes, politicians, philosophers, orators, and wits of modern times; such as the Emperor of Germany King of Prussia Peter the Great Henry IV. Empress of Russia Charles XII. Lewis XIV. Sir Isaac Newton M. Lavater Lord Chesterfield Lord Mansfield Dr. Johnson Voltaire Rousseau Sterne Dryden Garrick Linnaeus, &c. Interspersed with some curious particulars, tending to throw new light upon the character of several nations. Calculated to inspire the minds of youth with noble, virtuous, generous, and liberal sentiments. By the Rev. John Adams, A. M.",John Adams,40,0,4,0,0,0,0,0,2,1,0,2,0,0,2,1,1,0,0,0,0,2,1,2,0,2,0,1,2,1,0,0,1,4,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,0,0,2,0,0,2,0,0,0,1789,1,1,"London : printed for G. Kearsley, No. 46, Fleet-Street, MDCCLXXXIX. [1789].",London,369,male,1750,1814,FALSE,"appropriated to the ladies ; but in this the men vie with the fair sex in the use of them. Many of the nobility were almost covered with diamonds. Their buttons, buckles , hilts of swords, and epaulettes, were composed of this valuable material. Their hats were frequently embroidered ,"
0007300106_000250,"The history of Great Britain, from the first invasion of it by the Romans Under Julius Caesar. Written on a New Plan. By Robert Henry, D. D. One of the Ministers of Edinburgh. ...","Henry, Robert",54,3,2,0,1,0,0,0,0,0,0,3,0,0,12,1,0,4,2,0,0,2,1,0,0,3,3,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,4,0,0,4,0,0,0,0,0,0,1771,6,6,"London : printed for the author, and sold by T. Cadell in the Strand, MDCCLXXI. [1771]-93.",London,748,male,1718,1790,FALSE,"Fitzherbert's Husbandry, p. 96 t Camden's Reniains, p. 17 is is impossible now to discover, but the general dress of the period may be described from prints and pictures with sufficient precision. Its fahions. The dress of the nobility during the reigns of Richard and Henry the Seventh, was grotesque"
0345400903_000009,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. By Mr. Richardson, Author of Pamela and Sir Charles Grandison. In eight volumes. ...",Samuel Richardson,37,0,2,1,0,2,0,0,0,1,5,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,3,2,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,2,0,0,0,1,0,0,1768,3,8,"London : printed for J. Rivington, R. Baldwin, W. Johnston, S. Crowder, C. Rivington, T. Lownds, T. Davies, J. Johnson and J. Payne, W. Griffin, T. Becket, F. Newbery, T. Cadell, and J. Knox, M.DCC.LXVIII. [1768]-69.",London,352,male,1689,1761,TRUE,"to w rite me a few lines by the messenger, if his waiting for them can be known to you. I am afraid to ask you, Whether, upon reading that part of my narrative already in your hands, you think any sort of extenuation lies for Your uniapty CLARISSA HARLOWE?"
0473900302_000089,The guardian. ...,,50,2,1,0,0,3,0,0,0,0,0,1,0,1,9,1,4,1,1,0,1,1,0,0,0,1,1,0,0,4,0,0,2,8,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1751,2,2,"London : printed for J. and R. Tonson, and S. Draper, MDCCLI. [1751].",London,388,unknown,,,FALSE,"by halves; whether it be for want of Genius or Money. A Dancing mlafer of the lowest Rank seldom fails of the Scarlet Stocking and the Red Heel; and shows a particular refpea to the Leg and Foot, to which he owes his Subhtance: When at the same time perhaps"
0026901200_000002,"The siamese tales: being a collection of stories told to the son of the Mandarin Sam-Sib, for the Purpose of Engaging his Mind in the Love of Truth and Virtue. With an historical account of the Kingdom of Siam. To which is added the principal maxims of the Talapoins. Translated from the Siamese.",,49,1,0,1,0,4,1,0,1,0,0,0,0,0,2,1,1,0,0,8,0,1,0,0,0,7,1,0,0,2,0,0,1,2,0,0,1,0,1,1,0,1,0,0,0,3,2,1,1,1,0,0,1,0,0,0,2,0,1796,1,1,"London : printed for Vernor and Hood, Birchin Lane, Cornhill; and Champante and Whitrow, Jewry-Street, Aldgate, 1796.",London,205,unknown,,,FALSE,"are the foum rou, or crystal orange, the banana, a sort of fig, but greener and longer, the mango, participating of the peach and apricot, and the tamirind, whose agreeable acidis well known in Europe.   : CHARACTER.., - The Siamese are a good people, and.. iold vice in"
0515100103_000225,"The universal traveller: or, a compleat description of the several nations of the world. Shewing, I. The Situation, Boundaries, and Face of the respective Countries. II. Number of Provinces and Chief Towns in each. III. The Genius, Temper, and Habits of the several People. IV. Their Religion, Government, and Forces by Sea and Land. V. Their Trafick, Produce of their Soil, Animals, and Minerals. VI. An Abstract of the History of each Nation. Brought down to the present Time. And illustrated with a great variety of maps and cuts. By Mr. Salmon.",Thomas Salmon,45,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,2,2,2,0,0,0,1,0,3,4,2,0,1,0,0,2,0,2,1,1,1,2,5,0,1,0,0,2,0,0,0,0,0,0,1752,3,3,"London : printed for Richard Baldwin, at the Rose in Pater-Noster-Row, M.DCC.LII. [1752].",London,879,male,1679,1767,FALSE,"a (love, and without 1 lic:., : ad they il'cm to slide alo ng rather than walk within Doors: When they go Abroad they have Pattens, being a Kind of Silk Sandals, sasined to Gold Rings or Plates, which' raise them half a Foot from the Ground, and make them"
