PassageID,Title,Author,Total termFreq,termFreq(art),termFreq(belong),termFreq(bishop),termFreq(borough),termFreq(cafe),termFreq(church),termFreq(citi),termFreq(countri),termFreq(court),termFreq(crown),termFreq(declar),termFreq(dioces),termFreq(elect),termFreq(famili),termFreq(follow),termFreq(gener),termFreq(god),termFreq(ground),termFreq(half),termFreq(hall),termFreq(held),termFreq(hill),termFreq(hous),termFreq(inhabit),termFreq(judg),termFreq(king),termFreq(kingdom),termFreq(knight),termFreq(land),termFreq(larg),termFreq(law),termFreq(littl),termFreq(london),termFreq(manor),termFreq(mayor),termFreq(mean),termFreq(member),termFreq(near),termFreq(offic),termFreq(old),termFreq(order),termFreq(parliament),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(prison),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(river),termFreq(sever),termFreq(small),termFreq(town),termFreq(true),termFreq(villag),termFreq(vote),termFreq(war),termFreq(wind),termFreq(yard),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0189500103_000052,"An entire and complete history, political and personal, of the boroughs of Great Britain; to which is prefixed, an original sketch of constitutional rights, ... In two volumes octavo. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",68,0,0,2,3,0,2,0,0,1,2,0,1,4,1,0,2,0,0,0,0,0,0,0,1,0,2,0,1,0,4,0,0,1,0,2,0,2,3,2,0,0,3,0,0,0,1,2,0,4,4,3,2,0,12,0,0,0,1,0,0,1792,3,3,"London : printed for G. Riley; and sold by J. Debrett; Messrs. Egertons; Messrs. Whieldon and Butterworth; and Richardson, 1792.",London,566,male,1755,1822,FALSE,"viz. one for the county, and the other for the town of Brecon. BRECON TOWN . POLITICAL CHARACTER. THE right of elecion in this town is not confined, as at Beaumaris, to a fele& corporation, consisting of twenty-four individuals, but extends to the burgesses at large of the town of"
1237400200_000600,"A new and universal history, description and survey of the Cities of London and Westminster, the Borough of Southwark, And their adjacent parts. Including not only all the Parishes within the Bills of Mortality, but the Towns, Villages, Palaces, Seats, and Country, to the extent of Twenty Miles round, comprizing a circle of near one hundred and fifty miles. Containing An accurate and circumstantial Account of the Origin of London; with a View of its progressive improvement, from its first foundation to its present flourishing state, and amazing extent. A Description of the Antiquities, from the most remote periods of authentic intelligence. A particular Account of its constitution and government, ecclesiastical, civil and military; its charters, laws, customs, privileges, immunities, commerce, trade, manufactures, its astonishing power and influence, foreign and domestic. A Survey and Description of the several wards, parishes, precincts, liberties, squares, streets, avenues, churches, chapels, palaces, parliament-house, courts of law, inns of court, noblemen's houses, halls, hospitals, colleges, alms-houses, schools, museums, gates, and other remarkable buildings, public and private. History of the several incorporated companies of merchants and traders; their origin, institution, constitution, peculiar laws, rights, privileges, and coats of arms. An Account of the several charitable foundations, and benevolent institutions in the Metropolis and its environs; which, to the immortal credit of the humane inhabitants, are much greater in number, more liberally supported, and decently conducted, than in any other place in the universe. A variety of instructive and entertaining anecdotes relative to the transactions of such persons who have more particularly distinguished themselves in a political, magisterial, military, marine, commercial, ecclesiastical, or literary capacity. A comprehensive view of the progress of the learned and ingenious, the gradual improvement of literature, the ancient and present state of the arts, sciences, and belles letters, the encouragement given to painting, music, history, oratory, and the fine arts in general; survey of the public amusements, and most remarkable places of entertainment, with critical remarks on their beauties, blemishes and tendencies. The ancient and present state and curiosities of St. Paul's Cathedral, the Tower of London, Westminster Abbey, the Monument, British Museum, Royal Exchange, Account of the Bank, Adelphi Buildings, Bridges, &c. Curious calculations respecting the number of inhabitants; comparisons between this metropolis and the principal cities in the universe; inferences concerning births and burials. An account of the mineral waters, springs, vegetables, fossils, &c. found in London and its vicinity. A description of the most remarkable towns, villages, palaces, noblemen and gentlemen's seats, and other buildings public and private, and the country in general, &c. which surround and ornament this opulent and superb metropolis for the space of twenty miles. Comprizing, in the most accurate and comprehensive Manner, A full and impartial account of all that relates to this important Metropolis, and the surrounding country, which can improve the understanding, excite the attention, gratify the curiosity, or captivate the imagination. By Walter Harrison, Esq. Enriched with upwards of one hundred elegant copper-plate engravings, exhibiting architectral, perspective antique, and rural views of churches, chapels, palaces, gates, antiquities, ruins, hospitals, bridges, and other buildings, public and private; delightful landscapes, beautiful prospects, and captivating situations; besides plans, maps, surveys, &c.","Harrison, Walter, Esq",81,0,4,0,1,0,0,0,2,4,1,0,0,0,1,0,0,0,0,0,0,3,0,1,3,0,6,2,1,0,0,2,0,2,1,2,0,1,0,0,0,1,4,0,1,0,2,0,1,11,1,3,3,0,14,0,2,0,1,0,0,1776,1,1,"London : printed for J. Cooke, at Shakespeare's Head, in Pater-Noster-Row, MDCCLXXVI [1776].",London,817,unknown,,,FALSE,"for he died in the palace of Thtobalds on the z7th of March, 1625 This magnificent palace was plundered and defaced by the army of the parliament during the civil wars in the reign of Charles I. and the park is now let out in farms. The village , however,"
0635000302_000166,"A new display of the beauties of England: or, a description of the most elegant or magnificent public edifices, royal palaces, noblemens [sic] and gentlemens [sic] seats, and other curiosities, ... in different parts of the kingdom. Adorned with a variety of copper plate cuts, neatly engraved. ...",,65,0,0,0,4,0,2,0,1,1,0,1,0,2,0,0,3,0,2,0,0,1,0,2,1,0,2,0,0,0,3,0,0,5,1,4,1,0,2,3,0,1,3,0,0,1,0,0,2,2,2,1,0,1,9,0,1,0,1,0,0,1776,2,2,"London : printed for R. Goadby; and sold by J. Towers; and by R. Baldwin, 1776-77.",London,493,unknown,,,FALSE,"a year, for the education of 30 boys. There were formerly many merchants here, and there are still ome who carry on the Port and French wine trade, but the principal dealings are with Greenland and Jersey; and there are others who trade to Newfoundland for fish.  * ."
0288800401_000072,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",57,0,1,0,2,0,1,1,0,2,1,0,1,3,1,1,4,0,0,0,0,2,0,2,1,2,3,0,1,0,1,0,0,0,0,4,0,1,0,4,0,0,3,0,2,0,3,0,1,0,1,0,1,0,4,0,0,1,1,0,1,1794,1,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,485,male,1755,1822,FALSE,"establishment (the expense of which was then 25o0. per annum less than at present ), to be reduced. But it has since, by his successor, the Duke of Richmond, being thought necessary to be increased. This town seems to have been one of those that were not suffered to exercise"
0084500100_000578,"The new British traveller; or, a complete modern universal display of Great-Britain and Ireland: Being a New, Complete, Accurate, and Extensive Tour Through England, Wales, Scotland, Ireland, the Isles of Man, Wight, Scilly, Hebrides, Jersey, Sark, Guernsey, Alderney, And other Islands adjoining to and dependent on the Crown of Great-Britain. Comprising all that is worthy of Observation in every County, Shire, &c. And containing a full, ample, and circumstantial Account of every Thing remarkable in the several Cities, Market-Towns, Boroughs, Hundreds, Villages, Hamlets, Parishes, &c. throughout these Kingdoms. Being calculated equally to please the Polite - entertain the Curious - instruct the Uninformed - and direct the Traveller. The Whole Clearly and Accurately Displayed under the Following General Heads: Situation, Etymology, Extent, Roads, Capes, Battles, Sieges, Skirmishes, Civil Commotions, Trading and other Companies, Civil, Ecclesiastical, and Military Offices, Earthquakes, Storms, Inundations, and other singular Occurrences, Rocks, Rivers, Mines, Grottos, Abbey-Lands, Fossils, Caves, Hills, Moors, Springs, Woods, Antiquities-Roman, Danish, and Saxon; Minerals, Plants, Agriculture, Beasts, Birds, Fishes, Insects, Reptiles, Amphibious Creatures, Castles, Manors, Military Ways, Camps, Docks, Harbours, Bays, Havens, Markets, Fairs, Canals, Buildings, Fortifications, Palaces, Seats, Parks, Bridges, Forests, Cathedrals, Collegiate and Parish Churches, Monuments, Ecclesiastical and Civil Jurisdictions, Corporations, Charters, Charitable Foundations, Institutions, &c. Customs, Manners, &c. Handicrafts, Commodities, Military and Naval Exploits, Lives of all such Persons as have done Honor to the Counties, Towns, or Villages in which they were born, whether Kings, Princes, Peers, Generals, Admirals, Divines, Lawyers, Physicians, Poets, Philosophers, Historians, Legislators, &c. Government, Manufactures, Trades, Commerce, Revenues, Forces, Naval and Military, Polity, Power and Prerogative of the King, Laws, Prerogative, and Customs of the House of Lords, Privileges, Prerogative, & Usages of the House of Commons. Nature of the Legislature, and Modes of Proceeding in the various Courts of Justice, ancient and modern, &c. &c. &c. Being Really the Result of An actual and late General Survey, accurately made by a Society of Gentlemen, Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. And Including a Valuable Collection of Landscapes, Views, County-Maps, &c. Which Make an Admirable and Inimitable Groupe of Elegant Copper-Plate Prints. Also, A Complete Book of the Roads, a List of all the Fairs, and a Variety of other useful and entertaining Particulars, Not to be found in any other Work of the Kind, but which are worthy the Notice of Noblemen, Gentlemen, Merchants, Travellers, Traders, and all Ranks of People whatever. The whole published under the immediate inspection of George Augustus Walpoole, Esq. Assisted in the Digest and Arrangement of the Articles respecting Wales, by David Wynne Evans, F. R. S. In those descriptive of Scotland, by Alexander Burnet, L. L. D. And in such as relate to Ireland, &c. by Robert Conway, A. M. And Others, to whom many valuable and curious Circumstances have been communicated (for this Work) by Gentlemen of Rank and Abilities. Embellished with upwards of one hundred and fifty large, grand, and superb views of the principal Cities and Towns in Great-Britain and Ireland; perspective Views of Villages, Gentlemen's Seats, Castles, Ruins, Abbies, Cataracts, Sea Pieces, Landscapes, natural and artificial Curiosities, correct County and other Maps, Charts, Historical Pieces, &c. drawn with critical Exactness by the most capital Painters and Designers of England, Scotland, and Ireland, namely Hamilton, Carter, Griffith, O'Neal, Dodd, Metz, &c. and engraved in the most masterly Manner by the following ingenious Artists, viz. Thornton, Pollard, Lodge, Page, Roberts, Royce, Taylor, Carey, Rennoldson, Wooding, Kitchen, Conder, Hawkins, Walker, Flyn, Simpson, Grainger, Hogg, Myers, Smyth, Clowes, and others, who have distinguished themselves by their great Abilities in the Polite Arts.",,63,0,1,0,2,0,3,0,3,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,4,0,1,0,0,0,1,0,1,3,1,2,0,1,3,1,1,1,1,2,0,0,1,0,3,3,1,2,2,0,6,0,5,0,0,0,0,1784,1,1,"London : printed for Alex. Hogg, at the King's-Arms, No 16, Paternoster-Row, 1784.",London,635,unknown,,,FALSE,"llib are the following lines from Mr. Pope: < Nymph of the grot, these sacred springs I keep, And to the murmur of these waters sleep Stop, gentle reader, lightly tread the cave, Or drink in silence, or in silence lave."" - - ca leafant village called MAIDEN bradle.y lies"
0669500103_000132,"A new system of geography: in which is given, a general account of the situation and limits, the manners, history, ... of the several kingdoms and states ... By A. F. Busching, ... Carefully translated from the last edition of the German original. ... Illustrated with thirty-six maps, ... In six volumes. ...",Anton Friedrich Büsching,78,0,1,0,1,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,4,4,0,4,1,0,2,2,0,2,0,0,1,0,2,7,1,2,1,1,0,1,0,1,0,1,1,1,3,5,2,10,0,4,0,0,0,0,1762,3,6,"London : printed for A. Millar, 1762.",London,852,male,1724,1793,FALSE,"once to have contained four churches , but these are at present reduced to one. Somerton, a small , but pretty well built town . Near it formerly flood a castle, which was reckoned a place of very great importance, and is particularly famous for the confinement of rohn, King"
1782200202_000016,"A tour thro' the whole island of Great Britain. Divided into circuits or journeys. Giving a particular and entertaining account of whatever is curious, and worth observation; viz. I. A description of the principal cities and towns, ... By a gentleman. The fifth edition. With very great additions, improvements, and corrections; which bring it down to the year 1753. In four volumes. With a copious index to each volume. ...",Daniel Defoe,78,0,1,1,2,0,3,0,2,2,0,0,0,0,2,0,1,0,1,0,0,1,5,1,3,0,5,0,0,0,3,0,4,0,2,0,1,4,3,0,5,0,4,0,0,0,0,0,1,2,1,2,0,0,12,0,1,0,2,1,0,1753,2,4,"London : printed for S. Birt, T. Osborne, D. Browne, T. and T. Longman, C. Hitch and L. Hawes, [and 4 others in London], 1753.",London,438,male,1660,1731,TRUE,"in the Fraud, they combined against him, so that he could get no Intelligence of it: and though' his Lordship enjoyed the Manor ever since the Revolou tion; yet, by reason of its being then full eflated, that is, all let out upon Lives then actually subsisting, and con continued"
0988900101_000105,"The agreeable historian, or the compleat English traveller: giving a geographical description of every county in that part of Great-Britain, call'd England. Together with the antiquities of the same. With a Full and particular Account of all the Cities, Market Towns, Villages, Royal Palaces, and Gentlemen's Seats; of the Sea Ports and Fortifications, the Course of the Rivers and the Inland Navigation; of all the Fairs, and Market Days; and of the Trade, Commerce, and Product; with a map of every country [sic] prefix'd to each, from the best and latest Observations, after the designs of Herman Moll, and others. ... . Containing the following Counties, Bedfordshire, Berkshire, Buckinghamshire, Cambridgeshire, Cheshire, Cornwall, Cumberland, and the Isle of Man, Derbyshire, Devonshire, Dorsetshire, Durham, and Essex. Compiled from Camden, Leland, Dugdale, Ogilby, Morgan, and other authors, by Samuel Simpson, gent.","Simpson, Samuel",76,0,2,0,9,0,2,0,0,1,1,0,0,0,2,0,0,1,0,1,1,1,0,0,2,0,8,0,0,4,2,0,0,1,5,2,1,4,1,2,1,0,5,0,0,0,2,0,0,2,4,2,0,1,6,0,0,0,0,0,0,1746,1,2,"London : printed by R. Walker, in Fleet Lane; and sold by the booksellers in town and country, 1746.",London,571,male,,,FALSE,"31 Henry VII. his Inheritance came to that King , who dismantlcd the Cafile, deltroy'd the Park, and alienated the Inheritance of the Corrtenays in a great Measure; but Edward Courtenay, Son of the lall Marquis, on Queen Mary I's Accession to the Throne, obtained a Revocation of his Father's"
0592800102_000144,"England illustrated, or, a compendium of the natural history, geography, topography, and antiquities ecclesiastical and civil, of England and Wales. With maps of the several counties, and engravings of many Remains of Antiquity, remarkable Buildings, and principal Towns. In two volumes. ...",,70,0,0,5,5,0,3,7,1,3,0,0,0,1,0,0,1,0,0,1,0,1,1,2,0,1,5,1,0,0,1,0,0,5,1,4,2,1,2,4,0,0,2,0,0,0,0,0,0,1,0,2,1,2,4,0,0,0,0,0,0,1764,2,2,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIV. [1764].",London,521,unknown,,,FALSE,"arc Bram Lcc andi Scatbrd; and the market towns are Artundcl, 3atte], Iriglthclnilon, tcic(kfi.d, Grinfled Ealft, Hastings, laylfliam, l'lorflam, i.cwes, Midhui', 1'ctwoilh, Rye, Shorciai New, Stening, Tcrring, and Winchellea. ciiiclitster is derived fi-om the Saxon name cl ran cearrel, which fllnifics tie Cilt of Cijtli, and was thus called from"
0592800102_000179,"England illustrated, or, a compendium of the natural history, geography, topography, and antiquities ecclesiastical and civil, of England and Wales. With maps of the several counties, and engravings of many Remains of Antiquity, remarkable Buildings, and principal Towns. In two volumes. ...",,84,0,0,1,3,0,1,4,0,3,0,0,0,1,0,0,0,0,0,1,2,3,1,2,0,0,0,2,0,2,3,0,0,11,0,2,0,1,3,3,0,1,3,0,1,1,1,3,0,0,0,10,1,4,10,0,0,0,0,0,0,1764,2,2,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLXIV. [1764].",London,521,unknown,,,FALSE,"lately erected. William the Conqueror built a caffle here, which was repaired in 170r, andes now the place where the assizes are held ; part of it is also used for a prison : It has a liandfome chapel, with a good stipend for a preacher, and a gift of"
0641100104_000067,"Britannica curiosa: or, a description of the most remarkable curiosities, natural and artificial, of the island of Great Britain in the several counties, cities, Towns, Villages, &c. the Principal seats of the Nobility and Gentry, Public Buildings, Places of Resort and Entertainment, &c. &c. In six volumes. The second edition. Illustrated with fifty-nine copper plates. ...",,75,1,1,2,1,0,4,3,2,0,0,0,0,0,1,0,1,0,2,0,2,1,2,3,2,0,3,0,0,0,1,0,2,4,0,1,1,1,5,0,3,1,1,0,0,1,2,0,0,3,0,6,1,0,10,0,0,0,0,0,1,1777,4,6,"London : printed for Fielding and Walker, No. 20, Paternoster-Row, MDCCLXXVII. [1777].",London,396,unknown,,,FALSE,"ancient grandeur. In this fate it continued till the year 1012, when Turkil, one of the principal leaders of the Danish ravagers took possession of the city , and became its chief governor, tyrannising over the inhabitants in the most cruel and savage manner. In King Edward the Confessors days,"
0288800401_000053,"An entire and complete history, political and personal, of the boroughs of Great Britain; together with the Cinque Ports. The second edition, corrected and improved. In two volumes. ...","Oldfield, T. H. B. (Thomas Hinton Burley)",75,0,0,0,4,0,0,6,1,2,1,1,1,3,0,1,2,0,0,0,0,1,0,5,1,0,1,0,1,0,0,0,0,1,0,2,0,5,0,1,1,2,9,4,3,1,2,0,0,0,2,0,1,0,4,0,0,6,0,0,0,1794,1,2,"London : printed for B. Crosby, No. 4, Stationers Court, Ludgate Street, M.DCC.XCIV. [1794].",London,485,male,1755,1822,FALSE,"215 persons made, or pretended to be made, free of the city of Durham, since the death of Henry Lambton, Esq. late member of parliament for the said city , had not a right to vote in the late eleaion of a citizen to serve in parliament for the said"
1121700100_000307,"A new system of geography: or, a general description of the world. Containing a Particular and Circumstantial account of all the Countries, Kingdoms, and States of Europe, Asia, Africa, and America; Their Situation, Climate, Mountains, Seas, Lakes, Rivers, &c. The Religion, Manners, Customs, Manufactures, Trade, and Buildings of the Inhabitants: with The Birds, Beasts, Fishes, Reptiles, Insects, the Various Vegetables, and Minerals found in Different Regions: also a Concise History of each Country from the earliest Times; And an Introductory Treatise on the Science of Geography. Embellished with a new and accurate set of maps, by the best Geographers; and a great variety of copper-plates, containing Perspective Views of the Principal Cities, Structures, Ruins, &c. By the late D. Fenning and J. Collyer. Vol. II.",Joseph Collyer,61,0,3,3,1,1,3,0,4,1,0,0,3,0,0,1,1,0,0,0,4,3,0,1,2,1,0,0,0,1,2,0,0,0,1,0,0,0,3,1,2,0,0,0,1,0,1,0,0,1,2,1,0,0,8,0,2,1,1,0,1,1773,1,1,"London : printed for J. Payne, and sold by J. Johnson, No 72, St. Paul's Church-Yard, M.DCC.LXXIII. [1773].",London,858,male,1748,1827,FALSE,"herftadt, notwitlitanding the dceans f the house ol ment of the country to a fladtholdcr and privy council. dbrtni(fwic lunenburg relative to a reftiuiti, nl of a part ol The adminilriation of justice is conimnitted to the chan the county which the counts of Tattenhach h: ad held as eery"
0320400300_000039,"History of the political connection between England and Ireland, from the reign of Henry II. to the present time.","Barron, William           1803",69,1,1,0,3,0,1,0,2,1,2,0,0,2,0,0,2,0,0,0,0,2,0,3,1,1,7,1,3,3,1,1,0,2,0,0,0,2,0,4,0,4,4,0,1,0,1,0,2,3,2,0,3,1,1,0,1,0,0,0,0,1780,1,1,"London : printed for T. Cadell in the Strand, M,DCC,LXXX. [1780].",London,241,unknown,,,FALSE,"that rent.. The undertakers of 2000 acres were to hold of the King , in capite, those of isoo by knights service, and those of iooo by soccage. Every proprietor of 2000 acres was bound to build, in two years, upon his land , a castle, surrounded with a strong"
1352200500_000514,"A new general atlas, containing a geographical and historical account of all the empires, kingdoms, and other dominions of the world: With the natural history and trade of each country. Taken from the best authors, particularly cluverius, brietius, cellarius, bleau, baudrand, hoffman, moreri, the two sansons, luyts, the atlas historique, Sir John Chardin, Le br un, Tournefort, &c. To which is prefix'd, An introduction to geography, rendring the principal parts of the science easy and containing all that is necessary for the ready understanding of maps. Together with a copious alphabetical index. The maps, which are all engraven or revised by Mr. Sensex, are laid down according to the observations communicated to the English Royal Society, the French Royal Academy of Sciences, and those made by the latest travellers: and the descriptions suited to the course of each map, which has not been observ'd in any other atlas.","Senex, John           1740",62,0,2,2,0,0,7,1,2,3,0,0,0,0,2,1,0,0,0,0,0,2,1,1,1,0,0,0,0,0,5,0,0,2,1,4,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,2,1,6,0,0,0,1,2,0,1721,1,1,"London : Printed for Daniel Brown without Temple-Bar, Thomas Taylor over-against Serjeants-Inn in Fleet-Street, John Darby in Bartholomew-Close, John Senex in Salisbury-Court, William Taylor in Pater-Noster-Row, Joseph Smith in Exeter-Change, Andrew Johnston engraver in Round-Court, William Bray next the Fountain-Tavern in the Strand, Edward Symon in Cornhill, M.DCC.XXI. [1721].",London,458,unknown,,,FALSE,"England; but'tis now in Ruins. Twas several Times'taken and retaken by K.char. I. and the Parliament . Tis goon Frid. 6 Kotsford, 8 mi. S. W. has a Marker on Saturd. and Fairs on l7hit -- 2iefday, J gne a9. and OS. a3. Tis divided into Upper and Lower, has"
1359700600_000023,"Topographical and statistical description of the county of somerset, containing an account of its situation, extent, towns, roads, rivers, lakes, mines, minerals, fisheries, manufactures, trade, commerce, agriculture, fairs, markets, curiosities, antiquities, natural history, civil and ecclesiastical jurisdictions, &c. To which is prefixed, a copious travelling index; exhibiting, at one view, the direct and pricipal cross roads, inns and distance of stages, noblemen's and gentlemen's seats. Forming a complete county itinerary. The whole interpersed with a variety of information, entertaining to the general reader; highly beneficial to the agriculturist, trader, and manufacturer; and particularly interesting to the traveller, speculatist, antiquarian, and to every inhabitant of the county. By George Alexander Cooke, editor of the Universal System of Geography. Illustrated with a map of the county.","Cooke, George Alexander           1800",60,0,0,0,3,0,5,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,3,0,0,1,0,1,4,0,0,1,2,2,0,1,1,0,1,0,1,0,0,0,2,0,1,0,1,6,1,5,4,0,3,1,2,0,0,1800,1,1,"London : Printed for C. Cooke, No. 17, Paternoster Row by Brimmer and Co. upper Mary-le-bone Street, and sold by all the booksellers in the United Kingdom, [1800?]",London,252,unknown,,,FALSE,"Hampshire, from whence, being /ibrought to London , he was soon after beheaded. Bridgewater is at present a large , populous, and flourishing town , commodiously situated in a woody flat country , with some rich moors to the north and east of the banks of the River Parret. It"
0138300700_000009,"The Weymouth guide: exhibiting the ancient and present state of Weymouth and Melcombe Regis; with a description of Milton Abbey, Sherborne Castle, ... and every other place, worthy the attention of strangers ... Embellished with a view of the bay, and a plan of Sandsfoot Castle.",,60,0,1,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,0,7,1,1,2,1,0,0,4,2,1,0,3,1,3,1,0,2,0,1,1,0,0,0,1,2,0,4,1,2,0,0,1,1,0,0,1789,1,1,"Weymouth : printed for the Editor. Sold at the Library in St. Thomas's Street; by M. Davis, E. Newbury[sic], London; J.Fletcher, Oxford; at Mr. Bull's Library, Bath; and by Thorn, Exeter, [1789].",Weymouth,113,unknown,,,FALSE,"that the parochial church of Radipole was a long mile and a half from this island was inconvenient for the burgesses to go to, cc. nes ille was Bishop of Sarum from 1427 to 1438; arid Bishop Tanner refers to patents in 1430 and r446 concerning this house . -:"
0689100106_000495,"Encyclopædia Britannica; or, a dictionary of arts, sciences, &c. On a plan entirely new: By Which, the different sciences and arts Are digested into the Form of Distinct treatises or systems, comprehending The History, Theory, and Practice, of each, according to the Latest Discoveries and Improvements; and full explanations given of the various detached parts of knowledge, whether Relating to Natural and Artificial Objects, or to Matters Ecclesiastical, Civil, Military, Commercial, &c. Together with a description of all the Countries, Cities, Principal Mountains, Seas, Rivers, &c. throughout the World; a General History, Ancient and Modern, of the different Empires, Kingdoms, and States; and An Account of the lives of the most Eminent Persons in every Nation, from the earliest ages down to the present times. The whole compiled from the writings of the best authors, in several languages; the most approved dictionaries, as well of General Science as of particular branches; the transactions, journals, and memoirs, of learned societies, both at home and abroad; the Ms. Lectures of eminent professors on different sciences; and a variety of original materials, furnished by an extensive correspondence. The second edition; greatly improved and enlarged. Illustrated with above two hundred copperplates. Vol. I. Indocti discant, et ament meminisse periti.",,83,0,0,0,3,0,0,12,1,5,0,2,0,1,0,1,2,0,0,1,6,0,1,0,1,2,5,0,0,1,0,1,0,7,0,9,1,0,1,3,0,2,1,0,4,1,1,0,0,0,1,1,0,0,2,0,2,1,0,1,0,1778,6,10,"Edinburgh : printed for J. Balfour and Co. W. Gordon, J. Bell, J. Dickson, C. Elliot, W. Creech, J. Mccliesh, A. Bell, J. Hutton, and C. Macfarquhar, MDCCLXXVIII. [1778].",Edinburgh,1045,unknown,,,FALSE,"city . A common council was immediately summoned to deliberate on this exigency. The country party moved to have the judgement entered; but they were overruled by the court party, who in silted upon an absolute fibmiflion to the king before judgement was entered: and though this was in effect"
1352200500_000530,"A new general atlas, containing a geographical and historical account of all the empires, kingdoms, and other dominions of the world: With the natural history and trade of each country. Taken from the best authors, particularly cluverius, brietius, cellarius, bleau, baudrand, hoffman, moreri, the two sansons, luyts, the atlas historique, Sir John Chardin, Le br un, Tournefort, &c. To which is prefix'd, An introduction to geography, rendring the principal parts of the science easy and containing all that is necessary for the ready understanding of maps. Together with a copious alphabetical index. The maps, which are all engraven or revised by Mr. Sensex, are laid down according to the observations communicated to the English Royal Society, the French Royal Academy of Sciences, and those made by the latest travellers: and the descriptions suited to the course of each map, which has not been observ'd in any other atlas.","Senex, John           1740",65,0,1,6,1,0,3,2,1,4,0,0,0,0,3,0,1,0,0,0,0,1,2,1,1,0,3,0,0,0,2,0,0,1,2,5,0,1,3,2,1,0,0,3,0,1,1,0,0,1,0,2,2,0,5,0,0,0,0,0,3,1721,1,1,"London : Printed for Daniel Brown without Temple-Bar, Thomas Taylor over-against Serjeants-Inn in Fleet-Street, John Darby in Bartholomew-Close, John Senex in Salisbury-Court, William Taylor in Pater-Noster-Row, Joseph Smith in Exeter-Change, Andrew Johnston engraver in Round-Court, William Bray next the Fountain-Tavern in the Strand, Edward Symon in Cornhill, M.DCC.XXI. [1721].",London,458,unknown,,,FALSE,"of its own before the time of King Henry VIII Who fdripped the Bithop of the cfential Parts of his Palatine, or indeed Royal Power ; yet it was not allowed to send Memb. to Parl. till : 673 The Air of this Country is generally good, but sharp on"
0085100301_000175,"England displayed. Being a new, complete, and accurate survey and description of the Kingdom of England, and principality of Wales. Containing, I. A full and ample Account of whatever is remarkable in every County, City, Town, Village, Hamlet, and Parish in England and Wales. II. Description of the various Manufactures and other useful Arts established in different Parts of this Kingdom. III. Accounts of the Nature and Produce of the various Kinds of Land, with a complete History of the modern Improvements in Agriculture, Gardening, &c. IV. An historical Account of all the Forts, Castles, Roman Military Ways, Docks, Harbours, Creeks, Bays, &c. with the Particulars of their ancient and present State. V. A full Description of all the natural and artificial Curiosities of this Kingdom; such as Rocks, Mines, Caverns, Lakes, Grottos, Fossils, Minerals, Abbeys, Cathedrals, Churches, Palaces, and the Seats of the Nobility and Gentry. VI. A faithful Narrative of all Improvements made in the Roads, Rivers, and Canals of this Kingdom, for the Convenience of Travelling, and the Benefit of Inland Navigation. The whole forming such an accurate and comprehensive Account of this Country, as has never yet been published, and will be equally entertaining and instructive. By a society of gentlemen: Each of whom has undertaken that Part for which his Study and Inclination has more immediately qualified him. The particulars respecting England, revised, corrected, and improved, by P. Russell, Esq; and those relating to Wales, by Mr. Owen Price.",Society of Gentlemen,60,0,0,0,3,0,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,1,2,0,0,2,2,1,0,2,3,2,2,1,4,1,1,0,0,0,0,4,0,5,0,3,4,0,2,0,1,0,0,1769,1,2,"London : printed for the authors, by Adlard and Browne, Fleet-Street: and sold by S. Bladon, No. 28, T. Evans, No. 54, and J. Coote, No. 16, in Pater-Noster Row; W. Domville, and F. Blythe, at the Royal Exchange, MDCCLXIX. [1769].",London,469,unknown,,,FALSE,"cficers. The mayor , who is chosen annually, is iudzc of the court leet of the lord of the manor , which is held every three weeks: he appoints collectors of the package and stallage, ale conners and ale tafters. No writ can be executed within this borough without his"
