PassageID,Title,Author,Total termFreq,termFreq(acid),termFreq(air),termFreq(alkali),termFreq(appear),termFreq(arsen),termFreq(becom),termFreq(bodi),termFreq(calx),termFreq(colour),termFreq(combin),termFreq(contain),termFreq(copper),termFreq(crystal),termFreq(differ),termFreq(dissolv),termFreq(distil),termFreq(earth),termFreq(experi),termFreq(form),termFreq(grain),termFreq(heat),termFreq(iron),termFreq(lead),termFreq(lime),termFreq(liquor),termFreq(marin),termFreq(mercuri),termFreq(metal),termFreq(miner),termFreq(mix),termFreq(mixtur),termFreq(muriat),termFreq(nitr),termFreq(nitrou),termFreq(obtain),termFreq(oil),termFreq(oxygen),termFreq(precipit),termFreq(principl),termFreq(process),termFreq(produc),termFreq(properti),termFreq(proport),termFreq(pure),termFreq(quantiti),termFreq(red),termFreq(salt),termFreq(separ),termFreq(silver),termFreq(solut),termFreq(spirit),termFreq(substanc),termFreq(sulphur),termFreq(tartar),termFreq(tin),termFreq(unit),termFreq(veget),termFreq(vitriol),termFreq(volatil),termFreq(water),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1115600104_000125,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,158,21,0,1,1,8,0,0,1,3,0,3,2,0,0,4,6,2,1,3,0,3,2,0,2,4,3,0,0,1,0,2,2,0,5,0,4,0,5,0,2,1,0,1,2,4,3,18,1,3,13,3,1,0,0,0,1,1,6,3,6,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"sea falr, poured upon one fourth its the marine weight of salt of amber, made scarce any solution in acid . the cold: on the application of heat , nearly the whole coagulated into the confidence of a jelly. In distillation , the spirit of salt arose first; then alnoft"
1389000100_000307,"A System of chemistry: comprehending the history, theory, and practice of the science, according to the latest discoveries and improvements. Illustrated with copper plates.",Thomas Dobson,183,39,3,6,0,3,0,0,0,2,4,2,1,1,0,2,2,5,4,4,0,3,4,3,0,0,4,2,5,1,0,0,0,0,8,4,2,0,1,0,0,2,0,1,2,7,0,5,0,2,6,1,1,5,2,2,4,1,24,3,0,1791,1,1,"[Philadelphia] : Extracted from the American edition of the Encyclopedia now publishing, by T. Dobson, at the stone-house, in Second-Street, Philadelphia, MDCCXCI. [1791].",Philadelphia,274,male,1751,1823,FALSE,"diniil the acid from it, 620, CI cfe. Extracted from the same ore with sulphur and alum, 659 Alum is geneally contaminated by dephlo. green vitriol cannot be destroyed - by clay, 686 How to abitraa the phlogilton from it, 687 How to prepare blue vitriol , 693 Parts with"
0264300201_000019,"A treatise on medical and pharmaceutical chymistry, and the materia medica: to which is added, an English translation of the new edition of the Pharmacopoeia of the Royal College of Physicians of London, 1788. In three volumes. ... . By Donald Monro, M.D. Physician to the Army, and formerly to St. George's Hospital, Hyde-Park Corner; Fellow of the Royal College of Physicians, and of the Royal Societies of London and of Edinburgh.",Donald Monro,155,22,1,12,1,1,0,0,1,1,1,4,2,3,8,4,3,1,0,4,2,1,2,2,1,0,0,1,5,2,2,1,0,1,1,3,1,0,5,0,0,0,2,1,5,2,1,19,0,0,0,2,1,0,3,0,3,11,1,2,3,1788,1,3,"London : printed for T. Cadell, in the Strand, MDCCLXXXVIII. [1788].",London,469,male,1728,1802,FALSE,"grains of pure acid , and 49 grains of water . As it is difficult to get difiilled vinegar always of the same precise strength, the quantity used to saturate an ouice of the pure vegetable alkali must vary. The neutral salts nade with distilled vinegar and the three alkalies"
0927300100_000018,"Elements of the art of dying. Containing the theory of dying in general, as far as it respects the properties of colouring substances. Translated from the French of M. Berthollet, Member Of The Academy Of Sciences Of Paris.",Claude Louis Berthollet,153,17,2,2,2,1,7,0,0,14,3,0,1,2,1,3,3,0,2,3,0,2,5,3,3,1,0,1,1,0,0,1,0,0,1,8,2,0,14,1,2,1,1,0,2,2,1,8,2,1,11,1,2,0,0,1,1,1,4,2,4,1792,1,1,"Edinburgh : printed for Lawrie and Symington, 1792.",Edinburgh,122,male,1748,1822,FALSE,"ounce · of the fait. ""4. It burns readily in an open crucible on the ' fire, and in melting exhales an agreeable odour; but ""' it afterwards affords a charcoal that is with diffi ' cu!ty reduced to asses. 5 Distilled in a retort It becomes at first fluid,"
0202100300_000032,"Designed chiefly for the use of manufacturers. The chemical principles of the metallic arts; with an account of the principal diseases incident to the different artificers; The Means Of Prevention And Cure; and a concise introduction to the study of chemistry. By W. Richardson, Surgeon, F.S.A. Sc.","Richardson, W. (William), surgeon",210,21,0,12,0,4,0,0,8,0,0,8,8,0,1,5,1,3,0,4,3,1,13,4,0,0,9,2,5,2,0,0,0,0,12,1,1,0,20,0,0,0,0,1,1,2,3,1,6,7,14,1,0,7,0,5,0,0,6,4,4,1790,1,1,"Birmingham : printed by Thomas Pearson; and sold by R. Baldwin, Pater-Noster Row, London, MDCCXC. [1790].",Birmingham,298,unknown,,,FALSE,"solution may contain iron , copper , copper , manganese, calcareous earth , or argil; if it be evaporated to drynefl, and the residuum heated'to redness for half an hour, volatile alkali will extract the copper ; dephlogifticated nitrous acid , the earths ; the acetous, the manganese; and the"
1560600102_000039,"Elementary lectures on chemistry and natural history. Containing a methodical abridgement of all the chemical knowledge acquired to the present time; with a comparative view of the doctrine of Stahl, and of that of several modern chemists: the whole forming a complete course of those two sciences. Translated from the French of M. Fourcroy, Doctor of the Faculty of Medicine of Paris, and of the Royal Society of Medicine. By Thomas Elliot. With many additions, notes, and illustrations, by the translator. In two volumes.","Antoine François, comte de Fourcroy",154,8,2,10,0,1,0,0,1,1,4,1,1,0,0,4,2,0,3,2,2,2,1,3,0,0,5,3,10,0,2,3,0,3,2,4,0,0,3,0,4,2,1,0,2,5,1,5,3,23,4,0,5,0,0,2,4,0,0,3,7,1785,2,2,"Edinburgh : printed for C. Elliot; G. Robinson, London; and W. Gilbert, Dublin, M,DCC,LXXXV. [1785].",Edinburgh,497,male,1755,1809,FALSE,"into argentine needles. If it is long heated with the conta of air , it is decomposed: it easily passes through the crucibles; a part is volatalifed, and another is reduced into metals , and gives globules of silver , set in the portion of luna cornea not decomposed. Luna"
0168100402_000105,"Elements of mineralogy. By Richard Kirwan, Esq. F.R.S.L. & E.M.R.I.A. of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c. Second edition, with considerable improvements and additions. Vol.II. Salts, Inflammables, and Metallic Substances.",Richard Kirwan,144,7,1,3,1,1,0,0,1,1,1,2,9,0,1,1,1,0,3,0,5,2,9,9,0,0,1,2,10,1,0,0,0,3,3,1,0,5,3,0,0,0,0,3,3,3,0,0,4,10,2,0,0,14,3,8,2,0,1,1,3,1796,2,2,"Dublin : printed by R. E. Mercier and Co. for P. Elmsly, in the Strand, London, M,DCCXCVI. [1796].",Dublin,559,male,1733,1812,FALSE,"To PROCURE A PURE MOLYBDENIC acid , he distilled from 240 grains of the purest Foliaceous Molybdena 2 ounces of purified Nitrous . Acid unto dryness, and on the dried residuum 2 ounces more unto dryness also, and lastly the whole quantity that had passed into the receiver. What now"
0185100202_000098,"Elements of natural history, and of chemistry: being the second edition of the elementary lectures on those sciences, first published in 1782, and now greatly enlarged and improved, by the author, M. de Fourcroy, Doctor of the faculty of medicine at Paris, of the Royal academy of sciences, &c. &c. &c. Translated into English. With occasional notes, and an historical preface, by the translator. ...","Antoine François, comte de Fourcroy",190,25,4,5,4,25,1,1,23,1,5,5,0,0,5,1,4,1,1,3,0,3,0,0,4,0,6,0,2,1,0,2,0,3,5,1,0,0,0,5,1,2,4,1,1,0,5,7,2,0,0,1,4,6,0,0,2,1,1,4,2,1788,2,4,"London : printed for G. G. J. and J. Robinson. Pater-Noster-Row, MDCCLXXXVIII. [1788].",London,464,male,1755,1809,FALSE,"does not separate the volatile alkali from fal ammoniac, but with great difficulty; in which property it agrees with the regulus. The action of combustible mineral matters on arsenic has not been examined. The calx seems reducible by inflammable gas and plumbago, which have a stronger affinity than 444 ARSENIC"
0202100300_000015,"Designed chiefly for the use of manufacturers. The chemical principles of the metallic arts; with an account of the principal diseases incident to the different artificers; The Means Of Prevention And Cure; and a concise introduction to the study of chemistry. By W. Richardson, Surgeon, F.S.A. Sc.","Richardson, W. (William), surgeon",172,20,18,8,0,0,0,0,1,5,1,3,0,0,2,1,0,1,1,8,0,1,1,0,2,0,3,5,2,1,0,0,4,0,4,9,2,0,4,1,1,2,2,2,5,3,1,1,1,1,5,1,0,7,0,0,3,3,5,7,14,1790,1,1,"Birmingham : printed by Thomas Pearson; and sold by R. Baldwin, Pater-Noster Row, London, MDCCXC. [1790].",Birmingham,298,unknown,,,FALSE,"is now proved to exist ready formed in the atmosphere, and is developed in proportion as the empyreal gas is absorbed. The uual way of obtaining it in a state of of purity, is by exposing liver of sulphur in a fluid state, to a certain portion of air ;"
0491000601_000029,"Elements of the theory and practice of chymistry. Translated from the French of M. Macquer. Member of the Royal Academy of Sciences, and Professor of Medicine in the University of Paris. In three volumes. ...",Pierre Macquer,153,17,0,4,1,0,0,1,0,1,3,1,1,1,0,6,1,1,0,4,0,3,0,0,0,2,4,25,3,2,4,1,0,1,4,1,0,0,7,0,1,1,1,0,2,2,2,4,5,2,4,3,2,2,0,3,4,0,7,5,4,1768,1,3,"Edinburgh : printed for Alex. Donaldson, and sold at his shop (no. 195.) in the Strand, London; and at Edinburgh, M.DCC.LXVIII. [1768].",Edinburgh,322,male,1718,1784,FALSE,"is not sufficiently intimate ta entitle the new comportnd resulting from that union to all the properties of the two substances united ; at least with regard to their degree of fixity and volatility . From all which it follows, that the best and surest method of separating it from"
0342800700_000114,The first principles of chemistry. By William Nicholson.,William Nicholson,140,19,4,2,2,1,3,0,11,3,4,1,0,2,3,5,2,0,2,3,0,7,0,0,0,0,4,3,4,5,1,2,0,1,5,1,0,0,3,0,0,0,1,0,2,2,1,2,1,0,4,0,4,9,2,0,0,0,3,1,5,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,580,male,1753,1815,FALSE,"colour ; very brittle, and of a plated or scaly Charaters of · timony. texture. Its specific gravity is moderate. Soon after ignition it melts; and, by a continuance of the heat , it becomes calcined, and rises in vwhite fumes, which may afterwards be volatilized a second time, or"
1571300200_000019,"First lines of the theory and practice of philosophical chemistry. By John Berkenhout, M.D.","Berkenhout, John",143,15,1,3,0,0,1,0,1,0,2,0,2,0,4,6,3,1,0,1,2,5,1,3,1,0,3,12,16,1,1,1,0,1,4,1,0,0,8,0,2,1,4,0,2,1,1,2,6,9,3,1,0,2,0,0,1,1,2,2,3,1788,1,1,"London : Printed for T. Cadell, in the Strand, M.DCC.LXXXVIII. [1788].",London,467,male,1730,1791,FALSE,"deng ore. Uncertain mineratlization. i7. Fobliaccous ore. It is found in mountain cork, but not worth finding. i8. Imaginary. Mineralized by sulphur , arise nic, and bilmuth. Both gcold and silver may be refined, that is separated from the imperfeit metals , and other extraneous matter, by the a~tion off"
0216400101_000147,"The chemical works of Caspar Neumann, M. D. Professor of Chemistry at Berlin, F. R. S. &c. abridged and methodized; with large additions, containing the later discoveries and improvements made in chemistry, And the Arts depending thereon. By William Lewis, M. B. F. R. S.",Caspar Neumann,131,12,3,0,2,0,2,0,0,1,1,2,2,3,0,9,2,2,1,2,0,1,1,1,0,3,2,2,3,1,3,2,0,5,0,3,1,0,7,1,2,2,1,0,0,2,1,11,1,1,5,4,2,2,2,0,2,1,3,2,7,1773,1,2,"London : printed for J. and F. Rivington; T. Davies; W. Johnston; G. Keith; S. Crowder; T. Caslon; T. Longman; T. Becket; B. Law; E. and C. Dilly; G. Robinson; T. Cadell; and W. Goldsmith, MDCCLXXIII. [1773].",London,459,male,1683,1737,FALSE,"it is refined. Baurach among the Arabians, and Chry focolla among the Greeks, were names for this Salt , but they were applied also to other substances ; the first to the Natrtum or Nitre of the ancients: the latter to a green cupreous mineral now called Berggrun or Viride"
1403000100_000045,"Commercium philosophico-technicum; or, The philosophical commerce of arts: Designed as an attempt to improve arts, trades, and manufactures. By W. Lewis, M.B. and F.R.S.",William Lewis,136,6,0,1,2,0,0,2,2,3,2,1,5,0,1,6,0,0,3,2,2,1,1,5,0,1,2,4,7,0,2,5,0,4,2,1,0,0,7,3,2,1,0,1,3,1,1,5,6,6,6,1,1,9,0,1,5,0,3,0,1,1765,1,1,"London : Printed for the author; and sold by R. Willock, at Sir Isaac Newton's Head in Cornhill, M.DCC.LXV. [1765].",London,698,male,1708,1781,FALSE,"the gold has fallen, yields only a yrellow mal~s; from which reclified spirit of wine extradts the gold combined with the acid , leaving, as in the other cafe, a white calx of tin . Mercury , diirolved in the vitriolic , nitrous , or marine acids , is a"
1115600104_000140,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,147,18,6,9,1,0,0,0,2,3,2,1,2,3,1,4,5,5,1,4,0,2,1,1,0,6,3,2,4,2,0,0,0,0,2,9,1,0,11,0,0,1,0,0,1,5,1,4,0,2,2,3,1,0,4,1,0,5,1,2,3,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"phlogifticated air . dicltiofn of I. On boiling spirit of wine with vitriolic acid and tar th r mangaefer, it will be converted into vinegar alnd phlo spirit of gifticated air . wines. 22 By dillilling spirit of wine upwards of 20 tines 1i4 from catulic alk.; LI it was"
0724400401_000010,Institutes of physics. Volume first.,"Anderson, John",169,7,29,6,0,1,2,4,0,2,0,1,2,0,4,6,1,5,0,3,0,4,4,1,0,0,0,1,3,1,7,3,1,2,2,0,4,0,3,0,0,3,1,3,0,4,2,7,0,2,0,4,6,2,0,1,1,4,4,3,13,1777,1,1,"Glasgow : printed by Andrew Foulis, M.DCC.LXXVII. [1777].",Glasgow,143,male,1726,1796,FALSE,"transparent body , which is not inflammable, Ld which is fluid or solid in different degrees of heat , according to its different kinds. HI DIVISION I. SIMPLE WATER Is insipid, volatile , soluble in air ; so subtle, as that, by pr z'ure, it will pass through the pores"
1571300200_000070,"First lines of the theory and practice of philosophical chemistry. By John Berkenhout, M.D.","Berkenhout, John",126,9,2,2,2,0,0,7,1,0,3,3,1,6,2,2,3,8,1,1,0,6,2,2,2,1,1,0,2,0,4,0,0,2,2,1,0,0,2,2,1,2,2,3,1,2,2,1,2,3,4,1,0,0,7,0,0,2,2,2,7,1788,1,1,"London : Printed for T. Cadell, in the Strand, M.DCC.LXXXVIII. [1788].",London,467,male,1730,1791,FALSE,"Kirwan's min. cap. IV COPPERAS. Vitriol of iron . CORK. This dry bark of ""a tree hath not escaped the modern chemnical perfuit after newv acids , In Crell's Annals of Chemziflry, Ann. 787, p. 145, I find a fe~tries of experiments on this fab fcance, by D. L Brugnatilli"
1389000100_000164,"A System of chemistry: comprehending the history, theory, and practice of the science, according to the latest discoveries and improvements. Illustrated with copper plates.",Thomas Dobson,162,36,5,3,0,0,0,0,2,3,3,2,2,0,0,5,4,2,1,2,0,1,1,1,0,6,1,2,4,0,1,1,0,3,8,6,2,0,7,0,1,1,0,0,3,6,1,5,1,2,6,5,0,0,8,2,0,2,4,0,1,1791,1,1,"[Philadelphia] : Extracted from the American edition of the Encyclopedia now publishing, by T. Dobson, at the stone-house, in Second-Street, Philadelphia, MDCCXCI. [1791].",Philadelphia,274,male,1751,1823,FALSE,"cryllallized again; after which it the rege ta mlay be treated with nitrous acid as above diredted.bleacids, sperhaps (says Dr Crell), the acetons acid may by Ec thiis combination acquire more fixity; so that thle nitrous acid thall be able to produce a greater change. Should it pass over again"
0350300200_000041,"The edinburgh new dispensatory: containing I. The elements of pharmaceutical chemistry. II. The Materia Medica; or, An Account of the Natural History, Qualities, Operations, and Uses of the different Substances employed in Medicine. III. The pharmaceutical preparations and medicinal compositions of the new editions of the London and Edinburgh Pharmacopoeias. With Explanatory, Critical, and Practical Observations on Each: Together with the Addition of those Formulae From the Best Foreign Pharmacopoeias, Which are held in highest Esteem in other Parts of Europe. The Whole Interspersed with Practical Cautions and Observations, and Enriched with the Latest Discoveries in Natural History, Chemistry, and Medicine; With New Tables of Elective Attractions, of Antimony, of Mercury, &c. and Six Copperplates of the most convenient Furnaces, And Principal Pharmaceutical Instruments. Being an improvement of the New dispensatory by Dr Lewis.",William Lewis,172,16,1,8,0,0,2,5,0,1,2,1,2,0,3,13,2,2,1,2,0,7,4,3,0,4,2,1,12,2,0,1,0,6,3,1,13,0,0,0,0,0,0,1,1,5,0,14,0,0,5,3,2,2,2,1,1,5,1,3,6,1790,1,1,"Edinburgh : printed for William Creech, Edinburgh; and Sold by G. G. & J. J. Robinson, and T. Kay, No. 332. Strand, London, M,DCC,XC. [1790].",Edinburgh,659,male,1708,1781,FALSE,"- 8 sugar candy, both brown and white - - 9 Sugar of milk - - o 2 49 Essential salt of sorrel - - - o 20 Though water takes up only a certain quantity of one kind of salt , yet when saturated with one, it will Rill"
0254200600_000077,The first principles of chemistry. By William Nicholson.,William Nicholson,212,29,5,3,0,0,1,0,10,2,7,2,0,2,3,3,1,1,0,7,0,10,1,0,1,0,10,29,8,1,0,0,0,1,13,1,0,0,11,0,2,5,2,0,1,3,4,4,1,0,8,0,2,2,0,0,1,0,9,1,5,1790,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XC. [1790].",London,558,male,1753,1815,FALSE,"the addition of distilled water , v ~ is of a yellow colour if the water be hot, or white if it be cold; and greatly resembles the turbith uitou, turbith. mineral produced with vitriolic acid . It has accord. ingly been called nitrous turbith. If acid be added to"
1741400104_000590,"Encyclopædia Britannica; or, a dictionary of arts, sciences, and miscellaneous literature; ... The third edition, in eighteen volumes, greatly improved. Illustrated with five hundred and forty-two copperplates. ...",,164,19,4,6,4,0,0,0,0,2,1,0,3,6,0,8,7,2,0,2,1,0,3,2,0,7,3,3,1,0,1,3,0,3,2,3,1,0,8,0,0,1,1,3,0,4,1,12,1,5,7,5,0,0,3,1,0,0,4,2,9,1797,4,20,"Edinburgh : printed for A. Bell and C. Macfarquhar, 1797.",Edinburgh,792,unknown,,,FALSE,"spirit of nitre , distilled with this salt in the above proportion , came over unchanged; no sublimate appeared ; the re fiduam looked like glafa of borax. The distilled spirit did not as in the least upon gold, even by cotian., Strong spirit of sea falt being distilled in"
1168600100_000002,"A plan of a course of chemical lectures, by Isaac Milner, B.D.F.R.S. Fellow of Queen's College, and Jacksonian Professor in the University of Cambridge.",Isaac Milner,276,38,2,0,0,0,0,0,0,5,10,0,1,0,2,2,5,5,3,1,0,4,1,0,1,2,1,0,0,2,7,5,0,10,6,5,19,0,2,0,0,6,9,2,0,1,2,9,2,0,1,8,1,27,7,1,0,2,37,10,12,1788,1,1,"Cambridge : printed by J. Archdeacon Printer to the University, MDCCLXXXVIII. [1788].",Cambridge,89,male,1750,1820,FALSE,o. Tlhc vcgctable fixed alcali. Properties which distinguish it from the mineral alcali. Tiis salt obtained from wood afhes and from tartar . Various ( 3) Various sorts of it. Its uses. Oil of tartar per deliquium. 3 i. Volatile alcali. Its diflinguifling properties . Produced in abundance from animal
0045200100_000142,"A general system of chemistry, theoretical and practical. Digested And Arranged, With A Particular View To Its Application To The Arts. Taken chiefly from the German of M. Wiegleb. By C. R. Hopson, M.D.",Johann Christian Wiegleb,200,44,0,6,1,1,0,1,3,8,7,1,7,2,1,9,0,0,1,6,1,4,2,3,0,0,4,3,7,0,1,1,0,0,10,1,0,0,15,0,0,2,2,0,1,2,3,1,1,6,14,2,0,0,4,2,2,0,4,0,4,1789,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster Row, M.DCC.LXXXIX. [1789].",London,730,male,1732,1800,FALSE,"parts contain fifty-five of lead . They do not dissolve in spirit of wine, nor even in water , unless a quantity of saccharine acid be added to it. Lead diifolved in in the vitriolic acid is not precipitated by the acid of sugar. Till is first blackened by the"
0045200100_000315,"A general system of chemistry, theoretical and practical. Digested And Arranged, With A Particular View To Its Application To The Arts. Taken chiefly from the German of M. Wiegleb. By C. R. Hopson, M.D.",Johann Christian Wiegleb,186,14,7,4,0,3,2,0,1,8,2,13,1,0,1,2,1,0,2,2,0,2,6,2,1,1,5,0,1,0,0,1,0,0,6,1,0,0,13,0,0,0,0,0,2,7,2,4,2,3,11,0,3,9,1,0,0,1,5,2,32,1789,1,1,"London : printed for G. G. J. and J. Robinson, Pater-Noster Row, M.DCC.LXXXIX. [1789].",London,730,male,1732,1800,FALSE,"acid . If the iron contained in the water be in this latter fate, the water will be made blue by the phlogifticated alkali , but will not be asseted by an infusion of galls. In a water of this kind, let a piece of polished steel be steeped, and"
1115600104_000123,"Encyclopaedia; or, A dictionary of arts, sciences, and miscellaneous literature ... Compiled from the writings of the best authors, in several languages ... Illustrated with five hundred and forty-two copperplates. ...",,169,24,4,6,3,0,0,0,0,2,1,0,3,8,0,7,7,2,0,3,1,0,3,2,0,8,3,3,1,0,1,3,0,2,2,3,1,0,8,0,0,1,1,2,0,4,1,10,1,4,9,4,0,0,4,1,0,0,5,2,9,1798,4,18,"Philadelphia : Printed by Thomas Dobson, at the stone house, no 41, South Second Street, M.DCC.XCVIII. [1798] (Copy-right secured according to law).",Philadelphia,401,unknown,,,FALSE,"borax. The distilled spirit did not adt in the least upon gold, even by coclion. Strong spirit of sea falr being distilled in the same manner, no sensible change was made either in the spirit or the fait. ""Equal parts of the vitrified microcosmic failr and alt of tartar being"
1711900102_000022,"A treatise on calico printing, theoretical and practical: including the latest philosophical discoveries -any way applicable:- accompanied with suggestions relative to various manufactures.","O'Brien, Charles, callico printer",158,18,1,8,0,0,0,0,1,3,2,1,3,1,0,5,0,8,1,5,0,5,4,1,0,0,3,2,13,0,3,0,0,2,5,0,0,0,4,1,1,0,2,1,3,2,5,5,1,11,4,1,2,3,0,1,4,0,8,0,4,1792,2,2,"[London] : Printed for C. O'Brien, bookseller, Islington and sold by Bew, Paternoster-row: Richardson, Royal Exchange: Murray, Fleet-Street: and the booksellers of Manchester; Glasgow, Dublin, &c., 1792.",London,301,unknown,,,FALSE,"holding a middle rank between absorbent earths and fixed alkalies . Metallic Subjlances. These confiit chiefly of a vitrifiable earth combined with phlogiston, and are therein fusible; they are likewise ponderous, opaque, and sparkling : a third principle is contended for by some chemists, called mercurial earth , but it"
0490700200_000006,"A new and general system of physic, in theory and practice. Containing the pharmacopoeias of the Royal Colleges of London and Edinburgh, and many other Simples and Compositions, disposed according to their Nature and Virtues, under different Classes: To each of which is added, A great Variety of useful and elegant Formulae: The Natural, Chymical, and Pharmaceutic History of each Simple and Composition is given; with their Medicinal Virtues, Manner of Operation, and Dose. To the whole is subjoined, an index of diseases and their Remedies, with an Alphabetical Catalogue of all the Simples and Compositions, shewing the Page, Class, Denomination, Part used, and Dose. The whole is collected from and compared with the best medical writers. By William Smith, M.D.","Smith, William, M.D.",182,20,2,3,0,0,0,5,0,3,1,7,2,2,0,3,0,7,0,4,0,4,2,0,0,1,1,0,5,5,7,1,2,2,4,5,4,0,0,0,1,2,0,1,1,3,1,24,0,0,1,5,2,4,0,1,3,11,7,7,6,1769,1,1,"London : printed for the author, and sold by W. Owen in Fleet-Street, M.DCC.LXIX. [1769].",London,629,unknown,,,FALSE,"salt rather promotes putrefaction, than prevents it, which is contrary to the opinion generally received and entertained of it. C 2 As As flt is the cement of all bodies , hence we find it iin tle vegetable ;. animal, and mineral kingdoms. Vegetables afford three kinds of salt ,."
0590700800_000041,"The first part of a dictionary of chemistry, &c. By J.K. F. R. S. and S. A. Sc.",James Keir,156,24,2,16,1,2,0,1,5,2,0,1,4,3,0,2,1,5,1,4,0,1,4,3,3,3,2,5,6,3,0,1,0,0,3,1,3,0,11,0,0,1,0,0,0,0,0,3,0,5,5,1,0,0,1,4,0,4,1,5,3,1789,1,1,"Birmingham : printed by Pearson and Rollason. For Elliot and Kay, Opposite Somerset Buildings, Strand, London; and Charles Elliot, Edinburgh, MDCCLXXXIX. [1789].",Birmingham,231,male,1735,1820,FALSE,"e then examined the saline brown mass tlat remained in the retort, after the di(lillation of the fioking liquor . This mass was diflolvecl in part by hot water . The iltrated lixivium was very limpid, it exhaled the peculiar finell of the pliol phoric liquor ; and it yielded,"
0440400300_000046,"A dissertation on elective attractions. By Torbern Bergmann. Late Professor Of Chemistry At Upsal, And Knight Of The Royal Order Of ... Translated from the Latin by the translator of Spallanzani's dissertations.",Thomas Beddoes,141,19,0,7,2,2,0,0,4,2,2,2,1,2,1,4,0,0,2,2,1,0,5,1,0,0,3,0,7,1,0,1,2,3,5,0,0,0,6,0,0,2,3,0,10,2,0,2,1,0,5,3,1,1,2,3,1,5,13,0,0,1785,1,1,"London : printed for J. Murray, No. 32. Fleet-Street; and Charles Elliot, Edinburgh, M,DCC,LXXXV. [1785].",London,408,male,1760,1808,FALSE,"to be further ex apnined, LXVII 3z2 LXVII Column fiy flixth, Zinc. 4 ACID of sugar takes zinc from every other acid , and when united with it, immediately falls to the bottom in the form of a white powder; but the acid of sugar of milk yields to the"
0168100402_000069,"Elements of mineralogy. By Richard Kirwan, Esq. F.R.S.L. & E.M.R.I.A. of the Academies of Stockholm, Upsal, Berlin, Manchester, Philadelphia, &c. Second edition, with considerable improvements and additions. Vol.II. Salts, Inflammables, and Metallic Substances.",Richard Kirwan,137,23,1,4,1,1,1,1,6,5,0,1,0,1,3,0,0,2,1,5,1,7,2,3,0,0,3,1,5,2,0,0,2,2,7,0,0,7,2,0,1,2,3,1,2,0,3,1,0,1,7,0,3,4,0,1,1,0,4,0,3,1796,2,2,"Dublin : printed by R. E. Mercier and Co. for P. Elmsly, in the Strand, London, M,DCCXCVI. [1796].",Dublin,559,male,1733,1812,FALSE,"of POLDICE in CORNWALL found only Tungfenitic Calx and slightly Oxygenated Calx of Iron , with some tracesof Arsenic . I BERL. BEOB. 188 WIEGLEB also found in 430 grains of Wolfram 143 of tungrfenitic Acid , 28 of Manganese, and 44 of Iron , but his Analysis is not"
1750300102_000071,"The economy of nature explained and illustrated on the principles of modern philosophy. By G. Gregory, D.D. author of Essays Historical and Moral, &c. In three volumes. With fifty-six plates.",George Gregory,146,12,0,9,3,0,0,0,2,7,1,1,2,0,0,2,2,1,1,11,1,2,4,1,1,1,0,2,9,0,0,1,1,0,4,0,1,3,10,1,1,5,1,0,0,1,0,0,4,1,10,0,1,1,0,1,3,0,5,7,9,1798,2,3,"London : printed for J. Johnson, No 72, St. Paul's Church Yard, 1798.",London,552,male,1754,1808,FALSE,"even in the vitriolic and nitrous acids . The addition of water to the vitriolic acid , enables it to dissolve iron exaaly on the same principle that the addition of nitrous acid to the muriatic , enables the latter to dissolve gold. The concentrated vitriolic acid has no aaion"
0342800700_000076,The first principles of chemistry. By William Nicholson.,William Nicholson,148,8,10,2,2,0,0,0,2,0,5,1,3,1,0,2,2,0,1,5,0,5,0,0,0,3,1,6,7,0,2,1,0,3,6,0,1,0,9,0,5,1,1,0,2,4,0,2,2,23,6,0,2,3,0,0,0,1,2,1,5,1792,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, M.DCC.XCII. [1792].",London,580,male,1753,1815,FALSE,"of in converting the Vulminatins calx of ilver into the black precipitate , was exposed to ebullition in a small matrass of glass; and the fluid being then suffered to cool, the inside of the vessel became lined with small crystals . When one of these was touched beneath the"
