PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(appear),termFreq(bed),termFreq(begin),termFreq(border),termFreq(branch),termFreq(care),termFreq(common),termFreq(cover),termFreq(crop),termFreq(cut),termFreq(dry),termFreq(dung),termFreq(earth),termFreq(end),termFreq(feed),termFreq(feet),termFreq(flower),termFreq(fruit),termFreq(garden),termFreq(green),termFreq(ground),termFreq(grow),termFreq(growth),termFreq(heat),termFreq(hot),termFreq(inch),termFreq(kind),termFreq(larg),termFreq(leav),termFreq(light),termFreq(littl),termFreq(month),termFreq(observ),termFreq(open),termFreq(plant),termFreq(pot),termFreq(produc),termFreq(propag),termFreq(proper),termFreq(rais),termFreq(remain),termFreq(requir),termFreq(root),termFreq(row),termFreq(season),termFreq(seed),termFreq(set),termFreq(sow),termFreq(sown),termFreq(speci),termFreq(spring),termFreq(stalk),termFreq(taken),termFreq(tree),termFreq(water),termFreq(weather),termFreq(weed),termFreq(winter),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_passages
0377600400_000006,"The gentleman gardener instructed in Sowing, planting, pruning, and grafting seeds, plants, flowers, and trees; also in the manner of making wines from the fruits of the garden; and in the management of bees. To which is added the gardener's kalendar, shewing The particular Work to be done every Month in the Kitchen-Garden, Fruit-Garden, and Pleasure-Garden. By the Reverend Mr. Stevenson, of East-Retford, Nottinghamshire.","Stevenson, Henry",135,0,0,3,3,3,3,3,0,3,0,3,5,3,6,1,0,5,4,1,0,0,5,2,1,0,1,3,0,1,2,1,2,2,1,1,13,0,2,1,0,6,0,2,4,2,1,10,3,2,3,0,1,0,2,4,4,2,2,1,2,1766,1,1,"London : printed for J. Hinton, at the King's-Arms, in Pater-Noster-Row, 1766.",London,301,unknown,,,FALSE,"that if.the *above named Apples are plucked with Care ., and fecured.from the Frosts, in the Store: : c. they will continue good so long as I have observed , viz. the John Apple, till' hew ones come in; and others, according as .your Care is in keeping them. A."
0179700600_000069,"The complete kitchen gardener, and hot bed forcer; with the thorough practical management of Hot-Houses, Fire-Walls, and Forcing-Houses, and the improved modern culture of the Pinery-Stoves, and Pine-Apples, being A thorough practical Display of these most capital Branches of Gardening in their General Culture, and agreeable to the present greatly improved modern Process; whereby that most importantly-useful District the Kitchen Garden, and all its Appurtenances of Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Houses, Pinery-Stoves, &c. and the Culture of their several various Productions in superior Perfection and greatest Abundance, are fully explained in a Manner never before done for general Instruction, as requiring a particular distinct Explanation; and now first completely accomplished, from the Result of above Forty Years daily practical Experience and Observation. Author of Every Man his own Gardener, commonly called Mawe's Gardener's Kalendar; but the work of J. A. only.","Abercrombie, John",161,0,0,9,2,4,1,0,1,1,0,7,6,0,4,0,1,1,6,0,2,2,3,4,6,0,0,6,1,2,2,2,2,0,1,2,17,2,2,2,3,6,5,1,6,1,4,7,1,1,0,2,8,0,0,0,2,2,1,10,0,1789,1,1,"London : printed for John Stockdale, Piccadilly, MDCCLXXXIX. [1789].",London,523,male,1726,1806,FALSE,"are herbaceous, the other ligneous underfhrubby like; and of which the common (weet marjoram is annual, or but of one summer's duration in the open ground ; is a remarkably fine flavoured aromatic, for kitchen uses, to give relish to broth, soups, and various other culinary dishes, obtained both in"
1332001500_000110,"The instructor; or, Young man's best companion. Containing spelling, reading, writing, and arithmetic, in an easier way than any yet published. Instructions to write variety of hands, with copies. How to write letters on business or friendship; forms of indentures, bonds, bills of sale, receipts, wills, leases, releases, &c. Merchants accounts, and a short and easy method of shop and book-keeping; with a description of the product, counties, and market-towns in England and Wales, and a list of English and Scots fairs according to the new-style. The method of measuirng carpenters, joiners, sawyers, bricklayers, plasterers, plumbers, masons, glasiers, and painters work. How to undertake each work, and at what price; the rates of each commodity, and the common wages of journeymen, with the description of gunter's line, and coggeshall's sliding-rule. The practical gauger made easy; the art of dialling, and how to erect and six dials; with instructions for dying, colouring, and making colours; and some general observations for gardening every month in the year. To which are added, the family's best companion; and a compendium of geography and astronomy. Also, some useful interest-tables. By George Fisher, accountant.","Fisher, George",147,0,0,1,0,8,1,1,0,0,5,3,4,0,2,0,2,0,7,9,6,0,5,0,1,0,1,3,5,1,1,0,1,1,0,1,13,1,0,2,1,0,0,1,3,2,2,8,2,9,3,0,2,1,1,8,10,2,3,4,0,1768,1,1,"Edinburgh : Printed by John Gray and Gavin Alston. Sold at their printing house in Jackson's close, MDCCLXVIII. [1768].",Edinburgh,404,male,,,FALSE,"them. Take the advantage of some cloudy weather to sow turnips; and if there be no showers, water the ground once in two days. Sow brocoli upon a rich warm border , and plant out celery for blanching. This muss be planted in trenches a foot and a half deep,"
1473300102_000079,"The gardeners dictionary. Containing the methods of cultivating and improving the kitchen, fruit, and flower-garden, as also the physic-garden, wilderness, conservatory, and vineyard. In which likewise are included the practical parts of husbandry; and the method of making and preserving wines, according to the practice of foreign vignerons. Abridged from the two volumes in folio, by the author, Philip Miller, F.R.S. gardener to the Worshipful Company of Apothecaries, at their botanic garden, in Chelsea. In three volumes.",Philip Miller,166,1,2,3,3,7,1,1,0,2,0,1,3,0,5,2,0,3,7,0,1,1,0,3,0,0,0,2,3,3,3,3,0,0,0,2,29,5,4,2,2,1,5,2,7,0,2,11,0,3,4,0,5,2,3,0,5,4,5,3,0,1748,2,3,"London : Printed for the author; and sold by John and James Rivington, at the Bible and Crown, in St. Paul's Church-yard, M.DCC.XLVIII. [1748].",London,523,male,1691,1771,FALSE,"Situation, and on a lean stony Soil, where they will endure the Cold of our ordinary Winters very well, and afford an agreeable Variety. The forty third, forty fourth, and forty fifth Sorts, are annual Plants . The Seeds of there must be sown either in march, or the Beginning"
0993400800_000019,"Kalendarium universale: or, the gardiner's universal calendar. Containing an account of the several monthly operations in the kitchen-garden, flower-garden, and parterre throughout the year. And Also, Experimental Directions for performing all manner of Works in Gardening, whether relating to Sowing, Planting, Pruning, Herbs, Flowers, Shrubs, Trees, Evergreens, &c. with the Products of each Month. In a method wholly new. Taking in the whole Business of Gardening and Horticulture.","Whitmill, Benjamin, sen",153,0,0,2,0,0,1,2,0,2,0,2,1,1,4,2,0,0,4,6,2,3,3,1,1,2,2,2,2,2,2,7,2,16,0,1,12,1,0,5,2,4,1,0,6,0,1,11,3,2,9,0,1,1,4,5,5,0,1,2,2,1726,1,1,"London : printed for James Lacy, at the Ship between the Temple-Gates; and John Clarke, at the Bible under the Royal-Exchange, 1726.",London,264,unknown,,,FALSE,"when the Seeds which are sown in this Month are come up. The .rbor Yuude. is propagated by Seeds sown in March; it will rise very high, even equal to a pretty large Trcc, but is more ficqucntly planted againi ai Wall than in the open Ground . lt bears"
0317800100_000872,"The universal gardener and botanist: or, a general dictionary of gardening and botany. Exhibiting in Botanical Arrangement, according to the Linnaean System, The various Genera and Species of Plants, Trees, Shrubs, Flowers, and Fruits, that merit Culture for Use, Ornament and Variety, in the different Departments of Gardening, Plantations, Shrubberies, Nursery, Green-House, Hot-House or Stove, Forcing-House, Hot-Walls, and Hot-Beds: describing the Botanic Classes, Orders, and Characters of the Genera, with General and Specific Descriptions of the Species of each Genus; their respective and general Uses, different Methods of Propagation, and General Culture, in their several Departments. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the General Plans and Formation of the several Gardening Districts and Departments, as above; with distinct Arrangements, and general Descriptions of the various tribes of Plants, Trees, Flowers, and Fruits, adapted to each different Department; and Explanations of the proper Situations, Exposures, Soils, Manures, Composts, various Garden Materials, and principal Utensils; together with full Directions for performing all the Practical Operations of Gardening in general, both in the various Methods of Propagation and Culture of the numerous Plants, and in the Management of every Garden District, and the various relative Plantations. By Thomas Mawe and John Abercrombie.","Mawe, Thomas",155,0,0,3,3,4,2,0,3,0,0,1,0,0,4,1,0,2,22,0,6,1,3,2,1,0,0,3,5,4,4,1,0,1,4,1,13,3,4,2,2,4,3,1,3,1,0,6,0,6,4,3,9,4,0,0,2,1,1,1,1,1797,1,1,"London : printed for G. G. and J. Robinson, Pater-Noster Row; and T. Cadell Jun. and W. Davies, Strand, 1797.",London,1308,male,,,FALSE,"Scabifa flower commonly in June, July, and August, and some continue in fuccefion till autumn, generally producing the flowers upon long foot fialks'fingly, each flower being an aggregate of several small quadrifid or quinquehd florets, placed all within one common calyx, forming together a moderately large flower , which, in"
1165000200_000109,"The botanist's and gardener's new dictionary; containing the names, classes, orders, generic characters, and specific distinctions of the several plants cultivated in England, according to the system of Linnæus; Directing the Culture of each Plant, describing its singular Virtues and Uses, and explaining the Terms peculiar to Botany and Gardening. In which is also comprised, a gardener's calender, Divided Alphabetically, according to the Names of the twelve Months of the Year, Directing the whole Practice of Gardening in the Flower-Garden, the Seminary, the Fruit-Garden, the Kitchen Garden, the Green-House, and the Stove. And to which is prefixed, an introduction to the Linnæan system of botany, Explaining The Theory of that System, and the Names and Characters of all its Classes and Orders. By James Wheeler, Gardener and Nursery-Man in Glocester.","Wheeler, James           1763",147,3,2,6,3,1,1,1,6,7,6,1,0,7,10,3,0,1,2,7,5,1,1,1,0,2,4,6,2,0,2,3,4,1,0,0,11,0,2,0,1,6,0,2,1,0,2,4,3,1,2,1,0,2,1,0,4,3,0,0,2,1763,1,1,"London : printed for W. Strahan; W. Owen at Homer's Head, near Temple-Bar, Fleet-Street; Mess. Hawes, Clarke and Collins; R. Baldwin; and S. Crowder; in Pater-Noster-Row; R. Goadby, at Sherborne; and R. Raikes, at Glocester, [1763].",London,549,unknown,,,FALSE,"is a perianthium of one bell fhaped leaf, the border of which is terminated by five br.itles. The corolla is formed of a single petal, bell.fhaped, adhering to the cup, and cut into five, oval, rough segments. The calyx and corolla in the female flowers are like those in the"
0318000800_000061,"Every man his own gardener. Being a new and much more complete gardener's kalendar, and General Director, than any one hitherto published. Containing, Not only an Account of what Work is necessary to be done in the Kitchen and Fruit Garden, Pleasure Ground, Flower Garden and Shrubbery; Nursery, Green-House, and Hot-House, for every Month in the Year, but also ample practical Directions for performing the said Work, according to the newest and most approved Methods now in practice among the best Gardeners. With complete practical Directions for Forcing all Kinds of choice Plants, Flowers, and Fruits, to early Perfection, in Hot-Beds, Hot-Houses, Hot-Walls, Forcing-Frames, Forcing-Houses, Vineries, &c. Also particular Directions relative to Soil and Situation, adapted to the different Sorts of Plants and Trees, &c. And to the Whole are added, complete and useful Lists of Kitchen Garden Plants, Fruit Trees, Forest Trees, Flowering Shrubs, Evergreens, Annual, Biennial, and Perennial Fibrous-Rooted Flowers, Bulbous and Teberous - Rooted Flowers, Green-House, and Hot-House Plants; Proper for Cultivation in the English Gardens and Plantations, &c. &c. And to which, in this Edition, are added, additional Systematic General Catalogues of Hardy Herbaceous Perennials and Biennials, and of Hot-House Plants (not in any former Edition) with general Explanations of their Nature and Culture. By Thomas Mawe, (gardener to his grace the duke of leeds) John Abercrombie, Gardener, Newington, Surry; (formerly of Tottenham-Court, Middlesex,) and other gardeners. Corrected, and greatly Enlarged, with considerable material new Additions, and wholly new improved in the most copious and general Manner in every Department of the Work.","Mawe, Thomas",139,2,2,7,3,3,0,1,0,1,2,5,1,1,5,2,0,1,3,7,1,0,1,0,2,2,5,6,2,1,1,1,4,8,3,1,17,1,1,2,0,4,2,1,3,1,0,3,1,3,2,0,0,0,1,5,3,0,3,0,2,1791,1,1,"London : printed for J. F. and C. Rivington, T. Longman, D. Law, J. Johnson, G. G. J. and J. Robinson, T. Cadell, W. Goldsmith, R. Baldwin, J. Murray, E. Newbery, and W. Lowndes, 1791.",London,638,male,,,FALSE,"D: gging the fruit tree borers. Dig the fruit tree borders which are not yet done. H This This will be serviceable to the trees , and; will deftrov the weeds ; and after being evenly rakld, the borders will ap. pear neat and decent. Stir with a hoe the"
1169000100_000117,"The gardeners dictionary: Containing the Methods of Cultivating and Improving the Kitchen, Fruit, and Flower-Garden, as also the Physic-Garden, Wilderness, Conservatory, and vineyard. Abridg'd from the Folio Edition, By the author, Philip Miller, F.R.S. Gardener to the Worshipful Company of Apothecaries, at their Botanic-Garden, in Chelsea. Vol. III.",Philip Miller,157,1,1,2,3,5,1,2,1,1,0,1,3,0,3,1,0,2,7,0,3,1,0,3,0,0,1,0,4,3,2,2,0,1,0,2,26,5,3,1,2,1,5,5,9,0,3,8,0,1,3,0,3,2,4,1,5,2,7,5,0,1740,1,1,"London : printed for the author; and sold by C. Rivington, at the Bible and Crown, in St. Paul's Church-Yard, M.DCC.XL. [1740].",London,599,male,1691,1771,FALSE,"Foot i)ilance every way. These Plants mull be watered , and if the Season is hot , they should be Shaded until they have taken new Root ; after which time they will require no farther Care but to keep em clear fi-om Weeds Litis Michaelmas following, when shcy should"
1730200200_000110,"The instructor: or, Young man's best companion. Containing, spelling, reading, writing, and arithmetick, in an easier way than any yet published; and how to qualify any person for business, without the help of a master. Instructions to write variety of hands, with copies both in prose and verse. How to write letters on business or friendship. Forms of indentures, bonds, bills of sale, receipts, wills, leases, releases, &c. Also merchants accompts, and a short and easy method of shop and book-keeping; with a description of the product, counties and market-towns in England and Wales; with a list of fairs according to the new stile. Together with the method of measuring carpenters, jointers, sawyers, bricklayers, plasterers, plumbers, masons, glasiers, and painters work. How to undertake each work, and at what price; the rates of each commodity, and the common wages of journeymen; with the description of G[a]nter's line, and Coggershall's sliding-rule. Likewise the practical gauger made easy; the art of dialling, and how to erect and fix dials; with instructions for dying, colouring, and making colours; and some general observations for gardening every month in the year. To which is added, the family's best companion: with instructions for marking on linen; how to pickle and preserve; to make divers sorts of wine; and many excellent plasters, and medicines, necessary in all families: and a compendium of the sciences of geography and astronomy; containing a brief description of the different parts of the Earth, and the survey of the celestial bodies. Also some useful interest-tables. By George Fisher, accomptant.","Fisher, George",151,0,0,1,0,5,2,0,0,1,3,3,4,0,2,0,1,0,7,14,5,0,6,1,1,0,0,2,4,2,5,0,2,2,0,2,15,2,0,2,3,0,0,1,4,2,0,3,2,4,4,0,1,2,3,9,12,2,3,2,0,1765,1,1,"London : Printed for H. Woodfall, J. Fuller, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, L. Hawes and Co. T. Caslon, S. Crowder, B. Law, C. and R. Ware, and B. Collins, M.DCC.LXV. [1765].",London,402,male,,,FALSE,"garden . If any frefi Shoots have sprouted upon the fruit trees in Espaliers or against Walls, nip them off, and train the proper ones to the Wall or Poles at due Dillances and in a regular manner. Look over the Vines, and flop every Shoot that has Fruit upon"
1046400500_000410,"The new gardener's dictionary; or whole art of gardening, fully and accurately displayed; containing the most approved methods of cultivating all kinds of trees, plants, and flowers; with ample directions for performing all the operations in gardening; Whether they Relate to I. The Hot-House, II. The Green-House, III. The Shrubbery, IV. The Kitchen-Garden, V. The Flower-Garden, or VI. The Fruit-Garden. According to the Practice of the Best Modern Gardeners, arranged under the English proper name of each article. By John Dicks, Gardener to his Grace the Duke of Kingston; Assisted by many Eminent in the Profession.","Dicks, John",141,2,1,4,1,3,3,1,1,1,0,0,2,0,6,1,0,3,3,7,4,1,1,7,0,1,0,4,1,1,7,1,2,0,0,3,13,3,0,5,0,1,2,1,5,0,2,3,3,0,2,8,1,2,2,5,6,1,1,1,2,1771,1,1,"London : printed for G. Keith; J. Johnson; J. Almon; and Blyth and Beevor, 1771.",London,346,male,1769,1771,FALSE,"come up too close, some of them should be carefully drawn out while young , and planted in another border , at four inches distance. In autumn they must all be carefully transplanted to the places where they are designed to remain ; which Should be in a light ,"
0328500900_000030,"The gardeners kalendar; directing what works are necessary to be performed every month in the kitchen, fruit, and pleasure-gardens, as also in the conservatory and nursery. With accounts I. Of the particular seasons for the Propagation of all Sorts of Esculent Plants dna Fruits, with the Times in which each Sort is proper for the Table. II. The proper seasons for transplanting all Sorts of Trees, Shrubs, and Plants, with the time of their Flowering. By Philip Miller, F. R. S. Member of the Botanick Academy at Florence, and Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden in Chelsea. With a list of the Medicinal Plants, which may be gathered for Use in each Month.",Philip Miller,133,3,2,2,2,1,0,1,1,1,4,1,1,2,6,2,1,3,1,3,4,0,2,2,2,1,2,1,0,0,5,1,0,7,3,2,20,0,3,0,2,3,1,0,7,2,5,3,2,3,4,0,0,0,2,0,2,2,2,1,0,1766,1,1,"Dublin : printed for W. and W. Smith, J. Exshaw, H. Bradley, and T. Ewing, M,DCC,LXVI. [1766].",Dublin,281,male,1691,1771,FALSE,"of the plants , which will keep the roots moifi, and prevent the fun and wind from drying their stems, to which if they are exposed, it will greatly retard the growth of the plants ; but in doing of this, great care should be taken not to raise the"
0888800102_000712,"The new Royal cyclopædia, and encyclopædia; or, complete, modern and universal dictionary of arts and sciences. ... Illustrated with ... copper-plates, ... In three ... volumes. ... By George Selby Howard, ... Assisted by many gentlemen ... John Bettesworth, ... Henry Boswell, ... Felix Stonehouse, D.D. and others.",,138,0,0,2,0,0,1,3,0,1,0,2,1,1,3,2,1,1,4,4,2,2,2,1,1,1,1,2,1,2,2,7,2,11,0,1,11,1,0,5,2,2,1,0,6,0,1,10,2,2,5,0,1,1,5,9,6,0,1,2,1,1788,2,3,"London : printed for Alex. Hogg; and sold by the booksellers of Bath, Bristol, Birmingham, Canterbury, Cambridge [and 25 other towns in England] and likewise sold by all other booksellers and newscarriers in England, Scotland, and Ireland, [1788?].",London,661,unknown,,,FALSE,"when they are gross but not fiully ripe, being taken between your fingers, will give a ftidden snap, and fly il pieces: all these are to be preserved with great care , arid be constantly kept tinder glasses all the fiumner, when the seeds wiich are town in this month"
1294500100_000084,"The gardeners dictionary: containing the methods of cultivating and improving the kitchen, fruit and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire and Water upon Vegetation, according to the best Natural Philosophers. Adorn'd with copper plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,154,0,1,1,5,5,2,2,0,1,0,1,4,0,2,2,0,1,21,0,6,0,1,4,2,0,0,2,1,1,5,0,1,3,2,1,15,3,7,2,1,0,2,2,2,1,0,12,1,1,4,2,6,1,2,0,3,4,3,3,0,1737,1,1,"London : printed for the author, and sold by C. Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXXVII. [1737].",London,967,male,1691,1771,FALSE,"set in Pots , and fhelter'd in bad Weather , will continue flowering most part of the Winter , but dies to the Surface in the Spring , as do all the Sorts of Starworts. The Seeds of the twelfth Sort were ent from China to Paris, and tbwn in"
0887900500_000018,"The compleat English gardener: or, gardening made perfectly easy: containing, full and plain directions for the proper management of the flower, fruit, and kitchen gardens, for every Month in the Year. The whole laid down in so plain aad easy a Manner, that all who are ... of managing a Garden, may do it effectually, without any other Instructions whatever. To which is added, the compleat bee-master ; or, Best Method of managing Bees, both for Profit and Pleasure. Together with the whole Art of breeding and rearing Fowls, Ducks, Gbese, Turkies, Pigeons, and Rabbets. Likewise plain instructions for destroying vermin, particularly such as infest House, Gardens, Dairies, Barns, Bees Poultry, Rules to judge of the Weather, and several other Articles equally useful, &c. &c. By Samuel Cooke, Gardener, At Orrton in Wiltshire; Who has practised Gardening, thro' all its branches, in many counties, upwards of Forty Years.","Cooke, Samuel",127,1,2,7,1,1,0,3,0,2,3,2,3,1,4,1,0,0,10,4,6,1,2,1,1,1,0,2,2,1,0,0,2,7,0,0,11,1,1,1,2,0,1,1,6,1,2,5,0,6,4,0,4,0,1,3,0,1,2,2,1,1780,1,1,"London : printed for John Cooke, at Shakespeare's - Head, in Pater-Noster Row, [1780?].",London,168,unknown,,,FALSE,"out cauliflowers sown the last month , upon old cucumber or melon beds , and sow Spanish ra dill spinach. - In dry weather hough and clean turnips,  weed the beds of spinach, onions, carrots, - cauliflowers, cabbage plants , and cole worts. About the middle of the month"
0891800700_000015,"The gardeners kalendar. Directing what works are necessary to be done every month in the kitchen, fruit and pleasure-gardens, and in the conservatory and nursery. With An Account of the particular Seasons for the Propagation and Use of all Sorts of Esculent Plants and Fruits proper for the Table, and of all Sorts of Flowers, Plants, and Trees, that flower in every Month. The ninth edition. To which is added, a list of the medicinal plants, which may be gather'd in each mont for use. By Philip Miller, F. R. S. Gardener to the Worshipful Company of Apothecaries, at their Botanic Garden in Chelsea.",Philip Miller,147,1,1,7,8,1,0,1,0,2,1,1,4,2,2,3,0,0,4,2,1,0,5,1,2,3,0,4,1,5,3,1,1,14,3,2,13,0,1,0,0,2,1,0,8,4,4,3,0,6,6,0,0,0,1,1,1,3,2,3,2,1751,1,1,"London : printed for John and James Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.LI. [1751].",London,371,male,1691,1771,FALSE,"sorts, Anemonofpermos's, Turnera, Shrubby American Baftard sena with a large yellow flower , Euphorbiums, Cotyledon with broad cut leaves , Malpighia Mali Punici facie, Pur ple flowered Ragwort, Cistus's, coffee tree , Arum Ethiopicum, myrto ciftus, Jacobwa Lily, Mexican Lily, with some others, .. MARCH, ."". .w MARC H. ·.wobrh"
1199400500_000050,"The gentleman gardener instructed in sowing, planting, pruning, and grafting seeds, plants, flowers, and trees; also in the manner of making wines from the fruits of the garden; and in the management of bees. To which is added The gardener's kalendar, Shewing The particular Work to be done every Month In The Kitchen-Garden, Fruit-Garden, and Pleasure-Garden. By the Reverend Mr. Stevenson, of East-Redford, Nottinghamshire.","Stevenson, Henry",150,3,1,5,2,2,3,0,0,2,3,1,5,0,2,2,0,2,4,7,2,1,3,0,0,4,0,1,0,2,4,1,1,10,1,4,14,2,1,0,0,2,0,3,6,2,2,2,0,12,3,0,1,0,1,4,5,7,1,3,1,1769,1,1,"London : printed for J. Hinton, at the King's-Arms, in Pater-Noster-Row, 1769.",London,300,unknown,,,FALSE,"Flowers in your Borders as require no artificial Heat ; thin them when they are come up : Also, sow in your Flower Nursery most Sorts of hardy perennial and binrnial' Plants , not sown the tbrmer Month .; Sow , the Beginning of this'month, such of the Annuals as"
0283400100_000513,"The universal gardener and botanist; or, a general dictionary of gardening and botany. Exhibiting in botanical arrangement, according to the Linnæan system, every tree, shrub, and herbaceous plant, that merit Culture, either for Use, Ornament, or Curiosity, in every Department of Gardening. Comprising accurate Directions, according to real Practice, for the Management of the Kitchen-Garden, Fruit-Garden, Pleasure-Ground, Flower-Garden, Nursery, Plantations, Green-House, Hot-House, or Stove, Hot-Beds, Forcing-Frames, Hot-Walls, and Forcing in general. Describing the proper Situations, Exposures, Soils, Manures, and every Material and Utensil requisite in the different Garden Departments; Together with Practical Directions For Performing the various Mechanical Operations of Gardening in general. By Thomas Mawe, Gardener to his Grace the Duke of Leeds. And John Abercrombie, Authors of Every Man his Own Gardener, &c.","Mawe, Thomas",159,1,0,3,0,4,4,0,1,2,0,3,1,0,4,1,1,1,6,0,6,2,4,1,0,0,0,6,3,2,3,3,2,0,0,3,14,5,0,5,0,3,4,2,13,5,1,12,0,6,0,4,6,3,0,0,3,2,1,2,1,1778,1,1,"London : printed for G. Robinson, in Pater-Noster Row; and T. Cadell, in the Strand, MDCCLXXVIII. [1778].",London,1112,male,,,FALSE,"ORIGANUM crelicuti. Cretan Origany, or Marioram ] Rises with upright, four.cornered stems, branching a foot and a half high; oval, obtuse, hoary leaves ; and the fialk and branches terminat CD by long, aggregate, prismatic spikes of frnall white flowers , having .membraneous braitea double the length of the calix."
0112000102_000627,"Encyclopædia Britannica; or, a dictionary of arts and sciences, compiled upon a new plan. ... Illustrated with one hundred and sixty copperplates. By a Society of gentlemen in Scotland. In three volumes. ...",William Smellie,149,0,0,4,0,1,1,2,0,2,0,4,2,2,6,0,0,1,5,4,2,1,2,2,1,1,3,2,1,1,0,8,0,10,0,4,14,3,0,7,1,2,1,1,8,0,0,9,3,3,7,0,0,0,5,5,5,1,1,0,1,1771,2,3,"Edinburgh : printed for A. Bell and C. Macfarquhar; and sold by Colin Macfarquhar, 1771.",Edinburgh,976,male,1740,1795,FALSE,"seeds of the rtock gilliflowers, and transplant lheni in the Augull following, in a light natural dry soil. The double kinds of this flower may be increased by ships or cuttings planted in May, June, or July. Sow the seeds of the acantlus, in a sandy soil, and in the"
0185200600_000131,"The universal cook, and city and country housekeeper. Containing all the various branches of cookery: the different methods of dressing Butchers Meat, Poultry, Game, and Fish; and of preparing gravies, cullices, soups, and broths; to dress roots and vegetables, and to prepare Little elegant Dishes for Suppers or light Repasts: to make all sorts of pies, puddings, pancakes, and fritters; cakes, puffs, and biscuits; cheesecakes, tarts, and custards; creams and jams; blanc mange, flummery, elegant ornaments, jellies, and syllabubs. The various Articles in candying, drying, preserving, and pickling. The preparation of hams, tongues, bacon, &c. Directions for trussing poultry, carving, and marketing. The making and management of Made Wines, Cordial Waters, and Malt Liquors. Together with Directions for Baking Bread, the Management of Poultry and the Dairy, and the Kitchen and Fruit Garden; with a Catalogue of the various Articles in Season in the different Months of the Year. Besides a Variety of useful and interesting tables. The Whole Embellished with The Heads of the Authors, Bills of Fare for every Month in the Year, and proper Subjects for the Improvement of the Art of Carving, elegantly engraved on fourteen Copper-Plates. By Francis Collingwood, and John Woollams, Principal cooks at the Crown and Anchor Tavern in the Strand. Late from the London Tavern.","Woollams, John",166,3,0,1,3,5,0,1,1,6,13,2,2,5,6,3,0,3,0,2,2,1,8,0,2,1,2,7,2,1,4,3,2,8,1,3,17,1,1,0,2,0,2,0,1,5,0,6,2,12,3,0,0,0,1,0,1,5,0,3,1,1792,1,1,"London : printed by R. Noble, for J. Scatcherd and J. Whitaker, No. 12, Ave-Maria-Lane, 1792.",London,491,unknown,,,FALSE,"the promotion and preservation of health, the following remarks will be of singular utility. We shall treat the business of every month separately, with all the simplicity and perspicuity the nature of the subjee, and the limits of this work, will admit of. Janua: y. VEGETATION makes very little progress"
0542000100_000098,"The gardener's dictionary: containing the methods of cultivating and improving the kitchen, fruit, and flower garden, as also, the physick garden, wilderness, conservatory, and vineyard; According to the Practice of the Most Experienced Gardeners of the Present Age. Interspersed with The History of the Plants, the Characters of each Genus, and the Names of all the particular Species, in Latin and English; and an Explanation of all the Terms used in Botany and Gardening. Together with Accounts of the Nature and Use of Barometers, Thermometers, and Hygrometers, proper for Gardeners; And of the Origin, Causes, and Nature of Meteors, and the particular Influences of Air, Earth, Fire, and Water, upon Vegetation, according to the best Natural Philosophers. Adorn'd with Copper Plates. By Philip Miller, Gardener to the Worshipful Company of Apothecaries, at their Botanick Garden at Chelsea, and F. R. S.",Philip Miller,170,3,1,2,6,4,0,1,0,0,0,2,3,0,8,2,0,1,12,0,5,0,2,4,1,2,1,3,0,1,0,3,0,2,5,1,20,11,4,4,2,1,2,2,7,0,0,7,0,1,3,0,7,1,6,0,7,5,3,2,0,1741,1,1,"Dublin : printed by S. Powell, for R. Gunne, in Capel-Street; G. Risk, G. Ewing, and W. Smith, in Dame-Street; and J. Smith, on the Blind-Key; Booksellers, MDCCXLI. [1741].",Dublin,815,male,1691,1771,FALSE,"Sort may be increase by planting Cuttings of it in any of the Spring Months , which will flower the firt Year: The Roots or this increafin but slowly, this is the only Method to get a Stock of this Ptant. This Plant , if let in Pots , and"
