PassageID,Title,Author,Total termFreq,termFreq(ancient),termFreq(appear),termFreq(arm),termFreq(armi),termFreq(author),termFreq(battl),termFreq(bodi),termFreq(caus),termFreq(citi),termFreq(command),termFreq(consul),termFreq(continu),termFreq(countri),termFreq(death),termFreq(defeat),termFreq(emperor),termFreq(empir),termFreq(end),termFreq(enemi),termFreq(father),termFreq(follow),termFreq(forc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(govern),termFreq(greek),termFreq(hand),termFreq(head),termFreq(honour),termFreq(itali),termFreq(king),termFreq(land),termFreq(law),termFreq(left),termFreq(manner),termFreq(mean),termFreq(near),termFreq(number),termFreq(offic),termFreq(order),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(receiv),termFreq(return),termFreq(roman),termFreq(rome),termFreq(senat),termFreq(sever),termFreq(soldier),termFreq(state),termFreq(taken),termFreq(templ),termFreq(thought),termFreq(took),termFreq(tribun),termFreq(troop),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1760000101_000086,"The Roman history, from the foundation of the city of Rome, to the destruction of the western empire. By Dr. Goldsmith.",Oliver Goldsmith,90,1,1,0,2,1,1,2,2,4,1,5,1,2,3,1,0,0,2,4,1,1,4,0,3,0,0,0,0,3,1,0,1,0,2,0,3,2,1,1,4,1,1,1,0,1,2,6,2,4,6,1,0,1,0,0,0,0,1,1,2,1775,1,2,"London : printed for S. Baker and G. Leigh; T. Davies; L. Davis; W. Owen; G. Robinson; T. Cadell, and T. Evans, 1775.",London,510,male,1728,1774,FALSE,"had no other resource but submission: they accordingly resolved to send ambassadors to the two generals , assuring them of their ready attachment, and desiring them to enter the city peaceably, and to spare their own countrymen. Cinna, however refused to grant any audience, till he knew in what manner"
1281200302_000010,"The history of the revolutions that happened in the government of the Roman republic. Written in French by the Abbot de Vertot, ... The sixth edition. Englished by Mr. Ozell from the original newly reprinted at Paris, with amendments and additions by the author himself, ...",René-Aubert Vertot,90,0,1,3,5,0,5,1,0,0,2,1,2,5,2,2,0,1,0,2,2,0,1,3,6,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,2,1,2,1,0,0,0,2,3,6,3,1,5,0,0,1,1,1,0,2,8,1756,2,2,"Dublin : printed by George Abraham Grierson, and G. and A, [sic] Ewing, 1756.",Dublin,383,male,1655,1735,FALSE,"lay Siege to it. Others laboured either to rally the Fugitives, or to raise new Levies about the Country . The Inhabitants of Rome , who expected every Moment to have seen HANNIBAL at their Gates, began to take Breath. The Senate gathered Courage, the meaner Sort of People shook"
1281200302_000005,"The history of the revolutions that happened in the government of the Roman republic. Written in French by the Abbot de Vertot, ... The sixth edition. Englished by Mr. Ozell from the original newly reprinted at Paris, with amendments and additions by the author himself, ...",René-Aubert Vertot,89,2,2,4,3,0,1,0,1,2,0,0,1,4,0,1,0,0,0,1,0,1,1,3,1,1,0,1,1,1,0,6,1,1,2,1,0,0,1,1,1,2,1,3,0,2,0,0,9,5,4,0,2,1,2,0,1,3,1,0,7,1756,2,2,"Dublin : printed by George Abraham Grierson, and G. and A, [sic] Ewing, 1756.",Dublin,383,male,1655,1735,FALSE,"solemnly accepted of the Donation of Capua. And as they were always willing to have Justice of their Side, or at least the Appearances of that Virtue, the sent Embaffadours to the Samnites, to inform them of this Treaty; and at the same Time to desire them, in Virtue of"
1384900115_000006,"An universal history, from the earliest account of time to the present. Compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables. In twenty volumes. Vol. I.",,92,1,1,1,1,1,0,0,1,1,1,3,1,2,1,1,8,4,1,1,0,2,1,0,1,1,0,0,1,0,0,3,1,0,1,3,0,0,0,2,0,0,2,1,2,0,1,4,4,10,2,2,1,0,1,1,0,2,0,3,10,1745,15,20,"Dublin : printed for R. Owen, S. Hyde, G. Risk, J. Leathley, G. and A. Ewing, W. Smith, J. Smith, P. Crampton, G. Faulkner, A. Bradley, T. Moore, E. Exshaw, C. Wynne, C. Connor, O. Nelson, P. Wilson, W. Powell, J. Kelly, T. Butler, and W. Brien, booksellers, M DCC XLV. [1745].",Dublin,664,unknown,,,FALSE,"might be conferred on dthe two sons of M. Aurelius, viz. Commolndus and Annius Verus; who accordingly received it on the twelfth of oao ber of this year. tihe return of L Verus proved fatal, we may say, to the whole world; for he carried the plague inlto, a ac"
0041000900_000077,"Reflections on the rise and fall of the antient republicks. Adapted to the present state of Great Britain. By E.W. Montagu, junior, Esq.",Edward Wortley Montagu,100,0,1,0,7,2,3,1,0,1,5,7,0,2,0,3,0,0,2,2,0,4,2,3,3,0,0,0,1,0,2,2,0,0,0,1,0,1,0,3,3,3,0,3,1,1,0,1,10,4,7,0,0,0,1,0,1,2,1,3,1,1759,1,1,"London : printed for A. Millar, in the Strand, MDCCLIX. [1759].",London,388,male,1713,1776,FALSE,"new Consuls were chosen, to whom he refign'd his authority and army , and retired to Rome neglected and unemployed. The new Consuls followed the advice of Fabius, and avoided coming to action, which diftrefs'd Hannibal extremely. But the following year exhibits such a masterpiece of folly and stupidity in"
0933000100_000019,"A new Roman history, from the foundation of Rome to the end of the common-wealth. Embellished with copper-plate cuts. Designed for the Use of Young Ladies and Gentlemen.",Richard Johnson,92,0,1,2,3,2,4,0,0,1,5,2,0,0,0,3,0,0,1,0,0,0,2,4,1,1,0,0,1,1,3,1,3,0,1,0,0,2,1,2,0,4,0,7,0,3,0,2,5,4,3,1,3,0,2,0,1,2,2,1,5,1784,1,1,"London : printed for E. Newbery, the Corner of St. Paul's Church-Yard, MDCCLXXXIV. [1784].",London,151,male,1733,1793,FALSE,"that the Romans were put to flight. The consuls rallied them some time after, and came to a second engagement; bhutto their disappointment and disgrace, were again repulsed. Spartacus, having gained this victory ove the legions, soon found himself at the head of 120, 0 peasants, slaves and deserters, who,"
1285000105_000098,"A new history of the Holy Bible, from the beginning of the world, to the establishment of Christianity. With answers to most of the controverted questions, Dissertations upon the most remarkable Passages, and a Connection of Profane History all along. To which are added, Notes, explaining difficult Texts, rectifying Mis-Translations, and reconciling seeming Contradictions. The whole illustrated with proper maps. By the Reverend Thomas Stackhouse, A. M. Vicar of Beenham in Berkshire. In six volumes. ...",Thomas Stackhouse,81,1,1,1,1,1,0,1,2,1,0,3,1,0,4,1,0,2,0,4,1,0,2,2,1,0,2,0,2,2,0,2,2,1,1,2,1,0,0,1,3,1,1,2,1,7,0,0,4,5,2,0,1,0,0,0,1,2,1,0,4,1748,5,6,"Dublin : printed for Edward and John Exshaw at the Bible on Cork-Hill, M,DCC,XLVIII. [1748].",Dublin,509,male,1680,1752,FALSE,"Valerius Flaecus (whom they procured to be made Consul ) in their Interest, and Design of opposing Sylla. But Sylla, as soon as he landed in Italy , defeated Marius, and reduced him to the Necessity of laying violent Hands upon himself; and having vanquished all his other Enemies ,"
1514000103_000677,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables.",,96,0,0,2,10,1,4,1,1,1,3,1,2,1,1,0,0,0,1,3,0,1,2,1,2,0,1,0,0,1,0,0,9,0,4,1,1,1,2,1,1,2,3,2,0,1,1,0,6,3,3,0,1,0,0,0,1,2,2,2,7,1744,3,7,"Dublin : printed by and for George Faulkner, in Essex-Street, M.DCC.XLIV. [1744-1745].",Dublin,899,unknown,,,FALSE,"Romans were killed in that battle , and among them one hundred and fifty centurions, and twenty-four tribunes , the greatest number of officers that had been lost in any engagement to that day. Mithridates being cured of his wound, that he might not for the future be exposed to"
1725200300_000045,"A new geographical and historical grammar: Wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A description of the figure and motion of the Earth. II. Geographical definitions and problems, being a necessary introduction to this study. III. A general division of the globe into land and water. IV. The situation and extent of the several countries contained in each quarter of the world; their cities, chief towns, history, present state, respective forms of government, forces, revenues, taxes, revolutions, and memorable events. Together with an account of the air, soil, produce, traffic, curiosities, arms, religion, language, universities, bishopricks, manners, customs, habits, and coins, in use in the several kingdoms and states described. By Mr. Salmon. Illustrated with a set of twenty-three new maps of the several countries drawn, by the direction of Mr. Salmon, and ingraved by Mr. Jefferys, geographer to his Royal Highness the Prince of Wales.",Thomas Salmon,99,0,1,1,3,1,0,1,0,1,1,2,1,0,2,4,8,9,1,1,1,1,1,0,0,0,4,0,1,4,0,3,4,0,0,1,1,0,0,0,0,0,2,2,1,3,1,1,3,8,11,1,0,4,0,0,0,1,0,1,2,1754,1,1,"London : Printed for William Johnston, at the Golden-Ball in St. Paul's Church-Yard, MDCCLIV. [1754].",London,678,male,1679,1767,FALSE,"In their Contentions with the Senate they were frequently countenanced by same po. pular Nobleman, who served his ambitious Views by declaring in their Iavron r. Sylla, at the Head of the Senate , and' Marius, for the People , be.; gan the first considerable domel'rick Broils, wherein they proscribed"
1079600900_000134,The general history of Polybius. Translated from the Greek by Mr. Hampton. Volume the second.,Polybius,104,1,0,4,5,1,11,1,1,4,3,1,0,2,2,5,0,1,1,1,0,2,3,0,2,0,4,1,2,0,1,4,3,0,0,1,6,0,0,1,1,4,0,2,0,0,0,1,14,1,1,2,1,1,1,0,0,0,0,0,1,1772,1,1,"London : printed for T. Davies, in Russel-Street, Covent-Garden, MDCCLXXII. [1772].",London,458,unknown,205,124,FALSE,"government , anarchy rites out of the government of the multitude, and ends in absolute monarchy, i. ANDOBALIS. A prince of Spain. Breaks his alliance with the Carthaginians, and joins the Romans , 203 The motives of his conduct, 205 He again revolts from the Romans , is followed by"
0138700207_000066,"The roman history, from the building of Rome to the ruin of the Commonwealth. Illustrated with maps and other plates. Vol. Vii. By N. Hooke, Esq;",Nathaniel Hooke,100,0,0,1,9,1,4,5,1,1,4,10,0,2,0,2,0,0,0,3,1,1,4,2,5,0,0,0,1,0,1,1,1,0,1,1,0,1,2,2,3,4,0,1,0,0,0,0,6,1,5,2,1,0,1,0,2,0,1,2,4,1767,7,9,"London : printed for J. and R. Tonson; G. Hawkins; and T. Longman, MDCCLXVII. [1767].",London,440,male,1690,1763,FALSE,"of men. Foreign na.. tions lent auxiliaries to her, and Sertorius, then i. ixxii. Quxilor in C i'lpine Gaul, brought her a rein Piut. i Sertor. forcement of Gauls. The conduct of the war was committed to the Consuls L Yulius Cefar, and YR. 663- b s. Chr. P. Rutilils"
0007100102_000022,"The history of the revolutions that happened in the government of the Roman Republic. Written in French by the Abbot de Vertot, of the Royal Academy of Inscriptions, &c. The Third Edition. English'd by Mr. Ozell from the Original newly reprinted at Paris, with Amendments and Additions by the Author himself in almost every Page. ... . To which is prefixed A Translation of a Memorial sent from London by the late Earl Stanhope to the Abbot de Vertot at Paris; containing divers Questions relating to the Constitution of the Roman Senate. With the Abbot's Answer.",René-Aubert Vertot,85,1,1,4,3,0,1,0,1,1,0,1,2,3,0,0,0,1,0,1,0,0,3,2,1,1,0,1,0,1,0,6,0,2,2,1,0,0,1,1,0,1,1,2,0,2,0,0,8,4,2,0,4,2,1,0,2,3,1,2,8,1724,2,2,"Dublin : printed for George Grierson at the Two Bibles in Essex-Street, M,DCC,XXIV. [1724].",Dublin,462,male,1655,1735,FALSE,"it still began again with the same Fury. The cis alpine Gauls, the Titfcans, the Tarentines, the Latins, and even the Greeks and Africans, took Part in it. Pyrrhus, Kingof Epirus, the greatest Captain of his Age, crofied the Sea in Favour of the Tarentines. And the Carthaginians, who now"
0007100102_000058,"The history of the revolutions that happened in the government of the Roman Republic. Written in French by the Abbot de Vertot, of the Royal Academy of Inscriptions, &c. The Third Edition. English'd by Mr. Ozell from the Original newly reprinted at Paris, with Amendments and Additions by the Author himself in almost every Page. ... . To which is prefixed A Translation of a Memorial sent from London by the late Earl Stanhope to the Abbot de Vertot at Paris; containing divers Questions relating to the Constitution of the Roman Senate. With the Abbot's Answer.",René-Aubert Vertot,94,0,0,4,6,0,2,5,2,2,4,1,1,1,2,0,0,0,1,3,0,1,3,4,4,0,0,0,0,1,0,3,0,2,6,1,1,0,0,3,1,2,0,2,0,0,1,1,2,5,6,0,2,1,1,0,1,2,3,0,1,1724,2,2,"Dublin : printed for George Grierson at the Two Bibles in Essex-Street, M,DCC,XXIV. [1724].",Dublin,462,male,1655,1735,FALSE,"the Equestrian Order ; and to make that Order Amends, by letting into the Senate three hundred of'em: And by Favour of those two Laws , be en. devoured to get those of Caius Gracchus to pass, relating to the Djvifion of Lands , and the Right of Citizens in"
0091400103_000010,"General biography; or lives, critical and historical, of the most eminent persons of all ages, countries, conditions, and professions, arranged according to alphabetical order. Chiefly composed by John Aikin, M.D. and the late Rev. William Enfield, LL.D. Volume the First.",John Aikin,83,0,0,1,2,4,1,2,3,1,1,4,1,0,2,0,1,1,0,2,1,1,1,0,1,0,1,0,0,1,1,0,0,1,5,0,0,1,0,1,1,1,0,8,2,0,2,2,4,6,3,4,2,1,0,0,0,1,3,1,1,1799,3,10,"London : printed for G. G. and J. Robinson, Pater-Noster-Row; G. Kearsley, Fleet-Street; R. H. Evans (successor to Mr. Edwards), Pall-Mall; and J. Wright, Opposite Bond-Street, Piccadilly. - Also at Edinburgh for Bell and Bradfute, 1799-[1815].",London,673,male,1747,1822,FALSE,"emperor himself, and carried him off at Sirmium in Pannonia, in the spring of 270, after a glorious reign of two years and one month. His last cares were occupied in promoting the welfare of the empire , by the recommendation of Aurelian, as his successor. Crispus, the elder brother"
0227500116_000130,"The Roman history from the foundation of Rome to the Battle of Actium : ... By Mr Rollin, ... Translated from the French. In sixteen volumes. ...",Jean-Baptiste Louis Crévier,86,1,1,0,3,1,4,0,3,4,2,6,0,0,3,3,0,0,0,1,1,0,1,0,3,0,1,0,0,0,1,4,1,2,2,0,3,1,2,0,1,2,1,3,0,2,4,1,1,4,4,1,4,0,0,1,0,0,1,0,2,1754,16,16,"London : printed for J. and P. Knapton, 1754.",London,417,male,1693,1765,FALSE,"advancing. He seizes Rome , o. He prevents it from being plundered, reforms the government , raises the authority of the Senate , and reduces that of the people , 13 He causes Marius, Sulpicius, and ten other Senators to be declared enemies of the public,;. His moderation. He suffers"
0487500400_000091,"The history of the decline and fall of the Roman empire. By Edward Gibbon, Esq; Volume the first.",Edward Gibbon,77,1,0,1,0,2,1,1,2,0,3,1,1,2,4,1,2,2,1,2,1,1,1,0,1,0,1,0,1,2,1,5,0,1,0,0,0,0,0,1,1,2,1,3,0,1,1,0,1,4,14,1,1,1,0,1,0,0,1,0,1,1777,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXVII. [1777].",London,725,male,1737,1794,TRUE,"the augurtan History, p. 159, exiflimant; inermes armato refiltcie appro tor preserving this curious example of the old baverunt. Aurtius ii'ior. discipline of the commonwealth. 1 Even the servants of the house, the r his spirited speech, tranfated from the scribes, c. were excluded, and their office Augulan historian, p"
0002700104_000087,"A general history of the world, from the creation to the present time. Including All the Empires, Kingdoms, and States; their Revolutions, Forms of Government, Laws, Religions, Customs and Manners; the Progress of their Learning, Arts, Sciences, Commerce and Trade; Together with Their Chronology, Antiquities, Public Buildings, and Curiosities of Nature and Art. By William Guthrie, Esq; John Gray, Esq; and others eminent in this branch of literature. Volume I.","Gray, John",86,0,0,2,4,3,1,1,1,2,1,4,1,1,0,1,0,0,1,2,2,2,0,0,4,1,0,0,3,3,0,1,0,1,1,1,1,1,1,0,0,3,0,8,0,1,1,1,3,5,4,2,2,0,0,0,0,5,2,1,1,1764,4,12,"London : printed for J. Newbery, R. Baldwin, S. Crowder, J. Coote, R. Withy, J. Wilkie, J. Wilson and J. Fell, W. Nicoll, B. Collins, and R. Raikes, MDCCLXIV. [1764].",London,585,male,1724,1811,FALSE,"sent an embassy into Samniun, to complain of a con duc so contrary to the faith of treaties; and even offered to refer their differences to the arbitration of the common ""LIV 1 VIII. C, 2i. L 4 friens friends and allies of both nations. The Sannites haughtily replied, that"
0125800600_000075,"A new geographical and historical grammar; containing the true astronomical and geographical knowledge of the terraqueous globe: and also the modern state of the several kingdoms of the world; under these four heads: I. The Astronomy of the Solar System, and particularly of the Earth. I. [sic] Universal geography, shewing the divers circumstances relating to the earth, water, and atmosphere. III. Geographical elements, exemplified in definitions, problems, theorems, and paradoxes. IV. Particular geography, concerning the natural and political parts of Europe, Asia, Africa, and America; wherein the climate, productions, and people; the customs, policy, manufactures, and traffic; the religion, strength, history, and other particulars, of all nations, are treated of, in a manner tending to render the study of geography entertaining and instructive. Illustrated with twenty-five maps and plates elegantly executed. By Mr. Salmon. The twelfth edition, with great amendments and improvements by Mr. Robertson.",Thomas Salmon,106,0,1,0,4,2,2,1,0,4,2,3,0,0,0,7,0,2,2,1,0,1,2,0,0,0,1,0,0,2,0,2,4,0,3,3,1,0,0,0,0,0,5,2,1,2,1,1,10,9,12,1,0,1,0,0,0,0,2,1,8,1772,1,1,"London : printed for C. Bathurst; W. Strahan; J. and F. Rivington; W. Johnston; J. Hinton; K, Hawes, W. Clarke, and R. Collins; T. Davies; S. Crowder; T. Longman; T. Caslon; B. Law; T. Lowndes; J. and T. Pote; L. Stuart; W. Nicoll; G. Robinson; T. Cadell; and R. Baldwin, MDCCLXXII. [1772].",London,733,male,1679,1767,FALSE,"tolk no leils han fifty cities from the Ca, - aii.; s in ici., and and afterwards drove them out of the islands of Sardinia and Corsica T hen they carried the war into Africa, but were defeated there by the united forces of the Lacedaemonians and Carthaginians, fifteen theu"
1760300200_000007,A description of a set of prints of Roman history contained in a set of easy lessons. By Mrs. Trimmer.,Sarah Trimmer,85,0,0,1,4,0,1,0,2,4,2,2,1,2,2,2,0,0,0,1,0,0,0,1,1,1,0,0,1,1,3,1,1,0,0,1,0,0,1,5,2,2,1,4,0,1,1,0,9,8,4,0,4,1,1,0,0,2,2,1,1,1789,1,1,"London : printed and sold by J. Marshall and Co. No.17, Queen-Street, Cheapside, and No.4, Aldermary Church-Yard, in Bow-Lnnc [sic], 1789.",London,242,female,1741,1810,FALSE,"her, and wiped away the tears that flowed from her eyes, and snatching up a knife, he plunged it into her bosom, crying out, "" My dearest lost child! thus, thus alone can I preserve thy honour arid thy freedom !"" Then cursing the tyrant Appius, he mounted his horse,"
1384800112_000232,"An universal history, from the earliest account of time to the present. Compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables. In twenty volumes. Vol. I.",,85,0,1,1,6,0,4,1,1,5,1,5,1,4,1,2,0,0,2,1,1,1,3,2,2,0,0,0,2,1,0,1,0,0,5,1,1,2,0,1,0,0,0,3,0,0,1,1,4,4,1,0,1,0,0,0,0,4,3,2,2,1745,12,20,"Dublin : printed for R. Owen, S. Hyde, G. Risk, J. Leathley, G. and A. Ewing, W. Smith, J. Smith, P. Crampton, G. Faulkner, A. Bradley, T. Moore, E. Exshaw, C. Wynne, C. Connor, O. Nelson, P. Wilson, W. Powell, J. Kelly, T. Butler, and W. Brien, booksellers, M DCC XLV. [1745].",Dublin,678,unknown,,,FALSE,"osso black an attempt; but the money of the usurers flopped the mouths both of the acculers and witnesses; so that this notorious and scandalous iniquity eleaped unpuniihed. However, thep tribune M. Plautius Sylvanus, to put a sop to the licentibufne~s of the people , made a law , whereby"
0320900400_000116,"A summary of geography and history, both ancient and modern; containing, An Account of the Political State, and Principal Revolutions of the most Illustrious Nations in Ancient and Modern Times; their Manners and Customs; the Local Situation of Cities; especially of such as have been distinguished by Memorable Events: With an abridgement of the fabulous history or mythology of the Greeks. To which is prefixed, An Historical Account of the Progress and Improvements of Astronomy and Geography, from the earliest Periods to the Time of Sir Isaac Newton: Also, a brief Account of the Principles of the newtonian philosophy, occasionally compared with the Opinions of the Ancients, concerning the General and Particular Properties of Matter; the Air, Heat and Cold Light, and its Effects; the Laws of Motion; the Planetary System, &c. - With a Short Description of the Component Parts of the Tereaqueous Globe, according to the Notions of the Ancients, and the more accurate Discoveries of Modern Chemists. Designed chiefly to connect the Study of Classical Learning with that of General Knowledge. By Alexander Adam, LL. D. Rector of the high school of Edinburgh. The second edition, corrected, To which is added, a geographical index, containing the Latin names of the principal countries, cities, Rivers, and Mountains mentioned in the Greek and Roman Classics; With the Modern Names subjoined. Illustrated with maps.",Alexander Adam,99,0,0,2,2,1,0,0,2,2,3,4,1,0,3,6,0,0,0,2,0,0,2,3,2,0,2,0,0,2,1,3,4,1,3,0,0,2,3,2,2,1,1,2,1,4,0,3,4,3,0,5,0,4,1,0,0,1,1,1,7,1797,1,1,"London : printed for A. Strahan and T. Cadell jun. and W. Davies (successors to Mr. Cadell) in the Strand; and W. Creech, at Edinburgh, 1797.",London,884,male,1741,1809,FALSE,"Agrarian law , the property of individuals in land to 500 acres, were both cut off by the nobles; Tiberius, by Scipio Nafica, a. u. 621 and Caius, by Opimius the consul , 632, who cruelly massacred a great many of the people . Some years after, in the war"
1444500101_000087,"The Roman history from the foundation of the city of Rome, to the destruction of the Western Empire. By Dr. Goldsmith.",Oliver Goldsmith,86,1,1,0,2,0,1,3,2,4,2,3,1,2,3,1,0,0,2,5,1,1,1,0,3,0,0,0,0,3,1,0,1,0,2,0,3,1,2,2,3,1,1,1,0,1,2,5,2,5,3,1,1,1,0,0,0,0,1,2,2,1793,1,2,"London : printed for Leigh and Sotheby, B. Law, G.G.J. and J. Robinson, T. Cadell, J. Murray, J. and C. Rivington, W. Richardson, T. Egerton, W. Goldsmith, and J. Scatchard, M DCC XCIII. [1793].",London,514,male,1728,1774,TRUE,"at home. Cneius Pomnpeius commanded an army near Rome a but his a~tions were so equivocal, that neither fide could rely upon him, whom they both equally feared. They sent to mvletellus, then lying with a body of troops among the Samnnites; but his soldiers , inficad of granting them"
1226200600_000041,"A new Roman history, by question and answer. In a method much more comprehensive than any of the kind extant. Extracted from ancient authors, and the most celebrated among the modern. And Interspers'd with such Customs as serve to Illustrate the History. With a complete index. Designed principally for schools. By the author of the History of England by question and answer. The third edition corrected. And adorned, with sixteen copper-plates representing the most memorable Occurrences.",John Lockman,85,0,1,1,2,0,3,0,1,4,1,3,0,2,0,4,0,0,0,2,1,1,3,1,4,0,0,1,0,1,1,1,3,1,0,0,1,1,3,1,1,1,0,1,2,1,1,1,11,4,1,2,2,0,2,1,0,2,0,1,3,1749,1,1,"London : printed for T. Astley , in Cornhill ; and sold by R. Baldwin, Jun. in Pater-Noster-Row, MDCCXLIX. [1749].",London,393,male,1698,1771,FALSE,"ground, and likewise defeated Afdrubal. The Romans were also successful in Sicily and Sardinia, in the latter of which Islands a Battle being sought, 12000 Carthaginia; J w ere slain, and many taken Prisoners, among whom were fdrzba/l, Hanno, and * Ilago, all Persons of the greatest Distinction. With regard"
0719200500_000025,"A new Roman history, from the foundation of Rome to the end of the Common-Wealth. Embellished with copper-plate cuts. Designed for the use of young ladies and gentlemen.",Richard Johnson,90,0,0,3,7,1,2,2,0,2,1,1,0,1,1,0,0,1,0,3,0,2,2,0,4,1,2,0,1,2,0,1,1,0,0,2,1,2,1,3,1,2,0,4,1,1,0,0,2,8,7,3,1,0,0,0,0,2,2,1,5,1770,1,1,"London : printed for F. Newbery, at No. 20, the Corner of St. Paul's Church-Yard, MDCCLXX. [1770].",London,148,male,1733,1793,FALSE,"Romans , and took 13, 0 prisoners. The person , who killed Crassus, cut off his head and his right hand , and carried them to the Parthian king , who ordered melted gold to be poured down his throat, upbraiding him with there words: Glut thyself now with that"
1404200105_000099,"A new history of the Holy Bible, from the beginning of the world, to the establishment of Christianity. With answers to most of the controverted questions, dissertations upon the most remarkable passages, and a connection of profane history all along. To which are added, notes, explaining difficult texts, rectifying mis-translations, and reconciling seeming contradictions the whole illustrated with proper maps, &c. By the Rev. Thomas Stackhouse, A.M. late vicar of Beenham in Berkshire.",Thomas Stackhouse,82,1,1,2,2,2,0,2,2,2,0,3,1,1,2,1,0,0,2,5,2,0,3,1,0,0,0,0,1,2,0,4,2,1,1,2,1,1,0,1,2,2,2,2,1,6,0,0,2,6,2,1,1,0,0,0,0,1,1,0,2,1796,5,6,"Glasgow : Printed by Joseph Galbraith, 1796.",Glasgow,510,male,1680,1752,FALSE,"marius was proscribed: but, when the senate ~1, ~ perceived his design, they soon passed sentence upon him,,. c. declaring him fallen from the right of a citizen, and de alut. At. prived cjf the dignity of a conifl, and in his room they e v7is 3: lecced Lucius Merula."
1514000104_000548,"An universal history, from the earliest account of time to the present: compiled from original authors; and illustrated with maps, cuts, notes, chronological, and other tables.",,81,1,3,3,2,0,1,0,0,0,3,6,1,2,0,1,0,0,0,2,2,0,1,0,1,1,3,0,1,0,2,2,1,1,4,1,0,0,0,3,0,1,1,8,1,1,1,0,2,4,5,0,1,0,1,1,0,1,4,1,0,1744,4,7,"Dublin : printed by and for George Faulkner, in Essex-Street, M.DCC.XLIV. [1744-1745].",Dublin,879,unknown,,,FALSE,"our being unfaithful to you. The senate heard this discourse with pleasure; but left to camilus tie terms of the peace which was to be made with the Falici, not as a conquered people , but as with a nation which voluntarily submitted to the dominion of the republic. He"
0860300601_000087,"The roman history from the foundation of the city of Rome, to the destruction of the western empire. By Dr. Goldsmith.",Oliver Goldsmith,96,0,0,0,8,1,1,4,2,0,5,6,1,2,1,1,0,0,1,3,1,1,5,0,4,0,0,0,0,0,1,1,1,0,1,1,0,5,1,1,2,2,1,0,0,1,1,6,2,3,4,2,4,3,0,1,1,0,0,2,2,1781,1,2,"London : printed for C. Bathurst, L. Davis, W. Owen, G. Robinson, T. Cadell, T. Evans, and Leigh and Sotheby, MDCCLXXXI. [1781].",London,516,male,1728,1774,TRUE,"their children by force . Several who sought to propitiate the tyrant's rage, were murdered by his command in his presence; many of those who had never offended him were put to death ; and, at last, even his own officers never approached him but with terror. Having in this"
0154800104_000022,"First volume of universal history, commencing with the creation, and ending 536 years before the Christian æra. In letters from a father to his son. By Francis Dobbs, Esq.",Francis Dobbs,95,1,1,2,2,0,1,1,1,2,2,7,0,0,2,1,0,0,1,1,0,2,1,2,1,0,0,0,1,2,0,1,1,0,8,1,0,0,0,4,2,4,0,4,1,2,1,3,2,7,6,2,0,2,4,0,0,0,4,1,1,1787,4,4,"London : printed for the author, by G. Kearsley, at Johnson's Head, No. 46, Fleet-Street, MDCCLXXXVII. [1787]-88.",London,251,male,1750,1811,FALSE,"Cefar, one of the consuls , procured a law , by which all the Italian nations were to enjoy what they contended for; which being promulgated, many states immediately abandoned the confederacy. The Lucanians, Samnites, Marci, Picentes, and several others, however persevered, from the prospect of destroying their ancient enemy"
1756600101_000065,"The Roman history from the foundation of the city of Rome, to the destruction of the western empire. By Dr. Goldsmith.",Oliver Goldsmith,90,0,2,2,4,0,3,1,1,6,2,2,1,2,0,0,0,1,0,3,1,1,1,4,3,1,1,0,1,0,0,1,0,0,0,1,1,2,2,1,0,4,1,2,0,1,0,1,3,12,8,2,1,0,0,0,0,1,2,1,0,1786,1,2,"London : printed for C. Bathurst, L. Davis, W. Owen, G. Robinson, T. Cadell, and Leigh and Sotheby, 1786.",London,510,male,1728,1774,FALSE,"thank thee, a Lentulus (cried the dying consul ) for ever C maintain thy virtue, and may, the gods re"" "" thy piety; but as for me, all is C over, my part is chosen do not, therefore, CC by attempting to persuade a desperate man, "" lose the only"
