PassageID,Title,Author,Total termFreq,termFreq(answer),termFreq(appear),termFreq(armi),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(church),termFreq(citi),termFreq(command),termFreq(common),termFreq(court),termFreq(crown),termFreq(death),termFreq(declar),termFreq(duke),termFreq(earl),termFreq(england),termFreq(father),termFreq(forc),termFreq(franc),termFreq(gave),termFreq(gener),termFreq(god),termFreq(grant),termFreq(hall),termFreq(hand),termFreq(head),termFreq(honour),termFreq(hous),termFreq(israel),termFreq(king),termFreq(kingdom),termFreq(know),termFreq(laid),termFreq(land),termFreq(law),termFreq(letter),termFreq(life),termFreq(matter),termFreq(mean),termFreq(offic),termFreq(order),termFreq(parliament),termFreq(peac),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(princ),termFreq(queen),termFreq(receiv),termFreq(reign),termFreq(return),termFreq(servant),termFreq(set),termFreq(taken),termFreq(thought),termFreq(took),termFreq(war),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1229600108_000154,"The history of England, from the invasion of Julius Caesar to the revolution in 1688. In eight volumes. By David Hume, Esq;",David Hume,87,1,0,2,1,1,2,0,0,1,0,1,3,4,1,7,2,5,4,4,5,1,2,0,2,0,0,2,0,0,0,9,2,0,0,0,1,1,0,0,0,0,2,3,1,1,1,0,0,2,10,0,1,1,0,0,0,0,0,1,0,1767,8,8,"London : printed for A. Millar; and sold by T. Cadell, overagainst Catherine Street, in the Strand, MDCCLXVII. [1767].",London,515,male,1711,1776,TRUE,"and France , 275 his domestic adminifiration, 276 persecutes all who differ from him, 277 the peril the queen then fell into, and how she escaped it, 278, 279 his tyrannical temper bursts out againf the duke of Norfolk, 282 causes Surry to be tried and executed, 284 obtains an"
0400400101_000642,"The history of England. From the first entrance of Julius Cæsar and the Romans, to the end of the reign of King James the first. Containing the Space of 1678 Years. With a compleat index. By Laurence Echard, A. M. Prebendary of Lincoln, and Chaplain to the Right Reverend William, Lord Bishop of that Diocese.",Laurence Echard,80,3,0,0,2,0,0,1,0,1,1,1,0,3,1,11,5,1,0,1,1,0,0,3,1,1,1,1,2,0,0,2,1,0,1,0,4,0,1,2,0,0,0,5,1,2,1,0,2,1,9,0,2,0,2,2,0,1,0,0,0,1718,1,3,"London : printed for Jacob Tonson, within Grays-Inn Gate next Grays-Inn Lane, MDCCVII. [1718].",London,1019,male,1670,1730,FALSE,"Earl of Oxford gained the greatest Honour . This was not long after succeeded by the Execution of Doctor John Story, who though' he pretented to be a Foreigner, was conviced and suffered for High treafon. But in the Beginning of the next Year, was tried a more considerable Man,"
1017000400_000063,"A new geographical grammar: containing a comprehensive system of modern geography, after a new and compendious method. ... To which is added an appendix, ... By Charles Vyse, ...","Vyse, Charles",85,0,0,5,1,0,1,1,1,2,3,1,0,2,4,1,3,5,0,3,1,1,1,0,1,0,1,2,0,5,0,7,0,1,1,0,0,0,0,0,1,1,0,11,2,2,1,1,0,2,0,0,3,0,0,1,1,0,2,3,0,1800,1,1,"London : printed for G. G. and J. Robinson, by R. Noble, 1800.",London,596,male,1770,1815,FALSE,"his assistance, and encouraged the Dutch to sup part the elect(; r. 'his monarch would have made a much better figure in a college than on a rllone, for his chief delight was the lfudy of divinity, on which fubjcdt he wrote several pieces. S. Were there no conspiracics formed"
0015701100_000143,"The history of England; or, memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the First. By Sir Bulstrode Whitlocke, Lord Commissioner of the Great Seal, &c. Publish'd from his original manuscript, by William Penn, Esq; Governour of Pensylvania. To which is prefix'd, the author's life. And a preface, by James Welwood, M.D.","Whitlocke, Bulstrode",91,4,0,1,1,1,2,1,0,1,0,0,0,2,1,6,3,4,0,2,2,1,0,0,1,0,0,0,0,1,0,4,2,0,0,0,0,1,0,1,0,0,1,1,2,0,2,1,1,2,29,0,0,1,1,2,2,0,2,2,0,1713,1,1,"London : printed for E. Curll at the Dial and Bible; and J. Pemberton at the Buck and Sun, both against St. Dunstan's Church in Fleetstreet, 1713.",London,397,male,1605,1675,FALSE,"by sound of Trumpet before the seaport of Calais, demand it for Queen Elzaheth; then her Ambassador in France did also demand it of the King , who referred the Matter to his Council; where the Chancellor in a set Speech persuaded Peace between the two Kingdoms , aggravates the"
0251700501_000243,"The ecclesiastical history of England, to the eighteenth century. In two volumes. By Ferdo. Warner. ...",Ferdinando Warner,82,2,1,1,0,2,0,4,0,2,1,2,3,1,1,0,2,2,0,2,0,1,3,1,3,0,2,0,1,0,0,15,2,0,0,2,1,0,0,1,1,0,2,0,0,3,2,0,1,2,0,3,1,1,0,1,0,1,3,3,0,1756,1,2,"London : printed in the year, 1756-57.",London,697,male,1703,1768,FALSE,"the three fucceding reigns . However they had not so long a time to wait for an intfance of what they were to expec. For the see of York being vacant by the death of GEOFRY, his holiness wrote to the dean and chapter, to choose such a person as"
0914800100_000028,"A new history of England. From the earliest period to the present time. On a Plan recommended by The Earl of Chesterfield. Embellished with copper plates, elegantly engraved from the designs of Mr. Wale. By the Reverend Mr. Cooper.",Richard Johnson,87,0,1,0,0,0,1,2,4,1,0,0,4,3,1,5,4,6,1,1,4,2,1,0,0,0,0,2,1,0,0,7,2,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,5,6,0,4,0,0,1,2,0,5,4,1,1791,1,1,"London : printed for E. Newbery, the Corner of St. Paul's Church-Yard, 1791.",London,187,male,1733,1793,FALSE,"February 6, 1664; Charles, born July 4, 1665; Edgar, born September 14, 1667; Henrietta, born January 13, 1669; and Catharine, born February 9, 1670; of whom Charles, James, Charles, and Henrietta died in her ife time, and Edgar and Catharine did lot fiurvive her a year; but Mary and Anne"
1153100204_000087,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith. In four volumes. ...",Oliver Goldsmith,84,2,1,3,1,0,2,0,0,1,1,3,1,5,2,2,3,2,1,0,2,0,2,0,1,0,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,1,5,3,2,1,1,0,1,6,4,5,0,2,0,1,8,0,0,2,0,1789,4,4,"Dublin : printed for Messrs. W. Sleater, H. Chamberlaine, J. Potts, W. Colles, R. Moncrieffe, T. Walker, W. Wilson, J. Exshaw, and L. White, M,DCC,LXXXIX. [1789].",Dublin,299,male,1728,1774,TRUE,"lion formed itgainl him in Scotland, 1t44 causes fir William William Wy ndham, and many others to be taken into custody, i8 r rejets the addrrfs presented to him in favour of the rebels, 152; exercises great rigour towards the rebels, ibis misled by his parliament , 155; resolves to"
0183500200_000039,"The history of the town and port of Faversham, in the county of Kent. By Edward Jacob, Esq. F.S.A. Illustrated with copper plates.",Edward Jacob,94,0,0,1,1,0,1,0,4,1,0,2,0,0,0,1,5,0,0,1,2,0,1,1,2,1,1,2,1,3,0,21,1,2,0,1,0,2,1,0,2,0,5,0,1,3,4,2,1,6,4,1,0,1,1,0,2,1,1,0,0,1774,1,1,"London : printed for the author, by J. March; and sold by B. White, In Fleet-Street; L. Hawes, and Co. In Pater-Noster-Row; S. Patterson, In Essex-Street; and by S. Doorne, in Faversham, M.DCC.LXXIV. [1774].",London,255,male,1709,1788,FALSE,"the birth of king Charles II The first, perhaps an unie, [placed at the head of this appendix] is now in the valuable cabinet of Thomas Knight, esquire, of Godmerfham; the other in that of my most worthy friend Mr. John White, merchant, of London. Both of them were procured,"
0246100102_000072,"A new and authentic history of England: from the remotest period of intelligence to the close of the year 1767: Containing A particular and circumstantial Account of Every interesting Occurrence, and memorable Character relative to the Annals of Great Britain, both at Home and Abroad; Particularly, Its Origin; the Progress of its Empire; Laws; civil and religious Establishments; its various Operations naval and military; Anecdotes of the Transactions of the most celebrated Personages who have distinguished themselves in a political, ecclesiastical, or military Capacity: Interspersed with such Remarks as may be found necessary to elucidate any obscure Point, solve any Difficulty, and set any contested Circumstance in the clearest Light. By the Hon. Hugh Clarendon, of Windsor, Esq;","Clarendon, Hugh",86,1,2,1,1,0,2,2,0,0,8,2,0,2,2,4,2,0,1,1,3,0,0,1,1,0,0,0,0,9,0,10,2,0,1,2,2,0,1,1,1,0,3,4,2,1,0,0,1,3,0,2,0,1,0,0,1,0,1,2,0,1770,2,2,"London : printed for J. Cooke, at Shakespear's Head in Pater-Noster Row, and sold by all Booksellers in Great Britain and Ireland, [1770?].",London,609,unknown,,,FALSE,"to Charles, towards defraying the expense of the war . The restoration of peace drew from the parliament , a form of thanks to the king ; but they frill continued to examine grievances. They requested the king to disband his land forces ; they named a committee to examine"
1131300103_000092,"The history of the life and times of Cardinal Wolsey, prime minister to King Henry Viii. I. Of his Birth, and the various Steps he took to attain Preferment, connected with Affairs, both Foreign and Domestick, from the Death of Edward IV. to the End of the Reign of Henry Vii. II. Of his Conduct and Management while Prime Minister, commencing with the Reign of Henry Viii. and continued by way of Annals to his Disgrace and Death, including the general Transactions of Europe. III. Memoirs of the Emperor Charles V. Henry Viii. and Francis I. from the Demise of the Cardinal, to their respective Deaths. IV. The Secret History of the Cardinal, by George Cavendish, Esq; his Gentleman-Usher, written in the Reign of Philip and Mary. In which are interspersed The Lives and memorable Actions of the most eminent Persons: And the whole illustrated with Political and Moral Reflections. Collected from Antient Records, Manuscripts, and Historians. Adorn'd with cuts, and a compleat index. By Joseph Grove, Gent.","Grove, Joseph",75,0,1,4,0,0,0,1,0,0,1,1,1,1,0,8,1,0,0,2,1,1,0,1,1,1,0,3,0,0,0,6,3,0,1,1,1,4,2,1,1,0,4,1,2,1,0,0,0,2,4,0,0,1,0,1,3,2,2,3,0,1748,3,4,"London : printed for J. Wood, at the Royal-Exchange, MDCCXLVIII. [1748].",London,478,male,,,FALSE,"be particularly careful, that they did ""' not, from any Motive of vainglory, or in pursuit ""of ay private Quarrels or Animosities, susser  theml'ves to be diverted from the Opportuni "" ties of improving themselves in TRUE and useful C Erudition."" Doctor Powell of Oxford, this Year, became the"
0922300600_000137,"A new geographical and historical grammar: wherein the geographical part is truly modern; and the present state of the several kingdoms of the world is so interspersed, as to render the study of geography both entertaining and instructive. Containing, I. A Description of the Figure and Motion of the Earth. II. Geographical Definitions and Problems, being a necessary Introduction to this Study. III. A general Division of the Globe into Land and Water. IV. The Situation and Extent of the several Countries contained in each Quarter of the World; their Cities, Chief Towns, History, Present State, respective Forms of Government, Forces, Revenues, Taxes, Revolutions, and memorable Events. Together With An Account of the Air, Soil, Produce, Traffic, Curiosities, Arms, Religion, Language, Universities, Bishoprics, Manners, Customs, Habits, and Coins, in Use in the several Kingdoms and States described. By Mr. Salmon. Illustrated with a set of twenty-two new maps of the Several Countries drawn by the Direction of Mr. Salmon, and ingraved from the Copies of Mr. Jefferys, Geographer to his Royal Highness the Prince of Wales.",Thomas Salmon,81,0,0,2,0,0,0,1,0,2,1,2,0,1,1,6,5,3,0,4,1,2,4,0,0,0,0,0,0,2,0,4,1,0,2,4,2,2,0,0,0,2,4,1,0,0,1,0,0,1,2,0,0,2,1,1,1,1,2,10,0,1752,1,1,"Dublin : printed for P. Wilson, J. Exshaw, J. Esdall, R. James, S. Price and M. Williamson, MDCCLII. [1752].",Dublin,596,male,1679,1767,FALSE,"chief Command of the Confederate Army there; or we fllould only hlrnifh our Quota of Troops, and leave the Dutch to defend their Country at Home, while England carried on the War by Sea, and in the Spanish w'efi lndies, and harrafs the Coaffs of France and aoin by frequent"
0940401300_000006,"Britannia triumphant; or, An Account of the Sea-Fights and Victories of the English nation, from the earliest times down to the conclusion of the late war, under the following noted Commanders, viz. Earl of Cumberland Sir Francis Drake, Sir Walder Raleigh, Prince Rupert, Duke of Albemarle, Duke of York, Commodore Howe, Admiral Osborn, Commodore Keppel, Lord Anson Admiral Cornish, Sir Edward Howke, Admiral Pococke, Sir George Rooke, Admiral Boscawen, General Draper, Commodore Moore, General Wolfe. To which is prefixed, a large introduction, Containing the History of Navigation, from the earliest Accounts to the present Time, with the Lives of the most noted Admirals. By a society of naval gentlemen. Adorned with the heads of the admirals.",Society of naval gentlemen,90,0,0,2,1,0,0,0,0,4,1,1,2,1,0,12,9,4,0,1,4,2,0,0,0,0,0,0,0,1,0,10,2,0,1,3,0,1,0,1,1,1,1,1,0,0,0,0,0,1,5,2,3,4,0,0,2,0,3,3,0,1767,1,1,"London : printed for R. James in Pater-Noster-Row, MDCCLXVII. [1767].",London,282,unknown,,,FALSE,"comforted himself with the glory and advantages he had procured for Old England . In this reign trade was very low, the chief concern being to raise money for conquests, which must have been fatal to England ; but Henry VI not a year old, was proclaimed king ; and"
0974300103_000187,"The continuation of Mr. Rapin's History of England; from the revolution to the present times. By N. Tindal, M. A. Rector of Alverstoke, in Hampshire, and Chaplain of the Royal Hospital at Greenwich. Illustrated with Maps, Genealogical Tables, and the Heads and Monuments of the Kings.",Paul de Rapin,76,0,0,1,0,0,1,1,0,1,0,0,5,3,1,2,5,0,1,2,0,2,2,1,0,0,1,0,2,0,0,9,2,0,0,2,2,1,1,0,0,2,1,4,1,1,1,0,0,2,7,0,1,1,0,1,2,1,1,2,0,1758,3,7,"London : printed, by assignment from Mr. Knapton, for T. Osborne, J. Hodges, J. Robinson, H. Woodfall, W. Strahan, J. Rivington, J. Ward, R. Baldwin, W. Owen, W. Johnston, J. Richardson, P. Davey and B. Law, G. Keith, T. Longman, T. Field, T. Caslon, S. Crowder, H. Woodgate, M. Cooper, and C. Ward, MDCCLVIII. [1758].",London,626,male,1661,1725,TRUE,"on board four regiments of foot, that were to be part of the land forces , to be commanded by the duke of Ormdnd, who, on the first of June, arrived at Portsmouth, accompanied by Sir Henry Bellafis, who was to serve under him, and by admiral Churchill; and, the"
0971100108_000155,"The history of England, from the invasion of Julius Cæsar to the revolution in 1688. In eight volumes. By David Hume, Esq; ... . A new edition, corrected to which is added, a complete index.",David Hume,92,0,0,4,1,0,2,0,1,1,0,1,2,6,1,3,4,2,2,1,15,1,0,0,0,0,0,1,0,0,0,9,0,0,0,1,1,0,0,0,0,0,2,3,2,2,3,1,1,4,1,2,3,1,0,0,2,0,1,5,0,1769,8,8,"Dublin : printed for James Williams, at No. 5. Skinner-Row, M,DCC,LXIX. [1769].",Dublin,526,male,1711,1776,TRUE,"Audley, 392 its progress to London, 393, 394 where it is difcomfitted upon Blackheath, and the leaders punished with death , 395, 396 a Scots invasion, ib. truce with Scotland, 397 Perkin, the impofor, invades Cornwall with his English followers, 399 where he is favoured by an infur. retion, ib."
0620300600_000087,"Memorials of the English affairs, from the suppos'd expedition of Brute to this island, to the end of the reign of King James the first. By Sir Bulstrode Whitlocke, Lord Commissioner of the Great Seal, &c. Publish'd from his original manuscript, with some account of his life and writings by William Penn, Esq; Governour of Pensylvania. And a preface by James Welwood. M.D.","Whitlocke, Bulstrode",125,0,0,10,1,0,2,0,2,1,2,0,4,2,1,15,17,1,6,1,0,0,0,0,0,0,0,3,1,0,0,20,0,0,0,3,1,1,1,1,0,0,0,2,1,1,1,0,2,2,10,0,0,1,0,2,5,1,0,1,0,1709,1,1,"London : printed for E. Sanger at the Post-House at the Middle Temple-Gate, E. Curll at the Peacock without Temple-Bar, and J. Pemberton at the Golden-Buck against St. Dunstan's-Church, Fleet-Street, 1709.",London,388,male,1605,1675,FALSE,"Warwick; who iafely returned to Calais. The King calls his Parliament : Where the Lords of the Tork Party were attainted of Treason; and Care taken to Guard the Coasts and Cirqlue ports, and to hinder their Landing . But they had Intelligence of what was done in the King's"
1663500104_000087,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith. The second edition. In four volumes.",Oliver Goldsmith,85,2,1,4,1,0,2,1,0,1,2,3,1,6,2,2,3,2,1,0,2,0,2,0,1,0,0,1,1,3,0,2,0,0,0,0,0,1,0,0,0,1,5,2,1,1,0,0,0,6,5,4,0,2,0,1,7,0,0,3,0,1774,4,4,"Dublin : printed for A. Leathley, J. Exshaw, W. Wilson H. Saunders, W. Sleater, D. Chamberlaine, J. Hoey, Jun. J. Potts, J. Williams, J. Mitchell, J.A. Husband, W. Colles, T. Walker, R. Moncrieffe, and D. Hay, M.DCC.LXXIV. [1774].",Dublin,300,male,1728,1774,TRUE,"the regent of France , ib. -- orders count Gyllenburg to be seized, ib. obtains a supply to enable him to secure his Hanoverian dominions, ib. enters into a war with Spain, i 7 approves the conduct of sir George Byng, 1 58 concludes a peace , i59 returns from"
0418900302_000035,"An history of England, in a series of letters from a nobleman to his son. ...",Oliver Goldsmith,86,0,0,2,0,2,1,0,0,4,0,3,4,2,0,7,2,3,0,3,6,1,3,0,1,0,1,0,0,2,0,2,1,0,0,0,1,0,0,0,1,1,3,0,3,2,1,6,3,3,2,1,0,0,0,1,1,1,0,6,0,1776,2,2,"London : printed for T. Carnan and F. Newbery, Jun. at Number 65, in St. Paul's Church Yard, MDCCLXXVI. [1776].",London,287,male,1728,1774,TRUE,"name plenipotentiarics, and to receive those of France . The treaty began at Utrecht; but as all the powers concerned in this conference, except France and England , were averse to every accommodation, their disputes served rather to retard than accelerate a pacification. The English ministry, however, had foreseen and"
0897100200_000454,"The new, impartial and complete history of England; from the very earliest period of authentic information, And most Genuine Records of Historical Evidence, to the end of the present year. Containing A Copious, Full, Accurate, Clear, Candid, Comprehensive, Impartial, Universal and Circumstantial History of Every Memorable Transaction, Interesting Event, Remarkable Occurrence, recorded in the Whole Annals of Great-Britain. With A Copious Account and circumstantial Detail of the Origin, Constitution, and Present State of this Kingdom, and of our various Conquests, Acquisitions, and Revolutions, in various Parts, at Home and Abroad. Also a Complete View of the Constitution, and political Establishments of Britain, its Laws, Institutions, Parliaments, Charters, Commerce, Arts, Sciences, Inventions, Civil, Ecclesiastical, Military and Naval Transactions, &c. Together with an Accurate Faithful Chronological Account of all The Kings and Sovereign Queens who have swayed the British Scepter, and other Illustrious Personages, who have rendered themselves conspicuous either by their Valour, their Patriotism, their Virtue, their Vice, or their Learning. The Whole Including every particular Circumstance worthy of Notice in the Annals of the British Empire, which can be supposed to come under the following Heads: War on Peace, Battles, Sieges, Blockades, Bombardments, Invasions, Usurpations, Revolutions, Rebellions, Sea-Fights, Expedititions, Insurrections, Attacks, Repulses, Ravages, Inroads, Reprisals, Crusades, Settlements, Devastations, Conquests, Defeats, Alliances, Negociations, Treaties, Surrenders, Conspiracies, Associations, Conventions, Plots, Massacres, Assassinations, Executions, Storms, Tempests, Shipwrecks, Famines, Dearths, Plagues, Mortalities, Inundations, Fires, Hurricanes, Earthquakes, Institutions, Parliaments, Laws, Charters, Coronations, Discoveries, Colonies, Inventions, Arts, Sciences, Commerce, Literature, Civil, Ecclesiastical, and Military Government, &c. &c. Comprehending A Genuine Description of the Manners and Customs of the Times, And the State of the Nation during the Space of near Two Thousand Years. In which The Noble Structure of the British Constitution is traced from its original Foundation; and the Sources of all the great Events and Changes in these Kingdoms accounted for with the strictest Impartiality. Interspersed With valuable Reflections and Remarks, elucidating obscure Facts, rectifying former Difficulties, correcting the Errors of other Writers, and setting contested Circumstances in the clearest Light, by the most genuine historical Evidence. The Whole Tending to display the Patriotic Virtues of our Illustrious Ancestors, and to Inspire the Present Age with an Emulation of imitating their Glorious Examples. By Edward Barnard, Esq. Assisted by several gentlemen, who have made the History of this Country their Peculiar Study.","Barnard, Edward",78,1,1,3,0,1,1,0,1,4,1,0,5,0,0,6,2,0,1,1,2,1,2,0,5,0,4,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,2,3,1,2,2,1,1,3,7,0,0,0,0,0,1,0,3,2,0,1790,1,1,"London : printed for Alex. Hogg, at the King's Arms (no. 16,) Pater-Noster Row, and sold by all other booksellers, Newscarriers, or Postmen, in Every Part of England, Scotland, and Ireland, [1790?].",London,836,unknown,,,FALSE,"By her father's ex. clufon of the poterity of Margarett queen of Scotland, the right to the crown devolved to the house of Suffolk; and the lady Catharine Grey, younger ifter to the lady Jane, was now heiress of that family, This lady was feait to the Tower for marrying"
0514600104_000093,"The history of England, from the earliest times to the death of George II. By Dr. Goldsmith.",Oliver Goldsmith,89,1,0,2,1,0,0,0,0,4,3,2,3,1,5,1,2,5,0,4,4,0,3,0,1,0,0,1,1,3,0,5,1,0,0,2,1,1,0,0,0,0,3,4,2,0,4,3,1,2,0,5,0,1,0,0,1,0,0,6,0,1774,4,4,"London : printed for T. Davies, in Russel-Street; R. Baldwin, Paternoster-Row; T. Becket, T. Cadell, and T. Evans, in the Strand, MDCCLXXIV. [1774].",London,441,male,1728,1774,TRUE,"West indies, 276 takes Porto Bello, 277 demolilhes the fortifications of Carthagena harbour, 283 Figo, taken by the English, 99 Villervy, marihal, commands the French army , 1o3- some account of, ib. - deceived by Marlborough, 104 Unio between England and Scotlandj 125 substance of that treaty, 128 Utrocbt, peace"
0956500300_000439,"The history of Scotland. Containing all the historical transactions of that nation, from the year of the world 3619. to the year of Christ 1726. Impartially collected and digested into a regular method. By David Scott.","Scott, David",109,0,1,0,1,0,1,0,0,0,0,7,2,4,4,8,9,4,1,1,3,1,1,0,0,0,0,0,2,1,0,17,1,0,0,1,0,1,2,1,1,1,1,4,0,0,5,0,0,1,14,2,0,3,0,1,1,0,0,1,0,1727,1,1,"Westminster : printed by J. Cluer and A. Campbell, in King's-Street, near the Abbey, M.DCC.XXVII. [1727].",London_fWestminster,801,male,1675,1742,FALSE,"will be seen in the Historical Account of the Year I6o8. In this Parliament the Sentences were confirmed, and past into an Aft; as allb, That the sth of August Should in all Tintes coming, be kept as a Day of folenm Thanks iving, for the Deliveryj Another Aft was"
0004600103_000142,"A new history of England, from the earliest accounts of Britain, to the ratification of the Peace of Versailles, 1763. Humbly Inscribed to the Queen. By Mr. Mortimer.",Thomas Mortimer,81,0,2,0,0,0,1,1,1,0,2,1,0,2,3,0,1,2,3,0,3,0,3,1,1,0,0,0,0,2,0,12,2,3,1,0,2,2,1,0,1,2,3,2,1,2,0,2,1,4,5,0,2,0,0,0,1,1,1,0,1,1764,3,3,"London : printed for J. Wilson and J. Fell, in Paternoster-Row; and sold by Mr. Fletcher at Oxford, Messrs. Fletcher and Hodson at Cambridge, Mr. Smith at Dublin, and by all the booksellers in Great-Britain and Ireland, MDCCLXIV. [1764]-66.",London,836,male,1730,1810,FALSE,"aeonies and perplesities; and so apprehensive was She alol declared her firm resolution to carry on he of her father's displeasure, that she told the the preparations for opposing the exorbitant power lady Churchill rafterwards duchess of Marlboroughj of France , and that fie would lose no time in giv"
0011000103_000423,"The history of England. Written originally in French by M. Rapin de Thoyras. Translated into English by John Kelly of the Inner Temple, Esq; to which is added, critical and explanatory notes; also Chronological and Genealogical tables: with some particulars of the life of M. Rapin.",Thomas Lediard,97,2,0,1,0,1,4,1,0,0,1,3,5,0,1,0,2,2,0,0,0,0,0,1,2,0,0,0,0,3,0,17,3,1,2,1,8,1,0,0,1,0,0,4,1,0,3,3,1,9,5,1,0,1,0,1,2,2,1,0,0,1732,3,3,"London : printed for James Mechell, at the King's Arms, near Red Lion Street, High Holborn, MDCCXXXII. [1732].",London,891,male,1685,1743,FALSE,"crown . But before they proceeded n ae Orange Should be placed on the throne but the to this solemn offer, they caused the clerk of the of the crown .' question was, whether the Prince should be King of crown to read the following declaration of the lords Feb."
0953900700_000449,"Memorials of the English affairs: or, an historical account of what passed from the beginning of the reign of King Charles the First, to King Charles the Second his happy restauration. Containing the publick transactions, Civil and Military: together with the private consultations and secrets of the cabinet. By Mr. Whitelock. With a Compleat index.","Whitlocke, Bulstrode",84,0,0,3,1,0,4,0,0,0,1,1,1,2,3,1,0,2,0,1,1,0,4,2,0,0,2,0,1,3,0,4,3,0,0,5,3,3,2,1,0,2,3,7,1,1,0,0,1,5,0,1,0,1,0,2,3,1,0,1,1,1732,1,1,"London : printed for J. Tonson: and sold by J. and J. Knapton, R. Knaplock, A. Bettesworth and C. Hitch, G. Strahan, J. Pemberton, F. Fayram and T. Hatchet, C. Rivington, J. Batley, J. Brotherton, F. Giles, R. Williamson, J. Stagg, T. Osborne, L. Gilliver, and F. Coggan, MDCCXXXII. [1732].",London,732,male,1605,1675,FALSE,"trufied in any Office . a. That no longer the scandalous, ignorant, and malignant Clergy, may take the word of God into their Mouths, but a godly and painful Minitiry to be placed throughout the Kingdom , that for their maintenance, all Rectories may be refiored, those in the Hands"
0189900502_000039,"A new history of England, from the time that the Phoenicians first landed in this island, to the end of the reign of King George I. Taken from the best authors and manuscripts. By William Blennerhassett, Esq;","Blennerhassett, William",90,0,2,4,1,0,0,1,0,0,1,5,2,0,0,15,1,3,1,0,4,1,0,0,0,0,1,2,1,2,0,8,1,0,1,0,2,0,0,1,0,1,1,2,0,3,2,2,1,3,10,1,1,0,0,1,0,1,0,1,0,1751,2,6,"Newcastle upon Tyne : printed by John Gooding, on the Side, for the author, MDCCLI. [1751].",Newcastle upon Tyne,498,unknown,,,FALSE,"attacking their Lines. At length the engli/h, finding themselves overpowered by Numbers, began to give Ground; and the Earl was wounded in the Thigh by a Musket Ball, of which he died. He bid, when he was dying, Sir John Talbot, his Son, save himself for another Occasion: But Talbot"
0181301001_000026,"The life of Her late Majesty Queen Anne, as well before her accession to the throne as after. Together with All the Transactions of her Reign, relating either to the Proceedings of Parliament or Convocation, to Peace or War, the Union of the two Kingdoms, and such other Events as are requisite to render her History complete. Wherein her conduct during the last four years of her reign is not only vindicated, but shewn to be most beneficial and Glorious to Europe in general, and to her own Kingdoms in particular.",Thomas Salmon,73,3,0,0,1,0,1,2,0,0,4,0,1,1,0,2,3,3,0,2,3,1,1,1,1,0,1,0,0,3,0,8,0,0,1,1,0,1,3,0,1,1,2,0,0,1,0,1,2,4,4,1,2,1,1,0,1,1,0,2,0,1721,1,2,"London : printed for Charles Rivington, at the Bible and Crown in St. Paul's Church-Yard, M.DCC.XXI. [1721].",London,520,male,1679,1767,FALSE,"the Pensionary and the other minis ters, he was on the 31i of March conducted to his public audience of the States General , with Earl of great solemnity; to whom he made a speech: Maribo xvherein having condole their mutual lots, and roughs afur'd them of her Malefty's sincere"
0624200300_000038,"A new history of France, by question and answer. Compiled, from the most eminent French historians, for the instruction of the children of a noble family. With a proper preface, and introduction. By Richard Rolt: Author of the history of the late war. This work is very necessary to be read by every person who is desirous of understanding the nature of the constitution, power, and interest of France; as also of its connections with other nations, and particularly with Great Britain.",Richard Rolt,101,1,1,1,1,0,1,0,4,2,0,2,1,0,3,19,0,9,2,1,2,1,0,0,0,0,1,1,0,2,0,13,5,0,1,1,0,0,0,0,2,0,0,3,3,1,1,1,0,0,4,1,0,2,0,0,0,1,3,4,0,1754,1,1,"London : printed for W. Owen, at Homer's-Head, near Temple-Bar, MDCCLIV. [1754].",London,327,male,1724,1770,FALSE,"Charles VI continue delirious. A. He had many lucid intervals, in which he had the perfect enjoynent of his enses; and, in one of these, he declared his brother the duke of Orleans, governor of the kingdom in his absence: whereupon, he raised forces , as also did the duke"
0746900200_000005,"Modern history: or, the present state of all nations. Describing their respective situations, persons, habits, Buildings, Manners, Laws and Customs, Religion and Policy, Arts and Sciences, Trades, Manufactures and Husbandry, Plants, animals and minerals. By Mr. Salmon. Vol.XII. Concludes the Description of France, and brings down the History of that Kingdom to the present Year 1730.",Thomas Salmon,91,0,2,2,0,1,0,0,0,1,1,1,1,2,1,15,3,6,1,0,6,1,4,0,0,0,2,0,0,0,0,14,3,0,1,1,1,0,0,0,1,1,1,1,0,1,1,2,0,3,1,0,0,2,1,1,1,0,2,2,0,1730,1,1,"London : printed for Tho. Wotton, at the Three Daggers and Queen's Head against St. Dunstan's Church; J. Shuckburgh, next the Rainbow-Coffee-House at the Inner-Temple-Gate; both in Fleet-Street: and T. Osborne, jun. in Grays-Inn, MDCCXXX. [1730].",London,515,male,1679,1767,FALSE,"Empe Xror of the Turks; whereupon Philip of Artois, icount of Eu, Constable of France , the Admi An E jral, and two thousand Noblemen and Gentle againi"", men more with their Servants and Depen the Trk. jdants, making a very considerable Body, land commanded by the Count de Nevers,"
