PassageID,Title,Author,Total termFreq,termFreq(albion),termFreq(beauti),termFreq(beneath),termFreq(black),termFreq(bodi),termFreq(bright),termFreq(cloud),termFreq(couch),termFreq(dai),termFreq(dark),termFreq(death),termFreq(deep),termFreq(delight),termFreq(divin),termFreq(earth),termFreq(etern),termFreq(father),termFreq(fear),termFreq(femal),termFreq(form),termFreq(forth),termFreq(god),termFreq(gold),termFreq(green),termFreq(hand),termFreq(happi),termFreq(harrow),termFreq(head),termFreq(heard),termFreq(heart),termFreq(heaven),termFreq(holi),termFreq(human),termFreq(immort),termFreq(jerusalem),termFreq(joi),termFreq(know),termFreq(lamb),termFreq(life),termFreq(light),termFreq(littl),termFreq(loud),termFreq(love),termFreq(mild),termFreq(morn),termFreq(mother),termFreq(nation),termFreq(night),termFreq(piti),termFreq(power),termFreq(round),termFreq(satan),termFreq(sea),termFreq(self),termFreq(seven),termFreq(shadow),termFreq(silent),termFreq(sleep),termFreq(soft),termFreq(son),termFreq(song),termFreq(space),termFreq(spectr),termFreq(starri),termFreq(stood),termFreq(sun),termFreq(sweet),termFreq(tear),termFreq(terribl),termFreq(thro),termFreq(time),termFreq(trembl),termFreq(voic),termFreq(war),termFreq(weep),termFreq(wept),termFreq(world),termFreq(year),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1669000400_000007,The shipwreck. By William Falconer.,William Falconer,64,0,1,2,0,0,1,1,1,1,0,0,3,0,1,1,2,0,2,0,2,0,0,2,2,0,1,0,0,0,3,1,0,0,0,0,2,1,0,1,0,0,0,10,1,0,0,0,4,1,1,1,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,3,1,0,0,1,2,0,0,1,1,0,0,1790,1,1,"London : Printed for T. Cadell, in the Strand, MDCCXC. [1790].",London,155,male,1732,1769,FALSE,"angel face Over all her beauties fhower'd celestial grace. 635 not Helen, in her bridal charms arrayed, Waas half 10 lovely as this gentle maid. O soul of all my wishes! I replied, Canr that frost fabric fiem affiftion's tide? c~anlct Canst thou, fadir emb1lemn of exalred cruth! 640~ To"
0250400800_000002,The pleasures of hope; in two parts. With other poems. By Thomas Campbell.,Thomas Campbell,84,0,5,2,0,0,4,1,1,1,0,0,2,0,1,3,1,2,0,0,2,0,1,0,0,3,0,0,1,1,4,9,1,0,1,0,2,1,0,0,4,1,0,5,0,1,1,0,1,0,4,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,5,2,1799,1,1,"Edinburgh : printed for Mundell & Son; and for Longman & Rees, and J. Wright, London, 1799.",Edinburgh,135,male,1777,1844,FALSE,"each j ylefs morn , and search agaia The famifl'd haunts of solitary men; Whose race, unyielding as their native storm, lknows not a trace of Nature but the form ; lno Yet, at thy call, the hardy tar pursued, Pale but intrepid, but unsubdued, Fierc'd the deep woods, and,"
0454100100_000066,"Paradise lost. A poem, in twelve books. The author John Milton. From the text of Thomas Newton D.D.",John Milton,85,0,0,0,0,0,2,2,0,7,1,0,3,1,1,4,1,2,0,0,1,1,6,1,0,2,1,0,1,1,0,10,2,2,1,0,2,0,0,1,2,0,0,1,0,1,0,0,4,0,2,0,1,0,0,0,1,0,3,0,3,1,0,0,1,2,0,2,0,0,0,1,0,0,1,0,0,2,1,1758,1,1,"Birmingham : printed by John Baskerville for J. and R. Tonson in London, MDCCLVIII. [1758].",Birmingham,506,male,1608,1674,TRUE,"in the great zone of Heaven . 560 Thus Adam made request; and Raphael After short pause assenting, thus began. High matter thou injoin'ft me', 0 prime of men, Sad talk and hard; for how hall I relate To human sense th'invifible exploits 465 Of warring Spirits? how without remorse"
0918700104_000032,A collection of poems in six volumes. By several hands.,Robert Dodsley,60,1,1,1,0,0,3,4,0,3,0,1,1,0,0,2,2,0,1,0,1,0,0,1,1,0,1,0,1,1,0,3,0,0,1,0,2,0,0,1,3,0,1,2,1,3,0,0,1,0,2,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,2,1775,4,6,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXV. [1775].",London,363,male,1703,1764,TRUE,"fov'reign over transmuted ill; For faith, that panting for a happier seat, Counts death kind Nature's signal of retreat: These goods for man the laws of heaven ordain, These goods he grants, who grants the power to gain; With these celelsial Wisdom calms the mind, And makes the happiness she"
0039900302_000093,"A new work, in three volumes: containing, I. The Psalms, paraphrased according to the New Testament. II. A select collection of spiritual songs. III. Essays on various subjects, viz. The being of God-the eternal generation of the Son of God-the sin against the holy ghost-the assurance of faith-the assurance of faith vindicated-the Lord's supper-prayer. By John Barclay, A.M. Minister of the Berean Assembly in Edinburgh.","Barclay, John",76,0,2,3,0,0,0,5,0,2,1,1,2,1,1,2,1,0,2,0,0,0,5,0,0,0,0,0,1,0,0,4,2,0,0,0,4,0,0,3,3,1,0,3,1,1,1,2,1,0,0,2,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,3,1,2,0,2,0,1776,2,3,"Edinburgh : printed by James Donaldson for the author: sold by A. Donaldson at his shop, (No. 48.), St. Paul's Church-yard, London, and at Edinburgh; also by the author, M.DCC.LXXVI. [1776].",Edinburgh,483,male,1734,1798,FALSE,"to the King,  (The lofty hierarchies sing), His glad creation evermore, In holy beauties , all adore.' In doing all you ever can do, You cannot give the Lord his due; His voice upon the waters flies, In wild confusion through' the skies; The heaving clouds from all the"
0309200600_000045,"A collection of hymns, For the Use of the People called Methodists.",John Wesley,86,0,0,0,0,0,1,2,0,3,0,2,2,4,1,3,2,0,2,0,1,0,6,1,1,4,1,0,2,0,1,2,3,0,2,0,0,3,2,3,2,0,2,4,1,0,0,0,1,1,3,2,0,6,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,1781,1,1,"London : printed by J. Paramore, at the Foundry, Upper-Moorfields, M.DCC.LXXXI. [1781].",London,520,male,1703,1791,TRUE,"name on high, And holy , holy , holy cry, A bright harmonious throng, We long thy prailfs to repeat, And letlcfs sing around thy scat The new, eternal song . H Y M N. CCXIV  X THEN i{iacl out of Egypt came, V And lit tie proud oppreitor's"
0882101800_000008,Edward and Eleonora. A tragedy. As it was to have been acted at the Theatre-Royal in Covent-Garden. By Mr. Thomson.,James Thomson,75,1,0,2,0,0,1,1,1,1,1,3,0,0,0,2,2,0,2,0,0,0,2,0,0,4,1,0,0,1,0,3,0,0,0,0,1,1,0,2,2,6,1,4,1,1,3,0,0,0,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,6,0,0,0,2,1,0,1,0,1,3,1739,1,1,"London : printed for the author; and sold by A. Millar, over-against St. Clement's Church in the Strand, M.DCC.XXXIX. [1739].",London,71,male,1700,1748,TRUE,"soon, The salutary Sleep that healed his Pangs, Reftrain'd her trembling Footsteps. On her Couch , Abandoned to Despair, she sunk anew, And for her Children called. Her Children came. A while, supported on her Arm, she eyed them, With Tears purfuingtears a down her Cheek, With all the speechless"
0919800300_000006,"Designs by Mr. R. Bentley, for six poems by Mr. T. Gray.",Richard Bentley,59,1,0,2,0,0,1,1,2,1,0,2,2,0,1,0,0,0,2,0,2,1,0,0,1,4,0,0,1,2,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,2,1,0,2,1,1,1,0,1,0,0,0,0,2,2,1,1,0,0,0,0,1,0,3,0,0,2,1,1,0,1,0,0,2,1765,1,1,"London : printed for J. Dodsley, in Pall-Mall, 1765.",London,66,male,1708,1782,FALSE,"plains. Alike they scorn the pomp of tyrant power , And coward Vice, that revels in her chains. When Latium had her lofty spirit lost, They sought, oh Albion ! next thy sea encircled coast; III I. Far from the fun and fummer gale, In thy green lap was Nature's"
0632800400_000006,"Poems on various subjects. By John Hoy, junior.","Hoy, John",83,0,4,0,3,0,4,3,0,3,3,2,1,0,0,2,2,0,2,0,0,2,1,2,2,1,1,0,2,1,0,6,1,0,1,0,1,0,0,0,7,0,4,3,0,3,0,0,4,0,1,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1781,1,1,"Edinburgh : printed by Macfarquhar and Elliot, MDCCLXXXI. [1781].",Edinburgh,148,male,1755,1781,FALSE,"at lafl revolving ages bring, Dawning from highefi heaven , th' eternal Spring, Loud Loud storms no more shall rend the troubled sky, And Death , fell homicide! himself shall die: At Heaven's prolific call, the buriting tomb Unfolds, and forth reviving myriads come: Death's fetters broke, they leave his"
0094000500_000028,"Paradise lost. A poem, in twelve books. The author John Milton.",John Milton,85,0,1,1,0,1,1,2,1,3,2,0,1,3,0,5,0,0,0,0,0,0,5,1,1,3,0,0,1,1,0,5,0,0,0,0,0,2,0,1,3,0,0,0,2,3,0,1,11,0,0,2,0,0,0,0,0,2,3,3,0,1,0,0,2,0,4,4,0,0,0,2,0,1,0,0,0,0,0,1707,1,1,"London : printed for Jacob Tonson, within Grays-Inn Gate next Grays-Inn Lane, 1707.",London,520,male,1608,1674,TRUE,"none pass I The vigilance here placed, but such as come Well known from Heaven ; and since Meridian hour No Creature thence: if Spirit of other sort, So minded, have o'erleapt these earthie bounds On purpose, hard thou know'st it to exclude Spiritual substance with corporeal bar. But if"
0341200700_000034,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,73,0,1,0,1,1,0,3,0,3,3,0,0,1,0,2,0,2,3,0,0,1,2,0,0,2,2,0,1,1,6,3,0,1,0,0,1,0,0,1,3,0,0,3,1,3,1,0,3,0,0,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,3,1,0,1,2,1,0,2,1,0,0,1768,1,1,"London : printed for J. Collyer; and sold by J Dodsley, T. Caslon, and F. Newbery, 1768.",London,294,male,1730,1788,FALSE,"fity of Thy benefits, and the extent of its gratitude. Thy ever waking Pro. vidence guards Thy creatures, when covered by the veil of night , sleep weighs down their eyelids. May my grateful thanks arise to Thee, 0 GOD ! Accept from a feeble worm the tribute of praise."
1140000600_000022,"Odes on peace and war. Written by many eminent and distinguished persons; particularly by W. Whitehead Dr. R. Hurd, Bishop of Worcester C. Anstey W. Mason W. Hayley Baron Maseres Sir James Marriott Lord George Cavendish Rev. Dr. Plumptree John Law Viscount Fitzwilliam Hon. John Damer Lord Mountjoy Archdeacon Travis R. Raikes Earl of Hardwicke Dr. Michael Lort Rev. Henry Zouch J. Duncombe C. Smart J. Hey, &c. &c. &c.",William Whitehead,70,0,0,1,1,0,4,1,0,2,0,1,1,0,0,0,0,2,0,0,1,0,2,1,1,1,3,0,1,1,2,3,1,0,1,0,3,0,0,2,2,0,1,1,1,0,0,0,1,0,3,1,0,0,1,0,0,0,1,1,4,3,0,0,0,0,0,2,1,0,0,0,1,0,3,3,0,2,2,1795,1,1,"London : printed for J. Debrett, Opposite Burlington House, Piccadilly, 1795.",London,190,male,1715,1785,TRUE,"sweet prerogative of life : For balmy Peace, with liberal hand , From every shore Collects her fore. And spreads diffusive blessings over the landi V And, whilst the growing years impart Frcfll joys to every grateful heart , Britannia, rise in all thy gallant pride; See thy tall ships"
0131404800_000002,"The crucifixion: a poetical essay. By Thomas Zouch, M.A. Fellow of Trinity College, Cambridge.",Thomas Zouch,70,0,0,3,2,0,1,0,1,0,2,6,1,0,0,0,2,3,0,0,0,0,5,0,0,3,1,1,1,0,5,4,0,0,0,0,3,0,2,0,1,0,1,1,2,0,1,0,1,2,0,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,1765,1,1,"Cambridge : printed by J. Bentham, Printer to the University; for T. & J. Merrill; and sold by W. Thurlbourn & J. Woodyer, in Cambridge; J. Dodsley, Johnson & Co. and J. Whiston & B. White, in London; J. Fletcher and D. Prince, at Oxford; and by the booksellers at York, Wakefield, and Leeds, M.DCC.LXV. [1765].",Cambridge,22,male,1737,1815,FALSE,"eternal throne he fmil'd, Long ere yon planets in their measure Orbs Revolved: or walking on the whirl wind wing He raised his arm, and drove the rebel brood Down to their black abyss: beneath his feet B The The flames flafh'd horrible: before him fled The ghastly train of"
0188301101_000036,The annual anthology. Volume I. 1799.,,65,0,0,2,1,0,4,3,0,2,3,0,1,1,0,0,0,0,1,0,0,0,1,0,4,1,0,0,0,0,0,2,0,1,1,0,1,0,0,2,1,1,1,4,1,3,0,1,1,1,1,2,0,2,0,0,0,1,0,1,3,0,1,0,0,2,1,1,2,0,0,1,0,1,0,0,0,0,1,1799,1,1,"Bristol : printed by Biggs and Co. for T. N. Longman and O. Rees, Paternoster-Row, London, [1799].",Bristol,304,unknown,,,FALSE,"paints the Land's End. The upper stratum is composed of granite, the lower with the surrounding rocks of Shistus. The Islands of Scilly. 284 Upon his mind the image of the Maid, The blue eyed Maid who died beneath thy surge. Where yon dark cliff o'ershadows the blue main THEORA"
0863200163_000010,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,77,0,1,2,1,0,1,8,0,2,1,2,1,0,1,3,1,0,1,0,0,2,0,0,0,3,0,0,1,1,1,4,0,1,0,0,1,0,0,3,7,0,1,0,1,0,0,0,3,0,2,3,0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,5,0,1790,63,75,"London : printed by John Nichols; for J. Buckland, J. Rivington and Sons, T. Payne and Sons, L. Davis, B. White and Son [and 37 others in London], 1790.",London,385,male,1709,1784,TRUE,"trembles , through her powers Inspire new vigour, purer light supply, And kindle every virtue into flame. Celestial intercourse! superior bliss, Which vice never knew! health of th' enlivened soul, And heaven on earth begun! Thus ever sixed In solitude, may I, obscurely safe, Deceive mankind, and steal through life"
0393600301_000016,"Israel, a juvenile poem. By Serena. ... . Under The Auspices Of The Right Honourable The Countess Dowager Powlett.","Pike, Sarah Leigh",91,0,0,1,0,0,1,2,2,2,0,1,1,0,1,1,0,5,0,0,0,0,6,0,0,6,0,0,7,0,3,0,0,0,2,0,0,0,0,3,1,0,0,3,0,0,1,3,0,1,4,3,0,0,0,2,0,2,0,2,9,3,1,0,0,1,0,1,4,0,0,1,1,1,0,1,1,1,0,1795,1,2,"Bath : printed by R. Cruttwell, for the author; and sold by Scatcherd and Co. Ave-Maria-Lane, London; and J. Poole, Taunton, MDCCXCV. [1795].",Bath,122,female,,,FALSE,"great increase, And fev'nteen summers God secure his peace; Seven score and seven he lived a patriarch's age, Then waits content to quit life's busy stage; The messengers the tidings report, And hasten Joseph from th' Egyptian court. In studious words the mournful tale began, Tell told too sudden, grief"
1042200400_000037,"Paradise regain'd. A poem, in four books. To which is added Samson Agonistes; and Poems upon several occasions; with a tractate of education. The author John Milton.",John Milton,67,0,0,1,1,0,2,2,0,1,3,3,1,0,1,2,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,3,1,1,0,0,3,1,0,0,1,2,2,4,1,0,0,0,4,0,1,0,0,1,1,0,0,0,1,1,0,3,0,0,1,0,0,0,3,0,0,4,0,0,0,1,1,1,1,1756,1,1,"London : printed for J. and R. Tonson; and for C. Hitch and L. Hawes, R. Ware, J. Hodges, J. Ward, M. and T. Longman, C. Corbet, J. Brindley, P. Davey and B. Law, MDCCLVI. [1756].",London,353,male,1608,1674,TRUE,"be his shroud; In In vain with timbrel'd anthems dark The fable htoled sorcerers bear his worihipt ark. 2z0 XXV He feels from Judah's land The dreaded Infant's hand , The rays of Bethlehem blind his duflcy eyn; Nor all the Gods beside, Longer dare abide, 225 Not Typhon huge"
1230701400_000004,"Evelina, daughter of Caractacus. A sacred elegy. To this edition is added the ancient fragment from which the poem had its origin.",John Huddlestone Wynne,70,1,1,3,0,0,3,3,1,3,1,2,3,1,0,3,2,1,0,0,2,1,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,2,2,1,6,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,1,2,1774,1,1,"London : printed and published by J. P. Coghlan , In Duke-Street, Grosvenor Square ; and G. Riley , Bookseller, In Curzon-Street, May-Fair : and sold by J. Wilkie, In ST. Paul's Church-Yard, MDCCLXXIV. [1774].",London,54,male,1743,1788,FALSE,"flovw, LLYVAX's stream, responsive flow along, twhile CA imbria hills re echo to the song ! A song of worthies, ancient ALBION's boast; h fcng of heroes and of beauties lost. Ye pafling winds in plaintive murmurs tell How Britons bled, how EVELINA fell! SLOW, LLYVAN, S fream, responsive flow"
0339402000_000033,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,76,0,0,0,1,0,0,3,0,2,4,0,0,1,0,2,0,2,3,0,0,3,2,0,0,2,2,0,1,1,6,3,0,1,0,0,1,0,0,0,2,0,0,3,1,5,2,0,3,0,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,3,3,1,0,0,2,1,0,2,1,0,0,1773,1,1,"London : printed for J. Collyer, in Plough Court Fetter Lane, and sold by J. Dodsley, in Pall-Mall, T. Caslon in Stationers Court, and F. Newbery, the corner of Ludgate Street, MDCCLXXIII. [1773].",London,290,male,1730,1788,FALSE,"fcatter'd them. Hail, ye glowing flowers, sweet objects of my attentive care, your various odours, which the morning fun draws forth , will refresh my fatigued brain; and ye joyous inhabitants of the air, your soft melody will re eflablilh serenity in my soul. I will join, your morning song"
1662800201_000023,The Messiah. Attempted from the German of Mr. Klopstock. To which is prefix'd his introduction on divine poetry.,Friedrich Gottlieb Klopstock,71,0,0,0,1,1,1,2,0,1,2,1,2,1,3,4,1,6,0,0,4,2,4,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,2,0,1,4,1,0,0,0,2,0,0,1,1,0,0,0,0,2,1,1,1,1,0,0,0,2,0,1,5,0,0,0,1,1,0,0,0,1,0,1764,1,2,"Dublin : printed for A. Leathley, P. Wilson, J. Exshaw, S. Price, H. Saunders, T. Dyton, E. Watts, H. Bradley, J. Potts, and S. Watson, MDCCLXIV. [1764].",Dublin,202,male,1724,1803,FALSE,"several chara&ters. SATA N appears in a dream to JUDAS ISCARIOT in the form of his deceased father . The MESS IAH awaking, comes to his disciples, and mentions their approaching flight. judas, who, had con Tcal'd hijtnfelf, yiver hears the messra.i., and feels ""hisrs mild diftraaed by contending pafiions."
0783300800_000025,"Thoughts in prison: in five parts. Viz. The imprisonment. The retrospect. Publick punishment. The trial. Futurity. By the Rev. William Dodd, LL.D. To which are added, his last prayer, Written in the Night before his Death. The Convicts Address To His Unhappy Brethren: and other miscellaneous pieces. With an account of the author, and a list of his works.",William Dodd,67,0,0,1,0,0,2,2,0,4,0,2,1,1,0,0,4,2,0,0,0,4,2,1,1,1,1,0,2,1,2,1,0,0,1,0,1,0,0,4,1,3,1,1,0,1,0,0,1,2,1,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,1,1,3,0,0,0,0,3,0,1,0,1,0,1781,1,1,"London : printed for Charles Dilly, in the Poultry; and G. Kearsley, at No 46, in Fleet Street, MDCCLXXXI. [1781].",London,226,male,1729,1777,FALSE,"the Monarch's Crown. Adieu, then, to its hope; its earthly hope! Elsewhere we'll seek it. forth oh forth , my Friends; My generous, supporting, weeping Friends! Forth from the Bar conduct me. IT IS PAST. Juilice has done her office! Mercy's fled: And smiling, lo! she sits upon a cloud"
0883700500_000006,"The shipwreck, a poem, by W. Falconer, author of the marine dictionary,",William Falconer,68,0,0,2,0,0,1,2,1,1,0,0,4,0,1,1,2,0,2,0,2,0,0,1,1,0,1,0,0,0,3,1,0,0,0,0,3,1,0,1,0,0,0,10,0,0,0,0,4,1,1,1,0,0,0,0,0,2,1,4,1,0,0,0,1,0,0,5,1,0,0,1,1,0,0,2,1,0,0,1800,1,1,"London : printed by and for R. Rusted, No. 2, Shoe-Lane, Fleet Street, [1800?].",London,86,male,1732,1769,FALSE,"flhow'd celestial grace. Not Ilelen, in her bridal charms arrayed, Was half so lovely as this gentle maid. O soul of all my wishes!! replied, Can that soft fabric stem afflision's tide! Cauni thou, fair emblem of exalted truth! To sorrow doom the summer of thy youth; And I, perfidious!"
0251600300_000002,"Sacred hymns: or, an attempt to discover and revive the original spirit, elevation, and beauty, of some of the select psalms. To which is added, an ode on the agony of the Messiah. By the Reverend Mr. Newcomb, Chaplain to his Grace the Duke of Richmond.",Thomas Newcomb,96,0,1,3,0,0,2,1,1,3,5,1,4,1,0,5,0,0,7,0,0,1,7,0,1,1,0,0,1,0,3,5,0,1,0,0,0,1,0,0,4,1,1,0,0,1,0,3,3,0,1,6,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,3,3,0,0,0,7,1,1726,1,1,"London : printed for John Pemberton , in Fleet-Street ; and John Walthoe, over-against the Royal Exchange in Cornhill, MDCCXXVI. [1726].",London,131,male,1682,1765,FALSE,"By various worlds , thy mercies are implored; Each world sustaining; and by each adored! PSALM XIX T y I E golden heavens that burn on high, The lamps that deck the glorious sky; Without a voice , great God , proclaim That power , which gave each stara name;"
0295900500_000068,"The fall of man, or, Milton's Paradise lost. In prose. With critical, philosophical, and explanatory notes, From several Authors; wherein the Technical Terms in the Arts and Sciences are explained, Cities, Towns, and Rivers faithfully described, and the Mythological Fables of the Heathens historically related. A new translation, from the French. Adorned with copper-plates.",John Milton,80,0,0,0,0,0,4,1,0,6,2,0,1,3,2,3,1,1,0,0,0,1,5,1,0,2,3,0,1,1,0,8,2,2,1,0,2,0,0,0,2,0,0,4,1,1,0,0,2,0,1,0,2,0,0,0,1,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,2,1,1765,1,1,"London : printed for M. Cooper, in Pater-Noster-Row, [1765?].",London,381,male,1608,1674,TRUE,"free be tried, whether they serve nillingly or no? who will do nothing but what they are ordained to do, and can choose no other? I nyfelf, and all the holt of angels that stand in the sight of the throne of Got, hold our happy Rate upon the same"
0983500300_000083,"The speaker: or, miscellaneous pieces, selected from the best English writers, and disposed under proper heads, with a view to facilitate the improvement of youth in reading and speaking. To which is prefixed, an essay on elocution. By William Enfield, LL. D. Lecturer on the Belles Lettres in the Academy at Warrington.",William Enfield,83,0,1,3,0,0,0,1,0,3,0,0,2,3,0,1,1,1,1,0,2,0,0,1,3,1,4,0,1,0,4,3,1,2,1,0,4,0,0,3,3,0,0,11,1,1,1,1,1,0,2,2,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,2,0,1780,1,1,"London : printed for Joseph Johnson, St. Paul's Church-Yard, MDCCLXXX. [1780].",London,441,male,1741,1797,FALSE,"And bathel thy breathing treflcs, meekef: Eve! wvhile While Summer loves to sport Beneath thy lingering light ;  While sallow Autumn fills thy lap with leaves; Or Winter yelling through the troublous air, Affrights thy flrinking train, "": ~  And rudely rends thy robes; * So long, fure"
0531400401_000026,"Hermas, or the Acarian shepherds: a poem. In sixteen books. The author, John Spencer. ...","Spencer, John, of Newcastle",69,0,1,1,0,0,0,1,0,1,3,1,3,3,2,3,3,0,2,0,1,0,1,0,1,0,3,0,0,0,1,1,0,0,1,0,3,1,0,1,2,0,2,1,1,1,0,0,6,0,2,4,0,0,1,0,0,2,0,1,2,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1772,1,2,"Newcastle upon Tyne : printed by T. Saint, MDCCLXXII. [1772].",Newcastle upon Tyne,244,unknown,,,FALSE,"mark of wo; Can Man of Reason, then, make earth his stye, Can wallowing in corruption give him joy , Can he in soul pollution's depths expire, To fink for ever in its loathsome mire? Ye. angel tutored ihepherds! swains divine ! That seek your bliss beyond extent of time"
1220000100_000017,"The union: or select Scots and English poems. To this edition are added, several ingenious poems, not printed in the London or Scotch editions.",,66,1,0,1,0,0,0,1,0,1,1,1,3,0,0,1,1,0,1,0,3,1,1,0,2,2,0,0,1,0,1,0,1,1,1,0,2,2,0,1,3,1,0,5,0,0,1,0,1,1,2,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,1,1,3,2,1,0,0,2,1761,1,1,"Dublin : printed for Richard Watts in Skinner-Row, MDCCLXI. [1761].",Dublin,169,unknown,,,FALSE,"Speak to a Commoner and Poet I [Here 500 Stanzas are loj. ] And so God save our noble King, And guard us from longwinded Lubbers,. That to eternity would sing, And keep my Lady from her Rubbers. H MN. 75 HYMN to ADVERSITY. BY MR. GREY. T AUGHTER of"
1326000201_000003,"The works of James Thomson. In two volumes. Volume the first. Containing, the season, Liberty, The castle of indolence, and Poems on several occasions.",James Thomson,78,0,0,1,0,0,2,4,0,2,1,2,2,1,0,4,1,0,1,0,3,1,0,0,3,1,2,0,0,1,4,1,0,0,0,0,4,0,0,4,4,0,0,2,0,1,0,0,1,0,3,4,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,2,0,0,0,4,0,1,0,1,0,2,2,1751,1,2,"Dublin : printed for G. Risk, G. and A. Ewing, and W. Smith, booksellers in Dame-Street, MDCCLI. [1751].",Dublin,381,male,1700,1748,TRUE,"th' interminable Plain, 195 In twinkling Myriads lights the dewy Gems. mivoift, bright , and green , the Landscape laughs around.. Full swell the Woods; their every Music wakes, Mixed in wild Concert with the warbling Brooks Increased, the distant Bleatings of the Hills,. 20oo The hollow Lows responsive from"
0341200700_000040,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,72,0,2,0,0,2,1,0,1,1,1,1,1,3,0,2,1,1,0,0,0,1,1,0,0,2,1,0,0,0,4,1,1,1,2,0,4,4,0,4,2,1,0,5,0,0,1,0,2,0,0,1,0,0,0,0,0,2,3,1,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,2,1,0,1,1768,1,1,"London : printed for J. Collyer; and sold by J Dodsley, T. Caslon, and F. Newbery, 1768.",London,294,male,1730,1788,FALSE,"her lonely bed. She left her cottage, and went to the grave of her husband, where feating herself on the damp grass, fle wept among the clods. She viewed with sixed eyes the starry firmament, then turning to the grave, said, Here lies all that made life desirable: all my"
0339401900_000037,The death of Abel. In five books. Attempted from the German of Mr. Gessner.,Salomon Gessner,74,0,0,0,0,1,1,1,0,2,5,2,0,1,1,4,4,0,2,0,0,2,5,0,0,3,1,0,3,0,3,3,2,2,1,0,3,0,0,2,1,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2,0,1,0,1,0,1771,1,1,"London : printed for J. Collyer, in Plough Court Fetter Lane, and sold by J. Dodsley, in Pall-Mall, T. Caslon in Stationers Court, and F. Newbery, the corner of Ludgate Street, MDCCLXXI. [1771].",London,290,male,1730,1788,FALSE,"rendered to Thee, who hal received the soul of the happy deceased into the regions of never ending felicity. Death has seized his first vitim. We shall follow one after another to.the dark and silent graye; butador'd be Thy loving kindness, adored be Thy. tendernmercies, we shall likewise follow him"
0761500200_000006,The shipwreck. By William Falconer.,William Falconer,71,0,1,2,0,0,1,1,1,1,1,0,3,0,1,1,2,2,2,0,2,0,0,2,2,0,1,0,0,0,4,1,0,0,0,0,3,1,0,1,0,0,0,10,0,0,0,0,3,1,1,1,0,1,0,0,0,2,0,4,1,0,0,0,0,0,0,4,1,0,0,1,2,0,0,2,1,0,0,1800,1,1,"London : printed for T. Cadell, jun. and W. Davies, In The Strand. 1800. (R. Noble, printer, Old Bailey), [1800].",London,173,male,1732,1769,FALSE,"thou know'fl good ALBERT's niggard fate .i11 fitted to sustain thy father's hate; Go then, I charge thee, by thy generous love , That fatal to my father thus may prove! On me alone let dark afflicion fall! 630 Whose heart , for thee, will gladly susser all. Then hase"
