PassageID,Title,Author,Total termFreq,termFreq(account),termFreq(answer),termFreq(appear),termFreq(author),termFreq(cafe),termFreq(concern),termFreq(copi),termFreq(countri),termFreq(court),termFreq(date),termFreq(desir),termFreq(duke),termFreq(end),termFreq(england),termFreq(fend),termFreq(follow),termFreq(form),termFreq(friend),termFreq(gener),termFreq(god),termFreq(hand),termFreq(hope),termFreq(hous),termFreq(inform),termFreq(know),termFreq(ladi),termFreq(late),termFreq(law),termFreq(letter),termFreq(life),termFreq(littl),termFreq(london),termFreq(love),termFreq(manner),termFreq(mean),termFreq(mention),termFreq(noth),termFreq(number),termFreq(offic),termFreq(order),termFreq(paper),termFreq(peopl),termFreq(person),termFreq(power),termFreq(present),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(return),termFreq(servant),termFreq(sever),termFreq(taken),termFreq(think),termFreq(thought),termFreq(word),termFreq(write),termFreq(written),termFreq(wrote),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0639600600_000015,"A full report of all the proceedings on the trial of the Rev. William Jackson, at the bar of His Majesty's Court of King's Bench, Ireland, on an indictment for high treason. Collected from the notes of William Ridgeway, William Lapp, and John Schoales, Esqrs. barristers at law.","Jackson, William",76,0,0,0,1,1,0,4,1,0,3,1,0,1,1,0,0,0,1,1,0,1,0,0,3,0,0,1,4,18,0,2,0,0,1,4,3,1,0,2,1,2,1,3,0,2,1,0,0,1,0,0,1,1,0,1,4,0,3,1795,1,1,"Dublin : printed by J. Exshaw, No. 98, Grafton-Street, 1795.",Dublin,143,male,1737,1795,FALSE,"noble and generous people , that lie might depend on being treated with the utmolf liberality, at the same time admitting that he had not authority to offer a specific sum. Mr. Tone at this time was under the necessity of going to the assizes bs Drogheda, and after his"
1394200102_000207,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,61,1,3,0,1,1,0,3,0,2,2,1,1,0,3,0,1,0,3,0,0,4,2,0,0,2,2,1,1,7,0,2,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,0,1,1,0,0,1,0,2,0,5,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"for sending over the eleetoral Prince,, 8 p. 22 and after he had received it, he wrote another in the same and 24 firain on the 21if. The reasons , which the Elecor's minillers desire him to communicate to their friends in England , for not sending over the Electoral"
0502000109_000316,"A complete collection of state-trials, and proceedings for high-treason, and Other Crimes and Misdemeanours; the fourth edition; commencing with the eleventh year of the reign of King Richard II. and ending with the sixteenth year of the reign of King George III. with Two Alphabetical Tables to the Whole. To which is prefixed, a new preface By Francis Hargrave, Esquire. Volume the First.",,76,0,3,1,6,4,0,1,0,6,0,2,0,1,2,0,1,0,0,2,1,1,1,5,3,0,0,0,3,1,0,0,2,0,1,0,2,1,1,1,7,3,1,1,1,3,3,0,1,2,0,0,1,0,1,0,0,0,0,1778,9,11,"London : printed by T. Wright, Essex-Street, Strand; for C. Bathurst, J. and F. Rivington, L. Davis, T. Longman, W. Owen, T. Cadell, M. Folingsby, T. Lowndes, B. Law, J. Wilkie, R. Horsefield, M. Hingeston, S. Bladon, T. Carnan, H. Gardner, W. Otridge, and the rest of the proprietors: and sold by G. Kearsly, No. 46, near Serjeant's-Inn, Fleet-Street, MDCCLXXVI. [1776]-81.",London,453,unknown,,,FALSE,"Aldermen answered to this Purpose: That he conceived the Cafe was no ways. parallel, because Dr. Sacheverel and his Sermon were impeached by the House of Commons england , which is the Grand Jury of the Nation, and Representative of the whole People of England : That this their Impeachment"
1394200102_000246,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,55,0,2,1,0,1,0,3,2,3,1,0,0,0,1,0,0,0,1,1,0,2,2,4,1,0,1,0,0,6,1,0,1,0,1,0,1,0,1,0,2,2,1,0,0,0,0,2,2,1,1,0,1,1,1,1,0,1,2,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"the Queen has so often made in their favour, that the generality of the people are come to be for that serene house . I am sure, that lady Mafham, the Queen's favourite) is entirely for their fucceffiorl. I am also sure, that the Queen is so; and you may"
0439300100_000005,"An authentic account of the Shaksperian manuscripts, &c. By W. H. Ireland.","Ireland, William Henry",70,4,3,1,1,0,4,4,0,0,0,1,0,0,0,1,0,0,1,1,0,2,0,0,2,6,0,0,0,5,0,0,1,0,0,1,3,3,1,0,0,6,0,0,0,1,1,0,1,0,0,0,0,1,3,0,4,1,7,1796,1,1,"London : printed for J. Debrett, opposite Burlington House, Piccadilly, 1796.",London,44,male,1777,1835,FALSE,"hesitation consented. I then informed my father, that Mr. Talbot was also concerned , C 4 upon ( 24) upon which he desired his account of the manuscripts, but Mr. T. not knowing the story he should tell, and fearing to contradit what I might have said before, informed my"
0597300102_000243,"Minutes of the evidence taken at the trial of Warren Hastings Esquire, late Governor General of Bengal, at the bar of the House of Lords, in Westminster Hall, upon An Impeachment against him for High Crimes and Misdemeanors, by the Knights, Citizens, and Burgesses, in Parliament assembled, in the Name of themselves, and of all the Commons of Great Britain.",Warren Hastings,86,0,1,0,0,0,1,2,1,0,2,4,0,1,0,0,4,0,2,8,0,0,2,3,1,1,0,2,0,15,0,0,0,0,1,0,0,1,0,2,8,2,0,1,0,1,4,0,5,1,1,0,0,1,1,0,2,5,0,1788,2,11,"[London] : [s.n.], MDCCLXXXVIII. [1788].",London,514,male,1732,1818,TRUE,"hl orfe are ready to go anywhere, and upon any Service they may be desired , and will at with Vigour and Spirit on all Occasions; but they will not learn the English Exercise, or be full ject to the Subaltern Officers of the Army, such as Adjutants, c. Make"
0656500302_000074,"Memoirs of the life of Charles Macklin, Esq. principally compiled from his own papers and memorandums; which contain his criticisms on and characters and anecdotes of Betterton, Booth, Wilks, Cibber, Garrick, Barry, Mossop, Sheridan, Foote, Quin, and most of his contemporaries; Together with his Valuable Observations on the Drama, on the Science of Acting, and on various other Subjects: the whole forming a comprehensive but succinct history of the stage; Which includes a Period of One Hundred Years. By James Thomas Kirkman, of the Honourable Society of Lincoln's Inn. In two volumes. ...","Kirkman, James Thomas",65,1,1,0,0,0,0,2,0,1,0,2,1,1,0,1,1,0,2,0,1,2,0,3,0,2,1,1,1,10,0,1,8,1,1,0,0,1,0,1,0,0,2,2,0,3,0,0,5,0,0,0,1,2,0,0,1,1,1,1799,2,2,"London : printed for Lackington, Allen, and Co. Temple of the Musks, Finsbury Square, 1799.",London,463,unknown,,,FALSE,"of you? It can be nothing eife; for you have as many ""opportunities as any other person in th: set"" "" ""In every letter that I have written to you, "" I have advised you to be most circumspect in ""your conduct; for there is not a whisper "" passes,"
1117100107_001003,"Biographia Britannica: or, the lives of the most eminent persons who have flourished in Great Britain and Ireland, from the earliest ages, down to the present Times: Collected from the best Authorites, both Printed and Manuscript, and digested in the manner of Mr Bayle's Historical and critical dictionary. ...",,61,1,1,3,4,3,1,1,0,2,4,0,0,1,2,0,2,2,2,1,0,2,0,0,1,0,0,0,1,1,1,1,3,0,0,0,0,1,0,0,1,0,0,1,2,0,1,1,1,0,0,4,2,0,0,0,1,3,3,1747,1,1,"London : printed for W. Innys, W. Meadows, J. Walthoe, T. Cox, A. Ward, J. and P. Knapton, T. Osborne, S. Birt, D. Browne, T. Longman and T. Shewell, H. Whitridge, R. Hett, C. Hitch, T. Astley, S. Austen, C. Davis, R. Manby and H. S. Cox, C. Bathurst, J. and R. Tonson and S. Draper, J. Robinson, J. Hinton, J. and J. Rivington, and M. Cooper, MDCCXLVII. [1747].",London,726,unknown,,,FALSE,"and called a second part, but it was not Mr Collier's, being a narrative of the Revolution, whereas Mr Collier's' relates cheifly to the authority of the Convention. VII To the Right Honourable the Lords and to the Gentlemen convned at wieftmin/ir, Oflober 169o, half sheet; it is a petition"
0132402600_000004,"A free examination of the Critical commentary on Archbishop Secker's Letter to Mr. Walpole: to which is added, by way of appendix, a copy of Bishop Sherlock's memorial. By Thomas B. Chandler, D.D. [Seven lines from Fothergill].",Richard Terrick,66,1,3,4,1,5,0,3,0,0,1,0,1,0,1,0,2,0,1,2,0,1,0,0,0,0,0,4,0,7,1,1,1,0,1,1,0,2,0,1,2,4,0,2,0,2,2,2,0,2,0,1,0,0,2,0,0,1,1,1774,1,1,"New-York : Printed by H. Gaine, at the Bible and Crown, in Hanover-Square, M,DCC,LXXIV. [1774].",New York,135,male,1710,1777,FALSE,"had nothing less .at Heart than the Cause of Religion and Liberty, for that Time defeated it. The Confusions that followed , caufed.the Scheme to be neglected for near Thirty Years: But, about the Beginning of the prefent century, it was refurned by The Society for the Propagation of the"
1698900200_000018,"The unfortunate ship wright, Or Cruel captain being a faithful narrative of the unparallelld sufferings of Robert Barker, late carpenter on-board the thetis snow, of Bristol; on a voyage from thence to the coast of Guinea and Antigua.","Barker, Robert           1729",78,1,1,5,1,1,4,3,1,0,0,2,0,1,0,0,4,1,2,1,0,1,1,0,0,0,0,1,1,10,0,1,2,0,0,0,0,1,3,0,4,6,1,1,3,0,1,2,1,0,2,2,2,1,0,0,3,0,0,1780,1,1,"Dublin : Printed for and sold by the sufferer, for his own benefit; and by no body else, 1780.",Dublin,83,unknown,,,FALSE,"originals, of the as fidavits made, by which it will appear that Barker has imposed on the public. I hear that he is at Bath, where I intend going next week, and, if I see him, shall desire the magiffrates to use him as a vagrant or impoff or. I"
0340200500_000500,The restoration of the King of Tanjore considered.,George Rous,77,1,1,0,0,1,2,2,1,0,2,2,0,1,0,0,1,0,0,7,5,2,2,0,2,2,0,4,0,5,0,0,0,0,1,1,1,1,1,1,3,0,5,0,2,1,0,0,2,1,0,1,5,3,2,1,2,0,0,1777,1,1,"[London] : Printed in the year, 1777.",London,1111,male,1744,1802,FALSE,"goods and grain that may be found in any place or fort which may be taken under my management; because, when the Vellum fort was taken , the General placed his own guard over the goods and grain there: several brass pots, c. were taken away by the soldiers and"
0488100100_000010,"Some account of the proceedings that took place on the landing of the French near Fishguard, in Pembrokeshire, on the 22d February, 1797; and of the inquiry afterwards had into Lieut. - Col. Knox's conduct on that Occasion, by Order of his Royal Highness the Commander in Chief: Together with the Official Correspondence, and other Documents. By Thomas Knox, Late Lieut. - Col. Commandant of the Fishguard Volunteers.","Knox, Thomas           1770 or 71",86,3,2,3,0,1,0,9,0,1,1,1,3,0,0,0,4,0,1,5,0,0,0,0,1,0,0,1,0,18,1,1,1,0,0,0,2,0,0,4,1,1,0,0,0,1,1,0,5,4,0,0,0,3,0,0,3,1,3,1800,1,1,"London : printed by A. Wilson, Wild-Court, Lincoln's Inn Fields, 1800.",London,109,unknown,,,FALSE,"I.) Whilst thus employed, he received the Duke of Portland's letter of the ift of March (No. 12), transmitting His Majesty's thanks to the corps of Fifhguard Volun 6 teers; teers; he therefore returned to Haverfordweft on the"" 6th, to communicate them to the part of the corps on duty"
0253900403_000070,"Anecdotes of the life of the Right Honourable William Pitt, Earl of Chatham; and of the principal events of his time: with his speeches in Parliament, from the year 1736 to the year 1778. In three volumes. ...",John Almon,76,6,7,2,0,0,2,2,1,0,3,1,0,1,0,0,4,0,2,0,0,3,0,1,0,0,2,3,0,6,0,0,0,0,0,1,1,1,0,0,0,3,0,1,0,0,3,0,2,0,1,1,1,0,6,4,2,3,0,1793,3,3,"London : printed for J. S. Jordan, No. 166, Fleet-Street, MDCCXCIII. [1793].",London,390,male,1737,1805,FALSE,"asked Lord Chatham, whether he had any objecion to coming in with Lord Bute or Lord North? He lifted up his hands , and said, "" It was impossible for him to serve the King and Country with either of them; and if' any one asks you about it, I"
0572400706_000072,"The new and complete Newgate calendar; or, villany displayed in all its branches. Containing new and authentic accounts of all the lives, adventures, exploits, trials, executions and last dying speeches, confessions, (as well as letters to their relatives never before published) of the most notorious malefactors and others of both sexes and all denominations, who have suffered death and other exemplary punishments for murders, burglaries, felonies, horse-stealing, bigamy, forgeries, highway robberies, footpad robberies, perjuries, piracies, rapes, riots, mobbing, sodomy, starving to death, sheep stealing, swindling, high-treason, petit-treason, sedition, and other misdemeanors. Interspersed with notes, reflections, and remarks, arising from the several subjects, moral, useful, and entertaining. Including the transactions of the most remarkable prisoners, tried for high treason at the Old Bailey, viz. Hardy, Horne Tooke, Thelwall, &c. Likewise the trials of Watt, Downe, Palmer, Fitzgerald, Margarott, &c. &c. at Edinburgh for High Treason, Sedition, Libels, &c. &c. Comprehending also, all the most material passages in the sessions papers for a long series of years; together with the ordinary of Newgate's Account of the capital convicts; and complete narratives of all the most remarkable trials Also a great variety of the most important lives and trials never before published in any former work of the kind. The whole containing the most faithful narratives ever yet published of the various executions, and other exemplary punishments, which have happened in England, Scotland, and Ireland, from the year 1700, to the end of the year 1795. Properly arranged from the records of court. By William Jackson, Esq. Of the Inner-Temple, barrister at law; assisted by others. ... Illustrated with upwards of sixty most elegant copper plates.","Jackson, William           1795",69,2,0,0,0,2,0,3,3,3,1,0,0,0,2,0,1,0,1,1,1,3,0,2,1,0,0,0,1,6,0,0,1,0,0,1,1,0,0,0,0,7,3,0,1,2,3,1,1,0,0,5,0,1,0,1,5,3,0,1795,6,6,"London : printed for the proprietors : published by Alex. Hogg, [1795].",London,382,unknown,,,FALSE,"the glorious Revolution, for the many iniquitous sentences which he had passed, was torn in pieces by a brave and injured people . ""Resolved, that those who imitate his example deserve his fate."" This Resolution, the Jury would immediately perceive, perceive, was meant to be direeted to the Scotch Judges,"
0950500102_000197,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are Prefixed Extracts from the Life of James II. As Written by Himself. The whole arranged and published by James Macpherson, Esq; in Two Volumes. ...",James Macpherson,66,1,0,2,0,1,0,4,1,4,1,0,1,0,1,0,2,1,2,1,0,5,0,2,0,1,0,0,1,10,0,0,4,0,2,1,0,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,2,0,3,0,1,3,3,1775,2,2,"London : printed for W. Strahan; and T. Cadell, in the Strand, MDCCLXXV. [1775].",London,716,male,1736,1796,TRUE,"council, and M. de Robethon ecretary for embassies. *. de Grote was his Elecoral Highness's envoy at the court of London in the beginning of the present year. Grote died in the month of April, and was succeeded by M. de Schutz, whose father had been in England some years"
1382200100_000214,"The history of the troubles of Great Britain: Containing a particular account of the most remarkable passages in Scotland from the year 1633 to 1650. With an exact relation of the wars carried on, and the battles fought by that great hero the Marquis of Montrose. (All which are omitted in Lord Clarendon's history; as likewise the characters of many great men, not in the said history.) With a full account of all the transactions in England during that time. Written in French by Robert Monteth of Salmonet. To which is added, the true causes and favourable conjunctures which contributed to the restoration of King Charles II. Written in French by D. Riordan de Muscary. Translated into English by Captain James Ogilvie.","Menteith, Robert",71,2,1,3,2,0,1,0,0,2,0,1,0,1,1,0,1,0,0,3,2,1,0,1,1,0,0,0,2,3,0,0,0,0,2,0,0,1,1,2,5,2,5,5,2,2,0,2,1,2,1,1,4,1,0,1,1,0,2,1739,1,1,"London : Printed for and sold by Olive Payne, at Horace's-Head, in Round-Court, in the Strand, opposite York-Buildings, MDCCXXXIX. [1739].",London,591,unknown,,,FALSE,"and Towns, but that they be taken indifferently out of all (a the Inhabitants of the kingdom, proportionable to their Number . ""t That, in order to prevent the Inconveniences that would happen, if (a the Authority were left long in the Hands of the same Persons , this a"
0299300102_000138,"Anecdotes of the life of the Right Hon. William Pitt, Earl of Chatham, and of the principal events of his time. With his speeches in Parliament, ... 1736 to ... 1778. In two volumes. ...",John Almon,76,6,9,1,0,0,1,2,1,0,5,1,0,1,0,0,3,0,2,0,0,2,0,2,0,0,2,2,0,9,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,4,0,3,0,0,1,1,1,3,4,2,2,1,1792,2,2,"London : printed for J. S. Jordan, 1792.",London,378,male,1737,1805,FALSE,"of .w hatrhad, .pass bstel, : l4rd: Bue. at cr..sr Jamies. Sir Janels said he ha np, t: i.tim, to, write then, as, he was F inla hurryto go. to Ray House , but would write in the evening; .and fqnd his .letlsr ttow oiwn by. nine the next morning.,"
1394200102_000238,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,58,0,2,1,0,0,1,1,2,1,1,0,2,0,2,0,0,1,5,2,0,3,1,1,1,2,0,0,1,3,0,0,3,0,2,3,2,4,0,1,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"it; and that the Eletoral Prince, though he got it, would not come over. Hannover Schutz to Bothmar. Papers , v'\l. A copy in Schrader's hand . ma: kei. Bhima, X Translation. p. 268 London , 6 Feb'uary, I 714 9 March, "" HE Queen, since the has been in"
0471200300_000001,"Unto the Right Honourable the Lords of Council and Session, the petition of George-James Duke of Hamilton, Lord Douglas Hamilton, and their tutors, and of Sir Hew Dalrymple of Northberwick, Baronet, ...","Hamilton, James George Hamilton, Duke of",68,1,1,1,3,0,2,2,0,2,3,2,6,0,0,0,2,0,1,1,0,2,0,0,2,0,3,1,1,10,0,1,0,0,0,0,1,0,0,0,0,9,0,1,0,0,0,0,2,0,1,0,2,1,0,2,0,1,1,1767,1,1,"[Edinburgh, 1767].",Edinburgh,8,male,1755,1769,FALSE,"March ro. 1767., Unto the Right Honourable the Lords of Council and Seson, THE PETITION O F GEORGE james Duke of HAMILTON, Lord DOUGLAS HAMILTON, and their Tutors, and of Sir HEW DALRYMPLE of Northberwick, Baronet, Humbly Jhecweth, THAT after the memorials in the Douglas cause were far advanced, in"
0918300110_000036,"The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. Accurately revised, in twelve volumes. Adorned with copper-plates; with some account of the author's life, and notes historical and explanatory. By John Hawkesworth.",Jonathan Swift,64,3,0,1,1,1,1,1,2,3,0,0,0,1,3,0,1,0,0,0,0,1,1,3,3,0,0,0,2,3,0,1,1,0,1,1,0,1,2,2,2,2,3,1,1,6,3,1,0,0,0,0,0,2,0,0,2,1,0,1766,10,12,"London : printed for C. Bathurst, J. Rivington, W. Strahan, B. Collins, J. Hinton, J. Dodsley, L. Davis and C. Reymers, R. Baldwin, and W. Bowyer, M.DCC.LXVI. [1766].",London,317,male,1667,1745,TRUE,"Since the proclamation occasioned by my last letter , and a due preparation for proceeding against : ie me in a court of jufiice, there have been two printed papers clandestinely spread about; whereof no man is able to trace the original, further than by conjeeire; which, with its usual"
0475000101_000003,"The works of Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, accurately revised in six volumes, adorned with copper-plates; with some account of the author's life, and notes historical and explanatory, by John Hawkesworth.",Jonathan Swift,65,3,1,1,2,0,0,3,0,1,3,0,0,0,0,0,1,0,1,2,0,2,0,0,1,0,1,1,0,8,7,1,2,0,1,1,1,1,1,0,0,1,0,1,4,0,0,1,1,0,1,1,2,0,1,0,2,4,0,1755,1,6,"London : printed for C. Bathurst, C. Davis, C. Hitch and L. Hawes, J. Hodges, R. and J. Dodsley, and W. Bowyer, MDCCLV. [1755].",London,567,male,1667,1745,TRUE,"are yet more gross, as preventing an apparent disease, for preventing the decease; rules for ruelles; and armed with the power , the guilt, and the will to do mischief, instead of armed with the power and the will: it might reafonabl be supposed that a diceafe which was apparent,"
0066900106_000430,"A complete collection of state-trials, and proceedings for high treason, and other crimes and misdemeanours; from the reign of King Richard II. to the end of the reign of King George I. In six volumes. With two alphabetical tables to the whole.",,64,0,2,3,0,1,4,1,1,0,1,0,5,1,0,0,1,0,3,2,0,1,1,2,1,2,0,2,0,3,0,0,0,0,3,1,3,0,0,0,2,0,0,3,1,3,0,0,1,1,1,1,1,1,2,1,1,1,0,1730,6,6,"London : printed for J. Walthoe sen. R. Vincent sen. J. and J. Knapton, R. Knaplock, J. Roberts, J. Darby, S. Buckley, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, B. Lintot, R. Gosling, W. Mears, B. Sprint, J. Tonson, W. Innys, J. Osborn and T. Longman, T. Woodward, R. Robinson, T. Saunders, B. Motte, J. Walthoe Jun. C. King, F. Clay, W. Battersby, J. Batley, T. Cox, J. Peele, E. Symon, S. Noble, R. Williamson, T. Wotton, D. Browne, B. Creake, J. Clarke, R. Hett, T. Osborne, L. Gilliver, J. Stagg. M.DCC.XXX. [1730].",London,929,unknown,,,FALSE,"iard iernega being exarmin'd in relation to the Menage from the Duke of anurfulk abovemen tinned, has  deposed upon Oath,  That about a Formnight before the Duke went to the Bath, being informed that his Grace had inquired for some of their Family, he, yeirncgan, went to wait"
0120700900_000003,"The whole proceedings in the cause on the action brought by the Rt. Hon. Geo. Onslow, Esq. against the Rev. Mr. Horne, on Friday, April 6, at Kingston, for a defamatory libel, before the Right Honourable Sir William Blackstone, Knt. One of the Justices of His Majesty's Court of King's Bench. Taken in short-hand (by Permission of the Judge). by Joseph Gurney.","George Onslow, 1st Earl of Onslow",63,2,4,0,2,1,1,1,0,2,2,0,0,1,0,0,1,0,1,1,0,0,2,1,1,1,0,1,1,11,0,0,0,0,0,0,2,2,0,0,1,2,0,2,1,1,4,0,2,1,1,0,2,1,2,1,0,0,1,1770,1,1,"London : printed for T. Davies, in Russel-Street, Covent-Garden; and J. Gurney, in Holborn, opposite Hatton-Garden, MDCCLXX. [1770].",London,49,male,1731,1814,FALSE,"tell her whether there was any truth in it, and upon what footing fle and hei husband stood with regard to this purchase. He answered her letter , and told her she had been grossly imposed upon; he told her he knew nothing of the place, never thought of it,"
0107700303_000102,"The works of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin. With the author's Life and character; Notes historical, critical, and explanatory; Tables of contents, and indexes. More complete than any preceding edition. In thirteen volumes. Accurately corrected by the bes editions.",Jonathan Swift,63,2,0,0,1,1,1,1,2,2,0,0,0,1,4,0,1,0,1,0,0,1,1,2,2,0,0,0,4,2,0,1,1,0,1,1,0,1,2,2,2,1,3,1,1,7,3,1,1,0,0,0,0,2,0,0,2,1,0,1768,3,13,"Edinburgh : printed by Alexander Donaldson. Sold at his shop, No.48, East corner of St. Paul's Church-Yard, London; and at Edinburgh, M.DCC.LXVIII. [1768].",Edinburgh,346,male,1667,1745,TRUE,"of Commons in England against dissolving grand. juries. As to the former, your Lordihips will. find it to be the work of a more artful hand . than that of a common drapier. It hath been censured for endeavouring to influence the minds of a jury, which ought to be"
0526200102_000126,"The trial of John Horne Tooke, for high treason, at the Sessions house in the Old Bailey, on Monday the Seventeenth, Tuesday the Eighteenth, Wednesday the Nineteenth, Thursday the Twentieth, Friday the Twenty-First, and Saturday the Twenty-Second of November, 1794. ... . Taken in short-hand, by Joseph Gurney.",John Horne Tooke,83,1,2,0,0,1,1,1,0,0,3,2,0,0,0,0,0,5,3,0,0,4,0,3,4,0,0,0,0,13,0,0,3,0,1,1,1,2,3,0,1,8,1,3,0,2,4,0,1,0,0,0,3,2,0,2,2,0,0,1795,2,2,"London : sold by Martha Gurney, Bookseller, Holborn-Hill, 1795.",London,447,male,1736,1812,FALSE,"was ordered to be entered. It is addressed to the Friends of Liberty ainimbled together in London upon the fourteenth of July, i791, to celebrate the French Revolution. [It'id vol. 1, page 148.] Some questions were put to Mr. Adams by way of cross examination, but I think nothing material"
0576300700_000014,"An account of what has passed between the India directors and Alexander Dalrymple: intended as an introduction to a plan for extending the commerce of this kingdom, and of the Company, in the East-Indies, by an establishment at Balambangan.",Alexander Dalrymple,68,0,2,1,0,1,0,1,0,9,1,4,0,0,0,2,2,0,0,1,0,1,0,3,2,4,0,0,0,5,2,0,0,0,0,1,1,1,0,0,1,7,0,1,0,0,0,1,3,1,3,0,1,2,1,1,2,0,0,1769,1,1,"London : printed for the author; and sold by J. Nourse, in the Strand, and T. Payne, at the Meuse-Gate, MDCCLXIX. [1769].",London,118,male,1737,1808,FALSE,"a Jlave; and I neither have, nor wiif/ to have, a temper tamely to be bullied. I was desired then to withdraw: I wish Mr. Jones would explain what he meant by peril. Can the sentiments of any Director imply a threat of vengeance against a person , who, even"
1394200102_000254,"Original papers; containing the secret history of Great Britain, from the restoration, to the accession of the House of Hannover. To which are prefixed extracts from the life of James II. As written by himself. The whole arranged and published by James Macpherson, Esq; in two volumes.",James Macpherson,57,1,0,3,0,0,0,2,1,2,0,0,3,2,0,0,2,1,0,1,0,3,1,2,1,1,2,1,0,2,0,1,3,0,3,1,2,0,1,0,1,2,0,1,0,0,0,3,3,0,0,1,0,1,0,0,1,1,1,1775,2,2,"Dublin : printed for Messrs. J. Exshaw, D. Chamberlaine, J. Potts, W. Sleator, J. Williams, W. Wilson, T. Walker, R. Moncrieffe, C. Jenkin, and M. Mills, M.DCC.LXXV. [1775].",Dublin,704,male,1736,1796,TRUE,"writ contributed not a little to this; as his lordship insinuated, with great address, that lord Bolingbroke's violent condut induced the Eletor to take that flep."" In the news which was sent this poll in cyphers by Galke to Bothmar, we have the following passages. ibid.jp. 404 "" Mr. Johnflon,"
0340200500_000488,The restoration of the King of Tanjore considered.,George Rous,73,0,1,0,0,1,0,4,1,0,2,3,0,1,0,0,1,1,3,5,0,1,1,0,4,2,0,0,1,11,0,0,0,0,2,1,0,4,0,2,1,1,0,0,0,0,0,3,4,2,1,1,2,0,1,0,2,0,3,1777,1,1,"[London] : Printed in the year, 1777.",London,1111,male,1744,1802,FALSE,"D,. s acretsi, That a letter be wrote to the Nabob, returning him thanks for his intended donation to the Army, and that a copy of his letter be transmitted to Ge. neral Smith, to be communicated to the troops. From Governor Du Pre to the Nabob of the Carnatick,"
0092100103_000004,"The confessions of J. J. Rousseau, ... Part the second. To which is added, a new collection of letters from the author. Translated from the French. In three volumes. ...",Jean-Jacques Rousseau,74,2,3,1,3,0,1,5,1,0,2,0,0,0,0,0,1,0,4,0,1,0,2,0,2,3,0,0,0,9,0,1,0,2,0,0,1,3,1,0,0,1,0,1,0,0,2,1,9,1,0,1,0,4,1,0,1,2,2,1790,3,3,"London : printed for G. G. J. and J. Robinson, and J. Bew, 1790.",London,425,male,1712,1778,TRUE,"with pleasure give it up to Your direction. Adieu, nm good friend : remember, thank God , not the ides of March, but the calends of September : it is on that day I expect you. L E T T E R To I. V ....s. Montmorcnc.:, oht. 22, i758."
0978900200_000398,"The proceedings in cases of high treason, under a special commission of oyer and terminer, which was first opened at Hicks's Hall, Oct. 2, 1794, and afterwards continued at the Sessions House, in the Old Bailey. Taken in short hand, by William Ramsey.","Hardy, Thomas",77,1,1,0,0,0,0,3,0,0,4,4,3,0,0,0,1,0,4,3,0,0,2,0,6,3,0,1,0,4,0,0,7,0,0,3,0,0,3,0,1,1,5,1,0,3,0,3,2,2,0,0,1,1,2,1,1,0,0,1794,1,1,"London : printed for James Ridgway, York-Street, St. James's Square; and H. D. Symonds, Paternoster-Row, 1794.",London,820,male,1752,1832,FALSE,"dated ltb Ocober, 179at, Jigned Maurice .Margarot, Chairman; ad drefed to the Revolution Soctet),. Norwuich. Sir, The London corresponding society has received your letter of the 6th in. ftant, directed to their secretary. We are happy to learn your determination in favour of freedom. Ourselves, to give it all the"
