PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(appear),termFreq(author),termFreq(brought),termFreq(cafe),termFreq(caus),termFreq(charg),termFreq(christ),termFreq(common),termFreq(court),termFreq(death),termFreq(debt),termFreq(declar),termFreq(defend),termFreq(error),termFreq(evid),termFreq(execut),termFreq(faith),termFreq(form),termFreq(gener),termFreq(god),termFreq(grant),termFreq(guilti),termFreq(hall),termFreq(hand),termFreq(hous),termFreq(judg),termFreq(judgment),termFreq(juri),termFreq(justic),termFreq(king),termFreq(know),termFreq(land),termFreq(law),termFreq(life),termFreq(manner),termFreq(matter),termFreq(natur),termFreq(offic),termFreq(opinion),termFreq(order),termFreq(parti),termFreq(peopl),termFreq(person),termFreq(plaintiff),termFreq(plea),termFreq(plead),termFreq(power),termFreq(reason),termFreq(record),termFreq(return),termFreq(rule),termFreq(set),termFreq(sever),termFreq(term),termFreq(think),termFreq(trial),termFreq(word),termFreq(world),termFreq(writ),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0119103400_000559,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The third edition, with very large additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,104,0,2,0,3,4,3,0,0,1,11,3,4,2,9,2,0,7,0,0,0,0,0,1,0,0,0,12,4,1,0,1,0,0,0,0,0,1,0,4,0,0,3,0,0,8,2,2,0,0,2,1,2,0,0,0,0,4,1,0,4,1736,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. J. and P. Knapton, D. Midwinter, A. Bettesworth and C. Hitch, J. and J. Pemberton, R. Ware, C. Rivington, F. Clay, J. Batley and J. Wood, A. Ward, T. Longman, and R. Hett, MDCCXXXVI. [1736].",London,775,male,1686,1744,FALSE,"I Haek. 17o. A Judge ignorantly condemns a Man to Death for Felony, when it is not Felony; for this Offence, the Judge shall be fined and imprisoned, and lose his Office . Jenk. Cent. 162 If a Judge who hath no Jurifdiaion of the Cause , give Judgement of"
0172600201_000196,"The practice of the Courts of King's Bench and Common Pleas. ... By Baker John Sellon, ...","Crompton, George",103,2,2,0,1,8,4,1,0,1,6,1,1,1,3,0,1,1,0,0,0,0,2,0,2,2,0,9,0,4,2,0,1,4,0,0,1,0,0,2,2,2,2,0,3,10,1,1,0,0,5,0,1,1,0,0,0,11,2,0,0,1793,1,2,"Dublin : printed by H. Fitzpatrick, for E. Lynch, G. Burnet, P. Wogan, J. Exshaw, P. Byrne, [and 7 others in Dublin], 1793-96.",Dublin,661,unknown,,,FALSE,"have trusted this to the discretion of counsel, upo. whose signature only conciimnms are granted of course. In a cafe for the opinion of the court , the faas prcved at the trial ought to be Rated, and not the evidence dt facts only. Palmer V joh0rnf, 2 Will. 163"
1247900400_000150,"The commentaries of Sir William Blackstone, Knt. on the laws and constitution of England; carefully abridged, in a new manner, and Continued down to the present Time: with notes, corrective and explanatory. By William Curry, of the Inner Temple.",William Blackstone,97,0,1,0,0,8,5,0,0,0,7,0,1,3,3,0,3,0,0,0,0,0,5,1,0,0,0,2,7,1,2,0,0,0,8,0,1,6,0,0,0,0,3,0,0,4,3,3,0,1,3,0,2,1,0,4,0,7,1,0,1,1796,1,1,"London : printed for W. Clarke and Son, Portugal-Street, Lincoln's-Inn, 1796.",London,585,male,1723,1780,FALSE,"however, be laid before the court , to satisfy them that it is necessary to justice that the cause Should be farther considered. If the matter be such as did not or could not.appear to the judge who presided at ni prius, it is disclosed to the court by affidavit:"
0234400400_000227,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice of the Court of King's Bench. With Directions for commencing and defending Actions, entering up Judgments, suing out Executions, and proceeding in Error. To which are added, the rules of the court, Modern Precedents, and several other Matters necessary to be known by Attornies and their Clerks, in Town and Country. The whole illustrated by useful notes and observations from the best authorities; with additions, and a copious index. The third edition, corrected. By John Impey, Inner-Temple.","Impey, John",93,0,0,1,2,6,2,1,0,2,9,0,3,2,3,0,1,3,0,2,0,0,1,0,0,0,0,5,1,0,2,1,0,0,1,0,0,0,0,2,0,3,1,0,1,7,8,2,2,0,2,1,3,3,0,5,0,2,0,0,3,1786,1,1,"London : printed for the author, by His Majesty's law printers; and sold by Thomas Whieldon, No. 43, Fleet-Street, MDCCLXXXVI. [1786].",London,635,male,,,FALSE,"shall hold money as a not going to trial ibid. trullee only 477 Writ of inquiry ibid. How to be ingroffed 302 Sheriff's fees ibid. Interrogatorier. Rule for judgement ibid. Subpena on inquiry 3o3 Examining wineffes on interroga Precipe for fame ibid. tories 252 If set aside for irregularity, a"
0173200100_000061,"A law grammar; or, rudiments of the law: compiled from the grounds, principles, maxims, terms, words of art, rules and moot points of our law, in a new, easy and very concise method, containing Rudiments and Illustrations of the Laws of Nature. Law of Reason. Law of God. Law Politic. Civil Law. Common Law. Law of Nations. Marine Law. Military Law. Forest Law. Game Law. Statute Law. Municipal Law. Rights of Persons. Civil Injuries. Modes of Redress. Modes of Punishment. A general Index. The Whole intended for the particular Instruction of young Gentlemen, Attorney's Clerks, and other Persons, whereby they will acquire more useful Learning in the Law than from any other Book ever yet published. By Giles Jacob, Gent. Author of the Law Dictionary. The sixth edition, carefully revised, enlarged and improved, with very considerable additions from Burn's New law dictionary, and other books of authority.",Giles Jacob,97,1,2,0,1,4,2,0,0,1,5,1,0,0,6,2,2,1,0,0,1,0,3,0,0,0,0,3,0,3,0,1,0,3,6,3,0,0,0,0,1,1,2,0,2,4,0,1,0,0,4,1,4,1,1,4,0,9,7,0,4,1792,1,1,"Dublin : printed by Elizabeth Lynch, Law-Bookseller to his Majesty's Courts of Law in Ireland, at her shops, No. 6, Skinner-Row, and in the Four Courts, 1792.",Dublin,237,male,1686,1744,FALSE,"and repeats it to the jury , which finiflies the trial . And after the trial is over, the associate delivers to the plaintiff's attorney the record with the difring.as, and the names of the jury annexed, on the back of which he en dorfes the fubltance of the verdit,"
0234400400_000013,"The new instructor clericalis, stating the authority, jurisdiction, and modern practice of the Court of King's Bench. With Directions for commencing and defending Actions, entering up Judgments, suing out Executions, and proceeding in Error. To which are added, the rules of the court, Modern Precedents, and several other Matters necessary to be known by Attornies and their Clerks, in Town and Country. The whole illustrated by useful notes and observations from the best authorities; with additions, and a copious index. The third edition, corrected. By John Impey, Inner-Temple.","Impey, John",97,1,0,0,0,2,3,0,0,1,8,0,1,0,4,1,3,6,0,0,0,0,0,0,0,3,0,7,0,3,1,3,0,4,5,1,0,0,1,2,2,1,6,0,2,6,0,1,4,1,4,1,1,0,1,0,2,2,0,0,3,1786,1,1,"London : printed for the author, by His Majesty's law printers; and sold by Thomas Whieldon, No. 43, Fleet-Street, MDCCLXXXVI. [1786].",London,635,male,,,FALSE,"Wefiminfier, or where the venue is "" laid"" This clause of nii prius was inserted by virtue of the stature of leflminfler. 13 Edw. I. C 30 42 Edw. 3 C I. The record is pawed and left with the propern/pria,, irer,,. officer , viz. the marshal, who takes it"
1615400103_000147,"Commentaries on the laws of England. In four books. By Sir William Blackstone, Knt. One of the late justices of His Britannic Majesty's Court of Common Pleas. In four volumes. Vol. I.--Book I [-Vol. IV. Book IV.].","Bumstead, Joseph",98,0,2,0,1,8,5,0,0,2,6,0,2,3,8,0,0,0,0,0,1,0,1,1,0,0,1,1,3,1,0,1,1,1,8,0,1,3,0,0,0,1,3,0,0,8,5,6,0,0,3,0,2,3,0,1,0,2,3,0,0,1799,3,4,"Printed at Boston : by I. Thomas and E.T. Andrews. Sold by them at Faust's statue, no. 45, Newbury-Street; by I. Thomas, Worcester; by Thomas, Andrews, and Penniman, Albany; by Thomas, Andrews, and Butler, Baltimore; and by E.S. Thomas, Charleston, S.C, 1799.",Boston|Worcester.|Albany.|Baltimore.|Charleston.,528,male,1768,1838,FALSE,"cafe laid in the declaration s not sufficient in point of law to found an ation upon.. r Not many years ago an appeal was brought to the house of lords from the court of session in Scotland, ri a Cause between Napier and Mafarlane, i It was instituted in"
0526600107_000314,"Term reports in the Court of King's Bench: from Michaelmas Term, 26th George III. to Easter Term, 27th George III. Both Inclusive. By Charles Durnford and Edward Hyde East, of the Temple, Esqrs. Barristers at Law. ...",Great Britain. Court of Chancery,105,1,12,1,0,1,3,0,0,0,6,0,3,4,10,0,2,3,0,3,1,1,1,2,0,0,1,1,0,2,0,0,0,0,5,0,2,0,0,3,0,3,2,0,0,11,1,4,0,0,1,2,0,1,0,3,0,4,0,0,5,1802,7,8,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for J. Butterworth, Fleet-Street, [1794]-1802.",London,796,unknown,,,FALSE,"away three cows, and converting tering he them to the defendant's use. The 2d count was for seizing tlle plofe and cattle and detaining them four days, whereby the plaintiff lolf the taking his gods , the defendant may juftlfy under a sufficient legal process if he had it in"
0503900200_000585,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The fourth edition corrected, with farther large Additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,95,1,2,1,2,0,3,0,0,1,12,2,3,2,7,3,0,5,0,0,0,0,0,1,0,0,0,5,2,0,1,0,0,0,1,0,0,0,0,4,0,0,4,0,1,6,1,1,0,1,2,1,6,1,0,6,0,2,0,0,5,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for D. Midwinter, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, S. Austen, J. Wood and C. Woodward, and J. Pemberton, MDCCXXXIX. [1739].",London,804,male,1686,1744,FALSE,"Courts of Record are freed from all a Confession of the Debt ; and the Plaintiff may Prolecutions whatrlever, except in the Parliament, have Judgement with a Ceffat Executio till the Dcfen. where they may be punifled, for anything done dant hath Altcrs. 4 Rep. Nelf. Abr. 1052 On f,"
0753400200_000096,"The practick part of the law: shewing the office of an attorney, and a guide for solicitors in all the courts of Westminster: ... As also, the practice of the courts in the city of London, ...",,118,0,0,0,1,1,5,1,0,0,11,0,0,1,15,1,1,4,0,0,2,0,0,0,3,1,0,1,1,3,2,0,0,2,0,0,0,3,0,1,0,0,0,0,0,9,16,5,0,0,2,2,4,1,0,8,0,9,0,0,2,1724,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq;) for J. Walthoe, 1724.",London,628,unknown,,,FALSE,"for vdnt of a Plea . Abatement. A Plea in Abatement of the Writ ought not to be received after the Defendant hath irpar led, for by imparling he admits the Writ to he good; yet if it be received, and the Plaintiff doth demur to it, the Demurrer is"
0503900200_000899,"A new law-dictionary: containing, the interpretation and definition of words and terms used in the law; and also the whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with Such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from All Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. The fourth edition corrected, with farther large Additions, and the Law-Proceedings done into English. To which is annexed, A Table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,102,1,0,0,1,1,2,0,0,3,14,0,0,1,0,4,1,1,0,1,2,0,1,0,0,0,1,2,2,3,2,1,0,2,3,0,0,7,0,1,0,1,0,0,2,1,1,8,0,0,20,0,1,1,0,2,0,2,0,0,6,1739,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq;) for D. Midwinter, R. Ware, C. Rivington, A. Ward, J. and P. Knapton, T. Longman, R. Hett, C. Hitch, S. Austen, J. Wood and C. Woodward, and J. Pemberton, MDCCXXXIX. [1739].",London,804,male,1686,1744,FALSE,"joined upon it to is nor the Office of the Court to do, but to judge be rried by a Jury like to Matters of Faa; and the of them. 2 Lill. Abr. 420 If a lubfcquent Record Credit of a Record is greater than the Testimony of hath any"
0638900107_000026,"Reports of cases, upon appeals and writs of error, in the High Court of Parliament; from the year 1701, to the year 1779. With tables, notes and references. By Josiah Brown, Esq. barrister at law. ...",Great Britain. Parliament. House of Lords,126,1,5,0,4,3,5,2,0,4,12,0,1,3,8,10,1,2,0,0,3,0,0,0,0,0,0,1,0,1,1,8,0,0,3,0,0,2,1,1,0,1,1,0,4,9,0,1,0,1,0,6,0,1,1,2,1,1,0,0,15,1783,7,7,"London : printed, by His Majesty's Law-Printers, for the author; and sold by P. Uriel, in the Inner-Temple Lane, MDCCLXXIX. [1779].",London,627,unknown,,,FALSE,"21 ft May, 1773 A T the General Quarter Sefflons for the county of Middlesex, held at Hick's Hlall, in December 1770, the plaintiffs preferred an indictment against the defendant and two other persons , charging them with wickedly devising to ruin the plaintiff Chalke, and conspiring to withhold a"
0173000200_000049,"Every man his own lawyer: or, a summary of the laws of England in a new and instructive method, under the following Heads, Viz. I. Of Actions and Remedies, Writs, Process, Arrest, and Bail. II. Of Courts, Attornies and Solicitors therein, Juries, Witnesses, Trials, Executions, &c. III. Of Estates and Property in Lands and Goods, and how acquired; Ancestors, Heirs, Executors and Administrators. IV. Of the Laws relating to Marriage, Bastardy, Infants, Ideots, Lunaticks. V. Of the Liberty of the Subject, Magna Charta, and Habeas Corpus Act, and other Statutes. VI. Of the King and his Prerogative, the Queen and Prince, Peers, Judges, Sheriffs, Coroners, Justices of Peace, Constables, &c. Vii. Of publick Offences, Treason, Murder, Felony, Burglary, Robbery, Rape, Sodomy, Forgery, Perjury, &c. And their Punishment. All of them so plainly treated of, that all Manner of Persons may be particularly acquainted with our Laws and Statutes, concerning Civil and Criminal Affairs, and know how to defend Themselves and their Estates and Fortunes; In All Cases Whatsoever.",Giles Jacob,112,4,3,0,1,4,8,1,0,1,6,1,0,2,14,0,1,2,0,1,1,0,0,0,0,0,0,2,0,3,0,0,0,1,2,0,0,2,0,0,0,2,4,0,1,7,1,3,0,1,1,2,4,1,0,4,0,18,0,0,3,1784,1,1,"London : printed by W. Strahan, and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for W. Strahan, J. F. and C. Rivington, T. Longman, W. and T. Lowndes, J. Johnson, Richardson, and Urquhart, G. Robinson, W. Goldsmith, J. Bew, T. Whieldon, and E. Newbery, M.DCC.LXXXIV. [1784].",London,549,male,1686,1744,FALSE,"tleflfy, c. ajubpaena ticket for a witness to appear . Mr. M. H. Y virtue of a writ of subpoena toyou and B clthrs direcfed, and herewitb hewn unto you, yct are peifgnally to be and appear before William Earl Mamfirld, chief juftce, cor before his majefy's jujtices f ajfife,"
0975700500_000010,"The practice of the Court of Great Sessions for the several counties of Carmarthen, Pembroke, and Cardigan; the county of the borough of Carmarthen; and the town and county of Haverfordwest. By Richard Foley, Secondary of the Circuit.","Foley, Richard           1792",130,0,1,1,1,3,13,0,0,1,16,0,2,4,4,0,0,0,0,0,0,0,0,0,2,2,0,4,1,15,5,0,0,0,1,0,1,0,0,3,0,2,1,0,7,6,1,1,0,1,1,7,5,0,0,0,2,14,1,0,1,1792,1,1,"London : printed for E. and T. Williams, No 13, Strand; sold also by Messrs. North, Brecon; J. Daniel, Carmarthen; J. Potter, Haverfordwest; G. Wilmot, Pembroke; and T. Goodere, Swansea, 1792.",London,155,unknown,,,FALSE,"II C 25 S. 9 t As tlitcti, That every Sheriff or other Officer , to whom the Return of Juries for the Trial of Causes in the Court of Grand Sessions in any County of Wales, do or stall belong, shall, at least eight Days before every Grand Sessions,"
0173400600_000046,"A law grammar: or, rudiments of the law. Compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at Schools, Colleges, or the Universities, or privately educated, Attornies Clerks, and other Persons; Whereby they will acquire a great deal more useful Learning in the Law, than by any of the Books yet published. By Giles Jacob, Gent. Author of the New Law-Dictionary.",Giles Jacob,102,0,4,0,3,5,3,2,0,1,2,0,4,2,7,0,1,0,0,2,1,0,0,0,1,0,0,0,0,5,0,0,1,2,16,0,1,3,0,0,0,2,0,0,2,5,3,4,0,0,2,2,1,0,1,3,0,2,2,0,7,1772,1,1,"Dublin : printed by Elizabeth Lynch Bookseller, in Skinner-Row, and in the Four-Courts, 1772.",Dublin,144,male,1686,1744,FALSE,"aiis, are those that help diverse d fects in Pleadings , after verdiet given; for it is ordained that Judgement shall be had in any Suit afier an Ifrue is tried, notwithstanding there may be any Yeofailor Mispleading. 37 testatumt, is a Writ that lies where a Defendant in an"
0119200301_000021,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into two volumes, viz. Vol. I. Contains I. The practice of the court of King's Bench. II. The practice of the court of common pleas. III. The practice of Courts-Leet, Courts-Baron, &c. Vol. II. contains IV. The practice of the high court of Chancery. V. The practice of equity in the exchequer. VI. The practice and method of conveyancing, &c. Wherein all the precedents and forms of processes and proceedings are truly and faithfully rendred in the English language, in pursuance of the late statute. The fourth edition: In which the errors in former impressions are carefully corrected, many useful modern English precedents, rules of the courts, and acts of parliament are added; and the whole continued down to the present year. By a gentleman of the Inner Temple. ...","Bohun, William",107,0,1,0,1,1,2,0,0,3,19,0,1,1,4,3,0,1,0,0,1,0,0,0,1,0,0,1,3,2,0,3,0,1,2,0,0,0,1,5,0,1,0,0,5,2,5,4,0,0,7,3,4,0,1,3,0,1,0,0,14,1737,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch at the Red-Lion, and T. Longman, at the Ship, both in Pater-noster-row; T. Worrall, at the Judge's Head, and F. Cogan, at the Middle-Temple Gate, both in Fleet-street; Ward and Chandler, at the Ship, just without Temple-Bar, and at their shops in York and Scarborough, MDCCXXXVII. [1737].",London,513,male,,,FALSE,"slos Breviumi files all Originals, and other Cufls Dri wn, or Keeper Writs whereon you proceed to Outlawry: - f; ?iits. Examines and seals all Records of Nii pris for Trials at the Assizes, and has several Clerks under him for making up Records throughout England. the Clerks of the"
0173600201_000089,"The practising attorney: or, lawyer's office. Comprehending the business of an attorney in all its branches. Divided into Two Volumes, viz. ... . Contains I. The Practice of the Court of King's Bench. II. The Practice of the Court of Common Pleas. III. The Practice of Courts-Leet, Courts-Baron, &c. ... Contains IV. The Practice of the High Court of Chancery. V. The Practice of Equity in the Exchequer. VI. The Practice and Method of Conveyancing, &c. Wherein All the Precedents and Forms of Processes and Proceedings are truly and faithfully rendred in the English Language, in Pursuance of the late Statute. The third edition, carefully corrected and much improv'd; with the Rules and Orders of the several Courts, and the Laws and Statutes under each Head, continued to this Time. By W. Bohun, of the Middle Temple, Esq;","Bohun, William",108,0,0,0,0,1,6,0,0,2,11,0,1,3,9,0,3,3,0,0,0,0,4,0,0,1,0,3,5,1,0,0,1,0,1,0,1,0,0,0,0,2,2,0,2,8,2,4,0,1,2,1,7,1,0,2,0,15,0,0,3,1732,1,2,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling (assigns of E. Sayer, Esq;) for A. Bettesworth and C. Hitch, at the Red-Lion, J. Osborn and T. Longman, at the Ship, both in Pater-Noster-Row; T. Worrall, at Judge Coke's Head, and F. Cogan, at the Middle-Temple-Gate, both in Fleet-Street, MDCCXXXII. [1732].",London,479,male,,,FALSE,"the Original be in Be: : *.7. ing; unless the Party make out that he hath used his utmost Endeavours to procure the Original without Effeec: And if it be in the Hands of a third Person , a S: b aoina with diices tcciiim may be issued;; upon, on"
1113600101_000154,"A new and complete law-dictionary. Or, general abridgment of the law; on a more extensive plan than any law-dictionary hitherto published: ... By T. Cunningham, Esq. In two volumes. ...",Timothy Cunningham,86,2,0,1,2,3,2,1,0,2,5,0,0,0,4,3,1,0,0,1,0,0,0,3,5,0,0,0,2,3,1,3,0,1,4,0,1,1,1,2,0,0,9,0,3,5,0,5,0,0,6,0,0,0,0,1,0,1,0,0,2,1764,1,2,"Dublin : printed for Sar. Cotter, Hen. Saunders, and Jam. Williams, 1764.",Dublin,843,male,,1789,FALSE,"or discontinuing of proofs of any of the parties , and for diverse other causes , the which is thought as well a great ilander to the Common - law of this realm, and to; he ministers of the same, as also a plain delay and hindrance unto the said"
0769001100_000934,"A new law-dictionary: containing, the interpretation and definition of words and Terms used in the law; And also the Whole law, and the practice thereof, Under all the Heads and Titles of the same. Together with such Informations relating thereto, as Explain the History and Antiquity of the Law, and our Manners, Customs, and Original Government. Collected and Abstracted from all Dictionaries, Abridgments, Institutes, Reports, Year-Books, Charters, Registers, Chronicles, and Histories, Published to this Time. And fitted for the Use of Barristers, Students, and Practisers of the Law, Members of Parliament, and other Gentlemen, Justices of Peace, Clergymen, &c. To which is annexed, a table of References to all the Arguments and Resolutions of the Lord Chief Justice Holt; In the several Volumes of the Reports. By Giles Jacob, gent.",Giles Jacob,121,1,3,0,0,2,4,1,0,0,3,0,0,1,9,0,1,4,0,0,0,0,2,0,0,1,0,6,1,9,0,0,0,0,2,0,0,2,0,1,0,3,5,0,0,4,0,3,0,1,8,4,7,1,0,11,0,17,0,0,4,1733,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R. Gosling, (assigns of E. Sayer, Esq) for J. and J. Knapton, D. Midwinter and A. Ward, A. Bettesworth and C. Hitch, F. Fayram and T. Hatchett, J. Pemberton, J. Osborn and T. Longman, C. Rivington, F. Clay, J. Batley, and R. Hett, MDCCXXXIII [1733].",London,797,male,1686,1744,FALSE,"Attendance, c. or the Defendant may give a Rule to tithe Cauic by Prov; fo; and on Notice given the Plaintiff bring it to Trial , that he may discharge himself of the Action, and herein he may recover Cols. z Lill. Abr. 609, 6; 1 a; Hen. S. cap."
0503600101_000136,"The practical register: or, a general abridgment of the law, as it is now practised in the several courts of Chancery, King's Bench, Common Pleas and Exchequer, ... Together with all the modern rules of court brought down to ... 1719. In two volumes. ... By John Lilly, ...","Lilly, John",108,0,2,0,0,1,3,1,0,0,13,0,0,0,2,6,0,0,0,0,2,0,13,0,5,2,0,4,2,1,5,2,0,0,1,0,0,2,0,3,0,1,5,0,1,2,1,5,0,0,6,1,3,0,0,4,0,4,0,0,5,1719,1,2,"[London] : In the Savoy: printed by Eliz. Nutt, and R. Gosling, (assigns of Edw. Sayer, Esq; ) for Tho. Ward; W. Mears, and F. Clay; and J. Hooke, 1719.",London,676,male,,,FALSE,"it be ad informandam Curiam, in affirmance of the Judgement; (Trin. Y65i. B. R.) So it was inter Molineux and Pride, 3 W. & M. For Judgments are favoured in Law , and are to be supported, as much as Justice will permit. laintiffin Wp Glyn Chief Justice , Pafck."
0501300102_000820,"A digest of the Statute Law, being an abridgment of all the public acts of Parliament now in force, and of general use, from Magna Charta, in the ninth year of King Henry III to the thirtieth year of his present Majesty King George III. inclusive. By Thomas Walter Williams, of the Inner Temple, Barrister at Law. In two volumes. ...",Thomas Walter Williams,136,0,3,0,0,2,4,0,0,0,8,2,1,1,14,3,0,9,0,0,0,0,0,0,18,2,0,3,0,4,2,0,0,1,1,0,0,2,0,0,0,0,1,0,5,17,1,1,0,2,7,5,0,1,1,1,2,4,0,0,8,1791,2,2,"London : printed by A. Strahan and W. Woodfall, Law-Printers to the King's Most Excellent Majesty; for G. G. J. & J. Robinsons, Pater-Noster-Row; and C. & G. Kearsley, Fleet-Street, 1791.",London,763,male,1763,1833,FALSE,"all aaions personal , real or nixt, the death of either party between the verdict and the judgement, ( hall not be alleged for error ; so as such judgement be entered within two terms after such verdict. Where any judgement after a verdic: ( hall be had by any"
0172600202_000003,"The practice of the Courts of King's Bench and Common Pleas. ... By Baker John Sellon, ...","Crompton, George",99,1,0,0,3,3,0,0,0,2,8,0,1,2,4,19,0,2,0,1,0,0,2,0,0,0,0,0,1,2,0,3,0,1,2,0,0,1,2,0,0,1,1,0,3,5,3,2,0,0,5,1,1,1,3,0,0,2,0,0,11,1793,2,2,"Dublin : printed by H. Fitzpatrick, for E. Lynch, G. Burnet, P. Wogan, J. Exshaw, P. Byrne, [and 7 others in Dublin], 1793-96.",Dublin,792,unknown,,,FALSE,of the Nature of the Attachment 354 Of the Reference as to Coils - 35 Of impeaching and setting aside the Award 356 AUDITA OUERELA - 38 HABEAS CORPUS - - 364 Of the Habeas Corpus ad respondendum 36; Of the Habeas Corpus ad teftificandum - 367 Of the Habeas
0174900700_000045,"The history and practice of civil actions, particularly in the Court of Common Pleas. Being an Historical Account of the Parts and Order of Judicial Proceedings, viz. Writs, Appearance, Bail, Declarations, Pleadings, Issues, Trials, Verdicts, Judgments, Error, and Costs; with The several Changes introduced into these Proceedings and Practice by the several Statutes of Amendments, Jeofails, and Costs: And containing a general Account of the Principles of Special-Pleading in all Civil Suits: with an Introduction on the Constitution of England. By the late Lord Chief Baron Gilbert. The third edition, carefully corrected from the many errors in the former impressions; with the addition of many notes and references.",Jeffrey Gilbert,105,1,4,1,2,2,2,0,0,6,6,1,0,2,2,0,0,0,0,3,0,0,1,0,1,0,0,4,1,3,3,3,1,0,10,0,0,4,0,0,1,0,1,0,1,3,2,6,1,0,13,0,0,2,1,3,0,0,2,0,6,1792,1,1,"Dublin : printed for James Moore, No. 45, College-Green, M.DCC.XCII. [1792].",Dublin,268,male,1674,1726,FALSE,"prius the jury remains proper delifumn, the defendant may plead it at the day in bank; because the cause was not determined by the jury ; and therefore he is at liberty to plead it as at any other day of continuance; and it may be tried by the jury"
0173000800_000042,"A law grammar; or rudiments of the law: compiled from the grounds, principles, Maxims, Terms, Words of Art, Rules, and Moot-Points of our law, in a new, easy and very concise method. For the particular Instruction Of all young Gentlemen, either at Schools, Colleges, or the Universities, or if privately educated, Attornies Clerks, and other Persons; Whereby They will acquire a great deal more useful Law-Learning, than by any of the Books yet publish'd. By G. Jacob, Gent. Author of the New Law-Dictionary.",Giles Jacob,128,1,0,0,1,1,7,4,0,0,1,0,2,9,14,0,1,0,0,1,3,0,0,0,0,2,0,3,0,6,0,0,0,0,0,0,0,5,0,0,0,2,5,0,4,13,12,9,0,0,4,5,1,2,0,3,0,4,0,0,3,1744,1,1,"[London] : In the Savoy: printed by Henry Lintot, (assignee of Edw. Sayer, Esq;) for Aaron Ward, at the King's Arms in Little-Britain, MDCCXLIV. [1744].",London,149,male,1686,1744,FALSE,"shall have Cofis. he Plaintiff's Attorney is to file his Warrant the Term he declares ; and all Declarations mull be filed, as the Foundation of the Cause depending, before which they are not of Record to warrant a Judgement. On filing the Declaration , Copies are delivered to the"
