PassageID,Title,Author,Total termFreq,termFreq(air),termFreq(alik),termFreq(ancient),termFreq(arm),termFreq(art),termFreq(bold),termFreq(bright),termFreq(care),termFreq(critic),termFreq(dai),termFreq(die),termFreq(dull),termFreq(ear),termFreq(earth),termFreq(eas),termFreq(end),termFreq(ey),termFreq(face),termFreq(fair),termFreq(fall),termFreq(fame),termFreq(fate),termFreq(flow),termFreq(fool),termFreq(forc),termFreq(form),termFreq(friend),termFreq(give),termFreq(god),termFreq(grace),termFreq(hair),termFreq(half),termFreq(hand),termFreq(head),termFreq(heart),termFreq(honour),termFreq(human),termFreq(judg),termFreq(judgment),termFreq(know),termFreq(law),termFreq(learn),termFreq(lie),termFreq(life),termFreq(light),termFreq(littl),termFreq(lock),termFreq(long),termFreq(lord),termFreq(love),termFreq(merit),termFreq(mind),termFreq(muse),termFreq(nai),termFreq(natur),termFreq(nymph),termFreq(oft),termFreq(old),termFreq(order),termFreq(past),termFreq(place),termFreq(plea),termFreq(poet),termFreq(prais),termFreq(pride),termFreq(proud),termFreq(rage),termFreq(reason),termFreq(ring),termFreq(rise),termFreq(round),termFreq(rule),termFreq(sens),termFreq(soft),termFreq(soul),termFreq(state),termFreq(sun),termFreq(tast),termFreq(think),termFreq(thought),termFreq(thousand),termFreq(thro),termFreq(true),termFreq(vain),termFreq(wit),termFreq(work),termFreq(world),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0088700201_000023,Miscellany poems. |... By Mr. Pope.,Alexander Pope,106,0,2,3,2,3,2,0,0,6,2,0,1,0,0,2,0,2,0,0,1,1,0,0,0,0,1,2,3,0,2,0,0,0,3,1,1,0,4,0,0,5,7,0,0,1,1,2,2,2,0,1,1,6,0,1,0,0,1,1,0,2,0,3,4,0,1,1,0,0,3,0,3,1,0,1,0,0,0,0,1,0,0,0,1,5,2,1,2,1726,1,2,"London : printed for Bernard Lintot, at the Cross Keys, between the Temple-Gates in Fleetstreet, MDCCXXVI. [1726]-27.",London,276,male,1688,1744,TRUE,"fieer'd securely, and difcover'd far, Led by the light of the Maonian lar. Poets , a race long unconfined and free,. Still fond and proud of savage liberty, Received his laws ; and stood convinced twas sit Who conquered nature , should preside over wit . Horace still charms with"
0112102900_000002,An essay on criticism. Written by Mr. Pope.,Alexander Pope,104,0,0,3,0,2,1,0,2,3,2,0,1,1,0,0,3,2,0,2,0,2,0,1,1,2,2,1,1,0,3,0,0,2,1,1,1,0,1,0,3,3,4,0,0,1,2,0,0,0,0,0,2,2,1,5,0,1,0,1,1,2,0,0,2,3,0,1,1,1,3,0,7,3,0,1,0,0,1,0,1,0,0,1,1,4,3,1,1,1716,1,1,"London [i.e. The Hague] : printed for T. Johnson. Anno, M.DCC.XVI. [1716].",The Hague,68,male,1688,1744,TRUE,"dull Receits how Poems may be made. These lost the sense , their learning to display, And those explained the meaning quite away. You You then whose Judgement the right course would fleer, Know well each A N C I E N T' s proper charat&er; His Sable, Subject, Scope"
0561901800_000031,"Exercises for improvement in elocution, being select extracts from the best authors, For The Use of those who study the Art of Reading and Speaking in Public. By J. Walker. Author of the Rhyming Dictionary, &c.",John Walker,88,0,3,1,0,2,0,0,1,4,2,1,1,0,1,0,0,2,0,1,1,3,1,0,1,0,1,1,1,1,0,0,0,1,2,0,0,1,3,1,3,0,2,0,1,2,1,0,1,0,2,2,2,2,0,3,0,3,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,3,1,3,0,0,3,0,0,0,0,3,1,3,1,0,3,1777,1,1,"London : Sold by T. Becket, Corner of the Adelphi, Strand; and W. Jackson, High Street, Oxford, MDCCLXXVII. [1777].",London,142,male,1732,1807,FALSE,"and pride With incense, kindled at the mue's flame. Far from the madding crowd's ignoble firife, Their sober wishes never learned to itray; Along the cool sequestered vale of life They kept the noiseless tenor of their way. Yet even there bones from insult to protect, Some frail memorial still"
0296400101_000031,"The poetical works of Alexander Pope, Esq. In three volumes. ...",Alexander Pope,101,2,2,4,3,4,2,0,0,6,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,3,0,1,0,1,1,2,1,1,0,2,0,2,4,7,0,0,0,2,1,1,0,0,1,1,5,0,2,1,0,1,1,0,2,0,4,3,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,2,5,2,1,1,1785,1,3,"Glasgow : printed by Andrew Foulis, Printer to the University, M.DCC.LXXXV. [1785].",Glasgow,331,male,1688,1744,TRUE,"wits , than critics in as wrong quotations. See Dionysius Homer's thoughts refine, And call new beauties forth from every line! Fancy and art in gay Petronius please, The scholar's learning , with the courtie ease . In grave Quintilian's copious work , we find The juiteft rules , and"
0306200800_000002,"An essay on criticism. By Alexander Pope, Esq; with The Messiah.",Alexander Pope,118,0,0,5,1,1,2,0,1,5,3,0,1,0,0,0,3,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,4,5,0,0,1,1,0,0,0,0,0,2,4,0,8,0,1,1,1,0,2,0,2,2,3,0,1,2,1,3,0,10,2,0,1,0,0,0,0,1,0,0,2,1,4,3,2,2,1765,1,1,"London : printed in the year, MDCCLXV. [1765].",London,28,male,1688,1744,TRUE,"itrife, Though' meant each other's aid, like man and wife. Tis more to guide, than spur the Muse's steed; Restrain his fury, than provoke his speed; The winged courser, like a generous horse, Showvs most TRUE mettle when you check his course. Those RULES of old discovered, not devised, Are"
0544600119_000017,The British poets.,,110,0,0,4,1,3,2,0,1,5,3,0,1,0,0,0,2,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,1,1,1,1,0,0,0,3,3,4,0,0,2,2,0,0,0,0,0,3,4,1,4,0,1,0,1,0,2,0,2,1,3,0,1,2,1,4,0,7,3,0,1,0,0,0,0,1,0,0,1,1,4,3,2,1,1773,19,44,"Edinburgh : printed for A. Kincaid and W. Creech, and J. Balfour, M,DCC,LXXIII. [1773][-76].",Edinburgh,167,unknown,,,FALSE,"Ihow'd; And pointed out those arduous paths they trode; Held from afar, aloft, th' immortal prize, And urged the rest by equal steps to rise . Jufi precepts thus from great examples given, She drew from them what they derived from Heaven. The gtu'rous Critic fanned the poet's fire, And"
0149500600_000003,An essay on criticism. Written in the year MDCCIX. By Alexander Pope Esq.,Alexander Pope,95,0,2,2,0,4,1,1,1,3,0,0,2,2,0,0,2,2,1,0,0,1,0,0,2,1,1,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,2,0,2,1,0,3,0,2,3,0,0,1,0,2,3,0,0,2,0,1,0,1,4,4,1,0,0,0,1,2,4,1,0,4,1,6,3,1,1,1758,1,1,"Halle : printed by J. J. Gebauer, MDCCLVIII. [1758].",Halle,28,male,1688,1744,TRUE,"Tis not a lip, or eye , we beauty call, 245 But the joint force and full refilt of all. Thus when we view some well proportioned dome, (The world's just wonder, and even thine, orome!) No single parts unequally surprise, All comes united to the admiring eyes ; 250"
1280300200_000033,"A collection of essays, Epistles and Odes. Essay on man. Eloisa to Abelard. The rape of the Lock. Messiah. A sacred Eclogue. The temple of fame. Ode for music on St. Cecilia's day. Ode on solitude. Essay on criticism. And the Universal Prayer. By Alexander Pope, Esq;",Alexander Pope,101,0,0,0,0,2,3,1,2,4,1,0,3,0,0,2,1,2,0,3,1,2,0,1,3,0,0,1,3,1,1,0,1,1,0,0,1,1,1,0,2,0,5,0,1,1,0,0,2,1,3,1,3,0,1,2,0,0,3,0,1,0,0,2,5,0,0,3,0,0,0,0,2,4,0,0,0,0,1,0,0,1,0,1,1,10,0,2,1,1777,1,1,"London : sold by J. and R. Tonson, A. Millar, J. Hodges, and W. Thompson, MDCCLXXVII. [1777].",London,144,male,1688,1744,TRUE,"Patriarch wits survive a thousand years Now length of Fame (our second life ) is lost,, And bare threescore is all even that can boast; Our sons their father's falling language see, And such as Chaucer is, shall Dryden be. So when the faithful pencil has designed Some biight Idea"
0811000200_000002,An essay on criticism. Written by Mr. Pope.,Alexander Pope,105,0,0,5,1,2,2,0,2,3,3,0,1,1,0,0,3,2,0,1,0,1,0,1,2,2,2,1,1,0,3,0,0,2,1,1,1,0,0,0,3,3,5,0,0,1,2,0,0,0,0,0,1,1,1,4,0,1,0,1,0,2,0,1,2,3,0,1,1,1,2,0,8,3,0,1,0,0,1,0,1,0,0,1,1,4,2,1,2,1719,1,1,"London : printed for Bernard Lintot, at the Cross-Keys between the Temple-Gates in Fleet-Street, MDCCXIX. [1719].",London,46,male,1688,1744,TRUE,"her charms, and make her more beloved: But following Wits from that intention ftray'd; 1 Who could not win the mifirefs, wooed the maid, Set up themselves, and drove a fep'rate trade; Against the Poets their own arms they turned, Sure to hate most the men from whom they learned"
1300801400_000021,"[A] Collection of poems, essays, and epistles. Containing Essay on man. Universal prayer. Eloisa to Abelard. Messiah: A sacred eclogue. An ode on solitude. An essay on criticism. Poem on the last day. An elegy written in a country Church-Yard. Hymn to adversity. The grave. The Hermit. A night-piece on death. The splendid shilling. The deserted village. The traveller. The genealogy of Christ. The fragment. By Pope, Young, Gray, Blair, Parnell, Philips, Lowthe, Goldsmith and Mallet.",,99,0,0,0,0,1,3,0,1,5,1,0,4,1,0,1,0,2,0,1,0,0,1,0,1,0,0,2,1,1,1,0,1,0,1,0,1,0,1,0,3,1,6,0,0,1,0,0,3,1,3,2,1,0,3,1,0,0,2,0,1,1,0,5,4,1,2,3,1,0,0,0,1,6,0,1,0,0,2,0,0,0,0,2,1,6,1,1,2,1770,1,1,"Dublin : Printed for Thomas Armitage, in Crampton-Court, MDCCLXX [1770].",Dublin,248,unknown,,,FALSE,"obscenity should find, 530 Though' wit and art conspire to move your mind ; But dullness with obscenity must prove As shameful sure as impotence in love . In the fat age of pleasure, wealth, and ease , Sprung the rank weed, and thrive with large increase : When love"
1251700600_000011,The beauties of Pope.,Alexander Pope,98,0,1,2,1,1,4,0,1,4,0,1,2,0,0,1,0,1,0,1,0,1,0,0,2,0,0,2,3,0,0,0,0,0,1,1,0,1,2,0,1,4,4,0,0,1,0,0,4,0,1,3,0,4,0,3,0,1,2,0,0,0,0,3,7,1,2,2,1,0,1,0,2,1,0,1,0,0,1,3,0,0,0,0,2,7,0,1,2,1783,1,1,"Dublin : printed for the Company of Booksellers by Jno. Rea, 1783.",Dublin,312,male,1688,1744,TRUE,"cautf; they're wiser still, they fly; And lill tomorrow's wiser than today. We think our fathers fools , so wise we grow; Our wiser sons, no doubt, will think us so. Once school divines this zealous isle o'erfpreadl; Who knew most sentences, was deepest read: Faith, gospel, all fiein'd made"
1056300200_000011,The beauties of Pope.,Alexander Pope,100,0,1,2,1,0,4,0,1,4,1,0,2,1,0,1,0,1,0,1,0,1,0,0,2,0,0,2,3,0,0,0,0,0,2,1,0,1,2,0,1,4,4,0,0,1,0,0,4,0,1,3,0,5,0,3,0,0,2,0,0,0,0,3,7,1,2,2,1,0,1,0,2,3,0,1,0,0,0,1,0,0,0,1,2,8,0,1,2,1783,1,1,"London : printed for G. Kearsley, Fleet-Street-, 1783.",London,307,male,1688,1744,TRUE,"leaving what is natural and sit, The current folly proves the ready wit ; And authors think their reputation safe, Which lives as long as fools are pleased to laugh. IBID. DANGER OF WIT . UNHAPPY Wit , like most mistaken things, Atones not for that envy which it brings:"
0709900700_000103,"The poetical preceptor; or, a collection of select pieces of poetry; extracted from the works of the most eminent English poets. Particularly, Addison, Akenside, Armstrong, D. Buckingham Congreve, Cowley, Denham, Dryden, Dyer, Garth, Gay, Grainger, Gray, Hill, Johnson, Ben. Jonson, Lee, L. Lyttleton, Mallet, Mason, Milton, Otway, Parnell, Philips, Pope, Prior, Rowe, Shakespeare, Shenstone, Swift, Thomson, Tickell, Waller, Wharton, Whitehead, Wilkie, Young, &C. And calculated for the use, not only of schools, but of private gentlemen.",,111,0,0,4,0,2,1,0,1,4,3,0,2,0,0,0,2,3,0,1,0,1,0,1,1,2,2,1,1,0,3,0,0,2,1,2,1,0,1,0,3,3,4,0,0,2,1,0,0,0,0,0,4,2,1,7,0,1,0,1,1,2,0,0,2,4,0,1,1,1,3,0,7,2,0,1,0,0,1,0,1,0,0,1,0,5,3,1,3,1780,1,1,"London : printed only for S. Crowder, No. 12, Pater-Noster-Row, MDCCLXXX. [1780].",London,359,unknown,,,FALSE,"To much as they: Some drily plain, without invention's aid, Write dull receipts how poems may be made. These leave the sense , their learning to display, And those explain the meaning quite away. You, then, whofejudgment the right courfewould ifeer, Know well each ANCIENT's proper character; His Sable, Subjet,"
1269100300_000024,"A select collection of poems, viz. An essay on man, An essay on criticism, The Messiah, &c. By Alexander Pope, Esq; Together with an account of the life of the author.",Alexander Pope,92,0,2,2,0,4,0,1,1,3,0,0,2,2,0,1,1,1,1,0,1,1,0,2,2,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,3,0,2,0,0,1,0,0,0,0,3,0,1,1,0,4,0,3,3,0,0,1,0,2,3,0,0,1,0,1,1,1,4,4,1,0,0,0,0,0,4,1,0,3,1,6,2,1,1,1792,1,1,"Paisley : printed by J. Neilson, for Robert Smith, Bookseller, M,DCC,XCII. [1792].",Paisley,136,male,1688,1744,TRUE,"sometimes men of wit , T' avoid great errors, mull the less commnit: Neglect the rules each verbal Critic lays, For not to know some trifles, is a praise . Mols Critics fond of some subservient art , Still make the Whole depend upon a part: They talk of principles,"
1056300200_000009,The beauties of Pope.,Alexander Pope,119,0,3,0,0,3,1,2,0,8,1,0,0,1,0,0,3,2,0,1,0,2,0,0,5,2,1,1,1,0,1,0,2,0,1,1,0,0,3,1,2,3,3,0,2,3,1,0,0,0,0,0,2,1,0,11,0,0,1,1,0,0,0,2,0,3,0,0,1,1,2,0,4,4,0,4,0,0,1,0,0,0,0,5,1,8,1,1,5,1783,1,1,"London : printed for G. Kearsley, Fleet-Street-, 1783.",London,307,male,1688,1744,TRUE,"bright Cecilia greater power is .given; His numbers raised a ihade from Hell, Hcr's lift the soul to Heaven. VOL. I. p. 59 THE DYING CHRISTIAN TO HIS SOUTA AN O D E. I.. VITAL fpark of heavenly ifamene Quit, oh quit this mortal frame: Trembling, hoping, lingering, flying Oh,"
1773500600_000028,"The works of Alexander Pope, Esq; Vol. I. Part I.",Alexander Pope,105,0,1,3,2,4,3,0,0,8,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,2,1,0,2,0,0,0,1,0,1,0,3,0,1,5,7,0,0,1,1,0,3,0,1,2,1,3,2,1,0,0,1,1,0,4,0,6,2,1,2,0,1,0,1,0,3,0,0,1,0,0,1,0,1,0,0,0,1,7,2,1,1,1740,1,1,"London : printed for H. Lintot, 1740 [1739].",London,209,male,1688,1744,TRUE,"Nay fhow'd his faults -- but when would Poets mend? No place to sacred from such fops is barred, Nor is Paurls church more safe than Paurs churchyard: : Between Verse ay and 626; In vain youjrug, and fear, and fr·ive to fly these kinow no ma~nnaers, burt in p8·tgy:"
0110600100_000004,"An apology for the Monthly review; with an appendix in behalf of the Critical: in which the rise, progress and perfection; the learning, ingenuity and equity; of both those literary tribunals, are investigated and exhibited, in specimens on every subject and of every kind.",,105,0,0,0,1,3,1,0,0,7,0,2,4,0,0,0,1,2,0,0,2,1,0,1,3,0,1,1,1,0,0,0,3,1,4,0,0,1,3,0,3,0,8,0,0,1,2,0,0,0,1,2,1,2,0,3,0,0,2,0,0,0,0,3,3,2,1,0,2,0,0,0,2,4,0,1,0,0,2,2,0,0,0,0,4,4,4,1,2,1763,1,1,"London : sold by W. Nicoll, at the Paper-Mill in St. Paul's Church-Yard, and by every other Bookseller, [1763].",London,112,unknown,,,FALSE,"who last refign'd to rest, ywhofe heads she partly, whose completely blessed; What charms could Faaion, what Ambition lull, The venal quiet, and entrance the dull ; [Wrong - Till drowned was Sense , and Shame, and Right and O sing, and hush the Nations with thy son! [ 9"
1164300700_000055,"Essays, epistles, and odes; by Alexander Pope, Esq;",Alexander Pope,103,0,2,3,3,4,3,0,0,7,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,3,2,0,2,0,0,1,2,1,1,0,1,0,1,5,5,0,0,1,1,0,2,1,1,2,1,3,0,2,0,0,1,1,0,2,0,3,5,1,2,0,1,0,1,0,3,2,0,1,0,0,1,0,1,0,0,0,1,6,2,1,2,1754,1,1,"Edinburgh : printed for Yair & Fleming and L. Hunter, M.DCC.LIV. [1754].",Edinburgh,238,male,1688,1744,TRUE,"0.625 Distrustful sense with modest caution.fpeaks, -. : It fill looks home, and short excursions makes,; i But rattling nonsense in full volleys breaks,. And And never fhock'd, and never turned aside 630 burfr out, refifilers, with a thundering tide. BUT where's the man, who counsel can bestow, Still pleas'i"
0108200301_000017,Miscellany poems. |... By Mr. Pope.,Alexander Pope,109,0,2,0,0,4,0,1,0,9,0,1,1,0,0,0,0,0,0,1,0,5,0,0,3,1,1,1,1,0,0,0,2,0,0,0,0,1,3,1,2,1,4,0,1,3,0,0,0,0,0,1,1,3,0,8,0,1,1,0,1,0,0,3,1,0,1,0,1,0,2,0,2,4,1,2,0,0,2,0,0,0,0,4,2,12,1,1,5,1727,1,2,"London : printed for Bernard Lintot, at the Cross-Keys, between the Temple-Gates in Fleet-Street, 1727.",London,273,male,1688,1744,TRUE,"endure; Be envied, wretched, and be flattered, poor; All luckless wits our enemies professed, And all successful, jealous friends at bel. Nor Fame I slight, nor for her favours call; She comes unlooked for, if (he comes at all, But if the purchase colfs so dear a price, As soothing"
0226300101_000068,"The poetical works of Alexander Pope, with his last corrections, additions, and improvements. From the text of Dr. Warburton. With the life of the author. Cooke's pocket edition. ... . Embellished with superb engravings.",Alexander Pope,88,0,2,3,0,1,0,1,1,1,1,0,2,2,0,0,1,1,1,0,1,1,0,3,2,1,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,2,0,0,1,2,0,1,2,1,0,2,1,0,2,0,3,4,0,0,1,0,1,3,1,1,0,1,1,1,1,1,3,1,0,0,0,0,0,3,1,0,3,1,7,2,1,2,1800,1,3,"London : printed for C. Cooke, No. 17, Paternoster-Row; And sold by all the Booksellers in Great-Britain and Ireland, [1800].",London,249,male,1688,1744,TRUE,"was thought , but never so well expressed; Something whole truth convinced at sight we find, That gives us back the image of our mind . 300 As shades more sweetly recommend the light , So modest plainness sets off sprightly wit : For works may have more wit than"
0118900300_000055,The muse's banquet: consisting of a select collection of pieces in the different species of poetical composition. By the most celebrated authors.,,86,0,1,3,0,1,0,1,0,1,1,0,3,2,0,1,1,1,0,0,1,1,0,3,3,1,1,0,1,0,0,0,0,0,2,1,0,0,2,0,1,0,2,0,0,0,2,0,0,2,1,0,1,2,0,1,0,3,4,0,0,0,0,1,3,1,1,0,1,1,1,1,1,4,1,0,0,0,0,3,2,1,0,2,1,6,1,1,2,1779,1,1,"Dublin : printed by Robert Burton, No. 2, Capel-Street, M,DCC,LXXIX. [1779].",Dublin,349,unknown,,,FALSE,"still Appears more decent as more suitable; A vile conceit in pompous words exprcfs'd, Is like a clown in regal purple dressed; For different fly'es with different fubje6ls sort, As several garbs with country, town, and court. Some by old words, to fame have made pretence, Ancients in phrase, mere"
0184700302_000043,"The works of the most celebrated minor poets. Namely, Wentworth, Earl of Roscommon; Charles, Earl of Dorset; Charles, Earl of Halifax; Sir Samuel Garth; George Stepney, Esq; William Walsh, Esq; Thomas Tickell, Esq. Never before collected and publish'd together. In two volumes.","Wentworth Dillon, 4th Earl of Roscommon",104,1,3,3,2,5,1,0,0,1,0,1,0,1,1,0,0,3,0,3,2,7,5,3,0,1,1,1,1,2,1,0,0,0,1,2,0,0,0,0,0,1,5,0,0,1,0,0,1,0,5,0,1,2,0,1,1,0,2,0,0,0,0,0,3,3,0,2,0,1,2,0,1,0,3,2,1,0,0,3,5,1,0,0,1,1,2,1,0,1749,2,2,"London : printed for F. Cogan, at the Middle Temple Gate, MDCCXLIX. [1749].",London,260,male,1633,1685,FALSE,"stars Shall raise mock heroes, and fantaltie wars; Like Like the young spreading laurels, Pope, thy name Shoots up with strength, and rises into fame ; With Philips shall the peaceful valleys ring , And Britain hear a second Spenser sing. That much loved youth, whom Utrecht's walls confine, To"
0112700501_000010,"Miscellaneous poems and translations, by several hands. Particularly, I. Windsor-Forest, with the Messiah. II. Essay on Criticism. III. Rape of the Lock. IV. Ode on St. Cecilia's Day. V. Verses to the Memory of a Lady. VI. To Mr. Jervas, with Fresnoy's Art of Painting. VII. To a young Lady, with the Works of Voiture. VIII. Eloisa to Abelard. By Mr. Pope.",Alexander Pope,99,0,0,0,0,2,3,0,1,7,1,0,4,1,0,1,1,2,0,1,0,0,1,0,2,0,0,3,1,1,0,0,1,0,1,0,1,1,1,0,3,0,5,0,0,0,0,0,2,1,3,2,1,0,2,1,0,0,2,0,1,1,0,4,5,1,1,4,1,0,0,0,1,6,0,0,1,0,1,0,0,0,0,2,1,6,1,1,2,1722,1,2,"London : printed for Bernard Lintot between the Temple-Gates in Fleetstreet, 1722.",London,278,male,1688,1744,TRUE,"a friend . To what base ends , and by what abje& ways, Are mortals urged through' sacred lust of praise ; Ah! never so dire a thirfi of glory' boast, Nor in the Critic let the Man be lost! Good nature and good sense mufl ever join; To err"
1771100301_000022,Miscellany poems. ... By Mr. Pope.,Alexander Pope,107,0,1,0,1,3,3,0,0,7,1,0,3,1,0,2,0,2,0,0,1,0,0,0,2,0,0,3,2,0,2,0,0,0,1,0,1,0,4,0,3,4,7,0,0,1,0,0,4,0,1,2,0,0,2,1,0,0,2,1,1,2,0,6,1,1,2,2,1,0,0,0,1,5,0,1,0,0,1,0,1,0,0,2,1,4,3,1,3,1732,1,2,"London : printed for Bernard Lintot; and sold by Henry Lintot, 1732.",London,264,male,1688,1744,TRUE,"a judge's talk, to know . Tis not enough, wit , art , and learning join; In all you speak, let truth and candour shine: That not alone what to your judgement: s due, All may allow; but seek; yo:; r frien fhiip too. Be silent always when you doubt:"
1280600500_000021,"A collection of poems, Essays, and epistles: containing Essay on man. Universal prayer. Eloisa to Abelard. Messiah: A sacred Eclogue. An ode on solitude. An essay on criticism. Poem on the last day. An elegy written in a Country Church-Yard. Hymn to adversity. The grave. The hermit. A night-piece on death. The splendid shilling. The deserted village. The traveller. Songs, ballads, and pastorals. By Pope, Young, Gray, Blair, Parnell, Philips, Goldsmith, and Shenstone.",,109,0,0,3,0,2,2,0,1,3,2,0,1,0,0,0,3,4,0,1,0,1,0,1,1,3,1,1,1,0,3,0,0,2,1,2,1,0,1,0,2,3,3,0,0,1,2,0,0,0,0,0,4,2,1,7,0,1,0,1,0,2,0,0,2,3,0,1,1,1,3,0,7,2,0,1,0,0,1,2,1,0,0,1,1,6,3,2,1,1774,1,1,"Dublin : printed for T. Armitage, in College-Green, MDCCLXXIV. [1774].",Dublin,267,unknown,,,FALSE,"the Mantuan muse . When first young Maro in his boundless mind 130 A work t' outlast immortal Rome designed, Perhaps he seemed above the critic's law , And, but from nature's fountain, fcorn'd to draw: But when t' examine every part he came, Nature and Homer were, he found,"
0484900401_000008,"The fugitive miscellany. Being a collection of such fugitive pieces, in prose and verse, as are not in any other collection. With many pieces never before published.",,85,1,1,1,0,2,0,1,2,2,3,0,0,0,0,1,1,3,3,2,0,1,0,0,1,0,0,2,0,0,2,1,2,3,1,1,1,1,1,0,2,0,4,0,0,0,1,0,0,0,2,1,1,1,0,3,1,0,1,0,0,2,0,2,3,0,2,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,3,1,1,1,4,1774,1,2,"London : printed for J. Almon, opposite Burlington-House, in Piccadilly, M.DCC.LXXIV. [1774].",London,189,unknown,,,FALSE,"heaven born genius, panting to explore he scenes oblivion wished to live no more, owned Aibelard in grief's pomp arrayed, ]nd called the melting mourner from the shade. ouch'd by his woes, and kindling at his rage , dmiring nations glowed from age to age; rom age to age the"
0093400102_000066,"Tracts in divinity. By W. Hawkins, M. A. Rector of Little Casterton in Rutlandshire, late Poetry Professor in the University of Oxford, and Fellow of Pembroke College. ...",William Hawkins,87,1,0,0,1,3,1,2,0,0,0,0,1,0,0,2,1,1,0,0,1,1,1,2,2,1,1,0,1,0,1,0,3,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,3,7,1,4,1,0,2,0,0,0,0,2,1,0,0,2,0,0,0,1,1,1,3,2,1,1,1,0,1,0,0,0,1,8,2,1,3,1758,2,3,"Oxford : printed by W. Jackson; sold by R. and J. Dodsley, in Pall-Mall; J. Rivington and J. Fletcher in Paternoster-Row; and W. Owen, in Fleet-Street, London; J. Fletcher and S. Parker, in Oxford, MDCCLVIII. [1758].",Oxford,544,male,1722,1801,FALSE,"Blenheim, where unmoved, "" Amidst Confusion, Horror and Despair "" He viewed around the dreadful Scenes of War, : In peaceful Thought the Field of Death furvey'd, ""To fainting Squadrons sent the timely Aid, "" Inspired repulsed Battalions to engage, "" And taught the doubtful Battle where to rage ;"
0605300600_000273,"Elegant extracts: or useful and entertaining pieces of poetry, selected for the improvement of youth, ...",,93,0,1,1,1,0,3,1,2,4,1,0,2,2,0,0,0,1,0,1,0,1,0,0,1,0,0,1,3,0,0,0,0,0,2,1,0,2,2,0,1,4,4,0,0,1,0,0,4,0,1,2,0,2,0,2,0,1,3,0,0,0,1,3,5,1,2,2,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,2,2,8,0,1,1,1789,1,1,"London : printed for Charles Dilly, [1789?].",London,751,unknown,,,FALSE,"both of books and human kid; ma If faith itself has different dresses worn,. t Generous converse; a soul exempt from pride ,  What wonder modes in Wit should take their And love to praise , with reason on his fide? Oft , leaving what is natural and sit,"
0081500132_000030,"The works of the English poets. With prefaces, biographical and critical, by Samuel Johnson. ...",Samuel Johnson,108,0,1,1,2,3,3,0,0,7,1,0,2,1,0,2,0,2,0,0,1,0,0,0,1,0,1,4,1,0,3,0,0,1,1,0,0,0,4,0,2,4,6,0,0,2,1,0,3,0,1,1,1,2,3,3,0,0,1,1,0,3,0,7,2,1,2,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,2,5,3,0,3,1779,32,58,"London : printed by H. Hughs; for C. Bathurst, J. Buckland, W. Strahan, J. Rivington and Sons, T. Davies, T. Payne, L. Davis, W. Owen, B. White, S. Crowder, T. Caslon, T. Longman, B. Law, E. and C. Dilly, J. Dodsley, H. Baldwin, J. Wilkie, J. Robson, J. Johnson, T. Lowndes, T. Becket, G. Robinson, T. Cadell, W. Davis, J. Nichols, F. Newbery, T. Evans, J. Ridley, R. Baldwin, G. Nicol, Leigh and Sotheby, J. Bew, N. Conant, J. Murray, W. Fox, J. Bowen, MDCCLXXIX. [1779]-80.",London,383,male,1709,1784,TRUE,"edifies his ears , And always listening to himself appears 615 All books he reads, and all he reads assails, From Dryden's Fables down to Durfey's Tales: With him, most authors steal their works , or buy; Garth did not write his own Dispensary. Name VARIATION. Ver. 600 Still humming"
