PassageID,Title,Author,Total termFreq,termFreq(acr),termFreq(arrear),termFreq(assign),termFreq(cafe),termFreq(cattl),termFreq(charg),termFreq(common),termFreq(condit),termFreq(court),termFreq(coven),termFreq(death),termFreq(debt),termFreq(deed),termFreq(defend),termFreq(demand),termFreq(demis),termFreq(dure),termFreq(enter),termFreq(entri),termFreq(estat),termFreq(executor),termFreq(farm),termFreq(grant),termFreq(hall),termFreq(heir),termFreq(held),termFreq(hold),termFreq(hous),termFreq(king),termFreq(land),termFreq(landlord),termFreq(law),termFreq(leaf),termFreq(leas),termFreq(lesse),termFreq(lessor),termFreq(life),termFreq(live),termFreq(manor),termFreq(paid),termFreq(payment),termFreq(person),termFreq(plaintiff),termFreq(pound),termFreq(profit),termFreq(rent),termFreq(reserv),termFreq(revers),termFreq(servic),termFreq(statut),termFreq(tail),termFreq(taken),termFreq(tenant),termFreq(tenement),termFreq(term),termFreq(void),termFreq(wife),termFreq(word),termFreq(yearli),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0573600103_000096,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage-Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East-India, South-Sea Stocks, and other Publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent. deceased. The fourth edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",108,0,0,5,0,0,0,0,0,2,5,0,0,1,0,1,7,3,1,0,3,8,2,6,1,8,1,4,2,0,3,0,1,0,5,0,0,0,1,6,3,2,1,0,0,0,4,1,0,2,0,0,1,4,4,5,1,0,1,3,1777,3,3,"London : printed by his Majesty's law-printers; for J. Beecroft, W. Strahan, J. Rivington, and sons, P. Uriel, W. Owen, B. Law, T. Caslon, S. Crowder, T. Longman, W. Flexney, G. Robinson, T. Lowndes, R. Baldwin, E. Johnston, W. Stuart, W. Brown, R. Critchett, M. Hingeston, W. Fox, E. Brooks, J. Johnson, and J. Knox. M.DCC.LXXVII. [1777].",London,887,male,,,FALSE,"Lands with the Appurtenances in the Indenture within granted , and all the Estate , Right, Title, Interest, Claim and Demand whatsoever, of me the said A. B. my Executors or Administrators, of, in and to the same, by Force and Virtue of the flai Indenture, or by any other"
0640300600_000060,"The law of covenants. A treatise, explaining the nature and rules of the several sorts of covenants: As, Express. In Law. Disjunctive. Copulative. Joint. Several. Inherent. Collateral. Affirmative. Negative. Mutual, or Reciprocal. Personal. Real. Distinct. Tantamount. And Also, The Construction of several special Covenants; as, to save Harmless, Building Covenants, Marriage Covenants, &c. The Manner of Declaring and Assigning the Breaches; and Pleadings under each proper Title. With Several other Matters relating to Covenants and Bonds of Performance. By the author of The law of ejectments.",Author of The law of ejectments,105,0,2,4,1,0,0,0,2,2,7,0,2,2,8,1,0,3,4,2,2,0,0,5,0,1,1,0,0,0,1,0,1,0,10,3,2,0,0,0,3,2,2,14,0,0,5,0,1,0,0,1,0,3,0,2,4,0,2,0,1712,1,1,"[London] : In the Savoy: printed by John Nutt, assignee of Edw. Sayer Esq; for Samuel Butler, at Bernard's-Inn-Gate in Holborn, 1712.",London,557,unknown,,,FALSE,"And the Plaintiff in his Replication showeth in fatso, that the Defendant 20 March, 3oel. had disturbed him, and in that afligned the Breach. The Defendant by Rejoinder showeth, that in the Indenture there was a Proviso, that if he paid io L the 31 March, o El. that the"
0837300100_000044,"The law for and against bankrupts: containing all the statutes, cases at large, arguments, resolutions, Judgments and Decrees, under the Head of Bankruptcy, down to the present time. Wherein is particularly shewn, What Persons may be Bankrupts within the Meaning of the Statutes; how they are to conform themselves thereto; the Power of the Commissioners and Assignees, as to their Estates; the Rights of the Creditors, and Privileges of the Bankrupt. Together with precedents or Forms of the Proceedings, on taking out and executing Commissions, also of Declarations, and Pleadings, in English, relating to this Subject, never before Printed. The Whole adapted to the Use of all Counsellors, Attornies, Merchants and Tradesmen. By a late commissioner of bankrupts.",Great Britain,81,0,1,1,4,1,0,2,1,0,2,0,3,2,1,0,0,0,3,0,4,0,0,1,1,3,3,0,0,0,7,0,0,1,2,2,2,0,1,1,0,0,3,2,0,0,6,0,1,0,7,1,0,6,2,1,1,1,1,0,1743,1,1,"[London] : In the Savoy: printed by Henry Lintot (assignee of Edw. Sayer, Esq;) for Ward and Chandler, at York and Scarborough; T. Waller, at the Crown and Mitre in Fleetstreet, and W. Sandby [London], at the Ship without Temple-Bar, 1743.",London,341,unknown,,,FALSE,"to devest the Ellate which the Feme claimed by the Custom. This was doubted by Cones and Bramnpton till they saw the Record which finds the A particularly, that fle ought to be the Wife of a Tenant ; and it is not intended that after the Sale of the"
0287001500_000015,"Tenants law: or, the laws concerning landlords, tenants and farmers. ... Useful for all ... concerned in the buying, selling, or letting estates. The fifteenth edition, with all the modern cases: in which are added all such Acts of Parliament ... down to the present year; ...",,125,0,0,2,2,0,0,2,0,1,0,2,4,3,0,0,2,0,0,1,1,2,5,0,0,2,0,0,1,1,12,1,2,0,22,0,2,2,1,0,0,0,1,1,0,1,16,9,0,0,1,5,0,4,1,3,2,5,3,0,1760,1,1,"London : princed [sic] by S. Richardson and C. Lintot; for T. Waller, 1760.",London,370,unknown,,,FALSE,"Parol or Word of Mouth, c. Fide Ante, p. 6, 17 These ancient Farms (or Firms, which you will call them; which Appellation or Diale& differs according to the County:  In Ejfex, norfolk and Suffolk, they call them Ferms and Fermors; but in the Weit are called Farms ."
0409200102_000315,"Precedents in conveyancing, settled and approved by Gilbert Horseman, Late of Lincoln's Inn, Esq; and other eminent counsel. In two volumes, with proper tables. ...","Horseman, Gilbert",106,0,1,10,0,0,1,0,0,3,1,0,0,2,1,0,1,1,0,0,6,6,3,5,0,8,0,0,0,0,3,0,2,0,6,1,0,0,6,4,1,0,5,0,0,1,5,1,1,1,1,0,0,3,1,9,1,3,0,2,1768,2,2,"London : printed by H. Woodfall and W. Strahan, Law-Printers to the King's Most Excellent Majesty; for J. Worrall; A. Millar; H. Woodfall; W. Strahan; J. Rivington; R. Baldwin; W. Owen; Hawes, Clarks, and Collins; W. Johnston; S. Crowder; J. Dodsley; B. Law; P. Uriel; T. Lowndes; W. Richardson; and A. Shuckburgh. M.DCC.LXVIII. [1768].",London,599,male,,,FALSE,"to receive and take the Rents , Profits and Produce thereof, and of. every Part thereof, to and for his and their own Use and Benefit, without the lawful Let, Suit, Trouble, Denial, Evietion or Interruption of or by the laid Arthur Adams, his Heirs or Assigns , or, of,"
1367500200_000112,"An essay on the learning respecting the creation and execution of powers: and also respecting the nature and effect of leasing powers; In which the doctrine of the judgment delivered by the Court of King's Bench, in the case of Pugh and the Duke of Leeds, and the principal authorities for and against it, are considered. By John Joseph Powell, Esq. barrister at law, of the Inner Temple.",John Powell,114,0,0,0,7,0,0,0,0,1,2,5,0,2,0,0,6,1,0,0,2,1,0,2,0,3,2,0,1,0,4,0,1,0,10,1,0,9,3,2,0,2,10,2,0,0,5,5,3,0,0,2,0,4,5,4,0,1,2,4,1799,1,1,"London : Printed by A. Strahan, law-printer to the King's Most Excellent Majesty, for J. Butterworth, Fleet-Street, 1799.",London,660,male,1755,1801,FALSE,"seat might be demised by virtue of the power? and it was held it might not; for in such cafe the qualification annexed to the power of leasing , C that the ancient rent must be reserved ,"" manifestly excluded the mansion house and lands about it, never let. No"
0283800200_000041,"The young clerk's vade mecum: or compleat English law tutor. Containing, A Variety of the most useful Precedents of Articles of Agreement, Bonds, Bills, Releases, Letters and Warrants of Attorney, Awards, Bills of Sale, Gifts, Grants, Leases, Assignments, Mortgages, Judgments, Surrenders, Jointures, Covenants, Co-Partnerships, Charter-Parties, Letters of Licence, Compositions, Conveyances, Partitions, Wills, and all other Instruments that relate to public Business. with Necessary Directions for making Distresses for Rent, as the Law between Landlord and Tenant now stands. To Which is Added, The Doctrine of Fines and Recoveries, and their Forms. Together with Those of Common Writs, Affidavits, Memorials for Registering Deeds, and Assignments of Judgments, pursuant to the several Acts of Parliament made in Ireland. As Also, A choice Collection of Declarations in the King's Bench, Common Pleas, and Exchequer. The whole greatly enlarged and improved in this ninth edition. To all which is now added, a large collection of precedents, relating to the office of justice of the peace.",,102,0,2,9,0,0,0,0,0,0,3,0,0,0,2,1,3,3,0,0,1,8,1,5,1,3,1,2,2,0,2,2,2,0,5,0,0,0,1,0,4,2,8,1,0,0,8,1,0,2,2,0,0,5,0,5,0,2,0,3,1792,1,1,"Belfast : printed by Henry Joy, and Co., 1792.",Belfast,391,unknown,,,FALSE,"Ejecment when one full Year's Rent is in Arrear , though' there be sufficient Distress on the Premises. and And by a fubfeqaent A, the Mortgagee if served with the Ejeament hall be barred, unless the Rent be paid in nine Months. - Such Mortgages to be registered. Full Cofis"
0996400101_000625,"A compleat body of conveyancing, in theory and practice. In three volumes. ... . Contains the theory; wherein the various Ways and Methods of Acquiring, Forfeiting, Conveying, Limiting and Settling all Kinds of Estates, as well Real as Personal; and also the Nature, different Forms, Parts, Operations and Effects of all Kinds of Deeds and Common Assurances, Fines and Recoveries, are fully treated of. Volumes II. III. Contain the practice: Or Precedents of Feoffments, Grants, Bargains and Sale, Leases, Releases, Declarations and Limitations of Uses and Trusts, Marriage Settlements, and Private Acts of Parliament, (made for Settling the most considerable Estates in Great Britain and Ireland;) Mortgages, Leases, Assignments, Deeds of Charter-Party and Copartnership, Bills, Bonds, Releases, Letters of Attorney, &c. Deeds for securing Annuities, &c. and of Bank, East India, South-Sea Stocks, and other publick Funds; and in general all Deeds and Instruments any Ways requisite in Mercantile, Maritime and Plantation Affairs. With Observations and Opinions of the most Eminent Conveyancers. Selected from many Thousand Manuscript Precedents. The Whole digested in a Method intirely new, avoiding all Repetitions, and containing a greater Variety of Useful Precedents than all other Books upon the same Subject now extant. By Edward Wood, Gent deceased. The third edition, greatly improved in the Theory by the Addition of References to the latest Books of Authority; and in the Practical Part, by the Favour of a large Number of Original Manuscript Precedents. By able hands. ...","Wood, Edward, conveyancer",166,6,0,0,3,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,5,2,0,1,0,0,0,0,8,0,2,0,39,0,2,2,9,2,3,0,0,0,4,2,21,11,1,0,3,11,0,11,2,0,5,0,0,4,1770,1,3,"London : printed by his Majesty's law-printers. For J. Worrall and Co. L. Hawes and Co. J. Beecroft, W. Strahan, J. Rivington, R. Baldwin, P. Uriel, W. Johnston, T. Caslon, S. Crowder, T. Longman, Z. Stuart, W. Flexney, Robinson and Roberts, T. Lowndes, J. Knox, R. Withy, G. Pearch, MDCCLXX. [1770].",London,860,male,,,FALSE,"Lease is good. Trin. 4 yac. B. R. Fifthly, These Leases must not exceed three Lives or twenty-one Years from the Time of the making of them and therefore if a Tenant in Tail makes a Lease for twenty-two or forty Years, or for four Lives , this Lease is"
0836700102_000560,"A new and complete law-dictionary, or, general abridgment of the law: on a more extensive plan than any law-dictionary hitherto published. ... By T. Cunningham, ... In two volumes.",Timothy Cunningham,115,0,0,0,1,0,0,0,0,5,0,3,0,3,0,0,3,1,1,0,3,1,2,8,2,2,2,1,0,0,8,0,1,1,21,4,3,2,1,3,1,0,6,0,0,0,5,3,1,0,0,2,0,1,0,2,1,10,0,1,1783,2,2,"London : printed for J. F. and C. Rivington, T. Longman, S. Crowder, G. Robinson, W. Flexney, R. Baldwin, and W. Fox, 1783.",London,913,male,,1789,FALSE,"office, 3 Car. I. also offices in courts of rage the rebuilding thereof, to demise any of the lodg justice have been granted for years; as the office of fur ings for any term not exceeding forty years, under such veyor of the green wax, of the sixpenny writs in"
1733200100_000080,"An introduction to the law relative to trials at Nisi Prius. The fourth edition, corrected. By Francis Buller, Esq. of the Middle Temple.","Henry Bathurst, 2nd Earl Bathurst",129,0,1,0,2,0,4,1,0,3,1,0,8,1,12,0,0,0,4,1,3,4,1,1,0,10,2,1,0,0,11,0,1,0,8,2,1,3,0,0,2,0,0,14,0,0,11,1,4,1,4,3,0,3,0,0,0,0,0,0,1785,1,1,"London : Printed by W. Strahan, and W. Woodfall, law-printers to the King's Most Excellent Majesty; for C. Bathurst, opposite St. Dunstan's Church, Fleet-street, MDCCLXXXV. [1785].",London,386,male,1714,1794,FALSE,"Writ, to inquire of the Lands descended. i larges329. The Plaintiff may join Issue on the Plea Riens per Difcent, without replying as he is empowered by his Statute , and in such Cafe the Jury are not to set out the Value of the Land descended, but it is"
0406500700_000024,"Tenants law: or, the laws concerning landlords, tenants and farmers. (viz.) 1. Of the several Kinds of Tenures, as well Freehold as Copyhold. 2. Of Leases, Covenants, Surrenders, Assignments, &c. 3. Of Rent: Acceptance and Extinguishment thereof. 4. Of Crops growing, and Trees blown down, &c. who are entitled to them. 5. Of Distresses, Replevins, and Rescous. 6. Of Waste in Buildings, Lands, Woods, &c. whether voluntary or permissive. 7. Of Common for Cattle. 8. Of Frauds in buying and selling Lands or Goods. 9. Of Trespasses and Nusances. 10. Of the late Act to prevent Fires; and Rules to be observed in erecting of new Buildings about London. Useful for all Landlords, Tenants, Farmers, Stewards, Agents, Solicitors, and others, concerned in the buying, selling or letting of estates. The eleventh edition corrected. In which are added all such Acts of Parliament and Resolutions, as relate to these subjects, down to the present year 1737.",,162,0,0,2,5,0,2,3,0,0,0,2,1,0,0,1,0,4,6,7,3,9,0,15,0,6,1,1,2,0,12,0,0,0,9,2,1,8,1,0,0,1,0,0,0,0,17,6,4,0,1,0,0,11,1,10,1,5,2,0,1737,1,1,"[London] : In the Savoy: printed by E. and R. Nutt, and R Gosling, (assigns of Edw. Sayer Esq;) for T. Waller, in the Middle Temple Cloysters, MDCCXXXVII. [1737].",London,397,unknown,,,FALSE,"good according to the Grant . Ibid. See after. Onrtpty. If a Tenant for the Term of another Man's Life dies, living the other mtan, he that dorh first enter upon the Elfatc, after his Death , shall be Te nan: t so: the other Man's Life , and Ilial."
0526400102_000180,"Laws of the state of New-York, comprising the Constitution, and the acts of the legislature since the Revolution, from the first to the twelfth session, inclusive. Published according to an act of the legislature, passed the 15th April, 1786. In two volumes. ...",New York (State),136,0,0,1,7,0,0,0,0,5,0,1,1,4,4,0,4,0,1,1,3,2,0,0,3,2,3,1,0,0,9,19,5,2,5,0,4,6,1,0,0,0,1,1,0,0,9,3,0,0,0,0,0,19,7,0,2,0,0,0,1789,2,2,"New-York : Printed by Hugh Gaine, at his printing-office and book-store, at the Bible, in Hanover-Square, M,DCC,LXXXIX. [1789].",New York,491,unknown,,,FALSE,"Entry , in and upon the demised Premises, for the Rents and Duties r eerved by such new Lease , so far as the same exceed not the Rents and Duties reserved in the Lease out of which such Under leafe was derived, as he, fie or they would have"
0598100101_000411,"A new abridgment of the law. By Matthew Bacon, of the Middle Temple, Esq; The fourth edition, corrected; with many additional notes and References of and to Modern Determinations. ...",Matthew Bacon,95,0,1,4,1,0,0,1,7,0,8,0,3,1,1,2,1,0,1,1,2,2,0,5,0,3,1,0,1,1,2,0,2,0,4,6,2,1,1,0,0,2,1,1,0,0,10,0,9,0,3,0,1,1,0,2,0,0,0,0,1778,1,5,"London : printed by W. Strahan and M. Woodfall, Law-Printers to his Majesty: for C. Bathurst W. Strahan, J. F. and C. Rivington, P. Uriel, W. Owen, B. Law, B. White, T. Caslon, T. Longman, W. Stuart, W. Flexney, T. Payne, T. Cadell, G. Robinson, W. Cater, W. Fox, J. White, J. Johnson, E. Brooke, and T. Whieldon and Co. MDCCLXXVIII. [1778].",London,786,male,,,FALSE,"(h) It extends to him that comes in by Limitation of an Use, though in the Pot; for coming in by the Aa and Limitation of the Party, he is a sufficient Grantee, tw.. within the Statute . Co. Lit. 2 5 Moor 98 4 Leon. 27, 9 - But"
0172200900_000022,"Tenants law: or, the law of landlords, tenants, and farmers. Shewing the several kinds of tenures and tenants, of Leases, Covenants, Reservations, and Assignments. The Doctrine concerning Common of Cattle, &c. between Landlord and Tenant. Of Distresses for Rent, Rescouses and Replevins, with all the Acts relating to Landlords and Tenants, and useful Observations and Cases adjudged thereupon. Of Bargaining, Buying and Selling: Also concerning Crops of Corn, &c. Of Waste, Nusances committed; and of the new building of Houses within the Bills of Mortality. Being useful for all landlords, tenants, farmers, agents and solicitors. With an exact table to the whole.",,129,0,2,0,5,0,0,0,17,0,0,0,2,1,0,1,2,1,6,0,0,1,0,4,1,3,0,3,0,0,12,2,4,0,12,12,6,2,0,0,3,0,3,0,3,0,8,0,2,0,0,0,2,3,0,2,1,0,2,1,1713,1,1,"[London] : In the Savoy: printed by J. Nutt, assignee of Ed Sayer Esq; and sold by J. Walthoe in the Temple-Cloysters, and at his shop in Stafford, 1713.",London,374,unknown,,,FALSE,"do enter for a Coli', , £- broken, or the Tenant furren Aearr. der up his Lease , or his Termin be expired; yet the Landlord niay have an Action of Debt for the Arrears of Rent if any be. Nays imax. P 72 If a Man lets a Lcafe"
0527500102_000113,"An abridgment of the common law: being a collection of the principal cases argued and adjudged in the several courts of Westminster-Hall. ... Whereby the opinion and judgment of the courts may be seen in an exact series of time, ... brought down to the year 1725. By William Nelson, ...",William Nelson,134,1,1,0,8,0,3,3,2,0,0,0,2,0,1,0,1,2,3,4,7,1,0,10,0,4,1,0,4,0,7,0,0,0,7,3,6,2,0,1,0,0,1,0,0,0,32,0,4,0,0,5,0,1,0,4,1,0,1,1,1725,2,3,"[London] : In the Savoy: printed by E. and R. Nutt and R. Gosling (Assigns of Edw. Sayer, Esq;) for R. Gosling, W. Mears, T. Ward, and J. Hooke, 1725-26.",London,611,male,1652,,FALSE,"the Abbot of Strata Marcellna's Cafe . (D) Ds t 3cnt, ltjere, and bp tjat alto. X TN Cafes of Extinguishment the Party must have as high an Estate in one Thing as in an. . as if he hath a Rent in Fee issuing out of the Land ,"
0120300200_000027,"Every landlord or tenant his own lawyer; or, the whole law respecting landlords, tenants, and lodgers; laid down in a simple, easy, and comprehensive manner; free from the technical terms of the law. Containing The most approved Forms of Notices to quit Premises: Directions for making and compleating a Distress, and for Replevying Goods when illegally taken: also Memorandums for letting Houses, Lands, or Apartments by Agreement, or on Lease; and various Precedents of Leases, and other Useful Deeds, as settled by the most eminent Council. Together With an Abstract of an Act of the 15th George III. for regulating Buildings and Party-Walls in London, and its Environs. The third edition. With considerable Additions and Improvements, particularly as to Registering Deeds, and the Law and Practice of Replevin and Ejectment. By John Paul, Barrister at Law. Author of the Constable, Churchwarden, Overseer, and Surveyor of the Highways Guide, and other Law Tracts. Revised and corrected by George Wilson, Serjeant at Law.","Paul, John",108,0,4,1,10,0,0,0,0,2,1,0,1,0,5,3,3,1,0,3,0,1,0,0,2,0,0,4,0,0,6,4,4,0,6,3,6,0,0,0,0,0,15,1,0,0,5,0,3,2,0,0,0,3,6,2,0,0,0,1,1776,1,1,"London : printed by W. Strahan and M. Woodfall, Law Printers to his Majesty ; for Richardson and Urquhart, under the Royal Exchange, 1776.",London,183,male,1707,1787,FALSE,"( hall come into pofreflion of any lands , oftlafei tonpay tenements or hereditaments, by, from or under, or by dobletherurly any collueot with such tenant or tenants , shall wilfully rge. hold over any lands , tenements or hereditaments, after the determination of such term or terms , and"
0975301000_000070,"The conveyancer's assistant and director: being a treatise containing tables to all sorts of conveyances; as Leases, Grants, Bargains, Sales, Mortgages, Lease and Re-Lease, Demise and Re-Demise, Deeds of Settlements, Jointures, Trusts, &c. As also To all the Parts and Materials of Conveyances; as Considerations, apt Descriptions, Reservations, Exceptions, special and proper Covenants, Conditions, Proviso's, Trusts, &c. Together With some proper and useful Forms of Expression, and Law Cases under each Title. Not only very useful for Clerks and Practisers of the Law, but also for inquisitive Country Gentlemen, who by the References and Directions hereof in a short time, and for a small Charge, may attain the Art of Drawing neatly and properly upon any Occasion.",,106,0,0,1,0,0,1,0,0,0,10,0,3,0,0,1,11,1,2,1,0,5,0,0,3,5,0,0,0,0,7,0,1,1,8,4,1,2,1,2,3,9,1,0,0,2,10,2,0,0,0,0,0,1,1,1,3,0,0,2,1702,1,1,"London : printed by the assigns of Rich. and Edw. Atkyns, Esquires, for Fran. Coggan in the Middle Temple-Lane, 1702.",London,480,unknown,,,FALSE,"as the said R. and W. or either of them, or <' the Executors or Adminiitrators of either ""of them shall be at, bear and reasonably t sustain for or by reason of any Astions, Suits or Proceedings at Law , or Execution "" for nonpayment ot such Bills, Obligati.,"
1549400700_000008,"The landlord's pocket lawyer; or, The complete landlord and tenant: Containing the whole law concerning landlords, tenants, and lodgers, explained in a familiar manner: more particularly, 1. The acts of Parliament and adjudged cases down to the year 1779, relative to distress; shewing in what cases a landlord may and may not distrain; and what things are distrainable, and what are not; together with the manner, &c. of making a distress. 2. Also the whole law concerning replevying of distresses; wherein ample instructions are given, which are equally essential to be known by both landlord and tenant. 3. Of leases, covenants, and conditions, provisoes and reserved rents, surrenders, and assignments of leases. 4. Forms of notices for quitting houses, lands, premises, or lodgings. 5. Memorandums, or agreements for letting houses, lands, premises or apartments. 6. Forms of leases, bills of sale, and other useful precedents, which are occasionally wanted in the transactions between landlords and tenants. 7. Of the several kinds of tenures or estates. 8. The law concerning ejectments. 9. Of recovering rents from lodgers, and the mose essectual method of turning them out of possession, &c. A work of the utmost utility to landlords and tenants, as it will enable each to be upon his guard against any impositions or mistakes committed by the other; and it cannot fail of being extremely useful to gentlemen of the law, farmers, stewards, agents, and to the majority of mankind; as there are very few individuals who may not with propriety be classed among landlords, tenants, or lodgers. By Walter Robinson, Esq. barrister at law.","Robinson, Walter",120,0,0,1,2,0,1,4,4,2,6,0,4,4,0,0,2,1,1,0,8,1,1,0,0,9,4,0,0,0,9,1,6,0,5,4,1,2,0,0,1,4,16,1,0,0,4,5,0,0,1,0,0,2,0,2,0,1,0,0,1780,1,1,"London : Printed for S. Bladon, in Pater-noster Row, MDCCLXXX. [1780].",London,112,unknown,,,FALSE,"or twelve nmonths after the time limited in the deed . Perfonsun Althotugh, after breach of the condition , an absolute der a vo see; simple is vested at common - law in the mortgager; yet eyanee a right of redemption being still inherent in the land , till may"
0174300102_000329,"The commentaries, or reports of Edmund Plowden, ... containing, divers cases upon matters of law, ... Originally written in French, ... To which are added, The quæries of Mr. Plowden, ... In two parts. With two new tables, ... the one, of the names of the cases, the othe of principal matters.","Plowden, Edmund",129,6,0,0,2,0,1,1,0,1,0,0,3,1,0,1,0,2,1,0,3,4,0,2,7,0,1,1,0,7,6,0,4,1,13,2,1,7,0,27,1,1,1,0,0,1,2,0,4,2,1,1,2,3,0,1,1,0,3,0,1792,2,2,"Dublin : printed for H. Watts, 1792.",Dublin,737,male,1518,1585,FALSE,"may depend, and what not, 273, 274 522, 523, 524 Where leases made, whilst other leases for life or for the same or a lesser number of years are in being, Shall be good, and for what time, and where. not, and when they Shall commence, and of what effec"
0287001500_000004,"Tenants law: or, the laws concerning landlords, tenants and farmers. ... Useful for all ... concerned in the buying, selling, or letting estates. The fifteenth edition, with all the modern cases: in which are added all such Acts of Parliament ... down to the present year; ...",,122,0,0,1,2,0,1,0,0,0,0,0,0,2,2,0,1,1,3,0,2,0,0,7,1,2,1,3,2,2,13,1,2,0,15,5,1,8,1,1,0,0,3,0,0,0,3,1,1,0,4,2,0,7,8,7,3,0,3,0,1760,1,1,"London : princed [sic] by S. Richardson and C. Lintot; for T. Waller, 1760.",London,370,unknown,,,FALSE,"he' is called the Donor; and he to whom the Gift is made, is the Donee. And likewise he that letteth to another any Lands or Tenements to hold for Term of Life , for Years, or at Will, is called the Leflor; and he to whom the Lease is"
0284300300_000011,"The law and practice of ejectments: being a compendious treatise of the Common and Statute Law relating thereto: to which are added select precedents of Pleas, Special Verdicts, Judgments, Executions, and Proceedings in Error: with two distinct tables to the whole.",Jeffrey Gilbert,93,0,5,1,6,0,0,1,0,5,1,0,0,0,1,1,6,1,1,2,0,0,0,2,0,0,0,3,0,1,4,4,3,2,7,1,1,1,0,0,1,0,5,3,0,1,12,1,0,1,1,0,0,3,2,2,0,0,0,1,1741,1,1,"[London] : In the Savoy: printed by R. and B. Nutt, and F. Gosling, (assigns of Edw. Sayer, Esq;) for J. Waller in the Temple Cloysters, M.DCC.XLI. [1741].",London,402,male,1674,1726,FALSE,"proper Person by herself, can't constitute an Attorney; but this Pratice is sunk by the new Method, thod, since by the Rule the Demise is con sessed as supposed to be made on the Land . The Ad of Parliament that has been often mentioned, which in several Instances hath"
1233500402_000031,"The scrivener's guide. Vol. II. Being choice and approved forms of precedents of all sorts of business now in use and practice, in a much better Method than any yet Printed; and useful for all gentlemen, but chiefly for those who practice the law, viz. Articles of Agreement, Assignments, Acquittances, Bankrupts, Bargains and Sales, Bills, Bonds, Certificates, Conditions, Copartnerships, Copyhold Precedents, Covenants, Defeazances, Deputations, Grants, Jointures, Indentures, Leases, Letters of Attorney, Licences, Mortgages, Obligations, Partitions, Provisoes, Releases, Revocations, Settlements of Estates, Wills, Warrants, &c. By Nicholas Covert, one of the Attorneys of the Court of Common Pleas. The third edition, corrected and enlarged with many additions, by William Bohun, of the Middle-Temple, Esq;","Covert, Nicholas",118,1,0,5,0,0,2,1,0,0,5,1,1,1,0,0,4,5,0,1,0,7,6,9,5,7,0,2,0,0,3,0,2,0,2,0,0,0,0,2,4,3,1,0,2,1,12,5,0,0,0,1,0,0,1,8,0,1,0,7,1716,2,2,"[London] : In the Savoy: printed by Eliz. Nutt, (executrix of J. Nutt, assignee of Edw. Sayer, Esq;) for W. Mears and J. Browne , without Temple-Bar ; J. Hooke and T. Woodward , in Fleetstreet ; and L. Sweeting in Chancery Lane, 1716.",London,468,unknown,,,FALSE,"said de. mired Premilfes, for the Term and Space of Twenty) one Years, from the Day of the Date of every of the same Indentures or Deeds Indented so thereof to be made as aforesaid, as by the raid E. his Executors or Afigns, or by his or their learned"
