PassageID,Title,Author,Total termFreq,termFreq(amurath),termFreq(arm),termFreq(armi),termFreq(asia),termFreq(bajazet),termFreq(centuri),termFreq(citi),termFreq(conquer),termFreq(constantinopl),termFreq(countri),termFreq(court),termFreq(dominion),termFreq(eastern),termFreq(emperor),termFreq(empir),termFreq(europ),termFreq(famili),termFreq(govern),termFreq(grand),termFreq(holi),termFreq(imperi),termFreq(long),termFreq(mahomet),termFreq(majesti),termFreq(militari),termFreq(ottoman),termFreq(peac),termFreq(persia),termFreq(power),termFreq(princ),termFreq(provinc),termFreq(reign),termFreq(religion),termFreq(saracen),termFreq(second),termFreq(son),termFreq(sultan),termFreq(taken),termFreq(tartar),termFreq(tartari),termFreq(throne),termFreq(treati),termFreq(turk),termFreq(turkish),termFreq(valour),termFreq(vizier),termFreq(war),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1181400105_000023,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. In twenty-four volumes. ...",Voltaire,64,4,0,0,2,0,2,2,1,4,1,1,1,0,5,6,1,0,2,1,0,0,0,1,0,1,3,1,2,3,1,0,6,0,0,1,0,5,1,1,1,0,0,2,1,0,0,1,1772,5,24,"Dublin : printed by R. Marchbank, for R. Moncrieffe, 1772-73.",Dublin,283,male,1694,1778,TRUE,"see p. 254 of this volume. I have my suspicions that some primreval people do still exist. Mr. Hodges, in N VII gives a view of a hill village in Bengal , inhabited by a race of men totally diftina from those of the plains. They were for a long"
1324400200_000045,"A sketch of the history of Europe, from the reign of Charlemagne, to the seginning of that of George III. By William O'Dogherty, Esq.","O'Dogherty, William, Sir",64,3,1,2,1,5,1,2,0,6,0,0,2,0,2,4,2,0,1,0,1,0,1,1,0,0,1,2,1,0,3,0,0,0,0,0,4,4,1,1,0,1,2,7,1,0,0,1,1786,1,1,"Dublin : Printed by R. Marchbank, No. 11, Dame-street, M,DCC,LXXXVI. [1786]",Dublin,277,unknown,,,FALSE,"landing place where customs are usually collected. gaut barry, or kat barra, a tax levied upon boats at the Gauts, or Chokics. Ghazi al din Khan , signifies the illuitrious champion of rcligion. this great but wicked prince was the vizier who murdered the father of the present emperor of"
0207400200_000403,"A new geographical, historical, and commercial grammar; and present state of the several kingdoms of the world. Containing, I. The Figures, Motions, and Distances of the Planets, according to the Newtonian System, and the latest Observations. II. A general View of the Earth considered as a Planet; with several useful Geographical Definitions and Problems. III. The grand Divisions of the Globe into Land and Water, Continents and Islands. IV. The Situation and Extent of Empires, Kingdoms, States, Provinces, and Colonies. V. Their Climate, Air, Soil, vegetable Productions, Metals, Minerals, natural Curiosities, Seas, Rivers, Bays, Capes, Promontories, and Lakes. VI. The Birds and Beasts peculiar to each Country. Vii. Observations on the Changes that have been any where observed upon the Face of Nature, since the most early Periods of History. Viii. The History and Origin of Nations: their Forms of Government, Religion, Laws, Revenues, Taxes, naval and military Strength, Orders of Knighthood, &c. IX. The Genius, Manners, Customs, and Habits of the People. X. Their Language, Learning, Arts, Sciences, Manufactures, and Commerce. XI. The chief Cities, Structures, Ruing, and artificial Curiosities. XII. The Longitude, Latitude, Bearings, and Distances of principal Places from London. To Which Are Added, I. A Geographical Index, with the Names of Places alphabetically arranged. II. A Table of the Coins of all Nations, and their Value in English Money. III. A Chronological Table of remarkable Events from the Creation to the present Time. By William Guthrie, Esq. The astronomical part by James Ferguson, F.R.S. Illustrated with a correct set of maps, engraved by Mr. Kitchin, Geographer.",William Guthrie,70,0,0,2,1,2,2,1,2,2,3,2,3,1,6,5,1,1,1,1,1,0,4,2,1,0,0,0,0,2,4,1,0,1,2,0,0,1,1,0,1,0,0,9,1,1,0,2,1785,1,1,"London : printed for Charles Dilly, in the Poultry; and G.G.J. and J. Robinson, in Pater-Noster Row, 1785.",London,972,male,1708,1770,FALSE,"lais enalaved, by two brothers of the name of Seyd, who aiufcd his power so grossly, th it, being afraid to punish them publicly, he ordered them both to be privately assassinated. They discovered his intention, and dethroned the emperor , in whose place they raised a grandson of Aurengzehe,"
1437500104_000072,"The farmer's magazine, and useful family companion: ... By Agricola Sylvan, gentleman.",,83,1,2,4,2,4,0,1,0,3,1,1,4,1,6,4,2,0,0,0,0,0,2,2,0,0,0,1,4,3,5,0,2,3,4,1,2,0,1,1,0,3,0,6,0,0,0,7,1776,4,4,"[London, England] : Printed for R. Snagg, no. 129, Fleet-Street, London; and R. Cruttwell, in Bath; and sold by every bookseller, stationer, and news-carrier, in the kingdom, [1776-1780].",London|Bath.,495,unknown,,,FALSE,"seated on the river Irnefle, zy miles S. S. E. of 9aan over. Lon. r0. i0. E. lat. 52 10 N. HILDBURGHAUSEN, a town of Germany, in a duchy of the same name, in the circle of Frsincomia, and principality of Cobourg., It is seated on the Werra, and is"
0822401100_000032,"A compendious geographical and historical grammar: exhibiting a brief survey of the terraqueous globe; And Shewing, The Situation, Extent, Boundaries, and Divisions of the various Countries; their Chief Towns, Mountains, Rivers, Climates, and Productions; their Governments, Revenues, Commerce, and their Sea and Land Forces; Likewise, The Religion, Language, Literature, Customs, and Manners of the respective Inhabitants of the different Nations: And Also, A Concise View Of At The Political History Of The Several Empires, Kingdoms, And States. Embellished with maps.","Mair, John",77,4,1,3,1,3,1,3,4,3,2,0,2,0,5,5,3,0,1,0,1,0,2,0,0,0,1,0,1,1,4,1,5,1,2,0,9,0,1,0,0,0,0,4,2,0,0,1,1795,1,1,"London : printed for W. Peacock NO. 18, Salisbury Square, 1795.",London,447,male,1702,1769,FALSE,"ors or Princes, are chiefly Hindus. In a remarkable petition er remonstrance, presented by the Rajah Juffwont Sing to the celebrated Aurengzebe, in consequence of an oppressive capitation recently and arbitrarily imposed throughout all the pro. vinces and kingdoms of Hindostan, by that imperious and warlike Emperor , we find"
0613700500_000037,"Universal history, ancient and modern; in a series of letters to a youth at school. Exhibiting A View of the Origin, Progress, Decline, and Fall, of every considerable State, from the earliest Times to the present Period. With a copious chronological table of Remarkable Events and Occurrences, From the Creation to the Year 1787. By the Rev. Richard Turner, Jun. LL.D. Late of Magdalen-Hall, Oxford.",Richard Turner,65,2,1,0,1,5,0,3,1,1,0,0,3,1,2,6,1,1,1,1,0,2,1,2,0,0,4,0,0,0,5,0,1,1,0,0,2,6,2,1,0,1,0,4,1,0,0,2,1787,1,1,"London : printed for G. G. J. and J. Robinson, in Paternoster-Row, MDCCLXXXVII. [1787].",London,300,male,1753,1788,FALSE,"wtis governed aid at l t e'ti;!; vcd hiy two (, rcthtcr r the nirc of sce(vd, v.'o i)tliicti his lower ti; gtrn'iy', that being L ..frai to .i nifil iherin l)i(l Ir', he ordered them bra.lth to Ic p.iva; !tc} .a, : l'i'iil~:. ithve di icovetered I:;. intention,; itd"
1650300102_000045,"The history of modern Europe. With an account of the decline and fall of the Roman Empire: and a view of the progress of society, from the rise of the modern kingdoms to the peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, carefully corrected.",William Russell,66,2,1,3,1,5,1,2,0,3,0,0,0,0,3,7,2,1,1,0,0,4,0,0,0,2,2,1,0,0,3,0,1,1,0,0,5,2,2,1,0,0,1,4,1,1,0,3,1794,2,5,"London : Printed for G.G. and J. Robinson, Paternoster-Row, 1794.",London,501,male,1741,1793,FALSE,"when Kofrou Schah, the !th and last prince of the Gaznavide race, was deposed by Kuffain Gauri, who founded the dynasty of the Gaurides, which furnihed five princes, who possessed nearly the same dominions as their predecessors the Gaznavides. Scheabbedin, the fourth of the Gauride emperors , ddring the life"
1689200401_000099,"The Bristol and Bath magazine: or, Weekly miscellany. Containing selected beauties from all the new publications, together with a variety of original and fugitive pieces.",,67,2,0,1,4,2,2,1,1,0,0,1,2,0,3,5,3,0,1,0,0,0,1,0,0,0,1,2,2,1,2,0,1,1,3,7,6,0,2,1,2,0,1,5,1,0,0,0,1782,1,3,"Bristol [England] : printed and published by T. K. Blagdon, no. 6, Cathay, [1782-1783].",Bristol|Bath.,429,unknown,,,FALSE,"his predecessors had ereated on bye roads, were repaired; bridges were built over the fmnaller rivers, and ferries eliablifned! for palfing three larger. A proficient himself in all the learning of the Eaff, and defr~lous of i'owing the seeds of literature among the people, he founded umivelrlties in all the"
0443100102_000116,"Gibbon's history of the decline and fall of the Roman Empire. In six volumes octavo, abridged in two volumes. Vol. I.",Edward Gibbon,59,2,3,2,2,6,1,0,0,2,0,0,1,0,2,3,5,0,2,0,0,0,0,2,0,0,4,1,1,0,0,0,1,2,0,0,4,3,0,2,0,3,0,2,2,0,0,1,1790,2,6,"Dublin : printed by William Porter, for H. Chamberlaine, P. Wogan, P. Byrne, W. Porter, W. Mc.Kenzie, J. Jones, J. Halpen, and Grueber & Mc. Allister, M.DCC.XC. [1790].",Dublin,469,male,1737,1794,TRUE,"of their feet is reckoned a principal pait of the r beauty, and nofwathing is omitted when they are young, to give them that accomplishment; so that when they grow up, they may be said to totter rather than to walk. Air, soil, andproductions. The air of China is generally"
0109600902_000115,"Mr. Gibbon's History of the decline and fall of the Roman Empire, Abridged. In Two Volumes. ...",Edward Gibbon,64,5,1,1,2,1,1,3,0,2,0,2,1,1,6,1,2,0,1,0,0,0,1,3,0,0,3,1,0,0,2,0,1,2,0,2,4,4,0,0,0,2,2,6,0,0,0,1,1790,2,2,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,571,male,1737,1794,TRUE,"long exile, was now advancing to recover his dominions. During the absence of Secunder, the Emperor Himu over Ibrahim marched towards Calpee; and, at the;, same time, Mohammed, the expelled Emperor , dispatched Himu, his vizier, with a formidable army, well appointed in cavalry, elephants, and artillery, from Chinar, with"
0034800103_000004,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq; Volume the Seventh. A New Edition.",Edward Gibbon,58,0,1,1,1,0,2,1,0,7,1,0,0,1,2,7,2,1,1,0,1,1,0,2,0,0,1,0,1,2,2,2,2,1,1,2,0,1,1,1,1,5,0,1,1,0,0,1,1790,3,6,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,511,male,1737,1794,TRUE,"him to a revere Account, for being so fond of the Brahmins or Indian Priests, and so indifferent as to the lmahlom medan Religion. ""each. ( each. As the Vail of a Language inter"" "" betwixt us, it would be expedient tc you would oblige me with such a Per"
0548200102_000046,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,62,3,2,0,1,4,0,1,0,2,2,0,3,0,3,3,2,0,0,0,2,1,1,3,0,0,0,1,1,1,2,0,0,0,0,0,4,4,1,3,0,1,2,5,2,0,0,2,1786,2,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,587,male,1741,1793,FALSE,"on religious principles, is added to strength and agility of body; and this race is disseminated over a tract equal to half the extent of France. It goes under the general name of Rajpootana: and is the original country of the founder of the Mahratta state; whose rulers, about so"
1149500101_000058,"The history of the reign of the Emperor Charles V. With a view of the progress of society in Europe, from the subversion of the Roman Empire, to the beginning of the sixteenth century. In four volumes. By William Robertson, D. D. Principal of the University of Edinburgh, and Historiographer to his Majesty for Scotland. A New Edition. ...",William Robertson,63,1,1,1,1,0,2,1,1,1,2,1,1,1,1,5,2,1,7,0,0,1,1,0,0,1,2,0,0,4,4,1,2,2,0,0,0,6,0,0,1,2,0,2,3,0,0,1,1782,1,4,"London : printed for W. Strahan; T. Cadell , in the Strand ; and J. Balfour, at Edinburgh, MDCCLXXXII. [1782].",London,512,male,1721,1793,TRUE,"an unprincipled man, but possessed of great intrepidity, found means, in the general confusion occasioned by the tyrant's death, to carry off three hundred camels loaded with wealth, whereby he was enabled to put himself at the head of an army and march against Delhi with fifty thousand horse. Thus"
0097400302_000082,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,55,5,1,2,1,2,1,0,2,1,3,1,2,1,0,2,1,1,1,0,1,0,0,1,0,0,1,1,2,0,4,0,2,0,0,1,1,0,0,6,1,0,0,5,2,0,0,0,1780,2,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,400,male,1694,1778,TRUE,"remained ignorant of this. mysterious faith to the day of his death. He reigned forty nineyears, (dying A. D. 16q5,) in which time tihe wealth and consequence of his kingdom rose to an height before unknown. Upon the death of Akbar , his bon Seii. ascended the throne in Agra"
0109600902_000002,"Mr. Gibbon's History of the decline and fall of the Roman Empire, Abridged. In Two Volumes. ...",Edward Gibbon,73,3,0,1,2,3,0,1,0,6,0,1,0,0,8,5,1,0,1,0,0,0,0,2,0,1,1,0,2,1,3,1,7,0,0,6,4,0,0,0,1,1,0,3,2,1,0,5,1790,2,2,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,571,male,1737,1794,TRUE,"of the mogul pr inces, emperor . A battle ensued in 1720, in wvhich the emperor was via~orious, and is said to have used his conquest with great mo~er~ation, for he remitted ibrahim to the prison from whence he had been taken and Seyd being likiewi~e a prisoner, was condemned"
0072200301_000201,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,72,1,0,1,1,0,3,1,5,1,2,0,3,0,3,6,1,1,5,2,0,1,1,0,0,0,4,0,1,6,4,3,1,1,0,0,0,3,1,0,0,1,0,5,3,0,1,0,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,TRUE,"from London, containing 1j5, oo inhabitants, and 9, pra can, a place of great trade, vhiji has 7o, coo inhabitants. hiere allb are the Calmucks, Ulbecs, and Circalians. The v.wlole is a fasage, unpoliflhed, and unkr.ovn country. Its inhabitants are a fierce people; they wornlip images formed out of small"
0072200301_000192,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By Dr. Smollet, and others. ...",Voltaire,54,2,2,0,1,4,2,3,2,1,2,0,2,1,0,4,2,1,0,0,0,0,0,1,0,0,1,0,2,0,5,0,2,0,0,0,0,2,1,4,2,0,0,4,1,0,0,0,1761,1,25,"London : printed for J. Newbery, R. Baldwin, W. Johnston, S. Crowder, T. Davies, J. Coote, G. Kearsley, and B. Collins, at Salisbury, MDCCLXI. [1761].",London,2692,male,1694,1778,TRUE,"provinces the Nabobs farmed the same of the Mogul at a certain yearly sum. This alteration being received into the Mogul government, it became immaterial to the Mogul what the Nabobs did with the rents: the yearly sum stipulated was all that he expected, and that they were obliged to"
0060801600_000056,"Jurieu's accomplishment of the Scripture prophecies, abridged; principally those of the revelation of St. John : wherein are contained many things relative to the late French revolution in 1789, &c.",Pierre Jurieu,72,1,0,2,4,2,3,1,2,3,3,2,2,1,6,7,0,1,0,0,1,0,5,1,0,0,0,0,1,2,3,1,0,1,3,0,0,0,1,0,1,0,0,9,1,0,0,2,1793,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row, and R. Faulder, New Bond-Street, 1793.",London,257,male,1637,1713,FALSE,"Saumelpour, which. lies thirty leagues to the north of Hugley, for about fifty miles farther. Dakka is falid to be the largest city of Bengal , and the tide comes up to its walls. It con tamns an Engifh and a Dutch faffory. The other chief towns are Cafflimbazar Chinchura,"
0249000302_000218,"The geographical magazine; or, a new, copious, compleat, and universal system of geography. ... By William Frederick Martyn, Esq. ...",William Fordyce Mavor,78,1,2,2,1,4,0,1,0,3,2,2,4,1,6,4,3,1,1,0,1,0,2,2,0,0,0,0,2,6,5,1,2,2,2,1,3,0,1,0,0,0,0,5,1,0,0,4,1785,2,2,"London : printed for Harrison and Co., M DCCXCIII, [1785-93].",London,660,male,1758,1837,FALSE,"a war with his brother Kaum Bull.. he also defeated and killed; after which his attention was engaged by the Seiks, a new Let of religionists, who, during the reign of Shah Jehan, had filttly eliablifled themselves along the foot of the eaternm. mountains. They now appeared in arms in"
0109600902_000114,"Mr. Gibbon's History of the decline and fall of the Roman Empire, Abridged. In Two Volumes. ...",Edward Gibbon,59,2,4,2,2,5,1,0,0,1,0,0,1,0,2,3,6,0,2,0,0,0,0,3,0,0,4,1,1,0,0,0,1,2,0,0,4,2,0,2,0,3,0,2,2,0,0,1,1790,2,2,"London : printed for A. Strahan; and T. Cadell, in the Strand, MDCCXC. [1790].",London,571,male,1737,1794,TRUE,"of the e same empire ; and the conquest of the .Deccan, in particular, was for ages an objea of considerable importance, to the e, emperors . In i39, the Mogul Tartars, a under the conduct of.timur, or Ta a merlane, invaded Hindooftan; - but the is conquest of the"
0138200300_000057,"A short compendium of ancient and modern historical geography. Translated from the French, and dedicated, by permission, to Miss Billings, by Mr. de Lanségüe.",,61,4,0,0,0,2,0,3,3,1,0,1,0,0,3,4,1,0,2,1,1,0,0,6,0,0,2,0,1,1,0,5,2,5,0,0,0,3,0,0,1,1,1,4,0,0,1,2,1791,1,1,"London : printed at the Logographic Press; and sold by T. Cadell, Strand; Baldwin, Paternoster-row; B. Law, Ave-Maria-Lane; and J. Walter, No.169, Piccadilly, M.DCC.XCI [1791].",London,496,unknown,,,FALSE,"Aurengzebe, which led him to turn the strong intrenchments of Darah on the river Chumbul, whom this movement obliged to give battle, in order to save Agra , and the emperor there; when he was entirely defeated, and owed not a little of his ill success to the farther treachery"
1766000106_000139,"The history of the decline and fall of the Roman Empire. By Edward Gibbon, Esq. ...",Edward Gibbon,52,1,1,1,1,4,0,1,0,3,2,1,0,0,3,1,3,1,1,0,0,0,1,2,0,1,2,0,1,0,2,0,1,0,0,2,1,2,0,0,1,1,0,1,5,1,0,4,1788,6,6,"Dublin : printed for Luke White, 1788-89.",Dublin,671,male,1737,1794,TRUE,"hundred and nineteen dams, or <"" Sicca rupees I, 49, 6i, 482-15-2 in money, and the Zemindars (who are mostly Koits) furnish also 23, 300 cavalry, 80o, 158 infantry, 170 elephants, 4, 260 cannon, and 4+400 boats."" Bengal , 332 Bengal fays fer/bta, II i39, was added to the empire"
0145400101_000185,"The history of France, from the accession of Henry the third, to the death of Louis the fourteenth. Preceded by a view of the civil, military, and political state of Europe, between the middle, and the close, of the sixteenth century. By Nathaniel William Wraxall. ...","Sir Nathaniel Wraxall, 1st Baronet",58,1,3,0,0,1,1,1,0,2,0,1,0,0,1,6,2,0,1,1,1,1,0,6,0,1,4,1,0,2,1,1,3,0,1,7,0,1,0,0,0,1,0,2,2,0,1,1,1795,1,3,"London : printed for A. Strahan and T. Cadell: and sold by T. Cadell Junior, and W. Davies, (successors to Mr. Cadell,) in the Strand, 1795.",London,601,male,1751,1831,FALSE,"IIO DIN NAHOMMED jehangulnr, Son to filanl odin Mohammed Akbar , was born at fatteh~pour ""* iformerly called Sikri) * (jt ast yst Shahmadla Khanum, the Roy al Lady; 5 astala Shahmada signifying royally born, and pw~ Khanum, Ladry. t i(y4k Shakrnf, the sweetest: of Women, with the Addition of"
0097400301_000123,"The works of the late M. de Voltaire. Translated from the French, with notes, critical and explanatory. By the Rev. David Williams. Hugh Downman, M. A. William Campbell, LL.D. Richard Griffith, Esq. Elizabeth Griffith, James Parry, M. A. And John Johnson, M. A. ...",Voltaire,64,0,1,0,3,0,1,4,1,2,1,0,2,0,3,4,1,0,1,0,0,2,0,1,0,0,2,0,2,2,1,3,2,3,0,0,3,2,0,2,1,1,0,7,4,0,0,2,1780,1,4,"London : printed for Fielding and Walker, Pater-Noster-Row, MDCCLXXX. [1780].",London,399,male,1694,1778,TRUE,"of Aurengzebe, by his daughter, daughter, a youth of seventeen years of age, after imprifoni; and strangling Furrukhfir. The young emperor proved disagreeable to the brothers, and being oon poisoned, they raised to the throne his elder brother, who took the title of Shah Jehan. The rajahs of Indoftan, whose"
0548200102_000045,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society. From the rise of the modern kingdoms to the Peace of Paris, in 1763. In a series of letters from a nobleman to his son. A new edition, enlarged and greatly improved. ...",William Russell,63,3,1,3,0,4,1,2,0,4,0,1,0,0,4,4,2,1,1,0,0,3,0,0,0,2,1,1,0,0,4,0,1,1,0,0,4,2,2,1,0,0,1,4,1,1,0,3,1786,2,5,"London : printed for G.G.J. and J. Robinson, Paternoster-Row; J. Robson, New Bond-Street; A. Hamilton, jun. Falcon-Court, Fleet-Street; J. Walter, Charing-Cross; and J. Sewell, Cornhill, 1786.",London,587,male,1741,1793,FALSE,"beforedone, at Nagracut and Sumnaut. Benares was regarded as the principal university of Braminical learning; and we may conclude that about this period, the Sanscrit language, which was before the current language of Hindooftan, began to decline in its purity, by the admixture of words from that of the conquerors;"
0162400202_000115,"Gibbon's History of the decline and fall of the Roman Empire, in six volumes, quarto, abridged in two volumes, octavo. ...",Edward Gibbon,68,4,3,0,1,4,1,2,0,4,0,1,1,0,4,3,4,0,3,0,0,0,1,5,0,0,5,1,1,0,1,0,1,2,0,0,6,1,0,0,0,3,2,3,0,0,0,1,1789,2,2,"London : printed for G. Kearsley, Johnson's Head, Fleet Street, 1789.",London,573,male,1737,1794,TRUE,"e sagter, properly jaghire, lands granted by the Grand Mob gul as a pension; they are generally assigned td persons for their military services. yaguer Sircar, the Jagueer of the governments oi the Nazim. i  7aruecrdar, the holder or pofieflfr of a jaghire: it c6ntes from three Perfiaa words,"
1107300202_000004,"The history of modern Europe. With an account of the decline and fall of the Roman Empire, and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,65,2,1,3,1,3,1,2,0,2,0,0,0,0,3,7,2,1,2,0,0,3,1,0,0,2,1,3,0,1,2,0,1,0,0,1,5,1,1,2,0,0,4,4,1,0,0,2,1779,2,2,"London : printed for G. Robinson, Paternoster-Row; J. Robson, New Bond-Street; J. Walter, Charing-cross; and J. Sewell, Cornhill, MDCCLXXIX. [1779].",London,610,male,1741,1793,FALSE,"it. Let no Ensigns or Royal "" Pomp accompany my Funeral; let Ha"" "" odi Khan , who is faithful and trusty, ""convey my Corps to the Place of Shah ""Zen aldin, and make a Tomb for it, in "" the same Manner as is donefor Derveifhes : * let"
0162400202_000002,"Gibbon's History of the decline and fall of the Roman Empire, in six volumes, quarto, abridged in two volumes, octavo. ...",Edward Gibbon,65,2,0,1,1,3,0,1,1,3,0,1,0,1,6,5,1,0,1,0,0,0,0,1,0,1,1,0,1,0,3,1,7,0,0,6,4,0,0,0,1,2,0,3,1,1,0,5,1789,2,2,"London : printed for G. Kearsley, Johnson's Head, Fleet Street, 1789.",London,573,male,1737,1794,TRUE,"tive names. The term Deccan, which fig where the productions of the earth are four nifies the South, has been extended to the times as cheap as in England. But, in the whole region that lies to the sos Hindooftan course of 50 years after his death, a succes Proper;"
0736000300_000076,"The sibylline oracles translated from the best Greek copies, and compar'd with the sacred prophesies, especially with Daniel and the Revelations, and with so much history as plainly shews, that many of the Sibyls predictions are exactly fulfill'd. With Answers to the Objections usually made against them. By Sir John Floyer, Knight.",John Floyer,87,1,0,1,3,0,0,4,13,2,2,0,1,0,2,1,2,5,0,0,2,0,0,1,0,0,4,0,4,0,5,1,1,0,4,2,3,3,4,5,0,0,0,6,0,0,0,5,1713,1,1,"London : printed by R. Bruges, for J. Nicholson, at the Kings-Arms in Little-Britain, 1713.",London,374,male,1649,1734,FALSE,"under his power. He defeated the proud Bajazet, (Turk. i. e. lightning; for the expedition of his conquests) and all the Turkifl army, in that great battle near mount Stella in the plains of Angoria in Galaria, July 28, A. D. 1402 He was cruel, but a vast encourager of"
1710102100_000076,"An introduction to universal history, translated from the Latin of Baron Holberg with notes historical, chronological, and critical. By Gregory Sharpe, L.L.D. fellow of the Royal Society, and of the Society of Antiquarians. To which is added, The history of Ireland; also, an account of the author.","Holberg, Ludvig, Baron",72,2,0,1,2,2,0,3,1,3,0,0,2,1,4,10,0,0,2,0,0,1,1,4,0,1,2,0,0,2,5,1,3,2,0,6,3,1,0,0,0,0,0,5,0,2,0,0,1784,1,1,"Dublin : Printed by J. Hoey, MDCCLXXXIV. [1784].",Dublin,288,male,1684,1754,FALSE,"same. This work is little more than an abridgment of the above. VI Mln AT ALUM; or, t iei MIRROR OF TIIE WORLD. By nazir bucirtar CIHAN, a man of letters, who led a private life near LI crditbad, within a few miles of Agra . This work contains the"
0560200900_000035,"Memoirs of the life of the late Right Honourable John Lindesay, Earl of Craufurd and Lindesay; Lord Lindesay of Glenesk; and Lord Lindesay of the Byers. One of the Sixteen Peers for Scotland; Lieutenant-General of His Majesty's Forces; And Colonel of the Royal North British Grey Dragoons. By Richard Rolt, Author of The History of the Late War.","John Lindsay, 20th Earl of Crawford",75,1,0,0,1,0,2,1,2,3,6,0,3,0,6,9,3,2,1,0,0,0,2,2,0,2,3,4,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,6,1,0,0,5,1753,1,1,"London : printed for Henry Köpp; and sold by Mr. Newbery, in St. Paul's Church-Yard; Mr. Owen, at Temple-Bar; and Mr. Paterson, in the Strand, M.DCC.LIII. [1753].",London,504,male,1702,1749,FALSE,"A CATALOGUE OF MANUSCRIPTS IN THE Perfic, rabic, and Sa; skerrit LANGUAGES. coele&ed in the EAST by AMES FRA S E R. LONDON: Printed for A. M i L LJ a MDCC.XUI A CATALOGUE OF Oriental MANUSCRIPTS. HISTORY. T ARIKH Rozit al Susa. By Mohammed ben Khoavind Shah ben Mahmud."
1375100103_000034,"The works of M. de Voltaire. Translated from the French. With notes, historical and critical. By T. Smollett, M.D. T. Francklin, M.A. and others. Volume the third.",Voltaire,71,1,0,1,2,0,3,1,5,1,2,0,3,0,2,5,1,1,4,2,0,0,1,0,0,0,4,0,1,7,5,2,1,1,0,0,0,5,1,0,0,1,0,4,3,0,1,0,1772,3,3,"London : Printed for W. Johnston, S. Crowder, T. Longman, Carnan and Newbery, G. Robinson, and R. Baldwin, 1772.",London,316,male,1694,1778,TRUE,"This empire is reported to have been founded by Fohi, and he is said to be the Noah of the Bible, about two thousand two hundred and forty years before Chirif. It is now governed by emperors of the Dynasty of the Manchew Tartars, who conquered it, A. D. 1645"
0236800102_000004,"The history of modern Europe. With an account of the decline and fall of the Roman Empire; and a view of the progress of society, from the fifth to the eighteenth century. In a series of letters from a nobleman to his son. ...",William Russell,62,2,1,3,1,3,1,2,0,2,0,0,0,0,3,6,2,1,1,0,0,3,1,0,0,2,1,3,0,1,2,0,1,0,0,1,5,1,1,2,0,0,3,4,1,0,0,2,1779,2,2,"Dublin : printed for Messrs. S. Price, W. Whitestone, R. Cross, E. Lynch, T. Walker, C. Jenkin, E. Cross, P. Higly, R. Moncrieffe, W. Spotswood, W. Hallhead, J. Exshaw, J. Beatty, L. White, and P. Byrne, MDCCLXXIX. [1779].",Dublin,611,male,1741,1793,FALSE,"will not, therefore, be thought extraordinary, that the same custom should thus be the ground work of one system of finance, and enter largely into the formation of another, eftablifhedundertwo contemporary or successive dynasties of foreign Princes, obliged to conform through ignorance, policy, or necessity, to the former usage of"
