PassageID,Title,Author,Total termFreq,termFreq(agre),termFreq(bodi),termFreq(caus),termFreq(certain),termFreq(certainti),termFreq(clear),termFreq(complex),termFreq(conceiv),termFreq(confid),termFreq(differ),termFreq(essenc),termFreq(evid),termFreq(exist),termFreq(figur),termFreq(form),termFreq(gener),termFreq(god),termFreq(idea),termFreq(imagin),termFreq(infinit),termFreq(know),termFreq(knowledg),termFreq(lordship),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(mode),termFreq(motion),termFreq(natur),termFreq(noth),termFreq(notion),termFreq(number),termFreq(observ),termFreq(oper),termFreq(particular),termFreq(perceiv),termFreq(percept),termFreq(power),termFreq(produc),termFreq(proposit),termFreq(qualiti),termFreq(real),termFreq(reason),termFreq(receiv),termFreq(relat),termFreq(sens),termFreq(sensat),termFreq(sever),termFreq(simpl),termFreq(space),termFreq(speci),termFreq(substanc),termFreq(suppos),termFreq(term),termFreq(think),termFreq(thought),termFreq(togeth),termFreq(true),termFreq(truth),termFreq(word),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1076900103_000046,"An essay concerning human understanding. In four books. Written by John Locke, Esq. In three volumes. ...",John Locke,135,1,0,0,3,6,1,4,1,0,1,10,0,0,0,0,5,0,12,2,0,13,1,0,2,0,3,0,0,3,1,1,0,1,0,1,0,0,0,0,7,9,9,2,1,0,1,0,1,1,0,12,4,4,3,1,0,0,1,6,1,1777,3,3,"Edinburgh : printed for J. Dickson and C. Elliot, M,DCC,LXXVII. [1777].",Edinburgh,375,male,1632,1704,TRUE,"essence , we cannot know what is, or what is not of that species , and consequently what may, or may not with certainty be affirmed of it. And thus speaking of a man, or gold, or any other species of natural substances , as supposed constituted by a precise"
0323100302_000067,"An essay concerning human understanding. Written by John Locke, Gent. The nineteenth edition. To which are now first added, I. An analysis of Mr. Locke's doctrine of ideas, on a large Sheet. II. A defence of Mr. Locke's opinion concerning Personal Identity, with an Appendix. III. A Treatise on the Conduct of the Understanding. IV. Some Thoughts concerning Reading and Study for a Gentleman. V. Elements of Natural Philosophy. VI. A new method of a common-place-book. Extracted from the author's works. ...",John Locke,142,1,0,0,2,5,1,2,0,0,1,10,1,0,0,0,7,0,14,1,0,14,1,0,2,0,3,1,0,2,1,1,0,0,0,0,1,0,0,0,9,3,11,1,1,0,1,0,1,1,0,18,3,5,6,1,0,0,2,6,2,1793,2,2,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. J. and J. Robinson, T. Cadell, W. Richardson, W. Otridge, J. Sewell, F. and C. Rivington, W. Goldsmith, S. Hayes, Leigh and Sotheby, T. Payne, W. Lowndes, R. Faulder, B. and J. White, G. and T. Wilkie, Scatcherd and Whitaker, R. Ryan, and E. Jefferey, 1793.",London,493,male,1632,1704,TRUE,"exatly to express the agreement or disagreement of the ideas they stand for, as really it is. Certainty of knowledge is to perceive the agreement or disagreement of ideas , as expressed in any proposition . This we usually call knowing , or being certain of the truth of any"
0954700700_000003,An abridgment of Mr. Locke's Essay concerning human understanding.,John Locke,124,0,4,0,0,1,2,1,2,1,1,0,1,1,0,0,0,1,26,2,1,3,2,0,0,0,12,2,1,1,1,1,0,1,6,1,2,2,2,1,0,1,0,4,2,0,3,2,2,4,0,0,1,3,0,17,1,1,0,0,1,1731,1,1,"London : printed for J. and J. Knapton, at the Crown in St. Paul's Church-Yard; A. Bettesworth and C. Hitch, at the Red-Lion in Pater-Noster-Row; J. Pemberton, at the Golden-Buck in Fleet-Street; and T. Astley, at the Rose in St. Paul's Church-Yard, M.DCC.XXXI. [1731].",London,389,male,1632,1704,TRUE,"desires Satisfaction in this Particular . It shall be sufficient here to show, how Men, barely by the Use of their Natural Faculties, may attain to all the Knowledge they have, without the Help of any Innate Impressions, and may arrive at Certainty without any such original Notions or Principles:"
0532701202_000102,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,139,1,0,0,3,11,1,2,1,0,1,4,2,1,0,0,6,0,10,0,0,9,8,0,0,2,1,1,0,2,1,0,0,2,0,3,1,0,0,0,12,0,8,2,1,0,2,0,0,2,0,11,1,3,3,2,1,1,0,12,5,1753,2,2,"Berwick : printed by Robert Taylor, M.DCC.LIII. [1753].",Berwick-upon-Tweed,425,male,1632,1704,TRUE,"Io. Burr, because Words are looked on as generalpro the great Conduits of Truth and know lcdge, ei; :; t1, to b and that in conveying and receiving of Truth , i, and commonly in Reasoning about it, w; e make use of Words and Propositions , I (hall more"
0323300402_000102,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,131,1,0,0,3,4,1,4,1,0,1,10,0,0,0,0,5,0,13,2,0,12,1,0,2,0,3,0,0,2,1,1,0,1,0,1,0,0,0,0,6,8,9,2,1,0,2,0,1,1,0,11,3,4,4,1,0,0,1,7,1,1775,2,2,"London : printed for John Beecroft, No. 23, Pater-Noster-Row; W. Strahan, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis; Hawes, Clarke and Collins; B. White, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, J. Wilkie, E. and C. Dilly, T. Davies, J. Robson, T. Becket, G. Robinson, T. Cadell, W. Richardson, T. Evans, and E. Johnston. MDCCLXXV. [1775].",London,383,male,1632,1704,TRUE,"we cannot be certain of the Truth of any Afirmation or Negation made of it. For Man, or Gild, taken in this Sense , and used for Species of Things, constituted by real Essences , different from the complex Idea in the Mind of the Speaker, stand for we know"
0315800101_000130,"The works of John Locke, Esq; In three volumes. The sixth edition. To which is added, the life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux. ...",John Locke,167,0,5,1,2,0,5,3,1,0,0,0,1,5,1,0,2,0,27,0,0,3,1,0,3,1,3,0,2,1,2,3,0,4,2,4,2,0,10,3,0,11,0,2,1,0,4,0,5,9,0,1,18,8,0,6,1,3,0,0,1,1759,1,3,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, John Rivington, James Rivington and J. Fletcher, J. Ward, R. Baldwin, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, E. Dilly, R. Withy, T. Payne, and M. Cooper. M.DCC.LIX. [1759].",London,646,male,1632,1704,TRUE,"are qualities to be found in a loadflone. These, and the like fashions of speaking, intimate, that the sub fiance is supposed always something. besides the extension, figure , solidity, motion , thinking , or other observable ideas , though' we know not what it is. Noclearidea § 4- HENCE,"
1186600203_000051,"An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes. ...",John Locke,122,0,6,0,4,7,1,2,0,0,1,1,1,0,5,1,8,0,16,0,0,5,2,0,2,0,0,0,6,2,0,1,0,4,5,0,1,0,1,4,5,9,4,1,0,0,2,2,1,0,0,1,3,0,0,2,3,1,0,2,0,1765,3,3,"Edinburgh : printed by A. Donaldson and J. Reid. For William Coke, MDCCLXV. [1765].",Edinburgh,307,male,1632,1704,TRUE,"henfibly remote from us, should cease to be or move as it does. This is certain , things however absolute and entire they seem in themselves, are but retainers to other parts of nature , for that which they are mnoft taken notice of by us. Their observable qualities ,"
0323100201_000130,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,123,0,7,0,3,0,4,4,1,1,0,0,0,1,2,0,0,2,24,1,0,6,3,0,3,0,1,0,5,1,3,1,1,3,1,0,3,3,6,0,0,3,0,0,1,0,2,4,1,5,0,0,7,1,1,5,1,2,0,0,0,1768,1,2,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, M.DCC.LXVIII. [1768].",London,404,male,1632,1704,TRUE,"Organs of Sensation or Perception , as t4 suit them to their prefint Design, and the Circumstances of the Object they would confider ? For how much would that Man exceed all others in Knowledge , who had but the Faculty lo to alter the Strucure of his Eyes, :"
0319100101_000196,The works of Iohn Locke in four volumes Volume I.,John Locke,120,0,1,0,1,0,0,2,4,1,6,5,2,3,0,3,1,3,17,1,3,3,3,0,3,0,5,0,1,2,0,2,1,1,4,1,1,0,3,0,0,2,4,2,0,0,0,0,4,5,0,13,2,0,0,1,0,3,1,0,0,1768,1,4,"London : printed for H. Woodfall, A. Millar, I. Beecroft, I. and F. Rivington, I. Whiston S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes Clarke and Collins, B. White, W. Iohnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, I. Shuckburgh, and T. Cadell. [and 18 others in London], MDCCLXVIII. [1768].",London,841,male,1632,1704,TRUE,"he can distinguish (heep and goats by their real essences , that are unknown to him, may be pleased to try.his still in those species , called caffiowary and querechinchio; and by their internal real essences determine the boundaries of those species , without knowing the complex idea of fenfibie"
0367500104_000262,"A new and complete dictionary of arts and sciences; comprehending all the branches of useful knowledge, with Accurate Descriptions as well of the various Machines, Instruments, Tools, Figures, and Schemes necessary for illustrating them, as of The Classes, Kinds, Preparations, and Uses of Natural Productions, whether Animals, Vegetables, Minerals, Fossils, or Fluids; Together with The Kingdoms, Provinces, Cities, Towns, and other Remarkable Places throughout the World. Illustrated with above three hundred copper-plates, curiously engraved by Mr. Jefferys, Geographer and Engraver to his Royal Highness the Prince of Wales. The whole extracted from the best authors in all languages. By a society of gentlemen. ...",Society of gentlemen,100,0,5,0,1,1,2,1,2,1,4,0,2,2,4,1,0,4,5,1,1,0,2,0,4,1,1,1,9,6,3,1,0,2,2,0,1,1,2,2,0,2,0,4,0,1,0,0,0,2,0,0,1,1,0,6,4,2,0,1,1,1754,4,4,"London : printed for W. Owen, at Homer's Head, in Fleet-Street, MDCCLIV. [1754].",London,982,unknown,,,FALSE,"had from philolbphy. But he might have laid the lame of corporeal fubliances, since, as Mr. Locke julfly observes , we have no idea of one more than of the other. seeessence. It is only fi-om the primary, or essential, qualities of body , siz. extension, solidity, c. that we"
1016000602_000044,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,104,3,9,0,4,0,0,4,0,2,3,4,0,1,0,0,0,0,11,1,0,1,0,0,2,2,2,1,1,3,2,0,1,2,1,0,2,2,2,1,1,2,1,4,0,1,0,0,2,3,0,1,5,0,1,5,2,0,0,1,8,1777,2,2,"Dublin : printed by and for H. Saunders, W. Sleater, D. Chamberlaine, and J. Potts, M,DCC,LXXVII. [1777].",Dublin,386,male,1632,1704,TRUE,"that that thought not himself to understand very perfectly, what the word Liquor flood for; which, I think too, none of the moil perplexed Names of Substances . However they were pleased tq comply with my Motion , and upon examination found, that the Signification of that Word was not"
0256200101_000123,The works of John Locke Esq; In three volumes. ... With alphabetical tables. ...,John Locke,145,0,14,0,4,0,3,5,0,0,0,0,0,2,1,0,0,1,33,2,1,6,1,0,4,0,2,0,8,1,3,1,1,2,2,0,3,2,7,0,0,2,0,1,1,0,1,3,1,4,0,0,8,1,1,7,3,3,0,0,0,1727,1,3,"London : printed for Arthur Bettesworth; Edmund Parker; John Pemberton; and Edward Symon, 1727.",London,630,male,1632,1704,TRUE,"pardon, for laying before him so wild a Fancy, concerning the ways of Perception in Beings above us: But how extravagant soever it be, I doubt whether we can imagine anything about the Knowledge of Angels, but after this manner, some way or other in proportion to what we find"
1134201200_000009,"The elements of logick. In four books. Book I. Of the Original of our Ideas, their various Divisions, and the manner in which they contribute to the Increase of Knowledge; with a Philosophical Account of the Rise, Progress, and Nature of human Language. Book II. Of the grounds of human Judgment, the Doctrine of Propositions, their Use in Reasoning, and Division into self-evident and demonstrable. Book III. Of Reasoning and Demonstration, with their Application to the investigation of Knowledge, and the common Affairs of Life. Book IV. Of the Methods of Invention and Science, where the several Degrees of Evidence are examined, the Notion of Certainty is fixed and stated, and the Parts of Knowledge in which it may be attained, demonstrated at Large. Designed particularly for young Gentlemen at the University, and to prepare the way to the Study of Philosophy and the Mathematicks. By William Duncan, Professor of Philosophy in the Marishal College of Aberdeen.","Duncan, William",117,1,7,0,0,0,0,1,5,0,11,4,3,0,3,1,2,0,5,1,0,0,2,0,2,0,1,1,7,3,2,3,0,4,0,0,2,0,2,2,0,4,1,1,1,1,1,0,3,1,0,6,5,4,0,4,3,6,1,0,0,1776,1,1,"Edinburgh : printed for J. Bell and J. Dickson; and for J. Duncan, Glasgow, M,DCC,LXXVI. [1776].",Edinburgh,357,male,1717,1760,FALSE,"to Is are wholly in the dark; but many, or serves to of the Properties derived from this scl Elfence, make obvious and distinct Imnpreffions, as the Weight, Hardness, and yellow D 2 Colour, ( 40) Colour, rc. These Properties combined together , and conceived as coexisting in the same"
1016000602_000106,"An essay concerning human understanding. In four books. Written by John Locke, gent. ...",John Locke,123,0,6,0,4,7,1,1,0,0,1,3,1,0,4,1,6,0,15,0,0,4,6,0,2,0,0,0,7,0,0,1,0,3,4,0,3,0,1,4,5,7,6,2,0,0,2,2,1,0,0,1,4,0,0,2,2,2,0,2,0,1777,2,2,"Dublin : printed by and for H. Saunders, W. Sleater, D. Chamberlaine, and J. Potts, M,DCC,LXXVII. [1777].",Dublin,386,male,1632,1704,TRUE,"not to be wondered, that we have ery imperfea Ideas of Substances ; and that the real Essences on which depend their Properties and Operations , arc unknowvn to us. We cannot discover so much as that Size, Figurf, and texture of their minute and active Parts, which is really"
0319100101_000253,The works of Iohn Locke in four volumes Volume I.,John Locke,130,0,3,0,6,7,1,11,1,0,0,6,1,1,0,0,2,0,18,1,0,8,2,0,0,0,1,0,0,2,1,0,0,1,0,1,2,0,0,0,7,12,4,2,0,1,0,0,1,4,0,4,6,1,1,0,0,2,1,5,3,1768,1,4,"London : printed for H. Woodfall, A. Millar, I. Beecroft, I. and F. Rivington, I. Whiston S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes Clarke and Collins, B. White, W. Iohnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, I. Shuckburgh, and T. Cadell. [and 18 others in London], MDCCLXVIII. [1768].",London,841,male,1632,1704,TRUE,"Aaa 2 § 6 ON book IV § 6 ON the other fide, the names of fubftrnces, when made use of as they -. -- -. fhlould be, for the ideas men have in their minds , though they carry a clear and The truth of determinate signification with them,"
0532701202_000103,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,116,1,1,0,3,4,1,4,1,0,0,9,1,1,0,0,4,1,11,2,0,12,1,0,2,0,1,0,0,0,1,1,0,1,0,2,0,0,0,0,5,6,8,2,1,0,1,0,1,1,0,11,2,2,3,1,0,0,1,5,1,1753,2,2,"Berwick : printed by Robert Taylor, M.DCC.LIII. [1753].",Berwick-upon-Tweed,425,male,1632,1704,TRUE,"the nominal Essence is kept to, as the Boundary of each Species , and mien extend the lip. plication of any general Term no farther than to the particular Things, in which the complex Idea , it stands for, is to be foulnd there they are in no Danger to"
0319100101_000132,The works of Iohn Locke in four volumes Volume I.,John Locke,167,0,6,1,3,0,6,2,1,0,0,1,1,5,2,1,1,0,32,0,0,4,0,0,3,1,3,0,3,1,2,3,0,6,2,6,0,0,2,1,0,8,0,2,0,0,2,0,5,9,0,1,17,9,0,7,1,5,1,0,1,1768,1,4,"London : printed for H. Woodfall, A. Millar, I. Beecroft, I. and F. Rivington, I. Whiston S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes Clarke and Collins, B. White, W. Iohnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, I. Shuckburgh, and T. Cadell. [and 18 others in London], MDCCLXVIII. [1768].",London,841,male,1632,1704,TRUE,"made, fubsances. we come to have the ideas of particular sorts of substances , by collecting such combinations of simple ideas , as are by experience and observation of mens senses taken notice of to exist together , and are.therefore supposed to flow from the particular internal constitution, or unknown"
0104200103_000004,"The works of John Locke, in nine volumes.",John Locke,168,3,3,0,0,0,1,4,2,0,1,0,0,1,0,7,11,0,37,0,0,4,1,8,4,0,11,6,0,2,2,3,0,0,0,7,1,0,2,0,1,0,0,14,2,2,1,6,2,3,0,2,8,0,0,2,2,0,1,0,1,1794,3,9,"London : printed for T. Longman, B. Law and Son, J. Johnson, C. Dilly, G. G. and J. Robinson, [and 14 others in London], 1794.",London,498,male,1632,1704,TRUE,"he does not talk of this matter as a child; nor will he of the support of accidents, when he has a clearer and more distinct idea of it, than that it is barely something.. But as long as we think like children, in cafes where our ideas arc no"
0336400101_000128,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,147,0,12,0,4,0,4,4,0,0,0,0,0,2,1,0,0,1,36,2,2,6,1,0,4,0,2,0,8,1,3,1,1,2,3,0,3,1,7,0,0,2,0,1,1,0,1,3,2,4,0,0,6,1,1,8,3,3,0,0,0,1731,1,2,"London : printed for Edward Symon, over against the Royal Exchange in Cornhill, M.DCC.XXXI. [1731].",London,406,male,1632,1704,TRUE,"in Beings above us: But how extravagant soever it be, I doubt whether we can imagine anything about the Knowledge of Angels, but after this Manner, rome Way or other, in Proportion to what we find and observe in ourselves. And though we cannot but allow, that the infinite Power"
0315800101_000211,"The works of John Locke, Esq; In three volumes. The sixth edition. To which is added, the life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux. ...",John Locke,105,1,8,0,2,0,1,3,0,1,1,4,0,1,1,0,1,0,15,0,0,1,1,0,1,4,3,4,0,3,2,0,3,2,1,0,1,2,2,1,1,2,3,4,0,1,0,0,2,7,0,1,4,0,0,3,0,0,0,1,6,1759,1,3,"London : printed for D. Browne, C. Hitch and L. Hawes, J. Shuckburgh, A. Millar, J. Beecroft, John Rivington, James Rivington and J. Fletcher, J. Ward, R. Baldwin, J. Richardson, S. Crowder, P. Davey and B. Law, T. Longman, E. Dilly, R. Withy, T. Payne, and M. Cooper. M.DCC.LIX. [1759].",London,646,male,1632,1704,TRUE,"Others, finding fuibility joined with that yellow colour, in certain parcels of matter , make of that combination a complex idea , to which they give the name gold, to denote a sort of substances ; and so exclude from being gold all such yellow, mining bodies , as by"
0323100201_000177,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,143,0,7,1,0,0,0,11,0,1,1,3,1,1,6,0,2,0,29,1,1,3,0,0,0,0,8,1,0,0,1,1,1,2,3,1,1,0,15,7,0,3,5,0,2,3,0,3,0,4,0,3,9,0,0,0,0,1,0,0,1,1768,1,2,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, M.DCC.LXVIII. [1768].",London,404,male,1632,1704,TRUE,"its Properties. §. 9 Whosoever firif lit on a Parcel of that Sort of Sub ltance we derlote by the Word Gold, could not rationally take the Bulk and Figure he observed in that Lump, to depend on its real Essence or internal conritution. Therefore those never went into his"
1421700101_000256,"The works of John Locke, Esq; in three volumes. The fifth edition. To which is now first added, The life of the author; and a collection of several of his pieces published by Mr. Desmaizeaux.",John Locke,136,1,0,0,2,7,0,2,1,0,1,13,2,0,0,0,7,0,10,0,0,11,5,0,1,0,2,1,0,2,1,1,0,1,0,2,1,0,0,0,8,1,7,2,1,0,2,0,1,1,0,11,0,4,7,1,0,1,1,10,4,1751,1,3,"London : printed for S. Birt, D. Browne, T. Longman, J. Shuckburgh, C. Hitch and L. Hawes, J. Hodges, J. Oswald, A. Millar, J. Beecroft, J. and J. Rivington, J. Ward, and M. Cooper, M.DCC.LI. [1751].",London,653,male,1632,1704,TRUE,"it is very hard to fpdak intelligibly of the one, .withouit exuplaining the other'. ( 2 ALL the knowledge we have, being only of particular , or general truths Geieal it is evident that, whatever may be done in the former of these, the latter, which truths hardly is that"
0970100102_000016,"An essay concerning human understanding. In four books. Written by John Locke, gent. In three volumes. ...",John Locke,145,0,16,0,4,0,3,3,0,0,0,0,0,1,2,0,0,1,30,2,2,6,1,0,4,0,2,0,8,1,3,1,1,2,3,0,3,1,8,0,0,2,1,1,0,0,1,3,2,3,0,0,9,1,1,8,2,3,0,0,0,1765,2,3,"Edinburgh : printed by A. Donaldson and J. Reid. For A. Donaldson, and sold at his shops in London and Edinburgh, MDCCLXV. [1765].",Edinburgh,346,male,1632,1704,TRUE,"beings above us: but how extravagant soever it be, I doubt whether we can imagine anything about the knowledge of angels, but after this manner, some way or other, in proportion to what we find and observe in ourselves. And though we cannot cannot but allow, that the infinite power"
1099500301_000121,"An essay concerning human understanding. In four books. Written by John Locke, gent.",John Locke,153,0,3,3,0,0,0,7,1,2,4,0,1,7,2,1,0,1,36,1,0,1,1,0,0,0,12,7,3,3,0,1,2,3,1,1,1,0,2,3,0,2,2,1,2,0,0,2,9,11,0,0,1,0,0,1,1,7,0,0,4,1753,1,2,"[London?] : [s.n.], Printed in the Year M.DCC.LIII. [1753].",London,451,male,1632,1704,TRUE,"of thcle two new Words , to avoid the Danger of being mistaken in the Ufc of those which are equivocal. To which if we add, ext.fence, Duration, Number ; which belonged both to one and the other, we have, perhaps, all the Original Ideas , on which the rest"
1076900102_000020,"An essay concerning human understanding. In four books. Written by John Locke, Esq. In three volumes. ...",John Locke,151,0,3,1,0,0,1,9,0,0,1,2,3,3,0,0,1,5,37,0,5,3,5,0,0,0,4,0,0,0,3,2,0,1,4,2,1,0,8,0,0,3,2,0,5,3,1,5,5,7,0,0,6,2,0,3,3,1,0,0,1,1777,2,3,"Edinburgh : printed for J. Dickson and C. Elliot, M,DCC,LXXVII. [1777].",Edinburgh,409,male,1632,1704,TRUE,"knowing them more perfectly; i. e. all their qualities , powers , causes , consequences, and relations , C till all be perfeóly known that is in them, or can any way relate to tlem; and thus frame the idea of infinite or boundless knowledge : the same may also"
0323300402_000106,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,119,2,1,0,5,4,1,0,0,2,1,2,7,1,0,0,5,0,21,0,1,5,8,0,0,0,3,0,2,0,0,0,1,1,1,2,3,2,3,0,9,4,4,5,0,1,1,1,2,0,0,1,0,1,2,0,0,1,0,2,1,1775,2,2,"London : printed for John Beecroft, No. 23, Pater-Noster-Row; W. Strahan, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis; Hawes, Clarke and Collins; B. White, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, J. Wilkie, E. and C. Dilly, T. Davies, J. Robson, T. Becket, G. Robinson, T. Cadell, W. Richardson, T. Evans, and E. Johnston. MDCCLXXV. [1775].",London,383,male,1632,1704,TRUE,"butfcvgene do depend, or with which they have any certain ral certain Connexion. V g. Let the Idea to which we propo/itions give the Name Man, be, as it commonly is, a concerning Body of the ordinary Shape, with Sense , volun them. tary Motion and Reason joined to it."
0336300302_000067,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,131,1,6,2,6,1,1,0,1,0,13,0,2,1,6,0,3,0,14,2,0,1,5,0,1,1,5,4,5,1,0,0,10,1,0,0,7,2,0,7,0,1,1,2,0,0,2,4,0,3,1,0,0,3,0,2,1,0,1,0,1,1731,2,2,"London : printed for Arthur Bettesworth and Charles Hitch, at the Red Lion in Pater-Noster-Row; Edmund Parker, at the Bible and Crown in Lombard-Street; John Pemberton, at the Buck against St. Dunstan's Church, in Fleet-Street; and Edward Symon, against the Royal Exchange, in Cornhill, M.DCC.XXXI. [1731].",London,382,male,1632,1704,TRUE,"are supposed to be the Foundations of all our Knowledge and Reasonings . §. 9 It has been generally taken for granted, detnonfita.ion that Mathematics alone are capable of demon mor limied to firative Certainty : But to have such an Agree itztjt. mentor Disagreement, as may intuitively be perceived"
1723900201_000129,"The works of John Locke, Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables.",John Locke,153,0,4,0,0,0,1,10,0,0,2,2,3,3,0,0,1,5,41,0,4,3,3,0,0,0,4,0,0,0,3,2,1,1,4,2,1,0,6,0,0,2,2,0,5,1,1,5,5,8,0,0,7,2,0,3,3,2,0,0,1,1740,1,3,"London : printed for Edmund Parker, at the Bible and Crown, in Lombard-Street; Edward Symon, against the Royal-Exchange, in Cornhill; Charles Hitch, at the Red-Lion, in Paternoster-Row; and John Pemberton, at the Golden-Buck, in Fleetstreet, M.DCC.XL. [1740].",London,659,male,1632,1704,TRUE,"and so frame the idea of an eternal being. The degrees, or extent, wherein we ascribe existence , power , wisdom, and all other perfeaions (which we can have any ideas of) to that sovereign being, which we call God , being all boundless and infinite , we frame the"
0035300102_000101,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,131,2,0,0,3,8,1,3,1,0,1,7,1,0,0,0,8,0,13,0,0,8,3,0,0,1,2,1,0,2,1,1,0,0,0,2,1,0,0,0,6,0,6,2,0,0,1,0,1,1,0,14,1,1,6,3,0,1,2,12,4,1715,2,2,"London : printed for J. Churchill, at the Black-Swan in Pater-Noster-Row; and Samuel Manship, at the Ship in Cornhill, 1715-16.",London,386,male,1632,1704,TRUE,"though the Proposition we speak agree not to the Rea: ]iiy of Things. 3 Mctaphyjical Truth , which is nothing but the real Exiitence of Things, conformable to the Ideas to which we have annexed their Names. This, though it seems to consist in the very Beings of Things, yet"
1092700101_000029,"The philosophical works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes. Published by David Mallet, Esq; ...","Henry St John, 1st Viscount Bolingbroke",156,0,0,0,2,0,1,4,0,0,1,3,0,0,1,0,14,0,33,0,0,1,2,0,0,0,15,2,0,4,2,8,0,1,0,16,3,1,0,1,2,1,4,0,2,2,3,1,3,4,0,0,6,2,1,1,0,2,0,0,7,1754,1,5,"London : [s.n.], Printed in the Year MDCCLIV. [1754].",London,359,male,1678,1751,TRUE,"whiteness. The adjeetive white, joined to a substantive, is the sign of a particular idea , and necessary therefore, as well as proper, to be used in speaking of particular substances , by every one of which it is determined. But the substantive whiteness is authorised by custom alone, and"
0256200101_000156,The works of John Locke Esq; In three volumes. ... With alphabetical tables. ...,John Locke,151,0,9,1,0,0,0,11,0,1,1,5,1,2,7,0,1,0,29,1,1,3,0,0,0,0,7,0,0,0,2,1,1,2,3,1,1,0,17,7,0,2,3,0,3,4,0,4,1,4,0,2,11,0,0,0,0,1,0,0,1,1727,1,3,"London : printed for Arthur Bettesworth; Edmund Parker; John Pemberton; and Edward Symon, 1727.",London,630,male,1632,1704,TRUE,"are deficient and inadequate. The simple Ideas , whereof we make our complex ones of Substances , are all of them (bating only the Figure and Bulk of some sorts) Powers , which being Relations to other Subitances, we can never 12e sure that we know all the Powers that"
0336400101_000117,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,159,0,1,3,0,0,0,11,1,2,4,0,1,9,2,1,1,0,36,0,0,0,1,0,0,0,10,10,2,3,0,1,2,3,1,3,0,0,3,3,0,2,3,1,1,0,0,2,7,14,0,1,1,0,1,1,1,6,0,0,4,1731,1,2,"London : printed for Edward Symon, over against the Royal Exchange in Cornhill, M.DCC.XXXI. [1731].",London,406,male,1632,1704,TRUE,"Knowledge , rather than into their Causes , or Manner of Pro du&tion, I shall not, contrary to the Design of this Essay, set myself to inquire Philosophically into the peculiar Confitution Qs Bodjes, and the Configuration of Parts, whereby they have the Power to produce in us the Ideas"
