PassageID,Title,Author,Total termFreq,termFreq(admir),termFreq(amplitud),termFreq(aris),termFreq(attent),termFreq(author),termFreq(aw),termFreq(boundless),termFreq(caus),termFreq(charact),termFreq(constitu),termFreq(danger),termFreq(dark),termFreq(degre),termFreq(deriv),termFreq(emot),termFreq(essai),termFreq(excit),termFreq(extend),termFreq(extent),termFreq(fear),termFreq(firmament),termFreq(forc),termFreq(gener),termFreq(geniu),termFreq(grand),termFreq(grandeur),termFreq(great),termFreq(height),termFreq(highest),termFreq(idea),termFreq(imagin),termFreq(impress),termFreq(length),termFreq(life),termFreq(light),termFreq(magnific),termFreq(manner),termFreq(mighti),termFreq(mind),termFreq(mountain),termFreq(natur),termFreq(necessari),termFreq(night),termFreq(object),termFreq(ocean),termFreq(part),termFreq(philosoph),termFreq(pleasur),termFreq(poet),termFreq(power),termFreq(produc),termFreq(sensat),termFreq(soul),termFreq(sourc),termFreq(space),termFreq(strength),termFreq(strong),termFreq(sublim),termFreq(terribl),termFreq(terror),termFreq(thunder),termFreq(varieti),termFreq(vast),termFreq(view),termFreq(water),termFreq(work),termFreq(write),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0282500300_000243,"Essays on the intellectual powers of man. By Thomas Reid, D. D. F. R. S. E. Professor of Moral Philosophy in the University of Glasgow.",Thomas Reid,86,3,0,0,0,2,0,0,2,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,6,6,11,1,0,1,1,0,0,0,1,0,2,0,7,0,9,0,1,7,0,2,1,1,3,1,1,0,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,1785,1,1,"Edinburgh : printed for John Bell, Parliament Square, and G. G. J. & J. Robinson, London, M,DCC,LXXXV. [1785].",Edinburgh,777,male,1710,1796,TRUE,"is inherent in the mind of the author . When we confider the Iliad as the work of the poet , its sublimity was really in the mind of HOMER. He conceived great characters , great actions, and great events, in a manner suitable to their nature , and with"
0891100200_000004,"The landscape magazine: containing preceptive principles of landscape: also, a series of interesting landscapes; And Views of remarkable Objects, and Places; Grottoes, Caverns, Rocks, Mountains, Buildings, and Ruins; selected from various parts, from original drawings, From The Works Of The Best Masters, and forming a complete system of that delightful art.",,75,0,0,0,1,0,2,0,1,0,0,2,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,5,1,1,0,4,2,17,0,1,6,0,1,0,4,0,0,5,2,0,1,0,0,0,0,0,3,0,1,1,2,0,0,0,1793,1,1,"London : printed for C. Taylor, No. 10, Holborn: Near Castle-Street, [1793].",London,199,unknown,,,FALSE,"the light , which is highly grateful. Yellow now and broad, as seen through the milly horizontal air, gradually rising in the heavens, and brightening her light as {lhe decreases in magnitude, whether fly varies the light flying clouds around her into tints ofexquifite delicacy, or in the blue expanse"
0937200401_000021,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,65,1,0,1,0,2,3,0,1,0,0,1,1,0,0,2,0,0,0,0,3,0,1,3,1,0,2,5,0,0,2,1,2,0,0,1,0,0,0,1,0,3,1,0,5,0,0,0,0,1,0,0,0,0,1,0,2,0,12,0,1,0,2,0,2,0,0,1,1793,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1793.",London,468,male,1718,1800,TRUE,"emotions , yet weaken the native force of Sublimity ; betides, that the superfluous words which the poet is often obliged to introduce, in order to fill up the rhyme, tend farther to enfeeble it. Homer's description of the nod of Jupiter, as shaking the heavens, has been admired in"
0829800400_000024,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,71,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,0,0,1,0,0,0,1,2,0,2,1,5,2,0,5,9,1,5,0,1,0,1,0,0,0,1,1,0,2,0,10,0,2,0,0,0,1,0,0,0,1,1,2,0,0,0,1,1,2,0,1,0,1767,1,1,"London : printed for J. Dodsley in Pall-Mall, MDCCLXVII. [1767].",London,359,male,1729,1797,TRUE,"frenzy, every repetition reinforces it with new strength ; and the hurry of their spirits, unrestrained by the curb of teafon, continues it to the end of their lives. K 2 SECT, Part 4 set. 14 SECT. IX SUCCESSION and UNIFORMITY. UCCESSION and unjformzty of parts are what constitute the"
0584300101_000012,"The spectator, with illustrative notes. To which are prefixed the lives of the authors: comprehending Joseph Addison, Sir Richard Steele, Thomas Parnell, John Hughes, Eustace Budgel, Lawrence Eusden, Thomas Tickell, Alexander Pope. With critical remarks on their respective writings. A new edition. By Robert Bisset, L.L.D. Author Of The Life Of Burke, &c. &c.",,78,2,0,0,0,1,0,0,1,4,1,0,0,2,0,2,0,2,0,0,0,0,0,2,4,0,3,5,0,0,2,1,0,0,1,2,0,0,0,6,0,1,3,0,7,0,0,1,12,1,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,1799,1,8,"London : printed and published by Geo. Cawthorn, British Library, NO. 132, Strand; sold also by Messrs. Richardson, Royal-Exchange; W. West, and J. Wallis, Paternoster-Row; J. Hatchard and J. Wright, Piccadilly; and P. Hill, Edinburgh, 1799.",London,494,unknown,,,FALSE,"marks of ge thus, and conlsidering Ie was the first that wrote on tlhe subject, slews that lie was not unacquainted with philosophical discussioun. We find his philosophy indeed not equal to his genlius, but for.oue travelling in an untrodden pathl, generally accurate as far as hlie goes, and, in"
0947901500_000041,"An essay on taste. By Alexander Gerard, D.D. Professor of Divinity in the Marischal College of Aberdeen. The second edition, with corrections and additions. To which are annexed, three dissertations on the same subject, by Mr de Voltaire, Mr D'Alembert, and Mr de Montesquieu.",Alexander Gerard,74,1,0,1,0,2,0,0,1,3,0,0,0,3,4,2,0,2,0,0,0,0,0,5,0,0,0,4,0,1,6,4,0,0,2,0,1,0,0,3,0,3,1,0,2,0,2,1,7,0,3,2,1,0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,1764,1,1,"Edinburgh : printed for A. Millar, London; and A. Kincaid and J. Bell, Edinburgh, MDCCLXIV. [1764].",Edinburgh,298,male,1728,1795,TRUE,"its advantages, by considering its effccs, both immediate and remote. IT is the inmmediate source of pleasures , not only innocent, but elegant and noble. The powers of imagination are a firiking instance of the munificence of our creator, who has furnished us, not only with those faculties which are"
0546300201_000024,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,67,2,0,2,1,1,0,0,2,2,0,0,0,2,0,2,0,0,1,0,0,0,0,2,0,0,0,3,0,2,3,0,0,1,0,1,0,1,0,2,0,3,1,0,7,0,0,0,7,0,0,2,2,0,0,0,0,0,6,0,0,0,7,0,0,0,1,1,1783,1,3,"Dublin : printed for Messrs. Whitestone, Colles, Burnet, Moncrieffe, Gilbert [and 9 others in Dublin], 1783.",Dublin,436,male,1718,1800,TRUE,"time; I shall make it once for all, and hope it will be afterwards remembered. It is with respect to the instances of faults, or rather blemishes and imperfecions, which, as I have done in this Lecture, I shall hereafter continue to take, when I can, from writers of reputation."
0857400100_000005,"The elements of beauty. Also, reflections on the harmony of sensibility and reason. By J. Donaldson.","Donaldson, J. (John)",61,4,0,0,0,0,0,0,2,2,1,0,1,1,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,6,3,0,0,0,0,0,4,0,1,2,0,5,0,6,0,4,2,1,0,0,0,0,0,2,1,2,1,1,0,0,0,0,0,1780,1,1,"Edinburgh : printed for Charles Elliot; and T. Cadell, London, MDCCLXXX. [1780].",Edinburgh,115,male,1737,1801,FALSE,"when its images are erfonified. In this cafe, violent otion, and loud noie, succeed to eft and silence. Animated terror ightens through the gloom of dark ess. eath.darkly bounds from line to line, oud tumults shake the field. ow, rujbing in, the furious chief appears, locmy as night , and"
0071300400_000024,"A philosophical enquiry into the origin of our ideas of the sublime and beautiful. The fourth edition. With an introductory discourse concerning taste, and several other additions. To which is added, a vindication of natural society, after the manner of a late noble writer, by the same author.",Edmund Burke,72,1,0,0,0,0,0,0,3,0,0,1,0,3,1,0,0,0,1,0,0,0,1,2,0,2,2,6,2,0,5,5,0,5,0,2,0,1,0,0,0,0,2,0,5,0,6,0,1,0,0,0,1,0,1,0,0,2,2,0,0,0,2,1,4,0,2,0,1766,1,1,"Dublin : printed by and for Sarah Cotter, under Dick's Coffee-House in Skinner-Row, MDCC,LXVI. [1766].",Dublin,405,male,1729,1797,TRUE,"direction, make a right angle with the beam, and thereby wholly turn the. imagination from the repetition of the former idea . Or suppose the spectator placed placed where he may take a direct view of. such a building; what will be the consequence?, the necessary consequence will be, that"
0957700301_000016,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,80,1,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,4,7,1,1,5,2,3,0,0,1,0,2,1,6,0,4,0,2,4,0,2,0,0,0,4,3,0,0,0,1,1,0,10,0,0,0,0,0,3,0,0,0,1790,1,3,"London : printed for A. Strahan; T. Cadell; and W. Creech in Edinburgh, 1790.",London,468,male,1718,1800,TRUE,"gliding ghosts and silent shades obey; 0 Chaos, hear! and Phlegethon profound! Whose solemn empire itretcheswide around! Give me, ye great tremendous power ! to tell Of scenes and wonders in the depths of Hell; Give me your mighty secrets to display, From those black realms of darkness to the"
0054702700_000012,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,69,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,3,1,0,0,1,1,0,1,0,4,3,0,3,7,1,3,0,0,0,2,1,2,1,3,0,1,1,0,6,0,1,0,2,2,0,0,1,0,2,0,4,1,0,0,0,2,0,2,1,0,1757,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLVII. [1757].",London,195,male,1729,1797,TRUE,"and in nature dark , confused, uncertain images have a greater power on the fancy to form the grander pafilons than those which are more clear and determinate. But where and when this observation may be applied to praatice, and how far it shall be extended , will be better"
1399301100_000230,The Boston magazine.,,59,0,0,0,1,2,0,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,3,2,0,0,3,1,0,0,0,0,0,2,0,5,0,4,0,0,1,0,0,0,9,0,2,3,2,0,2,0,0,0,2,1,0,0,1,0,1,1,0,2,1783,1,1,"[Boston, Mass. : Norman & White], 1783-1786.",Boston,457,unknown,,,FALSE,"same time with the ·delicaicy of the colour, with the grace ·fulneis of the : figure, and sometimes : also with the mpotion of the objet. The most: complete assemblage of; teautiful objeats which can anywhere be found, is prefemted by a rich natural landfeape, where there is a uff"
0225900601_000019,"Lectures on rhetoric and belles lettres. By Hugh Blair, ... In three volumes. ...",Hugh Blair,60,1,0,1,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,2,2,3,0,1,4,2,0,0,1,1,2,0,2,3,2,2,0,0,0,0,0,1,6,0,3,2,0,0,1,3,1,3,1788,1,3,"Basil : printed by J. J. Tourneisen, 1788.",Basel,417,male,1718,1800,TRUE,"ride upon, a Cherub, and did fly; yea, he did fly upon, the wings of the wind. He made darkness , his secret place; his pavilion round about, him were dark waters . and thick clouds of, the sky."" Here, agreeably to the principles established in the last Secure, we"
1680900900_000056,"Solitude considered with respect to its influence upon the mind and the heart. Written originally in German by M. Zimmermann, aulic counsellor and physician to His Britannic Majesty at Hanover. Translated from the French of J.B. Mercier.",Johann Georg Ritter von Zimmermann,67,2,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,0,0,3,1,1,0,2,1,2,0,3,0,0,1,0,7,2,9,0,0,0,0,1,2,3,0,0,1,1,2,0,0,0,0,3,0,1,0,1,0,5,1,0,0,1791,1,1,"London : Printed for C. Dilly, in the Poultry, M,DDC,XCI. [2191].",London,393,male,1728,1795,FALSE,"manner all our faculties, that the thoughts of the mind are instantly converted into sensations of the heart. The view of arn agreeable landscape excites the softest emotions , and gives birth to pleasing and virtuous sentiments : all this is produced by the chalrms of unagmnation. The imagination Cpreatds"
0054702700_000015,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,66,0,0,1,2,0,3,0,5,0,0,2,1,0,0,0,0,0,0,0,3,0,2,0,0,2,0,5,0,0,3,2,0,0,1,4,0,0,0,2,0,6,1,3,1,0,0,0,0,0,1,2,2,0,1,0,1,0,5,2,2,0,0,0,1,0,0,0,1757,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLVII. [1757].",London,195,male,1729,1797,TRUE,"the mind , though we can observe no nicety or artifice in thole sorts of music. The flouting of multitudes has a similar effect; and by the sole Iirength of the sound, so amazes and confounds the imagination , that in this itagger ing, and hurry of tle mind ,"
0379000200_000042,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,81,0,0,0,0,0,1,0,5,0,0,3,0,5,1,1,0,0,0,0,0,0,1,1,0,0,0,6,0,2,1,1,1,0,0,2,0,1,0,0,0,4,2,0,5,0,11,0,2,0,3,4,0,1,1,1,0,0,6,0,6,0,0,1,1,0,1,0,1776,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXVI. [1776].",London,367,male,1729,1797,TRUE,"that it flould generate such disorders, as may force us to have rc course to some labour, as a thing absolutely requisite to make us pass our lives with tolerable satisfaction; for the nature of rest is to susser all the parts of our bodies to fall into a relaxation,"
1041300152_000328,"The London magazine. Or, Gentleman's monthly intelligencer.",James Boswell,55,1,1,0,0,0,1,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,0,3,4,3,0,1,1,1,0,0,1,0,0,1,0,2,0,0,0,3,0,1,3,0,1,0,3,1,0,0,2,2,0,0,7,1,1,1,2,0,0,0,0,0,1747,1,1,"London [England] : printed for R[ichard]. Baldwin, jun. at the Rose in Pater-Noster-Row, [1747-1783].",London,667,male,1740,1795,TRUE,"parts , is equa Ithti affections, which conlti to the sublime Itile, and aferiesofthe moll exquisite and called the grand manner i taia enjoyment. tyre. In this noble and use THE SOURCES OF GRAND gularity, proportion, and IODEAS. have commolily a fine effect, of rocks piled up in the wi"
0300401001_000024,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the high church, and Professor of Rhetoric and Belles Lettres in the University, of Edinburgh. In three volumes. ...",Hugh Blair,69,2,0,1,1,1,0,0,0,3,0,0,0,1,0,1,0,0,1,0,0,0,2,2,3,0,0,5,0,2,1,2,0,1,0,0,0,0,0,2,0,2,1,0,7,0,0,0,5,0,0,3,1,0,0,0,0,0,13,0,0,0,3,0,0,0,1,2,1798,1,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, Edinburgh; and sold by T. Cadell jun. and W. Davies, (successors to Mr. Cadell) in the Strand, 1798.",London,428,male,1718,1800,TRUE,"to describe. Mr. Addison, in his Campaign, has fallen into an error of this kind, when about to describe the battle of Blenheim. But O! mv Mlufe! what numbers awilt thou find To sing the furious troops in battle joined? ie.thinks,, I hear the drum's tumultuous sound, The vicor's shouts,"
0484400100_000007,Essays on rhetoric: abridged chiefly from Dr. Blair's Lectures on that science.,Hugh Blair,58,1,0,0,0,2,2,0,0,0,0,0,2,0,0,3,0,1,0,0,1,0,0,1,1,0,1,3,0,0,1,1,1,0,0,2,1,1,0,3,1,2,1,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,15,0,1,0,2,0,1,0,0,2,1787,1,1,"London : [pri]nted for J. Murray, NO 32, Fleet-Street, MDCCLXXXVII. [1787].",London,431,male,1718,1800,TRUE,"the dismal region of the dead, The infernal Monarch reared his horrid head, Leapt from his throne, lest Neptune's arm should lay His dark dominions open to the day; And pour in light on Pluto's drear abodes, Abhorred by men, and dreadful even to Gods! Such wars the Immortals wage;"
0297100100_000208,"Dissertations moral and critical. On memory and imagination. On dreaming. The theory of language. On fable and romance. On the attachments of kindred. Illustrations on sublimity. By James Beattie, LL. D. Professor of Moral Philosophy and Logick in the Marischal College and University of Aberdeen; and Member of the Zealand Society of Arts and Sciences.",James Beattie,70,7,0,0,0,2,0,0,0,2,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0,5,3,0,0,2,1,0,1,0,5,0,5,1,0,1,0,2,0,4,3,2,2,0,1,0,0,1,0,7,2,0,1,0,2,0,0,0,0,1783,1,1,"London : printed for W. Strahan; and T. Cadell, in the Strand; and W. Creech at Edinburgh, MDCCLXXXIII. [1783].",London,669,male,1735,1803,FALSE,"the brave, the eloquent, the beautiful, the ingenious, the learned; but the virtuous only we approve. There have been authors indeed, one at least there has been, who, by confounding admiration with approbation, laboured to confound intelleaual accomplishments with moral virtues; but it is shameful inaccuracy, and vile so phifiry:"
1291300101_000021,"Lectures on rhetoric and belles lettres. By Hugh Blair, D. D. One Of The Ministers Of The High Church, And Professor Of Rhetoric And Belles Lettres In The University, Of Edinburgh. In two volumes. ...",Hugh Blair,63,0,0,1,0,1,1,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,0,3,1,0,1,5,0,0,3,1,2,0,0,1,1,0,0,1,2,5,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,14,0,1,1,2,0,1,0,0,1,1789,1,2,"Dublin : printed for Messrs. Colles, Moncrieffe, Gilbert, Walker, Exshaw, White and Byrne, M,DCC,LXXXIX [1789].",Dublin,393,male,1718,1800,TRUE,"attempted to be beautified but it is, in truth, weakened. The third line"" The stamp C of fate, and fantion of a God,"" is merely expletive; and introduced for no other reason but to fill up the rhyme; for it interrupts the description, and clogs the image. For the same"
0381600500_000042,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,89,0,0,0,0,0,1,0,6,0,0,3,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,9,0,2,1,0,3,0,0,4,0,1,0,0,0,2,1,0,6,0,15,0,2,0,1,5,0,1,1,1,0,0,6,0,7,0,1,2,0,0,1,0,1759,1,1,"London : printed for R. and J. Dodsley, in Pall-Mall, MDCCLIX. [1759].",London,356,male,1729,1797,TRUE,"it is probable, that not only the inferior parts of the soul , as the passions are called, but the understanding itfelfmakes use of some finre corporeal instruments in its operation; though what they are, and where they are, may be somewhat hard to fettle: but that it does make"
0356900800_000032,"A critical dissertation on the poems of Ossian, the son of Fingal. The second edition. To which is added, an appendix, containing a variety of undoubted testimonies establishing their authenticity. By Hugh Blair, D. D. One of the Ministers of the High Church, and Professor of Rhetorick and Belles-Lettres, in the University of Edinburgh.",Hugh Blair,63,1,0,0,0,1,2,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0,0,1,3,0,1,5,0,1,3,1,0,0,0,0,1,0,0,5,0,5,0,1,1,0,1,0,1,2,1,2,0,1,0,0,0,0,12,0,1,1,1,0,0,0,1,1,1765,1,1,"London : printed for T. Becket and P. A. De Hondt, at Tully's Head, near Surry Street in the Strand, MDCCLXV. [1765].",London,152,male,1718,1800,TRUE,"halls of Cairbar are near, "" and the towers of the foe lift their head"" "" have ye been, ye southern winds; when "" the sons of my love were deceived? But ye "" have been sporting on plains, and pursuing ""the thift!e's beard. O that ye had been rust"""
1335900100_000020,"An account of the character, the manners, and the understanding, of women, indifferent ages, and different parts of the world. Translated from the French of Mons. Thomas, by Mr. Kindersley.","Thomas, M. (Antoine Léonard)",70,1,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,6,1,0,7,6,1,0,1,0,0,0,0,4,0,8,1,0,0,1,1,2,1,1,1,2,3,2,1,0,0,2,0,1,1,0,1,1,0,0,3,0,1800,1,1,"London : Printed by J. Dodsley, in Pall Mall, 1800.",London,245,male,1732,1785,FALSE,"the weakness; of organs, aend the species of education which each sex is falieptible~ of a for what. end nature . form ed them.. far it is·poffible to corre~t or change,. and what: is gained or lost by departing from themselves 3 anid, lastly, the inevitable and fkorcible effbdb which"
0422300101_000039,"The works of the Right Honourable Edmund Burke, collected in three volumes. ...",Edmund Burke,78,0,0,1,0,0,0,0,1,2,0,2,0,4,1,0,0,0,0,0,1,0,2,2,0,2,0,2,0,2,8,0,0,0,0,3,1,0,0,1,1,1,0,0,0,0,0,0,5,0,6,2,0,0,0,0,7,1,10,2,3,1,0,2,1,0,1,0,1792,1,3,"London : printed for J. Dodsley, 1792.",London,572,male,1729,1797,TRUE,"cduld fw~ief but all the.defigns I have chanted to meet of the temptations of St. Anthony, were rather a sort of odd *ild grbtelrqu than anything capable of producing a ferlous pafflon. In all thefie fibje&s; pletty is very happy. It apprittonst its chimaeras, its harpies, Its allegoiccal' ftgies t"
1282300101_000019,"Lectures on rhetoric and belles lettres. By Hugh Blair, D.D. & F.R.S. Ed. one of the Ministers of the High Church, and professor of rhetoric and belles lettres in the University of Edinburgh. In two volumes. ...",Mathew Carey,56,1,0,1,0,0,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,0,0,2,2,2,0,0,4,2,0,1,1,1,1,0,1,2,2,2,0,0,0,0,0,1,6,0,3,3,0,0,1,3,0,1,1793,1,2,"Philadelphia : From the press of Mathew Carey, March 19 --M.DCC.XCIII. [1793].",Philadelphia,503,male,1760,1839,FALSE,"grandeur of:  the object , and the manner of representing it. What an assemblage, for instance, of awful and sublime ideas is presented to us, in that passage of the xviiith psalm, where an appearance of the Almighty is de£cribed? ""In my distress, I called"" ""the Lord; he heard"
0815900300_000022,A philosophical enquiry into the origin of our ideas of the sublime and beautiful.,Edmund Burke,76,0,0,1,1,0,2,0,1,0,0,0,1,1,1,0,0,1,0,0,2,0,1,3,0,0,0,2,0,1,10,5,0,0,0,1,1,1,1,2,0,7,2,0,1,0,1,2,0,2,10,0,0,0,1,0,0,0,1,2,4,0,0,1,1,2,0,0,1773,1,1,"London : printed for J. Dodsley, in Pall-Mall, MDCCLXXIII. [1773].",London,359,male,1729,1797,TRUE,"goodness, all firetched to a degree far exceeding the bounds of our comprehension, whilst we confider the divinity in this refined and abflra&ed light , the imagination and passions are little or nothing affected. But because we are bound, by the condition of our nature , to ascend to these"
1662800201_000003,The Messiah. Attempted from the German of Mr. Klopstock. To which is prefix'd his introduction on divine poetry.,Friedrich Gottlieb Klopstock,69,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,1,0,2,1,1,3,3,0,0,1,0,0,0,0,2,1,6,0,1,0,0,0,0,0,4,5,2,2,8,0,0,0,0,7,0,1,0,0,0,3,0,1,3,1764,1,2,"Dublin : printed for A. Leathley, P. Wilson, J. Exshaw, S. Price, H. Saunders, T. Dyton, E. Watts, H. Bradley, J. Potts, and S. Watson, MDCCLXIV. [1764].",Dublin,202,male,1724,1803,FALSE,"is capable of answering. Views which it ought always to have, though it is often without them. They know what the world, from the most en lightened judge, down to the lowest imitator, expet from the sublimer kinds of poetry. They who have read, and been ac cuftom'd to reflection,"
0176400404_000050,"The works of Ossian, the son of Fingal, translated from the Galic language by James Macpherson. ...",James Macpherson,66,0,0,0,0,1,2,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,1,2,3,0,1,5,0,1,3,1,0,0,0,0,1,0,0,5,0,5,0,1,2,0,1,0,2,2,1,2,0,1,0,0,0,0,13,0,1,1,1,0,0,0,1,1,1783,4,4,"Paris : printed by J. Fr: Valade. And sold by Theophilus Barrois, Bookseller, Quai des Augustins, M.DCC.LXXXIII. [1783].",Paris,263,male,1736,1796,TRUE,"now treated fully of Ossian's talents, with respect to description and imagery, it only remains to make some observations on his sentiments. No sentiments can be beautiful without being proper; that is, suited to the characer and situation of those who utter them. In this respect, Ofi an is as"
0317100101_000033,The transactions of the Royal Irish Academy. M.DCC.LXXXVII.,Royal Irish Academy,76,2,0,0,0,0,0,0,4,0,1,0,0,1,0,2,1,4,0,0,3,0,0,2,0,3,0,1,0,0,2,1,0,0,0,0,0,0,0,3,0,7,0,1,5,0,2,1,0,0,3,0,0,2,2,0,1,0,12,0,3,0,0,0,2,0,2,3,1787,1,7,"Dublin : printed by George Bonham, Great George's-Street, for the Academy, [1787]-1800.",Dublin,389,unknown,,,FALSE,"1 X.  1k L;; : - pzat.e -.: or L A  i s a? / / -1 ~ Y. ^ , L { \ L ypayo'ey. 34 r j_7alr: Z. POLITE LITERATURE,. POLITE LITERATURE. CO N T E N TS. I. AN Efay on Sublimity of tyfrting. By"
0143403300_000005,"Juvenile excursions in literature and criticism. Consisting Of I. Brief Observations ON Men, Manners, Opinions, And Books, With Anecdotes And Extracts. II. Critical Remarks ON Poetry Antient, And Modern. III. Short Descriptions Of Some Picturesque Scenes ON The Northern Lakes. By William Tindal, A. M. Rector of Billingford, in Norfolk.",William Tindal,56,0,0,3,0,4,0,0,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,2,2,0,0,0,0,1,1,0,4,0,2,0,1,4,0,1,0,1,3,1,0,1,0,2,1,0,0,4,0,1,0,0,1,0,0,2,3,1791,1,1,"Colchester : printed and sold by W. Keymer; sold also by G.G.J. and J. Robinson, Pater-Noster-Row, London, 1791.",Colchester,246,male,1756,1804,FALSE,"metal came at last. ON MENTAL INEQUALITY. SOME late authors of eminence have much derided the notion of mental inequality. They contend that a poet , provided he be not idle, or exhausted, can write as well at one time, as at another. But do these authors allow imagination to"
0420000600_000003,"The seasons, by James Thomson. A new edition. Adorned with a set of engravings, from original designs. To which is prefixed, An essay on the plan and character of the poem, by J. Aikin, M.D.",James Thomson,59,1,0,1,1,1,0,0,2,1,0,0,0,1,2,0,2,1,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,11,1,0,2,0,2,2,0,5,1,2,0,0,2,0,0,0,1,0,0,0,2,1,2,0,1,0,1794,1,1,"London : printed for J. Murray, NO. 32, Fleet Street, MDCCXCIV. [1794].",London,303,male,1700,1748,TRUE,"offer to the enlightened mind . b Objects so vail and magnificent as planets rolling with even pace through their orbits, comets rulhing along their devious track, light springing from its unexhaufted source , mighty rivers formed in their subterranean beds, do not require, or even admit, a heightening from"
0252000302_000122,"Essays on the intellectual and active powers of man. By Thomas Reid, ... In three volumes. ...",Thomas Reid,71,2,0,0,2,2,1,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,1,0,4,2,1,0,1,3,0,1,0,1,0,0,2,0,11,0,5,0,0,5,0,0,1,4,0,1,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1790,2,3,"Dublin : printed for P. Byrne, and J. Milliken, 1790.",Dublin,487,male,1710,1796,TRUE,"the firongeft passion for news, as a relief from a painful vacuity of thought. But the pleasure derived from new objecs, in many cafes, is not owing solely or chiefly to their being new, but to some other circum fiance that gives them value. The new fa llion in dress,"
0252000302_000124,"Essays on the intellectual and active powers of man. By Thomas Reid, ... In three volumes. ...",Thomas Reid,91,3,0,0,0,3,0,0,3,1,0,0,0,0,2,2,0,0,1,0,0,0,0,1,2,5,7,12,0,0,2,1,0,0,0,1,0,1,0,7,0,8,0,1,0,0,2,1,1,3,3,2,0,1,1,0,0,0,2,0,0,0,1,2,0,0,9,0,1790,2,3,"Dublin : printed for P. Byrne, and J. Milliken, 1790.",Dublin,487,male,1710,1796,TRUE,"foot he centred, and the other turned Round through' the vast profundity obscure; And said thus far extend , thus far thy bounds; This be thy just circumference, 0 world. When C H A P. When we contemplate the world of EPICU iil RUS, and conceive the universe to be"
