PassageID,Title,Author,Total termFreq,termFreq(adversari),termFreq(answer),termFreq(ball),termFreq(begin),termFreq(cafe),termFreq(card),termFreq(chanc),termFreq(club),termFreq(consequ),termFreq(count),termFreq(deal),termFreq(diamond),termFreq(dice),termFreq(equal),termFreq(follow),termFreq(forc),termFreq(gain),termFreq(game),termFreq(hand),termFreq(happen),termFreq(heart),termFreq(hold),termFreq(honour),termFreq(king),termFreq(knave),termFreq(lai),termFreq(lead),termFreq(leav),termFreq(left),termFreq(lose),termFreq(method),termFreq(number),termFreq(odd),termFreq(order),termFreq(parti),termFreq(partner),termFreq(perform),termFreq(person),termFreq(plai),termFreq(player),termFreq(probabl),termFreq(queen),termFreq(reason),termFreq(remain),termFreq(round),termFreq(run),termFreq(small),termFreq(spade),termFreq(stage),termFreq(suit),termFreq(suppos),termFreq(throw),termFreq(trick),termFreq(trump),termFreq(turn),termFreq(win),termFreq(won),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0674200200_000007,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,233,4,2,0,1,9,7,0,1,0,0,1,3,0,0,1,1,2,2,8,0,3,3,6,13,5,0,9,1,2,0,3,0,0,1,0,18,0,0,33,0,0,13,0,3,2,0,8,3,0,14,13,0,9,20,5,3,1,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"now suppose your Partner is to lead , and in the Course of Play , it appears to you that your Partner has one great Suit ; fippofe Ace, King , and four fmall.ones, and that you havequeen, Ten, Nine, and a very fmrall one of that Suit ; when"
0915100300_000013,"The polite gamester: containing short treatises on the games of whist, with an artificial memory, quadrille, backgammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand vulgar arithmetick only. To which are added, some useful tables on annuities for Lives, &c. &c. &c. By Edmund Hoyle, Gent.",Edmond Hoyle,221,9,0,0,0,5,16,2,0,3,0,1,0,0,2,0,2,1,4,9,1,0,0,3,11,3,0,13,0,0,2,3,0,3,2,0,17,0,0,21,2,2,4,2,3,0,0,5,0,0,19,16,2,5,23,0,4,1,1761,1,1,"Dublin : printed for George and Alexander Ewing, M,DCC,LXI. [1761].",Dublin,216,male,1672,1769,FALSE,"the playing of Whiff to perfecion, must not be content only with being a Matter of the Calculations contained in this'trea tife, and also an exaa judge of all the General and. Particular Cafes in the same; but be a very punctual Observer of such Cards as are thrown away,"
1222300300_000013,"The polite gamester: containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on Annuities for Lives, &c. &c. &c. By Edmund Hoyle, gent.",Edmond Hoyle,223,12,2,0,1,10,17,1,3,3,0,0,2,0,5,0,0,2,0,15,1,2,0,2,12,9,0,13,0,2,0,2,1,1,1,0,10,0,0,7,1,0,12,1,0,0,0,8,2,0,27,8,0,10,15,0,3,0,1772,1,1,"Dublin : printed by T. Ewing In Capel-Street, M.DCC.LXXII. [1772].",Dublin,218,male,1672,1769,FALSE,"like Number ; in this Cafe , by finefling your Knave , and playing your Ace, if the Queen is on your right hand , you win a trick by it; but if the Queen is on your left hand , and you You should play the Ace, and then"
1079500200_000002,"An artificial memory, or, an easy method of assisting the memory of those that play at the game of whist. To which are added, several cases not hitherto publish'd. By Edmund Hoyle, gent.",Edmond Hoyle,215,6,0,0,0,3,19,2,2,3,0,0,0,0,2,1,2,2,4,11,1,0,1,0,9,3,0,3,0,2,0,4,0,2,2,0,14,0,0,28,2,3,5,0,3,0,0,4,0,0,25,8,5,6,15,2,11,0,1744,1,1,"London : printed for F. Cogan at the Middle-Temple-Gate, [1744].",London,32,male,1672,1769,FALSE,"King , and three fnall Cards in any Suit , which has never been played , and let us. suppose that it appears to you that your Partner has the lag Trump remaining ;, u H, How are you to play these Cards to your greateit Advantage? dnfuetr, You axe"
0090501300_000007,"The polite gamester: containing short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with an artificial memory, or an easy method of assisting the memory of those that play at the Game of whist. By Edmund Hoyle, Gent.",Edmond Hoyle,228,9,0,0,1,3,7,0,1,0,0,0,3,0,0,0,2,3,6,9,1,1,0,0,14,6,0,9,0,0,3,4,0,0,3,0,23,0,0,26,3,1,6,1,0,2,1,7,1,0,33,8,5,4,18,0,4,0,1745,1,1,"Dublin : printed for G. and A. Ewing at the Angel and Bible in Dame-Street, 1745.",Dublin,236,male,1672,1769,FALSE,"Adversary , keeping the Command in your own Hand . If your Adversary who led Trumps to you, puts up a Trump which your Partner cannot win , if he has no good Suit of his own to play he will return your Partner's Lead , imagining that Suit lies"
0090701600_000008,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back gammon. Complete. In which are contained, the method of playing and betting, at those games, upon equal or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,237,7,2,0,1,9,8,0,1,0,0,1,3,0,0,0,1,2,2,6,0,3,3,7,12,6,0,8,1,1,0,3,0,0,1,0,18,0,0,30,0,0,12,0,4,2,0,13,3,0,12,15,0,9,21,6,3,1,1760,1,1,"London : printed for Thomas Osborne, in Gray's-Inn, Stanley Crowder, at the Looking-Glass, and Richard Baldwin, at the Rose, in Pater-Noster-Row, [1760?].",London,210,male,1672,1769,FALSE,"the Nine; when he plays the King , you are to play the Ten; by which Means you see, in the third Round , you make your Queen , and having a small one remaining , you do not ob ftruc your Partner's great Suit ; whereas if you had"
1110100300_000042,"The compleat gamester: in three parts. Containing, I. The court gamester: Or, Full and Easy Instructions for playing the Games of Whist, Ombre, Quadrille, Quintille, Picquet, and the Royal Game of Chess. II. The city gamester: Or, True Manner of playing the most usual Games at Cards viz. All-Fours, Cribbidge, Put, Lue, Brag, Lottery, &c. With several diverting Tricks upon the Cards; also Rules for playing at All the Games both Within and Without the Tables; and at English and French Billiards: With the Laws of each Game annexed, to prevent Disputes. III. The gentleman's diversion: or, the arts of riding, racing, archery, Cocking, and Bowling. First Written for the Use of the Young Princesses, by Richard Seymour, Esq; and now carefully revised, very much enlarged and improved, agreeable to the present Method of playing the several Games, by Charles Johnson, Esq;","Seymour, Richard, Esq",243,4,1,0,0,0,11,0,0,0,0,3,4,0,0,0,4,1,2,8,1,1,7,0,18,7,0,9,0,2,3,3,0,0,1,0,23,0,0,26,1,1,15,2,0,3,1,9,1,0,36,1,8,10,13,0,2,1,1754,1,1,"London : printed for J. Hodges, at the Looking-Glass, facing St. Magnus-Church, London Bridge, 1754.",London,338,unknown,,,FALSE,"in Trumps , you may force him to trump that Suit , or play any other. II You hold King , Queen , and Ten of a Suit , if you lead the King , and your Partner throws tie Knave , it's plain he has no more of that"
0680500700_000008,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon, complete, in which are contained, the method of playing and betting at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,232,3,0,0,0,4,7,0,1,0,0,3,3,0,0,0,3,3,4,7,0,1,0,0,14,6,0,6,0,0,3,7,0,0,3,0,21,0,0,33,2,0,12,0,4,3,0,13,1,0,27,12,6,8,9,0,2,1,1770,1,1,"London : printed by assignment from T. Osborne; for J. Rivington and J. Wilki St. Paul's Church-Yard; S. Crowder and R. Baldwin, Pater-Noster-Row; T. Caslon, and B. Law, Stationers-Court; T. Lowndes, Fleet-Street; F. Newbery, Ludgate-Street; W. Domville, Royal-Exchange; T. Becket, in the Strand; T. Davies, Covent-Garden; W. Davis, Piccadilly; and J. Ridley, St. James's-Street, [1770?].",London,223,male,1672,1769,FALSE,"And as yur Partner'has taken your King with the Ace, and tramps out upon it, you have Reafobn to judge he: has one of that St: it to return you; therefore do not throw away any of that Suit , even.to keep a King or Quieen guarded. ..... C HA"
0529600300_000009,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, Chess, Back-Cammon, Billiards, Cricket, Tennis, Duinze, Hazard, and Lansquenet. In Which Are Also Contained The Method of Betting at those Games upon equal or advantageous Terms. Including The Laws of the several Games, as settled and agreed to at Whites and Stapleton's Chocolate Houses. Revised and corrected by Thomas Jones, Esq.",Edmond Hoyle,190,8,0,0,0,11,14,0,1,0,0,0,3,0,3,1,2,0,2,10,1,2,3,5,4,3,0,9,1,0,1,1,0,0,1,0,10,0,0,13,1,1,3,1,2,0,0,6,2,0,16,11,1,8,22,2,4,1,1778,1,1,"London : printed for W. Wood, in Fleet-Street; and sold by all booksellers, M,DCC,LXXVIII. [1778].",London,217,male,1672,1769,FALSE,"the like Purpose of the former Rule. III 9hird Example. If the Queen is turned up on your right hand , and that you have Ace, King , and Knave , by playing your King it anfiers the like Purpose of rhe former Rule. IV Fourth Example, Suppose an Honour"
0090701100_000007,"A short treatise on the game of whist. Containing the laws of the game: and also some rules ... Calculations for those who will bet the odds ... Cases stated, ... With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,234,9,0,0,1,2,8,0,1,0,0,0,3,0,0,0,2,3,6,7,1,1,0,0,15,5,0,9,0,0,4,4,0,0,3,0,24,0,0,28,3,1,5,1,0,2,1,6,1,0,34,11,4,4,21,0,4,0,1746,1,1,"London : printed for T. Osborne; J. Hildyard, at York; M. Bryson, at Newcaste(sic); and J. Leake, at Bath, 1746.",London,86,male,1672,1769,FALSE,"rather to deceive your Adversaries , than to inform your Partner , put up the Nine, which naturally leads the Adversary to play Trumps , if he wins that Card . As soon as Trumps are played to you, return them upon your Adversary , keeping the Command in your"
0680500600_000007,"Hoyle's games improved; being practical treatises on whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, Billiards, and Goff or Golf: In which are contained, the method of betting at those games upon equal or advantageous Terms; including the laws of each, as settled and agreed to, at Brookes's, White's, D'Aubigny's, the Scavoir Vivre, Miles's, Payne's, and other Fashionable Houses &c. Revised and corrected by Charles Jones, Esq. A new edition enlarged.",Edmond Hoyle,228,7,2,0,1,10,9,0,1,0,0,0,3,0,1,1,1,2,3,9,0,3,3,6,10,5,0,9,1,2,0,3,0,0,1,0,16,0,0,28,0,0,12,0,3,1,0,5,3,0,15,11,0,8,24,5,3,1,1790,1,1,"London : printed for J. F. and C. Rivington, T. Payne and Son, R. Baldwin, B. Law, W. Goldsmith, W. Lowndes, E. Newbery, S. Bladon, G. and T. Wilkiz, and C. Stalker., 1790.",London,301,male,1672,1769,FALSE,"play your Ten, and in the second your King : This Method is to prevent a Poffiblity of obstructing your Paltner's great Suit . V Suppose your Partner has Ace, King , and four small Cards in his great Suit , and that you have Queen , Ten, and a"
1138300100_000023,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, chess, back-gammon, billiards, cricket, tennis, quinze, hazard, and lansquenet. In which are also contained the method of betting at those Games upon equal or advantageous Terms. Including the laws of the several games, as settled and agreed to at White's and Stapleton's Chocolate Houses. Revised and corrected by Thomas Jones, Esq.",Edmond Hoyle,151,0,2,0,1,2,20,1,6,1,0,2,5,0,0,1,0,0,7,1,0,6,9,2,11,7,0,1,1,0,1,0,1,4,4,2,6,0,2,9,2,1,7,0,0,0,0,1,6,0,4,1,0,2,7,2,3,0,1779,1,1,"London : printed for T. Wood , in Fleet-Street ; and sold by all booksellers, M,DCC,LXXIX. [1779].",London,217,male,1672,1769,FALSE,"have it in their Option to oblige C to play the highell or the lowest Card of tbc . Suit led. XXI II XXI If any Person calls at the Point of eight, and his Partner answers , and both the opposite Parties have thrown up their Cards , and"
0588300300_000018,"An epitome of Hoyle, with Beaufort and Jones's Hoyle improved; or, practical treatises on the following games. Hazard, backgammon, tennis, Billiards, Cricket, Chess, Draughts, Whist, Quadrille, Piquet, Lansquenet, and Quinze. With an Account of the present fashionable Game called E-O, played at most of the polite Chocolate Houses, never before attempted in Print. Comprising the Laws and Rules of the several Games, as settled at White's, Stapleton's, &c. &c. Also the most advantageous Method of Betting at those Games, and the erroneous Odds introduced in former Productions of a similar kind, rectified. By a member of the Jockey Club.",Edmond Hoyle,220,5,1,0,1,7,6,3,0,1,0,0,0,0,3,1,2,0,4,9,1,0,4,1,14,10,0,17,1,1,2,1,0,1,1,0,17,0,0,21,7,0,11,0,3,0,0,9,0,0,13,2,0,7,22,4,4,3,1791,1,1,"Dublin : printed by R. M. Butler, Bookseller, No. 31, Grafton-Street, M.DCC.XCI. [1791].",Dublin,93,male,1672,1769,FALSE,"he has not two honours , yet if he should chance to have them, and they are the king and knave , your partner will pass your ten of trumps ; and as it is thirteen to twelve against the. lat player's holding the queen of trumps , if your"
0919300900_000013,"Mr. Hoyle's treatises of whist, quadrille, piquet, chess, and back-gammon.",Edmond Hoyle,215,4,3,0,0,3,26,2,0,4,0,0,0,0,3,1,2,1,2,9,1,0,1,1,10,6,0,3,0,0,2,3,2,3,1,0,13,0,0,29,2,2,7,0,5,0,0,6,0,0,19,6,4,4,18,1,6,0,1748,1,1,"[London : printed for T. Osborne, 1748].",London,226,male,1672,1769,FALSE,"making their Trumps separate, Suppose A and B are Partners against C and D, and suppose nine Cards are played out, and also suppose eight Trumps are played out and further suppose ITO have one Trump only, and suppose his Partner B to have the Ace and Queen of Trumps"
0680500600_000013,"Hoyle's games improved; being practical treatises on whist, quadrille, piquet, chess, back-gammon, draughts, cricket, Tennis, Quinze, Hazard, Lansquenet, Billiards, and Goff or Golf: In which are contained, the method of betting at those games upon equal or advantageous Terms; including the laws of each, as settled and agreed to, at Brookes's, White's, D'Aubigny's, the Scavoir Vivre, Miles's, Payne's, and other Fashionable Houses &c. Revised and corrected by Charles Jones, Esq. A new edition enlarged.",Edmond Hoyle,231,7,1,0,0,3,27,2,0,4,0,0,0,0,3,1,2,1,2,14,1,0,1,1,10,5,0,3,0,2,2,4,2,4,1,0,10,0,0,30,2,3,6,0,6,0,0,7,0,0,26,6,4,3,16,1,8,0,1790,1,1,"London : printed for J. F. and C. Rivington, T. Payne and Son, R. Baldwin, B. Law, W. Goldsmith, W. Lowndes, E. Newbery, S. Bladon, G. and T. Wilkiz, and C. Stalker., 1790.",London,301,male,1672,1769,FALSE,"Knave of Trumps between them. A leads his finall Trump , C plays the Knave 41 Knave of Trumps , t.ere, Whether B is to pias his Ace or Queen of Trumps upon the Knave ? because D having four Cards in his Hand remaining , and C only three,"
1089500400_000013,"The polite gamester: containing, short treatises on the games of whist, with an artificial memory, quadrille, back-gammon, piquet and chess. Together with an essay towards making the doctrine of chances easy to those who understand Vulgar Arithmetic only. To which are added, some useful tables on annuities for lives, &c. &c. By Edmund Hoyle, Gent.",Edmond Hoyle,215,12,0,0,1,10,19,1,3,3,0,0,2,0,5,0,0,1,0,15,1,2,0,2,11,5,0,15,0,0,2,2,0,1,1,0,11,0,0,3,1,0,8,1,0,0,0,11,2,0,30,7,2,8,14,0,3,0,1776,1,1,"Dublin : printed by James Hoey, at the Mercury in Parliament-Street. (no. 19.), M,DCC,LXXVI. [1776].",Dublin,218,male,1672,1769,FALSE,"may praise the like Method . XII If you are strong in Trumps , and that you have King , Queen , and two or three finall Cards in any other Suit , you may lead a small one, it being 5 to 4 that your Partner has an Honour"
0090501400_000002,"An artificial memory. Or, an easy method of assisting the memory of those that play at the game of whist. To which are added, several cases not hitherto publish'd. By Edmund Hoyle, gent.",Edmond Hoyle,228,7,0,0,0,5,25,2,0,4,0,0,0,0,3,1,1,2,4,11,1,0,1,1,9,3,1,2,0,2,1,4,0,2,2,0,13,0,0,31,2,3,5,0,5,0,0,5,0,0,21,9,5,6,16,1,12,0,1744,1,1,"Dublin : printed for George and Alexander Ewing at the Angel and Bible in Dame-Street, 1744.",Dublin,24,male,1672,1769,FALSE,"IV Let IIL Let us suppose you have the thirteenth Trump , and also the thirteenth Card of any Suit il your Hand , and' one losing Card ,. and let us suppose you have only three Cards remaining ;, itery, Which of these Cards are you to play ?"
0674200200_000012,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,231,13,2,0,1,9,16,1,2,4,0,0,2,0,5,0,0,2,0,17,1,2,0,1,13,10,0,13,0,3,0,2,1,1,1,0,9,0,0,8,1,0,10,1,0,0,0,14,2,0,27,8,0,10,16,0,3,0,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"fop pose from the King and three small Trumps , sq.ert Whether it is the belt Play to put on the Ace or Knave ? and fjppofe your right hand Adversary has three Trumps , and that your Left hand Adversary has the like Number ; in this Cafe ,"
0674800900_000003,"Hoyle's games improved: being practical treatises on the following fashionable games, viz. whist, quadrille, piquet, back-gammon, chess, billiards and tennis. With the established rules of each game. By James Beaufort, Esq. Of Cavendish-Square.",Edmond Hoyle,213,5,0,0,4,3,14,4,0,1,0,1,0,0,1,1,2,0,17,9,0,0,3,7,12,7,3,6,0,0,0,0,1,2,3,0,13,0,2,19,7,0,9,1,1,2,0,9,0,2,7,1,1,10,19,1,3,0,1788,1,1,"London : printed for Osborne and Griffin; and H. Mozley, Gainsbrough, M.DCC.LXXXVIII. [1788].",London,215,male,1672,1769,FALSE,"time to each person , till he comes to the last card , which is turned up for the trump , and remains on the table till each person has played a B card ; card ; - then, as the dealer's property, is taken up by him. The perfqn"
1754900100_000020,"The polite gamester: containing, short treatises on the games of whist, quadrille, back-gammon, piquet and chess. Together with An artificial memory, or, an easy method of assisting the memory of those that play ... whist. By Edmund Hoyle, ...",Edmond Hoyle,293,0,3,0,1,2,17,1,22,2,0,0,19,0,0,0,0,0,6,2,0,20,10,0,22,16,0,15,1,0,0,0,1,5,1,0,7,0,0,12,3,1,25,0,0,0,0,35,16,0,6,3,0,3,12,0,4,0,1752,1,1,"Dublin : printed for Peter Wilson, 1752.",Dublin,209,male,1672,1769,FALSE,"unguarded, it must be played . The Order of the fplfe Matadores. Clubs and Spades . Hearts and Diamonds . Manille, the Duce Manille, the Seezen of Clubs or of of Hearts or of Spades , Diarnoads, Basso, the Ace of Bafto, the Ace of Clubs , Clubs , Punto,"
0673701200_000008,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to cases, viz. at the End of the Rule, you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,211,7,0,0,1,8,13,2,0,2,0,1,0,0,1,1,1,0,8,15,0,0,2,1,11,7,0,6,0,0,1,4,0,4,3,0,10,0,0,19,3,0,11,1,1,0,0,5,0,0,23,7,1,3,16,2,7,3,1750,1,1,"London : printed for T. Osborne, at Gray's-Inn, 1750.",London,227,male,1672,1769,FALSE,"none, and that you have no winning Card in your Hand , but that you have Reason to judge your Partner has a thirteenth Card , or fme other winning Card in his Hand ; in that Cafe play a small Trump , to put the Lead into his Hand"
1760600200_000008,A short treatise on the game of whist. Containing the laws of the game: ... By a gentleman.,Edmond Hoyle,191,7,2,0,1,11,9,0,1,0,0,0,3,0,3,2,1,1,2,9,1,2,3,6,5,4,0,12,1,2,0,1,0,0,1,0,10,0,0,15,1,0,10,0,2,0,0,1,3,0,13,10,0,6,23,3,3,1,1743,1,1,"[London] : Bath printed, and London reprinted for W. Webster, and sold by all the booksellers and pamphlet shops in town and country, 1743.",London,96,male,1672,1769,FALSE,"wehen your adverflary trunrn up an Honour on younr right Hanrd, wpeith dire~tions howr to play whecn anz Honrour is rturned urp on your left Hantd. I. Firflz exam~le. suppose the ikave isturned up on your right Hand , and that you have King , Queen and Ten, in order"
0673701100_000015,Hoyle's games improved consisting of practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Vingt-Un Hazard Lansquenet Billiards Faro or Pharo Rouge & Noir Cribbage Matrimony Cassino Goff on Golf Connexions Reversis Put All-Fours and Speculation With an essay on game cocks; wherein are comprised calculations for betting upon equal or advantageous Terms. Revised and corrected by Charles Jones Esq.,Edmond Hoyle,234,3,0,0,0,11,28,0,1,4,0,14,0,0,2,0,0,2,1,14,4,3,0,0,7,1,0,4,3,0,1,2,2,2,0,1,11,0,3,22,9,0,2,0,2,0,0,7,0,0,20,3,1,7,24,7,5,1,1800,1,1,"London : printed by M. Ritchi Middle Street, Cloth Fair, for R. Baldwin, T. Payne, W. Lowndes, G. Wilkie, J. Scatcherd, Longman and Rees, E. Newbery, W. Stewart, J. Lee, T. Hurst, and J. Mawman, [1800].",London,340,male,1672,1769,FALSE,"do not obilrudt his suit , and consequently win many tricks by this method of play . Holw to Play for an odd tricl. slrppose you are elder hand , and that you have the ace, king , and three small trumps , with four small cards of another luit,"
0090701100_000009,"A short treatise on the game of whist. Containing the laws of the game: and also some rules ... Calculations for those who will bet the odds ... Cases stated, ... With variety of cases added in the appendix. By Edmond Hoyle, gent.",Edmond Hoyle,212,13,0,0,0,11,14,0,1,1,0,0,3,0,3,2,1,1,1,13,1,3,0,0,7,6,0,13,1,0,0,1,0,0,1,0,12,0,0,13,3,1,8,1,2,0,0,4,3,0,28,11,1,6,17,0,4,1,1746,1,1,"London : printed for T. Osborne; J. Hildyard, at York; M. Bryson, at Newcaste(sic); and J. Leake, at Bath, 1746.",London,86,male,1672,1769,FALSE,"of another Suit , and that C has the Lead , who forces A to trump first, by which means A wins only five Tricks . III III A CA S E to demonstrate the Advantage by a Saw. Suppose A and B Partners , and that A has a"
0929800200_000012,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the odds on any Point of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in Critical Parts of the Game. References to Cases, viz. at the End of the Rule you are directed how to find them. Calculations, directing with moral Certainty, how to play well any Hand or Game, by shewing the Chances of your Partner's having 1, 2, or 3 Certain Cards. With variety of cases added in the appendix. By Edmund Hoyle, gent.",Edmond Hoyle,221,12,2,0,1,8,18,1,2,4,0,0,2,0,5,0,0,2,0,16,1,2,1,2,12,8,0,13,0,2,0,2,0,1,1,0,10,0,0,6,1,0,10,1,0,0,0,12,2,0,27,6,0,10,15,0,3,0,1742,1,1,"London : printed by John Watts for the author, MDCCXLII. [1742].",London,92,male,1672,1769,FALSE,"your right hand , you win a Trick by it; but if the Queen is on your left hand , and you E 4 fllou'd should play the Ace, and then return the Knave , admitting your left hand Adversary puts on the Queen , which he ought to do,"
0674200300_000022,"Mr. Hoyle's games of whist, quadrille, piquet, chess, and back-gammon. Complete. In which are contained, the method of playing and betting, at those games, upon equal, or advantageous Terms. Including the laws of the several games.",Edmond Hoyle,234,0,1,0,1,2,20,1,15,2,0,0,14,0,0,1,0,0,6,2,0,15,11,0,17,13,0,10,1,0,0,0,1,4,5,0,6,0,0,9,3,1,12,0,0,0,0,20,11,0,7,4,0,3,12,0,4,0,1760,1,1,"London : printed for Thomas Osborne, in Gray's-Inn; Stanley Crowder, at the Looking-Glass, and Richard Baldwin, at the Rose, in Pater-Noster-Row, [1760?].",London,224,male,1672,1769,FALSE,"CHAP. I. E C A U S E a Learner may be at a Loss to know the Rank or Order of the Cards , when Trumps or not, the two following Tables Show them. The Rank or Order of the Cards when not Trumps . Clubs and Spades ."
1281102100_000009,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to Cases, viz. at the End of the Rule, you are directed how to find them. Calculations directing with moral Certainty, how to play well any Hand, or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With Variety of Cases added in the Appendix. By Edmond Hoyle, gent. The tenth edition, with great additions. The Laws of the Game, and an Explanation of the Calculations which are necessary to be understood by those who would play it well. And also a dictionary for whist, which resolves almost all the critical Cases that may happen at the Game. To which is added, an artificial memory: Or, an easy Method of assisting the Memory of those that play at the Game of Whist. And several Cases, not hitherto published. To this edition are also added, a whole chapter of thirteen new cases never published before.",Edmond Hoyle,233,7,1,0,2,11,6,0,2,0,0,0,3,0,0,2,3,1,2,9,0,4,6,10,9,8,0,11,1,2,0,2,0,0,2,0,10,0,0,21,0,0,13,0,3,0,0,6,3,0,6,16,0,9,28,7,6,1,1750,1,1,"London : printed for T. Osborne, at Gray's-Inn, 1750.",London,101,male,1672,1769,FALSE,"the Knave is turned up on your right hand , and that you have have King , Queen , and Ten, in order to win the Knave , begin to play with your King , by which Method of Play , your Partner may suppose you to have Queen and"
0674200200_000013,"Hoyle's games improved being practical treatises on whist quadrille piquet chess back-gammon draughts cricket Tennis Quinze Hazard Lansquenet Billiards Faro Rouge & Noir Cribbage Matrimony Cassino Goff or Golf and Connexions In which are contained the method of betting at those games upon equal or advantageous Terms. Revised and corrected by Charles Jones, Esq.",Edmond Hoyle,220,6,1,0,0,5,22,1,0,3,0,0,0,0,2,1,1,1,2,12,1,0,2,1,11,5,0,3,0,1,4,3,2,4,0,0,14,0,0,27,2,2,7,0,5,0,0,2,0,0,22,10,4,4,20,1,6,0,1796,1,1,"London : printed for R. Baldwi B. Law, C. Dilly, T. Payne, W. Lowndes, James Scatcherd, E. Newbery, S. Bladon, G. and T. Wilkie, W. Miller and W. Stewart, [1796].",London,312,male,1672,1769,FALSE,"Master of the Calculations contained in this Treatise, and also an exact Judge of all the general and particular Cafes in the same; but be a very punctual Observer of such Cards as are thrown away, both by his Partner and Adversaries , and at what Time: Whoever attends closely"
1281102100_000014,"A short treatise on the game of whist. Containing the laws of the game: and also some rules, whereby a Beginner may, with due Attention to them, attain to the Playing it well. Calculations for those who will bet the Odds on any Points of the Score of the Game then playing and depending. Cases stated, to shew what may be effected by a very good Player in critical Parts of the Game. References to Cases, viz. at the End of the Rule, you are directed how to find them. Calculations directing with moral Certainty, how to play well any Hand, or Game, by shewing the Chances of your Partner's having 1, 2, or 3 certain Cards. With Variety of Cases added in the Appendix. By Edmond Hoyle, gent. The tenth edition, with great additions. The Laws of the Game, and an Explanation of the Calculations which are necessary to be understood by those who would play it well. And also a dictionary for whist, which resolves almost all the critical Cases that may happen at the Game. To which is added, an artificial memory: Or, an easy Method of assisting the Memory of those that play at the Game of Whist. And several Cases, not hitherto published. To this edition are also added, a whole chapter of thirteen new cases never published before.",Edmond Hoyle,234,13,1,0,1,9,16,1,2,3,0,0,2,0,4,0,0,2,0,18,1,2,0,2,13,10,0,13,0,3,0,2,1,1,1,0,11,0,0,7,1,0,12,1,0,0,0,12,2,0,26,10,0,9,20,0,2,0,1750,1,1,"London : printed for T. Osborne, at Gray's-Inn, 1750.",London,101,male,1672,1769,FALSE,"Infor Information to your Partner that you are weak in Trumps . X Suppose you have Ace, Knave , and one finall Trump , and that your Partner trumps to you, suppose from the King and three small Trumps , Query, Whether it is the best Play to put on"
