PassageID,Title,Author,Total termFreq,termFreq(author),termFreq(bridg),termFreq(carriag),termFreq(cart),termFreq(cattl),termFreq(chair),termFreq(chais),termFreq(charg),termFreq(chariot),termFreq(coach),termFreq(collector),termFreq(counti),termFreq(cross),termFreq(duti),termFreq(forfeit),termFreq(gate),termFreq(good),termFreq(highwai),termFreq(hors),termFreq(hous),termFreq(market),termFreq(monei),termFreq(pai),termFreq(parish),termFreq(pass),termFreq(repair),termFreq(road),termFreq(surveyor),termFreq(ticket),termFreq(toll),termFreq(town),termFreq(truste),termFreq(turnpik),termFreq(wagon),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0597000107_000128,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,102,3,0,6,4,4,2,3,4,2,2,0,3,2,5,1,4,4,0,8,1,0,4,4,0,1,1,5,0,0,12,3,6,7,1,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"for every coach , berlin, ! chariot , calath, chaise , or chair , drawn with two horfis, geldings, oer mares, six pence; for every wagon , wain, cart , or other carriage with four wheels the sum of ten fihillings; for every wain, cart or carriage with two wheels,"
1203501400_000002,A bill for amending several roads leading from the city of Exeter.,Great Britain. Parliament,100,2,0,3,3,5,5,5,3,4,3,0,3,0,10,0,5,0,1,7,2,0,6,2,1,0,2,5,0,0,13,0,3,4,3,1753,1,1,"[London, 1753].",London,28,unknown,,,FALSE,"the said City of Exeter; so as such Gate or Gates , Turnpike or Turnpikes , to!l house or toll houses , is and are built and erected without the Four gates.of the said City; and albo in and upon any Part or Parts of the Street or Streets, Road"
0597000107_000120,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,81,4,0,1,1,0,1,1,1,1,1,2,5,1,4,1,4,2,2,1,0,0,4,3,0,1,2,6,4,0,9,6,8,4,1,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"in the county of Kilkenny through the towns of Killinall nd Featherd in the coentv of Tipperary to the town of Clonmell in the said count.; Tipperary shall be applied for and towards the repair of the iad road only, and not elsewhere. Owners of III And be it further"
0596900105_000350,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,105,4,0,1,1,1,0,0,6,1,1,4,2,1,6,1,4,6,3,1,4,0,3,5,0,2,2,7,6,0,15,2,7,9,0,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"goods , upon which such toll or duty is by this pa'mene', V - 1 by dire!, ad imposed, or upon any other of the goods and chattles of such person or persons who ought to pay the same, and may detain and keep the same until such toll or"
1203501400_000009,A bill for amending several roads leading from the city of Exeter.,Great Britain. Parliament,88,3,0,11,3,2,2,1,1,1,1,1,5,0,6,1,6,3,1,10,1,0,0,3,2,1,2,1,0,6,4,0,0,4,6,1753,1,1,"[London, 1753].",London,28,unknown,,,FALSE,"Night to Twelve of the Clock in the nxtnight, through any of the said Gates or Turnpikes ; which said Notes or ickets the said Collectors or Receivers of the Tolls or Duties at the several Gates Turnpikes to be ereited or let up by virtue of this Act, arc"
0596900106_000057,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,100,4,0,4,6,1,1,1,3,1,2,0,3,0,10,2,0,0,0,7,0,0,3,1,4,4,3,5,0,5,11,0,6,6,7,1765,6,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,901,unknown,,,FALSE,"for preventing frauds and abuses in the said toll or receiver of a ticket to avoid duty ; be it enacted by the authority aforesaid, That if any per payment of son or persons having paid the said toll or duty by this a granted tively forfeit and made payable,"
0592401500_000094,"The modern parish officer; or the parish officer's complete duty. Brought down to the present period. Containing all the statute-laws now in force. Together With the adjudged Cases relating to every Kind of Parish Business, placed in Alphabetical Order. A Work essentially necessary for Constables, Churchwardens, Overseers of the Poor, Surveyors of the Highways, Justices of the Peace, Attornies, Headboroughs, Tithingmen, Sidesmen, Vestrymen, Scavengers, &c. who would wish to execute their respective Offices with safety and Satisfaction. It is also a necessary Companion for every Inhabitant of a Parish, who may not be a Parish Officer; as it will enable him to judge whether the Parish Duties are properly executed by others, and to defend himself against the Ignorance of those who are unacquainted with their Duty, as well as the arbitrary Measures of those, who too frequently want to exercise an Authority which they are not warranted to do by Law. By a gentleman of Lincoln's Inn.",Philip Carteret Webb,110,0,0,7,2,1,0,3,1,0,4,0,0,0,3,1,9,2,11,3,2,0,2,1,4,0,12,9,7,0,9,0,6,8,3,1774,1,1,"London : printed by W. Strahan, and M. Woodfall Law-Printers to the King's most Excellent Majesty.. And sold by G. Kearsly, No. 46, Fleet-Street, F. Newbery, the Corner of St. Paul's Church Yard, and W. Flexney, opposite Gray's Inn-Gate Holborn, M,DCC,LXXIV. [1774].",London,374,male,1702,1770,FALSE,"with such assistance as hall be necessary, to enter such premises in the daytime, and to remove the persons, together with their goods , out of such house , and to put the new appoint ed officer into noffeflion. gate keeper S. 56 The gate keeper of every tolland frveyor"
0349000106_000054,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,92,2,0,1,1,1,1,1,4,1,1,0,1,0,12,0,4,3,6,1,0,0,3,3,0,1,3,9,5,5,13,2,3,4,1,1786,6,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,901,unknown,,,FALSE,"made in such places, and in lfch and make manner, as such furveyoor r surveyors by order of the said trustees , ils; or any five or more of them, shall adjudge necessary for the better amending and keeping the said highways or roads in good repair ; making such"
0977201000_000034,"An abstract of all the acts passed in the fourth session of the sixth parliament of Great Britain, and in the Twelfth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,86,0,2,1,2,1,0,0,4,0,0,0,5,1,0,2,2,2,3,6,1,0,4,3,1,1,5,9,3,3,12,0,5,6,2,1726,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1726.",London,80,unknown,,,FALSE,"remove and prevent Annoyances on the Road by Filth, Dung, Cc. or by Sinks and Drains, and to cleanse any Ditcih, and to lop Trees or Bushes, and carry them away (the Owner not removing such Annoyances for Ten Days after Notice) the Charges whereof shall be reimbursed to the"
0174300201_000639,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",79,0,0,3,2,2,2,2,2,1,1,5,2,0,1,2,1,3,2,5,3,0,5,2,0,1,1,4,1,0,10,0,11,4,1,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"pwver to do. Treis appoint CCCCLXXIII. Slat. 9 & 20 Geo. 3 cap. 46 fict. I. It (hall be lawful ed. for all privy council, and all members of parliament resident in counties of Tipperary, Clare, Limerick, and Kerry relpeeively, who are hereby nominated trustees of the road , and"
1201300200_000076,"An appendix to the abridgment of the statutes of Ireland; containing an abridgment of the several acts passed in this kingdom, in the nineteenth and twentieth years of His present Majesty, our Most Gracious Sovereign Lord King George the Third. With a table of the titles of the statutes, shewing under what Heads they are Abridged. By Francis Vesey, Esq;.","Vesey, Francis",99,0,0,2,1,3,2,2,5,1,1,2,1,0,1,2,1,5,1,5,4,0,6,3,0,0,3,5,3,0,18,0,15,6,1,1781,1,1,"Dublin : printed by the executors of David Hay, assignee of the late Boulter Grierson . Printer to the King's Most Excellent Majesty, M,DCC,LXXXI. [1781].",Dublin,230,male,1721,1804,FALSE,"ad shall be deemed a public act, and judicially A public aa. taken notice of by all without specially pleading. LXXI sect. 33 Tolls hereby granted, and all other provisions and Continuance ot: regulations, Shall take place and have continuance from first November one earas hon Iz Nov. thousand seven"
1247002800_000001,A bill for upholding and repairing the bridges and highways in the county of Edinburgh.,Great Britain. Parliament,106,2,10,1,2,1,0,1,4,1,1,1,8,1,10,0,2,4,11,4,0,0,6,3,0,4,12,1,4,0,8,0,0,2,2,1714,1,1,"[London, 1714].",London,4,unknown,,,FALSE,"[ I 3 1 3 Pr,. 1 0c A BILL F OR Upholding and Repairing the BRIDGES and HIGHWAYS in the County of Edinburgh. : erca the supreme Courts of Judicature, and the chief Offices for collecting and managing Her Majesty's Revenues for that Part of Great Britain called Scotland,"
0349000105_000253,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,101,4,0,4,3,3,1,1,5,1,1,0,2,1,5,1,3,5,1,8,4,0,4,5,0,2,1,5,0,0,11,2,7,9,2,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"horse , or any less number of horses than four the sum of six pence; for every wagon , wain, cart , or carriage with four wheels, the film of eight pence; for every,, .ecl, .i wain, cart , car, or carriage with two wheels, having more than al""g.1 ts1,"
0349000105_000322,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,92,3,0,5,7,2,2,1,2,1,2,0,3,0,8,1,0,0,0,7,0,0,3,2,2,2,3,6,0,4,11,0,4,5,6,1786,5,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,668,unknown,,,FALSE,"or with the same horse , .mare, gelding, ass, mule, cattle , . coach , chariot , berlin, claife, chair , calalh, wagon , cart , carr, or other carriage , thall be liable or compellable the .fame day to pay .the said toll or duty.more than once on the"
0596900105_000343,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,98,3,3,1,1,3,1,1,4,1,1,0,1,1,5,1,4,5,1,5,2,0,6,4,0,1,5,7,0,0,11,3,8,8,1,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"mare, or gelding, ass or mule, the sum of one penny; for every horse , mare, or gelding, ass or mule, whereon one or more persons shall ride, one penny; for every horse , mare, gelding, ass or mule, laden or unladen, and not drawing, nor having any person riding"
0349000107_000225,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,100,3,0,3,2,3,3,3,4,2,2,0,5,0,5,2,4,5,0,11,2,0,4,4,0,1,1,4,0,0,10,1,6,6,4,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"leifer number of horses , geldings, or mares, than six, and more than two, one shilling; for every coach , berlin, chariot , calafl, chaise , or chair , drawn with two horses , geldings, or mares, six pence; for every wagon , wain, or carr, with four wheels the"
1545200100_000108,"An abridgement of the several acts passed in this kingdom, and such British acts, as relate to or bind Ireland, Which have passed in the third year of the reign of His Present Majesty, our Most Gracious Sovereign Lord King George the Third. With I. A table of the statutes, shewing under what heads they are abridged. II. Marginal contents, and, III. An index, referring to the abridgement. By Ed. Bullingbrooke, J.U.D.","Bullingbrooke, Edward",112,0,3,5,6,4,4,5,1,3,6,0,5,0,0,0,2,0,0,15,0,0,2,2,0,5,5,11,0,0,8,6,3,5,6,1764,1,1,"Dublin : Printed by Boulter Grierson, printer to the King's Most Excellent Majesty, MDCCLXIV. [1764]",Dublin,188,unknown,,,FALSE,"or any five of aeirgtes them (hall appoint, thall erea gates or turnpikes , in, upon, or crofsany  parts of the laid roads , and also toll houfes, and there shall .demand, and take the tolls following, before any horse , mare, gelding, cattle , aching tols, coach ,"
0597000107_000142,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,99,4,1,7,7,1,2,1,1,0,3,0,3,0,5,0,2,2,1,6,0,0,2,1,4,5,4,4,0,0,11,2,8,7,5,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"penalty or for feitur is directed to be levied, recovered, and disposed of by this aft. XVII Provided always, and be it hereby declared, That during Toll free the continuance of this at all coaches and passengers on horse daylfor Ki back shall pass and repass toll free on the"
1203501800_000002,"A bill for widening and repairing the high road from North-Allerton, ... in the North-Riding of the county of York, to the city of York.",Great Britain. Parliament,98,5,0,4,4,4,4,5,2,5,5,0,4,0,11,0,2,1,0,3,1,0,3,1,0,2,2,4,0,5,14,0,4,1,2,1753,1,1,"[London, 1753].",London,27,unknown,,,FALSE,"that Purpose, and iot otherwise. lotfro cor clh'miu, an1X1 it it jetcibp qneactc& an7b ideclarcn, That No Toll for during) the C ontlin.iiane of this Ad, no Toll shall be demanded or taken, lncrfs go - by Virtue of this At, for Coaches , Berlins, Landaus, Chariots , Chaises ,"
1781200100_000279,"Anno Regni Georgii II. Regis Magnæ Britanniæ, Franciæ, & Hiberniæ, tertio. At the Parliament begun and holden at Westminster, the twenty third day of January, ... 1727. ... And from thence continued by several prorogations to the thirteenth day of January, 1729. being the third session of this present Parliament.",Great Britain,101,0,1,2,0,1,0,0,4,0,3,1,2,3,1,3,0,0,1,2,2,0,9,10,2,4,4,11,6,3,12,1,7,6,0,1730,1,1,"London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1730.",London,686,unknown,,,FALSE,"authorised by them, may levy the Toll by. 33 3 Distress on those who shall refuse to pay , and alter Four Days may sell the same, rendering the - Overplus to the Owner, after Toll and Charges deducted. Landowners permitting Passage through their Grounds, and the Driver taking off"
0596900105_000363,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,100,3,0,4,2,3,1,2,5,1,1,0,2,1,5,1,4,5,1,8,2,0,4,5,0,1,2,6,0,0,13,2,7,8,1,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"for every wain, cart , or carriage with two wheels, having more than one horse , mare, .or gelding, ass or mule, the sum of threepence; for every carriage , commonly called a chair or chaise with one horse , mare, or gelding, the sum of twopence; for every car"
0349000107_000136,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,80,3,3,1,1,1,1,1,1,1,1,4,2,1,11,0,5,0,1,1,0,0,1,2,0,0,2,5,0,10,12,3,1,4,1,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"thereof made in a book to be nade and kept for that purpose, which the said treasurer or receiver shall out see, upon request without charge , see, or reward, make accordingly, and shall upon the like request permit to be viewed at reasonable hours without fee or reward, hiall"
1779600300_000020,"An abstract of all the acts passed in the second session of the Seventh Parliament of Great Britain, and in the second year of the reign of our most gracious sovereign lord King George the Second.",Great Britain,96,0,1,3,2,1,0,0,3,0,2,0,4,0,0,2,5,2,6,7,1,0,2,4,3,3,3,8,6,3,10,0,10,5,0,1729,1,1,"London : printed by the assigns of His Majesty's printer, and of Henry Hills deceas'd, 1729.",London,63,unknown,,,FALSE,"Causeways, and erect Arches, and widen the narrow parts of the Road , by laying thereinto any Ground contiguous, not being a Ioufe, c. and may cause Ditches and Trenches to be made, making such Satisfaction to the Owners as the Quarter Sessions shall assess; and if the p. ro."
0977200900_000037,"An abstract of all the acts passed in the fifth session of the sixth parliament of Great Britain, and in the Thirteenth Year of the Reign of our most Gracious Sovereign Lord King George.",Great Britain,82,0,1,2,1,1,0,0,3,0,1,1,3,0,0,3,3,2,5,3,0,0,3,6,1,1,2,8,10,2,11,0,5,3,1,1727,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty; and Thomas Norris, assignee to George Hills, 1727.",London,78,unknown,,,FALSE,"their Hinds, they hall pay it to the Truflecs, or their Order, to be disbursed in amending the Roads ; and the Trustees Shall make such Allowances to the collectors , Surveyors , and others, as to them flhall seem good ; and if the Col lettors do not make"
0349100109_000100,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,98,4,2,4,6,1,0,1,0,0,1,0,1,0,9,1,5,0,1,6,0,0,1,5,2,4,3,7,0,6,13,0,3,6,6,1786,9,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,653,unknown,,,FALSE,"And be it further enaced by the authority aforesaid, That only once the same day no perlbn or persons shall be obliged to pay any of the tolls herein d'ii.nlither before mentioned more than once in the same day witlhii either of the divisions of the said road ; but"
0349000107_000337,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,81,2,0,1,1,1,1,1,0,1,1,2,4,1,10,1,4,0,1,1,0,0,1,3,0,2,2,5,0,10,14,3,4,3,1,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"borrowed in pursuance of this ac, and towards r: id tolls ap repairing the said road ; and that all the surplus of the said tolls pied to dlif and duties , hereby made payable, over and above what shall be ret; fullicient to discharge the said interest and repair"
1203701700_000012,"An act for enlarging the terms and powers granted by two several acts, passed in the fourteenth year of His present Majesty, the one for repairing the roads from a place called The Red House, near Doncaster, to Wakefield, ... and the other for repairing the road from Wakefield to Pontefract, ...",Great Britain. Parliament,76,4,0,6,1,5,1,1,0,1,2,2,0,1,1,3,1,2,0,4,2,0,0,4,0,2,1,8,2,3,12,0,3,3,1,1756,1,1,"[London, 1756].",London,29,unknown,,,FALSE,"Districts, which Note or Ticket the respective Receiver or Receivers Collector or Collectors , is and are hereby required to give gratis, upon the Re ceipt of the Toll : And it any Person, having paid Toll , and having such Note or Ticket as is hereby directed to be"
0174300201_000601,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",80,0,0,3,2,6,2,2,1,1,1,2,6,0,5,0,1,4,1,6,2,0,5,4,2,0,0,4,1,0,9,2,3,4,1,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"roa, such county in which such foot path is necessary, subjecto such method of ac idig or dring count as presentments for public roads are by this act subjet&; and if any per tono r oor. son rha 11 ride or drive any beast or cattle , knowingly, willingly, or"
0174300201_000603,"An abridgment of the publick statutes of Ireland, now in force and of general use: and also, of such English and British statutes as relate to and bind Ireland, from Magna Charta to the Twenty first and Twenty second Years of the Reign of His present Majesty King George the Third inclusive. In two volumes. By Ed. Bullingbrooke, Doctor of Laws. And Francis Vesey, Esq; And Francis Vesey, Esq; The second edition. With alphabetical tables of the heads under which the acts are abridged, by James Goddard Butler, Esq; ...","Vesey, Francis",83,0,0,4,1,2,1,1,4,1,2,0,3,0,5,1,1,2,0,6,2,0,0,2,2,3,3,9,2,3,9,0,4,8,2,1786,1,2,"Dublin : printed by George Grierson, Printer to the King's Most Excellent Majesty, MDCCLXXXVI. [1786].",Dublin,1100,male,1721,1804,FALSE,"or cleanse watercourses, and to make ditches so deep, and in such manner as surveyors adjudge proper, after eight days notice it (hall be lawful for surveyors , to set men to work, and by warrant from any five trullees, to levy the charges upon the persons, goods , and"
1203500800_000002,"A bill for repairing, and widening, the road from the town of Tadcaster, ... to the town of Otley, in the West-Riding of the county of York.",Great Britain. Parliament,103,4,0,4,4,3,2,4,2,4,4,0,0,0,6,2,3,4,0,6,4,0,1,5,0,1,3,2,0,0,12,2,13,4,4,1753,1,1,"[London, 1753].",London,24,unknown,,,FALSE,"into so many Shares or Proportions as to the said Trustees , or any or more of them, shall seem meet and expedient; and such Parts of the said Tolls and Duties stall be taken and received at such and romany of the said Turnpikes or toll houses , as"
0122101800_000031,"Anno regni Georgii I. Regis. Magn. Britann. Franciæ, & Hiberniæ, quarto. At the Parliament begun and holden at Westminster, the seventeenth day of March, Anno Dom. 1714. In the First Year of the Reign of our Sovereign Lord George I. by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the Twenty first Day of November, 1717. Being the Third Session of this present Parliament.",Great Britain,110,0,0,3,9,3,0,2,0,2,3,1,0,1,0,1,0,2,0,3,0,0,7,14,1,2,7,14,7,1,10,0,7,7,3,1737,1,1,"London : printed by John Baskett, Printer to the King's most Excellent Majesty, 1737.",London,227,unknown,,,FALSE,"annual Sums allowed for repairing the Roads from Westminster Ferry to New Cross , and from Vaux Hall to Briftow Causey, i80-183 This Ad to cease, if executed before the Expiration of the Term granted, 183,, 84 Not to alter the Ad 4 Geor; I.. 84 N 2 Annoy Annoyances."
0122200300_000003,"Anno Regni Georgii II. Regis Magnæ Britanniæ, Franciæ, & Hiberniæ, decimo septimo. At the Parliament begun and holden at Westminster, the first day of December Anno Domini 1741, in the Fifteenth Year of the Reign of our Sovereign Lord George the Second, by the Grace of God, of Great Britain, France, and Ireland, King, Defender of the Faith, &c. And from thence continued by several Prorogations to the First Day of December 1743; being the third session of this present Parliament.",Great Britain,84,4,0,1,1,1,2,2,2,2,2,1,1,1,8,1,7,0,0,1,2,0,3,4,0,3,2,3,6,0,11,0,6,7,0,1791,1,1,"London : reprinted by Charles Eyre and Andrew Strahan, Printers to the King's most Excellent Majesty, 1791.",London,112,unknown,,,FALSE,"Wain, Cart , or other Carriage , Horse , Gelding, Mare, or any other Cattle , chargeable with or liable to pay the laid Tolls or Duties , with such Intent as aforesaid, each and every Person so offending in any of the Cafes aforesaid, shall forfeit and pay to"
0474500300_000260,"Acts of Assembly, passed in the island of Jamaica; from 1681, to 1754, inclusive.",Jamaica,79,2,1,3,1,3,1,1,3,1,1,1,0,0,10,1,2,4,0,2,1,0,3,6,1,1,1,3,3,0,12,0,8,2,1,1756,1,1,"London : printed for Curtis Brett and Compy. printers, booksellers, and stationers, in St. Jago de la Vega, Jamaica, MDCCLVI. [1756].",London,391,unknown,,,FALSE,"toll house , at the Bridge which divides the said Parishes ; and take and receive the said Tolls and Duties before any Person, Cattle , Mules, Sheep, Goats, Hogs, Carriage or Carriages , shall be permitted to pass through the same; which said respective Sum and Sums of Money"
1203701600_000001,"A bill for repairing and inlarging the roads from the town of Selby, in the West-Riding of the county of York, to the town of Leeds; ...",Great Britain. Parliament,97,2,0,4,2,2,1,1,4,1,1,0,3,3,7,0,3,5,2,3,2,0,4,3,0,1,5,11,0,0,10,6,1,8,2,1741,1,1,"[London, 1741].",London,16,unknown,,,FALSE,"7 E r 3 = : /', _70^  pmis^. Z l^sk I 9, 7j £[a]f g / .-. A B I LL for Repairing , and Enlarging the Roads from the Towzn of Selby, in the Wrest Riding of the County of York, to the Town of Leeds; and"
1203701100_000002,"A bill for widening and repairing the road leading from Horsham, in the county of Sussex, ... to the watch-house in Ebbisham, in the county of Surry; ...",Great Britain. Parliament,79,3,0,3,4,2,4,2,3,4,2,1,1,0,4,0,0,1,0,4,0,0,1,3,0,2,2,4,5,0,8,0,6,7,3,1755,1,1,"[London, 1755].",London,22,unknown,,,FALSE,"the Owner thereof, after fluh Tolls , Duties , and reasonable Charges for clifraining, detaining, keeping, and selling, the same, shall be deducted and paid. pow.r tore e L 11t Ie it it.lattt, by the Authority aforesaid, That it shall and may be lawful pd, t3, .., to and for"
0596900105_000329,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,100,2,0,6,4,4,5,4,3,4,5,0,2,0,6,1,1,4,0,11,3,0,3,4,0,1,1,3,0,0,9,0,5,6,3,1765,5,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,666,unknown,,,FALSE,"toll . ur toll houses , and there shall receive and take the toils and 7 G.. r. duties following before any horse , mare, or gelding, ass, or mule, altered. cattle , coach , Berlin, chariot , calash, chaise , chair , wagon , wain, cart , car, or"
1203702100_000001,"A bill for repairing and widening the road from the north end of Bridgeford-lane, in the county of Nottingham, ... to the bowling-green at Kettering, in the county of Northampton.",Great Britain. Parliament,100,1,1,3,2,3,2,2,3,2,1,0,8,2,7,0,4,4,0,1,4,0,2,2,0,2,6,8,0,0,16,4,3,5,2,1754,1,1,"[London, 1754].",London,24,unknown,,,FALSE,"Ra _/_ t j, .-, ..~., far t - n B ILL for Repairing and Widening the Road from the North End of Bridgeford lane, in the County of Nottingham, to and through several Towns and Places in the Counties of Nottingham, Leicester, Rutland, and through Rockingham, to the Bowlinug"
0349000107_000140,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, ...",Ireland,101,3,0,2,1,4,1,1,5,1,1,0,5,2,5,1,4,5,1,7,4,0,4,4,0,0,1,5,0,0,15,4,6,8,1,1786,7,21,"Dublin : printed by George Grierson, 1786-1804.",Dublin,948,unknown,,,FALSE,"horse , mare, or gelding, the sum of threepence; for every car or other carriage drawn but by one horse , mare, or gelding, the sum of one penny; excepting cars loaden with turf, and for each of them one halfpenny; and for every horse , or other cattle laden"
0597000107_000346,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,96,1,0,3,2,2,4,4,3,3,4,0,2,0,4,0,2,3,1,11,4,0,5,3,0,0,2,7,0,0,10,5,2,6,3,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"Matthews C iire, John Blunden esquire, Harard Powell esquire, Reverend Niilolas Martin, John Gale esquire, Samuel Philips esquire, jolfphgale gentleman, William Colles esquire, Reverend Robert Siturt, Edward Butler gentleman, Silver Oliver esquire, Philip Olinr esquire, Edmond Sexton Perry esquire, reverend William Cecil Perry, who are hereby nominated and appointed trutlee"
0597000107_000352,"The statutes at large, passed in the Parliaments held in Ireland: from the third year of Edward the Second, A. D. 1310, to the first year of George the Third, A.D. 1761 inclusive. With marginal notes, and a compleat index to the whole. Published by authority. In eight volumes.",Ireland,76,2,0,2,2,1,1,1,1,1,1,1,3,1,10,1,4,0,1,2,0,0,0,3,0,1,1,5,0,9,12,3,3,3,1,1765,7,8,"Dublin : printed by Boulter Grierson, Printer to the King's Most Excellent Majesty, MDCCLXV. [1765].",Dublin,951,unknown,,,FALSE,"in the forenoon of a day, to be by the said treasurer co receiver publicly advertized in the Dublin Gazette for that rurpoif at leafn twenty days before, at Caftlccomer, Ballyragget, Frellitord, iiurlingford, Dundrum, or the city of Limerick, C .'. out of such box or urn as many of"
