PassageID,Title,Author,Total termFreq,termFreq(abandon),termFreq(advantag),termFreq(appetit),termFreq(bosom),termFreq(charact),termFreq(convinc),termFreq(debauch),termFreq(debaucheri),termFreq(design),termFreq(desir),termFreq(despic),termFreq(diabol),termFreq(dissolut),termFreq(evil),termFreq(fear),termFreq(folli),termFreq(gai),termFreq(gaieti),termFreq(glori),termFreq(gratif),termFreq(guilt),termFreq(honour),termFreq(impur),termFreq(infami),termFreq(innoc),termFreq(libertin),termFreq(libidin),termFreq(lost),termFreq(love),termFreq(mortif),termFreq(night),termFreq(passion),termFreq(pleasur),termFreq(plot),termFreq(power),termFreq(pretenc),termFreq(proflig),termFreq(rake),termFreq(rank),termFreq(rape),termFreq(regard),termFreq(render),termFreq(reput),termFreq(ruin),termFreq(sacrific),termFreq(scandal),termFreq(seduc),termFreq(sensual),termFreq(sensualist),termFreq(sex),termFreq(shame),termFreq(sin),termFreq(subterfug),termFreq(subtl),termFreq(vice),termFreq(viciou),termFreq(vile),termFreq(virtu),termFreq(wick),termFreq(wicked),termFreq(woman),termFreq(worst),termFreq(wretch),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1216300600_000075,"Letters of the Right Honourable Lady M--y W---y M---e: written during her travels in Europe, Asia and Africa, to persons of distinction, men of letters, &c. in different parts of Europe. Which contain, among other curious relations, accounts of the policy and manners of th Turks. Drawn from Sources that have been inaccessible to other Travellers. Complete in one volume.",Lady Mary Wortley Montagu,41,0,1,0,1,1,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,0,0,2,0,0,1,1,0,1,0,0,0,2,0,2,4,0,0,1,1,2,0,0,1,0,0,0,0,2,1,0,2,0,0,4,0,0,0,1779,1,1,"London : printed for M. Cooper, in Pater-Noster-Row, MDCCLXXIX. [1779].",London,287,female,1689,1762,TRUE,"other; because they are .married... Their finalleft defects swell in each; oath's view, and they grow. blind to tlhofe charms,., which, : in. any other object, would assec them. .A commerce founded merely on sensation, can he: : .vith no other consequences. 5!  i..  - A; MAN, when"
0019000403_000127,"Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life; And particularly shewing, The Distresses that may attend the Misconduct Both of Parents and Children, In Relation to Marriage. In seven volumes. Published by the editor of Pamela. ... . To which is prefixed, A Table of Contents to the Whole.",Samuel Richardson,41,1,3,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,0,0,1,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0,0,1,0,4,0,0,3,1749,3,7,"London : printed for S. Richardson: and sold by John Osborn, in Pater-Noster Row; by Andrew Millar, over-against Catharine-Street in the Strand; by J. and J. Rivington, in St. Paul's Church-Yard; and by J. Leake, at Bath, M.DCC.XLIX. [1749].",London,381,male,1689,1761,TRUE,"in herself) till it is too late to rectify the mistakes occasioned by her generous credulity. But suppose a person of your talents were to°marry a man of inferior talents; who, in this cafe, can be so happy in herself, as Miss Clarissa Harlowe? What delight do you take in"
0476601003_000012,"Sermons on the following subjects, viz. The religion of Christ. Christian Morality. Excellence of Christ's Doctrines The Possibility of Miracles. Character of Christ and his Apostles. Design of their Miracles. Certainty of the Miracles. Resurrection of Christ; and Consequences of it. His not appearing to all the People. Of Christ's Ascension. The Descent of the Holy Spirit. The Doctrine of a Resurrection explained. The Change made by in the Saints. Objections against a resurrection answered. By the late reverend Samuel Chandler, D. D. and F. R. and A. S. S. Published from his Manuscript. with a preface, Giving a Brief Account of the Life, Character and Writings of the Author, by Thomas Amory, D. D. ...",Samuel Chandler,38,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,3,0,0,1,8,0,1,0,0,0,1,0,0,1,0,2,0,0,0,2,2,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,1759,3,4,"London : printed for J. Buckland, in Pater-Noster-Row ; and E. and C. Dilly, in the Poultry, M,DCCLXIX. 1759-[1769].",London,444,male,1693,1766,FALSE,"to perpetrate every enormity of vice , without reflection to preserve, or conscience to control him; when fools and madmen laugh him to scorn, and thoughtful and sober men look on him with a mixture of abhorrence; indignation, and compafnion. Other pleasures of vice there are, which are pursued and"
1452700200_000044,"The pleasing moralist: or, Polite philosopher. Consisting of essays, poems, histories, and dialogues, serious and comic. By R. Lewis, corrector of the press, author of the Candid Philosopher. In two volumes.","Lewis, Richard, corrector of the press",42,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,4,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,11,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1780,1,1,"Dublin : printed for the author, at No. 22, Bride-Street; and sold by all the booksellers, [1780?].",Dublin,494,unknown,,,FALSE,"And; : does the elder fitlecr treat the younger kindly ?- STONE. tis a difficult quefion to be resolved. It appears to me, however, that there is a mutual jealousy subsisting between the englifi and iri/b, The engli/b think, that such are the prodigious numbers of papists in Ireland, wlbo"
0441500500_000060,"Sermons on practical subjects. By Andrew Kippis, D. D. F. R. S. and S. A.",Andrew Kippis,41,1,0,2,0,2,0,0,1,1,1,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,6,0,1,0,0,0,0,0,2,1,0,2,0,0,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,2,0,0,1791,1,1,"London : printed for G. G. J. and J. Robinson, Paternoster-Row; and T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,466,male,1725,1795,FALSE,"LIVE, who, by the cultivation of S E R M, universal piety and goodness, behave suit L ably to their situation here, and their hopes hereafter: whereas an immoderate and vicious attachment to sensible objets, is deftruaive of all the desirable purposes of our creation, both with regard to our"
0066000400_000102,"Conjugal lewdness: or, matrimonial whoredom.",Daniel Defoe,43,0,0,2,0,1,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,8,0,6,0,0,2,1,0,0,1,3,0,2,1,0,1,1,1,0,1727,1,1,"London : printed for T. Warner, at the Black Boy in Pater-Noster-Row, MDCCXXVII. [1727].",London,422,male,1660,1731,TRUE,"these nice Institutions, that they may not be applied to wrong Purposes, or debauched by Men of vicious Inclinations, to such Ends as are scandalous to Religion, and to humane Society. TIS true, it would be hard to make a Regulation which Should suit to every Circumstance which might happen,"
0719600100_000041,"The gentleman instructed, in the conduct of a virtuous and happy life. In three parts. Written for the instruction of a young nobleman. To which is added, A word to the ladies, by way of supplement to the first part.",William Darrell,37,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,2,0,0,2,3,0,1,1,0,0,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,3,1,0,4,1,1,0,0,1,0,1723,1,1,"London : printed by W.B. for E. Smith, and are to be sold by Rich. Wilkin at the King's-Head in St. Paul's Church-Yard, M.DCC.XXIII. [1723].",London,609,male,1651,1721,FALSE,"praiife Patience; and others to Abulndance, that d ie ehey may exercise Charity; so tfiat the Virtue of these ftani indebted to the Misery of those; and the Giver ig no less obliged than the Receiver. IX Begin to praaife the Virtues of a Christian betimes accustom you Palate to"
0457200600_000074,"Letters of the Right Honourable Lady M---- ----y W---- ----y M----e : written during her travels in Europe, Asia and Africa, to persons of distinction, Men of Letters, &c. in different Parts of Europe. Which Contain Among other Curious Relations, Accounts of the Policy and Manners of the Turks; Drawn from Sources that have been inaccessible to other Travellers.",Lady Mary Wortley Montagu,44,1,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,0,0,1,2,0,0,3,0,0,0,1,0,1,0,0,0,2,0,2,4,1,0,1,1,1,0,0,1,0,0,0,0,2,1,0,2,0,0,5,0,0,0,1779,1,1,"Paris : printed by Didot the Eldest. Sold by Pissot, Barrois junior, Booksellers. Quai des Augustins, MDCCLXXIX. [1779].",Paris,319,female,1689,1762,TRUE,"ravishing and best regulated gallantry. A woman , who is capable of reflection; can confider a gallant in no other light than that of a reducer, who would take advantage of her weakners, to procure a momentary pleasure at the expense of her glory , her peace, her ( t86)"
0576300200_000005,"Some considerations on the necessity and usefulness of the royal charter, establishing an hospital for the maintenance and education of exposed and deserted young children.",,43,1,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,5,1,0,2,0,0,1,2,1,0,0,2,0,0,5,1,0,1,1,0,0,1740,1,1,"London : printed for W. Meadows, in Cornhill, MDCCXL. [1740].",London,22,unknown,,,FALSE,"the very Root and Foundation of the Crime itself, and lessens, and even takes away the Cates that give Rise to and perpetuate it. And if the Design of thechar ter takes Place, and the Powers given by it be prudently and faithfully cmplo)ycd, as there Ieems the highest Reason"
0032500100_000041,"The dignity of human nature. Or, a brief account of the certain and established means for attaining the true end of our existence. In four books. I. Of Prudence. II. Of Knowledge. III. Of Virtue. IV. Of Revealed Religion. By James Burgh.",James Burgh,50,0,2,0,0,2,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,1,2,1,0,3,0,0,0,3,2,0,1,0,0,1,1,0,0,0,0,1,1,1,2,0,0,1,0,0,10,0,0,0,0,1,1,0,1,0,0,7,0,0,0,1794,1,1,"London : printed for C. Dilly, in the Poultry, MDCCXCIV. [1794].",London,560,male,1714,1775,FALSE,"no manner of mortification . In different to them, while engaged in them, they quit them with indifference; sure to find in retirement a fund of the noblest entertainment from sober and wise conversation, from reading, and from views of that fh ture world, for which the conscience of a"
0423500301_000041,Lectures on female education and manners. ... . By J. Burton.,"Burton, J. (John)",47,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,2,5,0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,3,1,2,0,1,1,0,0,0,5,2,0,0,0,1,0,0,3,0,0,2,0,1,4,1793,1,2,"Rochester : printed for the author, by Gilman and Etherington, and sold by the booksellers in Kent, James Evans, No. 32, Pater-Noster-Row, and John Murray, Fleet-Street, London, 1793.",Rochester,242,male,1745,1806,FALSE,"passion . We find in your Sex a natural vivacity of temper. Hence it is, that many young Womeil are fond of associating with those who are of the same volatile temper as themselves; so that he, who is loquacious and full of laughter, who call sing, dance, dress and"
0165600205_000075,"The philosophy of medicine: or, medical extracts on the nature of health and disease, including the laws of the animal oeconomy, and the doctrines of pneumatic medicine. By a friend to improvements. ...",Robert John Thornton,34,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,2,0,0,2,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,0,0,2,2,4,0,1799,5,5,"London : printed by C. Whittingham, Dean-Street, Fetter-Lane, for T. Cox, St. Thomas's-Street, Borough, and H. D. Symonds, Paternoster-Row; sold also by J. Johnson, St. Paul's Church-Yard; Murray and Highley, Fleet-Street; Evans, Pall-Mall; Richardson, Royal Exchange; Cuthell, Middle-Row, Holborn; and Bell and Bradfute, Edinburgh, 1799-1800.",London,581,male,1768,1837,FALSE,"one by one disappear; Till at length sorely pinched and quite desperate grown, The poor blue eyed Mary is forced on the town. In a brothel next see her tricked out to allure, And all ages, all humours compelled to endure; Compelled, though disgusted, to wheedle and feign, With an"
0631600103_000069,"Sermons of the late Reverend John Orr, D. D. Archdeacon of Ferns. Prepared for the press by the author. ...","Orr, John",38,1,2,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,4,0,1,2,1772,3,3,"London : printed for T. Cadell, in the Strand, MDCCLXXII. [1772].",London,401,male,,,FALSE,"cast off, and avoided by those of her own Sex , who have any Regard to the Dignity and Decency of their Characters ; must indeed become the Scorn and Aversion of the World; perhaps, after some Time, of the Man himself, who hath been the Author of her Misery;"
1662800300_000048,"Sermons, chiefly intended to promote faith, hope, and charity. By Vicesimus Knox, D.D.",Vicesimus Knox,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,6,0,0,1,1,0,0,1,3,0,0,0,0,1792,1,1,"Dublin : Printed by John Exshaw, for Messrs. J. Shephard, P. Wogan, P. Byrne, A. Gruebee; W. M'Kenzie, J. Parker, B. Dugdale, J. Moore, J. Jones, H. Colbert, W. Jones, R. M'Allister, J. Rice, and W. Corbet, M.DCC.XCII. [1792].",Dublin,526,male,1752,1821,TRUE,"remembered, that under pride I comr prise vanity, which, though sometimes distinguished from pride, is certainly a species of it. With respect to lust, the passions of youth are strong; and it is to be hoped that much will be forgiven us in consideration of our infirmity., But much of"
0937800900_000025,"Friendship in death: in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. ... By Mrs. Elizabeth Rowe. To which is prefixed, an account of the life of the author.",Elizabeth Rowe,40,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,4,0,1,1,1,0,1,4,0,0,1,1,0,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,2,1,0,0,0,1,0,0,3,0,0,5,0,0,0,1775,1,1,"London : printed for J. and F. Rivington, W. Strahan, T. Caslon, B. Law, T. Cadell [and 4 others in London], 1775.",London,377,female,1674,1737,TRUE,"from the restraints of religion, the fair libertine grew dissolute and profane beyond the limits of her sex . Her sportive wit and boundless vanity, now ridiculed all that she once thought sacred. There was something so wild, so unnatural in her impiety, thati half repented my success; but never"
0196200400_000067,"Sermons upon the following subjects. The natural difference between moral good and evil. The Efficacy of Religious Faith. The true Happiness of Mankind. The Folly of Denying, or of Wishing against, the Existence of the Deity. The Sanctity and moral Government of God. The Nature, rational Grounds, and necessary Qualifications of Prayer. The Nature, various Kinds, Causes, and evil Consequences of Superstition; with Reasons for guarding against it, and the Methods of preventing, or remedying it. The moral Value and Worth of Faith considered, and particularly exemplified in the Belief of our Saviour's Resurrection. The Use, and Abuse of the World. The destructive Tendency of a Life of licentious Pleasure. Of Meekness and Quietness of Spirit. The Rule of Doing as we would be done to, explained, and recommended. The love of our country, explained, illustrated, and inforced. Volume II. By John Orr, M. A. Rector of Maryborough, in the Diocese of Leighlin.","Orr, John",38,0,0,0,0,1,0,0,3,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,2,0,0,3,3,0,1,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,2,0,0,5,1,0,3,0,0,0,0,0,0,1749,1,1,"London : printed for A. Millar, over-against Catherine-Street, in the Strand, MDCCXLIX. [1749].",London,436,male,,,FALSE,"most gay , easy, and satisfied of all Men: For though it it must be allowed, that several of, them, SER M. whose natural Dispositions prompt them X strongly to the Practice of .the social Virtues , - do in many Cafes,. where their favourite Passions are not interested,. and"
0826800100_000438,"Domestic divinity: or, a copious collection of sermons, selected from the polite writers and sound divines, of the present century; for the use of schools and families.",,31,0,0,5,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,2,0,1,1,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1791,1,1,"London : printed for C. Dilly. Published as the Act directs, Jan.18, 1791.",London,903,unknown,,,FALSE,"th whole proper employment it is to bring I into our view all the wonderful and bea - x tiful fcencs of the creation, is no long ie the hand maid of reason, but the crcatur vc of our appetites . This fair mirrori u blotted over witlh the traces"
0042400201_000082,"The works of the Right Reverend and learned Dr. Francis Hare, Lord Bishop of Chichester. ...",Francis Hare,41,2,0,0,0,0,0,1,1,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,3,0,0,0,0,0,0,1,3,0,0,8,1,1,0,4,1,0,0,1,2,1746,1,4,"London : printed by E. Owen in Amen-Corner, MDCCXLVI. [1746].",London,496,male,1671,1740,FALSE,"of Vice and Imnoraliy. And we may now hope that neither he, nor the honefi Informer, will be weary of well doing; T 4 ailnd and that these Societies will be able successfully to pursue their Blow, and suppress, in great Measure, those disorderly Houses to which they have of"
0193700403_000011,"Sermons on practical subjects, by the late W. Enfield, LL.D. prepared for the press by himself. To which are prefixed memoirs of the author, by J. Aikin, M.D. In three volumes. ...",William Enfield,45,0,0,4,0,2,0,0,0,0,2,0,0,0,2,3,1,0,2,0,0,1,1,0,0,4,1,0,0,0,0,0,3,3,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,3,1,0,2,1,0,0,0,0,1,1798,3,3,"London : printed for J. Johnson, in St. Paul's Church-Yard, 1798.",London,470,male,1741,1797,FALSE,"the snare which she has laid for our deltrusion. It may, perhaps, serve to put those upon their guard who are most in danger of fedution, the young and unexperienced, if we enumerate distinctly the principal circumstances which render it hazardous to place ourselves in the way of temptation. These"
0777300401_000021,"Sermons to young women: in two volumes. By James Fordyce, ...",James Fordyce,42,2,0,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,2,0,0,1,0,0,0,3,0,0,0,0,2,0,0,2,0,0,7,0,0,3,1767,1,2,"Dublin : printed for James Williams, 1767.",Dublin,218,male,1720,1796,FALSE,"those, who in the world's sense are not undone, escape, think ye, unhurt; unhurt in their health and fpirils, in their serenity and felf enjoyment, in their sobriety of'mind and habits of felf control? You cannot think it. Very seldom at least can you suppose, that, where there is much"
1558300201_000089,"The young gentleman and lady instructed in such principles of politeness, prudence and virtue, as will lay a sure foundation for gaining respect, esteem and satisfaction in this life, and eternal happiness in a future state; interspersed with such observations and maxims, as demonstrate the danger and folly of vice, and the advantage and wisdom of virtue. Authorised by the King's Most Excellent Majesty. The second edition corrected and improved, with a large and copious index.",,55,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,0,3,5,0,0,0,2,0,0,0,0,0,3,0,1,0,1,0,1,1,1,1,1,0,0,0,0,4,1,0,0,0,2,0,1,7,0,0,5,0,0,4,1759,1,2,"London : printed by assignment from the executors of Mr. Edward Wicksteed, for Thomas Caslon, at the Bible and Star opposite Stationers-Hall, MDCCLIX. [1759].",London,401,unknown,,,FALSE,"It' VIII would carry a greater appearance of virtue L- -- therr~ifelves, and be more serviceable to Senion the public, to endeavour to prevent its 4- growth, by advising young women who are tvlorphans, or unguarded by powerful alliances, to confider with horror the insolence of wealth : for, amongfip"
1258001501_000021,"Sermons to young women. In two volumes. By James Fordyce, D.D.",James Fordyce,45,2,1,1,0,3,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,1,1,3,1,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,0,8,0,0,3,1766,1,2,"London : printed for D. Payne, M,DCC,LXVI. [1766].",London,120,male,1720,1796,FALSE,"begin to slide: they are gone, gone before you are aware. The men I am speaking of perceive their advantage the moment it appears. I have F 2 supposed supposed them destitute of worth. If they are also unchecked by fear , what can preserve you? A sense of reputation"
0809000200_000013,"Sermons, preached before the University of Oxford. To which are added, three charges, to the clergy of the archdeaconry of Worcester. By John Tottie, D. D. Late Canon of Christ Church, and Archdeacon of Worcester.","Tottie, John",33,0,0,3,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,3,0,0,1,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1775,1,1,"Oxford : printed for J. and J. Fletcher, in the Turle; G. Robinson, and J. Bew, in Pater-Noster Row, London, MDCCLXXV. [1775].",Oxford,407,male,1711,1774,FALSE,"the whole Scope and System of the Man of Pleasures ; who cannot well be thought to have either Leisure or Inclination for such painful Employments. For painful they must be to those who can have little Taste or Relish for the Pleasures of the Understanding, which are of a"
0523300900_000015,"Reflections on the too prevailing spirit of dissipation and gallantry; shewing its dreadful consequences to publick freedom. By the author of The review of the characters of the principal nations in Europe; and of An Account of the Character and Manners of the French, with Occasional Observations on the English.",John Andrews,36,1,2,0,0,0,1,0,0,0,1,0,0,1,2,1,0,0,1,1,1,0,1,0,0,1,0,0,3,1,0,0,1,1,0,2,0,1,0,0,0,0,2,2,0,1,2,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,1771,1,1,"London : printed for E. and C. Dilly, in the Poultry; J. Walter, at Charing-Cross; and J. Robson, in New-Bond-Street. Of whom may be had, The Account of the Character and Manners of the French, &c., M.DCC.LXXI. [1771].",London,90,male,1736,1809,FALSE,"ill grounded; and that the Interest of Trade is not, in the End, more consulted than the Interest of our Morals. BUT were it even true, that tome commercial Classes are, indeed, benefited by them, is the Profit of a few Individuals to be weighed against the odious Consequences that"
0123800103_000075,The practical preacher: consisting of select discourses from the works of the most eminent Protestant writers: ... In four volumes. ...,,33,1,0,1,0,1,0,3,5,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,0,1762,3,4,"London : printed for T. Becket and P. A. Dehondt, 1762.",London,542,unknown,,,FALSE,"my principal view in this discourse was to warn them against the cfandalous debauchery of the age. Inveterate sinners of this kind arc hardly. to be reclaimed; nor is it often found, 1 believe, that any advice, either in public, or private, has much effect upon them. Thle best way"
0508600500_000048,"Sermons, chiefly intended to promote faith, hope, and charity. By Vicesimus Knox, D.D.",Vicesimus Knox,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,2,6,0,0,1,1,0,1,1,2,0,0,0,0,1792,1,1,"London : printed for Charles Dilly, MDCCXCII. [1792].",London,527,male,1752,1821,TRUE,"economy, frugality, and a talent for the conduct of business. Pride passes tinder a thousand names and ihapes; it is ambition, it is tafe, it is spirit, it is activity, it is a jufi ienfe of one's own rank anld dignity, it is every virtue and excellence; for it can"
0280900700_000105,"The complete duty of man: or, a system of doctrinal and practical Christianity. To which are added, forms of prayer & offices of devotion, for the various circumstances of life. Designed for the Use of Families. By Henry Venn,","Venn, Henry",43,2,0,2,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,1,1,1,0,1,0,2,0,0,3,0,1,0,4,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,5,1800,1,1,"Bath : printed by and for S. Hazard: and sold by Messrs. J. and A. Arch, Grace-Church-Street; Vernor and Hood, Poultry; London: And All Other Booksellers, 1800.",Bath,412,male,1725,1797,FALSE,"fence of fornication. At the instigation of'this lust, what time, what parts, what influence are daily proftituted'to the liameful business of inveigling and debauching young wo. men! Men of the finest fenlc and best education, for the poor perishing gratification of an hour, will be guilty of what is shocking"
0809000200_000014,"Sermons, preached before the University of Oxford. To which are added, three charges, to the clergy of the archdeaconry of Worcester. By John Tottie, D. D. Late Canon of Christ Church, and Archdeacon of Worcester.","Tottie, John",55,1,0,7,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,1,3,0,0,1,0,0,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,5,1,1,12,0,0,0,0,0,0,1775,1,1,"Oxford : printed for J. and J. Fletcher, in the Turle; G. Robinson, and J. Bew, in Pater-Noster Row, London, MDCCLXXV. [1775].",Oxford,407,male,1711,1774,FALSE,"the Appetites Appetites ; when it has lost all Authority and Rule, and is become the mere vile Infirument of that blind Impulse which it was born to govern, direct and control. Little do we deserve the Name of Reasonable Creatures, when by an unaccountable inveriion of the Order of"
1572401000_000498,"The works of the late Reverend Mr. Matthew Henry; being a complete collection of all the discourses, sermons and other tracts, that were published by himself. Together with an account of his life, and a sermon, preach'd on the occasion of his death. Both by the Reverend Mr. William Tong.",Matthew Henry,40,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,4,1,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,8,0,0,1,0,1,2,0,3,0,0,1,1,1726,1,1,"London : printed for Emanuel Matthews in Pater-noster-Row; John and Benjamin Sprint and Aaron Ward, in Little-Britain; Daniel Midwinter and Ranew Robinson in St. Paul's Church-Yard; Richard Ford in the Poultry; and L. Jackson, M.DCC.XXVI. [1726].",London,828,male,1662,1714,FALSE,"Design if possible to lift you up out of this mire, and to snatch you as Brands i UNCLEAN. out of the Burning. Assure your (elves nothing is intended but your Good. This Paper comes not to inform against you, or to expose you to Shame or Punishment; but to"
1369500200_000083,"Sermons to young men by William Dodd, LLD. prebendary of Brecon, and chaplain in Ordinary to His Majesty.",William Dodd,37,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,2,1,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,1,0,0,0,0,3,1,0,2,0,0,2,0,0,3,1792,1,1,"London : Printed for T. Cadell, Strand; and T. Vernor, Birchin-Lane, Cornhill, MDCCXCII. [1792].",London,521,male,1729,1777,FALSE,"for the ruin of their beloved child: But I would here again, my young friends, appeal to the feinfibility of your bouls, and ask, whether it can be possible to reap from any gratification of sensual appetite , a sufficient reward for the remorse and the pangs of conscience, which"
0889500600_000101,"A treatise concerning the use and abuse of the marriage bed: shewing I. The nature of matrimony, its sacred original, and the true meaning of its institution. II. The gross abuse of matrimonial chastity, from the wrong notions which have possessed the world, degenerating even to whoredom. III. The diabolical practice of attempting to prevent child-bearing by physical preparations. IV. The fatal Consequences of clandestine or forced Marriages, thro' the Persuasion, Interest, or Influence of Parents and Relations, to wed the Person they have no Love for, but oftentimes an Aversion to. V. Of unequal Matches, as to the Disproportion of Age; and how such, many ways, occasion a Matrimonial Whoredom. VI. How married persons may be guilty of conjugal lewdness, and that a man may, in effect, make a whore of his own wife. Also, many other particulars of family concern.",Daniel Defoe,43,0,0,4,0,3,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,3,0,0,1,2,0,0,2,3,1,3,2,0,3,0,1,0,1727,1,1,"London : printed for T. Warner, at the Black Boy in Pater-Noster-Row, M.DCC.XXVII. [1727].",London,413,male,1660,1731,TRUE,"Religion only, but tis Prophalnenefs, tis turning sacred Things to debauched Purposes, tis giving religious Titles to corrupt Undertakings, and fan a.tifying Crimes by the Mask of Innocence . LET Protestants and Christians, or those who would be esteemed such, look back upon the Purity which they profeis, and no"
