PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(anim),termFreq(appear),termFreq(author),termFreq(bodi),termFreq(cafe),termFreq(caus),termFreq(christ),termFreq(common),termFreq(confid),termFreq(creatur),termFreq(death),termFreq(degre),termFreq(differ),termFreq(divin),termFreq(end),termFreq(evil),termFreq(father),termFreq(form),termFreq(gener),termFreq(god),termFreq(holi),termFreq(human),termFreq(idea),termFreq(kind),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(life),termFreq(light),termFreq(live),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(matter),termFreq(mean),termFreq(mind),termFreq(moral),termFreq(natur),termFreq(noth),termFreq(observ),termFreq(order),termFreq(origin),termFreq(particular),termFreq(person),termFreq(power),termFreq(principl),termFreq(proper),termFreq(reason),termFreq(religion),termFreq(sens),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(virtu),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0396400200_000001,An analysis of the philosophical works of the late Lord Viscount Bolingbroke.,"Church, Thomas",79,2,3,0,1,4,0,1,1,0,0,3,0,0,1,1,0,0,0,0,1,3,0,2,2,1,1,2,1,0,0,1,0,1,1,1,2,2,1,5,0,0,0,1,1,0,2,1,2,4,12,0,3,1,2,0,1,1,2,2,1756,1,1,"Dublin : printed for Thomas Watson, at the Poets Heads in Capel-Street, MDCCLVI. [1756].",Dublin,155,male,1707,1756,FALSE,"AN ANALYSIS OF THE PHILOSOPHICAL WORKS OF THE LATE Lord Viscount BOLINGBROKE. DUBLIN: Printed for THOMAS WATSON, at the Poets Heads in Capel jireet. MDCCLVI. ADVERTISEMENT. HE works here analized are the five volumes published in octavo; and no notice is taken of anything in them, but what relates to"
0236100300_000101,"Memoirs of several ladies of Great Britain. Interspersed with literary reflexions, and accounts of antiquities and curious things. In several letters.","Amory, Thomas",88,1,0,0,1,1,0,0,1,0,0,1,0,1,0,4,0,2,0,1,0,9,2,2,1,1,1,3,3,1,1,2,3,5,0,0,1,1,7,4,0,1,2,0,0,2,2,0,0,7,1,0,1,2,0,3,3,0,1,3,1755,1,1,"London : printed for John Noon, at the White-Hart, near the Poultry, Cheapside, M.DCC.LV. [1755].",London,562,unknown,1691,,FALSE,"we are into a new and happy state of existence, and in his preserving and delivering us fi-om evil , by an active omniscience equal to the intricate ways of men, and to the perilous condition of individuals. Thus Moses tells the Ijaeclites, o the rock which begat thee thou"
0724600400_000086,"The rational foundation of a Christian church, and the terms of Christian communion. To which are added Three discourses, Viz. Disc. I. A Pattern for a Dissenting Preacher. Disc. II. The Office of Deacons. Disc. III. Invitations to Church-Fellowship. By Isaac Watts, D.D.",Isaac Watts,80,1,1,2,1,3,1,0,1,1,0,1,1,0,3,4,0,0,0,2,2,5,0,6,1,0,0,2,1,3,0,0,1,5,0,0,0,0,2,4,0,0,0,1,0,1,1,3,0,3,7,0,3,1,0,2,2,0,1,1,1747,1,1,"London : printed for John Oswald, at the Rose and Crown in the Poultry; and James Buckland, at the Buck in Pater-Noster Row, MDCCXLVII. [1747].",London,399,male,1674,1748,TRUE,"3 Prepared for the Lord's Supper. The Fifteenth Edition. IV Divine Songs, in easy Language for the Use of Children. The Nineteenth Edition. On various subjess. I. Logic: Or, the Right Use of Reason in the Inquiry after Truth: With a Variety of Rules to guard against Error in the"
0267100200_000005,"Discourses delivered in the publick assemblies of the people called Quakers, by Thomas Story. Taken in short-hand; and, after being transcribed at length, examined by the said T. Story, and published by his permission.",Thomas Story,122,3,1,3,0,3,0,1,7,0,0,0,1,3,0,8,0,2,0,0,0,14,3,2,0,1,2,2,3,4,4,0,2,5,1,0,1,12,1,4,0,0,0,0,0,0,5,0,2,2,0,0,11,0,1,2,2,2,0,2,1738,1,1,"London : sold by T. Cooper, at the Globe in Pater-Noster Row, MDCCXXXVIII. [1738].",London,120,male,1662,1742,FALSE,"Mankind might be redeemed, made free firom Sin, and the Corruptions of the Mind through sensual Lusts. WE all mutt own, that the Wisdom of God is hiimfelf, the Power of God is Himself, the Spirit of God is Hi; nfelf: He is that Eternal Spirit , and was never"
1344702327_000023,"The English review of literature, science, discoveries, inventions, and practical controversies and contests.",Gilbert Stuart,89,1,3,2,1,0,0,1,0,1,1,1,0,1,2,0,1,0,0,3,5,1,0,1,4,1,1,3,7,0,1,1,1,3,2,2,0,7,1,11,0,0,2,1,3,0,2,1,0,0,0,2,0,0,1,1,0,0,4,2,1796,27,28,"London [England] : printed for J[ohn]. Murray and S[amuel]. Highly, no. 32, Fleet-Street, M,DCC,XCVI. [1796].",London,611,male,1741,1786,FALSE,"by some mode analogous to generation . If this theory were TRUE , we muss confider this globe itself as an huge animal floating about in space, or perhaps a very refined; aether, according to laws established by the Author of the universe; and mortal men, as well as other"
1232500801_000115,"The sum of Christianity, in four books; containing the faith, the temper, the duty, and happiness, of a true Christian, as held forth in the Scriptures. In two volumes. ... . By Mr William Dalgliesh, Minister of the Gospel at Peebles.",William Dalgliesh,109,0,0,0,0,0,0,1,2,0,0,2,0,1,4,2,0,0,0,1,2,14,5,3,0,1,0,3,2,3,1,1,7,1,0,0,0,3,2,3,0,1,0,0,1,1,3,8,2,1,10,0,3,0,1,8,4,0,1,1,1784,1,2,"Edinburgh : sold by W. Gray, J. Dickson, C. Elliot; and by C. Dilly, London, M.DCC.LXXXIV. [1784].",Edinburgh,439,male,1733,1807,FALSE,"every religious inclination and affetion. Some positef possess fentilnents of justice and benevolence to their fellow- creatures , who yet haave no sincere love and regard to God and the Saviour. Others, like the Pha ritees of old, if they give a firifcr attention to the duties of religion towards"
0450800400_000070,"Bibliotheca technologica: or, a philological library of literary arts and sciences. Viz. I. Theology; or the first Principles of Natural Religion. II. Ethics, or Morality; the Doctrine of Moral Virtues. III. Christianity; or the Substance of the Christian Religion. IV. Judaism; or the Religion and State of the Jews. V. Mahometanism; or the Life, Religion, and Polity of Mahomet. VI. Gentilism; or the Deities and Religion of the Heathen. Vii. Mythology; or an Explanation of Fabulous Histories. Viii. Grammar and Language, particularly of the English Tongue. IX. Rhetoric and Oratory; or the Art of speaking eloquently. X. Logic; or the Art of Reasoning and Persuasion. XI. Ontology; or the Science of Being abstractedly considered. XII. Poetry; or the Art of making Verses or Poems. XIII. Criticism; or Art of judging well of Men and Things. XIV. Geography; or a Description of the World. XV. Chronology; or the Doctrine of Time. XVI. History; with the Original of Nations and Kingdoms. XVII. Physiology; or Science of Natural Philosophy. XVIII. Botany; or the Doctrine of Plants and Vegetables. XIX. Anatomy; or a Description of the Parts of an human Body. XX. Pharmacy; or the Art of making Medicines. XXI. Medicine; or the Theory of Physic and Diseases. XXII. Polity and Oeconomics; or the Doctrine of Society and Government. XXIII. Jurisprudence; or the Knowledge of Law or Right. XXIV. Heraldry; or Art of Blazoning Coat-Armour. XXV. Miscellanies: An Account of the Mathematical Arts and Sciences. By Benjamin Martin.",Benjamin Martin,102,0,6,3,0,4,1,0,0,1,0,0,0,0,0,3,0,2,0,3,1,5,1,2,1,4,1,0,0,5,0,1,0,1,0,8,0,1,1,2,2,0,3,1,1,3,10,3,3,2,0,1,5,2,5,0,1,0,0,3,1776,1,1,"London : printed for the author, and sold by W. Owen, M.DCC.LXXVI. [1776].",London,534,male,1705,1782,TRUE,"first hierarchy contains sold hierar the three most honorary orders , called seraphims, che chy. rubims, and thrones. The second hierarchy consists of three intermediate orders , called dominions, virtues , and powers . The third hierarchy contains the three lowest orders , called principalities, arch angels, and angels. Of"
0184900801_000036,"Sermons. By the late Reverend George Carr, ... In two volumes. ... The fourth edition; to which are prefixed, an elegant engraving and some account of the author.","Carr, George",87,0,2,0,0,1,0,0,0,0,3,3,1,1,1,1,0,3,0,1,0,9,2,1,2,0,0,0,1,1,0,0,0,1,1,0,0,5,3,8,4,4,2,1,0,0,5,3,1,2,2,2,0,0,1,3,1,2,0,3,1782,1,2,"Edinburgh : printed for Charles Elliot, Edinburgh ; and Thomas Cadell, London, 1782.",Edinburgh,414,male,1705,1776,FALSE,"liberal and profuse hand, and gradually conducting us, by the influences of his grace, in the way pointed out by unerring wisdom, to the utmost felicity our nature can admit. The fear of GOD , therefore, that fear which religion recommends, is not a servile principle , is not a"
0177700500_000009,"The analogy of religion, natural and revealed, to the constitution and course of nature. To which are added, two brief dissertations : I. On Personal Identity. II. On the Nature of Virtue. Together With A Charge delivered to the Clergy of the Diocese of Durham, at the Primary Visitation, in the Year MDCCLI. By Joseph Butler, LL.D. Late Lord Bishop Of Durham. A new edition, corrected. With a preface, Giving Some Account Of The Character And Writings Of The Author, by Samuel, Lord Bishop of Gloucester.",Joseph Butler,82,0,0,2,2,1,1,1,0,0,0,1,0,1,0,5,4,0,1,2,5,2,1,0,1,1,1,0,3,1,1,0,1,1,1,1,3,1,3,8,0,0,1,2,0,1,0,1,1,1,4,0,1,5,0,1,1,1,0,6,1788,1,1,"London : printed for J.F. and C. Rivington, and G. and T. Wilkie, in St. Paul's Church Yard; and S. Hayes, Oxford-Street, M.DCC.LXXXVIII. [1788].",London,554,male,1692,1752,FALSE,"and that both in our temporal and religious capacity, Thus Childhood is a state of Discipline for Youth; Youth for Manhood, and that for old Age, Strength of body , and maturity of under tlanding, are acquired by degrees ; and neither of them without continual exercise and attention on"
0540000102_000035,"The gospel recovered from its captive state, and restored to its original purity. By a gentile Christian. In six volumes. Wrote in Defence of Wounded and Despised Truth. ...","Goldie, John",78,1,0,1,2,1,0,2,1,0,0,4,0,0,0,2,0,0,0,0,2,6,0,1,1,0,0,1,1,3,0,1,2,5,2,1,1,3,2,5,2,1,1,1,2,0,3,1,0,3,3,1,0,0,0,1,2,0,2,4,1784,2,6,"London : printed for the author, MDCCLXXXIV. [1784].",London,359,male,1717,1809,FALSE,"rather than by the fubifantial duties of an innocent and beneficent life ; such errors are best correced by opening and enlarging the understandings of men, leading them to distinguish what is most excellent and important, from everything trifling and superficial. That there is an omnipresent, all powerful , rmoft"
0592300200_000007,"An address to the deists, being a proof of reveal'd religion, from miracles and prophecies. In which the principal Objections against the Christian Revelation, and especially against the Resurrection of Jesus, are considered and confuted. In answer to a moral philosopher. The second edition, with large additions, and a preface shewing the folly and danger of deism. By John Jackson, Rector of Rossington in the County of York, and Master of Wigston's Hospital in Leicester.",John Jackson,82,1,0,1,3,1,0,0,4,1,2,2,0,0,0,5,0,0,0,2,1,7,1,2,0,1,1,1,1,2,1,0,1,0,1,0,1,0,4,8,1,0,1,0,1,0,0,2,1,2,8,1,2,1,1,2,3,0,0,1,1762,1,1,"London : printed for J. Whiston and B. White in Fleet-Street, MDCCLXII. [1762].",London,193,male,1686,1763,FALSE,"Gospel teaches the most rational Notions of the Unity of God and his Worship alone free from all suderfiriton, which is the peculiar Excellency of revealed Religion , and what no other System : of Religion that we know of ever * The ancient Religion of Cbi: a was indeed"
0656800200_000011,"The young man's book of knowledge: being a proper supplement to The young man's companion. In six parts, ... By D. Fenning, ... The fourth edition, revised, corrected, and greatly improved. ...",Daniel Fenning,104,1,2,0,1,2,0,6,0,1,2,2,1,4,1,2,1,0,0,4,0,13,0,0,0,1,1,1,0,5,1,2,1,0,1,8,1,2,1,8,2,3,1,0,0,0,6,2,0,6,0,2,1,1,0,0,1,0,2,1,1786,1,1,"London : printed for S. Crowder, and B. C. Collins, in Salisbury, 1786.",London,410,male,1715,1767,FALSE,"answerable, add faith, ""Add virtue , patience, temperance, add love . ""-- -- Then wilt thou not be loth "" To leave this paradi'e, but shalt poefffs "" A Paradise within thee, happie; far."" Let us now return to and again confider the Existence and Attributes of the Almighty. You"
0237200500_000089,"Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a Surgeon, and then a Captain of several Ships.",Jonathan Swift,79,0,1,0,2,6,0,0,0,0,2,1,0,3,5,1,1,1,0,2,0,0,0,5,1,0,0,1,1,1,1,0,0,1,2,2,0,4,1,7,0,1,2,2,1,0,3,1,2,1,0,0,5,2,1,1,3,0,1,1,1759,1,1,"Glasgow : printed by James Knox, and sold at his shop near the Head of the Salt-Mercat, MDCCLIX. [1759].",Glasgow,301,male,1667,1745,TRUE,"a me lancholy and disagreeable impreffon; we are disgusted, not entertained ; vantagcous offer made me to be a captain of the Adventure, a stout merchant man of 350 tuns: for 1 understood navigation well, and being grown weary of a surgeon's tertained; we are flocked, not inftmled, by the"
0220002100_000006,"A short essay, on man's original state, and fall in the first Adam; and of his recovery by Jesus Christ, the second Adam. With some Observations on the Gospel-Call: As Also Some Reflections on the Christian Life.",,101,4,1,2,1,1,0,0,0,0,2,1,3,0,3,1,1,1,0,0,0,5,0,4,1,1,2,7,5,3,1,2,0,3,0,4,5,0,5,9,2,0,0,0,0,1,3,3,0,8,2,0,1,0,1,0,0,0,0,2,1780,1,1,"London : printed for G. Keith, in Gracechurch-Street, [1780?].",London,53,unknown,,,FALSE,"was anathematized,  and cut off by Death , that despised any of the Commandments of Moses. That the Man that did them could only live by them, i. e. he enjoyed the Earthly Inheritance as a consequence of his external obedience; if it means anything else, it must mean"
1001300101_000006,"A new history of the Holy Bible, from the beginning of the world, to the establishment of Christianity. ... To which are added notes, ... The whole illustrated with one hundred and four useful and ornamental maps and sculptures, ... By the Reverend Thomas Stackhouse, ...",Thomas Stackhouse,100,2,1,0,2,0,3,1,0,2,2,0,0,0,2,1,0,2,0,2,1,0,0,6,0,0,2,5,2,2,4,1,0,0,0,0,1,2,4,11,2,0,0,1,1,1,1,6,0,14,4,3,0,1,0,1,4,0,0,0,1752,1,2,"London : printed for John Hinton, 1752.",London,935,male,1680,1752,FALSE,"a due Attention C "" to. () Matth. XIX 4, c. (r) Bishop Wtlliams's Sermons. Religion , Vol. I. (t) Christianity as old as the Creation, pjffm. (j) .7eiitns Reafonabkcnes5 of the Chrislan _ __ I __ I _ ""to these, they might, at any Tiime, be enabled to perceive"
1163400100_000125,"Lectures on the universal principles and duties of religion and morality. As they have been read in Margaret-Street, Cavendish-Square, in the years 1776, and 1777. By the Rev. David Williams. ...",David Williams,90,3,0,0,1,0,3,1,0,0,4,0,0,1,0,1,2,3,0,3,1,6,0,2,2,0,0,2,3,0,0,0,0,1,1,2,0,1,6,9,1,0,3,3,0,0,2,7,1,0,1,2,0,4,0,0,5,0,1,2,1779,1,1,"[London] : Printed for the author; and sold by the following booksellers in London: J. Dodsley; J. Almon, and W. Davis; P. Elmsley; G. Kearsley; and E. and C. Dilly. By Mr. Pissot, at Paris; Mr. Spencer, Jun. at Berlin; and Mr. Bohn, at Hamburgh, 1779.",London,520,male,1738,1816,FALSE,"and wretchedness have so enslaved mankind , that they have often contended that ignorance and wretchedness were their necessary and inevitable portion. Nay, knowledge , in ill conftru&ed communities, has been its own enemy; and in the most enlightened modern nations, the human faculties are so perverted by barbarous institutions,"
1043102900_000030,"The case of reason, or natural religion, fairly and fully stated. In answer to a book, intitled, Christianity as old as the creation. The second edition, revised and corrected. By William Law, M.A.",William Law,130,1,1,0,3,1,0,0,0,2,0,1,0,0,2,4,0,3,0,1,0,8,0,4,0,1,4,7,0,6,10,4,0,3,3,1,2,2,6,19,1,0,0,0,0,0,1,0,0,13,2,2,0,3,0,0,6,1,0,2,1755,1,1,"London : printed for W. Innys and J. Richardson, in Pater-Noster-Row, MDCCLV. [1755].",London,154,male,1686,1761,TRUE,"any dependence upon the opinions or customs of men; but only to show, that we find out this right and wrong, come to a sense of this good and evil , not by any inward strength, or light , that our natural reason of itself affords, but by such external"
0932201800_000002,"Two sermons, viz. I. A faithful portrait of popery: by which is seen to be the reverse of christianity; As it is the Destruction of Morality, Piety, and Civil Liberty. A Sermon preached at St. James's Church, Westminster. II. An earnest exhortation to a manly defence of our happy constitution in church and state. Occasioned by the present Unnatural Rebellion. Preached in Mr. Allen's Chapel at Prior-Park near Bath, and published at his Request. By William Warburton,",William Warburton,94,3,0,1,0,1,0,1,0,2,1,1,1,0,0,3,1,0,0,0,0,5,4,2,1,2,0,4,3,2,0,1,1,0,0,1,0,1,8,9,1,1,2,1,1,0,0,2,0,1,3,2,2,0,0,2,12,4,0,1,1746,1,1,"Edinburgh : reprinted, and sold by G Crawfurd Bookseller in the Parliament-Close, MDCCXLVI. [1746].",Edinburgh,41,male,1698,1779,TRUE,"ill balanced Passions had reduced moral Virtue , in the Pagan World , to so shadowy and precarious an Existence, that the wisest Teachers of it could not forbear lanmenting its helpless Condition, and owning that nothing but a Revelation from Heaven cauld realise and support it. They mistook the"
0025800300_000003,"An inquiry into the human mind, on the principles of common sense. By Thomas Reid, D. D. Professor of Philosophy in King's college, Aberdeen.",Thomas Reid,87,1,1,0,1,4,0,0,0,4,0,3,0,1,3,1,2,0,0,0,5,2,0,7,1,1,2,3,1,2,1,0,0,2,0,1,1,13,1,5,0,2,1,1,1,0,1,3,0,2,0,2,0,1,1,0,0,0,3,0,1764,1,1,"Edinburgh : printed for A. Millar, London, and A. Kincaid & J. Bell, Edinburgh, MDCCLXIV. [1764].",Edinburgh,559,male,1710,1796,TRUE,"Fads relating to fquitintg, - 357 17 Of the esfd of cujfom in eeing objects Jingle, -. 364 18 Of Dr Porterfield's account of ingle and double vision, - - 379 19 Of Dr Briggs's theory, and of Sir Isaac Newton's conjecture on thisubjede, 386 2o. Of perception in general"
1744400100_000040,"Discourses concerning the being and natural perfections of God, in which that first principle of religion, the existence of the Deity, is prov'd, ... By John Abernethy, M.A.",John Abernethy,83,1,1,1,1,2,0,7,0,4,0,0,0,0,4,0,1,1,2,3,1,2,0,4,1,2,0,0,0,0,0,1,1,3,1,1,1,3,2,8,0,1,2,3,1,1,1,2,0,3,0,2,1,0,0,1,2,0,1,3,1740,1,1,"Dublin : printed by R. Reilly, for the author, and sold by John Smith, 1740.",Dublin,407,male,1680,1740,FALSE,"things are plainly co ordered , to one, the whole world conspiring into agreeing harmony, whereas if there were many independent principles , the system of the world mutfl needs have been incoherent and inconfpiring, like an ill agreeing drama, notched up of many impertinent interfirtions. And he concludes that"
0036900700_000023,"Essays: on poetry and music, as they affect the mind; on laughter, and ludicrous composition; on the usefulness of classical learning. By James Beattie, LL. D. Professor Of Moral Philosophy And Logic In The Marischal College And University Of Aberdeen.",James Beattie,73,0,1,3,0,1,0,0,0,0,1,0,1,1,1,0,1,2,2,1,1,0,0,6,3,1,1,1,0,3,1,0,3,1,2,1,0,4,3,5,2,1,0,1,2,2,1,1,0,0,1,1,1,0,3,0,4,1,1,0,1779,1,1,"London : printed for E. and C. Dilly, In The Poultry; and W. Creech, Edinburgh, M.DCC.LXXIX. [1779].",London,526,male,1735,1803,FALSE,"crime of Paris; but, not being able to prevent the war, he thinks it his duty to defend his country, and his father and sovereign, to the last. He too, as well as Achilles, foresees his own death ; which heightens our companion, and raises our idea of his magnanimity."
1014000100_000030,"Remarks on the life and writings of Dr. Jonathan Swift, Dean of St. Patrick's, Dublin, in a series of letters from John Earl of Orrery, to his son, the Honourable Hamilton Boyle.","John Boyle, 5th Earl of Cork",68,0,1,0,1,4,0,1,0,0,2,1,0,4,2,1,1,1,1,2,0,0,0,4,1,0,0,1,1,1,1,0,0,2,1,2,0,3,1,6,0,2,1,1,1,1,2,1,1,1,0,0,3,1,0,1,3,0,2,1,1752,1,1,"Dublin : printed by George Faulkner, in Essex-Street, MDCCLII. [1752].",Dublin,220,male,1707,1762,FALSE,"peculiar frueture of the organs combined with it, is beyond my reach to determine. It is evidently certain, that the body is curiously form ed.with.proper organs to delight, and such as are adapted to all the necessary uses of life . The spirit animates the whole; it guides the natural"
0463200105_000004,"Sermons translated from the original French of the late Rev. James Saurin, Pastor of the French Church at the Hague. ... . on the Attributes of God. By Robert Robinson.",Jacques Saurin,67,0,2,2,1,2,0,1,2,0,0,2,2,3,1,1,1,0,2,0,1,5,3,0,1,1,0,1,0,1,0,3,0,1,1,0,2,0,3,1,2,1,1,0,0,0,1,1,1,2,2,0,2,1,0,1,2,1,2,1,1796,5,6,"London : printed for J. Murgatroyd, No. 73, Chiswell Street, Moorfields. Sold also by Mr. Dilly, in the Poultry; Vernor and Hood, Birchin Lane; Button and Priestley, Paternoster-Row; Mathews, Strand; D. Walker, Holborn; Binns, Leeds; Wilson and Spence, York; Laing, Ogle, Fairbairne, Hunter, and Constable, Edinburgh, 1796.",London,368,male,1677,1730,FALSE,"individuals may be TRUE of collective bodies of men. One church may excel in literature, another in purity of doctrine, a third in simplicity of worship, a fourth in administration of ordinances, a fifth in fwectnefs of temper and disposition, and so on. It is not for us to investigate"
0822401001_000018,"Essays on important subjects, in two volumes. By Daniel Turner, ...","Turner, Daniel",103,0,0,0,0,0,0,2,0,0,1,2,1,2,2,1,0,2,0,2,2,10,0,2,2,0,0,0,1,2,1,1,6,2,0,0,2,2,8,1,4,0,0,0,0,0,4,3,2,3,13,1,0,1,1,3,5,0,0,6,1787,1,2,"Oxford : printed for the author; and sold by J. Buckland, J. Johnson; C. Dilly; and J. Marsom, London; D. Prince in Oxford; and A. Shank, in Abingdon, Berks, 1787.",Oxford,258,male,1710,1798,FALSE,"Reality nothing more than Hypocrisy or Superstition. TRUE Religion , such as I mean , is a vital Principle of divine Love , uniting the Will of a moral Agent with the Will of GOD . TRUE Virtue is the Imitation of GOD , resulting from that Principle ; or"
0532300102_000015,"Sermons upon the following subjects, viz.I. Eternal life the reward of patient continuance in well doing. II. Motal Perfection the ultimate Intention of all the works and ways of God. III. The nature of Enthusiasm. IV. Christianity the Spirit of Power. V. Christianity the Spirit of Love. VI. Christianity the Spirit of Wisdom, and of a sound Mind. Vii. The nature and faculties of the human Soul; and particularly the operations of the Understanding. Viii. Of the Will, of Liberty, and particularly of moral Liberty. IX. Of the Affections. X. Of Reason and Conscience. XI. The Loss of the Soul, and the Torments it may suffer in a future State. XII. The Loss of the Soul opposed to temporal acquisitions. XIII. The Happiness of the Righteous. XIV. The Greatness of God, and of his Works. XV. The Dissolution of the material System, and the final Consummation of all things. XVI. Communion with God explained. XVII. Of the Reverence a man owes to himself. XVIII. Of friendship. By the late Rev. James Duchal, D.D. ...",James Duchal,107,0,0,5,2,0,0,0,2,0,0,1,1,2,1,3,0,3,2,1,0,10,4,0,0,0,1,9,0,3,14,0,9,2,1,1,1,5,4,0,0,0,0,1,1,0,3,2,0,0,0,5,1,2,0,2,0,0,0,3,1762,2,3,"London : printed for A. Millar, in the Strand, MDCCLXII. [1762].",London,503,male,1697,1761,FALSE,"dwevll in their hearts h) faith, (which is the fruit of divine light ,) ald that they might be rooted and grounded in love ; and what indeed, should the fullness of God be, which is spoken of in the text, but a fullness of these two? The truth is,"
0303900101_000086,The philosophical principles of natural and revealed religion. Unfolded in a geometrical order by the Chevalier Ramsay Author of the Travels of Cyrus.,Andrew Michael Ramsay,123,1,0,0,0,4,1,0,0,1,0,5,0,1,6,9,1,2,1,5,0,11,2,0,0,5,0,0,3,3,5,0,11,0,2,5,0,0,2,9,1,1,6,6,0,0,1,3,1,1,0,1,4,1,0,1,0,0,0,1,1748,1,2,"Glasgow : printed and sold by Robert Foulis, MDCCXLVIII. [1748]-49.",Glasgow,545,male,1686,1743,TRUE,"because we do not perceive its sovereign Beauty, or because we feel pleasure in departing from it. There can therefore be but two possible ways of curing moral evil , and Rr reclaiming lapsed intelligences; the sensation of pleasure in the discovery of truth, or the sensation of pain in"
1700500400_000002,"The works of Mrs. Chapone, adressed to a young lady.",Hester Chapone,90,1,1,0,0,1,0,0,0,2,2,3,1,2,1,1,1,2,3,3,0,11,2,3,0,1,1,0,1,4,1,0,6,0,2,0,1,4,1,3,0,0,0,0,0,1,2,2,0,1,3,2,0,0,3,5,5,0,1,0,1793,1,1,"London : Printed for J. Warlters, MDCCXCIII. [1793].",London,312,female,1727,1801,TRUE,"them. Virtue and happiness are not attained by chance, nor by a cold and languid approbation; they must be fought with ardour, attended attended to with diligence, and every assistance mufl be eagerly embraced that may enable you to obtain them. Confider , that good and evil are now before"
0991400104_000096,"The works of the late Right Honorable Henry St. John, Lord Viscount Bolingbroke. In five volumes, complete. Published by David Mallet, ...","Henry St John, 1st Viscount Bolingbroke",115,0,0,1,0,0,1,0,0,1,0,2,0,0,4,3,3,0,0,0,1,11,0,2,1,2,4,8,12,1,0,1,1,1,2,1,4,1,7,9,1,1,1,0,0,0,1,0,1,3,3,6,0,0,4,0,3,3,4,0,1754,4,5,"London : printed in the year, 1754.",London,634,male,1678,1751,TRUE,"the operations of a superior, though unintelligent power , the course of which he cannot alter, and mufl therefore conform himself to it in order to be happy; and something of this kind even GROTIUS * was forced to allow, a little unwillingly, when he said -- "" et haec"
0125600202_000027,"One hundred and twenty popular sermons, by Philip Pyle, M. A. Rector of Castle Rising, and Lynn St. Edmund, in Norfolk. And Editor of his Father's Sermons. In Four Volumes. ...","Pyle, Philip",73,0,1,0,1,3,1,0,0,1,0,4,0,2,1,1,1,1,0,2,0,6,0,3,1,1,2,3,0,2,1,1,1,1,0,1,0,5,2,3,1,1,0,2,1,0,3,0,0,4,0,2,0,1,1,0,1,0,2,2,1789,2,4,"Norwich : printed for the author, by R. Beatniffe, M,DCC,LXXXIX. [1789].",Norwich,519,male,1722,1799,FALSE,"bodies , will teach us to set a due value upon each; will will give us a just esteem, both of our neighbour and ourselves. It is owing to the want of kuowiig themselves, that we see many men, by a foolifl and vicious behaviour, degrading themselves so low, as"
0399300700_000016,"Institutes of moral philosophy. By Adam Ferguson, LL. D. Professor of Moral Philosophy in the University of Edinburgh.",Adam Ferguson,99,0,5,1,2,1,1,0,0,0,1,1,1,2,3,0,0,4,0,0,5,6,0,2,1,0,0,1,12,2,0,2,0,0,0,1,0,1,11,14,0,1,2,1,1,1,1,1,0,1,1,2,1,3,0,0,1,0,0,2,1800,1,1,"Basil : printed and sold by James Decker. Paris, sold by Levrault freres, Quai Malaquai, 1800.",Basel,256,male,1723,1816,TRUE,"on the degree of courage they possess; not on what they gain for thelnfelves or others, but on the degree of ardour and affection they exert. Moral evil is the b!emihi of man's nature , flort of what is perfect or right; and what he himself feels on this subject"
0850300700_000044,"Essays on the Characteristics. By John Brown, M.A.",John Brown,85,1,0,1,0,0,0,0,0,5,2,1,0,1,4,0,0,4,0,0,2,2,0,2,1,1,0,0,3,1,1,3,1,4,0,0,0,2,1,5,2,4,0,1,0,0,3,6,1,1,5,5,1,2,0,1,2,2,1,0,1751,1,1,"London : printed for C. Davis, against Gray's-Inn-Gate, Holborn, MDCCLI. [1751].",London,417,male,1735,1766,TRUE,"- deserted. Now as it is clear from the Course of there Observations , tlat nothirig can work this great Effect, but what can pidduce ""an entire and uriiverfal Coincidence be"" "" private and public Happiness; "" fc is it equally evident, that nothing can es feetually convince Mankind ,"
0949100700_000065,"The analogy of religion, natural and revealed, to the constitution and course of nature. To which are added, two brief dissertations: I. on personal identity. II. on the nature of virtue. Together with a charge delivered to the Clergy of the Diocese of Durham, at the Primary Visitation, in the year MDCCLI. By Joseph Butler, LL. D. Late Lord Bishop of Durham.",Joseph Butler,106,1,0,3,1,0,1,0,1,1,0,2,0,1,0,0,1,0,0,0,4,3,0,2,0,1,1,0,4,2,2,1,0,5,2,2,2,0,5,16,2,0,0,0,4,3,1,1,0,6,10,3,0,2,0,0,2,1,2,5,1791,1,1,"London : printed for J. F. and C. Rivington, No 62, St. Paul's Church Yard, G. and T. Wilkie, No 57, Paternoster-Row; and S. Hayes, Oxford-Street, MDCCXCI. [1791].",London,556,male,1692,1752,FALSE,"commanded those things, which are commanded in Christianity; it is evident, at first sight, that it cannot in any wise be an indifferent matter , whether we obey or disobey those commands: unless we are certainly assured, that we know all the reasons for them, and that all those reasons"
