PassageID,Title,Author,Total termFreq,termFreq(accord),termFreq(account),termFreq(appear),termFreq(author),termFreq(believ),termFreq(book),termFreq(build),termFreq(carri),termFreq(christ),termFreq(church),termFreq(death),termFreq(earth),termFreq(end),termFreq(faith),termFreq(father),termFreq(feet),termFreq(follow),termFreq(foot),termFreq(form),termFreq(gener),termFreq(glori),termFreq(god),termFreq(grace),termFreq(half),termFreq(hall),termFreq(hand),termFreq(heart),termFreq(holi),termFreq(hous),termFreq(kind),termFreq(king),termFreq(know),termFreq(labour),termFreq(laid),termFreq(law),termFreq(life),termFreq(littl),termFreq(live),termFreq(love),termFreq(manner),termFreq(mean),termFreq(natur),termFreq(neat),termFreq(nothig),termFreq(observ),termFreq(order),termFreq(peopl),termFreq(person),termFreq(piec),termFreq(power),termFreq(reason),termFreq(receiv),termFreq(set),termFreq(sever),termFreq(spirit),termFreq(think),termFreq(water),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
1470400400_000161,"A collection of sermons on several subjects. Preach'd, some by the Rev. Ebenezer Erskine, M.A. Minister of the Gospel at Stirling; and others by the Rev. Ralph Erskine, M.A. Minister of the Gospel at Dumfermline, and author of the Gospel-sonnets. With a preface by the Rev. Mr. Thomas Bradbury.","Blanchard, Joshua",84,1,1,0,0,0,0,0,1,9,2,2,2,1,1,2,0,2,1,0,0,5,16,1,0,0,2,1,2,0,0,1,3,0,0,5,1,2,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,1,2,1,1,3,4,0,2,1744,1,1,"Boston : Printed [by Rogers and Fowle] for Joshua Blanchard at the Bible and Crown in Dock-Square, 1744.",Boston,699,unknown,,,FALSE,"own day, what melancholy cries and complaints are going W Iup up to heaven, through several corners of the land, to the Godof Shabaoth, the great King of Zion, against some set of men, who meet together in ajudicative capacity even in this city? And I don't know but some"
0574801000_000074,"Fundamentals of religion in faith and practice; or, an humble attempt To place some of the most important Subjects of Doctrinal, Experimental, and Practical Divinity in a clear and scripture Light. By Dan Taylor.","Taylor, Dan",76,1,0,0,0,4,0,0,0,5,3,1,3,1,3,3,1,0,0,0,0,4,12,0,1,0,1,1,2,3,1,3,1,1,0,0,3,1,2,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,2,1,3,1775,1,1,"Leeds : printed for the author, 1775.",Leeds,383,male,1738,1816,FALSE,"things,"" even all the afflietive dispensations of providence, "" work together for your good) You must not, indeed, expet to arrive at the regions of glory , without some trouble in the way. "" Many are the afflictions of the righteous,"" and "" through szlch tribulations"" very frequently,; the saints"
1330600600_000004,"The connection between true godliness and the promises of the Gospel. In two discourses preach'd at the Presbyterian Church in Newbury. By Jonathan Parsons, A.M. Minister of the Gospel there.","Russell, Ezekiel",96,0,0,1,1,0,1,1,0,4,1,0,0,1,5,0,0,0,0,0,1,1,16,3,0,0,4,16,6,2,0,0,1,1,1,3,2,0,6,2,0,1,1,0,0,1,0,1,1,0,1,0,0,0,2,1,1,0,1,4,1,1759,1,1,"Boston, New-England : Printed and sold by Green & Russell, at their printing-office in Queen-Street, M,DCC,LIX. [1759].",Boston,31,male,1743,1796,FALSE,"there may be some among us, that,. frojm.? Rom. VI 13, 14 from the dread of punishment in cafe of disobedience,; re careful to observe the several duties enjoined upon them. They hope to escape hell and gain heaven by their own works of righteoufbers, and therefore they may be"
1288200900_000004,"Uniformity examined, whether it be found in the gospel, or in the practice of the churches of Christ. By William Dell, Master of Gonvil and Caius College, Cambridge, Author of Right Reformation-Christ's Spirit a Christian's Strength-Beauty, Building, &c. of a Spiritual Church-Way of True Peace and Unity-Crucified and Quickened Christian-Stumbling Stone. - Doctrine of Baptisms-Trial of the Spirits-Luther's Testimonies, &c. &c. Originally published in 1651. Now particularly recommended to be read in these times.","Dell, William",102,1,0,0,1,1,1,0,1,10,13,0,0,0,3,1,0,2,1,2,0,1,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,0,1,4,1,1,2,5,17,2,0,6,6,1,1794,1,1,"London : published for G. Terry, No. 54, Paternoster-Row. - As there may be spurious or mutilated Copies published, the Public are requested to be particular in giving Orders for Terry's Verbatim Edition, [1794?].",London,17,male,,,FALSE,"do the Presbyters mean by uniformity? Would they have the Word preached, and the sacraments adminiilered, and the name of God called on, aid all this done in fplirit and truth in the churches of Chrfii? This truly is unity, and not uniformity, and such an unity as no man"
0875300800_000002,"Jesus Christ, a tried foundation: in a sermon, preached at New Broad Street, March 2, 1800; on the much lamented death of the late Reverend John Stafford, D.D. who departed this life Feb. 22, 1800. By Daniel Fisher, D.D. To which is added, an address at the interment, by the Rev. Joseph Barber. Published at the unanimous request of the family, the Church, and the congregation.","Barber, Joseph",69,1,1,0,0,1,1,3,1,5,4,0,1,0,1,1,0,1,0,1,2,1,5,3,0,0,1,0,2,1,1,0,0,0,5,0,2,2,7,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,4,1800,1,1,"London : sold by Goadby and Berry, Stationers, Sweeting's Alley; T. Conder, Bucklersbury; W. Button, Paternoster-Row; and E. Palmer, 85, Cheapside. And printed by Bye and Law, St. John's-Square, Clerkenwell, 1800.",London,38,male,1727,1810,FALSE,"them who are his, their names are in the book of life , they belong to the election of grace , are redeemed by the blood of the Lamb, and are under ( 9) tinder the governing influence of the I ioly Spirit . These are a peculiar people ,"
0308600400_000076,"A collection of hymns, for the use of the people called Methodists.",John Wesley,92,0,0,3,1,5,0,2,0,6,0,1,0,1,5,2,0,0,1,0,0,2,3,6,0,4,2,7,3,0,1,1,4,0,1,1,3,1,1,8,1,0,2,0,0,0,0,0,0,0,2,0,2,1,0,5,0,0,3,1,0,1786,1,1,"London : printed by J. Paramore, at the Foundery, Upper Moorfields, MD.CC.LXXXVI. [1786].",London,524,male,1703,1791,TRUE,"the drooping lead, And heal the sick, and raise the dead. 4 Come, O my comfort and delight! My strength, and health, my shield, and fun; My boast, and confidence, and might, My joy, my glory , and my crown! mygofpel hope. my calling's prize; My tree of life ,"
0108601300_000003,"The lordship of Christ considered, as it extends both to the dead and living; and as acquired by his dying, rising again, and reviving. In two sermons preach'd at the merchants lecture at Salters-Hall, July 28, and Aug. 11, 1724. By S. Wright. Publish'd at the Request of the Gentlemen that support the said Lecture, and the Ministers then present.",Samuel Wright,97,1,0,0,2,1,0,0,1,14,11,4,3,0,2,0,0,0,0,1,1,3,4,3,0,0,0,0,4,0,0,4,1,1,0,1,6,0,2,1,1,2,1,0,0,0,3,1,1,0,4,0,0,2,1,0,0,0,4,0,6,1724,1,1,"London : printed for Eman. Matthews at the Bible in Pater-Noster-Row, M.DCC.XXIV. [1724].",London,49,male,1683,1746,FALSE,to it as no mean part of his Dominion. He therefore bears the title of HEAD OF THE churchi including both the visible and invisible part of it. Ambitious men may set up themselves for Lawgivers and Judges in the Church of CHRIST i and the powers of this earth
0970200101_000116,"A system of divinity and morality; in a series of discourses on all the essential parts of natural and revealed religion: compiled from the works of Atterbury, Balguy, Barrow, Bentley, Beveridge, Blackhall, Bundy, Burnet, Ben. Calamy, Clagett, Clarke, Dorrington, Gibson, Goodman, Hickman, Hole, Hopkins, Hort, Jackson, Ibbot, Littleton, Lupton, Moore, Moss, Pearson, Rogers, Sharp, Synge, Stanhope, Stillingfleet, Tillotson, Wake, And others. To which are added, some occasional discourses. The whole revised and corrected by Ferdinando Warner, LL.D. In four volumes. ...",Ferdinando Warner,103,0,0,1,1,2,0,0,0,5,6,2,2,2,4,3,0,1,0,0,1,0,17,5,0,0,0,1,10,0,1,0,0,0,0,8,2,0,3,3,1,2,2,0,0,1,1,0,2,0,0,0,2,1,0,4,0,0,4,1,2,1765,1,4,"London : printed for J. Moore; and R. Baldwin, and Hawes, Clarke and Collins in Pater-Noster-Row, 1765.",London,489,male,1703,1768,FALSE,"Christ gathered a church by his apostles, which afterwards mightily increased, and will do so to the end of the world ; which is holy in refpet: of him who was the author , as well as to its ends , institution, and administration; which is really so in refpet"
1228600500_000019,"The preaching of Christ crucified, recommended to Gospel-Ministers. A sermon on I Cor. ii. 2. Preach'd at the ordination of James Smith A.M. at Stockport in Cheshire, by James Sloss A.M. Minister of the Gospel at Nottinghame. And also, Mr. Smith's Confession of faith: together with the charge or exhortation given to him, by Mr. Peter Walkden Minister of the Gospel at Holcome in Lancashire.","Sloss, James",79,4,1,1,0,7,0,0,0,5,4,3,2,2,3,1,0,1,0,0,0,2,9,3,0,1,0,1,3,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,1,0,2,2,0,1,1,4,0,1,3,0,1,2,0,2,1742,1,1,"Edinburgh : printed by J. Lumisden and J. Robertson: and sold by G. Crawfurd and J. Traill in the Parliament-Closs, J. Stark in Dundee; and also by R. Whiteworth in Manchester, and other booksellers in town and country, M.DCC.XLII. [1742].",Edinburgh,75,male,1698,1772,FALSE,"ariseth the Certainty and Infallibility of the Saints Perieve rence, .70ohn X z8. I believe , that all the Saints being united to Jesus Christ their Head by his Spirit , and by Faith , have fellowihip with him in his Graces , Sufferings. Death , Refurretion and Glory :"
1432100300_000187,"Sermons on several occasions. By the Rev. John Wesley, M.A. late fellow of Lincoln College, Oxford.",John Wesley,86,0,1,0,0,2,0,4,1,5,0,0,2,2,3,1,0,0,0,0,0,3,13,2,0,1,1,1,1,3,0,1,7,0,1,0,6,0,4,6,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,2,2,1799,1,1,"Leeds : Printed by Edward Baines. Sold by T. Hannam, the preachers in the New Itinerancy, and the booksellers, MDCCXCIX. [1799].",Leeds,736,male,1703,1791,TRUE,"Lord his God with all his heart , and with all his mind and soul and strength. He alone shall enter into the kingdom of heaven, who in t his spirit doth good unto all men; and who being for this cause despised and rejected of men; being hated, reproached"
0476500900_000017,"A short and plain instruction for the better understanding of the Lord's Supper: with the necessary preparation requir'd: for the benefit of young communicants, and Of such as have not well Consider'd this Holy Ordinance. To which is annex'd, the office of the Holy Communion. With proper Helps and Directions, for joining in every Part thereof with Understanding and Benefit. By the Right Reverend Father in God, Thomas Lor Bishop of Sodor and Man.",Thomas Wilson,107,4,0,0,2,3,0,0,0,4,5,0,1,4,3,7,0,3,0,0,0,4,15,0,0,0,1,4,7,0,0,6,1,1,0,2,2,0,3,0,2,0,0,0,0,5,0,4,2,0,2,1,1,0,0,0,1,0,3,1,3,1756,1,1,"Dublin : printed for John Exshaw in Dame-Street, M,DCC,LVI. [1756].",Dublin,180,male,1663,1755,FALSE,"that all our Thoughts are known to, and will be judged by, him, at the great Day. WHOEVER confiders the effects of Men's Disobedience to these Laws , in the Lives of Idolaters, common Swearers, Profaners of the Lord's Day, Undutiful Children, Rebellious Subjects, Murderers of Men's Lives and Reputations,"
0081000102_000530,"An exposition of the New Testament, both doctrinal and practical: in which is Inserted I. A correct Copy of the Sacred Text, and the Genuine Sense thereof given; II. The Truths of the Christian Religion are set in a plain and clear Light; III. Difficult Places explained; IV. Seeming Contradictions reconciled; and V. Whatever is Material in the Various Readings, and the several Oriental Versions, is Observed. The whole Illustrated and Confirmed from the most Ancient Jewish Writings. By John Gill, D.D. ...",John Gill,92,0,1,0,0,1,0,1,1,7,0,4,0,0,2,2,0,1,0,0,0,5,5,2,0,2,2,2,2,0,1,0,6,0,0,0,1,6,1,15,2,0,0,0,0,4,1,2,2,0,2,2,0,2,0,1,0,0,1,1,2,1774,2,5,"London : printed for George Keith, in Gracechurch-Street, MDCCLXXIV. [1774]-76.",London,678,male,1697,1771,FALSE,"finished: could not comee now, yet they should hereafter, And God is gloried in him. The glory of God all of them, as well as Peter, t. 36 was great, in the salvation of his elect by the death 34-a new commandment I give unto you, of Christ ; for"
0532001401_000088,"The expository works, with other remains, (some of which were never before printed), of Robert Leighton, ... In two volumes. ...",Robert Leighton,64,1,0,0,0,8,1,3,0,4,3,0,4,3,2,0,0,1,1,0,0,1,3,1,1,0,1,1,1,1,0,1,1,0,3,1,1,0,1,0,0,0,3,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,4,2,0,1798,1,2,"Edinburgh : printed for Bell & Bradfute, J. Dickson, W. Laing, J. Fairbairn, J. Ogle, J. Guthrie, and Arch. Constable: and M. Ogle, Glasgow. And for [6 others in] London, 1798.",Edinburgh,520,male,1611,1684,FALSE,"refurrelion): but also to signify the freeness of his grace , in giving his Son to be a foundation of hap pinel' to man, without the least motion from man, or motive in man, to draw him to it. And this seems to be signified by the unexpeted inserting of"
0455300102_001322,"The practical works of the late reverend and pious Mr. Richard Baxter, in four volumes. With a preface; giving some account of the author, and of this edition ... Together with alphabetical tables to each volume.",Richard Baxter,92,0,0,0,0,1,0,1,0,5,1,1,0,1,2,0,0,0,0,1,1,6,15,3,0,0,1,1,5,0,1,0,1,2,1,0,2,1,6,10,0,1,2,0,0,0,1,1,0,1,2,0,2,1,0,0,1,0,1,6,4,1707,2,4,"London : printed for Thomas Parkhurst; Jonathan Robinson, and John Lawrence, 1707.",London,973,male,1615,1691,FALSE,"Means ; and appointed to Commemorate that Work of Power in Crea the saving Work which they must proceed in, is thank tion, to the firt Day of the Week, That it might bejpent Jitlly to obey that Redeemer bwhom they believe in. So that as a weakly diay of"
0756202900_000004,"Truth and love united: a sermon, preached before the correspondent board in London of the honourable Society in Scotland ... for Propagating Christian Knowledge in the Highlands and Islands, ... At Salters' Hall, ... April 6th, 1774, by William Langford, ...","Langford, William",84,1,2,0,1,3,0,2,0,6,3,0,2,1,7,1,0,0,1,0,0,0,11,5,0,0,0,2,4,2,0,0,0,1,0,2,1,0,3,0,4,0,1,0,0,2,0,0,2,0,4,2,0,0,1,1,0,0,3,1,2,1774,1,1,"[London?, 1774].",London,41,male,1704,1775,FALSE,"ordained to this condemnation, ungodly men, turning the grace of our God into lasciviousness, and denying the only Lord God and our Lord Jesus Christ . These deceivers got into the society ofchriftians by a ferpentile guile and art, before their bad principles and manners were known; they were described"
1478300900_000012,"Bridgwater's monitor. Two sermons, preached unto a new-assembly, of Christians at Bridgwater. On, 14d. VI. m. 1717. A day of prayer kept by them, at their entring into the new-edifice, erected for the worship of God among them. The first, by James Keith, Pastor of the church in Bridgwater. The second, by Samuel Danforth, Pastor of the church in Taunton. With a preface of Dr. Increase Mather, and Dr. Cotton Mather.","Danforth, Samuel",125,0,0,5,0,1,0,3,1,8,10,1,8,1,1,1,0,0,0,4,1,7,17,12,0,1,0,4,2,1,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,6,0,0,0,1,3,0,1,1,10,9,1717,1,1,"Boston : Printed by T. Crump, for Samuel Phillips, and sold at his shop in King-Street, 1717.",Boston,78,male,1666,1727,FALSE,"doth appear in his Glory unto each of their Souls. The calling and gathering of them out of the World (which lyesin wvickedefl) unto himfelfby ant holy and effectual calling unto their real and thorough Conwerfion, is a gloriouscreation work of God : so is also the preserving of Grace"
1120600103_000054,"The arguments of the books and chapters of the Old and New Testaments, with practical observations. Written originally in French, by the Reverend Mr. Ostervald, Professor of Divinity, and one of the Ministers of the Church at Neufchatel in Swisserland: And by him presented to the Society for promoting Christian Knowledge. Translated by John Chamberlayne, Esq; in three volumes. ...",Jean-Frédéric Osterwald,80,0,0,0,3,4,0,1,0,13,0,4,0,1,1,1,0,2,0,0,1,2,7,1,0,0,0,2,5,2,0,0,2,1,0,0,1,1,0,1,1,0,0,0,0,3,1,2,1,0,2,2,1,0,2,1,0,3,1,1,3,1749,3,3,"London : printed for B. Dod, bookseller to the Society for Promoting Christian Knowledge, at the Bible and Key in Ave-Mary Lane, near Stationers-Hall, M.DCC.XLIX. [1749].",London,486,male,1663,1747,FALSE,"sins of mankind, and would pour upon them the gifts of God's holy spirit . It is for this reason , that John the baptist said, Behold the lamb of God , which laketh away the sin of the world . And, This is he which baptizcth with the holy"
0459500100_000398,"A journal or historical account of the life, Travels, Sufferings, Christian Experiences, and Labour of Love, in the work of the ministry, of that Ancient, Eminent, and Faithful Servant of Jesus Christ, George Fox.",George Fox,92,2,0,0,0,1,0,0,0,9,2,2,1,4,1,1,1,1,0,0,0,3,13,1,0,0,0,0,3,0,1,2,0,2,1,1,5,0,2,2,0,0,0,0,0,0,11,5,0,0,3,0,1,0,1,5,0,0,2,2,1,1765,1,1,"London : printed by W. Richardson and S. Clark. Sold by Luke Hinde, in George-Yard, Lombard-Street, and the booksellers in London and Westminster, M.DCC.LXV. [1765].",London,770,male,1624,1691,FALSE,"and principali  ties, yet there is nothing able to separate you from the love of God  which ye have in Christ Jesus. In that love dwell, which bears · all things, and fulfils the law ; in which edify one another, and be  courteous, kind , and"
0973100800_000067,"The posthumous works of the late Reverend Mr. A. M. Toplady: containing, I. Excellent passages selected from the writings of eminent divines, together with some sayings of his friends, and other observations of his own. II. Short memorials of God's gracious dealings with his soul. III. A collection of letters. IV. A short history of England. Published by his executor.",Augustus Toplady,72,0,0,0,0,5,1,1,1,3,2,2,1,0,3,0,1,0,0,0,1,1,11,4,0,0,2,3,0,1,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,3,1,4,1,1,1,2,0,1,0,1,1,1,1,4,1,1780,1,1,"London : printed for J. Mathews, No 18, in the Strand; G. Keith, Gracechurch-Street; R. Bishop, No 2, Great Newport-Street; Hogg and Macgowan, Paternoster-Row; Murray, No 25, Princes-Street, Leicester-Fields, MDCCLXXX. [1780].",London,473,male,1740,1778,FALSE,"of the present restless Enemys to the Church of England, if their innovating Wishes were to take Effect. -1772 i66 aperfon was lately observing , of some fine ornamental China on hischimney piece , that "" the Elegance of "" it's Figures, and the Perpetuity of it's Colours, "" were"
0449300100_000031,"Evangelical sermons. By Thomas Adam, Rector of Wintringham, in Lincolnshire.","Adam, Thomas",90,1,0,0,1,2,0,0,1,5,1,3,1,1,6,3,1,1,0,0,0,7,8,4,0,0,4,3,5,0,0,0,1,0,0,0,2,0,2,3,0,1,0,0,0,0,0,0,0,0,5,0,3,2,0,7,0,1,0,2,3,1781,1,1,"London : printed for J. Buckland, in Pater-Noster Row; and T. Browne, at Hull, M.DCC.LXXXI. [1781].",London,426,male,1701,1784,FALSE,"with authority in his own hands to carry all his gracious designs for our good into effect, and dispense all the purchases of his life and death : of which the first was sending the Holy Ghost. He did this remarkably at the day of Pentecost; he is always doing"
0134601300_000004,"The cleansing fountain opened. A Sermon On 1 John i. 7. occasioned by the death of Mrs. Elizabeth Bensted, On March 11, 1773. By John Macgowan.",John Macgowan,70,0,0,0,2,1,0,1,1,5,1,2,1,2,2,1,0,0,0,0,0,2,5,2,0,2,1,4,5,1,0,0,0,0,0,2,0,0,2,1,1,0,1,0,0,1,1,1,2,0,3,0,1,1,0,2,0,0,1,5,4,1773,1,1,"London : printed for G. Keith, in Talbot Court, Grace-Church-Street; J. Johnson, at No. 72, in St. Paul's Church Yard; A. Bell, in Aldgate; and J. Matthews, in the Strand, 1773.",London,43,male,1726,1780,FALSE,"of heart defilement, impure workings of thought, iniquitous words and works . Stronger language could not be used, than the divine Author of the scriptures hath chosen in a variety of places, to set forth the sufficiency of the Redeemer's atoning sacrifice. You recollect that blessed paltage which you heard"
0952800701_000371,"Gospel mysteries unveil'd: or an exposition of all the parables, and many express similitudes contained in the four evangelists, spoken by our lord and saviour Jesus Christ: Wherein also many things are doctrinally handled, and practically improved, by way of application. By Benjamin Keach, author of [...] a key to open scripture metaphors.",Benjamin Keach,93,3,0,1,1,3,1,0,2,1,1,1,0,2,2,0,13,0,0,0,0,2,9,3,0,0,0,4,7,1,0,1,0,0,0,0,9,0,4,2,1,1,3,0,0,0,0,2,2,0,0,0,0,2,0,4,1,0,1,1,2,1701,1,2,"London : printed by R. Tookey, and are to be sold by William Marshall, at the Bible in Newgate Street, and at the Bible in Grace-Church-Street, 1701.",London,530,male,1640,1704,FALSE,"and not only his Condition, but his Conversation. Believers are exhorted to put offtbeirformerconverfation; eph.4.22 and as they are made free, and become the Servants of Righteousness, they haoo Roma their Fruits unto Holineis. 2 They The Parable of the Prodigal Son. i A heave 2 They that have these"
0287300800_000050,"Private thoughts on religion, and other subjects connected with it, extracted from the diary of the Rev. Thomas Adam, late Rector of Wintringham. To which is prefixed a short sketch of his life and character.","Adam, Thomas",90,0,1,1,0,3,0,0,0,8,0,0,1,1,4,0,0,0,0,0,0,1,9,2,1,0,1,3,4,0,1,0,5,1,0,5,1,1,2,6,0,1,2,0,0,0,3,0,1,0,3,1,2,0,0,3,2,0,1,8,1,1795,1,1,"York : printed by G. Peacock, and sold by C. Dilly, in the Poultry, and J. Mathews, in the Strand, London; by all the booksellers in York; and T. Browne, Hull, MDCCXCV. [1795].",York,325,male,1701,1784,FALSE,"but partly by faith , and partly by works , and, they will accept of Christ to make good deficiencies. But they might as well make sure work of it, and take him for all. For their very best works , it is to be feared, will make but a."
0124700100_000039,Ten sermons on practical subjects. By James Fanch.,"Fanch, James",107,0,1,1,0,5,0,1,0,12,3,3,0,0,1,0,0,0,0,1,1,4,5,14,0,0,0,2,4,0,0,0,1,2,2,0,7,0,4,12,1,3,3,0,0,1,0,1,1,0,3,1,0,0,0,2,0,0,1,0,4,1768,1,1,"London : printed for G. Keith, in Grace-Church-Street, MDCCLXVIII. [1768].",London,408,unknown,,,FALSE,"suffered, or thought he might susser at Jerusalem, moved him; neither did he count his life dear unto himself, so that he, might finish the course of his ministry with joy ; and elsewhere he gives the reason for it. For the love of Christ conftraineth us, because ixe thus"
1739600300_001028,"Expository notes, with practical observations, on the New Testament of our Lord and Saviour Jesus Christ. ... By William Burkitt, ...",William Burkitt,71,0,0,0,0,1,0,1,1,6,2,1,2,2,2,1,0,4,0,0,1,2,3,2,0,0,1,1,3,0,0,0,2,3,0,0,2,0,3,3,0,3,1,0,0,3,1,5,4,1,0,1,0,0,0,1,0,0,1,1,0,1772,1,1,"Edinburgh : printed (according to Act of Parliament) for W. Darling, and sold by him, at his shop, Edinburgh; D. Baxter, J. Knox, Dunlop & Wilson, J. Duncan, C. Hutchinson, Mrs. Gilmour, Glasgow; A. Weir, Paisley: and by most other booksellers in Great Britain, 1772.",Edinburgh,846,male,1650,1703,FALSE,"pa ltors, or spiritual guides declared; and this ia twofold: (r.) They are to know them, and this wicd a knowledge of observation , and with a knowledge of approbation, and with a. knowledge of imitation. -2 [hey are highly to esteem them, paying honour to the function, reverence to"
1748500300_000017,"A short and plain instruction for the better understanding of the Lord's supper; with the necessary preparation required: for the benefit of young communicants, ... To which is annexed, the office of the Holy Communion. ... By the late Right Reverend Father in God, Thomas, Lord Bishop of Sodor and Man.","Wilson, Thomas",107,3,0,1,1,3,0,0,0,4,5,0,1,4,3,7,0,4,0,0,0,4,14,0,0,2,1,6,6,0,0,5,1,1,0,3,2,0,3,0,3,0,0,0,0,5,0,4,2,0,2,0,0,0,0,0,0,0,3,1,3,1792,1,1,"London : printed for F. and C. Rivington, 1792.",London,222,male,1663,1755,FALSE,"in our Hearts we beseech Thee. Observations . their Peril, to ruin them feives and others by such wicked Ways. The wi/dom of God and his Goodnejs to us, appears in this Command: I laying a Reffraint upon the very evil Defres of our Hearts , because this is the"
0309000700_000003,"The constitution and order of a gospel church considered. By J. Fawcett, A.M.",John Fawcett,91,0,1,1,0,5,0,1,0,5,21,0,0,1,1,1,0,1,0,4,0,1,7,4,0,1,0,2,2,0,1,0,0,0,1,0,1,0,2,2,1,1,2,0,0,2,1,1,5,0,0,0,2,0,1,3,0,1,3,0,2,1797,1,1,"[Ewood Hall] : Printed and sold at Ewood Hall, near Halifax [by John Fawcett] Sold also by T. Wills, Stationer's Court, Ludgate Street; Johnson, St. Paul's Church Yard; W. Button, Paternoster-Row; Knott, Lombard Street, and Martin, No. 27, Great Russel-Street, Bloomsbury, London, 1797.",Midgley_eEwood Hall,57,male,1739,1817,FALSE,"as the only Saviour, and of their hope of eternal life through him. They confefred, as wi; h one voice, "" We believe that through the grace of the Lord Jesus Christ we hall be saved."" * On this profcllion of their faith , they were baptised in water ,"
0448800400_000004,"A vindication of the Seventeenth Article of the Church of England, from the aspersions cast on it in a sermon lately published by Mr. John Wesley. By John Oulton.","Oulton, John",91,3,0,0,2,3,3,0,0,10,5,0,1,0,2,3,0,1,0,1,0,2,4,2,0,0,7,1,1,0,0,0,1,0,4,1,12,0,0,3,0,1,0,0,0,2,0,1,1,0,2,0,2,0,0,1,2,1,3,2,1,1760,1,1,"London : printed and sold by Aaron Ward at the King's Arms in Little-Britain; J. Wilson in Bristol; Gabriel Harris, Jun. in Glocester; Mr. Maddox in Namptwich: also by the booksellers in Shrewsbury, Chester, Liverpool, Warrington and Manchester, MDCCLX. [1760].",London,55,unknown,,,FALSE,"(Rom. XI 7 2 Cor. IV 4.) Even all that dwell upon the earth are left to worship the beast, whose names are not written in the book of life of the lamb slain from the foundation of the world , (Rev. XIII 8.) The sheep on Christ's right hand"
0934800200_000062,"The analogy of religion natural and revealed, to the constitution and course of nature. To which are added two brief dissertations: I. Of personal identity. II. Of the nature of virtue. By Joseph Butler, LL.D. Late Lord Bishop of Durham.",Joseph Butler,83,2,0,2,1,0,0,0,3,1,1,2,3,3,0,5,1,1,0,2,6,2,8,0,0,2,0,0,1,1,2,1,3,0,0,5,0,2,1,0,1,2,8,0,0,1,1,0,1,0,2,0,1,0,1,1,0,0,1,0,2,1765,1,1,"London : printed for Robert Horsfield, at the Crown, in Ludgate-Street, MDCCLXV. [1765].",London,476,male,1692,1752,FALSE,"be perfect in the highest possible Degree. If Christianity then be a Scheme, and of the like Kind ; it is evident, the like Objections against it, must admit of the like Answer. And, I. Christianity is a Scheme, quite beyond our Comprehension. The moral Government of God is exercised,"
1071700400_000125,A companion for the festivals and fasts of the Church of England: with collects and prayers for each solemnity.,Robert Nelson,75,0,0,1,2,0,0,1,0,3,4,1,1,3,2,2,0,0,0,0,0,3,6,1,0,2,0,0,8,0,1,2,0,3,1,0,3,0,0,1,0,2,2,0,0,0,0,1,0,0,1,0,2,2,0,4,0,1,3,2,4,1704,1,1,"London : printed by W. Bowyer for A. and J. Churchil at the Black Swan in Pater-Noster-Row, 1704.",London,553,male,1656,1715,FALSE,"faithfully serve thee in this Office, to the Glory of thy Name, and the Edification of thy Church , through the Merits of Jesus Christ , who liveth aud reigneth with thee and the Holy Ghost, now and for ever. Amen, III Al.! I nii A Lmighty God and heavenly"
1453400700_000205,"Sermons and moral discourses, for all the Sundays and principal festivals of the year, on the most important truths and maxims of the Gospel. By the Rev. W. Gaham, O.S.A. Ex-prov. In two volumes.",William Gahan,65,1,0,1,0,1,1,0,0,4,3,3,2,1,3,2,1,0,1,1,1,1,8,4,1,0,2,2,3,1,0,0,0,2,0,1,2,0,1,1,2,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1799,1,1,"Dublin : printed by T. M'Donnel, No. 50, Essex-Street, M.DCC.XCIX. [1799].",Dublin,1138,male,1730,1804,FALSE,"for Christ's sake, qnd to excite them, byf a~ual and preventing graces , to a TRUE compunction of heart and a sincere detellation of sin. Let the juff come to this sacrifice, that their souls may: be enriched with the blessings of heaven and that their virtues may be crownedl"
0553601400_000074,"A collection of hymns, for the use of the people called Methodists.",John Wesley,91,0,0,3,1,5,0,2,0,5,0,1,0,1,5,2,0,0,1,0,0,2,3,7,0,2,2,7,3,0,1,1,4,0,1,1,3,1,1,8,1,0,2,0,0,0,0,0,0,0,2,0,2,1,0,5,0,0,4,1,0,1782,1,1,"London : printed by J. Paramore, at the Foundery, Upper Moorfields, M.DCC.LXXXII. [1782].",London,519,male,1703,1791,TRUE,"Come, 0 my comfort and delight! My Rrength, and health, iny shield, and fun; My boast, and confidence, and might, Myjoy, my glory , and my crown! .My gofpel hope, my calling's prize; My tree of life , my paradise. 5 The secret of the Lord thou art, The mystery"
