PassageID,Title,Author,Total termFreq,termFreq(adam),termFreq(believ),termFreq(blood),termFreq(bodi),termFreq(christ),termFreq(church),termFreq(command),termFreq(commit),termFreq(confid),termFreq(corrupt),termFreq(death),termFreq(devil),termFreq(etern),termFreq(evil),termFreq(faith),termFreq(fall),termFreq(father),termFreq(forgiv),termFreq(god),termFreq(grace),termFreq(guilt),termFreq(guilti),termFreq(hand),termFreq(heart),termFreq(heaven),termFreq(hell),termFreq(holi),termFreq(know),termFreq(law),termFreq(life),termFreq(live),termFreq(love),termFreq(mean),termFreq(merci),termFreq(mind),termFreq(natur),termFreq(obedi),termFreq(offer),termFreq(pardon),termFreq(person),termFreq(power),termFreq(reason),termFreq(repent),termFreq(sacrif),termFreq(salvat),termFreq(save),termFreq(saviour),termFreq(scriptur),termFreq(sens),termFreq(sin),termFreq(sinner),termFreq(soul),termFreq(spirit),termFreq(state),termFreq(think),termFreq(true),termFreq(wick),termFreq(word),termFreq(work),termFreq(world),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0210700800_000091,A new manual of devotions. In three parts. Part I. Containing prayers for families and private persons. Part II. Containing offices. I. Of Humiliation. II. For the Sick. III. For Women with Child. Part III. Consisting of an office for the Holy Communion: To which are added some Occasional Prayers.,,109,0,0,2,0,3,0,0,0,1,0,2,0,0,0,2,0,1,1,7,3,2,0,0,3,2,0,5,0,2,2,2,2,1,8,1,0,0,1,2,1,1,1,10,0,4,1,0,1,3,12,4,5,1,0,0,3,2,1,0,4,1747,1,1,"London : printed for B. Barker; S. Birt; T. Longman and T. Shewell; C. Hitch; E. Wickstead; B. Dod, MDCC.XLVII. [1747].",London,523,unknown,,,FALSE,"Sins have deserved. Blessed be thy Name, that thou didst not cut them off in the midst of their Sins , but hast afforded them Time to confider their Condition, and to repent and humble themselves before thee. If thou, Lord, lmouldft mark ourtranf grefiions, and deal with us, as"
0287300300_000015,"Letters on the sacred predictions: proper for the consideration of all sorts of people at all times; more especially, whenever in Danger of Publick Calamities: Collected out of the Holy Scriptures; shewing the Events, which some Persons have Reason to fear; and those for which others have Ground to hope. Whereunto is added a letter, containing an answer to the question, viz. Whether the publick reading the holy scriptures, on the Lord's days is an ordinance of divine appointment; and a part of the worship which God requires from his people? All intended for promoting Piety, and the Consolation of serious Christians of every Denomination. By Theophilus Lobb, M. D. And C. R. M. L. C. and R. S. L. S.",Théophile Lobb,99,0,2,0,2,8,0,0,0,2,0,2,1,2,2,1,1,0,0,12,2,0,2,1,1,1,2,5,0,0,3,1,1,0,5,0,0,0,1,1,1,0,2,1,0,2,1,5,1,0,5,8,3,3,0,2,0,0,1,1,2,1761,1,1,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row, MDCCLXI. [1761].",London,264,male,1678,1763,FALSE,"you to confider the awful Threatenings denounced against you. You are the Objects, the miserable obje&s of the divine Anger. The lord's Indignation is against you, his terrible Controversy is with you. You have been hitherto heaping up Wrath against the Day of Wrath; the Day of his wrathful Visitation"
0721202300_000002,"The detector detected, or, the plowman's defence of Methodism. ... In opposition to the many false and slanderous assertions of a profane pamphleteer, self-named ""The detector"" ...",,116,1,1,0,2,2,2,2,0,0,1,3,0,1,8,2,1,0,1,13,1,0,2,1,4,1,0,1,3,5,2,2,5,0,1,2,5,0,0,1,3,0,0,6,0,0,1,0,1,0,14,1,3,3,0,0,0,4,0,1,3,1796,1,1,"[London?] : Printed in the year, 1796.",London,61,unknown,,,FALSE,"of love , and torn with a variety of conflicting passions and appetites. ST. PAUL confirms this sad account, where he affirms, ""In A D AM all have died; by one man sin entered into the world , and death ( natural , spiritual and eternal ) by sin ;"
0308301300_000011,"Sacred declarations: Considered in Two letters to the Inhabitants of London, Westminster, and all other parts of Great Britain: proposing to their serious thoughts, a summary of the divine laws comprehended in the Ten Commandments, and of the Divine Threatnings recorded in the Holy Scriptures, against the stubborn Transgressors of them; Threatnings of Punishments to be inflicted in this World, when the righteous God shall visit any City or Country, for the Sins of its Inhabitants. Together with, An Account of a sure Way to Safety, Comfort, and Happiness. Search the Scriptures, John v. 39. Seek ye out of the Book of the Lord, and read, Isa. xxxiv. 16. Hear the Word of the Lord, ye Children of Israel: for the Lord hath a Controversy with the Inhabitants of the Land, Hos. iv. 1. Because they regard not the Works of the Lord, nor the Operations of his Hands, he shall destroy them and not build them up. Psal. xxviii. 5. Published as a Means to promote Repentance, and Reformation, and to administer Consolation to all serious Christians, in Times of common Calamity. A Book always proper to be in every Family, and its Contents of the utmost Importance to be known unto, and considered by, all Sorts of People.",Théophile Lobb,102,0,2,0,2,9,0,0,0,1,0,2,1,2,2,1,1,0,0,13,2,0,2,1,1,1,2,5,1,0,3,1,1,0,5,0,0,0,1,1,0,0,3,1,0,2,1,5,1,0,5,8,4,3,0,2,0,0,1,1,2,1750,1,1,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row, MDCCL. [1750].",London,82,male,1678,1763,FALSE,"though' he may susser many Individuals, in each Sort of Sinners , to escape, in this World , his threatened Vengeance, yet Multitudes will be de, stroyed, and by a dreadful Violence be lent to take their dreadful Abode with Devils reserved in Chains under Darkness to the final Judgement."
0844700105_000036,"The works of the Right Reverend Thomas Wilson, D.D. Lord Bishop of Sodor and Man. Compiled by the Rev. C. Cruttwell. To which is Added, His History of the Isle of Man.",Thomas Wilson,111,0,6,0,0,0,0,0,0,1,4,0,4,1,2,5,0,0,0,20,3,0,0,0,2,1,0,3,7,2,2,3,1,0,2,1,5,1,1,2,1,1,1,1,0,2,3,1,0,0,3,1,3,1,5,0,2,1,4,0,2,1796,5,8,"Bath : printed by and for R. Cruttwell; and Sold by C. Dilly, Poultry, London, MDCCXCVII. 1796-[97].",Bath,453,male,1663,1755,FALSE,"believe the truths of the gospel. Pray have a care of deceiving yourselves. Remember the words of the VOL. I. K apostle, apostle, d Tshe very devils believe , and tremble, They know every article of the creed to be TRUE , and this makes them tremble. You will wonder,"
1628400200_000005,"A companion to the altar: shewing the nature and necessity of a sacramental preparation in order to our worthy receiving the Holy Communion. Wherein those fears and scruples about eating and drinking unworthily and of incurring our own damnation thereby are proved groundless and unwarrantable unto which are added prayers and meditations preparative to a sacramental preparation, according to what the Church of England requires from her communicants.","Vickers, William",85,0,1,2,3,3,0,2,1,0,0,1,0,1,0,1,1,1,3,13,1,1,1,0,2,1,0,5,0,1,0,2,0,1,3,0,1,1,0,2,1,0,1,5,0,0,2,2,1,2,5,3,4,1,0,1,0,1,0,0,1,1785,1,1,"London : Printed by assignment from Beecroft, for Scatcherd & Whitaker, No. 12, Ave Maria Lane, [1785].",London,71,male,1707,1711,FALSE,"as.'beore. If the' jtcked, fajith God , .will Trkn from all his .ns that he hath tommhited i llr hts tragnforcj.ins that he hihb oinmmitted,, i' alt' nof be miztiionwd unto : htm, Ezek. xvu. 21, 22 io; ni no. mre, fa o Saviour . to the oman takn in"
0952800701_000018,"Gospel mysteries unveil'd: or an exposition of all the parables, and many express similitudes contained in the four evangelists, spoken by our lord and saviour Jesus Christ: Wherein also many things are doctrinally handled, and practically improved, by way of application. By Benjamin Keach, author of [...] a key to open scripture metaphors.",Benjamin Keach,124,1,6,1,0,8,0,0,1,2,0,2,0,0,1,6,0,0,2,12,2,0,1,0,2,0,0,6,3,2,2,2,1,1,1,0,0,1,1,1,2,0,0,3,1,0,1,1,1,2,29,5,3,1,0,0,2,0,3,2,0,1701,1,2,"London : printed by R. Tookey, and are to be sold by William Marshall, at the Bible in Newgate Street, and at the Bible in Grace-Church-Street, 1701.",London,530,male,1640,1704,FALSE,"in the Sinners stead. The Scripture saith, That the Soul that sins J; all dye; so that they could not see, how another should dye in the stead, or room of the guilty Criminal, or that God would accept of a Surety, The Jufi for the vunjuft. The wotd of"
1565000800_000005,"A companion to the altar: shewing the nature and necessity of a sacramental preparation in order to our worthy receiving the Holy Communion. Wherein those fears and scruples about eating and drinking unworthily, and of incurring our own damnation thereby are proved groundless and unwarrantable. Unto which are added. Prayers and meditations, preparative to a sacramental preparation according to what the Church of England requires from her communicants.","Vickers, William",98,0,1,3,5,4,0,1,3,0,0,2,0,1,0,1,2,0,2,9,2,0,1,0,1,1,0,7,0,2,0,2,1,1,3,0,1,2,0,2,1,1,0,8,0,0,1,4,2,2,10,1,3,2,0,0,0,2,1,0,0,1765,1,1,"London : Printed by assignment from E. Parker for John Beecroft at the Bible and Crown in Pater-noster Row, [1765].",London,75,male,1707,1711,FALSE,"are great; the Comfort of it, because it does not only repretent to i's the exceeding Love of our Saviour , in giving his Body to be broken, and his Blood to be shed for us; but it likewise seals to us all those Blessings and Benefits which are purchased"
1018900100_000007,The patterns of mercy. Being the substance of a discourse delivered at Ballinderry in the county of Antrim. In the year 1754. By John Cennick.,John Cennick,82,0,1,3,1,2,1,0,0,0,0,1,0,0,0,1,0,0,1,3,2,2,3,1,3,1,1,0,3,0,1,3,0,2,6,0,2,0,0,1,2,0,0,1,0,3,4,2,0,1,4,7,3,2,0,3,1,1,1,1,1,1786,1,1,"London : printed and sold by H. Trapp, No. 1, Pater-Noster-Row, 1786.",London,23,male,1718,1755,TRUE,"you truly religious, to submit to his righteousness, and yield to be saved by faith alone, freely. I have now spoken of these five persons who have been eminent as patterns of mercy , and who were at the head of the principal classes of sinners . In one of"
0563902000_000051,"Sermons on several subjects. By George Baddelley, A. B. Rector of Markfield, Leicestershire.","Baddelley, George",116,0,4,0,0,4,0,0,0,0,0,1,1,1,0,13,0,2,2,9,2,1,0,0,5,1,0,9,4,0,1,0,6,0,1,1,2,2,0,1,0,5,1,1,0,1,1,3,3,0,8,1,1,7,0,0,2,2,2,3,2,1752,1,1,"London : printed for G. Keith, at Mercer's-Chapel, Cheapside, 1752.",London,311,unknown,,,FALSE,"hearts ; to destroy the good opinion, we have conceived of our own natural powers and abilities to Show us the blackness and enormous guilt of our sins , our utter inability to procure pardon , and our want of gofpel faith in the Redeemer of the world . Which"
0287300800_000043,"Private thoughts on religion, and other subjects connected with it, extracted from the diary of the Rev. Thomas Adam, late Rector of Wintringham. To which is prefixed a short sketch of his life and character.","Adam, Thomas",109,0,2,1,0,11,0,1,0,3,0,1,0,0,0,1,1,1,4,13,2,2,0,1,3,2,1,4,3,2,4,1,5,0,1,0,1,4,0,1,0,1,0,1,0,2,0,1,0,3,8,3,5,4,0,1,0,0,0,3,1,1795,1,1,"York : printed by G. Peacock, and sold by C. Dilly, in the Poultry, and J. Mathews, in the Strand, London; by all the booksellers in York; and T. Browne, Hull, MDCCXCV. [1795].",York,325,male,1701,1784,FALSE,"Redemption by christ will then be viewed in its proper point of light; the glad tidings of the gospel eagerly embraced by the disconsolate fainting soul . It is impossible for those who never felt the the trouble and uneasiness of a wounded conscience, to desire, or believe , or"
0389100300_000083,"The afflicted man's companion: or, a directory for families and persons afflicted with sickness or any other distress. With Directions to the Sick, Both under and after their Affliction. Also, to the Friends of the Sick, and Others Who Visit Them: and Likewise to All, How to prepare both for Sickness and Death; and how to be exercised at the time of Dying. With A Collection of the Dying Words of many choice and eminent Saints. Necessary for Families. To which are Added, The Dying Words of the Author, written by himself, and found among his Papers after his death. By the Rev. Mr. John Willison, Late Minister of the Gospel at Dandee.",John Willison,97,1,5,3,1,3,0,0,0,2,0,3,0,2,0,3,1,1,0,14,2,2,0,2,1,3,0,2,1,2,3,3,1,0,1,0,1,0,1,3,3,0,0,2,0,2,1,2,0,1,2,1,4,0,2,1,0,0,1,3,5,1800,1,1,"Falkirk : printed and sold by T. Johnston, 1800.",Falkirk,288,male,1680,1750,FALSE,"neediul; promie s may be adlnilii liered, lhen threatcilngs arc r: cre lroper. II bev.are of flatte; irg the lick itlh vain hopes of L fe, V hcn ie is r.ore likely to die; Il:. lte le thereby tel; : Fp; CD to (ielay cr fickeln his ifrcparaticn for another"
0262000402_000099,A system of divinity and morality; containing a series of discourses on the principal and most important points of natural and revealed religion. Compiled from the works of the most eminent divines of the Church of England. In five volumes. ...,,95,0,0,0,0,2,0,1,0,1,0,4,0,1,2,1,0,1,1,2,2,1,1,0,2,2,1,7,1,2,6,2,1,0,8,1,1,1,0,3,0,2,2,1,0,3,1,2,0,3,9,0,1,2,0,0,2,1,3,2,3,1750,2,5,"London : printed for R. Griffiths at the Dunciad in St. Paul's Church-Yard; G. Keith in Mercers-Chapel, Cheapside; and J. Robinson at St. Saviour's-Dock, Southwark, 1750.",London,309,unknown,,,FALSE,"on all my relations, friends, and benefactors; grant them and me, whatever is truly necessary and good for us, in this world ; but above all, Iintreat thee so to dires and govern us, that we may attain everlating salvation . Accept also, I pray thee, of my humble acknowledgments"
1589900600_000070,"The Gospel-mystery of sanctification opened in sundry practical directions. Suited especially to the case of those who labour under the guilt and power of indwelling sin. To which are added, a sermon on justification. By Mr. Walter Marshall, late preacher of the Gospel.","Marshall, Walter",108,0,4,4,1,11,0,0,0,0,3,2,2,1,0,3,0,0,0,5,5,1,1,0,1,0,0,5,0,2,1,4,0,1,4,0,1,0,1,2,1,1,1,2,0,2,2,0,2,0,13,0,3,3,0,3,2,3,1,1,3,1761,1,1,"Glasgow : printed for William Marshall, bookseller; and sold by him at his shop, Salt-Mercat, M DCC LXI. [1761].",Glasgow,350,male,1628,1680,FALSE,"those that are enabled to walk holily, i. e. not after the fiefh but after the Spirit , Rom. vuii. i. It is also the ruin of souls , to seek only remiifion of sins by faith mi Christ , and holiness by our endeavours, according to the terms of"
1015600100_000031,"The newest weeks preparation for the worthy receiving of the Lord's supper: consisting of suitable prayers, forms of self examination, ... By Leonard Howard, ...",Leonard Howard,117,0,1,4,1,3,3,5,0,1,1,6,1,3,1,1,0,3,0,12,5,0,0,1,2,3,0,5,1,4,7,1,7,1,4,0,1,0,0,1,1,3,0,1,0,1,1,3,1,0,8,2,1,3,0,0,1,0,0,0,2,1760,1,1,"London : printed for S. Crowder, [1760].",London,188,male,1699,1767,FALSE,"wihofo loved us, and wafted us from our Sins in his Blood , be Glory and Dominion for ever. Amen. [Out of the Litany.] Son of God , I beseech thee to hear me. O Lamb of God , that takefn away the Sins of the World , Grant me"
0449300100_000021,"Evangelical sermons. By Thomas Adam, Rector of Wintringham, in Lincolnshire.","Adam, Thomas",106,1,12,1,2,4,0,0,0,0,0,5,0,2,0,1,0,1,0,12,3,3,0,1,1,4,0,2,2,3,4,1,0,1,2,0,2,2,1,0,0,5,1,1,0,2,2,1,3,0,4,3,1,1,1,0,1,0,0,5,2,1781,1,1,"London : printed for J. Buckland, in Pater-Noster Row; and T. Browne, at Hull, M.DCC.LXXXI. [1781].",London,426,male,1701,1784,FALSE,"it for ourselves and with many tbankfgivings to God for so unspeakable a mercy . If it is brought and offered to us; we may firetch out our hands to take it; and this is the very thing which is required of us, to put is in possession of it."
0679501602_000014,"Sermons preached upon several occasions. By W. Sherlock, D. D. Late Dean of St. Paul's, Master of the Temple, and Chaplain in Ordinary to His Majesty. In two volumes. ...",William Sherlock,126,0,9,4,0,4,1,0,0,1,0,1,1,3,0,6,0,0,0,17,5,1,0,1,0,2,0,6,0,1,4,1,4,0,3,1,4,5,0,2,0,3,1,2,0,0,2,4,0,1,8,2,1,4,0,0,3,1,0,0,7,1755,2,2,"London : printed for R. Ware, J. Walthoe, J. and P. Knapton, S. Birt, D. Brown, T. and T. Longman, C. Hitch and L. Hawes, J. Clarke, J. Hodges, J. and J. Rivington, R. Baldwin, J. Ward, and W. Johnston, MDCCLV. [1755].",London,394,male,1641,1707,FALSE,"his renewing and sanctifying Grace ; that wee being dead to sin may bencjbortb serve God in newness of lie. This is the Gospel which he preached, and which we must believe : We must believe in him as our Saviour , as our great High Priest, and Sacrifice; and"
1127400600_000021,"Orthodoxy and charity united: in several reconciling essays on the law and Gospel, faith and works; viz. Essay I. The substance or matter of the Gospel. II. The form of the Gospel. III. The use of the law under the Gospel. IV. Mistaken ways of coming to God without Christ. V. A plain and easy account of saving faith, or coming to God by Jesus Christ. VI. A reconciling thought on various controversies about faith and salvation. VII. Against uncharitableness. VIII. The difficulties in Scripture, and the different opinions of Christians. IX. An apology for Christians o different sentiments. [One line from Ephesians].",Isaac Watts,107,0,6,0,0,4,0,3,2,0,0,0,0,1,0,5,0,0,0,4,7,0,2,3,1,2,1,1,0,5,2,1,4,1,2,0,4,9,2,4,0,2,0,2,0,3,0,1,0,3,4,7,3,3,0,0,0,0,1,2,0,1749,1,1,"Boston, N.E. : Reprinted and sold by Rogers and Fowle in Queen-Street, MDCCXLIX. [1749].",Boston,296,male,1674,1748,TRUE,"largess Sense , and so they unite their Names, and make them confifdent together; others are ready to take those Words in their limited and proper Sense , and then they divide them into very diflinet Things,. and will not allow their Names so promiscuous a Use. Some Ministers love"
0270901900_000078,"The principles of the Christian religion explained, and practically improved. Collected out of modern authors, with a few Additions of his own. By Samuel Clifford, Minister of the Gospel.","Clifford, Samuel, minister of the gospel",107,0,2,1,0,7,3,1,1,1,0,1,0,1,0,6,0,3,4,10,3,0,1,0,1,1,0,4,0,0,4,3,8,0,2,1,1,1,6,3,0,0,0,3,3,0,0,3,0,1,7,0,5,1,0,0,2,0,0,1,1,1701,1,1,"London : printed for John Lawrence, at the Angel in the Poultry, MDCCI. [1701].",London,237,unknown,,,FALSE,"was on Earth. -2 Crucifying of Chrilf, the piercingof his Flesh and iheddingofhis Blocd. -3 Chrifis offering this to God as a Sacrifice for Mans Sin . 6 The Communication and Participtation is the giving of Christ himlcif for Life (or witl his Covenant benefits) to the believing Receiver, by"
0438300200_000047,"Sermons on various divine subjects; I. Salvation by grace. II. The Spirit, the Sanctifier and Comforter of the Redeemed. III. The Doubts of dejected Christians answered. IV. The Robe of Righteousness. V. On Elijah's Translation. VI. The tempted Saviour. Vii. The tempted Believer. Viii. All Things working together for the Good of Believers. IX. The Thief on the Cross. X. The Strength of Christ's Love to weak Believers. XI. The sanctified Rod. XII. The suffering Jesus; or, A View of Christ in his dying Love. XIII. On Christ's Transfiguration. XIV. Persevering Grace. XV. A Door of Hope opened for the greatest Sinners. XVI. God the Christian's Refuge in the greatest Afflictions. XVII. On the Conversion of the Apostle Paul. XVIII. Balaam's Request. XIX. The Support of aged Christians. XX. The Sin and mischief of bad company. By John Farmer, M.A.","Farmer, John, M.A.",132,0,2,2,0,2,0,2,0,0,1,0,10,1,0,7,0,0,1,23,5,0,0,0,5,0,0,0,2,0,5,2,2,0,4,3,1,0,0,2,1,5,0,2,0,2,2,3,1,1,10,6,8,6,1,0,0,0,1,0,1,1756,1,1,"London : printed for J. Buckland, at the Buck in Pater-Noster-Row; G. Keith, at the Bible and Crown in Grace-Church street; and E. Dilly, at the Rose and Crown in the Poultry, near the Mansion-House, M.DCC.LVI. [1756].",London,566,unknown,,,FALSE,"in his Mind , and Corruption in his Heart , which gave the Devil an Opportunity of exciting him to dissuade Christ from submitting to those Sorrows and Agonies which God appointed him to endure, to accomplish the Salvation of Sinners . There is no earthly Comfort, which God has"
0298801400_000004,"Orthodoxy and charity united: in several reconciling essays on the law and Gospel, faith and works; viz. Essay I. The substance or matter of the Gospel. II. The form of the Gospel. III. The Use of the Law under the Gospel. IV. Mistaken Ways of coming to God without Christ. V. A plain and easy Account of Saving Faith, or coming to God by Jesus Christ. VI. A Reconciling Thought on various Controversies about Faith and Salvation. Vii. Against Uncharitableness. Viii. The Difficulties in Scripture, and the different Opinions of Christians. IX. An Apology for Christians of different Sentiments.",Isaac Watts,121,0,5,0,1,3,0,0,0,1,0,6,0,6,1,3,0,2,1,15,1,1,0,0,2,1,1,10,0,1,2,0,0,0,1,0,6,2,1,0,2,2,1,4,0,9,1,0,1,1,9,0,1,8,1,1,1,0,1,4,1,1745,1,1,"London : printed for T. Longman and T. Shewel in Paternoster-Row, and J. Brackstone in Cornhill, M.DCC.XLV. [1745].",London,400,male,1674,1748,TRUE,"Di reeions and divine Aids in order to attain them; The Happiness of it is a Freedom from that Death and Puniflment which we had incurred by Sin , and a Recovery'to the Favour of God which we had .oft, and everlasting Joy therein. - The Ho'line'f of it is"
0297200103_000373,"The works of the late reverend and learned Isaac Watts, D.D. published by himself, and now collected into six volumes. In which are also inserted the second part of the Improvement of the mind, An essay on education, and some additions to his Miscellaneous thoughts in prose and verse. Now first published from his manuscripts, and, the Direction of his Will, revised and corrected by D. Jennings, D.D. and the late P. Doddridge, D.D. ...",Isaac Watts,130,0,0,0,1,1,0,3,0,0,1,0,0,3,0,1,1,0,2,20,3,0,0,1,2,1,2,8,0,15,3,2,10,0,2,1,3,4,0,3,0,3,1,0,0,2,8,2,1,0,6,3,2,1,2,0,2,0,0,4,0,1753,3,6,"London : printed for T. and T. Longman at the Ship, and J. Buckland at the Buck, in Pater-Noster-Row; J. Oswald at the Rose and Crown in the Poultry; J. Waugh at the Turk's-Head in Lombard-Street; and J. Ward at the King's-Arms in Cornhill, MDCCLIII. [1753].",London,793,male,1674,1748,TRUE,"commandments "" of the moral law ; or whether he is not rather leading him to connvi tion of sin , by preaching the law to him, that he may be better prepared and inclined to receive the fa vation of the gospel. law , will powerfully incline them to"
1103502900_000002,"Methodism set forth and defended, in a sermon, on Acts xxviii. 22. preached at the opening of Portland-Chapel, Bristol, August 26, 1792. By Samuel Bradburn.",Samuel Bradburn,115,6,8,1,0,14,0,0,0,0,1,2,1,0,6,5,2,0,0,10,1,0,0,0,2,2,0,3,0,4,2,0,1,0,2,1,4,2,3,1,0,2,0,2,0,2,4,1,1,0,11,1,1,1,0,0,0,0,2,1,2,1792,1,1,"Bristol : printed and sold by Lancaster and Edwards, Redcliff-Street; sold also at the Methodist-Chapels, [1792?].",Bristol,57,male,1751,1816,FALSE,"crics, fornications, thefts, FALSE witness, blafphe rmies, covetoulnefs, wickedness, deceit, laciviouf hefls, an evil eye, pride, foolishness: All these evil things COME FROM WITHIIN, and defile the mans The evil nature which produces these evil crmpcrs and acions, we derive from our first Parents: So Saint Paul informs us, Rom."
0938300100_000069,"The gospel-Mystery of sanctification opened, in sundry practical directions: Suited Especially to the Case of those who Labour Under the Guilt and Power of Indwelling Sin. To which is added, a sermon on justification. By Mr. Walter Marshall, Late Preacher of the Gospel.","Marshall, Walter",115,1,5,2,1,12,0,0,0,0,2,2,2,1,0,5,0,0,0,5,1,0,1,0,1,1,0,6,3,3,1,4,0,0,3,1,2,0,0,2,1,2,2,2,0,4,3,0,2,0,16,0,4,2,0,3,2,2,0,3,0,1780,1,1,"Berwick : printed by William Phorson at his new printing-office, Easter-Lane; and sold there, and at his shop in Bridge-Street, MDCCLXXX. [1780].",Berwick-upon-Tweed,324,male,1628,1680,FALSE,"are prepoflefied inmatters of salvation ; and because Satan laboureth to beguile us, as he did Eve, through his fubtiltv, to corrupt our minds from the simplicity of the gospel that is in Christ , 2 Cor. XI 3 I shall therefore give you some particular instructions, that are of"
0114703100_000007,"The patterns of mercy. Being the substance of a discourse delivered at Ballinderry in the county of Antrim, in the year 1754. By John Cennick.",John Cennick,82,0,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,2,2,1,3,2,1,0,3,0,1,3,0,2,4,0,2,0,0,1,1,0,0,1,0,3,4,3,0,1,6,9,3,2,0,2,1,1,1,1,1,1771,1,1,"[London] : Dublin printed: London, re-printed; and sold by M. Lewis, 1771.",London,23,male,1718,1755,TRUE,"and who are sensible of their unchaste Deeds and impure Nature , with Mary; like her, they have lived in Pleasure and Wanronnefs, rioted, feasted, and indulged their vicious and fenifual Appetites, lived at, Ease and in Luxury, wafted their Bodies and impared their Healths with intemperate and debauched Living"
0262000401_000114,A system of divinity and morality; containing a series of discourses on the principal and most important points of natural and revealed religion. Compiled from the works of the most eminent divines of the Church of England. In five volumes. ...,,117,0,2,4,1,5,2,0,0,1,2,3,0,4,1,2,0,2,3,19,2,1,1,0,1,0,0,2,0,9,2,2,3,1,2,0,1,1,1,3,0,0,1,4,0,0,0,1,2,0,18,0,1,3,1,0,1,0,2,0,0,1750,1,5,"London : printed for R. Griffiths at the Dunciad in St. Paul's Church-Yard; G. Keith in Mercers-Chapel, Cheapside; and J. Robinson at St. Saviour's-Dock, Southwark, 1750.",London,382,unknown,,,FALSE,"any saints, or of their merits, are groundless fictions, without any countenance from scripture , or antiquity. It is necessary to believe the communion of saints, thereby to excite us to holiness of life ; for if we Illow the example of their obedience , we fiall be meet to"
0883900300_000018,The refuge. By the author of The guide to domestic happiness.,"Giles, W. (William)",83,3,1,1,0,2,0,1,3,1,1,3,0,1,1,0,0,1,2,4,4,4,0,0,1,4,0,0,0,1,3,2,0,0,1,1,3,0,0,1,0,1,2,0,0,5,2,1,1,0,9,3,0,0,1,1,0,0,1,5,1,1798,1,1,"London : printed by C. Whittingham : for W. Button, Paternoster-Row, 1798.",London,264,unknown,,,FALSE,"Or at least this this will be said of him whom the compassionate Saviour took from the cross to the crown who was introduced in triumph to bear witness in heaven , as he had done upon earth, that salvation is not of works but of grace ! , What"
0123300401_000014,"Sermons on useful and important subjects. By the late Rev. John Cosens, D.D. Minister of Teddington. In two volumes. ...","Cosens, Dr. (John)",95,0,2,1,3,3,1,0,0,1,0,0,0,3,1,2,1,3,1,7,4,0,0,0,2,3,1,5,3,1,3,2,1,0,5,1,4,0,0,1,1,1,2,2,0,3,0,0,1,1,6,0,2,1,1,0,1,1,1,4,2,1793,1,2,"London : printed for T. Cadell, in the Strand; J. Deighton, (late Lockyer Davis's ) Holborn; S. Cook, Oxford; and J. and J. Merril, Cambridge, MDCCXCIII. [1793].",London,386,unknown,,,FALSE,"writings of there two Apostles, and tating from them the terms of justification. Having received the Holy Communion of, the Body and Blood of his dear Redeemer in the very hour while his immortal spirit was fluttering on the confines of eternity , he called his numerous and weeping family"
0039300101_000161,"The protestant system: containing discourses on the principal doctrines of natural and revealed religion. Compiled from the works of the following Protestant dissenters, viz. Abernethy, Amory, Baker, Benson, Bulkeley, Chandler, Doddridge, Duchal, Emlyn, Fordyce, Foster, Grove, Holland, Leechman, Mason, Morris, Newman, &c. &c. To which are added, Four Discourses never before printed. In two volumes, ...",,109,0,1,3,0,1,0,0,0,0,1,4,0,1,3,0,1,3,5,15,3,1,4,2,1,0,0,5,0,2,2,1,2,1,6,0,1,6,0,5,1,1,1,4,0,0,0,1,0,0,8,2,0,0,1,2,2,0,2,1,3,1758,1,2,"London : printed for R. Griffiths, at the Dunciad, in Pater-Noster Row, MDCCLVIII. [1758].",London,601,unknown,,,FALSE,"formed in our cool hours, and to doubt of the mercies of God extendingto us so guilty (w): whereas the clear and express declarations of God in his word always remain the same; and as at such times we are in no disposition to doubt the truth of his word"
