PassageID,Title,Author,Total termFreq,termFreq(asleep),termFreq(awak),termFreq(bed),termFreq(bodi),termFreq(brain),termFreq(consciou),termFreq(dai),termFreq(dream),termFreq(excit),termFreq(experi),termFreq(fanci),termFreq(idea),termFreq(imag),termFreq(imagin),termFreq(impress),termFreq(memori),termFreq(mind),termFreq(night),termFreq(percept),termFreq(phantasm),termFreq(real),termFreq(reason),termFreq(rise),termFreq(sens),termFreq(sleep),termFreq(soul),termFreq(state),termFreq(thought),termFreq(vision),termFreq(wake),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0895300101_000046,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,69,1,0,0,6,1,0,1,8,0,1,0,3,1,1,1,6,1,1,1,0,0,2,0,0,5,13,1,12,0,3,1788,1,2,"London : printed for J. F. and C. Rivington, T. and T. Payne, L. Davis, B. and B. White, S. Crowder, T. Longman, B. Law, C. Rivington, J. Robson, J. Johnson, C. Dilly, N. Conant, G. G. J. and J. Robinson, T. Cadell, J. Nichols, W. Richardson, W. Otridge, J. Sewell, W. Goldsmith, S. Hayes, Leigh and Sotherby, W. Lowndes, G. and T. Wilkie, Scatcherd and Whitaker, and R. Ryan. MDCCLXXXVIII. [1788].",London,491,male,1632,1704,TRUE,"soul is always thinking. Those, at sleep without acmp, thaout least, who do at any time Jleep without dreaming , that they think. dreaming , can never be convinced, that their thoughts are sometimes for four hours busy without their knowing of it; and if they are taken in the"
0135101300_000115,"Lectures on the materia medica, as delivered by William Cullen, M. D. Professor of Medicine in the University of Edinburgh. Now published by permission of the author, and with many corrections from the collation of different manuscripts by the editors.",William Cullen,56,0,3,0,2,1,2,2,9,2,0,0,3,0,1,3,0,4,1,0,0,0,2,0,4,4,1,1,7,0,4,1773,1,1,"London : printed for T. Lowndes, in Fleet-Street, MDCCLXXIII. [1773].",London,543,male,1710,1790,FALSE,"the cafe of Apoplexy, is a different question; but surely. in. the "" cafe of deep, and in the acion of Sedatives, no reason can be assigned, why an "" affetion of the one can subsist without that of the other.. Add to this,. that. "" sdr. Halltr has demonstrated"
0205500100_000115,"Lectures on diet and regimen: being a systematic inquiry into the most rational means of preserving health and prolonging life: together with physiological and chemical explanations, Calculated Chiefly for the Use of Families, in Order to Banish the Prevailing Abuses and Prejudices in Medicine. The second edition, improved and enlarged with Considerable Additions. By A. F. M. Willich, M.D.","Willich, Anthony Florian Madinger",57,1,1,1,3,1,1,0,16,0,0,2,4,1,6,2,0,4,0,0,0,0,2,1,2,5,0,3,0,0,1,1799,1,1,"London : printed for T.N. Longman and O. Rees, Paternoster-Row, 1799.",London,709,unknown,,,FALSE,"us; by a complete rest of the senses ; by gently and uniformly affecting one of the senses , for instance, by music or reading; and, lastly, by a gentle external motion of the whole body , as by rocking or sailing. On the other hand, every painful sensation, a"
0319100101_000054,The works of Iohn Locke in four volumes Volume I.,John Locke,70,1,2,1,7,0,5,0,1,0,3,0,8,0,0,0,0,2,3,3,0,0,1,0,1,7,18,0,4,0,3,1768,1,4,"London : printed for H. Woodfall, A. Millar, I. Beecroft, I. and F. Rivington, I. Whiston S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes Clarke and Collins, B. White, W. Iohnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, I. Shuckburgh, and T. Cadell. [and 18 others in London], MDCCLXVIII. [1768].",London,841,male,1632,1704,TRUE,"things, which by a constant ^ -- _-_ of their senses , draw the mind constantly to them, forward to take notice of new, and apt to be delighted with the variety of changing, objects. Thus the first years are usually employed and diverted in looking .abroad. Mens business. in"
0297700500_000002,"The interpretation of dreams: by the most celebrated philosopher Artimedorus, and other authors. First written in Greek, and afterwards translated into divers foreign Languages, and now made English. A Treatise of great Value and Esteem, and very delightful and useful for all Sorts of People. The Twenty-Third Edition, with many Additions, the Author's Life, and the Opinion of divers English Authors, concerning the Certainty of Dreams, and their Events.",Artemidorus Ephesius,61,3,3,0,5,2,0,4,24,0,0,2,0,0,2,1,1,0,3,0,1,0,0,0,1,5,0,0,2,2,0,1755,1,1,"London : printed and sold by J. Fuller, at the Bible and Dove, in Ave-Mary-Lane, M.DCC.LV. [1755].",London,145,male,,,FALSE,"some time aft: r Cefar's death, Artimedorus wrote a book of dreams , which, according to the opinion of the wisest men in that age, was so complete, there needed no' addition to it; and Which was so well approved of, that it induced him to write more on, the"
0699100302_000064,Dialogues concerning education. In two volumes. ...,David Fordyce,48,0,1,0,7,2,0,1,6,0,1,0,1,1,0,3,0,5,0,2,0,0,1,1,4,3,3,1,2,2,1,1753,2,2,"Belfast : printed by H. and R. Joy, M.DCC.LIII. [1753].",Belfast,419,male,1711,1751,FALSE,"genuine, the candid Author of his Life assures us, and so other entertaining Dreams of ingenious Men, V have met with such good Reception and Credit, in cient, as well as modern Times, were really dreamed them, one would be induced to ascribe the Order good Sense of Dreams ,"
0053500400_000016,"Philosophical miscellanies on various subjects. To which is prefixed, an account of the author, and his works, by himself. From the original of M. Formey, perpetual Secretary to the Royal Academy of Berlin.","Formey, Mr. (Jean-Henri-Samuel)",67,2,2,1,5,0,0,2,20,0,3,1,1,0,4,4,0,0,2,0,0,2,2,1,0,5,3,6,0,1,0,1759,1,1,"London : printed for J. Hinton, at the King's-Arms, in Newgate-Street, M.DCC.LIX. [1759].",London,298,male,1711,1797,FALSE,"first Sleep , a Multitucde of Lights in my Room, the Thunder of Artillery, or the real Thunder, would not break my Sleep . This is not the Season of Dreams ; some Hours must pass, to give the Machine Time for recovering the Principles of Vibration and Action, which"
0612600202_000066,Dialogues concerning education.,Michael Vandergucht,60,1,1,0,0,1,0,2,7,3,0,3,15,0,0,1,0,4,1,2,0,0,0,0,1,3,1,1,6,0,7,1745,2,2,"London : [s.n.], printed in the year M.DCC.XLV. [1745].",London,470,male,1660,1725,FALSE,"they manifest a peculiar Bent of Soul to Objects which make their Appearance so often, whether we are awake or asleep . Were a properguard set therefore upon our waking Thoughts , and were our Fancies more severely chastised, while it its codi sessed we have the Management of them,"
1183400602_000005,An enquiry into the nature of the human soul; wherein the immateriality of the soul is evinced from the principles of reason and philosophy. ...,Andrew Baxter,49,0,2,0,0,1,5,0,8,3,0,0,1,0,1,1,1,0,0,1,0,0,4,0,1,3,7,0,4,3,3,1737,2,2,"London : printed [by James Bettenham] for the author: and sold by A. Millar over-against St. Clement's Church in the Strand, MDCCXXXVII. [1737].",London,443,male,1686,1750,FALSE,"bring good proof): but omitting this, I shall only name another, and that a very satisfying consideration, which plainly shows these representations to be the work of Agents diftina from the foul: namely, That whatever part the soul itfelfads, when these things are offered to it, as it always ads"
0460700201_000102,"The British Parnassus: or, a compleat common-place-book of English poetry: ... To which is prefix'd, A dictionary of rhymes; ... In two volumes. ... By Edw. Bysshe gent.",Edward Bysshe,59,3,2,0,1,2,0,5,10,0,0,6,0,2,1,0,0,3,5,0,0,2,0,0,1,2,3,0,2,2,7,1714,1,2,"[London] : Printed by J. Nutt in the Savoy: and sold by J. Pemberton, and J. Morphew, 1714.",London,521,male,,1712,FALSE,"was flaini. D'yd. Chauc. The Cock : nd the Fox, As familh'd Men, whom pleafingdreams delude, Seem to grow full; with their imagin &food;. Appease their Hunger, and indulge their Taste With fancy Dainties, while their Vifiozfs lafte; Till some rude Hand breaks up the fatt'ring Scene; Awakened, with Recret,"
0323100201_000047,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,71,1,2,0,2,0,4,0,0,0,3,0,11,0,4,4,0,8,0,4,0,0,8,0,4,3,5,1,6,0,1,1768,1,2,"London : printed for H. Woodfall, A. Millar, J. Beecroft, J. and F. Rivington, J. Whiston, S. Baker, T. Payne, L. Davis and Co. R. Baldwin, Hawes, Clarke and Collins, B. White, W. Johnston, W. Owen, T. Caslon, S. Crowder, T. Longman, B. Law, C. Rivington, E. and C. Dilly, T. Davies, Robinson and Roberts, A. and J. Shuckburgh, and T. Cadell, M.DCC.LXVIII. [1768].",London,404,male,1632,1704,TRUE,"not always feel it: Whereas Hunger consists in that very Sensation, as Thinking consists in being conscious that one thinks. If they say, that a Man is always conscious to himself of Thinking; I ask, How they know it? Consciousness is the Perception of what passes in a Man's own"
1104800200_000059,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,57,1,6,0,3,0,2,0,9,0,5,1,1,0,0,0,2,5,0,2,0,1,3,0,10,2,0,0,2,0,2,1772,1,1,"London : printed for Edward and Charles Dilly, in the Poultry; A. Kincaid and W. Creech, and J. Bell, Edinburgh, MDCCLXXII. [1772].",London,514,male,1735,1803,FALSE,"it is not in the power, either of wit or 6f madness, to contrive any conceit more inconfiltent, more absurd, or more nonsensical, than this, That the material world lath no exitlence but in my mind . I)EL CARTS acknowledges, that every person muit be perfiaded of the existence of"
0340700602_000065,"The mirror. A periodical paper, published at Edinburgh in the years 1779 and 1780. In three volumes. ...",,50,0,1,0,3,0,0,1,12,1,0,1,1,3,1,2,0,7,0,1,0,3,1,2,2,2,1,0,3,1,1,1794,2,3,"London : printed for A. Strahan, and T. Cadell; and W. Creech, at Edinburgh, 1794.",London,327,unknown,,,FALSE,"sorrow was neither ungentle nor unmanly; cast' on this world a glance rather of pity than of enmity; on the next, a look of humbleness and hope! 0 4 Such, Such, I am persuaded, will commonly be the effeet of scenes like that I have described, on minds neither frigid"
0411700202_000067,Dialogues concerning education. In two volumes ...,David Fordyce,61,1,1,0,0,1,0,2,7,3,0,3,17,0,0,1,0,4,1,2,0,0,0,0,1,3,1,1,6,0,6,1755,2,2,"Cork : printed for Phineas and G. Bagnell, 1755.",Cork,434,male,1711,1751,FALSE,"manifest a peculiar Bent of Soul to Objects which make their Appearance so often, whether we are awake or asleep . Were a proper Guard set, therefore, upon our waking Thoughts ; and were our Fancies more severely chastised, while it is confessed we have the Management of them, we"
0411700202_000062,Dialogues concerning education. In two volumes ...,David Fordyce,66,2,6,0,3,0,0,3,12,0,0,2,2,0,4,1,0,4,4,0,0,0,2,0,1,7,0,3,5,3,2,1755,2,2,"Cork : printed for Phineas and G. Bagnell, 1755.",Cork,434,male,1711,1751,FALSE,"Yet could such a Method be put in Practice, and could you join the Way of injfrus'ion and Pleasure, proposed by Philander, to Hi ero's Scheme of Exercise and Habit, it would obviate Sopbron's Exceptions against mondern Education, and form an hardy and high fpirited Youth, equally qualified for Contemplation"
0111700102_000030,"An history of the earth, and animated nature: by Oliver Goldsmith. In eight volumes. ...",Oliver Goldsmith,51,1,3,0,3,3,0,1,2,0,0,0,2,1,1,1,1,5,0,1,0,0,2,0,0,17,0,2,2,1,2,1776,2,8,"Dublin : printed by James Williams, 1776-77.",Dublin,406,male,1728,1774,TRUE,"no doubt the frequent repetition of this wretched expedient, must at last be fatal. By this means, however, they continue several days without eating, cheerfully bearing such extremes of fatigue and watching, as would quickly destroy men bred up in a greater slate of delicacy.' For those arts by which"
1105500300_000060,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,60,1,6,0,6,0,1,1,10,0,1,0,3,0,0,0,2,1,0,3,0,4,6,0,2,4,0,1,4,0,4,1771,1,1,"Edinburgh : printed for A. Kincaid & J. Bell; and for E. & C. Dilly, in the Poultry, London, MDCCLXXI. [1771].",Edinburgh,594,male,1735,1803,FALSE,"what we could hardly think of when awake without horror. Sometimes memory is extinguifed; as when we dream of conversing with our departed friends, without remembering anything of their death, though it was perhaps one of the moult striking incidents we had ever experienced, and is seldom or never out"
0620200500_000055,"An essay on the nature and immutability of truth; in opposition to sophistry and scepticism. By James Beattie, Professor of Moral Philosophy and Logic in the Marischal College and University of Aberdeen.",James Beattie,62,1,6,0,3,0,2,0,11,0,5,1,2,0,0,0,2,5,0,3,0,0,3,0,12,2,0,0,2,0,2,1770,1,1,"Edinburgh : printed for A. Kincaid & J. Bell. Sold, at London, by E. & C. Dilly, in the Poultry, MDCCLXX. [1770].",Edinburgh,508,male,1735,1803,FALSE,"which I never felt, are all in the same sense ideas or perceptions in my mind , and nothing else; that the qualities of matter are not qualities of matter, but affections of spirit; and that I have no evidence that any being exists in nature but myself. Philosophers may"
0283200802_000092,"Antient metaphysics: or, the science of universals. Containing a further examination of the principles of Sir Isaac Newton's astronomy. Volume second.","James Burnett, Lord Monboddo",71,3,4,0,6,0,0,1,9,0,1,0,0,0,0,0,0,3,9,0,3,1,0,0,10,13,1,2,0,0,5,1782,2,2,"London : printed for T. Cadell, in the Strand ; and J. Balfour and Co. Edinburgh, M,DCC,LXXXII. [1782].",London,495,male,1714,1799,FALSE,"had not long ago. Having said so much of the Phantafia in general, and of our waking Phantasms , I come now to speak of what is the principal sub jeer of this Chapter, our Phantasms in our sleep , and particularly in our dreams . night walking is, as"
1564800201_000047,"An essay concerning human understanding. In four books. Written by John Locke, gent.",John Locke,73,1,2,0,2,0,3,0,0,0,3,0,12,0,4,3,0,9,0,4,0,0,9,0,7,3,5,1,4,0,1,1741,1,2,"London : Printed for John Beecroft, at the Bible and Crown, over-against the New Church in Lombard-Street, MDCCXLI. [1741].",London,405,male,1632,1704,TRUE,"with as much Reason , if it be necessary to their Hypothesis, say, That a Man is always Hungry, but that he does not always feel it: wvhereas, Hunger consists in that very Sensation, as Thinking consists in being conscious to himself of Thinking; lask, How they know it? Consciousness"
1093100600_000043,"The philosophical dictionary for the pocket. Written in French by a society of men of letters, and translated into English from the last Geneva edition, corrected by the authors. With notes, Containing A Refutation of such Passages as are any way exceptionable in regard to Religion.",Voltaire,55,1,1,0,3,6,0,2,19,0,0,0,5,1,1,1,1,0,1,1,0,0,1,0,1,4,4,0,0,1,1,1765,1,1,"London : printed for S. Bladon, in Paternoster-Row, M.DCC.LXV. [1765].",London,344,male,1694,1778,TRUE,"Sleeping , on the contrary, is caused by a scarcity, or failure, of spirits; so that the pores of the brain , through which the spirits usually run into the nerves, not being kept open by the continual flowing of the fpiris, shut up of thcmlblves. The spirits being dilfipated,"
0375800301_000010,"Nocturnal revels: or, a general history of dreams. In two parts. Shewing I. the Nature, Causes, and various Kinds of Dreams and Visions: And of the Nocturnal Communications of the Soul with Good and Evil Angels. With several Examples of Dreams, both Divine and Humane, Ancient and Modern, that have been Remarkably Accomplish'd. II. Shewing the Signification of all manner of Dreams whatsoever, according to Aristotle, Themistius, Artimedorus, Cardan, and other most Approved Authors. Comprising all that has been hitherto written upon this Nice and Curious Subject. Alphabetically Digested, for the more easie finding out of any Dream.",,49,1,1,0,1,0,0,1,10,0,1,0,0,1,1,3,3,0,1,1,0,4,0,0,3,5,8,0,0,3,1,1706,1,2,"London : printed for Andrew Bell, at the Cross Keys and Bible in Cornhill, 1706- [1707].",London,180,unknown,,,FALSE,"Body is asleep or dead; for the Soul of Man hath so greatpow er, when freed from the. Earthly and heavy fen. fual Quality, that.it can make romething where there is nothing.; and form the Representations of Swords or Guns, Fireer Water, as real , where there is indeed no"
0636600900_000006,"Thoughts on dreaming. Wherein the notion of the sensory, and the opinion that it is shut up from the inspection of the soul in sleep, and that Spirits supply us with all our Dreams, are examined by Revelation and Reason. Occasioned by An essay on the phoenomenon of dreaming, in a book, entitled, An enquiry into the nature of the human soul; wherein the Immateriality of the Soul is evinced from the Principles of Reason and Philosophy. By Tho. Branch.","Branch, Thomas",71,1,2,0,13,0,1,0,5,0,1,0,1,0,1,0,3,0,0,1,1,0,0,0,0,12,21,3,2,0,3,1738,1,1,"London : printed for R. Dodsley, at Tully's Head in Pall-Mall; and J. Jolliffe, at the Bible in St. James's-Street, M.DCC.XXXVIII. [1738].",London,100,male,,,FALSE,"it iomietimes nods with the Body , which has an Aspect of making them too nearly related, and perfectly to get over this Difficulty (hich he has E otherwif -26 otherwise, with much Success, attempted) he deemed it proper to detach the Soul from having the least Dependance on the"
0844800200_000081,"Evangelical discourses on several subjects. To which is added, An essay on the powers and contests of flesh and spirit. By Isaac Watts, D.D.",Isaac Watts,62,0,2,0,0,5,0,0,4,0,0,3,0,2,2,5,2,2,0,0,0,0,9,1,3,4,7,0,4,0,7,1791,1,1,"London : printed for C. Dilly in the Poultry, M,DCC,XCI. [1791].",London,365,male,1674,1748,TRUE,"the diitra.dion of a delirious hour is but a waking dream . Now where the images of fancy are so prevalent, tie soul even of a holy man may be so far overpowered, as that reason is quite thrown out of its seat; the understanding is dazzled and deceived by"
0202401500_000039,"A treatise of the hypochondriack and hysterick passions, vulgarly call'd the hypo in men and vapours in women; In which the Symptoms, Causes, and Cure of those Diseases are set forth after a Method intirely new. The whole interspers'd, with Instructive Discourses on the Real art of physick it self; And Entertaining Remarks on the Modern Practice of Physicians and Apothecaries: Very useful to all, that have the Misfortune to stand in need of either. In three dialogues. By B. de Mandeville, M.D.",Bernard Mandeville,45,2,1,0,3,5,0,0,7,0,1,2,0,3,1,1,0,1,1,0,0,1,2,0,3,3,2,0,4,0,2,1711,1,1,"London : printed and sold by Dryden Leach, in Elliot's Court, in the Little-Old-Baily, and W. Taylor, at the Ship in Pater-Noster-Row, 1711.",London,309,male,1670,1733,TRUE,"Physicians in, Spain take for granted; who, though' they are never so Young, hardly ever stir without Spectacles, and have them faften'd to their Heads even when they ride abroad. Phl. I don't question, but they would hint with it to the World, that the severity ( 60) verity of"
1241100107_000021,The spectator. ...,,60,1,6,0,4,0,1,0,9,0,1,1,2,0,0,0,2,2,1,0,0,0,4,1,0,5,11,0,2,1,6,1788,7,8,"London : printed for Messrs. Payne, Rivington, Davis, Longman, Dodsley, White, Law, Robson, Crowder, Johnson, Nichols, Dilly, Robinson, Cadell, Stuart, Bowles, Sewell, Murray, Flexney, Baldwin, Goldsmith, Lowndes, Knox, Otridge, Hayes, Piquinet, Macqueen, & Newbury, [1788].",London,357,unknown,,,FALSE,"own suggestions for the compositions of another. 1 fiall, under this head, quote a paifagc out of the .Rligis lmedici, + in which the ingenious author gives an account of hin; self in his dreaming and his waking thoughts . "" We are somewhat more than ourselves in ""our sleeps"
0843200201_000068,"Zoonomia; or, the laws of organic life. ... . By Erasmus Darwin, M.D. F.R.S. Author of the Botanic Garden.",Erasmus Darwin,55,0,3,0,2,0,0,2,5,2,3,0,5,1,3,0,0,3,1,1,0,1,0,0,7,10,0,0,0,2,4,1794,1,2,"London : printed for J. Johnson, in St. Paul's Church-Yard, [1794]-96.",London,601,male,1731,1802,TRUE,"exerted, but the power of moving it, or volition, is incapable of action, till we awake . Many leis disagreeable firugglcs in our dreams , as when we wish il vain to fly firom terrifying objects, constitute a fighter degree of this difeatc. In awaking from the nightmare I have"
0342600102_000031,"An history of the earth, and animated nature. By Oliver Goldsmith. In eight volumes.",Oliver Goldsmith,52,2,3,2,3,2,0,5,4,0,0,2,0,1,2,2,1,3,5,0,0,0,0,0,0,10,0,0,1,0,4,1791,2,8,"London : printed for F. Wingrave, successor to Mr. Nourse, 1791.",London,370,male,1728,1774,TRUE,"become lax, and unfit to convey any imprefion to the brain . All this, however, is explaining a very great obscurity by somewhat more obscure: leaving, therefore, those spirits to open and shut the entrances to the brain , let us be contented with simply enumerating. the effets of ileap"
0336400201_000043,"An essay concerning human understanding. In four books. Written by John Locke, Gent. ...",John Locke,64,0,1,1,6,0,3,0,1,0,3,0,10,0,0,1,0,3,3,2,0,0,1,0,1,5,14,0,5,1,3,1735,1,2,"London : printed for A. Bettesworth and C. Hitch at the Red Lion in Pater-Noster-Row; E. Parker at the Bible and Crown in Lombard-Street; J. and J. Pemberton at the Golden Buck in Fleetstreet; and E. Symon against the Royal-Exchange in Cornhill, MDCCXXXV. [1735].",London,420,male,1632,1704,TRUE,"very clear or perfect Ideas of the greatef Part of them all their Lives. Because, thougl they pars there continually; yet like floating Visions , they make not deep Impressions enough, to leave in the Mind clear, di ilin&, lasting Ideas , till the Understanding turns inwards upon itself, reflee7s"
0046400139_000013,"A christian library. Consisting of extracts from and abridgments of the choicest pieces of practical divinity, which have been publish'd in the English tongue. In fifty volumes. By John Wesley, M. A. Fellow of Lincoln-College, Oxford. ...",John Wesley,54,2,3,0,2,0,0,0,8,0,1,2,0,7,1,0,0,2,1,0,1,2,2,0,1,8,7,2,2,0,0,1754,39,50,"Bristol : printed by Felix Farley, M.D.CC.XLIX. [1749]-55.",Bristol,449,male,1703,1791,TRUE,"(which is the Image of the Heavenly Adam) I shall be satisfied therewith; which implies, that till this AWAKING we are in a' State of Sleep or Death. For in that we can eat and drink, and go up and down, there are no Arguments that we are truly alive,"
1723900201_000045,"The works of John Locke, Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables.",John Locke,73,1,0,0,9,1,0,0,5,0,1,0,8,1,0,3,7,1,1,1,0,0,3,0,0,3,14,1,11,0,2,1740,1,3,"London : printed for Edmund Parker, at the Bible and Crown, in Lombard-Street; Edward Symon, against the Royal-Exchange, in Cornhill; Charles Hitch, at the Red-Lion, in Paternoster-Row; and John Pemberton, at the Golden-Buck, in Fleetstreet, M.DCC.XL. [1740].",London,659,male,1632,1704,TRUE,"man that was bred a scholar, and had no bad memory , who told me, he had never dreamed in his life, till he had that fever he was then newly recovered of, which was about the five or six and twentieth year of his age. I suppose, the world"
0042500400_000041,"Miscellaneous tracts on theological subjects, selected and original. By the Rev. David Simpson, M.A.","Simpson, David",58,1,1,0,3,1,0,3,13,0,3,2,2,2,2,1,0,4,5,1,0,0,0,1,0,3,8,0,2,0,0,1795,1,1,"Macclesfield : printed and sold by Edward Bayley; sold also by Dilly, London; Clarke, Manchester; and other booksellers, 1795.",Macclesfield,548,male,1745,1799,FALSE,"of it; that matters of fa, when once clearly ascertained, can no more be subverted by infidelity now, than in any former age; and that what has been so frequently found TRUE in experience , may, under the same circumitances of human  as well, as if we had a"
0412100101_000097,"The natural history of animals, vegetables, and minerals; with the theory of the earth in general. Translated from the French of Count de Buffon. Intendant of the Royal Gardens in France; Member of the French Academy, of the Academy of Sciences, and of the Royal Societies of London Berlin, &c. By W. Kenrick, L.L.D. and J. Murdoch. ...","Georges-Louis Leclerc, Comte de Buffon",57,2,2,0,3,1,0,0,7,0,2,0,9,2,1,0,3,0,1,0,0,3,1,0,8,5,3,2,2,0,0,1775,1,6,"London : printed for, and sold by T. Bell, (no. 26.) Bell-Yard, Temple-Bar, MDCCLXXV. [1775]-76.",London,462,male,1707,1788,TRUE,"present objets, or by actual sensations, it is ito be observed, that we never dream when our sleep is found: everything is then in a state of ination, and of repose, and we sleep both outwardly and inwardly. The internal sense , however, falls asleep the. last, and awakes the"
1723900201_000044,"The works of John Locke, Esq; in three volumes. The contents of which follow in the next leaf. With alphabetical tables.",John Locke,93,2,2,1,11,0,11,2,5,0,0,0,0,0,1,0,1,1,0,5,0,0,1,0,0,18,19,0,5,0,8,1740,1,3,"London : printed for Edmund Parker, at the Bible and Crown, in Lombard-Street; Edward Symon, against the Royal-Exchange, in Cornhill; Charles Hitch, at the Red-Lion, in Paternoster-Row; and John Pemberton, at the Golden-Buck, in Fleetstreet, M.DCC.XL. [1740].",London,659,male,1632,1704,TRUE,"not necessary to anything, but to our thoughts ; and to them it is, and to them it will always be necessary, till we can think, without being conscious of it. It is not al § 11.i GRAN T that the soul , in a waking man, is never without"
0361500102_000025,"The mirror. A periodical paper, published at Edinburgh in the years 1779, and 1780. In two volumes. ...",,56,0,2,0,3,0,0,1,16,0,0,1,1,3,1,2,0,4,1,1,0,2,4,2,2,2,1,0,5,1,1,1782,2,2,"Dublin : printed by T. Henshall, for T. Walker, J. Beatty, R. Burton, P. Byrne, T. Webb, and J. Cash, 1782.",Dublin,294,unknown,,,FALSE,"that such change ever took place, who shall determine by what imperceptible motive, or accidental impression , it was first begun? And, even if the influence of such a call to thought can only smother, in its birth, one allurement to evil, or confirm one wavering purpose to virtue, I"
1168600400_000293,"The philosophy of natural history. By William Smellie, Member of the Antiquarian and Royal Societies of Edinburgh.",William Smellie,72,2,0,0,5,0,1,0,1,0,1,2,8,0,13,9,0,6,0,3,0,2,11,0,3,3,0,0,0,0,2,1790,1,1,"Edinburgh : printed for the heirs of Charles Elliot; and C. Elliot and T. Kay, T. Cadell, and G. G. J. & J. Robinsons, London, MDCCXC. [1790].",Edinburgh,1087,male,1740,1795,FALSE,"Virtues inspire, but his ations uniformly correspond with his senti zz72 mecnts. ments. Visionary scenes of this kind are not always of a transitory nature. When the situation of the place, and the present disposition of the mind , are favourable, a person often indulges that disposition till he performs"
1099500301_000047,"An essay concerning human understanding. In four books. Written by John Locke, gent.",John Locke,76,1,0,0,9,1,0,0,6,0,1,0,7,1,0,3,6,1,1,1,0,0,3,0,0,5,16,1,10,0,3,1753,1,2,"[London?] : [s.n.], Printed in the Year M.DCC.LIII. [1753].",London,451,male,1632,1704,TRUE,"a great Part of their Sleep without dreaming . I once knew a Man that was bred a Scholar, and had no bad Memory , who told me, he had never dreamed in his Life, till he had that Fever he was then newly recovered of, which was about the"
0283200802_000090,"Antient metaphysics: or, the science of universals. Containing a further examination of the principles of Sir Isaac Newton's astronomy. Volume second.","James Burnett, Lord Monboddo",64,1,3,0,1,0,0,1,17,0,0,1,0,0,7,0,0,6,1,1,2,0,1,0,9,7,0,2,0,0,4,1782,2,2,"London : printed for T. Cadell, in the Strand ; and J. Balfour and Co. Edinburgh, M,DCC,LXXXII. [1782].",London,495,male,1714,1799,FALSE,": waking Phantafia zn.ir the contriol of ror governing power but that Power Power not absolute or unlimited. of our Sleeping Phantafins, an difinguifl/ed from the Operations of our Intellet in Sleep . thefc likewise under the luftence of the Habit of the Body . of the Phantasms in our"
0361000600_000034,"Philosophical essays on various subjects, viz. Space, substance, body, spirit, the Operations of the Soul in Union with the Body, Innate Ideas, perpetual Consciousness, Place and Motion of Spirits, the departing Soul, the Resurrection of the Body, the Production and Operations of Plants and Animals: with some remarks on Mr. Locke's Essay on the human understanding. To which is subjoined A brief scheme of ontology, or The Science of Being in general, with its Affections. By I. Watts, D.D.",Isaac Watts,61,0,2,0,4,5,0,2,0,2,2,0,7,0,3,1,1,2,2,1,0,0,4,0,0,6,9,1,5,0,2,1734,1,1,"London : printed for Richard Ford at the Angel, and Richard Hett at the Bible and Crown, both in the Poultry, MDCCXXXIV. [1734].",London,422,male,1674,1748,TRUE,"or rational than those of a waking Man, but far leks; and therefore they are lets worth our Remembrance; and'tis no Inconvenience to us nor Dishonour to our Nature, that we are so made, as to forget sich roving and irregular Exercises so easily arid so soon; IV Another Objection"
1033900100_000060,"An essay on the nature and immutability of truth, in opposition to sophistry and scepticism. By James Beattie, LL. D. Professor of Moral Philosophy and Logic in the Marischal College and University of Berdeen.",James Beattie,59,1,6,0,3,0,3,0,11,0,5,1,1,0,0,0,2,5,0,2,0,0,3,0,10,2,0,0,2,0,2,1777,1,1,"Edinburgh : printed for William Creech, Edinburgh; and for E. & C. Dilly, and T. Cadell, London, MDCCLXXVII. [1777].",Edinburgh,489,male,1735,1803,FALSE,"perceive it and conlfquently depends, in rerfpcld of its existence, upon those minds . I evidence evidence that any being exists in nature but myself. Philosophers may say what they please; and the world, who are apt enough to admire what is monfirous, may give them credit; but I affirm,"
