PassageID,Title,Author,Total termFreq,termFreq(),termFreq(adventur),termFreq(ag),termFreq(apper),termFreq(author),termFreq(book),termFreq(charact),termFreq(design),termFreq(educ),termFreq(entertain),termFreq(event),termFreq(fabl),termFreq(fiction),termFreq(geniu),termFreq(happen),termFreq(heart),termFreq(hero),termFreq(histori),termFreq(human),termFreq(ill),termFreq(imagin),termFreq(interest),termFreq(judgement),termFreq(knowledg),termFreq(ladi),termFreq(languag),termFreq(life),termFreq(long),termFreq(love),termFreq(mankind),termFreq(manner),termFreq(mind),termFreq(modern),termFreq(moral),termFreq(natur),termFreq(novel),termFreq(origin),termFreq(passag),termFreq(piec),termFreq(pleasur),termFreq(poetri),termFreq(probabl),termFreq(prose),termFreq(public),termFreq(read),termFreq(reason),termFreq(romanc),termFreq(romant),termFreq(scene),termFreq(sentiment),termFreq(speci),termFreq(stori),termFreq(tast),termFreq(think),termFreq(thought),termFreq(verac),termFreq(virtu),termFreq(work),termFreq(write),termFreq(writer),termFreq(young),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0221400600_000001,The old English baron: a Gothic story.,Clara Reeve,56,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,3,0,0,2,0,0,1,1,0,0,0,2,1,0,2,4,1,2,1,2,2,0,1,0,0,1,2,1,1,0,2,5,0,0,0,1,4,0,0,1,0,0,4,1,1,0,1787,1,1,"London : printed for Charles Dilly, in the Poultry, MDCCLXXXVII. [1787].",London,277,female,1729,1807,TRUE,"melancholy wet season; but it is  his fate too, like yours, to be displeasing to owls and ("" obscene animals, who cannot bear his lustre."" How stiff a compliment is it, which he pays to Bishop Atterbury? "" though the noise and daily butle for the public 6 be"
0951200302_000007,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,74,0,0,0,0,2,5,2,0,1,3,0,1,0,3,0,2,0,0,0,0,0,0,1,0,3,0,1,0,1,0,1,2,0,4,1,8,1,0,0,3,0,1,0,0,4,0,0,0,0,1,0,0,2,2,0,0,5,8,2,1,3,1785,2,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,134,female,1729,1807,TRUE,"quality necessary to forma perfect critic. The Heart is often more concerned here than the Head. In general, it seems the more proper business ( 174) ness of TRUE philosophical criticism to ob. serve and watch the excursions of fancy at a distance, than to be continually checking all its"
0783700102_000046,"Emilius and Sophia; or, a new system of education. Translated from the French of Mr. J. J. Rousseau, Citizen Of Geneva. By the translator of Eloisa.",Jean-Jacques Rousseau,61,0,0,2,0,3,1,1,1,0,1,5,0,0,0,1,3,1,6,3,0,2,1,2,0,0,0,1,0,0,1,3,0,1,2,2,0,0,0,0,0,0,2,0,1,6,0,2,0,0,0,0,1,1,1,0,1,0,0,0,2,1,1783,2,4,"London : printed by H. Baldwin. Sold by T. Becket, In Pallmall; and R. Baldwin, In Pater-Noster-Row, MDCCLXXXIII. [1783].",London,304,male,1712,1778,TRUE,"withdrew from the earth with her patroness ASTREA, and left PREJUDICE and FALSE taste to ravage at!; ire with FRAUD and MISCHIEF; content i: g herself thenceforth to shed her influence L om afar upon some felcct minds , fitted for ics reception by learning and by t'irtue. BEFORE her"
0951200301_000001,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,61,0,0,3,0,2,3,1,1,0,3,0,1,0,2,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,3,1,2,1,7,0,0,1,1,0,2,1,1,0,0,7,2,5,0,1785,1,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,163,female,1729,1807,TRUE,"-~ ~~~ -- -- ó I ilj~ .4~~~~~~~~~~~~~~~~~~~~~. ~pjn,, y~w uweg. - ADVENTURES 0 F Roderick Random. Et genus & virtus , nif; um re, vilior alga fl. HOR. In TWO VOLUMES. VOL. i. The SECOND EDITION. LONDON: rinted for J. Os B o R N in pater nofler row."
0783900202_000017,"Emilius; or, a treatise of education. Translated from the French of J. J. Rousseau, ... In three volumes. ...",Jean-Jacques Rousseau,56,0,0,2,0,3,1,1,1,0,1,5,0,2,0,1,2,0,4,2,0,2,1,2,0,0,0,1,0,0,1,3,0,1,2,2,0,0,0,0,0,0,2,0,1,5,1,2,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1768,2,3,"Edinburgh : printed by A. Donaldson, and sold at his shops in London and Edinburgh, 1768.",Edinburgh,276,male,1712,1778,TRUE,"THE ADVENTURES OF RODERICK RANDOM. -.. VOL. I. Et genus et virtus ,, ijfi cum, re, visor alga q. HO R. EDI N B U R G H: PRINTED BY W. DARLIXG AND SON, FOR W. COKF, LEITH, AND W. ANDERSON, STIRLING, ""I, DCCXCI. t. PREFACE. of all kinds of"
1189600101_000038,"The miscellaneous works of Tobias Smollett, M. D. with memoirs of his life and writings. By Robert Anderson, M. D. in six volumes. ... . Containing the life of Smollett. The adventures of Roderick Random.",Tobias Smollett,58,0,2,0,0,2,0,6,0,0,0,0,0,0,0,0,0,3,1,2,0,1,3,0,1,0,0,2,0,0,1,1,3,0,6,2,3,0,0,1,0,0,1,0,0,0,1,4,1,2,0,1,0,0,0,2,0,4,2,0,0,0,1800,1,6,"Edinburgh : printed by and for Mundell & Son; and sold in London by Otridge & Son, Vernor & Hood, J. Cuthell, J. Walker & Lackington, Allen & Co., 1800.",Edinburgh,624,male,1721,1771,TRUE,"L E T T E R S OF AN I AL IAN NUN AND AN ENGLISH GENTLEMAN. Translated from the French of J. J. ROUSSEAU. II cor gradie; Efervrwe a lui i chi lfuo doer compilfe. THIRD EDITION. L O N D O N: Printed for J. B EW, Paternofter"
1269100500_000002,"The castle of Otranto, a gothic story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto.",Horace Walpole,54,0,0,0,0,7,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0,2,3,1,1,2,1,1,0,0,0,2,0,1,0,4,0,0,1,1,1,0,1,0,3,0,1,2,1,1,1,1,1,0,1,1,0,0,3,1,1,0,1793,1,1,"London : [s.n.], printed in the year MDCCXCIII. [1793].",London,223,male,1717,1797,TRUE,"s: ~~ ?2~, ~~: : i i.;.; ~; 1 , ~ __ flu', dm .d, W' ____ 1 ij1 yo m n'zs m tena: e sar TH £ C AM P ION o E V I R T U E. [PRICE thrae SHILLINGS.J r TH B CHAMPION OF VIRTUE ."
0049600501_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,48,0,3,1,0,3,0,1,0,1,2,1,1,0,2,0,1,1,0,1,0,1,0,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,5,0,2,1,0,0,0,0,1,0,4,0,0,0,0,1766,1,2,"London : printed for A. Millar, W. Strahan, J. Rivington, R. Baldwin, W. Johnston, T. Caslon, B. Law, T. Becket and P. A. DeHondt, T. Lowndes, J. Knox, W. Nicoll, T. Durham, and M. Richardson, MDCCLXVI. [1766].",London,299,male,1721,1771,TRUE,"arnd TRUE taste in this country. It is to England, ivl at senc(a.; prose was to Rome. Abundat dulcilbs vitiis, i Dryden amit open Slr the staniards of excel; ence in this species of writing ir our language ; and whren youl' minds are rightly instituted in their work ;,"
1061401200_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J. J. Rousseau.,Jean-Jacques Rousseau,53,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,2,0,0,0,1,1,1,2,0,1,1,0,2,2,1,2,0,1,0,1,0,0,1,1,0,1,2,0,2,2,3,0,2,1,0,2,8,0,1,0,1800,1,1,"London : printed for H. D. Symonds, by Bye and Law, 1800.",London,152,male,1712,1778,TRUE,"a fingleblow. CRITICISM having long kept her eye fixed feadily upon TIME, was at last so well satisfied with his condut, that the withdrew from the earth with her patroness ASTREA, and left PREJUDICE and FALSE TASTE to ravage at large as the associates oc FRAUD and mischief; contenting herself"
0618401100_000001,Letters of an Italian nun and an English gentleman. Translated from the French of J.J. Rousseau.,Jean-Jacques Rousseau,49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,1,0,1,2,0,0,0,1,0,1,2,0,1,2,0,2,2,1,1,0,1,0,1,0,0,2,1,0,1,2,0,2,3,1,0,2,0,0,2,6,1,1,0,1784,1,1,"London : printed for J. Bew, Pater-Noster-Row, MDCCLXXXIV. [1784].",London,189,male,1712,1778,TRUE,"?~~~~~ ^'^jix ^^ i rt ~ rt l ^ is~p i. ^ KL ~~~ "" |'-. -- ^ Ir i Q >^ .^^?;, -- i»ic'., e .< - ""' r ''''*^ ^ ^^ *^ i'))' ^ ; **^ L *: i'; ^ ^ L s ^ ((-':, s. lw: :"
1224100101_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,44,0,2,1,0,3,0,0,0,1,1,1,1,0,2,0,1,1,0,0,0,1,0,1,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,4,0,1,1,0,1,2,0,1,0,4,0,0,0,0,1755,1,2,"London : printed for A. Millar, in the Strand; J. Hodges, near London Bridge; J. and J. Rivington, in St. Paul's Church Yard; and R. Baldwin, and M. Cooper, in Pater-Noster-Row, MDCCLV. [1755].",London,288,male,1721,1771,TRUE,"eye of nicety and scrupulous decorum. The path of humour * The present writer has it, on the authority of John Kemble, Esq. of frury lane Theatre, that the late Mr. Burke, one of the bet of the English writers , was particularly delighted with Ppri., and thought it the"
0260200400_000002,"Jeffery's edition of The castle of Otranto, a Gothic story. Translated by William Marshal, Gent. from the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto.",Horace Walpole,55,0,0,0,0,8,0,1,1,0,0,2,0,0,0,0,0,2,0,1,0,3,1,1,1,0,2,1,0,0,0,2,0,1,0,5,0,1,1,1,1,0,1,0,3,0,0,2,1,0,1,1,3,0,1,1,0,0,3,1,1,0,1796,1,1,"London : printed by Cooper and Graham, and sold by the publisher [Edward Jeffery], No. 11, Pall-Mall, 1796.",London,174,male,1717,1797,TRUE,"may perceive I mean 2ffop, that renowned Liar and Fable , rigiht of ancient Times; who, they say, earned a Livelihood, and got into the Favour of the Great, by making and retailing his Fables . This, Co, ti/aft, was my Moral Inftrudor, and I was peruiing him in his"
1543000102_000017,"Emilius; or, A treatise of education. Translated form the Frenceh of J.J. Rousseau, citizen of Geneva. In three volumes.",Jean-Jacques Rousseau,57,0,0,2,0,2,1,1,1,0,1,5,0,0,0,1,3,1,4,3,0,2,1,2,0,0,0,1,0,0,1,3,0,1,1,2,0,0,0,0,0,0,2,0,1,6,0,2,0,0,0,0,1,1,1,0,1,0,0,0,2,1,1773,2,3,"Edinburgh : printed for J. Dickson and C. Elliot, M.DCC.LXXIII. [1773].",Edinburgh,317,male,1712,1778,TRUE,"is various, elegant, and forcible; yet it is not always cor rea, and is now and then too luxuriant and figurative. We cannot always applaud the rectitude of his judgement , nor the precision of his ideas; yet we seldom fail to admire his vivacity of sentiment and peculiar glow"
0187200500_000002,"The castle of Otranto, a Gothic story. Translated by William Marshal, Gent. From the original Italian of Onuphrio Muralto, Canon of the Church of St. Nicholas at Otranto.",Horace Walpole,54,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,3,2,0,1,2,1,1,0,0,0,2,0,1,0,4,0,0,1,1,1,0,1,0,3,0,1,2,1,1,1,1,3,0,1,1,0,0,3,1,1,0,1782,1,1,"London : printed for J. Dodsley, in Pall-Mall, M.DCC.LXXXII. [1782].",London,220,male,1717,1797,TRUE,"* ; .i. - / -10 2 7.1 JPAYNE THE OLD ENGLISH BARON: A GOTHIC STORY . BY CLARA REEVE. THE SECOND EDITION. LONDON: PRINTED FOR EDWARD AND CHARLES DILLY IN THE POULTRY. MDCCLXXVIII. PREFACE. S this Story is of a species which, those not new, is out of the"
0211701800_000002,"The pilgrim, or the stranger in his own country. Containing a regular series of historical novels digested into four books, written originally in Spanish, by the celebrated Lopez De Vega Carpio. Also Diana, a pastoral romance in four books, by George De Montemajor, with its continuation in three books, by Gaspar Gil-Polo, from the Spanish original.",Jorge de Montemor,47,0,1,2,0,1,4,0,0,0,2,1,1,0,0,1,0,1,4,0,0,2,0,0,0,0,1,0,0,0,1,0,2,0,4,2,3,0,0,2,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,2,1,1,0,1738,1,1,"London : printed for D. Farmer, at the King's-Arms in St. Paul's-Church-Yard, and George Anderson, at Gay's-Head between the Temple Gates in Fleet-Street, MDCCXXXVIII. [1738].",London,298,male,1520,1561,FALSE,"an apothecary Culiino of simples' that trade who would give most for them. They were mostly books of mere entertainment that were the sub je&s of this kind of commerce, and were and still are distinguished by the corrupt appellation of novels and romances . Though ficitious, and the work"
1486500301_000001,The adventures of Roderick Random. In two volumes.,Tobias Smollett,44,0,1,1,0,3,0,1,0,1,1,1,1,0,2,0,1,1,0,1,0,1,1,1,0,0,0,4,0,0,1,0,1,0,0,1,0,1,0,1,0,1,2,1,1,0,0,5,0,2,0,0,0,1,0,1,0,3,0,0,0,0,1779,1,2,"London : sold by W. Davidson, A. Newton, T. Nelson, E. White, and J. Hammond, M DCC LXXIX. [1779].",London,245,male,1721,1771,TRUE,"favourable to humanity and goodness of heart ; and in Tom Jones, his greatet work , the artful condua of the fable , and the subserviency of all the incidents to the winding up of the whole, deserve much praise. The most moral of all our Novel Writers is Richardson,"
1300700201_000001,"Eloisa: or, A series of original letters, collected and published by Mr. J.J. Rousseau, citizen of Geneva. Translated from the French. To which are added, the adventures of Lord B- at Rome, being the sequel of Elosia, (found among the author's papers after his decease). A new edition, in three volumes.",Jean-Jacques Rousseau,61,0,0,1,0,3,6,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,2,0,0,0,1,0,3,0,0,1,0,1,0,2,4,2,3,1,0,1,0,0,1,2,2,0,2,4,0,2,3,1795,1,3,"London : printed for C. Bathurst, C. Nourse, T. Carnan, F. Newbery, R. Cater, R. Brotherton. W. Johnstone, P. Valliant, N. Conant, T. Davies, L. Davies, A. Millar, R. Tonson, G. Keith, W. Owen, and L. Hawis, 1795.",London,371,male,1712,1778,TRUE,"it is more animated and passionate than French Tragedy, but more irregular and incorrect, and less attentive to decorum and to elegance. The pathetic, it must always be remembered, is the soul of Tragedy. The English, therefore, must be allowed to have aimed at the highet species of excellence; though,"
0250701101_000001,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,61,0,0,1,0,2,6,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,2,0,0,0,1,0,4,0,0,1,0,1,0,2,4,2,3,1,0,1,0,0,1,2,2,0,2,4,0,2,3,1776,1,4,"London : printed for T. Becket, 1776.",London,355,male,1712,1778,TRUE,"constructed according to the laws of unity and truth, whilst another di rec'ly contradits them. The French, by their great attention to. the general economy and unity of their sable, and the construction of their scenes , have universally obtained the character of superior corrednefs to the English. Their reputation"
0629300801_000001,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,61,0,0,1,0,2,6,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,2,0,0,0,1,0,4,0,0,1,0,1,0,2,4,2,3,1,0,1,0,0,1,2,2,0,2,4,0,2,3,1764,1,4,"London : printed for T. Becket and P. A. de Hondt, 1764.",London,355,male,1712,1778,TRUE,"both having an aslion, aalors and manners : in fu; xe particulars they agree exact]y, and in ome they differ. First, They differ in this, that the dramatic poem, otherwise called a play, w hether trage.i, having for its subject the grave and; : ffcding incidents of life , or"
0772100302_000047,"Emilius and Sophia: or, a new system of education. Translated from the French of Mr. J. J. Rousseau. By the translator of Eloisa. In four volumes. ...",Jean-Jacques Rousseau,54,0,0,2,0,3,1,2,1,0,1,5,0,1,0,2,2,0,3,2,0,2,0,2,0,0,0,0,0,0,1,3,0,1,2,2,0,0,0,0,0,0,2,0,0,5,0,2,0,0,0,0,1,1,1,0,1,0,0,0,2,1,1767,2,4,"London : printed for T. Becket and P. A. de Hondt, 1767.",London,269,male,1712,1778,TRUE,"there is nothing so unavailing as giving advice to the incorrigible a few words will bring me to the end of this preface. A few very pleasing words! They are these: that in this, as in every other inftaice where I have offered any pro duetion to the public ,"
0951200301_000005,"The progress of romance, through times, countries, and manners; with Remarks on the Good and Bad Effects of it, on them Respectively; in a course of evening conversations. By C. R. author of the English Baron, the Two mentors, &c. In two volumes. ...",Clara Reeve,51,0,1,2,0,0,0,0,0,0,1,0,5,1,2,0,1,2,5,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,3,0,0,1,1,1,3,0,0,0,8,0,0,0,0,5,0,0,0,0,0,2,0,1,0,1785,1,2,"Dublin : printed for Messrs. Price, Exshaw, White, Cash Colbert, Marchbank and Porter, M,DCC,LXXXV. [1785].",Dublin,163,female,1729,1807,TRUE,"robbers, tyrants, ravithers, and all other disturbers of the public repose. observation, probability , and judgement which mftl be displayed in the performance, to give it reality enough to justify this observation in any degree, will I think more than coun terballance its inconveniences. It is in my opinion a"
0107600201_000019,"The works of Tobias Smollett, M.D. with memoirs of his life; to which is prefixed A view of the commencement and progress of romance, by John Moore, M.D. In eight volumes. ...",Tobias Smollett,63,0,2,1,0,2,7,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,5,1,0,0,4,1,1,2,3,0,0,0,0,0,0,1,0,0,1,0,3,0,3,0,3,0,3,1,1,0,0,3,3,3,0,1797,1,8,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, R. Baldwin, T. Becket, F. and C. Rivington, A. Strahan, R. Faulder, W. Richardson, W. Lane, W. Lowndes, S. Hayes, G. and T. Wilkie, Ogilvy and Son, T. N. Longman, and Cadell jun. and Davies, 1797.",London,452,male,1721,1771,TRUE,"* .~~~~~~~~~~~~~~~~~. :! i - ~ 7 (', / ~ T jr' ~~zj~74l 1w td Csytlm C r11d~/)y4 iid.""1ij/ar. ~ A THE "" :. AD VE N TURES OF - Roderick Random. Et genus & virtus , nij i cum re, vilior alga eft. HOR. In TWO VOLUMES. VOL. I."
0107600201_000010,"The works of Tobias Smollett, M.D. with memoirs of his life; to which is prefixed A view of the commencement and progress of romance, by John Moore, M.D. In eight volumes. ...",Tobias Smollett,54,0,1,3,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,0,1,0,0,0,6,0,0,0,5,1,1,1,1,0,3,0,1,0,0,2,2,1,1,1,0,1,1,0,0,2,1,0,0,1,2,0,3,1,3,0,1,1797,1,8,"London : printed for B. Law, J. Johnson, C. Dilly, G. G. and J. Robinson, R. Baldwin, T. Becket, F. and C. Rivington, A. Strahan, R. Faulder, W. Richardson, W. Lane, W. Lowndes, S. Hayes, G. and T. Wilkie, Ogilvy and Son, T. N. Longman, and Cadell jun. and Davies, 1797.",London,452,male,1721,1771,TRUE,"t . tr~. A K ~ V; 4$~~~~~~~~, AC sb~ THE OLD ENGLISH BARON: A G OTHIC STORY . By CLARA REEVE. THE THIRD EDITION. D U B L I N: Ptinted by JOHN EXSHAW, No. 86, damne frect. MDCCLXXVX II PR ES A C E. A S this Story"
0622301101_000001,"Eloisa: or, a series of original letters collected and published by J. J. Rousseau. Translated from the French. In four volumes. ...",Jean-Jacques Rousseau,59,0,0,1,0,2,6,0,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,3,2,1,0,0,0,2,0,0,0,1,0,2,0,0,1,0,1,0,2,4,2,3,1,0,1,0,0,1,2,2,0,2,4,0,2,3,1761,1,4,"Dublin : printed for James Hunter, 1761.",Dublin,248,male,1712,1778,TRUE,"The public was gross and dark; and to be able to read and write , was an accomplishment still valued for its rarity. Nations, like individuals, have, their infancy. A people, newly awakened to literary curiosity, being yet unacquainted with the TRUE state of things, knows S not not how"
0147400102_000046,"Emilius and Sophia: or, a new system of education. Translated from the French of J. J. Rousseau, Citizen of Geneva. By the translator of Eloisa. ...",Jean-Jacques Rousseau,53,0,0,0,0,2,1,2,1,0,1,6,0,1,0,4,2,0,4,2,0,2,1,2,0,0,0,0,0,0,2,2,0,1,1,2,0,0,0,0,0,0,2,0,0,4,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1762,2,2,"London : printed for R. Griffiths, T. Becket and P. A. de Hondt, in the Strand, MDCCLXII. [1762].",London,268,male,1712,1778,TRUE,"such as became a philosopher. All his servants were qualified to read to him, and to perform the ofice of an amanuensis. He was elegant, says Nepos, not magnificent; splendid, not profuse. The unaffeited beauty of delicate neatness was his object, rather than the ostentation of opulence. A very distinguished"
0507000700_000012,"The herald of literature; or, a review of the most considerable publications that will be made in the course of the ensuing winter: with extracts.",William Godwin,60,0,0,0,0,6,0,3,1,0,0,0,0,0,0,0,1,2,2,0,0,2,2,0,0,1,1,0,0,2,0,3,1,2,0,0,3,1,0,0,0,0,1,0,2,2,0,0,0,1,1,1,1,1,3,1,0,0,2,3,8,0,1784,1,1,"London : printed for J. Murray, 1784.",London,115,male,1756,1836,TRUE,"characters , amply compensates for his transgressions against the rules of time and place, with which the Imagination can easily dispense. His frequently breaking i 213 1 iug the tide of the Passions, by the introduction of low and absurd comedy, is a more capital transgression against Nature and the"
0112101500_000005,Walpoliana.,Horace Walpole,55,0,0,0,0,4,1,0,1,0,1,0,0,0,2,0,0,0,1,1,1,1,2,0,1,0,1,6,0,0,0,2,4,2,0,2,2,1,2,0,0,0,2,1,0,1,0,3,0,1,0,0,1,1,0,0,0,1,5,0,0,1,1800,1,1,"Dublin : printed by B. Smith for the proprietors [Burnett, Wogan, Porter, Moore, Halpin, Dornin, Rice, Folingsby], 1800.",Dublin,286,male,1717,1797,TRUE,"done over herself, and over the censure of the world. Had his crime been reprerented as the necessary cause of a series of mortifications, leading him gradually down to infamy, ruin, and despair, or producing by probable means an exemplary repentance, the fable would have been more useful in a"
0600700102_000034,"The observer: being a collection of moral, literary and familiar essays. ...",Richard Cumberland,50,0,1,0,0,2,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,3,0,4,7,0,1,0,0,0,1,0,3,2,0,1,0,0,0,1,2,0,0,0,0,0,2,2,1,1,1786,2,5,"London : printed for C. Dilly In The Poultry, M.DCC.LXXXVI. [1786].",London,287,male,1732,1811,TRUE,"Jie shows a great deal of wit, and can trifle in the nmot entertaining manner . His only fault is, that he is too open and professed a wit, to be thoroughly agreeable as a Letter Writer . The Letters of Madam. de Sevigne, are now esteemed the most accomplished"
0374300601_000001,The adventures of Roderick Random. In two volumes. ...,Tobias Smollett,44,0,3,1,0,3,0,2,0,1,0,1,1,1,2,0,1,0,0,1,0,1,1,0,0,0,0,4,0,0,2,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,4,0,2,0,0,1,1,0,1,0,3,0,0,0,0,1755,1,2,"Dublin : printed and sold by Richard James, at Newton's Head, in Dame-Street, MDCCLV. [1755].",Dublin,341,male,1721,1771,TRUE,"enriched with useful knowledge , and whose heart is formed by virtuous principles. This is as great a reflection as can be caf upon our sex, and degrades the female character in the mind of all persons whose esteem is worth enioying. IT is not my wihrl that you, my"
1007300303_000053,A tale of the times. By the author of A gossip's story. Dedicated by Permission to Mrs. Carter. In three volumes. ...,Jane West,49,0,1,0,0,2,2,1,1,2,1,2,0,0,0,1,0,0,2,0,1,1,1,1,1,4,0,3,0,0,0,1,2,0,5,1,1,0,0,0,0,1,0,0,3,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,2,0,1799,3,3,"London : printed for T. N. Longman and O Rees, Paternoster-Row, 1799.",London,388,female,1758,1852,FALSE,"simple and perspicuous. -- Figurative expression liable to mifconftruaion. If arguments are not equally conclusive, it seems proper to place the weaker first, that the following ones may resemble a rising series. IV IV Pathetic part. Difference between conviction and persuasion. The former addressed to the understanding, the latter to"
0401900300_000001,The lives of Cleopatra and Octavia. By the author of David Simple.,Sarah Fielding,53,0,0,0,0,6,0,4,0,0,3,0,0,0,0,0,0,2,2,2,0,1,2,0,0,1,0,2,0,0,1,4,2,1,0,2,2,1,0,0,1,0,0,0,3,0,1,2,1,2,0,1,0,0,0,0,0,1,1,1,1,0,1758,1,1,"London : printed for the author, and sold by A. Millar, in the Strand; R. and J. Dodsley, in Pall-Mall; and J. Leake, at Bath, M.DCC.LVIII. [1758].",London,272,female,1710,1768,TRUE,"on the solid basis of PUBLIC GOOD, fail to benefit society; or his ingenuity in tracing the the motives of human action, and in demonifrating LETTER the influence of physical causes upon the moral con xxxw. dult of man, to be of use to poets, hiiforians, and legislators. WHILE Montesquieu"
0656300601_000005,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,59,0,1,2,0,1,0,0,0,0,1,0,5,3,1,0,0,2,7,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,1,2,1,4,0,0,0,12,0,0,0,0,6,0,1,0,0,0,1,0,0,0,1785,1,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,159,female,1729,1807,TRUE,"THE A D V E N T U R E S F RODERICK RANDOM. IN TWO VOLUMES. BY DR. S M O L L E T. 1\ IT GCRUS IT . VIRTUS , NI1S CUMI Rt, YILIOR ALGA XST. NOR. L 0 N D 0 N: Printed for HARRISON and"
0027700302_000084,"The history of Tom Jones, a foundling. By Henry Fielding, Esq; In four volumes. ...",Henry Fielding,55,0,0,0,0,5,1,2,0,0,1,0,1,0,4,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,1,3,3,0,0,0,0,1,1,0,1,0,1,5,0,0,0,1,1,0,2,1,0,0,3,5,3,0,1791,2,4,"Basil : printed for J.L. Legrand, 1791.",Basel,389,male,1707,1754,TRUE,"well or ill ; or than those pedants are, of whatever prlofefion, (for we have them of all professions), who, without minding others, or entering into their views of things, are continually obtruding themfeives upon the conversation, and their own concerns, and the sentiments and language peculiar to their own"
0656300601_000006,"The progress of romance, through times, countries and manners; ... in a course of evening conversations. By C. R. author of the English Baron, The two mentors, &c. In two volumes. ...",Clara Reeve,53,0,1,1,0,1,1,1,0,0,1,0,1,0,3,1,0,1,2,0,0,3,0,1,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,8,0,0,0,0,2,0,2,0,0,0,5,1,4,0,1785,1,2,"[Colchester] : printed for the author, by W. Keymer, Colchester, and sold by him; sold also by G. G. J. and J. Robinson, London, 1785.",Colchester,159,female,1729,1807,TRUE,"is just. In their dramatic writings we meet with much less that offends: and it must also be acknowledged, that besides mere regularity of conftruaion, they possess the merit of beautiful Poetry and tender sentiments in a high degree. But when we examine them in another light, we find them"
