PassageID,Title,Author,Total termFreq,termFreq(),termFreq(author),termFreq(axiom),termFreq(book),termFreq(breviti),termFreq(celebr),termFreq(comprehens),termFreq(contain),termFreq(contract),termFreq(curios),termFreq(digest),termFreq(discern),termFreq(discov),termFreq(discoveri),termFreq(doctrin),termFreq(establish),termFreq(fact),termFreq(fame),termFreq(few),termFreq(foundat),termFreq(gener),termFreq(geniu),termFreq(grandeur),termFreq(human),termFreq(idea),termFreq(infinit),termFreq(intellig),termFreq(judgment),termFreq(know),termFreq(knowledg),termFreq(law),termFreq(learn),termFreq(littl),termFreq(magnific),termFreq(mankind),termFreq(maxim),termFreq(multitud),termFreq(natur),termFreq(notion),termFreq(number),termFreq(opinion),termFreq(order),termFreq(perceiv),termFreq(philosophi),termFreq(precept),termFreq(principl),termFreq(read),termFreq(reason),termFreq(receiv),termFreq(reduc),termFreq(refin),termFreq(sentenc),termFreq(set),termFreq(short),termFreq(simpl),termFreq(small),termFreq(specul),termFreq(studi),termFreq(subject),termFreq(sublim),termFreq(suprem),termFreq(system),termFreq(tenet),termFreq(theorem),termFreq(truth),termFreq(univers),termFreq(varieti),termFreq(variou),termFreq(view),termFreq(volum),termFreq(wonder),termFreq(word),termFreq(work),termFreq(world),termFreq(writer),Publication Year,Volume Number,Total Volumes,Imprint,Publication Place,Total Pages,Gender,Birth Year,Death Year,Popular Authors,short_excerpts
0364000204_000028,"Tales of the castle: or, stories of instruction and delight. Being Les veillees du chateau, written in French by Madame la Comtesse de Genlis, Author of the Theatre of Education, Adela and Theodore, &c. Translated into English by Thomas Holcroft,",Stéphanie Félicité du Crest de Saint-Aubin,52,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,2,1,0,2,0,0,6,0,1,1787,4,5,"London : printed for G. G. J. and J. Robinson, No. 25, Pater-Noster-Row, 1787.",London,258,female,1746,1830,TRUE,"poetryi own. But what do you say to his Henriade? That it contains fine passages, and that I should admire it, could I read it through without an effort. If that work be not unequalled, you cannot deny but Voltaire has the merit of having written the only Epic Poem"
0206700104_000010,The female Spectator. |...,Eliza Haywood,41,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,3,1,3,0,0,0,0,2,1,0,1,0,0,2,0,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1,6,0,1748,4,4,"London : printed and published by T. Gardner, at Cowley's-Head, opposite St. Clement's Church in the Stárand, M,DCC,XLVIII. [1748].",London,328,female,1693,1756,TRUE,"the human system is  most incident, and even after a too long negleet  of it, gives a certain ease in what it is intended, · without the least ill consequence to any other  complaint with which the patient may happen to be afflited. C OF this plant,"
0634301500_000012,An estimate of the religion of the fashionable world. By one of the laity.,Hannah More,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1791,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,268,female,1745,1833,TRUE,"Pphilo philosopher who inculcates the doctrine , should undertake with one of his fingers to lift an immense weight, which had reficed the powers of the crane and the lever. On calm and temperate spirits indeed, in the hour of retirement, in the repose of the passions, in the absence"
0516000102_000018,Edward and Sophia. A novel. In two volumes. By a lady. ...,Lady,40,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,2,0,2,0,1,3,0,0,1,0,1,1,0,1,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,6,0,1787,2,2,"[London] : Printed for William Lane Leadenhall-Street, 1787.",London,276,female,,,FALSE,"a library, containing a large assortment of the best authors , for the amusement of such visitors as had a passion for books ; the merchant's own reading being chiefly confined to subjects of agriculture and commerce, with a few ethic difcourfes politics and polemic divinity, he never meddled with."
0403500100_000012,An estimate of the religion of the fashionable world. By one of the laity.,Hannah More,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,1,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1791,1,1,"London : printed for T. Cadell, in the Strand, M.DCC.XCI. [1791].",London,269,female,1745,1833,TRUE,"dread of offending God, and incurring his everlasting displeasure, cannot stop him, how shall a weaker motive do it? When we see that the powerful fantions which religion holds out are too often an in effectual curb: to think of attaining the same end by feebler means, is as if"
0325100101_000004,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone. ...",Hester Chapone,54,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,8,0,1,1,0,1,0,1,2,0,0,2,0,0,0,0,0,0,1,3,0,3,1,2,1,2,0,3,0,1778,1,2,"London : printed for J. Walter, at Homer's Head, Charing Cross; and E. and C. Dilly, in the Poultry, MDCCLXXVIII. [1778].",London,207,female,1727,1801,TRUE,"epistles of his Apostles who were men chosen from amongst those, who had the advantage of converting with our Lord, to bear witness of his miracles and refur rection and who, after his afcen lion, were assisted and inspired by the Holy Ghost. This sacred volume must be the rule"
0885600600_000004,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,51,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,7,0,1,1,0,1,1,1,2,0,0,2,0,0,0,0,0,0,1,3,0,3,1,2,1,2,0,2,0,1777,1,1,"London : printed for J. Walter, at Homer's Head, Charing-Cross; and E. and C. Dilly, in the Poultry, MDCCLXXVII. [1777].",London,248,female,1727,1801,TRUE,"to his disciples, and repeated and enlarged upon in the edifying epistles of his apoftles who mwcre mnc cholufn from mrnongfl 2 tlhufe, those, who had the advantage of conversing with our Lord, to bear witness of his mira c!cs and refurre&ion and who, after his as cenfion, were affiflcd"
0168800401_000014,"A tour in Switzerland; or, a view of the present state of the governments and manners of those cantons: with comparative sketches of the present state of Paris. By Helen Maria Williams. ...",Helen Maria Williams,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,2,0,0,0,0,1,0,1,0,1,0,1,0,3,3,0,0,0,1,0,4,0,0,0,0,0,1,0,1798,1,2,"London : printed for G. G. and J. Robinson, Paternoster-Row, M,DCC,XCVIII. [1798].",London,373,female,1762,1827,TRUE,"touching ing a strain, that the neighbouring square and fireets reechoed the long and tumult tuous applauses of his fair auditory, for the majority were always ladies. The lecturer, not satisfied with the victory gained over infidelity in this seat of science, of which it had been so long in"
0326900902_000015,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,48,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,1,1,0,0,0,0,5,1,0,0,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,4,1,1,0,2,0,3,3,0,1775,2,2,"London : printed for J. Walter; and E. and C. Dilly, 1775.",London,234,female,1727,1801,TRUE,"requisite to the understanding almost any poetical compoeition. As an instance of the ioral meaning I Speak of, I will mention an observation of Bossuet, K 3 That That Homer's poetry was particu : arly recommended to the Greeks by the superiority which he ascribes to them over the Asiatics;"
0271300600_000014,"A packet for youth, or evidences of Christianity drawn from the mind. By a lady.","M. P., Lady",47,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,2,3,0,1,0,1,4,0,0,0,0,2,0,0,1,1,0,2,2,1,0,0,0,0,3,3,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,1,2,1,1799,1,1,"Hanley : printed and sold by Mort; also by Knott, Lombard Street, Chapman, Fleet Street, Heptinstall, Holborn, London, ---- Chester, Newcastle, ---- Jones, Birmingham, ---- Pritchard, Derby, ---- Smith, Sheffield, Boden, Manchester ; and may be had of all Booksellers, [1799].",Hanley,122,female,,,FALSE,"be supposed to have desired a plea, which he must have known would be treated with contempt. It appears from his own memoir, that he was fully aware of the apparent inexpediency of it, and expected nearly such an answer, as Pharaoh aduallygave: ""Who is Jehovah, I know not Jehovah""."
0343200101_000034,"Religion considered as the only basis of happiness, and of true philosophy. A work written for the instruction of the children of his Most Serene Highness the Duke of Orleans; And in which the Principles of modern pretended Philosophers are laid open and refuted. By Madame the Marchioness of Sillery, heretofore countess of genlis. In two volumes. ...",Stéphanie Félicité du Crest de Saint-Aubin,45,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,1,1,1,0,3,0,1,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,1787,1,2,"London : printed for T. Payne and Son, at the Mews Gate; T. Cadell, and P. Elmsly, in the Strand, M.DCC.LXXXVII. [1787].",London,312,female,1746,1830,TRUE,"our time, and ""our lives: this revelation being but a collecion of examples, ofprecepts, and N cos( () C of exhortations, which all tend to ob ""¢ lige us to glorify our God, by leading,, holy lives for the love of him. CC No affectation or weakness is seen in"
1269100800_000004,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,54,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,8,0,1,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,3,0,3,1,2,1,2,0,3,0,1786,1,1,"London : printed for J. Walter , Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVI. [1786].",London,255,female,1727,1801,TRUE,"bear witness of his miracles and refurreetion and who, after his as cenfion, were assisted and inspired by the Holy Ghost. This sacred volume mupt be the rule of your life. In it you will find all truths necessary to be believed; and plain and easy di iretions, for the"
1342900100_000005,"Rudiments of taste. In a series of letters, from a mother to her daughters. By the Author of the life of Jacob.","Peddle, M, Mrs",43,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,3,0,1,1,0,4,1,1,0,0,3,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2,1790,1,1,"Dublin : Printed for H. Chamberlaine, P. Byrne, J. Moore, J. Jones, Grueber and M'Allister, and W. Jones, MDCCXC. [1790].",Dublin,70,female,,,FALSE,"same time ?7 This is very pradicable, for there are many works of genius elrtiemely well calculated to answer each of these ends; but they are not the hi~fories of Sir fish a one, Miss what d'ye call um, or any of those fultile priodutions, .which the pzre~s daily emits,"
0655300601_000007,Interesting memoirs. By a lady. In two volumes. ...,"Keir, Elizabeth",46,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,1,0,0,0,0,2,0,0,6,2,0,1,2,0,0,0,2,0,4,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,4,0,1,0,1,0,0,1,0,2,0,1785,1,2,"London : printed for A. Strahan, and T. Cadell In the Strand; J. Balfour, and W. Creech, Edinburgh, MDCCLXXXV. [1785].",London,253,female,,,FALSE,"explores truth by the help of her own eyes; but conscious that there are liable to deception, and take in only a very limited prospect, she is afraid to pronounce dogmatically on any question. She never impiously attempts to pass the boundaries which have been assigned her by Heaven, and"
1164100801_000044,Strictures on the modern system of female education. with a view of the principles and conduct prevalent among women of rank and fortune. By Hannah More. In two volumes. ...,Hannah More,58,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,0,0,0,2,1,0,2,2,0,0,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,0,1,1,3,0,1,14,2,3,1,1800,1,2,"London : printed by A. Strahan, Printers Street, for T. Cadell jun. and W. Davies, Strand, 1800.",London,359,female,1745,1833,TRUE,"merciful accommo R 4 dation. dation. And here the pious inflrutor will come in, in aid of their deficiency: for Philosophers too seldom trace up causes, and wonders , and blessings to their Author . And it is peculiarly to be regretted that a late justly celebrated French Naturalifr, who,"
1084200300_000023,"Instructions for a young lady, in every sphere and period of life. Containing, I. A mother's advice to her daughters. II. Two letters to a Lady upon the subject of religion, by a Clergyman. III. A Letter to a Young Lady on her Marriage. IV. A Letter on Temper. V. On Oeconomy. VI. On Politeness. Vii. An Epistle upon the Cultivation of Taste. Viii. Fables for the female sex. Compiled by a lady.",Sarah Pennington,41,0,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,4,4,1,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1777,1,1,"London : printed for John Donaldson, the Corner of Arundel Street, No 188. in the Strand, M.DCC.LXXVII. [1777].",London,293,female,1720,1783,TRUE,"of the apostles contain the matters of fae, laws , and motives; so the epistles contain exhortations tations to ferioufnels and piety, arising from the laws , facts , and motives before mentioned: and I take these books to be fiuficieitlv comprehensive of the institutions and ordinances of Jesus Christ;"
0419801700_000026,"Essays on various subjects, principally designed for young ladies.",Hannah More,44,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,4,1,1,2,1,0,0,0,3,1,0,4,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1791,1,1,"London : printed for T. Cadell, in the Strand, MDCCXCI. [1791].",London,222,female,1745,1833,TRUE,"that study is a great enemy to originality; but even if this were true, it would perhaps be as well that an author should give us the ideas of far better writers , mixed and alilmilated with the matter in his own mind, as those crude and undigested thoughts which"
0431500202_000037,"The world unmask'd: or, the Philosopher the greatest Cheat; in twenty-four dialogues. To which is added, The state of souls separated from their Bodies; Being an Epistolary Treatise, wherein is proved, by a Variety of Arguments, deduced from Holy Scripture, that the Punishments of the Wicked will not be Eternal; and all Objections against it solved. To which is prefix'd, A Large Introduction, evincing the same Truth from the Principles of Natural Religion. Translated from the French.",Marie Huber,58,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,6,0,0,0,2,0,0,0,0,2,2,1,0,0,0,11,1,2,1,3,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,0,0,1,1,0,2,2,1,0,1743,2,2,"London : printed for A. Millar, opposite to Katharine-Street in the Strand, M.DCC.XLIII. [1743].",London,300,female,1695,1753,FALSE,"no room in the world ; the distinction of Particularifs and Univer falifs would cease; all would be Univerfalijfs, in the properest sense of the Word ; whereas those who now assume that fine appellation, are so only in a very limited and imperfet seen - they admit the Ideas"
0343200101_000033,"Religion considered as the only basis of happiness, and of true philosophy. A work written for the instruction of the children of his Most Serene Highness the Duke of Orleans; And in which the Principles of modern pretended Philosophers are laid open and refuted. By Madame the Marchioness of Sillery, heretofore countess of genlis. In two volumes. ...",Stéphanie Félicité du Crest de Saint-Aubin,41,0,2,0,3,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,4,1,1,3,0,0,0,1,0,0,0,1,1,0,5,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1787,1,2,"London : printed for T. Payne and Son, at the Mews Gate; T. Cadell, and P. Elmsly, in the Strand, M.DCC.LXXXVII. [1787].",London,312,female,1746,1830,TRUE,"AS A PROOF OF RELIGION. OF THE MORALITY, AND OF THE LAWS OF MOSES. THE doctors (faysabadie) philosophers, and men in general , Show infallibly, in the end, their weaknesses and their passions, either by the thing of which they speak, or.by their manner of expreffon. :  The works"
0343200201_000013,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,41,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,0,2,2,0,4,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,1,7,0,0,1787,1,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,160,female,1746,1830,TRUE,"example to the contrary would be sufficient to convince us that the phrase, Remorse is the only hell of the wicked, is a philosophical sentence , as FALSE as it is dangerous. Great crimes change entirely the nature of man, and. deprive him of the possibility of feeling compunction Great"
0325100200_000035,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,50,0,1,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,0,2,1,0,0,0,0,5,1,0,0,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,1,0,2,0,0,1,2,0,1,1793,1,1,"Edinburgh : printed for Silvester Doig, Royal-Echange, MDCCXCIII. [1793] [1794?].",Edinburgh,215,female,1727,1801,TRUE,"but the great ft maitter of nature , and the most per fct charaaderiztr of men and manners:  in this last point of view , I think him inestimable; and I am persuaded that, in the course of your life, you will seldom find occasion to corrfe those observations"
1073100102_000010,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. ...",Mary Walker,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,1,0,0,1,1,1,0,1,0,1,1,0,8,0,1,1,0,0,4,0,0,1,4,1,1,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1,0,1,2,1,0,0,0,1,0,0,1777,2,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster-Row, MDCCLXXVII. [1777].",London,222,female,1736,,FALSE,"to acquire by reason and refletion, what the meanest artisan acquires by habit? But if cur minds are not previously informed, how can this be xpeted, as no rank can secure us from being numbered among the vulgar; on the contrary, if we have applied our hearts, unto wisdom, we"
0420902800_000004,"Rudiments of taste. In a series of letters, from a mother to her daughters. By the author of The life of Jacob.","Peddle, , Mrs",42,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,1,1,0,0,1,4,1,1,0,1,0,0,2,2,0,0,0,0,1,0,0,4,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1789,1,1,"[London] : Printed for C. Dilly, in the Poultry, 1789.",London,172,female,,,FALSE,"could govern his own spirit, had attained a much higher point of dominion, than if he should rule a kingdom. It is certainly much easier to give wise and upright laws to others, than to obey them ourselves; and when you can control your own inclination, you will have learned"
0603100601_000036,"Letters from the Duchess de Crui and others, on subjects moral and entertaining. Wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By Lady Mary Walker. The Third Edition corrected, ...",Mary Walker,42,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,4,0,4,1,0,0,1,0,1,0,0,2,3,0,0,1,1,1,1,1,0,2,0,0,1,0,0,0,1,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1779,1,2,"Dublin : printed for S. Price, W. and H. Whitestone, R. Fitzsimons, T. Wilkinson. J. Williams, W. Colles, W. Wilson, C. Jenkin, T. Walker, E. Cross, R. Moncrieffe, P. Higly, E. Mackelrath, J. Exshaw, J. Beatty, C. Talbot, J. Parker, and J. Norman, MDCCLXXIX. [1779].",Dublin,293,female,1736,,FALSE,"Italian languages, and other accompliihments, according to the humour and ability of the parents, or genius and inclination of the children. Here then lies the principal defec, defect, that we are only taught French, or perhaps Italian, which is now as common among women of faihion, as men: whereas the"
0363500104_000028,"Tales of the castle: or, stories of instruction and delight. Being Les veillees du chateau, written in French by Madame la Comtesse de Genlis, Author of the Theatre of Education, Adela and Theodore, &c. Translated into English by Thomas Holcroft,",Stéphanie Félicité du Crest de Saint-Aubin,51,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,2,4,2,1,0,2,1,0,5,0,1,1793,4,5,"London : printed for G. G. J. and J. Robinson, No. 25, Pater-Noster-Row, 1793.",London,257,female,1746,1830,TRUE,"our language. And what think you is the reason ? It is because Poets of genius have always preferred the writing of Tragedies. An Epic Poem demands deep study , and great length of time; and the glory which is acquired, by writing it, is rather durable than noisy; while"
0343200202_000027,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,51,0,7,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,1,0,0,3,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,0,0,4,0,1,1787,2,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,151,female,1746,1830,TRUE,"person wlatfoever, who has not seen and followed its operations with attention. All I have just said may be applied to the sciences, natural history, chemistry, physics, aitronomy, c.: therefore, the most perfe&t Encyclopaedic will never be a work of the first utility; few people will be able to purchase"
0343200202_000001,"Religion considered as the only basis of happiness and of true philosophy. A work written for the instruction of the children of his most serene highness the Duke of Orleans; ... By Madame the Marchioness of Sillery, ... In two volumes.",Stéphanie Félicité du Crest de Saint-Aubin,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,3,2,0,0,1,1,1,0,1,0,4,0,1,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,2,1,0,0,0,2,0,0,4,1,0,1787,2,2,"Dublin : printed by William Porter, for H. Chamberlaine, White, Byrne, Colbert, W. Porter, and Moore, 1787.",Dublin,151,female,1746,1830,TRUE,R E L I G IO N CONSIDERED AS THE ONLY BASIS OF. IH A P P I N E S S AND OF TRUE PHIL OSOPHY. A WORK written for the INSTRUCTION of the CHILDREN of his Most Serene Highness THE DUKE OF ORLEANS And in which the PRINCIPLES
0617501500_000098,Letters on education. With observations on religious and metaphysical subjects. By Catherine Macaulay Graham.,Catharine Macaulay,43,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,2,0,0,2,1,0,5,0,0,4,0,5,0,2,2,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,2,0,0,0,0,0,0,1,0,1,0,1790,1,1,"Dublin : printed for H. Chamberlaine and Rice, L. White, W. Mc. Kenzie, J. Moore, Grueber and Mc. Allister, [and 2 others in Dublin], 1790.",Dublin,336,female,1731,1791,TRUE,"the maturity of a wisdom laboriously gained? No great thing is to be brought to perfecion suddenly, ays epi&etus, when not so much as a bunch of grapes are. If you tell me that you would this minute have a bunch of grapes, I will answer you, that there muit"
0326900901_000004,"Letters on the improvement of the mind, addressed to a young lady. In two volumes. By Mrs. Chapone.",Hester Chapone,53,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,2,0,8,0,1,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,3,0,3,1,2,1,2,0,2,0,1775,1,2,"London : printed for J. Walter; and E. and C. Dilly, 1775.",London,208,female,1727,1801,TRUE,"the precepts of our. blessed Lord and Saviour, delivered from his own mouth to his disciples, and repeated and enlarged upon in the edifying epistles of his Apostles --  who were men chosen from amongst those, who had the advantage of converting with our Lord, to bear wirnefs of"
1269100800_000036,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,47,0,2,0,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,3,1,0,2,1,0,0,0,0,5,1,0,0,0,1,1,0,1,9,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1786,1,1,"London : printed for J. Walter , Charing-Cross ; and C. Dilly, in the Poultry, M.DCC.LXXXVI. [1786].",London,255,female,1727,1801,TRUE,"language can bring you acquainted with, particularly, those immortal ornaments of burr nation, Shakespeare and Milton. The first is not only incomparably the noblest genius in dramatic poetry, but the greatest master of nature , and the mofl perfect charaderifer of men and manners: in this last point of view"
0670002200_000004,"Letters on the improvement of the mind, addressed to a young lady. By Mrs. Chapone.",Hester Chapone,53,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,1,1,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,8,0,1,1,0,1,1,2,2,0,0,1,0,0,0,0,0,0,0,3,0,3,1,1,1,2,0,3,0,1793,1,1,"London : printed for J. Walter, at Homer's Head, Charing-Cross ; and C. Dilly, in the Poultry, MDCCXCIII. [1793].",London,255,female,1727,1801,TRUE,"the pracice of every duty: Your Bible then must be your chief study and delight: but, as it contains many various kinds of writing fome parts obscure .and difficult of interpretation, others plain .and intelligible to the meanest capacity i would chiefly recommend to your frequent : perusal such parts"
0191300104_000007,"Letters from the Duchess de Crui and others, on subjects moral and entertaining, wherein the character of the female sex, with their rank, importance, and consequence, is stated, and their relative duties in life are enforced. By a lady. ...",Mary Walker,41,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,0,2,0,3,0,1,3,0,0,0,0,1,2,0,4,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,2,2,0,0,1,0,1,0,0,2,0,1776,4,5,"London : printed for Robson, New Bond-Street; Walter, Charing-Cross; and Robinson, Pater-Noster Row, MDCCLXXVI. [1776].",London,224,female,1736,,FALSE,"affeced, has made me urge his removal from a place which revives in his mind so many disagreeable ideas , and feeds a passion which, I am afraid, nothing will be able to surmount. It has been with great pain, my dear friend, that I have discovered the Prince's scepticism,"
